,datetime,APPLEGATE_LAKE_NEAR_COPPER__OR..
1768,2015-11-04,1877.24
1769,2015-11-05,1876.84
1770,2015-11-06,1876.44
1771,2015-11-07,1876.03
1772,2015-11-08,1875.77
1773,2015-11-09,1875.55
1774,2015-11-10,1875.22
1775,2015-11-11,1874.85
1776,2015-11-12,1874.48
1777,2015-11-13,1874.08
1778,2015-11-14,1873.68
1779,2015-11-15,1873.43
1780,2015-11-16,1873.13
1781,2015-11-17,1872.79
1782,2015-11-18,1872.68
1783,2015-11-19,1872.48
1784,2015-11-20,1872.43
1785,2015-11-21,1872.18
1786,2015-11-22,1871.84
1787,2015-11-23,1871.44
1788,2015-11-24,1871.15
1789,2015-11-25,1870.8
1790,2015-11-26,1870.41
1791,2015-11-27,1869.98
1792,2015-11-28,1869.55
1793,2015-11-29,1869.1
1794,2015-11-30,1868.63
1795,2015-12-01,1868.2
1796,2015-12-02,1867.97
1797,2015-12-03,1869.17
1798,2015-12-04,1870.03
1799,2015-12-05,1870.18
1800,2015-12-06,1871.41
1801,2015-12-07,1874.22
1802,2015-12-08,1879.29
1803,2015-12-09,1884.75
1804,2015-12-10,1890.02
1805,2015-12-11,1890.43
1806,2015-12-12,1890.34
1807,2015-12-13,1898.32
1808,2015-12-14,1896.58
1809,2015-12-15,1893.81
1810,2015-12-16,1890.69
1811,2015-12-17,1888.53
1812,2015-12-18,1892.72
1813,2015-12-19,1893.0
1814,2015-12-20,1891.59
1815,2015-12-21,1891.6
1816,2015-12-22,1891.72
1817,2015-12-23,1891.49
1818,2015-12-24,1891.06
1819,2015-12-25,1890.37
1820,2015-12-26,1889.7
1821,2015-12-27,1889.22
1822,2015-12-28,1888.93
1823,2015-12-29,1888.79
1824,2015-12-30,1888.62
1825,2015-12-31,1888.39
1826,2016-01-01,1888.36
1827,2016-01-02,1888.35
1828,2016-01-03,1888.31
1829,2016-01-04,1888.25
1830,2016-01-05,1888.32
1831,2016-01-06,1888.36
1832,2016-01-07,1888.34
1833,2016-01-08,1888.34
1834,2016-01-09,1888.43
1835,2016-01-10,1888.49
1836,2016-01-11,1888.55
1837,2016-01-12,1888.83
1838,2016-01-13,1890.93
1839,2016-01-14,1890.86
1840,2016-01-15,1890.29
1841,2016-01-16,1891.06
1842,2016-01-17,1906.61
1843,2016-01-18,1909.95
1844,2016-01-19,1908.7
1845,2016-01-20,1906.61
1846,2016-01-21,1903.87
1847,2016-01-22,1905.13
1848,2016-01-23,1905.41
1849,2016-01-24,1904.0
1850,2016-01-25,1901.34
1851,2016-01-26,1897.61
1852,2016-01-27,1893.36
1853,2016-01-28,1891.99
1854,2016-01-29,1896.88
1855,2016-01-30,1898.09
1856,2016-01-31,1897.32
1857,2016-02-01,1896.27
1858,2016-02-02,1895.25
1859,2016-02-03,1894.56
1860,2016-02-04,1894.09
1861,2016-02-05,1893.88
1862,2016-02-06,1893.99
1863,2016-02-07,1894.52
1864,2016-02-08,1895.76
1865,2016-02-09,1897.56
1866,2016-02-10,1899.59
1867,2016-02-11,1901.81
1868,2016-02-12,1904.24
1869,2016-02-13,1906.58
1870,2016-02-14,1908.75
1871,2016-02-15,1911.27
1872,2016-02-16,1913.41
1873,2016-02-17,1915.88
1874,2016-02-18,1918.85
1875,2016-02-19,1921.36
1876,2016-02-20,1923.29
1877,2016-02-21,1924.85
1878,2016-02-22,1926.15
1879,2016-02-23,1927.24
1880,2016-02-24,1928.22
1881,2016-02-25,1929.16
1882,2016-02-26,1930.36
1883,2016-02-27,1932.33
1884,2016-02-28,1933.82
1885,2016-02-29,1935.07
1886,2016-03-01,1936.3
1887,2016-03-02,1937.57
1888,2016-03-03,1939.12
1889,2016-03-04,1939.75
1890,2016-03-05,1942.96
1891,2016-03-06,1947.12
1892,2016-03-07,1947.11
1893,2016-03-08,1945.95
1894,2016-03-09,1944.99
1895,2016-03-10,1947.39
1896,2016-03-11,1946.9
1897,2016-03-12,1945.6
1898,2016-03-13,1945.42
1899,2016-03-14,1945.79
1900,2016-03-15,1945.56
1901,2016-03-16,1945.29
1902,2016-03-17,1945.23
1903,2016-03-18,1945.61
1904,2016-03-19,1946.52
1905,2016-03-20,1949.1
1906,2016-03-21,1952.31
1907,2016-03-22,1954.61
1908,2016-03-23,1956.22
1909,2016-03-24,1957.47
1910,2016-03-25,1958.6
1911,2016-03-26,1959.71
1912,2016-03-27,1960.79
1913,2016-03-28,1961.74
1914,2016-03-29,1962.69
1915,2016-03-30,1963.66
1916,2016-03-31,1964.68
1917,2016-04-01,1965.77
1918,2016-04-02,1966.99
1919,2016-04-03,1968.29
1920,2016-04-04,1969.62
1921,2016-04-05,1970.68
1922,2016-04-06,1971.74
1923,2016-04-07,1972.84
1924,2016-04-08,1973.76
1925,2016-04-09,1974.64
1926,2016-04-10,1975.37
1927,2016-04-11,1975.98
1928,2016-04-12,1976.55
1929,2016-04-13,1976.82
1930,2016-04-14,1977.06
1931,2016-04-15,1977.19
1932,2016-04-16,1977.31
1933,2016-04-17,1977.5
1934,2016-04-18,1977.93
1935,2016-04-19,1978.56
1936,2016-04-20,1979.32
1937,2016-04-21,1979.96
1938,2016-04-22,1980.85
1939,2016-04-23,1981.42
1940,2016-04-24,1981.96
1941,2016-04-25,1982.42
1942,2016-04-26,1982.85
1943,2016-04-27,1983.28
1944,2016-04-28,1983.66
1945,2016-04-29,1984.0
1946,2016-04-30,1984.32
1947,2016-05-01,1984.62
1948,2016-05-02,1984.95
1949,2016-05-03,1985.27
1950,2016-05-04,1985.64
1951,2016-05-05,1985.91
1952,2016-05-06,1985.94
1953,2016-05-07,1986.07
1954,2016-05-08,1986.21
1955,2016-05-09,1986.21
1956,2016-05-10,1986.22
1957,2016-05-11,1986.23
1958,2016-05-12,1986.25
1959,2016-05-13,1986.29
1960,2016-05-14,1986.32
1961,2016-05-15,1986.29
1962,2016-05-16,1986.27
1963,2016-05-17,1986.29
1964,2016-05-18,1986.3
1965,2016-05-19,1986.3
1966,2016-05-20,1986.29
1967,2016-05-21,1986.25
1968,2016-05-22,1986.19
1969,2016-05-23,1986.17
1970,2016-05-24,1986.19
1971,2016-05-25,1986.18
1972,2016-05-26,1986.17
1973,2016-05-27,1986.12
1974,2016-05-28,1986.05
1975,2016-05-29,1985.96
1976,2016-05-30,1985.85
1977,2016-05-31,1985.74
1978,2016-06-01,1985.61
1979,2016-06-02,1985.45
1980,2016-06-03,1985.29
1981,2016-06-04,1985.11
1982,2016-06-05,1984.93
1983,2016-06-06,1984.72
1984,2016-06-07,1984.49
1985,2016-06-08,1984.24
1986,2016-06-09,1983.97
1987,2016-06-10,1983.68
1988,2016-06-11,1983.39
1989,2016-06-12,1983.09
1990,2016-06-13,1982.76
1991,2016-06-14,1982.44
1992,2016-06-15,1982.12
1993,2016-06-16,1981.84
1994,2016-06-17,1981.57
1995,2016-06-18,1981.31
1996,2016-06-19,1980.97
1997,2016-06-20,1980.64
1998,2016-06-21,1980.29
1999,2016-06-22,1979.92
2000,2016-06-23,1979.54
2001,2016-06-24,1979.16
2002,2016-06-25,1978.78
2003,2016-06-26,1978.38
2004,2016-06-27,1977.96
2005,2016-06-28,1977.49
2006,2016-06-29,1976.99
2007,2016-06-30,1976.47
2008,2016-07-01,1975.94
2009,2016-07-02,1975.4
2010,2016-07-03,1974.86
2011,2016-07-04,1974.31
2012,2016-07-05,1973.75
2013,2016-07-06,1973.2
2014,2016-07-07,1972.63
2015,2016-07-08,1972.07
2016,2016-07-09,1971.55
2017,2016-07-10,1970.99
2018,2016-07-11,1970.41
2019,2016-07-12,1969.83
2020,2016-07-13,1969.25
2021,2016-07-14,1968.65
2022,2016-07-15,1968.04
2023,2016-07-16,1967.43
2024,2016-07-17,1966.8
2025,2016-07-18,1966.17
2026,2016-07-19,1965.53
2027,2016-07-20,1964.9
2028,2016-07-21,1964.25
2029,2016-07-22,1963.59
2030,2016-07-23,1962.92
2031,2016-07-24,1962.25
2032,2016-07-25,1961.59
2033,2016-07-26,1960.91
2034,2016-07-27,1960.23
2035,2016-07-28,1959.55
2036,2016-07-29,1958.85
2037,2016-07-30,1958.15
2038,2016-07-31,1957.43
2039,2016-08-01,1956.7
2040,2016-08-02,1955.97
2041,2016-08-03,1955.23
2042,2016-08-04,1954.49
2043,2016-08-05,1953.73
2044,2016-08-06,1952.97
2045,2016-08-07,1952.2
2046,2016-08-08,1951.43
2047,2016-08-09,1950.66
2048,2016-08-10,1949.87
2049,2016-08-11,1949.09
2050,2016-08-12,1948.29
2051,2016-08-13,1947.49
2052,2016-08-14,1946.67
2053,2016-08-15,1945.85
2054,2016-08-16,1945.02
2055,2016-08-17,1944.15
2056,2016-08-18,1943.23
2057,2016-08-19,1942.29
2058,2016-08-20,1941.35
2059,2016-08-21,1940.4
2060,2016-08-22,1939.49
2061,2016-08-23,1938.6
2062,2016-08-24,1937.69
2063,2016-08-25,1936.78
2064,2016-08-26,1935.86
2065,2016-08-27,1934.97
2066,2016-08-28,1934.06
2067,2016-08-29,1933.14
2068,2016-08-30,1932.22
2069,2016-08-31,1931.3
2070,2016-09-01,1930.41
2071,2016-09-02,1929.59
2072,2016-09-03,1928.79
2073,2016-09-04,1927.99
2074,2016-09-05,1927.2
2075,2016-09-06,1926.38
2076,2016-09-07,1925.57
2077,2016-09-08,1924.73
2078,2016-09-09,1923.89
2079,2016-09-10,1923.05
2080,2016-09-11,1922.17
2081,2016-09-12,1921.32
2082,2016-09-13,1920.43
2083,2016-09-14,1919.57
2084,2016-09-15,1918.74
2085,2016-09-16,1917.91
2086,2016-09-17,1917.09
2087,2016-09-18,1916.3
2088,2016-09-19,1915.56
2089,2016-09-20,1914.81
2090,2016-09-21,1914.05
2091,2016-09-22,1913.35
2092,2016-09-23,1912.68
2093,2016-09-24,1912.0
2094,2016-09-25,1911.33
2095,2016-09-26,1910.63
2096,2016-09-27,1909.92
2097,2016-09-28,1909.24
2098,2016-09-29,1908.52
2099,2016-09-30,1907.78
2100,2016-10-01,1907.08
2101,2016-10-02,1906.45
2102,2016-10-03,1905.78
2103,2016-10-04,1905.12
2104,2016-10-05,1904.45
2105,2016-10-06,1903.78
2106,2016-10-07,1903.07
2107,2016-10-08,1902.34
2108,2016-10-09,1901.59
2109,2016-10-10,1900.83
2110,2016-10-11,1900.07
2111,2016-10-12,1899.28
2112,2016-10-13,1898.82
2113,2016-10-14,1900.13
2114,2016-10-15,1901.51
2115,2016-10-16,1907.69
2116,2016-10-17,1911.68
2117,2016-10-18,1914.63
2118,2016-10-19,1915.48
2119,2016-10-20,1915.6
2120,2016-10-21,1915.49
2121,2016-10-22,1915.18
2122,2016-10-23,1914.66
2123,2016-10-24,1914.48
2124,2016-10-25,1914.61
2125,2016-10-26,1914.96
2126,2016-10-27,1916.32
2127,2016-10-28,1914.03
2128,2016-10-29,1910.15
2129,2016-10-30,1910.4
2130,2016-10-31,1914.69
2131,2016-11-01,1916.67
2132,2016-11-02,1917.66
2133,2016-11-03,1918.12
2134,2016-11-04,1918.29
2135,2016-11-05,1918.32
2136,2016-11-06,1918.55
2137,2016-11-07,1918.34
2138,2016-11-08,1913.75
2139,2016-11-09,1907.98
2140,2016-11-10,1901.75
2141,2016-11-11,1896.44
2142,2016-11-12,1892.89
2143,2016-11-13,1891.17
2144,2016-11-14,1889.63
2145,2016-11-15,1889.52
2146,2016-11-16,1888.81
2147,2016-11-17,1888.0
2148,2016-11-18,1887.32
2149,2016-11-19,1887.81
2150,2016-11-20,1890.27
2151,2016-11-21,1892.06
2152,2016-11-22,1893.0
2153,2016-11-23,1893.47
2154,2016-11-24,1893.33
2155,2016-11-25,1893.99
2156,2016-11-26,1894.85
2157,2016-11-27,1894.85
2158,2016-11-28,1894.52
2159,2016-11-29,1894.21
2160,2016-11-30,1893.82
2161,2016-12-01,1893.36
2162,2016-12-02,1892.8
2163,2016-12-03,1892.14
2164,2016-12-04,1891.54
2165,2016-12-05,1891.19
2166,2016-12-06,1890.71
2167,2016-12-07,1890.06
2168,2016-12-08,1889.72
2169,2016-12-09,1890.92
2170,2016-12-10,1893.13
2171,2016-12-11,1892.54
2172,2016-12-12,1891.23
2173,2016-12-13,1889.72
2174,2016-12-14,1897.94
2175,2016-12-15,1918.21
2176,2016-12-16,1920.27
2177,2016-12-17,1918.9
2178,2016-12-18,1916.05
2179,2016-12-19,1912.51
2180,2016-12-20,1909.24
2181,2016-12-21,1906.39
2182,2016-12-22,1903.97
2183,2016-12-23,1902.49
2184,2016-12-24,1901.13
2185,2016-12-25,1900.07
2186,2016-12-26,1899.28
2187,2016-12-27,1898.69
2188,2016-12-28,1897.92
2189,2016-12-29,1897.0
2190,2016-12-30,1896.0
2191,2016-12-31,1895.09
2192,2017-01-01,1894.45
2193,2017-01-02,1894.09
2194,2017-01-03,1893.84
2195,2017-01-04,1893.38
2196,2017-01-05,1892.72
2197,2017-01-06,1891.97
2198,2017-01-07,1891.44
2199,2017-01-08,1896.21
2200,2017-01-09,1899.59
2201,2017-01-10,1903.11
2202,2017-01-11,1904.28
2203,2017-01-12,1901.66
2204,2017-01-13,1898.19
2205,2017-01-14,1894.74
2206,2017-01-15,1891.54
2207,2017-01-16,1888.79
2208,2017-01-17,1886.57
2209,2017-01-18,1893.65
2210,2017-01-19,1899.88
2211,2017-01-20,1902.96
2212,2017-01-21,1904.77
2213,2017-01-22,1905.95
2214,2017-01-23,1905.98
2215,2017-01-24,1905.16
2216,2017-01-25,1903.74
2217,2017-01-26,1902.34
2218,2017-01-27,1901.35
2219,2017-01-28,1900.74
2220,2017-01-29,1900.53
2221,2017-01-30,1900.46
2222,2017-01-31,1900.36
2223,2017-02-01,1900.27
2224,2017-02-02,1900.23
2225,2017-02-03,1903.45
2226,2017-02-04,1908.8
2227,2017-02-05,1910.11
2228,2017-02-06,1912.27
2229,2017-02-07,1914.11
2230,2017-02-08,1918.69
2231,2017-02-09,1941.56
2232,2017-02-10,1949.11
2233,2017-02-11,1949.28
2234,2017-02-12,1946.8
2235,2017-02-13,1942.87
2236,2017-02-14,1937.74
2237,2017-02-15,1932.51
2238,2017-02-16,1943.16
2239,2017-02-17,1944.87
2240,2017-02-18,1943.1
2241,2017-02-19,1940.01
2242,2017-02-20,1937.39
2243,2017-02-21,1936.9
2244,2017-02-22,1934.69
2245,2017-02-23,1932.3
2246,2017-02-24,1930.11
2247,2017-02-25,1928.28
2248,2017-02-26,1926.84
2249,2017-02-27,1925.88
2250,2017-02-28,1925.27
2251,2017-03-01,1924.99
2252,2017-03-02,1925.06
2253,2017-03-03,1925.5
2254,2017-03-04,1926.42
2255,2017-03-05,1927.54
2256,2017-03-06,1928.57
2257,2017-03-07,1929.53
2258,2017-03-08,1930.7
2259,2017-03-09,1932.98
2260,2017-03-10,1935.42
2261,2017-03-11,1937.56
2262,2017-03-12,1939.52
2263,2017-03-13,1941.41
2264,2017-03-14,1943.87
2265,2017-03-15,1947.51
2266,2017-03-16,1951.03
2267,2017-03-17,1952.31
2268,2017-03-18,1955.89
2269,2017-03-19,1960.38
2270,2017-03-20,1962.97
2271,2017-03-21,1965.44
2272,2017-03-22,1966.14
2273,2017-03-23,1965.61
2274,2017-03-24,1965.4
2275,2017-03-25,1964.53
2276,2017-03-26,1963.21
2277,2017-03-27,1961.95
2278,2017-03-28,1960.85
2279,2017-03-29,1960.24
2280,2017-03-30,1960.46
2281,2017-03-31,1960.7
2282,2017-04-01,1961.17
2283,2017-04-02,1962.17
2284,2017-04-03,1963.18
2285,2017-04-04,1963.94
2286,2017-04-05,1964.67
2287,2017-04-06,1965.67
2288,2017-04-07,1966.98
2289,2017-04-08,1967.76
2290,2017-04-09,1968.27
2291,2017-04-10,1968.59
2292,2017-04-11,1968.85
2293,2017-04-12,1969.2
2294,2017-04-13,1969.52
2295,2017-04-14,1969.83
2296,2017-04-15,1970.14
2297,2017-04-16,1970.43
2298,2017-04-17,1970.85
2299,2017-04-18,1971.97
2300,2017-04-19,1973.08
2301,2017-04-20,1974.27
2302,2017-04-21,1975.27
2303,2017-04-22,1976.27
2304,2017-04-23,1977.29
2305,2017-04-24,1978.3
2306,2017-04-25,1979.19
2307,2017-04-26,1980.52
2308,2017-04-27,1981.86
2309,2017-04-28,1982.84
2310,2017-04-29,1983.67
2311,2017-04-30,1984.55
2312,2017-05-01,1985.23
2313,2017-05-02,1985.78
2314,2017-05-03,1986.12
2315,2017-05-04,1986.11
2316,2017-05-05,1985.56
2317,2017-05-06,1984.53
2318,2017-05-07,1983.55
2319,2017-05-08,1982.79
2320,2017-05-09,1982.52
2321,2017-05-10,1982.73
2322,2017-05-11,1983.18
2323,2017-05-12,1983.4
2324,2017-05-13,1983.45
2325,2017-05-14,1983.42
2326,2017-05-15,1983.28
2327,2017-05-16,1983.28
2328,2017-05-17,1983.21
2329,2017-05-18,1983.18
2330,2017-05-19,1983.56
2331,2017-05-20,1984.36
2332,2017-05-21,1985.21
2333,2017-05-22,1986.02
2334,2017-05-23,1986.64
2335,2017-05-24,1986.55
2336,2017-05-25,1986.31
2337,2017-05-26,1986.17
2338,2017-05-27,1986.21
2339,2017-05-28,1986.45
2340,2017-05-29,1986.74
2341,2017-05-30,1986.54
2342,2017-05-31,1986.25
2343,2017-06-01,1986.16
2344,2017-06-02,1986.06
2345,2017-06-03,1986.07
2346,2017-06-04,1986.08
2347,2017-06-05,1986.0
2348,2017-06-06,1985.92
2349,2017-06-07,1985.8
2350,2017-06-08,1986.01
2351,2017-06-09,1985.88
2352,2017-06-10,1985.61
2353,2017-06-11,1985.38
2354,2017-06-12,1985.21
2355,2017-06-13,1985.04
2356,2017-06-14,1984.86
2357,2017-06-15,1984.68
2358,2017-06-16,1984.55
2359,2017-06-17,1984.38
2360,2017-06-18,1984.21
2361,2017-06-19,1984.07
2362,2017-06-20,1983.89
2363,2017-06-21,1983.64
2364,2017-06-22,1983.34
2365,2017-06-23,1982.96
2366,2017-06-24,1982.52
2367,2017-06-25,1982.06
2368,2017-06-26,1981.64
2369,2017-06-27,1981.25
2370,2017-06-28,1980.84
2371,2017-06-29,1980.47
2372,2017-06-30,1980.15
2373,2017-07-01,1979.84
2374,2017-07-02,1979.5
2375,2017-07-03,1979.14
2376,2017-07-04,1978.76
2377,2017-07-05,1978.33
2378,2017-07-06,1977.87
2379,2017-07-07,1977.38
2380,2017-07-08,1976.89
2381,2017-07-09,1976.38
2382,2017-07-10,1975.86
2383,2017-07-11,1975.37
2384,2017-07-12,1974.92
2385,2017-07-13,1974.44
2386,2017-07-14,1973.96
2387,2017-07-15,1973.46
2388,2017-07-16,1972.96
2389,2017-07-17,1972.43
2390,2017-07-18,1971.91
2391,2017-07-19,1971.38
2392,2017-07-20,1970.84
2393,2017-07-21,1970.28
2394,2017-07-22,1969.71
2395,2017-07-23,1969.14
2396,2017-07-24,1968.57
2397,2017-07-25,1968.0
2398,2017-07-26,1967.42
2399,2017-07-27,1966.82
2400,2017-07-28,1966.21
2401,2017-07-29,1965.61
2402,2017-07-30,1964.99
2403,2017-07-31,1964.35
2404,2017-08-01,1963.71
2405,2017-08-02,1963.04
2406,2017-08-03,1962.38
2407,2017-08-04,1961.7
2408,2017-08-05,1961.02
2409,2017-08-06,1960.33
2410,2017-08-07,1959.64
2411,2017-08-08,1958.96
2412,2017-08-09,1958.28
2413,2017-08-10,1957.66
2414,2017-08-11,1957.01
2415,2017-08-12,1956.32
2416,2017-08-13,1955.62
2417,2017-08-14,1954.9
2418,2017-08-15,1954.18
2419,2017-08-16,1953.44
2420,2017-08-17,1952.7
2421,2017-08-18,1951.95
2422,2017-08-19,1951.21
2423,2017-08-20,1950.45
2424,2017-08-21,1949.7
2425,2017-08-22,1948.94
2426,2017-08-23,1948.16
2427,2017-08-24,1947.39
2428,2017-08-25,1946.62
2429,2017-08-26,1945.83
2430,2017-08-27,1945.03
2431,2017-08-28,1944.24
2432,2017-08-29,1943.43
2433,2017-08-30,1942.6
2434,2017-08-31,1941.78
2435,2017-09-01,1940.97
2436,2017-09-02,1940.15
2437,2017-09-03,1939.33
2438,2017-09-04,1938.51
2439,2017-09-05,1937.64
2440,2017-09-06,1936.83
2441,2017-09-07,1936.01
2442,2017-09-08,1935.2
2443,2017-09-09,1934.36
2444,2017-09-10,1933.49
2445,2017-09-11,1932.65
2446,2017-09-12,1931.88
2447,2017-09-13,1931.13
2448,2017-09-14,1930.37
2449,2017-09-15,1929.58
2450,2017-09-16,1928.8
2451,2017-09-17,1928.01
2452,2017-09-18,1927.23
2453,2017-09-19,1926.47
2454,2017-09-20,1925.73
2455,2017-09-21,1925.02
2456,2017-09-22,1924.34
2457,2017-09-23,1923.62
2458,2017-09-24,1922.91
2459,2017-09-25,1922.2
2460,2017-09-26,1921.5
2461,2017-09-27,1920.76
2462,2017-09-28,1920.02
2463,2017-09-29,1919.28
2464,2017-09-30,1918.53
2465,2017-10-01,1917.76
2466,2017-10-02,1917.01
2467,2017-10-03,1916.24
2468,2017-10-04,1915.5
2469,2017-10-05,1914.74
2470,2017-10-06,1913.99
2471,2017-10-07,1913.22
2472,2017-10-08,1912.45
2473,2017-10-09,1911.66
2474,2017-10-10,1910.85
2475,2017-10-11,1910.05
2476,2017-10-12,1909.23
2477,2017-10-13,1908.41
2478,2017-10-14,1907.58
2479,2017-10-15,1906.73
2480,2017-10-16,1905.86
2481,2017-10-17,1905.01
2482,2017-10-18,1904.13
2483,2017-10-19,1903.28
2484,2017-10-20,1902.59
2485,2017-10-21,1901.81
2486,2017-10-22,1901.27
2487,2017-10-23,1900.6
2488,2017-10-24,1899.8
2489,2017-10-25,1898.94
2490,2017-10-26,1898.15
2491,2017-10-27,1897.41
2492,2017-10-28,1896.65
2493,2017-10-29,1895.88
2494,2017-10-30,1895.1
2495,2017-10-31,1894.31
2496,2017-11-01,1893.52
2497,2017-11-02,1892.72
2498,2017-11-03,1892.08
2499,2017-11-04,1891.41
2500,2017-11-05,1890.7
2501,2017-11-06,1889.99
2502,2017-11-07,1889.24
2503,2017-11-08,1888.67
2504,2017-11-09,1889.39
2505,2017-11-10,1890.97
2506,2017-11-11,1891.4
2507,2017-11-12,1891.22
2508,2017-11-13,1892.34
2509,2017-11-14,1892.38
2510,2017-11-15,1891.8
2511,2017-11-16,1891.7
2512,2017-11-17,1890.89
2513,2017-11-18,1889.76
2514,2017-11-19,1888.64
2515,2017-11-20,1890.56
2516,2017-11-21,1892.97
2517,2017-11-22,1892.9
2518,2017-11-23,1892.97
2519,2017-11-24,1893.21
2520,2017-11-25,1892.41
2521,2017-11-26,1892.9
2522,2017-11-27,1893.75
2523,2017-11-28,1893.61
2524,2017-11-29,1893.01
2525,2017-11-30,1892.12
2526,2017-12-01,1891.09
2527,2017-12-02,1890.22
2528,2017-12-03,1889.54
2529,2017-12-04,1888.95
2530,2017-12-05,1888.5
2531,2017-12-06,1888.16
2532,2017-12-07,1887.9
2533,2017-12-08,1887.6
2534,2017-12-09,1887.27
2535,2017-12-10,1886.9
2536,2017-12-11,1886.5
2537,2017-12-12,1886.06
2538,2017-12-13,1885.58
2539,2017-12-14,1885.09
2540,2017-12-15,1884.59
2541,2017-12-16,1884.08
2542,2017-12-17,1883.55
2543,2017-12-18,1882.98
2544,2017-12-19,1882.67
2545,2017-12-20,1882.49
2546,2017-12-21,1882.07
2547,2017-12-22,1881.61
2548,2017-12-23,1881.11
2549,2017-12-24,1880.6
2550,2017-12-25,1880.11
2551,2017-12-26,1879.63
2552,2017-12-27,1879.1
2553,2017-12-28,1878.59
2554,2017-12-29,1878.04
2555,2017-12-30,1877.63
2556,2017-12-31,1877.24
2557,2018-01-01,1876.79
