,datetime,APPLEGATE_LAKE_NEAR_COPPER__OR..
915,2013-07-04,1947.1495222405272
916,2013-07-05,1947.2458154859967
917,2013-07-06,1947.3421087314662
918,2013-07-07,1947.4384019769357
919,2013-07-08,1947.5346952224054
920,2013-07-09,1947.6309884678749
921,2013-07-10,1947.7272817133444
922,2013-07-11,1947.8235749588139
923,2013-07-12,1947.9198682042834
924,2013-07-13,1948.0161614497529
925,2013-07-14,1948.1124546952224
926,2013-07-15,1948.2087479406919
927,2013-07-16,1948.3050411861614
928,2013-07-17,1948.401334431631
929,2013-07-18,1948.4976276771006
930,2013-07-19,1948.59392092257
931,2013-07-20,1948.6902141680396
932,2013-07-21,1948.786507413509
933,2013-07-22,1948.8828006589786
934,2013-07-23,1948.979093904448
935,2013-07-24,1949.0753871499176
936,2013-07-25,1949.171680395387
937,2013-07-26,1949.2679736408568
938,2013-07-27,1949.3642668863263
939,2013-07-28,1949.4605601317958
940,2013-07-29,1949.5568533772653
941,2013-07-30,1949.6531466227348
942,2013-07-31,1949.7494398682043
943,2013-08-01,1949.8457331136738
944,2013-08-02,1949.9420263591433
945,2013-08-03,1950.0383196046128
946,2013-08-04,1950.1346128500825
947,2013-08-05,1950.230906095552
948,2013-08-06,1950.3271993410215
949,2013-08-07,1950.423492586491
950,2013-08-08,1950.5197858319605
951,2013-08-09,1950.61607907743
952,2013-08-10,1950.7123723228995
953,2013-08-11,1950.808665568369
954,2013-08-12,1950.9049588138387
955,2013-08-13,1951.0012520593082
956,2013-08-14,1951.0975453047777
957,2013-08-15,1951.1938385502472
958,2013-08-16,1951.2901317957167
959,2013-08-17,1951.3864250411862
960,2013-08-18,1951.4827182866557
961,2013-08-19,1951.5790115321252
962,2013-08-20,1951.6753047775946
963,2013-08-21,1951.7715980230644
964,2013-08-22,1951.8678912685339
965,2013-08-23,1951.9641845140034
966,2013-08-24,1952.0604777594729
967,2013-08-25,1952.1567710049424
968,2013-08-26,1952.2530642504119
969,2013-08-27,1952.3493574958813
970,2013-08-28,1952.4456507413508
971,2013-08-29,1952.5419439868203
972,2013-08-30,1952.63823723229
973,2013-08-31,1952.7345304777596
974,2013-09-01,1952.830823723229
975,2013-09-02,1952.9271169686986
976,2013-09-03,1953.023410214168
977,2013-09-04,1953.1197034596375
978,2013-09-05,1953.215996705107
979,2013-09-06,1953.3122899505765
980,2013-09-07,1953.408583196046
981,2013-09-08,1953.5048764415158
982,2013-09-09,1953.6011696869853
983,2013-09-10,1953.6974629324548
984,2013-09-11,1953.7937561779243
985,2013-09-12,1953.8900494233937
986,2013-09-13,1953.9863426688632
987,2013-09-14,1954.0826359143327
988,2013-09-15,1954.1789291598022
989,2013-09-16,1954.2752224052717
990,2013-09-17,1954.3715156507415
991,2013-09-18,1954.467808896211
992,2013-09-19,1954.5641021416805
993,2013-09-20,1954.66039538715
994,2013-09-21,1954.7566886326194
995,2013-09-22,1954.852981878089
996,2013-09-23,1954.9492751235584
997,2013-09-24,1955.045568369028
998,2013-09-25,1955.1418616144974
999,2013-09-26,1955.2381548599672
1000,2013-09-27,1955.3344481054366
1001,2013-09-28,1955.4307413509061
1002,2013-09-29,1955.5270345963756
1003,2013-09-30,1955.6233278418451
1004,2013-10-01,1955.7196210873146
1005,2013-10-02,1955.8159143327841
1006,2013-10-03,1955.9122075782536
1007,2013-10-04,1956.0085008237231
1008,2013-10-05,1956.1047940691928
1009,2013-10-06,1956.2010873146623
1010,2013-10-07,1956.2973805601318
1011,2013-10-08,1956.3936738056013
1012,2013-10-09,1956.4899670510708
1013,2013-10-10,1956.5862602965403
1014,2013-10-11,1956.6825535420098
1015,2013-10-12,1956.7788467874793
1016,2013-10-13,1956.8751400329488
1017,2013-10-14,1956.9714332784185
1018,2013-10-15,1957.067726523888
1019,2013-10-16,1957.1640197693575
1020,2013-10-17,1957.260313014827
1021,2013-10-18,1957.3566062602965
1022,2013-10-19,1957.452899505766
1023,2013-10-20,1957.5491927512355
1024,2013-10-21,1957.645485996705
1025,2013-10-22,1957.7417792421745
1026,2013-10-23,1957.8380724876442
1027,2013-10-24,1957.9343657331137
1028,2013-10-25,1958.0306589785832
1029,2013-10-26,1958.1269522240527
1030,2013-10-27,1958.2232454695222
1031,2013-10-28,1958.3195387149917
1032,2013-10-29,1958.4158319604612
1033,2013-10-30,1958.5121252059307
1034,2013-10-31,1958.6084184514002
1035,2013-11-01,1958.70471169687
1036,2013-11-02,1958.8010049423394
1037,2013-11-03,1958.897298187809
1038,2013-11-04,1958.9935914332784
1039,2013-11-05,1959.089884678748
1040,2013-11-06,1959.1861779242174
1041,2013-11-07,1959.282471169687
1042,2013-11-08,1959.3787644151564
1043,2013-11-09,1959.475057660626
1044,2013-11-10,1959.5713509060956
1045,2013-11-11,1959.6676441515651
1046,2013-11-12,1959.7639373970346
1047,2013-11-13,1959.8602306425041
1048,2013-11-14,1959.9565238879736
1049,2013-11-15,1960.052817133443
1050,2013-11-16,1960.1491103789126
1051,2013-11-17,1960.245403624382
1052,2013-11-18,1960.3416968698516
1053,2013-11-19,1960.4379901153213
1054,2013-11-20,1960.5342833607908
1055,2013-11-21,1960.6305766062603
1056,2013-11-22,1960.7268698517298
1057,2013-11-23,1960.8231630971993
1058,2013-11-24,1960.9194563426688
1059,2013-11-25,1961.0157495881383
1060,2013-11-26,1961.1120428336078
1061,2013-11-27,1961.2083360790775
1062,2013-11-28,1961.304629324547
1063,2013-11-29,1961.4009225700165
1064,2013-11-30,1961.497215815486
1065,2013-12-01,1961.5935090609555
1066,2013-12-02,1961.689802306425
1067,2013-12-03,1961.7860955518945
1068,2013-12-04,1961.882388797364
1069,2013-12-05,1961.9786820428335
1070,2013-12-06,1962.074975288303
1071,2013-12-07,1962.1712685337727
1072,2013-12-08,1962.2675617792422
1073,2013-12-09,1962.3638550247117
1074,2013-12-10,1962.4601482701812
1075,2013-12-11,1962.5564415156507
1076,2013-12-12,1962.6527347611202
1077,2013-12-13,1962.7490280065897
1078,2013-12-14,1962.8453212520592
1079,2013-12-15,1962.941614497529
1080,2013-12-16,1963.0379077429984
1081,2013-12-17,1963.134200988468
1082,2013-12-18,1963.2304942339374
1083,2013-12-19,1963.326787479407
1084,2013-12-20,1963.4230807248764
1085,2013-12-21,1963.519373970346
1086,2013-12-22,1963.6156672158154
1087,2013-12-23,1963.711960461285
1088,2013-12-24,1963.8082537067544
1089,2013-12-25,1963.904546952224
1090,2013-12-26,1964.0008401976936
1091,2013-12-27,1964.097133443163
1092,2013-12-28,1964.1934266886326
1093,2013-12-29,1964.289719934102
1094,2013-12-30,1964.3860131795716
1095,2013-12-31,1964.482306425041
1096,2014-01-01,1964.5785996705106
1097,2014-01-02,1964.6748929159803
1098,2014-01-03,1964.7711861614498
1099,2014-01-04,1964.8674794069193
1100,2014-01-05,1964.9637726523888
1101,2014-01-06,1965.0600658978583
1102,2014-01-07,1965.1563591433278
1103,2014-01-08,1965.2526523887973
1104,2014-01-09,1965.3489456342668
1105,2014-01-10,1965.4452388797363
1106,2014-01-11,1965.541532125206
1107,2014-01-12,1965.6378253706755
1108,2014-01-13,1965.734118616145
1109,2014-01-14,1965.8304118616145
1110,2014-01-15,1965.926705107084
1111,2014-01-16,1966.0229983525535
1112,2014-01-17,1966.119291598023
1113,2014-01-18,1966.2155848434925
1114,2014-01-19,1966.311878088962
1115,2014-01-20,1966.4081713344317
1116,2014-01-21,1966.5044645799012
1117,2014-01-22,1966.6007578253707
1118,2014-01-23,1966.6970510708402
1119,2014-01-24,1966.7933443163097
1120,2014-01-25,1966.8896375617792
1121,2014-01-26,1966.9859308072487
1122,2014-01-27,1967.0822240527182
1123,2014-01-28,1967.1785172981877
1124,2014-01-29,1967.2748105436574
1125,2014-01-30,1967.371103789127
1126,2014-01-31,1967.4673970345964
1127,2014-02-01,1967.5636902800659
1128,2014-02-02,1967.6599835255354
1129,2014-02-03,1967.7562767710049
1130,2014-02-04,1967.8525700164744
1131,2014-02-05,1967.9488632619439
1132,2014-02-06,1968.0451565074134
1133,2014-02-07,1968.141449752883
1134,2014-02-08,1968.2377429983526
1135,2014-02-09,1968.334036243822
1136,2014-02-10,1968.4303294892916
1137,2014-02-11,1968.526622734761
1138,2014-02-12,1968.6229159802306
1139,2014-02-13,1968.7192092257
1140,2014-02-14,1968.8155024711696
1141,2014-02-15,1968.911795716639
1142,2014-02-16,1969.0080889621088
1143,2014-02-17,1969.1043822075783
1144,2014-02-18,1969.2006754530478
1145,2014-02-19,1969.2969686985173
1146,2014-02-20,1969.3932619439868
1147,2014-02-21,1969.4895551894563
1148,2014-02-22,1969.5858484349258
1149,2014-02-23,1969.6821416803953
1150,2014-02-24,1969.7784349258648
1151,2014-02-25,1969.8747281713345
1152,2014-02-26,1969.971021416804
1153,2014-02-27,1970.0673146622735
1154,2014-02-28,1970.163607907743
1155,2014-03-01,1970.2599011532125
1156,2014-03-02,1970.356194398682
1157,2014-03-03,1970.4524876441515
1158,2014-03-04,1970.548780889621
1159,2014-03-05,1970.6450741350905
1160,2014-03-06,1970.7413673805602
1161,2014-03-07,1970.8376606260297
1162,2014-03-08,1970.9339538714992
1163,2014-03-09,1971.0302471169687
1164,2014-03-10,1971.1265403624382
1165,2014-03-11,1971.2228336079077
1166,2014-03-12,1971.3191268533772
1167,2014-03-13,1971.4154200988467
1168,2014-03-14,1971.5117133443161
1169,2014-03-15,1971.6080065897859
1170,2014-03-16,1971.7042998352554
1171,2014-03-17,1971.8005930807249
1172,2014-03-18,1971.8968863261944
1173,2014-03-19,1971.9931795716639
1174,2014-03-20,1972.0894728171334
1175,2014-03-21,1972.1857660626029
1176,2014-03-22,1972.2820593080723
1177,2014-03-23,1972.3783525535418
1178,2014-03-24,1972.4746457990116
1179,2014-03-25,1972.570939044481
1180,2014-03-26,1972.6672322899506
1181,2014-03-27,1972.76352553542
1182,2014-03-28,1972.8598187808896
1183,2014-03-29,1972.956112026359
1184,2014-03-30,1973.0524052718285
1185,2014-03-31,1973.148698517298
1186,2014-04-01,1973.2449917627678
1187,2014-04-02,1973.3412850082373
1188,2014-04-03,1973.4375782537068
1189,2014-04-04,1973.5338714991763
1190,2014-04-05,1973.6301647446458
1191,2014-04-06,1973.7264579901153
1192,2014-04-07,1973.8227512355847
1193,2014-04-08,1973.9190444810542
1194,2014-04-09,1974.0153377265237
1195,2014-04-10,1974.1116309719932
1196,2014-04-11,1974.207924217463
1197,2014-04-12,1974.3042174629325
1198,2014-04-13,1974.400510708402
1199,2014-04-14,1974.4968039538714
1200,2014-04-15,1974.593097199341
1201,2014-04-16,1974.6893904448104
1202,2014-04-17,1974.78568369028
1203,2014-04-18,1974.8819769357494
1204,2014-04-19,1974.9782701812192
1205,2014-04-20,1975.0745634266887
1206,2014-04-21,1975.1708566721582
1207,2014-04-22,1975.2671499176276
1208,2014-04-23,1975.3634431630971
1209,2014-04-24,1975.4597364085666
1210,2014-04-25,1975.5560296540361
1211,2014-04-26,1975.6523228995056
1212,2014-04-27,1975.7486161449751
1213,2014-04-28,1975.8449093904446
1214,2014-04-29,1975.9412026359144
1215,2014-04-30,1976.0374958813838
1216,2014-05-01,1976.1337891268533
1217,2014-05-02,1976.2300823723228
1218,2014-05-03,1976.3263756177923
1219,2014-05-04,1976.4226688632618
1220,2014-05-05,1976.5189621087313
1221,2014-05-06,1976.6152553542008
1222,2014-05-07,1976.7115485996706
1223,2014-05-08,1976.80784184514
1224,2014-05-09,1976.9041350906095
1225,2014-05-10,1977.000428336079
1226,2014-05-11,1977.0967215815485
1227,2014-05-12,1977.193014827018
1228,2014-05-13,1977.2893080724875
1229,2014-05-14,1977.385601317957
1230,2014-05-15,1977.4818945634265
1231,2014-05-16,1977.5781878088962
1232,2014-05-17,1977.6744810543657
1233,2014-05-18,1977.7707742998352
1234,2014-05-19,1977.8670675453047
1235,2014-05-20,1977.9633607907742
1236,2014-05-21,1978.0596540362437
1237,2014-05-22,1978.1559472817132
1238,2014-05-23,1978.2522405271827
1239,2014-05-24,1978.3485337726522
1240,2014-05-25,1978.444827018122
1241,2014-05-26,1978.5411202635914
1242,2014-05-27,1978.637413509061
1243,2014-05-28,1978.7337067545304
1244,2014-05-29,1978.83
1245,2014-05-30,1978.63
1246,2014-05-31,1978.43
1247,2014-06-01,1978.22
1248,2014-06-02,1978.0
1249,2014-06-03,1977.78
1250,2014-06-04,1977.54
1251,2014-06-05,1977.29
1252,2014-06-06,1977.05
1253,2014-06-07,1976.79
1254,2014-06-08,1976.54
1255,2014-06-09,1976.28
1256,2014-06-10,1976.02
1257,2014-06-11,1975.74
1258,2014-06-12,1975.46
1259,2014-06-13,1975.18
1260,2014-06-14,1974.91
1261,2014-06-15,1974.63
1262,2014-06-16,1974.34
1263,2014-06-17,1974.05
1264,2014-06-18,1973.76
1265,2014-06-19,1973.44
1266,2014-06-20,1973.08
1267,2014-06-21,1972.73
1268,2014-06-22,1972.37
1269,2014-06-23,1972.01
1270,2014-06-24,1971.66
1271,2014-06-25,1971.34
1272,2014-06-26,1971.03
1273,2014-06-27,1970.7
1274,2014-06-28,1970.35
1275,2014-06-29,1970.0
1276,2014-06-30,1969.65
1277,2014-07-01,1969.3
1278,2014-07-02,1968.95
1279,2014-07-03,1968.54
1280,2014-07-04,1968.11
1281,2014-07-05,1967.66
1282,2014-07-06,1967.2
1283,2014-07-07,1966.75
1284,2014-07-08,1966.31
1285,2014-07-09,1965.87
1286,2014-07-10,1965.39
1287,2014-07-11,1964.89
1288,2014-07-12,1964.38
1289,2014-07-13,1963.86
1290,2014-07-14,1963.33
1291,2014-07-15,1962.8
1292,2014-07-16,1962.26
1293,2014-07-17,1961.72
1294,2014-07-18,1961.18
1295,2014-07-19,1960.61
1296,2014-07-20,1960.05
1297,2014-07-21,1959.48
1298,2014-07-22,1958.91
1299,2014-07-23,1958.36
1300,2014-07-24,1957.79
1301,2014-07-25,1957.24
1302,2014-07-26,1956.66
1303,2014-07-27,1956.09
1304,2014-07-28,1955.52
1305,2014-07-29,1954.92
1306,2014-07-30,1954.33
1307,2014-07-31,1953.75
1308,2014-08-01,1953.14
1309,2014-08-02,1952.54
1310,2014-08-03,1951.93
1311,2014-08-04,1951.33
1312,2014-08-05,1950.73
1313,2014-08-06,1950.12
1314,2014-08-07,1949.49
1315,2014-08-08,1948.85
1316,2014-08-09,1948.21
1317,2014-08-10,1947.58
1318,2014-08-11,1946.94
1319,2014-08-12,1946.3
1320,2014-08-13,1945.67
1321,2014-08-14,1945.04
1322,2014-08-15,1944.4
1323,2014-08-16,1943.75
1324,2014-08-17,1943.08
1325,2014-08-18,1942.41
1326,2014-08-19,1941.74
1327,2014-08-20,1941.08
1328,2014-08-21,1940.41
1329,2014-08-22,1939.73
1330,2014-08-23,1939.05
1331,2014-08-24,1938.37
1332,2014-08-25,1937.67
1333,2014-08-26,1936.98
1334,2014-08-27,1936.28
1335,2014-08-28,1935.58
1336,2014-08-29,1934.88
1337,2014-08-30,1934.15
1338,2014-08-31,1933.43
1339,2014-09-01,1932.68
1340,2014-09-02,1931.94
1341,2014-09-03,1931.19
1342,2014-09-04,1930.43
1343,2014-09-05,1929.68
1344,2014-09-06,1928.92
1345,2014-09-07,1928.14
1346,2014-09-08,1927.36
1347,2014-09-09,1926.58
1348,2014-09-10,1925.79
1349,2014-09-11,1925.03
1350,2014-09-12,1924.3
1351,2014-09-13,1923.56
1352,2014-09-14,1922.82
1353,2014-09-15,1922.08
1354,2014-09-16,1921.34
1355,2014-09-17,1920.58
1356,2014-09-18,1919.93
1357,2014-09-19,1919.38
1358,2014-09-20,1918.8
1359,2014-09-21,1918.29
1360,2014-09-22,1917.79
1361,2014-09-23,1917.32
1362,2014-09-24,1917.07
1363,2014-09-25,1916.95
1364,2014-09-26,1916.55
1365,2014-09-27,1916.1
1366,2014-09-28,1915.65
1367,2014-09-29,1915.2
1368,2014-09-30,1914.75
1369,2014-10-01,1914.29
1370,2014-10-02,1913.82
1371,2014-10-03,1913.35
1372,2014-10-04,1912.87
1373,2014-10-05,1912.39
1374,2014-10-06,1911.89
1375,2014-10-07,1911.38
1376,2014-10-08,1910.86
1377,2014-10-09,1910.36
1378,2014-10-10,1909.84
1379,2014-10-11,1909.34
1380,2014-10-12,1908.83
1381,2014-10-13,1908.29
1382,2014-10-14,1907.79
1383,2014-10-15,1907.69
1384,2014-10-16,1907.34
1385,2014-10-17,1906.88
1386,2014-10-18,1906.42
1387,2014-10-19,1905.93
1388,2014-10-20,1905.65
1389,2014-10-21,1905.42
1390,2014-10-22,1905.08
1391,2014-10-23,1905.67
1392,2014-10-24,1905.65
1393,2014-10-25,1905.86
1394,2014-10-26,1906.48
1395,2014-10-27,1906.26
1396,2014-10-28,1905.78
1397,2014-10-29,1905.2
1398,2014-10-30,1904.56
1399,2014-10-31,1904.46
1400,2014-11-01,1904.2
1401,2014-11-02,1903.71
1402,2014-11-03,1903.12
1403,2014-11-04,1902.47
1404,2014-11-05,1901.77
1405,2014-11-06,1901.04
1406,2014-11-07,1900.3
1407,2014-11-08,1899.52
1408,2014-11-09,1898.72
1409,2014-11-10,1897.87
1410,2014-11-11,1897.01
1411,2014-11-12,1896.12
1412,2014-11-13,1895.41
1413,2014-11-14,1894.67
1414,2014-11-15,1893.91
1415,2014-11-16,1893.07
1416,2014-11-17,1892.18
1417,2014-11-18,1891.26
1418,2014-11-19,1890.32
1419,2014-11-20,1889.42
1420,2014-11-21,1888.58
1421,2014-11-22,1890.11
1422,2014-11-23,1890.39
1423,2014-11-24,1890.17
1424,2014-11-25,1889.74
1425,2014-11-26,1889.18
1426,2014-11-27,1888.52
1427,2014-11-28,1887.98
1428,2014-11-29,1888.73
1429,2014-11-30,1888.91
1430,2014-12-01,1888.75
1431,2014-12-02,1888.43
1432,2014-12-03,1888.1
1433,2014-12-04,1887.93
1434,2014-12-05,1887.71
1435,2014-12-06,1888.13
1436,2014-12-07,1888.21
1437,2014-12-08,1888.36
1438,2014-12-09,1888.4
1439,2014-12-10,1889.29
1440,2014-12-11,1894.59
1441,2014-12-12,1894.81
1442,2014-12-13,1892.76
1443,2014-12-14,1890.41
1444,2014-12-15,1888.25
1445,2014-12-16,1886.34
1446,2014-12-17,1884.73
1447,2014-12-18,1883.47
1448,2014-12-19,1883.62
1449,2014-12-20,1886.06
1450,2014-12-21,1893.44
1451,2014-12-22,1896.76
1452,2014-12-23,1897.29
1453,2014-12-24,1897.31
1454,2014-12-25,1896.67
1455,2014-12-26,1895.48
1456,2014-12-27,1893.91
1457,2014-12-28,1892.11
1458,2014-12-29,1890.39
1459,2014-12-30,1888.98
1460,2014-12-31,1887.86
1461,2015-01-01,1887.09
1462,2015-01-02,1886.55
1463,2015-01-03,1886.2
1464,2015-01-04,1886.02
1465,2015-01-05,1885.99
1466,2015-01-06,1886.13
1467,2015-01-07,1886.4
1468,2015-01-08,1886.73
1469,2015-01-09,1886.99
1470,2015-01-10,1887.2
1471,2015-01-11,1887.39
1472,2015-01-12,1887.7
1473,2015-01-13,1887.99
1474,2015-01-14,1888.18
1475,2015-01-15,1888.34
1476,2015-01-16,1890.8
1477,2015-01-17,1892.83
1478,2015-01-18,1897.69
1479,2015-01-19,1899.5
1480,2015-01-20,1899.9
1481,2015-01-21,1899.7
1482,2015-01-22,1899.28
1483,2015-01-23,1898.84
1484,2015-01-24,1898.49
1485,2015-01-25,1898.21
1486,2015-01-26,1897.99
1487,2015-01-27,1897.81
1488,2015-01-28,1897.67
1489,2015-01-29,1897.59
1490,2015-01-30,1897.6
1491,2015-01-31,1897.7
1492,2015-02-01,1897.8
1493,2015-02-02,1898.77
1494,2015-02-03,1901.6
1495,2015-02-04,1903.36
1496,2015-02-05,1904.89
1497,2015-02-06,1923.27
1498,2015-02-07,1937.9
1499,2015-02-08,1941.28
1500,2015-02-09,1943.57
1501,2015-02-10,1943.86
1502,2015-02-11,1942.87
1503,2015-02-12,1941.39
1504,2015-02-13,1939.97
1505,2015-02-14,1938.74
1506,2015-02-15,1937.73
1507,2015-02-16,1936.91
1508,2015-02-17,1936.32
1509,2015-02-18,1935.9
1510,2015-02-19,1935.64
1511,2015-02-20,1935.38
1512,2015-02-21,1935.17
1513,2015-02-22,1934.96
1514,2015-02-23,1934.75
1515,2015-02-24,1934.6
1516,2015-02-25,1934.57
1517,2015-02-26,1934.67
1518,2015-02-27,1934.9
1519,2015-02-28,1935.18
1520,2015-03-01,1935.47
1521,2015-03-02,1935.75
1522,2015-03-03,1935.98
1523,2015-03-04,1936.18
1524,2015-03-05,1936.34
1525,2015-03-06,1936.47
1526,2015-03-07,1936.57
1527,2015-03-08,1936.65
1528,2015-03-09,1936.76
1529,2015-03-10,1936.93
1530,2015-03-11,1937.19
1531,2015-03-12,1937.43
1532,2015-03-13,1937.63
1533,2015-03-14,1937.93
1534,2015-03-15,1938.62
1535,2015-03-16,1939.27
1536,2015-03-17,1939.68
1537,2015-03-18,1940.01
1538,2015-03-19,1940.29
1539,2015-03-20,1940.51
1540,2015-03-21,1940.81
1541,2015-03-22,1941.31
1542,2015-03-23,1941.93
1543,2015-03-24,1943.05
1544,2015-03-25,1944.06
1545,2015-03-26,1945.03
1546,2015-03-27,1945.95
1547,2015-03-28,1946.74
1548,2015-03-29,1947.38
1549,2015-03-30,1947.92
1550,2015-03-31,1948.41
1551,2015-04-01,1948.82
1552,2015-04-02,1949.22
1553,2015-04-03,1949.56
1554,2015-04-04,1949.87
1555,2015-04-05,1950.2
1556,2015-04-06,1950.49
1557,2015-04-07,1950.79
1558,2015-04-08,1951.05
1559,2015-04-09,1951.33
1560,2015-04-10,1951.63
1561,2015-04-11,1951.96
1562,2015-04-12,1952.29
1563,2015-04-13,1952.58
1564,2015-04-14,1952.87
1565,2015-04-15,1953.15
1566,2015-04-16,1953.41
1567,2015-04-17,1953.65
1568,2015-04-18,1953.89
1569,2015-04-19,1954.11
1570,2015-04-20,1954.31
1571,2015-04-21,1954.5
1572,2015-04-22,1954.67
1573,2015-04-23,1954.84
1574,2015-04-24,1955.04
1575,2015-04-25,1955.21
1576,2015-04-26,1955.36
1577,2015-04-27,1955.49
1578,2015-04-28,1955.61
1579,2015-04-29,1955.72
1580,2015-04-30,1955.76
1581,2015-05-01,1955.76
1582,2015-05-02,1955.75
1583,2015-05-03,1955.73
1584,2015-05-04,1955.69
1585,2015-05-05,1955.65
1586,2015-05-06,1955.57
1587,2015-05-07,1955.46
1588,2015-05-08,1955.36
1589,2015-05-09,1955.24
1590,2015-05-10,1955.12
1591,2015-05-11,1955.01
1592,2015-05-12,1954.93
1593,2015-05-13,1954.87
1594,2015-05-14,1954.84
1595,2015-05-15,1954.76
1596,2015-05-16,1954.66
1597,2015-05-17,1954.56
1598,2015-05-18,1954.5
1599,2015-05-19,1954.48
1600,2015-05-20,1954.43
1601,2015-05-21,1954.41
1602,2015-05-22,1954.42
1603,2015-05-23,1954.36
1604,2015-05-24,1954.28
1605,2015-05-25,1954.17
1606,2015-05-26,1954.05
1607,2015-05-27,1953.92
1608,2015-05-28,1953.77
1609,2015-05-29,1953.62
1610,2015-05-30,1953.47
1611,2015-05-31,1953.28
1612,2015-06-01,1953.11
1613,2015-06-02,1952.91
1614,2015-06-03,1952.68
1615,2015-06-04,1952.44
1616,2015-06-05,1952.2
1617,2015-06-06,1951.94
1618,2015-06-07,1951.67
1619,2015-06-08,1951.4
1620,2015-06-09,1951.13
1621,2015-06-10,1950.84
1622,2015-06-11,1950.53
1623,2015-06-12,1950.21
1624,2015-06-13,1949.89
1625,2015-06-14,1949.57
1626,2015-06-15,1949.24
1627,2015-06-16,1948.91
1628,2015-06-17,1948.58
1629,2015-06-18,1948.24
1630,2015-06-19,1947.89
1631,2015-06-20,1947.55
1632,2015-06-21,1947.2
1633,2015-06-22,1946.84
1634,2015-06-23,1946.49
1635,2015-06-24,1946.12
1636,2015-06-25,1945.71
1637,2015-06-26,1945.28
1638,2015-06-27,1944.82
1639,2015-06-28,1944.38
1640,2015-06-29,1943.93
1641,2015-06-30,1943.46
1642,2015-07-01,1942.99
1643,2015-07-02,1942.52
1644,2015-07-03,1942.04
1645,2015-07-04,1941.56
1646,2015-07-05,1941.08
1647,2015-07-06,1940.6
1648,2015-07-07,1940.14
1649,2015-07-08,1939.68
1650,2015-07-09,1939.23
1651,2015-07-10,1938.84
1652,2015-07-11,1938.43
1653,2015-07-12,1937.96
1654,2015-07-13,1937.49
1655,2015-07-14,1937.0
1656,2015-07-15,1936.51
1657,2015-07-16,1936.01
1658,2015-07-17,1935.51
1659,2015-07-18,1935.0
1660,2015-07-19,1934.47
1661,2015-07-20,1933.96
1662,2015-07-21,1933.43
1663,2015-07-22,1932.9
1664,2015-07-23,1932.36
1665,2015-07-24,1931.82
1666,2015-07-25,1931.26
1667,2015-07-26,1930.7
1668,2015-07-27,1930.14
1669,2015-07-28,1929.59
1670,2015-07-29,1928.98
1671,2015-07-30,1928.36
1672,2015-07-31,1927.7
1673,2015-08-01,1927.06
1674,2015-08-02,1926.42
1675,2015-08-03,1925.82
1676,2015-08-04,1925.24
1677,2015-08-05,1924.65
1678,2015-08-06,1924.06
1679,2015-08-07,1923.46
1680,2015-08-08,1922.85
1681,2015-08-09,1922.23
1682,2015-08-10,1921.63
1683,2015-08-11,1921.03
1684,2015-08-12,1920.42
1685,2015-08-13,1919.79
1686,2015-08-14,1919.16
1687,2015-08-15,1918.52
1688,2015-08-16,1917.87
1689,2015-08-17,1917.22
1690,2015-08-18,1916.58
1691,2015-08-19,1915.92
1692,2015-08-20,1915.25
1693,2015-08-21,1914.57
1694,2015-08-22,1913.89
1695,2015-08-23,1913.21
1696,2015-08-24,1912.53
1697,2015-08-25,1911.82
1698,2015-08-26,1911.1
1699,2015-08-27,1910.37
1700,2015-08-28,1909.64
1701,2015-08-29,1908.91
1702,2015-08-30,1908.21
1703,2015-08-31,1907.49
1704,2015-09-01,1906.75
1705,2015-09-02,1906.02
1706,2015-09-03,1905.38
1707,2015-09-04,1904.78
1708,2015-09-05,1904.2
1709,2015-09-06,1903.61
1710,2015-09-07,1903.01
1711,2015-09-08,1902.4
1712,2015-09-09,1901.8
1713,2015-09-10,1901.17
1714,2015-09-11,1900.53
1715,2015-09-12,1899.91
1716,2015-09-13,1899.37
1717,2015-09-14,1898.81
1718,2015-09-15,1898.24
1719,2015-09-16,1897.71
1720,2015-09-17,1897.26
1721,2015-09-18,1896.83
1722,2015-09-19,1896.39
1723,2015-09-20,1895.93
1724,2015-09-21,1895.47
1725,2015-09-22,1894.99
1726,2015-09-23,1894.51
1727,2015-09-24,1894.04
1728,2015-09-25,1893.54
1729,2015-09-26,1893.05
1730,2015-09-27,1892.56
1731,2015-09-28,1892.06
1732,2015-09-29,1891.55
1733,2015-09-30,1891.03
1734,2015-10-01,1890.56
1735,2015-10-02,1890.16
1736,2015-10-03,1889.76
1737,2015-10-04,1889.36
1738,2015-10-05,1888.96
1739,2015-10-06,1888.56
1740,2015-10-07,1888.16
1741,2015-10-08,1887.76
1742,2015-10-09,1887.36
1743,2015-10-10,1886.93
1744,2015-10-11,1886.55
1745,2015-10-12,1886.14
1746,2015-10-13,1885.75
1747,2015-10-14,1885.34
1748,2015-10-15,1884.93
1749,2015-10-16,1884.52
1750,2015-10-17,1884.12
1751,2015-10-18,1883.72
1752,2015-10-19,1883.33
1753,2015-10-20,1882.96
1754,2015-10-21,1882.55
1755,2015-10-22,1882.14
1756,2015-10-23,1881.72
1757,2015-10-24,1881.29
1758,2015-10-25,1880.86
1759,2015-10-26,1880.44
1760,2015-10-27,1880.03
1761,2015-10-28,1879.68
1762,2015-10-29,1879.32
1763,2015-10-30,1878.93
1764,2015-10-31,1878.52
1765,2015-11-01,1878.21
1766,2015-11-02,1877.93
1767,2015-11-03,1877.61
