,datetime,YALE_RESERVOIR_NEAR_YALE__WA.tsv
986,2015-09-14,339277.13
987,2015-09-15,336276.29
988,2015-09-16,335075.92
989,2015-09-17,334775.83
990,2015-09-18,334575.78
991,2015-09-19,334775.83
992,2015-09-20,334975.89
993,2015-09-21,334775.83
994,2015-09-22,333275.4
995,2015-09-23,331674.92
996,2015-09-24,331574.89
997,2015-09-25,330574.6
998,2015-09-26,330574.61
999,2015-09-27,330974.72
1000,2015-09-28,330274.52
1001,2015-09-29,330474.58
1002,2015-09-30,329074.16
1003,2015-10-01,327673.76
1004,2015-10-02,327873.8
1005,2015-10-03,328874.1
1006,2015-10-04,328774.07
1007,2015-10-05,328874.11
1008,2015-10-06,328473.99
1009,2015-10-07,326573.42
1010,2015-10-08,324972.94
1011,2015-10-09,324372.76
1012,2015-10-10,324972.93
1013,2015-10-11,324972.93
1014,2015-10-12,324472.68
1015,2015-10-13,323572.53
1016,2015-10-14,323172.4
1017,2015-10-15,323072.38
1018,2015-10-16,322672.26
1019,2015-10-17,322672.24
1020,2015-10-18,321171.8
1021,2015-10-19,321171.8
1022,2015-10-20,321371.84
1023,2015-10-21,320471.57
1024,2015-10-22,319371.24
1025,2015-10-23,316770.44
1026,2015-10-24,314669.79
1027,2015-10-25,310868.61
1028,2015-10-26,310168.39
1029,2015-10-27,308467.88
1030,2015-10-28,306467.22
1031,2015-10-29,303766.38
1032,2015-10-30,304666.67
1033,2015-10-31,308667.94
1034,2015-11-01,314369.71
1035,2015-11-02,316670.43
1036,2015-11-03,317770.75
1037,2015-11-04,319671.33
1038,2015-11-05,320771.68
1039,2015-11-06,322372.15
1040,2015-11-07,326573.42
1041,2015-11-08,331274.8
1042,2015-11-09,334775.83
1043,2015-11-10,335476.04
1044,2015-11-11,337576.65
1045,2015-11-12,337876.73
1046,2015-11-13,339477.2
1047,2015-11-14,342578.08
1048,2015-11-15,336976.48
1049,2015-11-16,333275.41
1050,2015-11-17,340577.53
1051,2015-11-18,342778.14
1052,2015-11-19,344778.73
1053,2015-11-20,348379.74
1054,2015-11-21,351080.48
1055,2015-11-22,352881.0
1056,2015-11-23,346579.24
1057,2015-11-24,345578.93
1058,2015-11-25,343178.26
1059,2015-11-26,340777.57
1060,2015-11-27,336776.41
1061,2015-11-28,332375.15
1062,2015-11-29,329674.34
1063,2015-11-30,326873.51
1064,2015-12-01,323772.58
1065,2015-12-02,321171.8
1066,2015-12-03,320971.73
1067,2015-12-04,323372.46
1068,2015-12-05,325273.04
1069,2015-12-06,319971.44
1070,2015-12-07,316770.44
1071,2015-12-08,320271.51
1072,2015-12-09,330974.73
1073,2015-12-10,329474.28
1074,2015-12-11,327273.63
1075,2015-12-12,329474.29
1076,2015-12-13,336276.29
1077,2015-12-14,339777.28
1078,2015-12-15,340377.47
1079,2015-12-16,338376.89
1080,2015-12-17,337576.66
1081,2015-12-18,344078.53
1082,2015-12-19,349980.2
1083,2015-12-20,354981.58
1084,2015-12-21,361683.42
1085,2015-12-22,363183.84
1086,2015-12-23,363383.89
1087,2015-12-24,359182.74
1088,2015-12-25,357282.21
1089,2015-12-26,353181.08
1090,2015-12-27,348079.66
1091,2015-12-28,344078.52
1092,2015-12-29,345778.99
1093,2015-12-30,347579.52
1094,2015-12-31,345578.93
1095,2016-01-01,344278.58
1096,2016-01-02,344678.7
1097,2016-01-03,345879.02
1098,2016-01-04,341477.77
1099,2016-01-05,342678.11
1100,2016-01-06,342478.07
1101,2016-01-07,342878.19
1102,2016-01-08,342778.16
1103,2016-01-09,342678.12
1104,2016-01-10,342978.22
1105,2016-01-11,343378.32
1106,2016-01-12,340677.55
1107,2016-01-13,342478.06
1108,2016-01-14,347679.53
1109,2016-01-15,346079.09
1110,2016-01-16,345278.87
1111,2016-01-17,345578.95
1112,2016-01-18,347879.6
1113,2016-01-19,347379.45
1114,2016-01-20,352380.86
1115,2016-01-21,354281.39
1116,2016-01-22,354381.41
1117,2016-01-23,353481.17
1118,2016-01-24,351980.75
1119,2016-01-25,349880.17
1120,2016-01-26,346579.22
1121,2016-01-27,344678.7
1122,2016-01-28,346979.33
1123,2016-01-29,346379.18
1124,2016-01-30,344578.65
1125,2016-01-31,341977.93
1126,2016-02-01,334275.71
1127,2016-02-02,331474.88
1128,2016-02-03,331474.86
1129,2016-02-04,331074.75
1130,2016-02-05,332275.12
1131,2016-02-06,330974.72
1132,2016-02-07,331374.84
1133,2016-02-08,330974.71
1134,2016-02-09,329074.15
1135,2016-02-10,328373.96
1136,2016-02-11,323672.54
1137,2016-02-12,317970.81
1138,2016-02-13,312669.19
1139,2016-02-14,311768.91
1140,2016-02-15,312469.11
1141,2016-02-16,311568.83
1142,2016-02-17,314369.7
1143,2016-02-18,316870.48
1144,2016-02-19,320071.47
1145,2016-02-20,322372.15
1146,2016-02-21,324372.76
1147,2016-02-22,324772.87
1148,2016-02-23,320171.48
1149,2016-02-24,315570.09
1150,2016-02-25,316370.31
1151,2016-02-26,314169.63
1152,2016-02-27,317570.7
1153,2016-02-28,319171.18
1154,2016-02-29,320671.63
1155,2016-03-01,320771.67
1156,2016-03-02,318070.85
1157,2016-03-03,319371.24
1158,2016-03-04,321071.77
1159,2016-03-05,322072.08
1160,2016-03-06,320071.47
1161,2016-03-07,323072.36
1162,2016-03-08,324572.81
1163,2016-03-09,327973.84
1164,2016-03-10,332675.22
1165,2016-03-11,337076.5
1166,2016-03-12,339477.19
1167,2016-03-13,341477.78
1168,2016-03-14,344578.66
1169,2016-03-15,347179.41
1170,2016-03-16,350280.26
1171,2016-03-17,353081.04
1172,2016-03-18,351280.55
1173,2016-03-19,345578.93
1174,2016-03-20,340577.51
1175,2016-03-21,338777.01
1176,2016-03-22,341077.66
1177,2016-03-23,342578.08
1178,2016-03-24,344478.63
1179,2016-03-25,347079.37
1180,2016-03-26,350580.35
1181,2016-03-27,354281.38
1182,2016-03-28,357882.37
1183,2016-03-29,362883.75
1184,2016-03-30,365184.38
1185,2016-03-31,368285.23
1186,2016-04-01,367284.96
1187,2016-04-02,366484.72
1188,2016-04-03,367785.08
1189,2016-04-04,366884.85
1190,2016-04-05,370285.76
1191,2016-04-06,372086.25
1192,2016-04-07,372686.41
1193,2016-04-08,369285.49
1194,2016-04-09,363784.01
1195,2016-04-10,355081.61
1196,2016-04-11,351080.48
1197,2016-04-12,349280.0
1198,2016-04-13,349980.18
1199,2016-04-14,350180.24
1200,2016-04-15,349079.93
1201,2016-04-16,348079.66
1202,2016-04-17,343378.32
1203,2016-04-18,340377.47
1204,2016-04-19,339477.19
1205,2016-04-20,340677.55
1206,2016-04-21,339477.21
1207,2016-04-22,339077.1
1208,2016-04-23,341277.71
1209,2016-04-24,343778.42
1210,2016-04-25,345879.02
1211,2016-04-26,345779.0
1212,2016-04-27,346579.22
1213,2016-04-28,347279.42
1214,2016-04-29,351680.67
1215,2016-04-30,353981.29
1216,2016-05-01,360383.08
1217,2016-05-02,361483.36
1218,2016-05-03,364384.16
1219,2016-05-04,367084.89
1220,2016-05-05,369285.5
1221,2016-05-06,370185.73
1222,2016-05-07,368385.25
1223,2016-05-08,364184.12
1224,2016-05-09,358482.56
1225,2016-05-10,356081.89
1226,2016-05-11,355881.84
1227,2016-05-12,354381.42
1228,2016-05-13,354581.46
1229,2016-05-14,356782.07
1230,2016-05-15,356982.14
1231,2016-05-16,352180.81
1232,2016-05-17,349780.13
1233,2016-05-18,349380.01
1234,2016-05-19,346679.25
1235,2016-05-20,345578.93
1236,2016-05-21,346979.33
1237,2016-05-22,346179.12
1238,2016-05-23,344978.76
1239,2016-05-24,346679.25
1240,2016-05-25,348079.66
1241,2016-05-26,349079.94
1242,2016-05-27,351080.49
1243,2016-05-28,348479.76
1244,2016-05-29,347779.57
1245,2016-05-30,346379.17
1246,2016-05-31,347779.58
1247,2016-06-01,352680.94
1248,2016-06-02,350680.39
1249,2016-06-03,351380.58
1250,2016-06-04,350280.27
1251,2016-06-05,351580.62
1252,2016-06-06,353281.12
1253,2016-06-07,351980.75
1254,2016-06-08,348979.92
1255,2016-06-09,347579.52
1256,2016-06-10,347179.4
1257,2016-06-11,347379.44
1258,2016-06-12,347079.38
1259,2016-06-13,347279.43
1260,2016-06-14,347579.5
1261,2016-06-15,349279.99
1262,2016-06-16,348579.8
1263,2016-06-17,347679.55
1264,2016-06-18,347679.55
1265,2016-06-19,347779.57
1266,2016-06-20,348379.74
1267,2016-06-21,348479.76
1268,2016-06-22,346179.1
1269,2016-06-23,345779.01
1270,2016-06-24,344078.51
1271,2016-06-25,343978.49
1272,2016-06-26,343178.27
1273,2016-06-27,344978.77
1274,2016-06-28,346579.23
1275,2016-06-29,347479.47
1276,2016-06-30,346979.34
1277,2016-07-01,347479.48
1278,2016-07-02,349079.93
1279,2016-07-03,349580.07
1280,2016-07-04,349880.15
1281,2016-07-05,349780.13
1282,2016-07-06,349980.19
1283,2016-07-07,347379.44
1284,2016-07-08,345578.93
1285,2016-07-09,347279.43
1286,2016-07-10,348579.8
1287,2016-07-11,349279.98
1288,2016-07-12,350780.42
1289,2016-07-13,351180.52
1290,2016-07-14,351780.69
1291,2016-07-15,352180.81
1292,2016-07-16,352580.92
1293,2016-07-17,353181.08
1294,2016-07-18,352881.0
1295,2016-07-19,352981.02
1296,2016-07-20,351880.72
1297,2016-07-21,352080.77
1298,2016-07-22,352780.96
1299,2016-07-23,352580.91
1300,2016-07-24,353181.07
1301,2016-07-25,352981.03
1302,2016-07-26,353981.31
1303,2016-07-27,354681.51
1304,2016-07-28,355181.64
1305,2016-07-29,355481.71
1306,2016-07-30,352380.86
1307,2016-07-31,350080.21
1308,2016-08-01,347879.59
1309,2016-08-02,348279.71
1310,2016-08-03,347879.59
1311,2016-08-04,346179.12
1312,2016-08-05,346479.2
1313,2016-08-06,347279.43
1314,2016-08-07,348179.67
1315,2016-08-08,347879.59
1316,2016-08-09,348079.64
1317,2016-08-10,348579.78
1318,2016-08-11,348279.72
1319,2016-08-12,348079.65
1320,2016-08-13,347379.45
1321,2016-08-14,347379.44
1322,2016-08-15,347379.46
1323,2016-08-16,346979.34
1324,2016-08-17,349280.0
1325,2016-08-18,349380.02
1326,2016-08-19,349280.0
1327,2016-08-20,348679.82
1328,2016-08-21,348879.89
1329,2016-08-22,348079.66
1330,2016-08-23,346079.08
1331,2016-08-24,346179.1
1332,2016-08-25,347479.47
1333,2016-08-26,348879.88
1334,2016-08-27,349780.12
1335,2016-08-28,348479.77
1336,2016-08-29,347479.47
1337,2016-08-30,348379.75
1338,2016-08-31,348379.75
1339,2016-09-01,346979.33
1340,2016-09-02,346979.34
1341,2016-09-03,346379.17
1342,2016-09-04,347079.36
1343,2016-09-05,346979.35
1344,2016-09-06,347179.41
1345,2016-09-07,346479.21
1346,2016-09-08,345378.88
1347,2016-09-09,343578.39
1348,2016-09-10,343378.32
1349,2016-09-11,342978.21
1350,2016-09-12,342177.98
1351,2016-09-13,341677.85
1352,2016-09-14,340877.61
1353,2016-09-15,339577.24
1354,2016-09-16,338977.05
1355,2016-09-17,337676.68
1356,2016-09-18,336876.44
1357,2016-09-19,335275.98
1358,2016-09-20,335376.03
1359,2016-09-21,335476.06
1360,2016-09-22,332975.31
1361,2016-09-23,331274.8
1362,2016-09-24,330374.54
1363,2016-09-25,329574.3
1364,2016-09-26,327373.67
1365,2016-09-27,326573.41
1366,2016-09-28,324972.95
1367,2016-09-29,324072.66
1368,2016-09-30,324272.72
1369,2016-10-01,322972.33
1370,2016-10-02,322772.27
1371,2016-10-03,322972.34
1372,2016-10-04,323872.62
1373,2016-10-05,324372.76
1374,2016-10-06,324672.86
1375,2016-10-07,326773.48
1376,2016-10-08,327173.6
1377,2016-10-09,330374.55
1378,2016-10-10,334375.73
1379,2016-10-11,335275.98
1380,2016-10-12,334575.78
1381,2016-10-13,333475.45
1382,2016-10-14,336376.32
1383,2016-10-15,346079.09
1384,2016-10-16,351080.49
1385,2016-10-17,357082.16
1386,2016-10-18,365584.5
1387,2016-10-19,372686.4
1388,2016-10-20,369985.68
1389,2016-10-21,371586.11
1390,2016-10-22,375087.04
1391,2016-10-23,370285.77
1392,2016-10-24,364184.11
1393,2016-10-25,357082.17
1394,2016-10-26,350880.45
1395,2016-10-27,345778.99
1396,2016-10-28,340277.42
1397,2016-10-29,338977.05
1398,2016-10-30,332675.22
1399,2016-10-31,329574.31
1400,2016-11-01,327873.81
1401,2016-11-02,325173.01
1402,2016-11-03,321371.84
1403,2016-11-04,318571.01
1404,2016-11-05,323472.48
1405,2016-11-06,327073.57
1406,2016-11-07,325273.02
1407,2016-11-08,325373.05
1408,2016-11-09,324372.77
1409,2016-11-10,326173.3
1410,2016-11-11,326073.27
1411,2016-11-12,323472.5
1412,2016-11-13,323872.62
1413,2016-11-14,321371.86
1414,2016-11-15,320671.65
1415,2016-11-16,321371.84
1416,2016-11-17,321972.03
1417,2016-11-18,322472.2
1418,2016-11-19,322772.29
1419,2016-11-20,320071.47
1420,2016-11-21,314569.78
1421,2016-11-22,316270.3
1422,2016-11-23,322672.26
1423,2016-11-24,332875.27
1424,2016-11-25,340777.59
1425,2016-11-26,342378.03
1426,2016-11-27,344278.58
1427,2016-11-28,347879.6
1428,2016-11-29,349079.93
1429,2016-11-30,347179.41
1430,2016-12-01,344978.76
1431,2016-12-02,342378.03
1432,2016-12-03,335075.92
1433,2016-12-04,324572.82
1434,2016-12-05,330674.64
1435,2016-12-06,341977.92
1436,2016-12-07,352981.03
1437,2016-12-08,363884.04
1438,2016-12-09,367985.14
1439,2016-12-10,364284.15
1440,2016-12-11,358382.52
1441,2016-12-12,355981.86
1442,2016-12-13,353681.22
1443,2016-12-14,345578.95
1444,2016-12-15,340377.47
1445,2016-12-16,338176.82
1446,2016-12-17,336376.32
1447,2016-12-18,334075.64
1448,2016-12-19,333975.6
1449,2016-12-20,336676.38
1450,2016-12-21,339377.18
1451,2016-12-22,343978.5
1452,2016-12-23,347079.38
1453,2016-12-24,347579.5
1454,2016-12-25,348679.82
1455,2016-12-26,347679.54
1456,2016-12-27,349380.02
1457,2016-12-28,352280.84
1458,2016-12-29,354981.58
1459,2016-12-30,354981.58
1460,2016-12-31,354881.56
1461,2017-01-01,353181.09
1462,2017-01-02,351880.71
1463,2017-01-03,352680.95
1464,2017-01-04,351980.74
1465,2017-01-05,338877.04
1466,2017-01-06,327073.57
1467,2017-01-07,320471.58
1468,2017-01-08,319971.42
1469,2017-01-09,320571.61
1470,2017-01-10,321171.8
1471,2017-01-11,322272.14
1472,2017-01-12,321371.86
1473,2017-01-13,318771.05
1474,2017-01-14,319771.37
1475,2017-01-15,322872.32
1476,2017-01-16,325172.99
1477,2017-01-17,324472.8
1478,2017-01-18,332875.29
1479,2017-01-19,337876.74
1480,2017-01-20,341877.9
1481,2017-01-21,346979.34
1482,2017-01-22,349680.09
1483,2017-01-23,355381.68
1484,2017-01-24,359682.87
1485,2017-01-25,363083.81
1486,2017-01-26,364184.11
1487,2017-01-27,363483.92
1488,2017-01-28,367084.9
1489,2017-01-29,366684.8
1490,2017-01-30,369085.44
1491,2017-01-31,370885.92
1492,2017-02-01,370685.86
1493,2017-02-02,365984.6
1494,2017-02-03,357082.16
1495,2017-02-04,345979.05
1496,2017-02-05,340277.43
1497,2017-02-06,332475.16
1498,2017-02-07,326473.38
1499,2017-02-08,325173.0
1500,2017-02-09,332375.14
1501,2017-02-10,332175.08
1502,2017-02-11,334875.87
1503,2017-02-12,335376.03
1504,2017-02-13,332475.17
1505,2017-02-14,331875.0
1506,2017-02-15,333675.52
1507,2017-02-16,338977.06
1508,2017-02-17,344378.6
1509,2017-02-18,344478.62
1510,2017-02-19,342177.98
1511,2017-02-20,342177.99
1512,2017-02-21,342478.07
1513,2017-02-22,339477.19
1514,2017-02-23,336176.25
1515,2017-02-24,334875.87
1516,2017-02-25,330874.7
1517,2017-02-26,328173.89
1518,2017-02-27,326673.45
1519,2017-02-28,324872.91
1520,2017-03-01,321371.85
1521,2017-03-02,319771.36
1522,2017-03-03,322372.15
1523,2017-03-04,325973.25
1524,2017-03-05,328874.12
1525,2017-03-06,329774.36
1526,2017-03-07,326573.43
1527,2017-03-08,327973.83
1528,2017-03-09,329874.39
1529,2017-03-10,335576.07
1530,2017-03-11,337076.51
1531,2017-03-12,336776.42
1532,2017-03-13,338877.04
1533,2017-03-14,346179.11
1534,2017-03-15,356081.89
1535,2017-03-16,362783.73
1536,2017-03-17,365684.51
1537,2017-03-18,369785.64
1538,2017-03-19,374586.92
1539,2017-03-20,376987.55
1540,2017-03-21,376387.39
1541,2017-03-22,377287.64
1542,2017-03-23,375887.28
1543,2017-03-24,378187.88
1544,2017-03-25,375487.16
1545,2017-03-26,372886.47
1546,2017-03-27,372386.32
1547,2017-03-28,374887.0
1548,2017-03-29,378688.0
1549,2017-03-30,376087.32
1550,2017-03-31,370485.82
1551,2017-04-01,365084.34
1552,2017-04-02,360283.04
1553,2017-04-03,359482.83
1554,2017-04-04,358782.63
1555,2017-04-05,357882.39
1556,2017-04-06,355281.66
1557,2017-04-07,352881.0
1558,2017-04-08,353081.06
1559,2017-04-09,350380.3
1560,2017-04-10,349780.14
1561,2017-04-11,350180.24
1562,2017-04-12,354881.54
1563,2017-04-13,359982.97
1564,2017-04-14,365184.38
1565,2017-04-15,372186.26
1566,2017-04-16,374186.81
1567,2017-04-17,373586.64
1568,2017-04-18,377887.8
1569,2017-04-19,376387.38
1570,2017-04-20,376887.54
1571,2017-04-21,374987.02
1572,2017-04-22,374987.03
1573,2017-04-23,370985.94
1574,2017-04-24,378387.92
1575,2017-04-25,375487.17
1576,2017-04-26,373386.6
1577,2017-04-27,376287.38
1578,2017-04-28,372086.24
1579,2017-04-29,366884.84
1580,2017-04-30,360983.23
1581,2017-05-01,361983.5
1582,2017-05-02,363984.07
1583,2017-05-03,364884.3
1584,2017-05-04,365784.54
1585,2017-05-05,367485.0
1586,2017-05-06,369385.5
1587,2017-05-07,371085.99
1588,2017-05-08,372486.36
1589,2017-05-09,374386.87
1590,2017-05-10,374887.0
1591,2017-05-11,374886.99
1592,2017-05-12,376587.46
1593,2017-05-13,376687.47
1594,2017-05-14,377787.78
1595,2017-05-15,379188.14
1596,2017-05-16,379888.32
1597,2017-05-17,381988.88
1598,2017-05-18,379588.24
1599,2017-05-19,379188.14
1600,2017-05-20,380488.49
1601,2017-05-21,379088.11
1602,2017-05-22,379088.13
1603,2017-05-23,380388.48
1604,2017-05-24,379288.18
1605,2017-05-25,382689.09
1606,2017-05-26,379688.27
1607,2017-05-27,378988.1
1608,2017-05-28,379988.35
1609,2017-05-29,380288.45
1610,2017-05-30,382989.16
1611,2017-05-31,380888.61
1612,2017-06-01,380188.4
1613,2017-06-02,377987.82
1614,2017-06-03,376987.55
1615,2017-06-04,376287.36
1616,2017-06-05,378387.93
1617,2017-06-06,379588.25
1618,2017-06-07,378487.97
1619,2017-06-08,380488.48
1620,2017-06-09,380588.52
1621,2017-06-10,381088.65
1622,2017-06-11,380588.51
1623,2017-06-12,379388.19
1624,2017-06-13,377587.72
1625,2017-06-14,377087.58
1626,2017-06-15,378688.01
1627,2017-06-16,382288.98
1628,2017-06-17,381588.77
1629,2017-06-18,378487.96
1630,2017-06-19,381288.71
1631,2017-06-20,374086.77
1632,2017-06-21,373786.71
1633,2017-06-22,372986.5
1634,2017-06-23,373886.74
1635,2017-06-24,376387.39
1636,2017-06-25,379188.14
1637,2017-06-26,380188.42
1638,2017-06-27,379588.25
1639,2017-06-28,378988.1
1640,2017-06-29,379388.21
1641,2017-06-30,379388.2
1642,2017-07-01,381188.67
1643,2017-07-02,381888.87
1644,2017-07-03,383089.17
1645,2017-07-04,380588.53
1646,2017-07-05,381788.84
1647,2017-07-06,380988.62
1648,2017-07-07,379988.35
1649,2017-07-08,378587.99
1650,2017-07-09,377687.75
1651,2017-07-10,376887.54
1652,2017-07-11,374186.8
1653,2017-07-12,375587.19
1654,2017-07-13,377787.76
1655,2017-07-14,379888.33
1656,2017-07-15,379888.33
1657,2017-07-16,380988.63
1658,2017-07-17,379288.16
1659,2017-07-18,377987.82
1660,2017-07-19,377787.76
1661,2017-07-20,378487.95
1662,2017-07-21,378888.06
1663,2017-07-22,378187.89
1664,2017-07-23,380088.39
1665,2017-07-24,379988.37
1666,2017-07-25,380188.42
1667,2017-07-26,379588.26
1668,2017-07-27,379688.28
1669,2017-07-28,379588.26
1670,2017-07-29,380588.53
1671,2017-07-30,380388.47
1672,2017-07-31,380588.51
1673,2017-08-01,381588.79
1674,2017-08-02,381688.82
1675,2017-08-03,381488.75
1676,2017-08-04,381088.65
1677,2017-08-05,380588.52
1678,2017-08-06,381088.66
1679,2017-08-07,381088.65
1680,2017-08-08,381688.81
1681,2017-08-09,382088.91
1682,2017-08-10,381688.81
1683,2017-08-11,381388.72
1684,2017-08-12,381288.71
1685,2017-08-13,381888.86
1686,2017-08-14,381188.68
1687,2017-08-15,381488.75
1688,2017-08-16,381988.89
1689,2017-08-17,382288.96
1690,2017-08-18,383489.3
1691,2017-08-19,382989.16
1692,2017-08-20,382288.97
1693,2017-08-21,381688.8
1694,2017-08-22,380488.48
1695,2017-08-23,379288.17
1696,2017-08-24,378387.92
1697,2017-08-25,376487.43
1698,2017-08-26,375387.14
1699,2017-08-27,372386.32
1700,2017-08-28,370085.7
1701,2017-08-29,368485.27
1702,2017-08-30,366884.84
1703,2017-08-31,362783.74
1704,2017-09-01,359882.92
1705,2017-09-02,358982.68
1706,2017-09-03,356481.99
1707,2017-09-04,358682.6
1708,2017-09-05,364884.29
1709,2017-09-06,369585.58
1710,2017-09-07,370285.77
1711,2017-09-08,369985.68
1712,2017-09-09,368185.2
1713,2017-09-10,367585.03
1714,2017-09-11,366884.83
1715,2017-09-12,363683.98
1716,2017-09-13,360083.0
1717,2017-09-14,360783.18
1718,2017-09-15,358182.47
1719,2017-09-16,357082.15
1720,2017-09-17,355681.77
1721,2017-09-18,358682.6
1722,2017-09-19,361983.5
1723,2017-09-20,366884.84
1724,2017-09-21,368685.32
1725,2017-09-22,370085.7
1726,2017-09-23,367084.89
1727,2017-09-24,365084.35
1728,2017-09-25,364684.25
1729,2017-09-26,365984.61
1730,2017-09-27,360083.0
1731,2017-09-28,354181.35
1732,2017-09-29,348579.8
1733,2017-09-30,347679.55
1734,2017-10-01,346479.21
1735,2017-10-02,339877.33
1736,2017-10-03,333375.42
1737,2017-10-04,326573.42
1738,2017-10-05,320171.49
1739,2017-10-06,316270.29
1740,2017-10-07,310968.64
1741,2017-10-08,313969.57
1742,2017-10-09,314069.61
1743,2017-10-10,312369.09
1744,2017-10-11,310668.55
1745,2017-10-12,310168.4
1746,2017-10-13,308968.03
1747,2017-10-14,308167.78
1748,2017-10-15,307867.67
1749,2017-10-16,308367.85
1750,2017-10-17,312869.24
1751,2017-10-18,303366.26
1752,2017-10-19,292162.63
1753,2017-10-20,281459.11
1754,2017-10-21,281559.15
1755,2017-10-22,303566.31
1756,2017-10-23,307367.51
1757,2017-10-24,314669.8
1758,2017-10-25,318971.13
1759,2017-10-26,330374.54
1760,2017-10-27,335776.14
1761,2017-10-28,335476.05
1762,2017-10-29,334575.77
1763,2017-10-30,335175.95
1764,2017-10-31,335776.14
1765,2017-11-01,329474.29
1766,2017-11-02,323272.44
1767,2017-11-03,322672.24
1768,2017-11-04,320471.58
1769,2017-11-05,322372.16
1770,2017-11-06,321171.79
1771,2017-11-07,319471.27
1772,2017-11-08,319071.15
1773,2017-11-09,318971.11
1774,2017-11-10,318871.09
1775,2017-11-11,320571.62
1776,2017-11-12,319871.38
1777,2017-11-13,320571.62
1778,2017-11-14,319871.4
1779,2017-11-15,317370.64
1780,2017-11-16,315169.97
1781,2017-11-17,317970.81
1782,2017-11-18,320271.52
1783,2017-11-19,323172.41
1784,2017-11-20,329174.19
1785,2017-11-21,336076.21
1786,2017-11-22,343178.25
1787,2017-11-23,349880.17
1788,2017-11-24,355281.65
1789,2017-11-25,358982.69
1790,2017-11-26,361883.47
1791,2017-11-27,363183.85
1792,2017-11-28,372386.32
1793,2017-11-29,373186.55
1794,2017-11-30,371386.07
1795,2017-12-01,368385.26
1796,2017-12-02,371286.04
1797,2017-12-03,374186.8
1798,2017-12-04,376287.36
1799,2017-12-05,377787.77
1800,2017-12-06,379688.28
1801,2017-12-07,378788.05
1802,2017-12-08,376087.31
1803,2017-12-09,371586.12
1804,2017-12-10,367184.92
1805,2017-12-11,363283.86
1806,2017-12-12,358682.6
1807,2017-12-13,357282.22
1808,2017-12-14,353581.19
1809,2017-12-15,345779.01
1810,2017-12-16,343778.43
1811,2017-12-17,343478.36
1812,2017-12-18,342778.15
1813,2017-12-19,345979.06
1814,2017-12-20,346779.29
1815,2017-12-21,347579.5
1816,2017-12-22,350680.37
1817,2017-12-23,349480.06
1818,2017-12-24,349280.0
1819,2017-12-25,353481.16
1820,2017-12-26,355681.77
1821,2017-12-27,355081.62
1822,2017-12-28,354181.37
1823,2017-12-29,369985.69
1824,2017-12-30,378988.1
1825,2017-12-31,377187.61
1826,2018-01-01,376887.54
