,datetime,WYNOOCHEE_LAKE_NEAR_GRISDALE__WA.tsv
988,2015-09-16,27725.24
989,2015-09-17,27725.09
990,2015-09-18,27724.88
991,2015-09-19,27724.7
992,2015-09-20,27724.76
993,2015-09-21,27723.99
994,2015-09-22,27723.93
995,2015-09-23,27723.89
996,2015-09-24,27723.78
997,2015-09-25,27723.67
998,2015-09-26,27723.51
999,2015-09-27,27723.31
1000,2015-09-28,27723.09
1001,2015-09-29,27722.85
1002,2015-09-30,27722.6
1003,2015-10-01,27722.32
1004,2015-10-02,27532.04
1005,2015-10-03,27331.75
1006,2015-10-04,27131.45
1007,2015-10-05,26921.14
1008,2015-10-06,26700.81
1009,2015-10-07,26590.64
1010,2015-10-08,26400.36
1011,2015-10-09,26390.35
1012,2015-10-10,28263.1
1013,2015-10-11,29264.55
1014,2015-10-12,29735.21
1015,2015-10-13,30025.62
1016,2015-10-14,30185.85
1017,2015-10-15,30265.96
1018,2015-10-16,30285.99
1019,2015-10-17,30275.97
1020,2015-10-18,30215.89
1021,2015-10-19,30155.8
1022,2015-10-20,30065.68
1023,2015-10-21,29955.52
1024,2015-10-22,29825.34
1025,2015-10-23,29665.12
1026,2015-10-24,29494.87
1027,2015-10-25,29394.73
1028,2015-10-26,29935.49
1029,2015-10-27,30075.69
1030,2015-10-28,30175.83
1031,2015-10-29,30285.99
1032,2015-10-30,32629.21
1033,2015-10-31,40429.26
1034,2015-11-01,44634.28
1035,2015-11-02,45685.49
1036,2015-11-03,45565.35
1037,2015-11-04,45375.13
1038,2015-11-05,45255.0
1039,2015-11-06,45174.91
1040,2015-11-07,45925.77
1041,2015-11-08,45715.53
1042,2015-11-09,45375.14
1043,2015-11-10,44664.31
1044,2015-11-11,43933.46
1045,2015-11-12,42291.52
1046,2015-11-13,48338.48
1047,2015-11-14,46015.87
1048,2015-11-15,45415.18
1049,2015-11-16,44734.39
1050,2015-11-17,50510.84
1051,2015-11-18,45885.72
1052,2015-11-19,45234.97
1053,2015-11-20,45114.84
1054,2015-11-21,45044.76
1055,2015-11-22,45004.71
1056,2015-11-23,45024.73
1057,2015-11-24,43973.51
1058,2015-11-25,42291.52
1059,2015-11-26,40539.39
1060,2015-11-27,40229.01
1061,2015-11-28,40158.93
1062,2015-11-29,40028.77
1063,2015-11-30,39898.6
1064,2015-12-01,40048.79
1065,2015-12-02,40619.49
1066,2015-12-03,42912.26
1067,2015-12-04,41470.53
1068,2015-12-05,41971.13
1069,2015-12-06,44834.51
1070,2015-12-07,42952.3
1071,2015-12-08,48728.91
1072,2015-12-09,49629.89
1073,2015-12-10,45605.4
1074,2015-12-11,44944.64
1075,2015-12-12,45174.9
1076,2015-12-13,45935.78
1077,2015-12-14,45585.38
1078,2015-12-15,44954.65
1079,2015-12-16,43973.51
1080,2015-12-17,43202.6
1081,2015-12-18,43282.69
1082,2015-12-19,42581.87
1083,2015-12-20,42021.19
1084,2015-12-21,41270.29
1085,2015-12-22,40709.6
1086,2015-12-23,40689.58
1087,2015-12-24,40419.25
1088,2015-12-25,39938.65
1089,2015-12-26,39327.9
1090,2015-12-27,38757.18
1091,2015-12-28,38366.7
1092,2015-12-29,38456.81
1093,2015-12-30,38496.86
1094,2015-12-31,38466.82
1095,2016-01-01,38416.76
1096,2016-01-02,38326.65
1097,2016-01-03,38216.51
1098,2016-01-04,38096.35
1099,2016-01-05,38026.27
1100,2016-01-06,38206.49
1101,2016-01-07,38276.58
1102,2016-01-08,38286.59
1103,2016-01-09,38256.56
1104,2016-01-10,38206.49
1105,2016-01-11,38116.38
1106,2016-01-12,40869.8
1107,2016-01-13,43262.67
1108,2016-01-14,42581.87
1109,2016-01-15,41490.55
1110,2016-01-16,42021.19
1111,2016-01-17,43212.61
1112,2016-01-18,44083.64
1113,2016-01-19,44283.87
1114,2016-01-20,43833.34
1115,2016-01-21,45134.86
1116,2016-01-22,44604.25
1117,2016-01-23,44584.22
1118,2016-01-24,44303.89
1119,2016-01-25,43492.94
1120,2016-01-26,43302.72
1121,2016-01-27,43943.47
1122,2016-01-28,45985.84
1123,2016-01-29,45385.15
1124,2016-01-30,45315.07
1125,2016-01-31,44684.34
1126,2016-02-01,43723.22
1127,2016-02-02,42541.82
1128,2016-02-03,41790.91
1129,2016-02-04,41440.49
1130,2016-02-05,41270.28
1131,2016-02-06,41290.31
1132,2016-02-07,40789.7
1133,2016-02-08,40339.15
1134,2016-02-09,40198.97
1135,2016-02-10,39808.5
1136,2016-02-11,39367.95
1137,2016-02-12,40569.43
1138,2016-02-13,41009.97
1139,2016-02-14,41300.32
1140,2016-02-15,43162.55
1141,2016-02-16,44754.42
1142,2016-02-17,44293.88
1143,2016-02-18,44303.9
1144,2016-02-19,44734.4
1145,2016-02-20,44544.18
1146,2016-02-21,43873.39
1147,2016-02-22,43172.56
1148,2016-02-23,43072.45
1149,2016-02-24,42812.14
1150,2016-02-25,42451.71
1151,2016-02-26,41510.58
1152,2016-02-27,39908.62
1153,2016-02-28,39107.62
1154,2016-02-29,38637.04
1155,2016-03-01,40108.87
1156,2016-03-02,41210.21
1157,2016-03-03,42401.65
1158,2016-03-04,42982.34
1159,2016-03-05,44183.76
1160,2016-03-06,45024.73
1161,2016-03-07,44954.65
1162,2016-03-08,44544.17
1163,2016-03-09,44824.5
1164,2016-03-10,44714.37
1165,2016-03-11,44694.35
1166,2016-03-12,44984.68
1167,2016-03-13,45124.85
1168,2016-03-14,45084.8
1169,2016-03-15,44814.49
1170,2016-03-16,44644.29
1171,2016-03-17,44213.79
1172,2016-03-18,43673.16
1173,2016-03-19,43713.2
1174,2016-03-20,43833.34
1175,2016-03-21,44474.09
1176,2016-03-22,44293.88
1177,2016-03-23,44624.27
1178,2016-03-24,45375.14
1179,2016-03-25,45375.14
1180,2016-03-26,46196.07
1181,2016-03-27,47027.01
1182,2016-03-28,47647.71
1183,2016-03-29,47928.02
1184,2016-03-30,47998.1
1185,2016-03-31,48078.19
1186,2016-04-01,48198.32
1187,2016-04-02,48268.4
1188,2016-04-03,48338.48
1189,2016-04-04,48819.0
1190,2016-04-05,48899.09
1191,2016-04-06,48839.03
1192,2016-04-07,48758.94
1193,2016-04-08,48768.95
1194,2016-04-09,48778.96
1195,2016-04-10,48658.83
1196,2016-04-11,48458.61
1197,2016-04-12,48488.64
1198,2016-04-13,48498.65
1199,2016-04-14,48398.54
1200,2016-04-15,48558.72
1201,2016-04-16,48638.81
1202,2016-04-17,48829.02
1203,2016-04-18,49029.24
1204,2016-04-19,49299.53
1205,2016-04-20,49599.86
1206,2016-04-21,49840.12
1207,2016-04-22,50140.44
1208,2016-04-23,50370.69
1209,2016-04-24,50580.92
1210,2016-04-25,50681.03
1211,2016-04-26,50731.08
1212,2016-04-27,50761.11
1213,2016-04-28,50811.17
1214,2016-04-29,50841.2
1215,2016-04-30,50871.23
1216,2016-05-01,50841.2
1217,2016-05-02,50811.17
1218,2016-05-03,50851.21
1219,2016-05-04,50881.24
1220,2016-05-05,50891.25
1221,2016-05-06,50871.23
1222,2016-05-07,50861.22
1223,2016-05-08,50851.21
1224,2016-05-09,50821.18
1225,2016-05-10,50781.13
1226,2016-05-11,50711.06
1227,2016-05-12,50640.98
1228,2016-05-13,50540.88
1229,2016-05-14,50440.77
1230,2016-05-15,50320.64
1231,2016-05-16,50200.51
1232,2016-05-17,50060.36
1233,2016-05-18,49910.2
1234,2016-05-19,49770.04
1235,2016-05-20,49609.87
1236,2016-05-21,49459.71
1237,2016-05-22,49299.53
1238,2016-05-23,49129.35
1239,2016-05-24,48959.16
1240,2016-05-25,48768.95
1241,2016-05-26,48568.73
1242,2016-05-27,48378.52
1243,2016-05-28,48398.54
1244,2016-05-29,48338.48
1245,2016-05-30,48138.25
1246,2016-05-31,47847.93
1247,2016-06-01,47567.62
1248,2016-06-02,47297.32
1249,2016-06-03,47027.01
1250,2016-06-04,46726.67
1251,2016-06-05,46396.3
1252,2016-06-06,46035.89
1253,2016-06-07,45655.46
1254,2016-06-08,45285.03
1255,2016-06-09,44904.59
1256,2016-06-10,44594.23
1257,2016-06-11,44333.93
1258,2016-06-12,44043.59
1259,2016-06-13,43753.25
1260,2016-06-14,43502.96
1261,2016-06-15,43262.67
1262,2016-06-16,42962.32
1263,2016-06-17,42671.97
1264,2016-06-18,42381.63
1265,2016-06-19,42081.26
1266,2016-06-20,41750.87
1267,2016-06-21,41410.46
1268,2016-06-22,41090.07
1269,2016-06-23,40849.77
1270,2016-06-24,40559.42
1271,2016-06-25,40219.0
1272,2016-06-26,39828.52
1273,2016-06-27,39448.05
1274,2016-06-28,39077.59
1275,2016-06-29,38687.1
1276,2016-06-30,38266.57
1277,2016-07-01,37876.08
1278,2016-07-02,37545.66
1279,2016-07-03,37175.18
1280,2016-07-04,36784.69
1281,2016-07-05,36404.2
1282,2016-07-06,36043.73
1283,2016-07-07,35853.48
1284,2016-07-08,35843.47
1285,2016-07-09,35973.64
1286,2016-07-10,36243.99
1287,2016-07-11,36254.0
1288,2016-07-12,36203.93
1289,2016-07-13,36103.8
1290,2016-07-14,35963.62
1291,2016-07-15,35813.43
1292,2016-07-16,35653.22
1293,2016-07-17,35472.99
1294,2016-07-18,35302.76
1295,2016-07-19,35112.52
1296,2016-07-20,34922.27
1297,2016-07-21,34722.0
1298,2016-07-22,34511.73
1299,2016-07-23,34311.46
1300,2016-07-24,34091.17
1301,2016-07-25,33860.87
1302,2016-07-26,33640.57
1303,2016-07-27,33410.26
1304,2016-07-28,33169.94
1305,2016-07-29,32929.62
1306,2016-07-30,32679.28
1307,2016-07-31,32408.91
1308,2016-08-01,32128.54
1309,2016-08-02,31858.17
1310,2016-08-03,31587.79
1311,2016-08-04,31317.42
1312,2016-08-05,31037.03
1313,2016-08-06,30756.64
1314,2016-08-07,30496.28
1315,2016-08-08,30225.91
1316,2016-08-09,29955.52
1317,2016-08-10,29675.13
1318,2016-08-11,29404.74
1319,2016-08-12,29124.35
1320,2016-08-13,28843.94
1321,2016-08-14,28573.55
1322,2016-08-15,28283.14
1323,2016-08-16,28002.73
1324,2016-08-17,27732.33
1325,2016-08-18,27461.93
1326,2016-08-19,27181.52
1327,2016-08-20,26901.1
1328,2016-08-21,26610.67
1329,2016-08-22,26330.26
1330,2016-08-23,26049.83
1331,2016-08-24,25769.41
1332,2016-08-25,25488.98
1333,2016-08-26,25208.55
1334,2016-08-27,24928.12
1335,2016-08-28,24657.69
1336,2016-08-29,24387.27
1337,2016-08-30,24116.85
1338,2016-08-31,23896.5
1339,2016-09-01,23736.24
1340,2016-09-02,23666.13
1341,2016-09-03,23495.85
1342,2016-09-04,23275.5
1343,2016-09-05,23045.13
1344,2016-09-06,22854.82
1345,2016-09-07,22634.46
1346,2016-09-08,22404.08
1347,2016-09-09,22163.68
1348,2016-09-10,21913.27
1349,2016-09-11,21652.83
1350,2016-09-12,21392.4
1351,2016-09-13,21141.97
1352,2016-09-14,20881.53
1353,2016-09-15,20621.07
1354,2016-09-16,20330.58
1355,2016-09-17,20190.32
1356,2016-09-18,19979.95
1357,2016-09-19,19859.75
1358,2016-09-20,19719.5
1359,2016-09-21,19549.2
1360,2016-09-22,19348.83
1361,2016-09-23,19248.65
1362,2016-09-24,19128.44
1363,2016-09-25,18968.14
1364,2016-09-26,18767.79
1365,2016-09-27,18567.41
1366,2016-09-28,18347.0
1367,2016-09-29,18116.58
1368,2016-09-30,17886.14
1369,2016-10-01,17775.92
1370,2016-10-02,17836.04
1371,2016-10-03,17785.94
1372,2016-10-04,18256.83
1373,2016-10-05,20270.46
1374,2016-10-06,21492.57
1375,2016-10-07,23896.49
1376,2016-10-08,28142.93
1377,2016-10-09,30506.29
1378,2016-10-10,31457.61
1379,2016-10-11,31998.36
1380,2016-10-12,32378.88
1381,2016-10-13,35633.2
1382,2016-10-14,41470.53
1383,2016-10-15,44273.86
1384,2016-10-16,45725.54
1385,2016-10-17,45445.22
1386,2016-10-18,45645.45
1387,2016-10-19,45575.37
1388,2016-10-20,45244.99
1389,2016-10-21,44984.68
1390,2016-10-22,44373.98
1391,2016-10-23,43673.16
1392,2016-10-24,42692.0
1393,2016-10-25,41871.01
1394,2016-10-26,41050.02
1395,2016-10-27,42581.87
1396,2016-10-28,43332.76
1397,2016-10-29,43012.37
1398,2016-10-30,42271.49
1399,2016-10-31,42651.95
1400,2016-11-01,42742.05
1401,2016-11-02,44353.95
1402,2016-11-03,44874.56
1403,2016-11-04,44343.94
1404,2016-11-05,45174.9
1405,2016-11-06,45325.08
1406,2016-11-07,45265.01
1407,2016-11-08,44934.63
1408,2016-11-09,45595.39
1409,2016-11-10,44984.69
1410,2016-11-11,44163.73
1411,2016-11-12,44353.95
1412,2016-11-13,44874.56
1413,2016-11-14,44984.68
1414,2016-11-15,44774.44
1415,2016-11-16,44293.88
1416,2016-11-17,43813.32
1417,2016-11-18,43252.66
1418,2016-11-19,42932.28
1419,2016-11-20,44293.88
1420,2016-11-21,44984.69
1421,2016-11-22,45094.81
1422,2016-11-23,44273.86
1423,2016-11-24,45385.15
1424,2016-11-25,45044.75
1425,2016-11-26,45184.92
1426,2016-11-27,45335.09
1427,2016-11-28,45265.01
1428,2016-11-29,44634.28
1429,2016-11-30,44303.89
1430,2016-12-01,43603.07
1431,2016-12-02,43352.78
1432,2016-12-03,42952.31
1433,2016-12-04,42231.45
1434,2016-12-05,41190.19
1435,2016-12-06,40198.97
1436,2016-12-07,39548.17
1437,2016-12-08,38777.21
1438,2016-12-09,38216.51
1439,2016-12-10,38066.32
1440,2016-12-11,37946.17
1441,2016-12-12,37695.85
1442,2016-12-13,37345.4
1443,2016-12-14,36944.89
1444,2016-12-15,36494.31
1445,2016-12-16,36123.83
1446,2016-12-17,35803.42
1447,2016-12-18,35483.0
1448,2016-12-19,35302.76
1449,2016-12-20,35523.05
1450,2016-12-21,35503.02
1451,2016-12-22,35523.05
1452,2016-12-23,35723.31
1453,2016-12-24,35923.57
1454,2016-12-25,35993.66
1455,2016-12-26,36153.87
1456,2016-12-27,36284.04
1457,2016-12-28,36334.1
1458,2016-12-29,36484.3
1459,2016-12-30,36614.47
1460,2016-12-31,36669.54
1461,2017-01-01,36724.61
1462,2017-01-02,36704.58
1463,2017-01-03,36644.5
1464,2017-01-04,36644.51
1465,2017-01-05,36614.47
1466,2017-01-06,36514.34
1467,2017-01-07,36404.19
1468,2017-01-08,36564.4
1469,2017-01-09,36854.77
1470,2017-01-10,36754.65
1471,2017-01-11,36754.64
1472,2017-01-12,36724.61
1473,2017-01-13,36654.52
1474,2017-01-14,36574.41
1475,2017-01-15,36464.27
1476,2017-01-16,35813.43
1477,2017-01-17,35703.29
1478,2017-01-18,41090.07
1479,2017-01-19,44554.19
1480,2017-01-20,45345.1
1481,2017-01-21,44864.55
1482,2017-01-22,43953.48
1483,2017-01-23,42702.01
1484,2017-01-24,41510.58
1485,2017-01-25,40729.63
1486,2017-01-26,39848.54
1487,2017-01-27,39127.65
1488,2017-01-28,38857.31
1489,2017-01-29,38627.02
1490,2017-01-30,38366.7
1491,2017-01-31,38056.3
1492,2017-02-01,37665.81
1493,2017-02-02,37175.19
1494,2017-02-03,36864.79
1495,2017-02-04,37065.04
1496,2017-02-05,36864.78333333333
1497,2017-02-06,36664.526666666665
1498,2017-02-07,36464.27
1499,2017-02-08,36264.01
1500,2017-02-09,41420.47
1501,2017-02-10,43532.99
1502,2017-02-11,43903.43
1503,2017-02-12,43693.18
1504,2017-02-13,42671.97
1505,2017-02-14,41310.33
1506,2017-02-15,44664.31
1507,2017-02-16,44984.68
1508,2017-02-17,44824.5
1509,2017-02-18,44183.75
1510,2017-02-19,43342.77
1511,2017-02-20,42651.95
1512,2017-02-21,42251.47
1513,2017-02-22,41680.78
1514,2017-02-23,40979.93
1515,2017-02-24,40188.96
1516,2017-02-25,39550.158
1517,2017-02-26,38911.356
1518,2017-02-27,38272.554000000004
1519,2017-02-28,37633.752
1520,2017-03-01,36994.95
1521,2017-03-02,36924.87
1522,2017-03-03,38116.38
1523,2017-03-04,38717.14
1524,2017-03-05,38707.1275
1525,2017-03-06,38697.115
1526,2017-03-07,38687.1025
1527,2017-03-08,38677.09
1528,2017-03-09,38677.09
1529,2017-03-10,40188.96
1530,2017-03-11,41040.0
1531,2017-03-12,41961.12
1532,2017-03-13,42601.89
1533,2017-03-14,44964.66
1534,2017-03-15,44884.57
1535,2017-03-16,44544.17
1536,2017-03-17,44123.68
1537,2017-03-18,45575.37
1538,2017-03-19,45234.97
1539,2017-03-20,44343.94
1540,2017-03-21,43973.51
1541,2017-03-22,44454.07
1542,2017-03-23,44143.71
1543,2017-03-24,44544.18
1544,2017-03-25,45104.82
1545,2017-03-26,45244.98
1546,2017-03-27,45505.28
1547,2017-03-28,47467.51
1548,2017-03-29,48508.66
1549,2017-03-30,48819.01
1550,2017-03-31,48798.98
1551,2017-04-01,48678.85
1552,2017-04-02,48298.43
1553,2017-04-03,48328.47
1554,2017-04-04,48829.02
1555,2017-04-05,49930.22
1556,2017-04-06,50220.53
1557,2017-04-07,51501.9
1558,2017-04-08,52613.08
1559,2017-04-09,52723.19
1560,2017-04-10,52813.29
1561,2017-04-11,52643.11
1562,2017-04-12,52963.44
1563,2017-04-13,53423.93
1564,2017-04-14,53764.28
1565,2017-04-15,54665.21
1566,2017-04-16,55516.08
1567,2017-04-17,56507.08
1568,2017-04-18,58048.62
1569,2017-04-19,58989.55
1570,2017-04-20,60000.53
1571,2017-04-21,60671.18
1572,2017-04-22,61602.08
1573,2017-04-23,63543.92
1574,2017-04-24,64775.07
1575,2017-04-25,65095.37
1576,2017-04-26,65205.47
1577,2017-04-27,65105.38
1578,2017-04-28,64765.06
1579,2017-04-29,64414.73
1580,2017-04-30,64304.63
1581,2017-05-01,64344.67
1582,2017-05-02,64514.83
1583,2017-05-03,64865.15
1584,2017-05-04,65565.8
1585,2017-05-05,66316.49
1586,2017-05-06,66666.81
1587,2017-05-07,66806.94
1588,2017-05-08,66877.0
1589,2017-05-09,66917.04
1590,2017-05-10,67017.13
1591,2017-05-11,67647.71
1592,2017-05-12,67978.0
1593,2017-05-13,68018.04
1594,2017-05-14,67887.92
1595,2017-05-15,68068.09
1596,2017-05-16,68498.47
1597,2017-05-17,68638.6
1598,2017-05-18,68658.62
1599,2017-05-19,68638.6
1600,2017-05-20,68618.58
1601,2017-05-21,68678.64
1602,2017-05-22,68938.87
1603,2017-05-23,69249.15
1604,2017-05-24,69339.23
1605,2017-05-25,69249.15
1606,2017-05-26,69159.07
1607,2017-05-27,69139.05
1608,2017-05-28,69209.11
1609,2017-05-29,69309.2
1610,2017-05-30,69359.25
1611,2017-05-31,69309.2
1612,2017-06-01,69249.15
1613,2017-06-02,69229.13
1614,2017-06-03,69058.98
1615,2017-06-04,68808.75
1616,2017-06-05,68508.48
1617,2017-06-06,68358.35
1618,2017-06-07,68348.34
1619,2017-06-08,68808.75
1620,2017-06-09,69038.96
1621,2017-06-10,69129.04
1622,2017-06-11,69119.03
1623,2017-06-12,69058.98
1624,2017-06-13,68978.91
1625,2017-06-14,68768.72
1626,2017-06-15,69849.68
1627,2017-06-16,69609.47
1628,2017-06-17,69159.07
1629,2017-06-18,68958.89
1630,2017-06-19,68858.8
1631,2017-06-20,68848.79
1632,2017-06-21,68808.75
1633,2017-06-22,68828.77
1634,2017-06-23,68918.85
1635,2017-06-24,69008.93
1636,2017-06-25,69099.01
1637,2017-06-26,69149.06
1638,2017-06-27,69169.08
1639,2017-06-28,69129.04
1640,2017-06-29,69058.98
1641,2017-06-30,68978.91
1642,2017-07-01,68878.82
1643,2017-07-02,68768.72
1644,2017-07-03,68628.59
1645,2017-07-04,68468.45
1646,2017-07-05,68358.35
1647,2017-07-06,68308.3
1648,2017-07-07,68248.25
1649,2017-07-08,68168.18
1650,2017-07-09,68098.11
1651,2017-07-10,67998.02
1652,2017-07-11,67887.92
1653,2017-07-12,67767.81
1654,2017-07-13,67637.7
1655,2017-07-14,67497.57
1656,2017-07-15,67347.43
1657,2017-07-16,67187.29
1658,2017-07-17,67037.15
1659,2017-07-18,66846.98
1660,2017-07-19,66676.82
1661,2017-07-20,66496.66
1662,2017-07-21,66316.49
1663,2017-07-22,66126.32
1664,2017-07-23,65936.14
1665,2017-07-24,65735.96
1666,2017-07-25,65415.66
1667,2017-07-26,65075.35
1668,2017-07-27,64865.15
1669,2017-07-28,64624.93
1670,2017-07-29,64374.7
1671,2017-07-30,64144.48
1672,2017-07-31,63904.26
1673,2017-08-01,63674.04
1674,2017-08-02,63423.81
1675,2017-08-03,63183.58
1676,2017-08-04,62943.35
1677,2017-08-05,62683.11
1678,2017-08-06,62432.87
1679,2017-08-07,62182.63
1680,2017-08-08,61902.37
1681,2017-08-09,61652.13
1682,2017-08-10,61391.88
1683,2017-08-11,61121.62
1684,2017-08-12,60871.38
1685,2017-08-13,60651.16
1686,2017-08-14,60390.91
1687,2017-08-15,60120.65
1688,2017-08-16,59840.38
1689,2017-08-17,59580.12
1690,2017-08-18,59299.85
1691,2017-08-19,59029.58
1692,2017-08-20,58749.31
1693,2017-08-21,58489.05
1694,2017-08-22,58198.77
1695,2017-08-23,57928.5
1696,2017-08-24,57658.23
1697,2017-08-25,57377.95
1698,2017-08-26,57107.68
1699,2017-08-27,56817.39
1700,2017-08-28,56537.11
1701,2017-08-29,56256.83
1702,2017-08-30,55976.54
1703,2017-08-31,55686.25
1704,2017-09-01,55415.97
1705,2017-09-02,55125.68
1706,2017-09-03,54855.4
1707,2017-09-04,54575.11
1708,2017-09-05,54294.83
1709,2017-09-06,54014.54
1710,2017-09-07,53734.25
1711,2017-09-08,53443.95
1712,2017-09-09,53203.7
1713,2017-09-10,52923.4
1714,2017-09-11,52633.1
1715,2017-09-12,52352.8
1716,2017-09-13,52062.5
1717,2017-09-14,51762.18
1718,2017-09-15,51471.87
1719,2017-09-16,51171.55
1720,2017-09-17,50951.32
1721,2017-09-18,50781.13
1722,2017-09-19,50600.94
1723,2017-09-20,50130.43
1724,2017-09-21,49800.08
1725,2017-09-22,49499.75
1726,2017-09-23,49179.4
1727,2017-09-24,48819.0
1728,2017-09-25,48448.6
1729,2017-09-26,47988.09
1730,2017-09-27,47407.44
1731,2017-09-28,46846.81
1732,2017-09-29,46326.22
1733,2017-09-30,45785.61
1734,2017-10-01,45174.91
1735,2017-10-02,44544.18
1736,2017-10-03,43983.52
1737,2017-10-04,43452.9
1738,2017-10-05,42902.25
1739,2017-10-06,42401.65
1740,2017-10-07,41881.02
1741,2017-10-08,41360.39
1742,2017-10-09,40819.74
1743,2017-10-10,40269.06
1744,2017-10-11,39718.38
1745,2017-10-12,39177.71
1746,2017-10-13,38627.02
1747,2017-10-14,38076.33
1748,2017-10-15,37525.63
1749,2017-10-16,36924.87
1750,2017-10-17,36524.35
1751,2017-10-18,38787.22
1752,2017-10-19,38877.34
1753,2017-10-20,38346.67
1754,2017-10-21,39478.08
1755,2017-10-22,40899.83
1756,2017-10-23,40439.27
1757,2017-10-24,39748.42
1758,2017-10-25,39037.54
1759,2017-10-26,38586.97
1760,2017-10-27,38026.27
1761,2017-10-28,37415.49
1762,2017-10-29,36744.63
1763,2017-10-30,36033.71
1764,2017-10-31,35452.96
1765,2017-11-01,35062.45
1766,2017-11-02,34952.3
1767,2017-11-03,34862.19
1768,2017-11-04,34772.07
1769,2017-11-05,34681.95
1770,2017-11-06,34541.76
1771,2017-11-07,34381.55
1772,2017-11-08,34311.46
1773,2017-11-09,34762.06
1774,2017-11-10,35483.0
1775,2017-11-11,36043.73
1776,2017-11-12,39518.13
1777,2017-11-13,41790.91
1778,2017-11-14,43282.69
1779,2017-11-15,44073.62
1780,2017-11-16,43793.3
1781,2017-11-17,43042.41
1782,2017-11-18,42151.35
1783,2017-11-19,41991.16
1784,2017-11-20,43222.62
1785,2017-11-21,46095.96
1786,2017-11-22,54034.56
1787,2017-11-23,54254.78
1788,2017-11-24,48558.72
1789,2017-11-25,44974.67
1790,2017-11-26,44844.52
1791,2017-11-27,45064.78
1792,2017-11-28,45114.84
1793,2017-11-29,44634.28
1794,2017-11-30,44043.59
1795,2017-12-01,43713.2
1796,2017-12-02,43372.8
1797,2017-12-03,42541.82
1798,2017-12-04,41901.05
1799,2017-12-05,41390.43
1800,2017-12-06,40749.65
1801,2017-12-07,40028.76
1802,2017-12-08,39227.77
1803,2017-12-09,38817.26
1804,2017-12-10,38827.28
1805,2017-12-11,38797.24
1806,2017-12-12,38707.12
1807,2017-12-13,38586.97
1808,2017-12-14,38406.75
1809,2017-12-15,38216.51
1810,2017-12-16,38006.24
1811,2017-12-17,38006.24
1812,2017-12-18,38406.75
1813,2017-12-19,40529.38
1814,2017-12-20,41210.21
1815,2017-12-21,41470.53
1816,2017-12-22,41570.65
1817,2017-12-23,41560.64
1818,2017-12-24,41490.55
1819,2017-12-25,41360.4
1820,2017-12-26,41180.18
1821,2017-12-27,40969.92
1822,2017-12-28,41680.78
1823,2017-12-29,44233.81
1824,2017-12-30,44664.31
1825,2017-12-31,43723.21
1826,2018-01-01,42381.63
