,datetime,UPPER_KLAMATH_LAKE_NEAR_KLAMATH_FALLS__OR.tsv
952,2015-08-11,8280.01
953,2015-08-12,8279.869999999999
954,2015-08-13,8279.869999999999
955,2015-08-14,8279.869999999999
956,2015-08-15,8279.89
957,2015-08-16,8280.130000000001
958,2015-08-17,8279.97
959,2015-08-18,8279.62
960,2015-08-19,8279.630000000001
961,2015-08-20,8279.580000000002
962,2015-08-21,8279.5
963,2015-08-22,8279.49
964,2015-08-23,8279.279999999999
965,2015-08-24,8279.27
966,2015-08-25,8279.16
967,2015-08-26,8279.01
968,2015-08-27,8278.99
969,2015-08-28,8278.380000000001
970,2015-08-29,8278.49
971,2015-08-30,8278.73
972,2015-08-31,8278.65
973,2015-09-01,8278.59
974,2015-09-02,8278.69
975,2015-09-03,8278.630000000001
976,2015-09-04,8278.61
977,2015-09-05,8278.35
978,2015-09-06,8278.3
979,2015-09-07,8278.439999999999
980,2015-09-08,8278.25
981,2015-09-09,8278.18
982,2015-09-10,8278.17
983,2015-09-11,8278.060000000001
984,2015-09-12,8278.05
985,2015-09-13,8278.03
986,2015-09-14,8277.84
987,2015-09-15,8277.84
988,2015-09-16,8277.580000000002
989,2015-09-17,8277.82
990,2015-09-18,8277.869999999999
991,2015-09-19,8277.93
992,2015-09-20,8277.82
993,2015-09-21,8277.84
994,2015-09-22,8277.77
995,2015-09-23,8277.75
996,2015-09-24,8277.7
997,2015-09-25,8277.7
998,2015-09-26,8277.900000000001
999,2015-09-27,8277.970000000001
1000,2015-09-28,8277.529999999999
1001,2015-09-29,8277.369999999999
1002,2015-09-30,8277.43
1003,2015-10-01,8277.560000000001
1004,2015-10-02,8277.57
1005,2015-10-03,8277.92
1006,2015-10-04,8277.58
1007,2015-10-05,8277.3
1008,2015-10-06,8277.220000000001
1009,2015-10-07,8277.14
1010,2015-10-08,8277.05
1011,2015-10-09,8277.02
1012,2015-10-10,8277.06
1013,2015-10-11,8277.03
1014,2015-10-12,8276.95
1015,2015-10-13,8276.98
1016,2015-10-14,8276.9
1017,2015-10-15,8276.849999999999
1018,2015-10-16,8276.77
1019,2015-10-17,8276.740000000002
1020,2015-10-18,8276.86
1021,2015-10-19,8276.86
1022,2015-10-20,8276.77
1023,2015-10-21,8276.79
1024,2015-10-22,8276.77
1025,2015-10-23,8276.58
1026,2015-10-24,8276.45
1027,2015-10-25,8276.470000000001
1028,2015-10-26,8276.49
1029,2015-10-27,8276.349999999999
1030,2015-10-28,8276.57
1031,2015-10-29,8276.58
1032,2015-10-30,8276.4
1033,2015-10-31,8276.24
1034,2015-11-01,8276.52
1035,2015-11-02,8276.85
1036,2015-11-03,8276.84
1037,2015-11-04,8276.58
1038,2015-11-05,8276.5
1039,2015-11-06,8276.56
1040,2015-11-07,8276.470000000001
1041,2015-11-08,8276.61
1042,2015-11-09,8276.779999999999
1043,2015-11-10,8276.529999999999
1044,2015-11-11,8276.47
1045,2015-11-12,8276.61
1046,2015-11-13,8276.59
1047,2015-11-14,8275.9
1048,2015-11-15,8276.99
1049,2015-11-16,8276.330000000002
1050,2015-11-17,8276.23
1051,2015-11-18,8276.54
1052,2015-11-19,8276.45
1053,2015-11-20,8276.9
1054,2015-11-21,8276.71
1055,2015-11-22,8276.61
1056,2015-11-23,8276.48
1057,2015-11-24,8276.97
1058,2015-11-25,8277.34
1059,2015-11-26,8276.83
1060,2015-11-27,8276.630000000001
1061,2015-11-28,8276.59
1062,2015-11-29,8276.58
1063,2015-11-30,8276.6
1064,2015-12-01,8276.619999999999
1065,2015-12-02,8276.67
1066,2015-12-03,8276.400000000001
1067,2015-12-04,8276.630000000001
1068,2015-12-05,8275.74
1069,2015-12-06,8276.6
1070,2015-12-07,8276.66
1071,2015-12-08,8276.779999999999
1072,2015-12-09,8276.45
1073,2015-12-10,8277.119999999999
1074,2015-12-11,8277.33
1075,2015-12-12,8277.009999999998
1076,2015-12-13,8277.91
1077,2015-12-14,8277.99
1078,2015-12-15,8277.93
1079,2015-12-16,8277.89
1080,2015-12-17,8277.880000000001
1081,2015-12-18,8278.1
1082,2015-12-19,8278.23
1083,2015-12-20,8278.16
1084,2015-12-21,8278.38
1085,2015-12-22,8278.61
1086,2015-12-23,8278.8
1087,2015-12-24,8278.900000000001
1088,2015-12-25,8278.99
1089,2015-12-26,8279.04
1090,2015-12-27,8279.08
1091,2015-12-28,8279.14
1092,2015-12-29,8279.2
1093,2015-12-30,8279.26
1094,2015-12-31,8279.32
1095,2016-01-01,8279.35
1096,2016-01-02,8279.4
1097,2016-01-03,8279.46
1098,2016-01-04,8279.45
1099,2016-01-05,8279.48
1100,2016-01-06,8279.55
1101,2016-01-07,8279.58
1102,2016-01-08,8279.61
1103,2016-01-09,8279.68
1104,2016-01-10,8279.75
1105,2016-01-11,8279.779999999999
1106,2016-01-12,8279.81
1107,2016-01-13,8279.89
1108,2016-01-14,8280.0
1109,2016-01-15,8280.07
1110,2016-01-16,8280.17
1111,2016-01-17,8280.33
1112,2016-01-18,8280.41
1113,2016-01-19,8280.560000000001
1114,2016-01-20,8280.67
1115,2016-01-21,8280.61
1116,2016-01-22,8280.759999999998
1117,2016-01-23,8281.01
1118,2016-01-24,8281.150000000001
1119,2016-01-25,8281.3
1120,2016-01-26,8281.43
1121,2016-01-27,8281.5
1122,2016-01-28,8281.54
1123,2016-01-29,8281.77
1124,2016-01-30,8281.93
1125,2016-01-31,8282.16
1126,2016-02-01,8282.07
1127,2016-02-02,8282.1
1128,2016-02-03,8282.119999999999
1129,2016-02-04,8282.31
1130,2016-02-05,8282.32
1131,2016-02-06,8282.400000000001
1132,2016-02-07,8282.47
1133,2016-02-08,8282.529999999999
1134,2016-02-09,8282.57
1135,2016-02-10,8282.6
1136,2016-02-11,8282.65
1137,2016-02-12,8282.8
1138,2016-02-13,8282.74
1139,2016-02-14,8282.73
1140,2016-02-15,8282.82
1141,2016-02-16,8282.95
1142,2016-02-17,8282.48
1143,2016-02-18,8282.759999999998
1144,2016-02-19,8283.06
1145,2016-02-20,8283.41
1146,2016-02-21,8283.47
1147,2016-02-22,8283.59
1148,2016-02-23,8283.68
1149,2016-02-24,8283.740000000002
1150,2016-02-25,8283.8
1151,2016-02-26,8283.880000000001
1152,2016-02-27,8283.869999999999
1153,2016-02-28,8283.9
1154,2016-02-29,8283.96
1155,2016-03-01,8284.08
1156,2016-03-02,8283.939999999999
1157,2016-03-03,8284.150000000001
1158,2016-03-04,8283.89
1159,2016-03-05,8283.91
1160,2016-03-06,8284.46
1161,2016-03-07,8284.869999999999
1162,2016-03-08,8284.71
1163,2016-03-09,8284.01
1164,2016-03-10,8285.029999999999
1165,2016-03-11,8285.01
1166,2016-03-12,8285.16
1167,2016-03-13,8285.42
1168,2016-03-14,8285.84
1169,2016-03-15,8285.82
1170,2016-03-16,8285.79
1171,2016-03-17,8285.81
1172,2016-03-18,8285.720000000001
1173,2016-03-19,8285.49
1174,2016-03-20,8285.529999999999
1175,2016-03-21,8285.509999999998
1176,2016-03-22,8285.810000000001
1177,2016-03-23,8285.64
1178,2016-03-24,8285.83
1179,2016-03-25,8285.84
1180,2016-03-26,8285.7
1181,2016-03-27,8285.869999999999
1182,2016-03-28,8286.14
1183,2016-03-29,8286.05
1184,2016-03-30,8285.720000000001
1185,2016-03-31,8285.74
1186,2016-04-01,8285.67
1187,2016-04-02,8285.619999999999
1188,2016-04-03,8285.67
1189,2016-04-04,8285.869999999999
1190,2016-04-05,8285.8
1191,2016-04-06,8285.779999999999
1192,2016-04-07,8285.86
1193,2016-04-08,8286.17
1194,2016-04-09,8286.04
1195,2016-04-10,8285.81
1196,2016-04-11,8285.92
1197,2016-04-12,8286.08
1198,2016-04-13,8285.919999999998
1199,2016-04-14,8286.08
1200,2016-04-15,8286.29
1201,2016-04-16,8286.3
1202,2016-04-17,8286.310000000001
1203,2016-04-18,8286.349999999999
1204,2016-04-19,8286.24
1205,2016-04-20,8286.07
1206,2016-04-21,8285.560000000001
1207,2016-04-22,8286.009999999998
1208,2016-04-23,8286.34
1209,2016-04-24,8286.52
1210,2016-04-25,8286.45
1211,2016-04-26,8286.15
1212,2016-04-27,8286.26
1213,2016-04-28,8286.240000000002
1214,2016-04-29,8286.369999999999
1215,2016-04-30,8286.119999999999
1216,2016-05-01,8285.93
1217,2016-05-02,8285.83
1218,2016-05-03,8285.95
1219,2016-05-04,8286.05
1220,2016-05-05,8286.18
1221,2016-05-06,8286.009999999998
1222,2016-05-07,8286.08
1223,2016-05-08,8285.92
1224,2016-05-09,8285.939999999999
1225,2016-05-10,8285.71
1226,2016-05-11,8285.66
1227,2016-05-12,8285.54
1228,2016-05-13,8285.5
1229,2016-05-14,8285.65
1230,2016-05-15,8285.75
1231,2016-05-16,8285.580000000002
1232,2016-05-17,8285.54
1233,2016-05-18,8285.619999999999
1234,2016-05-19,8285.83
1235,2016-05-20,8285.55
1236,2016-05-21,8285.32
1237,2016-05-22,8285.29
1238,2016-05-23,8285.4
1239,2016-05-24,8285.380000000001
1240,2016-05-25,8285.39
1241,2016-05-26,8285.41
1242,2016-05-27,8285.439999999999
1243,2016-05-28,8285.33
1244,2016-05-29,8285.21
1245,2016-05-30,8285.17
1246,2016-05-31,8285.14
1247,2016-06-01,8285.03
1248,2016-06-02,8285.01
1249,2016-06-03,8284.96
1250,2016-06-04,8284.89
1251,2016-06-05,8284.69
1252,2016-06-06,8284.75
1253,2016-06-07,8284.560000000001
1254,2016-06-08,8284.64
1255,2016-06-09,8284.529999999999
1256,2016-06-10,8284.619999999999
1257,2016-06-11,8284.46
1258,2016-06-12,8284.3
1259,2016-06-13,8284.349999999999
1260,2016-06-14,8284.130000000001
1261,2016-06-15,8283.88
1262,2016-06-16,8283.8
1263,2016-06-17,8283.61
1264,2016-06-18,8283.85
1265,2016-06-19,8283.880000000001
1266,2016-06-20,8283.92
1267,2016-06-21,8283.810000000001
1268,2016-06-22,8283.849999999999
1269,2016-06-23,8283.83
1270,2016-06-24,8283.74
1271,2016-06-25,8283.619999999999
1272,2016-06-26,8283.51
1273,2016-06-27,8283.45
1274,2016-06-28,8283.45
1275,2016-06-29,8283.44
1276,2016-06-30,8283.26
1277,2016-07-01,8283.11
1278,2016-07-02,8282.92
1279,2016-07-03,8282.939999999999
1280,2016-07-04,8282.8
1281,2016-07-05,8282.74
1282,2016-07-06,8282.59
1283,2016-07-07,8282.49
1284,2016-07-08,8282.32
1285,2016-07-09,8282.34
1286,2016-07-10,8282.33
1287,2016-07-11,8282.16
1288,2016-07-12,8282.14
1289,2016-07-13,8282.08
1290,2016-07-14,8282.029999999999
1291,2016-07-15,8282.029999999999
1292,2016-07-16,8281.89
1293,2016-07-17,8281.81
1294,2016-07-18,8281.56
1295,2016-07-19,8281.66
1296,2016-07-20,8281.43
1297,2016-07-21,8281.42
1298,2016-07-22,8281.39
1299,2016-07-23,8281.27
1300,2016-07-24,8281.119999999999
1301,2016-07-25,8281.01
1302,2016-07-26,8280.97
1303,2016-07-27,8280.970000000001
1304,2016-07-28,8280.869999999999
1305,2016-07-29,8280.7
1306,2016-07-30,8280.630000000001
1307,2016-07-31,8280.58
1308,2016-08-01,8280.33
1309,2016-08-02,8280.31
1310,2016-08-03,8280.39
1311,2016-08-04,8280.14
1312,2016-08-05,8280.05
1313,2016-08-06,8279.9
1314,2016-08-07,8279.84
1315,2016-08-08,8279.77
1316,2016-08-09,8279.64
1317,2016-08-10,8279.560000000001
1318,2016-08-11,8279.419999999998
1319,2016-08-12,8279.33
1320,2016-08-13,8279.279999999999
1321,2016-08-14,8279.32
1322,2016-08-15,8279.26
1323,2016-08-16,8278.990000000002
1324,2016-08-17,8279.08
1325,2016-08-18,8278.9
1326,2016-08-19,8278.83
1327,2016-08-20,8278.529999999999
1328,2016-08-21,8278.38
1329,2016-08-22,8278.34
1330,2016-08-23,8278.2
1331,2016-08-24,8278.21
1332,2016-08-25,8278.19
1333,2016-08-26,8277.82
1334,2016-08-27,8277.67
1335,2016-08-28,8277.44
1336,2016-08-29,8277.29
1337,2016-08-30,8277.46
1338,2016-08-31,8277.54
1339,2016-09-01,8277.33
1340,2016-09-02,8277.349999999999
1341,2016-09-03,8277.220000000001
1342,2016-09-04,8277.23
1343,2016-09-05,8277.09
1344,2016-09-06,8277.060000000001
1345,2016-09-07,8276.96
1346,2016-09-08,8276.96
1347,2016-09-09,8276.93
1348,2016-09-10,8276.75
1349,2016-09-11,8276.71
1350,2016-09-12,8276.99
1351,2016-09-13,8276.849999999999
1352,2016-09-14,8276.45
1353,2016-09-15,8276.55
1354,2016-09-16,8276.39
1355,2016-09-17,8276.380000000001
1356,2016-09-18,8276.369999999999
1357,2016-09-19,8276.369999999999
1358,2016-09-20,8276.619999999999
1359,2016-09-21,8276.5
1360,2016-09-22,8276.4
1361,2016-09-23,8276.07
1362,2016-09-24,8276.23
1363,2016-09-25,8276.16
1364,2016-09-26,8276.19
1365,2016-09-27,8276.27
1366,2016-09-28,8276.189999999999
1367,2016-09-29,8276.02
1368,2016-09-30,8276.14
1369,2016-10-01,8275.99
1370,2016-10-02,8276.02
1371,2016-10-03,8275.8
1372,2016-10-04,8276.099999999999
1373,2016-10-05,8276.11
1374,2016-10-06,8276.02
1375,2016-10-07,8276.14
1376,2016-10-08,8276.150000000001
1377,2016-10-09,8276.11
1378,2016-10-10,8276.15
1379,2016-10-11,8276.189999999999
1380,2016-10-12,8275.95
1381,2016-10-13,8274.96
1382,2016-10-14,8275.93
1383,2016-10-15,8275.68
1384,2016-10-16,8275.93
1385,2016-10-17,8276.34
1386,2016-10-18,8276.56
1387,2016-10-19,8276.689999999999
1388,2016-10-20,8276.68
1389,2016-10-21,8276.720000000001
1390,2016-10-22,8276.71
1391,2016-10-23,8275.98
1392,2016-10-24,8276.16
1393,2016-10-25,8276.380000000001
1394,2016-10-26,8276.03
1395,2016-10-27,8276.74
1396,2016-10-28,8276.93
1397,2016-10-29,8277.130000000001
1398,2016-10-30,8276.83
1399,2016-10-31,8277.1
1400,2016-11-01,8277.130000000001
1401,2016-11-02,8277.27
1402,2016-11-03,8277.310000000001
1403,2016-11-04,8277.36
1404,2016-11-05,8277.11
1405,2016-11-06,8277.279999999999
1406,2016-11-07,8277.419999999998
1407,2016-11-08,8277.43
1408,2016-11-09,8277.43
1409,2016-11-10,8277.45
1410,2016-11-11,8276.84
1411,2016-11-12,8277.41
1412,2016-11-13,8277.31
1413,2016-11-14,8277.13
1414,2016-11-15,8277.74
1415,2016-11-16,8277.689999999999
1416,2016-11-17,8277.650000000001
1417,2016-11-18,8277.08
1418,2016-11-19,8277.279999999999
1419,2016-11-20,8277.630000000001
1420,2016-11-21,8277.720000000001
1421,2016-11-22,8277.619999999999
1422,2016-11-23,8277.69
1423,2016-11-24,8277.43
1424,2016-11-25,8277.67
1425,2016-11-26,8277.92
1426,2016-11-27,8277.900000000001
1427,2016-11-28,8278.41
1428,2016-11-29,8278.11
1429,2016-11-30,8278.369999999999
1430,2016-12-01,8278.439999999999
1431,2016-12-02,8278.34
1432,2016-12-03,8278.33
1433,2016-12-04,8278.58
1434,2016-12-05,8278.509999999998
1435,2016-12-06,8278.67
1436,2016-12-07,8278.68
1437,2016-12-08,8278.62
1438,2016-12-09,8278.59
1439,2016-12-10,8278.869999999999
1440,2016-12-11,8278.83
1441,2016-12-12,8278.98
1442,2016-12-13,8279.1
1443,2016-12-14,8279.07
1444,2016-12-15,8279.61
1445,2016-12-16,8279.68
1446,2016-12-17,8279.61
1447,2016-12-18,8279.68
1448,2016-12-19,8279.71
1449,2016-12-20,8279.8
1450,2016-12-21,8279.880000000001
1451,2016-12-22,8279.86
1452,2016-12-23,8279.84
1453,2016-12-24,8279.79
1454,2016-12-25,8279.77
1455,2016-12-26,8279.7
1456,2016-12-27,8279.67
1457,2016-12-28,8279.68
1458,2016-12-29,8279.720000000001
1459,2016-12-30,8279.8
1460,2016-12-31,8279.75
1461,2017-01-01,8279.81
1462,2017-01-02,8279.85
1463,2017-01-03,8279.98
1464,2017-01-04,8280.130000000001
1465,2017-01-05,8280.14
1466,2017-01-06,8280.119999999999
1467,2017-01-07,8280.259999999998
1468,2017-01-08,8280.45
1469,2017-01-09,8280.54
1470,2017-01-10,8280.68
1471,2017-01-11,8280.810000000001
1472,2017-01-12,8280.89
1473,2017-01-13,8280.939999999999
1474,2017-01-14,8280.99
1475,2017-01-15,8281.04
1476,2017-01-16,8281.07
1477,2017-01-17,8281.07
1478,2017-01-18,8281.14
1479,2017-01-19,8281.24
1480,2017-01-20,8281.29
1481,2017-01-21,8281.33
1482,2017-01-22,8281.470000000001
1483,2017-01-23,8281.5
1484,2017-01-24,8281.54
1485,2017-01-25,8281.57
1486,2017-01-26,8281.57
1487,2017-01-27,8281.6
1488,2017-01-28,8281.64
1489,2017-01-29,8281.65
1490,2017-01-30,8281.68
1491,2017-01-31,8281.72
1492,2017-02-01,8281.8
1493,2017-02-02,8281.83
1494,2017-02-03,8281.9
1495,2017-02-04,8281.99
1496,2017-02-05,8282.07
1497,2017-02-06,8282.21
1498,2017-02-07,8282.45
1499,2017-02-08,8282.599999999999
1500,2017-02-09,8282.77
1501,2017-02-10,8282.939999999999
1502,2017-02-11,8283.0
1503,2017-02-12,8283.130000000001
1504,2017-02-13,8283.310000000001
1505,2017-02-14,8283.49
1506,2017-02-15,8283.59
1507,2017-02-16,8283.84
1508,2017-02-17,8284.060000000001
1509,2017-02-18,8284.21
1510,2017-02-19,8284.27
1511,2017-02-20,8284.49
1512,2017-02-21,8284.84
1513,2017-02-22,8285.05
1514,2017-02-23,8284.939999999999
1515,2017-02-24,8284.77
1516,2017-02-25,8284.8
1517,2017-02-26,8284.75
1518,2017-02-27,8284.7
1519,2017-02-28,8284.740000000002
1520,2017-03-01,8284.73
1521,2017-03-02,8284.75
1522,2017-03-03,8284.689999999999
1523,2017-03-04,8285.1
1524,2017-03-05,8284.86
1525,2017-03-06,8284.89
1526,2017-03-07,8284.82
1527,2017-03-08,8284.98
1528,2017-03-09,8285.1
1529,2017-03-10,8285.25
1530,2017-03-11,8285.25
1531,2017-03-12,8285.23
1532,2017-03-13,8285.23
1533,2017-03-14,8285.130000000001
1534,2017-03-15,8285.01
1535,2017-03-16,8285.14
1536,2017-03-17,8285.06
1537,2017-03-18,8285.03
1538,2017-03-19,8285.14
1539,2017-03-20,8284.66
1540,2017-03-21,8284.89
1541,2017-03-22,8285.32
1542,2017-03-23,8284.689999999999
1543,2017-03-24,8285.05
1544,2017-03-25,8285.17
1545,2017-03-26,8285.29
1546,2017-03-27,8285.380000000001
1547,2017-03-28,8285.19
1548,2017-03-29,8285.29
1549,2017-03-30,8285.85
1550,2017-03-31,8285.49
1551,2017-04-01,8285.5
1552,2017-04-02,8285.76
1553,2017-04-03,8285.49
1554,2017-04-04,8285.34
1555,2017-04-05,8285.32
1556,2017-04-06,8284.39
1557,2017-04-07,8285.41
1558,2017-04-08,8285.75
1559,2017-04-09,8285.5
1560,2017-04-10,8285.71
1561,2017-04-11,8285.25
1562,2017-04-12,8285.49
1563,2017-04-13,8285.86
1564,2017-04-14,8285.73
1565,2017-04-15,8285.61
1566,2017-04-16,8285.41
1567,2017-04-17,8285.380000000001
1568,2017-04-18,8285.400000000001
1569,2017-04-19,8285.23
1570,2017-04-20,8285.57
1571,2017-04-21,8285.52
1572,2017-04-22,8285.68
1573,2017-04-23,8285.54
1574,2017-04-24,8285.630000000001
1575,2017-04-25,8285.72
1576,2017-04-26,8285.89
1577,2017-04-27,8286.029999999999
1578,2017-04-28,8285.95
1579,2017-04-29,8285.89
1580,2017-04-30,8285.83
1581,2017-05-01,8285.7
1582,2017-05-02,8285.74
1583,2017-05-03,8285.75
1584,2017-05-04,8285.689999999999
1585,2017-05-05,8285.98
1586,2017-05-06,8286.119999999999
1587,2017-05-07,8285.9
1588,2017-05-08,8285.75
1589,2017-05-09,8285.56
1590,2017-05-10,8285.4
1591,2017-05-11,8285.39
1592,2017-05-12,8285.57
1593,2017-05-13,8285.5
1594,2017-05-14,8285.650000000001
1595,2017-05-15,8285.45
1596,2017-05-16,8285.61
1597,2017-05-17,8285.560000000001
1598,2017-05-18,8285.43
1599,2017-05-19,8285.43
1600,2017-05-20,8285.490000000002
1601,2017-05-21,8285.34
1602,2017-05-22,8285.19
1603,2017-05-23,8285.17
1604,2017-05-24,8285.25
1605,2017-05-25,8285.0
1606,2017-05-26,8284.98
1607,2017-05-27,8284.91
1608,2017-05-28,8284.77
1609,2017-05-29,8284.75
1610,2017-05-30,8284.86
1611,2017-05-31,8284.61
1612,2017-06-01,8284.74
1613,2017-06-02,8284.74
1614,2017-06-03,8284.6
1615,2017-06-04,8284.71
1616,2017-06-05,8284.69
1617,2017-06-06,8284.5
1618,2017-06-07,8283.95
1619,2017-06-08,8284.130000000001
1620,2017-06-09,8284.41
1621,2017-06-10,8284.35
1622,2017-06-11,8284.61
1623,2017-06-12,8284.48
1624,2017-06-13,8284.220000000001
1625,2017-06-14,8284.18
1626,2017-06-15,8284.05
1627,2017-06-16,8284.2
1628,2017-06-17,8284.12
1629,2017-06-18,8284.18
1630,2017-06-19,8284.17
1631,2017-06-20,8284.21
1632,2017-06-21,8284.1
1633,2017-06-22,8284.130000000001
1634,2017-06-23,8284.0
1635,2017-06-24,8283.89
1636,2017-06-25,8283.68
1637,2017-06-26,8283.64
1638,2017-06-27,8283.57
1639,2017-06-28,8283.54
1640,2017-06-29,8283.52
1641,2017-06-30,8283.41
1642,2017-07-01,8283.349999999999
1643,2017-07-02,8283.27
1644,2017-07-03,8283.119999999999
1645,2017-07-04,8282.83
1646,2017-07-05,8282.779999999999
1647,2017-07-06,8282.75
1648,2017-07-07,8282.720000000001
1649,2017-07-08,8282.720000000001
1650,2017-07-09,8282.62
1651,2017-07-10,8282.52
1652,2017-07-11,8282.43
1653,2017-07-12,8282.27
1654,2017-07-13,8282.27
1655,2017-07-14,8282.24
1656,2017-07-15,8282.11
1657,2017-07-16,8281.94
1658,2017-07-17,8281.849999999999
1659,2017-07-18,8281.689999999999
1660,2017-07-19,8281.69
1661,2017-07-20,8281.630000000001
1662,2017-07-21,8281.68
1663,2017-07-22,8281.529999999999
1664,2017-07-23,8281.400000000001
1665,2017-07-24,8280.89
1666,2017-07-25,8281.060000000001
1667,2017-07-26,8281.05
1668,2017-07-27,8281.029999999999
1669,2017-07-28,8281.07
1670,2017-07-29,8281.060000000001
1671,2017-07-30,8281.04
1672,2017-07-31,8280.939999999999
1673,2017-08-01,8280.83
1674,2017-08-02,8280.72
1675,2017-08-03,8280.560000000001
1676,2017-08-04,8280.41
1677,2017-08-05,8280.25
1678,2017-08-06,8280.189999999999
1679,2017-08-07,8280.15
1680,2017-08-08,8280.2
1681,2017-08-09,8280.16
1682,2017-08-10,8280.009999999998
1683,2017-08-11,8280.119999999999
1684,2017-08-12,8280.02
1685,2017-08-13,8280.12
1686,2017-08-14,8279.98
1687,2017-08-15,8279.98
1688,2017-08-16,8279.95
1689,2017-08-17,8279.79
1690,2017-08-18,8279.740000000002
1691,2017-08-19,8279.939999999999
1692,2017-08-20,8279.740000000002
1693,2017-08-21,8279.5
1694,2017-08-22,8279.46
1695,2017-08-23,8279.42
1696,2017-08-24,8279.48
1697,2017-08-25,8279.509999999998
1698,2017-08-26,8279.27
1699,2017-08-27,8279.21
1700,2017-08-28,8279.099999999999
1701,2017-08-29,8278.970000000001
1702,2017-08-30,8279.0
1703,2017-08-31,8278.9
1704,2017-09-01,8278.880000000001
1705,2017-09-02,8278.779999999999
1706,2017-09-03,8278.73
1707,2017-09-04,8278.77
1708,2017-09-05,8278.31
1709,2017-09-06,8278.560000000001
1710,2017-09-07,8278.470000000001
1711,2017-09-08,8278.470000000001
1712,2017-09-09,8278.439999999999
1713,2017-09-10,8278.599999999999
1714,2017-09-11,8278.560000000001
1715,2017-09-12,8278.279999999999
1716,2017-09-13,8278.2
1717,2017-09-14,8278.46
1718,2017-09-15,8278.19
1719,2017-09-16,8277.98
1720,2017-09-17,8277.78
1721,2017-09-18,8277.8
1722,2017-09-19,8277.59
1723,2017-09-20,8277.92
1724,2017-09-21,8277.93
1725,2017-09-22,8278.0
1726,2017-09-23,8277.939999999999
1727,2017-09-24,8277.85
1728,2017-09-25,8277.81
1729,2017-09-26,8277.77
1730,2017-09-27,8277.7
1731,2017-09-28,8277.630000000001
1732,2017-09-29,8277.73
1733,2017-09-30,8277.869999999999
1734,2017-10-01,8277.66
1735,2017-10-02,8277.76
1736,2017-10-03,8277.76
1737,2017-10-04,8277.470000000001
1738,2017-10-05,8277.49
1739,2017-10-06,8277.39
1740,2017-10-07,8277.849999999999
1741,2017-10-08,8277.52
1742,2017-10-09,8277.41
1743,2017-10-10,8277.61
1744,2017-10-11,8277.509999999998
1745,2017-10-12,8277.369999999999
1746,2017-10-13,8277.439999999999
1747,2017-10-14,8277.55
1748,2017-10-15,8277.45
1749,2017-10-16,8277.39
1750,2017-10-17,8277.41
1751,2017-10-18,8277.4
1752,2017-10-19,8277.3
1753,2017-10-20,8277.34
1754,2017-10-21,8277.130000000001
1755,2017-10-22,8277.52
1756,2017-10-23,8277.77
1757,2017-10-24,8277.75
1758,2017-10-25,8277.74
1759,2017-10-26,8277.86
1760,2017-10-27,8277.849999999999
1761,2017-10-28,8277.779999999999
1762,2017-10-29,8278.09
1763,2017-10-30,8278.5
1764,2017-10-31,8277.79
1765,2017-11-01,8277.720000000001
1766,2017-11-02,8277.51
1767,2017-11-03,8277.79
1768,2017-11-04,8277.849999999999
1769,2017-11-05,8277.7
1770,2017-11-06,8277.849999999999
1771,2017-11-07,8277.92
1772,2017-11-08,8277.23
1773,2017-11-09,8277.66
1774,2017-11-10,8277.86
1775,2017-11-11,8277.98
1776,2017-11-12,8277.400000000001
1777,2017-11-13,8278.05
1778,2017-11-14,8277.96
1779,2017-11-15,8277.68
1780,2017-11-16,8278.240000000002
1781,2017-11-17,8278.34
1782,2017-11-18,8278.29
1783,2017-11-19,8278.17
1784,2017-11-20,8278.19
1785,2017-11-21,8278.42
1786,2017-11-22,8278.52
1787,2017-11-23,8278.58
1788,2017-11-24,8278.74
1789,2017-11-25,8278.17
1790,2017-11-26,8278.56
1791,2017-11-27,8278.97
1792,2017-11-28,8279.01
1793,2017-11-29,8279.220000000001
1794,2017-11-30,8279.119999999999
1795,2017-12-01,8279.189999999999
1796,2017-12-02,8279.41
1797,2017-12-03,8279.4
1798,2017-12-04,8279.4
1799,2017-12-05,8279.52
1800,2017-12-06,8279.51
1801,2017-12-07,8279.53
1802,2017-12-08,8279.51
1803,2017-12-09,8279.54
1804,2017-12-10,8279.57
1805,2017-12-11,8279.619999999999
1806,2017-12-12,8279.64
1807,2017-12-13,8279.66
1808,2017-12-14,8279.71
1809,2017-12-15,8279.76
1810,2017-12-16,8279.79
1811,2017-12-17,8279.83
1812,2017-12-18,8279.869999999999
1813,2017-12-19,8280.029999999999
1814,2017-12-20,8280.01
1815,2017-12-21,8280.0
1816,2017-12-22,8279.99
1817,2017-12-23,8280.05
1818,2017-12-24,8280.09
1819,2017-12-25,8280.119999999999
1820,2017-12-26,8280.119999999999
1821,2017-12-27,8280.12
1822,2017-12-28,8280.16
1823,2017-12-29,8280.07
1824,2017-12-30,8280.33
1825,2017-12-31,8280.39
1826,2018-01-01,8280.41
