,datetime,UPPER_KLAMATH_LAKE_NR_K.FALLS(WEIGHT-MEAN_ELEV)_OR.tsv
1728,2017-09-25,8279.77
1729,2017-09-26,8279.75
1730,2017-09-27,8279.71
1731,2017-09-28,8279.69
1732,2017-09-29,8279.65
1733,2017-09-30,8279.630000000001
1734,2017-10-01,8279.57
1735,2017-10-02,8279.51
1736,2017-10-03,8279.53
1737,2017-10-04,8279.45
1738,2017-10-05,8279.43
1739,2017-10-06,8279.43
1740,2017-10-07,8279.43
1741,2017-10-08,8279.45
1742,2017-10-09,8279.43
1743,2017-10-10,8279.45
1744,2017-10-11,8279.43
1745,2017-10-12,8279.43
1746,2017-10-13,8279.43
1747,2017-10-14,8279.43
1748,2017-10-15,8279.41
1749,2017-10-16,8279.43
1750,2017-10-17,8279.45
1751,2017-10-18,8279.47
1752,2017-10-19,8279.47
1753,2017-10-20,8279.53
1754,2017-10-21,8279.630000000001
1755,2017-10-22,8279.69
1756,2017-10-23,8279.71
1757,2017-10-24,8279.73
1758,2017-10-25,8279.77
1759,2017-10-26,8279.77
1760,2017-10-27,8279.79
1761,2017-10-28,8279.79
1762,2017-10-29,8279.79
1763,2017-10-30,8279.89
1764,2017-10-31,8279.79
1765,2017-11-01,8279.77
1766,2017-11-02,8279.77
1767,2017-11-03,8279.79
1768,2017-11-04,8279.81
1769,2017-11-05,8279.869999999999
1770,2017-11-06,8279.869999999999
1771,2017-11-07,8279.91
1772,2017-11-08,8279.89
1773,2017-11-09,8279.99
1774,2017-11-10,8280.05
1775,2017-11-11,8280.07
1776,2017-11-12,8280.11
1777,2017-11-13,8280.130000000001
1778,2017-11-14,8280.17
1779,2017-11-15,8280.19
1780,2017-11-16,8280.25
1781,2017-11-17,8280.29
1782,2017-11-18,8280.33
1783,2017-11-19,8280.33
1784,2017-11-20,8280.43
1785,2017-11-21,8280.51
1786,2017-11-22,8280.57
1787,2017-11-23,8280.630000000001
1788,2017-11-24,8280.73
1789,2017-11-25,8280.77
1790,2017-11-26,8280.83
1791,2017-11-27,8280.99
1792,2017-11-28,8281.05
1793,2017-11-29,8281.130000000001
1794,2017-11-30,8281.17
1795,2017-12-01,8281.21
1796,2017-12-02,8281.27
1797,2017-12-03,8281.369999999999
1798,2017-12-04,8281.41
1799,2017-12-05,8281.47
1800,2017-12-06,8281.51
1801,2017-12-07,8281.53
1802,2017-12-08,8281.55
1803,2017-12-09,8281.59
1804,2017-12-10,8281.61
1805,2017-12-11,8281.630000000001
1806,2017-12-12,8281.67
1807,2017-12-13,8281.71
1808,2017-12-14,8281.75
1809,2017-12-15,8281.79
1810,2017-12-16,8281.83
1811,2017-12-17,8281.869999999999
1812,2017-12-18,8281.91
1813,2017-12-19,8281.95
1814,2017-12-20,8282.03
1815,2017-12-21,8282.05
1816,2017-12-22,8282.07
1817,2017-12-23,8282.09
1818,2017-12-24,8282.130000000001
1819,2017-12-25,8282.17
1820,2017-12-26,8282.19
1821,2017-12-27,8282.21
1822,2017-12-28,8282.25
1823,2017-12-29,8282.27
1824,2017-12-30,8282.33
1825,2017-12-31,8282.39
1826,2018-01-01,8282.45
