,datetime,CHESTER_MORSE_LAKE_AT_CEDAR_FALLS__WA.
1793,2015-11-29,1553.49
1794,2015-11-30,1553.37
1795,2015-12-01,1553.15
1796,2015-12-02,1552.92
1797,2015-12-03,1552.7
1798,2015-12-04,1552.41
1799,2015-12-05,1552.26
1800,2015-12-06,1552.7
1801,2015-12-07,1553.46
1802,2015-12-08,1554.97
1803,2015-12-09,1561.64
1804,2015-12-10,1563.79
1805,2015-12-11,1563.03
1806,2015-12-12,1561.69
1807,2015-12-13,1560.42
1808,2015-12-14,1559.23
1809,2015-12-15,1557.83
1810,2015-12-16,1556.8
1811,2015-12-17,1556.12
1812,2015-12-18,1555.52
1813,2015-12-19,1555.14
1814,2015-12-20,1554.76
1815,2015-12-21,1554.37
1816,2015-12-22,1553.95
1817,2015-12-23,1553.48
1818,2015-12-24,1553.06
1819,2015-12-25,1552.63
1820,2015-12-26,1552.37
1821,2015-12-27,1552.1
1822,2015-12-28,1551.74
1823,2015-12-29,1551.54
1824,2015-12-30,1551.49
1825,2015-12-31,1551.5
1826,2016-01-01,1551.46
1827,2016-01-02,1551.33
1828,2016-01-03,1551.24
1829,2016-01-04,1551.14
1830,2016-01-05,1551.08
1831,2016-01-06,1550.96
1832,2016-01-07,1550.86
1833,2016-01-08,1550.8
1834,2016-01-09,1550.77
1835,2016-01-10,1550.73
1836,2016-01-11,1550.7
1837,2016-01-12,1550.7
1838,2016-01-13,1550.82
1839,2016-01-14,1550.97
1840,2016-01-15,1551.05
1841,2016-01-16,1551.21
1842,2016-01-17,1551.47
1843,2016-01-18,1551.73
1844,2016-01-19,1551.95
1845,2016-01-20,1552.14
1846,2016-01-21,1552.41
1847,2016-01-22,1552.92
1848,2016-01-23,1553.34
1849,2016-01-24,1553.39
1850,2016-01-25,1553.21
1851,2016-01-26,1552.9
1852,2016-01-27,1552.74
1853,2016-01-28,1553.26
1854,2016-01-29,1555.74
1855,2016-01-30,1556.63
1856,2016-01-31,1556.66
1857,2016-02-01,1556.38
1858,2016-02-02,1555.82
1859,2016-02-03,1555.25
1860,2016-02-04,1554.76
1861,2016-02-05,1554.38
1862,2016-02-06,1554.01
1863,2016-02-07,1553.7
1864,2016-02-08,1553.32
1865,2016-02-09,1552.95
1866,2016-02-10,1552.67
1867,2016-02-11,1552.51
1868,2016-02-12,1552.74
1869,2016-02-13,1553.71
1870,2016-02-14,1554.81
1871,2016-02-15,1557.62
1872,2016-02-16,1560.66
1873,2016-02-17,1561.99
1874,2016-02-18,1562.2
1875,2016-02-19,1561.92
1876,2016-02-20,1561.39
1877,2016-02-21,1560.65
1878,2016-02-22,1559.87
1879,2016-02-23,1559.08
1880,2016-02-24,1558.05
1881,2016-02-25,1557.13
1882,2016-02-26,1556.22
1883,2016-02-27,1555.31
1884,2016-02-28,1554.52
1885,2016-02-29,1553.99
1886,2016-03-01,1553.41
1887,2016-03-02,1553.29
1888,2016-03-03,1553.27
1889,2016-03-04,1553.19
1890,2016-03-05,1552.78
1891,2016-03-06,1552.42
1892,2016-03-07,1552.12
1893,2016-03-08,1551.83
1894,2016-03-09,1551.71
1895,2016-03-10,1552.15
1896,2016-03-11,1552.73
1897,2016-03-12,1553.11
1898,2016-03-13,1553.51
1899,2016-03-14,1553.84
1900,2016-03-15,1554.19
1901,2016-03-16,1554.3
1902,2016-03-17,1554.18
1903,2016-03-18,1554.06
1904,2016-03-19,1553.81
1905,2016-03-20,1553.57
1906,2016-03-21,1553.33
1907,2016-03-22,1553.24
1908,2016-03-23,1553.27
1909,2016-03-24,1553.49
1910,2016-03-25,1553.78
1911,2016-03-26,1553.99
1912,2016-03-27,1554.08
1913,2016-03-28,1554.22
1914,2016-03-29,1554.23
1915,2016-03-30,1554.2
1916,2016-03-31,1554.18
1917,2016-04-01,1554.26
1918,2016-04-02,1554.52
1919,2016-04-03,1554.96
1920,2016-04-04,1555.48
1921,2016-04-05,1556.0
1922,2016-04-06,1556.43
1923,2016-04-07,1556.75
1924,2016-04-08,1557.16
1925,2016-04-09,1557.83
1926,2016-04-10,1558.46
1927,2016-04-11,1558.91
1928,2016-04-12,1559.24
1929,2016-04-13,1559.51
1930,2016-04-14,1559.7
1931,2016-04-15,1559.81
1932,2016-04-16,1559.88
1933,2016-04-17,1559.95
1934,2016-04-18,1560.08
1935,2016-04-19,1560.31
1936,2016-04-20,1560.72
1937,2016-04-21,1561.2
1938,2016-04-22,1561.64
1939,2016-04-23,1561.93
1940,2016-04-24,1562.18
1941,2016-04-25,1562.4
1942,2016-04-26,1562.51
1943,2016-04-27,1562.52
1944,2016-04-28,1562.52
1945,2016-04-29,1562.48
1946,2016-04-30,1562.44
1947,2016-05-01,1562.4
1948,2016-05-02,1562.37
1949,2016-05-03,1562.42
1950,2016-05-04,1562.51
1951,2016-05-05,1562.62
1952,2016-05-06,1562.65
1953,2016-05-07,1562.68
1954,2016-05-08,1562.75
1955,2016-05-09,1562.85
1956,2016-05-10,1562.83
1957,2016-05-11,1562.73
1958,2016-05-12,1562.62
1959,2016-05-13,1562.6
1960,2016-05-14,1562.48
1961,2016-05-15,1562.47
1962,2016-05-16,1562.45
1963,2016-05-17,1562.38
1964,2016-05-18,1562.31
1965,2016-05-19,1562.25
1966,2016-05-20,1562.19
1967,2016-05-21,1562.13
1968,2016-05-22,1562.24
1969,2016-05-23,1562.51
1970,2016-05-24,1562.66
1971,2016-05-25,1562.77
1972,2016-05-26,1562.83
1973,2016-05-27,1562.86
1974,2016-05-28,1562.91
1975,2016-05-29,1562.92
1976,2016-05-30,1562.92
1977,2016-05-31,1562.88
1978,2016-06-01,1562.82
1979,2016-06-02,1562.77
1980,2016-06-03,1562.75
1981,2016-06-04,1562.63
1982,2016-06-05,1562.48
1983,2016-06-06,1562.32
1984,2016-06-07,1562.14
1985,2016-06-08,1561.93
1986,2016-06-09,1561.69
1987,2016-06-10,1561.49
1988,2016-06-11,1561.38
1989,2016-06-12,1561.35
1990,2016-06-13,1561.26
1991,2016-06-14,1561.27
1992,2016-06-15,1561.28
1993,2016-06-16,1561.28
1994,2016-06-17,1561.25
1995,2016-06-18,1561.22
1996,2016-06-19,1561.24
1997,2016-06-20,1561.14
1998,2016-06-21,1561.03
1999,2016-06-22,1560.88
2000,2016-06-23,1560.71
2001,2016-06-24,1560.79
2002,2016-06-25,1561.11
2003,2016-06-26,1561.35
2004,2016-06-27,1561.49
2005,2016-06-28,1561.55
2006,2016-06-29,1561.56
2007,2016-06-30,1561.49
2008,2016-07-01,1561.42
2009,2016-07-02,1561.36
2010,2016-07-03,1561.27
2011,2016-07-04,1561.2
2012,2016-07-05,1561.1
2013,2016-07-06,1561.01
2014,2016-07-07,1560.91
2015,2016-07-08,1560.84
2016,2016-07-09,1560.8
2017,2016-07-10,1560.75
2018,2016-07-11,1560.67
2019,2016-07-12,1560.56
2020,2016-07-13,1560.49
2021,2016-07-14,1560.38
2022,2016-07-15,1560.26
2023,2016-07-16,1560.13
2024,2016-07-17,1560.01
2025,2016-07-18,1559.89
2026,2016-07-19,1559.8
2027,2016-07-20,1559.67
2028,2016-07-21,1559.54
2029,2016-07-22,1559.4
2030,2016-07-23,1559.23
2031,2016-07-24,1559.08
2032,2016-07-25,1558.91
2033,2016-07-26,1558.73
2034,2016-07-27,1558.57
2035,2016-07-28,1558.39
2036,2016-07-29,1558.21
2037,2016-07-30,1558.03
2038,2016-07-31,1557.87
2039,2016-08-01,1557.71
2040,2016-08-02,1557.54
2041,2016-08-03,1557.48
2042,2016-08-04,1557.34
2043,2016-08-05,1557.18
2044,2016-08-06,1557.02
2045,2016-08-07,1556.87
2046,2016-08-08,1556.73
2047,2016-08-09,1556.57
2048,2016-08-10,1556.42
2049,2016-08-11,1556.27
2050,2016-08-12,1556.11
2051,2016-08-13,1555.95
2052,2016-08-14,1555.77
2053,2016-08-15,1555.59
2054,2016-08-16,1555.42
2055,2016-08-17,1555.24
2056,2016-08-18,1555.07
2057,2016-08-19,1554.91
2058,2016-08-20,1554.71
2059,2016-08-21,1554.53
2060,2016-08-22,1554.34
2061,2016-08-23,1554.18
2062,2016-08-24,1554.01
2063,2016-08-25,1553.83
2064,2016-08-26,1553.66
2065,2016-08-27,1553.47
2066,2016-08-28,1553.3
2067,2016-08-29,1553.12
2068,2016-08-30,1552.94
2069,2016-08-31,1552.77
2070,2016-09-01,1552.62
2071,2016-09-02,1552.47
2072,2016-09-03,1552.38
2073,2016-09-04,1552.23
2074,2016-09-05,1552.06
2075,2016-09-06,1551.94
2076,2016-09-07,1551.79
2077,2016-09-08,1551.67
2078,2016-09-09,1551.51
2079,2016-09-10,1551.35
2080,2016-09-11,1551.18
2081,2016-09-12,1551.03
2082,2016-09-13,1550.87
2083,2016-09-14,1550.73
2084,2016-09-15,1550.61
2085,2016-09-16,1550.53
2086,2016-09-17,1550.5
2087,2016-09-18,1550.7
2088,2016-09-19,1550.68
2089,2016-09-20,1550.66
2090,2016-09-21,1550.61
2091,2016-09-22,1550.56
2092,2016-09-23,1550.52
2093,2016-09-24,1550.52
2094,2016-09-25,1550.51
2095,2016-09-26,1550.48
2096,2016-09-27,1550.21
2097,2016-09-28,1549.95
2098,2016-09-29,1549.66
2099,2016-09-30,1549.55
2100,2016-10-01,1549.45
2101,2016-10-02,1549.32
2102,2016-10-03,1549.17
2103,2016-10-04,1549.1
2104,2016-10-05,1548.98
2105,2016-10-06,1548.79
2106,2016-10-07,1548.67
2107,2016-10-08,1548.56
2108,2016-10-09,1548.61
2109,2016-10-10,1548.84
2110,2016-10-11,1548.93
2111,2016-10-12,1548.85
2112,2016-10-13,1548.83
2113,2016-10-14,1549.39
2114,2016-10-15,1550.26
2115,2016-10-16,1550.87
2116,2016-10-17,1551.15
2117,2016-10-18,1551.11
2118,2016-10-19,1551.12
2119,2016-10-20,1551.18
2120,2016-10-21,1552.66
2121,2016-10-22,1553.13
2122,2016-10-23,1552.88
2123,2016-10-24,1552.31
2124,2016-10-25,1551.66
2125,2016-10-26,1551.17
2126,2016-10-27,1551.18
2127,2016-10-28,1551.13
2128,2016-10-29,1550.96
2129,2016-10-30,1550.79
2130,2016-10-31,1550.77
2131,2016-11-01,1551.33
2132,2016-11-02,1551.79
2133,2016-11-03,1551.79
2134,2016-11-04,1551.51
2135,2016-11-05,1551.1
2136,2016-11-06,1550.97
2137,2016-11-07,1550.74
2138,2016-11-08,1550.42
2139,2016-11-09,1550.12
2140,2016-11-10,1549.91
2141,2016-11-11,1549.47
2142,2016-11-12,1549.02
2143,2016-11-13,1548.6
2144,2016-11-14,1548.55
2145,2016-11-15,1549.09
2146,2016-11-16,1549.88
2147,2016-11-17,1550.37
2148,2016-11-18,1550.44
2149,2016-11-19,1550.18
2150,2016-11-20,1549.78
2151,2016-11-21,1549.29
2152,2016-11-22,1548.79
2153,2016-11-23,1548.24
2154,2016-11-24,1548.05
2155,2016-11-25,1548.01
2156,2016-11-26,1547.88
2157,2016-11-27,1547.75
2158,2016-11-28,1547.79
2159,2016-11-29,1547.9
2160,2016-11-30,1548.09
2161,2016-12-01,1548.64
2162,2016-12-02,1549.04
2163,2016-12-03,1549.59
2164,2016-12-04,1550.29
2165,2016-12-05,1550.48
2166,2016-12-06,1550.2
2167,2016-12-07,1549.71
2168,2016-12-08,1549.59
2169,2016-12-09,1549.17
2170,2016-12-10,1548.91
2171,2016-12-11,1548.78
2172,2016-12-12,1548.73
2173,2016-12-13,1548.7
2174,2016-12-14,1548.69
2175,2016-12-15,1548.52
2176,2016-12-16,1548.45
2177,2016-12-17,1548.36
2178,2016-12-18,1548.25
2179,2016-12-19,1548.19
2180,2016-12-20,1548.31
2181,2016-12-21,1548.8
2182,2016-12-22,1549.06
2183,2016-12-23,1549.26
2184,2016-12-24,1549.32
2185,2016-12-25,1549.38
2186,2016-12-26,1549.41
2187,2016-12-27,1549.48
2188,2016-12-28,1549.49
2189,2016-12-29,1549.5
2190,2016-12-30,1549.67
2191,2016-12-31,1549.73
2192,2017-01-01,1549.77
2193,2017-01-02,1549.77
2194,2017-01-03,1549.74
2195,2017-01-04,1549.69
2196,2017-01-05,1549.56
2197,2017-01-06,1549.5
2198,2017-01-07,1549.46
2199,2017-01-08,1549.53
2200,2017-01-09,1549.22
2201,2017-01-10,1549.15
2202,2017-01-11,1549.03
2203,2017-01-12,1548.88
2204,2017-01-13,1548.7
2205,2017-01-14,1548.56
2206,2017-01-15,1548.32
2207,2017-01-16,1548.1
2208,2017-01-17,1547.93
2209,2017-01-18,1548.02
2210,2017-01-19,1548.25
2211,2017-01-20,1548.47
2212,2017-01-21,1548.53
2213,2017-01-22,1548.62
2214,2017-01-23,1548.66
2215,2017-01-24,1548.68
2216,2017-01-25,1548.87
2217,2017-01-26,1549.16
2218,2017-01-27,1549.24
2219,2017-01-28,1549.27
2220,2017-01-29,1549.27
2221,2017-01-30,1549.31
2222,2017-01-31,1549.33
2223,2017-02-01,1549.42
2224,2017-02-02,1549.41
2225,2017-02-03,1549.37
2226,2017-02-04,1549.26
2227,2017-02-05,1549.44
2228,2017-02-06,1549.56
2229,2017-02-07,1549.63
2230,2017-02-08,1549.6
2231,2017-02-09,1549.79
2232,2017-02-10,1551.0
2233,2017-02-11,1551.43
2234,2017-02-12,1551.42
2235,2017-02-13,1551.41
2236,2017-02-14,1551.38
2237,2017-02-15,1551.41
2238,2017-02-16,1552.19
2239,2017-02-17,1553.45
2240,2017-02-18,1554.26
2241,2017-02-19,1554.47
2242,2017-02-20,1554.27
2243,2017-02-21,1553.92
2244,2017-02-22,1553.52
2245,2017-02-23,1553.04
2246,2017-02-24,1552.63
2247,2017-02-25,1552.45
2248,2017-02-26,1552.32
2249,2017-02-27,1552.08
2250,2017-02-28,1551.88
2251,2017-03-01,1551.71
2252,2017-03-02,1551.45
2253,2017-03-03,1551.24
2254,2017-03-04,1551.17
2255,2017-03-05,1551.03
2256,2017-03-06,1550.86
2257,2017-03-07,1550.72
2258,2017-03-08,1550.59
2259,2017-03-09,1550.42
2260,2017-03-10,1550.54
2261,2017-03-11,1550.91
2262,2017-03-12,1551.39
2263,2017-03-13,1551.83
2264,2017-03-14,1552.95
2265,2017-03-15,1554.97
2266,2017-03-16,1557.36
2267,2017-03-17,1558.25
2268,2017-03-18,1558.74
2269,2017-03-19,1559.37
2270,2017-03-20,1559.23
2271,2017-03-21,1558.79
2272,2017-03-22,1558.42
2273,2017-03-23,1557.97
2274,2017-03-24,1557.58
2275,2017-03-25,1557.42
2276,2017-03-26,1557.23
2277,2017-03-27,1557.02
2278,2017-03-28,1556.93
2279,2017-03-29,1557.05
2280,2017-03-30,1557.97
2281,2017-03-31,1558.58
2282,2017-04-01,1558.55
2283,2017-04-02,1558.43
2284,2017-04-03,1558.0
2285,2017-04-04,1557.52
2286,2017-04-05,1556.98
2287,2017-04-06,1556.48
2288,2017-04-07,1556.06
2289,2017-04-08,1555.72
2290,2017-04-09,1555.34
2291,2017-04-10,1554.89
2292,2017-04-11,1554.59
2293,2017-04-12,1554.32
2294,2017-04-13,1554.45
2295,2017-04-14,1554.64
2296,2017-04-15,1554.76
2297,2017-04-16,1554.89
2298,2017-04-17,1554.81
2299,2017-04-18,1554.88
2300,2017-04-19,1554.99
2301,2017-04-20,1555.17
2302,2017-04-21,1555.43
2303,2017-04-22,1555.83
2304,2017-04-23,1556.11
2305,2017-04-24,1556.56
2306,2017-04-25,1556.86
2307,2017-04-26,1557.15
2308,2017-04-27,1557.56
2309,2017-04-28,1557.88
2310,2017-04-29,1558.03
2311,2017-04-30,1558.15
2312,2017-05-01,1558.39
2313,2017-05-02,1558.59
2314,2017-05-03,1558.75
2315,2017-05-04,1559.16
2316,2017-05-05,1560.65
2317,2017-05-06,1561.79
2318,2017-05-07,1561.96
2319,2017-05-08,1561.77
2320,2017-05-09,1561.42
2321,2017-05-10,1561.25
2322,2017-05-11,1561.25
2323,2017-05-12,1561.44
2324,2017-05-13,1561.48
2325,2017-05-14,1561.37
2326,2017-05-15,1561.35
2327,2017-05-16,1561.48
2328,2017-05-17,1561.8
2329,2017-05-18,1561.96
2330,2017-05-19,1561.93
2331,2017-05-20,1561.89
2332,2017-05-21,1561.98
2333,2017-05-22,1562.19
2334,2017-05-23,1562.59
2335,2017-05-24,1563.07
2336,2017-05-25,1563.22
2337,2017-05-26,1563.15
2338,2017-05-27,1563.15
2339,2017-05-28,1563.34
2340,2017-05-29,1563.66
2341,2017-05-30,1564.03
2342,2017-05-31,1564.05
2343,2017-06-01,1563.74
2344,2017-06-02,1563.7
2345,2017-06-03,1563.68
2346,2017-06-04,1563.73
2347,2017-06-05,1563.75
2348,2017-06-06,1563.79
2349,2017-06-07,1563.81
2350,2017-06-08,1563.97
2351,2017-06-09,1564.3
2352,2017-06-10,1564.43
2353,2017-06-11,1564.48
2354,2017-06-12,1564.47
2355,2017-06-13,1564.45
2356,2017-06-14,1564.42
2357,2017-06-15,1564.37
2358,2017-06-16,1564.79
2359,2017-06-17,1565.36
2360,2017-06-18,1565.67
2361,2017-06-19,1565.83
2362,2017-06-20,1565.85
2363,2017-06-21,1565.68
2364,2017-06-22,1565.44
2365,2017-06-23,1565.22
2366,2017-06-24,1565.11
2367,2017-06-25,1565.05
2368,2017-06-26,1564.94
2369,2017-06-27,1564.84
2370,2017-06-28,1564.7
2371,2017-06-29,1564.56
2372,2017-06-30,1564.41
2373,2017-07-01,1564.24
2374,2017-07-02,1564.07
2375,2017-07-03,1563.89
2376,2017-07-04,1563.7
2377,2017-07-05,1563.5
2378,2017-07-06,1563.3
2379,2017-07-07,1563.1
2380,2017-07-08,1562.9
2381,2017-07-09,1562.69
2382,2017-07-10,1562.47
2383,2017-07-11,1562.24
2384,2017-07-12,1562.03
2385,2017-07-13,1561.82
2386,2017-07-14,1561.59
2387,2017-07-15,1561.36
2388,2017-07-16,1561.14
2389,2017-07-17,1560.91
2390,2017-07-18,1560.68
2391,2017-07-19,1560.47
2392,2017-07-20,1560.26
2393,2017-07-21,1560.05
2394,2017-07-22,1559.85
2395,2017-07-23,1559.63
2396,2017-07-24,1559.42
2397,2017-07-25,1559.23
2398,2017-07-26,1559.04
2399,2017-07-27,1558.86
2400,2017-07-28,1558.67
2401,2017-07-29,1558.48
2402,2017-07-30,1558.28
2403,2017-07-31,1558.1
2404,2017-08-01,1557.91
2405,2017-08-02,1557.72
2406,2017-08-03,1557.53
2407,2017-08-04,1557.35
2408,2017-08-05,1557.15
2409,2017-08-06,1556.96
2410,2017-08-07,1556.77
2411,2017-08-08,1556.58
2412,2017-08-09,1556.4
2413,2017-08-10,1556.2
2414,2017-08-11,1556.02
2415,2017-08-12,1555.81
2416,2017-08-13,1555.65
2417,2017-08-14,1555.48
2418,2017-08-15,1555.3
2419,2017-08-16,1555.11
2420,2017-08-17,1554.92
2421,2017-08-18,1554.74
2422,2017-08-19,1554.55
2423,2017-08-20,1554.35
2424,2017-08-21,1554.17
2425,2017-08-22,1553.98
2426,2017-08-23,1553.81
2427,2017-08-24,1553.62
2428,2017-08-25,1553.49
2429,2017-08-26,1553.27
2430,2017-08-27,1553.09
2431,2017-08-28,1552.91
2432,2017-08-29,1552.72
2433,2017-08-30,1552.56
2434,2017-08-31,1552.39
2435,2017-09-01,1552.2
2436,2017-09-02,1552.02
2437,2017-09-03,1551.86
2438,2017-09-04,1551.68
2439,2017-09-05,1551.54
2440,2017-09-06,1551.32
2441,2017-09-07,1551.15
2442,2017-09-08,1550.99
2443,2017-09-09,1550.83
2444,2017-09-10,1550.71
2445,2017-09-11,1550.61
2446,2017-09-12,1550.54
2447,2017-09-13,1550.47
2448,2017-09-14,1550.44
2449,2017-09-15,1550.41
2450,2017-09-16,1550.41
2451,2017-09-17,1550.36
2452,2017-09-18,1550.4
2453,2017-09-19,1550.48
2454,2017-09-20,1550.51
2455,2017-09-21,1550.44
2456,2017-09-22,1550.37
2457,2017-09-23,1550.31
2458,2017-09-24,1550.25
2459,2017-09-25,1550.17
2460,2017-09-26,1550.12
2461,2017-09-27,1549.98
2462,2017-09-28,1549.87
2463,2017-09-29,1549.65
2464,2017-09-30,1549.53
2465,2017-10-01,1549.57
2466,2017-10-02,1549.54
2467,2017-10-03,1549.42
2468,2017-10-04,1549.3
2469,2017-10-05,1549.15
2470,2017-10-06,1548.97
2471,2017-10-07,1548.69
2472,2017-10-08,1548.59
2473,2017-10-09,1548.4
2474,2017-10-10,1548.05
2475,2017-10-11,1547.74
2476,2017-10-12,1547.48
2477,2017-10-13,1547.42
2478,2017-10-14,1547.3
2479,2017-10-15,1547.11
2480,2017-10-16,1546.89
2481,2017-10-17,1546.66
2482,2017-10-18,1546.61
2483,2017-10-19,1547.17
2484,2017-10-20,1548.79
2485,2017-10-21,1549.38
2486,2017-10-22,1552.92
2487,2017-10-23,1554.98
2488,2017-10-24,1555.07
2489,2017-10-25,1554.95
2490,2017-10-26,1554.79
2491,2017-10-27,1554.52
2492,2017-10-28,1554.18
2493,2017-10-29,1553.78
2494,2017-10-30,1553.45
2495,2017-10-31,1553.1
2496,2017-11-01,1552.84
2497,2017-11-02,1552.61
2498,2017-11-03,1552.43
2499,2017-11-04,1552.17
2500,2017-11-05,1551.92
2501,2017-11-06,1551.65
2502,2017-11-07,1551.45
2503,2017-11-08,1551.19
2504,2017-11-09,1550.93
2505,2017-11-10,1550.94
2506,2017-11-11,1550.93
2507,2017-11-12,1550.9
2508,2017-11-13,1550.89
2509,2017-11-14,1551.1
2510,2017-11-15,1551.19
2511,2017-11-16,1551.36
2512,2017-11-17,1551.41
2513,2017-11-18,1551.38
2514,2017-11-19,1551.32
2515,2017-11-20,1551.52
2516,2017-11-21,1552.84
2517,2017-11-22,1554.96
2518,2017-11-23,1556.93
2519,2017-11-24,1560.09
2520,2017-11-25,1560.54
2521,2017-11-26,1560.32
2522,2017-11-27,1559.97
2523,2017-11-28,1559.53
2524,2017-11-29,1559.29
2525,2017-11-30,1558.85
2526,2017-12-01,1558.34
2527,2017-12-02,1557.84
2528,2017-12-03,1557.35
2529,2017-12-04,1556.83
2530,2017-12-05,1556.22
2531,2017-12-06,1555.76
2532,2017-12-07,1555.5
2533,2017-12-08,1555.24
2534,2017-12-09,1554.98
2535,2017-12-10,1554.67
2536,2017-12-11,1554.39
2537,2017-12-12,1553.89
2538,2017-12-13,1553.66
2539,2017-12-14,1553.36
2540,2017-12-15,1553.05
2541,2017-12-16,1552.93
2542,2017-12-17,1552.8
2543,2017-12-18,1553.19
2544,2017-12-19,1554.94
2545,2017-12-20,1556.41
2546,2017-12-21,1556.91
2547,2017-12-22,1556.92
2548,2017-12-23,1556.63
2549,2017-12-24,1556.17
2550,2017-12-25,1555.64
2551,2017-12-26,1555.11
2552,2017-12-27,1554.51
2553,2017-12-28,1553.95
2554,2017-12-29,1554.32
2555,2017-12-30,1556.94
2556,2017-12-31,1558.06
2557,2018-01-01,1557.95
