,datetime,CHESTER_MORSE_LAKE_AT_CEDAR_FALLS__WA.
0,2011-01-01,1549.61
1,2011-01-02,1549.32
2,2011-01-03,1549.06
3,2011-01-04,1548.81
4,2011-01-05,1548.64
5,2011-01-06,1548.76
6,2011-01-07,1549.52
7,2011-01-08,1550.85
8,2011-01-09,1551.54
9,2011-01-10,1551.95
10,2011-01-11,1551.85
11,2011-01-12,1551.61
12,2011-01-13,1552.09
13,2011-01-14,1554.22
14,2011-01-15,1556.94
15,2011-01-16,1559.5
16,2011-01-17,1565.27
17,2011-01-18,1566.16
18,2011-01-19,1564.59
19,2011-01-20,1562.55
20,2011-01-21,1561.01
21,2011-01-22,1560.77
22,2011-01-23,1559.49
23,2011-01-24,1557.75
24,2011-01-25,1555.77
25,2011-01-26,1554.87
26,2011-01-27,1554.43
27,2011-01-28,1554.0
28,2011-01-29,1553.77
29,2011-01-30,1554.05
30,2011-01-31,1554.04
31,2011-02-01,1553.76
32,2011-02-02,1553.23
33,2011-02-03,1552.57
34,2011-02-04,1552.19
35,2011-02-05,1552.64
36,2011-02-06,1552.99
37,2011-02-07,1553.71
38,2011-02-08,1554.2
39,2011-02-09,1553.87
40,2011-02-10,1553.23
41,2011-02-11,1552.6
42,2011-02-12,1552.08
43,2011-02-13,1551.88
44,2011-02-14,1551.57
45,2011-02-15,1551.42
46,2011-02-16,1551.45
47,2011-02-17,1551.53
48,2011-02-18,1551.66
49,2011-02-19,1551.78
50,2011-02-20,1551.89
51,2011-02-21,1551.95
52,2011-02-22,1552.05
53,2011-02-23,1552.17
54,2011-02-24,1552.22
55,2011-02-25,1552.2
56,2011-02-26,1552.13
57,2011-02-27,1552.13
58,2011-02-28,1552.23
59,2011-03-01,1552.23
60,2011-03-02,1552.19
61,2011-03-03,1552.17
62,2011-03-04,1552.16
63,2011-03-05,1552.09
64,2011-03-06,1552.03
65,2011-03-07,1551.95
66,2011-03-08,1551.91
67,2011-03-09,1551.86
68,2011-03-10,1552.22
69,2011-03-11,1552.8
70,2011-03-12,1553.01
71,2011-03-13,1553.04
72,2011-03-14,1553.11
73,2011-03-15,1553.17
74,2011-03-16,1553.38
75,2011-03-17,1553.5
76,2011-03-18,1553.53
77,2011-03-19,1553.46
78,2011-03-20,1553.16
79,2011-03-21,1552.58
80,2011-03-22,1552.12
81,2011-03-23,1551.86
82,2011-03-24,1551.63
83,2011-03-25,1551.44
84,2011-03-26,1551.31
85,2011-03-27,1551.12
86,2011-03-28,1550.97
87,2011-03-29,1550.86
88,2011-03-30,1551.32
89,2011-03-31,1555.62
90,2011-04-01,1559.69
91,2011-04-02,1560.99
92,2011-04-03,1561.48
93,2011-04-04,1561.41
94,2011-04-05,1561.61
95,2011-04-06,1561.5
96,2011-04-07,1560.89
97,2011-04-08,1560.03
98,2011-04-09,1559.08
99,2011-04-10,1558.14
100,2011-04-11,1557.25
101,2011-04-12,1556.38
102,2011-04-13,1555.44
103,2011-04-14,1554.51
104,2011-04-15,1553.8
105,2011-04-16,1553.15
106,2011-04-17,1552.68
107,2011-04-18,1552.14
108,2011-04-19,1551.58
109,2011-04-20,1551.05
110,2011-04-21,1550.6
111,2011-04-22,1550.15
112,2011-04-23,1549.69
113,2011-04-24,1549.18
114,2011-04-25,1548.75
115,2011-04-26,1548.53
116,2011-04-27,1548.57
117,2011-04-28,1548.83
118,2011-04-29,1549.07
119,2011-04-30,1549.28
120,2011-05-01,1549.43
121,2011-05-02,1549.56
122,2011-05-03,1549.91
123,2011-05-04,1550.24
124,2011-05-05,1550.5
125,2011-05-06,1550.78
126,2011-05-07,1551.19
127,2011-05-08,1551.83
128,2011-05-09,1552.33
129,2011-05-10,1552.65
130,2011-05-11,1552.95
131,2011-05-12,1553.4
132,2011-05-13,1553.79
133,2011-05-14,1554.11
134,2011-05-15,1555.63
135,2011-05-16,1558.41
136,2011-05-17,1559.58
137,2011-05-18,1559.85
138,2011-05-19,1559.84
139,2011-05-20,1559.74
140,2011-05-21,1559.66
141,2011-05-22,1559.62
142,2011-05-23,1559.5
143,2011-05-24,1559.31
144,2011-05-25,1559.06
145,2011-05-26,1559.03
146,2011-05-27,1559.2
147,2011-05-28,1559.33
148,2011-05-29,1559.36
149,2011-05-30,1559.34
150,2011-05-31,1559.42
151,2011-06-01,1559.65
152,2011-06-02,1560.12
153,2011-06-03,1560.7
154,2011-06-04,1561.17
155,2011-06-05,1561.64
156,2011-06-06,1562.16
157,2011-06-07,1562.65
158,2011-06-08,1563.08
159,2011-06-09,1563.44
160,2011-06-10,1563.41
161,2011-06-11,1563.27
162,2011-06-12,1563.07
163,2011-06-13,1562.84
164,2011-06-14,1562.77
165,2011-06-15,1562.89
166,2011-06-16,1562.99
167,2011-06-17,1562.98
168,2011-06-18,1562.97
169,2011-06-19,1563.11
170,2011-06-20,1563.21
171,2011-06-21,1563.18
172,2011-06-22,1563.15
173,2011-06-23,1563.17
174,2011-06-24,1563.22
175,2011-06-25,1563.2
176,2011-06-26,1563.1
177,2011-06-27,1562.93
178,2011-06-28,1562.9
179,2011-06-29,1563.0
180,2011-06-30,1563.24
181,2011-07-01,1563.35
182,2011-07-02,1563.37
183,2011-07-03,1563.38
184,2011-07-04,1563.36
185,2011-07-05,1563.28
186,2011-07-06,1563.22
187,2011-07-07,1563.17
188,2011-07-08,1563.17
189,2011-07-09,1563.11
190,2011-07-10,1563.01
191,2011-07-11,1562.96
192,2011-07-12,1562.93
193,2011-07-13,1562.99
194,2011-07-14,1563.02
195,2011-07-15,1563.02
196,2011-07-16,1562.99
197,2011-07-17,1563.08
198,2011-07-18,1563.06
199,2011-07-19,1563.0
200,2011-07-20,1562.96
201,2011-07-21,1562.9
202,2011-07-22,1562.91
203,2011-07-23,1562.88
204,2011-07-24,1562.83
205,2011-07-25,1562.79
206,2011-07-26,1562.76
207,2011-07-27,1562.7
208,2011-07-28,1562.63
209,2011-07-29,1562.55
210,2011-07-30,1562.46
211,2011-07-31,1562.37
212,2011-08-01,1562.27
213,2011-08-02,1562.16
214,2011-08-03,1562.05
215,2011-08-04,1561.93
216,2011-08-05,1561.81
217,2011-08-06,1561.68
218,2011-08-07,1561.55
219,2011-08-08,1561.42
220,2011-08-09,1561.28
221,2011-08-10,1561.14
222,2011-08-11,1561.0
223,2011-08-12,1560.86
224,2011-08-13,1560.71
225,2011-08-14,1560.58
226,2011-08-15,1560.42
227,2011-08-16,1560.27
228,2011-08-17,1560.12
229,2011-08-18,1559.96
230,2011-08-19,1559.81
231,2011-08-20,1559.66
232,2011-08-21,1559.5
233,2011-08-22,1559.35
234,2011-08-23,1559.24
235,2011-08-24,1559.11
236,2011-08-25,1558.96
237,2011-08-26,1558.81
238,2011-08-27,1558.65
239,2011-08-28,1558.49
240,2011-08-29,1558.34
241,2011-08-30,1558.18
242,2011-08-31,1558.02
243,2011-09-01,1557.86
244,2011-09-02,1557.7
245,2011-09-03,1557.55
246,2011-09-04,1557.38
247,2011-09-05,1557.21
248,2011-09-06,1557.05
249,2011-09-07,1556.89
250,2011-09-08,1556.73
251,2011-09-09,1556.58
252,2011-09-10,1556.41
253,2011-09-11,1556.25
254,2011-09-12,1556.08
255,2011-09-13,1555.93
256,2011-09-14,1555.76
257,2011-09-15,1555.6
258,2011-09-16,1555.41
259,2011-09-17,1555.2
260,2011-09-18,1555.08
261,2011-09-19,1555.0
262,2011-09-20,1554.83
263,2011-09-21,1554.63
264,2011-09-22,1554.44
265,2011-09-23,1554.17
266,2011-09-24,1553.92
267,2011-09-25,1553.62
268,2011-09-26,1553.43
269,2011-09-27,1553.35
270,2011-09-28,1553.23
271,2011-09-29,1553.05
272,2011-09-30,1552.74
273,2011-10-01,1552.5
274,2011-10-02,1552.26
275,2011-10-03,1552.04
276,2011-10-04,1551.82
277,2011-10-05,1551.55
278,2011-10-06,1551.36
279,2011-10-07,1551.14
280,2011-10-08,1550.98
281,2011-10-09,1550.81
282,2011-10-10,1550.7
283,2011-10-11,1550.89
284,2011-10-12,1551.37
285,2011-10-13,1551.44
286,2011-10-14,1551.45
287,2011-10-15,1551.32
288,2011-10-16,1551.12
289,2011-10-17,1550.96
290,2011-10-18,1550.88
291,2011-10-19,1550.72
292,2011-10-20,1550.67
293,2011-10-21,1550.62
294,2011-10-22,1550.57
295,2011-10-23,1551.45
296,2011-10-24,1551.58
297,2011-10-25,1551.43
298,2011-10-26,1551.34
299,2011-10-27,1551.18
300,2011-10-28,1550.98
301,2011-10-29,1550.94
302,2011-10-30,1550.86
303,2011-10-31,1551.18
304,2011-11-01,1551.27
305,2011-11-02,1551.28
306,2011-11-03,1551.26
307,2011-11-04,1551.34
308,2011-11-05,1551.37
309,2011-11-06,1551.35
310,2011-11-07,1551.29
311,2011-11-08,1551.21
312,2011-11-09,1551.11
313,2011-11-10,1550.96
314,2011-11-11,1550.8
315,2011-11-12,1550.73
316,2011-11-13,1550.85
317,2011-11-14,1551.02
318,2011-11-15,1551.16
319,2011-11-16,1551.09
320,2011-11-17,1551.28
321,2011-11-18,1551.45
322,2011-11-19,1551.32
323,2011-11-20,1551.15
324,2011-11-21,1550.93
325,2011-11-22,1550.43
326,2011-11-23,1550.93
327,2011-11-24,1551.8
328,2011-11-25,1552.16
329,2011-11-26,1552.28
330,2011-11-27,1552.22
331,2011-11-28,1552.7
332,2011-11-29,1552.78
333,2011-11-30,1552.59
334,2011-12-01,1552.28
335,2011-12-02,1551.88
336,2011-12-03,1551.43
337,2011-12-04,1551.03
338,2011-12-05,1550.76
339,2011-12-06,1550.53
340,2011-12-07,1550.37
341,2011-12-08,1550.49
342,2011-12-09,1550.63
343,2011-12-10,1550.65
344,2011-12-11,1550.68
345,2011-12-12,1550.7
346,2011-12-13,1550.68
347,2011-12-14,1550.66
348,2011-12-15,1550.65
349,2011-12-16,1550.65
350,2011-12-17,1550.65
351,2011-12-18,1550.63
352,2011-12-19,1550.64
353,2011-12-20,1550.62
354,2011-12-21,1550.65
355,2011-12-22,1550.65
356,2011-12-23,1550.62
357,2011-12-24,1550.62
358,2011-12-25,1550.64
359,2011-12-26,1550.68
360,2011-12-27,1550.71
361,2011-12-28,1550.82
362,2011-12-29,1553.99
363,2011-12-30,1556.38
364,2011-12-31,1557.54
365,2012-01-01,1557.4
366,2012-01-02,1556.73
367,2012-01-03,1555.92
368,2012-01-04,1555.19
369,2012-01-05,1554.92
370,2012-01-06,1554.71
371,2012-01-07,1554.31
372,2012-01-08,1553.82
373,2012-01-09,1553.26
374,2012-01-10,1552.74
375,2012-01-11,1552.27
376,2012-01-12,1551.82
377,2012-01-13,1551.39
378,2012-01-14,1551.09
379,2012-01-15,1550.89
380,2012-01-16,1550.69
381,2012-01-17,1550.57
382,2012-01-18,1550.54
383,2012-01-19,1550.43
384,2012-01-20,1550.43
385,2012-01-21,1550.52
386,2012-01-22,1550.71
387,2012-01-23,1550.56
388,2012-01-24,1550.35
389,2012-01-25,1550.87
390,2012-01-26,1551.71
391,2012-01-27,1552.37
392,2012-01-28,1552.48
393,2012-01-29,1552.59
394,2012-01-30,1554.35
395,2012-01-31,1555.63
396,2012-02-01,1555.84
397,2012-02-02,1555.76
398,2012-02-03,1555.6
399,2012-02-04,1555.18
400,2012-02-05,1554.72
401,2012-02-06,1554.29
402,2012-02-07,1553.73
403,2012-02-08,1553.1
404,2012-02-09,1552.55
405,2012-02-10,1552.17
406,2012-02-11,1551.97
407,2012-02-12,1551.8
408,2012-02-13,1551.61
409,2012-02-14,1551.48
410,2012-02-15,1551.39
411,2012-02-16,1551.25
412,2012-02-17,1551.15
413,2012-02-18,1551.06
414,2012-02-19,1551.07
415,2012-02-20,1550.97
416,2012-02-21,1551.06
417,2012-02-22,1555.72
418,2012-02-23,1559.4
419,2012-02-24,1559.67
420,2012-02-25,1559.56
421,2012-02-26,1558.97
422,2012-02-27,1558.15
423,2012-02-28,1557.2
424,2012-02-29,1556.23
425,2012-03-01,1555.27
426,2012-03-02,1554.48
427,2012-03-03,1553.92
428,2012-03-04,1553.38
429,2012-03-05,1552.86
430,2012-03-06,1552.52
431,2012-03-07,1552.06
432,2012-03-08,1551.55
433,2012-03-09,1551.04
434,2012-03-10,1550.65
435,2012-03-11,1550.38
436,2012-03-12,1550.18
437,2012-03-13,1549.87
438,2012-03-14,1549.49
439,2012-03-15,1549.17
440,2012-03-16,1549.6
441,2012-03-17,1549.99
442,2012-03-18,1550.16
443,2012-03-19,1550.19
444,2012-03-20,1550.13
445,2012-03-21,1550.2
446,2012-03-22,1550.07
447,2012-03-23,1549.9
448,2012-03-24,1549.71
449,2012-03-25,1549.41
450,2012-03-26,1549.18
451,2012-03-27,1548.97
452,2012-03-28,1548.71
453,2012-03-29,1548.56
454,2012-03-30,1549.12
455,2012-03-31,1550.18
456,2012-04-01,1550.57
457,2012-04-02,1550.86
458,2012-04-03,1550.9
459,2012-04-04,1550.67
460,2012-04-05,1550.4
461,2012-04-06,1550.08
462,2012-04-07,1549.7
463,2012-04-08,1549.22
464,2012-04-09,1548.61
465,2012-04-10,1548.15
466,2012-04-11,1547.92
467,2012-04-12,1547.85
468,2012-04-13,1547.81
469,2012-04-14,1547.75
470,2012-04-15,1547.62
471,2012-04-16,1547.56
472,2012-04-17,1548.05
473,2012-04-18,1548.48
474,2012-04-19,1548.82
475,2012-04-20,1549.38
476,2012-04-21,1550.47
477,2012-04-22,1550.89
478,2012-04-23,1551.43
479,2012-04-24,1551.99
480,2012-04-25,1552.44
481,2012-04-26,1552.9
482,2012-04-27,1553.44
483,2012-04-28,1553.44
484,2012-04-29,1553.11
485,2012-04-30,1552.96
486,2012-05-01,1553.95
487,2012-05-02,1554.66
488,2012-05-03,1554.73
489,2012-05-04,1554.84
490,2012-05-05,1554.96
491,2012-05-06,1554.88
492,2012-05-07,1554.59
493,2012-05-08,1554.2
494,2012-05-09,1553.95
495,2012-05-10,1553.68
496,2012-05-11,1553.23
497,2012-05-12,1552.62
498,2012-05-13,1551.94
499,2012-05-14,1551.55
500,2012-05-15,1551.63
501,2012-05-16,1551.93
502,2012-05-17,1552.31
503,2012-05-18,1552.8
504,2012-05-19,1553.22
505,2012-05-20,1553.6
506,2012-05-21,1554.08
507,2012-05-22,1555.05
508,2012-05-23,1556.2
509,2012-05-24,1557.79
510,2012-05-25,1558.81
511,2012-05-26,1559.36
512,2012-05-27,1559.65
513,2012-05-28,1559.88
514,2012-05-29,1560.06
515,2012-05-30,1560.15
516,2012-05-31,1560.24
517,2012-06-01,1560.6
518,2012-06-02,1561.16
519,2012-06-03,1561.67
520,2012-06-04,1561.91
521,2012-06-05,1562.03
522,2012-06-06,1562.24
523,2012-06-07,1562.31
524,2012-06-08,1562.43
525,2012-06-09,1562.59
526,2012-06-10,1562.72
527,2012-06-11,1562.8
528,2012-06-12,1562.86
529,2012-06-13,1563.08
530,2012-06-14,1563.24
531,2012-06-15,1563.19
532,2012-06-16,1563.03
533,2012-06-17,1563.02
534,2012-06-18,1563.26
535,2012-06-19,1563.53
536,2012-06-20,1563.48
537,2012-06-21,1563.29
538,2012-06-22,1563.17
539,2012-06-23,1563.29
540,2012-06-24,1563.45
541,2012-06-25,1563.46
542,2012-06-26,1563.44
543,2012-06-27,1563.46
544,2012-06-28,1563.44
545,2012-06-29,1563.42
546,2012-06-30,1563.37
547,2012-07-01,1563.37
548,2012-07-02,1563.33
549,2012-07-03,1563.28
550,2012-07-04,1563.26
551,2012-07-05,1563.16
552,2012-07-06,1563.1
553,2012-07-07,1563.12
554,2012-07-08,1563.14
555,2012-07-09,1563.15
556,2012-07-10,1563.15
557,2012-07-11,1563.13
558,2012-07-12,1563.09
559,2012-07-13,1563.05
560,2012-07-14,1562.99
561,2012-07-15,1562.9
562,2012-07-16,1562.85
563,2012-07-17,1562.78
564,2012-07-18,1562.71
565,2012-07-19,1562.62
566,2012-07-20,1562.53
567,2012-07-21,1562.49
568,2012-07-22,1562.39
569,2012-07-23,1562.34
570,2012-07-24,1562.21
571,2012-07-25,1562.1
572,2012-07-26,1561.98
573,2012-07-27,1561.84
574,2012-07-28,1561.71
575,2012-07-29,1561.57
576,2012-07-30,1561.42
577,2012-07-31,1561.28
578,2012-08-01,1561.14
579,2012-08-02,1560.98
580,2012-08-03,1560.84
581,2012-08-04,1560.69
582,2012-08-05,1560.53
583,2012-08-06,1560.38
584,2012-08-07,1560.22
585,2012-08-08,1560.06
586,2012-08-09,1559.9
587,2012-08-10,1559.74
588,2012-08-11,1559.58
589,2012-08-12,1559.41
590,2012-08-13,1559.24
591,2012-08-14,1559.08
592,2012-08-15,1558.92
593,2012-08-16,1558.76
594,2012-08-17,1558.57
595,2012-08-18,1558.41
596,2012-08-19,1558.24
597,2012-08-20,1558.07
598,2012-08-21,1557.9
599,2012-08-22,1557.73
600,2012-08-23,1557.55
601,2012-08-24,1557.39
602,2012-08-25,1557.22
603,2012-08-26,1557.04
604,2012-08-27,1556.88
605,2012-08-28,1556.72
606,2012-08-29,1556.55
607,2012-08-30,1556.39
608,2012-08-31,1556.22
609,2012-09-01,1556.07
610,2012-09-02,1555.89
611,2012-09-03,1555.73
612,2012-09-04,1555.57
613,2012-09-05,1555.39
614,2012-09-06,1555.23
615,2012-09-07,1555.07
616,2012-09-08,1554.89
617,2012-09-09,1554.71
618,2012-09-10,1554.63
619,2012-09-11,1554.49
620,2012-09-12,1554.31
621,2012-09-13,1554.21
622,2012-09-14,1553.98
623,2012-09-15,1553.83
624,2012-09-16,1553.67
625,2012-09-17,1553.5
626,2012-09-18,1553.31
627,2012-09-19,1553.1
628,2012-09-20,1552.9
629,2012-09-21,1552.69
630,2012-09-22,1552.48
631,2012-09-23,1552.3
632,2012-09-24,1552.1
633,2012-09-25,1551.89
634,2012-09-26,1551.71
635,2012-09-27,1551.5
636,2012-09-28,1551.3
637,2012-09-29,1551.1
638,2012-09-30,1550.93
639,2012-10-01,1550.75
640,2012-10-02,1550.57
641,2012-10-03,1550.49
642,2012-10-04,1550.42
643,2012-10-05,1550.36
644,2012-10-06,1550.32
645,2012-10-07,1550.28
646,2012-10-08,1550.24
647,2012-10-09,1550.23
648,2012-10-10,1550.23
649,2012-10-11,1550.08
650,2012-10-12,1549.85
651,2012-10-13,1549.65
652,2012-10-14,1549.54
653,2012-10-15,1549.43
654,2012-10-16,1549.5
655,2012-10-17,1549.52
656,2012-10-18,1549.38
657,2012-10-19,1549.33
658,2012-10-20,1549.69
659,2012-10-21,1549.84
660,2012-10-22,1549.85
661,2012-10-23,1549.82
662,2012-10-24,1549.76
663,2012-10-25,1549.69
664,2012-10-26,1549.59
665,2012-10-27,1549.54
666,2012-10-28,1550.37
667,2012-10-29,1551.51
668,2012-10-30,1551.94
669,2012-10-31,1553.34
670,2012-11-01,1554.18
671,2012-11-02,1554.68
672,2012-11-03,1554.76
673,2012-11-04,1554.36
674,2012-11-05,1553.98
675,2012-11-06,1553.64
676,2012-11-07,1553.2
677,2012-11-08,1552.65
678,2012-11-09,1552.07
679,2012-11-10,1551.48
680,2012-11-11,1551.04
681,2012-11-12,1550.93
682,2012-11-13,1550.84
683,2012-11-14,1550.93
684,2012-11-15,1551.15
685,2012-11-16,1551.11
686,2012-11-17,1550.85
687,2012-11-18,1550.51
688,2012-11-19,1550.61
689,2012-11-20,1551.93
690,2012-11-21,1552.85
691,2012-11-22,1552.99
692,2012-11-23,1552.77
693,2012-11-24,1553.37
694,2012-11-25,1553.7
695,2012-11-26,1553.67
696,2012-11-27,1553.32
697,2012-11-28,1552.95
698,2012-11-29,1552.46
699,2012-11-30,1551.9
700,2012-12-01,1551.43
701,2012-12-02,1551.01
702,2012-12-03,1550.97
703,2012-12-04,1551.2
704,2012-12-05,1552.3
705,2012-12-06,1552.82
706,2012-12-07,1552.96
707,2012-12-08,1552.95
708,2012-12-09,1552.71
709,2012-12-10,1552.44
710,2012-12-11,1552.21
711,2012-12-12,1552.0
712,2012-12-13,1551.71
713,2012-12-14,1551.37
714,2012-12-15,1551.03
715,2012-12-16,1550.76
716,2012-12-17,1550.65
717,2012-12-18,1550.65
718,2012-12-19,1550.66
719,2012-12-20,1550.63
720,2012-12-21,1550.63
721,2012-12-22,1550.5
722,2012-12-23,1550.4
723,2012-12-24,1550.3
724,2012-12-25,1550.58
725,2012-12-26,1550.6
726,2012-12-27,1550.69
727,2012-12-28,1550.76
728,2012-12-29,1550.75
729,2012-12-30,1550.74
730,2012-12-31,1550.73
731,2013-01-01,1550.72
732,2013-01-02,1550.73
733,2013-01-03,1550.72
734,2013-01-04,1550.62
735,2013-01-05,1550.66
736,2013-01-06,1550.62
737,2013-01-07,1550.78
738,2013-01-08,1550.59
739,2013-01-09,1550.81
740,2013-01-10,1551.1
741,2013-01-11,1551.2
742,2013-01-12,1551.2
743,2013-01-13,1551.13
744,2013-01-14,1551.03
745,2013-01-15,1550.93
746,2013-01-16,1550.91
747,2013-01-17,1550.9
748,2013-01-18,1550.89
749,2013-01-19,1550.86
750,2013-01-20,1550.85
751,2013-01-21,1550.86
752,2013-01-22,1550.87
753,2013-01-23,1550.87
754,2013-01-24,1550.88
755,2013-01-25,1550.93
756,2013-01-26,1551.0
757,2013-01-27,1551.06
758,2013-01-28,1551.08
759,2013-01-29,1550.82
760,2013-01-30,1551.0
761,2013-01-31,1551.41
762,2013-02-01,1551.8
763,2013-02-02,1552.14
764,2013-02-03,1552.25
765,2013-02-04,1552.34
766,2013-02-05,1552.39
767,2013-02-06,1552.52
768,2013-02-07,1552.61
769,2013-02-08,1552.63
770,2013-02-09,1552.56
771,2013-02-10,1552.43
772,2013-02-11,1552.26
773,2013-02-12,1552.06
774,2013-02-13,1551.98
775,2013-02-14,1551.92
776,2013-02-15,1551.83
777,2013-02-16,1551.76
778,2013-02-17,1551.73
779,2013-02-18,1551.66
780,2013-02-19,1551.58
781,2013-02-20,1551.44
782,2013-02-21,1551.27
783,2013-02-22,1551.19
784,2013-02-23,1551.16
785,2013-02-24,1551.1
786,2013-02-25,1550.98
787,2013-02-26,1550.88
788,2013-02-27,1550.75
789,2013-02-28,1550.64
790,2013-03-01,1550.89
791,2013-03-02,1551.34
792,2013-03-03,1551.87
793,2013-03-04,1552.19
794,2013-03-05,1552.37
795,2013-03-06,1552.36
796,2013-03-07,1552.37
797,2013-03-08,1552.17
798,2013-03-09,1551.84
799,2013-03-10,1551.5
800,2013-03-11,1551.22
801,2013-03-12,1551.11
802,2013-03-13,1551.5
803,2013-03-14,1552.32
804,2013-03-15,1552.89
805,2013-03-16,1553.55
806,2013-03-17,1554.38
807,2013-03-18,1554.67
808,2013-03-19,1554.46
809,2013-03-20,1553.97
810,2013-03-21,1553.72
811,2013-03-22,1553.49
812,2013-03-23,1553.13
813,2013-03-24,1552.72
814,2013-03-25,1552.26
815,2013-03-26,1551.76
816,2013-03-27,1551.39
817,2013-03-28,1551.19
818,2013-03-29,1551.11
819,2013-03-30,1551.09
820,2013-03-31,1551.13
821,2013-04-01,1551.36
822,2013-04-02,1551.76
823,2013-04-03,1552.2
824,2013-04-04,1552.54
825,2013-04-05,1553.12
826,2013-04-06,1554.94
827,2013-04-07,1556.44
828,2013-04-08,1557.42
829,2013-04-09,1557.72
830,2013-04-10,1557.76
831,2013-04-11,1558.64
832,2013-04-12,1559.12
833,2013-04-13,1559.11
834,2013-04-14,1558.99
835,2013-04-15,1558.64
836,2013-04-16,1558.2
837,2013-04-17,1557.56
838,2013-04-18,1556.86
839,2013-04-19,1556.65
840,2013-04-20,1557.67
841,2013-04-21,1558.72
842,2013-04-22,1559.36
843,2013-04-23,1559.39
844,2013-04-24,1559.11
845,2013-04-25,1558.73
846,2013-04-26,1558.34
847,2013-04-27,1558.14
848,2013-04-28,1558.12
849,2013-04-29,1558.43
850,2013-04-30,1558.9
851,2013-05-01,1558.86
852,2013-05-02,1558.54
