,datetime,LAKE_SACAJAWEA_FOREBAY_AT_ICE_HARBOR_DAM__WA.
914,2013-09-09,376.2
915,2013-09-10,370.29999999999995
916,2013-09-11,370.09999999999997
917,2013-09-12,372.4
918,2013-09-13,373.6
919,2013-09-14,372.6
920,2013-09-15,370.40000000000003
921,2013-09-16,367.1
922,2013-09-17,369.9
923,2013-09-18,368.8
924,2013-09-19,365.40000000000003
925,2013-09-20,365.70000000000005
926,2013-09-21,362.0
927,2013-09-22,358.0
928,2013-09-23,354.79999999999995
929,2013-09-24,354.4
930,2013-09-25,354.32954545454544
931,2013-09-26,354.25909090909096
932,2013-09-27,354.18863636363636
933,2013-09-28,354.11818181818177
934,2013-09-29,354.04772727272723
935,2013-09-30,353.97727272727275
936,2013-10-01,353.9068181818182
937,2013-10-02,353.8363636363636
938,2013-10-03,353.765909090909
939,2013-10-04,353.69545454545454
940,2013-10-05,353.625
941,2013-10-06,353.55454545454546
942,2013-10-07,353.4840909090909
943,2013-10-08,353.41363636363633
944,2013-10-09,353.3431818181818
945,2013-10-10,353.27272727272725
946,2013-10-11,353.20227272727277
947,2013-10-12,353.1318181818182
948,2013-10-13,353.06136363636364
949,2013-10-14,352.99090909090904
950,2013-10-15,352.92045454545456
951,2013-10-16,352.84999999999997
952,2013-10-17,352.7795454545454
953,2013-10-18,352.70909090909095
954,2013-10-19,352.63863636363635
955,2013-10-20,352.56818181818176
956,2013-10-21,352.4977272727272
957,2013-10-22,352.42727272727274
958,2013-10-23,352.3568181818182
959,2013-10-24,352.28636363636366
960,2013-10-25,352.215909090909
961,2013-10-26,352.1454545454545
962,2013-10-27,352.075
963,2013-10-28,352.00454545454545
964,2013-10-29,351.93409090909097
965,2013-10-30,351.8636363636363
966,2013-10-31,351.7931818181818
967,2013-11-01,351.72272727272724
968,2013-11-02,351.65227272727276
969,2013-11-03,351.5818181818182
970,2013-11-04,351.5113636363636
971,2013-11-05,351.44090909090903
972,2013-11-06,351.37045454545455
973,2013-11-07,351.3
974,2013-11-08,351.2295454545454
975,2013-11-09,351.15909090909093
976,2013-11-10,351.08863636363634
977,2013-11-11,351.0181818181818
978,2013-11-12,350.9477272727272
979,2013-11-13,350.8772727272727
980,2013-11-14,350.8068181818182
981,2013-11-15,350.73636363636365
982,2013-11-16,350.6659090909091
983,2013-11-17,350.5954545454545
984,2013-11-18,350.525
985,2013-11-19,350.45454545454544
986,2013-11-20,350.38409090909096
987,2013-11-21,350.31363636363636
988,2013-11-22,350.24318181818177
989,2013-11-23,350.17272727272723
990,2013-11-24,350.10227272727275
991,2013-11-25,350.0318181818182
992,2013-11-26,349.9613636363636
993,2013-11-27,349.8909090909091
994,2013-11-28,349.82045454545454
995,2013-11-29,349.75
996,2013-11-30,349.67954545454546
997,2013-12-01,349.6090909090909
998,2013-12-02,349.53863636363633
999,2013-12-03,349.4681818181818
1000,2013-12-04,349.39772727272725
1001,2013-12-05,349.32727272727277
1002,2013-12-06,349.2568181818182
1003,2013-12-07,349.18636363636364
1004,2013-12-08,349.1159090909091
1005,2013-12-09,349.04545454545456
1006,2013-12-10,348.97499999999997
1007,2013-12-11,348.9045454545454
1008,2013-12-12,348.83409090909095
1009,2013-12-13,348.76363636363635
1010,2013-12-14,348.6931818181818
1011,2013-12-15,348.6227272727272
1012,2013-12-16,348.55227272727274
1013,2013-12-17,348.4818181818182
1014,2013-12-18,348.41136363636366
1015,2013-12-19,348.3409090909091
1016,2013-12-20,348.2704545454545
1017,2013-12-21,348.2
1018,2013-12-22,348.12954545454545
1019,2013-12-23,348.05909090909097
1020,2013-12-24,347.9886363636363
1021,2013-12-25,347.9181818181818
1022,2013-12-26,347.84772727272724
1023,2013-12-27,347.77727272727276
1024,2013-12-28,347.70681818181816
1025,2013-12-29,347.6363636363636
1026,2013-12-30,347.56590909090914
1027,2013-12-31,347.49545454545455
1028,2014-01-01,347.425
1029,2014-01-02,347.3545454545454
1030,2014-01-03,347.28409090909093
1031,2014-01-04,347.21363636363634
1032,2014-01-05,347.1431818181818
1033,2014-01-06,347.0727272727272
1034,2014-01-07,347.0022727272727
1035,2014-01-08,346.9318181818182
1036,2014-01-09,346.86136363636365
1037,2014-01-10,346.79090909090917
1038,2014-01-11,346.7204545454545
1039,2014-01-12,346.65
1040,2014-01-13,346.57954545454544
1041,2014-01-14,346.50909090909096
1042,2014-01-15,346.43863636363636
1043,2014-01-16,346.36818181818177
1044,2014-01-17,346.29772727272723
1045,2014-01-18,346.22727272727275
1046,2014-01-19,346.1568181818182
1047,2014-01-20,346.0863636363636
1048,2014-01-21,346.01590909090913
1049,2014-01-22,345.94545454545454
1050,2014-01-23,345.875
1051,2014-01-24,345.80454545454546
1052,2014-01-25,345.7340909090909
1053,2014-01-26,345.66363636363633
1054,2014-01-27,345.5931818181818
1055,2014-01-28,345.52272727272725
1056,2014-01-29,345.45227272727277
1057,2014-01-30,345.3818181818182
1058,2014-01-31,345.31136363636364
1059,2014-02-01,345.24090909090916
1060,2014-02-02,345.17045454545456
1061,2014-02-03,345.09999999999997
1062,2014-02-04,345.0295454545454
1063,2014-02-05,344.95909090909095
1064,2014-02-06,344.88863636363635
1065,2014-02-07,344.8181818181818
1066,2014-02-08,344.7477272727272
1067,2014-02-09,344.67727272727274
1068,2014-02-10,344.6068181818182
1069,2014-02-11,344.53636363636366
1070,2014-02-12,344.4659090909091
1071,2014-02-13,344.3954545454545
1072,2014-02-14,344.325
1073,2014-02-15,344.25454545454545
1074,2014-02-16,344.18409090909097
1075,2014-02-17,344.1136363636363
1076,2014-02-18,344.0431818181818
1077,2014-02-19,343.97272727272724
1078,2014-02-20,343.90227272727276
1079,2014-02-21,343.8318181818182
1080,2014-02-22,343.7613636363636
1081,2014-02-23,343.69090909090914
1082,2014-02-24,343.62045454545455
1083,2014-02-25,343.55
1084,2014-02-26,343.4795454545454
1085,2014-02-27,343.40909090909093
1086,2014-02-28,343.33863636363634
1087,2014-03-01,343.2681818181818
1088,2014-03-02,343.19772727272726
1089,2014-03-03,343.1272727272727
1090,2014-03-04,343.0568181818182
1091,2014-03-05,342.98636363636365
1092,2014-03-06,342.91590909090917
1093,2014-03-07,342.8454545454545
1094,2014-03-08,342.775
1095,2014-03-09,342.70454545454544
1096,2014-03-10,342.63409090909096
1097,2014-03-11,342.56363636363636
1098,2014-03-12,342.49318181818177
1099,2014-03-13,342.42272727272723
1100,2014-03-14,342.35227272727275
1101,2014-03-15,342.2818181818182
1102,2014-03-16,342.2113636363636
1103,2014-03-17,342.14090909090913
1104,2014-03-18,342.07045454545454
1105,2014-03-19,342.0
1106,2014-03-20,339.9
1107,2014-03-21,335.8
1108,2014-03-22,337.6
1109,2014-03-23,337.6
1110,2014-03-24,337.1
1111,2014-03-25,339.7
1112,2014-03-26,338.9
1113,2014-03-27,335.1
1114,2014-03-28,332.7
1115,2014-03-29,331.3
1116,2014-03-30,329.6
1117,2014-03-31,329.7
1118,2014-04-01,333.0
1119,2014-04-02,332.5
1120,2014-04-03,332.90000000000003
1121,2014-04-04,335.59999999999997
1122,2014-04-05,346.2
1123,2014-04-06,355.0
1124,2014-04-07,358.5
1125,2014-04-08,367.3
1126,2014-04-09,369.6
1127,2014-04-10,370.9
1128,2014-04-11,374.0
1129,2014-04-12,374.4
1130,2014-04-13,369.8
1131,2014-04-14,369.9
1132,2014-04-15,371.2
1133,2014-04-16,369.9
1134,2014-04-17,371.7
1135,2014-04-18,370.3
1136,2014-04-19,367.0
1137,2014-04-20,362.7
1138,2014-04-21,369.6
1139,2014-04-22,373.7
1140,2014-04-23,369.3
1141,2014-04-24,369.1
1142,2014-04-25,367.90000000000003
1143,2014-04-26,369.7
1144,2014-04-27,366.7
1145,2014-04-28,360.20000000000005
1146,2014-04-29,361.0
1147,2014-04-30,370.8
1148,2014-05-01,379.7
1149,2014-05-02,389.1
1150,2014-05-03,389.1
1151,2014-05-04,382.9
1152,2014-05-05,377.0
1153,2014-05-06,374.9
1154,2014-05-07,376.20000000000005
1155,2014-05-08,380.09999999999997
1156,2014-05-09,378.3
1157,2014-05-10,371.7
1158,2014-05-11,368.8
1159,2014-05-12,372.9
1160,2014-05-13,376.9
1161,2014-05-14,379.6
1162,2014-05-15,387.3
1163,2014-05-16,389.5
1164,2014-05-17,385.4
1165,2014-05-18,381.70000000000005
1166,2014-05-19,377.4
1167,2014-05-20,381.09999999999997
1168,2014-05-21,385.09999999999997
1169,2014-05-22,388.70000000000005
1170,2014-05-23,390.09999999999997
1171,2014-05-24,385.3
1172,2014-05-25,383.2
1173,2014-05-26,379.6
1174,2014-05-27,379.79999999999995
1175,2014-05-28,381.59999999999997
1176,2014-05-29,379.7
1177,2014-05-30,383.20000000000005
1178,2014-05-31,386.9
1179,2014-06-01,387.1
1180,2014-06-02,390.8
1181,2014-06-03,390.8
1182,2014-06-04,387.29999999999995
1183,2014-06-05,386.2
1184,2014-06-06,385.5
1185,2014-06-07,388.4
1186,2014-06-08,390.9
1187,2014-06-09,393.5
1188,2014-06-10,393.8
1189,2014-06-11,391.3
1190,2014-06-12,391.59999999999997
1191,2014-06-13,384.79999999999995
1192,2014-06-14,377.7
1193,2014-06-15,378.6
1194,2014-06-16,379.7
1195,2014-06-17,378.6
1196,2014-06-18,380.5
1197,2014-06-19,386.8
1198,2014-06-20,388.8
1199,2014-06-21,386.8
1200,2014-06-22,391.3
1201,2014-06-23,391.40000000000003
1202,2014-06-24,388.59999999999997
1203,2014-06-25,389.5
1204,2014-06-26,390.9
1205,2014-06-27,390.0
1206,2014-06-28,385.0
1207,2014-06-29,380.40000000000003
1208,2014-06-30,383.9
1209,2014-07-01,391.1
1210,2014-07-02,397.5
1211,2014-07-03,398.3
1212,2014-07-04,395.5
1213,2014-07-05,392.4
1214,2014-07-06,394.1
1215,2014-07-07,396.2
1216,2014-07-08,399.90000000000003
1217,2014-07-09,402.8
1218,2014-07-10,404.1
1219,2014-07-11,400.9
1220,2014-07-12,399.6
1221,2014-07-13,401.9
1222,2014-07-14,404.0
1223,2014-07-15,404.09999999999997
1224,2014-07-16,406.0
1225,2014-07-17,406.5
1226,2014-07-18,405.9
1227,2014-07-19,403.5
1228,2014-07-20,401.90000000000003
1229,2014-07-21,398.0
1230,2014-07-22,393.9
1231,2014-07-23,393.3
1232,2014-07-24,389.3
1233,2014-07-25,389.3
1234,2014-07-26,390.1
1235,2014-07-27,389.8
1236,2014-07-28,393.4
1237,2014-07-29,399.9
1238,2014-07-30,402.2
1239,2014-07-31,403.90000000000003
1240,2014-08-01,407.3
1241,2014-08-02,407.29999999999995
1242,2014-08-03,405.40000000000003
1243,2014-08-04,405.0
1244,2014-08-05,402.0
1245,2014-08-06,399.0
1246,2014-08-07,400.59999999999997
1247,2014-08-08,402.1
1248,2014-08-09,400.59999999999997
1249,2014-08-10,397.0
1250,2014-08-11,400.8
1251,2014-08-12,401.5
1252,2014-08-13,401.59999999999997
1253,2014-08-14,401.9
1254,2014-08-15,401.90000000000003
1255,2014-08-16,400.8
1256,2014-08-17,396.6
1257,2014-08-18,397.8
1258,2014-08-19,399.20000000000005
1259,2014-08-20,397.90000000000003
1260,2014-08-21,396.1
1261,2014-08-22,394.7
1262,2014-08-23,393.1
1263,2014-08-24,389.6
1264,2014-08-25,384.5
1265,2014-08-26,385.3
1266,2014-08-27,388.2
1267,2014-08-28,390.9
1268,2014-08-29,390.90000000000003
1269,2014-08-30,392.6
1270,2014-08-31,389.90000000000003
1271,2014-09-01,387.2
1272,2014-09-02,386.5
1273,2014-09-03,382.59999999999997
1274,2014-09-04,378.7
1275,2014-09-05,378.59999999999997
1276,2014-09-06,379.4
1277,2014-09-07,380.2
1278,2014-09-08,375.90000000000003
1279,2014-09-09,368.6
1280,2014-09-10,372.0
1281,2014-09-11,371.8
1282,2014-09-12,365.0
1283,2014-09-13,362.3
1284,2014-09-14,358.40000000000003
1285,2014-09-15,356.5
1286,2014-09-16,357.29999999999995
1287,2014-09-17,359.4
1288,2014-09-18,359.2
1289,2014-09-19,356.1
1290,2014-09-20,356.0
1291,2014-09-21,355.9
1292,2014-09-22,355.77173913043475
1293,2014-09-23,355.64347826086953
1294,2014-09-24,355.5152173913043
1295,2014-09-25,355.3869565217391
1296,2014-09-26,355.25869565217386
1297,2014-09-27,355.13043478260875
1298,2014-09-28,355.0021739130435
1299,2014-09-29,354.8739130434783
1300,2014-09-30,354.7456521739131
1301,2014-10-01,354.61739130434785
1302,2014-10-02,354.4891304347826
1303,2014-10-03,354.3608695652174
1304,2014-10-04,354.2326086956522
1305,2014-10-05,354.10434782608695
1306,2014-10-06,353.9760869565217
1307,2014-10-07,353.8478260869565
1308,2014-10-08,353.7195652173913
1309,2014-10-09,353.59130434782605
1310,2014-10-10,353.4630434782609
1311,2014-10-11,353.3347826086956
1312,2014-10-12,353.2065217391305
1313,2014-10-13,353.07826086956516
1314,2014-10-14,352.95000000000005
1315,2014-10-15,352.82173913043476
1316,2014-10-16,352.6934782608696
1317,2014-10-17,352.5652173913043
1318,2014-10-18,352.43695652173915
1319,2014-10-19,352.30869565217387
1320,2014-10-20,352.1804347826087
1321,2014-10-21,352.05217391304353
1322,2014-10-22,351.92391304347825
1323,2014-10-23,351.7956521739131
1324,2014-10-24,351.6673913043478
1325,2014-10-25,351.53913043478263
1326,2014-10-26,351.41086956521735
1327,2014-10-27,351.2826086956522
1328,2014-10-28,351.1543478260869
1329,2014-10-29,351.0260869565218
1330,2014-10-30,350.8978260869565
1331,2014-10-31,350.76956521739135
1332,2014-11-01,350.6413043478261
1333,2014-11-02,350.5130434782609
1334,2014-11-03,350.3847826086957
1335,2014-11-04,350.25652173913045
1336,2014-11-05,350.1282608695652
1337,2014-11-06,350.0
1338,2014-11-07,349.8717391304348
1339,2014-11-08,349.74347826086955
1340,2014-11-09,349.6152173913043
1341,2014-11-10,349.4869565217391
1342,2014-11-11,349.3586956521739
1343,2014-11-12,349.23043478260865
1344,2014-11-13,349.1021739130435
1345,2014-11-14,348.9739130434782
1346,2014-11-15,348.8456521739131
1347,2014-11-16,348.7173913043478
1348,2014-11-17,348.58913043478265
1349,2014-11-18,348.46086956521737
1350,2014-11-19,348.3326086956522
1351,2014-11-20,348.2043478260869
1352,2014-11-21,348.07608695652175
1353,2014-11-22,347.94782608695647
1354,2014-11-23,347.8195652173913
1355,2014-11-24,347.69130434782613
1356,2014-11-25,347.56304347826085
1357,2014-11-26,347.4347826086957
1358,2014-11-27,347.3065217391304
1359,2014-11-28,347.17826086956524
1360,2014-11-29,347.04999999999995
1361,2014-11-30,346.9217391304348
1362,2014-12-01,346.7934782608695
1363,2014-12-02,346.6652173913044
1364,2014-12-03,346.5369565217391
1365,2014-12-04,346.40869565217395
1366,2014-12-05,346.2804347826087
1367,2014-12-06,346.1521739130435
1368,2014-12-07,346.0239130434783
1369,2014-12-08,345.89565217391305
1370,2014-12-09,345.7673913043478
1371,2014-12-10,345.6391304347826
1372,2014-12-11,345.5108695652174
1373,2014-12-12,345.38260869565215
1374,2014-12-13,345.2543478260869
1375,2014-12-14,345.1260869565217
1376,2014-12-15,344.9978260869565
1377,2014-12-16,344.86956521739125
1378,2014-12-17,344.74130434782614
1379,2014-12-18,344.6130434782609
1380,2014-12-19,344.4847826086957
1381,2014-12-20,344.35652173913047
1382,2014-12-21,344.22826086956525
1383,2014-12-22,344.1
1384,2014-12-23,343.9717391304348
1385,2014-12-24,343.8434782608696
1386,2014-12-25,343.71521739130435
1387,2014-12-26,343.5869565217391
1388,2014-12-27,343.4586956521739
1389,2014-12-28,343.3304347826087
1390,2014-12-29,343.2021739130435
1391,2014-12-30,343.0739130434782
1392,2014-12-31,342.94565217391306
1393,2015-01-01,342.8173913043478
1394,2015-01-02,342.6891304347826
1395,2015-01-03,342.5608695652174
1396,2015-01-04,342.4326086956522
1397,2015-01-05,342.30434782608694
1398,2015-01-06,342.1760869565218
1399,2015-01-07,342.0478260869565
1400,2015-01-08,341.9195652173913
1401,2015-01-09,341.7913043478261
1402,2015-01-10,341.6630434782609
1403,2015-01-11,341.53478260869565
1404,2015-01-12,341.4065217391304
1405,2015-01-13,341.2782608695652
1406,2015-01-14,341.15
1407,2015-01-15,341.02173913043475
1408,2015-01-16,340.89347826086953
1409,2015-01-17,340.7652173913043
1410,2015-01-18,340.6369565217391
1411,2015-01-19,340.50869565217386
1412,2015-01-20,340.38043478260875
1413,2015-01-21,340.2521739130435
1414,2015-01-22,340.1239130434783
1415,2015-01-23,339.9956521739131
1416,2015-01-24,339.86739130434785
1417,2015-01-25,339.7391304347826
1418,2015-01-26,339.6108695652174
1419,2015-01-27,339.4826086956522
1420,2015-01-28,339.35434782608695
1421,2015-01-29,339.2260869565217
1422,2015-01-30,339.0978260869565
1423,2015-01-31,338.9695652173913
1424,2015-02-01,338.84130434782605
1425,2015-02-02,338.7130434782609
1426,2015-02-03,338.5847826086956
1427,2015-02-04,338.4565217391305
1428,2015-02-05,338.3282608695652
1429,2015-02-06,338.20000000000005
1430,2015-02-07,338.07173913043476
1431,2015-02-08,337.9434782608696
1432,2015-02-09,337.8152173913043
1433,2015-02-10,337.68695652173915
1434,2015-02-11,337.55869565217387
1435,2015-02-12,337.4304347826087
1436,2015-02-13,337.30217391304353
1437,2015-02-14,337.17391304347825
1438,2015-02-15,337.0456521739131
1439,2015-02-16,336.9173913043478
1440,2015-02-17,336.78913043478263
1441,2015-02-18,336.66086956521735
1442,2015-02-19,336.53260869565213
1443,2015-02-20,336.4043478260869
1444,2015-02-21,336.27608695652174
1445,2015-02-22,336.1478260869565
1446,2015-02-23,336.0195652173913
1447,2015-02-24,335.8913043478261
1448,2015-02-25,335.7630434782609
1449,2015-02-26,335.6347826086957
1450,2015-02-27,335.50652173913045
1451,2015-02-28,335.3782608695652
1452,2015-03-01,335.25
1453,2015-03-02,335.1217391304348
1454,2015-03-03,334.99347826086955
1455,2015-03-04,334.8652173913043
1456,2015-03-05,334.7369565217391
1457,2015-03-06,334.6086956521739
1458,2015-03-07,334.48043478260865
1459,2015-03-08,334.3521739130435
1460,2015-03-09,334.2239130434783
1461,2015-03-10,334.0956521739131
1462,2015-03-11,333.96739130434787
1463,2015-03-12,333.83913043478265
1464,2015-03-13,333.7108695652174
1465,2015-03-14,333.5826086956522
1466,2015-03-15,333.454347826087
1467,2015-03-16,333.32608695652175
1468,2015-03-17,333.1978260869565
1469,2015-03-18,333.0695652173913
1470,2015-03-19,332.94130434782613
1471,2015-03-20,332.81304347826085
1472,2015-03-21,332.6847826086957
1473,2015-03-22,332.5565217391304
1474,2015-03-23,332.42826086956524
1475,2015-03-24,332.29999999999995
1476,2015-03-25,330.79999999999995
1477,2015-03-26,331.59999999999997
1478,2015-03-27,334.5
1479,2015-03-28,335.0
1480,2015-03-29,333.4
1481,2015-03-30,335.2
1482,2015-03-31,335.59999999999997
1483,2015-04-01,332.8
1484,2015-04-02,330.8
1485,2015-04-03,333.0
1486,2015-04-04,334.2
1487,2015-04-05,343.9
1488,2015-04-06,358.29999999999995
1489,2015-04-07,365.9
1490,2015-04-08,367.9
1491,2015-04-09,367.79999999999995
1492,2015-04-10,374.4
1493,2015-04-11,375.09999999999997
1494,2015-04-12,370.3
1495,2015-04-13,370.40000000000003
1496,2015-04-14,367.3
1497,2015-04-15,361.9
1498,2015-04-16,366.0
1499,2015-04-17,369.1
1500,2015-04-18,373.7
1501,2015-04-19,381.3
1502,2015-04-20,387.9
1503,2015-04-21,392.2
1504,2015-04-22,388.2
1505,2015-04-23,385.40000000000003
1506,2015-04-24,380.5
1507,2015-04-25,376.4
1508,2015-04-26,373.8
1509,2015-04-27,379.90000000000003
1510,2015-04-28,386.1
1511,2015-04-29,387.59999999999997
1512,2015-04-30,388.3
1513,2015-05-01,389.90000000000003
1514,2015-05-02,385.90000000000003
1515,2015-05-03,389.0
1516,2015-05-04,391.79999999999995
1517,2015-05-05,388.0
1518,2015-05-06,383.7
1519,2015-05-07,380.2
1520,2015-05-08,381.0
1521,2015-05-09,382.7
1522,2015-05-10,385.2
1523,2015-05-11,388.5
1524,2015-05-12,388.9
1525,2015-05-13,383.1
1526,2015-05-14,379.29999999999995
1527,2015-05-15,377.59999999999997
1528,2015-05-16,380.3
1529,2015-05-17,382.90000000000003
1530,2015-05-18,383.4
1531,2015-05-19,388.2
1532,2015-05-20,390.4
1533,2015-05-21,394.90000000000003
1534,2015-05-22,397.2
1535,2015-05-23,394.2
1536,2015-05-24,394.3
1537,2015-05-25,392.40000000000003
1538,2015-05-26,392.79999999999995
1539,2015-05-27,390.0
1540,2015-05-28,391.4
1541,2015-05-29,394.0
1542,2015-05-30,397.1
1543,2015-05-31,399.8
1544,2015-06-01,400.5
1545,2015-06-02,395.1
1546,2015-06-03,389.3
1547,2015-06-04,386.8
1548,2015-06-05,389.90000000000003
1549,2015-06-06,396.3
1550,2015-06-07,401.1
1551,2015-06-08,406.70000000000005
1552,2015-06-09,409.0
1553,2015-06-10,407.8
1554,2015-06-11,406.1
1555,2015-06-12,404.0
1556,2015-06-13,399.0
1557,2015-06-14,394.5
1558,2015-06-15,391.3
1559,2015-06-16,392.8
1560,2015-06-17,393.5
1561,2015-06-18,397.40000000000003
1562,2015-06-19,398.2
1563,2015-06-20,399.4
1564,2015-06-21,399.5
1565,2015-06-22,397.3
1566,2015-06-23,396.4
1567,2015-06-24,399.0
1568,2015-06-25,400.9
1569,2015-06-26,401.2
1570,2015-06-27,401.59999999999997
1571,2015-06-28,404.2
1572,2015-06-29,405.3
1573,2015-06-30,407.20000000000005
1574,2015-07-01,405.79999999999995
1575,2015-07-02,405.1
1576,2015-07-03,405.1
1577,2015-07-04,405.1
1578,2015-07-05,405.0
1579,2015-07-06,405.2
1580,2015-07-07,409.3
1581,2015-07-08,403.8
1582,2015-07-09,398.09999999999997
1583,2015-07-10,399.9
1584,2015-07-11,395.6
1585,2015-07-12,393.8
1586,2015-07-13,389.9
1587,2015-07-14,385.09999999999997
1588,2015-07-15,384.9
1589,2015-07-16,389.0
1590,2015-07-17,392.40000000000003
1591,2015-07-18,396.0
1592,2015-07-19,396.3
1593,2015-07-20,392.8
1594,2015-07-21,397.59999999999997
1595,2015-07-22,400.5
1596,2015-07-23,401.1
1597,2015-07-24,394.2
1598,2015-07-25,392.70000000000005
1599,2015-07-26,390.70000000000005
1600,2015-07-27,390.0
1601,2015-07-28,389.1
1602,2015-07-29,389.90000000000003
1603,2015-07-30,393.70000000000005
1604,2015-07-31,393.5
1605,2015-08-01,400.3
1606,2015-08-02,403.0
1607,2015-08-03,403.0
1608,2015-08-04,400.9
1609,2015-08-05,399.0
1610,2015-08-06,397.9
1611,2015-08-07,396.7
1612,2015-08-08,393.3
1613,2015-08-09,390.0
1614,2015-08-10,385.8
1615,2015-08-11,386.8
1616,2015-08-12,389.3
1617,2015-08-13,388.3
1618,2015-08-14,381.2
1619,2015-08-15,375.8
1620,2015-08-16,376.2
1621,2015-08-17,376.40000000000003
1622,2015-08-18,372.40000000000003
1623,2015-08-19,370.5
1624,2015-08-20,374.0
1625,2015-08-21,374.2
1626,2015-08-22,369.9
1627,2015-08-23,373.0
1628,2015-08-24,374.6
1629,2015-08-25,372.4
1630,2015-08-26,367.7
1631,2015-08-27,367.8
1632,2015-08-28,372.4
1633,2015-08-29,372.2
1634,2015-08-30,370.6
1635,2015-08-31,369.5
1636,2015-09-01,370.5
1637,2015-09-02,367.90000000000003
1638,2015-09-03,365.4
1639,2015-09-04,363.1
1640,2015-09-05,360.5
1641,2015-09-06,357.9
1642,2015-09-07,357.5
1643,2015-09-08,357.1
1644,2015-09-09,356.7
1645,2015-09-10,354.1
1646,2015-09-11,353.95463917525774
1647,2015-09-12,353.80927835051546
1648,2015-09-13,353.66391752577323
1649,2015-09-14,353.51855670103095
1650,2015-09-15,353.3731958762886
1651,2015-09-16,353.22783505154644
1652,2015-09-17,353.08247422680404
1653,2015-09-18,352.9371134020619
1654,2015-09-19,352.79175257731964
1655,2015-09-20,352.6463917525773
1656,2015-09-21,352.5010309278351
1657,2015-09-22,352.3556701030928
1658,2015-09-23,352.21030927835045
1659,2015-09-24,352.0649484536083
1660,2015-09-25,351.91958762886594
1661,2015-09-26,351.7742268041237
1662,2015-09-27,351.62886597938143
1663,2015-09-28,351.48350515463915
1664,2015-09-29,351.3381443298969
1665,2015-09-30,351.19278350515464
1666,2015-10-01,351.04742268041235
1667,2015-10-02,350.9020618556701
1668,2015-10-03,350.75670103092784
1669,2015-10-04,350.61134020618556
1670,2015-10-05,350.46597938144333
1671,2015-10-06,350.32061855670105
1672,2015-10-07,350.17525773195877
1673,2015-10-08,350.0298969072165
1674,2015-10-09,349.8845360824742
1675,2015-10-10,349.739175257732
1676,2015-10-11,349.59381443298963
1677,2015-10-12,349.4484536082474
1678,2015-10-13,349.3030927835052
1679,2015-10-14,349.1577319587629
1680,2015-10-15,349.01237113402067
1681,2015-10-16,348.8670103092784
1682,2015-10-17,348.72164948453604
1683,2015-10-18,348.5762886597938
1684,2015-10-19,348.43092783505153
1685,2015-10-20,348.28556701030925
1686,2015-10-21,348.140206185567
1687,2015-10-22,347.99484536082474
1688,2015-10-23,347.8494845360825
1689,2015-10-24,347.70412371134023
1690,2015-10-25,347.5587628865979
1691,2015-10-26,347.41340206185566
1692,2015-10-27,347.26804123711344
1693,2015-10-28,347.1226804123711
1694,2015-10-29,346.9773195876289
1695,2015-10-30,346.8319587628866
1696,2015-10-31,346.68659793814436
1697,2015-11-01,346.5412371134021
1698,2015-11-02,346.3958762886598
1699,2015-11-03,346.25051546391757
1700,2015-11-04,346.1051546391752
1701,2015-11-05,345.95979381443294
1702,2015-11-06,345.8144329896907
1703,2015-11-07,345.66907216494843
1704,2015-11-08,345.5237113402062
1705,2015-11-09,345.3783505154639
1706,2015-11-10,345.23298969072164
1707,2015-11-11,345.0876288659794
1708,2015-11-12,344.9422680412371
1709,2015-11-13,344.79690721649484
1710,2015-11-14,344.6515463917526
1711,2015-11-15,344.50618556701033
1712,2015-11-16,344.36082474226805
1713,2015-11-17,344.2154639175258
1714,2015-11-18,344.0701030927835
1715,2015-11-19,343.92474226804126
1716,2015-11-20,343.779381443299
1717,2015-11-21,343.63402061855663
1718,2015-11-22,343.4886597938144
1719,2015-11-23,343.3432989690721
1720,2015-11-24,343.19793814432984
1721,2015-11-25,343.0525773195876
1722,2015-11-26,342.90721649484533
1723,2015-11-27,342.7618556701031
1724,2015-11-28,342.6164948453608
1725,2015-11-29,342.47113402061854
1726,2015-11-30,342.3257731958763
1727,2015-12-01,342.180412371134
1728,2015-12-02,342.03505154639174
1729,2015-12-03,341.8896907216495
1730,2015-12-04,341.7443298969072
1731,2015-12-05,341.598969072165
1732,2015-12-06,341.4536082474227
1733,2015-12-07,341.30824742268044
1734,2015-12-08,341.1628865979382
1735,2015-12-09,341.0175257731959
1736,2015-12-10,340.8721649484536
1737,2015-12-11,340.72680412371136
1738,2015-12-12,340.581443298969
1739,2015-12-13,340.43608247422674
1740,2015-12-14,340.29072164948457
1741,2015-12-15,340.1453608247422
1742,2015-12-16,340.0
1743,2015-12-17,339.8546391752577
1744,2015-12-18,339.70927835051543
1745,2015-12-19,339.5639175257732
1746,2015-12-20,339.4185567010309
1747,2015-12-21,339.27319587628864
1748,2015-12-22,339.1278350515464
1749,2015-12-23,338.98247422680413
1750,2015-12-24,338.8371134020619
1751,2015-12-25,338.6917525773196
1752,2015-12-26,338.54639175257734
1753,2015-12-27,338.40103092783505
1754,2015-12-28,338.25567010309277
1755,2015-12-29,338.1103092783505
1756,2015-12-30,337.96494845360826
1757,2015-12-31,337.8195876288659
1758,2016-01-01,337.67422680412375
1759,2016-01-02,337.52886597938146
1760,2016-01-03,337.3835051546391
1761,2016-01-04,337.23814432989695
1762,2016-01-05,337.09278350515467
