,datetime,MAYFIELD_RESERVOIR_NEAR_SILVER_CREEK__WA.
991,2013-09-18,129022.69
992,2013-09-19,129923.09
993,2013-09-20,130223.25
994,2013-09-21,130823.51
995,2013-09-22,127121.82
996,2013-09-23,129222.77
997,2013-09-24,130523.37
998,2013-09-25,130923.55
999,2013-09-26,130123.18
1000,2013-09-27,127922.21
1001,2013-09-28,126421.51
1002,2013-09-29,125321.01
1003,2013-09-30,128622.51
1004,2013-10-01,129723.02
1005,2013-10-02,130323.27
1006,2013-10-03,130123.21
1007,2013-10-04,131523.84
1008,2013-10-05,131223.71
1009,2013-10-06,127021.78
1010,2013-10-07,126721.66
1011,2013-10-08,127421.98
1012,2013-10-09,128622.53
1013,2013-10-10,130823.52
1014,2013-10-11,131423.77
1015,2013-10-12,130623.41
1016,2013-10-13,129422.89
1017,2013-10-14,131123.65
1018,2013-10-15,132424.25
1019,2013-10-16,131723.91
1020,2013-10-17,131523.84
1021,2013-10-18,131523.83
1022,2013-10-19,129322.83
1023,2013-10-20,128822.62
1024,2013-10-21,128722.55
1025,2013-10-22,128422.41
1026,2013-10-23,128922.67
1027,2013-10-24,131523.85
1028,2013-10-25,132224.16
1029,2013-10-26,131523.85
1030,2013-10-27,126021.33
1031,2013-10-28,127421.97
1032,2013-10-29,131323.73
1033,2013-10-30,131523.83
1034,2013-10-31,131323.74
1035,2013-11-01,132224.14
1036,2013-11-02,128222.35
1037,2013-11-03,124620.66
1038,2013-11-04,129723.02
1039,2013-11-05,128622.5
1040,2013-11-06,129923.13
1041,2013-11-07,131523.83
1042,2013-11-08,129823.07
1043,2013-11-09,130623.41
1044,2013-11-10,130823.53
1045,2013-11-11,131623.86
1046,2013-11-12,131523.83
1047,2013-11-13,132624.3
1048,2013-11-14,130623.42
1049,2013-11-15,129622.99
1050,2013-11-16,130223.24
1051,2013-11-17,131023.61
1052,2013-11-18,131123.64
1053,2013-11-19,130123.21
1054,2013-11-20,127822.15
1055,2013-11-21,128522.48
1056,2013-11-22,128022.25
1057,2013-11-23,130223.25
1058,2013-11-24,128022.25
1059,2013-11-25,128822.63
1060,2013-11-26,127822.17
1061,2013-11-27,130823.53
1062,2013-11-28,128022.23
1063,2013-11-29,129022.69
1064,2013-11-30,127722.1
1065,2013-12-01,125821.24
1066,2013-12-02,126021.34
1067,2013-12-03,127121.83
1068,2013-12-04,127121.81
1069,2013-12-05,127321.9
1070,2013-12-06,128322.38
1071,2013-12-07,129122.73
1072,2013-12-08,128122.28
1073,2013-12-09,126921.74
1074,2013-12-10,126921.72
1075,2013-12-11,129222.79
1076,2013-12-12,127822.16
1077,2013-12-13,126921.75
1078,2013-12-14,130123.2
1079,2013-12-15,126021.31
1080,2013-12-16,125521.09
1081,2013-12-17,126621.58
1082,2013-12-18,128022.22
1083,2013-12-19,129422.87
1084,2013-12-20,130423.35
1085,2013-12-21,126721.64
1086,2013-12-22,124820.77
1087,2013-12-23,125220.94
1088,2013-12-24,126721.66
1089,2013-12-25,124920.8
1090,2013-12-26,129823.07
1091,2013-12-27,128922.66
1092,2013-12-28,125921.28
1093,2013-12-29,124120.46
1094,2013-12-30,128322.39
1095,2013-12-31,124820.76
1096,2014-01-01,124420.59
1097,2014-01-02,125320.99
1098,2014-01-03,123720.26
1099,2014-01-04,125621.12
1100,2014-01-05,124920.8
1101,2014-01-06,127321.94
1102,2014-01-07,128922.64
1103,2014-01-08,126321.47
1104,2014-01-09,127922.2
1105,2014-01-10,127922.21
1106,2014-01-11,124420.58
1107,2014-01-12,125120.9
1108,2014-01-13,129222.78
1109,2014-01-14,129022.72
1110,2014-01-15,126921.72
1111,2014-01-16,129923.11
1112,2014-01-17,132124.11
1113,2014-01-18,129022.68
1114,2014-01-19,126121.38
1115,2014-01-20,129823.08
1116,2014-01-21,132224.14
1117,2014-01-22,130323.28
1118,2014-01-23,127421.98
1119,2014-01-24,127221.88
1120,2014-01-25,124020.4
1121,2014-01-26,123320.09
1122,2014-01-27,126321.44
1123,2014-01-28,124320.54
1124,2014-01-29,124320.54
1125,2014-01-30,125020.88
1126,2014-01-31,128822.62
1127,2014-02-01,126421.5
1128,2014-02-02,125621.13
1129,2014-02-03,129022.72
1130,2014-02-04,127622.06
1131,2014-02-05,128322.4
1132,2014-02-06,128122.29
1133,2014-02-07,127822.17
1134,2014-02-08,131823.95
1135,2014-02-09,127522.03
1136,2014-02-10,125921.27
1137,2014-02-11,126421.49
1138,2014-02-12,127021.8
1139,2014-02-13,128422.43
1140,2014-02-14,126521.53
1141,2014-02-15,128722.55
1142,2014-02-16,126321.48
1143,2014-02-17,126621.61
1144,2014-02-18,127221.87
1145,2014-02-19,127421.99
1146,2014-02-20,125521.11
1147,2014-02-21,125421.04
1148,2014-02-22,131623.88
1149,2014-02-23,128522.49
1150,2014-02-24,131423.8
1151,2014-02-25,129923.1
1152,2014-02-26,128522.45
1153,2014-02-27,131523.81
1154,2014-02-28,129522.93
1155,2014-03-01,131323.74
1156,2014-03-02,130323.31
1157,2014-03-03,128722.57
1158,2014-03-04,127221.89
1159,2014-03-05,129122.75
1160,2014-03-06,125721.2
1161,2014-03-07,130323.27
1162,2014-03-08,130123.2
1163,2014-03-09,128422.41
1164,2014-03-10,131623.89
1165,2014-03-11,131523.81
1166,2014-03-12,131924.0
1167,2014-03-13,131223.69
1168,2014-03-14,132324.19
1169,2014-03-15,130123.19
1170,2014-03-16,123920.33
1171,2014-03-17,126921.76
1172,2014-03-18,130723.49
1173,2014-03-19,129322.85
1174,2014-03-20,126521.53
1175,2014-03-21,127722.11
1176,2014-03-22,130623.43
1177,2014-03-23,128822.59
1178,2014-03-24,127421.97
1179,2014-03-25,126021.33
1180,2014-03-26,126321.44
1181,2014-03-27,128722.55
1182,2014-03-28,131623.87
1183,2014-03-29,129222.8
1184,2014-03-30,123820.31
1185,2014-03-31,127822.15
1186,2014-04-01,128722.57
1187,2014-04-02,127722.09
1188,2014-04-03,129322.85
1189,2014-04-04,128122.29
1190,2014-04-05,127822.14
1191,2014-04-06,125421.06
1192,2014-04-07,128222.32
1193,2014-04-08,128622.53
1194,2014-04-09,126921.72
1195,2014-04-10,128822.61
1196,2014-04-11,129222.78
1197,2014-04-12,126721.63
1198,2014-04-13,125821.24
1199,2014-04-14,128422.44
1200,2014-04-15,127321.93
1201,2014-04-16,130223.25
1202,2014-04-17,131723.93
1203,2014-04-18,129923.1
1204,2014-04-19,129122.76
1205,2014-04-20,128622.52
1206,2014-04-21,131523.81
1207,2014-04-22,127321.93
1208,2014-04-23,130923.58
1209,2014-04-24,129022.72
1210,2014-04-25,131323.76
1211,2014-04-26,127421.98
1212,2014-04-27,125921.29
1213,2014-04-28,126921.72
1214,2014-04-29,127522.0
1215,2014-04-30,132424.24
1216,2014-05-01,133024.5
1217,2014-05-02,130523.37
1218,2014-05-03,129222.78
1219,2014-05-04,127121.81
1220,2014-05-05,125521.09
1221,2014-05-06,126521.54
1222,2014-05-07,129022.72
1223,2014-05-08,132824.4
1224,2014-05-09,132724.36
1225,2014-05-10,130323.28
1226,2014-05-11,130923.55
1227,2014-05-12,130923.54
1228,2014-05-13,131223.68
1229,2014-05-14,131924.01
1230,2014-05-15,131723.92
1231,2014-05-16,131523.81
1232,2014-05-17,130123.18
1233,2014-05-18,124820.78
1234,2014-05-19,129923.11
1235,2014-05-20,130623.44
1236,2014-05-21,128622.5
1237,2014-05-22,127922.19
1238,2014-05-23,129923.1
1239,2014-05-24,129723.04
1240,2014-05-25,130723.46
1241,2014-05-26,129923.12
1242,2014-05-27,129923.09
1243,2014-05-28,130523.36
1244,2014-05-29,132624.3
1245,2014-05-30,132324.2
1246,2014-05-31,129622.96
1247,2014-06-01,130123.22
1248,2014-06-02,130123.2
1249,2014-06-03,125020.86
1250,2014-06-04,127922.21
1251,2014-06-05,131423.79
1252,2014-06-06,132124.09
1253,2014-06-07,130223.24
1254,2014-06-08,131123.65
1255,2014-06-09,132124.1
1256,2014-06-10,130723.49
1257,2014-06-11,132224.15
1258,2014-06-12,131523.85
1259,2014-06-13,131623.89
1260,2014-06-14,130123.2
1261,2014-06-15,128522.46
1262,2014-06-16,129622.96
1263,2014-06-17,129622.97
1264,2014-06-18,130823.52
1265,2014-06-19,131723.93
1266,2014-06-20,128822.61
1267,2014-06-21,128822.59
1268,2014-06-22,129923.13
1269,2014-06-23,131723.92
1270,2014-06-24,132124.1
1271,2014-06-25,131423.79
1272,2014-06-26,130023.15
1273,2014-06-27,132724.37
1274,2014-06-28,130423.33
1275,2014-06-29,129222.79
1276,2014-06-30,129422.86
1277,2014-07-01,128722.55
1278,2014-07-02,128822.62
1279,2014-07-03,128922.65
1280,2014-07-04,129622.97
1281,2014-07-05,129923.1
1282,2014-07-06,129322.83
1283,2014-07-07,130823.5
1284,2014-07-08,131023.62
1285,2014-07-09,132424.21
1286,2014-07-10,131423.8
1287,2014-07-11,131623.89
1288,2014-07-12,132724.37
1289,2014-07-13,129622.97
1290,2014-07-14,129522.94
1291,2014-07-15,130623.44
1292,2014-07-16,131323.76
1293,2014-07-17,129622.98
1294,2014-07-18,131723.94
1295,2014-07-19,132924.46
1296,2014-07-20,127622.08
1297,2014-07-21,131123.66
1298,2014-07-22,131823.98
1299,2014-07-23,131223.68
1300,2014-07-24,130423.35
1301,2014-07-25,131123.64
1302,2014-07-26,130023.14
1303,2014-07-27,128622.5
1304,2014-07-28,132124.12
1305,2014-07-29,131823.97
1306,2014-07-30,132724.36
1307,2014-07-31,132424.24
1308,2014-08-01,131823.96
1309,2014-08-02,131323.74
1310,2014-08-03,128922.67
1311,2014-08-04,130723.49
1312,2014-08-05,129823.06
1313,2014-08-06,130623.43
1314,2014-08-07,130723.47
1315,2014-08-08,128922.65
1316,2014-08-09,129622.99
1317,2014-08-10,128022.24
1318,2014-08-11,132124.12
1319,2014-08-12,130523.37
1320,2014-08-13,132924.47
1321,2014-08-14,131723.93
1322,2014-08-15,132324.17
1323,2014-08-16,131523.81
1324,2014-08-17,131823.95
1325,2014-08-18,132424.25
1326,2014-08-19,131123.65
1327,2014-08-20,130923.56
1328,2014-08-21,130323.28
1329,2014-08-22,132024.04
1330,2014-08-23,132224.15
1331,2014-08-24,129522.92
1332,2014-08-25,131123.64
1333,2014-08-26,131223.68
1334,2014-08-27,131723.93
1335,2014-08-28,130923.58
1336,2014-08-29,130823.53
1337,2014-08-30,130523.38
1338,2014-08-31,128822.59
1339,2014-09-01,128722.58
1340,2014-09-02,129022.69
1341,2014-09-03,129422.87
1342,2014-09-04,130623.44
1343,2014-09-05,132424.21
1344,2014-09-06,133224.6
1345,2014-09-07,127221.86
1346,2014-09-08,128322.37
1347,2014-09-09,130323.27
1348,2014-09-10,131423.77
1349,2014-09-11,131423.8
1350,2014-09-12,131423.78
1351,2014-09-13,131323.73
1352,2014-09-14,129122.76
1353,2014-09-15,129622.97
1354,2014-09-16,129222.77
1355,2014-09-17,128922.67
1356,2014-09-18,129422.89
1357,2014-09-19,130723.48
1358,2014-09-20,129622.96
1359,2014-09-21,128222.32
1360,2014-09-22,128122.27
1361,2014-09-23,128022.22
1362,2014-09-24,128622.5
1363,2014-09-25,129622.99
1364,2014-09-26,131723.9
1365,2014-09-27,130723.49
1366,2014-09-28,129122.75
1367,2014-09-29,129322.84
1368,2014-09-30,129222.77
1369,2014-10-01,128622.5
1370,2014-10-02,128722.58
1371,2014-10-03,129823.08
1372,2014-10-04,129823.06
1373,2014-10-05,129723.0
1374,2014-10-06,129022.7
1375,2014-10-07,128222.32
1376,2014-10-08,128322.38
1377,2014-10-09,128722.55
1378,2014-10-10,128922.65
1379,2014-10-11,127522.01
1380,2014-10-12,126821.7
1381,2014-10-13,129622.99
1382,2014-10-14,129723.01
1383,2014-10-15,129923.09
1384,2014-10-16,129723.0
1385,2014-10-17,130423.32
1386,2014-10-18,131023.59
1387,2014-10-19,129222.77
1388,2014-10-20,128522.46
1389,2014-10-21,128522.49
1390,2014-10-22,128522.48
1391,2014-10-23,130023.17
1392,2014-10-24,130323.28
1393,2014-10-25,128222.35
1394,2014-10-26,127822.15
1395,2014-10-27,128622.51
1396,2014-10-28,130323.29
1397,2014-10-29,129923.11
1398,2014-10-30,131023.59
1399,2014-10-31,131723.93
1400,2014-11-01,129522.93
1401,2014-11-02,125821.24
1402,2014-11-03,125821.23
1403,2014-11-04,130023.15
1404,2014-11-05,130723.49
1405,2014-11-06,128122.29
1406,2014-11-07,125621.13
1407,2014-11-08,127121.83
1408,2014-11-09,125220.96
1409,2014-11-10,130123.18
1410,2014-11-11,130323.31
1411,2014-11-12,128722.56
1412,2014-11-13,125921.29
1413,2014-11-14,123820.32
1414,2014-11-15,126921.74
1415,2014-11-16,126221.4
1416,2014-11-17,125020.86
1417,2014-11-18,125521.08
1418,2014-11-19,126721.64
1419,2014-11-20,127121.82
1420,2014-11-21,127622.05
1421,2014-11-22,126921.75
1422,2014-11-23,128722.57
1423,2014-11-24,129022.7
1424,2014-11-25,131023.61
1425,2014-11-26,131523.85
1426,2014-11-27,129022.68
1427,2014-11-28,129022.69
1428,2014-11-29,129322.85
1429,2014-11-30,131223.68
1430,2014-12-01,131223.7
1431,2014-12-02,130723.45
1432,2014-12-03,129522.91
1433,2014-12-04,129723.04
1434,2014-12-05,128522.45
1435,2014-12-06,125821.25
1436,2014-12-07,125921.27
1437,2014-12-08,124120.44
1438,2014-12-09,124320.54
1439,2014-12-10,124920.83
1440,2014-12-11,124720.71
1441,2014-12-12,126621.62
1442,2014-12-13,128722.58
1443,2014-12-14,126821.69
1444,2014-12-15,124220.5
1445,2014-12-16,123820.3
1446,2014-12-17,126021.33
1447,2014-12-18,127021.77
1448,2014-12-19,125220.96
1449,2014-12-20,123320.07
1450,2014-12-21,128322.37
1451,2014-12-22,128522.49
1452,2014-12-23,125921.26
1453,2014-12-24,127421.96
1454,2014-12-25,129122.73
1455,2014-12-26,130123.18
1456,2014-12-27,128122.28
1457,2014-12-28,128522.46
1458,2014-12-29,126121.38
1459,2014-12-30,127622.04
1460,2014-12-31,126621.61
1461,2015-01-01,127722.1
1462,2015-01-02,128722.54
1463,2015-01-03,130223.25
1464,2015-01-04,120618.81
1465,2015-01-05,128022.25
1466,2015-01-06,128922.64
1467,2015-01-07,130923.57
1468,2015-01-08,131623.89
1469,2015-01-09,131924.02
1470,2015-01-10,130723.47
1471,2015-01-11,128522.45
1472,2015-01-12,126821.7
1473,2015-01-13,127922.19
1474,2015-01-14,127722.11
1475,2015-01-15,126521.55
1476,2015-01-16,125821.21
1477,2015-01-17,125020.88
1478,2015-01-18,124320.55
1479,2015-01-19,129522.93
1480,2015-01-20,131823.95
1481,2015-01-21,132024.05
1482,2015-01-22,127822.14
1483,2015-01-23,127221.86
1484,2015-01-24,126421.49
1485,2015-01-25,125721.2
1486,2015-01-26,126121.35
1487,2015-01-27,128322.38
1488,2015-01-28,127421.98
1489,2015-01-29,128322.39
1490,2015-01-30,129222.77
1491,2015-01-31,131823.95
1492,2015-02-01,130123.21
1493,2015-02-02,129122.75
1494,2015-02-03,129322.85
1495,2015-02-04,130323.29
1496,2015-02-05,128522.49
1497,2015-02-06,124820.77
1498,2015-02-07,126521.57
1499,2015-02-08,126321.47
1500,2015-02-09,127822.17
1501,2015-02-10,129923.1
1502,2015-02-11,129622.95
1503,2015-02-12,128022.25
1504,2015-02-13,130923.57
1505,2015-02-14,127622.04
1506,2015-02-15,127221.89
1507,2015-02-16,127922.19
1508,2015-02-17,128622.51
1509,2015-02-18,129723.0
1510,2015-02-19,131023.59
1511,2015-02-20,131323.75
1512,2015-02-21,127321.92
1513,2015-02-22,129022.71
1514,2015-02-23,130923.54
1515,2015-02-24,128022.26
1516,2015-02-25,128322.37
1517,2015-02-26,130023.15
1518,2015-02-27,132224.13
1519,2015-02-28,132124.08
1520,2015-03-01,129022.69
1521,2015-03-02,131123.67
1522,2015-03-03,132024.05
1523,2015-03-04,130623.42
1524,2015-03-05,129823.07
1525,2015-03-06,130323.31
1526,2015-03-07,128522.45
1527,2015-03-08,125821.23
1528,2015-03-09,126021.33
1529,2015-03-10,129622.95
1530,2015-03-11,130223.24
1531,2015-03-12,130123.21
1532,2015-03-13,131523.85
1533,2015-03-14,130423.35
1534,2015-03-15,129222.77
1535,2015-03-16,131623.89
1536,2015-03-17,131523.83
1537,2015-03-18,130223.25
1538,2015-03-19,131523.85
1539,2015-03-20,132424.23
1540,2015-03-21,128422.42
1541,2015-03-22,126921.75
1542,2015-03-23,129823.06
1543,2015-03-24,127121.82
1544,2015-03-25,129222.8
1545,2015-03-26,131523.85
1546,2015-03-27,131023.61
1547,2015-03-28,127922.19
1548,2015-03-29,126721.65
1549,2015-03-30,130923.55
1550,2015-03-31,127722.1
1551,2015-04-01,128022.24
1552,2015-04-02,127722.09
1553,2015-04-03,130223.23
1554,2015-04-04,131523.81
1555,2015-04-05,127121.85
1556,2015-04-06,128522.47
1557,2015-04-07,130123.21
1558,2015-04-08,130523.39
1559,2015-04-09,131924.0
1560,2015-04-10,130823.51
1561,2015-04-11,125421.03
1562,2015-04-12,125721.19
1563,2015-04-13,132224.16
1564,2015-04-14,131723.91
1565,2015-04-15,130223.25
1566,2015-04-16,132224.14
1567,2015-04-17,131723.91
1568,2015-04-18,130023.15
1569,2015-04-19,126521.57
1570,2015-04-20,132524.27
1571,2015-04-21,130723.47
1572,2015-04-22,129923.13
1573,2015-04-23,132024.07
1574,2015-04-24,132124.11
1575,2015-04-25,128922.65
1576,2015-04-26,125921.27
1577,2015-04-27,129222.79
1578,2015-04-28,128422.43
1579,2015-04-29,126921.73
1580,2015-04-30,127121.81
1581,2015-05-01,129022.72
1582,2015-05-02,127522.03
1583,2015-05-03,127421.98
1584,2015-05-04,130023.15
1585,2015-05-05,131523.85
1586,2015-05-06,131223.69
1587,2015-05-07,131223.71
1588,2015-05-08,131023.59
1589,2015-05-09,128722.58
1590,2015-05-10,127121.83
1591,2015-05-11,126621.62
1592,2015-05-12,127622.05
1593,2015-05-13,128522.45
1594,2015-05-14,131023.61
1595,2015-05-15,132124.12
1596,2015-05-16,127522.03
1597,2015-05-17,124720.7
1598,2015-05-18,126621.58
1599,2015-05-19,131423.79
1600,2015-05-20,131323.73
1601,2015-05-21,132824.39
1602,2015-05-22,131924.02
1603,2015-05-23,130523.39
1604,2015-05-24,127722.11
1605,2015-05-25,128922.66
1606,2015-05-26,131823.97
1607,2015-05-27,130623.41
1608,2015-05-28,132824.41
1609,2015-05-29,132324.2
1610,2015-05-30,129222.78
1611,2015-05-31,129322.83
1612,2015-06-01,129522.91
1613,2015-06-02,129022.71
1614,2015-06-03,128522.46
1615,2015-06-04,129422.86
1616,2015-06-05,128622.51
1617,2015-06-06,131323.74
1618,2015-06-07,132024.04
1619,2015-06-08,132224.13
1620,2015-06-09,132024.06
1621,2015-06-10,130823.5
1622,2015-06-11,132824.42
1623,2015-06-12,131523.82
1624,2015-06-13,130523.37
1625,2015-06-14,128522.49
1626,2015-06-15,130323.28
1627,2015-06-16,130423.35
1628,2015-06-17,130523.37
1629,2015-06-18,130923.56
1630,2015-06-19,128722.57
1631,2015-06-20,128722.56
1632,2015-06-21,127522.02
1633,2015-06-22,129622.99
1634,2015-06-23,129122.74
1635,2015-06-24,128022.25
1636,2015-06-25,130123.22
1637,2015-06-26,131723.9
1638,2015-06-27,130123.21
1639,2015-06-28,127822.17
1640,2015-06-29,129723.03
1641,2015-06-30,129122.75
1642,2015-07-01,130623.42
1643,2015-07-02,131523.82
1644,2015-07-03,131323.73
1645,2015-07-04,128922.67
1646,2015-07-05,128622.5
1647,2015-07-06,130223.24
1648,2015-07-07,130623.41
1649,2015-07-08,130823.51
1650,2015-07-09,132524.29
1651,2015-07-10,132924.44
1652,2015-07-11,130623.43
1653,2015-07-12,128822.62
1654,2015-07-13,131323.73
1655,2015-07-14,132324.17
1656,2015-07-15,132224.14
1657,2015-07-16,132024.05
1658,2015-07-17,130323.29
1659,2015-07-18,130823.5
1660,2015-07-19,129622.95
1661,2015-07-20,129522.91
1662,2015-07-21,128522.47
1663,2015-07-22,129923.1
1664,2015-07-23,129923.09
1665,2015-07-24,130723.49
1666,2015-07-25,129723.01
1667,2015-07-26,129823.05
1668,2015-07-27,130423.33
1669,2015-07-28,132224.15
1670,2015-07-29,133024.51
1671,2015-07-30,133224.57
1672,2015-07-31,132224.16
1673,2015-08-01,129222.78
1674,2015-08-02,128622.53
1675,2015-08-03,129522.91
1676,2015-08-04,129823.07
1677,2015-08-05,129022.69
1678,2015-08-06,132024.06
1679,2015-08-07,133324.63
1680,2015-08-08,130623.43
1681,2015-08-09,131323.73
1682,2015-08-10,132324.19
1683,2015-08-11,132224.13
1684,2015-08-12,132024.05
1685,2015-08-13,133024.5
1686,2015-08-14,130223.25
1687,2015-08-15,129122.73
1688,2015-08-16,128222.35
1689,2015-08-17,131023.61
1690,2015-08-18,130923.57
1691,2015-08-19,132224.15
1692,2015-08-20,130523.36
1693,2015-08-21,129923.13
1694,2015-08-22,129723.02
1695,2015-08-23,129522.91
1696,2015-08-24,131123.63
1697,2015-08-25,132624.31
1698,2015-08-26,133524.71
1699,2015-08-27,133024.51
1700,2015-08-28,132324.2
1701,2015-08-29,129522.92
1702,2015-08-30,128322.38
1703,2015-08-31,129022.72
1704,2015-09-01,130723.49
1705,2015-09-02,131523.83
1706,2015-09-03,132024.05
1707,2015-09-04,132824.42
1708,2015-09-05,131924.03
1709,2015-09-06,129522.93
1710,2015-09-07,127522.02
1711,2015-09-08,129322.83
1712,2015-09-09,130323.3
1713,2015-09-10,131123.66
1714,2015-09-11,132524.27
1715,2015-09-12,131623.86
1716,2015-09-13,129422.86
1717,2015-09-14,130823.52
1718,2015-09-15,132324.17
1719,2015-09-16,132424.21
1720,2015-09-17,131823.95
1721,2015-09-18,132124.12
1722,2015-09-19,128022.24
1723,2015-09-20,128422.43
1724,2015-09-21,129122.74
1725,2015-09-22,128522.49
1726,2015-09-23,130723.46
1727,2015-09-24,132224.15
1728,2015-09-25,132324.17
1729,2015-09-26,129122.73
1730,2015-09-27,125320.98
1731,2015-09-28,127421.97
1732,2015-09-29,129322.85
1733,2015-09-30,130923.55
1734,2015-10-01,131523.85
1735,2015-10-02,129823.07
1736,2015-10-03,128122.29
1737,2015-10-04,127822.14
1738,2015-10-05,128722.56
1739,2015-10-06,129522.93
1740,2015-10-07,130823.53
1741,2015-10-08,132024.07
1742,2015-10-09,131723.92
1743,2015-10-10,128622.53
1744,2015-10-11,125320.99
1745,2015-10-12,125821.24
1746,2015-10-13,126821.67
1747,2015-10-14,128222.35
1748,2015-10-15,129522.91
1749,2015-10-16,130723.45
1750,2015-10-17,129022.71
1751,2015-10-18,126421.51
1752,2015-10-19,125721.19
1753,2015-10-20,125921.29
1754,2015-10-21,127021.8
1755,2015-10-22,127622.06
1756,2015-10-23,129522.94
1757,2015-10-24,130323.3
1758,2015-10-25,125321.02
1759,2015-10-26,127121.83
1760,2015-10-27,129322.83
1761,2015-10-28,130923.57
1762,2015-10-29,128422.44
1763,2015-10-30,124520.64
1764,2015-10-31,126821.67
1765,2015-11-01,126321.44
1766,2015-11-02,125821.25
1767,2015-11-03,129222.81
1768,2015-11-04,129622.99
1769,2015-11-05,128922.67
1770,2015-11-06,130223.23
1771,2015-11-07,126321.45
1772,2015-11-08,125921.27
1773,2015-11-09,127622.08
1774,2015-11-10,126821.69
1775,2015-11-11,125320.99
1776,2015-11-12,122619.72
1777,2015-11-13,124920.83
1778,2015-11-14,128022.22
1779,2015-11-15,128422.43
1780,2015-11-16,121219.08
1781,2015-11-17,129522.93
1782,2015-11-18,131123.67
1783,2015-11-19,130123.19
1784,2015-11-20,129022.69
1785,2015-11-21,128422.43
1786,2015-11-22,127622.07
1787,2015-11-23,127121.81
1788,2015-11-24,126521.56
1789,2015-11-25,125821.25
1790,2015-11-26,125521.09
1791,2015-11-27,126421.51
1792,2015-11-28,128122.31
1793,2015-11-29,129522.94
1794,2015-11-30,128522.49
1795,2015-12-01,124320.55
1796,2015-12-02,124720.7
1797,2015-12-03,123220.03
1798,2015-12-04,123019.93
1799,2015-12-05,122219.54
1800,2015-12-06,122019.44
1801,2015-12-07,122119.49
1802,2015-12-08,123720.24
1803,2015-12-09,131323.75
1804,2015-12-10,129222.77
1805,2015-12-11,126821.67
1806,2015-12-12,129622.97
1807,2015-12-13,132124.1
1808,2015-12-14,132024.06
1809,2015-12-15,130923.55
1810,2015-12-16,129723.03
1811,2015-12-17,129122.73
1812,2015-12-18,131723.94
1813,2015-12-19,131323.73
1814,2015-12-20,130623.41
1815,2015-12-21,130623.41
1816,2015-12-22,130523.37
1817,2015-12-23,130523.37
1818,2015-12-24,130723.47
1819,2015-12-25,130823.5
1820,2015-12-26,130423.33
1821,2015-12-27,130323.29
1822,2015-12-28,130023.17
1823,2015-12-29,130223.23
1824,2015-12-30,129723.02
1825,2015-12-31,128822.59
1826,2016-01-01,128422.43
1827,2016-01-02,128322.37
1828,2016-01-03,127922.21
1829,2016-01-04,124920.8
1830,2016-01-05,127922.19
1831,2016-01-06,129022.71
1832,2016-01-07,130323.3
1833,2016-01-08,132424.21
1834,2016-01-09,130723.47
1835,2016-01-10,125120.9
1836,2016-01-11,126521.55
1837,2016-01-12,124820.78
1838,2016-01-13,126421.51
1839,2016-01-14,128822.6
1840,2016-01-15,129723.03
1841,2016-01-16,131323.74
1842,2016-01-17,125821.24
1843,2016-01-18,126621.61
1844,2016-01-19,126621.59
1845,2016-01-20,129022.72
1846,2016-01-21,128622.51
1847,2016-01-22,125321.02
1848,2016-01-23,124420.58
1849,2016-01-24,125521.08
1850,2016-01-25,124820.77
1851,2016-01-26,125120.89
1852,2016-01-27,125120.92
1853,2016-01-28,125821.24
1854,2016-01-29,128022.23
1855,2016-01-30,127522.03
1856,2016-01-31,126521.53
1857,2016-02-01,124020.41
1858,2016-02-02,123620.21
1859,2016-02-03,124520.63
1860,2016-02-04,126721.63
1861,2016-02-05,128522.46
1862,2016-02-06,129723.0
1863,2016-02-07,130323.27
1864,2016-02-08,127321.91
1865,2016-02-09,126221.41
1866,2016-02-10,125220.94
1867,2016-02-11,124620.67
1868,2016-02-12,125321.01
1869,2016-02-13,126421.49
1870,2016-02-14,129022.72
1871,2016-02-15,125321.01
1872,2016-02-16,126721.63
1873,2016-02-17,128322.39
1874,2016-02-18,129823.07
1875,2016-02-19,130623.43
1876,2016-02-20,129522.91
1877,2016-02-21,128522.49
1878,2016-02-22,128122.27
1879,2016-02-23,128422.43
1880,2016-02-24,128322.39
1881,2016-02-25,130823.51
1882,2016-02-26,129422.89
1883,2016-02-27,128722.55
1884,2016-02-28,125821.23
1885,2016-02-29,125721.17
1886,2016-03-01,126821.7
1887,2016-03-02,127321.93
1888,2016-03-03,129923.1
1889,2016-03-04,131924.01
1890,2016-03-05,126121.39
1891,2016-03-06,123920.36
1892,2016-03-07,124020.41
1893,2016-03-08,124420.58
1894,2016-03-09,125321.02
1895,2016-03-10,126221.41
1896,2016-03-11,127121.85
1897,2016-03-12,125320.99
1898,2016-03-13,127121.85
1899,2016-03-14,129022.7
1900,2016-03-15,130823.5
1901,2016-03-16,130323.28
1902,2016-03-17,130523.37
1903,2016-03-18,128722.56
1904,2016-03-19,125621.15
1905,2016-03-20,126521.54
1906,2016-03-21,128622.5
1907,2016-03-22,128022.23
1908,2016-03-23,128522.48
1909,2016-03-24,129522.91
1910,2016-03-25,129823.07
1911,2016-03-26,131123.63
1912,2016-03-27,125921.27
1913,2016-03-28,129622.97
1914,2016-03-29,129723.01
1915,2016-03-30,131123.67
1916,2016-03-31,130123.22
1917,2016-04-01,129823.07
1918,2016-04-02,127421.98
1919,2016-04-03,123220.03
1920,2016-04-04,123420.13
1921,2016-04-05,125521.1
