,datetime,MAYFIELD_RESERVOIR_NEAR_SILVER_CREEK__WA.
1922,2016-04-06,129422.89
1923,2016-04-07,131323.72
1924,2016-04-08,132624.33
1925,2016-04-09,127722.11
1926,2016-04-10,128222.34
1927,2016-04-11,128022.24
1928,2016-04-12,129222.77
1929,2016-04-13,131123.63
1930,2016-04-14,132024.07
1931,2016-04-15,130423.33
1932,2016-04-16,130023.17
1933,2016-04-17,131323.73
1934,2016-04-18,130523.38
1935,2016-04-19,130823.51
1936,2016-04-20,128822.59
1937,2016-04-21,131523.83
1938,2016-04-22,130723.46
1939,2016-04-23,127922.18
1940,2016-04-24,126021.33
1941,2016-04-25,128822.59
1942,2016-04-26,131523.85
1943,2016-04-27,131723.93
1944,2016-04-28,131423.79
1945,2016-04-29,132124.1
1946,2016-04-30,132324.19
1947,2016-05-01,131924.01
1948,2016-05-02,131023.62
1949,2016-05-03,130123.21
1950,2016-05-04,131623.87
1951,2016-05-05,131423.77
1952,2016-05-06,132324.19
1953,2016-05-07,131323.73
1954,2016-05-08,127421.99
1955,2016-05-09,124420.6
1956,2016-05-10,124920.83
1957,2016-05-11,126121.37
1958,2016-05-12,129522.93
1959,2016-05-13,133224.58
1960,2016-05-14,130323.27
1961,2016-05-15,125821.21
1962,2016-05-16,129122.74
1963,2016-05-17,131523.85
1964,2016-05-18,131723.93
1965,2016-05-19,130123.21
1966,2016-05-20,132524.26
1967,2016-05-21,127421.95
1968,2016-05-22,125521.11
1969,2016-05-23,129422.86
1970,2016-05-24,131823.95
1971,2016-05-25,131423.77
1972,2016-05-26,132124.09
1973,2016-05-27,131823.95
1974,2016-05-28,132224.13
1975,2016-05-29,130423.34
1976,2016-05-30,129322.83
1977,2016-05-31,132624.33
1978,2016-06-01,131623.88
1979,2016-06-02,128822.59
1980,2016-06-03,130723.47
1981,2016-06-04,130023.15
1982,2016-06-05,130823.51
1983,2016-06-06,131223.69
1984,2016-06-07,132224.14
1985,2016-06-08,129322.83
1986,2016-06-09,129222.81
1987,2016-06-10,132524.28
1988,2016-06-11,132024.07
1989,2016-06-12,131223.69
1990,2016-06-13,129322.82
1991,2016-06-14,131623.87
1992,2016-06-15,131123.67
1993,2016-06-16,132424.21
1994,2016-06-17,132724.35
1995,2016-06-18,128722.56
1996,2016-06-19,127822.13
1997,2016-06-20,130323.27
1998,2016-06-21,130523.37
1999,2016-06-22,132824.43
2000,2016-06-23,131023.59
2001,2016-06-24,130923.58
2002,2016-06-25,132624.31
2003,2016-06-26,128822.61
2004,2016-06-27,132424.23
2005,2016-06-28,131323.75
2006,2016-06-29,129622.99
2007,2016-06-30,130523.37
2008,2016-07-01,131023.61
2009,2016-07-02,129622.95
2010,2016-07-03,128122.31
2011,2016-07-04,128022.26
2012,2016-07-05,128322.37
2013,2016-07-06,129923.13
2014,2016-07-07,131523.85
2015,2016-07-08,132624.32
2016,2016-07-09,130723.47
2017,2016-07-10,130323.31
2018,2016-07-11,131723.9
2019,2016-07-12,131924.03
2020,2016-07-13,131423.78
2021,2016-07-14,130623.41
2022,2016-07-15,130123.21
2023,2016-07-16,129022.69
2024,2016-07-17,127321.9
2025,2016-07-18,130423.33
2026,2016-07-19,131223.7
2027,2016-07-20,132824.39
2028,2016-07-21,132724.37
2029,2016-07-22,132724.38
2030,2016-07-23,130123.22
2031,2016-07-24,128322.38
2032,2016-07-25,130623.41
2033,2016-07-26,131924.03
2034,2016-07-27,130323.3
2035,2016-07-28,131123.66
2036,2016-07-29,132024.07
2037,2016-07-30,128722.56
2038,2016-07-31,129322.85
2039,2016-08-01,133124.55
2040,2016-08-02,131523.81
2041,2016-08-03,129222.79
2042,2016-08-04,130523.4
2043,2016-08-05,130823.52
2044,2016-08-06,128822.61
2045,2016-08-07,128322.39
2046,2016-08-08,128022.24
2047,2016-08-09,128322.37
2048,2016-08-10,129622.97
2049,2016-08-11,131823.97
2050,2016-08-12,132824.39
2051,2016-08-13,131823.95
2052,2016-08-14,129222.81
2053,2016-08-15,130223.23
2054,2016-08-16,130923.57
2055,2016-08-17,130923.55
2056,2016-08-18,132324.2
2057,2016-08-19,130323.31
2058,2016-08-20,130123.21
2059,2016-08-21,127922.21
2060,2016-08-22,128322.4
2061,2016-08-23,130923.55
2062,2016-08-24,130523.37
2063,2016-08-25,131924.01
2064,2016-08-26,132824.43
2065,2016-08-27,129022.71
2066,2016-08-28,132424.23
2067,2016-08-29,132624.31
2068,2016-08-30,130523.36
2069,2016-08-31,131924.01
2070,2016-09-01,132324.18
2071,2016-09-02,132624.34
2072,2016-09-03,131623.87
2073,2016-09-04,128922.65
2074,2016-09-05,129222.79
2075,2016-09-06,130923.58
2076,2016-09-07,132024.04
2077,2016-09-08,131323.72
2078,2016-09-09,131423.77
2079,2016-09-10,127421.98
2080,2016-09-11,124620.66
2081,2016-09-12,125521.1
2082,2016-09-13,126821.71
2083,2016-09-14,128122.3
2084,2016-09-15,129422.9
2085,2016-09-16,130423.35
2086,2016-09-17,126221.42
2087,2016-09-18,124720.71
2088,2016-09-19,126921.72
2089,2016-09-20,129422.87
2090,2016-09-21,130423.35
2091,2016-09-22,130323.31
2092,2016-09-23,129322.84
2093,2016-09-24,127221.86
2094,2016-09-25,124720.71
2095,2016-09-26,127421.97
2096,2016-09-27,129522.91
2097,2016-09-28,130623.42
2098,2016-09-29,131223.69
2099,2016-09-30,132224.15
2100,2016-10-01,130323.31
2101,2016-10-02,126221.43
2102,2016-10-03,127722.1
2103,2016-10-04,128622.53
2104,2016-10-05,129923.1
2105,2016-10-06,131723.93
2106,2016-10-07,132324.18
2107,2016-10-08,127822.15
2108,2016-10-09,126221.41
2109,2016-10-10,128022.25
2110,2016-10-11,129923.11
2111,2016-10-12,129522.91
2112,2016-10-13,128522.49
2113,2016-10-14,128822.63
2114,2016-10-15,128922.64
2115,2016-10-16,125020.88
2116,2016-10-17,127321.91
2117,2016-10-18,128922.67
2118,2016-10-19,124420.59
2119,2016-10-20,125621.13
2120,2016-10-21,127622.05
2121,2016-10-22,128222.34
2122,2016-10-23,127922.19
2123,2016-10-24,127021.77
2124,2016-10-25,126621.61
2125,2016-10-26,125821.21
2126,2016-10-27,125621.16
2127,2016-10-28,125120.92
2128,2016-10-29,125621.13
2129,2016-10-30,126321.46
2130,2016-10-31,129723.0
2131,2016-11-01,131423.77
2132,2016-11-02,131323.75
2133,2016-11-03,131223.68
2134,2016-11-04,131023.59
2135,2016-11-05,131923.99
2136,2016-11-06,131923.99
2137,2016-11-07,132024.05
2138,2016-11-08,129522.91
2139,2016-11-09,128022.25
2140,2016-11-10,128922.66
2141,2016-11-11,129322.83
2142,2016-11-12,128022.26
2143,2016-11-13,126321.44
2144,2016-11-14,127321.94
2145,2016-11-15,128822.63
2146,2016-11-16,129522.95
2147,2016-11-17,128722.56
2148,2016-11-18,127722.13
2149,2016-11-19,126521.57
2150,2016-11-20,125020.85
2151,2016-11-21,123520.18
2152,2016-11-22,124220.5
2153,2016-11-23,125120.93
2154,2016-11-24,124220.5
2155,2016-11-25,125521.08
2156,2016-11-26,124420.59
2157,2016-11-27,124420.56
2158,2016-11-28,126421.5
2159,2016-11-29,127221.89
2160,2016-11-30,127822.16
2161,2016-12-01,129222.8
2162,2016-12-02,131523.83
2163,2016-12-03,129522.93
2164,2016-12-04,129422.88
2165,2016-12-05,130123.2
2166,2016-12-06,129022.71
2167,2016-12-07,127522.0
2168,2016-12-08,127522.02
2169,2016-12-09,130923.56
2170,2016-12-10,132024.05
2171,2016-12-11,128122.3
2172,2016-12-12,128322.4
2173,2016-12-13,129122.76
2174,2016-12-14,130223.26
2175,2016-12-15,130023.14
2176,2016-12-16,129723.0
2177,2016-12-17,128522.48
2178,2016-12-18,128922.66
2179,2016-12-19,128522.46
2180,2016-12-20,129823.07
2181,2016-12-21,131323.72
2182,2016-12-22,131323.76
2183,2016-12-23,128222.32
2184,2016-12-24,126821.7
2185,2016-12-25,126221.4
2186,2016-12-26,126521.56
2187,2016-12-27,126421.52
2188,2016-12-28,127321.92
2189,2016-12-29,126421.52
2190,2016-12-30,127622.05
2191,2016-12-31,126121.38
2192,2017-01-01,126121.36
2193,2017-01-02,125921.28
2194,2017-01-03,126821.7
2195,2017-01-04,125521.08
2196,2017-01-05,126221.43
2197,2017-01-06,128022.22
2198,2017-01-07,128322.37
2199,2017-01-08,128922.64
2200,2017-01-09,129823.05
2201,2017-01-10,129422.88
2202,2017-01-11,127321.91
2203,2017-01-12,126521.56
2204,2017-01-13,127622.04
2205,2017-01-14,129622.97
2206,2017-01-15,127922.2
2207,2017-01-16,126321.48
2208,2017-01-17,126121.37
2209,2017-01-18,127922.18
2210,2017-01-19,130423.33
2211,2017-01-20,131924.03
2212,2017-01-21,128622.53
2213,2017-01-22,124520.65
2214,2017-01-23,126321.48
2215,2017-01-24,128822.61
2216,2017-01-25,131123.66
2217,2017-01-26,128722.54
2218,2017-01-27,129322.85
2219,2017-01-28,125821.24
2220,2017-01-29,125421.05
2221,2017-01-30,129422.87
2222,2017-01-31,128522.48
2223,2017-02-01,131323.76
2224,2017-02-02,128622.51
2225,2017-02-03,127722.12
2226,2017-02-04,127321.91
2227,2017-02-05,129823.06
2228,2017-02-06,127922.21
2229,2017-02-07,127421.95
2230,2017-02-08,123720.27
2231,2017-02-09,125120.93
2232,2017-02-10,125220.97
2233,2017-02-11,125521.11
2234,2017-02-12,125621.16
2235,2017-02-13,125020.85
2236,2017-02-14,125320.99
2237,2017-02-15,128722.55
2238,2017-02-16,128822.62
2239,2017-02-17,129222.77
2240,2017-02-18,128322.36
2241,2017-02-19,127421.96
2242,2017-02-20,131423.79
2243,2017-02-21,130823.51
2244,2017-02-22,129022.71
2245,2017-02-23,129222.79
2246,2017-02-24,129622.99
2247,2017-02-25,126321.45
2248,2017-02-26,127522.0
2249,2017-02-27,129723.03
2250,2017-02-28,128022.24
2251,2017-03-01,127421.99
2252,2017-03-02,128322.37
2253,2017-03-03,131223.71
2254,2017-03-04,131623.89
2255,2017-03-05,128322.39
2256,2017-03-06,131123.63
2257,2017-03-07,131523.85
2258,2017-03-08,132124.11
2259,2017-03-09,131723.91
2260,2017-03-10,129923.12
2261,2017-03-11,129723.02
2262,2017-03-12,126621.6
2263,2017-03-13,124820.77
2264,2017-03-14,129022.71
2265,2017-03-15,130823.53
2266,2017-03-16,129923.11
2267,2017-03-17,130423.32
2268,2017-03-18,126421.51
2269,2017-03-19,125921.27
2270,2017-03-20,127021.8
2271,2017-03-21,127321.93
2272,2017-03-22,127922.21
2273,2017-03-23,127421.99
2274,2017-03-24,129522.93
2275,2017-03-25,128222.33
2276,2017-03-26,129422.88
2277,2017-03-27,128222.33
2278,2017-03-28,128422.41
2279,2017-03-29,131323.74
2280,2017-03-30,129723.03
2281,2017-03-31,129022.71
2282,2017-04-01,128122.31
2283,2017-04-02,128422.44
2284,2017-04-03,130023.17
2285,2017-04-04,127922.21
2286,2017-04-05,127522.01
2287,2017-04-06,125521.08
2288,2017-04-07,124620.69
2289,2017-04-08,124520.61
2290,2017-04-09,126421.5
2291,2017-04-10,129422.87
2292,2017-04-11,125521.1
2293,2017-04-12,127922.19
2294,2017-04-13,129322.84
2295,2017-04-14,128422.41
2296,2017-04-15,127822.15
2297,2017-04-16,127922.19
2298,2017-04-17,125320.99
2299,2017-04-18,125521.07
2300,2017-04-19,127121.81
2301,2017-04-20,127522.03
2302,2017-04-21,128722.55
2303,2017-04-22,128722.56
2304,2017-04-23,130323.27
2305,2017-04-24,128622.51
2306,2017-04-25,129022.72
2307,2017-04-26,129723.01
2308,2017-04-27,126021.33
2309,2017-04-28,127922.21
2310,2017-04-29,130323.28
2311,2017-04-30,126321.48
2312,2017-05-01,128222.33
2313,2017-05-02,126821.71
2314,2017-05-03,126421.52
2315,2017-05-04,127421.96
2316,2017-05-05,127722.1
2317,2017-05-06,128822.59
2318,2017-05-07,127822.15
2319,2017-05-08,129422.88
2320,2017-05-09,130523.38
2321,2017-05-10,130323.27
2322,2017-05-11,127822.15
2323,2017-05-12,126121.36
2324,2017-05-13,123420.13
2325,2017-05-14,125321.01
2326,2017-05-15,126721.64
2327,2017-05-16,127121.82
2328,2017-05-17,127321.92
2329,2017-05-18,129522.93
2330,2017-05-19,127021.79
2331,2017-05-20,126921.75
2332,2017-05-21,127822.13
2333,2017-05-22,128122.29
2334,2017-05-23,126621.59
2335,2017-05-24,125921.26
2336,2017-05-25,129422.88
2337,2017-05-26,129923.12
2338,2017-05-27,129422.9
2339,2017-05-28,127722.11
2340,2017-05-29,128522.47
2341,2017-05-30,129022.7
2342,2017-05-31,130623.44
2343,2017-06-01,130623.41
2344,2017-06-02,130823.52
2345,2017-06-03,133024.48
2346,2017-06-04,128922.64
2347,2017-06-05,131924.01
2348,2017-06-06,131523.81
2349,2017-06-07,132124.1
2350,2017-06-08,131423.79
2351,2017-06-09,129222.8
2352,2017-06-10,131123.66
2353,2017-06-11,129923.13
2354,2017-06-12,131723.92
2355,2017-06-13,130123.21
2356,2017-06-14,131523.83
2357,2017-06-15,131523.85
2358,2017-06-16,131523.83
2359,2017-06-17,131123.63
2360,2017-06-18,130023.16
2361,2017-06-19,130723.45
2362,2017-06-20,130323.3
2363,2017-06-21,128522.46
2364,2017-06-22,130623.41
2365,2017-06-23,131323.75
2366,2017-06-24,130323.27
2367,2017-06-25,130823.51
2368,2017-06-26,129823.07
2369,2017-06-27,130823.5
2370,2017-06-28,130123.21
2371,2017-06-29,130823.5
2372,2017-06-30,132524.26
2373,2017-07-01,130623.41
2374,2017-07-02,131123.67
2375,2017-07-03,130923.55
2376,2017-07-04,129122.76
2377,2017-07-05,130923.56
2378,2017-07-06,131723.91
2379,2017-07-07,129622.99
2380,2017-07-08,132524.27
2381,2017-07-09,130723.46
2382,2017-07-10,128422.43
2383,2017-07-11,128522.47
2384,2017-07-12,129823.07
2385,2017-07-13,128622.53
2386,2017-07-14,130523.37
2387,2017-07-15,130223.25
2388,2017-07-16,127922.18
2389,2017-07-17,129122.75
2390,2017-07-18,130923.58
2391,2017-07-19,130123.22
2392,2017-07-20,130423.33
2393,2017-07-21,129422.87
2394,2017-07-22,130723.49
2395,2017-07-23,129422.87
2396,2017-07-24,130123.19
2397,2017-07-25,129222.77
2398,2017-07-26,132524.26
2399,2017-07-27,131323.72
2400,2017-07-28,130423.33
2401,2017-07-29,128622.52
2402,2017-07-30,128322.39
2403,2017-07-31,130223.23
2404,2017-08-01,130123.21
2405,2017-08-02,130323.27
2406,2017-08-03,131523.83
2407,2017-08-04,128822.6
2408,2017-08-05,128322.37
2409,2017-08-06,128422.42
2410,2017-08-07,132024.07
2411,2017-08-08,131123.63
2412,2017-08-09,130323.3
2413,2017-08-10,130723.47
2414,2017-08-11,132424.24
2415,2017-08-12,130823.52
2416,2017-08-13,128122.31
2417,2017-08-14,130323.27
2418,2017-08-15,131023.6
2419,2017-08-16,131323.75
2420,2017-08-17,130923.55
2421,2017-08-18,131023.62
2422,2017-08-19,130623.42
2423,2017-08-20,131423.77
2424,2017-08-21,131123.67
2425,2017-08-22,130523.38
2426,2017-08-23,129522.94
2427,2017-08-24,128522.47
2428,2017-08-25,131823.98
2429,2017-08-26,132624.33
2430,2017-08-27,131623.86
2431,2017-08-28,131623.87
2432,2017-08-29,131723.91
2433,2017-08-30,129823.06
2434,2017-08-31,130423.33
2435,2017-09-01,131323.73
2436,2017-09-02,131223.71
2437,2017-09-03,129422.9
2438,2017-09-04,129022.71
2439,2017-09-05,129422.87
2440,2017-09-06,131823.97
2441,2017-09-07,131923.99
2442,2017-09-08,131623.87
2443,2017-09-09,128522.47
2444,2017-09-10,126921.74
2445,2017-09-11,128722.58
2446,2017-09-12,129823.06
2447,2017-09-13,130923.55
2448,2017-09-14,130823.53
2449,2017-09-15,131223.69
2450,2017-09-16,128622.51
2451,2017-09-17,126121.37
2452,2017-09-18,126821.71
2453,2017-09-19,127522.02
2454,2017-09-20,128122.29
2455,2017-09-21,128222.33
2456,2017-09-22,128422.43
2457,2017-09-23,126121.37
2458,2017-09-24,125320.99
2459,2017-09-25,125721.17
2460,2017-09-26,128022.26
2461,2017-09-27,130323.27
2462,2017-09-28,131523.82
2463,2017-09-29,132024.05
2464,2017-09-30,129322.82
2465,2017-10-01,125220.97
2466,2017-10-02,127822.17
2467,2017-10-03,128622.53
2468,2017-10-04,128822.59
2469,2017-10-05,128722.57
2470,2017-10-06,129422.89
2471,2017-10-07,127421.95
2472,2017-10-08,125020.84
2473,2017-10-09,124620.69
2474,2017-10-10,124620.69
2475,2017-10-11,124920.81
2476,2017-10-12,127121.82
2477,2017-10-13,128422.44
2478,2017-10-14,127321.91
2479,2017-10-15,125621.14
2480,2017-10-16,125621.13
2481,2017-10-17,126321.44
2482,2017-10-18,126021.33
2483,2017-10-19,129622.97
2484,2017-10-20,127722.09
2485,2017-10-21,126421.49
2486,2017-10-22,129022.7
2487,2017-10-23,128022.25
2488,2017-10-24,127321.94
2489,2017-10-25,128022.24
2490,2017-10-26,127522.01
2491,2017-10-27,127421.99
2492,2017-10-28,126521.53
2493,2017-10-29,125320.98
2494,2017-10-30,131123.65
2495,2017-10-31,131123.67
2496,2017-11-01,129923.1
2497,2017-11-02,131023.61
2498,2017-11-03,130923.55
2499,2017-11-04,129422.86
2500,2017-11-05,125521.1
2501,2017-11-06,127121.81
2502,2017-11-07,126421.49
2503,2017-11-08,127321.9
2504,2017-11-09,130023.16
2505,2017-11-10,128822.59
2506,2017-11-11,124320.55
2507,2017-11-12,127822.15
2508,2017-11-13,125721.2
2509,2017-11-14,126121.37
2510,2017-11-15,129222.78
2511,2017-11-16,131423.77
2512,2017-11-17,130823.51
2513,2017-11-18,130623.43
2514,2017-11-19,129723.01
2515,2017-11-20,128422.41
2516,2017-11-21,128722.58
2517,2017-11-22,126721.66
2518,2017-11-23,130123.18
2519,2017-11-24,131023.61
2520,2017-11-25,130923.55
2521,2017-11-26,129522.91
2522,2017-11-27,126721.66
2523,2017-11-28,124220.51
2524,2017-11-29,123320.05
2525,2017-11-30,124020.41
2526,2017-12-01,125421.03
2527,2017-12-02,128022.23
2528,2017-12-03,129622.99
2529,2017-12-04,130923.55
2530,2017-12-05,131523.85
2531,2017-12-06,130723.45
2532,2017-12-07,131023.62
2533,2017-12-08,131123.67
2534,2017-12-09,131523.82
2535,2017-12-10,132424.23
2536,2017-12-11,131023.59
2537,2017-12-12,128522.45
2538,2017-12-13,126321.47
2539,2017-12-14,128822.59
2540,2017-12-15,128322.39
2541,2017-12-16,125220.97
2542,2017-12-17,124720.73
2543,2017-12-18,125721.17
2544,2017-12-19,130123.21
2545,2017-12-20,126021.34
2546,2017-12-21,126421.51
2547,2017-12-22,126521.55
2548,2017-12-23,128322.38
2549,2017-12-24,128122.28
2550,2017-12-25,130123.21
2551,2017-12-26,127522.02
2552,2017-12-27,127221.89
2553,2017-12-28,126321.47
2554,2017-12-29,130323.3
2555,2017-12-30,130123.19
2556,2017-12-31,131523.85
2557,2018-01-01,127822.15
