,datetime,DIAMOND_LAKE_NEAR_DIAMOND_LAKE__OR.
974,2013-09-01,5183.69
975,2013-09-02,5183.74
976,2013-09-03,5183.69
977,2013-09-04,5183.68
978,2013-09-05,5183.68
979,2013-09-06,5183.68
980,2013-09-07,5183.69
981,2013-09-08,5183.68
982,2013-09-09,5183.68
983,2013-09-10,5183.69
984,2013-09-11,5183.72
985,2013-09-12,5183.68
986,2013-09-13,5183.7
987,2013-09-14,5183.69
988,2013-09-15,5183.68
989,2013-09-16,5183.67
990,2013-09-17,5183.67
991,2013-09-18,5183.67
992,2013-09-19,5183.83
993,2013-09-20,5183.67
994,2013-09-21,5183.72
995,2013-09-22,5183.74
996,2013-09-23,5183.73
997,2013-09-24,5183.74
998,2013-09-25,5183.73
999,2013-09-26,5183.73
1000,2013-09-27,5183.89
1001,2013-09-28,5184.01
1002,2013-09-29,5184.22
1003,2013-09-30,5184.2
1004,2013-10-01,5184.18
1005,2013-10-02,5184.16
1006,2013-10-03,5184.15
1007,2013-10-04,5184.16
1008,2013-10-05,5184.123333333333
1009,2013-10-06,5184.086666666667
1010,2013-10-07,5184.05
1011,2013-10-08,5184.05
1012,2013-10-09,5184.03
1013,2013-10-10,5184.01
1014,2013-10-11,5184.01
1015,2013-10-12,5183.97
1016,2013-10-13,5183.97
1017,2013-10-14,5183.96
1018,2013-10-15,5183.945
1019,2013-10-16,5183.93
1020,2013-10-17,5183.93
1021,2013-10-18,5183.92
1022,2013-10-19,5183.91
1023,2013-10-20,5183.88
1024,2013-10-21,5183.84
1025,2013-10-22,5183.8
1026,2013-10-23,5183.76
1027,2013-10-24,5183.72
1028,2013-10-25,5183.67
1029,2013-10-26,5183.62
1030,2013-10-27,5183.59
1031,2013-10-28,5183.55
1032,2013-10-29,5183.57
1033,2013-10-30,5183.46
1034,2013-10-31,5183.42
1035,2013-11-01,5183.39
1036,2013-11-02,5183.48
1037,2013-11-03,5183.32
1038,2013-11-04,5183.41
1039,2013-11-05,5183.41
1040,2013-11-06,5183.37
1041,2013-11-07,5183.35
1042,2013-11-08,5183.2
1043,2013-11-09,5183.25
1044,2013-11-10,5183.3
1045,2013-11-11,5183.27
1046,2013-11-12,5183.24
1047,2013-11-13,5183.04
1048,2013-11-14,5183.0
1049,2013-11-15,5183.0
1050,2013-11-16,5183.14
1051,2013-11-17,5183.11
1052,2013-11-18,5183.135
1053,2013-11-19,5183.16
1054,2013-11-20,5183.1849999999995
1055,2013-11-21,5183.21
1056,2013-11-22,5183.235000000001
1057,2013-11-23,5183.26
1058,2013-11-24,5183.2
1059,2013-11-25,5183.21
1060,2013-11-26,5183.12
1061,2013-11-27,5183.13
1062,2013-11-28,5183.1
1063,2013-11-29,5183.09
1064,2013-11-30,5183.1
1065,2013-12-01,5183.11
1066,2013-12-02,5183.18
1067,2013-12-03,5183.17
1068,2013-12-04,5183.14
1069,2013-12-05,5183.14
1070,2013-12-06,5183.16
1071,2013-12-07,5183.19
1072,2013-12-08,5183.13
1073,2013-12-09,5183.12
1074,2013-12-10,5183.1
1075,2013-12-11,5183.11
1076,2013-12-12,5183.11
1077,2013-12-13,5183.07
1078,2013-12-14,5183.07
1079,2013-12-15,5183.06
1080,2013-12-16,5183.06
1081,2013-12-17,5183.05
1082,2013-12-18,5183.04
1083,2013-12-19,5183.05
1084,2013-12-20,5183.02
1085,2013-12-21,5183.05
1086,2013-12-22,5183.03
1087,2013-12-23,5183.04
1088,2013-12-24,5183.02
1089,2013-12-25,5183.02
1090,2013-12-26,5183.03
1091,2013-12-27,5183.01
1092,2013-12-28,5183.0
1093,2013-12-29,5182.99
1094,2013-12-30,5182.98
1095,2013-12-31,5182.97
1096,2014-01-01,5182.96
1097,2014-01-02,5182.97
1098,2014-01-03,5182.9
1099,2014-01-04,5182.99
1100,2014-01-05,5182.9
1101,2014-01-06,5182.92
1102,2014-01-07,5182.96
1103,2014-01-08,5182.95
1104,2014-01-09,5182.97
1105,2014-01-10,5183.01
1106,2014-01-11,5183.06
1107,2014-01-12,5183.04
1108,2014-01-13,5183.03
1109,2014-01-14,5183.05
1110,2014-01-15,5183.02
1111,2014-01-16,5182.99
1112,2014-01-17,5183.0
1113,2014-01-18,5182.98
1114,2014-01-19,5182.96
1115,2014-01-20,5182.9
1116,2014-01-21,5182.93
1117,2014-01-22,5182.91
1118,2014-01-23,5182.89
1119,2014-01-24,5182.9
1120,2014-01-25,5182.86
1121,2014-01-26,5182.87
1122,2014-01-27,5182.84
1123,2014-01-28,5182.89
1124,2014-01-29,5182.96
1125,2014-01-30,5183.0
1126,2014-01-31,5182.98
1127,2014-02-01,5182.96
1128,2014-02-02,5182.92
1129,2014-02-03,5182.93
1130,2014-02-04,5182.91
1131,2014-02-05,5182.92
1132,2014-02-06,5182.94
1133,2014-02-07,5183.02
1134,2014-02-08,5183.07
1135,2014-02-09,5183.05
1136,2014-02-10,5183.06
1137,2014-02-11,5183.1
1138,2014-02-12,5183.33
1139,2014-02-13,5183.41
1140,2014-02-14,5183.62
1141,2014-02-15,5183.71
1142,2014-02-16,5183.71
1143,2014-02-17,5183.69
1144,2014-02-18,5183.74
1145,2014-02-19,5183.71
1146,2014-02-20,5183.68
1147,2014-02-21,5183.61
1148,2014-02-22,5183.58
1149,2014-02-23,5183.54
1150,2014-02-24,5183.52
1151,2014-02-25,5183.47
1152,2014-02-26,5183.44
1153,2014-02-27,5183.44
1154,2014-02-28,5183.42
1155,2014-03-01,5183.41
1156,2014-03-02,5183.43
1157,2014-03-03,5183.52
1158,2014-03-04,5183.49
1159,2014-03-05,5183.53
1160,2014-03-06,5183.58
1161,2014-03-07,5183.56
1162,2014-03-08,5183.58
1163,2014-03-09,5183.74
1164,2014-03-10,5183.78
1165,2014-03-11,5183.75
1166,2014-03-12,5183.71
1167,2014-03-13,5183.66
1168,2014-03-14,5183.64
1169,2014-03-15,5183.6
1170,2014-03-16,5183.57
1171,2014-03-17,5183.54
1172,2014-03-18,5183.51
1173,2014-03-19,5183.49
1174,2014-03-20,5183.47
1175,2014-03-21,5183.44
1176,2014-03-22,5183.42
1177,2014-03-23,5183.39
1178,2014-03-24,5183.34
1179,2014-03-25,5183.37
1180,2014-03-26,5183.4
1181,2014-03-27,5183.44
1182,2014-03-28,5183.51
1183,2014-03-29,5183.52
1184,2014-03-30,5183.52
1185,2014-03-31,5183.49
1186,2014-04-01,5183.47
1187,2014-04-02,5183.44
1188,2014-04-03,5183.43
1189,2014-04-04,5183.43
1190,2014-04-05,5183.4
1191,2014-04-06,5183.42
1192,2014-04-07,5183.41
1193,2014-04-08,5183.4
1194,2014-04-09,5183.41
1195,2014-04-10,5183.39
1196,2014-04-11,5183.4
1197,2014-04-12,5183.43
1198,2014-04-13,5183.42
1199,2014-04-14,5183.41
1200,2014-04-15,5183.4
1201,2014-04-16,5183.43
1202,2014-04-17,5183.5
1203,2014-04-18,5183.55
1204,2014-04-19,5183.53
1205,2014-04-20,5183.61
1206,2014-04-21,5183.64
1207,2014-04-22,5183.67
1208,2014-04-23,5183.89
1209,2014-04-24,5183.91
1210,2014-04-25,5183.91
1211,2014-04-26,5183.97
1212,2014-04-27,5184.0
1213,2014-04-28,5183.98
1214,2014-04-29,5183.94
1215,2014-04-30,5184.0
1216,2014-05-01,5183.99
1217,2014-05-02,5184.01
1218,2014-05-03,5183.92
1219,2014-05-04,5184.0
1220,2014-05-05,5184.03
1221,2014-05-06,5184.03
1222,2014-05-07,5184.03
1223,2014-05-08,5184.18
1224,2014-05-09,5184.22
1225,2014-05-10,5184.21
1226,2014-05-11,5184.21
1227,2014-05-12,5184.22
1228,2014-05-13,5184.19
1229,2014-05-14,5184.2
1230,2014-05-15,5184.25
1231,2014-05-16,5184.18
1232,2014-05-17,5184.17
1233,2014-05-18,5184.17
1234,2014-05-19,5184.19
1235,2014-05-20,5184.17
1236,2014-05-21,5184.16
1237,2014-05-22,5184.16
1238,2014-05-23,5184.19
1239,2014-05-24,5184.12
1240,2014-05-25,5184.12
1241,2014-05-26,5184.1
1242,2014-05-27,5184.06
1243,2014-05-28,5184.05
1244,2014-05-29,5184.05
1245,2014-05-30,5184.06
1246,2014-05-31,5184.03
1247,2014-06-01,5184.01
1248,2014-06-02,5184.0
1249,2014-06-03,5184.0
1250,2014-06-04,5183.97
1251,2014-06-05,5183.97
1252,2014-06-06,5183.94
1253,2014-06-07,5183.93
1254,2014-06-08,5183.91
1255,2014-06-09,5183.93
1256,2014-06-10,5183.9
1257,2014-06-11,5183.88
1258,2014-06-12,5183.85
1259,2014-06-13,5183.86
1260,2014-06-14,5183.85
1261,2014-06-15,5183.84
1262,2014-06-16,5183.85
1263,2014-06-17,5183.83
1264,2014-06-18,5183.84
1265,2014-06-19,5183.83
1266,2014-06-20,5183.82
1267,2014-06-21,5183.82
1268,2014-06-22,5183.81
1269,2014-06-23,5183.81
1270,2014-06-24,5183.8
1271,2014-06-25,5183.82
1272,2014-06-26,5183.84
1273,2014-06-27,5183.84
1274,2014-06-28,5183.83
1275,2014-06-29,5183.83
1276,2014-06-30,5183.78
1277,2014-07-01,5183.81
1278,2014-07-02,5183.82
1279,2014-07-03,5183.83
1280,2014-07-04,5183.8
1281,2014-07-05,5183.79
1282,2014-07-06,5183.78
1283,2014-07-07,5183.77
1284,2014-07-08,5183.79
1285,2014-07-09,5183.77
1286,2014-07-10,5183.77
1287,2014-07-11,5183.77
1288,2014-07-12,5183.76
1289,2014-07-13,5183.76
1290,2014-07-14,5183.75
1291,2014-07-15,5183.75
1292,2014-07-16,5183.74
1293,2014-07-17,5183.73
1294,2014-07-18,5183.71
1295,2014-07-19,5183.71
1296,2014-07-20,5183.69
1297,2014-07-21,5183.69
1298,2014-07-22,5183.71
1299,2014-07-23,5183.69
1300,2014-07-24,5183.69
1301,2014-07-25,5183.68
1302,2014-07-26,5183.68
1303,2014-07-27,5183.69
1304,2014-07-28,5183.67
1305,2014-07-29,5183.7
1306,2014-07-30,5183.8
1307,2014-07-31,5183.78
1308,2014-08-01,5183.76
1309,2014-08-02,5183.76
1310,2014-08-03,5183.76
1311,2014-08-04,5183.75
1312,2014-08-05,5183.74
1313,2014-08-06,5183.74
1314,2014-08-07,5183.72
1315,2014-08-08,5183.72
1316,2014-08-09,5183.71
1317,2014-08-10,5183.68
1318,2014-08-11,5183.71
1319,2014-08-12,5183.75
1320,2014-08-13,5183.72
1321,2014-08-14,5183.71
1322,2014-08-15,5183.73
1323,2014-08-16,5183.7
1324,2014-08-17,5183.71
1325,2014-08-18,5183.7
1326,2014-08-19,5183.69
1327,2014-08-20,5183.69
1328,2014-08-21,5183.68
1329,2014-08-22,5183.67
1330,2014-08-23,5183.67
1331,2014-08-24,5183.66
1332,2014-08-25,5183.66
1333,2014-08-26,5183.66
1334,2014-08-27,5183.66
1335,2014-08-28,5183.67
1336,2014-08-29,5183.65
1337,2014-08-30,5183.64
1338,2014-08-31,5183.64
1339,2014-09-01,5183.65
1340,2014-09-02,5183.63
1341,2014-09-03,5183.63
1342,2014-09-04,5183.62
1343,2014-09-05,5183.6
1344,2014-09-06,5183.61
1345,2014-09-07,5183.61
1346,2014-09-08,5183.64
1347,2014-09-09,5183.6
1348,2014-09-10,5183.61
1349,2014-09-11,5183.66
1350,2014-09-12,5183.6
1351,2014-09-13,5183.6
1352,2014-09-14,5183.6
1353,2014-09-15,5183.72
1354,2014-09-16,5183.6
1355,2014-09-17,5183.69
1356,2014-09-18,5183.62
1357,2014-09-19,5183.6
1358,2014-09-20,5183.63
1359,2014-09-21,5183.63
1360,2014-09-22,5183.62
1361,2014-09-23,5183.66
1362,2014-09-24,5183.79
1363,2014-09-25,5183.78
1364,2014-09-26,5183.75
1365,2014-09-27,5183.76
1366,2014-09-28,5183.74
1367,2014-09-29,5183.73
1368,2014-09-30,5183.74
1369,2014-10-01,5183.74
1370,2014-10-02,5183.73
1371,2014-10-03,5183.74
1372,2014-10-04,5183.73
1373,2014-10-05,5183.73
1374,2014-10-06,5183.76
1375,2014-10-07,5183.73
1376,2014-10-08,5183.7
1377,2014-10-09,5183.67
1378,2014-10-10,5183.65
1379,2014-10-11,5183.64
1380,2014-10-12,5183.64
1381,2014-10-13,5183.6
1382,2014-10-14,5183.58
1383,2014-10-15,5183.66
1384,2014-10-16,5183.64
1385,2014-10-17,5183.6
1386,2014-10-18,5183.6
1387,2014-10-19,5183.6
1388,2014-10-20,5183.56
1389,2014-10-21,5183.56
1390,2014-10-22,5183.64
1391,2014-10-23,5183.61
1392,2014-10-24,5183.621999999999
1393,2014-10-25,5183.634
1394,2014-10-26,5183.646
1395,2014-10-27,5183.658
1396,2014-10-28,5183.67
1397,2014-10-29,5183.6
1398,2014-10-30,5183.61
1399,2014-10-31,5183.57
1400,2014-11-01,5183.51
1401,2014-11-02,5183.5
1402,2014-11-03,5183.45
1403,2014-11-04,5183.48
1404,2014-11-05,5183.44
1405,2014-11-06,5183.4
1406,2014-11-07,5183.37
1407,2014-11-08,5183.34
1408,2014-11-09,5183.28
1409,2014-11-10,5183.27
1410,2014-11-11,5183.26
1411,2014-11-12,5183.42
1412,2014-11-13,5183.34
1413,2014-11-14,5183.3099999999995
1414,2014-11-15,5183.28
1415,2014-11-16,5183.3
1416,2014-11-17,5183.29
1417,2014-11-18,5183.26
1418,2014-11-19,5183.23
1419,2014-11-20,5183.36
1420,2014-11-21,5183.44
1421,2014-11-22,5183.45
1422,2014-11-23,5183.45
1423,2014-11-24,5183.45
1424,2014-11-25,5183.45
1425,2014-11-26,5183.45
1426,2014-11-27,5183.4
1427,2014-11-28,5183.433333333333
1428,2014-11-29,5183.466666666666
1429,2014-11-30,5183.5
1430,2014-12-01,5183.52
1431,2014-12-02,5183.52
1432,2014-12-03,5183.48
1433,2014-12-04,5183.44
1434,2014-12-05,5183.46
1435,2014-12-06,5183.43
1436,2014-12-07,5183.44
1437,2014-12-08,5183.4
1438,2014-12-09,5183.429999999999
1439,2014-12-10,5183.46
1440,2014-12-11,5183.49
1441,2014-12-12,5183.45
1442,2014-12-13,5183.52
1443,2014-12-14,5183.45
1444,2014-12-15,5183.57
1445,2014-12-16,5183.37
1446,2014-12-17,5183.43
1447,2014-12-18,5183.44
1448,2014-12-19,5183.43
1449,2014-12-20,5183.51
1450,2014-12-21,5183.59
1451,2014-12-22,5183.67
1452,2014-12-23,5183.75
1453,2014-12-24,5183.83
1454,2014-12-25,5183.91
1455,2014-12-26,5183.86
1456,2014-12-27,5183.82
1457,2014-12-28,5183.81
1458,2014-12-29,5183.82
1459,2014-12-30,5183.79
1460,2014-12-31,5183.7
1461,2015-01-01,5183.68
1462,2015-01-02,5183.64
1463,2015-01-03,5183.63
1464,2015-01-04,5183.61
1465,2015-01-05,5183.55
1466,2015-01-06,5183.52
1467,2015-01-07,5183.51
1468,2015-01-08,5183.46
1469,2015-01-09,5183.46
1470,2015-01-10,5183.43
1471,2015-01-11,5183.42
1472,2015-01-12,5183.42
1473,2015-01-13,5183.38
1474,2015-01-14,5183.38
1475,2015-01-15,5183.39
1476,2015-01-16,5183.38
1477,2015-01-17,5183.48
1478,2015-01-18,5183.56
1479,2015-01-19,5183.53
1480,2015-01-20,5183.5
1481,2015-01-21,5183.47
1482,2015-01-22,5183.44
1483,2015-01-23,5183.43
1484,2015-01-24,5183.42
1485,2015-01-25,5183.38
1486,2015-01-26,5183.37
1487,2015-01-27,5183.34
1488,2015-01-28,5183.3
1489,2015-01-29,5183.28
1490,2015-01-30,5183.25
1491,2015-01-31,5183.25
1492,2015-02-01,5183.23
1493,2015-02-02,5183.36
1494,2015-02-03,5183.51
1495,2015-02-04,5183.553333333333
1496,2015-02-05,5183.596666666667
1497,2015-02-06,5183.64
1498,2015-02-07,5183.78
1499,2015-02-08,5183.746666666667
1500,2015-02-09,5183.713333333333
1501,2015-02-10,5183.68
1502,2015-02-11,5183.64
1503,2015-02-12,5183.65
1504,2015-02-13,5183.63
1505,2015-02-14,5183.57
1506,2015-02-15,5183.54
1507,2015-02-16,5183.509999999999
1508,2015-02-17,5183.48
1509,2015-02-18,5183.49
1510,2015-02-19,5183.46
1511,2015-02-20,5183.43
1512,2015-02-21,5183.3975
1513,2015-02-22,5183.365
1514,2015-02-23,5183.3325
1515,2015-02-24,5183.3
1516,2015-02-25,5183.3
1517,2015-02-26,5183.3
1518,2015-02-27,5183.3
1519,2015-02-28,5183.25
1520,2015-03-01,5183.28
1521,2015-03-02,5183.23
1522,2015-03-03,5183.23
1523,2015-03-04,5183.21
1524,2015-03-05,5183.19
1525,2015-03-06,5183.16
1526,2015-03-07,5183.14
1527,2015-03-08,5183.14
1528,2015-03-09,5183.13
1529,2015-03-10,5183.14
1530,2015-03-11,5183.2
1531,2015-03-12,5183.18
1532,2015-03-13,5183.16
1533,2015-03-14,5183.23
1534,2015-03-15,5183.259999999999
1535,2015-03-16,5183.29
1536,2015-03-17,5183.32
1537,2015-03-18,5183.3
1538,2015-03-19,5183.32
1539,2015-03-20,5183.36
1540,2015-03-21,5183.38
1541,2015-03-22,5183.42
1542,2015-03-23,5183.455
1543,2015-03-24,5183.49
1544,2015-03-25,5183.53
1545,2015-03-26,5183.55
1546,2015-03-27,5183.56
1547,2015-03-28,5183.54
1548,2015-03-29,5183.55
1549,2015-03-30,5183.55
1550,2015-03-31,5183.54
1551,2015-04-01,5183.55
1552,2015-04-02,5183.56
1553,2015-04-03,5183.59
1554,2015-04-04,5183.6140000000005
1555,2015-04-05,5183.638
1556,2015-04-06,5183.662
1557,2015-04-07,5183.686
1558,2015-04-08,5183.71
1559,2015-04-09,5183.72
1560,2015-04-10,5183.736666666667
1561,2015-04-11,5183.753333333334
1562,2015-04-12,5183.77
1563,2015-04-13,5183.8
1564,2015-04-14,5183.81
1565,2015-04-15,5183.82
1566,2015-04-16,5183.82
1567,2015-04-17,5183.83
1568,2015-04-18,5183.85
1569,2015-04-19,5183.84
1570,2015-04-20,5183.84
1571,2015-04-21,5183.85
1572,2015-04-22,5183.85
1573,2015-04-23,5183.86
1574,2015-04-24,5183.88
1575,2015-04-25,5183.9
1576,2015-04-26,5183.9
1577,2015-04-27,5183.9
1578,2015-04-28,5183.9
1579,2015-04-29,5183.91
1580,2015-04-30,5183.92
1581,2015-05-01,5183.9
1582,2015-05-02,5183.91
1583,2015-05-03,5183.92
1584,2015-05-04,5183.9
1585,2015-05-05,5183.88
1586,2015-05-06,5183.88
1587,2015-05-07,5183.85
1588,2015-05-08,5183.89
1589,2015-05-09,5183.85
1590,2015-05-10,5183.86
1591,2015-05-11,5183.88
1592,2015-05-12,5183.88
1593,2015-05-13,5183.88
1594,2015-05-14,5183.91
1595,2015-05-15,5183.91
1596,2015-05-16,5183.92
1597,2015-05-17,5183.93
1598,2015-05-18,5183.98
1599,2015-05-19,5184.03
1600,2015-05-20,5184.05
1601,2015-05-21,5184.08
1602,2015-05-22,5184.09
1603,2015-05-23,5184.08
1604,2015-05-24,5184.07
1605,2015-05-25,5184.06
1606,2015-05-26,5184.05
1607,2015-05-27,5184.03
1608,2015-05-28,5184.04
1609,2015-05-29,5184.02
1610,2015-05-30,5184.01
1611,2015-05-31,5184.01
1612,2015-06-01,5184.02
1613,2015-06-02,5184.02
1614,2015-06-03,5183.99
1615,2015-06-04,5184.0
1616,2015-06-05,5184.0
1617,2015-06-06,5183.98
1618,2015-06-07,5183.98
1619,2015-06-08,5183.97
1620,2015-06-09,5183.98
1621,2015-06-10,5183.93
1622,2015-06-11,5183.93
1623,2015-06-12,5183.9
1624,2015-06-13,5183.89
1625,2015-06-14,5183.89
1626,2015-06-15,5183.88
1627,2015-06-16,5183.87
1628,2015-06-17,5183.86
1629,2015-06-18,5183.84
1630,2015-06-19,5183.82
1631,2015-06-20,5183.82
1632,2015-06-21,5183.83
1633,2015-06-22,5183.81
1634,2015-06-23,5183.8
1635,2015-06-24,5183.79
1636,2015-06-25,5183.8
1637,2015-06-26,5183.8
1638,2015-06-27,5183.78
1639,2015-06-28,5183.79
1640,2015-06-29,5183.78
1641,2015-06-30,5183.76
1642,2015-07-01,5183.77
1643,2015-07-02,5183.76
1644,2015-07-03,5183.74
1645,2015-07-04,5183.75
1646,2015-07-05,5183.74
1647,2015-07-06,5183.73
1648,2015-07-07,5183.75
1649,2015-07-08,5183.745
1650,2015-07-09,5183.74
1651,2015-07-10,5183.75
1652,2015-07-11,5183.74
1653,2015-07-12,5183.76
1654,2015-07-13,5183.74
1655,2015-07-14,5183.74
1656,2015-07-15,5183.74
1657,2015-07-16,5183.73
1658,2015-07-17,5183.72
1659,2015-07-18,5183.71
1660,2015-07-19,5183.71
1661,2015-07-20,5183.71
1662,2015-07-21,5183.69
1663,2015-07-22,5183.69
1664,2015-07-23,5183.69
1665,2015-07-24,5183.68
1666,2015-07-25,5183.67
1667,2015-07-26,5183.65
1668,2015-07-27,5183.64
1669,2015-07-28,5183.65
1670,2015-07-29,5183.645
1671,2015-07-30,5183.64
1672,2015-07-31,5183.64
1673,2015-08-01,5183.66
1674,2015-08-02,5183.665
1675,2015-08-03,5183.67
1676,2015-08-04,5183.66
1677,2015-08-05,5183.65
1678,2015-08-06,5183.67
1679,2015-08-07,5183.65
1680,2015-08-08,5183.645
1681,2015-08-09,5183.64
1682,2015-08-10,5183.64
1683,2015-08-11,5183.64
1684,2015-08-12,5183.64
1685,2015-08-13,5183.63
1686,2015-08-14,5183.62
1687,2015-08-15,5183.62
1688,2015-08-16,5183.62
1689,2015-08-17,5183.62
1690,2015-08-18,5183.62
1691,2015-08-19,5183.62
1692,2015-08-20,5183.62
1693,2015-08-21,5183.61
1694,2015-08-22,5183.615
1695,2015-08-23,5183.62
1696,2015-08-24,5183.61
1697,2015-08-25,5183.62
1698,2015-08-26,5183.62
1699,2015-08-27,5183.62
1700,2015-08-28,5183.62
1701,2015-08-29,5183.62
1702,2015-08-30,5183.62
1703,2015-08-31,5183.64
1704,2015-09-01,5183.63
1705,2015-09-02,5183.63
1706,2015-09-03,5183.6
1707,2015-09-04,5183.6
1708,2015-09-05,5183.6
1709,2015-09-06,5183.6
1710,2015-09-07,5183.6
1711,2015-09-08,5183.61
1712,2015-09-09,5183.61
1713,2015-09-10,5183.62
1714,2015-09-11,5183.62
1715,2015-09-12,5183.62
1716,2015-09-13,5183.64
1717,2015-09-14,5183.62
1718,2015-09-15,5183.6
1719,2015-09-16,5183.62
1720,2015-09-17,5183.69
1721,2015-09-18,5183.69
1722,2015-09-19,5183.7
1723,2015-09-20,5183.7
1724,2015-09-21,5183.7
1725,2015-09-22,5183.7
1726,2015-09-23,5183.68
1727,2015-09-24,5183.71
1728,2015-09-25,5183.7
1729,2015-09-26,5183.7
1730,2015-09-27,5183.7
1731,2015-09-28,5183.7
1732,2015-09-29,5183.7
1733,2015-09-30,5183.7
1734,2015-10-01,5183.69
1735,2015-10-02,5183.69
1736,2015-10-03,5183.67
1737,2015-10-04,5183.66
1738,2015-10-05,5183.64
1739,2015-10-06,5183.62
1740,2015-10-07,5183.6
1741,2015-10-08,5183.56
1742,2015-10-09,5183.55
1743,2015-10-10,5183.52
1744,2015-10-11,5183.5
1745,2015-10-12,5183.47
1746,2015-10-13,5183.46
1747,2015-10-14,5183.41
1748,2015-10-15,5183.4
1749,2015-10-16,5183.37
1750,2015-10-17,5183.38
1751,2015-10-18,5183.35
1752,2015-10-19,5183.33
1753,2015-10-20,5183.32
1754,2015-10-21,5183.3
1755,2015-10-22,5183.28
1756,2015-10-23,5183.26
1757,2015-10-24,5183.27
1758,2015-10-25,5183.29
1759,2015-10-26,5183.31
1760,2015-10-27,5183.3
1761,2015-10-28,5183.31
1762,2015-10-29,5183.3
1763,2015-10-30,5183.27
1764,2015-10-31,5183.39
1765,2015-11-01,5183.29
1766,2015-11-02,5183.33
1767,2015-11-03,5183.31
1768,2015-11-04,5183.3
1769,2015-11-05,5183.28
1770,2015-11-06,5183.26
1771,2015-11-07,5183.3
1772,2015-11-08,5183.28
1773,2015-11-09,5183.27
1774,2015-11-10,5183.29
1775,2015-11-11,5183.25
1776,2015-11-12,5183.24
1777,2015-11-13,5183.25
1778,2015-11-14,5183.26
1779,2015-11-15,5183.21
1780,2015-11-16,5183.19
1781,2015-11-17,5183.32
1782,2015-11-18,5183.25
1783,2015-11-19,5183.43
1784,2015-11-20,5183.4
1785,2015-11-21,5183.42
1786,2015-11-22,5183.39
1787,2015-11-23,5183.37
1788,2015-11-24,5183.38
1789,2015-11-25,5183.34
1790,2015-11-26,5183.32
1791,2015-11-27,5183.23
1792,2015-11-28,5183.29
1793,2015-11-29,5183.32
1794,2015-11-30,5183.35
1795,2015-12-01,5183.31
1796,2015-12-02,5183.41
1797,2015-12-03,5183.55
1798,2015-12-04,5183.53
1799,2015-12-05,5183.63
1800,2015-12-06,5183.44
1801,2015-12-07,5183.72
1802,2015-12-08,5183.78
1803,2015-12-09,5183.86
1804,2015-12-10,5184.04
1805,2015-12-11,5184.05
1806,2015-12-12,5184.19
1807,2015-12-13,5184.25
1808,2015-12-14,5184.19
1809,2015-12-15,5184.13
1810,2015-12-16,5184.1
1811,2015-12-17,5184.19
1812,2015-12-18,5184.18
1813,2015-12-19,5184.14
1814,2015-12-20,5184.13
1815,2015-12-21,5184.25
1816,2015-12-22,5184.27
1817,2015-12-23,5184.22
1818,2015-12-24,5184.18
1819,2015-12-25,5184.13
1820,2015-12-26,5184.05
1821,2015-12-27,5184.04
1822,2015-12-28,5183.98
1823,2015-12-29,5183.95
1824,2015-12-30,5183.9
1825,2015-12-31,5183.89
1826,2016-01-01,5183.88
1827,2016-01-02,5183.78
1828,2016-01-03,5183.78
1829,2016-01-04,5183.73
1830,2016-01-05,5183.69
1831,2016-01-06,5183.66
1832,2016-01-07,5183.62
1833,2016-01-08,5183.6
1834,2016-01-09,5183.56
1835,2016-01-10,5183.55
1836,2016-01-11,5183.53
1837,2016-01-12,5183.51
1838,2016-01-13,5183.53
1839,2016-01-14,5183.53
1840,2016-01-15,5183.52
1841,2016-01-16,5183.53
1842,2016-01-17,5183.64
1843,2016-01-18,5183.6
1844,2016-01-19,5183.59
1845,2016-01-20,5183.59
1846,2016-01-21,5183.58
1847,2016-01-22,5183.54
1848,2016-01-23,5183.59
1849,2016-01-24,5183.57
1850,2016-01-25,5183.52
1851,2016-01-26,5183.48
1852,2016-01-27,5183.47
1853,2016-01-28,5183.53
1854,2016-01-29,5183.58
1855,2016-01-30,5183.58
1856,2016-01-31,5183.53
1857,2016-02-01,5183.49
1858,2016-02-02,5183.47
1859,2016-02-03,5183.45
1860,2016-02-04,5183.44
1861,2016-02-05,5183.4
1862,2016-02-06,5183.39
1863,2016-02-07,5183.36
1864,2016-02-08,5183.32
1865,2016-02-09,5183.31
1866,2016-02-10,5183.28
1867,2016-02-11,5183.27
1868,2016-02-12,5183.25
1869,2016-02-13,5183.2
1870,2016-02-14,5183.22
1871,2016-02-15,5183.2
1872,2016-02-16,5183.16
1873,2016-02-17,5183.22
1874,2016-02-18,5183.26
1875,2016-02-19,5183.29
1876,2016-02-20,5183.24
1877,2016-02-21,5183.24
1878,2016-02-22,5183.23
1879,2016-02-23,5183.18
1880,2016-02-24,5183.18
1881,2016-02-25,5183.15
1882,2016-02-26,5183.18
1883,2016-02-27,5183.18
1884,2016-02-28,5183.14
1885,2016-02-29,5183.16
1886,2016-03-01,5183.15
1887,2016-03-02,5183.13
1888,2016-03-03,5183.13
1889,2016-03-04,5183.12
1890,2016-03-05,5183.24
1891,2016-03-06,5183.27
1892,2016-03-07,5183.24
1893,2016-03-08,5183.24
1894,2016-03-09,5183.27
1895,2016-03-10,5183.3
1896,2016-03-11,5183.27
1897,2016-03-12,5183.38
1898,2016-03-13,5183.45
1899,2016-03-14,5183.49
1900,2016-03-15,5183.47
1901,2016-03-16,5183.43
