,datetime,DIAMOND_LAKE_NEAR_DIAMOND_LAKE__OR.
1902,2016-03-17,5183.41
1903,2016-03-18,5183.37
1904,2016-03-19,5183.34
1905,2016-03-20,5183.38
1906,2016-03-21,5183.4
1907,2016-03-22,5183.41
1908,2016-03-23,5183.37
1909,2016-03-24,5183.35
1910,2016-03-25,5183.33
1911,2016-03-26,5183.31
1912,2016-03-27,5183.3
1913,2016-03-28,5183.3
1914,2016-03-29,5183.28
1915,2016-03-30,5183.24
1916,2016-03-31,5183.22
1917,2016-04-01,5183.2
1918,2016-04-02,5183.17
1919,2016-04-03,5183.18
1920,2016-04-04,5183.16
1921,2016-04-05,5183.16
1922,2016-04-06,5183.12
1923,2016-04-07,5183.13
1924,2016-04-08,5183.13
1925,2016-04-09,5183.12
1926,2016-04-10,5183.13
1927,2016-04-11,5183.13
1928,2016-04-12,5183.16
1929,2016-04-13,5183.21
1930,2016-04-14,5183.32
1931,2016-04-15,5183.26
1932,2016-04-16,5183.25
1933,2016-04-17,5183.25
1934,2016-04-18,5183.25
1935,2016-04-19,5183.24
1936,2016-04-20,5183.22
1937,2016-04-21,5183.22
1938,2016-04-22,5183.26
1939,2016-04-23,5183.28
1940,2016-04-24,5183.3
1941,2016-04-25,5183.27
1942,2016-04-26,5183.25
1943,2016-04-27,5183.26
1944,2016-04-28,5183.27
1945,2016-04-29,5183.26
1946,2016-04-30,5183.26
1947,2016-05-01,5183.25
1948,2016-05-02,5183.26
1949,2016-05-03,5183.25
1950,2016-05-04,5183.3
1951,2016-05-05,5183.3
1952,2016-05-06,5183.33
1953,2016-05-07,5183.34
1954,2016-05-08,5183.32
1955,2016-05-09,5183.34
1956,2016-05-10,5183.36
1957,2016-05-11,5183.38
1958,2016-05-12,5183.41
1959,2016-05-13,5183.41
1960,2016-05-14,5183.44
1961,2016-05-15,5183.45
1962,2016-05-16,5183.47
1963,2016-05-17,5183.49
1964,2016-05-18,5183.53
1965,2016-05-19,5183.52
1966,2016-05-20,5183.53
1967,2016-05-21,5183.55
1968,2016-05-22,5183.59
1969,2016-05-23,5183.65
1970,2016-05-24,5183.68
1971,2016-05-25,5183.68
1972,2016-05-26,5183.69
1973,2016-05-27,5183.71
1974,2016-05-28,5183.72
1975,2016-05-29,5183.74
1976,2016-05-30,5183.78
1977,2016-05-31,5183.79
1978,2016-06-01,5183.81
1979,2016-06-02,5183.81
1980,2016-06-03,5183.81
1981,2016-06-04,5183.83
1982,2016-06-05,5183.83
1983,2016-06-06,5183.84
1984,2016-06-07,5183.84
1985,2016-06-08,5183.77
1986,2016-06-09,5183.84
1987,2016-06-10,5183.82
1988,2016-06-11,5183.82
1989,2016-06-12,5183.81
1990,2016-06-13,5183.79
1991,2016-06-14,5183.82
1992,2016-06-15,5183.83
1993,2016-06-16,5183.85
1994,2016-06-17,5183.85
1995,2016-06-18,5183.88
1996,2016-06-19,5183.88
1997,2016-06-20,5183.88
1998,2016-06-21,5183.87
1999,2016-06-22,5183.89
2000,2016-06-23,5183.89
2001,2016-06-24,5183.88
2002,2016-06-25,5183.88
2003,2016-06-26,5183.87
2004,2016-06-27,5183.88
2005,2016-06-28,5183.87
2006,2016-06-29,5183.86
2007,2016-06-30,5183.85
2008,2016-07-01,5183.85
2009,2016-07-02,5183.85
2010,2016-07-03,5183.84
2011,2016-07-04,5183.83
2012,2016-07-05,5183.81
2013,2016-07-06,5183.82
2014,2016-07-07,5183.8
2015,2016-07-08,5183.83
2016,2016-07-09,5183.82
2017,2016-07-10,5183.84
2018,2016-07-11,5183.83
2019,2016-07-12,5183.83
2020,2016-07-13,5183.83
2021,2016-07-14,5183.83
2022,2016-07-15,5183.82
2023,2016-07-16,5183.8
2024,2016-07-17,5183.82
2025,2016-07-18,5183.82
2026,2016-07-19,5183.82
2027,2016-07-20,5183.76
2028,2016-07-21,5183.81
2029,2016-07-22,5183.8
2030,2016-07-23,5183.79
2031,2016-07-24,5183.8
2032,2016-07-25,5183.79
2033,2016-07-26,5183.79
2034,2016-07-27,5183.74
2035,2016-07-28,5183.8
2036,2016-07-29,5183.79
2037,2016-07-30,5183.78
2038,2016-07-31,5183.77
2039,2016-08-01,5183.76
2040,2016-08-02,5183.75
2041,2016-08-03,5183.72
2042,2016-08-04,5183.73
2043,2016-08-05,5183.72
2044,2016-08-06,5183.73
2045,2016-08-07,5183.71
2046,2016-08-08,5183.7
2047,2016-08-09,5183.69
2048,2016-08-10,5183.69
2049,2016-08-11,5183.68
2050,2016-08-12,5183.69
2051,2016-08-13,5183.68
2052,2016-08-14,5183.67
2053,2016-08-15,5183.66
2054,2016-08-16,5183.65
2055,2016-08-17,5183.65
2056,2016-08-18,5183.65
2057,2016-08-19,5183.65
2058,2016-08-20,5183.65
2059,2016-08-21,5183.63
2060,2016-08-22,5183.64
2061,2016-08-23,5183.62
2062,2016-08-24,5183.6
2063,2016-08-25,5183.62
2064,2016-08-26,5183.6
2065,2016-08-27,5183.61
2066,2016-08-28,5183.6
2067,2016-08-29,5183.6
2068,2016-08-30,5183.59
2069,2016-08-31,5183.57
2070,2016-09-01,5183.57
2071,2016-09-02,5183.57
2072,2016-09-03,5183.55
2073,2016-09-04,5183.55
2074,2016-09-05,5183.55
2075,2016-09-06,5183.55
2076,2016-09-07,5183.56
2077,2016-09-08,5183.56
2078,2016-09-09,5183.57
2079,2016-09-10,5183.54
2080,2016-09-11,5183.56
2081,2016-09-12,5183.53
2082,2016-09-13,5183.54
2083,2016-09-14,5183.54
2084,2016-09-15,5183.54
2085,2016-09-16,5183.54
2086,2016-09-17,5183.55
2087,2016-09-18,5183.54
2088,2016-09-19,5183.56
2089,2016-09-20,5183.55
2090,2016-09-21,5183.55
2091,2016-09-22,5183.58
2092,2016-09-23,5183.58
2093,2016-09-24,5183.6
2094,2016-09-25,5183.6
2095,2016-09-26,5183.6
2096,2016-09-27,5183.6
2097,2016-09-28,5183.61
2098,2016-09-29,5183.61
2099,2016-09-30,5183.58
2100,2016-10-01,5183.52
2101,2016-10-02,5183.57
2102,2016-10-03,5183.64
2103,2016-10-04,5183.65
2104,2016-10-05,5183.7
2105,2016-10-06,5183.7
2106,2016-10-07,5183.7
2107,2016-10-08,5183.7
2108,2016-10-09,5183.71
2109,2016-10-10,5183.72
2110,2016-10-11,5183.71
2111,2016-10-12,5183.7
2112,2016-10-13,5183.85
2113,2016-10-14,5184.04
2114,2016-10-15,5184.19
2115,2016-10-16,5184.31
2116,2016-10-17,5184.35
2117,2016-10-18,5184.33
2118,2016-10-19,5184.32
2119,2016-10-20,5184.25
2120,2016-10-21,5184.17
2121,2016-10-22,5184.15
2122,2016-10-23,5184.12
2123,2016-10-24,5184.08
2124,2016-10-25,5184.09
2125,2016-10-26,5184.04
2126,2016-10-27,5184.14
2127,2016-10-28,5184.02
2128,2016-10-29,5184.06
2129,2016-10-30,5184.05
2130,2016-10-31,5184.0
2131,2016-11-01,5183.96
2132,2016-11-02,5183.91
2133,2016-11-03,5183.85
2134,2016-11-04,5183.81
2135,2016-11-05,5183.79
2136,2016-11-06,5183.76
2137,2016-11-07,5183.73
2138,2016-11-08,5183.71
2139,2016-11-09,5183.67
2140,2016-11-10,5183.6
2141,2016-11-11,5183.64
2142,2016-11-12,5183.52
2143,2016-11-13,5183.49
2144,2016-11-14,5183.6
2145,2016-11-15,5183.64
2146,2016-11-16,5183.61
2147,2016-11-17,5183.55
2148,2016-11-18,5183.65
2149,2016-11-19,5183.61
2150,2016-11-20,5183.54
2151,2016-11-21,5183.53
2152,2016-11-22,5183.5
2153,2016-11-23,5183.45
2154,2016-11-24,5183.38
2155,2016-11-25,5183.36
2156,2016-11-26,5183.43
2157,2016-11-27,5183.54
2158,2016-11-28,5183.46
2159,2016-11-29,5183.41
2160,2016-11-30,5183.43
2161,2016-12-01,5183.41
2162,2016-12-02,5183.38
2163,2016-12-03,5183.34
2164,2016-12-04,5183.4
2165,2016-12-05,5183.42
2166,2016-12-06,5183.4
2167,2016-12-07,5183.49
2168,2016-12-08,5183.4
2169,2016-12-09,5183.54
2170,2016-12-10,5183.54
2171,2016-12-11,5183.56
2172,2016-12-12,5183.53
2173,2016-12-13,5183.5
2174,2016-12-14,5183.69
2175,2016-12-15,5183.68
2176,2016-12-16,5183.64
2177,2016-12-17,5183.6
2178,2016-12-18,5183.57
2179,2016-12-19,5183.55
2180,2016-12-20,5183.57
2181,2016-12-21,5183.52
2182,2016-12-22,5183.54
2183,2016-12-23,5183.61
2184,2016-12-24,5183.58
2185,2016-12-25,5183.55
2186,2016-12-26,5183.56
2187,2016-12-27,5183.53
2188,2016-12-28,5183.51
2189,2016-12-29,5183.47
2190,2016-12-30,5183.43
2191,2016-12-31,5183.44
2192,2017-01-01,5183.43
2193,2017-01-02,5183.43
2194,2017-01-03,5183.34
2195,2017-01-04,5183.46
2196,2017-01-05,5183.4
2197,2017-01-06,5183.41
2198,2017-01-07,5183.41
2199,2017-01-08,5183.48
2200,2017-01-09,5183.58
2201,2017-01-10,5183.67
2202,2017-01-11,5183.68
2203,2017-01-12,5183.63
2204,2017-01-13,5183.59
2205,2017-01-14,5183.56
2206,2017-01-15,5183.52
2207,2017-01-16,5183.49
2208,2017-01-17,5183.48
2209,2017-01-18,5183.59
2210,2017-01-19,5183.55
2211,2017-01-20,5183.56
2212,2017-01-21,5183.58
2213,2017-01-22,5183.55
2214,2017-01-23,5183.51
2215,2017-01-24,5183.48
2216,2017-01-25,5183.46
2217,2017-01-26,5183.41
2218,2017-01-27,5183.39
2219,2017-01-28,5183.38
2220,2017-01-29,5183.35
2221,2017-01-30,5183.34
2222,2017-01-31,5183.29
2223,2017-02-01,5183.27
2224,2017-02-02,5183.25
2225,2017-02-03,5183.28
2226,2017-02-04,5183.33
2227,2017-02-05,5183.36
2228,2017-02-06,5183.36
2229,2017-02-07,5183.46
2230,2017-02-08,5183.52
2231,2017-02-09,5183.61
2232,2017-02-10,5183.6
2233,2017-02-11,5183.56
2234,2017-02-12,5183.51
2235,2017-02-13,5183.5
2236,2017-02-14,5183.46
2237,2017-02-15,5183.48
2238,2017-02-16,5183.57
2239,2017-02-17,5183.54
2240,2017-02-18,5183.56
2241,2017-02-19,5183.56
2242,2017-02-20,5183.63
2243,2017-02-21,5183.62
2244,2017-02-22,5183.6
2245,2017-02-23,5183.56
2246,2017-02-24,5183.53
2247,2017-02-25,5183.49
2248,2017-02-26,5183.51
2249,2017-02-27,5183.47
2250,2017-02-28,5183.48
2251,2017-03-01,5183.44
2252,2017-03-02,5183.42
2253,2017-03-03,5183.46
2254,2017-03-04,5183.47
2255,2017-03-05,5183.45
2256,2017-03-06,5183.48
2257,2017-03-07,5183.55
2258,2017-03-08,5183.59
2259,2017-03-09,5183.58
2260,2017-03-10,5183.52
2261,2017-03-11,5183.49
2262,2017-03-12,5183.47
2263,2017-03-13,5183.45
2264,2017-03-14,5183.43
2265,2017-03-15,5183.46
2266,2017-03-16,5183.44
2267,2017-03-17,5183.46
2268,2017-03-18,5183.52
2269,2017-03-19,5183.5
2270,2017-03-20,5183.5
2271,2017-03-21,5183.48
2272,2017-03-22,5183.49
2273,2017-03-23,5183.5
2274,2017-03-24,5183.56
2275,2017-03-25,5183.53
2276,2017-03-26,5183.54
2277,2017-03-27,5183.54
2278,2017-03-28,5183.53
2279,2017-03-29,5183.61
2280,2017-03-30,5183.6
2281,2017-03-31,5183.57
2282,2017-04-01,5183.53
2283,2017-04-02,5183.52
2284,2017-04-03,5183.48
2285,2017-04-04,5183.46
2286,2017-04-05,5183.49
2287,2017-04-06,5183.5
2288,2017-04-07,5183.48
2289,2017-04-08,5183.48
2290,2017-04-09,5183.45
2291,2017-04-10,5183.47
2292,2017-04-11,5183.45
2293,2017-04-12,5183.46
2294,2017-04-13,5183.46
2295,2017-04-14,5183.42
2296,2017-04-15,5183.42
2297,2017-04-16,5183.42
2298,2017-04-17,5183.43
2299,2017-04-18,5183.41
2300,2017-04-19,5183.43
2301,2017-04-20,5183.45
2302,2017-04-21,5183.41
2303,2017-04-22,5183.39
2304,2017-04-23,5183.41
2305,2017-04-24,5183.46
2306,2017-04-25,5183.47
2307,2017-04-26,5183.51
2308,2017-04-27,5183.5
2309,2017-04-28,5183.49
2310,2017-04-29,5183.47
2311,2017-04-30,5183.46
2312,2017-05-01,5183.47
2313,2017-05-02,5183.45
2314,2017-05-03,5183.47
2315,2017-05-04,5183.5
2316,2017-05-05,5183.56
2317,2017-05-06,5183.59
2318,2017-05-07,5183.59
2319,2017-05-08,5183.6
2320,2017-05-09,5183.62
2321,2017-05-10,5183.65
2322,2017-05-11,5183.73
2323,2017-05-12,5183.78
2324,2017-05-13,5183.82
2325,2017-05-14,5183.84
2326,2017-05-15,5183.87
2327,2017-05-16,5183.93
2328,2017-05-17,5183.95
2329,2017-05-18,5183.98
2330,2017-05-19,5184.01
2331,2017-05-20,5184.03
2332,2017-05-21,5184.07
2333,2017-05-22,5184.1
2334,2017-05-23,5184.12
2335,2017-05-24,5184.17
2336,2017-05-25,5184.19
2337,2017-05-26,5184.21
2338,2017-05-27,5184.25
2339,2017-05-28,5184.27
2340,2017-05-29,5184.26
2341,2017-05-30,5184.3
2342,2017-05-31,5184.31
2343,2017-06-01,5184.31
2344,2017-06-02,5184.31
2345,2017-06-03,5184.33
2346,2017-06-04,5184.34
2347,2017-06-05,5184.3
2348,2017-06-06,5184.3
2349,2017-06-07,5184.27
2350,2017-06-08,5184.34
2351,2017-06-09,5184.31
2352,2017-06-10,5184.36
2353,2017-06-11,5184.37
2354,2017-06-12,5184.35
2355,2017-06-13,5184.36
2356,2017-06-14,5184.38
2357,2017-06-15,5184.41
2358,2017-06-16,5184.38
2359,2017-06-17,5184.37
2360,2017-06-18,5184.35
2361,2017-06-19,5184.34
2362,2017-06-20,5184.36
2363,2017-06-21,5184.34
2364,2017-06-22,5184.34
2365,2017-06-23,5184.32
2366,2017-06-24,5184.31
2367,2017-06-25,5184.31
2368,2017-06-26,5184.27
2369,2017-06-27,5184.25
2370,2017-06-28,5184.26
2371,2017-06-29,5184.24
2372,2017-06-30,5184.23
2373,2017-07-01,5184.23
2374,2017-07-02,5184.19
2375,2017-07-03,5184.18
2376,2017-07-04,5184.16
2377,2017-07-05,5184.15
2378,2017-07-06,5184.16
2379,2017-07-07,5184.15
2380,2017-07-08,5184.13
2381,2017-07-09,5184.09
2382,2017-07-10,5184.09
2383,2017-07-11,5184.06
2384,2017-07-12,5184.06
2385,2017-07-13,5184.06
2386,2017-07-14,5184.05
2387,2017-07-15,5184.02
2388,2017-07-16,5184.01
2389,2017-07-17,5183.99
2390,2017-07-18,5183.99
2391,2017-07-19,5183.98
2392,2017-07-20,5183.99
2393,2017-07-21,5183.98
2394,2017-07-22,5183.96
2395,2017-07-23,5183.96
2396,2017-07-24,5183.95
2397,2017-07-25,5183.96
2398,2017-07-26,5183.97
2399,2017-07-27,5183.97
2400,2017-07-28,5183.96
2401,2017-07-29,5183.95
2402,2017-07-30,5183.95
2403,2017-07-31,5183.94
2404,2017-08-01,5183.95
2405,2017-08-02,5183.95
2406,2017-08-03,5183.95
2407,2017-08-04,5183.95
2408,2017-08-05,5183.95
2409,2017-08-06,5183.95
2410,2017-08-07,5183.94
2411,2017-08-08,5183.94
2412,2017-08-09,5183.95
2413,2017-08-10,5183.96
2414,2017-08-11,5183.96
2415,2017-08-12,5183.93
2416,2017-08-13,5183.92
2417,2017-08-14,5183.9
2418,2017-08-15,5183.9
2419,2017-08-16,5183.9
2420,2017-08-17,5183.9
2421,2017-08-18,5183.88
2422,2017-08-19,5183.88
2423,2017-08-20,5183.87
2424,2017-08-21,5183.86
2425,2017-08-22,5183.86
2426,2017-08-23,5183.87
2427,2017-08-24,5183.89
2428,2017-08-25,5183.88
2429,2017-08-26,5183.89
2430,2017-08-27,5183.89
2431,2017-08-28,5183.91
2432,2017-08-29,5183.9
2433,2017-08-30,5183.91
2434,2017-08-31,5183.91
2435,2017-09-01,5183.9
2436,2017-09-02,5183.89
2437,2017-09-03,5183.89
2438,2017-09-04,5183.9
2439,2017-09-05,5183.88
2440,2017-09-06,5183.88
2441,2017-09-07,5183.94
2442,2017-09-08,5183.96
2443,2017-09-09,5183.96
2444,2017-09-10,5183.96
2445,2017-09-11,5183.99
2446,2017-09-12,5183.98
2447,2017-09-13,5183.97
2448,2017-09-14,5183.95
2449,2017-09-15,5183.94
2450,2017-09-16,5183.92
2451,2017-09-17,5183.93
2452,2017-09-18,5183.96
2453,2017-09-19,5183.96
2454,2017-09-20,5184.0
2455,2017-09-21,5183.98
2456,2017-09-22,5183.98
2457,2017-09-23,5183.96
2458,2017-09-24,5183.95
2459,2017-09-25,5183.94
2460,2017-09-26,5183.94
2461,2017-09-27,5183.93
2462,2017-09-28,5183.93
2463,2017-09-29,5183.92
2464,2017-09-30,5183.91
2465,2017-10-01,5183.91
2466,2017-10-02,5183.88
2467,2017-10-03,5183.89
2468,2017-10-04,5183.88
2469,2017-10-05,5183.87
2470,2017-10-06,5183.85
2471,2017-10-07,5183.81
2472,2017-10-08,5183.79
2473,2017-10-09,5183.74
2474,2017-10-10,5183.74
2475,2017-10-11,5183.74
2476,2017-10-12,5183.7
2477,2017-10-13,5183.76
2478,2017-10-14,5183.69
2479,2017-10-15,5183.7
2480,2017-10-16,5183.67
2481,2017-10-17,5183.63
2482,2017-10-18,5183.59
2483,2017-10-19,5183.63
2484,2017-10-20,5183.61
2485,2017-10-21,5183.81
2486,2017-10-22,5183.79
2487,2017-10-23,5183.79
2488,2017-10-24,5183.72
2489,2017-10-25,5183.68
2490,2017-10-26,5183.66
2491,2017-10-27,5183.62
2492,2017-10-28,5183.6
2493,2017-10-29,5183.57
2494,2017-10-30,5183.6
2495,2017-10-31,5183.5
2496,2017-11-01,5183.5
2497,2017-11-02,5183.46
2498,2017-11-03,5183.51
2499,2017-11-04,5183.53
2500,2017-11-05,5183.5
2501,2017-11-06,5183.46
2502,2017-11-07,5183.42
2503,2017-11-08,5183.47
2504,2017-11-09,5183.49
2505,2017-11-10,5183.56
2506,2017-11-11,5183.56
2507,2017-11-12,5183.54
2508,2017-11-13,5183.62
2509,2017-11-14,5183.6
2510,2017-11-15,5183.63
2511,2017-11-16,5183.65
2512,2017-11-17,5183.64
2513,2017-11-18,5183.64
2514,2017-11-19,5183.64
2515,2017-11-20,5183.76
2516,2017-11-21,5183.77
2517,2017-11-22,5183.74
2518,2017-11-23,5183.86
2519,2017-11-24,5183.9
2520,2017-11-25,5183.7
2521,2017-11-26,5183.9
2522,2017-11-27,5183.82
2523,2017-11-28,5183.84
2524,2017-11-29,5183.82
2525,2017-11-30,5183.78
2526,2017-12-01,5183.74
2527,2017-12-02,5183.75
2528,2017-12-03,5183.72
2529,2017-12-04,5183.7
2530,2017-12-05,5183.65
2531,2017-12-06,5183.62
2532,2017-12-07,5183.6
2533,2017-12-08,5183.6
2534,2017-12-09,5183.57
2535,2017-12-10,5183.51
2536,2017-12-11,5183.51
2537,2017-12-12,5183.49
2538,2017-12-13,5183.49
2539,2017-12-14,5183.47
2540,2017-12-15,5183.45
2541,2017-12-16,5183.43
2542,2017-12-17,5183.42
2543,2017-12-18,5183.39
2544,2017-12-19,5183.46
2545,2017-12-20,5183.45
2546,2017-12-21,5183.45
2547,2017-12-22,5183.41
2548,2017-12-23,5183.4
2549,2017-12-24,5183.41
2550,2017-12-25,5183.4
2551,2017-12-26,5183.37
2552,2017-12-27,5183.37
2553,2017-12-28,5183.36
2554,2017-12-29,5183.4
2555,2017-12-30,5183.37
2556,2017-12-31,5183.37
2557,2018-01-01,5183.34
