,datetime,DEXTER_LAKE_AT_DEXTER__OR.
1533,2017-10-11,693.08
1534,2017-10-12,693.0
1535,2017-10-13,693.02
1536,2017-10-14,692.96
1537,2017-10-15,692.88
1538,2017-10-16,692.89
1539,2017-10-17,692.93
1540,2017-10-18,692.91
1541,2017-10-19,692.9
1542,2017-10-20,692.87
1543,2017-10-21,692.97
1544,2017-10-22,693.08
1545,2017-10-23,693.17
1546,2017-10-24,693.11
1547,2017-10-25,693.13
1548,2017-10-26,693.18
1549,2017-10-27,693.24
1550,2017-10-28,693.34
1551,2017-10-29,693.31
1552,2017-10-30,693.18
1553,2017-10-31,693.18
1554,2017-11-01,693.2
1555,2017-11-02,693.14
1556,2017-11-03,692.8
1557,2017-11-04,692.95
1558,2017-11-05,693.45
1559,2017-11-06,693.59
1560,2017-11-07,692.99
1561,2017-11-08,692.6
1562,2017-11-09,693.38
1563,2017-11-10,693.23
1564,2017-11-11,693.06
1565,2017-11-12,693.1
1566,2017-11-13,693.57
1567,2017-11-14,693.73
1568,2017-11-15,694.44
1569,2017-11-16,693.24
1570,2017-11-17,693.39
1571,2017-11-18,692.59
1572,2017-11-19,693.77
1573,2017-11-20,693.37
1574,2017-11-21,693.65
1575,2017-11-22,693.57
1576,2017-11-23,693.44
1577,2017-11-24,692.87
1578,2017-11-25,692.84
1579,2017-11-26,692.56
1580,2017-11-27,692.44
1581,2017-11-28,692.39
1582,2017-11-29,692.82
1583,2017-11-30,692.93
1584,2017-12-01,692.76
1585,2017-12-02,692.78
1586,2017-12-03,693.8
1587,2017-12-04,693.15
1588,2017-12-05,692.49
1589,2017-12-06,693.02
1590,2017-12-07,693.0
1591,2017-12-08,693.68
1592,2017-12-09,692.31
1593,2017-12-10,692.64
1594,2017-12-11,692.61
1595,2017-12-12,693.01
1596,2017-12-13,693.03
1597,2017-12-14,692.9
1598,2017-12-15,692.79
1599,2017-12-16,692.79
1600,2017-12-17,693.45
1601,2017-12-18,693.68
1602,2017-12-19,692.73
1603,2017-12-20,692.46
1604,2017-12-21,693.03
1605,2017-12-22,693.14
1606,2017-12-23,693.1
1607,2017-12-24,692.78
1608,2017-12-25,692.77
1609,2017-12-26,693.1
1610,2017-12-27,693.65
1611,2017-12-28,693.88
1612,2017-12-29,694.07
1613,2017-12-30,694.12
1614,2017-12-31,693.58
1615,2018-01-01,693.34
