,datetime,HOWARD_A_HANSON_RESERVOIR_NEAR_PALMER__WA.tsv
1110,2016-01-16,33018.7
1111,2016-01-17,33020.9
1112,2016-01-18,33021.9
1113,2016-01-19,33021.7
1114,2016-01-20,33019.8
1115,2016-01-21,33023.4
1116,2016-01-22,33029.6
1117,2016-01-23,33029.4
1118,2016-01-24,33028.3
1119,2016-01-25,33025.8
1120,2016-01-26,33019.6
1121,2016-01-27,33017.0
1122,2016-01-28,33021.9
1123,2016-01-29,33036.1
1124,2016-01-30,33037.5
1125,2016-01-31,33032.0
1126,2016-02-01,33026.4
1127,2016-02-02,33023.9
1128,2016-02-03,33020.6
1129,2016-02-04,33018.4
1130,2016-02-05,33020.3
1131,2016-02-06,33022.4
1132,2016-02-07,33023.9
1133,2016-02-08,33016.8
1134,2016-02-09,33016.7
1135,2016-02-10,33017.4
1136,2016-02-11,33018.0
1137,2016-02-12,33018.9
1138,2016-02-13,33020.2
1139,2016-02-14,33022.6
1140,2016-02-15,33048.7
1141,2016-02-16,33063.1
1142,2016-02-17,33065.8
1143,2016-02-18,33059.5
1144,2016-02-19,33048.4
1145,2016-02-20,33039.1
1146,2016-02-21,33027.9
1147,2016-02-22,33020.4
1148,2016-02-23,33022.1
1149,2016-02-24,33023.4
1150,2016-02-25,33025.4
1151,2016-02-26,33027.2
1152,2016-02-27,33029.1
1153,2016-02-28,33032.5
1154,2016-02-29,33037.2
1155,2016-03-01,33038.6
1156,2016-03-02,33039.8
1157,2016-03-03,33042.2
1158,2016-03-04,33044.6
1159,2016-03-05,33045.4
1160,2016-03-06,33045.7
1161,2016-03-07,33047.1
1162,2016-03-08,33048.3
1163,2016-03-09,33050.7
1164,2016-03-10,33053.1
1165,2016-03-11,33054.7
1166,2016-03-12,33056.3
1167,2016-03-13,33057.5
1168,2016-03-14,33058.5
1169,2016-03-15,33059.7
1170,2016-03-16,33061.4
1171,2016-03-17,33063.1
1172,2016-03-18,33064.5
1173,2016-03-19,33065.8
1174,2016-03-20,33066.9
1175,2016-03-21,33068.0
1176,2016-03-22,33069.3
1177,2016-03-23,33070.3
1178,2016-03-24,33072.1
1179,2016-03-25,33073.4
1180,2016-03-26,33075.2
1181,2016-03-27,33076.5
1182,2016-03-28,33077.4
1183,2016-03-29,33077.9
1184,2016-03-30,33078.3
1185,2016-03-31,33078.7
1186,2016-04-01,33079.2
1187,2016-04-02,33079.9
1188,2016-04-03,33080.9
1189,2016-04-04,33082.0
1190,2016-04-05,33082.5
1191,2016-04-06,33082.8
1192,2016-04-07,33083.4
1193,2016-04-08,33084.4
1194,2016-04-09,33085.4
1195,2016-04-10,33086.6
1196,2016-04-11,33087.3
1197,2016-04-12,33087.7
1198,2016-04-13,33088.3
1199,2016-04-14,33088.9
1200,2016-04-15,33089.4
1201,2016-04-16,33090.0
1202,2016-04-17,33090.4
1203,2016-04-18,33090.9
1204,2016-04-19,33091.9
1205,2016-04-20,33093.5
1206,2016-04-21,33095.3
1207,2016-04-22,33097.1
1208,2016-04-23,33098.3
1209,2016-04-24,33099.3
1210,2016-04-25,33100.1
1211,2016-04-26,33100.6
1212,2016-04-27,33100.9
1213,2016-04-28,33101.2
1214,2016-04-29,33101.6
1215,2016-04-30,33102.0
1216,2016-05-01,33102.4
1217,2016-05-02,33102.8
1218,2016-05-03,33103.3
1219,2016-05-04,33104.0
1220,2016-05-05,33104.8
1221,2016-05-06,33105.3
1222,2016-05-07,33105.7
1223,2016-05-08,33106.0
1224,2016-05-09,33106.4
1225,2016-05-10,33106.6
1226,2016-05-11,33106.7
1227,2016-05-12,33106.8
1228,2016-05-13,33107.0
1229,2016-05-14,33107.1
1230,2016-05-15,33107.4
1231,2016-05-16,33107.5
1232,2016-05-17,33107.5
1233,2016-05-18,33107.4
1234,2016-05-19,33107.3
1235,2016-05-20,33107.3
1236,2016-05-21,33107.2
1237,2016-05-22,33107.6
1238,2016-05-23,33107.7
1239,2016-05-24,33107.6
1240,2016-05-25,33107.6
1241,2016-05-26,33107.5
1242,2016-05-27,33107.3
1243,2016-05-28,33107.3
1244,2016-05-29,33107.4
1245,2016-05-30,33107.4
1246,2016-05-31,33107.4
1247,2016-06-01,33107.3
1248,2016-06-02,33107.2
1249,2016-06-03,33107.2
1250,2016-06-04,33107.2
1251,2016-06-05,33107.1
1252,2016-06-06,33107.0
1253,2016-06-07,33107.0
1254,2016-06-08,33107.0
1255,2016-06-09,33107.0
1256,2016-06-10,33107.1
1257,2016-06-11,33107.1
1258,2016-06-12,33107.2
1259,2016-06-13,33107.2
1260,2016-06-14,33107.3
1261,2016-06-15,33107.4
1262,2016-06-16,33107.4
1263,2016-06-17,33107.4
1264,2016-06-18,33107.4
1265,2016-06-19,33107.4
1266,2016-06-20,33107.4
1267,2016-06-21,33107.4
1268,2016-06-22,33107.3
1269,2016-06-23,33107.3
1270,2016-06-24,33107.4
1271,2016-06-25,33107.8
1272,2016-06-26,33108.0
1273,2016-06-27,33107.8
1274,2016-06-28,33107.6
1275,2016-06-29,33107.4
1276,2016-06-30,33107.2
1277,2016-07-01,33107.2
1278,2016-07-02,33107.2
1279,2016-07-03,33107.2
1280,2016-07-04,33107.1
1281,2016-07-05,33107.0
1282,2016-07-06,33107.0
1283,2016-07-07,33107.0
1284,2016-07-08,33107.0
1285,2016-07-09,33107.1
1286,2016-07-10,33107.2
1287,2016-07-11,33107.2
1288,2016-07-12,33107.2
1289,2016-07-13,33107.2
1290,2016-07-14,33107.1
1291,2016-07-15,33107.0
1292,2016-07-16,33106.9
1293,2016-07-17,33106.8
1294,2016-07-18,33106.6
1295,2016-07-19,33106.6
1296,2016-07-20,33106.4
1297,2016-07-21,33106.3
1298,2016-07-22,33106.1
1299,2016-07-23,33105.9
1300,2016-07-24,33105.6
1301,2016-07-25,33105.4
1302,2016-07-26,33105.1
1303,2016-07-27,33104.8
1304,2016-07-28,33104.5
1305,2016-07-29,33104.2
1306,2016-07-30,33103.9
1307,2016-07-31,33103.5
1308,2016-08-01,33103.2
1309,2016-08-02,33102.8
1310,2016-08-03,33102.7
1311,2016-08-04,33102.4
1312,2016-08-05,33102.1
1313,2016-08-06,33101.8
1314,2016-08-07,33101.4
1315,2016-08-08,33101.1
1316,2016-08-09,33100.8
1317,2016-08-10,33100.5
1318,2016-08-11,33100.2
1319,2016-08-12,33099.8
1320,2016-08-13,33099.4
1321,2016-08-14,33099.0
1322,2016-08-15,33098.6
1323,2016-08-16,33098.2
1324,2016-08-17,33097.7
1325,2016-08-18,33097.2
1326,2016-08-19,33096.8
1327,2016-08-20,33096.3
1328,2016-08-21,33095.7
1329,2016-08-22,33095.2
1330,2016-08-23,33094.6
1331,2016-08-24,33094.1
1332,2016-08-25,33093.6
1333,2016-08-26,33093.0
1334,2016-08-27,33092.5
1335,2016-08-28,33091.9
1336,2016-08-29,33091.3
1337,2016-08-30,33090.8
1338,2016-08-31,33090.2
1339,2016-09-01,32589.6
1340,2016-09-02,32099.1
1341,2016-09-03,31698.6
1342,2016-09-04,31238.1
1343,2016-09-05,30747.6
1344,2016-09-06,30287.0
1345,2016-09-07,29926.6
1346,2016-09-08,29586.2
1347,2016-09-09,29225.8
1348,2016-09-10,28835.4
1349,2016-09-11,28424.9
1350,2016-09-12,28014.4
1351,2016-09-13,27583.9
1352,2016-09-14,27173.4
1353,2016-09-15,26752.9
1354,2016-09-16,26302.3
1355,2016-09-17,25861.7
1356,2016-09-18,25811.6
1357,2016-09-19,25671.4
1358,2016-09-20,25431.2
1359,2016-09-21,25000.6
1360,2016-09-22,24489.9
1361,2016-09-23,23969.2
1362,2016-09-24,23448.5
1363,2016-09-25,22917.8
1364,2016-09-26,22367.0
1365,2016-09-27,21806.2
1366,2016-09-28,21165.2
1367,2016-09-29,20474.2
1368,2016-09-30,19773.1
1369,2016-10-01,19082.0
1370,2016-10-02,18390.8
1371,2016-10-03,17689.6
1372,2016-10-04,17018.4
1373,2016-10-05,16247.2
1374,2016-10-06,15625.9
1375,2016-10-07,15034.7
1376,2016-10-08,14523.7
1377,2016-10-09,13742.1
1378,2016-10-10,13471.4
1379,2016-10-11,13080.56
1380,2016-10-12,12348.85
1381,2016-10-13,11326.32
1382,2016-10-14,11155.869999999999
1383,2016-10-15,11024.53
1384,2016-10-16,10937.3
1385,2016-10-17,10389.81
1386,2016-10-18,10026.78
1387,2016-10-19,9477.16
1388,2016-10-20,8889.33
1389,2016-10-21,10835.03
1390,2016-10-22,10229.36
1391,2016-10-23,8386.7
1392,2016-10-24,7358.17
1393,2016-10-25,6515.0599999999995
1394,2016-10-26,5743.03
1395,2016-10-27,5616.51
1396,2016-10-28,5277.1
1397,2016-10-29,4984.85
1398,2016-10-30,4526.8099999999995
1399,2016-10-31,3936.0
1400,2016-11-01,3488.6400000000003
1401,2016-11-02,3317.67
1402,2016-11-03,3240.2200000000003
1403,2016-11-04,3002.79
1404,2016-11-05,2728.0299999999997
1405,2016-11-06,2754.2
1406,2016-11-07,2822.65
1407,2016-11-08,2690.7799999999997
1408,2016-11-09,2410.84
1409,2016-11-10,2221.4300000000003
1410,2016-11-11,2244.6099999999997
1411,2016-11-12,2205.31
1412,2016-11-13,2106.54
1413,2016-11-14,2346.37
1414,2016-11-15,2397.74
1415,2016-11-16,2310.1
1416,2016-11-17,2008.75
1417,2016-11-18,1975.47
1418,2016-11-19,1994.63
1419,2016-11-20,1578.87
1420,2016-11-21,1710.15
1421,2016-11-22,2019.84
1422,2016-11-23,2159.96
1423,2016-11-24,2138.79
1424,2016-11-25,2071.26
1425,2016-11-26,2135.77
1426,2016-11-27,2145.85
1427,2016-11-28,2314.13
1428,2016-11-29,2260.73
1429,2016-11-30,2387.67
1430,2016-12-01,2556.87
1431,2016-12-02,2333.27
1432,2016-12-03,2693.8
1433,2016-12-04,3217.09
1434,2016-12-05,2709.91
1435,2016-12-06,2361.48
1436,2016-12-07,2344.35
1437,2016-12-08,2247.63
1438,2016-12-09,2208.33
1439,2016-12-10,2329.24
1440,2016-12-11,2331.26
1441,2016-12-12,2273.83
1442,2016-12-13,2237.55
1443,2016-12-14,2112.58
1444,2016-12-15,2131.74
1445,2016-12-16,2119.6400000000003
1446,2016-12-17,2191.2
1447,2016-12-18,2214.38
1448,2016-12-19,2209.34
1449,2016-12-20,2275.85
1450,2016-12-21,2248.6400000000003
1451,2016-12-22,2158.95
1452,2016-12-23,1958.33
1453,2016-12-24,2212.3599999999997
1454,2016-12-25,2285.92
1455,2016-12-26,2187.17
1456,2016-12-27,2044.04
1457,2016-12-28,1968.41
1458,2016-12-29,1901.85
1459,2016-12-30,2239.5699999999997
1460,2016-12-31,2511.55
1461,2017-01-01,2632.3900000000003
1462,2017-01-02,2648.5
1463,2017-01-03,2265.77
1464,2017-01-04,1627.35
1465,2017-01-05,1560.68
1466,2017-01-06,1716.2
1467,2017-01-07,1981.52
1468,2017-01-08,2294.99
1469,2017-01-09,2342.34
1470,2017-01-10,2073.27
1471,2017-01-11,1775.75
1472,2017-01-12,1690.97
1473,2017-01-13,1695.01
1474,2017-01-14,1856.46
1475,2017-01-15,1970.43
1476,2017-01-16,2036.98
1477,2017-01-17,2080.33
1478,2017-01-18,2542.77
1479,2017-01-19,2547.81
1480,2017-01-20,2174.0699999999997
1481,2017-01-21,2312.12
1482,2017-01-22,2401.77
1483,2017-01-23,2394.7200000000003
1484,2017-01-24,2286.9300000000003
1485,2017-01-25,2208.33
1486,2017-01-26,2191.2
1487,2017-01-27,2152.9
1488,2017-01-28,2220.42
1489,2017-01-29,2278.87
1490,2017-01-30,2368.5299999999997
1491,2017-01-31,2384.65
1492,2017-02-01,2346.37
1493,2017-02-02,2281.8900000000003
1494,2017-02-03,2200.27
1495,2017-02-04,2088.3900000000003
1496,2017-02-05,2196.24
1497,2017-02-06,2301.04
1498,2017-02-07,2155.9300000000003
1499,2017-02-08,2049.08
1500,2017-02-09,2169.0299999999997
1501,2017-02-10,3541.94
1502,2017-02-11,4013.38
1503,2017-02-12,3581.15
1504,2017-02-13,2822.65
1505,2017-02-14,2348.38
1506,2017-02-15,2060.17
1507,2017-02-16,3282.4700000000003
1508,2017-02-17,5479.95
1509,2017-02-18,5872.55
1510,2017-02-19,5215.84
1511,2017-02-20,3933.99
1512,2017-02-21,2573.99
1513,2017-02-22,2353.42
1514,2017-02-23,2379.6099999999997
1515,2017-02-24,2632.3900000000003
1516,2017-02-25,2986.69
1517,2017-02-26,3211.05
1518,2017-02-27,3281.46
1519,2017-02-28,3427.3
1520,2017-03-01,3497.69
1521,2017-03-02,3733.9700000000003
1522,2017-03-03,4033.48
1523,2017-03-04,4565.99
1524,2017-03-05,5156.59
1525,2017-03-06,5577.35
1526,2017-03-07,5870.54
1527,2017-03-08,6142.62
1528,2017-03-09,6301.24
1529,2017-03-10,6850.32
1530,2017-03-11,7490.64
1531,2017-03-12,8233.19
1532,2017-03-13,8851.21
1533,2017-03-14,10541.23
1534,2017-03-15,11326.33
1535,2017-03-16,12058.16
1536,2017-03-17,11667.19
1537,2017-03-18,11135.82
1538,2017-03-19,12439.06
1539,2017-03-20,13301.06
1540,2017-03-21,13992.55
1541,2017-03-22,14603.8
1542,2017-03-23,15205.01
1543,2017-03-24,15956.44
1544,2017-03-25,16787.98
1545,2017-03-26,17579.37
1546,2017-03-27,18230.49
1547,2017-03-28,18851.53
1548,2017-03-29,19572.7
1549,2017-03-30,21465.63
1550,2017-03-31,22477.1
1551,2017-04-01,23718.84
1552,2017-04-02,24509.93
1553,2017-04-03,25000.58
1554,2017-04-04,25341.03
1555,2017-04-05,25641.42
1556,2017-04-06,25881.73
1557,2017-04-07,26352.33
1558,2017-04-08,27543.81
1559,2017-04-09,28434.88
1560,2017-04-10,28715.21
1561,2017-04-11,28865.38
1562,2017-04-12,29065.62
1563,2017-04-13,29546.18
1564,2017-04-14,30377.14
1565,2017-04-15,31208.08
1566,2017-04-16,31748.69
1567,2017-04-17,32069.05
1568,2017-04-18,32439.45
1569,2017-04-19,32899.96
1570,2017-04-20,33190.28
1571,2017-04-21,33670.8
1572,2017-04-22,33941.09
1573,2017-04-23,34341.52
1574,2017-04-24,34852.07
1575,2017-04-25,35102.33
1576,2017-04-26,35172.41
1577,2017-04-27,35642.9
1578,2017-04-28,36093.37
1579,2017-04-29,36433.72
1580,2017-04-30,36493.79
1581,2017-05-01,36884.19
1582,2017-05-02,37284.6
1583,2017-05-03,37464.79
1584,2017-05-04,38235.57
1585,2017-05-05,40567.88
1586,2017-05-06,42810.04
1587,2017-05-07,42469.72
1588,2017-05-08,40467.79
1589,2017-05-09,39747.08
1590,2017-05-10,39717.05
1591,2017-05-11,40247.57
1592,2017-05-12,40667.98
1593,2017-05-13,41128.43
1594,2017-05-14,41268.56
1595,2017-05-15,41018.32
1596,2017-05-16,41438.73
1597,2017-05-17,42499.74
1598,2017-05-18,43480.67
1599,2017-05-19,44131.28
1600,2017-05-20,44631.75
1601,2017-05-21,45352.42
1602,2017-05-22,46323.31
1603,2017-05-23,47164.08
1604,2017-05-24,47644.51
1605,2017-05-25,47414.31
1606,2017-05-26,47234.14
1607,2017-05-27,47584.46
1608,2017-05-28,48084.91
1609,2017-05-29,48735.5
1610,2017-05-30,49526.2
1611,2017-05-31,49796.44
1612,2017-06-01,49796.44
1613,2017-06-02,49916.55
1614,2017-06-03,50206.81
1615,2017-06-04,50346.93
1616,2017-06-05,50276.87
1617,2017-06-06,50266.86
1618,2017-06-07,50296.89
1619,2017-06-08,50266.86
1620,2017-06-09,50286.88
1621,2017-06-10,50276.87
1622,2017-06-11,50026.65
1623,2017-06-12,50016.64
1624,2017-06-13,50156.76
1625,2017-06-14,50246.84
1626,2017-06-15,50256.85
1627,2017-06-16,50847.37
1628,2017-06-17,51147.64
1629,2017-06-18,51077.57
1630,2017-06-19,50747.28
1631,2017-06-20,50567.13
1632,2017-06-21,50467.04
1633,2017-06-22,50396.98
1634,2017-06-23,50437.01
1635,2017-06-24,50427.0
1636,2017-06-25,50306.9
1637,2017-06-26,50106.72
1638,2017-06-27,50026.65
1639,2017-06-28,50026.65
1640,2017-06-29,49996.62
1641,2017-06-30,49936.57
1642,2017-07-01,49756.41
1643,2017-07-02,49556.23
1644,2017-07-03,49296.0
1645,2017-07-04,49165.88
1646,2017-07-05,49015.75
1647,2017-07-06,48835.59
1648,2017-07-07,48645.42
1649,2017-07-08,48495.28
1650,2017-07-09,48335.14
1651,2017-07-10,48164.99
1652,2017-07-11,47984.82
1653,2017-07-12,47814.67
1654,2017-07-13,47674.54
1655,2017-07-14,47524.41
1656,2017-07-15,47384.28
1657,2017-07-16,47234.14
1658,2017-07-17,47063.99
1659,2017-07-18,46913.85
1660,2017-07-19,46773.72
1661,2017-07-20,46603.57
1662,2017-07-21,46473.45
1663,2017-07-22,46343.33
1664,2017-07-23,46203.2
1665,2017-07-24,46043.06
1666,2017-07-25,45892.92
1667,2017-07-26,45722.76
1668,2017-07-27,45582.63
1669,2017-07-28,45442.5
1670,2017-07-29,45312.38
1671,2017-07-30,45162.24
1672,2017-07-31,45022.11
1673,2017-08-01,44851.96
1674,2017-08-02,44591.71
1675,2017-08-03,44291.43
1676,2017-08-04,43981.14
1677,2017-08-05,43680.86
1678,2017-08-06,43390.59
1679,2017-08-07,43110.32
1680,2017-08-08,42830.06
1681,2017-08-09,42549.79
1682,2017-08-10,42279.53
1683,2017-08-11,41989.26
1684,2017-08-12,41678.96
1685,2017-08-13,41388.68
1686,2017-08-14,41118.42
1687,2017-08-15,40818.13
1688,2017-08-16,40457.78
1689,2017-08-17,40107.43
1690,2017-08-18,39747.08
1691,2017-08-19,39366.7
1692,2017-08-20,38976.31
1693,2017-08-21,38575.91
1694,2017-08-22,38185.52
1695,2017-08-23,37795.12
1696,2017-08-24,37374.69
1697,2017-08-25,36944.25
1698,2017-08-26,36503.8
1699,2017-08-27,36083.36
1700,2017-08-28,35652.91
1701,2017-08-29,35212.45
1702,2017-08-30,34781.99
1703,2017-08-31,34341.52
1704,2017-09-01,33891.04
1705,2017-09-02,33430.54
1706,2017-09-03,32980.05
1707,2017-09-04,32529.55
1708,2017-09-05,32069.04
1709,2017-09-06,31588.51
1710,2017-09-07,31117.98
1711,2017-09-08,30647.45
1712,2017-09-09,30216.95
1713,2017-09-10,29796.47
1714,2017-09-11,29375.98
1715,2017-09-12,28925.46
1716,2017-09-13,28474.92
1717,2017-09-14,28024.38
1718,2017-09-15,27563.83
1719,2017-09-16,27113.28
1720,2017-09-17,26662.72
1721,2017-09-18,26272.22
1722,2017-09-19,25931.79
1723,2017-09-20,25601.37
1724,2017-09-21,25260.92
1725,2017-09-22,24790.3
1726,2017-09-23,24189.49
1727,2017-09-24,23568.63
1728,2017-09-25,22937.75
1729,2017-09-26,22306.86
1730,2017-09-27,21655.92
1731,2017-09-28,20974.9
1732,2017-09-29,20293.84
1733,2017-09-30,19612.76
1734,2017-10-01,19081.9
1735,2017-10-02,18611.12
1736,2017-10-03,18010.11
1737,2017-10-04,17348.97
1738,2017-10-05,16657.74
1739,2017-10-06,15966.47
1740,2017-10-07,15285.16
1741,2017-10-08,14814.23
1742,2017-10-09,14433.46
1743,2017-10-10,13892.33
1744,2017-10-11,13281.0
1745,2017-10-12,12579.41
1746,2017-10-13,12238.59
1747,2017-10-14,11947.880000000001
1748,2017-10-15,11446.619999999999
1749,2017-10-16,10869.119999999999
1750,2017-10-17,10123.06
1751,2017-10-18,9375.85
1752,2017-10-19,9249.46
1753,2017-10-20,9750.98
1754,2017-10-21,7578.95
1755,2017-10-22,13311.08
1756,2017-10-23,16808.02
1757,2017-10-24,13501.48
1758,2017-10-25,9710.86
1759,2017-10-26,7482.61
1760,2017-10-27,6371.51
1761,2017-10-28,5691.82
1762,2017-10-29,4889.43
1763,2017-10-30,3968.16
1764,2017-10-31,3155.7200000000003
1765,2017-11-01,2599.16
1766,2017-11-02,2153.91
1767,2017-11-03,1911.94
1768,2017-11-04,2071.26
1769,2017-11-05,2233.52
1770,2017-11-06,2387.67
1771,2017-11-07,2084.3599999999997
1772,2017-11-08,1675.82
1773,2017-11-09,1746.48
1774,2017-11-10,1999.67
1775,2017-11-11,2204.3
1776,2017-11-12,2388.6800000000003
1777,2017-11-13,2590.1
1778,2017-11-14,2657.56
1779,2017-11-15,2269.8
1780,2017-11-16,2080.33
1781,2017-11-17,2089.4
1782,2017-11-18,1988.58
1783,2017-11-19,1662.7
1784,2017-11-20,2591.1099999999997
1785,2017-11-21,4272.63
1786,2017-11-22,3979.21
1787,2017-11-23,3299.5699999999997
1788,2017-11-24,9564.42
1789,2017-11-25,10494.1
1790,2017-11-26,8302.42
1791,2017-11-27,5379.53
1792,2017-11-28,3240.2200000000003
1793,2017-11-29,2701.8599999999997
1794,2017-11-30,2422.9300000000003
1795,2017-12-01,2450.12
1796,2017-12-02,2468.25
1797,2017-12-03,2365.51
1798,2017-12-04,2046.06
1799,2017-12-05,1667.75
1800,2017-12-06,1738.41
1801,2017-12-07,1903.87
1802,2017-12-08,1970.43
1803,2017-12-09,2059.16
1804,2017-12-10,2051.1
1805,2017-12-11,1919.0
1806,2017-12-12,2017.82
1807,2017-12-13,1931.1
1808,2017-12-14,1909.92
1809,2017-12-15,1952.28
1810,2017-12-16,2083.35
1811,2017-12-17,2113.59
1812,2017-12-18,2773.33
1813,2017-12-19,5882.59
1814,2017-12-20,7039.02
1815,2017-12-21,6144.63
1816,2017-12-22,5596.43
1817,2017-12-23,5514.09
1818,2017-12-24,5073.23
1819,2017-12-25,4407.26
1820,2017-12-26,3616.34
1821,2017-12-27,2841.77
1822,2017-12-28,2340.3199999999997
1823,2017-12-29,2819.63
1824,2017-12-30,7488.63
1825,2017-12-31,7952.24
1826,2018-01-01,6791.1
