,datetime,SPIRIT_LAKE_AT_TUNNEL_AT_SPIRIT_LAKE__WA.tsv
974,2015-09-02,3440.95
975,2015-09-03,3440.93
976,2015-09-04,3440.9
977,2015-09-05,3440.91
978,2015-09-06,3440.91
979,2015-09-07,3440.9
980,2015-09-08,3440.9
981,2015-09-09,3440.88
982,2015-09-10,3440.87
983,2015-09-11,3440.85
984,2015-09-12,3440.83
985,2015-09-13,3440.81
986,2015-09-14,3440.78
987,2015-09-15,3440.77
988,2015-09-16,3440.74
989,2015-09-17,3440.76
990,2015-09-18,3440.75
991,2015-09-19,3440.74
992,2015-09-20,3440.73
993,2015-09-21,3440.73
994,2015-09-22,3440.72
995,2015-09-23,3440.7
996,2015-09-24,3440.69
997,2015-09-25,3440.68
998,2015-09-26,3440.66
999,2015-09-27,3440.64
1000,2015-09-28,3440.62
1001,2015-09-29,3440.59
1002,2015-09-30,3440.58
1003,2015-10-01,3440.56
1004,2015-10-02,3440.55
1005,2015-10-03,3440.53
1006,2015-10-04,3440.52
1007,2015-10-05,3440.5
1008,2015-10-06,3440.48
1009,2015-10-07,3440.52
1010,2015-10-08,3440.52
1011,2015-10-09,3440.51
1012,2015-10-10,3440.62
1013,2015-10-11,3440.61
1014,2015-10-12,3440.61
1015,2015-10-13,3440.59
1016,2015-10-14,3440.58
1017,2015-10-15,3440.56
1018,2015-10-16,3440.55
1019,2015-10-17,3440.55
1020,2015-10-18,3440.56
1021,2015-10-19,3440.56
1022,2015-10-20,3440.53
1023,2015-10-21,3440.53
1024,2015-10-22,3440.51
1025,2015-10-23,3440.5
1026,2015-10-24,3440.47
1027,2015-10-25,3440.53
1028,2015-10-26,3440.63
1029,2015-10-27,3440.62
1030,2015-10-28,3440.65
1031,2015-10-29,3440.66
1032,2015-10-30,3440.97
1033,2015-10-31,3441.42
1034,2015-11-01,3441.68
1035,2015-11-02,3441.77
1036,2015-11-03,3441.81
1037,2015-11-04,3441.83
1038,2015-11-05,3441.92
1039,2015-11-06,3441.95
1040,2015-11-07,3441.99
1041,2015-11-08,3442.02
1042,2015-11-09,3442.05
1043,2015-11-10,3442.04
1044,2015-11-11,3442.08
1045,2015-11-12,3442.11
1046,2015-11-13,3442.25
1047,2015-11-14,3442.35
1048,2015-11-15,3442.49
1049,2015-11-16,3442.62
1050,2015-11-17,3443.35
1051,2015-11-18,3443.59
1052,2015-11-19,3443.7
1053,2015-11-20,3443.75
1054,2015-11-21,3443.77
1055,2015-11-22,3443.77
1056,2015-11-23,3443.8
1057,2015-11-24,3443.8
1058,2015-11-25,3443.78
1059,2015-11-26,3443.75
1060,2015-11-27,3443.72
1061,2015-11-28,3443.7
1062,2015-11-29,3443.66
1063,2015-11-30,3443.63
1064,2015-12-01,3443.63
1065,2015-12-02,3443.72
1066,2015-12-03,3443.98
1067,2015-12-04,3444.01
1068,2015-12-05,3444.17
1069,2015-12-06,3444.35
1070,2015-12-07,3444.73
1071,2015-12-08,3445.79
1072,2015-12-09,3446.61
1073,2015-12-10,3446.98
1074,2015-12-11,3447.13
1075,2015-12-12,3447.23
1076,2015-12-13,3447.27
1077,2015-12-14,3447.22
1078,2015-12-15,3447.18
1079,2015-12-16,3447.14
1080,2015-12-17,3447.24
1081,2015-12-18,3447.35
1082,2015-12-19,3447.31
1083,2015-12-20,3447.33
1084,2015-12-21,3447.46
1085,2015-12-22,3447.43
1086,2015-12-23,3447.49
1087,2015-12-24,3447.42
1088,2015-12-25,3447.33
1089,2015-12-26,3447.23
1090,2015-12-27,3447.16
1091,2015-12-28,3447.08
1092,2015-12-29,3446.98
1093,2015-12-30,3446.88
1094,2015-12-31,3446.77
1095,2016-01-01,3446.69
1096,2016-01-02,3446.57
1097,2016-01-03,3446.54
1098,2016-01-04,3446.46
1099,2016-01-05,3446.41
1100,2016-01-06,3446.33
1101,2016-01-07,3446.3
1102,2016-01-08,3446.34
1103,2016-01-09,3446.39
1104,2016-01-10,3446.41
1105,2016-01-11,3446.47
1106,2016-01-12,3446.77
1107,2016-01-13,3446.97
1108,2016-01-14,3447.04
1109,2016-01-15,3447.08
1110,2016-01-16,3447.27
1111,2016-01-17,3447.48
1112,2016-01-18,3447.56
1113,2016-01-19,3447.68
1114,2016-01-20,3447.83
1115,2016-01-21,3448.03
1116,2016-01-22,3448.23
1117,2016-01-23,3448.41
1118,2016-01-24,3448.5
1119,2016-01-25,3448.58
1120,2016-01-26,3448.68
1121,2016-01-27,3448.81
1122,2016-01-28,3449.41
1123,2016-01-29,3449.74
1124,2016-01-30,3449.92
1125,2016-01-31,3450.04
1126,2016-02-01,3450.13
1127,2016-02-02,3450.22
1128,2016-02-03,3450.35
1129,2016-02-04,3450.52
1130,2016-02-05,3450.65
1131,2016-02-06,3450.73
1132,2016-02-07,3450.79
1133,2016-02-08,3450.88
1134,2016-02-09,3450.99
1135,2016-02-10,3451.08
1136,2016-02-11,3451.28
1137,2016-02-12,3451.47
1138,2016-02-13,3451.69
1139,2016-02-14,3452.22
1140,2016-02-15,3452.57
1141,2016-02-16,3452.95
1142,2016-02-17,3453.26
1143,2016-02-18,3453.53
1144,2016-02-19,3453.8
1145,2016-02-20,3453.95
1146,2016-02-21,3454.08
1147,2016-02-22,3454.19
1148,2016-02-23,3454.27
1149,2016-02-24,3454.36
1150,2016-02-25,3454.44
1151,2016-02-26,3454.56
1152,2016-02-27,3454.73
1153,2016-02-28,3454.93
1154,2016-02-29,3455.12
1155,2016-03-01,3455.44
1156,2016-03-02,3455.64
1157,2016-03-03,3455.84
1158,2016-03-04,3455.97
1159,2016-03-05,3456.25
1160,2016-03-06,3456.56
1161,2016-03-07,3456.76
1162,2016-03-08,3456.92
1163,2016-03-09,3457.17
1164,2016-03-10,3457.63
1165,2016-03-11,3457.73
1166,2016-03-12,3457.66
1167,2016-03-13,3457.64
1168,2016-03-14,3457.56
1169,2016-03-15,3457.42
1170,2016-03-16,3457.23
1171,2016-03-17,3457.05
1172,2016-03-18,3456.85
1173,2016-03-19,3456.64
1174,2016-03-20,3456.53
1175,2016-03-21,3456.46
1176,2016-03-22,3456.42
1177,2016-03-23,3456.25
1178,2016-03-24,3456.16
1179,2016-03-25,3455.98
1180,2016-03-26,3455.82
1181,2016-03-27,3455.76
1182,2016-03-28,3455.58
1183,2016-03-29,3455.41
1184,2016-03-30,3455.22
1185,2016-03-31,3455.04
1186,2016-04-01,3454.87
1187,2016-04-02,3454.76
1188,2016-04-03,3454.67
1189,2016-04-04,3454.62
1190,2016-04-05,3454.5
1191,2016-04-06,3454.36
1192,2016-04-07,3454.24
1193,2016-04-08,3454.16
1194,2016-04-09,3454.13
1195,2016-04-10,3454.06
1196,2016-04-11,3453.97
1197,2016-04-12,3453.89
1198,2016-04-13,3453.81
1199,2016-04-14,3453.74
1200,2016-04-15,3453.6
1201,2016-04-16,3453.44
1202,2016-04-17,3453.32
1203,2016-04-18,3453.21
1204,2016-04-19,3453.14
1205,2016-04-20,3453.11
1206,2016-04-21,3453.06
1207,2016-04-22,3453.02
1208,2016-04-23,3452.96
1209,2016-04-24,3452.94
1210,2016-04-25,3452.83
1211,2016-04-26,3452.7
1212,2016-04-27,3452.56
1213,2016-04-28,3452.41
1214,2016-04-29,3452.26
1215,2016-04-30,3452.12
1216,2016-05-01,3451.99
1217,2016-05-02,3451.89
1218,2016-05-03,3451.8
1219,2016-05-04,3451.72
1220,2016-05-05,3451.59
1221,2016-05-06,3451.48
1222,2016-05-07,3451.4
1223,2016-05-08,3451.3
1224,2016-05-09,3451.2
1225,2016-05-10,3451.06
1226,2016-05-11,3450.92
1227,2016-05-12,3450.78
1228,2016-05-13,3450.65
1229,2016-05-14,3450.53
1230,2016-05-15,3450.44
1231,2016-05-16,3450.32
1232,2016-05-17,3450.16
1233,2016-05-18,3450.04
1234,2016-05-19,3449.93
1235,2016-05-20,3449.8
1236,2016-05-21,3449.71
1237,2016-05-22,3449.62
1238,2016-05-23,3449.51
1239,2016-05-24,3449.37
1240,2016-05-25,3449.22
1241,2016-05-26,3449.08
1242,2016-05-27,3448.97
1243,2016-05-28,3448.82
1244,2016-05-29,3448.66
1245,2016-05-30,3448.52
1246,2016-05-31,3448.37
1247,2016-06-01,3448.24
1248,2016-06-02,3448.13
1249,2016-06-03,3447.97
1250,2016-06-04,3447.83
1251,2016-06-05,3447.69
1252,2016-06-06,3447.56
1253,2016-06-07,3447.42
1254,2016-06-08,3447.26
1255,2016-06-09,3447.15
1256,2016-06-10,3447.07
1257,2016-06-11,3446.93
1258,2016-06-12,3446.78
1259,2016-06-13,3446.67
1260,2016-06-14,3446.6
1261,2016-06-15,3446.47
1262,2016-06-16,3446.32
1263,2016-06-17,3446.22
1264,2016-06-18,3446.12
1265,2016-06-19,3445.98
1266,2016-06-20,3445.84
1267,2016-06-21,3445.72
1268,2016-06-22,3445.57
1269,2016-06-23,3445.5
1270,2016-06-24,3445.46
1271,2016-06-25,3445.35
1272,2016-06-26,3445.26
1273,2016-06-27,3445.16
1274,2016-06-28,3445.05
1275,2016-06-29,3444.93
1276,2016-06-30,3444.84
1277,2016-07-01,3444.74
1278,2016-07-02,3444.65
1279,2016-07-03,3444.53
1280,2016-07-04,3444.43
1281,2016-07-05,3444.34
1282,2016-07-06,3444.25
1283,2016-07-07,3444.18
1284,2016-07-08,3444.1
1285,2016-07-09,3444.04
1286,2016-07-10,3443.98
1287,2016-07-11,3443.91
1288,2016-07-12,3443.82
1289,2016-07-13,3443.745
1290,2016-07-14,3443.67
1291,2016-07-15,3443.61
1292,2016-07-16,3443.54
1293,2016-07-17,3443.49
1294,2016-07-18,3443.44
1295,2016-07-19,3443.38
1296,2016-07-20,3443.33
1297,2016-07-21,3443.27
1298,2016-07-22,3443.23
1299,2016-07-23,3443.18
1300,2016-07-24,3443.12
1301,2016-07-25,3443.07
1302,2016-07-26,3443.02
1303,2016-07-27,3442.98
1304,2016-07-28,3442.93
1305,2016-07-29,3442.89
1306,2016-07-30,3442.83
1307,2016-07-31,3442.79
1308,2016-08-01,3442.74
1309,2016-08-02,3442.66
1310,2016-08-03,3442.62
1311,2016-08-04,3442.58
1312,2016-08-05,3442.53
1313,2016-08-06,3442.48
1314,2016-08-07,3442.46
1315,2016-08-08,3442.45
1316,2016-08-09,3442.41
1317,2016-08-10,3442.37
1318,2016-08-11,3442.34
1319,2016-08-12,3442.31
1320,2016-08-13,3442.28
1321,2016-08-14,3442.24
1322,2016-08-15,3442.21
1323,2016-08-16,3442.17
1324,2016-08-17,3442.14
1325,2016-08-18,3442.11
1326,2016-08-19,3442.08
1327,2016-08-20,3442.05
1328,2016-08-21,3442.01
1329,2016-08-22,3441.98
1330,2016-08-23,3441.94
1331,2016-08-24,3441.91
1332,2016-08-25,3441.83
1333,2016-08-26,3441.8
1334,2016-08-27,3441.77
1335,2016-08-28,3441.74
1336,2016-08-29,3441.71
1337,2016-08-30,3441.68
1338,2016-08-31,3441.68
1339,2016-09-01,3441.68
1340,2016-09-02,3441.67
1341,2016-09-03,3441.64
1342,2016-09-04,3441.61
1343,2016-09-05,3441.58
1344,2016-09-06,3441.68
1345,2016-09-07,3441.66
1346,2016-09-08,3441.63
1347,2016-09-09,3441.6
1348,2016-09-10,3441.58
1349,2016-09-11,3441.54
1350,2016-09-12,3441.52
1351,2016-09-13,3441.49
1352,2016-09-14,3441.47
1353,2016-09-15,3441.45
1354,2016-09-16,3441.42
1355,2016-09-17,3441.6
1356,2016-09-18,3441.61
1357,2016-09-19,3441.6
1358,2016-09-20,3441.58
1359,2016-09-21,3441.57
1360,2016-09-22,3441.55
1361,2016-09-23,3441.57
1362,2016-09-24,3441.55
1363,2016-09-25,3441.5
1364,2016-09-26,3441.51
1365,2016-09-27,3441.53
1366,2016-09-28,3441.55
1367,2016-09-29,3441.57
1368,2016-09-30,3441.58
1369,2016-10-01,3441.67
1370,2016-10-02,3441.7
1371,2016-10-03,3441.72
1372,2016-10-04,3441.82
1373,2016-10-05,3441.94
1374,2016-10-06,3441.95
1375,2016-10-07,3442.0
1376,2016-10-08,3442.08
1377,2016-10-09,3442.36
1378,2016-10-10,3442.43
1379,2016-10-11,3442.48
1380,2016-10-12,3442.55
1381,2016-10-13,3443.02
1382,2016-10-14,3443.46
1383,2016-10-15,3444.09
1384,2016-10-16,3444.52
1385,2016-10-17,3444.88
1386,2016-10-18,3445.16
1387,2016-10-19,3445.35
1388,2016-10-20,3445.62
1389,2016-10-21,3445.81
1390,2016-10-22,3445.96
1391,2016-10-23,3446.08
1392,2016-10-24,3446.19
1393,2016-10-25,3446.3
1394,2016-10-26,3446.69
1395,2016-10-27,3446.66
1396,2016-10-28,3446.65
1397,2016-10-29,3446.6
1398,2016-10-30,3446.58
1399,2016-10-31,3446.69
1400,2016-11-01,3446.65
1401,2016-11-02,3446.61
1402,2016-11-03,3446.53
1403,2016-11-04,3446.45
1404,2016-11-05,3446.49
1405,2016-11-06,3446.43
1406,2016-11-07,3446.33
1407,2016-11-08,3446.24
1408,2016-11-09,3446.16
1409,2016-11-10,3446.04
1410,2016-11-11,3445.96
1411,2016-11-12,3445.94
1412,2016-11-13,3445.84
1413,2016-11-14,3445.82
1414,2016-11-15,3445.89
1415,2016-11-16,3445.85
1416,2016-11-17,3445.76
1417,2016-11-18,3445.67
1418,2016-11-19,3445.67
1419,2016-11-20,3445.74
1420,2016-11-21,3445.69
1421,2016-11-22,3445.71
1422,2016-11-23,3445.68
1423,2016-11-24,3446.02
1424,2016-11-25,3446.03
1425,2016-11-26,3445.98
1426,2016-11-27,3446.0
1427,2016-11-28,3446.03
1428,2016-11-29,3445.96
1429,2016-11-30,3445.98
1430,2016-12-01,3445.91
1431,2016-12-02,3445.84
1432,2016-12-03,3445.81
1433,2016-12-04,3445.79
1434,2016-12-05,3445.7
1435,2016-12-06,3445.6
1436,2016-12-07,3445.55
1437,2016-12-08,3445.46
1438,2016-12-09,3445.38
1439,2016-12-10,3445.32
1440,2016-12-11,3445.31
1441,2016-12-12,3445.25
1442,2016-12-13,3445.12
1443,2016-12-14,3445.01
1444,2016-12-15,3444.88
1445,2016-12-16,3444.76
1446,2016-12-17,3444.63
1447,2016-12-18,3444.51
1448,2016-12-19,3444.62
1449,2016-12-20,3444.56
1450,2016-12-21,3444.46
1451,2016-12-22,3444.37
1452,2016-12-23,3444.33
1453,2016-12-24,3444.23
1454,2016-12-25,3444.13
1455,2016-12-26,3444.01
1456,2016-12-27,3444.04
1457,2016-12-28,3443.94
1458,2016-12-29,3443.87
1459,2016-12-30,3443.77
1460,2016-12-31,3443.71
1461,2017-01-01,3443.66
1462,2017-01-02,3443.55
1463,2017-01-03,3443.45
1464,2017-01-04,3443.35
1465,2017-01-05,3443.26
1466,2017-01-06,3443.16
1467,2017-01-07,3443.08
1468,2017-01-08,3443.1
1469,2017-01-09,3443.07
1470,2017-01-10,3443.05
1471,2017-01-11,3443.01
1472,2017-01-12,3442.92
1473,2017-01-13,3442.82
1474,2017-01-14,3442.74
1475,2017-01-15,3442.67
1476,2017-01-16,3442.59
1477,2017-01-17,3442.8
1478,2017-01-18,3443.38
1479,2017-01-19,3443.54
1480,2017-01-20,3443.58
1481,2017-01-21,3443.63
1482,2017-01-22,3443.64
1483,2017-01-23,3443.59
1484,2017-01-24,3443.53
1485,2017-01-25,3443.48
1486,2017-01-26,3443.42
1487,2017-01-27,3443.35
1488,2017-01-28,3443.27
1489,2017-01-29,3443.22
1490,2017-01-30,3443.16
1491,2017-01-31,3443.09
1492,2017-02-01,3443.0
1493,2017-02-02,3442.94
1494,2017-02-03,3442.96
1495,2017-02-04,3442.98
1496,2017-02-05,3443.07
1497,2017-02-06,3443.07
1498,2017-02-07,3443.01
1499,2017-02-08,3443.01
1500,2017-02-09,3443.54
1501,2017-02-10,3443.72
1502,2017-02-11,3443.74
1503,2017-02-12,3443.7
1504,2017-02-13,3443.65
1505,2017-02-14,3443.62
1506,2017-02-15,3444.05
1507,2017-02-16,3444.54
1508,2017-02-17,3444.64
1509,2017-02-18,3444.71
1510,2017-02-19,3444.79
1511,2017-02-20,3444.86
1512,2017-02-21,3444.84
1513,2017-02-22,3444.78
1514,2017-02-23,3444.72
1515,2017-02-24,3444.65
1516,2017-02-25,3444.57
1517,2017-02-26,3444.52
1518,2017-02-27,3444.52
1519,2017-02-28,3444.46
1520,2017-03-01,3444.39
1521,2017-03-02,3444.29
1522,2017-03-03,3444.27
1523,2017-03-04,3444.25
1524,2017-03-05,3444.21
1525,2017-03-06,3444.15
1526,2017-03-07,3444.13
1527,2017-03-08,3444.13
1528,2017-03-09,3444.19
1529,2017-03-10,3444.24
1530,2017-03-11,3444.29
1531,2017-03-12,3444.25
1532,2017-03-13,3444.35
1533,2017-03-14,3444.75
1534,2017-03-15,3445.12
1535,2017-03-16,3445.26
1536,2017-03-17,3445.44
1537,2017-03-18,3445.85
1538,2017-03-19,3445.94
1539,2017-03-20,3445.97
1540,2017-03-21,3446.03
1541,2017-03-22,3446.06
1542,2017-03-23,3446.12
1543,2017-03-24,3446.17
1544,2017-03-25,3446.14
1545,2017-03-26,3446.15
1546,2017-03-27,3446.11
1547,2017-03-28,3446.07
1548,2017-03-29,3446.09
1549,2017-03-30,3446.1
1550,2017-03-31,3446.05
1551,2017-04-01,3446.02
1552,2017-04-02,3445.97
1553,2017-04-03,3445.92
1554,2017-04-04,3445.87
1555,2017-04-05,3445.82
1556,2017-04-06,3445.77
1557,2017-04-07,3445.771333333333
1558,2017-04-08,3445.7726666666667
1559,2017-04-09,3445.774
1560,2017-04-10,3445.7753333333335
1561,2017-04-11,3445.7766666666666
1562,2017-04-12,3445.778
1563,2017-04-13,3445.7793333333334
1564,2017-04-14,3445.7806666666665
1565,2017-04-15,3445.782
1566,2017-04-16,3445.7833333333333
1567,2017-04-17,3445.7846666666665
1568,2017-04-18,3445.786
1569,2017-04-19,3445.787333333333
1570,2017-04-20,3445.788666666667
1571,2017-04-21,3445.79
1572,2017-04-22,3445.83
1573,2017-04-23,3445.9
1574,2017-04-24,3445.99
1575,2017-04-25,3445.96
1576,2017-04-26,3446.04
1577,2017-04-27,3446.03
1578,2017-04-28,3445.99
1579,2017-04-29,3445.97
1580,2017-04-30,3445.98
1581,2017-05-01,3445.98
1582,2017-05-02,3445.97
1583,2017-05-03,3446.0
1584,2017-05-04,3446.21
1585,2017-05-05,3446.54
1586,2017-05-06,3446.66
1587,2017-05-07,3446.68
1588,2017-05-08,3446.68
1589,2017-05-09,3446.69
1590,2017-05-10,3446.73
1591,2017-05-11,3446.84
1592,2017-05-12,3446.91
1593,2017-05-13,3446.93
1594,2017-05-14,3446.93
1595,2017-05-15,3446.91
1596,2017-05-16,3446.97
1597,2017-05-17,3446.96
1598,2017-05-18,3446.91
1599,2017-05-19,3446.88
1600,2017-05-20,3446.89
1601,2017-05-21,3446.95
1602,2017-05-22,3447.05
1603,2017-05-23,3447.19
1604,2017-05-24,3447.29
1605,2017-05-25,3447.3
1606,2017-05-26,3447.33
1607,2017-05-27,3447.37
1608,2017-05-28,3447.43
1609,2017-05-29,3447.54
1610,2017-05-30,3447.62
1611,2017-05-31,3447.61
1612,2017-06-01,3447.65
1613,2017-06-02,3447.64
1614,2017-06-03,3447.61
1615,2017-06-04,3447.57
1616,2017-06-05,3447.51
1617,2017-06-06,3447.47
1618,2017-06-07,3447.49
1619,2017-06-08,3447.57
1620,2017-06-09,3447.58
1621,2017-06-10,3447.54
1622,2017-06-11,3447.47
1623,2017-06-12,3447.42
1624,2017-06-13,3447.35
1625,2017-06-14,3447.26
1626,2017-06-15,3447.29
1627,2017-06-16,3447.31
1628,2017-06-17,3447.28
1629,2017-06-18,3447.26
1630,2017-06-19,3447.23
1631,2017-06-20,3447.18
1632,2017-06-21,3447.12
1633,2017-06-22,3447.04
1634,2017-06-23,3446.96
1635,2017-06-24,3446.88
1636,2017-06-25,3446.81
1637,2017-06-26,3446.74
1638,2017-06-27,3446.65
1639,2017-06-28,3446.55
1640,2017-06-29,3446.45
1641,2017-06-30,3446.36
1642,2017-07-01,3446.27
1643,2017-07-02,3446.17
1644,2017-07-03,3446.06
1645,2017-07-04,3445.95
1646,2017-07-05,3445.84
1647,2017-07-06,3445.74
1648,2017-07-07,3445.63
1649,2017-07-08,3445.52
1650,2017-07-09,3445.4
1651,2017-07-10,3445.29
1652,2017-07-11,3445.15
1653,2017-07-12,3445.0
1654,2017-07-13,3444.84
1655,2017-07-14,3444.69
1656,2017-07-15,3444.53
1657,2017-07-16,3444.4
1658,2017-07-17,3444.27
1659,2017-07-18,3444.14
1660,2017-07-19,3444.01
1661,2017-07-20,3443.9
1662,2017-07-21,3443.79
1663,2017-07-22,3443.68
1664,2017-07-23,3443.58
1665,2017-07-24,3443.48
1666,2017-07-25,3443.39
1667,2017-07-26,3443.28
1668,2017-07-27,3443.18
1669,2017-07-28,3443.09
1670,2017-07-29,3443.0
1671,2017-07-30,3442.91
1672,2017-07-31,3442.82
1673,2017-08-01,3442.75
1674,2017-08-02,3442.67
1675,2017-08-03,3442.59
1676,2017-08-04,3442.52
1677,2017-08-05,3442.44
1678,2017-08-06,3442.38
1679,2017-08-07,3442.3
1680,2017-08-08,3442.22
1681,2017-08-09,3442.16
1682,2017-08-10,3442.09
1683,2017-08-11,3442.02
1684,2017-08-12,3441.96
1685,2017-08-13,3441.91
1686,2017-08-14,3441.85
1687,2017-08-15,3441.78
1688,2017-08-16,3441.72
1689,2017-08-17,3441.67
1690,2017-08-18,3441.61
1691,2017-08-19,3441.56
1692,2017-08-20,3441.5
1693,2017-08-21,3441.46
1694,2017-08-22,3441.42
1695,2017-08-23,3441.38
1696,2017-08-24,3441.33
1697,2017-08-25,3441.29
1698,2017-08-26,3441.25
1699,2017-08-27,3441.22
1700,2017-08-28,3441.21
1701,2017-08-29,3441.2
1702,2017-08-30,3441.22
1703,2017-08-31,3441.23
1704,2017-09-01,3441.26
1705,2017-09-02,3441.28
1706,2017-09-03,3441.3
1707,2017-09-04,3441.32
1708,2017-09-05,3441.37
1709,2017-09-06,3441.37
1710,2017-09-07,3441.39
1711,2017-09-08,3441.41
1712,2017-09-09,3441.43
1713,2017-09-10,3441.45
1714,2017-09-11,3441.47
1715,2017-09-12,3441.5
1716,2017-09-13,3441.51
1717,2017-09-14,3441.53
1718,2017-09-15,3441.52
1719,2017-09-16,3441.55
1720,2017-09-17,3441.57
1721,2017-09-18,3441.71
1722,2017-09-19,3441.9
1723,2017-09-20,3441.99
1724,2017-09-21,3442.02
1725,2017-09-22,3442.03
1726,2017-09-23,3442.05
1727,2017-09-24,3442.08
1728,2017-09-25,3442.11
1729,2017-09-26,3442.14
1730,2017-09-27,3442.09
1731,2017-09-28,3441.98
1732,2017-09-29,3441.82
1733,2017-09-30,3441.74
1734,2017-10-01,3441.66
1735,2017-10-02,3441.53
1736,2017-10-03,3441.41
1737,2017-10-04,3441.31
1738,2017-10-05,3441.21
1739,2017-10-06,3441.1
1740,2017-10-07,3441.04
1741,2017-10-08,3440.95
1742,2017-10-09,3440.84
1743,2017-10-10,3440.76
1744,2017-10-11,3440.69
1745,2017-10-12,3440.68
1746,2017-10-13,3440.6
1747,2017-10-14,3440.51
1748,2017-10-15,3440.42
1749,2017-10-16,3440.34
1750,2017-10-17,3440.27
1751,2017-10-18,3440.28
1752,2017-10-19,3440.4
1753,2017-10-20,3440.44
1754,2017-10-21,3440.82
1755,2017-10-22,3441.2
1756,2017-10-23,3441.26
1757,2017-10-24,3441.3
1758,2017-10-25,3441.38
1759,2017-10-26,3441.39
1760,2017-10-27,3441.3
1761,2017-10-28,3441.23
1762,2017-10-29,3441.15
1763,2017-10-30,3441.1
1764,2017-10-31,3441.12
1765,2017-11-01,3441.08
1766,2017-11-02,3441.08
1767,2017-11-03,3441.0
1768,2017-11-04,3440.97
1769,2017-11-05,3440.9
1770,2017-11-06,3440.81
1771,2017-11-07,3440.73
1772,2017-11-08,3440.73
1773,2017-11-09,3440.76
1774,2017-11-10,3440.71
1775,2017-11-11,3440.77
1776,2017-11-12,3440.8
1777,2017-11-13,3440.81
1778,2017-11-14,3440.84
1779,2017-11-15,3441.03
1780,2017-11-16,3441.0200000000004
1781,2017-11-17,3441.01
1782,2017-11-18,3440.96
1783,2017-11-19,3440.95
1784,2017-11-20,3441.08
1785,2017-11-21,3441.58
1786,2017-11-22,3441.93
1787,2017-11-23,3442.68
1788,2017-11-24,3442.89
1789,2017-11-25,3442.95
1790,2017-11-26,3443.16
1791,2017-11-27,3443.15
1792,2017-11-28,3443.165
1793,2017-11-29,3443.18
1794,2017-11-30,3443.12
1795,2017-12-01,3443.1
1796,2017-12-02,3443.06
1797,2017-12-03,3443.01
1798,2017-12-04,3442.91
1799,2017-12-05,3442.82
1800,2017-12-06,3442.72
1801,2017-12-07,3442.65
1802,2017-12-08,3442.55
1803,2017-12-09,3442.46
1804,2017-12-10,3442.36
1805,2017-12-11,3442.27
1806,2017-12-12,3442.18
1807,2017-12-13,3442.09
1808,2017-12-14,3442.02
1809,2017-12-15,3441.94
1810,2017-12-16,3441.89
1811,2017-12-17,3441.8
1812,2017-12-18,3441.84
1813,2017-12-19,3441.98
1814,2017-12-20,3441.97
1815,2017-12-21,3441.93
1816,2017-12-22,3441.92
1817,2017-12-23,3441.85
1818,2017-12-24,3441.82
1819,2017-12-25,3441.76
1820,2017-12-26,3441.69
1821,2017-12-27,3441.65
1822,2017-12-28,3441.69
1823,2017-12-29,3442.09
1824,2017-12-30,3442.21
1825,2017-12-31,3442.2
1826,2018-01-01,3442.16
