,datetime,SWIFT_RESERVOIR_NEAR_COUGAR__WA.tsv
992,2015-09-20,562569.44
993,2015-09-21,562769.49
994,2015-09-22,563269.62
995,2015-09-23,564169.85
996,2015-09-24,563669.71
997,2015-09-25,564469.91
998,2015-09-26,565370.16
999,2015-09-27,565970.31
1000,2015-09-28,566570.47
1001,2015-09-29,566770.52
1002,2015-09-30,567570.7
1003,2015-10-01,567670.73
1004,2015-10-02,568470.94
1005,2015-10-03,568070.83
1006,2015-10-04,566870.53
1007,2015-10-05,567370.65
1008,2015-10-06,564770.0
1009,2015-10-07,566070.33
1010,2015-10-08,565670.24
1011,2015-10-09,564970.06
1012,2015-10-10,566470.43
1013,2015-10-11,567570.7
1014,2015-10-12,567970.8
1015,2015-10-13,568971.05
1016,2015-10-14,569871.28
1017,2015-10-15,570571.46
1018,2015-10-16,570871.55
1019,2015-10-17,571471.69
1020,2015-10-18,572071.85
1021,2015-10-19,572972.06
1022,2015-10-20,573572.21
1023,2015-10-21,574372.41
1024,2015-10-22,574372.42
1025,2015-10-23,575072.6
1026,2015-10-24,575772.77
1027,2015-10-25,576272.89
1028,2015-10-26,577973.3
1029,2015-10-27,579073.58
1030,2015-10-28,579973.8
1031,2015-10-29,581174.1
1032,2015-10-30,584875.0
1033,2015-10-31,595777.65
1034,2015-11-01,607080.37
1035,2015-11-02,614582.16
1036,2015-11-03,619083.21
1037,2015-11-04,621783.84
1038,2015-11-05,623484.25
1039,2015-11-06,622083.91
1040,2015-11-07,620983.66
1041,2015-11-08,620383.52
1042,2015-11-09,619383.27
1043,2015-11-10,621483.78
1044,2015-11-11,624984.59
1045,2015-11-12,621783.85
1046,2015-11-13,623484.24
1047,2015-11-14,629785.71
1048,2015-11-15,630885.97
1049,2015-11-16,625784.78
1050,2015-11-17,638587.72
1051,2015-11-18,649590.23
1052,2015-11-19,648189.91
1053,2015-11-20,641688.45
1054,2015-11-21,634186.72
1055,2015-11-22,628485.4
1056,2015-11-23,631586.12
1057,2015-11-24,629585.65
1058,2015-11-25,625784.77
1059,2015-11-26,622484.0
1060,2015-11-27,617682.87
1061,2015-11-28,612581.67
1062,2015-11-29,605479.98
1063,2015-11-30,597678.12
1064,2015-12-01,590376.35
1065,2015-12-02,582874.52
1066,2015-12-03,573172.12
1067,2015-12-04,562769.48
1068,2015-12-05,550866.42
1069,2015-12-06,548565.81
1070,2015-12-07,566370.42
1071,2015-12-08,599978.68
1072,2015-12-09,650690.49
1073,2015-12-10,653791.17
1074,2015-12-11,642288.58
1075,2015-12-12,626484.93
1076,2015-12-13,609380.91
1077,2015-12-14,592976.99
1078,2015-12-15,581374.16
1079,2015-12-16,572772.03
1080,2015-12-17,565270.12
1081,2015-12-18,563669.72
1082,2015-12-19,559468.64
1083,2015-12-20,554367.32
1084,2015-12-21,556567.9
1085,2015-12-22,567370.65
1086,2015-12-23,574472.46
1087,2015-12-24,575872.78
1088,2015-12-25,575072.6
1089,2015-12-26,572271.9
1090,2015-12-27,568971.05
1091,2015-12-28,565070.07
1092,2015-12-29,562769.48
1093,2015-12-30,559668.69
1094,2015-12-31,559468.65
1095,2016-01-01,556567.9
1096,2016-01-02,555967.73
1097,2016-01-03,553667.14
1098,2016-01-04,553667.15
1099,2016-01-05,552966.96
1100,2016-01-06,553066.99
1101,2016-01-07,553167.0
1102,2016-01-08,552766.9
1103,2016-01-09,552666.89
1104,2016-01-10,553867.19
1105,2016-01-11,551266.53
1106,2016-01-12,554167.28
1107,2016-01-13,560568.92
1108,2016-01-14,556767.94
1109,2016-01-15,553167.02
1110,2016-01-16,552266.79
1111,2016-01-17,554067.24
1112,2016-01-18,552666.89
1113,2016-01-19,553767.17
1114,2016-01-20,549466.06
1115,2016-01-21,550466.32
1116,2016-01-22,554367.32
1117,2016-01-23,558568.43
1118,2016-01-24,561369.14
1119,2016-01-25,561669.21
1120,2016-01-26,560568.92
1121,2016-01-27,557468.12
1122,2016-01-28,564369.9
1123,2016-01-29,574472.44
1124,2016-01-30,579873.77
1125,2016-01-31,580173.86
1126,2016-02-01,583774.74
1127,2016-02-02,581274.12
1128,2016-02-03,577973.3
1129,2016-02-04,577873.29
1130,2016-02-05,577373.17
1131,2016-02-06,579873.78
1132,2016-02-07,578873.53
1133,2016-02-08,577873.29
1134,2016-02-09,578173.35
1135,2016-02-10,576572.97
1136,2016-02-11,576072.85
1137,2016-02-12,576472.95
1138,2016-02-13,579173.62
1139,2016-02-14,585875.26
1140,2016-02-15,600378.78
1141,2016-02-16,611881.51
1142,2016-02-17,614682.18
1143,2016-02-18,617182.77
1144,2016-02-19,619483.3
1145,2016-02-20,620083.43
1146,2016-02-21,618883.16
1147,2016-02-22,615882.45
1148,2016-02-23,615282.32
1149,2016-02-24,615482.37
1150,2016-02-25,613982.02
1151,2016-02-26,612181.57
1152,2016-02-27,617582.86
1153,2016-02-28,620883.63
1154,2016-02-29,618883.17
1155,2016-03-01,621283.72
1156,2016-03-02,624884.56
1157,2016-03-03,626785.01
1158,2016-03-04,625584.72
1159,2016-03-05,626184.87
1160,2016-03-06,633386.54
1161,2016-03-07,634086.69
1162,2016-03-08,632086.25
1163,2016-03-09,629085.54
1164,2016-03-10,632386.32
1165,2016-03-11,632086.24
1166,2016-03-12,633586.59
1167,2016-03-13,635186.94
1168,2016-03-14,635487.02
1169,2016-03-15,633086.48
1170,2016-03-16,627885.26
1171,2016-03-17,620583.57
1172,2016-03-18,616782.67
1173,2016-03-19,614882.22
1174,2016-03-20,612781.73
1175,2016-03-21,610881.28
1176,2016-03-22,609180.86
1177,2016-03-23,605780.07
1178,2016-03-24,606480.23
1179,2016-03-25,605179.93
1180,2016-03-26,603879.6
1181,2016-03-27,605079.9
1182,2016-03-28,601779.11
1183,2016-03-29,594877.44
1184,2016-03-30,590076.28
1185,2016-03-31,588175.83
1186,2016-04-01,589176.06
1187,2016-04-02,597077.97
1188,2016-04-03,598178.25
1189,2016-04-04,601979.14
1190,2016-04-05,603479.52
1191,2016-04-06,601479.04
1192,2016-04-07,597177.99
1193,2016-04-08,594877.44
1194,2016-04-09,599478.56
1195,2016-04-10,608380.69
1196,2016-04-11,612381.63
1197,2016-04-12,613781.97
1198,2016-04-13,615882.47
1199,2016-04-14,617482.83
1200,2016-04-15,620583.55
1201,2016-04-16,622484.01
1202,2016-04-17,627085.08
1203,2016-04-18,628185.34
1204,2016-04-19,629185.56
1205,2016-04-20,628785.48
1206,2016-04-21,634186.73
1207,2016-04-22,639587.95
1208,2016-04-23,644289.03
1209,2016-04-24,648289.94
1210,2016-04-25,649490.2
1211,2016-04-26,649290.16
1212,2016-04-27,650690.49
1213,2016-04-28,652690.92
1214,2016-04-29,653391.07
1215,2016-04-30,653191.03
1216,2016-05-01,651690.7
1217,2016-05-02,649190.13
1218,2016-05-03,650590.46
1219,2016-05-04,651590.69
1220,2016-05-05,653291.06
1221,2016-05-06,654091.24
1222,2016-05-07,658292.17
1223,2016-05-08,663693.38
1224,2016-05-09,666794.06
1225,2016-05-10,666293.95
1226,2016-05-11,664593.56
1227,2016-05-12,663393.31
1228,2016-05-13,660092.58
1229,2016-05-14,656591.8
1230,2016-05-15,660692.72
1231,2016-05-16,660392.64
1232,2016-05-17,657692.05
1233,2016-05-18,657191.93
1234,2016-05-19,660092.58
1235,2016-05-20,660092.58
1236,2016-05-21,662093.01
1237,2016-05-22,665693.82
1238,2016-05-23,667394.19
1239,2016-05-24,663893.41
1240,2016-05-25,662793.17
1241,2016-05-26,657391.97
1242,2016-05-27,653491.11
1243,2016-05-28,654691.37
1244,2016-05-29,656591.8
1245,2016-05-30,656391.76
1246,2016-05-31,653591.13
1247,2016-06-01,650690.49
1248,2016-06-02,653691.15
1249,2016-06-03,651590.69
1250,2016-06-04,650090.34
1251,2016-06-05,649190.14
1252,2016-06-06,647489.76
1253,2016-06-07,648489.97
1254,2016-06-08,649490.2
1255,2016-06-09,649090.12
1256,2016-06-10,648289.94
1257,2016-06-11,649990.32
1258,2016-06-12,650190.36
1259,2016-06-13,648890.06
1260,2016-06-14,649390.19
1261,2016-06-15,649390.18
1262,2016-06-16,649190.15
1263,2016-06-17,647489.75
1264,2016-06-18,647589.78
1265,2016-06-19,647089.67
1266,2016-06-20,645689.35
1267,2016-06-21,643788.92
1268,2016-06-22,642588.65
1269,2016-06-23,641788.47
1270,2016-06-24,644189.01
1271,2016-06-25,644189.01
1272,2016-06-26,643888.94
1273,2016-06-27,642388.6
1274,2016-06-28,639587.97
1275,2016-06-29,637987.59
1276,2016-06-30,637687.52
1277,2016-07-01,634786.87
1278,2016-07-02,633486.56
1279,2016-07-03,631986.22
1280,2016-07-04,631486.09
1281,2016-07-05,629585.66
1282,2016-07-06,626785.0
1283,2016-07-07,624584.49
1284,2016-07-08,622083.9
1285,2016-07-09,621083.68
1286,2016-07-10,619883.4
1287,2016-07-11,617982.96
1288,2016-07-12,616682.64
1289,2016-07-13,615182.29
1290,2016-07-14,617082.74
1291,2016-07-15,618283.03
1292,2016-07-16,619783.38
1293,2016-07-17,621183.7
1294,2016-07-18,622283.96
1295,2016-07-19,621783.84
1296,2016-07-20,620683.59
1297,2016-07-21,617982.96
1298,2016-07-22,616382.57
1299,2016-07-23,614882.23
1300,2016-07-24,611481.42
1301,2016-07-25,611181.34
1302,2016-07-26,608980.83
1303,2016-07-27,609881.03
1304,2016-07-28,610181.1
1305,2016-07-29,611381.4
1306,2016-07-30,612581.68
1307,2016-07-31,613581.92
1308,2016-08-01,614782.19
1309,2016-08-02,614782.21
1310,2016-08-03,612781.73
1311,2016-08-04,613181.82
1312,2016-08-05,612981.76
1313,2016-08-06,612181.57
1314,2016-08-07,610281.14
1315,2016-08-08,609480.93
1316,2016-08-09,608480.7
1317,2016-08-10,607380.44
1318,2016-08-11,606080.13
1319,2016-08-12,604179.67
1320,2016-08-13,603079.42
1321,2016-08-14,601979.16
1322,2016-08-15,601278.99
1323,2016-08-16,600878.88
1324,2016-08-17,599278.52
1325,2016-08-18,598678.37
1326,2016-08-19,598178.25
1327,2016-08-20,597178.0
1328,2016-08-21,597878.18
1329,2016-08-22,599078.45
1330,2016-08-23,599378.54
1331,2016-08-24,598078.21
1332,2016-08-25,595277.53
1333,2016-08-26,592476.87
1334,2016-08-27,587675.7
1335,2016-08-28,588675.93
1336,2016-08-29,587975.76
1337,2016-08-30,587675.7
1338,2016-08-31,588175.82
1339,2016-09-01,588175.81
1340,2016-09-02,588775.97
1341,2016-09-03,588375.87
1342,2016-09-04,587975.77
1343,2016-09-05,588175.81
1344,2016-09-06,588375.88
1345,2016-09-07,587975.77
1346,2016-09-08,587475.65
1347,2016-09-09,587675.69
1348,2016-09-10,588375.87
1349,2016-09-11,588575.92
1350,2016-09-12,588375.86
1351,2016-09-13,587875.74
1352,2016-09-14,587875.74
1353,2016-09-15,587575.68
1354,2016-09-16,587775.71
1355,2016-09-17,588275.85
1356,2016-09-18,588775.96
1357,2016-09-19,590076.28
1358,2016-09-20,591076.53
1359,2016-09-21,591876.72
1360,2016-09-22,592776.93
1361,2016-09-23,593577.12
1362,2016-09-24,592876.96
1363,2016-09-25,593077.0
1364,2016-09-26,592976.99
1365,2016-09-27,593277.05
1366,2016-09-28,593077.01
1367,2016-09-29,593177.04
1368,2016-09-30,591576.64
1369,2016-10-01,591476.63
1370,2016-10-02,591576.65
1371,2016-10-03,591976.74
1372,2016-10-04,590376.36
1373,2016-10-05,591576.66
1374,2016-10-06,592576.88
1375,2016-10-07,593177.04
1376,2016-10-08,593377.08
1377,2016-10-09,595177.51
1378,2016-10-10,597378.05
1379,2016-10-11,596377.8
1380,2016-10-12,594277.31
1381,2016-10-13,592076.78
1382,2016-10-14,599578.59
1383,2016-10-15,601278.98
1384,2016-10-16,607780.54
1385,2016-10-17,619183.22
1386,2016-10-18,627185.09
1387,2016-10-19,625584.72
1388,2016-10-20,632786.41
1389,2016-10-21,632786.41
1390,2016-10-22,627085.08
1391,2016-10-23,626985.06
1392,2016-10-24,626484.93
1393,2016-10-25,624984.59
1394,2016-10-26,626084.85
1395,2016-10-27,629385.62
1396,2016-10-28,630985.98
1397,2016-10-29,626184.86
1398,2016-10-30,625584.72
1399,2016-10-31,631586.12
1400,2016-11-01,637987.59
1401,2016-11-02,641488.39
1402,2016-11-03,642488.63
1403,2016-11-04,640388.14
1404,2016-11-05,632186.26
1405,2016-11-06,627685.22
1406,2016-11-07,624284.43
1407,2016-11-08,618783.14
1408,2016-11-09,613381.86
1409,2016-11-10,606680.27
1410,2016-11-11,600678.85
1411,2016-11-12,598178.25
1412,2016-11-13,596277.79
1413,2016-11-14,598978.43
1414,2016-11-15,601479.02
1415,2016-11-16,603079.41
1416,2016-11-17,604979.88
1417,2016-11-18,603979.62
1418,2016-11-19,601579.05
1419,2016-11-20,604679.81
1420,2016-11-21,606980.34
1421,2016-11-22,601278.99
1422,2016-11-23,595577.61
1423,2016-11-24,598978.43
1424,2016-11-25,602679.32
1425,2016-11-26,605379.97
1426,2016-11-27,604579.77
1427,2016-11-28,600478.8
1428,2016-11-29,597578.1
1429,2016-11-30,598078.22
1430,2016-12-01,597178.0
1431,2016-12-02,595077.49
1432,2016-12-03,598278.26
1433,2016-12-04,606780.3
1434,2016-12-05,607980.58
1435,2016-12-06,606980.34
1436,2016-12-07,604679.79
1437,2016-12-08,601479.04
1438,2016-12-09,599078.46
1439,2016-12-10,592476.86
1440,2016-12-11,590876.49
1441,2016-12-12,584274.87
1442,2016-12-13,576072.85
1443,2016-12-14,574072.34
1444,2016-12-15,567370.66
1445,2016-12-16,560868.99
1446,2016-12-17,554467.36
1447,2016-12-18,548465.79
1448,2016-12-19,546765.34
1449,2016-12-20,547065.41
1450,2016-12-21,543864.59
1451,2016-12-22,538563.17
1452,2016-12-23,534762.15
1453,2016-12-24,532361.51
1454,2016-12-25,531061.15
1455,2016-12-26,525659.68
1456,2016-12-27,520558.31
1457,2016-12-28,517357.42
1458,2016-12-29,514656.67
1459,2016-12-30,515656.93
1460,2016-12-31,519057.88
1461,2017-01-01,521858.66
1462,2017-01-02,516257.1
1463,2017-01-03,504653.81
1464,2017-01-04,494250.78
1465,2017-01-05,495251.06
1466,2017-01-06,496651.49
1467,2017-01-07,498151.93
1468,2017-01-08,500252.56
1469,2017-01-09,499752.4
1470,2017-01-10,499052.21
1471,2017-01-11,499152.23
1472,2017-01-12,497151.65
1473,2017-01-13,495251.06
1474,2017-01-14,497451.73
1475,2017-01-15,497151.64
1476,2017-01-16,496651.49
1477,2017-01-17,496851.56
1478,2017-01-18,507054.52
1479,2017-01-19,516857.28
1480,2017-01-20,522858.92
1481,2017-01-21,528460.46
1482,2017-01-22,534962.2
1483,2017-01-23,536862.71
1484,2017-01-24,540063.56
1485,2017-01-25,542664.25
1486,2017-01-26,545665.06
1487,2017-01-27,548965.91
1488,2017-01-28,548765.87
1489,2017-01-29,549265.99
1490,2017-01-30,545665.04
1491,2017-01-31,545965.12
1492,2017-02-01,542464.21
1493,2017-02-02,541063.84
1494,2017-02-03,538563.16
1495,2017-02-04,542364.17
1496,2017-02-05,546465.26
1497,2017-02-06,550766.4
1498,2017-02-07,550366.29
1499,2017-02-08,551466.57
1500,2017-02-09,568570.96
1501,2017-02-10,590076.29
1502,2017-02-11,599578.58
1503,2017-02-12,609680.99
1504,2017-02-13,616182.52
1505,2017-02-14,612881.75
1506,2017-02-15,611581.45
1507,2017-02-16,631686.14
1508,2017-02-17,645089.2
1509,2017-02-18,652690.93
1510,2017-02-19,660092.57
1511,2017-02-20,662293.06
1512,2017-02-21,662993.22
1513,2017-02-22,667494.22
1514,2017-02-23,666193.93
1515,2017-02-24,661392.87
1516,2017-02-25,658492.21
1517,2017-02-26,653391.09
1518,2017-02-27,645889.4
1519,2017-02-28,639487.94
1520,2017-03-01,634286.75
1521,2017-03-02,627685.22
1522,2017-03-03,622083.92
1523,2017-03-04,617182.76
1524,2017-03-05,613081.79
1525,2017-03-06,608080.62
1526,2017-03-07,605379.96
1527,2017-03-08,598278.27
1528,2017-03-09,595077.49
1529,2017-03-10,596577.84
1530,2017-03-11,601128.94
1531,2017-03-12,605680.04
1532,2017-03-13,608880.81
1533,2017-03-14,622083.91
1534,2017-03-15,651890.75
1535,2017-03-16,667094.12
1536,2017-03-17,661592.9
1537,2017-03-18,659192.38
1538,2017-03-19,656191.72
1539,2017-03-20,647389.74
1540,2017-03-21,637987.6
1541,2017-03-22,634786.86
1542,2017-03-23,637187.41
1543,2017-03-24,639287.89
1544,2017-03-25,646389.51
1545,2017-03-26,651690.71
1546,2017-03-27,657091.92
1547,2017-03-28,659692.48
1548,2017-03-29,661993.0
1549,2017-03-30,663693.38
1550,2017-03-31,663893.41
1551,2017-04-01,662793.17
1552,2017-04-02,660892.76
1553,2017-04-03,656291.73
1554,2017-04-04,652390.86
1555,2017-04-05,647389.72
1556,2017-04-06,643988.96
1557,2017-04-07,641788.47
1558,2017-04-08,643488.85
1559,2017-04-09,642188.55
1560,2017-04-10,638387.69
1561,2017-04-11,633686.6
1562,2017-04-12,635186.95
1563,2017-04-13,640188.11
1564,2017-04-14,646089.45
1565,2017-04-15,649290.16
1566,2017-04-16,650790.5
1567,2017-04-17,652590.9
1568,2017-04-18,653791.18
1569,2017-04-19,656991.89
1570,2017-04-20,666343.945
1571,2017-04-21,675696.0
1572,2017-04-22,678596.65
1573,2017-04-23,681997.38
1574,2017-04-24,677596.42
1575,2017-04-25,676196.12
1576,2017-04-26,670994.98
1577,2017-04-27,664593.58
1578,2017-04-28,666894.07
1579,2017-04-29,671095.0
1580,2017-04-30,675796.04
1581,2017-05-01,674895.84
1582,2017-05-02,675996.07
1583,2017-05-03,677396.38
1584,2017-05-04,679696.88
1585,2017-05-05,684998.03
1586,2017-05-06,684297.89
1587,2017-05-07,680297.0
1588,2017-05-08,674895.83
1589,2017-05-09,674795.8
1590,2017-05-10,675896.05
1591,2017-05-11,680096.97
1592,2017-05-12,680597.08
1593,2017-05-13,684497.92
1594,2017-05-14,681097.19
1595,2017-05-15,675595.98
1596,2017-05-16,676396.17
1597,2017-05-17,676696.22
1598,2017-05-18,677696.46
1599,2017-05-19,677496.41
1600,2017-05-20,680197.0
1601,2017-05-21,684297.89
1602,2017-05-22,686898.44
1603,2017-05-23,687998.68
1604,2017-05-24,687398.56
1605,2017-05-25,682097.4
1606,2017-05-26,681097.18
1607,2017-05-27,678696.67
1608,2017-05-28,677496.41
1609,2017-05-29,677296.36
1610,2017-05-30,674995.85
1611,2017-05-31,672895.39
1612,2017-06-01,672095.22
1613,2017-06-02,671795.16
1614,2017-06-03,675195.91
1615,2017-06-04,681697.31
1616,2017-06-05,682397.46
1617,2017-06-06,679996.95
1618,2017-06-07,680397.04
1619,2017-06-08,681797.34
1620,2017-06-09,680697.09
1621,2017-06-10,678996.73
1622,2017-06-11,681197.2
1623,2017-06-12,682097.4
1624,2017-06-13,683997.82
1625,2017-06-14,682597.52
1626,2017-06-15,683697.74
1627,2017-06-16,685298.1
1628,2017-06-17,682097.41
1629,2017-06-18,675495.97
1630,2017-06-19,669194.59
1631,2017-06-20,675495.96
1632,2017-06-21,682797.55
1633,2017-06-22,687598.59
1634,2017-06-23,683997.81
1635,2017-06-24,682097.4
1636,2017-06-25,680797.11
1637,2017-06-26,680497.05
1638,2017-06-27,681997.38
1639,2017-06-28,682897.58
1640,2017-06-29,682797.55
1641,2017-06-30,681897.36
1642,2017-07-01,681097.19
1643,2017-07-02,681797.33
1644,2017-07-03,681297.22
1645,2017-07-04,681097.19
1646,2017-07-05,678296.58
1647,2017-07-06,677996.52
1648,2017-07-07,677796.46
1649,2017-07-08,677996.52
1650,2017-07-09,679696.89
1651,2017-07-10,680096.97
1652,2017-07-11,682597.51
1653,2017-07-12,682397.46
1654,2017-07-13,682647.52
1655,2017-07-14,682897.58
1656,2017-07-15,684597.95
1657,2017-07-16,685298.09
1658,2017-07-17,685798.21
1659,2017-07-18,684998.04
1660,2017-07-19,684597.94
1661,2017-07-20,684397.9
1662,2017-07-21,683897.8
1663,2017-07-22,682797.55
1664,2017-07-23,681197.21
1665,2017-07-24,679696.89
1666,2017-07-25,678796.68
1667,2017-07-26,677996.51
1668,2017-07-27,678396.59
1669,2017-07-28,678896.7
1670,2017-07-29,678696.66
1671,2017-07-30,678596.64
1672,2017-07-31,678896.7
1673,2017-08-01,678696.66
1674,2017-08-02,679096.76
1675,2017-08-03,678896.7
1676,2017-08-04,678796.69
1677,2017-08-05,678896.7
1678,2017-08-06,678796.68
1679,2017-08-07,678396.61
1680,2017-08-08,678396.6
1681,2017-08-09,678496.63
1682,2017-08-10,678996.72
1683,2017-08-11,679996.95
1684,2017-08-12,680397.04
1685,2017-08-13,681697.31
1686,2017-08-14,681697.32
1687,2017-08-15,681797.34
1688,2017-08-16,680697.09
1689,2017-08-17,679596.85
1690,2017-08-18,677696.44
1691,2017-08-19,677096.32
1692,2017-08-20,676596.21
1693,2017-08-21,674995.85
1694,2017-08-22,673995.64
1695,2017-08-23,673895.61
1696,2017-08-24,673995.64
1697,2017-08-25,673995.64
1698,2017-08-26,674495.75
1699,2017-08-27,673995.64
1700,2017-08-28,673695.56
1701,2017-08-29,672595.32
1702,2017-08-30,673795.6
1703,2017-08-31,674195.69
1704,2017-09-01,673795.6
1705,2017-09-02,672295.27
1706,2017-09-03,671795.16
1707,2017-09-04,668594.45
1708,2017-09-05,659592.47
1709,2017-09-06,651990.77
1710,2017-09-07,645689.35
1711,2017-09-08,640688.21
1712,2017-09-09,640688.21
1713,2017-09-10,639687.98
1714,2017-09-11,636187.18
1715,2017-09-12,635286.98
1716,2017-09-13,634786.85
1717,2017-09-14,633786.63
1718,2017-09-15,631886.19
1719,2017-09-16,630985.98
1720,2017-09-17,630985.98
1721,2017-09-18,626484.93
1722,2017-09-19,623184.16
1723,2017-09-20,616882.69
1724,2017-09-21,610681.23
1725,2017-09-22,604079.66
1726,2017-09-23,602379.25
1727,2017-09-24,600078.71
1728,2017-09-25,595777.67
1729,2017-09-26,593577.14
1730,2017-09-27,591576.66
1731,2017-09-28,591876.73
1732,2017-09-29,592476.87
1733,2017-09-30,593577.12
1734,2017-10-01,593377.08
1735,2017-10-02,593877.21
1736,2017-10-03,594877.45
1737,2017-10-04,595877.68
1738,2017-10-05,596777.9
1739,2017-10-06,597578.1
1740,2017-10-07,598578.35
1741,2017-10-08,590076.28
1742,2017-10-09,588976.02
1743,2017-10-10,589876.24
1744,2017-10-11,591076.52
1745,2017-10-12,592976.98
1746,2017-10-13,594577.38
1747,2017-10-14,595777.67
1748,2017-10-15,596777.91
1749,2017-10-16,597178.01
1750,2017-10-17,591576.64
1751,2017-10-18,590976.5
1752,2017-10-19,597077.98
1753,2017-10-20,603879.61
1754,2017-10-21,610081.09
1755,2017-10-22,629485.63
1756,2017-10-23,628985.52
1757,2017-10-24,621083.67
1758,2017-10-25,614482.13
1759,2017-10-26,606680.27
1760,2017-10-27,603979.63
1761,2017-10-28,602679.33
1762,2017-10-29,601479.04
1763,2017-10-30,599178.48
1764,2017-10-31,596077.73
1765,2017-11-01,593477.1
1766,2017-11-02,591876.72
1767,2017-11-03,588976.02
1768,2017-11-04,590876.47
1769,2017-11-05,591576.66
1770,2017-11-06,592076.76
1771,2017-11-07,591876.72
1772,2017-11-08,591276.57
1773,2017-11-09,591076.54
1774,2017-11-10,592676.91
1775,2017-11-11,594177.27
1776,2017-11-12,595177.52
1777,2017-11-13,601278.98
1778,2017-11-14,604379.73
1779,2017-11-15,607780.55
1780,2017-11-16,609280.9
1781,2017-11-17,604879.84
1782,2017-11-18,598178.24
1783,2017-11-19,589376.11
1784,2017-11-20,589676.19
1785,2017-11-21,593377.09
1786,2017-11-22,611081.31
1787,2017-11-23,634186.73
1788,2017-11-24,645689.35
1789,2017-11-25,647289.71
1790,2017-11-26,646489.53
1791,2017-11-27,644289.03
1792,2017-11-28,638987.83
1793,2017-11-29,633386.53
1794,2017-11-30,629285.58
1795,2017-12-01,626184.86
1796,2017-12-02,617982.94
1797,2017-12-03,609080.85
1798,2017-12-04,599378.53
1799,2017-12-05,589476.13
1800,2017-12-06,580573.95
1801,2017-12-07,572071.84
1802,2017-12-08,564269.87
1803,2017-12-09,557468.12
1804,2017-12-10,550266.25
1805,2017-12-11,541964.06
1806,2017-12-12,533861.92
1807,2017-12-13,525759.72
1808,2017-12-14,518957.86
1809,2017-12-15,513256.28
1810,2017-12-16,512255.98
1811,2017-12-17,511155.68
1812,2017-12-18,510555.51
1813,2017-12-19,517957.57
1814,2017-12-20,523459.1
1815,2017-12-21,525259.59
1816,2017-12-22,524459.36
1817,2017-12-23,522258.77
1818,2017-12-24,520158.18
1819,2017-12-25,516757.24
1820,2017-12-26,514656.65
1821,2017-12-27,512456.04
1822,2017-12-28,511755.85
1823,2017-12-29,527060.08
1824,2017-12-30,552366.81
1825,2017-12-31,562769.48
1826,2018-01-01,565270.13
