,datetime,UPPER_BLUE_LAKE_NR_MARKLEEVILLE_CA.tsv
931,2015-11-03,1902.6666666666667
932,2015-11-04,1907.3333333333333
933,2015-11-05,1912.0
934,2015-11-06,1916.6666666666667
935,2015-11-07,1921.3333333333333
936,2015-11-08,1926.0
937,2015-11-09,1930.6666666666667
938,2015-11-10,1935.3333333333333
939,2015-11-11,1940.0
940,2015-11-12,1944.6666666666667
941,2015-11-13,1949.3333333333333
942,2015-11-14,1954.0
943,2015-11-15,1958.6666666666667
944,2015-11-16,1963.3333333333333
945,2015-11-17,1968.0
946,2015-11-18,1972.6666666666667
947,2015-11-19,1977.3333333333333
948,2015-11-20,1982.0
949,2015-11-21,1986.6666666666667
950,2015-11-22,1991.3333333333333
951,2015-11-23,1996.0
952,2015-11-24,2000.6666666666667
953,2015-11-25,2005.3333333333333
954,2015-11-26,2010.0
955,2015-11-27,2014.6666666666667
956,2015-11-28,2019.3333333333333
957,2015-11-29,2024.0
958,2015-11-30,2028.6666666666667
959,2015-12-01,2033.3333333333333
960,2015-12-02,2038.0
961,2015-12-03,2042.6666666666667
962,2015-12-04,2047.3333333333333
963,2015-12-05,2052.0
964,2015-12-06,2056.6666666666665
965,2015-12-07,2061.3333333333335
966,2015-12-08,2066.0
967,2015-12-09,2070.6666666666665
968,2015-12-10,2075.3333333333335
969,2015-12-11,2080.0
970,2015-12-12,2084.6666666666665
971,2015-12-13,2089.3333333333335
972,2015-12-14,2094.0
973,2015-12-15,2098.6666666666665
974,2015-12-16,2103.3333333333335
975,2015-12-17,2108.0
976,2015-12-18,2112.6666666666665
977,2015-12-19,2117.3333333333335
978,2015-12-20,2122.0
979,2015-12-21,2126.6666666666665
980,2015-12-22,2131.3333333333335
981,2015-12-23,2136.0
982,2015-12-24,2140.6666666666665
983,2015-12-25,2145.3333333333335
984,2015-12-26,2150.0
985,2015-12-27,2154.6666666666665
986,2015-12-28,2159.3333333333335
987,2015-12-29,2164.0
988,2015-12-30,2168.6666666666665
989,2015-12-31,2173.3333333333335
990,2016-01-01,2178.0
991,2016-01-02,2182.6666666666665
992,2016-01-03,2187.3333333333335
993,2016-01-04,2192.0
994,2016-01-05,2196.6666666666665
995,2016-01-06,2201.3333333333335
996,2016-01-07,2206.0
997,2016-01-08,2210.6666666666665
998,2016-01-09,2215.3333333333335
999,2016-01-10,2220.0
1000,2016-01-11,2224.6666666666665
1001,2016-01-12,2229.3333333333335
1002,2016-01-13,2234.0
1003,2016-01-14,2238.6666666666665
1004,2016-01-15,2243.3333333333335
1005,2016-01-16,2248.0
1006,2016-01-17,2252.6666666666665
1007,2016-01-18,2257.3333333333335
1008,2016-01-19,2262.0
1009,2016-01-20,2266.6666666666665
1010,2016-01-21,2271.3333333333335
1011,2016-01-22,2276.0
1012,2016-01-23,2280.6666666666665
1013,2016-01-24,2285.3333333333335
1014,2016-01-25,2290.0
1015,2016-01-26,2294.6666666666665
1016,2016-01-27,2299.3333333333335
1017,2016-01-28,2304.0
1018,2016-01-29,2308.6666666666665
1019,2016-01-30,2313.3333333333335
1020,2016-01-31,2318.0
1021,2016-02-01,2322.6666666666665
1022,2016-02-02,2327.3333333333335
1023,2016-02-03,2332.0
1024,2016-02-04,2336.6666666666665
1025,2016-02-05,2341.3333333333335
1026,2016-02-06,2346.0
1027,2016-02-07,2350.6666666666665
1028,2016-02-08,2355.3333333333335
1029,2016-02-09,2360.0
1030,2016-02-10,2364.6666666666665
1031,2016-02-11,2369.3333333333335
1032,2016-02-12,2374.0
1033,2016-02-13,2378.6666666666665
1034,2016-02-14,2383.3333333333335
1035,2016-02-15,2388.0
1036,2016-02-16,2392.666666666667
1037,2016-02-17,2397.3333333333335
1038,2016-02-18,2402.0
1039,2016-02-19,2406.666666666667
1040,2016-02-20,2411.3333333333335
1041,2016-02-21,2416.0
1042,2016-02-22,2420.666666666667
1043,2016-02-23,2425.3333333333335
1044,2016-02-24,2430.0
1045,2016-02-25,2434.666666666667
1046,2016-02-26,2439.3333333333335
1047,2016-02-27,2444.0
1048,2016-02-28,2448.666666666667
1049,2016-02-29,2453.3333333333335
1050,2016-03-01,2458.0
1051,2016-03-02,2462.666666666667
1052,2016-03-03,2467.3333333333335
1053,2016-03-04,2472.0
1054,2016-03-05,2476.666666666667
1055,2016-03-06,2481.3333333333335
1056,2016-03-07,2486.0
1057,2016-03-08,2490.666666666667
1058,2016-03-09,2495.3333333333335
1059,2016-03-10,2500.0
1060,2016-03-11,2504.666666666667
1061,2016-03-12,2509.3333333333335
1062,2016-03-13,2514.0
1063,2016-03-14,2518.666666666667
1064,2016-03-15,2523.3333333333335
1065,2016-03-16,2528.0
1066,2016-03-17,2532.666666666667
1067,2016-03-18,2537.3333333333335
1068,2016-03-19,2542.0
1069,2016-03-20,2546.666666666667
1070,2016-03-21,2551.3333333333335
1071,2016-03-22,2556.0
1072,2016-03-23,2560.666666666667
1073,2016-03-24,2565.3333333333335
1074,2016-03-25,2570.0
1075,2016-03-26,2574.666666666667
1076,2016-03-27,2579.3333333333335
1077,2016-03-28,2584.0
1078,2016-03-29,2588.666666666667
1079,2016-03-30,2593.3333333333335
1080,2016-03-31,2598.0
1081,2016-04-01,2602.666666666667
1082,2016-04-02,2607.3333333333335
1083,2016-04-03,2612.0
1084,2016-04-04,2616.666666666667
1085,2016-04-05,2621.3333333333335
1086,2016-04-06,2626.0
1087,2016-04-07,2630.666666666667
1088,2016-04-08,2635.3333333333335
1089,2016-04-09,2640.0
1090,2016-04-10,2644.666666666667
1091,2016-04-11,2649.3333333333335
1092,2016-04-12,2654.0
1093,2016-04-13,2658.666666666667
1094,2016-04-14,2663.3333333333335
1095,2016-04-15,2668.0
1096,2016-04-16,2672.666666666667
1097,2016-04-17,2677.3333333333335
1098,2016-04-18,2682.0
1099,2016-04-19,2686.666666666667
1100,2016-04-20,2691.3333333333335
1101,2016-04-21,2696.0
1102,2016-04-22,2700.666666666667
1103,2016-04-23,2705.3333333333335
1104,2016-04-24,2710.0
1105,2016-04-25,2714.666666666667
1106,2016-04-26,2719.3333333333335
1107,2016-04-27,2724.0
1108,2016-04-28,2728.666666666667
1109,2016-04-29,2733.3333333333335
1110,2016-04-30,2738.0
1111,2016-05-01,2742.666666666667
1112,2016-05-02,2747.3333333333335
1113,2016-05-03,2752.0
1114,2016-05-04,2756.666666666667
1115,2016-05-05,2761.3333333333335
1116,2016-05-06,2766.0
1117,2016-05-07,2770.666666666667
1118,2016-05-08,2775.3333333333335
1119,2016-05-09,2780.0
1120,2016-05-10,2784.666666666667
1121,2016-05-11,2789.3333333333335
1122,2016-05-12,2794.0
1123,2016-05-13,2798.666666666667
1124,2016-05-14,2803.3333333333335
1125,2016-05-15,2808.0
1126,2016-05-16,2812.666666666667
1127,2016-05-17,2817.3333333333335
1128,2016-05-18,2822.0
1129,2016-05-19,2826.666666666667
1130,2016-05-20,2831.3333333333335
1131,2016-05-21,2836.0
1132,2016-05-22,2840.666666666667
1133,2016-05-23,2845.3333333333335
1134,2016-05-24,2850.0
1135,2016-05-25,2854.666666666667
1136,2016-05-26,2859.3333333333335
1137,2016-05-27,2864.0
1138,2016-05-28,2868.666666666667
1139,2016-05-29,2873.3333333333335
1140,2016-05-30,2878.0
1141,2016-05-31,2882.666666666667
1142,2016-06-01,2887.3333333333335
1143,2016-06-02,2892.0
1144,2016-06-03,2896.666666666667
1145,2016-06-04,2901.3333333333335
1146,2016-06-05,2906.0
1147,2016-06-06,2910.666666666667
1148,2016-06-07,2915.3333333333335
1149,2016-06-08,2920.0
1150,2016-06-09,2920.0
1151,2016-06-10,2900.0
1152,2016-06-11,2870.0
1153,2016-06-12,2840.0
1154,2016-06-13,2810.0
1155,2016-06-14,2760.0
1156,2016-06-15,2720.0
1157,2016-06-16,2680.0
1158,2016-06-17,2650.0
1159,2016-06-18,2670.0
1160,2016-06-19,2670.0
1161,2016-06-20,2670.0
1162,2016-06-21,2680.0
1163,2016-06-22,2680.0
1164,2016-06-23,2680.0
1165,2016-06-24,2700.0
1166,2016-06-25,2690.0
1167,2016-06-26,2690.0
1168,2016-06-27,2690.0
1169,2016-06-28,2700.0
1170,2016-06-29,2700.0
1171,2016-06-30,2690.0
1172,2016-07-01,2690.0
1173,2016-07-02,2670.0
1174,2016-07-03,2670.0
1175,2016-07-04,2660.0
1176,2016-07-05,2660.0
1177,2016-07-06,2650.0
1178,2016-07-07,2640.0
1179,2016-07-08,2640.0
1180,2016-07-09,2630.0
1181,2016-07-10,2630.0
1182,2016-07-11,2610.0
1183,2016-07-12,2600.0
1184,2016-07-13,2590.0
1185,2016-07-14,2580.0
1186,2016-07-15,2580.0
1187,2016-07-16,2570.0
1188,2016-07-17,2570.0
1189,2016-07-18,2550.0
1190,2016-07-19,2540.0
1191,2016-07-20,2550.0
1192,2016-07-21,2550.0
1193,2016-07-22,2540.0
1194,2016-07-23,2520.0
1195,2016-07-24,2530.0
1196,2016-07-25,2520.0
1197,2016-07-26,2520.0
1198,2016-07-27,2520.0
1199,2016-07-28,2520.0
1200,2016-07-29,2510.0
1201,2016-07-30,2510.0
1202,2016-07-31,2510.0
1203,2016-08-01,2500.0
1204,2016-08-02,2490.0
1205,2016-08-03,2490.0
1206,2016-08-04,2480.0
1207,2016-08-05,2460.0
1208,2016-08-06,2460.0
1209,2016-08-07,2440.0
1210,2016-08-08,2440.0
1211,2016-08-09,2440.0
1212,2016-08-10,2430.0
1213,2016-08-11,2420.0
1214,2016-08-12,2420.0
1215,2016-08-13,2420.0
1216,2016-08-14,2410.0
1217,2016-08-15,2390.0
1218,2016-08-16,2390.0
1219,2016-08-17,2380.0
1220,2016-08-18,2390.0
1221,2016-08-19,2370.0
1222,2016-08-20,2370.0
1223,2016-08-21,2360.0
1224,2016-08-22,2360.0
1225,2016-08-23,2350.0
1226,2016-08-24,2340.0
1227,2016-08-25,2340.0
1228,2016-08-26,2330.0
1229,2016-08-27,2330.0
1230,2016-08-28,2320.0
1231,2016-08-29,2310.0
1232,2016-08-30,2310.0
1233,2016-08-31,2300.0
1234,2016-09-01,2290.0
1235,2016-09-02,2280.0
1236,2016-09-03,2280.0
1237,2016-09-04,2270.0
1238,2016-09-05,2260.0
1239,2016-09-06,2260.0
1240,2016-09-07,2250.0
1241,2016-09-08,2240.0
1242,2016-09-09,2240.0
1243,2016-09-10,2230.0
1244,2016-09-11,2230.0
1245,2016-09-12,2220.0
1246,2016-09-13,2220.0
1247,2016-09-14,2210.0
1248,2016-09-15,2200.0
1249,2016-09-16,2190.0
1250,2016-09-17,2180.0
1251,2016-09-18,2170.0
1252,2016-09-19,2150.0
1253,2016-09-20,2140.0
1254,2016-09-21,2130.0
1255,2016-09-22,2120.0
1256,2016-09-23,2110.0
1257,2016-09-24,2090.0
1258,2016-09-25,2090.0
1259,2016-09-26,2070.0
1260,2016-09-27,2060.0
1261,2016-09-28,2050.0
1262,2016-09-29,2040.0
1263,2016-09-30,2030.0
1264,2016-10-01,2010.0
1265,2016-10-02,2020.0
1266,2016-10-03,2000.0
1267,2016-10-04,1990.0
1268,2016-10-05,1990.0
1269,2016-10-06,1980.0
1270,2016-10-07,1980.0
1271,2016-10-08,1970.0
1272,2016-10-09,1970.0
1273,2016-10-10,1960.0
1274,2016-10-11,1940.0
1275,2016-10-12,1950.0
1276,2016-10-13,1940.0
1277,2016-10-14,1980.0
1278,2016-10-15,2030.0
1279,2016-10-16,2170.0
1280,2016-10-17,2190.0
1281,2016-10-18,2200.0
1282,2016-10-19,2200.0
1283,2016-10-20,2210.0
1284,2016-10-21,2200.0
1285,2016-10-22,2200.0
1286,2016-10-23,2190.0
1287,2016-10-24,2210.0
1288,2016-10-25,2220.0
1289,2016-10-26,2210.0
1290,2016-10-27,2250.0
1291,2016-10-28,2300.0
1292,2016-10-29,2320.0
1293,2016-10-30,2390.0
1294,2016-10-31,2410.0
1295,2016-11-01,2430.0
1296,2016-11-02,2440.0
1297,2016-11-03,2450.0
1298,2016-11-04,2450.0
1299,2016-11-05,2460.0
1300,2016-11-06,2460.0
1301,2016-11-07,2460.0
1302,2016-11-08,2470.0
1303,2016-11-09,2470.0
1304,2016-11-10,2470.0
1305,2016-11-11,2470.0
1306,2016-11-12,2460.0
1307,2016-11-13,2460.0
1308,2016-11-14,2460.0
1309,2016-11-15,2450.0
1310,2016-11-16,2450.0
1311,2016-11-17,2450.0
1312,2016-11-18,2440.0
1313,2016-11-19,2440.0
1314,2016-11-20,2440.0
1315,2016-11-21,2440.0
1316,2016-11-22,2430.0
1317,2016-11-23,2420.0
1318,2016-11-24,2400.0
1319,2016-11-25,2380.0
1320,2016-11-26,2360.0
1321,2016-11-27,2370.0
1322,2016-11-28,2350.0
1323,2016-11-29,2360.0
1324,2016-11-30,2340.0
1325,2016-12-01,2300.0
1326,2016-12-02,2280.0
1327,2016-12-03,2270.0
1328,2016-12-04,2250.0
1329,2016-12-05,2230.0
1330,2016-12-06,2210.0
1331,2016-12-07,2210.7361963190183
1332,2016-12-08,2211.472392638037
1333,2016-12-09,2212.2085889570553
1334,2016-12-10,2212.9447852760736
1335,2016-12-11,2213.680981595092
1336,2016-12-12,2214.4171779141107
1337,2016-12-13,2215.153374233129
1338,2016-12-14,2215.8895705521472
1339,2016-12-15,2216.6257668711655
1340,2016-12-16,2217.3619631901843
1341,2016-12-17,2218.0981595092026
1342,2016-12-18,2218.834355828221
1343,2016-12-19,2219.570552147239
1344,2016-12-20,2220.306748466258
1345,2016-12-21,2221.042944785276
1346,2016-12-22,2221.7791411042945
1347,2016-12-23,2222.5153374233128
1348,2016-12-24,2223.2515337423315
1349,2016-12-25,2223.98773006135
1350,2016-12-26,2224.723926380368
1351,2016-12-27,2225.4601226993864
1352,2016-12-28,2226.196319018405
1353,2016-12-29,2226.9325153374234
1354,2016-12-30,2227.6687116564417
1355,2016-12-31,2228.40490797546
1356,2017-01-01,2229.1411042944787
1357,2017-01-02,2229.877300613497
1358,2017-01-03,2230.6134969325153
1359,2017-01-04,2231.3496932515336
1360,2017-01-05,2232.0858895705524
1361,2017-01-06,2232.8220858895706
1362,2017-01-07,2233.558282208589
1363,2017-01-08,2234.294478527607
1364,2017-01-09,2235.030674846626
1365,2017-01-10,2235.7668711656443
1366,2017-01-11,2236.5030674846626
1367,2017-01-12,2237.239263803681
1368,2017-01-13,2237.9754601226996
1369,2017-01-14,2238.711656441718
1370,2017-01-15,2239.447852760736
1371,2017-01-16,2240.1840490797545
1372,2017-01-17,2240.920245398773
1373,2017-01-18,2241.6564417177915
1374,2017-01-19,2242.39263803681
1375,2017-01-20,2243.128834355828
1376,2017-01-21,2243.865030674847
1377,2017-01-22,2244.601226993865
1378,2017-01-23,2245.3374233128834
1379,2017-01-24,2246.0736196319017
1380,2017-01-25,2246.8098159509204
1381,2017-01-26,2247.5460122699387
1382,2017-01-27,2248.282208588957
1383,2017-01-28,2249.0184049079753
1384,2017-01-29,2249.754601226994
1385,2017-01-30,2250.4907975460123
1386,2017-01-31,2251.2269938650306
1387,2017-02-01,2251.963190184049
1388,2017-02-02,2252.6993865030677
1389,2017-02-03,2253.435582822086
1390,2017-02-04,2254.1717791411043
1391,2017-02-05,2254.9079754601225
1392,2017-02-06,2255.6441717791413
1393,2017-02-07,2256.3803680981596
1394,2017-02-08,2257.116564417178
1395,2017-02-09,2257.852760736196
1396,2017-02-10,2258.588957055215
1397,2017-02-11,2259.325153374233
1398,2017-02-12,2260.0613496932515
1399,2017-02-13,2260.79754601227
1400,2017-02-14,2261.5337423312885
1401,2017-02-15,2262.269938650307
1402,2017-02-16,2263.006134969325
1403,2017-02-17,2263.7423312883434
1404,2017-02-18,2264.478527607362
1405,2017-02-19,2265.2147239263804
1406,2017-02-20,2265.9509202453987
1407,2017-02-21,2266.687116564417
1408,2017-02-22,2267.4233128834358
1409,2017-02-23,2268.159509202454
1410,2017-02-24,2268.8957055214723
1411,2017-02-25,2269.6319018404906
1412,2017-02-26,2270.3680981595094
1413,2017-02-27,2271.1042944785277
1414,2017-02-28,2271.840490797546
1415,2017-03-01,2272.5766871165642
1416,2017-03-02,2273.312883435583
1417,2017-03-03,2274.0490797546013
1418,2017-03-04,2274.7852760736196
1419,2017-03-05,2275.521472392638
1420,2017-03-06,2276.2576687116566
1421,2017-03-07,2276.993865030675
1422,2017-03-08,2277.730061349693
1423,2017-03-09,2278.4662576687115
1424,2017-03-10,2279.20245398773
1425,2017-03-11,2279.9386503067485
1426,2017-03-12,2280.674846625767
1427,2017-03-13,2281.411042944785
1428,2017-03-14,2282.147239263804
1429,2017-03-15,2282.883435582822
1430,2017-03-16,2283.6196319018404
1431,2017-03-17,2284.3558282208587
1432,2017-03-18,2285.0920245398775
1433,2017-03-19,2285.8282208588957
1434,2017-03-20,2286.564417177914
1435,2017-03-21,2287.3006134969323
1436,2017-03-22,2288.036809815951
1437,2017-03-23,2288.7730061349694
1438,2017-03-24,2289.5092024539877
1439,2017-03-25,2290.245398773006
1440,2017-03-26,2290.9815950920247
1441,2017-03-27,2291.717791411043
1442,2017-03-28,2292.4539877300613
1443,2017-03-29,2293.1901840490796
1444,2017-03-30,2293.9263803680983
1445,2017-03-31,2294.6625766871166
1446,2017-04-01,2295.398773006135
1447,2017-04-02,2296.134969325153
1448,2017-04-03,2296.871165644172
1449,2017-04-04,2297.60736196319
1450,2017-04-05,2298.3435582822085
1451,2017-04-06,2299.079754601227
1452,2017-04-07,2299.8159509202455
1453,2017-04-08,2300.552147239264
1454,2017-04-09,2301.288343558282
1455,2017-04-10,2302.0245398773004
1456,2017-04-11,2302.760736196319
1457,2017-04-12,2303.4969325153374
1458,2017-04-13,2304.2331288343557
1459,2017-04-14,2304.969325153374
1460,2017-04-15,2305.705521472393
1461,2017-04-16,2306.441717791411
1462,2017-04-17,2307.1779141104294
1463,2017-04-18,2307.9141104294476
1464,2017-04-19,2308.6503067484664
1465,2017-04-20,2309.3865030674847
1466,2017-04-21,2310.122699386503
1467,2017-04-22,2310.8588957055213
1468,2017-04-23,2311.59509202454
1469,2017-04-24,2312.3312883435583
1470,2017-04-25,2313.0674846625766
1471,2017-04-26,2313.803680981595
1472,2017-04-27,2314.5398773006136
1473,2017-04-28,2315.276073619632
1474,2017-04-29,2316.01226993865
1475,2017-04-30,2316.7484662576685
1476,2017-05-01,2317.4846625766872
1477,2017-05-02,2318.2208588957055
1478,2017-05-03,2318.957055214724
1479,2017-05-04,2319.693251533742
1480,2017-05-05,2320.429447852761
1481,2017-05-06,2321.165644171779
1482,2017-05-07,2321.9018404907974
1483,2017-05-08,2322.6380368098157
1484,2017-05-09,2323.3742331288345
1485,2017-05-10,2324.1104294478528
1486,2017-05-11,2324.846625766871
1487,2017-05-12,2325.5828220858893
1488,2017-05-13,2326.319018404908
1489,2017-05-14,2327.0552147239264
1490,2017-05-15,2327.7914110429447
1491,2017-05-16,2328.5276073619634
1492,2017-05-17,2329.2638036809817
1493,2017-05-18,2330.0
1494,2017-05-19,2340.0
1495,2017-05-20,2360.0
1496,2017-05-21,2430.0
1497,2017-05-22,2510.0
1498,2017-05-23,2600.0
1499,2017-05-24,2710.0
1500,2017-05-25,2810.0
1501,2017-05-26,2910.0
1502,2017-05-27,2980.0
1503,2017-05-28,3060.0
1504,2017-05-29,3120.0
1505,2017-05-30,3230.0
1506,2017-05-31,3320.0
1507,2017-06-01,3410.0
1508,2017-06-02,3500.0
1509,2017-06-03,3590.0
1510,2017-06-04,3750.0
1511,2017-06-05,3850.0
1512,2017-06-06,3930.0
1513,2017-06-07,4000.0
1514,2017-06-08,4070.0
1515,2017-06-09,4180.0
1516,2017-06-10,4240.0
1517,2017-06-11,4240.0
1518,2017-06-12,4210.0
1519,2017-06-13,4180.0
1520,2017-06-14,4170.0
1521,2017-06-15,4190.0
1522,2017-06-16,4220.0
1523,2017-06-17,4300.0
1524,2017-06-18,4390.0
1525,2017-06-19,4500.0
1526,2017-06-20,4590.0
1527,2017-06-21,4710.0
1528,2017-06-22,4790.0
1529,2017-06-23,4850.0
1530,2017-06-24,4940.0
1531,2017-06-25,5000.0
1532,2017-06-26,5070.0
1533,2017-06-27,5100.0
1534,2017-06-28,5120.0
1535,2017-06-29,5140.0
1536,2017-06-30,5170.0
1537,2017-07-01,5170.0
1538,2017-07-02,5180.0
1539,2017-07-03,5190.0
1540,2017-07-04,5200.0
1541,2017-07-05,5200.0
1542,2017-07-06,5210.0
1543,2017-07-07,5210.0
1544,2017-07-08,5220.0
1545,2017-07-09,5210.0
1546,2017-07-10,5190.0
1547,2017-07-11,5170.0
1548,2017-07-12,5130.0
1549,2017-07-13,5110.0
1550,2017-07-14,5080.0
1551,2017-07-15,5030.0
1552,2017-07-16,4970.0
1553,2017-07-17,4920.0
1554,2017-07-18,4870.0
1555,2017-07-19,4780.0
1556,2017-07-20,4730.0
1557,2017-07-21,4660.0
1558,2017-07-22,4590.0
1559,2017-07-23,4540.0
1560,2017-07-24,4500.0
1561,2017-07-25,4430.0
1562,2017-07-26,4320.0
1563,2017-07-27,4270.0
1564,2017-07-28,4190.0
1565,2017-07-29,4150.0
1566,2017-07-30,4070.0
1567,2017-07-31,3990.0
1568,2017-08-01,3930.0
1569,2017-08-02,3850.0
1570,2017-08-03,3800.0
1571,2017-08-04,3730.0
1572,2017-08-05,3690.0
1573,2017-08-06,3600.0
1574,2017-08-07,3520.0
1575,2017-08-08,3460.0
1576,2017-08-09,3390.0
1577,2017-08-10,3330.0
1578,2017-08-11,3260.0
1579,2017-08-12,3190.0
1580,2017-08-13,3120.0
1581,2017-08-14,3050.0
1582,2017-08-15,2990.0
1583,2017-08-16,2960.0
1584,2017-08-17,2890.0
1585,2017-08-18,2830.0
1586,2017-08-19,2770.0
1587,2017-08-20,2710.0
1588,2017-08-21,2650.0
1589,2017-08-22,2610.0
1590,2017-08-23,2600.0
1591,2017-08-24,2590.0
1592,2017-08-25,2580.0
1593,2017-08-26,2570.0
1594,2017-08-27,2550.0
1595,2017-08-28,2540.0
1596,2017-08-29,2530.0
1597,2017-08-30,2510.0
1598,2017-08-31,2500.0
1599,2017-09-01,2480.0
1600,2017-09-02,2460.0
1601,2017-09-03,2450.0
1602,2017-09-04,2440.0
1603,2017-09-05,2420.0
1604,2017-09-06,2410.0
1605,2017-09-07,2400.0
1606,2017-09-08,2390.0
1607,2017-09-09,2380.0
1608,2017-09-10,2370.0
1609,2017-09-11,2360.0
1610,2017-09-12,2370.0
1611,2017-09-13,2380.0
1612,2017-09-14,2380.0
1613,2017-09-15,2360.0
1614,2017-09-16,2350.0
1615,2017-09-17,2340.0
1616,2017-09-18,2340.0
1617,2017-09-19,2310.0
1618,2017-09-20,2330.0
1619,2017-09-21,2330.0
1620,2017-09-22,2330.0
1621,2017-09-23,2320.0
1622,2017-09-24,2300.0
1623,2017-09-25,2290.0
1624,2017-09-26,2270.0
1625,2017-09-27,2260.0
1626,2017-09-28,2270.0
1627,2017-09-29,2250.0
1628,2017-09-30,2240.0
1629,2017-10-01,2220.0
1630,2017-10-02,2210.0
1631,2017-10-03,2200.0
1632,2017-10-04,2190.0
1633,2017-10-05,2170.0
1634,2017-10-06,2160.0
1635,2017-10-07,2150.0
1636,2017-10-08,2140.0
1637,2017-10-09,2120.0
1638,2017-10-10,2110.0
1639,2017-10-11,2090.0
1640,2017-10-12,2080.0
1641,2017-10-13,2080.0
1642,2017-10-14,2070.0
1643,2017-10-15,2060.0
1644,2017-10-16,2050.0
1645,2017-10-17,2050.0
1646,2017-10-18,2060.0
1647,2017-10-19,2050.0
1648,2017-10-20,2080.0
1649,2017-10-21,2040.0
1650,2017-10-22,2030.0
1651,2017-10-23,2030.0
1652,2017-10-24,2020.0
1653,2017-10-25,2010.0
1654,2017-10-26,2010.0
1655,2017-10-27,2000.0
1656,2017-10-28,1990.0
1657,2017-10-29,1990.0
1658,2017-10-30,1980.0
1659,2017-10-31,1980.0
1660,2017-11-01,1970.0
1661,2017-11-02,1970.0
1662,2017-11-03,1960.0
1663,2017-11-04,1970.0
1664,2017-11-05,1960.0
1665,2017-11-06,1950.0
1666,2017-11-07,1950.0
1667,2017-11-08,1950.0
1668,2017-11-09,1970.0
1669,2017-11-10,1970.0
1670,2017-11-11,1970.0
1671,2017-11-12,1970.0
1672,2017-11-13,1970.0
1673,2017-11-14,1970.0
