,datetime,LAKE_SHANNON_AT_CONCRETE__WA.tsv
1059,2015-11-26,428.48
1060,2015-11-27,425.87
1061,2015-11-28,422.65
1062,2015-11-29,421.33
1063,2015-11-30,419.91
1064,2015-12-01,417.29
1065,2015-12-02,416.45
1066,2015-12-03,416.22
1067,2015-12-04,417.75
1068,2015-12-05,419.3
1069,2015-12-06,422.75
1070,2015-12-07,425.06
1071,2015-12-08,429.33
1072,2015-12-09,435.29
1073,2015-12-10,434.6
1074,2015-12-11,435.11
1075,2015-12-12,435.54
1076,2015-12-13,436.03
1077,2015-12-14,435.77
1078,2015-12-15,435.8
1079,2015-12-16,434.72
1080,2015-12-17,434.11
1081,2015-12-18,433.1
1082,2015-12-19,432.28
1083,2015-12-20,431.33
1084,2015-12-21,430.11
1085,2015-12-22,430.67
1086,2015-12-23,430.57
1087,2015-12-24,429.68
1088,2015-12-25,428.96
1089,2015-12-26,428.81
1090,2015-12-27,429.37
1091,2015-12-28,429.28
1092,2015-12-29,428.36
1093,2015-12-30,428.01
1094,2015-12-31,427.58
1095,2016-01-01,425.55
1096,2016-01-02,425.55
1097,2016-01-03,425.91
1098,2016-01-04,424.98
1099,2016-01-05,424.45
1100,2016-01-06,424.6
1101,2016-01-07,424.53
1102,2016-01-08,423.73
1103,2016-01-09,422.62
1104,2016-01-10,421.95
1105,2016-01-11,421.68
1106,2016-01-12,421.88
1107,2016-01-13,421.93
1108,2016-01-14,421.81
1109,2016-01-15,421.44
1110,2016-01-16,420.95
1111,2016-01-17,421.12
1112,2016-01-18,421.5
1113,2016-01-19,422.06
1114,2016-01-20,422.81
1115,2016-01-21,427.04
1116,2016-01-22,430.36
1117,2016-01-23,432.38
1118,2016-01-24,432.96
1119,2016-01-25,433.32
1120,2016-01-26,432.64
1121,2016-01-27,433.46
1122,2016-01-28,436.75
1123,2016-01-29,439.27
1124,2016-01-30,437.64
1125,2016-01-31,434.53
1126,2016-02-01,433.25
1127,2016-02-02,433.01
1128,2016-02-03,432.04
1129,2016-02-04,432.05
1130,2016-02-05,431.97
1131,2016-02-06,432.52
1132,2016-02-07,432.92
1133,2016-02-08,432.7
1134,2016-02-09,432.1
1135,2016-02-10,432.16
1136,2016-02-11,432.32
1137,2016-02-12,434.05
1138,2016-02-13,435.25
1139,2016-02-14,435.57
1140,2016-02-15,437.23
1141,2016-02-16,439.06
1142,2016-02-17,438.0
1143,2016-02-18,436.23
1144,2016-02-19,434.58
1145,2016-02-20,435.65
1146,2016-02-21,437.12
1147,2016-02-22,436.89
1148,2016-02-23,435.14
1149,2016-02-24,433.52
1150,2016-02-25,431.6
1151,2016-02-26,429.24
1152,2016-02-27,428.56
1153,2016-02-28,429.55
1154,2016-02-29,429.4
1155,2016-03-01,430.69
1156,2016-03-02,431.42
1157,2016-03-03,431.78
1158,2016-03-04,431.11
1159,2016-03-05,431.56
1160,2016-03-06,431.16
1161,2016-03-07,428.97
1162,2016-03-08,427.98
1163,2016-03-09,427.69
1164,2016-03-10,427.69
1165,2016-03-11,427.67
1166,2016-03-12,428.07
1167,2016-03-13,427.47
1168,2016-03-14,427.66
1169,2016-03-15,427.8
1170,2016-03-16,428.24
1171,2016-03-17,428.23
1172,2016-03-18,428.51
1173,2016-03-19,428.7
1174,2016-03-20,427.47
1175,2016-03-21,422.63
1176,2016-03-22,421.16
1177,2016-03-23,420.02
1178,2016-03-24,419.12
1179,2016-03-25,418.07
1180,2016-03-26,417.26
1181,2016-03-27,416.5
1182,2016-03-28,415.91
1183,2016-03-29,415.45
1184,2016-03-30,415.19
1185,2016-03-31,415.3
1186,2016-04-01,415.81
1187,2016-04-02,415.55
1188,2016-04-03,416.68
1189,2016-04-04,419.16
1190,2016-04-05,421.2
1191,2016-04-06,421.23
1192,2016-04-07,423.9
1193,2016-04-08,427.17
1194,2016-04-09,428.83
1195,2016-04-10,430.66
1196,2016-04-11,430.73
1197,2016-04-12,433.55
1198,2016-04-13,433.26
1199,2016-04-14,433.78
1200,2016-04-15,432.94
1201,2016-04-16,432.05
1202,2016-04-17,433.28
1203,2016-04-18,433.72
1204,2016-04-19,434.21
1205,2016-04-20,435.34
1206,2016-04-21,436.5
1207,2016-04-22,438.88
1208,2016-04-23,438.29
1209,2016-04-24,437.85
1210,2016-04-25,438.81
1211,2016-04-26,438.74
1212,2016-04-27,438.5
1213,2016-04-28,437.96
1214,2016-04-29,437.35
1215,2016-04-30,436.9
1216,2016-05-01,436.8
1217,2016-05-02,436.76
1218,2016-05-03,436.6
1219,2016-05-04,436.74
1220,2016-05-05,437.35
1221,2016-05-06,437.2
1222,2016-05-07,437.5
1223,2016-05-08,438.04
1224,2016-05-09,438.84
1225,2016-05-10,440.15
1226,2016-05-11,439.61
1227,2016-05-12,439.09
1228,2016-05-13,438.36
1229,2016-05-14,437.5
1230,2016-05-15,436.43
1231,2016-05-16,436.08
1232,2016-05-17,435.75
1233,2016-05-18,435.4
1234,2016-05-19,434.76
1235,2016-05-20,434.69
1236,2016-05-21,433.92
1237,2016-05-22,433.53
1238,2016-05-23,433.38
1239,2016-05-24,433.41
1240,2016-05-25,434.24
1241,2016-05-26,433.68
1242,2016-05-27,433.78
1243,2016-05-28,434.47
1244,2016-05-29,436.37
1245,2016-05-30,437.87
1246,2016-05-31,438.39
1247,2016-06-01,439.86
1248,2016-06-02,440.69
1249,2016-06-03,439.51
1250,2016-06-04,437.51
1251,2016-06-05,435.68
1252,2016-06-06,436.55
1253,2016-06-07,436.69
1254,2016-06-08,436.46
1255,2016-06-09,435.86
1256,2016-06-10,435.02
1257,2016-06-11,436.23
1258,2016-06-12,436.08
1259,2016-06-13,435.16
1260,2016-06-14,433.88
1261,2016-06-15,433.75
1262,2016-06-16,433.57
1263,2016-06-17,432.18
1264,2016-06-18,431.08
1265,2016-06-19,431.33
1266,2016-06-20,431.33
1267,2016-06-21,431.96
1268,2016-06-22,432.45
1269,2016-06-23,432.85
1270,2016-06-24,434.54
1271,2016-06-25,435.75
1272,2016-06-26,436.08
1273,2016-06-27,436.05
1274,2016-06-28,435.59
1275,2016-06-29,436.11
1276,2016-06-30,435.01
1277,2016-07-01,435.18
1278,2016-07-02,435.6
1279,2016-07-03,436.38
1280,2016-07-04,437.17
1281,2016-07-05,438.02
1282,2016-07-06,438.15
1283,2016-07-07,436.32
1284,2016-07-08,436.09
1285,2016-07-09,437.86
1286,2016-07-10,438.42
1287,2016-07-11,437.25
1288,2016-07-12,437.53
1289,2016-07-13,437.33
1290,2016-07-14,435.24
1291,2016-07-15,432.36
1292,2016-07-16,430.96
1293,2016-07-17,430.57
1294,2016-07-18,430.48
1295,2016-07-19,430.37
1296,2016-07-20,430.65
1297,2016-07-21,428.6
1298,2016-07-22,426.36
1299,2016-07-23,425.96
1300,2016-07-24,425.85
1301,2016-07-25,424.11
1302,2016-07-26,420.96
1303,2016-07-27,420.23
1304,2016-07-28,419.35
1305,2016-07-29,419.45
1306,2016-07-30,419.29
1307,2016-07-31,419.76
1308,2016-08-01,420.17
1309,2016-08-02,419.06
1310,2016-08-03,419.79
1311,2016-08-04,419.41
1312,2016-08-05,417.75
1313,2016-08-06,416.9
1314,2016-08-07,415.26
1315,2016-08-08,414.35
1316,2016-08-09,415.22
1317,2016-08-10,416.34
1318,2016-08-11,415.59
1319,2016-08-12,416.88
1320,2016-08-13,415.96
1321,2016-08-14,416.81
1322,2016-08-15,417.46
1323,2016-08-16,416.78
1324,2016-08-17,417.17
1325,2016-08-18,416.29
1326,2016-08-19,416.01
1327,2016-08-20,415.78
1328,2016-08-21,415.72
1329,2016-08-22,416.17
1330,2016-08-23,415.16
1331,2016-08-24,414.14
1332,2016-08-25,414.67
1333,2016-08-26,414.77
1334,2016-08-27,413.74
1335,2016-08-28,414.43
1336,2016-08-29,414.9
1337,2016-08-30,414.42
1338,2016-08-31,414.86
1339,2016-09-01,414.69
1340,2016-09-02,415.5
1341,2016-09-03,415.63
1342,2016-09-04,414.78
1343,2016-09-05,415.65
1344,2016-09-06,415.64
1345,2016-09-07,415.7
1346,2016-09-08,415.69
1347,2016-09-09,414.72
1348,2016-09-10,412.35
1349,2016-09-11,412.42
1350,2016-09-12,414.52
1351,2016-09-13,414.4
1352,2016-09-14,412.29
1353,2016-09-15,410.17
1354,2016-09-16,409.04
1355,2016-09-17,406.44
1356,2016-09-18,406.23
1357,2016-09-19,406.03
1358,2016-09-20,406.56
1359,2016-09-21,406.58
1360,2016-09-22,405.55
1361,2016-09-23,407.74
1362,2016-09-24,409.11
1363,2016-09-25,411.31
1364,2016-09-26,411.68
1365,2016-09-27,410.87
1366,2016-09-28,410.51
1367,2016-09-29,410.85
1368,2016-09-30,411.58
1369,2016-10-01,413.66
1370,2016-10-02,415.04
1371,2016-10-03,416.32
1372,2016-10-04,420.14
1373,2016-10-05,420.77
1374,2016-10-06,422.41
1375,2016-10-07,423.52
1376,2016-10-08,425.56
1377,2016-10-09,427.42
1378,2016-10-10,428.15
1379,2016-10-11,427.74
1380,2016-10-12,428.74
1381,2016-10-13,431.35
1382,2016-10-14,432.36
1383,2016-10-15,432.76
1384,2016-10-16,433.43
1385,2016-10-17,433.66
1386,2016-10-18,433.73
1387,2016-10-19,433.54
1388,2016-10-20,434.91
1389,2016-10-21,435.18
1390,2016-10-22,433.25
1391,2016-10-23,432.9
1392,2016-10-24,433.08
1393,2016-10-25,434.65
1394,2016-10-26,436.0
1395,2016-10-27,436.24
1396,2016-10-28,436.07
1397,2016-10-29,435.81
1398,2016-10-30,435.43
1399,2016-10-31,435.27
1400,2016-11-01,435.62
1401,2016-11-02,438.07
1402,2016-11-03,438.58
1403,2016-11-04,438.78
1404,2016-11-05,439.26
1405,2016-11-06,438.87
1406,2016-11-07,437.26
1407,2016-11-08,437.14
1408,2016-11-09,436.79
1409,2016-11-10,436.47
1410,2016-11-11,436.17
1411,2016-11-12,436.29
1412,2016-11-13,436.55
1413,2016-11-14,437.16
1414,2016-11-15,437.45
1415,2016-11-16,437.04
1416,2016-11-17,436.48
1417,2016-11-18,436.87
1418,2016-11-19,438.52
1419,2016-11-20,438.52
1420,2016-11-21,438.88
1421,2016-11-22,439.13
1422,2016-11-23,438.5
1423,2016-11-24,438.62
1424,2016-11-25,438.85
1425,2016-11-26,439.49
1426,2016-11-27,437.7
1427,2016-11-28,437.51
1428,2016-11-29,437.25
1429,2016-11-30,436.74
1430,2016-12-01,436.19
1431,2016-12-02,434.86
1432,2016-12-03,434.77
1433,2016-12-04,433.43
1434,2016-12-05,432.35
1435,2016-12-06,430.99
1436,2016-12-07,429.97
1437,2016-12-08,429.11
1438,2016-12-09,428.17
1439,2016-12-10,426.19
1440,2016-12-11,424.44
1441,2016-12-12,423.39
1442,2016-12-13,421.41
1443,2016-12-14,419.2
1444,2016-12-15,419.21
1445,2016-12-16,419.22
1446,2016-12-17,419.24
1447,2016-12-18,419.63
1448,2016-12-19,420.75
1449,2016-12-20,421.63
1450,2016-12-21,422.39
1451,2016-12-22,422.71
1452,2016-12-23,423.96
1453,2016-12-24,423.0
1454,2016-12-25,422.8
1455,2016-12-26,423.43
1456,2016-12-27,423.83
1457,2016-12-28,423.45
1458,2016-12-29,422.75
1459,2016-12-30,421.95
1460,2016-12-31,421.29
1461,2017-01-01,419.14
1462,2017-01-02,418.17
1463,2017-01-03,418.2
1464,2017-01-04,419.3
1465,2017-01-05,420.79
1466,2017-01-06,422.67
1467,2017-01-07,423.92
1468,2017-01-08,423.01
1469,2017-01-09,422.4
1470,2017-01-10,424.13
1471,2017-01-11,423.28
1472,2017-01-12,423.39
1473,2017-01-13,423.35
1474,2017-01-14,422.61
1475,2017-01-15,422.06
1476,2017-01-16,421.43
1477,2017-01-17,421.19
1478,2017-01-18,423.41
1479,2017-01-19,425.43
1480,2017-01-20,426.84
1481,2017-01-21,428.03
1482,2017-01-22,429.07
1483,2017-01-23,430.57
1484,2017-01-24,430.63
1485,2017-01-25,430.37
1486,2017-01-26,427.74
1487,2017-01-27,428.2
1488,2017-01-28,427.52
1489,2017-01-29,427.46
1490,2017-01-30,427.75
1491,2017-01-31,427.25
1492,2017-02-01,426.79
1493,2017-02-02,426.69
1494,2017-02-03,426.42
1495,2017-02-04,426.59
1496,2017-02-05,426.88
1497,2017-02-06,426.48
1498,2017-02-07,425.61
1499,2017-02-08,420.98
1500,2017-02-09,419.86
1501,2017-02-10,421.39
1502,2017-02-11,423.38
1503,2017-02-12,425.2
1504,2017-02-13,426.57
1505,2017-02-14,425.68
1506,2017-02-15,424.86
1507,2017-02-16,425.45
1508,2017-02-17,425.66
1509,2017-02-18,425.31
1510,2017-02-19,424.76
1511,2017-02-20,423.95
1512,2017-02-21,423.08
1513,2017-02-22,420.39
1514,2017-02-23,417.24
1515,2017-02-24,414.5
1516,2017-02-25,412.66
1517,2017-02-26,413.39
1518,2017-02-27,414.7
1519,2017-02-28,416.53
1520,2017-03-01,418.2
1521,2017-03-02,419.51
1522,2017-03-03,421.33
1523,2017-03-04,422.33
1524,2017-03-05,424.0
1525,2017-03-06,423.87
1526,2017-03-07,423.4
1527,2017-03-08,423.22
1528,2017-03-09,423.14
1529,2017-03-10,422.69
1530,2017-03-11,422.12
1531,2017-03-12,421.82
1532,2017-03-13,422.37
1533,2017-03-14,423.97
1534,2017-03-15,426.24
1535,2017-03-16,429.86
1536,2017-03-17,433.88
1537,2017-03-18,435.95
1538,2017-03-19,435.8
1539,2017-03-20,433.77
1540,2017-03-21,432.2
1541,2017-03-22,431.36
1542,2017-03-23,430.33
1543,2017-03-24,429.85
1544,2017-03-25,429.2
1545,2017-03-26,428.4
1546,2017-03-27,427.75
1547,2017-03-28,427.37
1548,2017-03-29,427.84
1549,2017-03-30,427.72
1550,2017-03-31,427.93
1551,2017-04-01,430.34
1552,2017-04-02,432.11
1553,2017-04-03,432.92
1554,2017-04-04,433.95
1555,2017-04-05,434.7
1556,2017-04-06,435.99
1557,2017-04-07,437.15
1558,2017-04-08,438.29
1559,2017-04-09,437.96
1560,2017-04-10,435.82
1561,2017-04-11,434.53
1562,2017-04-12,433.46
1563,2017-04-13,433.23
1564,2017-04-14,432.92
1565,2017-04-15,432.69
1566,2017-04-16,432.6
1567,2017-04-17,432.44
1568,2017-04-18,432.53
1569,2017-04-19,432.12
1570,2017-04-20,432.26
1571,2017-04-21,433.15
1572,2017-04-22,434.47
1573,2017-04-23,435.17
1574,2017-04-24,435.49
1575,2017-04-25,435.63
1576,2017-04-26,436.01
1577,2017-04-27,434.52
1578,2017-04-28,432.75
1579,2017-04-29,431.6
1580,2017-04-30,430.83
1581,2017-05-01,430.37
1582,2017-05-02,431.03
1583,2017-05-03,430.6
1584,2017-05-04,430.61
1585,2017-05-05,431.45
1586,2017-05-06,431.12
1587,2017-05-07,430.98
1588,2017-05-08,432.36
1589,2017-05-09,432.23
1590,2017-05-10,431.55
1591,2017-05-11,431.53
1592,2017-05-12,431.37
1593,2017-05-13,431.17
1594,2017-05-14,430.93
1595,2017-05-15,431.76
1596,2017-05-16,431.66
1597,2017-05-17,431.14
1598,2017-05-18,430.23
1599,2017-05-19,429.62
1600,2017-05-20,429.08
1601,2017-05-21,428.93
1602,2017-05-22,431.66
1603,2017-05-23,434.86
1604,2017-05-24,437.8
1605,2017-05-25,438.84
1606,2017-05-26,440.46
1607,2017-05-27,441.13
1608,2017-05-28,440.52
1609,2017-05-29,440.61
1610,2017-05-30,440.49
1611,2017-05-31,440.35
1612,2017-06-01,440.17
1613,2017-06-02,440.77
1614,2017-06-03,440.35
1615,2017-06-04,439.96
1616,2017-06-05,439.92
1617,2017-06-06,438.51
1618,2017-06-07,437.88
1619,2017-06-08,437.66
1620,2017-06-09,436.84
1621,2017-06-10,435.68
1622,2017-06-11,435.45
1623,2017-06-12,435.17
1624,2017-06-13,434.76
1625,2017-06-14,434.96
1626,2017-06-15,435.66
1627,2017-06-16,436.18
1628,2017-06-17,436.17
1629,2017-06-18,437.15
1630,2017-06-19,437.91
1631,2017-06-20,437.9
1632,2017-06-21,437.45
1633,2017-06-22,437.86
1634,2017-06-23,438.01
1635,2017-06-24,438.4
1636,2017-06-25,439.32
1637,2017-06-26,439.78
1638,2017-06-27,439.86
1639,2017-06-28,438.25
1640,2017-06-29,437.75
1641,2017-06-30,437.07
1642,2017-07-01,436.13
1643,2017-07-02,435.31
1644,2017-07-03,434.3
1645,2017-07-04,433.54
1646,2017-07-05,432.46
1647,2017-07-06,431.24
1648,2017-07-07,430.28
1649,2017-07-08,429.5
1650,2017-07-09,427.94
1651,2017-07-10,426.33
1652,2017-07-11,424.68
1653,2017-07-12,422.7
1654,2017-07-13,421.08
1655,2017-07-14,419.63
1656,2017-07-15,419.2
1657,2017-07-16,420.07
1658,2017-07-17,421.17
1659,2017-07-18,422.21
1660,2017-07-19,422.02
1661,2017-07-20,422.42
1662,2017-07-21,423.2
1663,2017-07-22,423.79
1664,2017-07-23,424.45
1665,2017-07-24,425.03
1666,2017-07-25,425.65
1667,2017-07-26,426.27
1668,2017-07-27,425.27
1669,2017-07-28,421.84
1670,2017-07-29,420.01
1671,2017-07-30,420.99
1672,2017-07-31,421.79
1673,2017-08-01,421.27
1674,2017-08-02,420.06
1675,2017-08-03,418.84
1676,2017-08-04,417.77
1677,2017-08-05,417.93
1678,2017-08-06,418.42
1679,2017-08-07,418.08
1680,2017-08-08,417.54
1681,2017-08-09,417.12
1682,2017-08-10,416.72
1683,2017-08-11,415.83
1684,2017-08-12,415.35
1685,2017-08-13,415.44
1686,2017-08-14,415.83
1687,2017-08-15,416.31
1688,2017-08-16,416.15
1689,2017-08-17,414.13
1690,2017-08-18,413.82
1691,2017-08-19,413.71
1692,2017-08-20,413.35
1693,2017-08-21,412.17
1694,2017-08-22,409.45
1695,2017-08-23,409.04
1696,2017-08-24,408.83
1697,2017-08-25,408.74
1698,2017-08-26,408.74
1699,2017-08-27,408.49
1700,2017-08-28,408.74
1701,2017-08-29,408.77
1702,2017-08-30,408.63
1703,2017-08-31,408.61
1704,2017-09-01,408.39
1705,2017-09-02,407.82
1706,2017-09-03,407.35
1707,2017-09-04,406.56
1708,2017-09-05,406.23
1709,2017-09-06,406.75
1710,2017-09-07,406.99
1711,2017-09-08,407.42
1712,2017-09-09,407.59
1713,2017-09-10,407.99
1714,2017-09-11,408.61
1715,2017-09-12,408.95
1716,2017-09-13,409.5
1717,2017-09-14,410.13
1718,2017-09-15,411.09
1719,2017-09-16,411.53
1720,2017-09-17,412.19
1721,2017-09-18,411.97
1722,2017-09-19,411.78
1723,2017-09-20,411.61
1724,2017-09-21,411.13
1725,2017-09-22,409.67
1726,2017-09-23,408.28
1727,2017-09-24,407.24
1728,2017-09-25,406.45
1729,2017-09-26,406.0
1730,2017-09-27,406.22
1731,2017-09-28,406.28
1732,2017-09-29,405.86
1733,2017-09-30,404.73
1734,2017-10-01,403.82
1735,2017-10-02,403.91
1736,2017-10-03,403.18
1737,2017-10-04,403.25
1738,2017-10-05,404.69
1739,2017-10-06,405.91
1740,2017-10-07,406.92
1741,2017-10-08,407.33
1742,2017-10-09,409.49
1743,2017-10-10,409.4
1744,2017-10-11,409.53
1745,2017-10-12,411.52
1746,2017-10-13,412.8
1747,2017-10-14,413.8
1748,2017-10-15,416.13
1749,2017-10-16,417.85
1750,2017-10-17,420.23
1751,2017-10-18,420.94
1752,2017-10-19,421.82
1753,2017-10-20,421.68
1754,2017-10-21,422.15
1755,2017-10-22,423.47
1756,2017-10-23,423.76
1757,2017-10-24,424.69
1758,2017-10-25,424.94
1759,2017-10-26,425.82
1760,2017-10-27,427.24
1761,2017-10-28,423.96
1762,2017-10-29,423.75
1763,2017-10-30,422.72
1764,2017-10-31,421.15
1765,2017-11-01,418.4
1766,2017-11-02,415.35
1767,2017-11-03,413.19
1768,2017-11-04,410.59
1769,2017-11-05,409.99
1770,2017-11-06,412.73
1771,2017-11-07,415.44
1772,2017-11-08,415.95
1773,2017-11-09,416.09
1774,2017-11-10,416.26
1775,2017-11-11,415.27
1776,2017-11-12,416.24
1777,2017-11-13,417.44
1778,2017-11-14,419.49
1779,2017-11-15,421.16
1780,2017-11-16,420.88
1781,2017-11-17,420.58
1782,2017-11-18,422.65
1783,2017-11-19,424.73
1784,2017-11-20,425.39
1785,2017-11-21,427.73
1786,2017-11-22,430.02
1787,2017-11-23,435.86
1788,2017-11-24,437.31
1789,2017-11-25,434.79
1790,2017-11-26,435.15
1791,2017-11-27,434.12
1792,2017-11-28,432.27
1793,2017-11-29,432.42
1794,2017-11-30,433.1
1795,2017-12-01,432.09
1796,2017-12-02,429.93
1797,2017-12-03,427.58
1798,2017-12-04,426.28
1799,2017-12-05,425.51
1800,2017-12-06,424.42
1801,2017-12-07,423.52
1802,2017-12-08,422.51
1803,2017-12-09,421.34
1804,2017-12-10,420.36
1805,2017-12-11,419.89
1806,2017-12-12,419.01
1807,2017-12-13,417.98
1808,2017-12-14,417.02
1809,2017-12-15,416.64
1810,2017-12-16,416.08
1811,2017-12-17,416.3
1812,2017-12-18,417.66
1813,2017-12-19,418.9
1814,2017-12-20,420.57
1815,2017-12-21,422.08
1816,2017-12-22,421.19
1817,2017-12-23,420.21
1818,2017-12-24,418.72
1819,2017-12-25,417.72
1820,2017-12-26,418.45
1821,2017-12-27,419.36
1822,2017-12-28,419.98
1823,2017-12-29,419.52
1824,2017-12-30,419.86
1825,2017-12-31,421.33
1826,2018-01-01,421.12
