,datetime,LOWER_TWIN_LAKE_NR_BRIDGEPORT__CA.tsv
69,2013-03-12,11087.340588235294
70,2013-03-13,11103.851470588235
71,2013-03-14,11120.362352941176
72,2013-03-15,11136.873235294119
73,2013-03-16,11153.38411764706
74,2013-03-17,11169.895
75,2013-03-18,11186.405882352941
76,2013-03-19,11202.916764705882
77,2013-03-20,11219.427647058823
78,2013-03-21,11235.938529411764
79,2013-03-22,11252.449411764706
80,2013-03-23,11268.960294117647
81,2013-03-24,11285.471176470588
82,2013-03-25,11301.98205882353
83,2013-03-26,11318.492941176472
84,2013-03-27,11335.003823529412
85,2013-03-28,11351.514705882353
86,2013-03-29,11368.025588235294
87,2013-03-30,11384.536470588235
88,2013-03-31,11401.047352941176
89,2013-04-01,11417.558235294116
90,2013-04-02,11434.06911764706
91,2013-04-03,11450.58
92,2013-04-04,11457.3956
93,2013-04-05,11464.211200000002
94,2013-04-06,11471.0268
95,2013-04-07,11477.8424
96,2013-04-08,11484.658
97,2013-04-09,11491.473600000001
98,2013-04-10,11498.2892
99,2013-04-11,11505.104800000001
100,2013-04-12,11511.920399999999
101,2013-04-13,11518.736
102,2013-04-14,11525.5516
103,2013-04-15,11532.3672
104,2013-04-16,11539.182799999999
105,2013-04-17,11545.9984
106,2013-04-18,11552.814
107,2013-04-19,11559.6296
108,2013-04-20,11566.4452
109,2013-04-21,11573.2608
110,2013-04-22,11580.0764
111,2013-04-23,11586.892
112,2013-04-24,11593.707600000002
113,2013-04-25,11600.5232
114,2013-04-26,11607.3388
115,2013-04-27,11614.1544
116,2013-04-28,11620.970000000001
117,2013-04-29,11625.623571428572
118,2013-04-30,11630.277142857143
119,2013-05-01,11634.930714285714
120,2013-05-02,11639.584285714285
121,2013-05-03,11644.237857142856
122,2013-05-04,11648.891428571429
123,2013-05-05,11653.545
124,2013-05-06,11658.198571428571
125,2013-05-07,11662.852142857144
126,2013-05-08,11667.505714285715
127,2013-05-09,11672.159285714286
128,2013-05-10,11676.812857142857
129,2013-05-11,11681.466428571428
130,2013-05-12,11686.12
131,2013-05-13,11690.773571428572
132,2013-05-14,11695.427142857145
133,2013-05-15,11700.080714285716
134,2013-05-16,11704.734285714287
135,2013-05-17,11709.387857142858
136,2013-05-18,11714.041428571429
137,2013-05-19,11718.695
138,2013-05-20,11723.34857142857
139,2013-05-21,11728.002142857144
140,2013-05-22,11732.655714285715
141,2013-05-23,11737.309285714286
142,2013-05-24,11741.962857142858
143,2013-05-25,11746.61642857143
144,2013-05-26,11751.27
145,2013-05-27,11755.725
146,2013-05-28,11760.18
147,2013-05-29,11764.635
148,2013-05-30,11769.09
149,2013-05-31,11773.545000000002
150,2013-06-01,11778.0
151,2013-06-02,11782.455000000002
152,2013-06-03,11786.91
153,2013-06-04,11791.365
154,2013-06-05,11795.82
155,2013-06-06,11800.275
156,2013-06-07,11804.73
157,2013-06-08,11809.185
158,2013-06-09,11813.64
159,2013-06-10,11818.095000000001
160,2013-06-11,11822.55
161,2013-06-12,11827.005000000001
162,2013-06-13,11831.46
163,2013-06-14,11835.915
164,2013-06-15,11840.369999999999
165,2013-06-16,11844.825
166,2013-06-17,11849.279999999999
167,2013-06-18,11853.735
168,2013-06-19,11858.19
169,2013-06-20,11862.645
170,2013-06-21,11867.1
171,2013-06-22,11871.555
172,2013-06-23,11876.009999999998
173,2013-06-24,11880.465
174,2013-06-25,11884.919999999998
175,2013-06-26,11889.375
176,2013-06-27,11893.83
177,2013-06-28,11898.285
178,2013-06-29,11902.74
179,2013-06-30,11907.195
180,2013-07-01,11911.65
181,2013-07-02,11857.853333333333
182,2013-07-03,11804.056666666667
183,2013-07-04,11750.259999999998
184,2013-07-05,11696.463333333333
185,2013-07-06,11642.666666666668
186,2013-07-07,11588.869999999999
187,2013-07-08,11535.073333333334
188,2013-07-09,11481.276666666667
189,2013-07-10,11427.48
190,2013-07-11,11373.683333333332
191,2013-07-12,11319.886666666665
192,2013-07-13,11266.09
193,2013-07-14,11212.293333333333
194,2013-07-15,11158.496666666666
195,2013-07-16,11104.7
196,2013-07-17,11050.903333333334
197,2013-07-18,10997.106666666667
198,2013-07-19,10943.31
199,2013-07-20,10889.513333333334
200,2013-07-21,10835.716666666667
201,2013-07-22,10781.92
202,2013-07-23,10728.123333333333
203,2013-07-24,10674.326666666668
204,2013-07-25,10620.529999999999
205,2013-07-26,10566.733333333334
206,2013-07-27,10512.936666666666
207,2013-07-28,10459.14
208,2013-07-29,10405.343333333334
209,2013-07-30,10351.546666666667
210,2013-07-31,10297.75
211,2013-08-01,10224.276451612903
212,2013-08-02,10150.802903225807
213,2013-08-03,10077.329354838708
214,2013-08-04,10003.855806451613
215,2013-08-05,9930.382258064516
216,2013-08-06,9856.90870967742
217,2013-08-07,9783.435161290323
218,2013-08-08,9709.961612903226
219,2013-08-09,9636.488064516128
220,2013-08-10,9563.014516129031
221,2013-08-11,9489.540967741936
222,2013-08-12,9416.067419354838
223,2013-08-13,9342.593870967741
224,2013-08-14,9269.120322580646
225,2013-08-15,9195.646774193548
226,2013-08-16,9122.173225806451
227,2013-08-17,9048.699677419354
228,2013-08-18,8975.226129032259
229,2013-08-19,8901.752580645161
230,2013-08-20,8828.279032258064
231,2013-08-21,8754.805483870967
232,2013-08-22,8681.331935483871
233,2013-08-23,8607.858387096774
234,2013-08-24,8534.384838709677
235,2013-08-25,8460.91129032258
236,2013-08-26,8387.437741935484
237,2013-08-27,8313.964193548387
238,2013-08-28,8240.49064516129
239,2013-08-29,8167.017096774192
240,2013-08-30,8093.543548387096
241,2013-08-31,8020.07
242,2013-09-01,8021.272999999999
243,2013-09-02,8022.476
244,2013-09-03,8023.679
245,2013-09-04,8024.882
246,2013-09-05,8026.085
247,2013-09-06,8027.288
248,2013-09-07,8028.490999999999
249,2013-09-08,8029.694
250,2013-09-09,8030.897
251,2013-09-10,8032.099999999999
252,2013-09-11,8033.303
253,2013-09-12,8034.505999999999
254,2013-09-13,8035.709
255,2013-09-14,8036.912
256,2013-09-15,8038.115
257,2013-09-16,8039.317999999999
258,2013-09-17,8040.521
259,2013-09-18,8041.724
260,2013-09-19,8042.927
261,2013-09-20,8044.13
262,2013-09-21,8045.333
263,2013-09-22,8046.535999999999
264,2013-09-23,8047.7390000000005
265,2013-09-24,8048.942
266,2013-09-25,8050.1449999999995
267,2013-09-26,8051.348
268,2013-09-27,8052.5509999999995
269,2013-09-28,8053.754
270,2013-09-29,8054.957
271,2013-09-30,8056.16
272,2013-10-01,8051.761935483871
273,2013-10-02,8047.363870967742
274,2013-10-03,8042.9658064516125
275,2013-10-04,8038.567741935483
276,2013-10-05,8034.169677419354
277,2013-10-06,8029.771612903226
278,2013-10-07,8025.373548387096
279,2013-10-08,8020.975483870968
280,2013-10-09,8016.577419354839
281,2013-10-10,8012.1793548387095
282,2013-10-11,8007.78129032258
283,2013-10-12,8003.383225806451
284,2013-10-13,7998.985161290322
285,2013-10-14,7994.587096774194
286,2013-10-15,7990.189032258064
287,2013-10-16,7985.790967741936
288,2013-10-17,7981.392903225806
289,2013-10-18,7976.994838709677
290,2013-10-19,7972.596774193548
291,2013-10-20,7968.198709677419
292,2013-10-21,7963.80064516129
293,2013-10-22,7959.402580645161
294,2013-10-23,7955.004516129032
295,2013-10-24,7950.606451612904
296,2013-10-25,7946.208387096774
297,2013-10-26,7941.810322580645
298,2013-10-27,7937.412258064516
299,2013-10-28,7933.014193548387
300,2013-10-29,7928.616129032258
301,2013-10-30,7924.218064516129
302,2013-10-31,7919.82
303,2013-11-01,7926.2109375
304,2013-11-02,7932.601874999999
305,2013-11-03,7938.9928125
306,2013-11-04,7945.38375
307,2013-11-05,7951.774687499999
308,2013-11-06,7958.165625
309,2013-11-07,7964.5565625
310,2013-11-08,7970.9475
311,2013-11-09,7977.3384375
312,2013-11-10,7983.729375
313,2013-11-11,7990.1203125
314,2013-11-12,7996.51125
315,2013-11-13,8002.9021875
316,2013-11-14,8009.293125
317,2013-11-15,8015.6840624999995
318,2013-11-16,8022.075
319,2013-11-17,8028.4659375
320,2013-11-18,8034.8568749999995
321,2013-11-19,8041.2478125
322,2013-11-20,8047.63875
323,2013-11-21,8054.029687499999
324,2013-11-22,8060.420625
325,2013-11-23,8066.8115625
326,2013-11-24,8073.202499999999
327,2013-11-25,8079.5934375
328,2013-11-26,8085.984375
329,2013-11-27,8092.3753125
330,2013-11-28,8098.76625
331,2013-11-29,8105.1571875
332,2013-11-30,8111.548125
333,2013-12-01,8117.9390625
334,2013-12-02,8124.33
335,2013-12-03,8125.235483870968
336,2013-12-04,8126.140967741935
337,2013-12-05,8127.046451612903
338,2013-12-06,8127.951935483871
339,2013-12-07,8128.857419354839
340,2013-12-08,8129.7629032258055
341,2013-12-09,8130.668387096774
342,2013-12-10,8131.573870967742
343,2013-12-11,8132.47935483871
344,2013-12-12,8133.384838709677
345,2013-12-13,8134.290322580645
346,2013-12-14,8135.195806451613
347,2013-12-15,8136.101290322581
348,2013-12-16,8137.006774193548
349,2013-12-17,8137.912258064516
350,2013-12-18,8138.817741935483
351,2013-12-19,8139.723225806451
352,2013-12-20,8140.628709677419
353,2013-12-21,8141.534193548387
354,2013-12-22,8142.439677419355
355,2013-12-23,8143.345161290323
356,2013-12-24,8144.25064516129
357,2013-12-25,8145.156129032258
358,2013-12-26,8146.061612903226
359,2013-12-27,8146.967096774194
360,2013-12-28,8147.87258064516
361,2013-12-29,8148.778064516128
362,2013-12-30,8149.683548387096
363,2013-12-31,8150.589032258064
364,2014-01-01,8151.494516129032
365,2014-01-02,8152.4
366,2014-01-03,8165.536206896551
