,datetime,SAN_VICENTE_RES_NR_LAKESIDE_CA.
983,2013-09-10,39820.0
984,2013-09-11,40150.0
985,2013-09-12,40490.0
986,2013-09-13,40790.0
987,2013-09-14,41140.0
988,2013-09-15,41490.0
989,2013-09-16,41870.0
990,2013-09-17,42270.0
991,2013-09-18,42670.0
992,2013-09-19,42920.0
993,2013-09-20,43170.0
994,2013-09-21,43440.0
995,2013-09-22,43820.0
996,2013-09-23,44040.0
997,2013-09-24,44320.0
998,2013-09-25,44440.0
999,2013-09-26,44600.0
1000,2013-09-27,44840.0
1001,2013-09-28,44990.0
1002,2013-09-29,45110.0
1003,2013-09-30,45380.0
1004,2013-10-01,45480.0
1005,2013-10-02,45570.0
1006,2013-10-03,45720.0
1007,2013-10-04,45840.0
1008,2013-10-05,45780.0
1009,2013-10-06,45890.0
1010,2013-10-07,45910.0
1011,2013-10-08,45930.0
1012,2013-10-09,45950.0
1013,2013-10-10,45940.0
1014,2013-10-11,45930.0
1015,2013-10-12,45890.0
1016,2013-10-13,46030.0
1017,2013-10-14,45950.0
1018,2013-10-15,45900.0
1019,2013-10-16,45930.0
1020,2013-10-17,45880.0
1021,2013-10-18,45870.0
1022,2013-10-19,45840.0
1023,2013-10-20,45910.0
1024,2013-10-21,45840.0
1025,2013-10-22,45800.0
1026,2013-10-23,45800.0
1027,2013-10-24,45800.0
1028,2013-10-25,45820.0
1029,2013-10-26,45870.0
1030,2013-10-27,45840.0
1031,2013-10-28,45800.0
1032,2013-10-29,45800.0
1033,2013-10-30,45820.0
1034,2013-10-31,45820.0
1035,2013-11-01,45830.0
1036,2013-11-02,45830.0
1037,2013-11-03,45830.0
1038,2013-11-04,45860.0
1039,2013-11-05,45810.0
1040,2013-11-06,45800.0
1041,2013-11-07,45780.0
1042,2013-11-08,45820.0
1043,2013-11-09,45760.0
1044,2013-11-10,45770.0
1045,2013-11-11,45760.0
1046,2013-11-12,45780.0
1047,2013-11-13,45760.0
1048,2013-11-14,45760.0
1049,2013-11-15,45780.0
1050,2013-11-16,45780.0
1051,2013-11-17,45760.0
1052,2013-11-18,45760.0
1053,2013-11-19,45780.0
1054,2013-11-20,45790.0
1055,2013-11-21,45820.0
1056,2013-11-22,45800.0
1057,2013-11-23,45780.0
1058,2013-11-24,45770.0
1059,2013-11-25,45760.0
1060,2013-11-26,45760.0
1061,2013-11-27,45760.0
1062,2013-11-28,45760.0
1063,2013-11-29,45770.0
1064,2013-11-30,45780.0
1065,2013-12-01,45770.0
1066,2013-12-02,45820.0
1067,2013-12-03,45780.0
1068,2013-12-04,45790.0
1069,2013-12-05,45830.0
1070,2013-12-06,45800.0
1071,2013-12-07,45830.0
1072,2013-12-08,45800.0
1073,2013-12-09,45800.0
1074,2013-12-10,45780.0
1075,2013-12-11,45790.0
1076,2013-12-12,45780.0
1077,2013-12-13,45760.0
1078,2013-12-14,45750.0
1079,2013-12-15,45760.0
1080,2013-12-16,45760.0
1081,2013-12-17,45760.0
1082,2013-12-18,45760.0
1083,2013-12-19,45790.0
1084,2013-12-20,45780.0
1085,2013-12-21,45790.0
1086,2013-12-22,45770.0
1087,2013-12-23,45780.0
1088,2013-12-24,45780.0
1089,2013-12-25,45770.0
1090,2013-12-26,45760.0
1091,2013-12-27,45770.0
1092,2013-12-28,45760.0
1093,2013-12-29,45760.0
1094,2013-12-30,45760.0
1095,2013-12-31,45760.0
1096,2014-01-01,45750.0
1097,2014-01-02,45760.0
1098,2014-01-03,45760.0
1099,2014-01-04,45760.0
1100,2014-01-05,45760.0
1101,2014-01-06,45760.0
1102,2014-01-07,45760.0
1103,2014-01-08,45790.0
1104,2014-01-09,45780.0
1105,2014-01-10,45770.0
1106,2014-01-11,45760.0
1107,2014-01-12,45760.0
1108,2014-01-13,45760.0
1109,2014-01-14,45780.0
1110,2014-01-15,45780.0
1111,2014-01-16,45770.0
1112,2014-01-17,45770.0
1113,2014-01-18,45770.0
1114,2014-01-19,45770.0
1115,2014-01-20,45760.0
1116,2014-01-21,45760.0
1117,2014-01-22,45760.0
1118,2014-01-23,45760.0
1119,2014-01-24,45770.0
1120,2014-01-25,45770.0
1121,2014-01-26,45760.0
1122,2014-01-27,45790.0
1123,2014-01-28,45790.0
1124,2014-01-29,45800.0
1125,2014-01-30,45800.0
1126,2014-01-31,45800.0
1127,2014-02-01,45800.0
1128,2014-02-02,45800.0
1129,2014-02-03,45810.0
1130,2014-02-04,45810.0
1131,2014-02-05,45820.0
1132,2014-02-06,45830.0
1133,2014-02-07,45840.0
1134,2014-02-08,45840.0
1135,2014-02-09,45840.0
1136,2014-02-10,45840.0
1137,2014-02-11,45820.0
1138,2014-02-12,45800.0
1139,2014-02-13,45750.0
1140,2014-02-14,45760.0
1141,2014-02-15,45760.0
1142,2014-02-16,45750.0
1143,2014-02-17,45750.0
1144,2014-02-18,45750.0
1145,2014-02-19,45750.0
1146,2014-02-20,45690.0
1147,2014-02-21,45660.0
1148,2014-02-22,45660.0
1149,2014-02-23,45650.0
1150,2014-02-24,45650.0
1151,2014-02-25,45640.0
1152,2014-02-26,45650.0
1153,2014-02-27,45660.0
1154,2014-02-28,45760.0
1155,2014-03-01,45800.0
1156,2014-03-02,45800.0
1157,2014-03-03,45800.0
1158,2014-03-04,45790.0
1159,2014-03-05,45880.0
1160,2014-03-06,46210.0
1161,2014-03-07,46450.0
1162,2014-03-08,46690.0
1163,2014-03-09,46930.0
1164,2014-03-10,47190.0
1165,2014-03-11,47470.0
1166,2014-03-12,47660.0
1167,2014-03-13,47970.0
1168,2014-03-14,48290.0
1169,2014-03-15,48590.0
1170,2014-03-16,48900.0
1171,2014-03-17,49210.0
1172,2014-03-18,49440.0
1173,2014-03-19,49730.0
1174,2014-03-20,50010.0
1175,2014-03-21,50330.0
1176,2014-03-22,50650.0
1177,2014-03-23,50970.0
1178,2014-03-24,51260.0
1179,2014-03-25,51460.0
1180,2014-03-26,51600.0
1181,2014-03-27,51740.0
1182,2014-03-28,51860.0
1183,2014-03-29,52130.0
1184,2014-03-30,52470.0
1185,2014-03-31,52820.0
1186,2014-04-01,53210.0
1187,2014-04-02,53650.0
1188,2014-04-03,54040.0
1189,2014-04-04,54410.0
1190,2014-04-05,54800.0
1191,2014-04-06,55160.0
1192,2014-04-07,55520.0
1193,2014-04-08,55890.0
1194,2014-04-09,56150.0
1195,2014-04-10,56380.0
1196,2014-04-11,56590.0
1197,2014-04-12,56800.0
1198,2014-04-13,57020.0
1199,2014-04-14,57240.0
1200,2014-04-15,57440.0
1201,2014-04-16,57650.0
1202,2014-04-17,57820.0
1203,2014-04-18,57890.0
1204,2014-04-19,57960.0
1205,2014-04-20,58030.0
1206,2014-04-21,58100.0
1207,2014-04-22,58170.0
1208,2014-04-23,58230.0
1209,2014-04-24,58310.0
1210,2014-04-25,58370.0
1211,2014-04-26,58440.0
1212,2014-04-27,58530.0
1213,2014-04-28,58610.0
1214,2014-04-29,58650.0
1215,2014-04-30,58700.0
1216,2014-05-01,58870.0
1217,2014-05-02,59050.0
1218,2014-05-03,59200.0
1219,2014-05-04,59420.0
1220,2014-05-05,59700.0
1221,2014-05-06,59980.0
1222,2014-05-07,60280.0
1223,2014-05-08,60570.0
1224,2014-05-09,60960.0
1225,2014-05-10,61350.0
1226,2014-05-11,61760.0
1227,2014-05-12,62050.0
1228,2014-05-13,62150.0
1229,2014-05-14,62260.0
1230,2014-05-15,62450.0
1231,2014-05-16,62630.0
1232,2014-05-17,62820.0
1233,2014-05-18,63060.0
1234,2014-05-19,63430.0
1235,2014-05-20,63600.0
1236,2014-05-21,63850.0
1237,2014-05-22,64110.0
1238,2014-05-23,64330.0
1239,2014-05-24,64570.0
1240,2014-05-25,64880.0
1241,2014-05-26,65150.0
1242,2014-05-27,65370.0
1243,2014-05-28,65620.0
1244,2014-05-29,65850.0
1245,2014-05-30,66060.0
1246,2014-05-31,66320.0
1247,2014-06-01,66640.0
1248,2014-06-02,66940.0
1249,2014-06-03,67210.0
1250,2014-06-04,67480.0
1251,2014-06-05,67740.0
1252,2014-06-06,67890.0
1253,2014-06-07,68040.0
1254,2014-06-08,68250.0
1255,2014-06-09,68510.0
1256,2014-06-10,68770.0
1257,2014-06-11,68950.0
1258,2014-06-12,69180.0
1259,2014-06-13,69380.0
1260,2014-06-14,69530.0
1261,2014-06-15,69740.0
1262,2014-06-16,69900.0
1263,2014-06-17,69980.0
1264,2014-06-18,70060.0
1265,2014-06-19,70180.0
1266,2014-06-20,70280.0
1267,2014-06-21,70390.0
1268,2014-06-22,70580.0
1269,2014-06-23,70730.0
1270,2014-06-24,70890.0
1271,2014-06-25,71050.0
1272,2014-06-26,71230.0
1273,2014-06-27,71360.0
1274,2014-06-28,71440.0
1275,2014-06-29,71560.0
1276,2014-06-30,71670.0
1277,2014-07-01,71730.0
1278,2014-07-02,71770.0
1279,2014-07-03,71810.0
1280,2014-07-04,71860.0
1281,2014-07-05,71930.0
1282,2014-07-06,72040.0
1283,2014-07-07,72090.0
1284,2014-07-08,72160.0
1285,2014-07-09,72220.0
1286,2014-07-10,72260.0
1287,2014-07-11,72370.0
1288,2014-07-12,72480.0
1289,2014-07-13,72630.0
1290,2014-07-14,72700.0
1291,2014-07-15,72760.0
1292,2014-07-16,72900.0
1293,2014-07-17,73040.0
1294,2014-07-18,73220.0
1295,2014-07-19,73380.0
1296,2014-07-20,73610.0
1297,2014-07-21,73920.0
1298,2014-07-22,74120.0
1299,2014-07-23,74270.0
1300,2014-07-24,74400.0
1301,2014-07-25,74550.0
1302,2014-07-26,74630.0
1303,2014-07-27,74840.0
1304,2014-07-28,74960.0
1305,2014-07-29,75060.0
1306,2014-07-30,75140.0
1307,2014-07-31,75290.0
1308,2014-08-01,75440.0
1309,2014-08-02,75610.0
1310,2014-08-03,75980.0
1311,2014-08-04,76300.0
1312,2014-08-05,76590.0
1313,2014-08-06,76860.0
1314,2014-08-07,77180.0
1315,2014-08-08,77490.0
1316,2014-08-09,77760.0
1317,2014-08-10,78110.0
1318,2014-08-11,78370.0
1319,2014-08-12,78570.0
1320,2014-08-13,78720.0
1321,2014-08-14,78850.0
1322,2014-08-15,79000.0
1323,2014-08-16,79090.0
1324,2014-08-17,79240.0
1325,2014-08-18,79390.0
1326,2014-08-19,79550.0
1327,2014-08-20,79750.0
1328,2014-08-21,79920.0
1329,2014-08-22,80040.0
1330,2014-08-23,80290.0
1331,2014-08-24,80800.0
1332,2014-08-25,81180.0
1333,2014-08-26,81320.0
1334,2014-08-27,81430.0
1335,2014-08-28,81600.0
1336,2014-08-29,81770.0
1337,2014-08-30,81960.0
1338,2014-08-31,82210.0
1339,2014-09-01,82430.0
1340,2014-09-02,82570.0
1341,2014-09-03,82770.0
1342,2014-09-04,82970.0
1343,2014-09-05,83160.0
1344,2014-09-06,83270.0
1345,2014-09-07,83480.0
1346,2014-09-08,83690.0
1347,2014-09-09,83770.0
1348,2014-09-10,83900.0
1349,2014-09-11,84050.0
1350,2014-09-12,84250.0
1351,2014-09-13,84430.0
1352,2014-09-14,84620.0
1353,2014-09-15,84760.0
1354,2014-09-16,84880.0
1355,2014-09-17,85030.0
1356,2014-09-18,85190.0
1357,2014-09-19,85420.0
1358,2014-09-20,85640.0
1359,2014-09-21,85970.0
1360,2014-09-22,86260.0
1361,2014-09-23,86520.0
1362,2014-09-24,86740.0
1363,2014-09-25,87040.0
1364,2014-09-26,87270.0
1365,2014-09-27,87560.0
1366,2014-09-28,87880.0
1367,2014-09-29,88170.0
1368,2014-09-30,88430.0
1369,2014-10-01,88680.0
1370,2014-10-02,88860.0
1371,2014-10-03,89030.0
1372,2014-10-04,88880.0
1373,2014-10-05,88780.0
1374,2014-10-06,88990.0
1375,2014-10-07,89200.0
1376,2014-10-08,89250.0
1377,2014-10-09,89230.0
1378,2014-10-10,89210.0
1379,2014-10-11,89200.0
1380,2014-10-12,89180.0
1381,2014-10-13,89160.0
1382,2014-10-14,89150.0
1383,2014-10-15,89130.0
1384,2014-10-16,89110.0
1385,2014-10-17,89100.0
1386,2014-10-18,89080.0
1387,2014-10-19,89070.0
1388,2014-10-20,89060.0
1389,2014-10-21,89050.0
1390,2014-10-22,89070.0
1391,2014-10-23,89080.0
1392,2014-10-24,89090.0
1393,2014-10-25,89090.0
1394,2014-10-26,89110.0
1395,2014-10-27,89110.0
1396,2014-10-28,89010.0
1397,2014-10-29,88800.0
1398,2014-10-30,88590.0
1399,2014-10-31,88390.0
1400,2014-11-01,88250.0
1401,2014-11-02,88130.0
1402,2014-11-03,87950.0
1403,2014-11-04,87810.0
1404,2014-11-05,87610.0
1405,2014-11-06,87410.0
1406,2014-11-07,87200.0
1407,2014-11-08,86990.0
1408,2014-11-09,86790.0
1409,2014-11-10,86580.0
1410,2014-11-11,86400.0
1411,2014-11-12,86230.0
1412,2014-11-13,86060.0
1413,2014-11-14,85890.0
1414,2014-11-15,85720.0
1415,2014-11-16,85260.0
1416,2014-11-17,84800.0
1417,2014-11-18,84610.0
1418,2014-11-19,84420.0
1419,2014-11-20,84220.0
1420,2014-11-21,84030.0
1421,2014-11-22,83840.0
1422,2014-11-23,83650.0
1423,2014-11-24,83460.0
1424,2014-11-25,83280.0
1425,2014-11-26,83110.0
1426,2014-11-27,82920.0
1427,2014-11-28,82740.0
1428,2014-11-29,82570.0
1429,2014-11-30,82380.0
1430,2014-12-01,82180.0
1431,2014-12-02,82170.0
1432,2014-12-03,82330.0
1433,2014-12-04,82510.0
1434,2014-12-05,82690.0
1435,2014-12-06,82840.0
1436,2014-12-07,82990.0
1437,2014-12-08,83200.0
1438,2014-12-09,83470.0
1439,2014-12-10,83790.0
1440,2014-12-11,84280.0
1441,2014-12-12,84660.0
1442,2014-12-13,84670.0
1443,2014-12-14,84660.0
1444,2014-12-15,84660.0
1445,2014-12-16,84700.0
1446,2014-12-17,84750.0
1447,2014-12-18,84750.0
1448,2014-12-19,84740.0
1449,2014-12-20,84730.0
1450,2014-12-21,84740.0
1451,2014-12-22,84750.0
1452,2014-12-23,84730.0
1453,2014-12-24,84730.0
1454,2014-12-25,84740.0
1455,2014-12-26,84730.0
1456,2014-12-27,84710.0
1457,2014-12-28,84700.0
1458,2014-12-29,84690.0
1459,2014-12-30,84710.0
1460,2014-12-31,84740.0
1461,2015-01-01,84990.0
1462,2015-01-02,85530.0
1463,2015-01-03,86350.0
1464,2015-01-04,87160.0
1465,2015-01-05,87910.0
1466,2015-01-06,88710.0
1467,2015-01-07,89060.0
1468,2015-01-08,89060.0
1469,2015-01-09,89060.0
1470,2015-01-10,89070.0
1471,2015-01-11,89210.0
1472,2015-01-12,89260.0
1473,2015-01-13,89260.0
1474,2015-01-14,89270.0
1475,2015-01-15,89260.0
1476,2015-01-16,89260.0
1477,2015-01-17,89260.0
1478,2015-01-18,89260.0
1479,2015-01-19,89260.0
1480,2015-01-20,89270.0
1481,2015-01-21,90000.0
1482,2015-01-22,89990.0
1483,2015-01-23,89990.0
1484,2015-01-24,89960.0
1485,2015-01-25,89960.0
1486,2015-01-26,90000.0
1487,2015-01-27,90000.0
1488,2015-01-28,90000.0
1489,2015-01-29,90000.0
1490,2015-01-30,90000.0
1491,2015-01-31,90010.0
1492,2015-02-01,90010.0
1493,2015-02-02,90000.0
1494,2015-02-03,89980.0
1495,2015-02-04,89920.0
1496,2015-02-05,89810.0
1497,2015-02-06,89700.0
1498,2015-02-07,89580.0
1499,2015-02-08,89450.0
1500,2015-02-09,89310.0
1501,2015-02-10,89110.0
1502,2015-02-11,88920.0
1503,2015-02-12,88740.0
1504,2015-02-13,88510.0
1505,2015-02-14,88160.0
1506,2015-02-15,87790.0
1507,2015-02-16,87390.0
1508,2015-02-17,86960.0
1509,2015-02-18,86610.0
1510,2015-02-19,86260.0
1511,2015-02-20,85880.0
1512,2015-02-21,85540.0
1513,2015-02-22,85300.0
1514,2015-02-23,85120.0
1515,2015-02-24,84900.0
1516,2015-02-25,84690.0
1517,2015-02-26,84490.0
1518,2015-02-27,84360.0
1519,2015-02-28,84310.0
1520,2015-03-01,84320.0
1521,2015-03-02,84260.0
1522,2015-03-03,84140.0
1523,2015-03-04,84020.0
1524,2015-03-05,83910.0
1525,2015-03-06,83790.0
1526,2015-03-07,83670.0
1527,2015-03-08,83530.0
1528,2015-03-09,83410.0
1529,2015-03-10,83250.0
1530,2015-03-11,83100.0
1531,2015-03-12,83000.0
1532,2015-03-13,82930.0
1533,2015-03-14,82900.0
1534,2015-03-15,82890.0
1535,2015-03-16,82900.0
1536,2015-03-17,82940.0
1537,2015-03-18,82970.0
1538,2015-03-19,83020.0
1539,2015-03-20,83060.0
1540,2015-03-21,83110.0
1541,2015-03-22,83130.0
1542,2015-03-23,83150.0
1543,2015-03-24,83180.0
1544,2015-03-25,83210.0
1545,2015-03-26,83210.0
1546,2015-03-27,83230.0
1547,2015-03-28,83300.0
1548,2015-03-29,83340.0
1549,2015-03-30,83360.0
1550,2015-03-31,83410.0
1551,2015-04-01,83440.0
1552,2015-04-02,83460.0
1553,2015-04-03,83480.0
1554,2015-04-04,83490.0
1555,2015-04-05,83490.0
1556,2015-04-06,83470.0
1557,2015-04-07,83470.0
1558,2015-04-08,83460.0
1559,2015-04-09,83460.0
1560,2015-04-10,83450.0
1561,2015-04-11,83440.0
1562,2015-04-12,83430.0
1563,2015-04-13,83430.0
1564,2015-04-14,83460.0
1565,2015-04-15,83480.0
1566,2015-04-16,83500.0
1567,2015-04-17,83530.0
1568,2015-04-18,83560.0
1569,2015-04-19,83600.0
1570,2015-04-20,83620.0
1571,2015-04-21,83640.0
1572,2015-04-22,83670.0
1573,2015-04-23,83720.0
1574,2015-04-24,83780.0
1575,2015-04-25,83850.0
1576,2015-04-26,83920.0
1577,2015-04-27,83990.0
1578,2015-04-28,84040.0
1579,2015-04-29,84060.0
1580,2015-04-30,84070.0
1581,2015-05-01,84070.0
1582,2015-05-02,84070.0
1583,2015-05-03,84080.0
1584,2015-05-04,84090.0
1585,2015-05-05,84100.0
1586,2015-05-06,84090.0
1587,2015-05-07,84100.0
1588,2015-05-08,84240.0
1589,2015-05-09,84320.0
1590,2015-05-10,84420.0
1591,2015-05-11,84500.0
1592,2015-05-12,84600.0
1593,2015-05-13,84870.0
1594,2015-05-14,85420.0
1595,2015-05-15,86000.0
1596,2015-05-16,86550.0
1597,2015-05-17,87060.0
1598,2015-05-18,87660.0
1599,2015-05-19,88220.0
1600,2015-05-20,88790.0
1601,2015-05-21,89360.0
1602,2015-05-22,89610.0
1603,2015-05-23,89780.0
1604,2015-05-24,89830.0
1605,2015-05-25,89830.0
1606,2015-05-26,89820.0
1607,2015-05-27,90090.0
1608,2015-05-28,90720.0
1609,2015-05-29,91320.0
1610,2015-05-30,91970.0
1611,2015-05-31,92560.0
1612,2015-06-01,93060.0
1613,2015-06-02,93450.0
1614,2015-06-03,93860.0
1615,2015-06-04,94290.0
1616,2015-06-05,94710.0
1617,2015-06-06,95260.0
1618,2015-06-07,95800.0
1619,2015-06-08,96300.0
1620,2015-06-09,96770.0
1621,2015-06-10,97250.0
1622,2015-06-11,97760.0
1623,2015-06-12,98290.0
1624,2015-06-13,98790.0
1625,2015-06-14,99370.0
1626,2015-06-15,99940.0
1627,2015-06-16,100500.0
1628,2015-06-17,101000.0
1629,2015-06-18,101500.0
1630,2015-06-19,102000.0
1631,2015-06-20,102500.0
1632,2015-06-21,103000.0
1633,2015-06-22,103400.0
1634,2015-06-23,103800.0
1635,2015-06-24,104300.0
1636,2015-06-25,104900.0
1637,2015-06-26,105300.0
1638,2015-06-27,105700.0
1639,2015-06-28,106200.0
1640,2015-06-29,106500.0
1641,2015-06-30,107000.0
1642,2015-07-01,107600.0
1643,2015-07-02,108100.0
1644,2015-07-03,108600.0
1645,2015-07-04,109100.0
1646,2015-07-05,109600.0
1647,2015-07-06,110100.0
1648,2015-07-07,110500.0
1649,2015-07-08,111100.0
1650,2015-07-09,111700.0
1651,2015-07-10,112300.0
1652,2015-07-11,112800.0
1653,2015-07-12,113400.0
1654,2015-07-13,114000.0
1655,2015-07-14,114400.0
1656,2015-07-15,115000.0
1657,2015-07-16,115500.0
1658,2015-07-17,116100.0
1659,2015-07-18,116800.0
1660,2015-07-19,117500.0
1661,2015-07-20,118300.0
1662,2015-07-21,119200.0
1663,2015-07-22,120000.0
1664,2015-07-23,120900.0
1665,2015-07-24,121700.0
1666,2015-07-25,122500.0
1667,2015-07-26,123200.0
1668,2015-07-27,123800.0
1669,2015-07-28,124300.0
1670,2015-07-29,124600.0
1671,2015-07-30,124700.0
1672,2015-07-31,124700.0
1673,2015-08-01,124700.0
1674,2015-08-02,124600.0
1675,2015-08-03,124600.0
1676,2015-08-04,124600.0
1677,2015-08-05,124600.0
1678,2015-08-06,124600.0
1679,2015-08-07,124600.0
1680,2015-08-08,124600.0
1681,2015-08-09,124600.0
1682,2015-08-10,124500.0
1683,2015-08-11,124500.0
1684,2015-08-12,124500.0
1685,2015-08-13,124500.0
1686,2015-08-14,124500.0
1687,2015-08-15,124400.0
1688,2015-08-16,124400.0
1689,2015-08-17,124400.0
1690,2015-08-18,124400.0
1691,2015-08-19,124300.0
1692,2015-08-20,124300.0
1693,2015-08-21,124300.0
1694,2015-08-22,124300.0
1695,2015-08-23,124300.0
1696,2015-08-24,124300.0
1697,2015-08-25,124200.0
1698,2015-08-26,124200.0
1699,2015-08-27,124200.0
1700,2015-08-28,124200.0
1701,2015-08-29,124200.0
1702,2015-08-30,124200.0
1703,2015-08-31,124200.0
1704,2015-09-01,124100.0
1705,2015-09-02,124100.0
1706,2015-09-03,124100.0
1707,2015-09-04,124100.0
1708,2015-09-05,124100.0
1709,2015-09-06,124100.0
1710,2015-09-07,124100.0
1711,2015-09-08,124000.0
1712,2015-09-09,124000.0
1713,2015-09-10,124000.0
1714,2015-09-11,124000.0
1715,2015-09-12,124000.0
1716,2015-09-13,124000.0
1717,2015-09-14,124000.0
1718,2015-09-15,124200.0
1719,2015-09-16,124200.0
1720,2015-09-17,124200.0
1721,2015-09-18,124200.0
1722,2015-09-19,124200.0
1723,2015-09-20,124100.0
1724,2015-09-21,124100.0
1725,2015-09-22,124100.0
1726,2015-09-23,124100.0
1727,2015-09-24,124100.0
1728,2015-09-25,124100.0
1729,2015-09-26,124100.0
1730,2015-09-27,124200.0
1731,2015-09-28,124200.0
1732,2015-09-29,124100.0
1733,2015-09-30,124200.0
1734,2015-10-01,124100.0
1735,2015-10-02,124100.0
1736,2015-10-03,124100.0
1737,2015-10-04,124000.0
1738,2015-10-05,124100.0
1739,2015-10-06,124200.0
1740,2015-10-07,124100.0
1741,2015-10-08,124100.0
1742,2015-10-09,124100.0
1743,2015-10-10,124100.0
1744,2015-10-11,124200.0
1745,2015-10-12,123900.0
1746,2015-10-13,123900.0
1747,2015-10-14,123900.0
1748,2015-10-15,123900.0
1749,2015-10-16,123800.0
1750,2015-10-17,123900.0
1751,2015-10-18,123700.0
1752,2015-10-19,123700.0
1753,2015-10-20,123700.0
1754,2015-10-21,123600.0
1755,2015-10-22,123800.0
1756,2015-10-23,123600.0
1757,2015-10-24,123500.0
1758,2015-10-25,123700.0
1759,2015-10-26,123400.0
1760,2015-10-27,123500.0
1761,2015-10-28,123500.0
1762,2015-10-29,123400.0
1763,2015-10-30,123500.0
1764,2015-10-31,123400.0
1765,2015-11-01,123400.0
1766,2015-11-02,123500.0
1767,2015-11-03,123600.0
1768,2015-11-04,123100.0
1769,2015-11-05,122800.0
1770,2015-11-06,122600.0
1771,2015-11-07,122300.0
1772,2015-11-08,122000.0
1773,2015-11-09,122000.0
1774,2015-11-10,121500.0
1775,2015-11-11,121500.0
1776,2015-11-12,121000.0
1777,2015-11-13,120800.0
1778,2015-11-14,120700.0
1779,2015-11-15,120600.0
1780,2015-11-16,120300.0
1781,2015-11-17,120300.0
1782,2015-11-18,120300.0
1783,2015-11-19,120200.0
1784,2015-11-20,120500.0
1785,2015-11-21,120200.0
1786,2015-11-22,120200.0
1787,2015-11-23,120300.0
1788,2015-11-24,121000.0
1789,2015-11-25,121600.0
1790,2015-11-26,122100.0
1791,2015-11-27,122900.0
1792,2015-11-28,123800.0
1793,2015-11-29,124600.0
1794,2015-11-30,125400.0
1795,2015-12-01,126200.0
1796,2015-12-02,127000.0
1797,2015-12-03,127700.0
1798,2015-12-04,128500.0
1799,2015-12-05,129200.0
1800,2015-12-06,129900.0
1801,2015-12-07,130600.0
1802,2015-12-08,131200.0
1803,2015-12-09,131800.0
1804,2015-12-10,132800.0
1805,2015-12-11,133300.0
1806,2015-12-12,133900.0
1807,2015-12-13,134800.0
1808,2015-12-14,135300.0
1809,2015-12-15,136300.0
1810,2015-12-16,137000.0
1811,2015-12-17,137700.0
1812,2015-12-18,138400.0
1813,2015-12-19,139300.0
1814,2015-12-20,139800.0
1815,2015-12-21,140700.0
1816,2015-12-22,141500.0
1817,2015-12-23,142500.0
1818,2015-12-24,143500.0
1819,2015-12-25,144300.0
1820,2015-12-26,145100.0
1821,2015-12-27,146000.0
1822,2015-12-28,147000.0
1823,2015-12-29,148000.0
1824,2015-12-30,148900.0
1825,2015-12-31,150000.0
1826,2016-01-01,150800.0
1827,2016-01-02,151700.0
1828,2016-01-03,152800.0
1829,2016-01-04,153800.0
1830,2016-01-05,155100.0
1831,2016-01-06,156300.0
1832,2016-01-07,157800.0
1833,2016-01-08,158600.0
1834,2016-01-09,159500.0
1835,2016-01-10,160400.0
1836,2016-01-11,161400.0
1837,2016-01-12,162200.0
1838,2016-01-13,163100.0
1839,2016-01-14,163900.0
1840,2016-01-15,164200.0
1841,2016-01-16,164200.0
1842,2016-01-17,164300.0
1843,2016-01-18,164400.0
1844,2016-01-19,164400.0
1845,2016-01-20,164200.0
1846,2016-01-21,164200.0
1847,2016-01-22,164300.0
1848,2016-01-23,164400.0
1849,2016-01-24,164300.0
1850,2016-01-25,164200.0
1851,2016-01-26,164200.0
1852,2016-01-27,164200.0
1853,2016-01-28,164200.0
1854,2016-01-29,164200.0
1855,2016-01-30,164300.0
1856,2016-01-31,164300.0
1857,2016-02-01,164100.0
1858,2016-02-02,163900.0
1859,2016-02-03,163600.0
1860,2016-02-04,163300.0
1861,2016-02-05,163200.0
1862,2016-02-06,162700.0
1863,2016-02-07,162700.0
1864,2016-02-08,162200.0
1865,2016-02-09,162100.0
1866,2016-02-10,162100.0
1867,2016-02-11,162100.0
1868,2016-02-12,162100.0
1869,2016-02-13,162100.0
1870,2016-02-14,162200.0
1871,2016-02-15,162100.0
1872,2016-02-16,162100.0
1873,2016-02-17,162300.0
1874,2016-02-18,162200.0
1875,2016-02-19,162100.0
1876,2016-02-20,162100.0
1877,2016-02-21,162200.0
1878,2016-02-22,162100.0
1879,2016-02-23,162100.0
1880,2016-02-24,162100.0
1881,2016-02-25,162100.0
1882,2016-02-26,162100.0
1883,2016-02-27,162200.0
1884,2016-02-28,162300.0
1885,2016-02-29,162100.0
1886,2016-03-01,162200.0
1887,2016-03-02,162200.0
1888,2016-03-03,162200.0
1889,2016-03-04,162300.0
1890,2016-03-05,162200.0
1891,2016-03-06,162300.0
1892,2016-03-07,162200.0
1893,2016-03-08,162100.0
1894,2016-03-09,162200.0
1895,2016-03-10,162400.0
1896,2016-03-11,162400.0
1897,2016-03-12,162300.0
1898,2016-03-13,162400.0
1899,2016-03-14,162400.0
1900,2016-03-15,162300.0
1901,2016-03-16,162400.0
1902,2016-03-17,162900.0
1903,2016-03-18,163100.0
1904,2016-03-19,163300.0
1905,2016-03-20,163500.0
1906,2016-03-21,163800.0
1907,2016-03-22,163800.0
1908,2016-03-23,164100.0
1909,2016-03-24,164200.0
1910,2016-03-25,164600.0
1911,2016-03-26,164900.0
1912,2016-03-27,165200.0
1913,2016-03-28,165300.0
1914,2016-03-29,165700.0
