,datetime,INDIAN_VALLEY_RES_A_CLEARLAKE_OAKS_CA.tsv
982,2015-09-10,17967.75
983,2015-09-11,17917.69
984,2015-09-12,17897.66
985,2015-09-13,17877.64
986,2015-09-14,17847.6
987,2015-09-15,17827.57
988,2015-09-16,17837.58
989,2015-09-17,17807.54
990,2015-09-18,17777.5
991,2015-09-19,17727.44
992,2015-09-20,17697.4
993,2015-09-21,17667.36
994,2015-09-22,17637.32
995,2015-09-23,17597.27
996,2015-09-24,17577.24
997,2015-09-25,17557.21
998,2015-09-26,17537.18
999,2015-09-27,17527.17
1000,2015-09-28,17477.11
1001,2015-09-29,17427.04
1002,2015-09-30,17386.99
1003,2015-10-01,17376.98
1004,2015-10-02,17346.94
1005,2015-10-03,17296.87
1006,2015-10-04,17266.84
1007,2015-10-05,17236.8
1008,2015-10-06,17196.75
1009,2015-10-07,17156.7
1010,2015-10-08,17126.66
1011,2015-10-09,17086.61
1012,2015-10-10,17046.56
1013,2015-10-11,17026.54
1014,2015-10-12,16996.5
1015,2015-10-13,16966.46
1016,2015-10-14,16916.4
1017,2015-10-15,16876.35
1018,2015-10-16,16856.32
1019,2015-10-17,16826.28
1020,2015-10-18,16796.25
1021,2015-10-19,16796.24
1022,2015-10-20,16756.19
1023,2015-10-21,16696.12
1024,2015-10-22,16656.07
1025,2015-10-23,16646.05
1026,2015-10-24,16626.02
1027,2015-10-25,16575.96
1028,2015-10-26,16535.91
1029,2015-10-27,16525.9
1030,2015-10-28,16505.87
1031,2015-10-29,16485.84
1032,2015-10-30,16445.79
1033,2015-10-31,16445.79
1034,2015-11-01,16395.73
1035,2015-11-02,16365.68
1036,2015-11-03,16365.68
1037,2015-11-04,16315.619999999999
1038,2015-11-05,16305.6
1039,2015-11-06,16255.54
1040,2015-11-07,16245.52
1041,2015-11-08,16235.51
1042,2015-11-09,16235.51
1043,2015-11-10,16215.49
1044,2015-11-11,16165.42
1045,2015-11-12,16155.4
1046,2015-11-13,16125.369999999999
1047,2015-11-14,16085.31
1048,2015-11-15,16085.31
1049,2015-11-16,16045.26
1050,2015-11-17,16015.21
1051,2015-11-18,15995.19
1052,2015-11-19,15975.16
1053,2015-11-20,15955.130000000001
1054,2015-11-21,15915.08
1055,2015-11-22,15895.05
1056,2015-11-23,15875.03
1057,2015-11-24,15855.0
1058,2015-11-25,15844.98
1059,2015-11-26,15804.93
1060,2015-11-27,15764.869999999999
1061,2015-11-28,15724.81
1062,2015-11-29,15704.79
1063,2015-11-30,15694.77
1064,2015-12-01,15674.75
1065,2015-12-02,15624.68
1066,2015-12-03,15624.68
1067,2015-12-04,15624.67
1068,2015-12-05,15604.64
1069,2015-12-06,15584.619999999999
1070,2015-12-07,15554.58
1071,2015-12-08,15574.61
1072,2015-12-09,15554.57
1073,2015-12-10,15604.64
1074,2015-12-11,15624.68
1075,2015-12-12,15634.69
1076,2015-12-13,15834.97
1077,2015-12-14,15965.15
1078,2015-12-15,16005.2
1079,2015-12-16,16015.22
1080,2015-12-17,16045.25
1081,2015-12-18,16075.3
1082,2015-12-19,16405.74
1083,2015-12-20,16606.0
1084,2015-12-21,17827.57
1085,2015-12-22,19519.77
1086,2015-12-23,19960.38
1087,2015-12-24,20180.73
1088,2015-12-25,20310.91
1089,2015-12-26,20421.06
1090,2015-12-27,20481.14
1091,2015-12-28,20561.25
1092,2015-12-29,20621.33
1093,2015-12-30,20671.4
1094,2015-12-31,20711.45
1095,2016-01-01,20731.48
1096,2016-01-02,20751.51
1097,2016-01-03,20801.58
1098,2016-01-04,20891.7
1099,2016-01-05,22153.43
1100,2016-01-06,23385.19
1101,2016-01-07,24056.16
1102,2016-01-08,24386.66
1103,2016-01-09,24747.21
1104,2016-01-10,25047.68
1105,2016-01-11,25278.05
1106,2016-01-12,25468.36
1107,2016-01-13,26439.81
1108,2016-01-14,27571.11
1109,2016-01-15,28982.59
1110,2016-01-16,30334.01
1111,2016-01-17,32476.32
1112,2016-01-18,35309.23
1113,2016-01-19,38001.97
1114,2016-01-20,39593.61
1115,2016-01-21,40584.6
1116,2016-01-22,41535.55
1117,2016-01-23,42686.61
1118,2016-01-24,43717.51
1119,2016-01-25,44538.22
1120,2016-01-26,45198.79
1121,2016-01-27,45729.25
1122,2016-01-28,46189.65
1123,2016-01-29,46800.18
1124,2016-01-30,47500.76
1125,2016-01-31,48081.24
1126,2016-02-01,48571.65
1127,2016-02-02,48992.0
1128,2016-02-03,49332.26
1129,2016-02-04,49792.62
1130,2016-02-05,50042.81
1131,2016-02-06,50293.0
1132,2016-02-07,50513.17
1133,2016-02-08,50723.33
1134,2016-02-09,50913.48
1135,2016-02-10,51083.61
1136,2016-02-11,51213.71
1137,2016-02-12,51333.8
1138,2016-02-13,51393.85
1139,2016-02-14,51513.94
1140,2016-02-15,51604.01
1141,2016-02-16,51664.05
1142,2016-02-17,51874.2
1143,2016-02-18,52184.42
1144,2016-02-19,52894.93
1145,2016-02-20,53525.38
1146,2016-02-21,53955.69
1147,2016-02-22,54295.93
1148,2016-02-23,54576.13
1149,2016-02-24,54816.3
1150,2016-02-25,55036.46
1151,2016-02-26,55246.61
1152,2016-02-27,55416.73
1153,2016-02-28,55596.86
1154,2016-02-29,55736.96
1155,2016-03-01,55897.07
1156,2016-03-02,56077.19
1157,2016-03-03,56227.29
1158,2016-03-04,56377.39
1159,2016-03-05,57498.13
1160,2016-03-06,60920.34
1161,2016-03-07,64702.75
1162,2016-03-08,66363.79
1163,2016-03-09,67684.56
1164,2016-03-10,70446.14
1165,2016-03-11,73878.09
1166,2016-03-12,77610.12
1167,2016-03-13,81692.49
1168,2016-03-14,85434.45
1169,2016-03-15,87755.58
1170,2016-03-16,89316.35
1171,2016-03-17,90456.92
1172,2016-03-18,91337.36
1173,2016-03-19,92057.72
1174,2016-03-20,92748.06
1175,2016-03-21,93688.51
1176,2016-03-22,94588.94
1177,2016-03-23,95279.27
1178,2016-03-24,95869.55
1179,2016-03-25,96379.79
1180,2016-03-26,96860.02
1181,2016-03-27,97270.21
1182,2016-03-28,97630.38
1183,2016-03-29,97980.54
1184,2016-03-30,98280.68
1185,2016-03-31,98580.82
1186,2016-04-01,98860.95
1187,2016-04-02,99121.07
1188,2016-04-03,99331.17
1189,2016-04-04,99571.28
1190,2016-04-05,99761.37
1191,2016-04-06,99891.43
1192,2016-04-07,100041.5
1193,2016-04-08,100211.58
1194,2016-04-09,100431.68
1195,2016-04-10,100641.78
1196,2016-04-11,100821.86
1197,2016-04-12,100951.92
1198,2016-04-13,101122.0
1199,2016-04-14,101272.07
1200,2016-04-15,101402.13
1201,2016-04-16,101522.17
1202,2016-04-17,101622.22
1203,2016-04-18,101722.26
1204,2016-04-19,101822.31
1205,2016-04-20,101822.34
1206,2016-04-21,101922.38
1207,2016-04-22,102222.48
1208,2016-04-23,102322.54
1209,2016-04-24,102422.58
1210,2016-04-25,102422.59
1211,2016-04-26,102422.61
1212,2016-04-27,102522.64
1213,2016-04-28,102522.66
1214,2016-04-29,102622.68
1215,2016-04-30,102522.66
1216,2016-05-01,102522.64
1217,2016-05-02,102522.63
1218,2016-05-03,102422.59
1219,2016-05-04,102322.56
1220,2016-05-05,102322.55
1221,2016-05-06,102222.52
1222,2016-05-07,102222.5
1223,2016-05-08,102222.48
1224,2016-05-09,102122.45
1225,2016-05-10,102022.41
1226,2016-05-11,101922.36
1227,2016-05-12,101822.3
1228,2016-05-13,101622.24
1229,2016-05-14,101522.19
1230,2016-05-15,101422.14
1231,2016-05-16,101292.08
1232,2016-05-17,101122.0
1233,2016-05-18,100971.93
1234,2016-05-19,100861.88
1235,2016-05-20,100731.82
1236,2016-05-21,100541.73
1237,2016-05-22,100231.59
1238,2016-05-23,99911.44
1239,2016-05-24,99631.31
1240,2016-05-25,99291.15
1241,2016-05-26,98971.0
1242,2016-05-27,98620.84
1243,2016-05-28,98260.67
1244,2016-05-29,97910.51
1245,2016-05-30,97550.34
1246,2016-05-31,97200.18
1247,2016-06-01,96840.01
1248,2016-06-02,96459.83
1249,2016-06-03,96099.66
1250,2016-06-04,95749.49
1251,2016-06-05,95389.32
1252,2016-06-06,94989.13
1253,2016-06-07,94608.95
1254,2016-06-08,94188.75
1255,2016-06-09,93808.57
1256,2016-06-10,93408.38
1257,2016-06-11,92998.18
1258,2016-06-12,92597.99
1259,2016-06-13,92197.79
1260,2016-06-14,91817.6
1261,2016-06-15,91437.41
1262,2016-06-16,91137.26
1263,2016-06-17,90957.17
1264,2016-06-18,90757.07
1265,2016-06-19,90516.95
1266,2016-06-20,90276.83
1267,2016-06-21,90056.72
1268,2016-06-22,89796.59
1269,2016-06-23,89536.46
1270,2016-06-24,89316.35
1271,2016-06-25,89056.22
1272,2016-06-26,88816.1
1273,2016-06-27,88555.97
1274,2016-06-28,88285.84
1275,2016-06-29,88055.73
1276,2016-06-30,87795.6
1277,2016-07-01,87505.46
1278,2016-07-02,87195.31
1279,2016-07-03,86725.08
1280,2016-07-04,86234.84
1281,2016-07-05,85694.58
1282,2016-07-06,85184.33
1283,2016-07-07,84674.08
1284,2016-07-08,84153.81
1285,2016-07-09,83673.56
1286,2016-07-10,83213.32
1287,2016-07-11,82723.06
1288,2016-07-12,82272.81
1289,2016-07-13,81822.56
1290,2016-07-14,81352.3
1291,2016-07-15,80922.06
1292,2016-07-16,80501.82
1293,2016-07-17,80061.56
1294,2016-07-18,79631.31
1295,2016-07-19,79191.05
1296,2016-07-20,78790.81
1297,2016-07-21,78340.55
1298,2016-07-22,77870.27
1299,2016-07-23,77440.02
1300,2016-07-24,76979.76
1301,2016-07-25,76509.5
1302,2016-07-26,76039.24
1303,2016-07-27,75588.99
1304,2016-07-28,75068.72
1305,2016-07-29,74558.45
1306,2016-07-30,74048.18
1307,2016-07-31,73547.91
1308,2016-08-01,73057.64
1309,2016-08-02,72537.35
1310,2016-08-03,72027.07
1311,2016-08-04,71586.81
1312,2016-08-05,71236.61
1313,2016-08-06,70966.45
1314,2016-08-07,70696.29
1315,2016-08-08,70446.14
1316,2016-08-09,70165.98
1317,2016-08-10,69925.84
1318,2016-08-11,69605.66
1319,2016-08-12,69205.43
1320,2016-08-13,68885.25
1321,2016-08-14,68625.1
1322,2016-08-15,68364.95
1323,2016-08-16,68124.81
1324,2016-08-17,67964.72
1325,2016-08-18,67924.7
1326,2016-08-19,67834.65
1327,2016-08-20,67784.62
1328,2016-08-21,67714.58
1329,2016-08-22,67664.55
1330,2016-08-23,67594.51
1331,2016-08-24,67544.48
1332,2016-08-25,67484.45
1333,2016-08-26,67414.41
1334,2016-08-27,67384.39
1335,2016-08-28,67334.36
1336,2016-08-29,67274.33
1337,2016-08-30,67204.29
1338,2016-08-31,67194.28
1339,2016-09-01,66864.09
1340,2016-09-02,66463.85
1341,2016-09-03,66123.64
1342,2016-09-04,65823.45
1343,2016-09-05,65593.31
1344,2016-09-06,65373.17
1345,2016-09-07,65163.04
1346,2016-09-08,64962.91
1347,2016-09-09,64752.78
1348,2016-09-10,64572.67
1349,2016-09-11,64332.52
1350,2016-09-12,64102.38
1351,2016-09-13,63882.24
1352,2016-09-14,63722.14
1353,2016-09-15,63552.03
1354,2016-09-16,63471.98
1355,2016-09-17,63421.95
1356,2016-09-18,63331.89
1357,2016-09-19,63191.8
1358,2016-09-20,63051.71
1359,2016-09-21,62951.65
1360,2016-09-22,62821.56
1361,2016-09-23,62711.49
1362,2016-09-24,62571.4
1363,2016-09-25,62341.25
1364,2016-09-26,62181.15
1365,2016-09-27,62201.13
1366,2016-09-28,62101.11
1367,2016-09-29,62091.09
1368,2016-09-30,62041.06
1369,2016-10-01,62001.03
1370,2016-10-02,61840.93
1371,2016-10-03,61760.88
1372,2016-10-04,61750.87
1373,2016-10-05,61650.81
1374,2016-10-06,61560.75
1375,2016-10-07,61500.71
1376,2016-10-08,61450.68
1377,2016-10-09,61420.66
1378,2016-10-10,61370.63
1379,2016-10-11,61390.64
1380,2016-10-12,61400.65
1381,2016-10-13,61340.61
1382,2016-10-14,61400.65
1383,2016-10-15,61480.7
1384,2016-10-16,61490.7
1385,2016-10-17,61450.68
1386,2016-10-18,61410.65
1387,2016-10-19,61350.62
1388,2016-10-20,61330.6
1389,2016-10-21,61310.58666666667
1390,2016-10-22,61290.573333333334
1391,2016-10-23,61270.56
1392,2016-10-24,61370.63
1393,2016-10-25,61420.66
1394,2016-10-26,61410.66
1395,2016-10-27,61420.66
1396,2016-10-28,61540.73
1397,2016-10-29,61620.79
1398,2016-10-30,61810.91
1399,2016-10-31,62081.09
1400,2016-11-01,62291.22
1401,2016-11-02,62381.28
1402,2016-11-03,62431.31
1403,2016-11-04,62471.33
1404,2016-11-05,62431.31
1405,2016-11-06,62481.34
1406,2016-11-07,62471.34
1407,2016-11-08,62491.35
1408,2016-11-09,62491.35
1409,2016-11-10,62511.36
1410,2016-11-11,62521.37
1411,2016-11-12,62521.37
1412,2016-11-13,62521.37
1413,2016-11-14,62521.37
1414,2016-11-15,62541.38
1415,2016-11-16,62521.37
1416,2016-11-17,62521.37
1417,2016-11-18,62491.35
1418,2016-11-19,62681.47
1419,2016-11-20,62891.61
1420,2016-11-21,63031.7
1421,2016-11-22,63111.75
1422,2016-11-23,63201.81
1423,2016-11-24,63271.85
1424,2016-11-25,63331.89
1425,2016-11-26,63471.98
1426,2016-11-27,63712.13
1427,2016-11-28,63912.26
1428,2016-11-29,64032.33
1429,2016-11-30,64102.38
1430,2016-12-01,64172.42
1431,2016-12-02,64172.42
1432,2016-12-03,64222.45
1433,2016-12-04,64252.47
1434,2016-12-05,64282.49
1435,2016-12-06,64302.5
1436,2016-12-07,64392.56
1437,2016-12-08,64472.61
1438,2016-12-09,64672.73
1439,2016-12-10,66804.06
1440,2016-12-11,67544.48
1441,2016-12-12,67904.69
1442,2016-12-13,68154.83
1443,2016-12-14,68384.96
1444,2016-12-15,72537.35
1445,2016-12-16,74828.59
1446,2016-12-17,75659.03
1447,2016-12-18,76169.31
1448,2016-12-19,76509.5
1449,2016-12-20,76789.66
1450,2016-12-21,77009.78
1451,2016-12-22,77189.88
1452,2016-12-23,77700.17
1453,2016-12-24,78090.4
1454,2016-12-25,78380.57
1455,2016-12-26,78610.71
1456,2016-12-27,78790.81
1457,2016-12-28,78960.91
1458,2016-12-29,79131.01
1459,2016-12-30,79251.09
1460,2016-12-31,79411.18
1461,2017-01-01,79541.25
1462,2017-01-02,79641.32
1463,2017-01-03,80061.56
1464,2017-01-04,81552.41
1465,2017-01-05,82222.79
1466,2017-01-06,82743.07
1467,2017-01-07,83753.6
1468,2017-01-08,91727.56
1469,2017-01-09,96779.98
1470,2017-01-10,108225.14
1471,2017-01-11,115428.05
1472,2017-01-12,118629.33
1473,2017-01-13,120530.06
1474,2017-01-14,121830.6
1475,2017-01-15,122831.01
1476,2017-01-16,123631.3
1477,2017-01-17,124331.59
1478,2017-01-18,126432.4
1479,2017-01-19,129833.72
1480,2017-01-20,134435.5
1481,2017-01-21,138136.83
1482,2017-01-22,143438.68
1483,2017-01-23,146339.72
1484,2017-01-24,148240.38
1485,2017-01-25,149640.88
1486,2017-01-26,150741.28
1487,2017-01-27,151641.6
1488,2017-01-28,152341.86
1489,2017-01-29,153142.12
1490,2017-01-30,153742.34
1491,2017-01-31,154342.54
1492,2017-02-01,155042.77
1493,2017-02-02,156043.1
1494,2017-02-03,158944.1
1495,2017-02-04,161745.02
1496,2017-02-05,164145.82
1497,2017-02-06,166846.75
1498,2017-02-07,177150.13
1499,2017-02-08,182751.78
1500,2017-02-09,189853.93
1501,2017-02-10,195455.65
1502,2017-02-11,198656.62
1503,2017-02-12,200857.27
1504,2017-02-13,202457.75
1505,2017-02-14,203758.14
1506,2017-02-15,204758.46
1507,2017-02-16,206458.97
1508,2017-02-17,210760.26
1509,2017-02-18,215661.72
1510,2017-02-19,218462.52
1511,2017-02-20,224864.41
1512,2017-02-21,231166.25
1513,2017-02-22,234967.31
1514,2017-02-23,237568.03
1515,2017-02-24,239468.55
1516,2017-02-25,240968.98
1517,2017-02-26,242169.31
1518,2017-02-27,243269.62
1519,2017-02-28,244169.87
1520,2017-03-01,244970.09
1521,2017-03-02,245670.28
1522,2017-03-03,246270.45
1523,2017-03-04,247170.7
1524,2017-03-05,248137.63333333333
1525,2017-03-06,249104.56666666668
1526,2017-03-07,250071.5
1527,2017-03-08,250871.72
1528,2017-03-09,251571.92
1529,2017-03-10,252272.09
1530,2017-03-11,252772.24
1531,2017-03-12,253372.38
1532,2017-03-13,253872.51
1533,2017-03-14,254372.64
1534,2017-03-15,254672.73
1535,2017-03-16,255172.85
1536,2017-03-17,255572.95
1537,2017-03-18,255973.05
1538,2017-03-19,256273.14
1539,2017-03-20,256773.26
1540,2017-03-21,257273.41
1541,2017-03-22,257773.54
1542,2017-03-23,258173.63
1543,2017-03-24,259373.95
1544,2017-03-25,260174.15
1545,2017-03-26,260774.31
1546,2017-03-27,261374.48
1547,2017-03-28,261874.6
1548,2017-03-29,262274.72
1549,2017-03-30,262774.83
1550,2017-03-31,263074.92
1551,2017-04-01,263475.02
1552,2017-04-02,263675.09
1553,2017-04-03,264075.18
1554,2017-04-04,264375.27
1555,2017-04-05,264575.34
1556,2017-04-06,265375.55
1557,2017-04-07,266675.9
1558,2017-04-08,267576.15
1559,2017-04-09,268276.32
1560,2017-04-10,268876.49
1561,2017-04-11,269576.67
1562,2017-04-12,270076.82
1563,2017-04-13,270977.05
1564,2017-04-14,271577.21
1565,2017-04-15,272077.36
1566,2017-04-16,272677.51
1567,2017-04-17,273077.63
1568,2017-04-18,273577.75
1569,2017-04-19,274077.88
1570,2017-04-20,274578.04
1571,2017-04-21,275078.16
1572,2017-04-22,275478.27
1573,2017-04-23,275878.35
1574,2017-04-24,276278.46
1575,2017-04-25,276678.56
1576,2017-04-26,276978.64
1577,2017-04-27,277278.73
1578,2017-04-28,277478.77
1579,2017-04-29,277778.84
1580,2017-04-30,277978.9
1581,2017-05-01,278178.95
1582,2017-05-02,278379.01
1583,2017-05-03,278579.06
1584,2017-05-04,278779.1
1585,2017-05-05,278879.13
1586,2017-05-06,278879.14
1587,2017-05-07,278979.16
1588,2017-05-08,279079.18
1589,2017-05-09,279279.23
1590,2017-05-10,279279.22
1591,2017-05-11,279179.22
1592,2017-05-12,279279.24
1593,2017-05-13,279379.27
1594,2017-05-14,279579.3
1595,2017-05-15,279579.32
1596,2017-05-16,279679.32
1597,2017-05-17,279779.36
1598,2017-05-18,279879.38
1599,2017-05-19,279979.41
1600,2017-05-20,280079.43
1601,2017-05-21,280079.44
1602,2017-05-22,279979.41
1603,2017-05-23,279779.37
1604,2017-05-24,279479.29
1605,2017-05-25,279279.24
1606,2017-05-26,279179.19
1607,2017-05-27,278979.15
1608,2017-05-28,278779.11
1609,2017-05-29,278579.05
1610,2017-05-30,278278.99
1611,2017-05-31,278078.93
1612,2017-06-01,277878.88
1613,2017-06-02,277678.82
1614,2017-06-03,277478.77
1615,2017-06-04,277178.69
1616,2017-06-05,276978.64
1617,2017-06-06,276678.57
1618,2017-06-07,276378.48
1619,2017-06-08,276278.45
1620,2017-06-09,275978.4
1621,2017-06-10,275678.31
1622,2017-06-11,275478.27
1623,2017-06-12,275278.21
1624,2017-06-13,275078.15
1625,2017-06-14,274778.07
1626,2017-06-15,274478.01
1627,2017-06-16,274277.96
1628,2017-06-17,274077.9
1629,2017-06-18,273777.82
1630,2017-06-19,273477.74
1631,2017-06-20,273177.65
1632,2017-06-21,272977.59
1633,2017-06-22,272577.5
1634,2017-06-23,272377.42
1635,2017-06-24,272077.34
1636,2017-06-25,271777.27
1637,2017-06-26,271577.21
1638,2017-06-27,271277.14
1639,2017-06-28,270977.05
1640,2017-06-29,270576.95
1641,2017-06-30,270276.85
1642,2017-07-01,269876.77
1643,2017-07-02,269576.69
1644,2017-07-03,269176.58
1645,2017-07-04,268876.48
1646,2017-07-05,268576.4
1647,2017-07-06,268276.32
1648,2017-07-07,267876.23
1649,2017-07-08,267576.14
1650,2017-07-09,267276.05
1651,2017-07-10,266975.97
1652,2017-07-11,266575.88
1653,2017-07-12,266275.78
1654,2017-07-13,265975.7
1655,2017-07-14,265675.62
1656,2017-07-15,265275.53
1657,2017-07-16,264975.43
1658,2017-07-17,264575.33
1659,2017-07-18,264275.24
1660,2017-07-19,263875.15
1661,2017-07-20,263575.05
1662,2017-07-21,263174.95
1663,2017-07-22,262874.86
1664,2017-07-23,262474.76
1665,2017-07-24,261974.64
1666,2017-07-25,261674.55
1667,2017-07-26,261274.46
1668,2017-07-27,260974.37
1669,2017-07-28,260574.27
1670,2017-07-29,260274.18
1671,2017-07-30,259874.09
1672,2017-07-31,259573.99
1673,2017-08-01,259273.91
1674,2017-08-02,258873.82
1675,2017-08-03,258473.71
1676,2017-08-04,258073.61
1677,2017-08-05,257773.53
1678,2017-08-06,257473.44
1679,2017-08-07,257073.35
1680,2017-08-08,256773.26
1681,2017-08-09,256373.17
1682,2017-08-10,256073.08
1683,2017-08-11,255772.99
1684,2017-08-12,255372.9
1685,2017-08-13,254972.81
1686,2017-08-14,254672.71
1687,2017-08-15,254272.63
1688,2017-08-16,253972.54
1689,2017-08-17,253672.46
1690,2017-08-18,253272.37
1691,2017-08-19,252972.29
1692,2017-08-20,252672.2
1693,2017-08-21,252272.11
1694,2017-08-22,251972.02
1695,2017-08-23,251671.93
1696,2017-08-24,251371.85
1697,2017-08-25,250971.75
1698,2017-08-26,250671.67
1699,2017-08-27,250371.58
1700,2017-08-28,250071.5
1701,2017-08-29,249671.4
1702,2017-08-30,249271.27
1703,2017-08-31,248671.11
1704,2017-09-01,248070.95
1705,2017-09-02,247470.78
1706,2017-09-03,246870.61
1707,2017-09-04,246170.43
1708,2017-09-05,245670.29
1709,2017-09-06,245070.12
1710,2017-09-07,244569.97
1711,2017-09-08,244069.83
1712,2017-09-09,243669.71
1713,2017-09-10,243069.54
1714,2017-09-11,242569.43
1715,2017-09-12,242069.29
1716,2017-09-13,241469.1
1717,2017-09-14,241068.99
1718,2017-09-15,240468.84
1719,2017-09-16,239868.68
1720,2017-09-17,239368.53
1721,2017-09-18,238868.38
1722,2017-09-19,238268.23
1723,2017-09-20,237868.11
1724,2017-09-21,237367.97
1725,2017-09-22,236867.83
1726,2017-09-23,236367.7
1727,2017-09-24,235767.53
1728,2017-09-25,235267.39
1729,2017-09-26,234767.25
1730,2017-09-27,234367.13
1731,2017-09-28,234067.06
1732,2017-09-29,233867.0
1733,2017-09-30,233566.92
1734,2017-10-01,233366.86
1735,2017-10-02,233166.79
1736,2017-10-03,232766.71
1737,2017-10-04,232766.7
1738,2017-10-05,232366.58
1739,2017-10-06,232166.53
1740,2017-10-07,231866.44
1741,2017-10-08,231566.36
1742,2017-10-09,231466.33
1743,2017-10-10,231166.26
1744,2017-10-11,230966.2
1745,2017-10-12,230866.16
1746,2017-10-13,230666.12
1747,2017-10-14,230366.04
1748,2017-10-15,230165.98
1749,2017-10-16,230065.96
1750,2017-10-17,230065.95
1751,2017-10-18,229965.92
1752,2017-10-19,229865.89
1753,2017-10-20,230065.93
1754,2017-10-21,229865.9
1755,2017-10-22,229965.92
1756,2017-10-23,229865.87
1757,2017-10-24,229665.82
1758,2017-10-25,229565.79
1759,2017-10-26,229365.75
1760,2017-10-27,229265.72
1761,2017-10-28,229165.68
1762,2017-10-29,229065.64
1763,2017-10-30,228965.61
1764,2017-10-31,228765.55
1765,2017-11-01,228565.5
1766,2017-11-02,228365.45
1767,2017-11-03,228365.44
1768,2017-11-04,228365.45
1769,2017-11-05,228265.42
1770,2017-11-06,228265.42
1771,2017-11-07,228165.4
1772,2017-11-08,228365.45
1773,2017-11-09,228465.46
1774,2017-11-10,228465.46
1775,2017-11-11,228465.46
1776,2017-11-12,228365.46
1777,2017-11-13,228465.46
1778,2017-11-14,228465.47
1779,2017-11-15,228665.53
1780,2017-11-16,228765.56
1781,2017-11-17,228865.58
1782,2017-11-18,228765.56
1783,2017-11-19,228765.55
1784,2017-11-20,228965.62
1785,2017-11-21,229165.68
1786,2017-11-22,229265.7
1787,2017-11-23,229165.69
1788,2017-11-24,229165.69
1789,2017-11-25,229265.7
1790,2017-11-26,229365.73
1791,2017-11-27,229465.77
1792,2017-11-28,229465.76
1793,2017-11-29,229465.77
1794,2017-11-30,229665.81
1795,2017-12-01,229665.81
1796,2017-12-02,229665.81
1797,2017-12-03,229565.8
1798,2017-12-04,229365.74
1799,2017-12-05,229265.71
1800,2017-12-06,229065.64
1801,2017-12-07,228965.62
1802,2017-12-08,229065.64
1803,2017-12-09,229065.64
1804,2017-12-10,228965.63
1805,2017-12-11,228865.6
1806,2017-12-12,228765.55
1807,2017-12-13,228665.53
1808,2017-12-14,228565.5
1809,2017-12-15,228465.47
1810,2017-12-16,228365.44
1811,2017-12-17,228265.41
1812,2017-12-18,228165.39
1813,2017-12-19,228065.36
1814,2017-12-20,228065.36
1815,2017-12-21,227965.33
1816,2017-12-22,227965.33
1817,2017-12-23,227965.34
1818,2017-12-24,228065.35
1819,2017-12-25,227965.34
1820,2017-12-26,227965.33
1821,2017-12-27,227965.33
1822,2017-12-28,227965.33
1823,2017-12-29,227965.33
1824,2017-12-30,228065.34
1825,2017-12-31,227965.33
1826,2018-01-01,228065.34
