,datetime,LAKE_BILLY_CHINOOK_NEAR_GRANDVIEW__OR.tsv
984,2015-09-12,1944.34
985,2015-09-13,1944.36
986,2015-09-14,1944.48
987,2015-09-15,1944.41
988,2015-09-16,1944.37
989,2015-09-17,1944.46
990,2015-09-18,1944.29
991,2015-09-19,1944.34
992,2015-09-20,1944.36
993,2015-09-21,1944.07
994,2015-09-22,1944.1
995,2015-09-23,1943.83
996,2015-09-24,1943.7
997,2015-09-25,1943.72
998,2015-09-26,1943.64
999,2015-09-27,1943.64
1000,2015-09-28,1943.55
1001,2015-09-29,1943.54
1002,2015-09-30,1943.49
1003,2015-10-01,1943.55
1004,2015-10-02,1943.41
1005,2015-10-03,1943.36
1006,2015-10-04,1943.3
1007,2015-10-05,1943.22
1008,2015-10-06,1943.24
1009,2015-10-07,1943.27
1010,2015-10-08,1943.21
1011,2015-10-09,1943.1
1012,2015-10-10,1943.18
1013,2015-10-11,1943.03
1014,2015-10-12,1942.95
1015,2015-10-13,1942.54
1016,2015-10-14,1942.07
1017,2015-10-15,1941.93
1018,2015-10-16,1941.79
1019,2015-10-17,1941.84
1020,2015-10-18,1941.73
1021,2015-10-19,1941.88
1022,2015-10-20,1941.48
1023,2015-10-21,1941.37
1024,2015-10-22,1941.24
1025,2015-10-23,1941.14
1026,2015-10-24,1941.01
1027,2015-10-25,1941.07
1028,2015-10-26,1941.0
1029,2015-10-27,1940.8
1030,2015-10-28,1940.79
1031,2015-10-29,1940.65
1032,2015-10-30,1940.61
1033,2015-10-31,1940.57
1034,2015-11-01,1940.63
1035,2015-11-02,1940.4
1036,2015-11-03,1940.24
1037,2015-11-04,1940.08
1038,2015-11-05,1939.95
1039,2015-11-06,1939.72
1040,2015-11-07,1939.66
1041,2015-11-08,1939.48
1042,2015-11-09,1939.4
1043,2015-11-10,1939.23
1044,2015-11-11,1939.13
1045,2015-11-12,1939.11
1046,2015-11-13,1938.98
1047,2015-11-14,1938.91
1048,2015-11-15,1938.83
1049,2015-11-16,1938.78
1050,2015-11-17,1938.65
1051,2015-11-18,1938.52
1052,2015-11-19,1938.67
1053,2015-11-20,1938.64
1054,2015-11-21,1938.38
1055,2015-11-22,1938.41
1056,2015-11-23,1938.49
1057,2015-11-24,1938.6
1058,2015-11-25,1938.48
1059,2015-11-26,1938.42
1060,2015-11-27,1938.34
1061,2015-11-28,1938.45
1062,2015-11-29,1938.47
1063,2015-11-30,1938.49
1064,2015-12-01,1938.51
1065,2015-12-02,1938.66
1066,2015-12-03,1938.73
1067,2015-12-04,1938.58
1068,2015-12-05,1938.63
1069,2015-12-06,1938.74
1070,2015-12-07,1939.05
1071,2015-12-08,1939.54
1072,2015-12-09,1939.83
1073,2015-12-10,1939.94
1074,2015-12-11,1939.93
1075,2015-12-12,1940.06
1076,2015-12-13,1940.28
1077,2015-12-14,1940.39
1078,2015-12-15,1940.53
1079,2015-12-16,1940.62
1080,2015-12-17,1940.9
1081,2015-12-18,1941.15
1082,2015-12-19,1940.98
1083,2015-12-20,1941.19
1084,2015-12-21,1941.32
1085,2015-12-22,1941.26
1086,2015-12-23,1941.25
1087,2015-12-24,1941.19
1088,2015-12-25,1941.19
1089,2015-12-26,1940.92
1090,2015-12-27,1940.82
1091,2015-12-28,1940.79
1092,2015-12-29,1940.65
1093,2015-12-30,1940.52
1094,2015-12-31,1940.48
1095,2016-01-01,1940.31
1096,2016-01-02,1940.21
1097,2016-01-03,1940.49
1098,2016-01-04,1940.51
1099,2016-01-05,1940.45
1100,2016-01-06,1940.38
1101,2016-01-07,1940.43
1102,2016-01-08,1940.39
1103,2016-01-09,1940.4
1104,2016-01-10,1940.5
1105,2016-01-11,1940.47
1106,2016-01-12,1940.51
1107,2016-01-13,1940.75
1108,2016-01-14,1940.75
1109,2016-01-15,1940.58
1110,2016-01-16,1940.81
1111,2016-01-17,1940.94
1112,2016-01-18,1940.85
1113,2016-01-19,1941.22
1114,2016-01-20,1941.15
1115,2016-01-21,1941.03
1116,2016-01-22,1940.92
1117,2016-01-23,1941.0
1118,2016-01-24,1940.97
1119,2016-01-25,1940.83
1120,2016-01-26,1940.99
1121,2016-01-27,1940.84
1122,2016-01-28,1940.96
1123,2016-01-29,1940.84
1124,2016-01-30,1940.94
1125,2016-01-31,1940.92
1126,2016-02-01,1941.12
1127,2016-02-02,1940.96
1128,2016-02-03,1940.99
1129,2016-02-04,1940.92
1130,2016-02-05,1940.83
1131,2016-02-06,1940.83
1132,2016-02-07,1940.87
1133,2016-02-08,1940.81
1134,2016-02-09,1941.02
1135,2016-02-10,1940.9
1136,2016-02-11,1940.8
1137,2016-02-12,1940.97
1138,2016-02-13,1940.75
1139,2016-02-14,1941.02
1140,2016-02-15,1941.31
1141,2016-02-16,1941.26
1142,2016-02-17,1941.44
1143,2016-02-18,1941.48
1144,2016-02-19,1941.62
1145,2016-02-20,1941.52
1146,2016-02-21,1941.63
1147,2016-02-22,1941.52
1148,2016-02-23,1941.31
1149,2016-02-24,1941.26
1150,2016-02-25,1941.28
1151,2016-02-26,1941.08
1152,2016-02-27,1941.27
1153,2016-02-28,1941.25
1154,2016-02-29,1941.0
1155,2016-03-01,1941.24
1156,2016-03-02,1940.98
1157,2016-03-03,1941.33
1158,2016-03-04,1941.35
1159,2016-03-05,1941.4
1160,2016-03-06,1941.57
1161,2016-03-07,1941.8
1162,2016-03-08,1941.95
1163,2016-03-09,1942.49
1164,2016-03-10,1942.54
1165,2016-03-11,1942.62
1166,2016-03-12,1942.71
1167,2016-03-13,1942.67
1168,2016-03-14,1942.87
1169,2016-03-15,1942.93
1170,2016-03-16,1942.85
1171,2016-03-17,1943.01
1172,2016-03-18,1943.0
1173,2016-03-19,1943.0
1174,2016-03-20,1942.99
1175,2016-03-21,1943.03
1176,2016-03-22,1943.08
1177,2016-03-23,1943.08
1178,2016-03-24,1943.32
1179,2016-03-25,1943.29
1180,2016-03-26,1943.21
1181,2016-03-27,1943.24
1182,2016-03-28,1943.01
1183,2016-03-29,1943.0
1184,2016-03-30,1943.2
1185,2016-03-31,1943.31
1186,2016-04-01,1943.4
1187,2016-04-02,1943.42
1188,2016-04-03,1943.51
1189,2016-04-04,1943.49
1190,2016-04-05,1943.59
1191,2016-04-06,1943.63
1192,2016-04-07,1943.9
1193,2016-04-08,1944.03
1194,2016-04-09,1944.11
1195,2016-04-10,1944.22
1196,2016-04-11,1944.19
1197,2016-04-12,1943.91
1198,2016-04-13,1943.96
1199,2016-04-14,1944.15
1200,2016-04-15,1944.2
1201,2016-04-16,1944.07
1202,2016-04-17,1944.01
1203,2016-04-18,1943.92
1204,2016-04-19,1944.07
1205,2016-04-20,1944.24
1206,2016-04-21,1944.28
1207,2016-04-22,1944.39
1208,2016-04-23,1944.56
1209,2016-04-24,1944.72
1210,2016-04-25,1944.76
1211,2016-04-26,1944.52
1212,2016-04-27,1944.32
1213,2016-04-28,1944.63
1214,2016-04-29,1944.34
1215,2016-04-30,1944.26
1216,2016-05-01,1944.5
1217,2016-05-02,1944.59
1218,2016-05-03,1944.6
1219,2016-05-04,1944.42
1220,2016-05-05,1944.43
1221,2016-05-06,1944.48
1222,2016-05-07,1944.42
1223,2016-05-08,1944.6
1224,2016-05-09,1944.49
1225,2016-05-10,1944.44
1226,2016-05-11,1944.41
1227,2016-05-12,1944.48
1228,2016-05-13,1944.56
1229,2016-05-14,1944.56
1230,2016-05-15,1944.59
1231,2016-05-16,1944.57
1232,2016-05-17,1944.4
1233,2016-05-18,1944.69
1234,2016-05-19,1944.64
1235,2016-05-20,1944.75
1236,2016-05-21,1944.79
1237,2016-05-22,1944.64
1238,2016-05-23,1944.55
1239,2016-05-24,1944.76
1240,2016-05-25,1944.69
1241,2016-05-26,1944.43
1242,2016-05-27,1944.41
1243,2016-05-28,1944.27
1244,2016-05-29,1944.32
1245,2016-05-30,1944.44
1246,2016-05-31,1944.43
1247,2016-06-01,1944.37
1248,2016-06-02,1944.37
1249,2016-06-03,1944.52
1250,2016-06-04,1944.46
1251,2016-06-05,1944.53
1252,2016-06-06,1944.6
1253,2016-06-07,1944.63
1254,2016-06-08,1944.4
1255,2016-06-09,1944.3
1256,2016-06-10,1944.22
1257,2016-06-11,1944.27
1258,2016-06-12,1944.26
1259,2016-06-13,1944.45
1260,2016-06-14,1944.45
1261,2016-06-15,1944.45
1262,2016-06-16,1944.48
1263,2016-06-17,1944.49
1264,2016-06-18,1944.68
1265,2016-06-19,1944.49
1266,2016-06-20,1944.5
1267,2016-06-21,1944.53
1268,2016-06-22,1944.53
1269,2016-06-23,1944.35
1270,2016-06-24,1944.35
1271,2016-06-25,1944.38
1272,2016-06-26,1944.38
1273,2016-06-27,1944.49
1274,2016-06-28,1944.42
1275,2016-06-29,1944.48
1276,2016-06-30,1944.49
1277,2016-07-01,1944.4
1278,2016-07-02,1944.53
1279,2016-07-03,1944.43
1280,2016-07-04,1944.45
1281,2016-07-05,1944.65
1282,2016-07-06,1944.57
1283,2016-07-07,1944.51
1284,2016-07-08,1944.5
1285,2016-07-09,1944.61
1286,2016-07-10,1944.56
1287,2016-07-11,1944.5
1288,2016-07-12,1944.65
1289,2016-07-13,1944.52
1290,2016-07-14,1944.61
1291,2016-07-15,1944.49
1292,2016-07-16,1944.37
1293,2016-07-17,1944.44
1294,2016-07-18,1944.56
1295,2016-07-19,1944.53
1296,2016-07-20,1944.52
1297,2016-07-21,1944.61
1298,2016-07-22,1944.65
1299,2016-07-23,1944.54
1300,2016-07-24,1944.58
1301,2016-07-25,1944.56
1302,2016-07-26,1944.58
1303,2016-07-27,1944.75
1304,2016-07-28,1944.66
1305,2016-07-29,1944.56
1306,2016-07-30,1944.52
1307,2016-07-31,1944.57
1308,2016-08-01,1944.55
1309,2016-08-02,1944.53
1310,2016-08-03,1944.56
1311,2016-08-04,1944.51
1312,2016-08-05,1944.63
1313,2016-08-06,1944.56
1314,2016-08-07,1944.6
1315,2016-08-08,1944.58
1316,2016-08-09,1944.46
1317,2016-08-10,1944.5
1318,2016-08-11,1944.42
1319,2016-08-12,1944.41
1320,2016-08-13,1944.42
1321,2016-08-14,1944.53
1322,2016-08-15,1944.58
1323,2016-08-16,1944.59
1324,2016-08-17,1944.52
1325,2016-08-18,1944.5
1326,2016-08-19,1944.53
1327,2016-08-20,1944.56
1328,2016-08-21,1944.47
1329,2016-08-22,1944.55
1330,2016-08-23,1944.45
1331,2016-08-24,1944.46
1332,2016-08-25,1944.55
1333,2016-08-26,1944.53
1334,2016-08-27,1944.6
1335,2016-08-28,1944.55
1336,2016-08-29,1944.61
1337,2016-08-30,1944.6
1338,2016-08-31,1944.58
1339,2016-09-01,1944.58
1340,2016-09-02,1944.51
1341,2016-09-03,1944.49
1342,2016-09-04,1944.6
1343,2016-09-05,1944.63
1344,2016-09-06,1944.64
1345,2016-09-07,1944.67
1346,2016-09-08,1944.67
1347,2016-09-09,1944.57
1348,2016-09-10,1944.46
1349,2016-09-11,1944.44
1350,2016-09-12,1944.37
1351,2016-09-13,1944.41
1352,2016-09-14,1944.42
1353,2016-09-15,1944.33
1354,2016-09-16,1944.27
1355,2016-09-17,1944.3
1356,2016-09-18,1944.23
1357,2016-09-19,1944.17
1358,2016-09-20,1944.11
1359,2016-09-21,1944.13
1360,2016-09-22,1944.19
1361,2016-09-23,1944.07
1362,2016-09-24,1943.97
1363,2016-09-25,1943.99
1364,2016-09-26,1943.9
1365,2016-09-27,1944.04
1366,2016-09-28,1944.12
1367,2016-09-29,1944.02
1368,2016-09-30,1944.12
1369,2016-10-01,1943.95
1370,2016-10-02,1944.17
1371,2016-10-03,1944.18
1372,2016-10-04,1944.11
1373,2016-10-05,1944.12
1374,2016-10-06,1944.12
1375,2016-10-07,1944.14
1376,2016-10-08,1944.19
1377,2016-10-09,1944.05
1378,2016-10-10,1943.99
1379,2016-10-11,1944.14
1380,2016-10-12,1943.85
1381,2016-10-13,1944.02
1382,2016-10-14,1944.11
1383,2016-10-15,1943.96
1384,2016-10-16,1943.92
1385,2016-10-17,1943.9
1386,2016-10-18,1943.95
1387,2016-10-19,1943.69
1388,2016-10-20,1943.6
1389,2016-10-21,1943.71
1390,2016-10-22,1943.44
1391,2016-10-23,1943.46
1392,2016-10-24,1943.55
1393,2016-10-25,1943.28
1394,2016-10-26,1943.22
1395,2016-10-27,1943.25
1396,2016-10-28,1943.07
1397,2016-10-29,1943.18
1398,2016-10-30,1943.05
1399,2016-10-31,1942.91
1400,2016-11-01,1942.83
1401,2016-11-02,1943.01
1402,2016-11-03,1943.22
1403,2016-11-04,1943.45
1404,2016-11-05,1943.67
1405,2016-11-06,1943.85
1406,2016-11-07,1944.03
1407,2016-11-08,1944.12
1408,2016-11-09,1944.19
1409,2016-11-10,1944.04
1410,2016-11-11,1944.07
1411,2016-11-12,1943.99
1412,2016-11-13,1943.88
1413,2016-11-14,1943.81
1414,2016-11-15,1944.03
1415,2016-11-16,1943.9
1416,2016-11-17,1943.78
1417,2016-11-18,1943.85
1418,2016-11-19,1943.61
1419,2016-11-20,1943.73
1420,2016-11-21,1943.72
1421,2016-11-22,1943.59
1422,2016-11-23,1943.49
1423,2016-11-24,1943.48
1424,2016-11-25,1943.43
1425,2016-11-26,1943.22
1426,2016-11-27,1943.36
1427,2016-11-28,1943.25
1428,2016-11-29,1943.01
1429,2016-11-30,1943.14
1430,2016-12-01,1943.18
1431,2016-12-02,1943.18
1432,2016-12-03,1943.14
1433,2016-12-04,1943.2
1434,2016-12-05,1943.05
1435,2016-12-06,1943.17
1436,2016-12-07,1943.07
1437,2016-12-08,1943.07
1438,2016-12-09,1943.08
1439,2016-12-10,1942.98
1440,2016-12-11,1942.93
1441,2016-12-12,1942.83
1442,2016-12-13,1942.61
1443,2016-12-14,1942.73
1444,2016-12-15,1942.43
1445,2016-12-16,1942.52
1446,2016-12-17,1942.43
1447,2016-12-18,1942.28
1448,2016-12-19,1942.12
1449,2016-12-20,1942.1
1450,2016-12-21,1942.11
1451,2016-12-22,1942.31
1452,2016-12-23,1942.16
1453,2016-12-24,1942.17
1454,2016-12-25,1942.05
1455,2016-12-26,1942.01
1456,2016-12-27,1942.16
1457,2016-12-28,1942.14
1458,2016-12-29,1942.12
1459,2016-12-30,1941.94
1460,2016-12-31,1941.94
1461,2017-01-01,1942.24
1462,2017-01-02,1942.14
1463,2017-01-03,1942.26
1464,2017-01-04,1942.05
1465,2017-01-05,1942.01
1466,2017-01-06,1941.72
1467,2017-01-07,1941.82
1468,2017-01-08,1941.83
1469,2017-01-09,1941.89
1470,2017-01-10,1941.9
1471,2017-01-11,1941.77
1472,2017-01-12,1941.58
1473,2017-01-13,1941.4
1474,2017-01-14,1941.22
1475,2017-01-15,1941.38
1476,2017-01-16,1941.11
1477,2017-01-17,1941.04
1478,2017-01-18,1940.9
1479,2017-01-19,1940.87
1480,2017-01-20,1940.62
1481,2017-01-21,1940.65
1482,2017-01-22,1940.32
1483,2017-01-23,1940.14
1484,2017-01-24,1939.85
1485,2017-01-25,1939.71
1486,2017-01-26,1939.56
1487,2017-01-27,1939.43
1488,2017-01-28,1939.49
1489,2017-01-29,1939.63
1490,2017-01-30,1939.64
1491,2017-01-31,1939.63
1492,2017-02-01,1939.56
1493,2017-02-02,1939.64
1494,2017-02-03,1939.64
1495,2017-02-04,1939.85
1496,2017-02-05,1939.94
1497,2017-02-06,1939.92
1498,2017-02-07,1939.97
1499,2017-02-08,1939.88
1500,2017-02-09,1940.25
1501,2017-02-10,1940.72
1502,2017-02-11,1940.48
1503,2017-02-12,1940.28
1504,2017-02-13,1940.07
1505,2017-02-14,1939.79
1506,2017-02-15,1939.69
1507,2017-02-16,1939.88
1508,2017-02-17,1939.57
1509,2017-02-18,1939.59
1510,2017-02-19,1939.62
1511,2017-02-20,1939.57
1512,2017-02-21,1939.67
1513,2017-02-22,1939.62
1514,2017-02-23,1939.46
1515,2017-02-24,1939.45
1516,2017-02-25,1939.28
1517,2017-02-26,1939.11
1518,2017-02-27,1939.21
1519,2017-02-28,1939.18
1520,2017-03-01,1939.47
1521,2017-03-02,1939.65
1522,2017-03-03,1939.34
1523,2017-03-04,1939.35
1524,2017-03-05,1939.5
1525,2017-03-06,1939.64
1526,2017-03-07,1939.81
1527,2017-03-08,1939.95
1528,2017-03-09,1940.19
1529,2017-03-10,1940.65
1530,2017-03-11,1940.77
1531,2017-03-12,1941.1
1532,2017-03-13,1941.22
1533,2017-03-14,1941.69
1534,2017-03-15,1941.91
1535,2017-03-16,1942.17
1536,2017-03-17,1942.1
1537,2017-03-18,1942.24
1538,2017-03-19,1942.4
1539,2017-03-20,1942.51
1540,2017-03-21,1942.46
1541,2017-03-22,1942.49
1542,2017-03-23,1941.86
1543,2017-03-24,1941.75
1544,2017-03-25,1941.67
1545,2017-03-26,1941.62
1546,2017-03-27,1941.83
1547,2017-03-28,1941.74
1548,2017-03-29,1941.93
1549,2017-03-30,1941.96
1550,2017-03-31,1942.25
1551,2017-04-01,1942.28
1552,2017-04-02,1942.33
1553,2017-04-03,1942.27
1554,2017-04-04,1942.43
1555,2017-04-05,1942.69
1556,2017-04-06,1942.71
1557,2017-04-07,1942.88
1558,2017-04-08,1942.95
1559,2017-04-09,1943.07
1560,2017-04-10,1943.07
1561,2017-04-11,1943.47
1562,2017-04-12,1943.51
1563,2017-04-13,1943.62
1564,2017-04-14,1943.65
1565,2017-04-15,1943.79
1566,2017-04-16,1943.81
1567,2017-04-17,1944.03
1568,2017-04-18,1944.18
1569,2017-04-19,1944.43
1570,2017-04-20,1944.46
1571,2017-04-21,1944.46
1572,2017-04-22,1944.62
1573,2017-04-23,1944.52
1574,2017-04-24,1944.57
1575,2017-04-25,1944.46
1576,2017-04-26,1944.51
1577,2017-04-27,1944.37
1578,2017-04-28,1944.21
1579,2017-04-29,1944.3
1580,2017-04-30,1944.32
1581,2017-05-01,1944.59
1582,2017-05-02,1944.47
1583,2017-05-03,1944.55
1584,2017-05-04,1944.63
1585,2017-05-05,1944.62
1586,2017-05-06,1944.41
1587,2017-05-07,1944.32
1588,2017-05-08,1944.18
1589,2017-05-09,1944.32
1590,2017-05-10,1944.51
1591,2017-05-11,1944.62
1592,2017-05-12,1944.44
1593,2017-05-13,1944.65
1594,2017-05-14,1944.58
1595,2017-05-15,1944.5
1596,2017-05-16,1944.57
1597,2017-05-17,1944.61
1598,2017-05-18,1944.59
1599,2017-05-19,1944.62
1600,2017-05-20,1944.63
1601,2017-05-21,1944.68
1602,2017-05-22,1944.73
1603,2017-05-23,1944.83
1604,2017-05-24,1944.78
1605,2017-05-25,1944.71
1606,2017-05-26,1944.78
1607,2017-05-27,1944.75
1608,2017-05-28,1944.73
1609,2017-05-29,1944.84
1610,2017-05-30,1944.76
1611,2017-05-31,1944.89
1612,2017-06-01,1944.76
1613,2017-06-02,1944.62
1614,2017-06-03,1944.68
1615,2017-06-04,1944.54
1616,2017-06-05,1944.74
1617,2017-06-06,1944.65
1618,2017-06-07,1944.49
1619,2017-06-08,1944.63
1620,2017-06-09,1944.61
1621,2017-06-10,1944.53
1622,2017-06-11,1944.62
1623,2017-06-12,1944.53
1624,2017-06-13,1944.5
1625,2017-06-14,1944.44
1626,2017-06-15,1944.36
1627,2017-06-16,1944.78
1628,2017-06-17,1944.59
1629,2017-06-18,1944.53
1630,2017-06-19,1944.73
1631,2017-06-20,1944.77
1632,2017-06-21,1944.75
1633,2017-06-22,1944.54
1634,2017-06-23,1944.45
1635,2017-06-24,1944.39
1636,2017-06-25,1944.38
1637,2017-06-26,1944.54
1638,2017-06-27,1944.55
1639,2017-06-28,1944.43
1640,2017-06-29,1944.47
1641,2017-06-30,1944.44
1642,2017-07-01,1944.52
1643,2017-07-02,1944.6
1644,2017-07-03,1944.56
1645,2017-07-04,1944.58
1646,2017-07-05,1944.68
1647,2017-07-06,1944.6
1648,2017-07-07,1944.67
1649,2017-07-08,1944.44
1650,2017-07-09,1944.61
1651,2017-07-10,1944.5
1652,2017-07-11,1944.53
1653,2017-07-12,1944.35
1654,2017-07-13,1944.42
1655,2017-07-14,1944.42
1656,2017-07-15,1944.46
1657,2017-07-16,1944.49
1658,2017-07-17,1944.41
1659,2017-07-18,1944.65
1660,2017-07-19,1944.53
1661,2017-07-20,1944.45
1662,2017-07-21,1944.33
1663,2017-07-22,1944.37
1664,2017-07-23,1944.56
1665,2017-07-24,1944.5
1666,2017-07-25,1944.48
1667,2017-07-26,1944.57
1668,2017-07-27,1944.62
1669,2017-07-28,1944.49
1670,2017-07-29,1944.41
1671,2017-07-30,1944.49
1672,2017-07-31,1944.51
1673,2017-08-01,1944.47
1674,2017-08-02,1944.55
1675,2017-08-03,1944.48
1676,2017-08-04,1944.33
1677,2017-08-05,1944.34
1678,2017-08-06,1944.37
1679,2017-08-07,1944.36
1680,2017-08-08,1944.45
1681,2017-08-09,1944.29
1682,2017-08-10,1944.43
1683,2017-08-11,1944.55
1684,2017-08-12,1944.61
1685,2017-08-13,1944.76
1686,2017-08-14,1944.56
1687,2017-08-15,1944.56
1688,2017-08-16,1944.37
1689,2017-08-17,1944.48
1690,2017-08-18,1944.48
1691,2017-08-19,1944.58
1692,2017-08-20,1944.48
1693,2017-08-21,1944.57
1694,2017-08-22,1944.46
1695,2017-08-23,1944.56
1696,2017-08-24,1944.4
1697,2017-08-25,1944.31
1698,2017-08-26,1944.36
1699,2017-08-27,1944.33
1700,2017-08-28,1944.34
1701,2017-08-29,1944.46
1702,2017-08-30,1944.35
1703,2017-08-31,1944.41
1704,2017-09-01,1944.48
1705,2017-09-02,1944.52
1706,2017-09-03,1944.52
1707,2017-09-04,1944.62
1708,2017-09-05,1944.49
1709,2017-09-06,1944.61
1710,2017-09-07,1944.6
1711,2017-09-08,1944.66
1712,2017-09-09,1944.8
1713,2017-09-10,1944.54
1714,2017-09-11,1944.43
1715,2017-09-12,1944.71
1716,2017-09-13,1944.64
1717,2017-09-14,1944.48
1718,2017-09-15,1944.43
1719,2017-09-16,1944.41
1720,2017-09-17,1944.46
1721,2017-09-18,1944.65
1722,2017-09-19,1944.25
1723,2017-09-20,1944.72
1724,2017-09-21,1944.48
1725,2017-09-22,1944.48
1726,2017-09-23,1944.42
1727,2017-09-24,1944.49
1728,2017-09-25,1944.54
1729,2017-09-26,1944.55
1730,2017-09-27,1944.62
1731,2017-09-28,1944.73
1732,2017-09-29,1944.61
1733,2017-09-30,1944.6
1734,2017-10-01,1944.56
1735,2017-10-02,1944.54
1736,2017-10-03,1944.67
1737,2017-10-04,1944.43
1738,2017-10-05,1944.43
1739,2017-10-06,1944.5
1740,2017-10-07,1944.41
1741,2017-10-08,1944.39
1742,2017-10-09,1944.44
1743,2017-10-10,1944.42
1744,2017-10-11,1944.41
1745,2017-10-12,1944.55
1746,2017-10-13,1944.4
1747,2017-10-14,1944.51
1748,2017-10-15,1944.66
1749,2017-10-16,1944.63
1750,2017-10-17,1944.43
1751,2017-10-18,1944.61
1752,2017-10-19,1944.39
1753,2017-10-20,1944.56
1754,2017-10-21,1944.49
1755,2017-10-22,1944.89
1756,2017-10-23,1944.82
1757,2017-10-24,1944.47
1758,2017-10-25,1944.54
1759,2017-10-26,1944.62
1760,2017-10-27,1944.6
1761,2017-10-28,1944.5
1762,2017-10-29,1944.53
1763,2017-10-30,1944.38
1764,2017-10-31,1944.58
1765,2017-11-01,1944.52
1766,2017-11-02,1944.52
1767,2017-11-03,1944.42
1768,2017-11-04,1944.44
1769,2017-11-05,1944.55
1770,2017-11-06,1944.6
1771,2017-11-07,1944.56
1772,2017-11-08,1944.53
1773,2017-11-09,1944.53
1774,2017-11-10,1944.56
1775,2017-11-11,1944.63
1776,2017-11-12,1944.52
1777,2017-11-13,1944.53
1778,2017-11-14,1944.51
1779,2017-11-15,1944.45
1780,2017-11-16,1944.62
1781,2017-11-17,1944.39
1782,2017-11-18,1944.32
1783,2017-11-19,1944.33
1784,2017-11-20,1944.39
1785,2017-11-21,1944.51
1786,2017-11-22,1944.54
1787,2017-11-23,1944.82
1788,2017-11-24,1944.59
1789,2017-11-25,1944.48
1790,2017-11-26,1944.63
1791,2017-11-27,1944.44
1792,2017-11-28,1944.43
1793,2017-11-29,1944.27
1794,2017-11-30,1944.34
1795,2017-12-01,1944.18
1796,2017-12-02,1944.15
1797,2017-12-03,1943.99
1798,2017-12-04,1943.84
1799,2017-12-05,1943.8
1800,2017-12-06,1943.63
1801,2017-12-07,1943.71
1802,2017-12-08,1943.41
1803,2017-12-09,1943.28
1804,2017-12-10,1943.15
1805,2017-12-11,1943.19
1806,2017-12-12,1942.94
1807,2017-12-13,1943.21
1808,2017-12-14,1943.15
1809,2017-12-15,1942.98
1810,2017-12-16,1942.88
1811,2017-12-17,1942.84
1812,2017-12-18,1942.48
1813,2017-12-19,1942.66
1814,2017-12-20,1942.41
1815,2017-12-21,1942.38
1816,2017-12-22,1942.24
1817,2017-12-23,1941.87
1818,2017-12-24,1942.09
1819,2017-12-25,1941.86
1820,2017-12-26,1941.71
1821,2017-12-27,1941.52
1822,2017-12-28,1941.53
1823,2017-12-29,1941.51
1824,2017-12-30,1941.35
1825,2017-12-31,1941.23
1826,2018-01-01,1941.3
