,datetime,CRATER_LAKE_NEAR_CRATER_LAKE__OR.
1920,2016-04-04,6172.07
1921,2016-04-05,6172.05
1922,2016-04-06,6172.04
1923,2016-04-07,6172.03
1924,2016-04-08,6172.03
1925,2016-04-09,6172.02
1926,2016-04-10,6172.02
1927,2016-04-11,6172.02
1928,2016-04-12,6172.01
1929,2016-04-13,6172.01
1930,2016-04-14,6172.08
1931,2016-04-15,6172.11
1932,2016-04-16,6172.1
1933,2016-04-17,6172.09
1934,2016-04-18,6172.08
1935,2016-04-19,6172.07
1936,2016-04-20,6172.07
1937,2016-04-21,6172.05
1938,2016-04-22,6172.06
1939,2016-04-23,6172.07
1940,2016-04-24,6172.11
1941,2016-04-25,6172.1
1942,2016-04-26,6172.08
1943,2016-04-27,6172.07
1944,2016-04-28,6172.06
1945,2016-04-29,6172.05
1946,2016-04-30,6172.04
1947,2016-05-01,6172.03
1948,2016-05-02,6172.02
1949,2016-05-03,6172.01
1950,2016-05-04,6172.02
1951,2016-05-05,6172.03
1952,2016-05-06,6172.04
1953,2016-05-07,6172.04
1954,2016-05-08,6172.04
1955,2016-05-09,6172.03
1956,2016-05-10,6172.02
1957,2016-05-11,6172.01
1958,2016-05-12,6172.0
1959,2016-05-13,6171.99
1960,2016-05-14,6171.99
1961,2016-05-15,6171.99
1962,2016-05-16,6171.99
1963,2016-05-17,6171.98
1964,2016-05-18,6171.98
1965,2016-05-19,6171.98
1966,2016-05-20,6171.98
1967,2016-05-21,6171.98
1968,2016-05-22,6171.99
1969,2016-05-23,6171.99
1970,2016-05-24,6171.98
1971,2016-05-25,6171.97
1972,2016-05-26,6171.96
1973,2016-05-27,6171.95
1974,2016-05-28,6171.94
1975,2016-05-29,6171.93
1976,2016-05-30,6171.92
1977,2016-05-31,6171.91
1978,2016-06-01,6171.9
1979,2016-06-02,6171.9
1980,2016-06-03,6171.89
1981,2016-06-04,6171.89
1982,2016-06-05,6171.88
1983,2016-06-06,6171.88
1984,2016-06-07,6171.88
1985,2016-06-08,6171.88
1986,2016-06-09,6171.87
1987,2016-06-10,6171.85
1988,2016-06-11,6171.83
1989,2016-06-12,6171.82
1990,2016-06-13,6171.81
1991,2016-06-14,6171.8
1992,2016-06-15,6171.8
1993,2016-06-16,6171.8
1994,2016-06-17,6171.81
1995,2016-06-18,6171.83
1996,2016-06-19,6171.82
1997,2016-06-20,6171.82
1998,2016-06-21,6171.8
1999,2016-06-22,6171.79
2000,2016-06-23,6171.78
2001,2016-06-24,6171.76
2002,2016-06-25,6171.75
2003,2016-06-26,6171.74
2004,2016-06-27,6171.73
2005,2016-06-28,6171.72
2006,2016-06-29,6171.7
2007,2016-06-30,6171.69
2008,2016-07-01,6171.68
2009,2016-07-02,6171.67
2010,2016-07-03,6171.66
2011,2016-07-04,6171.64
2012,2016-07-05,6171.62
2013,2016-07-06,6171.6
2014,2016-07-07,6171.59
2015,2016-07-08,6171.59
2016,2016-07-09,6171.62
2017,2016-07-10,6171.62
2018,2016-07-11,6171.62
2019,2016-07-12,6171.6
2020,2016-07-13,6171.59
2021,2016-07-14,6171.58
2022,2016-07-15,6171.56
2023,2016-07-16,6171.54
2024,2016-07-17,6171.53
2025,2016-07-18,6171.52
2026,2016-07-19,6171.5
2027,2016-07-20,6171.48
2028,2016-07-21,6171.46
2029,2016-07-22,6171.44
2030,2016-07-23,6171.42
2031,2016-07-24,6171.41
2032,2016-07-25,6171.4
2033,2016-07-26,6171.38
2034,2016-07-27,6171.37
2035,2016-07-28,6171.36
2036,2016-07-29,6171.34
2037,2016-07-30,6171.32
2038,2016-07-31,6171.31
2039,2016-08-01,6171.3
2040,2016-08-02,6171.27
2041,2016-08-03,6171.24
2042,2016-08-04,6171.22
2043,2016-08-05,6171.21
2044,2016-08-06,6171.19
2045,2016-08-07,6171.17
2046,2016-08-08,6171.14
2047,2016-08-09,6171.11
2048,2016-08-10,6171.1
2049,2016-08-11,6171.08
2050,2016-08-12,6171.07
2051,2016-08-13,6171.05
2052,2016-08-14,6171.04
2053,2016-08-15,6171.02
2054,2016-08-16,6171.01
2055,2016-08-17,6170.99
2056,2016-08-18,6170.98
2057,2016-08-19,6170.96
2058,2016-08-20,6170.94
2059,2016-08-21,6170.93
2060,2016-08-22,6170.9
2061,2016-08-23,6170.88
2062,2016-08-24,6170.85
2063,2016-08-25,6170.82
2064,2016-08-26,6170.79
2065,2016-08-27,6170.78
2066,2016-08-28,6170.76
2067,2016-08-29,6170.73
2068,2016-08-30,6170.71
2069,2016-08-31,6170.69
2070,2016-09-01,6170.67
2071,2016-09-02,6170.64
2072,2016-09-03,6170.61
2073,2016-09-04,6170.59
2074,2016-09-05,6170.56
2075,2016-09-06,6170.54
2076,2016-09-07,6170.52
2077,2016-09-08,6170.5
2078,2016-09-09,6170.48
2079,2016-09-10,6170.46
2080,2016-09-11,6170.45
2081,2016-09-12,6170.42
2082,2016-09-13,6170.37
2083,2016-09-14,6170.35
2084,2016-09-15,6170.34
2085,2016-09-16,6170.32
2086,2016-09-17,6170.3
2087,2016-09-18,6170.28
2088,2016-09-19,6170.26
2089,2016-09-20,6170.24
2090,2016-09-21,6170.21
2091,2016-09-22,6170.21
2092,2016-09-23,6170.19
2093,2016-09-24,6170.18
2094,2016-09-25,6170.16
2095,2016-09-26,6170.14
2096,2016-09-27,6170.13
2097,2016-09-28,6170.12
2098,2016-09-29,6170.1
2099,2016-09-30,6170.08
2100,2016-10-01,6170.05
2101,2016-10-02,6170.02
2102,2016-10-03,6170.01
2103,2016-10-04,6170.02
2104,2016-10-05,6170.05
2105,2016-10-06,6170.06
2106,2016-10-07,6170.05
2107,2016-10-08,6170.04
2108,2016-10-09,6170.03
2109,2016-10-10,6170.01
2110,2016-10-11,6170.0
2111,2016-10-12,6169.98
2112,2016-10-13,6170.0
2113,2016-10-14,6170.22
2114,2016-10-15,6170.3
2115,2016-10-16,6170.49
2116,2016-10-17,6170.56
2117,2016-10-18,6170.59
2118,2016-10-19,6170.58
2119,2016-10-20,6170.58
2120,2016-10-21,6170.57
2121,2016-10-22,6170.56
2122,2016-10-23,6170.51
2123,2016-10-24,6170.5
2124,2016-10-25,6170.56
2125,2016-10-26,6170.58
2126,2016-10-27,6170.64
2127,2016-10-28,6170.64
2128,2016-10-29,6170.67
2129,2016-10-30,6170.71
2130,2016-10-31,6170.73
2131,2016-11-01,6170.73
2132,2016-11-02,6170.71
2133,2016-11-03,6170.7
2134,2016-11-04,6170.68
2135,2016-11-05,6170.67
2136,2016-11-06,6170.7
2137,2016-11-07,6170.68
2138,2016-11-08,6170.67
2139,2016-11-09,6170.66
2140,2016-11-10,6170.64
2141,2016-11-11,6170.61
2142,2016-11-12,6170.62
2143,2016-11-13,6170.6
2144,2016-11-14,6170.63
2145,2016-11-15,6170.76
2146,2016-11-16,6170.76
2147,2016-11-17,6170.74
2148,2016-11-18,6170.67
2149,2016-11-19,6170.72
2150,2016-11-20,6170.77
2151,2016-11-21,6170.8
2152,2016-11-22,6170.78
2153,2016-11-23,6170.83
2154,2016-11-24,6170.79
2155,2016-11-25,6170.78
2156,2016-11-26,6170.73
2157,2016-11-27,6170.81
2158,2016-11-28,6170.86
2159,2016-11-29,6170.85
2160,2016-11-30,6170.86
2161,2016-12-01,6170.85
2162,2016-12-02,6170.83
2163,2016-12-03,6170.82
2164,2016-12-04,6170.86
2165,2016-12-05,6170.88
2166,2016-12-06,6170.9
2167,2016-12-07,6170.88
2168,2016-12-08,6170.9
2169,2016-12-09,6170.98
2170,2016-12-10,6171.06
2171,2016-12-11,6171.06
2172,2016-12-12,6171.07
2173,2016-12-13,6171.05
2174,2016-12-14,6171.14
2175,2016-12-15,6171.31
2176,2016-12-16,6171.3
2177,2016-12-17,6171.27
2178,2016-12-18,6171.25
2179,2016-12-19,6171.24
2180,2016-12-20,6171.29
2181,2016-12-21,6171.27
2182,2016-12-22,6171.25
2183,2016-12-23,6171.32
2184,2016-12-24,6171.37
2185,2016-12-25,6171.34
2186,2016-12-26,6171.33
2187,2016-12-27,6171.35
2188,2016-12-28,6171.34
2189,2016-12-29,6171.33
2190,2016-12-30,6171.32
2191,2016-12-31,6171.29
2192,2017-01-01,6171.3
2193,2017-01-02,6171.31
2194,2017-01-03,6171.32
2195,2017-01-04,6171.38
2196,2017-01-05,6171.36
2197,2017-01-06,6171.35
2198,2017-01-07,6171.34
2199,2017-01-08,6171.45
2200,2017-01-09,6171.6
2201,2017-01-10,6171.72
2202,2017-01-11,6171.79
2203,2017-01-12,6171.79
2204,2017-01-13,6171.78
2205,2017-01-14,6171.76
2206,2017-01-15,6171.75
2207,2017-01-16,6171.74
2208,2017-01-17,6171.74
2209,2017-01-18,6171.79
2210,2017-01-19,6171.94
2211,2017-01-20,6171.95
2212,2017-01-21,6172.0
2213,2017-01-22,6172.03
2214,2017-01-23,6172.06
2215,2017-01-24,6172.04
2216,2017-01-25,6172.02
2217,2017-01-26,6172.01
2218,2017-01-27,6172.0
2219,2017-01-28,6171.98
2220,2017-01-29,6171.97
2221,2017-01-30,6171.96
2222,2017-01-31,6171.94
2223,2017-02-01,6171.92
2224,2017-02-02,6171.9
2225,2017-02-03,6171.92
2226,2017-02-04,6172.01
2227,2017-02-05,6172.01
2228,2017-02-06,6172.09
2229,2017-02-07,6172.17
2230,2017-02-08,6172.24
2231,2017-02-09,6172.36
2232,2017-02-10,6172.45
2233,2017-02-11,6172.44
2234,2017-02-12,6172.43
2235,2017-02-13,6172.41
2236,2017-02-14,6172.38
2237,2017-02-15,6172.34
2238,2017-02-16,6172.54
2239,2017-02-17,6172.57
2240,2017-02-18,6172.6
2241,2017-02-19,6172.63
2242,2017-02-20,6172.65
2243,2017-02-21,6172.74
2244,2017-02-22,6172.78
2245,2017-02-23,6172.77
2246,2017-02-24,6172.75
2247,2017-02-25,6172.74
2248,2017-02-26,6172.75
2249,2017-02-27,6172.78
2250,2017-02-28,6172.8
2251,2017-03-01,6172.79
2252,2017-03-02,6172.78
2253,2017-03-03,6172.77
2254,2017-03-04,6172.84
2255,2017-03-05,6172.89
2256,2017-03-06,6172.95
2257,2017-03-07,6173.0
2258,2017-03-08,6173.06
2259,2017-03-09,6173.15
2260,2017-03-10,6173.18
2261,2017-03-11,6173.17
2262,2017-03-12,6173.16
2263,2017-03-13,6173.15
2264,2017-03-14,6173.15
2265,2017-03-15,6173.17
2266,2017-03-16,6173.22
2267,2017-03-17,6173.22
2268,2017-03-18,6173.32
2269,2017-03-19,6173.38
2270,2017-03-20,6173.38
2271,2017-03-21,6173.43
2272,2017-03-22,6173.46
2273,2017-03-23,6173.45
2274,2017-03-24,6173.53
2275,2017-03-25,6173.56
2276,2017-03-26,6173.58
2277,2017-03-27,6173.63
2278,2017-03-28,6173.62
2279,2017-03-29,6173.67
2280,2017-03-30,6173.76
2281,2017-03-31,6173.74
2282,2017-04-01,6173.73
2283,2017-04-02,6173.72
2284,2017-04-03,6173.7
2285,2017-04-04,6173.69
2286,2017-04-05,6173.67
2287,2017-04-06,6173.68
2288,2017-04-07,6173.75
2289,2017-04-08,6173.78
2290,2017-04-09,6173.77
2291,2017-04-10,6173.79
2292,2017-04-11,6173.78
2293,2017-04-12,6173.8
2294,2017-04-13,6173.85
2295,2017-04-14,6173.85
2296,2017-04-15,6173.84
2297,2017-04-16,6173.83
2298,2017-04-17,6173.86
2299,2017-04-18,6173.9
2300,2017-04-19,6173.9
2301,2017-04-20,6173.94
2302,2017-04-21,6173.94
2303,2017-04-22,6173.92
2304,2017-04-23,6173.91
2305,2017-04-24,6173.96
2306,2017-04-25,6173.99
2307,2017-04-26,6174.05
2308,2017-04-27,6174.07
2309,2017-04-28,6174.06
2310,2017-04-29,6174.05
2311,2017-04-30,6174.04
2312,2017-05-01,6174.03
2313,2017-05-02,6174.03
2314,2017-05-03,6174.02
2315,2017-05-04,6174.02
2316,2017-05-05,6174.05
2317,2017-05-06,6174.05
2318,2017-05-07,6174.04
2319,2017-05-08,6174.02
2320,2017-05-09,6174.02
2321,2017-05-10,6174.01
2322,2017-05-11,6174.02
2323,2017-05-12,6174.06
2324,2017-05-13,6174.08
2325,2017-05-14,6174.08
2326,2017-05-15,6174.08
2327,2017-05-16,6174.13
2328,2017-05-17,6174.14
2329,2017-05-18,6174.12
2330,2017-05-19,6174.12
2331,2017-05-20,6174.11
2332,2017-05-21,6174.1
2333,2017-05-22,6174.1
2334,2017-05-23,6174.1
2335,2017-05-24,6174.1
2336,2017-05-25,6174.1
2337,2017-05-26,6174.09
2338,2017-05-27,6174.09
2339,2017-05-28,6174.09
2340,2017-05-29,6174.09
2341,2017-05-30,6174.09
2342,2017-05-31,6174.1
2343,2017-06-01,6174.1
2344,2017-06-02,6174.1
2345,2017-06-03,6174.1
2346,2017-06-04,6174.1
2347,2017-06-05,6174.1
2348,2017-06-06,6174.1
2349,2017-06-07,6174.1
2350,2017-06-08,6174.14
2351,2017-06-09,6174.16
2352,2017-06-10,6174.18
2353,2017-06-11,6174.2
2354,2017-06-12,6174.2
2355,2017-06-13,6174.19
2356,2017-06-14,6174.18
2357,2017-06-15,6174.19
2358,2017-06-16,6174.19
2359,2017-06-17,6174.19
2360,2017-06-18,6174.19
2361,2017-06-19,6174.19
2362,2017-06-20,6174.19
2363,2017-06-21,6174.19
2364,2017-06-22,6174.19
2365,2017-06-23,6174.18
2366,2017-06-24,6174.18
2367,2017-06-25,6174.18
2368,2017-06-26,6174.17
2369,2017-06-27,6174.17
2370,2017-06-28,6174.17
2371,2017-06-29,6174.16
2372,2017-06-30,6174.15
2373,2017-07-01,6174.14
2374,2017-07-02,6174.14
2375,2017-07-03,6174.13
2376,2017-07-04,6174.12
2377,2017-07-05,6174.11
2378,2017-07-06,6174.1
2379,2017-07-07,6174.09
2380,2017-07-08,6174.08
2381,2017-07-09,6174.07
2382,2017-07-10,6174.06
2383,2017-07-11,6174.05
2384,2017-07-12,6174.03
2385,2017-07-13,6174.02
2386,2017-07-14,6174.0
2387,2017-07-15,6173.99
2388,2017-07-16,6173.97
2389,2017-07-17,6173.96
2390,2017-07-18,6173.94
2391,2017-07-19,6173.92
2392,2017-07-20,6173.9
2393,2017-07-21,6173.88
2394,2017-07-22,6173.87
2395,2017-07-23,6173.85
2396,2017-07-24,6173.85
2397,2017-07-25,6173.86
2398,2017-07-26,6173.85
2399,2017-07-27,6173.84
2400,2017-07-28,6173.83
2401,2017-07-29,6173.82
2402,2017-07-30,6173.8
2403,2017-07-31,6173.79
2404,2017-08-01,6173.78
2405,2017-08-02,6173.76
2406,2017-08-03,6173.75
2407,2017-08-04,6173.73
2408,2017-08-05,6173.71
2409,2017-08-06,6173.69
2410,2017-08-07,6173.68
2411,2017-08-08,6173.66
2412,2017-08-09,6173.64
2413,2017-08-10,6173.65
2414,2017-08-11,6173.64
2415,2017-08-12,6173.62
2416,2017-08-13,6173.6
2417,2017-08-14,6173.58
2418,2017-08-15,6173.56
2419,2017-08-16,6173.53
2420,2017-08-17,6173.52
2421,2017-08-18,6173.5
2422,2017-08-19,6173.48
2423,2017-08-20,6173.46
2424,2017-08-21,6173.45
2425,2017-08-22,6173.43
2426,2017-08-23,6173.42
2427,2017-08-24,6173.4
2428,2017-08-25,6173.38
2429,2017-08-26,6173.37
2430,2017-08-27,6173.36
2431,2017-08-28,6173.34
2432,2017-08-29,6173.33
2433,2017-08-30,6173.31
2434,2017-08-31,6173.29
2435,2017-09-01,6173.28
2436,2017-09-02,6173.27
2437,2017-09-03,6173.26
2438,2017-09-04,6173.24
2439,2017-09-05,6173.22
2440,2017-09-06,6173.21
2441,2017-09-07,6173.2
2442,2017-09-08,6173.19
2443,2017-09-09,6173.17
2444,2017-09-10,6173.15
2445,2017-09-11,6173.13
2446,2017-09-12,6173.11
2447,2017-09-13,6173.09
2448,2017-09-14,6173.06
2449,2017-09-15,6173.03
2450,2017-09-16,6173.0
2451,2017-09-17,6172.98
2452,2017-09-18,6172.99
2453,2017-09-19,6173.03
2454,2017-09-20,6173.09
2455,2017-09-21,6173.1
2456,2017-09-22,6173.08
2457,2017-09-23,6173.06
2458,2017-09-24,6173.04
2459,2017-09-25,6173.03
2460,2017-09-26,6173.02
2461,2017-09-27,6173.0
2462,2017-09-28,6172.99
2463,2017-09-29,6172.98
2464,2017-09-30,6172.96
2465,2017-10-01,6172.94
2466,2017-10-02,6172.91
2467,2017-10-03,6172.88
2468,2017-10-04,6172.86
2469,2017-10-05,6172.85
2470,2017-10-06,6172.83
2471,2017-10-07,6172.81
2472,2017-10-08,6172.79
2473,2017-10-09,6172.76
2474,2017-10-10,6172.74
2475,2017-10-11,6172.73
2476,2017-10-12,6172.72
2477,2017-10-13,6172.74
2478,2017-10-14,6172.74
2479,2017-10-15,6172.73
2480,2017-10-16,6172.72
2481,2017-10-17,6172.7
2482,2017-10-18,6172.68
2483,2017-10-19,6172.67
2484,2017-10-20,6172.76
2485,2017-10-21,6172.85
2486,2017-10-22,6172.94
2487,2017-10-23,6172.95
2488,2017-10-24,6172.93
2489,2017-10-25,6172.93
2490,2017-10-26,6172.91
2491,2017-10-27,6172.91
2492,2017-10-28,6172.9
2493,2017-10-29,6172.89
2494,2017-10-30,6172.87
2495,2017-10-31,6172.85
2496,2017-11-01,6172.84
2497,2017-11-02,6172.83
2498,2017-11-03,6172.89
2499,2017-11-04,6172.89
2500,2017-11-05,6172.91
2501,2017-11-06,6172.92
2502,2017-11-07,6172.89
2503,2017-11-08,6172.85
2504,2017-11-09,6172.98
2505,2017-11-10,6173.03
2506,2017-11-11,6173.03
2507,2017-11-12,6173.01
2508,2017-11-13,6173.06
2509,2017-11-14,6173.08
2510,2017-11-15,6173.08
2511,2017-11-16,6173.18
2512,2017-11-17,6173.22
2513,2017-11-18,6173.2
2514,2017-11-19,6173.19
2515,2017-11-20,6173.32
2516,2017-11-21,6173.4
2517,2017-11-22,6173.4
2518,2017-11-23,6173.46
2519,2017-11-24,6173.54
2520,2017-11-25,6173.52
2521,2017-11-26,6173.52
2522,2017-11-27,6173.58
2523,2017-11-28,6173.57
2524,2017-11-29,6173.56
2525,2017-11-30,6173.55
2526,2017-12-01,6173.54
2527,2017-12-02,6173.53
2528,2017-12-03,6173.56
2529,2017-12-04,6173.54
2530,2017-12-05,6173.52
2531,2017-12-06,6173.5
2532,2017-12-07,6173.47
2533,2017-12-08,6173.46
2534,2017-12-09,6173.45
2535,2017-12-10,6173.43
2536,2017-12-11,6173.42
2537,2017-12-12,6173.4
2538,2017-12-13,6173.39
2539,2017-12-14,6173.38
2540,2017-12-15,6173.38
2541,2017-12-16,6173.36
2542,2017-12-17,6173.34
2543,2017-12-18,6173.33
2544,2017-12-19,6173.33
2545,2017-12-20,6173.39
2546,2017-12-21,6173.375
2547,2017-12-22,6173.36
2548,2017-12-23,6173.33
2549,2017-12-24,6173.32
2550,2017-12-25,6173.32
2551,2017-12-26,6173.3
2552,2017-12-27,6173.29
2553,2017-12-28,6173.28
2554,2017-12-29,6173.27
2555,2017-12-30,6173.31
2556,2017-12-31,6173.29
2557,2018-01-01,6173.28
