,datetime,CRATER_LAKE_NEAR_CRATER_LAKE__OR.
990,2013-09-17,6171.22
991,2013-09-18,6171.21
992,2013-09-19,6171.18
993,2013-09-20,6171.17
994,2013-09-21,6171.15
995,2013-09-22,6171.15
996,2013-09-23,6171.16
997,2013-09-24,6171.15
998,2013-09-25,6171.18
999,2013-09-26,6171.16
1000,2013-09-27,6171.14
1001,2013-09-28,6171.14
1002,2013-09-29,6171.4
1003,2013-09-30,6171.59
1004,2013-10-01,6171.56
1005,2013-10-02,6171.55
1006,2013-10-03,6171.54
1007,2013-10-04,6171.51
1008,2013-10-05,6171.5
1009,2013-10-06,6171.48
1010,2013-10-07,6171.46
1011,2013-10-08,6171.44
1012,2013-10-09,6171.42
1013,2013-10-10,6171.4
1014,2013-10-11,6171.38
1015,2013-10-12,6171.37
1016,2013-10-13,6171.35
1017,2013-10-14,6171.33
1018,2013-10-15,6171.31
1019,2013-10-16,6171.29
1020,2013-10-17,6171.28
1021,2013-10-18,6171.27
1022,2013-10-19,6171.26
1023,2013-10-20,6171.24
1024,2013-10-21,6171.23
1025,2013-10-22,6171.22
1026,2013-10-23,6171.21
1027,2013-10-24,6171.2
1028,2013-10-25,6171.19
1029,2013-10-26,6171.18
1030,2013-10-27,6171.17
1031,2013-10-28,6171.16
1032,2013-10-29,6171.13
1033,2013-10-30,6171.11
1034,2013-10-31,6171.1
1035,2013-11-01,6171.08
1036,2013-11-02,6171.11
1037,2013-11-03,6171.11
1038,2013-11-04,6171.09
1039,2013-11-05,6171.09
1040,2013-11-06,6171.1
1041,2013-11-07,6171.12
1042,2013-11-08,6171.1
1043,2013-11-09,6171.08
1044,2013-11-10,6171.07
1045,2013-11-11,6171.05
1046,2013-11-12,6171.03
1047,2013-11-13,6171.03
1048,2013-11-14,6171.02
1049,2013-11-15,6171.0
1050,2013-11-16,6171.0
1051,2013-11-17,6170.97
1052,2013-11-18,6170.95
1053,2013-11-19,6171.03
1054,2013-11-20,6171.12
1055,2013-11-21,6171.08
1056,2013-11-22,6171.06
1057,2013-11-23,6171.03
1058,2013-11-24,6171.02
1059,2013-11-25,6171.0
1060,2013-11-26,6170.98
1061,2013-11-27,6170.97
1062,2013-11-28,6170.96
1063,2013-11-29,6170.95
1064,2013-11-30,6170.94
1065,2013-12-01,6170.92
1066,2013-12-02,6170.98
1067,2013-12-03,6170.99
1068,2013-12-04,6170.96
1069,2013-12-05,6170.94
1070,2013-12-06,6170.95
1071,2013-12-07,6170.96
1072,2013-12-08,6170.94
1073,2013-12-09,6170.92
1074,2013-12-10,6170.91
1075,2013-12-11,6170.89
1076,2013-12-12,6170.88
1077,2013-12-13,6170.86
1078,2013-12-14,6170.85
1079,2013-12-15,6170.84
1080,2013-12-16,6170.83
1081,2013-12-17,6170.82
1082,2013-12-18,6170.8
1083,2013-12-19,6170.78
1084,2013-12-20,6170.78
1085,2013-12-21,6170.79
1086,2013-12-22,6170.77
1087,2013-12-23,6170.76
1088,2013-12-24,6170.75
1089,2013-12-25,6170.75
1090,2013-12-26,6170.73
1091,2013-12-27,6170.72
1092,2013-12-28,6170.7
1093,2013-12-29,6170.69
1094,2013-12-30,6170.68
1095,2013-12-31,6170.66
1096,2014-01-01,6170.65
1097,2014-01-02,6170.64
1098,2014-01-03,6170.62
1099,2014-01-04,6170.6
1100,2014-01-05,6170.58
1101,2014-01-06,6170.56
1102,2014-01-07,6170.56
1103,2014-01-08,6170.61
1104,2014-01-09,6170.65
1105,2014-01-10,6170.66
1106,2014-01-11,6170.7
1107,2014-01-12,6170.74
1108,2014-01-13,6170.73
1109,2014-01-14,6170.72
1110,2014-01-15,6170.71
1111,2014-01-16,6170.7
1112,2014-01-17,6170.69
1113,2014-01-18,6170.68
1114,2014-01-19,6170.66
1115,2014-01-20,6170.65
1116,2014-01-21,6170.64
1117,2014-01-22,6170.62
1118,2014-01-23,6170.61
1119,2014-01-24,6170.58
1120,2014-01-25,6170.56
1121,2014-01-26,6170.55
1122,2014-01-27,6170.54
1123,2014-01-28,6170.56
1124,2014-01-29,6170.77
1125,2014-01-30,6170.8
1126,2014-01-31,6170.78
1127,2014-02-01,6170.76
1128,2014-02-02,6170.75
1129,2014-02-03,6170.74
1130,2014-02-04,6170.72
1131,2014-02-05,6170.7
1132,2014-02-06,6170.72
1133,2014-02-07,6170.78
1134,2014-02-08,6170.86
1135,2014-02-09,6170.88
1136,2014-02-10,6170.87
1137,2014-02-11,6170.88
1138,2014-02-12,6171.08
1139,2014-02-13,6171.25
1140,2014-02-14,6171.43
1141,2014-02-15,6171.57
1142,2014-02-16,6171.66
1143,2014-02-17,6171.65
1144,2014-02-18,6171.69
1145,2014-02-19,6171.75
1146,2014-02-20,6171.73
1147,2014-02-21,6171.71
1148,2014-02-22,6171.7
1149,2014-02-23,6171.69
1150,2014-02-24,6171.68
1151,2014-02-25,6171.67
1152,2014-02-26,6171.66
1153,2014-02-27,6171.69
1154,2014-02-28,6171.67
1155,2014-03-01,6171.69
1156,2014-03-02,6171.72
1157,2014-03-03,6171.82
1158,2014-03-04,6171.85
1159,2014-03-05,6171.89
1160,2014-03-06,6171.99
1161,2014-03-07,6172.0
1162,2014-03-08,6171.99
1163,2014-03-09,6172.12
1164,2014-03-10,6172.29
1165,2014-03-11,6172.28
1166,2014-03-12,6172.27
1167,2014-03-13,6172.26
1168,2014-03-14,6172.26
1169,2014-03-15,6172.24
1170,2014-03-16,6172.23
1171,2014-03-17,6172.25
1172,2014-03-18,6172.23
1173,2014-03-19,6172.22
1174,2014-03-20,6172.2
1175,2014-03-21,6172.19
1176,2014-03-22,6172.17
1177,2014-03-23,6172.16
1178,2014-03-24,6172.15
1179,2014-03-25,6172.14
1180,2014-03-26,6172.16
1181,2014-03-27,6172.22
1182,2014-03-28,6172.26
1183,2014-03-29,6172.36
1184,2014-03-30,6172.37
1185,2014-03-31,6172.35
1186,2014-04-01,6172.37
1187,2014-04-02,6172.35
1188,2014-04-03,6172.34
1189,2014-04-04,6172.35
1190,2014-04-05,6172.36
1191,2014-04-06,6172.38
1192,2014-04-07,6172.36
1193,2014-04-08,6172.35
1194,2014-04-09,6172.34
1195,2014-04-10,6172.33
1196,2014-04-11,6172.32
1197,2014-04-12,6172.32
1198,2014-04-13,6172.3
1199,2014-04-14,6172.29
1200,2014-04-15,6172.28
1201,2014-04-16,6172.26
1202,2014-04-17,6172.26
1203,2014-04-18,6172.26
1204,2014-04-19,6172.25
1205,2014-04-20,6172.24
1206,2014-04-21,6172.23
1207,2014-04-22,6172.25
1208,2014-04-23,6172.28
1209,2014-04-24,6172.34
1210,2014-04-25,6172.38
1211,2014-04-26,6172.37
1212,2014-04-27,6172.4
1213,2014-04-28,6172.42
1214,2014-04-29,6172.4
1215,2014-04-30,6172.39
1216,2014-05-01,6172.38
1217,2014-05-02,6172.38
1218,2014-05-03,6172.38
1219,2014-05-04,6172.38
1220,2014-05-05,6172.39
1221,2014-05-06,6172.38
1222,2014-05-07,6172.36
1223,2014-05-08,6172.38
1224,2014-05-09,6172.5
1225,2014-05-10,6172.57
1226,2014-05-11,6172.56
1227,2014-05-12,6172.55
1228,2014-05-13,6172.54
1229,2014-05-14,6172.53
1230,2014-05-15,6172.52
1231,2014-05-16,6172.52
1232,2014-05-17,6172.51
1233,2014-05-18,6172.54
1234,2014-05-19,6172.56
1235,2014-05-20,6172.57
1236,2014-05-21,6172.56
1237,2014-05-22,6172.56
1238,2014-05-23,6172.55
1239,2014-05-24,6172.55
1240,2014-05-25,6172.54
1241,2014-05-26,6172.54
1242,2014-05-27,6172.53
1243,2014-05-28,6172.52
1244,2014-05-29,6172.51
1245,2014-05-30,6172.5
1246,2014-05-31,6172.49
1247,2014-06-01,6172.48
1248,2014-06-02,6172.47
1249,2014-06-03,6172.46
1250,2014-06-04,6172.45
1251,2014-06-05,6172.44
1252,2014-06-06,6172.43
1253,2014-06-07,6172.42
1254,2014-06-08,6172.41
1255,2014-06-09,6172.4
1256,2014-06-10,6172.38
1257,2014-06-11,6172.37
1258,2014-06-12,6172.36
1259,2014-06-13,6172.35
1260,2014-06-14,6172.34
1261,2014-06-15,6172.33
1262,2014-06-16,6172.31
1263,2014-06-17,6172.3
1264,2014-06-18,6172.29
1265,2014-06-19,6172.28
1266,2014-06-20,6172.26
1267,2014-06-21,6172.25
1268,2014-06-22,6172.24
1269,2014-06-23,6172.23
1270,2014-06-24,6172.21
1271,2014-06-25,6172.21
1272,2014-06-26,6172.24
1273,2014-06-27,6172.24
1274,2014-06-28,6172.22
1275,2014-06-29,6172.2
1276,2014-06-30,6172.19
1277,2014-07-01,6172.19
1278,2014-07-02,6172.18
1279,2014-07-03,6172.16
1280,2014-07-04,6172.14
1281,2014-07-05,6172.13
1282,2014-07-06,6172.11
1283,2014-07-07,6172.1
1284,2014-07-08,6172.09
1285,2014-07-09,6172.08
1286,2014-07-10,6172.06
1287,2014-07-11,6172.05
1288,2014-07-12,6172.03
1289,2014-07-13,6172.02
1290,2014-07-14,6172.01
1291,2014-07-15,6171.99
1292,2014-07-16,6171.98
1293,2014-07-17,6171.96
1294,2014-07-18,6171.94
1295,2014-07-19,6171.92
1296,2014-07-20,6171.91
1297,2014-07-21,6171.88
1298,2014-07-22,6171.86
1299,2014-07-23,6171.87
1300,2014-07-24,6171.83
1301,2014-07-25,6171.81
1302,2014-07-26,6171.8
1303,2014-07-27,6171.78
1304,2014-07-28,6171.77
1305,2014-07-29,6171.76
1306,2014-07-30,6171.74
1307,2014-07-31,6171.73
1308,2014-08-01,6171.71
1309,2014-08-02,6171.7
1310,2014-08-03,6171.69
1311,2014-08-04,6171.67
1312,2014-08-05,6171.66
1313,2014-08-06,6171.65
1314,2014-08-07,6171.63
1315,2014-08-08,6171.6
1316,2014-08-09,6171.59
1317,2014-08-10,6171.56
1318,2014-08-11,6171.55
1319,2014-08-12,6171.54
1320,2014-08-13,6171.55
1321,2014-08-14,6171.54
1322,2014-08-15,6171.52
1323,2014-08-16,6171.5
1324,2014-08-17,6171.48
1325,2014-08-18,6171.46
1326,2014-08-19,6171.46
1327,2014-08-20,6171.43
1328,2014-08-21,6171.41
1329,2014-08-22,6171.38
1330,2014-08-23,6171.36
1331,2014-08-24,6171.33
1332,2014-08-25,6171.3
1333,2014-08-26,6171.29
1334,2014-08-27,6171.27
1335,2014-08-28,6171.26
1336,2014-08-29,6171.24
1337,2014-08-30,6171.21
1338,2014-08-31,6171.18
1339,2014-09-01,6171.16
1340,2014-09-02,6171.14
1341,2014-09-03,6171.11
1342,2014-09-04,6171.08
1343,2014-09-05,6171.05
1344,2014-09-06,6171.03
1345,2014-09-07,6171.01
1346,2014-09-08,6171.0
1347,2014-09-09,6170.97
1348,2014-09-10,6170.95
1349,2014-09-11,6170.92
1350,2014-09-12,6170.91
1351,2014-09-13,6170.89
1352,2014-09-14,6170.87
1353,2014-09-15,6170.85
1354,2014-09-16,6170.83
1355,2014-09-17,6170.8
1356,2014-09-18,6170.79
1357,2014-09-19,6170.76
1358,2014-09-20,6170.75
1359,2014-09-21,6170.74
1360,2014-09-22,6170.72
1361,2014-09-23,6170.7
1362,2014-09-24,6170.73
1363,2014-09-25,6170.86
1364,2014-09-26,6170.84
1365,2014-09-27,6170.82
1366,2014-09-28,6170.79
1367,2014-09-29,6170.78
1368,2014-09-30,6170.76
1369,2014-10-01,6170.74
1370,2014-10-02,6170.72
1371,2014-10-03,6170.7
1372,2014-10-04,6170.69
1373,2014-10-05,6170.68
1374,2014-10-06,6170.67
1375,2014-10-07,6170.65
1376,2014-10-08,6170.63
1377,2014-10-09,6170.61
1378,2014-10-10,6170.6
1379,2014-10-11,6170.58
1380,2014-10-12,6170.56
1381,2014-10-13,6170.54
1382,2014-10-14,6170.51
1383,2014-10-15,6170.56
1384,2014-10-16,6170.53
1385,2014-10-17,6170.5
1386,2014-10-18,6170.5
1387,2014-10-19,6170.48
1388,2014-10-20,6170.48
1389,2014-10-21,6170.48
1390,2014-10-22,6170.48
1391,2014-10-23,6170.55
1392,2014-10-24,6170.57
1393,2014-10-25,6170.57
1394,2014-10-26,6170.67
1395,2014-10-27,6170.65
1396,2014-10-28,6170.65
1397,2014-10-29,6170.66
1398,2014-10-30,6170.64
1399,2014-10-31,6170.67
1400,2014-11-01,6170.67
1401,2014-11-02,6170.64
1402,2014-11-03,6170.62
1403,2014-11-04,6170.64
1404,2014-11-05,6170.64
1405,2014-11-06,6170.64
1406,2014-11-07,6170.62
1407,2014-11-08,6170.61
1408,2014-11-09,6170.6
1409,2014-11-10,6170.57
1410,2014-11-11,6170.55
1411,2014-11-12,6170.52
1412,2014-11-13,6170.59
1413,2014-11-14,6170.69
1414,2014-11-15,6170.73
1415,2014-11-16,6170.71
1416,2014-11-17,6170.7
1417,2014-11-18,6170.68
1418,2014-11-19,6170.66
1419,2014-11-20,6170.68
1420,2014-11-21,6170.69
1421,2014-11-22,6170.88
1422,2014-11-23,6170.9
1423,2014-11-24,6170.88
1424,2014-11-25,6170.89
1425,2014-11-26,6170.88
1426,2014-11-27,6170.88
1427,2014-11-28,6170.9
1428,2014-11-29,6170.98
1429,2014-11-30,6170.95
1430,2014-12-01,6170.94
1431,2014-12-02,6170.92
1432,2014-12-03,6170.94
1433,2014-12-04,6170.96
1434,2014-12-05,6170.94
1435,2014-12-06,6171.0
1436,2014-12-07,6170.98
1437,2014-12-08,6170.99
1438,2014-12-09,6170.99
1439,2014-12-10,6170.98
1440,2014-12-11,6171.03
1441,2014-12-12,6171.13
1442,2014-12-13,6171.12
1443,2014-12-14,6171.09
1444,2014-12-15,6171.08
1445,2014-12-16,6171.07
1446,2014-12-17,6171.07
1447,2014-12-18,6171.07
1448,2014-12-19,6171.11
1449,2014-12-20,6171.22
1450,2014-12-21,6171.68
1451,2014-12-22,6171.95
1452,2014-12-23,6171.97
1453,2014-12-24,6172.0
1454,2014-12-25,6172.01
1455,2014-12-26,6171.99
1456,2014-12-27,6171.98
1457,2014-12-28,6171.99
1458,2014-12-29,6171.98
1459,2014-12-30,6171.959999999999
1460,2014-12-31,6171.94
1461,2015-01-01,6171.92
1462,2015-01-02,6171.91
1463,2015-01-03,6171.9
1464,2015-01-04,6171.88
1465,2015-01-05,6171.86
1466,2015-01-06,6171.85
1467,2015-01-07,6171.84
1468,2015-01-08,6171.83
1469,2015-01-09,6171.82
1470,2015-01-10,6171.81
1471,2015-01-11,6171.8
1472,2015-01-12,6171.79
1473,2015-01-13,6171.78
1474,2015-01-14,6171.76
1475,2015-01-15,6171.75
1476,2015-01-16,6171.8
1477,2015-01-17,6171.86
1478,2015-01-18,6171.98
1479,2015-01-19,6171.97
1480,2015-01-20,6171.95
1481,2015-01-21,6171.94
1482,2015-01-22,6171.93
1483,2015-01-23,6171.92
1484,2015-01-24,6171.9
1485,2015-01-25,6171.89
1486,2015-01-26,6171.88
1487,2015-01-27,6171.87
1488,2015-01-28,6171.85
1489,2015-01-29,6171.84
1490,2015-01-30,6171.83
1491,2015-01-31,6171.82
1492,2015-02-01,6171.83
1493,2015-02-02,6171.92
1494,2015-02-03,6172.08
1495,2015-02-04,6172.16
1496,2015-02-05,6172.14
1497,2015-02-06,6172.27
1498,2015-02-07,6172.49
1499,2015-02-08,6172.5
1500,2015-02-09,6172.56
1501,2015-02-10,6172.57
1502,2015-02-11,6172.56
1503,2015-02-12,6172.55
1504,2015-02-13,6172.54
1505,2015-02-14,6172.53
1506,2015-02-15,6172.52
1507,2015-02-16,6172.51
1508,2015-02-17,6172.5
1509,2015-02-18,6172.49
1510,2015-02-19,6172.47
1511,2015-02-20,6172.46
1512,2015-02-21,6172.44
1513,2015-02-22,6172.41
1514,2015-02-23,6172.38
1515,2015-02-24,6172.37
1516,2015-02-25,6172.35
1517,2015-02-26,6172.34
1518,2015-02-27,6172.36
1519,2015-02-28,6172.36
1520,2015-03-01,6172.34
1521,2015-03-02,6172.32
1522,2015-03-03,6172.3
1523,2015-03-04,6172.29
1524,2015-03-05,6172.28
1525,2015-03-06,6172.27
1526,2015-03-07,6172.26
1527,2015-03-08,6172.25
1528,2015-03-09,6172.24
1529,2015-03-10,6172.22
1530,2015-03-11,6172.24
1531,2015-03-12,6172.27
1532,2015-03-13,6172.25
1533,2015-03-14,6172.27
1534,2015-03-15,6172.34
1535,2015-03-16,6172.36
1536,2015-03-17,6172.36
1537,2015-03-18,6172.34
1538,2015-03-19,6172.33
1539,2015-03-20,6172.32
1540,2015-03-21,6172.33
1541,2015-03-22,6172.34
1542,2015-03-23,6172.39
1543,2015-03-24,6172.46
1544,2015-03-25,6172.45
1545,2015-03-26,6172.44
1546,2015-03-27,6172.43
1547,2015-03-28,6172.44
1548,2015-03-29,6172.42
1549,2015-03-30,6172.42
1550,2015-03-31,6172.43
1551,2015-04-01,6172.43
1552,2015-04-02,6172.42
1553,2015-04-03,6172.4
1554,2015-04-04,6172.39
1555,2015-04-05,6172.39
1556,2015-04-06,6172.4
1557,2015-04-07,6172.41
1558,2015-04-08,6172.42
1559,2015-04-09,6172.4
1560,2015-04-10,6172.39
1561,2015-04-11,6172.4
1562,2015-04-12,6172.39
1563,2015-04-13,6172.38
1564,2015-04-14,6172.4
1565,2015-04-15,6172.39
1566,2015-04-16,6172.38
1567,2015-04-17,6172.37
1568,2015-04-18,6172.36
1569,2015-04-19,6172.34
1570,2015-04-20,6172.33
1571,2015-04-21,6172.32
1572,2015-04-22,6172.31
1573,2015-04-23,6172.3
1574,2015-04-24,6172.31
1575,2015-04-25,6172.31
1576,2015-04-26,6172.3
1577,2015-04-27,6172.29
1578,2015-04-28,6172.28
1579,2015-04-29,6172.27
1580,2015-04-30,6172.25
1581,2015-05-01,6172.23
1582,2015-05-02,6172.22
1583,2015-05-03,6172.21
1584,2015-05-04,6172.21
1585,2015-05-05,6172.19
1586,2015-05-06,6172.17
1587,2015-05-07,6172.15
1588,2015-05-08,6172.13
1589,2015-05-09,6172.11
1590,2015-05-10,6172.1
1591,2015-05-11,6172.1
1592,2015-05-12,6172.11
1593,2015-05-13,6172.1
1594,2015-05-14,6172.09
1595,2015-05-15,6172.1
1596,2015-05-16,6172.09
1597,2015-05-17,6172.08
1598,2015-05-18,6172.08
1599,2015-05-19,6172.1
1600,2015-05-20,6172.13
1601,2015-05-21,6172.14
1602,2015-05-22,6172.15
1603,2015-05-23,6172.15
1604,2015-05-24,6172.14
1605,2015-05-25,6172.13
1606,2015-05-26,6172.12
1607,2015-05-27,6172.1
1608,2015-05-28,6172.09
1609,2015-05-29,6172.07
1610,2015-05-30,6172.07
1611,2015-05-31,6172.05
1612,2015-06-01,6172.06
1613,2015-06-02,6172.09
1614,2015-06-03,6172.1
1615,2015-06-04,6172.12
1616,2015-06-05,6172.1
1617,2015-06-06,6172.09
1618,2015-06-07,6172.08
1619,2015-06-08,6172.07
1620,2015-06-09,6172.06
1621,2015-06-10,6172.06
1622,2015-06-11,6172.04
1623,2015-06-12,6172.03
1624,2015-06-13,6172.01
1625,2015-06-14,6172.0
1626,2015-06-15,6171.98
1627,2015-06-16,6171.97
1628,2015-06-17,6171.95
1629,2015-06-18,6171.93
1630,2015-06-19,6171.91
1631,2015-06-20,6171.91
1632,2015-06-21,6171.89
1633,2015-06-22,6171.87
1634,2015-06-23,6171.85
1635,2015-06-24,6171.84
1636,2015-06-25,6171.82
1637,2015-06-26,6171.81
1638,2015-06-27,6171.8
1639,2015-06-28,6171.78
1640,2015-06-29,6171.77
1641,2015-06-30,6171.76
1642,2015-07-01,6171.74
1643,2015-07-02,6171.73
1644,2015-07-03,6171.71
1645,2015-07-04,6171.7
1646,2015-07-05,6171.67
1647,2015-07-06,6171.65
1648,2015-07-07,6171.64
1649,2015-07-08,6171.64
1650,2015-07-09,6171.63
1651,2015-07-10,6171.64
1652,2015-07-11,6171.63
1653,2015-07-12,6171.62
1654,2015-07-13,6171.61
1655,2015-07-14,6171.59
1656,2015-07-15,6171.58
1657,2015-07-16,6171.56
1658,2015-07-17,6171.53
1659,2015-07-18,6171.51
1660,2015-07-19,6171.49
1661,2015-07-20,6171.47
1662,2015-07-21,6171.45
1663,2015-07-22,6171.43
1664,2015-07-23,6171.41
1665,2015-07-24,6171.38
1666,2015-07-25,6171.36
1667,2015-07-26,6171.33
1668,2015-07-27,6171.3
1669,2015-07-28,6171.28
1670,2015-07-29,6171.26
1671,2015-07-30,6171.24
1672,2015-07-31,6171.23
1673,2015-08-01,6171.22
1674,2015-08-02,6171.2
1675,2015-08-03,6171.19
1676,2015-08-04,6171.18
1677,2015-08-05,6171.16
1678,2015-08-06,6171.13
1679,2015-08-07,6171.11
1680,2015-08-08,6171.1
1681,2015-08-09,6171.07
1682,2015-08-10,6171.05
1683,2015-08-11,6171.02
1684,2015-08-12,6171.0
1685,2015-08-13,6170.97
1686,2015-08-14,6170.95
1687,2015-08-15,6170.92
1688,2015-08-16,6170.91
1689,2015-08-17,6170.88
1690,2015-08-18,6170.87
1691,2015-08-19,6170.85
1692,2015-08-20,6170.83
1693,2015-08-21,6170.81
1694,2015-08-22,6170.79
1695,2015-08-23,6170.77
1696,2015-08-24,6170.75
1697,2015-08-25,6170.73
1698,2015-08-26,6170.71
1699,2015-08-27,6170.69
1700,2015-08-28,6170.65
1701,2015-08-29,6170.66
1702,2015-08-30,6170.64
1703,2015-08-31,6170.6
1704,2015-09-01,6170.58
1705,2015-09-02,6170.56
1706,2015-09-03,6170.52
1707,2015-09-04,6170.5
1708,2015-09-05,6170.48
1709,2015-09-06,6170.46
1710,2015-09-07,6170.44
1711,2015-09-08,6170.42
1712,2015-09-09,6170.41
1713,2015-09-10,6170.4
1714,2015-09-11,6170.39
1715,2015-09-12,6170.38
1716,2015-09-13,6170.36
1717,2015-09-14,6170.34
1718,2015-09-15,6170.32
1719,2015-09-16,6170.3
1720,2015-09-17,6170.32
1721,2015-09-18,6170.32
1722,2015-09-19,6170.3
1723,2015-09-20,6170.29
1724,2015-09-21,6170.27
1725,2015-09-22,6170.25
1726,2015-09-23,6170.23
1727,2015-09-24,6170.21
1728,2015-09-25,6170.2
1729,2015-09-26,6170.17
1730,2015-09-27,6170.15
1731,2015-09-28,6170.13
1732,2015-09-29,6170.13
1733,2015-09-30,6170.11
1734,2015-10-01,6170.09
1735,2015-10-02,6170.07
1736,2015-10-03,6170.04
1737,2015-10-04,6170.01
1738,2015-10-05,6170.0
1739,2015-10-06,6169.99
1740,2015-10-07,6169.97
1741,2015-10-08,6169.94
1742,2015-10-09,6169.91
1743,2015-10-10,6169.91
1744,2015-10-11,6169.9
1745,2015-10-12,6169.88
1746,2015-10-13,6169.86
1747,2015-10-14,6169.85
1748,2015-10-15,6169.84
1749,2015-10-16,6169.82
1750,2015-10-17,6169.82
1751,2015-10-18,6169.82
1752,2015-10-19,6169.8
1753,2015-10-20,6169.78
1754,2015-10-21,6169.7625
1755,2015-10-22,6169.745
1756,2015-10-23,6169.7275
1757,2015-10-24,6169.71
1758,2015-10-25,6169.72
1759,2015-10-26,6169.75
1760,2015-10-27,6169.72
1761,2015-10-28,6169.74
1762,2015-10-29,6169.73
1763,2015-10-30,6169.72
1764,2015-10-31,6169.71
1765,2015-11-01,6169.78
1766,2015-11-02,6169.77
1767,2015-11-03,6169.76
1768,2015-11-04,6169.73
1769,2015-11-05,6169.71
1770,2015-11-06,6169.69
1771,2015-11-07,6169.67
1772,2015-11-08,6169.69
1773,2015-11-09,6169.68
1774,2015-11-10,6169.66
1775,2015-11-11,6169.64
1776,2015-11-12,6169.62
1777,2015-11-13,6169.6
1778,2015-11-14,6169.59
1779,2015-11-15,6169.58
1780,2015-11-16,6169.57
1781,2015-11-17,6169.6
1782,2015-11-18,6169.63
1783,2015-11-19,6169.74
1784,2015-11-20,6169.8
1785,2015-11-21,6169.79
1786,2015-11-22,6169.77
1787,2015-11-23,6169.76
1788,2015-11-24,6169.77
1789,2015-11-25,6169.75
1790,2015-11-26,6169.7
1791,2015-11-27,6169.67
1792,2015-11-28,6169.64
1793,2015-11-29,6169.62
1794,2015-11-30,6169.6
1795,2015-12-01,6169.59
1796,2015-12-02,6169.62
1797,2015-12-03,6169.655
1798,2015-12-04,6169.69
1799,2015-12-05,6169.737499999999
1800,2015-12-06,6169.785
1801,2015-12-07,6169.8325
1802,2015-12-08,6169.88
1803,2015-12-09,6169.95
1804,2015-12-10,6170.085
1805,2015-12-11,6170.22
1806,2015-12-12,6170.27
1807,2015-12-13,6170.52
1808,2015-12-14,6170.53
1809,2015-12-15,6170.51
1810,2015-12-16,6170.49
1811,2015-12-17,6170.58
1812,2015-12-18,6170.68
1813,2015-12-19,6170.69
1814,2015-12-20,6170.72
1815,2015-12-21,6170.83
1816,2015-12-22,6170.96
1817,2015-12-23,6171.03
1818,2015-12-24,6171.08
1819,2015-12-25,6171.08
1820,2015-12-26,6171.055
1821,2015-12-27,6171.03
1822,2015-12-28,6171.04
1823,2015-12-29,6171.03
1824,2015-12-30,6171.05
1825,2015-12-31,6171.03
1826,2016-01-01,6170.995
1827,2016-01-02,6170.96
1828,2016-01-03,6170.95
1829,2016-01-04,6170.94
1830,2016-01-05,6170.95
1831,2016-01-06,6170.94
1832,2016-01-07,6170.94
1833,2016-01-08,6170.92
1834,2016-01-09,6170.93
1835,2016-01-10,6170.91
1836,2016-01-11,6170.923333333333
1837,2016-01-12,6170.9366666666665
1838,2016-01-13,6170.95
1839,2016-01-14,6170.96
1840,2016-01-15,6171.0
1841,2016-01-16,6171.05
1842,2016-01-17,6171.11
1843,2016-01-18,6171.18
1844,2016-01-19,6171.21
1845,2016-01-20,6171.25
1846,2016-01-21,6171.27
1847,2016-01-22,6171.29
1848,2016-01-23,6171.31
1849,2016-01-24,6171.34
1850,2016-01-25,6171.33
1851,2016-01-26,6171.32
1852,2016-01-27,6171.3
1853,2016-01-28,6171.34
1854,2016-01-29,6171.44
1855,2016-01-30,6171.5
1856,2016-01-31,6171.49
1857,2016-02-01,6171.48
1858,2016-02-02,6171.46
1859,2016-02-03,6171.46
1860,2016-02-04,6171.46
1861,2016-02-05,6171.44
1862,2016-02-06,6171.44
1863,2016-02-07,6171.44
1864,2016-02-08,6171.42
1865,2016-02-09,6171.4
1866,2016-02-10,6171.38
1867,2016-02-11,6171.37
1868,2016-02-12,6171.36
1869,2016-02-13,6171.36
1870,2016-02-14,6171.37
1871,2016-02-15,6171.38
1872,2016-02-16,6171.36
1873,2016-02-17,6171.35
1874,2016-02-18,6171.4
1875,2016-02-19,6171.44
1876,2016-02-20,6171.46
1877,2016-02-21,6171.45
1878,2016-02-22,6171.44
1879,2016-02-23,6171.42
1880,2016-02-24,6171.41
1881,2016-02-25,6171.4
1882,2016-02-26,6171.4
1883,2016-02-27,6171.42
1884,2016-02-28,6171.42
1885,2016-02-29,6171.4
1886,2016-03-01,6171.4
1887,2016-03-02,6171.39
1888,2016-03-03,6171.43
1889,2016-03-04,6171.41
1890,2016-03-05,6171.47
1891,2016-03-06,6171.61
1892,2016-03-07,6171.64
1893,2016-03-08,6171.64
1894,2016-03-09,6171.65
1895,2016-03-10,6171.72
1896,2016-03-11,6171.72
1897,2016-03-12,6171.77
1898,2016-03-13,6171.9
1899,2016-03-14,6172.05
1900,2016-03-15,6172.08
1901,2016-03-16,6172.07
1902,2016-03-17,6172.06
1903,2016-03-18,6172.05
1904,2016-03-19,6172.04
1905,2016-03-20,6172.05
1906,2016-03-21,6172.12
1907,2016-03-22,6172.18
1908,2016-03-23,6172.17
1909,2016-03-24,6172.19
1910,2016-03-25,6172.16
1911,2016-03-26,6172.16
1912,2016-03-27,6172.16
1913,2016-03-28,6172.15
1914,2016-03-29,6172.14
1915,2016-03-30,6172.11
1916,2016-03-31,6172.1
1917,2016-04-01,6172.09
1918,2016-04-02,6172.08
1919,2016-04-03,6172.06
