,datetime,BULL_RUN_RESERVOIR_NO_1_NEAR_BULL_RUN__OR.
973,2013-08-31,1012.19
974,2013-09-01,1011.44
975,2013-09-02,1011.05
976,2013-09-03,1010.1
977,2013-09-04,1009.17
978,2013-09-05,1008.21
979,2013-09-06,1008.89
980,2013-09-07,1008.67
981,2013-09-08,1008.08
982,2013-09-09,1007.65
983,2013-09-10,1006.9
984,2013-09-11,1005.9
985,2013-09-12,1004.96
986,2013-09-13,1004.13
987,2013-09-14,1003.38
988,2013-09-15,1002.8
989,2013-09-16,1002.22
990,2013-09-17,1001.64
991,2013-09-18,1001.52
992,2013-09-19,1001.17
993,2013-09-20,1000.69
994,2013-09-21,1000.64
995,2013-09-22,1001.33
996,2013-09-23,1001.09
997,2013-09-24,1002.59
998,2013-09-25,1005.01
999,2013-09-26,1006.55
1000,2013-09-27,1008.25
1001,2013-09-28,1020.59
1002,2013-09-29,1035.25
1003,2013-09-30,1036.78
1004,2013-10-01,1036.46
1005,2013-10-02,1035.46
1006,2013-10-03,1034.72
1007,2013-10-04,1034.91
1008,2013-10-05,1035.7
1009,2013-10-06,1035.32
1010,2013-10-07,1035.45
1011,2013-10-08,1035.75
1012,2013-10-09,1035.06
1013,2013-10-10,1034.99
1014,2013-10-11,1034.8
1015,2013-10-12,1035.2
1016,2013-10-13,1034.98
1017,2013-10-14,1034.23
1018,2013-10-15,1034.69
1019,2013-10-16,1034.75
1020,2013-10-17,1034.36
1021,2013-10-18,1032.29
1022,2013-10-19,1030.78
1023,2013-10-20,1029.19
1024,2013-10-21,1027.5
1025,2013-10-22,1025.33
1026,2013-10-23,1025.19
1027,2013-10-24,1024.26
1028,2013-10-25,1024.06
1029,2013-10-26,1023.57
1030,2013-10-27,1023.25
1031,2013-10-28,1023.05
1032,2013-10-29,1022.42
1033,2013-10-30,1021.45
1034,2013-10-31,1021.71
1035,2013-11-01,1020.22
1036,2013-11-02,1020.8
1037,2013-11-03,1021.96
1038,2013-11-04,1023.62
1039,2013-11-05,1028.38
1040,2013-11-06,1032.3
1041,2013-11-07,1035.73
1042,2013-11-08,1035.64
1043,2013-11-09,1034.88
1044,2013-11-10,1034.95
1045,2013-11-11,1034.31
1046,2013-11-12,1033.54
1047,2013-11-13,1032.94
1048,2013-11-14,1033.75
1049,2013-11-15,1035.06
1050,2013-11-16,1036.89
1051,2013-11-17,1035.58
1052,2013-11-18,1035.18
1053,2013-11-19,1036.62
1054,2013-11-20,1035.56
1055,2013-11-21,1034.86
1056,2013-11-22,1034.9
1057,2013-11-23,1034.31
1058,2013-11-24,1034.35
1059,2013-11-25,1034.07
1060,2013-11-26,1034.41
1061,2013-11-27,1033.99
1062,2013-11-28,1032.9
1063,2013-11-29,1031.67
1064,2013-11-30,1030.83
1065,2013-12-01,1042.56
1066,2013-12-02,1038.16
1067,2013-12-03,1035.55
1068,2013-12-04,1034.96
1069,2013-12-05,1035.09
1070,2013-12-06,1034.86
1071,2013-12-07,1034.36
1072,2013-12-08,1034.32
1073,2013-12-09,1034.32
1074,2013-12-10,1034.2
1075,2013-12-11,1034.34
1076,2013-12-12,1034.49
1077,2013-12-13,1035.05
1078,2013-12-14,1034.95
1079,2013-12-15,1034.85
1080,2013-12-16,1034.79
1081,2013-12-17,1034.69
1082,2013-12-18,1034.68
1083,2013-12-19,1034.7
1084,2013-12-20,1035.12
1085,2013-12-21,1035.83
1086,2013-12-22,1035.91
1087,2013-12-23,1036.92
1088,2013-12-24,1035.89
1089,2013-12-25,1035.15
1090,2013-12-26,1035.17
1091,2013-12-27,1035.07
1092,2013-12-28,1034.91
1093,2013-12-29,1034.99
1094,2013-12-30,1034.84
1095,2013-12-31,1034.75
1096,2014-01-01,1034.68
1097,2014-01-02,1034.52
1098,2014-01-03,1034.88
1099,2014-01-04,1034.67
1100,2014-01-05,1034.57
1101,2014-01-06,1034.43
1102,2014-01-07,1034.39
1103,2014-01-08,1035.61
1104,2014-01-09,1035.73
1105,2014-01-10,1035.67
1106,2014-01-11,1037.36
1107,2014-01-12,1038.01
1108,2014-01-13,1037.04
1109,2014-01-14,1035.44
1110,2014-01-15,1035.25
1111,2014-01-16,1035.18
1112,2014-01-17,1035.09
1113,2014-01-18,1035.14
1114,2014-01-19,1035.07
1115,2014-01-20,1035.08
1116,2014-01-21,1034.76
1117,2014-01-22,1034.84
1118,2014-01-23,1034.94
1119,2014-01-24,1034.63
1120,2014-01-25,1034.54
1121,2014-01-26,1034.43
1122,2014-01-27,1034.51
1123,2014-01-28,1034.6
1124,2014-01-29,1036.59
1125,2014-01-30,1035.73
1126,2014-01-31,1035.19
1127,2014-02-01,1034.72
1128,2014-02-02,1034.71
1129,2014-02-03,1034.92
1130,2014-02-04,1034.82
1131,2014-02-05,1034.57
1132,2014-02-06,1034.6
1133,2014-02-07,1034.37
1134,2014-02-08,1034.26
1135,2014-02-09,1034.32
1136,2014-02-10,1034.78
1137,2014-02-11,1035.81
1138,2014-02-12,1039.45
1139,2014-02-13,1037.56
1140,2014-02-14,1038.43
1141,2014-02-15,1037.97
1142,2014-02-16,1036.07
1143,2014-02-17,1036.16
1144,2014-02-18,1037.86
1145,2014-02-19,1036.03
1146,2014-02-20,1035.94
1147,2014-02-21,1035.52
1148,2014-02-22,1035.39
1149,2014-02-23,1035.78
1150,2014-02-24,1035.57
1151,2014-02-25,1035.33
1152,2014-02-26,1034.96
1153,2014-02-27,1035.07
1154,2014-02-28,1034.66
1155,2014-03-01,1034.72
1156,2014-03-02,1035.62
1157,2014-03-03,1037.33
1158,2014-03-04,1035.81
1159,2014-03-05,1039.91
1160,2014-03-06,1038.61
1161,2014-03-07,1037.0
1162,2014-03-08,1036.77
1163,2014-03-09,1039.26
1164,2014-03-10,1037.26
1165,2014-03-11,1035.51
1166,2014-03-12,1035.63
1167,2014-03-13,1035.08
1168,2014-03-14,1035.85
1169,2014-03-15,1035.24
1170,2014-03-16,1035.39
1171,2014-03-17,1035.57
1172,2014-03-18,1035.14
1173,2014-03-19,1035.17
1174,2014-03-20,1035.26
1175,2014-03-21,1035.31
1176,2014-03-22,1035.0
1177,2014-03-23,1034.95
1178,2014-03-24,1035.02
1179,2014-03-25,1034.96
1180,2014-03-26,1035.23
1181,2014-03-27,1034.88
1182,2014-03-28,1037.14
1183,2014-03-29,1036.24
1184,2014-03-30,1035.42
1185,2014-03-31,1035.48
1186,2014-04-01,1035.59
1187,2014-04-02,1035.34
1188,2014-04-03,1034.95
1189,2014-04-04,1035.49
1190,2014-04-05,1036.08
1191,2014-04-06,1036.34
1192,2014-04-07,1035.83
1193,2014-04-08,1035.46
1194,2014-04-09,1035.33
1195,2014-04-10,1035.09
1196,2014-04-11,1034.83
1197,2014-04-12,1034.77
1198,2014-04-13,1034.78
1199,2014-04-14,1035.04
1200,2014-04-15,1035.58
1201,2014-04-16,1036.07
1202,2014-04-17,1037.59
1203,2014-04-18,1040.01
1204,2014-04-19,1040.81
1205,2014-04-20,1041.87
1206,2014-04-21,1040.81
1207,2014-04-22,1039.59
1208,2014-04-23,1040.04
1209,2014-04-24,1042.5
1210,2014-04-25,1040.99
1211,2014-04-26,1040.81
1212,2014-04-27,1040.96
1213,2014-04-28,1040.72
1214,2014-04-29,1039.69
1215,2014-04-30,1039.94
1216,2014-05-01,1039.79
1217,2014-05-02,1040.03
1218,2014-05-03,1039.85
1219,2014-05-04,1039.89
1220,2014-05-05,1039.9
1221,2014-05-06,1040.1
1222,2014-05-07,1040.0
1223,2014-05-08,1040.43
1224,2014-05-09,1042.22
1225,2014-05-10,1043.67
1226,2014-05-11,1041.68
1227,2014-05-12,1040.79
1228,2014-05-13,1042.06
1229,2014-05-14,1042.92
1230,2014-05-15,1044.18
1231,2014-05-16,1044.38
1232,2014-05-17,1044.59
1233,2014-05-18,1044.39
1234,2014-05-19,1044.32
1235,2014-05-20,1044.01
1236,2014-05-21,1044.2
1237,2014-05-22,1044.28
1238,2014-05-23,1044.13
1239,2014-05-24,1044.08
1240,2014-05-25,1044.18
1241,2014-05-26,1044.21
1242,2014-05-27,1044.21
1243,2014-05-28,1044.34
1244,2014-05-29,1044.77
1245,2014-05-30,1045.15
1246,2014-05-31,1044.84
1247,2014-06-01,1044.4
1248,2014-06-02,1044.09
1249,2014-06-03,1043.72
1250,2014-06-04,1043.64
1251,2014-06-05,1043.38
1252,2014-06-06,1043.32
1253,2014-06-07,1043.24
1254,2014-06-08,1043.14
1255,2014-06-09,1043.0
1256,2014-06-10,1042.77
1257,2014-06-11,1042.51
1258,2014-06-12,1042.44
1259,2014-06-13,1043.44
1260,2014-06-14,1044.03
1261,2014-06-15,1044.51
1262,2014-06-16,1045.04
1263,2014-06-17,1045.25
1264,2014-06-18,1045.12
1265,2014-06-19,1045.14
1266,2014-06-20,1045.17
1267,2014-06-21,1044.95
1268,2014-06-22,1044.76
1269,2014-06-23,1044.93
1270,2014-06-24,1044.69
1271,2014-06-25,1044.65
1272,2014-06-26,1044.86
1273,2014-06-27,1045.15
1274,2014-06-28,1044.88
1275,2014-06-29,1044.77
1276,2014-06-30,1044.53
1277,2014-07-01,1044.82
1278,2014-07-02,1045.0
1279,2014-07-03,1045.05
1280,2014-07-04,1044.76
1281,2014-07-05,1044.25
1282,2014-07-06,1044.28
1283,2014-07-07,1044.35
1284,2014-07-08,1044.43
1285,2014-07-09,1044.34
1286,2014-07-10,1044.08
1287,2014-07-11,1043.92
1288,2014-07-12,1043.42
1289,2014-07-13,1043.09
1290,2014-07-14,1042.85
1291,2014-07-15,1042.42
1292,2014-07-16,1041.86
1293,2014-07-17,1041.3
1294,2014-07-18,1040.75
1295,2014-07-19,1040.16
1296,2014-07-20,1039.68
1297,2014-07-21,1039.29
1298,2014-07-22,1038.89
1299,2014-07-23,1038.59
1300,2014-07-24,1038.5
1301,2014-07-25,1038.1
1302,2014-07-26,1037.63
1303,2014-07-27,1037.14
1304,2014-07-28,1036.57
1305,2014-07-29,1035.74
1306,2014-07-30,1035.16
1307,2014-07-31,1034.36
1308,2014-08-01,1033.47
1309,2014-08-02,1033.95
1310,2014-08-03,1033.85
1311,2014-08-04,1033.83
1312,2014-08-05,1032.78
1313,2014-08-06,1031.47
1314,2014-08-07,1030.43
1315,2014-08-08,1029.5
1316,2014-08-09,1028.53
1317,2014-08-10,1027.55
1318,2014-08-11,1026.56
1319,2014-08-12,1025.55
1320,2014-08-13,1024.46
1321,2014-08-14,1023.36
1322,2014-08-15,1022.99
1323,2014-08-16,1022.58
1324,2014-08-17,1022.18
1325,2014-08-18,1020.19
1326,2014-08-19,1019.14
1327,2014-08-20,1017.84
1328,2014-08-21,1016.31
1329,2014-08-22,1015.21
1330,2014-08-23,1014.36
1331,2014-08-24,1012.95
1332,2014-08-25,1011.8
1333,2014-08-26,1010.9
1334,2014-08-27,1009.97
1335,2014-08-28,1009.02
1336,2014-08-29,1008.96
1337,2014-08-30,1008.82
1338,2014-08-31,1008.66
1339,2014-09-01,1008.42
1340,2014-09-02,1007.63
1341,2014-09-03,1006.48
1342,2014-09-04,1005.24
1343,2014-09-05,1003.89
1344,2014-09-06,1002.53
1345,2014-09-07,1001.17
1346,2014-09-08,999.94
1347,2014-09-09,999.28
1348,2014-09-10,998.61
1349,2014-09-11,998.15
1350,2014-09-12,997.98
1351,2014-09-13,998.03
1352,2014-09-14,998.08
1353,2014-09-15,997.49
1354,2014-09-16,994.59
1355,2014-09-17,991.09
1356,2014-09-18,989.16
1357,2014-09-19,989.67
1358,2014-09-20,990.16
1359,2014-09-21,990.64
1360,2014-09-22,991.12
1361,2014-09-23,991.6
1362,2014-09-24,992.4
1363,2014-09-25,992.99
1364,2014-09-26,993.52
1365,2014-09-27,994.0
1366,2014-09-28,994.47
1367,2014-09-29,994.99
1368,2014-09-30,994.89
1369,2014-10-01,993.57
1370,2014-10-02,991.96
1371,2014-10-03,990.08
1372,2014-10-04,988.15
1373,2014-10-05,985.39
1374,2014-10-06,985.17
1375,2014-10-07,985.19
1376,2014-10-08,985.23
1377,2014-10-09,985.04
1378,2014-10-10,984.47
1379,2014-10-11,984.02
1380,2014-10-12,983.61
1381,2014-10-13,983.08
1382,2014-10-14,982.94
1383,2014-10-15,983.25
1384,2014-10-16,983.18
1385,2014-10-17,982.86
1386,2014-10-18,983.38
1387,2014-10-19,983.19
1388,2014-10-20,983.65
1389,2014-10-21,984.87
1390,2014-10-22,991.53
1391,2014-10-23,1003.24
1392,2014-10-24,1008.26
1393,2014-10-25,1011.55
1394,2014-10-26,1019.65
1395,2014-10-27,1023.25
1396,2014-10-28,1023.97
1397,2014-10-29,1030.75
1398,2014-10-30,1034.11
1399,2014-10-31,1034.21
1400,2014-11-01,1035.07
1401,2014-11-02,1035.35
1402,2014-11-03,1035.46
1403,2014-11-04,1036.44
1404,2014-11-05,1035.41
1405,2014-11-06,1035.0
1406,2014-11-07,1033.71
1407,2014-11-08,1031.03
1408,2014-11-09,1028.44
1409,2014-11-10,1027.05
1410,2014-11-11,1029.34
1411,2014-11-12,1029.46
1412,2014-11-13,1028.39
1413,2014-11-14,1029.04
1414,2014-11-15,1030.46
1415,2014-11-16,1031.71
1416,2014-11-17,1031.62
1417,2014-11-18,1031.47
1418,2014-11-19,1030.95
1419,2014-11-20,1030.97
1420,2014-11-21,1032.82
1421,2014-11-22,1033.47
1422,2014-11-23,1035.02
1423,2014-11-24,1035.13
1424,2014-11-25,1036.65
1425,2014-11-26,1035.49
1426,2014-11-27,1035.64
1427,2014-11-28,1038.43
1428,2014-11-29,1036.17
1429,2014-11-30,1034.02
1430,2014-12-01,1033.91
1431,2014-12-02,1032.77
1432,2014-12-03,1032.77
1433,2014-12-04,1034.9
1434,2014-12-05,1034.72
1435,2014-12-06,1034.96
1436,2014-12-07,1034.19
1437,2014-12-08,1034.29
1438,2014-12-09,1035.55
1439,2014-12-10,1034.5
1440,2014-12-11,1034.15
1441,2014-12-12,1035.04
1442,2014-12-13,1034.65
1443,2014-12-14,1035.03
1444,2014-12-15,1034.98
1445,2014-12-16,1034.79
1446,2014-12-17,1034.82
1447,2014-12-18,1034.64
1448,2014-12-19,1034.72
1449,2014-12-20,1041.44
1450,2014-12-21,1038.76
1451,2014-12-22,1036.78
1452,2014-12-23,1035.24
1453,2014-12-24,1034.88
1454,2014-12-25,1034.63
1455,2014-12-26,1034.19
1456,2014-12-27,1035.51
1457,2014-12-28,1035.57
1458,2014-12-29,1035.23
1459,2014-12-30,1034.37
1460,2014-12-31,1034.72
1461,2015-01-01,1034.45
1462,2015-01-02,1034.96
1463,2015-01-03,1034.86
1464,2015-01-04,1036.16
1465,2015-01-05,1037.96
1466,2015-01-06,1035.34
1467,2015-01-07,1035.48
1468,2015-01-08,1035.22
1469,2015-01-09,1034.98
1470,2015-01-10,1034.53
1471,2015-01-11,1035.15
1472,2015-01-12,1035.22
1473,2015-01-13,1035.01
1474,2015-01-14,1034.97
1475,2015-01-15,1034.68
1476,2015-01-16,1034.64
1477,2015-01-17,1037.34
1478,2015-01-18,1037.52
1479,2015-01-19,1035.69
1480,2015-01-20,1035.71
1481,2015-01-21,1035.18
1482,2015-01-22,1034.98
1483,2015-01-23,1034.72
1484,2015-01-24,1035.12
1485,2015-01-25,1035.02
1486,2015-01-26,1035.4
1487,2015-01-27,1035.04
1488,2015-01-28,1035.12
1489,2015-01-29,1035.03
1490,2015-01-30,1035.23
1491,2015-01-31,1034.89
1492,2015-02-01,1034.99
1493,2015-02-02,1035.42
1494,2015-02-03,1033.93
1495,2015-02-04,1034.02
1496,2015-02-05,1034.26
1497,2015-02-06,1034.76
1498,2015-02-07,1034.67
1499,2015-02-08,1034.34
1500,2015-02-09,1036.72
1501,2015-02-10,1037.23
1502,2015-02-11,1035.46
1503,2015-02-12,1035.23
1504,2015-02-13,1034.86
1505,2015-02-14,1035.04
1506,2015-02-15,1035.18
1507,2015-02-16,1035.31
1508,2015-02-17,1035.14
1509,2015-02-18,1035.05
1510,2015-02-19,1035.05
1511,2015-02-20,1035.02
1512,2015-02-21,1035.05
1513,2015-02-22,1034.95
1514,2015-02-23,1034.79
1515,2015-02-24,1034.66
1516,2015-02-25,1034.82
1517,2015-02-26,1034.8
1518,2015-02-27,1035.1
1519,2015-02-28,1034.91
1520,2015-03-01,1034.99
1521,2015-03-02,1034.93
1522,2015-03-03,1035.25
1523,2015-03-04,1035.69
1524,2015-03-05,1036.06
1525,2015-03-06,1036.33
1526,2015-03-07,1036.58
1527,2015-03-08,1036.72
1528,2015-03-09,1036.85
1529,2015-03-10,1036.94
1530,2015-03-11,1036.98
1531,2015-03-12,1037.23
1532,2015-03-13,1036.67
1533,2015-03-14,1040.49
1534,2015-03-15,1042.87
1535,2015-03-16,1042.59
1536,2015-03-17,1042.31
1537,2015-03-18,1043.17
1538,2015-03-19,1043.21
1539,2015-03-20,1042.99
1540,2015-03-21,1043.07
1541,2015-03-22,1043.32
1542,2015-03-23,1043.11
1543,2015-03-24,1043.98
1544,2015-03-25,1043.91
1545,2015-03-26,1043.27
1546,2015-03-27,1043.14
1547,2015-03-28,1043.15
1548,2015-03-29,1043.1
1549,2015-03-30,1042.99
1550,2015-03-31,1043.24
1551,2015-04-01,1043.14
1552,2015-04-02,1043.05
1553,2015-04-03,1042.99
1554,2015-04-04,1042.75
1555,2015-04-05,1042.76
1556,2015-04-06,1042.9
1557,2015-04-07,1042.92
1558,2015-04-08,1043.16
1559,2015-04-09,1043.2
1560,2015-04-10,1043.01
1561,2015-04-11,1043.39
1562,2015-04-12,1042.96
1563,2015-04-13,1043.02
1564,2015-04-14,1043.17
1565,2015-04-15,1043.0
1566,2015-04-16,1043.25
1567,2015-04-17,1043.35
1568,2015-04-18,1043.19
1569,2015-04-19,1043.14
1570,2015-04-20,1043.03
1571,2015-04-21,1042.9
1572,2015-04-22,1043.12
1573,2015-04-23,1043.1
1574,2015-04-24,1042.97
1575,2015-04-25,1043.07
1576,2015-04-26,1043.26
1577,2015-04-27,1043.35
1578,2015-04-28,1043.24
1579,2015-04-29,1043.07
1580,2015-04-30,1043.19
1581,2015-05-01,1043.65
1582,2015-05-02,1043.68
1583,2015-05-03,1044.02
1584,2015-05-04,1044.0
1585,2015-05-05,1044.22
1586,2015-05-06,1044.41
1587,2015-05-07,1044.18
1588,2015-05-08,1044.08
1589,2015-05-09,1043.6
1590,2015-05-10,1043.51
1591,2015-05-11,1043.45
1592,2015-05-12,1043.7
1593,2015-05-13,1043.99
1594,2015-05-14,1044.01
1595,2015-05-15,1044.18
1596,2015-05-16,1044.17
1597,2015-05-17,1044.07
1598,2015-05-18,1043.99
1599,2015-05-19,1043.97
1600,2015-05-20,1043.9
1601,2015-05-21,1043.89
1602,2015-05-22,1043.88
1603,2015-05-23,1043.64
1604,2015-05-24,1043.44
1605,2015-05-25,1043.58
1606,2015-05-26,1043.21
1607,2015-05-27,1042.89
1608,2015-05-28,1042.71
1609,2015-05-29,1041.69
1610,2015-05-30,1041.02
1611,2015-05-31,1040.49
1612,2015-06-01,1039.99
1613,2015-06-02,1039.97
1614,2015-06-03,1040.21
1615,2015-06-04,1040.31
1616,2015-06-05,1040.28
1617,2015-06-06,1040.11
1618,2015-06-07,1039.71
1619,2015-06-08,1039.12
1620,2015-06-09,1038.52
1621,2015-06-10,1038.09
1622,2015-06-11,1037.83
1623,2015-06-12,1037.45
1624,2015-06-13,1037.21
1625,2015-06-14,1036.83
1626,2015-06-15,1036.33
1627,2015-06-16,1036.02
1628,2015-06-17,1035.47
1629,2015-06-18,1035.0
1630,2015-06-19,1034.51
1631,2015-06-20,1033.91
1632,2015-06-21,1033.42
1633,2015-06-22,1032.87
1634,2015-06-23,1032.43
1635,2015-06-24,1031.77
1636,2015-06-25,1031.08
1637,2015-06-26,1030.49
1638,2015-06-27,1030.02
1639,2015-06-28,1029.43
1640,2015-06-29,1028.75
1641,2015-06-30,1027.78
1642,2015-07-01,1026.86
1643,2015-07-02,1025.89
1644,2015-07-03,1024.63
1645,2015-07-04,1023.82
1646,2015-07-05,1023.02
1647,2015-07-06,1021.79
1648,2015-07-07,1020.72
1649,2015-07-08,1019.59
1650,2015-07-09,1018.5
1651,2015-07-10,1017.6
1652,2015-07-11,1016.72
1653,2015-07-12,1015.85
1654,2015-07-13,1014.97
1655,2015-07-14,1013.81
1656,2015-07-15,1012.87
1657,2015-07-16,1011.94
1658,2015-07-17,1012.35
1659,2015-07-18,1012.74
1660,2015-07-19,1012.32
1661,2015-07-20,1011.77
1662,2015-07-21,1010.59
1663,2015-07-22,1009.41
1664,2015-07-23,1008.41
1665,2015-07-24,1007.51
1666,2015-07-25,1006.66
1667,2015-07-26,1005.84
1668,2015-07-27,1004.96
1669,2015-07-28,1004.06
1670,2015-07-29,1003.16
1671,2015-07-30,1002.14
1672,2015-07-31,1001.03
1673,2015-08-01,999.92
1674,2015-08-02,998.79
1675,2015-08-03,997.85
1676,2015-08-04,997.04
1677,2015-08-05,996.24
1678,2015-08-06,995.68
1679,2015-08-07,995.22
1680,2015-08-08,994.65
1681,2015-08-09,994.09
1682,2015-08-10,993.53
1683,2015-08-11,992.66
1684,2015-08-12,991.42
1685,2015-08-13,990.14
1686,2015-08-14,989.13
1687,2015-08-15,988.34
1688,2015-08-16,987.54
1689,2015-08-17,986.83
1690,2015-08-18,986.17
1691,2015-08-19,985.5
1692,2015-08-20,984.82
1693,2015-08-21,983.97
1694,2015-08-22,983.11
1695,2015-08-23,982.22
1696,2015-08-24,981.13
1697,2015-08-25,979.9
1698,2015-08-26,978.64
1699,2015-08-27,977.08
1700,2015-08-28,976.04
1701,2015-08-29,976.67
1702,2015-08-30,978.25
1703,2015-08-31,978.86
1704,2015-09-01,978.66
1705,2015-09-02,978.48
1706,2015-09-03,977.89
1707,2015-09-04,977.3
1708,2015-09-05,976.55
1709,2015-09-06,975.85
1710,2015-09-07,975.17
1711,2015-09-08,974.42
1712,2015-09-09,973.63
1713,2015-09-10,972.83
1714,2015-09-11,972.23
1715,2015-09-12,971.85
1716,2015-09-13,971.45
1717,2015-09-14,971.04
1718,2015-09-15,970.65
1719,2015-09-16,970.25
1720,2015-09-17,971.29
1721,2015-09-18,972.7
1722,2015-09-19,973.47
1723,2015-09-20,974.14
1724,2015-09-21,974.77
1725,2015-09-22,975.37
1726,2015-09-23,975.96
1727,2015-09-24,976.52
1728,2015-09-25,977.07
1729,2015-09-26,977.61
1730,2015-09-27,978.13
1731,2015-09-28,978.64
1732,2015-09-29,979.13
1733,2015-09-30,979.61
1734,2015-10-01,980.1
1735,2015-10-02,980.58
1736,2015-10-03,981.08
1737,2015-10-04,981.56
1738,2015-10-05,982.02
1739,2015-10-06,982.47
1740,2015-10-07,982.97
1741,2015-10-08,983.45
1742,2015-10-09,983.93
1743,2015-10-10,984.79
1744,2015-10-11,986.79
1745,2015-10-12,987.55
1746,2015-10-13,988.15
1747,2015-10-14,988.68
1748,2015-10-15,989.18
1749,2015-10-16,989.65
1750,2015-10-17,990.13
1751,2015-10-18,990.62
1752,2015-10-19,991.13
1753,2015-10-20,991.22
1754,2015-10-21,990.42
1755,2015-10-22,989.63
1756,2015-10-23,987.43
1757,2015-10-24,987.91
1758,2015-10-25,988.51
1759,2015-10-26,989.64
1760,2015-10-27,990.38
1761,2015-10-28,990.54
1762,2015-10-29,990.22
1763,2015-10-30,996.77
1764,2015-10-31,1008.77
1765,2015-11-01,1025.78
1766,2015-11-02,1030.175
1767,2015-11-03,1034.57
1768,2015-11-04,1032.65
1769,2015-11-05,1029.85
1770,2015-11-06,1026.68
1771,2015-11-07,1023.6
1772,2015-11-08,1023.34
1773,2015-11-09,1021.93
1774,2015-11-10,1019.35
1775,2015-11-11,1021.44
1776,2015-11-12,1022.51
1777,2015-11-13,1027.52
1778,2015-11-14,1030.59
1779,2015-11-15,1029.94
1780,2015-11-16,1030.44
1781,2015-11-17,1043.13
1782,2015-11-18,1039.44
1783,2015-11-19,1039.44
1784,2015-11-20,1036.39
1785,2015-11-21,1034.56
1786,2015-11-22,1032.16
1787,2015-11-23,1031.03
1788,2015-11-24,1032.68
1789,2015-11-25,1033.76
1790,2015-11-26,1033.87
1791,2015-11-27,1034.13
1792,2015-11-28,1033.47
1793,2015-11-29,1032.75
1794,2015-11-30,1031.87
1795,2015-12-01,1031.77
1796,2015-12-02,1032.66
1797,2015-12-03,1033.55
1798,2015-12-04,1033.95
1799,2015-12-05,1030.3
1800,2015-12-06,1029.9
1801,2015-12-07,1041.51
1802,2015-12-08,1039.57
1803,2015-12-09,1038.44
1804,2015-12-10,1036.81
1805,2015-12-11,1035.64
1806,2015-12-12,1036.99
1807,2015-12-13,1036.55
1808,2015-12-14,1035.0
1809,2015-12-15,1035.7
1810,2015-12-16,1035.12
1811,2015-12-17,1037.2
1812,2015-12-18,1037.94
1813,2015-12-19,1035.51
1814,2015-12-20,1035.7
1815,2015-12-21,1038.73
1816,2015-12-22,1038.5
1817,2015-12-23,1038.16
1818,2015-12-24,1034.52
1819,2015-12-25,1034.54
1820,2015-12-26,1034.46
1821,2015-12-27,1034.91
1822,2015-12-28,1034.97
1823,2015-12-29,1034.85
1824,2015-12-30,1034.8
1825,2015-12-31,1034.64
1826,2016-01-01,1034.89
1827,2016-01-02,1034.45
1828,2016-01-03,1034.44
1829,2016-01-04,1034.56
1830,2016-01-05,1034.62
1831,2016-01-06,1034.62
1832,2016-01-07,1034.41
1833,2016-01-08,1034.41
1834,2016-01-09,1034.31
1835,2016-01-10,1034.17
1836,2016-01-11,1034.05
1837,2016-01-12,1035.33
1838,2016-01-13,1035.85
1839,2016-01-14,1035.65
1840,2016-01-15,1035.57
1841,2016-01-16,1035.76
1842,2016-01-17,1035.44
1843,2016-01-18,1035.02
1844,2016-01-19,1035.27
1845,2016-01-20,1035.35
1846,2016-01-21,1035.3
1847,2016-01-22,1035.76
1848,2016-01-23,1035.8
1849,2016-01-24,1035.73
1850,2016-01-25,1035.55
1851,2016-01-26,1035.13
1852,2016-01-27,1034.82
1853,2016-01-28,1037.65
1854,2016-01-29,1036.34
1855,2016-01-30,1035.68
1856,2016-01-31,1035.43
1857,2016-02-01,1034.9
1858,2016-02-02,1035.34
1859,2016-02-03,1035.28
1860,2016-02-04,1037.18
1861,2016-02-05,1035.85
1862,2016-02-06,1035.78
1863,2016-02-07,1035.46
1864,2016-02-08,1034.8
1865,2016-02-09,1034.99
1866,2016-02-10,1035.31
1867,2016-02-11,1034.99
1868,2016-02-12,1035.04
1869,2016-02-13,1034.51
1870,2016-02-14,1039.78
1871,2016-02-15,1036.88
1872,2016-02-16,1035.61
1873,2016-02-17,1036.28
1874,2016-02-18,1035.93
1875,2016-02-19,1035.62
1876,2016-02-20,1035.68
1877,2016-02-21,1035.25
1878,2016-02-22,1034.9
1879,2016-02-23,1035.08
1880,2016-02-24,1034.82
1881,2016-02-25,1035.1
1882,2016-02-26,1034.84
1883,2016-02-27,1035.21
1884,2016-02-28,1035.12
1885,2016-02-29,1035.02
1886,2016-03-01,1035.72
1887,2016-03-02,1035.36
1888,2016-03-03,1034.89
1889,2016-03-04,1034.85
1890,2016-03-05,1034.58
1891,2016-03-06,1035.08
1892,2016-03-07,1035.1
1893,2016-03-08,1035.04
1894,2016-03-09,1035.41
1895,2016-03-10,1035.66
1896,2016-03-11,1035.14
1897,2016-03-12,1035.11
1898,2016-03-13,1035.51
1899,2016-03-14,1035.39
1900,2016-03-15,1035.62
1901,2016-03-16,1035.58
1902,2016-03-17,1034.94
1903,2016-03-18,1034.67
1904,2016-03-19,1035.06
1905,2016-03-20,1035.3
1906,2016-03-21,1034.6
1907,2016-03-22,1034.81
1908,2016-03-23,1035.08
1909,2016-03-24,1035.63
1910,2016-03-25,1035.66
1911,2016-03-26,1035.09
1912,2016-03-27,1035.33
1913,2016-03-28,1035.2
