,datetime,BULL_RUN_RESERVOIR_NO_1_NEAR_BULL_RUN__OR.
1914,2016-03-29,1035.36
1915,2016-03-30,1035.54
1916,2016-03-31,1037.71
1917,2016-04-01,1039.63
1918,2016-04-02,1039.57
1919,2016-04-03,1039.17
1920,2016-04-04,1039.42
1921,2016-04-05,1039.06
1922,2016-04-06,1038.92
1923,2016-04-07,1039.14
1924,2016-04-08,1039.65
1925,2016-04-09,1040.05
1926,2016-04-10,1040.1
1927,2016-04-11,1039.95
1928,2016-04-12,1040.69
1929,2016-04-13,1040.6
1930,2016-04-14,1040.92
1931,2016-04-15,1040.98
1932,2016-04-16,1040.92
1933,2016-04-17,1040.99
1934,2016-04-18,1040.88
1935,2016-04-19,1040.37
1936,2016-04-20,1040.62
1937,2016-04-21,1041.01
1938,2016-04-22,1040.82
1939,2016-04-23,1041.09
1940,2016-04-24,1041.07
1941,2016-04-25,1041.1
1942,2016-04-26,1040.41
1943,2016-04-27,1040.32
1944,2016-04-28,1040.69
1945,2016-04-29,1041.05
1946,2016-04-30,1041.49
1947,2016-05-01,1041.84
1948,2016-05-02,1042.09
1949,2016-05-03,1041.93
1950,2016-05-04,1041.6
1951,2016-05-05,1041.77
1952,2016-05-06,1041.27
1953,2016-05-07,1040.92
1954,2016-05-08,1040.44
1955,2016-05-09,1041.2
1956,2016-05-10,1041.49
1957,2016-05-11,1041.02
1958,2016-05-12,1039.57
1959,2016-05-13,1037.75
1960,2016-05-14,1036.77
1961,2016-05-15,1037.61
1962,2016-05-16,1037.13
1963,2016-05-17,1037.51
1964,2016-05-18,1037.16
1965,2016-05-19,1036.94
1966,2016-05-20,1036.97
1967,2016-05-21,1037.15
1968,2016-05-22,1038.9
1969,2016-05-23,1039.32
1970,2016-05-24,1040.18
1971,2016-05-25,1040.58
1972,2016-05-26,1041.06
1973,2016-05-27,1041.45
1974,2016-05-28,1041.31
1975,2016-05-29,1041.11
1976,2016-05-30,1040.65
1977,2016-05-31,1040.51
1978,2016-06-01,1040.34
1979,2016-06-02,1040.25
1980,2016-06-03,1039.9
1981,2016-06-04,1039.87
1982,2016-06-05,1039.48
1983,2016-06-06,1039.23
1984,2016-06-07,1039.06
1985,2016-06-08,1038.41
1986,2016-06-09,1037.93
1987,2016-06-10,1038.03
1988,2016-06-11,1038.2
1989,2016-06-12,1038.14
1990,2016-06-13,1038.02
1991,2016-06-14,1038.76
1992,2016-06-15,1040.25
1993,2016-06-16,1040.61
1994,2016-06-17,1040.91
1995,2016-06-18,1041.38
1996,2016-06-19,1041.81
1997,2016-06-20,1041.9
1998,2016-06-21,1042.14
1999,2016-06-22,1042.12
2000,2016-06-23,1042.52
2001,2016-06-24,1044.91
2002,2016-06-25,1045.25
2003,2016-06-26,1044.95
2004,2016-06-27,1044.95
2005,2016-06-28,1045.08
2006,2016-06-29,1045.03
2007,2016-06-30,1045.06
2008,2016-07-01,1045.13
2009,2016-07-02,1044.89
2010,2016-07-03,1044.44
2011,2016-07-04,1044.0
2012,2016-07-05,1043.8
2013,2016-07-06,1043.47
2014,2016-07-07,1042.93
2015,2016-07-08,1042.82
2016,2016-07-09,1043.18
2017,2016-07-10,1043.32
2018,2016-07-11,1043.04
2019,2016-07-12,1042.89
2020,2016-07-13,1042.62
2021,2016-07-14,1042.29
2022,2016-07-15,1041.5
2023,2016-07-16,1040.93
2024,2016-07-17,1040.13
2025,2016-07-18,1039.93
2026,2016-07-19,1039.61
2027,2016-07-20,1040.09
2028,2016-07-21,1038.97
2029,2016-07-22,1038.32
2030,2016-07-23,1037.88
2031,2016-07-24,1037.65
2032,2016-07-25,1037.39
2033,2016-07-26,1036.92
2034,2016-07-27,1036.46
2035,2016-07-28,1035.86
2036,2016-07-29,1035.34
2037,2016-07-30,1035.1
2038,2016-07-31,1034.19
2039,2016-08-01,1033.86
2040,2016-08-02,1033.51
2041,2016-08-03,1033.13
2042,2016-08-04,1032.66
2043,2016-08-05,1032.52
2044,2016-08-06,1031.97
2045,2016-08-07,1031.46
2046,2016-08-08,1031.05
2047,2016-08-09,1030.67
2048,2016-08-10,1030.39
2049,2016-08-11,1029.79
2050,2016-08-12,1029.1
2051,2016-08-13,1028.35
2052,2016-08-14,1027.58
2053,2016-08-15,1027.12
2054,2016-08-16,1026.32
2055,2016-08-17,1026.05
2056,2016-08-18,1025.5
2057,2016-08-19,1024.49
2058,2016-08-20,1022.88
2059,2016-08-21,1021.43
2060,2016-08-22,1020.74
2061,2016-08-23,1020.04
2062,2016-08-24,1019.33
2063,2016-08-25,1018.62
2064,2016-08-26,1017.48
2065,2016-08-27,1016.15
2066,2016-08-28,1014.88
2067,2016-08-29,1014.07
2068,2016-08-30,1013.27
2069,2016-08-31,1012.5
2070,2016-09-01,1011.72
2071,2016-09-02,1011.12
2072,2016-09-03,1010.47
2073,2016-09-04,1009.78
2074,2016-09-05,1009.16
2075,2016-09-06,1008.72
2076,2016-09-07,1008.2
2077,2016-09-08,1007.61
2078,2016-09-09,1006.99
2079,2016-09-10,1006.33
2080,2016-09-11,1005.63
2081,2016-09-12,1004.79
2082,2016-09-13,1003.59
2083,2016-09-14,1002.52
2084,2016-09-15,1001.45
2085,2016-09-16,1000.19
2086,2016-09-17,999.17
2087,2016-09-18,998.85
2088,2016-09-19,999.65
2089,2016-09-20,1000.26
2090,2016-09-21,1000.81
2091,2016-09-22,1001.32
2092,2016-09-23,999.77
2093,2016-09-24,997.04
2094,2016-09-25,997.57
2095,2016-09-26,998.08
2096,2016-09-27,998.56
2097,2016-09-28,999.02
2098,2016-09-29,999.47
2099,2016-09-30,999.91
2100,2016-10-01,1000.37
2101,2016-10-02,1000.82
2102,2016-10-03,1000.12
2103,2016-10-04,1000.83
2104,2016-10-05,1003.14
2105,2016-10-06,1005.53
2106,2016-10-07,1011.01
2107,2016-10-08,1016.08
2108,2016-10-09,1027.64
2109,2016-10-10,1033.95
2110,2016-10-11,1032.05
2111,2016-10-12,1033.43
2112,2016-10-13,1036.18
2113,2016-10-14,1036.62
2114,2016-10-15,1036.9
2115,2016-10-16,1035.63
2116,2016-10-17,1036.68
2117,2016-10-18,1035.11
2118,2016-10-19,1034.74
2119,2016-10-20,1035.27
2120,2016-10-21,1034.37
2121,2016-10-22,1032.79
2122,2016-10-23,1031.31
2123,2016-10-24,1032.49
2124,2016-10-25,1034.08
2125,2016-10-26,1035.35
2126,2016-10-27,1035.28
2127,2016-10-28,1035.07
2128,2016-10-29,1034.52
2129,2016-10-30,1034.65
2130,2016-10-31,1034.91
2131,2016-11-01,1035.2
2132,2016-11-02,1035.01
2133,2016-11-03,1035.16
2134,2016-11-04,1034.41
2135,2016-11-05,1034.48
2136,2016-11-06,1035.02
2137,2016-11-07,1035.13
2138,2016-11-08,1035.04
2139,2016-11-09,1034.88
2140,2016-11-10,1034.83
2141,2016-11-11,1033.63
2142,2016-11-12,1028.71
2143,2016-11-13,1025.24
2144,2016-11-14,1028.1
2145,2016-11-15,1034.8
2146,2016-11-16,1035.21
2147,2016-11-17,1034.98
2148,2016-11-18,1034.5
2149,2016-11-19,1032.64
2150,2016-11-20,1030.37
2151,2016-11-21,1030.58
2152,2016-11-22,1031.09
2153,2016-11-23,1033.32
2154,2016-11-24,1034.8
2155,2016-11-25,1035.75
2156,2016-11-26,1035.04
2157,2016-11-27,1035.75
2158,2016-11-28,1035.61
2159,2016-11-29,1035.31
2160,2016-11-30,1035.64
2161,2016-12-01,1035.64
2162,2016-12-02,1035.02
2163,2016-12-03,1034.96
2164,2016-12-04,1035.97
2165,2016-12-05,1035.65
2166,2016-12-06,1034.66
2167,2016-12-07,1034.77
2168,2016-12-08,1034.48
2169,2016-12-09,1034.89
2170,2016-12-10,1035.7
2171,2016-12-11,1035.42
2172,2016-12-12,1034.4
2173,2016-12-13,1034.6
2174,2016-12-14,1034.76
2175,2016-12-15,1034.81
2176,2016-12-16,1032.82
2177,2016-12-17,1030.75
2178,2016-12-18,1030.98
2179,2016-12-19,1030.33
2180,2016-12-20,1037.43
2181,2016-12-21,1035.14
2182,2016-12-22,1034.96
2183,2016-12-23,1035.22
2184,2016-12-24,1035.51
2185,2016-12-25,1034.85
2186,2016-12-26,1034.45
2187,2016-12-27,1034.93
2188,2016-12-28,1035.11
2189,2016-12-29,1034.33
2190,2016-12-30,1034.66
2191,2016-12-31,1034.8
2192,2017-01-01,1034.78
2193,2017-01-02,1034.64
2194,2017-01-03,1034.53
2195,2017-01-04,1035.43
2196,2017-01-05,1034.85
2197,2017-01-06,1034.6
2198,2017-01-07,1034.6
2199,2017-01-08,1034.65
2200,2017-01-09,1034.85
2201,2017-01-10,1034.65
2202,2017-01-11,1034.84
2203,2017-01-12,1034.96
2204,2017-01-13,1034.5
2205,2017-01-14,1033.99
2206,2017-01-15,1034.11
2207,2017-01-16,1034.22
2208,2017-01-17,1034.47
2209,2017-01-18,1035.29
2210,2017-01-19,1035.63
2211,2017-01-20,1035.22
2212,2017-01-21,1035.18
2213,2017-01-22,1035.03
2214,2017-01-23,1035.03
2215,2017-01-24,1034.72
2216,2017-01-25,1034.87
2217,2017-01-26,1034.91
2218,2017-01-27,1035.05
2219,2017-01-28,1034.97
2220,2017-01-29,1034.93
2221,2017-01-30,1034.52
2222,2017-01-31,1035.04
2223,2017-02-01,1034.85
2224,2017-02-02,1034.66
2225,2017-02-03,1034.76
2226,2017-02-04,1035.81
2227,2017-02-05,1036.34
2228,2017-02-06,1035.53
2229,2017-02-07,1035.3
2230,2017-02-08,1036.13
2231,2017-02-09,1038.92
2232,2017-02-10,1036.73
2233,2017-02-11,1034.72
2234,2017-02-12,1035.0
2235,2017-02-13,1035.11
2236,2017-02-14,1035.11
2237,2017-02-15,1035.68
2238,2017-02-16,1038.36
2239,2017-02-17,1036.11
2240,2017-02-18,1035.92
2241,2017-02-19,1035.94
2242,2017-02-20,1036.0
2243,2017-02-21,1035.93
2244,2017-02-22,1035.56
2245,2017-02-23,1035.25
2246,2017-02-24,1035.28
2247,2017-02-25,1034.99
2248,2017-02-26,1034.81
2249,2017-02-27,1035.01
2250,2017-02-28,1034.37
2251,2017-03-01,1034.59
2252,2017-03-02,1034.4
2253,2017-03-03,1035.31
2254,2017-03-04,1034.89
2255,2017-03-05,1035.02
2256,2017-03-06,1034.8
2257,2017-03-07,1034.91
2258,2017-03-08,1036.5
2259,2017-03-09,1040.3
2260,2017-03-10,1037.47
2261,2017-03-11,1036.13
2262,2017-03-12,1035.61
2263,2017-03-13,1037.14
2264,2017-03-14,1037.5
2265,2017-03-15,1038.01
2266,2017-03-16,1036.52
2267,2017-03-17,1035.29
2268,2017-03-18,1036.46
2269,2017-03-19,1035.71
2270,2017-03-20,1035.31
2271,2017-03-21,1035.71
2272,2017-03-22,1035.69
2273,2017-03-23,1035.34
2274,2017-03-24,1036.03
2275,2017-03-25,1035.74
2276,2017-03-26,1035.84
2277,2017-03-27,1035.73
2278,2017-03-28,1035.67
2279,2017-03-29,1036.84
2280,2017-03-30,1035.8
2281,2017-03-31,1035.62
2282,2017-04-01,1035.5
2283,2017-04-02,1034.84
2284,2017-04-03,1035.01
2285,2017-04-04,1034.87
2286,2017-04-05,1035.16
2287,2017-04-06,1035.13
2288,2017-04-07,1035.11
2289,2017-04-08,1034.92
2290,2017-04-09,1035.08
2291,2017-04-10,1034.79
2292,2017-04-11,1034.66
2293,2017-04-12,1036.44
2294,2017-04-13,1038.07
2295,2017-04-14,1039.14
2296,2017-04-15,1038.95
2297,2017-04-16,1039.38
2298,2017-04-17,1039.11
2299,2017-04-18,1038.91
2300,2017-04-19,1038.85
2301,2017-04-20,1038.98
2302,2017-04-21,1039.77
2303,2017-04-22,1040.14
2304,2017-04-23,1040.07
2305,2017-04-24,1040.61
2306,2017-04-25,1040.24
2307,2017-04-26,1040.82
2308,2017-04-27,1040.17
2309,2017-04-28,1040.14
2310,2017-04-29,1039.98
2311,2017-04-30,1040.75
2312,2017-05-01,1040.46
2313,2017-05-02,1040.49
2314,2017-05-03,1040.31
2315,2017-05-04,1040.74
2316,2017-05-05,1040.71
2317,2017-05-06,1040.28
2318,2017-05-07,1039.97
2319,2017-05-08,1040.16
2320,2017-05-09,1040.24
2321,2017-05-10,1040.24
2322,2017-05-11,1040.23
2323,2017-05-12,1040.15
2324,2017-05-13,1040.29
2325,2017-05-14,1040.35
2326,2017-05-15,1040.03
2327,2017-05-16,1042.11
2328,2017-05-17,1042.98
2329,2017-05-18,1043.27
2330,2017-05-19,1042.69
2331,2017-05-20,1041.85
2332,2017-05-21,1042.34
2333,2017-05-22,1042.23
2334,2017-05-23,1042.11
2335,2017-05-24,1041.85
2336,2017-05-25,1041.76
2337,2017-05-26,1042.26
2338,2017-05-27,1042.87
2339,2017-05-28,1043.61
2340,2017-05-29,1043.94
2341,2017-05-30,1044.07
2342,2017-05-31,1044.17
2343,2017-06-01,1044.07
2344,2017-06-02,1044.29
2345,2017-06-03,1044.39
2346,2017-06-04,1044.24
2347,2017-06-05,1044.72
2348,2017-06-06,1044.4
2349,2017-06-07,1044.28
2350,2017-06-08,1044.5
2351,2017-06-09,1044.82
2352,2017-06-10,1044.92
2353,2017-06-11,1044.93
2354,2017-06-12,1044.88
2355,2017-06-13,1045.3
2356,2017-06-14,1044.83
2357,2017-06-15,1045.2
2358,2017-06-16,1045.26
2359,2017-06-17,1044.89
2360,2017-06-18,1044.8
2361,2017-06-19,1044.74
2362,2017-06-20,1044.73
2363,2017-06-21,1044.88
2364,2017-06-22,1044.96
2365,2017-06-23,1045.05
2366,2017-06-24,1044.96
2367,2017-06-25,1044.77
2368,2017-06-26,1044.72
2369,2017-06-27,1044.64
2370,2017-06-28,1044.64
2371,2017-06-29,1044.37
2372,2017-06-30,1044.65
2373,2017-07-01,1044.41
2374,2017-07-02,1044.16
2375,2017-07-03,1044.08
2376,2017-07-04,1043.89
2377,2017-07-05,1043.57
2378,2017-07-06,1043.18
2379,2017-07-07,1042.98
2380,2017-07-08,1042.56
2381,2017-07-09,1042.13
2382,2017-07-10,1040.86
2383,2017-07-11,1041.42
2384,2017-07-12,1040.96
2385,2017-07-13,1040.47
2386,2017-07-14,1039.98
2387,2017-07-15,1039.47
2388,2017-07-16,1038.89
2389,2017-07-17,1038.35
2390,2017-07-18,1038.01
2391,2017-07-19,1037.24
2392,2017-07-20,1036.66
2393,2017-07-21,1036.13
2394,2017-07-22,1035.82
2395,2017-07-23,1035.43
2396,2017-07-24,1035.32
2397,2017-07-25,1034.77
2398,2017-07-26,1034.01
2399,2017-07-27,1033.14
2400,2017-07-28,1032.21
2401,2017-07-29,1031.26
2402,2017-07-30,1030.31
2403,2017-07-31,1029.43
2404,2017-08-01,1028.57
2405,2017-08-02,1027.7
2406,2017-08-03,1026.83
2407,2017-08-04,1025.66
2408,2017-08-05,1025.11
2409,2017-08-06,1024.31
2410,2017-08-07,1023.59
2411,2017-08-08,1022.72
2412,2017-08-09,1021.84
2413,2017-08-10,1020.94
2414,2017-08-11,1020.87
2415,2017-08-12,1020.25
2416,2017-08-13,1019.45
2417,2017-08-14,1018.62
2418,2017-08-15,1017.77
2419,2017-08-16,1016.35
2420,2017-08-17,1014.48
2421,2017-08-18,1013.42
2422,2017-08-19,1012.59
2423,2017-08-20,1011.73
2424,2017-08-21,1010.9
2425,2017-08-22,1010.04
2426,2017-08-23,1009.17
2427,2017-08-24,1008.28
2428,2017-08-25,1007.4
2429,2017-08-26,1006.51
2430,2017-08-27,1005.62
2431,2017-08-28,1004.7
2432,2017-08-29,1003.79
2433,2017-08-30,1002.86
2434,2017-08-31,1002.94
2435,2017-09-01,1003.37
2436,2017-09-02,1003.8
2437,2017-09-03,1004.21
2438,2017-09-04,1004.62
2439,2017-09-05,1004.16
2440,2017-09-06,1003.1
2441,2017-09-07,1002.13
2442,2017-09-08,1000.84
2443,2017-09-09,999.52
2444,2017-09-10,998.2
2445,2017-09-11,996.86
2446,2017-09-12,995.46
2447,2017-09-13,994.37
2448,2017-09-14,993.37
2449,2017-09-15,992.35
2450,2017-09-16,991.33
2451,2017-09-17,990.55
2452,2017-09-18,990.65
2453,2017-09-19,994.28
2454,2017-09-20,1000.6
2455,2017-09-21,1003.37
2456,2017-09-22,1004.92
2457,2017-09-23,1006.16
2458,2017-09-24,1006.99
2459,2017-09-25,1007.77
2460,2017-09-26,1008.51
2461,2017-09-27,1009.16
2462,2017-09-28,1009.77
2463,2017-09-29,1010.39
2464,2017-09-30,1011.2
2465,2017-10-01,1012.7
2466,2017-10-02,1010.72
2467,2017-10-03,1003.94
2468,2017-10-04,997.12
2469,2017-10-05,992.0
2470,2017-10-06,991.45
2471,2017-10-07,990.85
2472,2017-10-08,993.01
2473,2017-10-09,992.19
2474,2017-10-10,991.8
2475,2017-10-11,992.36
2476,2017-10-12,999.46
2477,2017-10-13,1006.04
2478,2017-10-14,1007.4
2479,2017-10-15,1006.43
2480,2017-10-16,1006.23
2481,2017-10-17,1008.21
2482,2017-10-18,1008.13
2483,2017-10-19,1011.41
2484,2017-10-20,1022.16
2485,2017-10-21,1038.66
2486,2017-10-22,1038.42
2487,2017-10-23,1035.22
2488,2017-10-24,1034.35
2489,2017-10-25,1035.08
2490,2017-10-26,1034.62
2491,2017-10-27,1034.44
2492,2017-10-28,1034.68
2493,2017-10-29,1033.82
2494,2017-10-30,1032.62
2495,2017-10-31,1032.23
2496,2017-11-01,1031.16
2497,2017-11-02,1028.72
2498,2017-11-03,1030.21
2499,2017-11-04,1032.06
2500,2017-11-05,1032.19
2501,2017-11-06,1031.74
2502,2017-11-07,1033.82
2503,2017-11-08,1035.14
2504,2017-11-09,1034.71
2505,2017-11-10,1035.42
2506,2017-11-11,1034.85
2507,2017-11-12,1034.36
2508,2017-11-13,1033.76
2509,2017-11-14,1032.55
2510,2017-11-15,1034.88
2511,2017-11-16,1034.8
2512,2017-11-17,1035.19
2513,2017-11-18,1033.4
2514,2017-11-19,1032.22
2515,2017-11-20,1037.6
2516,2017-11-21,1039.31
2517,2017-11-22,1039.03
2518,2017-11-23,1040.95
2519,2017-11-24,1039.26
2520,2017-11-25,1038.36
2521,2017-11-26,1038.45
2522,2017-11-27,1038.05
2523,2017-11-28,1034.22
2524,2017-11-29,1035.12
2525,2017-11-30,1034.32
2526,2017-12-01,1034.14
2527,2017-12-02,1032.59
2528,2017-12-03,1032.35
2529,2017-12-04,1032.79
2530,2017-12-05,1033.84
2531,2017-12-06,1034.21
2532,2017-12-07,1034.26
2533,2017-12-08,1034.27
2534,2017-12-09,1034.3
2535,2017-12-10,1034.67
2536,2017-12-11,1036.0
2537,2017-12-12,1035.23
2538,2017-12-13,1035.11
2539,2017-12-14,1034.92
2540,2017-12-15,1034.4
2541,2017-12-16,1034.86
2542,2017-12-17,1035.29
2543,2017-12-18,1035.44
2544,2017-12-19,1035.82
2545,2017-12-20,1034.63
2546,2017-12-21,1034.08
2547,2017-12-22,1034.94
2548,2017-12-23,1035.3
2549,2017-12-24,1035.11
2550,2017-12-25,1035.42
2551,2017-12-26,1035.23
2552,2017-12-27,1035.54
2553,2017-12-28,1036.39
2554,2017-12-29,1040.33
2555,2017-12-30,1037.11
2556,2017-12-31,1035.43
2557,2018-01-01,1034.95
