,datetime,DETROIT_LAKE_NEAR_DETROIT__OR.tsv
990,2016-04-15,1550.01
991,2016-04-16,1550.35
992,2016-04-17,1550.91
993,2016-04-18,1551.5
994,2016-04-19,1552.14
995,2016-04-20,1552.82
996,2016-04-21,1553.35
997,2016-04-22,1553.85
998,2016-04-23,1554.14
999,2016-04-24,1554.78
1000,2016-04-25,1555.21
1001,2016-04-26,1555.41
1002,2016-04-27,1555.58
1003,2016-04-28,1555.68
1004,2016-04-29,1555.73
1005,2016-04-30,1555.81
1006,2016-05-01,1555.86
1007,2016-05-02,1556.02
1008,2016-05-03,1556.13
1009,2016-05-04,1556.28
1010,2016-05-05,1556.29
1011,2016-05-06,1556.16
1012,2016-05-07,1556.24
1013,2016-05-08,1556.33
1014,2016-05-09,1556.35
1015,2016-05-10,1556.26
1016,2016-05-11,1556.13
1017,2016-05-12,1555.96
1018,2016-05-13,1555.79
1019,2016-05-14,1555.65
1020,2016-05-15,1555.58
1021,2016-05-16,1555.56
1022,2016-05-17,1555.43
1023,2016-05-18,1555.25
1024,2016-05-19,1555.13
1025,2016-05-20,1554.96
1026,2016-05-21,1554.86
1027,2016-05-22,1554.81
1028,2016-05-23,1554.77
1029,2016-05-24,1554.69
1030,2016-05-25,1554.55
1031,2016-05-26,1554.39
1032,2016-05-27,1554.24
1033,2016-05-28,1554.09
1034,2016-05-29,1553.97
1035,2016-05-30,1553.87
1036,2016-05-31,1553.81
1037,2016-06-01,1553.59
1038,2016-06-02,1553.52
1039,2016-06-03,1553.46
1040,2016-06-04,1553.38
1041,2016-06-05,1553.28
1042,2016-06-06,1553.14
1043,2016-06-07,1552.98
1044,2016-06-08,1552.81
1045,2016-06-09,1552.61
1046,2016-06-10,1552.41
1047,2016-06-11,1552.24
1048,2016-06-12,1552.03
1049,2016-06-13,1551.82
1050,2016-06-14,1551.72
1051,2016-06-15,1551.51
1052,2016-06-16,1551.39
1053,2016-06-17,1551.19
1054,2016-06-18,1551.17
1055,2016-06-19,1550.94
1056,2016-06-20,1550.67
1057,2016-06-21,1550.46
1058,2016-06-22,1550.18
1059,2016-06-23,1549.98
1060,2016-06-24,1549.81
1061,2016-06-25,1549.61
1062,2016-06-26,1549.45
1063,2016-06-27,1549.21
1064,2016-06-28,1548.98
1065,2016-06-29,1548.64
1066,2016-06-30,1548.4
1067,2016-07-01,1548.12
1068,2016-07-02,1547.97
1069,2016-07-03,1547.81
1070,2016-07-04,1547.59
1071,2016-07-05,1547.39
1072,2016-07-06,1547.22
1073,2016-07-07,1547.02
1074,2016-07-08,1546.79
1075,2016-07-09,1546.68
1076,2016-07-10,1546.53
1077,2016-07-11,1546.32
1078,2016-07-12,1546.14
1079,2016-07-13,1545.92
1080,2016-07-14,1545.61
1081,2016-07-15,1545.36
1082,2016-07-16,1545.15
1083,2016-07-17,1544.92
1084,2016-07-18,1544.72
1085,2016-07-19,1544.48
1086,2016-07-20,1544.22
1087,2016-07-21,1543.96
1088,2016-07-22,1543.74
1089,2016-07-23,1543.52
1090,2016-07-24,1543.29
1091,2016-07-25,1543.03
1092,2016-07-26,1542.73
1093,2016-07-27,1542.5
1094,2016-07-28,1542.23
1095,2016-07-29,1541.86
1096,2016-07-30,1541.63
1097,2016-07-31,1541.29
1098,2016-08-01,1540.98
1099,2016-08-02,1540.63
1100,2016-08-03,1540.31
1101,2016-08-04,1540.0
1102,2016-08-05,1539.67
1103,2016-08-06,1539.39
1104,2016-08-07,1539.09
1105,2016-08-08,1538.76
1106,2016-08-09,1538.47
1107,2016-08-10,1538.12
1108,2016-08-11,1537.88
1109,2016-08-12,1537.56
1110,2016-08-13,1537.24
1111,2016-08-14,1536.93
1112,2016-08-15,1536.63
1113,2016-08-16,1536.31
1114,2016-08-17,1536.0
1115,2016-08-18,1535.67
1116,2016-08-19,1535.34
1117,2016-08-20,1535.01
1118,2016-08-21,1534.67
1119,2016-08-22,1534.35
1120,2016-08-23,1533.98
1121,2016-08-24,1533.64
1122,2016-08-25,1533.25
1123,2016-08-26,1532.91
1124,2016-08-27,1532.54
1125,2016-08-28,1532.21
1126,2016-08-29,1531.85
1127,2016-08-30,1531.51
1128,2016-08-31,1531.17
1129,2016-09-01,1530.84
1130,2016-09-02,1530.54
1131,2016-09-03,1530.21
1132,2016-09-04,1529.87
1133,2016-09-05,1529.53
1134,2016-09-06,1529.09
1135,2016-09-07,1528.43
1136,2016-09-08,1527.75
1137,2016-09-09,1527.15
1138,2016-09-10,1526.4
1139,2016-09-11,1525.67
1140,2016-09-12,1525.01
1141,2016-09-13,1524.31
1142,2016-09-14,1523.53
1143,2016-09-15,1522.81
1144,2016-09-16,1522.05
1145,2016-09-17,1521.41
1146,2016-09-18,1520.9
1147,2016-09-19,1520.26
1148,2016-09-20,1519.57
1149,2016-09-21,1518.97
1150,2016-09-22,1518.27
1151,2016-09-23,1517.53
1152,2016-09-24,1516.85
1153,2016-09-25,1516.16
1154,2016-09-26,1515.43
1155,2016-09-27,1514.7
1156,2016-09-28,1513.96
1157,2016-09-29,1513.26
1158,2016-09-30,1512.5
1159,2016-10-01,1511.87
1160,2016-10-02,1511.18
1161,2016-10-03,1510.45
1162,2016-10-04,1509.89
1163,2016-10-05,1510.05
1164,2016-10-06,1510.45
1165,2016-10-07,1511.17
1166,2016-10-08,1511.45
1167,2016-10-09,1511.13
1168,2016-10-10,1511.12
1169,2016-10-11,1510.89
1170,2016-10-12,1510.49
1171,2016-10-13,1510.89
1172,2016-10-14,1513.6
1173,2016-10-15,1517.18
1174,2016-10-16,1520.64
1175,2016-10-17,1525.55
1176,2016-10-18,1529.51
1177,2016-10-19,1530.33
1178,2016-10-20,1529.82
1179,2016-10-21,1529.06
1180,2016-10-22,1527.44
1181,2016-10-23,1525.08
1182,2016-10-24,1522.31
1183,2016-10-25,1519.31
1184,2016-10-26,1516.48
1185,2016-10-27,1514.07
1186,2016-10-28,1511.47
1187,2016-10-29,1508.57
1188,2016-10-30,1505.29
1189,2016-10-31,1502.78
1190,2016-11-01,1499.79
1191,2016-11-02,1496.42
1192,2016-11-03,1494.01
1193,2016-11-04,1492.95
1194,2016-11-05,1492.54
1195,2016-11-06,1492.3
1196,2016-11-07,1492.01
1197,2016-11-08,1491.54
1198,2016-11-09,1490.96
1199,2016-11-10,1490.22
1200,2016-11-11,1489.44
1201,2016-11-12,1488.74
1202,2016-11-13,1487.94
1203,2016-11-14,1488.18
1204,2016-11-15,1491.35
1205,2016-11-16,1493.43
1206,2016-11-17,1493.23
1207,2016-11-18,1492.38
1208,2016-11-19,1491.21
1209,2016-11-20,1489.88
1210,2016-11-21,1488.71
1211,2016-11-22,1487.4
1212,2016-11-23,1486.33
1213,2016-11-24,1483.85
1214,2016-11-25,1481.52
1215,2016-11-26,1478.99
1216,2016-11-27,1476.16
1217,2016-11-28,1474.04
1218,2016-11-29,1472.22
1219,2016-11-30,1470.65
1220,2016-12-01,1468.7
1221,2016-12-02,1466.6
1222,2016-12-03,1464.41
1223,2016-12-04,1462.68
1224,2016-12-05,1460.66
1225,2016-12-06,1458.23
1226,2016-12-07,1455.41
1227,2016-12-08,1452.28
1228,2016-12-09,1450.96
1229,2016-12-10,1452.03
1230,2016-12-11,1453.1
1231,2016-12-12,1453.7
1232,2016-12-13,1453.86
1233,2016-12-14,1453.87
1234,2016-12-15,1453.45
1235,2016-12-16,1453.15
1236,2016-12-17,1452.81
1237,2016-12-18,1452.33
1238,2016-12-19,1451.28
1239,2016-12-20,1452.91
1240,2016-12-21,1453.2
1241,2016-12-22,1452.28
1242,2016-12-23,1451.48
1243,2016-12-24,1451.38
1244,2016-12-25,1451.66
1245,2016-12-26,1451.7
1246,2016-12-27,1452.21
1247,2016-12-28,1452.33
1248,2016-12-29,1452.32
1249,2016-12-30,1452.25
1250,2016-12-31,1452.09
1251,2017-01-01,1451.84
1252,2017-01-02,1451.46
1253,2017-01-03,1451.0
1254,2017-01-04,1450.12
1255,2017-01-05,1449.16
1256,2017-01-06,1447.68
1257,2017-01-07,1446.25
1258,2017-01-08,1444.98
1259,2017-01-09,1444.48
1260,2017-01-10,1443.8
1261,2017-01-11,1442.84
1262,2017-01-12,1441.59
1263,2017-01-13,1441.0
1264,2017-01-14,1441.22
1265,2017-01-15,1441.53
1266,2017-01-16,1441.77
1267,2017-01-17,1440.07
1268,2017-01-18,1444.27
1269,2017-01-19,1448.64
1270,2017-01-20,1451.5
1271,2017-01-21,1453.41
1272,2017-01-22,1455.28
1273,2017-01-23,1456.66
1274,2017-01-24,1457.45
1275,2017-01-25,1457.39
1276,2017-01-26,1457.94
1277,2017-01-27,1458.29
1278,2017-01-28,1458.47
1279,2017-01-29,1458.48
1280,2017-01-30,1458.59
1281,2017-01-31,1458.87
1282,2017-02-01,1459.48
1283,2017-02-02,1460.06
1284,2017-02-03,1460.78
1285,2017-02-04,1464.2
1286,2017-02-05,1471.2
1287,2017-02-06,1476.35
1288,2017-02-07,1478.73
1289,2017-02-08,1481.39
1290,2017-02-09,1492.28
1291,2017-02-10,1500.57
1292,2017-02-11,1504.73
1293,2017-02-12,1507.14
1294,2017-02-13,1508.28
1295,2017-02-14,1507.6
1296,2017-02-15,1507.06
1297,2017-02-16,1510.59
1298,2017-02-17,1513.36
1299,2017-02-18,1514.42
1300,2017-02-19,1514.8
1301,2017-02-20,1515.05
1302,2017-02-21,1515.65
1303,2017-02-22,1515.64
1304,2017-02-23,1515.04
1305,2017-02-24,1514.33
1306,2017-02-25,1514.11
1307,2017-02-26,1514.22
1308,2017-02-27,1514.4
1309,2017-02-28,1514.37
1310,2017-03-01,1514.24
1311,2017-03-02,1513.99
1312,2017-03-03,1514.03
1313,2017-03-04,1514.45
1314,2017-03-05,1514.71
1315,2017-03-06,1514.98
1316,2017-03-07,1515.3
1317,2017-03-08,1517.86
1318,2017-03-09,1524.29
1319,2017-03-10,1531.1
1320,2017-03-11,1535.35
1321,2017-03-12,1538.83
1322,2017-03-13,1541.66
1323,2017-03-14,1542.61
1324,2017-03-15,1543.79
1325,2017-03-16,1545.13
1326,2017-03-17,1545.0
1327,2017-03-18,1546.02
1328,2017-03-19,1546.57
1329,2017-03-20,1545.86
1330,2017-03-21,1545.13
1331,2017-03-22,1544.66
1332,2017-03-23,1543.98
1333,2017-03-24,1544.61
1334,2017-03-25,1545.34
1335,2017-03-26,1545.67
1336,2017-03-27,1546.33
1337,2017-03-28,1545.15
1338,2017-03-29,1544.68
1339,2017-03-30,1544.96
1340,2017-03-31,1544.4
1341,2017-04-01,1543.51
1342,2017-04-02,1543.56
1343,2017-04-03,1543.7
1344,2017-04-04,1544.31
1345,2017-04-05,1544.85
1346,2017-04-06,1545.61
1347,2017-04-07,1546.75
1348,2017-04-08,1547.72
1349,2017-04-09,1548.4
1350,2017-04-10,1548.93
1351,2017-04-11,1549.35
1352,2017-04-12,1549.96
1353,2017-04-13,1550.71
1354,2017-04-14,1551.4
1355,2017-04-15,1551.98
1356,2017-04-16,1552.52
1357,2017-04-17,1553.17
1358,2017-04-18,1554.44
1359,2017-04-19,1555.84
1360,2017-04-20,1557.19
1361,2017-04-21,1558.56
1362,2017-04-22,1559.59
1363,2017-04-23,1560.88
1364,2017-04-24,1563.21
1365,2017-04-25,1565.39
1366,2017-04-26,1565.45
1367,2017-04-27,1564.96
1368,2017-04-28,1563.72
1369,2017-04-29,1563.3
1370,2017-04-30,1563.55
1371,2017-05-01,1563.33
1372,2017-05-02,1563.52
1373,2017-05-03,1564.27
1374,2017-05-04,1564.19
1375,2017-05-05,1563.9
1376,2017-05-06,1563.52
1377,2017-05-07,1563.64
1378,2017-05-08,1563.61
1379,2017-05-09,1563.79
1380,2017-05-10,1564.0
1381,2017-05-11,1564.17
1382,2017-05-12,1564.08
1383,2017-05-13,1563.85
1384,2017-05-14,1563.7
1385,2017-05-15,1563.72
1386,2017-05-16,1564.94
1387,2017-05-17,1565.14
1388,2017-05-18,1564.66
1389,2017-05-19,1564.13
1390,2017-05-20,1563.95
1391,2017-05-21,1563.98
1392,2017-05-22,1564.22
1393,2017-05-23,1564.34
1394,2017-05-24,1564.36
1395,2017-05-25,1564.12
1396,2017-05-26,1563.81
1397,2017-05-27,1563.77
1398,2017-05-28,1563.86
1399,2017-05-29,1563.94
1400,2017-05-30,1563.56
1401,2017-05-31,1563.28
1402,2017-06-01,1563.71
1403,2017-06-02,1563.75
1404,2017-06-03,1563.68
1405,2017-06-04,1563.53
1406,2017-06-05,1563.56
1407,2017-06-06,1563.54
1408,2017-06-07,1563.59
1409,2017-06-08,1563.72
1410,2017-06-09,1563.44
1411,2017-06-10,1563.26
1412,2017-06-11,1563.19
1413,2017-06-12,1562.98
1414,2017-06-13,1562.93
1415,2017-06-14,1562.9
1416,2017-06-15,1562.72
1417,2017-06-16,1563.03
1418,2017-06-17,1563.16
1419,2017-06-18,1563.36
1420,2017-06-19,1563.59
1421,2017-06-20,1563.47
1422,2017-06-21,1563.07
1423,2017-06-22,1563.04
1424,2017-06-23,1563.0
1425,2017-06-24,1563.12
1426,2017-06-25,1563.02
1427,2017-06-26,1563.14
1428,2017-06-27,1563.15
1429,2017-06-28,1563.11
1430,2017-06-29,1563.07
1431,2017-06-30,1563.1
1432,2017-07-01,1563.08
1433,2017-07-02,1563.01
1434,2017-07-03,1563.0
1435,2017-07-04,1562.92
1436,2017-07-05,1562.9
1437,2017-07-06,1562.87
1438,2017-07-07,1562.77
1439,2017-07-08,1562.7
1440,2017-07-09,1562.57
1441,2017-07-10,1562.46
1442,2017-07-11,1562.4
1443,2017-07-12,1562.23
1444,2017-07-13,1562.0
1445,2017-07-14,1561.86
1446,2017-07-15,1561.72
1447,2017-07-16,1561.53
1448,2017-07-17,1561.36
1449,2017-07-18,1561.23
1450,2017-07-19,1561.12
1451,2017-07-20,1561.03
1452,2017-07-21,1561.04
1453,2017-07-22,1560.92
1454,2017-07-23,1560.9
1455,2017-07-24,1560.79
1456,2017-07-25,1560.68
1457,2017-07-26,1560.57
1458,2017-07-27,1560.44
1459,2017-07-28,1560.32
1460,2017-07-29,1560.19
1461,2017-07-30,1560.05
1462,2017-07-31,1559.95
1463,2017-08-01,1559.83
1464,2017-08-02,1559.78
1465,2017-08-03,1559.68
1466,2017-08-04,1559.45
1467,2017-08-05,1559.33
1468,2017-08-06,1559.24
1469,2017-08-07,1558.99
1470,2017-08-08,1558.87
1471,2017-08-09,1558.75
1472,2017-08-10,1558.62
1473,2017-08-11,1558.39
1474,2017-08-12,1558.28
1475,2017-08-13,1558.13
1476,2017-08-14,1557.96
1477,2017-08-15,1557.79
1478,2017-08-16,1557.54
1479,2017-08-17,1557.31
1480,2017-08-18,1557.05
1481,2017-08-19,1556.89
1482,2017-08-20,1556.74
1483,2017-08-21,1556.59
1484,2017-08-22,1556.35
1485,2017-08-23,1556.21
1486,2017-08-24,1556.11
1487,2017-08-25,1555.92
1488,2017-08-26,1555.7
1489,2017-08-27,1555.53
1490,2017-08-28,1555.36
1491,2017-08-29,1555.17
1492,2017-08-30,1554.96
1493,2017-08-31,1554.73
1494,2017-09-01,1554.48
1495,2017-09-02,1554.07
1496,2017-09-03,1553.67
1497,2017-09-04,1553.24
1498,2017-09-05,1552.79
1499,2017-09-06,1552.38
1500,2017-09-07,1551.9
1501,2017-09-08,1551.4
1502,2017-09-09,1550.97
1503,2017-09-10,1550.52
1504,2017-09-11,1550.0
1505,2017-09-12,1549.48
1506,2017-09-13,1549.0
1507,2017-09-14,1548.48
1508,2017-09-15,1547.98
1509,2017-09-16,1547.46
1510,2017-09-17,1546.99
1511,2017-09-18,1546.63
1512,2017-09-19,1546.69
1513,2017-09-20,1547.12
1514,2017-09-21,1547.07
1515,2017-09-22,1546.75
1516,2017-09-23,1546.35
1517,2017-09-24,1545.93
1518,2017-09-25,1545.51
1519,2017-09-26,1545.12
1520,2017-09-27,1544.65
1521,2017-09-28,1544.14
1522,2017-09-29,1543.43
1523,2017-09-30,1542.73
1524,2017-10-01,1541.82
1525,2017-10-02,1540.91
1526,2017-10-03,1539.69
1527,2017-10-04,1538.48
1528,2017-10-05,1537.22
1529,2017-10-06,1535.83
1530,2017-10-07,1534.4
1531,2017-10-08,1532.99
1532,2017-10-09,1531.46
1533,2017-10-10,1529.94
1534,2017-10-11,1528.49
1535,2017-10-12,1527.43
1536,2017-10-13,1527.21
1537,2017-10-14,1526.22
1538,2017-10-15,1525.05
1539,2017-10-16,1523.89
1540,2017-10-17,1522.5
1541,2017-10-18,1521.14
1542,2017-10-19,1520.08
1543,2017-10-20,1520.13
1544,2017-10-21,1522.75
1545,2017-10-22,1531.69
1546,2017-10-23,1533.78
1547,2017-10-24,1533.24
1548,2017-10-25,1530.99
1549,2017-10-26,1528.7
1550,2017-10-27,1526.53
1551,2017-10-28,1524.18
1552,2017-10-29,1521.67
1553,2017-10-30,1519.02
1554,2017-10-31,1516.22
1555,2017-11-01,1513.36
1556,2017-11-02,1510.26
1557,2017-11-03,1506.93
1558,2017-11-04,1503.36
1559,2017-11-05,1499.93
1560,2017-11-06,1496.34
1561,2017-11-07,1492.54
1562,2017-11-08,1488.58
1563,2017-11-09,1485.04
1564,2017-11-10,1482.14
1565,2017-11-11,1479.28
1566,2017-11-12,1476.07
1567,2017-11-13,1473.85
1568,2017-11-14,1472.76
1569,2017-11-15,1471.78
1570,2017-11-16,1471.18
1571,2017-11-17,1470.06
1572,2017-11-18,1468.72
1573,2017-11-19,1467.02
1574,2017-11-20,1470.41
1575,2017-11-21,1474.63
1576,2017-11-22,1477.71
1577,2017-11-23,1485.75
1578,2017-11-24,1491.01
1579,2017-11-25,1492.64
1580,2017-11-26,1493.56
1581,2017-11-27,1494.12
1582,2017-11-28,1493.97
1583,2017-11-29,1493.43
1584,2017-11-30,1492.39
1585,2017-12-01,1490.95
1586,2017-12-02,1489.22
1587,2017-12-03,1487.41
1588,2017-12-04,1485.29
1589,2017-12-05,1482.95
1590,2017-12-06,1480.86
1591,2017-12-07,1478.67
1592,2017-12-08,1476.34
1593,2017-12-09,1473.94
1594,2017-12-10,1471.44
1595,2017-12-11,1468.79
1596,2017-12-12,1466.02
1597,2017-12-13,1463.12
1598,2017-12-14,1460.21
1599,2017-12-15,1457.24
1600,2017-12-16,1454.22
1601,2017-12-17,1451.05
1602,2017-12-18,1448.01
1603,2017-12-19,1446.33
1604,2017-12-20,1445.52
1605,2017-12-21,1444.1
1606,2017-12-22,1443.04
1607,2017-12-23,1441.79
1608,2017-12-24,1440.52
1609,2017-12-25,1439.54
1610,2017-12-26,1438.49
1611,2017-12-27,1438.0
1612,2017-12-28,1437.83
1613,2017-12-29,1444.16
1614,2017-12-30,1451.55
1615,2017-12-31,1455.22
1616,2018-01-01,1457.06
