,datetime,HILLS_CREEK_LAKE_NEAR_OAKRIDGE__OR.tsv
979,2016-04-06,1523.24
980,2016-04-07,1523.27
981,2016-04-08,1523.48
982,2016-04-09,1523.8
983,2016-04-10,1524.09
984,2016-04-11,1524.25
985,2016-04-12,1524.36
986,2016-04-13,1524.42
987,2016-04-14,1524.6
988,2016-04-15,1524.79
989,2016-04-16,1524.84
990,2016-04-17,1524.86
991,2016-04-18,1524.9
992,2016-04-19,1525.03
993,2016-04-20,1525.25
994,2016-04-21,1525.44
995,2016-04-22,1525.6
996,2016-04-23,1525.67
997,2016-04-24,1525.93
998,2016-04-25,1526.07
999,2016-04-26,1526.07
1000,2016-04-27,1526.01
1001,2016-04-28,1525.91
1002,2016-04-29,1525.73
1003,2016-04-30,1525.53
1004,2016-05-01,1525.31
1005,2016-05-02,1525.09
1006,2016-05-03,1524.93
1007,2016-05-04,1524.81
1008,2016-05-05,1524.71
1009,2016-05-06,1524.57
1010,2016-05-07,1524.45
1011,2016-05-08,1524.34
1012,2016-05-09,1524.11
1013,2016-05-10,1523.71
1014,2016-05-11,1523.26
1015,2016-05-12,1522.81
1016,2016-05-13,1522.27
1017,2016-05-14,1521.75
1018,2016-05-15,1521.22
1019,2016-05-16,1520.65
1020,2016-05-17,1519.98
1021,2016-05-18,1519.24
1022,2016-05-19,1518.51
1023,2016-05-20,1517.75
1024,2016-05-21,1516.97
1025,2016-05-22,1516.21
1026,2016-05-23,1515.45
1027,2016-05-24,1514.66
1028,2016-05-25,1513.82
1029,2016-05-26,1512.95
1030,2016-05-27,1512.07
1031,2016-05-28,1511.14
1032,2016-05-29,1510.2
1033,2016-05-30,1509.24
1034,2016-05-31,1508.28
1035,2016-06-01,1507.28
1036,2016-06-02,1506.3
1037,2016-06-03,1505.33
1038,2016-06-04,1504.32
1039,2016-06-05,1503.32
1040,2016-06-06,1502.3
1041,2016-06-07,1501.26
1042,2016-06-08,1500.19
1043,2016-06-09,1499.25
1044,2016-06-10,1498.63
1045,2016-06-11,1498.29
1046,2016-06-12,1498.12
1047,2016-06-13,1497.98
1048,2016-06-14,1497.85
1049,2016-06-15,1497.33
1050,2016-06-16,1496.77
1051,2016-06-17,1496.23
1052,2016-06-18,1495.74
1053,2016-06-19,1495.16
1054,2016-06-20,1494.62
1055,2016-06-21,1494.04
1056,2016-06-22,1493.48
1057,2016-06-23,1492.89
1058,2016-06-24,1491.6
1059,2016-06-25,1489.25
1060,2016-06-26,1486.9
1061,2016-06-27,1484.49
1062,2016-06-28,1482.09
1063,2016-06-29,1479.84
1064,2016-06-30,1477.77
1065,2016-07-01,1476.3
1066,2016-07-02,1475.41
1067,2016-07-03,1474.93
1068,2016-07-04,1474.74
1069,2016-07-05,1474.67
1070,2016-07-06,1474.58
1071,2016-07-07,1474.49
1072,2016-07-08,1474.49
1073,2016-07-09,1474.49
1074,2016-07-10,1474.51
1075,2016-07-11,1474.52
1076,2016-07-12,1474.47
1077,2016-07-13,1474.4
1078,2016-07-14,1474.33
1079,2016-07-15,1474.23
1080,2016-07-16,1474.13
1081,2016-07-17,1474.04
1082,2016-07-18,1473.95
1083,2016-07-19,1473.85
1084,2016-07-20,1473.74
1085,2016-07-21,1473.63
1086,2016-07-22,1473.52
1087,2016-07-23,1473.39
1088,2016-07-24,1473.27
1089,2016-07-25,1473.16
1090,2016-07-26,1473.04
1091,2016-07-27,1472.91
1092,2016-07-28,1472.78
1093,2016-07-29,1472.64
1094,2016-07-30,1472.5
1095,2016-07-31,1472.35
1096,2016-08-01,1472.2
1097,2016-08-02,1472.04
1098,2016-08-03,1471.88
1099,2016-08-04,1471.71
1100,2016-08-05,1471.54
1101,2016-08-06,1471.37
1102,2016-08-07,1471.2
1103,2016-08-08,1471.02
1104,2016-08-09,1470.86
1105,2016-08-10,1470.69
1106,2016-08-11,1470.55
1107,2016-08-12,1470.43
1108,2016-08-13,1470.3
1109,2016-08-14,1470.16
1110,2016-08-15,1470.03
1111,2016-08-16,1469.88
1112,2016-08-17,1469.75
1113,2016-08-18,1469.58
1114,2016-08-19,1469.43
1115,2016-08-20,1469.26
1116,2016-08-21,1469.09
1117,2016-08-22,1468.92
1118,2016-08-23,1468.73
1119,2016-08-24,1468.36
1120,2016-08-25,1468.2
1121,2016-08-26,1468.03
1122,2016-08-27,1467.84
1123,2016-08-28,1467.67
1124,2016-08-29,1467.51
1125,2016-08-30,1467.33
1126,2016-08-31,1467.16
1127,2016-09-01,1466.97
1128,2016-09-02,1466.81
1129,2016-09-03,1466.64
1130,2016-09-04,1466.45
1131,2016-09-05,1466.28
1132,2016-09-06,1466.11
1133,2016-09-07,1465.96
1134,2016-09-08,1465.8
1135,2016-09-09,1465.62
1136,2016-09-10,1465.44
1137,2016-09-11,1465.25
1138,2016-09-12,1465.07
1139,2016-09-13,1464.89
1140,2016-09-14,1464.7
1141,2016-09-15,1464.52
1142,2016-09-16,1464.34
1143,2016-09-17,1464.16
1144,2016-09-18,1463.98
1145,2016-09-19,1463.8
1146,2016-09-20,1463.62
1147,2016-09-21,1463.43
1148,2016-09-22,1463.29
1149,2016-09-23,1462.88
1150,2016-09-24,1462.39
1151,2016-09-25,1461.89
1152,2016-09-26,1461.37
1153,2016-09-27,1460.85
1154,2016-09-28,1460.33
1155,2016-09-29,1459.77
1156,2016-09-30,1459.21
1157,2016-10-01,1458.68
1158,2016-10-02,1458.14
1159,2016-10-03,1457.41
1160,2016-10-04,1456.51
1161,2016-10-05,1455.72
1162,2016-10-06,1454.88
1163,2016-10-07,1453.96
1164,2016-10-08,1453.02
1165,2016-10-09,1452.07
1166,2016-10-10,1451.18
1167,2016-10-11,1450.32
1168,2016-10-12,1449.49
1169,2016-10-13,1449.01
1170,2016-10-14,1449.82
1171,2016-10-15,1450.77
1172,2016-10-16,1453.52
1173,2016-10-17,1456.52
1174,2016-10-18,1460.12
1175,2016-10-19,1461.7
1176,2016-10-20,1462.4
1177,2016-10-21,1462.89
1178,2016-10-22,1463.18
1179,2016-10-23,1463.26
1180,2016-10-24,1463.21
1181,2016-10-25,1463.1
1182,2016-10-26,1463.15
1183,2016-10-27,1463.21
1184,2016-10-28,1462.82
1185,2016-10-29,1462.12
1186,2016-10-30,1461.28
1187,2016-10-31,1460.35
1188,2016-11-01,1459.32
1189,2016-11-02,1458.17
1190,2016-11-03,1457.2
1191,2016-11-04,1456.9
1192,2016-11-05,1456.75
1193,2016-11-06,1456.68
1194,2016-11-07,1456.53
1195,2016-11-08,1456.33
1196,2016-11-09,1456.1
1197,2016-11-10,1455.83
1198,2016-11-11,1455.53
1199,2016-11-12,1455.22
1200,2016-11-13,1454.89
1201,2016-11-14,1454.77
1202,2016-11-15,1455.16
1203,2016-11-16,1455.28
1204,2016-11-17,1455.17
1205,2016-11-18,1454.89
1206,2016-11-19,1454.56
1207,2016-11-20,1454.21
1208,2016-11-21,1453.91
1209,2016-11-22,1453.61
1210,2016-11-23,1453.09
1211,2016-11-24,1452.13
1212,2016-11-25,1451.15
1213,2016-11-26,1450.2
1214,2016-11-27,1449.58
1215,2016-11-28,1449.75
1216,2016-11-29,1449.91
1217,2016-11-30,1449.81
1218,2016-12-01,1449.53
1219,2016-12-02,1449.03
1220,2016-12-03,1448.6
1221,2016-12-04,1449.02
1222,2016-12-05,1449.72
1223,2016-12-06,1449.81
1224,2016-12-07,1449.5
1225,2016-12-08,1449.15
1226,2016-12-09,1450.9
1227,2016-12-10,1454.11
1228,2016-12-11,1455.51
1229,2016-12-12,1456.19
1230,2016-12-13,1456.02
1231,2016-12-14,1456.97
1232,2016-12-15,1463.02
1233,2016-12-16,1462.93
1234,2016-12-17,1461.31
1235,2016-12-18,1459.01
1236,2016-12-19,1456.37
1237,2016-12-20,1454.37
1238,2016-12-21,1452.59
1239,2016-12-22,1450.47
1240,2016-12-23,1449.31
1241,2016-12-24,1449.65
1242,2016-12-25,1450.2
1243,2016-12-26,1450.51
1244,2016-12-27,1450.7
1245,2016-12-28,1450.72
1246,2016-12-29,1450.6
1247,2016-12-30,1450.41
1248,2016-12-31,1450.12
1249,2017-01-01,1449.83
1250,2017-01-02,1449.43
1251,2017-01-03,1449.1066666666668
1252,2017-01-04,1448.7833333333333
1253,2017-01-05,1448.46
1254,2017-01-06,1448.25
1255,2017-01-07,1448.13
1256,2017-01-08,1448.7
1257,2017-01-09,1451.35
1258,2017-01-10,1453.35
1259,2017-01-11,1455.5
1260,2017-01-12,1456.56
1261,2017-01-13,1455.87
1262,2017-01-14,1454.07
1263,2017-01-15,1452.14
1264,2017-01-16,1450.13
1265,2017-01-17,1448.93
1266,2017-01-18,1450.86
1267,2017-01-19,1453.37
1268,2017-01-20,1454.49
1269,2017-01-21,1454.99
1270,2017-01-22,1455.24
1271,2017-01-23,1455.11
1272,2017-01-24,1454.62
1273,2017-01-25,1453.91
1274,2017-01-26,1453.14
1275,2017-01-27,1452.6
1276,2017-01-28,1452.33
1277,2017-01-29,1452.01
1278,2017-01-30,1451.69
1279,2017-01-31,1451.55
1280,2017-02-01,1451.5349999999999
1281,2017-02-02,1451.52
1282,2017-02-03,1451.64
1283,2017-02-04,1453.02
1284,2017-02-05,1455.07
1285,2017-02-06,1456.97
1286,2017-02-07,1459.28
1287,2017-02-08,1463.28
1288,2017-02-09,1469.43
1289,2017-02-10,1475.45
1290,2017-02-11,1478.91
1291,2017-02-12,1481.07
1292,2017-02-13,1482.31
1293,2017-02-14,1482.89
1294,2017-02-15,1483.49
1295,2017-02-16,1485.7
1296,2017-02-17,1488.04
1297,2017-02-18,1489.57
1298,2017-02-19,1490.87
1299,2017-02-20,1492.18
1300,2017-02-21,1494.1
1301,2017-02-22,1495.75
1302,2017-02-23,1496.77
1303,2017-02-24,1497.71
1304,2017-02-25,1498.67
1305,2017-02-26,1499.56
1306,2017-02-27,1500.32
1307,2017-02-28,1500.97
1308,2017-03-01,1501.56
1309,2017-03-02,1502.11
1310,2017-03-03,1502.68
1311,2017-03-04,1503.49
1312,2017-03-05,1504.29
1313,2017-03-06,1505.01
1314,2017-03-07,1505.92
1315,2017-03-08,1508.02
1316,2017-03-09,1512.55
1317,2017-03-10,1516.14
1318,2017-03-11,1518.24
1319,2017-03-12,1519.65
1320,2017-03-13,1520.08
1321,2017-03-14,1519.31
1322,2017-03-15,1518.85
1323,2017-03-16,1518.94
1324,2017-03-17,1518.38
1325,2017-03-18,1518.22
1326,2017-03-19,1519.14
1327,2017-03-20,1519.81
1328,2017-03-21,1520.25
1329,2017-03-22,1520.55
1330,2017-03-23,1520.5
1331,2017-03-24,1521.06
1332,2017-03-25,1521.63
1333,2017-03-26,1522.0
1334,2017-03-27,1523.11
1335,2017-03-28,1523.47
1336,2017-03-29,1523.82
1337,2017-03-30,1525.38
1338,2017-03-31,1526.17
1339,2017-04-01,1526.35
1340,2017-04-02,1526.13
1341,2017-04-03,1526.12
1342,2017-04-04,1526.56
1343,2017-04-05,1526.99
1344,2017-04-06,1527.38
1345,2017-04-07,1527.82
1346,2017-04-08,1528.15
1347,2017-04-09,1528.33
1348,2017-04-10,1528.45
1349,2017-04-11,1528.51
1350,2017-04-12,1528.57
1351,2017-04-13,1528.64
1352,2017-04-14,1528.46
1353,2017-04-15,1528.01
1354,2017-04-16,1527.54
1355,2017-04-17,1527.09
1356,2017-04-18,1527.25
1357,2017-04-19,1527.66
1358,2017-04-20,1528.13
1359,2017-04-21,1528.54
1360,2017-04-22,1528.84
1361,2017-04-23,1529.13
1362,2017-04-24,1529.79
1363,2017-04-25,1530.52
1364,2017-04-26,1531.65
1365,2017-04-27,1532.89
1366,2017-04-28,1533.51
1367,2017-04-29,1533.76
1368,2017-04-30,1534.0
1369,2017-05-01,1534.39
1370,2017-05-02,1534.76
1371,2017-05-03,1535.29
1372,2017-05-04,1536.35
1373,2017-05-05,1538.12
1374,2017-05-06,1539.2
1375,2017-05-07,1539.34
1376,2017-05-08,1539.33
1377,2017-05-09,1539.25
1378,2017-05-10,1539.19
1379,2017-05-11,1539.32
1380,2017-05-12,1539.48
1381,2017-05-13,1539.53
1382,2017-05-14,1539.46
1383,2017-05-15,1539.31
1384,2017-05-16,1539.53
1385,2017-05-17,1539.86
1386,2017-05-18,1540.11
1387,2017-05-19,1540.36
1388,2017-05-20,1540.75
1389,2017-05-21,1541.0
1390,2017-05-22,1541.0
1391,2017-05-23,1540.99
1392,2017-05-24,1541.04
1393,2017-05-25,1540.91
1394,2017-05-26,1540.7
1395,2017-05-27,1540.47
1396,2017-05-28,1540.25
1397,2017-05-29,1540.03
1398,2017-05-30,1539.66
1399,2017-05-31,1538.99
1400,2017-06-01,1537.74
1401,2017-06-02,1536.35
1402,2017-06-03,1534.93
1403,2017-06-04,1533.5
1404,2017-06-05,1531.96
1405,2017-06-06,1530.45
1406,2017-06-07,1528.98
1407,2017-06-08,1527.66
1408,2017-06-09,1526.24
1409,2017-06-10,1524.69
1410,2017-06-11,1523.0
1411,2017-06-12,1521.32
1412,2017-06-13,1519.61
1413,2017-06-14,1517.79
1414,2017-06-15,1515.99
1415,2017-06-16,1514.24
1416,2017-06-17,1512.43
1417,2017-06-18,1510.61
1418,2017-06-19,1508.78
1419,2017-06-20,1506.92
1420,2017-06-21,1505.07
1421,2017-06-22,1503.2
1422,2017-06-23,1501.56
1423,2017-06-24,1500.48
1424,2017-06-25,1499.38
1425,2017-06-26,1498.23
1426,2017-06-27,1496.96
1427,2017-06-28,1495.63
1428,2017-06-29,1494.23
1429,2017-06-30,1492.82
1430,2017-07-01,1491.37
1431,2017-07-02,1489.91
1432,2017-07-03,1488.41
1433,2017-07-04,1486.91
1434,2017-07-05,1485.38
1435,2017-07-06,1483.82
1436,2017-07-07,1482.23
1437,2017-07-08,1480.63
1438,2017-07-09,1479.0
1439,2017-07-10,1477.64
1440,2017-07-11,1476.81
1441,2017-07-12,1476.09
1442,2017-07-13,1475.37
1443,2017-07-14,1474.9
1444,2017-07-15,1474.83
1445,2017-07-16,1474.83
1446,2017-07-17,1474.84
1447,2017-07-18,1474.85
1448,2017-07-19,1474.85
1449,2017-07-20,1474.84
1450,2017-07-21,1474.84
1451,2017-07-22,1474.82
1452,2017-07-23,1474.81
1453,2017-07-24,1474.78
1454,2017-07-25,1474.77
1455,2017-07-26,1474.77
1456,2017-07-27,1474.75
1457,2017-07-28,1474.74
1458,2017-07-29,1474.72
1459,2017-07-30,1474.69
1460,2017-07-31,1474.67
1461,2017-08-01,1474.59
1462,2017-08-02,1474.54
1463,2017-08-03,1474.48
1464,2017-08-04,1474.41
1465,2017-08-05,1474.33
1466,2017-08-06,1474.26
1467,2017-08-07,1474.2
1468,2017-08-08,1474.11
1469,2017-08-09,1474.02
1470,2017-08-10,1473.93
1471,2017-08-11,1473.87
1472,2017-08-12,1473.8
1473,2017-08-13,1473.73
1474,2017-08-14,1473.66
1475,2017-08-15,1473.59
1476,2017-08-16,1473.51
1477,2017-08-17,1473.43
1478,2017-08-18,1473.34
1479,2017-08-19,1473.25
1480,2017-08-20,1473.16
1481,2017-08-21,1473.08
1482,2017-08-22,1473.0
1483,2017-08-23,1472.92
1484,2017-08-24,1472.83
1485,2017-08-25,1472.74
1486,2017-08-26,1472.64
1487,2017-08-27,1472.55
1488,2017-08-28,1472.46
1489,2017-08-29,1472.36
1490,2017-08-30,1472.27
1491,2017-08-31,1472.17
1492,2017-09-01,1472.08
1493,2017-09-02,1471.99
1494,2017-09-03,1471.91
1495,2017-09-04,1471.82
1496,2017-09-05,1471.73
1497,2017-09-06,1471.66
1498,2017-09-07,1471.64
1499,2017-09-08,1471.57
1500,2017-09-09,1471.5
1501,2017-09-10,1471.41
1502,2017-09-11,1471.32
1503,2017-09-12,1471.23
1504,2017-09-13,1471.12
1505,2017-09-14,1471.0
1506,2017-09-15,1470.88
1507,2017-09-16,1470.76
1508,2017-09-17,1470.64
1509,2017-09-18,1470.62
1510,2017-09-19,1470.84
1511,2017-09-20,1471.16
1512,2017-09-21,1471.29
1513,2017-09-22,1471.25
1514,2017-09-23,1471.17
1515,2017-09-24,1471.1
1516,2017-09-25,1471.0
1517,2017-09-26,1470.83
1518,2017-09-27,1470.57
1519,2017-09-28,1470.28
1520,2017-09-29,1469.99
1521,2017-09-30,1469.72
1522,2017-10-01,1469.46
1523,2017-10-02,1469.19
1524,2017-10-03,1468.91
1525,2017-10-04,1468.61
1526,2017-10-05,1468.31
1527,2017-10-06,1468.01
1528,2017-10-07,1467.72
1529,2017-10-08,1467.43
1530,2017-10-09,1467.14
1531,2017-10-10,1466.98
1532,2017-10-11,1466.94
1533,2017-10-12,1466.92
1534,2017-10-13,1467.3
1535,2017-10-14,1467.49
1536,2017-10-15,1467.52
1537,2017-10-16,1467.51
1538,2017-10-17,1467.48
1539,2017-10-18,1467.43
1540,2017-10-19,1467.5
1541,2017-10-20,1467.85
1542,2017-10-21,1469.01
1543,2017-10-22,1471.56
1544,2017-10-23,1472.65
1545,2017-10-24,1473.74
1546,2017-10-25,1474.17
1547,2017-10-26,1474.46
1548,2017-10-27,1474.66
1549,2017-10-28,1474.78
1550,2017-10-29,1474.85
1551,2017-10-30,1474.89
1552,2017-10-31,1474.91
1553,2017-11-01,1474.9
1554,2017-11-02,1474.92
1555,2017-11-03,1475.13
1556,2017-11-04,1475.2
1557,2017-11-05,1475.33
1558,2017-11-06,1475.44
1559,2017-11-07,1475.05
1560,2017-11-08,1474.57
1561,2017-11-09,1474.29
1562,2017-11-10,1473.35
1563,2017-11-11,1472.09
1564,2017-11-12,1470.27
1565,2017-11-13,1468.82
1566,2017-11-14,1467.4
1567,2017-11-15,1465.72
1568,2017-11-16,1464.46
1569,2017-11-17,1462.87
1570,2017-11-18,1460.92
1571,2017-11-19,1458.78
1572,2017-11-20,1458.22
1573,2017-11-21,1459.28
1574,2017-11-22,1459.17
1575,2017-11-23,1459.39
1576,2017-11-24,1460.56
1577,2017-11-25,1460.1
1578,2017-11-26,1459.24
1579,2017-11-27,1458.44
1580,2017-11-28,1457.17
1581,2017-11-29,1456.06
1582,2017-11-30,1455.0
1583,2017-12-01,1453.85
1584,2017-12-02,1452.81
1585,2017-12-03,1451.72
1586,2017-12-04,1450.49
1587,2017-12-05,1449.86
1588,2017-12-06,1449.97
1589,2017-12-07,1450.25
1590,2017-12-08,1450.47
1591,2017-12-09,1450.59
1592,2017-12-10,1450.6
1593,2017-12-11,1450.47
1594,2017-12-12,1450.21
1595,2017-12-13,1449.93
1596,2017-12-14,1449.64
1597,2017-12-15,1449.33
1598,2017-12-16,1449.0
1599,2017-12-17,1448.66
1600,2017-12-18,1448.29
1601,2017-12-19,1448.05
1602,2017-12-20,1447.91
1603,2017-12-21,1447.68
1604,2017-12-22,1447.42
1605,2017-12-23,1447.14
1606,2017-12-24,1446.85
1607,2017-12-25,1446.6
1608,2017-12-26,1446.35
1609,2017-12-27,1446.09
1610,2017-12-28,1445.84
1611,2017-12-29,1445.9
1612,2017-12-30,1446.47
1613,2017-12-31,1446.93
1614,2018-01-01,1447.28
