,datetime,BULL_RUN_LAKE_NEAR_BRIGHTWOOD__OR.
1919,2016-04-03,3177.56
1920,2016-04-04,3177.73
1921,2016-04-05,3177.76
1922,2016-04-06,3177.77
1923,2016-04-07,3177.83
1924,2016-04-08,3177.89
1925,2016-04-09,3177.96
1926,2016-04-10,3177.99
1927,2016-04-11,3177.99
1928,2016-04-12,3178.01
1929,2016-04-13,3178.03
1930,2016-04-14,3178.11
1931,2016-04-15,3178.08
1932,2016-04-16,3178.05
1933,2016-04-17,3178.04
1934,2016-04-18,3178.0
1935,2016-04-19,3178.02
1936,2016-04-20,3178.1
1937,2016-04-21,3178.12
1938,2016-04-22,3178.12
1939,2016-04-23,3178.17
1940,2016-04-24,3178.27
1941,2016-04-25,3178.25
1942,2016-04-26,3178.22
1943,2016-04-27,3178.15
1944,2016-04-28,3178.09
1945,2016-04-29,3178.05
1946,2016-04-30,3177.99
1947,2016-05-01,3177.97
1948,2016-05-02,3177.9
1949,2016-05-03,3177.84
1950,2016-05-04,3177.78
1951,2016-05-05,3177.72
1952,2016-05-06,3177.65
1953,2016-05-07,3177.58
1954,2016-05-08,3177.52
1955,2016-05-09,3177.45
1956,2016-05-10,3177.36
1957,2016-05-11,3177.27
1958,2016-05-12,3177.18
1959,2016-05-13,3177.07
1960,2016-05-14,3176.98
1961,2016-05-15,3177.04
1962,2016-05-16,3176.97
1963,2016-05-17,3176.88
1964,2016-05-18,3176.8
1965,2016-05-19,3176.78
1966,2016-05-20,3176.72
1967,2016-05-21,3176.71
1968,2016-05-22,3176.69
1969,2016-05-23,3176.65
1970,2016-05-24,3176.59
1971,2016-05-25,3176.51
1972,2016-05-26,3176.45
1973,2016-05-27,3176.38
1974,2016-05-28,3176.29
1975,2016-05-29,3176.21
1976,2016-05-30,3176.11
1977,2016-05-31,3176.01
1978,2016-06-01,3175.91
1979,2016-06-02,3175.86
1980,2016-06-03,3175.76
1981,2016-06-04,3175.67
1982,2016-06-05,3175.56
1983,2016-06-06,3175.45
1984,2016-06-07,3175.34
1985,2016-06-08,3175.24
1986,2016-06-09,3175.13
1987,2016-06-10,3175.09
1988,2016-06-11,3175.05
1989,2016-06-12,3174.95
1990,2016-06-13,3174.88
1991,2016-06-14,3174.92
1992,2016-06-15,3174.86
1993,2016-06-16,3174.77
1994,2016-06-17,3174.72
1995,2016-06-18,3174.67
1996,2016-06-19,3174.6
1997,2016-06-20,3174.5
1998,2016-06-21,3174.4
1999,2016-06-22,3174.3
2000,2016-06-23,3174.4
2001,2016-06-24,3174.45
2002,2016-06-25,3174.4
2003,2016-06-26,3174.34
2004,2016-06-27,3174.26
2005,2016-06-28,3174.18
2006,2016-06-29,3174.09
2007,2016-06-30,3174.0
2008,2016-07-01,3173.91
2009,2016-07-02,3173.82
2010,2016-07-03,3173.71
2011,2016-07-04,3173.61
2012,2016-07-05,3173.51
2013,2016-07-06,3173.41
2014,2016-07-07,3173.32
2015,2016-07-08,3173.27
2016,2016-07-09,3173.2
2017,2016-07-10,3173.14
2018,2016-07-11,3173.04
2019,2016-07-12,3172.94
2020,2016-07-13,3172.84
2021,2016-07-14,3172.74
2022,2016-07-15,3172.64
2023,2016-07-16,3172.54
2024,2016-07-17,3172.44
2025,2016-07-18,3172.34
2026,2016-07-19,3172.24
2027,2016-07-20,3172.1
2028,2016-07-21,3171.91
2029,2016-07-22,3171.73
2030,2016-07-23,3171.53
2031,2016-07-24,3171.34
2032,2016-07-25,3171.15
2033,2016-07-26,3170.97
2034,2016-07-27,3170.79
2035,2016-07-28,3170.6
2036,2016-07-29,3170.41
2037,2016-07-30,3170.21
2038,2016-07-31,3170.02
2039,2016-08-01,3169.82
2040,2016-08-02,3169.62
2041,2016-08-03,3169.45
2042,2016-08-04,3169.26
2043,2016-08-05,3169.07
2044,2016-08-06,3168.88
2045,2016-08-07,3168.69
2046,2016-08-08,3168.5
2047,2016-08-09,3168.34
2048,2016-08-10,3168.16
2049,2016-08-11,3167.98
2050,2016-08-12,3167.79
2051,2016-08-13,3167.61
2052,2016-08-14,3167.42
2053,2016-08-15,3167.24
2054,2016-08-16,3167.04
2055,2016-08-17,3166.9
2056,2016-08-18,3166.8
2057,2016-08-19,3166.7
2058,2016-08-20,3166.59
2059,2016-08-21,3166.49
2060,2016-08-22,3166.38
2061,2016-08-23,3166.29
2062,2016-08-24,3166.18
2063,2016-08-25,3166.09
2064,2016-08-26,3165.99
2065,2016-08-27,3165.88
2066,2016-08-28,3165.79
2067,2016-08-29,3165.7
2068,2016-08-30,3165.58
2069,2016-08-31,3165.5
2070,2016-09-01,3165.43
2071,2016-09-02,3165.39
2072,2016-09-03,3165.3
2073,2016-09-04,3165.2
2074,2016-09-05,3165.11
2075,2016-09-06,3165.07
2076,2016-09-07,3164.99
2077,2016-09-08,3164.9
2078,2016-09-09,3164.81
2079,2016-09-10,3164.73
2080,2016-09-11,3164.59
2081,2016-09-12,3164.54
2082,2016-09-13,3164.39
2083,2016-09-14,3164.29
2084,2016-09-15,3164.21
2085,2016-09-16,3164.11
2086,2016-09-17,3164.18
2087,2016-09-18,3164.13
2088,2016-09-19,3164.06
2089,2016-09-20,3163.98
2090,2016-09-21,3163.89
2091,2016-09-22,3163.81
2092,2016-09-23,3163.76
2093,2016-09-24,3163.63
2094,2016-09-25,3163.57
2095,2016-09-26,3163.48
2096,2016-09-27,3163.39
2097,2016-09-28,3163.31
2098,2016-09-29,3163.23
2099,2016-09-30,3163.14
2100,2016-10-01,3163.05
2101,2016-10-02,3162.98
2102,2016-10-03,3162.89
2103,2016-10-04,3162.87
2104,2016-10-05,3162.97
2105,2016-10-06,3163.02
2106,2016-10-07,3163.26
2107,2016-10-08,3163.27
2108,2016-10-09,3163.67
2109,2016-10-10,3163.75
2110,2016-10-11,3163.74
2111,2016-10-12,3163.68
2112,2016-10-13,3164.05
2113,2016-10-14,3164.42
2114,2016-10-15,3164.74
2115,2016-10-16,3164.96
2116,2016-10-17,3165.32
2117,2016-10-18,3165.52
2118,2016-10-19,3165.62
2119,2016-10-20,3165.84
2120,2016-10-21,3165.98
2121,2016-10-22,3166.03
2122,2016-10-23,3166.05
2123,2016-10-24,3166.05
2124,2016-10-25,3166.07
2125,2016-10-26,3166.13
2126,2016-10-27,3166.18
2127,2016-10-28,3166.16
2128,2016-10-29,3166.17
2129,2016-10-30,3166.14
2130,2016-10-31,3166.33
2131,2016-11-01,3166.35
2132,2016-11-02,3166.33
2133,2016-11-03,3166.32
2134,2016-11-04,3166.27
2135,2016-11-05,3166.32
2136,2016-11-06,3166.28
2137,2016-11-07,3166.25
2138,2016-11-08,3166.17
2139,2016-11-09,3166.14
2140,2016-11-10,3166.09
2141,2016-11-11,3166.03
2142,2016-11-12,3166.05
2143,2016-11-13,3166.06
2144,2016-11-14,3166.25
2145,2016-11-15,3166.6
2146,2016-11-16,3166.72
2147,2016-11-17,3166.77
2148,2016-11-18,3166.75
2149,2016-11-19,3166.72
2150,2016-11-20,3166.77
2151,2016-11-21,3166.82
2152,2016-11-22,3166.85
2153,2016-11-23,3166.9
2154,2016-11-24,3166.94
2155,2016-11-25,3167.03
2156,2016-11-26,3167.07
2157,2016-11-27,3167.17
2158,2016-11-28,3167.34
2159,2016-11-29,3167.39
2160,2016-11-30,3167.51
2161,2016-12-01,3167.55
2162,2016-12-02,3167.62
2163,2016-12-03,3167.72
2164,2016-12-04,3167.91
2165,2016-12-05,3167.94
2166,2016-12-06,3167.94
2167,2016-12-07,3167.86
2168,2016-12-08,3167.98
2169,2016-12-09,3168.0
2170,2016-12-10,3168.07
2171,2016-12-11,3168.14
2172,2016-12-12,3168.13
2173,2016-12-13,3168.05
2174,2016-12-14,3168.03
2175,2016-12-15,3167.98
2176,2016-12-16,3167.9
2177,2016-12-17,3167.83
2178,2016-12-18,3167.75
2179,2016-12-19,3167.81
2180,2016-12-20,3168.41
2181,2016-12-21,3168.49
2182,2016-12-22,3168.53
2183,2016-12-23,3168.55
2184,2016-12-24,3168.55
2185,2016-12-25,3168.52
2186,2016-12-26,3168.54
2187,2016-12-27,3168.68
2188,2016-12-28,3168.63
2189,2016-12-29,3168.6
2190,2016-12-30,3168.55
2191,2016-12-31,3168.54
2192,2017-01-01,3168.57
2193,2017-01-02,3168.52
2194,2017-01-03,3168.42
2195,2017-01-04,3168.31
2196,2017-01-05,3168.27
2197,2017-01-06,3168.21
2198,2017-01-07,3168.17
2199,2017-01-08,3168.16
2200,2017-01-09,3168.15
2201,2017-01-10,3168.18
2202,2017-01-11,3168.11
2203,2017-01-12,3168.04
2204,2017-01-13,3167.97
2205,2017-01-14,3167.89
2206,2017-01-15,3167.8
2207,2017-01-16,3167.73
2208,2017-01-17,3167.87
2209,2017-01-18,3168.11
2210,2017-01-19,3168.18
2211,2017-01-20,3168.2
2212,2017-01-21,3168.22
2213,2017-01-22,3168.19
2214,2017-01-23,3168.16
2215,2017-01-24,3168.12
2216,2017-01-25,3168.1
2217,2017-01-26,3168.05
2218,2017-01-27,3168.0
2219,2017-01-28,3167.94
2220,2017-01-29,3167.88
2221,2017-01-30,3167.81
2222,2017-01-31,3167.78
2223,2017-02-01,3167.65
2224,2017-02-02,3167.6
2225,2017-02-03,3167.61
2226,2017-02-04,3167.79
2227,2017-02-05,3167.87
2228,2017-02-06,3167.94
2229,2017-02-07,3167.94
2230,2017-02-08,3168.08
2231,2017-02-09,3168.39
2232,2017-02-10,3168.62
2233,2017-02-11,3168.68
2234,2017-02-12,3168.7
2235,2017-02-13,3168.69
2236,2017-02-14,3168.66
2237,2017-02-15,3168.86
2238,2017-02-16,3169.31
2239,2017-02-17,3169.48
2240,2017-02-18,3169.6
2241,2017-02-19,3169.69
2242,2017-02-20,3169.8
2243,2017-02-21,3169.88
2244,2017-02-22,3169.88
2245,2017-02-23,3169.88
2246,2017-02-24,3169.86
2247,2017-02-25,3169.83
2248,2017-02-26,3169.84
2249,2017-02-27,3169.9
2250,2017-02-28,3169.92
2251,2017-03-01,3169.89
2252,2017-03-02,3169.85
2253,2017-03-03,3169.88
2254,2017-03-04,3169.86
2255,2017-03-05,3169.84
2256,2017-03-06,3169.87
2257,2017-03-07,3170.03
2258,2017-03-08,3170.22
2259,2017-03-09,3170.68
2260,2017-03-10,3170.96
2261,2017-03-11,3171.2
2262,2017-03-12,3171.39
2263,2017-03-13,3171.64
2264,2017-03-14,3172.01
2265,2017-03-15,3172.52
2266,2017-03-16,3172.82
2267,2017-03-17,3172.98
2268,2017-03-18,3173.33
2269,2017-03-19,3173.49
2270,2017-03-20,3173.58
2271,2017-03-21,3173.64
2272,2017-03-22,3173.72
2273,2017-03-23,3173.81
2274,2017-03-24,3174.03
2275,2017-03-25,3174.15
2276,2017-03-26,3174.33
2277,2017-03-27,3174.51
2278,2017-03-28,3174.62
2279,2017-03-29,3175.03
2280,2017-03-30,3175.29
2281,2017-03-31,3175.39
2282,2017-04-01,3175.45
2283,2017-04-02,3175.49
2284,2017-04-03,3175.49
2285,2017-04-04,3175.49
2286,2017-04-05,3175.48
2287,2017-04-06,3175.5
2288,2017-04-07,3175.61
2289,2017-04-08,3175.67
2290,2017-04-09,3175.67
2291,2017-04-10,3175.67
2292,2017-04-11,3175.67
2293,2017-04-12,3175.72
2294,2017-04-13,3175.78
2295,2017-04-14,3175.82
2296,2017-04-15,3175.81
2297,2017-04-16,3175.77
2298,2017-04-17,3175.84
2299,2017-04-18,3175.9
2300,2017-04-19,3175.95
2301,2017-04-20,3176.05
2302,2017-04-21,3176.12
2303,2017-04-22,3176.19
2304,2017-04-23,3176.37
2305,2017-04-24,3176.64
2306,2017-04-25,3176.89
2307,2017-04-26,3177.38
2308,2017-04-27,3177.6
2309,2017-04-28,3177.7
2310,2017-04-29,3177.75
2311,2017-04-30,3177.91
2312,2017-05-01,3177.98
2313,2017-05-02,3178.04
2314,2017-05-03,3178.17
2315,2017-05-04,3178.51
2316,2017-05-05,3178.85
2317,2017-05-06,3178.97
2318,2017-05-07,3179.02
2319,2017-05-08,3179.04
2320,2017-05-09,3179.06
2321,2017-05-10,3179.11
2322,2017-05-11,3179.19
2323,2017-05-12,3179.25
2324,2017-05-13,3179.31
2325,2017-05-14,3179.37
2326,2017-05-15,3179.4
2327,2017-05-16,3179.74
2328,2017-05-17,3179.92
2329,2017-05-18,3180.0
2330,2017-05-19,3180.06
2331,2017-05-20,3180.13
2332,2017-05-21,3180.22
2333,2017-05-22,3180.34
2334,2017-05-23,3180.46
2335,2017-05-24,3180.47
2336,2017-05-25,3180.44
2337,2017-05-26,3180.42
2338,2017-05-27,3180.42
2339,2017-05-28,3180.44
2340,2017-05-29,3180.47
2341,2017-05-30,3180.45
2342,2017-05-31,3180.4
2343,2017-06-01,3180.38
2344,2017-06-02,3180.35
2345,2017-06-03,3180.29
2346,2017-06-04,3180.24
2347,2017-06-05,3180.17
2348,2017-06-06,3180.12
2349,2017-06-07,3180.09
2350,2017-06-08,3180.17
2351,2017-06-09,3180.17
2352,2017-06-10,3180.16
2353,2017-06-11,3180.1
2354,2017-06-12,3180.08
2355,2017-06-13,3180.07
2356,2017-06-14,3180.01
2357,2017-06-15,3180.02
2358,2017-06-16,3180.09
2359,2017-06-17,3180.05
2360,2017-06-18,3180.01
2361,2017-06-19,3179.95
2362,2017-06-20,3179.87
2363,2017-06-21,3179.79
2364,2017-06-22,3179.71
2365,2017-06-23,3179.61
2366,2017-06-24,3179.47
2367,2017-06-25,3179.37
2368,2017-06-26,3179.26
2369,2017-06-27,3179.15
2370,2017-06-28,3179.03
2371,2017-06-29,3178.92
2372,2017-06-30,3178.8
2373,2017-07-01,3178.68
2374,2017-07-02,3178.56
2375,2017-07-03,3178.43
2376,2017-07-04,3178.31
2377,2017-07-05,3178.19
2378,2017-07-06,3178.06
2379,2017-07-07,3177.93
2380,2017-07-08,3177.8
2381,2017-07-09,3177.66
2382,2017-07-10,3177.52
2383,2017-07-11,3177.4
2384,2017-07-12,3177.27
2385,2017-07-13,3177.14
2386,2017-07-14,3177.02
2387,2017-07-15,3176.88
2388,2017-07-16,3176.75
2389,2017-07-17,3176.62
2390,2017-07-18,3176.49
2391,2017-07-19,3176.37
2392,2017-07-20,3176.23
2393,2017-07-21,3176.11
2394,2017-07-22,3175.99
2395,2017-07-23,3175.87
2396,2017-07-24,3175.75
2397,2017-07-25,3175.62
2398,2017-07-26,3175.49
2399,2017-07-27,3175.37
2400,2017-07-28,3175.24
2401,2017-07-29,3175.11
2402,2017-07-30,3174.99
2403,2017-07-31,3174.87
2404,2017-08-01,3174.75
2405,2017-08-02,3174.62
2406,2017-08-03,3174.49
2407,2017-08-04,3174.37
2408,2017-08-05,3174.24
2409,2017-08-06,3174.12
2410,2017-08-07,3174.0
2411,2017-08-08,3173.89
2412,2017-08-09,3173.77
2413,2017-08-10,3173.65
2414,2017-08-11,3173.52
2415,2017-08-12,3173.4
2416,2017-08-13,3173.29
2417,2017-08-14,3173.17
2418,2017-08-15,3173.05
2419,2017-08-16,3172.93
2420,2017-08-17,3172.81
2421,2017-08-18,3172.69
2422,2017-08-19,3172.57
2423,2017-08-20,3172.46
2424,2017-08-21,3172.34
2425,2017-08-22,3172.23
2426,2017-08-23,3172.11
2427,2017-08-24,3171.99
2428,2017-08-25,3171.88
2429,2017-08-26,3171.76
2430,2017-08-27,3171.65
2431,2017-08-28,3171.54
2432,2017-08-29,3171.43
2433,2017-08-30,3171.32
2434,2017-08-31,3171.21
2435,2017-09-01,3171.1
2436,2017-09-02,3170.99
2437,2017-09-03,3170.88
2438,2017-09-04,3170.76
2439,2017-09-05,3170.63
2440,2017-09-06,3170.53
2441,2017-09-07,3170.43
2442,2017-09-08,3170.31
2443,2017-09-09,3170.21
2444,2017-09-10,3170.11
2445,2017-09-11,3170.0
2446,2017-09-12,3169.89
2447,2017-09-13,3169.78
2448,2017-09-14,3169.66
2449,2017-09-15,3169.56
2450,2017-09-16,3169.44
2451,2017-09-17,3169.44
2452,2017-09-18,3169.54
2453,2017-09-19,3169.68
2454,2017-09-20,3169.78
2455,2017-09-21,3169.72
2456,2017-09-22,3169.63
2457,2017-09-23,3169.54
2458,2017-09-24,3169.44
2459,2017-09-25,3169.35
2460,2017-09-26,3169.25
2461,2017-09-27,3169.15
2462,2017-09-28,3169.06
2463,2017-09-29,3168.97
2464,2017-09-30,3168.92
2465,2017-10-01,3168.87
2466,2017-10-02,3168.81
2467,2017-10-03,3168.69
2468,2017-10-04,3168.56
2469,2017-10-05,3168.48
2470,2017-10-06,3168.35
2471,2017-10-07,3168.49
2472,2017-10-08,3168.4
2473,2017-10-09,3168.34
2474,2017-10-10,3168.29
2475,2017-10-11,3168.27
2476,2017-10-12,3168.45
2477,2017-10-13,3168.54
2478,2017-10-14,3168.52
2479,2017-10-15,3168.47
2480,2017-10-16,3168.42
2481,2017-10-17,3168.42
2482,2017-10-18,3168.34
2483,2017-10-19,3168.7
2484,2017-10-20,3168.95
2485,2017-10-21,3169.97
2486,2017-10-22,3171.17
2487,2017-10-23,3171.34
2488,2017-10-24,3171.38
2489,2017-10-25,3171.39
2490,2017-10-26,3171.39
2491,2017-10-27,3171.32
2492,2017-10-28,3171.25
2493,2017-10-29,3171.2
2494,2017-10-30,3171.12
2495,2017-10-31,3171.0
2496,2017-11-01,3170.95
2497,2017-11-02,3171.06
2498,2017-11-03,3171.02
2499,2017-11-04,3171.0
2500,2017-11-05,3171.0
2501,2017-11-06,3170.95
2502,2017-11-07,3170.86
2503,2017-11-08,3170.81
2504,2017-11-09,3170.76
2505,2017-11-10,3170.81
2506,2017-11-11,3170.81
2507,2017-11-12,3170.8
2508,2017-11-13,3170.95
2509,2017-11-14,3170.94
2510,2017-11-15,3171.07
2511,2017-11-16,3171.12
2512,2017-11-17,3171.17
2513,2017-11-18,3171.12
2514,2017-11-19,3171.09
2515,2017-11-20,3171.88
2516,2017-11-21,3172.26
2517,2017-11-22,3172.68
2518,2017-11-23,3173.92
2519,2017-11-24,3174.28
2520,2017-11-25,3174.41
2521,2017-11-26,3174.59
2522,2017-11-27,3174.7
2523,2017-11-28,3174.8
2524,2017-11-29,3174.82
2525,2017-11-30,3174.83
2526,2017-12-01,3174.82
2527,2017-12-02,3174.85
2528,2017-12-03,3174.86
2529,2017-12-04,3174.82
2530,2017-12-05,3174.64
2531,2017-12-06,3174.65
2532,2017-12-07,3174.6
2533,2017-12-08,3174.52
2534,2017-12-09,3174.43
2535,2017-12-10,3174.31
2536,2017-12-11,3174.24
2537,2017-12-12,3174.16
2538,2017-12-13,3174.06
2539,2017-12-14,3173.97
2540,2017-12-15,3173.91
2541,2017-12-16,3173.82
2542,2017-12-17,3173.74
2543,2017-12-18,3173.8
2544,2017-12-19,3173.97
2545,2017-12-20,3174.01
2546,2017-12-21,3173.96
2547,2017-12-22,3173.98
2548,2017-12-23,3173.96
2549,2017-12-24,3173.93
2550,2017-12-25,3173.93
2551,2017-12-26,3173.83
2552,2017-12-27,3173.87
2553,2017-12-28,3174.2
2554,2017-12-29,3175.3
2555,2017-12-30,3175.74
2556,2017-12-31,3175.85
2557,2018-01-01,3175.89
