,datetime,BULL_RUN_LAKE_NEAR_BRIGHTWOOD__OR.
989,2013-09-16,3169.63
990,2013-09-17,3169.6
991,2013-09-18,3169.51
992,2013-09-19,3169.42
993,2013-09-20,3169.32
994,2013-09-21,3169.23
995,2013-09-22,3169.26
996,2013-09-23,3169.23
997,2013-09-24,3169.18
998,2013-09-25,3169.14
999,2013-09-26,3169.06
1000,2013-09-27,3169.16
1001,2013-09-28,3169.58
1002,2013-09-29,3170.46
1003,2013-09-30,3170.66
1004,2013-10-01,3170.96
1005,2013-10-02,3171.09
1006,2013-10-03,3171.12
1007,2013-10-04,3171.12
1008,2013-10-05,3171.07
1009,2013-10-06,3171.03
1010,2013-10-07,3171.04
1011,2013-10-08,3171.19
1012,2013-10-09,3171.23
1013,2013-10-10,3171.2
1014,2013-10-11,3171.16
1015,2013-10-12,3171.14
1016,2013-10-13,3171.09
1017,2013-10-14,3170.99
1018,2013-10-15,3170.94
1019,2013-10-16,3170.86
1020,2013-10-17,3170.78
1021,2013-10-18,3170.72
1022,2013-10-19,3170.63
1023,2013-10-20,3170.55
1024,2013-10-21,3170.43
1025,2013-10-22,3170.36
1026,2013-10-23,3170.31
1027,2013-10-24,3170.21
1028,2013-10-25,3170.13
1029,2013-10-26,3170.04
1030,2013-10-27,3170.01
1031,2013-10-28,3169.93
1032,2013-10-29,3169.79
1033,2013-10-30,3169.7
1034,2013-10-31,3169.66
1035,2013-11-01,3169.57
1036,2013-11-02,3169.65
1037,2013-11-03,3169.63
1038,2013-11-04,3169.66
1039,2013-11-05,3169.74
1040,2013-11-06,3169.85
1041,2013-11-07,3169.94
1042,2013-11-08,3170.11
1043,2013-11-09,3170.14
1044,2013-11-10,3170.13
1045,2013-11-11,3170.02
1046,2013-11-12,3170.05
1047,2013-11-13,3170.02
1048,2013-11-14,3170.01
1049,2013-11-15,3170.15
1050,2013-11-16,3170.24
1051,2013-11-17,3170.31
1052,2013-11-18,3170.54
1053,2013-11-19,3171.06
1054,2013-11-20,3171.32
1055,2013-11-21,3171.23
1056,2013-11-22,3171.18
1057,2013-11-23,3171.13
1058,2013-11-24,3171.11
1059,2013-11-25,3171.07
1060,2013-11-26,3171.0
1061,2013-11-27,3170.94
1062,2013-11-28,3170.87
1063,2013-11-29,3170.83
1064,2013-11-30,3170.75
1065,2013-12-01,3172.45
1066,2013-12-02,3173.16
1067,2013-12-03,3173.2
1068,2013-12-04,3173.3
1069,2013-12-05,3173.3
1070,2013-12-06,3173.34
1071,2013-12-07,3173.23
1072,2013-12-08,3173.19
1073,2013-12-09,3173.14
1074,2013-12-10,3173.08
1075,2013-12-11,3173.02
1076,2013-12-12,3172.99
1077,2013-12-13,3172.96
1078,2013-12-14,3172.92
1079,2013-12-15,3172.85
1080,2013-12-16,3172.8
1081,2013-12-17,3172.73
1082,2013-12-18,3172.68
1083,2013-12-19,3172.6
1084,2013-12-20,3172.68
1085,2013-12-21,3172.68
1086,2013-12-22,3172.7
1087,2013-12-23,3172.86
1088,2013-12-24,3172.88
1089,2013-12-25,3172.86
1090,2013-12-26,3172.84
1091,2013-12-27,3172.81
1092,2013-12-28,3172.76
1093,2013-12-29,3172.71
1094,2013-12-30,3172.63
1095,2013-12-31,3172.58
1096,2014-01-01,3172.53
1097,2014-01-02,3172.48
1098,2014-01-03,3172.44
1099,2014-01-04,3172.38
1100,2014-01-05,3172.34
1101,2014-01-06,3172.23
1102,2014-01-07,3172.21
1103,2014-01-08,3172.49
1104,2014-01-09,3172.75
1105,2014-01-10,3172.9
1106,2014-01-11,3173.27
1107,2014-01-12,3173.48
1108,2014-01-13,3173.84
1109,2014-01-14,3173.97
1110,2014-01-15,3174.01
1111,2014-01-16,3174.02
1112,2014-01-17,3174.02
1113,2014-01-18,3173.99
1114,2014-01-19,3173.97
1115,2014-01-20,3173.91
1116,2014-01-21,3173.86
1117,2014-01-22,3173.86
1118,2014-01-23,3173.78
1119,2014-01-24,3173.66
1120,2014-01-25,3173.6
1121,2014-01-26,3173.54
1122,2014-01-27,3173.5
1123,2014-01-28,3173.47
1124,2014-01-29,3173.78
1125,2014-01-30,3173.89
1126,2014-01-31,3173.95
1127,2014-02-01,3173.92
1128,2014-02-02,3173.87
1129,2014-02-03,3173.85
1130,2014-02-04,3173.71
1131,2014-02-05,3173.82
1132,2014-02-06,3173.61
1133,2014-02-07,3173.69
1134,2014-02-08,3173.79
1135,2014-02-09,3173.71
1136,2014-02-10,3173.75
1137,2014-02-11,3173.95
1138,2014-02-12,3174.79
1139,2014-02-13,3175.34
1140,2014-02-14,3176.0
1141,2014-02-15,3176.54
1142,2014-02-16,3176.63
1143,2014-02-17,3177.02
1144,2014-02-18,3177.2
1145,2014-02-19,3177.42
1146,2014-02-20,3177.62
1147,2014-02-21,3177.62
1148,2014-02-22,3177.6
1149,2014-02-23,3177.56
1150,2014-02-24,3177.6
1151,2014-02-25,3177.49
1152,2014-02-26,3177.46
1153,2014-02-27,3177.44
1154,2014-02-28,3177.32
1155,2014-03-01,3177.4
1156,2014-03-02,3177.5
1157,2014-03-03,3177.79
1158,2014-03-04,3177.99
1159,2014-03-05,3178.72
1160,2014-03-06,3179.3
1161,2014-03-07,3179.62
1162,2014-03-08,3179.95
1163,2014-03-09,3181.02
1164,2014-03-10,3181.14
1165,2014-03-11,3181.04
1166,2014-03-12,3180.89
1167,2014-03-13,3180.76
1168,2014-03-14,3180.73
1169,2014-03-15,3180.65
1170,2014-03-16,3180.69
1171,2014-03-17,3180.64
1172,2014-03-18,3180.56
1173,2014-03-19,3180.55
1174,2014-03-20,3180.42
1175,2014-03-21,3180.34
1176,2014-03-22,3180.26
1177,2014-03-23,3180.18
1178,2014-03-24,3180.11
1179,2014-03-25,3180.09
1180,2014-03-26,3180.1
1181,2014-03-27,3180.22
1182,2014-03-28,3180.5
1183,2014-03-29,3180.75
1184,2014-03-30,3180.67
1185,2014-03-31,3180.59
1186,2014-04-01,3180.55
1187,2014-04-02,3180.47
1188,2014-04-03,3180.41
1189,2014-04-04,3180.4
1190,2014-04-05,3180.5
1191,2014-04-06,3180.63
1192,2014-04-07,3180.62
1193,2014-04-08,3180.62
1194,2014-04-09,3180.65
1195,2014-04-10,3180.58
1196,2014-04-11,3180.51
1197,2014-04-12,3180.44
1198,2014-04-13,3180.36
1199,2014-04-14,3180.31
1200,2014-04-15,3180.25
1201,2014-04-16,3180.19
1202,2014-04-17,3180.25
1203,2014-04-18,3180.24
1204,2014-04-19,3180.22
1205,2014-04-20,3180.18
1206,2014-04-21,3180.17
1207,2014-04-22,3180.19
1208,2014-04-23,3180.45
1209,2014-04-24,3180.71
1210,2014-04-25,3180.75
1211,2014-04-26,3180.76
1212,2014-04-27,3180.75
1213,2014-04-28,3180.68
1214,2014-04-29,3180.6
1215,2014-04-30,3180.61
1216,2014-05-01,3180.51
1217,2014-05-02,3180.5
1218,2014-05-03,3180.47
1219,2014-05-04,3180.58
1220,2014-05-05,3180.63
1221,2014-05-06,3180.58
1222,2014-05-07,3180.52
1223,2014-05-08,3180.55
1224,2014-05-09,3180.78
1225,2014-05-10,3180.86
1226,2014-05-11,3180.84
1227,2014-05-12,3180.72
1228,2014-05-13,3180.62
1229,2014-05-14,3180.54
1230,2014-05-15,3180.48
1231,2014-05-16,3180.42
1232,2014-05-17,3180.35
1233,2014-05-18,3180.32
1234,2014-05-19,3180.26
1235,2014-05-20,3180.18
1236,2014-05-21,3180.11
1237,2014-05-22,3180.03
1238,2014-05-23,3179.97
1239,2014-05-24,3179.88
1240,2014-05-25,3179.81
1241,2014-05-26,3179.69
1242,2014-05-27,3179.6
1243,2014-05-28,3179.58
1244,2014-05-29,3179.51
1245,2014-05-30,3179.41
1246,2014-05-31,3179.31
1247,2014-06-01,3179.21
1248,2014-06-02,3179.11
1249,2014-06-03,3179.0
1250,2014-06-04,3178.89
1251,2014-06-05,3178.77
1252,2014-06-06,3178.66
1253,2014-06-07,3178.54
1254,2014-06-08,3178.43
1255,2014-06-09,3178.31
1256,2014-06-10,3178.2
1257,2014-06-11,3178.08
1258,2014-06-12,3178.09
1259,2014-06-13,3178.0
1260,2014-06-14,3177.93
1261,2014-06-15,3177.88
1262,2014-06-16,3177.85
1263,2014-06-17,3177.82
1264,2014-06-18,3177.74
1265,2014-06-19,3177.67
1266,2014-06-20,3177.56
1267,2014-06-21,3177.47
1268,2014-06-22,3177.37
1269,2014-06-23,3177.28
1270,2014-06-24,3177.18
1271,2014-06-25,3177.11
1272,2014-06-26,3177.06
1273,2014-06-27,3177.19
1274,2014-06-28,3177.17
1275,2014-06-29,3177.15
1276,2014-06-30,3177.04
1277,2014-07-01,3177.0
1278,2014-07-02,3176.92
1279,2014-07-03,3176.82
1280,2014-07-04,3176.73
1281,2014-07-05,3176.63
1282,2014-07-06,3176.53
1283,2014-07-07,3176.43
1284,2014-07-08,3176.33
1285,2014-07-09,3176.24
1286,2014-07-10,3176.12
1287,2014-07-11,3176.01
1288,2014-07-12,3175.91
1289,2014-07-13,3175.82
1290,2014-07-14,3175.7
1291,2014-07-15,3175.6
1292,2014-07-16,3175.49
1293,2014-07-17,3175.37
1294,2014-07-18,3175.26
1295,2014-07-19,3175.16
1296,2014-07-20,3175.01
1297,2014-07-21,3174.9
1298,2014-07-22,3174.82
1299,2014-07-23,3174.83
1300,2014-07-24,3174.69
1301,2014-07-25,3174.59
1302,2014-07-26,3174.48
1303,2014-07-27,3174.37
1304,2014-07-28,3174.27
1305,2014-07-29,3174.15
1306,2014-07-30,3174.05
1307,2014-07-31,3173.94
1308,2014-08-01,3173.83
1309,2014-08-02,3173.72
1310,2014-08-03,3173.62
1311,2014-08-04,3173.5
1312,2014-08-05,3173.37
1313,2014-08-06,3173.27
1314,2014-08-07,3173.16
1315,2014-08-08,3173.04
1316,2014-08-09,3172.93
1317,2014-08-10,3172.82
1318,2014-08-11,3172.69
1319,2014-08-12,3172.65
1320,2014-08-13,3172.54
1321,2014-08-14,3172.43
1322,2014-08-15,3172.32
1323,2014-08-16,3172.22
1324,2014-08-17,3172.11
1325,2014-08-18,3172.0
1326,2014-08-19,3171.9
1327,2014-08-20,3171.79
1328,2014-08-21,3171.67
1329,2014-08-22,3171.56
1330,2014-08-23,3171.45
1331,2014-08-24,3171.32
1332,2014-08-25,3171.23
1333,2014-08-26,3171.12
1334,2014-08-27,3171.01
1335,2014-08-28,3170.9
1336,2014-08-29,3170.79
1337,2014-08-30,3170.76
1338,2014-08-31,3170.65
1339,2014-09-01,3170.55
1340,2014-09-02,3170.4
1341,2014-09-03,3170.33
1342,2014-09-04,3170.25
1343,2014-09-05,3170.17
1344,2014-09-06,3169.97
1345,2014-09-07,3169.86
1346,2014-09-08,3169.75
1347,2014-09-09,3169.65
1348,2014-09-10,3169.59
1349,2014-09-11,3169.48
1350,2014-09-12,3169.29
1351,2014-09-13,3169.18
1352,2014-09-14,3169.12
1353,2014-09-15,3169.02
1354,2014-09-16,3168.95
1355,2014-09-17,3168.86
1356,2014-09-18,3168.81
1357,2014-09-19,3168.71
1358,2014-09-20,3168.63
1359,2014-09-21,3168.53
1360,2014-09-22,3168.41
1361,2014-09-23,3168.37
1362,2014-09-24,3168.43
1363,2014-09-25,3168.32
1364,2014-09-26,3168.24
1365,2014-09-27,3168.17
1366,2014-09-28,3168.08
1367,2014-09-29,3168.0
1368,2014-09-30,3168.02
1369,2014-10-01,3167.93
1370,2014-10-02,3167.86
1371,2014-10-03,3167.76
1372,2014-10-04,3167.69
1373,2014-10-05,3167.62
1374,2014-10-06,3167.54
1375,2014-10-07,3167.46
1376,2014-10-08,3167.36
1377,2014-10-09,3167.23
1378,2014-10-10,3167.08
1379,2014-10-11,3166.98
1380,2014-10-12,3166.82
1381,2014-10-13,3166.59
1382,2014-10-14,3166.5
1383,2014-10-15,3166.47
1384,2014-10-16,3166.36
1385,2014-10-17,3166.32
1386,2014-10-18,3166.29
1387,2014-10-19,3166.19
1388,2014-10-20,3166.14
1389,2014-10-21,3166.09
1390,2014-10-22,3166.45
1391,2014-10-23,3166.61
1392,2014-10-24,3166.56
1393,2014-10-25,3166.55
1394,2014-10-26,3167.0
1395,2014-10-27,3167.06
1396,2014-10-28,3167.18
1397,2014-10-29,3167.23
1398,2014-10-30,3167.34
1399,2014-10-31,3167.44
1400,2014-11-01,3167.44
1401,2014-11-02,3167.47
1402,2014-11-03,3167.56
1403,2014-11-04,3167.79
1404,2014-11-05,3167.8
1405,2014-11-06,3167.85
1406,2014-11-07,3167.89
1407,2014-11-08,3167.86
1408,2014-11-09,3167.86
1409,2014-11-10,3167.83
1410,2014-11-11,3167.66
1411,2014-11-12,3167.73
1412,2014-11-13,3167.69
1413,2014-11-14,3167.61
1414,2014-11-15,3167.51
1415,2014-11-16,3167.5
1416,2014-11-17,3167.42
1417,2014-11-18,3167.28
1418,2014-11-19,3167.23
1419,2014-11-20,3167.18
1420,2014-11-21,3167.52
1421,2014-11-22,3167.78
1422,2014-11-23,3168.08
1423,2014-11-24,3168.26
1424,2014-11-25,3168.88
1425,2014-11-26,3169.06
1426,2014-11-27,3169.28
1427,2014-11-28,3169.97
1428,2014-11-29,3170.26
1429,2014-11-30,3170.36
1430,2014-12-01,3170.34
1431,2014-12-02,3170.39
1432,2014-12-03,3170.3
1433,2014-12-04,3170.43
1434,2014-12-05,3170.5
1435,2014-12-06,3170.6
1436,2014-12-07,3170.65
1437,2014-12-08,3170.66
1438,2014-12-09,3170.79
1439,2014-12-10,3170.86
1440,2014-12-11,3170.76
1441,2014-12-12,3170.84
1442,2014-12-13,3170.83
1443,2014-12-14,3170.77
1444,2014-12-15,3170.76
1445,2014-12-16,3170.79
1446,2014-12-17,3170.7
1447,2014-12-18,3170.7
1448,2014-12-19,3170.72
1449,2014-12-20,3171.74
1450,2014-12-21,3172.96
1451,2014-12-22,3173.29
1452,2014-12-23,3173.49
1453,2014-12-24,3173.6
1454,2014-12-25,3173.7
1455,2014-12-26,3173.72
1456,2014-12-27,3173.78
1457,2014-12-28,3174.02
1458,2014-12-29,3173.92
1459,2014-12-30,3174.05
1460,2014-12-31,3173.92
1461,2015-01-01,3173.84
1462,2015-01-02,3173.79
1463,2015-01-03,3173.74
1464,2015-01-04,3173.89
1465,2015-01-05,3174.43
1466,2015-01-06,3174.54
1467,2015-01-07,3174.61
1468,2015-01-08,3174.72
1469,2015-01-09,3174.66
1470,2015-01-10,3174.63
1471,2015-01-11,3174.65
1472,2015-01-12,3174.61
1473,2015-01-13,3174.62
1474,2015-01-14,3174.53
1475,2015-01-15,3174.54
1476,2015-01-16,3174.72
1477,2015-01-17,3175.36
1478,2015-01-18,3175.81
1479,2015-01-19,3176.03
1480,2015-01-20,3176.1
1481,2015-01-21,3176.11
1482,2015-01-22,3176.1
1483,2015-01-23,3176.1
1484,2015-01-24,3176.17
1485,2015-01-25,3176.16
1486,2015-01-26,3176.1
1487,2015-01-27,3176.08
1488,2015-01-28,3176.06
1489,2015-01-29,3176.02
1490,2015-01-30,3175.93
1491,2015-01-31,3175.84
1492,2015-02-01,3175.85
1493,2015-02-02,3175.9
1494,2015-02-03,3175.85
1495,2015-02-04,3175.82
1496,2015-02-05,3175.87
1497,2015-02-06,3175.93
1498,2015-02-07,3176.06
1499,2015-02-08,3176.08
1500,2015-02-09,3176.27
1501,2015-02-10,3176.62
1502,2015-02-11,3176.71
1503,2015-02-12,3176.72
1504,2015-02-13,3176.69
1505,2015-02-14,3176.68
1506,2015-02-15,3176.69
1507,2015-02-16,3176.54
1508,2015-02-17,3176.5
1509,2015-02-18,3176.43
1510,2015-02-19,3176.34
1511,2015-02-20,3176.29
1512,2015-02-21,3176.28
1513,2015-02-22,3176.1633333333334
1514,2015-02-23,3176.0466666666666
1515,2015-02-24,3175.93
1516,2015-02-25,3175.86
1517,2015-02-26,3175.85
1518,2015-02-27,3175.93
1519,2015-02-28,3175.81
1520,2015-03-01,3175.71
1521,2015-03-02,3175.62
1522,2015-03-03,3175.54
1523,2015-03-04,3175.45
1524,2015-03-05,3175.36
1525,2015-03-06,3175.28
1526,2015-03-07,3175.19
1527,2015-03-08,3175.1
1528,2015-03-09,3175.01
1529,2015-03-10,3174.91
1530,2015-03-11,3174.9
1531,2015-03-12,3174.83
1532,2015-03-13,3174.77
1533,2015-03-14,3175.02
1534,2015-03-15,3175.37
1535,2015-03-16,3175.42
1536,2015-03-17,3175.42
1537,2015-03-18,3175.42
1538,2015-03-19,3175.38
1539,2015-03-20,3175.4
1540,2015-03-21,3175.39
1541,2015-03-22,3175.38
1542,2015-03-23,3175.4
1543,2015-03-24,3175.47
1544,2015-03-25,3175.55
1545,2015-03-26,3175.56
1546,2015-03-27,3175.57
1547,2015-03-28,3175.66
1548,2015-03-29,3175.62
1549,2015-03-30,3175.64
1550,2015-03-31,3175.76
1551,2015-04-01,3175.77
1552,2015-04-02,3175.76
1553,2015-04-03,3175.76
1554,2015-04-04,3175.71
1555,2015-04-05,3175.7
1556,2015-04-06,3175.66
1557,2015-04-07,3175.6499999999996
1558,2015-04-08,3175.64
1559,2015-04-09,3175.6
1560,2015-04-10,3175.54
1561,2015-04-11,3175.68
1562,2015-04-12,3175.64
1563,2015-04-13,3175.69
1564,2015-04-14,3175.73
1565,2015-04-15,3175.69
1566,2015-04-16,3175.64
1567,2015-04-17,3175.62
1568,2015-04-18,3175.59
1569,2015-04-19,3175.55
1570,2015-04-20,3175.52
1571,2015-04-21,3175.47
1572,2015-04-22,3175.42
1573,2015-04-23,3175.42
1574,2015-04-24,3175.47
1575,2015-04-25,3175.47
1576,2015-04-26,3175.42
1577,2015-04-27,3175.36
1578,2015-04-28,3175.35
1579,2015-04-29,3175.27
1580,2015-04-30,3175.2
1581,2015-05-01,3175.13
1582,2015-05-02,3175.06
1583,2015-05-03,3174.98
1584,2015-05-04,3174.89
1585,2015-05-05,3174.86
1586,2015-05-06,3174.81
1587,2015-05-07,3174.72
1588,2015-05-08,3174.63
1589,2015-05-09,3174.54
1590,2015-05-10,3174.44
1591,2015-05-11,3174.46
1592,2015-05-12,3174.43
1593,2015-05-13,3174.37
1594,2015-05-14,3174.3
1595,2015-05-15,3174.25
1596,2015-05-16,3174.18
1597,2015-05-17,3174.1
1598,2015-05-18,3174.05
1599,2015-05-19,3173.98
1600,2015-05-20,3173.91
1601,2015-05-21,3173.85
1602,2015-05-22,3173.78
1603,2015-05-23,3173.71
1604,2015-05-24,3173.64
1605,2015-05-25,3173.55
1606,2015-05-26,3173.46
1607,2015-05-27,3173.37
1608,2015-05-28,3173.28
1609,2015-05-29,3173.19
1610,2015-05-30,3173.11
1611,2015-05-31,3173.01
1612,2015-06-01,3172.94
1613,2015-06-02,3172.87
1614,2015-06-03,3172.8
1615,2015-06-04,3172.71
1616,2015-06-05,3172.62
1617,2015-06-06,3172.52
1618,2015-06-07,3172.42
1619,2015-06-08,3172.33
1620,2015-06-09,3172.23
1621,2015-06-10,3172.14
1622,2015-06-11,3172.02
1623,2015-06-12,3171.92
1624,2015-06-13,3171.82
1625,2015-06-14,3171.71
1626,2015-06-15,3171.58
1627,2015-06-16,3171.5
1628,2015-06-17,3171.38
1629,2015-06-18,3171.26
1630,2015-06-19,3171.17
1631,2015-06-20,3171.06
1632,2015-06-21,3170.95
1633,2015-06-22,3170.85
1634,2015-06-23,3170.75
1635,2015-06-24,3170.65
1636,2015-06-25,3170.55
1637,2015-06-26,3170.46
1638,2015-06-27,3170.35
1639,2015-06-28,3170.25
1640,2015-06-29,3170.15
1641,2015-06-30,3170.05
1642,2015-07-01,3169.95
1643,2015-07-02,3169.84
1644,2015-07-03,3169.73
1645,2015-07-04,3169.64
1646,2015-07-05,3169.53
1647,2015-07-06,3169.42
1648,2015-07-07,3169.31
1649,2015-07-08,3169.21
1650,2015-07-09,3169.11
1651,2015-07-10,3168.99
1652,2015-07-11,3168.87
1653,2015-07-12,3168.77
1654,2015-07-13,3168.67
1655,2015-07-14,3168.55
1656,2015-07-15,3168.44
1657,2015-07-16,3168.35
1658,2015-07-17,3168.24
1659,2015-07-18,3168.13
1660,2015-07-19,3168.02
1661,2015-07-20,3167.93
1662,2015-07-21,3167.82
1663,2015-07-22,3167.7
1664,2015-07-23,3167.6
1665,2015-07-24,3167.49
1666,2015-07-25,3167.41
1667,2015-07-26,3167.3
1668,2015-07-27,3167.21
1669,2015-07-28,3167.11
1670,2015-07-29,3167.02
1671,2015-07-30,3166.92
1672,2015-07-31,3166.82
1673,2015-08-01,3166.73
1674,2015-08-02,3166.64
1675,2015-08-03,3166.52
1676,2015-08-04,3166.42
1677,2015-08-05,3166.31
1678,2015-08-06,3166.22
1679,2015-08-07,3166.12
1680,2015-08-08,3166.02
1681,2015-08-09,3165.93
1682,2015-08-10,3165.84
1683,2015-08-11,3165.73
1684,2015-08-12,3165.63
1685,2015-08-13,3165.54
1686,2015-08-14,3165.45
1687,2015-08-15,3165.37
1688,2015-08-16,3165.28
1689,2015-08-17,3165.18
1690,2015-08-18,3165.08
1691,2015-08-19,3164.98
1692,2015-08-20,3164.87
1693,2015-08-21,3164.78
1694,2015-08-22,3164.7
1695,2015-08-23,3164.58
1696,2015-08-24,3164.47
1697,2015-08-25,3164.39
1698,2015-08-26,3164.29
1699,2015-08-27,3164.19
1700,2015-08-28,3164.11
1701,2015-08-29,3164.09
1702,2015-08-30,3164.11
1703,2015-08-31,3163.97
1704,2015-09-01,3163.93
1705,2015-09-02,3163.9
1706,2015-09-03,3163.79
1707,2015-09-04,3163.7
1708,2015-09-05,3163.6
1709,2015-09-06,3163.55
1710,2015-09-07,3163.46
1711,2015-09-08,3163.37
1712,2015-09-09,3163.28
1713,2015-09-10,3163.19
1714,2015-09-11,3163.1
1715,2015-09-12,3163.0
1716,2015-09-13,3162.9
1717,2015-09-14,3162.83
1718,2015-09-15,3162.74
1719,2015-09-16,3162.66
1720,2015-09-17,3162.67
1721,2015-09-18,3162.61
1722,2015-09-19,3162.53
1723,2015-09-20,3162.44
1724,2015-09-21,3162.37
1725,2015-09-22,3162.28
1726,2015-09-23,3162.2
1727,2015-09-24,3162.1
1728,2015-09-25,3162.05
1729,2015-09-26,3161.93
1730,2015-09-27,3161.89
1731,2015-09-28,3161.74
1732,2015-09-29,3161.65
1733,2015-09-30,3161.57
1734,2015-10-01,3161.48
1735,2015-10-02,3161.38
1736,2015-10-03,3161.32
1737,2015-10-04,3161.25
1738,2015-10-05,3161.12
1739,2015-10-06,3161.04
1740,2015-10-07,3160.99
1741,2015-10-08,3160.91
1742,2015-10-09,3160.83
1743,2015-10-10,3160.92
1744,2015-10-11,3160.89
1745,2015-10-12,3160.81
1746,2015-10-13,3160.72
1747,2015-10-14,3160.69
1748,2015-10-15,3160.56
1749,2015-10-16,3160.48
1750,2015-10-17,3160.39
1751,2015-10-18,3160.33
1752,2015-10-19,3160.28
1753,2015-10-20,3160.19
1754,2015-10-21,3160.12
1755,2015-10-22,3160.04
1756,2015-10-23,3159.95
1757,2015-10-24,3159.86
1758,2015-10-25,3159.83
1759,2015-10-26,3159.79
1760,2015-10-27,3159.76
1761,2015-10-28,3159.7
1762,2015-10-29,3159.71
1763,2015-10-30,3160.18
1764,2015-10-31,3160.82
1765,2015-11-01,3161.29
1766,2015-11-02,3161.49
1767,2015-11-03,3161.54
1768,2015-11-04,3161.53
1769,2015-11-05,3161.51
1770,2015-11-06,3161.5
1771,2015-11-07,3161.57
1772,2015-11-08,3161.68
1773,2015-11-09,3161.71
1774,2015-11-10,3161.67
1775,2015-11-11,3161.79
1776,2015-11-12,3161.8
1777,2015-11-13,3162.24
1778,2015-11-14,3162.38
1779,2015-11-15,3162.53
1780,2015-11-16,3162.78
1781,2015-11-17,3164.16
1782,2015-11-18,3164.56
1783,2015-11-19,3164.95
1784,2015-11-20,3165.09
1785,2015-11-21,3165.16
1786,2015-11-22,3165.14
1787,2015-11-23,3165.15
1788,2015-11-24,3165.19
1789,2015-11-25,3165.17
1790,2015-11-26,3165.06
1791,2015-11-27,3165.03
1792,2015-11-28,3165.0
1793,2015-11-29,3164.9366666666665
1794,2015-11-30,3164.8733333333334
1795,2015-12-01,3164.81
1796,2015-12-02,3164.79
1797,2015-12-03,3164.83
1798,2015-12-04,3164.85
1799,2015-12-05,3164.81
1800,2015-12-06,3165.09
1801,2015-12-07,3166.73
1802,2015-12-08,3167.62
1803,2015-12-09,3168.52
1804,2015-12-10,3168.94
1805,2015-12-11,3169.13
1806,2015-12-12,3169.36
1807,2015-12-13,3169.68
1808,2015-12-14,3169.73
1809,2015-12-15,3169.71
1810,2015-12-16,3169.77
1811,2015-12-17,3170.1
1812,2015-12-18,3170.57
1813,2015-12-19,3170.71
1814,2015-12-20,3170.88
1815,2015-12-21,3171.06
1816,2015-12-22,3171.15
1817,2015-12-23,3171.34
1818,2015-12-24,3171.33
1819,2015-12-25,3171.3
1820,2015-12-26,3171.26
1821,2015-12-27,3171.22
1822,2015-12-28,3171.18
1823,2015-12-29,3171.15
1824,2015-12-30,3171.08
1825,2015-12-31,3171.02
1826,2016-01-01,3170.93
1827,2016-01-02,3170.87
1828,2016-01-03,3170.79
1829,2016-01-04,3170.72
1830,2016-01-05,3170.66
1831,2016-01-06,3170.57
1832,2016-01-07,3170.5
1833,2016-01-08,3170.43
1834,2016-01-09,3170.36
1835,2016-01-10,3170.28
1836,2016-01-11,3170.24
1837,2016-01-12,3170.28
1838,2016-01-13,3170.39
1839,2016-01-14,3170.47
1840,2016-01-15,3170.45
1841,2016-01-16,3170.59
1842,2016-01-17,3170.71
1843,2016-01-18,3170.82
1844,2016-01-19,3170.95
1845,2016-01-20,3171.08
1846,2016-01-21,3171.25
1847,2016-01-22,3171.39
1848,2016-01-23,3171.58
1849,2016-01-24,3171.68
1850,2016-01-25,3171.71
1851,2016-01-26,3171.74
1852,2016-01-27,3171.82
1853,2016-01-28,3172.56
1854,2016-01-29,3173.0
1855,2016-01-30,3173.14
1856,2016-01-31,3173.21
1857,2016-02-01,3173.23
1858,2016-02-02,3173.21
1859,2016-02-03,3173.26
1860,2016-02-04,3173.45
1861,2016-02-05,3173.54
1862,2016-02-06,3173.59
1863,2016-02-07,3173.61
1864,2016-02-08,3173.6
1865,2016-02-09,3173.58
1866,2016-02-10,3173.56
1867,2016-02-11,3173.59
1868,2016-02-12,3173.73
1869,2016-02-13,3173.92
1870,2016-02-14,3174.57
1871,2016-02-15,3174.99
1872,2016-02-16,3175.24
1873,2016-02-17,3175.45
1874,2016-02-18,3175.68
1875,2016-02-19,3175.86
1876,2016-02-20,3175.9
1877,2016-02-21,3175.93
1878,2016-02-22,3175.94
1879,2016-02-23,3175.9
1880,2016-02-24,3175.87
1881,2016-02-25,3175.81
1882,2016-02-26,3175.81
1883,2016-02-27,3175.92
1884,2016-02-28,3176.02
1885,2016-02-29,3176.09
1886,2016-03-01,3176.26
1887,2016-03-02,3176.24
1888,2016-03-03,3176.32
1889,2016-03-04,3176.33
1890,2016-03-05,3176.42
1891,2016-03-06,3176.56
1892,2016-03-07,3176.61
1893,2016-03-08,3176.61
1894,2016-03-09,3176.68
1895,2016-03-10,3176.77
1896,2016-03-11,3176.8
1897,2016-03-12,3176.88
1898,2016-03-13,3177.01
1899,2016-03-14,3177.13
1900,2016-03-15,3177.15
1901,2016-03-16,3177.14
1902,2016-03-17,3177.1
1903,2016-03-18,3177.06
1904,2016-03-19,3177.0
1905,2016-03-20,3177.02
1906,2016-03-21,3177.06
1907,2016-03-22,3177.18
1908,2016-03-23,3177.21
1909,2016-03-24,3177.34
1910,2016-03-25,3177.39
1911,2016-03-26,3177.39
1912,2016-03-27,3177.55
1913,2016-03-28,3177.56
1914,2016-03-29,3177.55
1915,2016-03-30,3177.52
1916,2016-03-31,3177.48
1917,2016-04-01,3177.49
1918,2016-04-02,3177.53
