,datetime,BOUNDARY_RESERVOIR_AT_FOREBAY_NR_METALINE_FALLS.tsv
975,2015-09-03,1769.4
976,2015-09-04,1768.3
977,2015-09-05,1765.9
978,2015-09-06,1769.8
979,2015-09-07,1772.9
980,2015-09-08,1769.1
981,2015-09-09,1766.8
982,2015-09-10,1769.0
983,2015-09-11,1769.6
984,2015-09-12,1763.5
985,2015-09-13,1754.3
986,2015-09-14,1752.2
987,2015-09-15,1757.8
988,2015-09-16,1763.8
989,2015-09-17,1765.7
990,2015-09-18,1769.2
991,2015-09-19,1766.1
992,2015-09-20,1763.4
993,2015-09-21,1764.0
994,2015-09-22,1760.5
995,2015-09-23,1764.6
996,2015-09-24,1765.2
997,2015-09-25,1762.0
998,2015-09-26,1765.0
999,2015-09-27,1769.1
1000,2015-09-28,1768.8
1001,2015-09-29,1764.1
1002,2015-09-30,1762.9
1003,2015-10-01,1762.2
1004,2015-10-02,1760.7
1005,2015-10-03,1768.7
1006,2015-10-04,1768.7
1007,2015-10-05,1764.9
1008,2015-10-06,1764.8
1009,2015-10-07,1771.6
1010,2015-10-08,1778.3
1011,2015-10-09,1770.1
1012,2015-10-10,1757.9
1013,2015-10-11,1769.0
1014,2015-10-12,1765.7
1015,2015-10-13,1765.5
1016,2015-10-14,1767.9
1017,2015-10-15,1768.0
1018,2015-10-16,1763.3
1019,2015-10-17,1756.0
1020,2015-10-18,1757.7
1021,2015-10-19,1755.4
1022,2015-10-20,1765.3
1023,2015-10-21,1764.2
1024,2015-10-22,1759.8
1025,2015-10-23,1760.1
1026,2015-10-24,1755.8
1027,2015-10-25,1752.5
1028,2015-10-26,1753.4
1029,2015-10-27,1754.7
1030,2015-10-28,1749.3
1031,2015-10-29,1746.4
1032,2015-10-30,1742.4
1033,2015-10-31,1737.1
1034,2015-11-01,1738.5
1035,2015-11-02,1740.7
1036,2015-11-03,1741.8
1037,2015-11-04,1743.1
1038,2015-11-05,1748.5
1039,2015-11-06,1753.0
1040,2015-11-07,1745.0
1041,2015-11-08,1730.2
1042,2015-11-09,1733.5
1043,2015-11-10,1739.0
1044,2015-11-11,1742.6
1045,2015-11-12,1746.3
1046,2015-11-13,1730.4
1047,2015-11-14,1723.5
1048,2015-11-15,1722.1
1049,2015-11-16,1739.1
1050,2015-11-17,1726.1
1051,2015-11-18,1737.4
1052,2015-11-19,1738.6
1053,2015-11-20,1751.7
1054,2015-11-21,1747.7
1055,2015-11-22,1739.0
1056,2015-11-23,1725.3
1057,2015-11-24,1724.3
1058,2015-11-25,1738.3
1059,2015-11-26,1742.9
1060,2015-11-27,1740.3
1061,2015-11-28,1735.0
1062,2015-11-29,1729.8
1063,2015-11-30,1727.2
1064,2015-12-01,1727.8
1065,2015-12-02,1724.1
1066,2015-12-03,1713.5
1067,2015-12-04,1716.1
1068,2015-12-05,1719.8
1069,2015-12-06,1712.2
1070,2015-12-07,1709.6
1071,2015-12-08,1709.2
1072,2015-12-09,1708.6
1073,2015-12-10,1710.1
1074,2015-12-11,1717.6
1075,2015-12-12,1721.6
1076,2015-12-13,1711.4
1077,2015-12-14,1726.8
1078,2015-12-15,1728.1
1079,2015-12-16,1729.1
1080,2015-12-17,1728.7
1081,2015-12-18,1714.8
1082,2015-12-19,1716.9
1083,2015-12-20,1712.9
1084,2015-12-21,1701.4
1085,2015-12-22,1696.0
1086,2015-12-23,1695.6
1087,2015-12-24,1706.4
1088,2015-12-25,1727.9
1089,2015-12-26,1735.5
1090,2015-12-27,1723.8
1091,2015-12-28,1714.2
1092,2015-12-29,1717.8
1093,2015-12-30,1730.8
1094,2015-12-31,1737.4
1095,2016-01-01,1736.2
1096,2016-01-02,1723.6
1097,2016-01-03,1717.5
1098,2016-01-04,1705.8
1099,2016-01-05,1695.8
1100,2016-01-06,1695.4
1101,2016-01-07,1702.1
1102,2016-01-08,1707.8
1103,2016-01-09,1712.5
1104,2016-01-10,1718.5
1105,2016-01-11,1717.8
1106,2016-01-12,1717.7
1107,2016-01-13,1705.3
1108,2016-01-14,1712.3
1109,2016-01-15,1718.9
1110,2016-01-16,1716.9
1111,2016-01-17,1715.3
1112,2016-01-18,1716.9
1113,2016-01-19,1713.8
1114,2016-01-20,1723.1
1115,2016-01-21,1723.5
1116,2016-01-22,1714.2
1117,2016-01-23,1714.8
1118,2016-01-24,1724.3
1119,2016-01-25,1732.5
1120,2016-01-26,1733.6
1121,2016-01-27,1734.5
1122,2016-01-28,1722.5
1123,2016-01-29,1718.0
1124,2016-01-30,1718.3
1125,2016-01-31,1723.3
1126,2016-02-01,1726.2
1127,2016-02-02,1729.9
1128,2016-02-03,1731.7
1129,2016-02-04,1735.6
1130,2016-02-05,1735.3
1131,2016-02-06,1738.1
1132,2016-02-07,1746.8
1133,2016-02-08,1747.9
1134,2016-02-09,1740.9
1135,2016-02-10,1735.2
1136,2016-02-11,1739.7
1137,2016-02-12,1735.1
1138,2016-02-13,1733.2
1139,2016-02-14,1733.5
1140,2016-02-15,1730.9
1141,2016-02-16,1729.8
1142,2016-02-17,1725.0
1143,2016-02-18,1718.9
1144,2016-02-19,1729.4
1145,2016-02-20,1747.8
1146,2016-02-21,1748.1
1147,2016-02-22,1748.9
1148,2016-02-23,1749.0
1149,2016-02-24,1745.8
1150,2016-02-25,1746.2
1151,2016-02-26,1741.9
1152,2016-02-27,1736.9
1153,2016-02-28,1735.9
1154,2016-02-29,1740.5
1155,2016-03-01,1737.8
1156,2016-03-02,1740.2
1157,2016-03-03,1739.0
1158,2016-03-04,1737.2
1159,2016-03-05,1725.5
1160,2016-03-06,1720.7
1161,2016-03-07,1730.0
1162,2016-03-08,1732.3
1163,2016-03-09,1733.4
1164,2016-03-10,1730.4
1165,2016-03-11,1735.6
1166,2016-03-12,1728.4
1167,2016-03-13,1725.6
1168,2016-03-14,1731.0
1169,2016-03-15,1740.9
1170,2016-03-16,1749.8
1171,2016-03-17,1753.7
1172,2016-03-18,1763.7
1173,2016-03-19,1765.1
1174,2016-03-20,1751.3
1175,2016-03-21,1741.6
1176,2016-03-22,1754.7
1177,2016-03-23,1763.6
1178,2016-03-24,1761.5
1179,2016-03-25,1767.7
1180,2016-03-26,1766.6
1181,2016-03-27,1757.0
1182,2016-03-28,1765.9
1183,2016-03-29,1766.8
1184,2016-03-30,1762.1
1185,2016-03-31,1764.9
1186,2016-04-01,1771.5
1187,2016-04-02,1766.6
1188,2016-04-03,1762.5
1189,2016-04-04,1763.6
1190,2016-04-05,1772.6
1191,2016-04-06,1773.6
1192,2016-04-07,1777.9
1193,2016-04-08,1764.7
1194,2016-04-09,1756.3
1195,2016-04-10,1763.8
1196,2016-04-11,1766.4
1197,2016-04-12,1766.2
1198,2016-04-13,1771.2
1199,2016-04-14,1781.4
1200,2016-04-15,1799.6
1201,2016-04-16,1801.5
1202,2016-04-17,1799.0
1203,2016-04-18,1801.0
1204,2016-04-19,1791.0
1205,2016-04-20,1784.0
1206,2016-04-21,1777.9
1207,2016-04-22,1774.9
1208,2016-04-23,1780.9
1209,2016-04-24,1781.1
1210,2016-04-25,1775.9
1211,2016-04-26,1778.5
1212,2016-04-27,1776.0
1213,2016-04-28,1781.0
1214,2016-04-29,1782.9
1215,2016-04-30,1789.7
1216,2016-05-01,1790.2
1217,2016-05-02,1783.1
1218,2016-05-03,1792.5
1219,2016-05-04,1790.8
1220,2016-05-05,1788.6
1221,2016-05-06,1794.5
1222,2016-05-07,1795.8
1223,2016-05-08,1783.7
1224,2016-05-09,1795.3
1225,2016-05-10,1803.8
1226,2016-05-11,1817.2
1227,2016-05-12,1831.0
1228,2016-05-13,1820.5
1229,2016-05-14,1806.1
1230,2016-05-15,1802.6
1231,2016-05-16,1805.6
1232,2016-05-17,1806.4
1233,2016-05-18,1804.5
1234,2016-05-19,1786.1
1235,2016-05-20,1779.3
1236,2016-05-21,1771.5
1237,2016-05-22,1769.3
1238,2016-05-23,1765.6
1239,2016-05-24,1773.5
1240,2016-05-25,1791.7
1241,2016-05-26,1804.3
1242,2016-05-27,1807.3
1243,2016-05-28,1803.3
1244,2016-05-29,1806.7
1245,2016-05-30,1811.9
1246,2016-05-31,1813.3
1247,2016-06-01,1807.9
1248,2016-06-02,1803.8
1249,2016-06-03,1808.6
1250,2016-06-04,1804.0
1251,2016-06-05,1795.4
1252,2016-06-06,1792.3
1253,2016-06-07,1790.2
1254,2016-06-08,1792.6
1255,2016-06-09,1790.1
1256,2016-06-10,1791.4
1257,2016-06-11,1797.2
1258,2016-06-12,1800.6
1259,2016-06-13,1790.7
1260,2016-06-14,1783.9
1261,2016-06-15,1782.2
1262,2016-06-16,1788.7
1263,2016-06-17,1793.6
1264,2016-06-18,1792.2
1265,2016-06-19,1799.5
1266,2016-06-20,1796.9
1267,2016-06-21,1790.3
1268,2016-06-22,1791.1
1269,2016-06-23,1787.3
1270,2016-06-24,1790.0
1271,2016-06-25,1789.3
1272,2016-06-26,1790.1
1273,2016-06-27,1787.9
1274,2016-06-28,1785.2
1275,2016-06-29,1788.9
1276,2016-06-30,1792.3
1277,2016-07-01,1794.2
1278,2016-07-02,1793.6
1279,2016-07-03,1792.3
1280,2016-07-04,1793.2
1281,2016-07-05,1791.9
1282,2016-07-06,1790.3
1283,2016-07-07,1784.4
1284,2016-07-08,1781.9
1285,2016-07-09,1779.5
1286,2016-07-10,1777.1
1287,2016-07-11,1780.5
1288,2016-07-12,1783.7
1289,2016-07-13,1790.6000000000001
1290,2016-07-14,1792.5
1291,2016-07-15,1786.2
1292,2016-07-16,1786.3
1293,2016-07-17,1787.5
1294,2016-07-18,1784.5
1295,2016-07-19,1789.1
1296,2016-07-20,1789.9
1297,2016-07-21,1792.5
1298,2016-07-22,1794.1
1299,2016-07-23,1799.0
1300,2016-07-24,1796.0
1301,2016-07-25,1792.0
1302,2016-07-26,1796.7
1303,2016-07-27,1798.5
1304,2016-07-28,1798.0
1305,2016-07-29,1794.9
1306,2016-07-30,1787.8
1307,2016-07-31,1794.5
1308,2016-08-01,1798.2
1309,2016-08-02,1795.1
1310,2016-08-03,1799.8
1311,2016-08-04,1800.0
1312,2016-08-05,1792.5
1313,2016-08-06,1786.9
1314,2016-08-07,1783.4
1315,2016-08-08,1785.4
1316,2016-08-09,1783.5
1317,2016-08-10,1786.4
1318,2016-08-11,1792.6
1319,2016-08-12,1792.2
1320,2016-08-13,1794.2
1321,2016-08-14,1788.3
1322,2016-08-15,1787.8
1323,2016-08-16,1790.2
1324,2016-08-17,1788.8
1325,2016-08-18,1793.3
1326,2016-08-19,1795.5
1327,2016-08-20,1788.7
1328,2016-08-21,1780.6
1329,2016-08-22,1787.5
1330,2016-08-23,1796.2
1331,2016-08-24,1800.2
1332,2016-08-25,1794.0
1333,2016-08-26,1787.7
1334,2016-08-27,1776.3
1335,2016-08-28,1785.1
1336,2016-08-29,1785.4
1337,2016-08-30,1782.2
1338,2016-08-31,1779.7
1339,2016-09-01,1776.5
1340,2016-09-02,1777.3
1341,2016-09-03,1780.2
1342,2016-09-04,1776.7
1343,2016-09-05,1775.9
1344,2016-09-06,1776.7
1345,2016-09-07,1777.9
1346,2016-09-08,1779.2
1347,2016-09-09,1786.0
1348,2016-09-10,1776.3
1349,2016-09-11,1772.2
1350,2016-09-12,1778.2
1351,2016-09-13,1774.6
1352,2016-09-14,1770.3
1353,2016-09-15,1770.1
1354,2016-09-16,1769.8999999999999
1355,2016-09-17,1769.7000000000003
1356,2016-09-18,1769.4999999999998
1357,2016-09-19,1769.3000000000002
1358,2016-09-20,1769.1000000000001
1359,2016-09-21,1768.9
1360,2016-09-22,1765.1
1361,2016-09-23,1767.9
1362,2016-09-24,1777.4
1363,2016-09-25,1778.8
1364,2016-09-26,1775.9
1365,2016-09-27,1765.4
1366,2016-09-28,1770.4
1367,2016-09-29,1767.7
1368,2016-09-30,1767.3
1369,2016-10-01,1771.6
1370,2016-10-02,1773.2
1371,2016-10-03,1766.5
1372,2016-10-04,1763.7
1373,2016-10-05,1763.5
1374,2016-10-06,1764.3
1375,2016-10-07,1758.7
1376,2016-10-08,1758.1
1377,2016-10-09,1753.5
1378,2016-10-10,1758.8
1379,2016-10-11,1761.7
1380,2016-10-12,1760.9
1381,2016-10-13,1747.9
1382,2016-10-14,1731.8
1383,2016-10-15,1733.9
1384,2016-10-16,1730.0
1385,2016-10-17,1737.2
1386,2016-10-18,1748.9
1387,2016-10-19,1759.6
1388,2016-10-20,1753.1
1389,2016-10-21,1749.7
1390,2016-10-22,1746.5
1391,2016-10-23,1747.3
1392,2016-10-24,1745.4
1393,2016-10-25,1753.0
1394,2016-10-26,1753.1
1395,2016-10-27,1746.1
1396,2016-10-28,1752.6
1397,2016-10-29,1752.0
1398,2016-10-30,1745.7
1399,2016-10-31,1738.5
1400,2016-11-01,1749.5
1401,2016-11-02,1757.6
1402,2016-11-03,1762.0
1403,2016-11-04,1763.8
1404,2016-11-05,1763.5
1405,2016-11-06,1765.3
1406,2016-11-07,1773.1
1407,2016-11-08,1767.2
1408,2016-11-09,1770.0
1409,2016-11-10,1772.7
1410,2016-11-11,1768.3
1411,2016-11-12,1761.0
1412,2016-11-13,1763.1
1413,2016-11-14,1755.8
1414,2016-11-15,1747.4
1415,2016-11-16,1749.3
1416,2016-11-17,1757.4
1417,2016-11-18,1754.8
1418,2016-11-19,1741.6
1419,2016-11-20,1737.4
1420,2016-11-21,1741.357051282051
1421,2016-11-22,1745.3141025641025
1422,2016-11-23,1741.2711538461538
1423,2016-11-24,1744.2282051282052
1424,2016-11-25,1735.1852564102564
1425,2016-11-26,1727.1423076923077
1426,2016-11-27,1715.0993589743591
1427,2016-11-28,1727.0564102564103
1428,2016-11-29,1739.0134615384613
1429,2016-11-30,1731.9705128205128
1430,2016-12-01,1739.927564102564
1431,2016-12-02,1741.8846153846155
1432,2016-12-03,1732.7
1433,2016-12-04,1725.1
1434,2016-12-05,1734.6
1435,2016-12-06,1737.9
1436,2016-12-07,1744.7
1437,2016-12-08,1739.9
1438,2016-12-09,1730.5
1439,2016-12-10,1716.8
1440,2016-12-11,1718.8
1441,2016-12-12,1726.2
1442,2016-12-13,1728.5
1443,2016-12-14,1726.0
1444,2016-12-15,1706.8
1445,2016-12-16,1714.2
1446,2016-12-17,1724.0
1447,2016-12-18,1725.4
1448,2016-12-19,1709.4
1449,2016-12-20,1703.7
1450,2016-12-21,1714.8
1451,2016-12-22,1708.5
1452,2016-12-23,1700.4
1453,2016-12-24,1699.3
1454,2016-12-25,1706.8
1455,2016-12-26,1713.2
1456,2016-12-27,1706.2
1457,2016-12-28,1723.2
1458,2016-12-29,1722.4
1459,2016-12-30,1714.7
1460,2016-12-31,1712.9
1461,2017-01-01,1706.5
1462,2017-01-02,1719.3
1463,2017-01-03,1724.9
1464,2017-01-04,1723.0
1465,2017-01-05,1717.1
1466,2017-01-06,1711.0
1467,2017-01-07,1712.4
1468,2017-01-08,1714.3
1469,2017-01-09,1698.2
1470,2017-01-10,1698.1
1471,2017-01-11,1710.2
1472,2017-01-12,1728.2
1473,2017-01-13,1736.1
1474,2017-01-14,1732.0
1475,2017-01-15,1722.1
1476,2017-01-16,1718.2
1477,2017-01-17,1703.2
1478,2017-01-18,1687.2
1479,2017-01-19,1688.0833333333333
1480,2017-01-20,1688.966666666667
1481,2017-01-21,1689.85
1482,2017-01-22,1690.7333333333331
1483,2017-01-23,1691.6166666666668
1484,2017-01-24,1692.5
1485,2017-01-25,1698.95
1486,2017-01-26,1711.2
1487,2017-01-27,1718.3
1488,2017-01-28,1724.8000000000002
1489,2017-01-29,1722.3
1490,2017-01-30,1718.8
1491,2017-01-31,1727.3
1492,2017-02-01,1734.5
1493,2017-02-02,1732.0
1494,2017-02-03,1715.5
1495,2017-02-04,1702.9
1496,2017-02-05,1696.2
1497,2017-02-06,1692.3
1498,2017-02-07,1702.6
1499,2017-02-08,1710.7
1500,2017-02-09,1696.0
1501,2017-02-10,1702.5
1502,2017-02-11,1727.9
1503,2017-02-12,1729.5
1504,2017-02-13,1727.2
1505,2017-02-14,1725.4
1506,2017-02-15,1718.7
1507,2017-02-16,1706.2
1508,2017-02-17,1709.0
1509,2017-02-18,1701.6
1510,2017-02-19,1707.6
1511,2017-02-20,1710.2
1512,2017-02-21,1717.3
1513,2017-02-22,1722.6
1514,2017-02-23,1723.7
1515,2017-02-24,1725.7
1516,2017-02-25,1722.4
1517,2017-02-26,1711.2
1518,2017-02-27,1707.8
1519,2017-02-28,1721.8
1520,2017-03-01,1732.5
1521,2017-03-02,1734.6
1522,2017-03-03,1724.2
1523,2017-03-04,1709.4
1524,2017-03-05,1708.6
1525,2017-03-06,1718.8666666666666
1526,2017-03-07,1727.1333333333334
1527,2017-03-08,1731.4
1528,2017-03-09,1735.0
1529,2017-03-10,1728.6
1530,2017-03-11,1728.8
1531,2017-03-12,1735.8
1532,2017-03-13,1736.2
1533,2017-03-14,1732.7
1534,2017-03-15,1730.5
1535,2017-03-16,1746.8
1536,2017-03-17,1745.4
1537,2017-03-18,1739.6
1538,2017-03-19,1759.7
1539,2017-03-20,1763.5
1540,2017-03-21,1777.8
1541,2017-03-22,1806.1
1542,2017-03-23,1804.3615384615384
1543,2017-03-24,1802.623076923077
1544,2017-03-25,1800.8846153846152
1545,2017-03-26,1799.1461538461538
1546,2017-03-27,1797.4076923076923
1547,2017-03-28,1795.6692307692306
1548,2017-03-29,1793.9307692307693
1549,2017-03-30,1792.1923076923078
1550,2017-03-31,1790.4538461538461
1551,2017-04-01,1788.7153846153847
1552,2017-04-02,1786.9769230769232
1553,2017-04-03,1785.2384615384615
1554,2017-04-04,1783.5
1555,2017-04-05,1783.3
1556,2017-04-06,1776.0
1557,2017-04-07,1762.6
1558,2017-04-08,1771.6
1559,2017-04-09,1777.1
1560,2017-04-10,1777.3
1561,2017-04-11,1781.4
1562,2017-04-12,1780.3
1563,2017-04-13,1776.3
1564,2017-04-14,1785.4
1565,2017-04-15,1790.9
1566,2017-04-16,1795.8
1567,2017-04-17,1786.9
1568,2017-04-18,1792.3
1569,2017-04-19,1795.2
1570,2017-04-20,1797.4
1571,2017-04-21,1803.1
1572,2017-04-22,1798.0
1573,2017-04-23,1786.7
1574,2017-04-24,1785.5
1575,2017-04-25,1796.5
1576,2017-04-26,1796.3
1577,2017-04-27,1801.3
1578,2017-04-28,1810.3
1579,2017-04-29,1813.2
1580,2017-04-30,1811.0
1581,2017-05-01,1809.2
1582,2017-05-02,1811.9
1583,2017-05-03,1815.7
1584,2017-05-04,1815.6
1585,2017-05-05,1805.3
1586,2017-05-06,1806.6
1587,2017-05-07,1810.2
1588,2017-05-08,1813.6
1589,2017-05-09,1809.2
1590,2017-05-10,1809.9
1591,2017-05-11,1816.6
1592,2017-05-12,1817.4
1593,2017-05-13,1815.3
1594,2017-05-14,1809.7
1595,2017-05-15,1799.6
1596,2017-05-16,1791.6
1597,2017-05-17,1805.1
1598,2017-05-18,1811.9
1599,2017-05-19,1807.6
1600,2017-05-20,1809.3
1601,2017-05-21,1816.1
1602,2017-05-22,1821.6
1603,2017-05-23,1820.6
1604,2017-05-24,1810.0
1605,2017-05-25,1811.6
1606,2017-05-26,1814.3
1607,2017-05-27,1819.3
1608,2017-05-28,1825.8
1609,2017-05-29,1829.2
1610,2017-05-30,1828.3
1611,2017-05-31,1820.6
1612,2017-06-01,1815.4
1613,2017-06-02,1813.5
1614,2017-06-03,1807.6
1615,2017-06-04,1808.6
1616,2017-06-05,1813.2
1617,2017-06-06,1815.5
1618,2017-06-07,1809.6
1619,2017-06-08,1802.9
1620,2017-06-09,1803.0
1621,2017-06-10,1801.1
1622,2017-06-11,1800.8
1623,2017-06-12,1798.0
1624,2017-06-13,1817.2
1625,2017-06-14,1845.5
1626,2017-06-15,1842.9
1627,2017-06-16,1827.9
1628,2017-06-17,1834.6
1629,2017-06-18,1840.1
1630,2017-06-19,1837.4
1631,2017-06-20,1824.0
1632,2017-06-21,1821.7
1633,2017-06-22,1829.2
1634,2017-06-23,1846.1
1635,2017-06-24,1843.6
1636,2017-06-25,1838.9
1637,2017-06-26,1832.8
1638,2017-06-27,1831.8
1639,2017-06-28,1831.9
1640,2017-06-29,1828.7
1641,2017-06-30,1835.0
1642,2017-07-01,1841.7
1643,2017-07-02,1840.3
1644,2017-07-03,1832.0
1645,2017-07-04,1820.8
1646,2017-07-05,1813.1
1647,2017-07-06,1816.5333333333333
1648,2017-07-07,1814.8666666666668
1649,2017-07-08,1811.9
1650,2017-07-09,1808.7
1651,2017-07-10,1803.3
1652,2017-07-11,1802.0
1653,2017-07-12,1801.1
1654,2017-07-13,1800.0
1655,2017-07-14,1803.0
1656,2017-07-15,1802.7
1657,2017-07-16,1798.7
1658,2017-07-17,1799.7
1659,2017-07-18,1797.6
1660,2017-07-19,1795.2
1661,2017-07-20,1794.0
1662,2017-07-21,1794.2
1663,2017-07-22,1798.5
1664,2017-07-23,1792.8
1665,2017-07-24,1793.0
1666,2017-07-25,1795.3
1667,2017-07-26,1793.8
1668,2017-07-27,1790.8
1669,2017-07-28,1793.2
1670,2017-07-29,1795.6
1671,2017-07-30,1796.5
1672,2017-07-31,1799.5
1673,2017-08-01,1800.8
1674,2017-08-02,1801.9
1675,2017-08-03,1798.9
1676,2017-08-04,1791.7
1677,2017-08-05,1794.3
1678,2017-08-06,1797.2
1679,2017-08-07,1798.1
1680,2017-08-08,1798.3
1681,2017-08-09,1797.7
1682,2017-08-10,1797.3
1683,2017-08-11,1794.8
1684,2017-08-12,1790.6
1685,2017-08-13,1788.9
1686,2017-08-14,1787.5
1687,2017-08-15,1788.3
1688,2017-08-16,1787.8
1689,2017-08-17,1789.2
1690,2017-08-18,1787.7
1691,2017-08-19,1787.0
1692,2017-08-20,1788.3
1693,2017-08-21,1791.1
1694,2017-08-22,1786.5
1695,2017-08-23,1781.8
1696,2017-08-24,1778.5
1697,2017-08-25,1787.1
1698,2017-08-26,1792.5
1699,2017-08-27,1791.2
1700,2017-08-28,1785.1
1701,2017-08-29,1781.6
1702,2017-08-30,1780.7
1703,2017-08-31,1786.7
1704,2017-09-01,1790.1
1705,2017-09-02,1784.6
1706,2017-09-03,1786.6
1707,2017-09-04,1789.5
1708,2017-09-05,1789.7
1709,2017-09-06,1784.4
1710,2017-09-07,1781.3
1711,2017-09-08,1777.3
1712,2017-09-09,1781.3
1713,2017-09-10,1788.9
1714,2017-09-11,1788.4
1715,2017-09-12,1776.8
1716,2017-09-13,1771.2
1717,2017-09-14,1774.0
1718,2017-09-15,1776.7
1719,2017-09-16,1776.4
1720,2017-09-17,1768.0
1721,2017-09-18,1757.1
1722,2017-09-19,1755.9
1723,2017-09-20,1754.6
1724,2017-09-21,1762.2
1725,2017-09-22,1762.3
1726,2017-09-23,1761.1
1727,2017-09-24,1761.5
1728,2017-09-25,1758.6
1729,2017-09-26,1764.1
1730,2017-09-27,1768.1
1731,2017-09-28,1767.6
1732,2017-09-29,1760.9
1733,2017-09-30,1760.4
1734,2017-10-01,1761.2
1735,2017-10-02,1768.6
1736,2017-10-03,1773.9
1737,2017-10-04,1770.8
1738,2017-10-05,1765.5
1739,2017-10-06,1757.1
1740,2017-10-07,1749.6
1741,2017-10-08,1763.3
1742,2017-10-09,1763.9
1743,2017-10-10,1751.5
1744,2017-10-11,1747.9
1745,2017-10-12,1750.6
1746,2017-10-13,1755.7
1747,2017-10-14,1764.0
1748,2017-10-15,1761.5
1749,2017-10-16,1754.8
1750,2017-10-17,1745.8
1751,2017-10-18,1747.9
1752,2017-10-19,1731.4
1753,2017-10-20,1734.9
1754,2017-10-21,1740.3
1755,2017-10-22,1752.1
1756,2017-10-23,1768.7
1757,2017-10-24,1768.0
1758,2017-10-25,1751.8
1759,2017-10-26,1759.5
1760,2017-10-27,1759.0
1761,2017-10-28,1755.5
1762,2017-10-29,1758.4
1763,2017-10-30,1758.0
1764,2017-10-31,1744.4
1765,2017-11-01,1730.7
1766,2017-11-02,1731.8
1767,2017-11-03,1735.9
1768,2017-11-04,1732.8
1769,2017-11-05,1730.8
1770,2017-11-06,1742.4
1771,2017-11-07,1740.4
1772,2017-11-08,1730.8
1773,2017-11-09,1720.7
1774,2017-11-10,1722.0
1775,2017-11-11,1729.9
1776,2017-11-12,1727.0
1777,2017-11-13,1718.4
1778,2017-11-14,1727.6
1779,2017-11-15,1721.3
1780,2017-11-16,1711.0
1781,2017-11-17,1728.9
1782,2017-11-18,1735.6
1783,2017-11-19,1726.3
1784,2017-11-20,1724.0
1785,2017-11-21,1733.0
1786,2017-11-22,1729.4
1787,2017-11-23,1719.9
1788,2017-11-24,1731.3
1789,2017-11-25,1733.9
1790,2017-11-26,1723.2
1791,2017-11-27,1732.8
1792,2017-11-28,1733.1
1793,2017-11-29,1743.1
1794,2017-11-30,1738.0
1795,2017-12-01,1733.9
1796,2017-12-02,1730.5
1797,2017-12-03,1738.3
1798,2017-12-04,1750.1
1799,2017-12-05,1758.5
1800,2017-12-06,1761.8
1801,2017-12-07,1758.9
1802,2017-12-08,1753.7
1803,2017-12-09,1751.2
1804,2017-12-10,1753.9
1805,2017-12-11,1752.3166666666666
1806,2017-12-12,1748.1333333333334
1807,2017-12-13,1743.95
1808,2017-12-14,1739.7666666666667
1809,2017-12-15,1735.5833333333333
1810,2017-12-16,1731.4
1811,2017-12-17,1721.2
1812,2017-12-18,1714.2
1813,2017-12-19,1707.3666666666668
1814,2017-12-20,1721.1333333333332
1815,2017-12-21,1727.1
1816,2017-12-22,1724.3
1817,2017-12-23,1732.3
1818,2017-12-24,1729.9
1819,2017-12-25,1723.8
1820,2017-12-26,1724.5
1821,2017-12-27,1717.9
1822,2017-12-28,1713.8
1823,2017-12-29,1706.3
1824,2017-12-30,1714.2
1825,2017-12-31,1721.3
1826,2018-01-01,1727.1
