,datetime,EL_CAPITAN_RES_NR_LAKESIDE_CA.tsv
984,2015-09-12,33150.0
985,2015-09-13,33130.0
986,2015-09-14,33120.0
987,2015-09-15,33160.0
988,2015-09-16,33160.0
989,2015-09-17,33160.0
990,2015-09-18,33150.0
991,2015-09-19,33130.0
992,2015-09-20,33120.0
993,2015-09-21,33110.0
994,2015-09-22,33100.0
995,2015-09-23,33090.0
996,2015-09-24,33080.0
997,2015-09-25,33070.0
998,2015-09-26,33050.0
999,2015-09-27,33050.0
1000,2015-09-28,33030.0
1001,2015-09-29,33020.0
1002,2015-09-30,33000.0
1003,2015-10-01,32990.0
1004,2015-10-02,33020.0
1005,2015-10-03,32960.0
1006,2015-10-04,32960.0
1007,2015-10-05,32960.0
1008,2015-10-06,32950.0
1009,2015-10-07,32940.0
1010,2015-10-08,32930.0
1011,2015-10-09,32920.0
1012,2015-10-10,32910.0
1013,2015-10-11,32890.0
1014,2015-10-12,32890.0
1015,2015-10-13,32880.0
1016,2015-10-14,32870.0
1017,2015-10-15,32870.0
1018,2015-10-16,32870.0
1019,2015-10-17,32870.0
1020,2015-10-18,32860.0
1021,2015-10-19,32850.0
1022,2015-10-20,32840.0
1023,2015-10-21,32840.0
1024,2015-10-22,32830.0
1025,2015-10-23,32820.0
1026,2015-10-24,32810.0
1027,2015-10-25,32790.0
1028,2015-10-26,32790.0
1029,2015-10-27,32770.0
1030,2015-10-28,32770.0
1031,2015-10-29,32750.0
1032,2015-10-30,32740.0
1033,2015-10-31,32730.0
1034,2015-11-01,32720.0
1035,2015-11-02,32710.0
1036,2015-11-03,32720.0
1037,2015-11-04,32720.0
1038,2015-11-05,32700.0
1039,2015-11-06,32690.0
1040,2015-11-07,32690.0
1041,2015-11-08,32670.0
1042,2015-11-09,32660.0
1043,2015-11-10,32670.0
1044,2015-11-11,32640.0
1045,2015-11-12,32630.0
1046,2015-11-13,32620.0
1047,2015-11-14,32610.0
1048,2015-11-15,32620.0
1049,2015-11-16,32610.0
1050,2015-11-17,32600.0
1051,2015-11-18,32590.0
1052,2015-11-19,32580.0
1053,2015-11-20,32560.0
1054,2015-11-21,32560.0
1055,2015-11-22,32560.0
1056,2015-11-23,32560.0
1057,2015-11-24,32540.0
1058,2015-11-25,32540.0
1059,2015-11-26,32550.0
1060,2015-11-27,32570.0
1061,2015-11-28,32560.0
1062,2015-11-29,32560.0
1063,2015-11-30,32550.0
1064,2015-12-01,32540.0
1065,2015-12-02,32540.0
1066,2015-12-03,32530.0
1067,2015-12-04,32520.0
1068,2015-12-05,32530.0
1069,2015-12-06,32520.0
1070,2015-12-07,32500.0
1071,2015-12-08,32500.0
1072,2015-12-09,32490.0
1073,2015-12-10,32490.0
1074,2015-12-11,32530.0
1075,2015-12-12,32520.0
1076,2015-12-13,32540.0
1077,2015-12-14,32520.0
1078,2015-12-15,32520.0
1079,2015-12-16,32510.0
1080,2015-12-17,32510.0
1081,2015-12-18,32500.0
1082,2015-12-19,32490.0
1083,2015-12-20,32500.0
1084,2015-12-21,32490.0
1085,2015-12-22,32620.0
1086,2015-12-23,32660.0
1087,2015-12-24,32660.0
1088,2015-12-25,32660.0
1089,2015-12-26,32670.0
1090,2015-12-27,32640.0
1091,2015-12-28,32650.0
1092,2015-12-29,32650.0
1093,2015-12-30,32640.0
1094,2015-12-31,32640.0
1095,2016-01-01,32640.0
1096,2016-01-02,32630.0
1097,2016-01-03,32630.0
1098,2016-01-04,32640.0
1099,2016-01-05,32750.0
1100,2016-01-06,32950.0
1101,2016-01-07,33033.333333333336
1102,2016-01-08,33116.666666666664
1103,2016-01-09,33200.0
1104,2016-01-10,33283.333333333336
1105,2016-01-11,33366.666666666664
1106,2016-01-12,33450.0
1107,2016-01-13,33440.0
1108,2016-01-14,33440.0
1109,2016-01-15,33450.0
1110,2016-01-16,33450.0
1111,2016-01-17,33450.0
1112,2016-01-18,33450.0
1113,2016-01-19,33450.0
1114,2016-01-20,33450.0
1115,2016-01-21,33450.0
1116,2016-01-22,33450.0
1117,2016-01-23,33430.0
1118,2016-01-24,33420.0
1119,2016-01-25,33410.0
1120,2016-01-26,33330.0
1121,2016-01-27,33210.0
1122,2016-01-28,33130.0
1123,2016-01-29,33020.0
1124,2016-01-30,32870.0
1125,2016-01-31,32790.0
1126,2016-02-01,32790.0
1127,2016-02-02,32810.0
1128,2016-02-03,32790.0
1129,2016-02-04,32770.0
1130,2016-02-05,32750.0
1131,2016-02-06,32730.0
1132,2016-02-07,32700.0
1133,2016-02-08,32680.0
1134,2016-02-09,32670.0
1135,2016-02-10,32640.0
1136,2016-02-11,32600.0
1137,2016-02-12,32550.0
1138,2016-02-13,32510.0
1139,2016-02-14,32470.0
1140,2016-02-15,32440.0
1141,2016-02-16,32400.0
1142,2016-02-17,32350.0
1143,2016-02-18,32320.0
1144,2016-02-19,32270.0
1145,2016-02-20,32240.0
1146,2016-02-21,32200.0
1147,2016-02-22,32180.0
1148,2016-02-23,32180.0
1149,2016-02-24,32170.0
1150,2016-02-25,32170.0
1151,2016-02-26,32160.0
1152,2016-02-27,32160.0
1153,2016-02-28,32160.0
1154,2016-02-29,32150.0
1155,2016-03-01,32100.0
1156,2016-03-02,32070.0
1157,2016-03-03,32010.0
1158,2016-03-04,31880.0
1159,2016-03-05,31750.0
1160,2016-03-06,31630.0
1161,2016-03-07,31600.0
1162,2016-03-08,31480.0
1163,2016-03-09,31370.0
1164,2016-03-10,31280.0
1165,2016-03-11,31220.0
1166,2016-03-12,31050.0
1167,2016-03-13,30905.714285714286
1168,2016-03-14,30761.428571428572
1169,2016-03-15,30617.14285714286
1170,2016-03-16,30472.85714285714
1171,2016-03-17,30328.571428571428
1172,2016-03-18,30184.285714285714
1173,2016-03-19,30040.0
1174,2016-03-20,29900.0
1175,2016-03-21,29750.0
1176,2016-03-22,29620.0
1177,2016-03-23,29480.0
1178,2016-03-24,29340.0
1179,2016-03-25,29220.0
1180,2016-03-26,29090.0
1181,2016-03-27,28970.0
1182,2016-03-28,28850.0
1183,2016-03-29,28750.0
1184,2016-03-30,28640.0
1185,2016-03-31,28510.0
1186,2016-04-01,28380.0
1187,2016-04-02,28280.0
1188,2016-04-03,28130.0
1189,2016-04-04,28030.0
1190,2016-04-05,27900.0
1191,2016-04-06,27790.0
1192,2016-04-07,27760.0
1193,2016-04-08,27750.0
1194,2016-04-09,27770.0
1195,2016-04-10,27800.0
1196,2016-04-11,27840.0
1197,2016-04-12,27830.0
1198,2016-04-13,27840.0
1199,2016-04-14,27840.0
1200,2016-04-15,27830.0
1201,2016-04-16,27830.0
1202,2016-04-17,27820.0
1203,2016-04-18,27810.0
1204,2016-04-19,27810.0
1205,2016-04-20,27800.0
1206,2016-04-21,27790.0
1207,2016-04-22,27780.0
1208,2016-04-23,27790.0
1209,2016-04-24,27770.0
1210,2016-04-25,27730.0
1211,2016-04-26,27750.0
1212,2016-04-27,27720.0
1213,2016-04-28,27730.0
1214,2016-04-29,27730.0
1215,2016-04-30,27710.0
1216,2016-05-01,27700.0
1217,2016-05-02,27710.0
1218,2016-05-03,27710.0
1219,2016-05-04,27710.0
1220,2016-05-05,27710.0
1221,2016-05-06,27740.0
1222,2016-05-07,27730.0
1223,2016-05-08,27730.0
1224,2016-05-09,27730.0
1225,2016-05-10,27730.0
1226,2016-05-11,27720.0
1227,2016-05-12,27710.0
1228,2016-05-13,27700.0
1229,2016-05-14,27700.0
1230,2016-05-15,27700.0
1231,2016-05-16,27690.0
1232,2016-05-17,27690.0
1233,2016-05-18,27680.0
1234,2016-05-19,27670.0
1235,2016-05-20,27660.0
1236,2016-05-21,27650.0
1237,2016-05-22,27640.0
1238,2016-05-23,27630.0
1239,2016-05-24,27620.0
1240,2016-05-25,27610.0
1241,2016-05-26,27600.0
1242,2016-05-27,27600.0
1243,2016-05-28,27580.0
1244,2016-05-29,27570.0
1245,2016-05-30,27570.0
1246,2016-05-31,27570.0
1247,2016-06-01,27560.0
1248,2016-06-02,27550.0
1249,2016-06-03,27540.0
1250,2016-06-04,27530.0
1251,2016-06-05,27520.0
1252,2016-06-06,27500.0
1253,2016-06-07,27490.0
1254,2016-06-08,27480.0
1255,2016-06-09,27460.0
1256,2016-06-10,27460.0
1257,2016-06-11,27450.0
1258,2016-06-12,27440.0
1259,2016-06-13,27420.0
1260,2016-06-14,27410.0
1261,2016-06-15,27400.0
1262,2016-06-16,27380.0
1263,2016-06-17,27370.0
1264,2016-06-18,27360.0
1265,2016-06-19,27340.0
1266,2016-06-20,27330.0
1267,2016-06-21,27320.0
1268,2016-06-22,27310.0
1269,2016-06-23,27290.0
1270,2016-06-24,27280.0
1271,2016-06-25,27270.0
1272,2016-06-26,27250.0
1273,2016-06-27,27240.0
1274,2016-06-28,27230.0
1275,2016-06-29,27210.0
1276,2016-06-30,27190.0
1277,2016-07-01,27180.0
1278,2016-07-02,27160.0
1279,2016-07-03,27150.0
1280,2016-07-04,27130.0
1281,2016-07-05,27120.0
1282,2016-07-06,27100.0
1283,2016-07-07,27080.0
1284,2016-07-08,27070.0
1285,2016-07-09,27060.0
1286,2016-07-10,27050.0
1287,2016-07-11,27030.0
1288,2016-07-12,27010.0
1289,2016-07-13,27000.0
1290,2016-07-14,26990.0
1291,2016-07-15,26970.0
1292,2016-07-16,26950.0
1293,2016-07-17,26940.0
1294,2016-07-18,26930.0
1295,2016-07-19,26920.0
1296,2016-07-20,26900.0
1297,2016-07-21,26880.0
1298,2016-07-22,26870.0
1299,2016-07-23,26850.0
1300,2016-07-24,26840.0
1301,2016-07-25,26830.0
1302,2016-07-26,26810.0
1303,2016-07-27,26800.0
1304,2016-07-28,26780.0
1305,2016-07-29,26770.0
1306,2016-07-30,26750.0
1307,2016-07-31,26740.0
1308,2016-08-01,26730.0
1309,2016-08-02,26710.0
1310,2016-08-03,26700.0
1311,2016-08-04,26680.0
1312,2016-08-05,26670.0
1313,2016-08-06,26650.0
1314,2016-08-07,26640.0
1315,2016-08-08,26620.0
1316,2016-08-09,26610.0
1317,2016-08-10,26590.0
1318,2016-08-11,26580.0
1319,2016-08-12,26560.0
1320,2016-08-13,26560.0
1321,2016-08-14,26540.0
1322,2016-08-15,26540.0
1323,2016-08-16,26520.0
1324,2016-08-17,26490.0
1325,2016-08-18,26480.0
1326,2016-08-19,26460.0
1327,2016-08-20,26450.0
1328,2016-08-21,26430.0
1329,2016-08-22,26420.0
1330,2016-08-23,26400.0
1331,2016-08-24,26400.0
1332,2016-08-25,26380.0
1333,2016-08-26,26350.0
1334,2016-08-27,26350.0
1335,2016-08-28,26330.0
1336,2016-08-29,26330.0
1337,2016-08-30,26320.0
1338,2016-08-31,26320.0
1339,2016-09-01,26290.0
1340,2016-09-02,26280.0
1341,2016-09-03,26270.0
1342,2016-09-04,26250.0
1343,2016-09-05,26230.0
1344,2016-09-06,26220.0
1345,2016-09-07,26210.0
1346,2016-09-08,26200.0
1347,2016-09-09,26190.0
1348,2016-09-10,26180.0
1349,2016-09-11,26160.0
1350,2016-09-12,26150.0
1351,2016-09-13,26130.0
1352,2016-09-14,26120.0
1353,2016-09-15,26110.0
1354,2016-09-16,26100.0
1355,2016-09-17,26090.0
1356,2016-09-18,26100.0
1357,2016-09-19,26090.0
1358,2016-09-20,26110.0
1359,2016-09-21,26110.0
1360,2016-09-22,26100.0
1361,2016-09-23,26080.0
1362,2016-09-24,26080.0
1363,2016-09-25,26060.0
1364,2016-09-26,26060.0
1365,2016-09-27,26050.0
1366,2016-09-28,26040.0
1367,2016-09-29,26030.0
1368,2016-09-30,26020.0
1369,2016-10-01,26010.0
1370,2016-10-02,25990.0
1371,2016-10-03,25980.0
1372,2016-10-04,25980.0
1373,2016-10-05,25960.0
1374,2016-10-06,25960.0
1375,2016-10-07,25950.0
1376,2016-10-08,25930.0
1377,2016-10-09,25930.0
1378,2016-10-10,25910.0
1379,2016-10-11,25900.0
1380,2016-10-12,25890.0
1381,2016-10-13,25880.0
1382,2016-10-14,25880.0
1383,2016-10-15,25870.0
1384,2016-10-16,25860.0
1385,2016-10-17,25860.0
1386,2016-10-18,25850.0
1387,2016-10-19,25850.0
1388,2016-10-20,25850.0
1389,2016-10-21,25830.0
1390,2016-10-22,25820.0
1391,2016-10-23,25810.0
1392,2016-10-24,25810.0
1393,2016-10-25,25810.0
1394,2016-10-26,25810.0
1395,2016-10-27,25800.0
1396,2016-10-28,25800.0
1397,2016-10-29,25800.0
1398,2016-10-30,25790.0
1399,2016-10-31,25780.0
1400,2016-11-01,25770.0
1401,2016-11-02,25770.0
1402,2016-11-03,25760.0
1403,2016-11-04,25750.0
1404,2016-11-05,25740.0
1405,2016-11-06,25730.0
1406,2016-11-07,25730.0
1407,2016-11-08,25720.0
1408,2016-11-09,25730.0
1409,2016-11-10,25700.0
1410,2016-11-11,25690.0
1411,2016-11-12,25680.0
1412,2016-11-13,25670.0
1413,2016-11-14,25670.0
1414,2016-11-15,25660.0
1415,2016-11-16,25660.0
1416,2016-11-17,25640.0
1417,2016-11-18,25640.0
1418,2016-11-19,25640.0
1419,2016-11-20,25640.0
1420,2016-11-21,25650.0
1421,2016-11-22,25650.0
1422,2016-11-23,25650.0
1423,2016-11-24,25640.0
1424,2016-11-25,25630.0
1425,2016-11-26,25650.0
1426,2016-11-27,25680.0
1427,2016-11-28,25680.0
1428,2016-11-29,25660.0
1429,2016-11-30,25660.0
1430,2016-12-01,25660.0
1431,2016-12-02,25650.0
1432,2016-12-03,25640.0
1433,2016-12-04,25640.0
1434,2016-12-05,25650.0
1435,2016-12-06,25640.0
1436,2016-12-07,25640.0
1437,2016-12-08,25640.0
1438,2016-12-09,25630.0
1439,2016-12-10,25640.0
1440,2016-12-11,25640.0
1441,2016-12-12,25630.0
1442,2016-12-13,25630.0
1443,2016-12-14,25630.0
1444,2016-12-15,25640.0
1445,2016-12-16,25730.0
1446,2016-12-17,25730.0
1447,2016-12-18,25720.0
1448,2016-12-19,25720.0
1449,2016-12-20,25720.0
1450,2016-12-21,25760.0
1451,2016-12-22,25840.0
1452,2016-12-23,25850.0
1453,2016-12-24,25980.0
1454,2016-12-25,25980.0
1455,2016-12-26,25980.0
1456,2016-12-27,25980.0
1457,2016-12-28,25960.0
1458,2016-12-29,25980.0
1459,2016-12-30,25980.0
1460,2016-12-31,26080.0
1461,2017-01-01,26130.0
1462,2017-01-02,26140.0
1463,2017-01-03,26140.0
1464,2017-01-04,26140.0
1465,2017-01-05,26160.0
1466,2017-01-06,26160.0
1467,2017-01-07,26170.0
1468,2017-01-08,26160.0
1469,2017-01-09,26180.0
1470,2017-01-10,26180.0
1471,2017-01-11,26200.0
1472,2017-01-12,26220.0
1473,2017-01-13,26300.0
1474,2017-01-14,26320.0
1475,2017-01-15,26320.0
1476,2017-01-16,26320.0
1477,2017-01-17,26320.0
1478,2017-01-18,26320.0
1479,2017-01-19,26460.0
1480,2017-01-20,26870.0
1481,2017-01-21,27888.75
1482,2017-01-22,28907.5
1483,2017-01-23,29926.25
1484,2017-01-24,30945.0
1485,2017-01-25,31963.75
1486,2017-01-26,32982.5
1487,2017-01-27,34001.25
1488,2017-01-28,35020.0
1489,2017-01-29,35180.0
1490,2017-01-30,35340.0
1491,2017-01-31,35480.0
1492,2017-02-01,35600.0
1493,2017-02-02,35720.0
1494,2017-02-03,35830.0
1495,2017-02-04,35930.0
1496,2017-02-05,36020.0
1497,2017-02-06,36190.0
1498,2017-02-07,36690.0
1499,2017-02-08,37100.0
1500,2017-02-09,37330.0
1501,2017-02-10,37520.0
1502,2017-02-11,37700.0
1503,2017-02-12,37880.0
1504,2017-02-13,38030.0
1505,2017-02-14,38150.0
1506,2017-02-15,38280.0
1507,2017-02-16,38400.0
1508,2017-02-17,38590.0
1509,2017-02-18,38840.0
1510,2017-02-19,39080.0
1511,2017-02-20,39290.0
1512,2017-02-21,39460.0
1513,2017-02-22,39600.0
1514,2017-02-23,39740.0
1515,2017-02-24,39880.0
1516,2017-02-25,40010.0
1517,2017-02-26,40160.0
1518,2017-02-27,42920.0
1519,2017-02-28,47320.0
1520,2017-03-01,48350.0
1521,2017-03-02,49020.0
1522,2017-03-03,49560.0
1523,2017-03-04,50010.0
1524,2017-03-05,50430.0
1525,2017-03-06,50850.0
1526,2017-03-07,51190.0
1527,2017-03-08,51530.0
1528,2017-03-09,51840.0
1529,2017-03-10,52110.0
1530,2017-03-11,52340.0
1531,2017-03-12,52540.0
1532,2017-03-13,52620.0
1533,2017-03-14,52610.0
1534,2017-03-15,52630.0
1535,2017-03-16,52660.0
1536,2017-03-17,52670.0
1537,2017-03-18,52680.0
1538,2017-03-19,52680.0
1539,2017-03-20,52660.0
1540,2017-03-21,52720.0
1541,2017-03-22,52770.0
1542,2017-03-23,52790.0
1543,2017-03-24,52730.0
1544,2017-03-25,52670.0
1545,2017-03-26,52610.0
1546,2017-03-27,52560.0
1547,2017-03-28,52570.0
1548,2017-03-29,52600.0
1549,2017-03-30,52630.0
1550,2017-03-31,52700.0
1551,2017-04-01,52770.0
1552,2017-04-02,52820.0
1553,2017-04-03,52880.0
1554,2017-04-04,52940.0
1555,2017-04-05,52980.0
1556,2017-04-06,53020.0
1557,2017-04-07,53060.0
1558,2017-04-08,53110.0
1559,2017-04-09,53170.0
1560,2017-04-10,53160.0
1561,2017-04-11,53100.0
1562,2017-04-12,53050.0
1563,2017-04-13,53010.0
1564,2017-04-14,52980.0
1565,2017-04-15,52940.0
1566,2017-04-16,52890.0
1567,2017-04-17,52820.0
1568,2017-04-18,52840.0
1569,2017-04-19,52890.0
1570,2017-04-20,52930.0
1571,2017-04-21,52970.0
1572,2017-04-22,52990.0
1573,2017-04-23,53010.0
1574,2017-04-24,53040.0
1575,2017-04-25,53080.0
1576,2017-04-26,53140.0
1577,2017-04-27,53190.0
1578,2017-04-28,53210.0
1579,2017-04-29,53220.0
1580,2017-04-30,53230.0
1581,2017-05-01,53230.0
1582,2017-05-02,53230.0
1583,2017-05-03,53220.0
1584,2017-05-04,53200.0
1585,2017-05-05,53190.0
1586,2017-05-06,53220.0
1587,2017-05-07,53460.0
1588,2017-05-08,53490.0
1589,2017-05-09,53460.0
1590,2017-05-10,53410.0
1591,2017-05-11,53380.0
1592,2017-05-12,53320.0
1593,2017-05-13,53260.0
1594,2017-05-14,53180.0
1595,2017-05-15,53110.0
1596,2017-05-16,53090.0
1597,2017-05-17,53060.0
1598,2017-05-18,52990.0
1599,2017-05-19,52920.0
1600,2017-05-20,52820.0
1601,2017-05-21,52730.0
1602,2017-05-22,52610.0
1603,2017-05-23,52530.0
1604,2017-05-24,52440.0
1605,2017-05-25,52340.0
1606,2017-05-26,52250.0
1607,2017-05-27,52160.0
1608,2017-05-28,52080.0
1609,2017-05-29,51990.0
1610,2017-05-30,51900.0
1611,2017-05-31,51800.0
1612,2017-06-01,51700.0
1613,2017-06-02,51590.0
1614,2017-06-03,51470.0
1615,2017-06-04,51330.0
1616,2017-06-05,51210.0
1617,2017-06-06,51100.0
1618,2017-06-07,50980.0
1619,2017-06-08,50860.0
1620,2017-06-09,50760.0
1621,2017-06-10,50650.0
1622,2017-06-11,50540.0
1623,2017-06-12,50450.0
1624,2017-06-13,50360.0
1625,2017-06-14,50250.0
1626,2017-06-15,50150.0
1627,2017-06-16,50030.0
1628,2017-06-17,49930.0
1629,2017-06-18,49810.0
1630,2017-06-19,49710.0
1631,2017-06-20,49590.0
1632,2017-06-21,49470.0
1633,2017-06-22,49360.0
1634,2017-06-23,49250.0
1635,2017-06-24,49140.0
1636,2017-06-25,49040.0
1637,2017-06-26,48930.0
1638,2017-06-27,48800.0
1639,2017-06-28,48680.0
1640,2017-06-29,48570.0
1641,2017-06-30,48460.0
1642,2017-07-01,48350.0
1643,2017-07-02,48230.0
1644,2017-07-03,48130.0
1645,2017-07-04,48020.0
1646,2017-07-05,47920.0
1647,2017-07-06,47810.0
1648,2017-07-07,47700.0
1649,2017-07-08,47620.0
1650,2017-07-09,47520.0
1651,2017-07-10,47390.0
1652,2017-07-11,47260.0
1653,2017-07-12,47120.0
1654,2017-07-13,46990.0
1655,2017-07-14,46850.0
1656,2017-07-15,46710.0
1657,2017-07-16,46570.0
1658,2017-07-17,46430.0
1659,2017-07-18,46290.0
1660,2017-07-19,46150.0
1661,2017-07-20,46020.0
1662,2017-07-21,45890.0
1663,2017-07-22,45760.0
1664,2017-07-23,45620.0
1665,2017-07-24,45490.0
1666,2017-07-25,45380.0
1667,2017-07-26,45260.0
1668,2017-07-27,45130.0
1669,2017-07-28,45010.0
1670,2017-07-29,44890.0
1671,2017-07-30,44770.0
1672,2017-07-31,44730.0
1673,2017-08-01,44920.0
1674,2017-08-02,44940.0
1675,2017-08-03,44930.0
1676,2017-08-04,44920.0
1677,2017-08-05,44900.0
1678,2017-08-06,44880.0
1679,2017-08-07,44860.0
1680,2017-08-08,44860.0
1681,2017-08-09,44840.0
1682,2017-08-10,44830.0
1683,2017-08-11,44800.0
1684,2017-08-12,44790.0
1685,2017-08-13,44770.0
1686,2017-08-14,44740.0
1687,2017-08-15,44710.0
1688,2017-08-16,44670.0
1689,2017-08-17,44640.0
1690,2017-08-18,44610.0
1691,2017-08-19,44610.0
1692,2017-08-20,44590.0
1693,2017-08-21,44570.0
1694,2017-08-22,44550.0
1695,2017-08-23,44540.0
1696,2017-08-24,44530.0
1697,2017-08-25,44510.0
1698,2017-08-26,44490.0
1699,2017-08-27,44480.0
1700,2017-08-28,44470.0
1701,2017-08-29,44460.0
1702,2017-08-30,44440.0
1703,2017-08-31,44420.0
1704,2017-09-01,44390.0
1705,2017-09-02,44350.0
1706,2017-09-03,44310.0
1707,2017-09-04,44290.0
1708,2017-09-05,44240.0
1709,2017-09-06,44210.0
1710,2017-09-07,44150.0
1711,2017-09-08,44090.0
1712,2017-09-09,44030.0
1713,2017-09-10,43970.0
1714,2017-09-11,43900.0
1715,2017-09-12,43840.0
1716,2017-09-13,43760.0
1717,2017-09-14,43690.0
1718,2017-09-15,43610.0
1719,2017-09-16,43530.0
1720,2017-09-17,43460.0
1721,2017-09-18,43400.0
1722,2017-09-19,43320.0
1723,2017-09-20,43250.0
1724,2017-09-21,43180.0
1725,2017-09-22,43100.0
1726,2017-09-23,43040.0
1727,2017-09-24,42960.0
1728,2017-09-25,42880.0
1729,2017-09-26,42810.0
1730,2017-09-27,42760.0
1731,2017-09-28,42710.0
1732,2017-09-29,42700.0
1733,2017-09-30,42690.0
1734,2017-10-01,42670.0
1735,2017-10-02,42660.0
1736,2017-10-03,42650.0
1737,2017-10-04,42640.0
1738,2017-10-05,42630.0
1739,2017-10-06,42620.0
1740,2017-10-07,42600.0
1741,2017-10-08,42580.0
1742,2017-10-09,42570.0
1743,2017-10-10,42560.0
1744,2017-10-11,42540.0
1745,2017-10-12,42530.0
1746,2017-10-13,42520.0
1747,2017-10-14,42520.0
1748,2017-10-15,42500.0
1749,2017-10-16,42490.0
1750,2017-10-17,42480.0
1751,2017-10-18,42460.0
1752,2017-10-19,42460.0
1753,2017-10-20,42450.0
1754,2017-10-21,42450.0
1755,2017-10-22,42440.0
1756,2017-10-23,42430.0
1757,2017-10-24,42410.0
1758,2017-10-25,42410.0
1759,2017-10-26,42390.0
1760,2017-10-27,42370.0
1761,2017-10-28,42360.0
1762,2017-10-29,42350.0
1763,2017-10-30,42340.0
1764,2017-10-31,42310.0
1765,2017-11-01,42230.0
1766,2017-11-02,42110.0
1767,2017-11-03,41980.0
1768,2017-11-04,41860.0
1769,2017-11-05,41750.0
1770,2017-11-06,41620.0
1771,2017-11-07,41510.0
1772,2017-11-08,41400.0
1773,2017-11-09,41280.0
1774,2017-11-10,41160.0
1775,2017-11-11,41060.0
1776,2017-11-12,40990.0
1777,2017-11-13,40920.0
1778,2017-11-14,40850.0
1779,2017-11-15,40780.0
1780,2017-11-16,40700.0
1781,2017-11-17,40640.0
1782,2017-11-18,40550.0
1783,2017-11-19,40490.0
1784,2017-11-20,40450.0
1785,2017-11-21,40420.0
1786,2017-11-22,40420.0
1787,2017-11-23,40420.0
1788,2017-11-24,40420.0
1789,2017-11-25,40410.0
1790,2017-11-26,40400.0
1791,2017-11-27,40370.0
1792,2017-11-28,40260.0
1793,2017-11-29,40150.0
1794,2017-11-30,40030.0
1795,2017-12-01,39910.0
1796,2017-12-02,39800.0
1797,2017-12-03,39690.0
1798,2017-12-04,39570.0
1799,2017-12-05,39440.0
1800,2017-12-06,39310.0
1801,2017-12-07,39190.0
1802,2017-12-08,39060.0
1803,2017-12-09,38940.0
1804,2017-12-10,38830.0
1805,2017-12-11,38720.0
1806,2017-12-12,38600.0
1807,2017-12-13,38480.0
1808,2017-12-14,38360.0
1809,2017-12-15,38240.0
1810,2017-12-16,38120.0
1811,2017-12-17,38010.0
1812,2017-12-18,37900.0
1813,2017-12-19,37780.0
1814,2017-12-20,37670.0
1815,2017-12-21,37570.0
1816,2017-12-22,37450.0
1817,2017-12-23,37330.0
1818,2017-12-24,37220.0
1819,2017-12-25,37100.0
1820,2017-12-26,36990.0
1821,2017-12-27,36870.0
1822,2017-12-28,36730.0
1823,2017-12-29,36590.0
1824,2017-12-30,36450.0
1825,2017-12-31,36310.0
1826,2018-01-01,36180.0
