,datetime,GORGE_RESERVOIR_NEAR_NEWHALEM__WA.tsv
1057,2015-11-24,868.66
1058,2015-11-25,868.23
1059,2015-11-26,869.92
1060,2015-11-27,870.17
1061,2015-11-28,870.63
1062,2015-11-29,871.38
1063,2015-11-30,870.51
1064,2015-12-01,870.19
1065,2015-12-02,870.59
1066,2015-12-03,870.79
1067,2015-12-04,870.19
1068,2015-12-05,871.93
1069,2015-12-06,871.97
1070,2015-12-07,869.09
1071,2015-12-08,870.29
1072,2015-12-09,870.17
1073,2015-12-10,868.12
1074,2015-12-11,868.52
1075,2015-12-12,869.74
1076,2015-12-13,864.52
1077,2015-12-14,867.31
1078,2015-12-15,870.84
1079,2015-12-16,871.5
1080,2015-12-17,870.57
1081,2015-12-18,870.93
1082,2015-12-19,871.26
1083,2015-12-20,871.22
1084,2015-12-21,871.49
1085,2015-12-22,870.63
1086,2015-12-23,871.73
1087,2015-12-24,871.74
1088,2015-12-25,870.98
1089,2015-12-26,871.29
1090,2015-12-27,871.15
1091,2015-12-28,870.31
1092,2015-12-29,870.61
1093,2015-12-30,868.45
1094,2015-12-31,869.01
1095,2016-01-01,870.77
1096,2016-01-02,871.54
1097,2016-01-03,873.11
1098,2016-01-04,871.93
1099,2016-01-05,870.75
1100,2016-01-06,872.03
1101,2016-01-07,873.4
1102,2016-01-08,871.98
1103,2016-01-09,871.45
1104,2016-01-10,871.15
1105,2016-01-11,871.0
1106,2016-01-12,872.05
1107,2016-01-13,870.85
1108,2016-01-14,872.16
1109,2016-01-15,871.9
1110,2016-01-16,872.41
1111,2016-01-17,871.1
1112,2016-01-18,872.6
1113,2016-01-19,870.79
1114,2016-01-20,871.11
1115,2016-01-21,870.62
1116,2016-01-22,870.98
1117,2016-01-23,870.14
1118,2016-01-24,870.32
1119,2016-01-25,871.75
1120,2016-01-26,872.12
1121,2016-01-27,872.87
1122,2016-01-28,871.51
1123,2016-01-29,870.93
1124,2016-01-30,870.17
1125,2016-01-31,871.06
1126,2016-02-01,871.37
1127,2016-02-02,871.56
1128,2016-02-03,872.04
1129,2016-02-04,871.13
1130,2016-02-05,869.85
1131,2016-02-06,872.68
1132,2016-02-07,869.37
1133,2016-02-08,871.73
1134,2016-02-09,871.84
1135,2016-02-10,872.09
1136,2016-02-11,872.09
1137,2016-02-12,873.08
1138,2016-02-13,870.5
1139,2016-02-14,871.58
1140,2016-02-15,870.15
1141,2016-02-16,871.11
1142,2016-02-17,871.15
1143,2016-02-18,869.71
1144,2016-02-19,870.89
1145,2016-02-20,870.48
1146,2016-02-21,870.6
1147,2016-02-22,871.11
1148,2016-02-23,871.27
1149,2016-02-24,871.49
1150,2016-02-25,871.57
1151,2016-02-26,871.71
1152,2016-02-27,872.14
1153,2016-02-28,871.11
1154,2016-02-29,871.54
1155,2016-03-01,871.68
1156,2016-03-02,871.12
1157,2016-03-03,870.36
1158,2016-03-04,871.53
1159,2016-03-05,870.09
1160,2016-03-06,871.72
1161,2016-03-07,871.4
1162,2016-03-08,870.53
1163,2016-03-09,870.64
1164,2016-03-10,871.1
1165,2016-03-11,871.17
1166,2016-03-12,870.91
1167,2016-03-13,870.97
1168,2016-03-14,870.55
1169,2016-03-15,870.73
1170,2016-03-16,870.94
1171,2016-03-17,872.25
1172,2016-03-18,871.16
1173,2016-03-19,871.03
1174,2016-03-20,870.74
1175,2016-03-21,871.39
1176,2016-03-22,871.96
1177,2016-03-23,872.66
1178,2016-03-24,871.28
1179,2016-03-25,871.47
1180,2016-03-26,871.87
1181,2016-03-27,871.27
1182,2016-03-28,872.03
1183,2016-03-29,871.01
1184,2016-03-30,871.51
1185,2016-03-31,872.08
1186,2016-04-01,871.94
1187,2016-04-02,871.2
1188,2016-04-03,871.95
1189,2016-04-04,870.95
1190,2016-04-05,870.83
1191,2016-04-06,870.94
1192,2016-04-07,871.14
1193,2016-04-08,873.03
1194,2016-04-09,871.76
1195,2016-04-10,872.95
1196,2016-04-11,871.27
1197,2016-04-12,870.93
1198,2016-04-13,870.5
1199,2016-04-14,869.57
1200,2016-04-15,870.73
1201,2016-04-16,871.1
1202,2016-04-17,871.52
1203,2016-04-18,872.84
1204,2016-04-19,872.24
1205,2016-04-20,870.11
1206,2016-04-21,871.85
1207,2016-04-22,871.8
1208,2016-04-23,870.87
1209,2016-04-24,870.72
1210,2016-04-25,871.01
1211,2016-04-26,871.09
1212,2016-04-27,868.65
1213,2016-04-28,873.38
1214,2016-04-29,870.96
1215,2016-04-30,872.16
1216,2016-05-01,871.95
1217,2016-05-02,872.47
1218,2016-05-03,871.26
1219,2016-05-04,872.87
1220,2016-05-05,872.09
1221,2016-05-06,872.47
1222,2016-05-07,871.88
1223,2016-05-08,869.3
1224,2016-05-09,871.86
1225,2016-05-10,871.27
1226,2016-05-11,871.82
1227,2016-05-12,871.83
1228,2016-05-13,872.12
1229,2016-05-14,872.71
1230,2016-05-15,872.62
1231,2016-05-16,871.55
1232,2016-05-17,871.71
1233,2016-05-18,871.44
1234,2016-05-19,869.85
1235,2016-05-20,871.52
1236,2016-05-21,871.35
1237,2016-05-22,871.7
1238,2016-05-23,869.44
1239,2016-05-24,871.35
1240,2016-05-25,870.93
1241,2016-05-26,872.9
1242,2016-05-27,870.67
1243,2016-05-28,872.56
1244,2016-05-29,870.68
1245,2016-05-30,871.81
1246,2016-05-31,872.63
1247,2016-06-01,871.11
1248,2016-06-02,872.13
1249,2016-06-03,871.56
1250,2016-06-04,872.48
1251,2016-06-05,872.01
1252,2016-06-06,872.09
1253,2016-06-07,871.58
1254,2016-06-08,871.85
1255,2016-06-09,873.3
1256,2016-06-10,871.35
1257,2016-06-11,870.93
1258,2016-06-12,870.57
1259,2016-06-13,870.52
1260,2016-06-14,870.68
1261,2016-06-15,871.2
1262,2016-06-16,870.84
1263,2016-06-17,869.68
1264,2016-06-18,869.25
1265,2016-06-19,868.59
1266,2016-06-20,868.0
1267,2016-06-21,872.2
1268,2016-06-22,873.5
1269,2016-06-23,872.71
1270,2016-06-24,870.02
1271,2016-06-25,871.45
1272,2016-06-26,871.73
1273,2016-06-27,871.47
1274,2016-06-28,871.8
1275,2016-06-29,872.49
1276,2016-06-30,871.56
1277,2016-07-01,870.95
1278,2016-07-02,871.64
1279,2016-07-03,872.3
1280,2016-07-04,871.65
1281,2016-07-05,871.62
1282,2016-07-06,870.62
1283,2016-07-07,871.05
1284,2016-07-08,873.18
1285,2016-07-09,870.79
1286,2016-07-10,872.07
1287,2016-07-11,871.24
1288,2016-07-12,872.27
1289,2016-07-13,871.48
1290,2016-07-14,872.19
1291,2016-07-15,870.45
1292,2016-07-16,871.08
1293,2016-07-17,871.18
1294,2016-07-18,871.13
1295,2016-07-19,871.69
1296,2016-07-20,871.94
1297,2016-07-21,872.32
1298,2016-07-22,872.28
1299,2016-07-23,871.2
1300,2016-07-24,871.77
1301,2016-07-25,871.64
1302,2016-07-26,872.88
1303,2016-07-27,870.96
1304,2016-07-28,872.21
1305,2016-07-29,872.52
1306,2016-07-30,871.4
1307,2016-07-31,871.75
1308,2016-08-01,871.69
1309,2016-08-02,872.58
1310,2016-08-03,873.07
1311,2016-08-04,873.04
1312,2016-08-05,871.9
1313,2016-08-06,871.26
1314,2016-08-07,871.88
1315,2016-08-08,870.61
1316,2016-08-09,871.42
1317,2016-08-10,872.96
1318,2016-08-11,872.7
1319,2016-08-12,873.28
1320,2016-08-13,871.97
1321,2016-08-14,871.44
1322,2016-08-15,872.62
1323,2016-08-16,871.4
1324,2016-08-17,872.41
1325,2016-08-18,870.63
1326,2016-08-19,871.12
1327,2016-08-20,871.24
1328,2016-08-21,871.19
1329,2016-08-22,872.08
1330,2016-08-23,871.69
1331,2016-08-24,869.81
1332,2016-08-25,871.9
1333,2016-08-26,870.7
1334,2016-08-27,871.08
1335,2016-08-28,870.86
1336,2016-08-29,872.77
1337,2016-08-30,873.37
1338,2016-08-31,872.62
1339,2016-09-01,872.21
1340,2016-09-02,872.02
1341,2016-09-03,871.1
1342,2016-09-04,871.1
1343,2016-09-05,872.39
1344,2016-09-06,871.25
1345,2016-09-07,872.1
1346,2016-09-08,871.38
1347,2016-09-09,871.07
1348,2016-09-10,871.8
1349,2016-09-11,872.08
1350,2016-09-12,870.26
1351,2016-09-13,872.31
1352,2016-09-14,871.34
1353,2016-09-15,870.22
1354,2016-09-16,870.29
1355,2016-09-17,873.12
1356,2016-09-18,869.52
1357,2016-09-19,872.13
1358,2016-09-20,871.99
1359,2016-09-21,870.08
1360,2016-09-22,871.42
1361,2016-09-23,870.48
1362,2016-09-24,871.18
1363,2016-09-25,869.99
1364,2016-09-26,871.35
1365,2016-09-27,871.41
1366,2016-09-28,871.27
1367,2016-09-29,871.25
1368,2016-09-30,871.62
1369,2016-10-01,871.61
1370,2016-10-02,870.12
1371,2016-10-03,870.85
1372,2016-10-04,871.2
1373,2016-10-05,871.72
1374,2016-10-06,871.68
1375,2016-10-07,871.12
1376,2016-10-08,873.06
1377,2016-10-09,870.22
1378,2016-10-10,870.93
1379,2016-10-11,870.73
1380,2016-10-12,869.49
1381,2016-10-13,866.14
1382,2016-10-14,868.03
1383,2016-10-15,865.87
1384,2016-10-16,870.15
1385,2016-10-17,870.12
1386,2016-10-18,870.4
1387,2016-10-19,870.91
1388,2016-10-20,869.01
1389,2016-10-21,870.67
1390,2016-10-22,870.76
1391,2016-10-23,871.63
1392,2016-10-24,873.25
1393,2016-10-25,870.88
1394,2016-10-26,872.99
1395,2016-10-27,869.4
1396,2016-10-28,868.53
1397,2016-10-29,866.45
1398,2016-10-30,866.23
1399,2016-10-31,867.89
1400,2016-11-01,867.53
1401,2016-11-02,868.59
1402,2016-11-03,869.53
1403,2016-11-04,867.71
1404,2016-11-05,870.11
1405,2016-11-06,867.71
1406,2016-11-07,867.44
1407,2016-11-08,870.7
1408,2016-11-09,871.91
1409,2016-11-10,869.8
1410,2016-11-11,870.9
1411,2016-11-12,871.91
1412,2016-11-13,871.87
1413,2016-11-14,870.58
1414,2016-11-15,869.79
1415,2016-11-16,870.32
1416,2016-11-17,869.15
1417,2016-11-18,870.81
1418,2016-11-19,869.6
1419,2016-11-20,871.7
1420,2016-11-21,870.4
1421,2016-11-22,871.71
1422,2016-11-23,872.01
1423,2016-11-24,870.76
1424,2016-11-25,869.78
1425,2016-11-26,871.05
1426,2016-11-27,871.72
1427,2016-11-28,871.59
1428,2016-11-29,871.31
1429,2016-11-30,872.74
1430,2016-12-01,871.89
1431,2016-12-02,871.51
1432,2016-12-03,872.05
1433,2016-12-04,870.94
1434,2016-12-05,871.61
1435,2016-12-06,870.42
1436,2016-12-07,869.59
1437,2016-12-08,872.34
1438,2016-12-09,872.48
1439,2016-12-10,871.53
1440,2016-12-11,870.34
1441,2016-12-12,871.81
1442,2016-12-13,870.26
1443,2016-12-14,871.5
1444,2016-12-15,870.32
1445,2016-12-16,871.4
1446,2016-12-17,871.01
1447,2016-12-18,872.51
1448,2016-12-19,870.42
1449,2016-12-20,869.76
1450,2016-12-21,869.78
1451,2016-12-22,869.75
1452,2016-12-23,870.78
1453,2016-12-24,871.44
1454,2016-12-25,870.7
1455,2016-12-26,873.38
1456,2016-12-27,870.58
1457,2016-12-28,871.09
1458,2016-12-29,871.89
1459,2016-12-30,870.94
1460,2016-12-31,870.94
1461,2017-01-01,870.75
1462,2017-01-02,872.08
1463,2017-01-03,870.83
1464,2017-01-04,870.57
1465,2017-01-05,870.9
1466,2017-01-06,872.34
1467,2017-01-07,872.61
1468,2017-01-08,871.4
1469,2017-01-09,872.81
1470,2017-01-10,871.45
1471,2017-01-11,871.07
1472,2017-01-12,870.63
1473,2017-01-13,871.1
1474,2017-01-14,870.63
1475,2017-01-15,870.73
1476,2017-01-16,868.9
1477,2017-01-17,870.21
1478,2017-01-18,871.14
1479,2017-01-19,872.37
1480,2017-01-20,871.81
1481,2017-01-21,872.16
1482,2017-01-22,871.36
1483,2017-01-23,870.76
1484,2017-01-24,869.91
1485,2017-01-25,870.08
1486,2017-01-26,869.09
1487,2017-01-27,870.85
1488,2017-01-28,871.58
1489,2017-01-29,872.41
1490,2017-01-30,871.55
1491,2017-01-31,872.71
1492,2017-02-01,872.35
1493,2017-02-02,872.33
1494,2017-02-03,871.39
1495,2017-02-04,871.55
1496,2017-02-05,871.77
1497,2017-02-06,870.81
1498,2017-02-07,872.01
1499,2017-02-08,871.04
1500,2017-02-09,871.56
1501,2017-02-10,871.78
1502,2017-02-11,869.93
1503,2017-02-12,870.02
1504,2017-02-13,870.74
1505,2017-02-14,871.03
1506,2017-02-15,872.75
1507,2017-02-16,873.33
1508,2017-02-17,870.47
1509,2017-02-18,871.1
1510,2017-02-19,872.19
1511,2017-02-20,871.98
1512,2017-02-21,871.18
1513,2017-02-22,873.84
1514,2017-02-23,871.72
1515,2017-02-24,872.29
1516,2017-02-25,872.51
1517,2017-02-26,871.42
1518,2017-02-27,872.36
1519,2017-02-28,871.93
1520,2017-03-01,869.6
1521,2017-03-02,873.21
1522,2017-03-03,869.84
1523,2017-03-04,871.95
1524,2017-03-05,872.19
1525,2017-03-06,872.33
1526,2017-03-07,868.03
1527,2017-03-08,871.08
1528,2017-03-09,871.25
1529,2017-03-10,871.28
1530,2017-03-11,870.28
1531,2017-03-12,870.78
1532,2017-03-13,872.85
1533,2017-03-14,872.68
1534,2017-03-15,870.11
1535,2017-03-16,870.29
1536,2017-03-17,868.48
1537,2017-03-18,869.85
1538,2017-03-19,870.03
1539,2017-03-20,870.62
1540,2017-03-21,871.24
1541,2017-03-22,871.08
1542,2017-03-23,869.53
1543,2017-03-24,870.6
1544,2017-03-25,871.05
1545,2017-03-26,873.14
1546,2017-03-27,874.52
1547,2017-03-28,871.05
1548,2017-03-29,874.48
1549,2017-03-30,873.6
1550,2017-03-31,871.82
1551,2017-04-01,871.44
1552,2017-04-02,872.02
1553,2017-04-03,872.7
1554,2017-04-04,872.29
1555,2017-04-05,871.5
1556,2017-04-06,872.15
1557,2017-04-07,872.87
1558,2017-04-08,872.14
1559,2017-04-09,872.97
1560,2017-04-10,872.82
1561,2017-04-11,872.1
1562,2017-04-12,871.97
1563,2017-04-13,873.64
1564,2017-04-14,871.91
1565,2017-04-15,870.07
1566,2017-04-16,873.1
1567,2017-04-17,869.77
1568,2017-04-18,869.75
1569,2017-04-19,870.46
1570,2017-04-20,870.07
1571,2017-04-21,871.2
1572,2017-04-22,872.12
1573,2017-04-23,872.58
1574,2017-04-24,871.19
1575,2017-04-25,871.0
1576,2017-04-26,870.74
1577,2017-04-27,869.91
1578,2017-04-28,868.92
1579,2017-04-29,870.14
1580,2017-04-30,870.01
1581,2017-05-01,870.59
1582,2017-05-02,871.64
1583,2017-05-03,870.83
1584,2017-05-04,871.88
1585,2017-05-05,870.13
1586,2017-05-06,870.06
1587,2017-05-07,870.32
1588,2017-05-08,871.18
1589,2017-05-09,873.03
1590,2017-05-10,871.73
1591,2017-05-11,873.11
1592,2017-05-12,871.27
1593,2017-05-13,871.26
1594,2017-05-14,871.47
1595,2017-05-15,871.5
1596,2017-05-16,871.54
1597,2017-05-17,871.2
1598,2017-05-18,872.73
1599,2017-05-19,872.35
1600,2017-05-20,873.55
1601,2017-05-21,874.07
1602,2017-05-22,872.5
1603,2017-05-23,872.46
1604,2017-05-24,870.9
1605,2017-05-25,871.7
1606,2017-05-26,871.79
1607,2017-05-27,871.75
1608,2017-05-28,872.01
1609,2017-05-29,872.93
1610,2017-05-30,870.75
1611,2017-05-31,870.08
1612,2017-06-01,871.61
1613,2017-06-02,870.94
1614,2017-06-03,870.06
1615,2017-06-04,870.81
1616,2017-06-05,871.74
1617,2017-06-06,870.49
1618,2017-06-07,870.8
1619,2017-06-08,870.8
1620,2017-06-09,870.28
1621,2017-06-10,871.32
1622,2017-06-11,871.69
1623,2017-06-12,871.62
1624,2017-06-13,871.35
1625,2017-06-14,868.73
1626,2017-06-15,869.88
1627,2017-06-16,869.4
1628,2017-06-17,868.14
1629,2017-06-18,873.68
1630,2017-06-19,866.37
1631,2017-06-20,872.41
1632,2017-06-21,872.93
1633,2017-06-22,871.99
1634,2017-06-23,871.71
1635,2017-06-24,871.48
1636,2017-06-25,871.57
1637,2017-06-26,871.69
1638,2017-06-27,871.68
1639,2017-06-28,872.06
1640,2017-06-29,872.86
1641,2017-06-30,873.05
1642,2017-07-01,872.77
1643,2017-07-02,874.02
1644,2017-07-03,872.44
1645,2017-07-04,871.98
1646,2017-07-05,871.25
1647,2017-07-06,871.31
1648,2017-07-07,871.8
1649,2017-07-08,871.65
1650,2017-07-09,870.54
1651,2017-07-10,871.39
1652,2017-07-11,870.42
1653,2017-07-12,870.02
1654,2017-07-13,870.11
1655,2017-07-14,871.19
1656,2017-07-15,870.4
1657,2017-07-16,870.7
1658,2017-07-17,871.25
1659,2017-07-18,870.25
1660,2017-07-19,870.57
1661,2017-07-20,870.54
1662,2017-07-21,871.1
1663,2017-07-22,871.49
1664,2017-07-23,872.19
1665,2017-07-24,872.35
1666,2017-07-25,870.46
1667,2017-07-26,871.4
1668,2017-07-27,869.66
1669,2017-07-28,869.45
1670,2017-07-29,869.82
1671,2017-07-30,870.11
1672,2017-07-31,871.5
1673,2017-08-01,871.67
1674,2017-08-02,872.67
1675,2017-08-03,871.89
1676,2017-08-04,871.99
1677,2017-08-05,871.11
1678,2017-08-06,870.53
1679,2017-08-07,870.03
1680,2017-08-08,871.81
1681,2017-08-09,869.91
1682,2017-08-10,871.55
1683,2017-08-11,871.68
1684,2017-08-12,872.29
1685,2017-08-13,871.32
1686,2017-08-14,872.05
1687,2017-08-15,871.88
1688,2017-08-16,871.37
1689,2017-08-17,872.11
1690,2017-08-18,871.14
1691,2017-08-19,871.52
1692,2017-08-20,872.02
1693,2017-08-21,871.04
1694,2017-08-22,871.54
1695,2017-08-23,872.58
1696,2017-08-24,871.61
1697,2017-08-25,870.88
1698,2017-08-26,871.64
1699,2017-08-27,872.87
1700,2017-08-28,871.69
1701,2017-08-29,870.87
1702,2017-08-30,870.92
1703,2017-08-31,871.65
1704,2017-09-01,870.41
1705,2017-09-02,871.03
1706,2017-09-03,870.75
1707,2017-09-04,870.79
1708,2017-09-05,869.66
1709,2017-09-06,872.09
1710,2017-09-07,871.28
1711,2017-09-08,870.91
1712,2017-09-09,869.34
1713,2017-09-10,870.43
1714,2017-09-11,871.55
1715,2017-09-12,871.88
1716,2017-09-13,871.45
1717,2017-09-14,872.55
1718,2017-09-15,870.67
1719,2017-09-16,871.37
1720,2017-09-17,871.38
1721,2017-09-18,871.26
1722,2017-09-19,871.32
1723,2017-09-20,870.32
1724,2017-09-21,871.17
1725,2017-09-22,871.87
1726,2017-09-23,872.72
1727,2017-09-24,871.73
1728,2017-09-25,871.31
1729,2017-09-26,869.7
1730,2017-09-27,871.75
1731,2017-09-28,872.25
1732,2017-09-29,871.15
1733,2017-09-30,872.51
1734,2017-10-01,870.47
1735,2017-10-02,871.15
1736,2017-10-03,871.13
1737,2017-10-04,871.53
1738,2017-10-05,872.06
1739,2017-10-06,872.28
1740,2017-10-07,872.76
1741,2017-10-08,871.09
1742,2017-10-09,870.21
1743,2017-10-10,871.6
1744,2017-10-11,872.45
1745,2017-10-12,872.02
1746,2017-10-13,872.33
1747,2017-10-14,871.46
1748,2017-10-15,870.88
1749,2017-10-16,869.08
1750,2017-10-17,867.67
1751,2017-10-18,870.63
1752,2017-10-19,865.69
1753,2017-10-20,866.99
1754,2017-10-21,867.03
1755,2017-10-22,869.0
1756,2017-10-23,869.06
1757,2017-10-24,870.44
1758,2017-10-25,871.28
1759,2017-10-26,872.02
1760,2017-10-27,871.08
1761,2017-10-28,870.13
1762,2017-10-29,870.02
1763,2017-10-30,870.05
1764,2017-10-31,869.7
1765,2017-11-01,870.21
1766,2017-11-02,872.48
1767,2017-11-03,871.46
1768,2017-11-04,871.32
1769,2017-11-05,870.18
1770,2017-11-06,870.53
1771,2017-11-07,872.63
1772,2017-11-08,872.07
1773,2017-11-09,871.6
1774,2017-11-10,869.91
1775,2017-11-11,869.33
1776,2017-11-12,866.65
1777,2017-11-13,868.79
1778,2017-11-14,868.02
1779,2017-11-15,869.49
1780,2017-11-16,869.16
1781,2017-11-17,869.29
1782,2017-11-18,870.99
1783,2017-11-19,871.39
1784,2017-11-20,870.41
1785,2017-11-21,873.24
1786,2017-11-22,870.34
1787,2017-11-23,867.65
1788,2017-11-24,869.46
1789,2017-11-25,868.33
1790,2017-11-26,869.36
1791,2017-11-27,869.72
1792,2017-11-28,869.5
1793,2017-11-29,871.73
1794,2017-11-30,870.25
1795,2017-12-01,869.07
1796,2017-12-02,870.82
1797,2017-12-03,869.66
1798,2017-12-04,871.71
1799,2017-12-05,870.9
1800,2017-12-06,870.09
1801,2017-12-07,871.63
1802,2017-12-08,867.79
1803,2017-12-09,871.82
1804,2017-12-10,872.3
1805,2017-12-11,873.52
1806,2017-12-12,871.15
1807,2017-12-13,873.88
1808,2017-12-14,871.25
1809,2017-12-15,871.75
1810,2017-12-16,871.85
1811,2017-12-17,871.07
1812,2017-12-18,871.67
1813,2017-12-19,871.39
1814,2017-12-20,871.7
1815,2017-12-21,872.08
1816,2017-12-22,869.75
1817,2017-12-23,872.47
1818,2017-12-24,871.86
1819,2017-12-25,872.57
1820,2017-12-26,871.74
1821,2017-12-27,872.13
1822,2017-12-28,871.84
1823,2017-12-29,871.65
1824,2017-12-30,870.79
1825,2017-12-31,871.64
1826,2018-01-01,870.91
