,datetime,COUGAR_LAKE_NEAR_RAINBOW__OR.tsv
987,2016-05-31,1575.4
988,2016-06-01,1575.63
989,2016-06-02,1575.81
990,2016-06-03,1576.0
991,2016-06-04,1576.15
992,2016-06-05,1576.28
993,2016-06-06,1576.4
994,2016-06-07,1576.51
995,2016-06-08,1576.58
996,2016-06-09,1576.63
997,2016-06-10,1576.72
998,2016-06-11,1576.77
999,2016-06-12,1576.78
1000,2016-06-13,1576.79
1001,2016-06-14,1576.94
1002,2016-06-15,1577.02
1003,2016-06-16,1577.15
1004,2016-06-17,1577.35
1005,2016-06-18,1577.64
1006,2016-06-19,1577.87
1007,2016-06-20,1578.06
1008,2016-06-21,1578.21
1009,2016-06-22,1578.35
1010,2016-06-23,1578.49
1011,2016-06-24,1578.67
1012,2016-06-25,1578.8
1013,2016-06-26,1578.9
1014,2016-06-27,1578.96
1015,2016-06-28,1578.99
1016,2016-06-29,1579.0
1017,2016-06-30,1579.01
1018,2016-07-01,1579.0
1019,2016-07-02,1578.99
1020,2016-07-03,1578.98
1021,2016-07-04,1578.94
1022,2016-07-05,1578.9
1023,2016-07-06,1578.84
1024,2016-07-07,1578.78
1025,2016-07-08,1578.81
1026,2016-07-09,1578.93
1027,2016-07-10,1579.06
1028,2016-07-11,1579.15
1029,2016-07-12,1579.18
1030,2016-07-13,1579.17
1031,2016-07-14,1579.15
1032,2016-07-15,1579.11
1033,2016-07-16,1579.06
1034,2016-07-17,1578.99
1035,2016-07-18,1578.93
1036,2016-07-19,1578.87
1037,2016-07-20,1578.79
1038,2016-07-21,1578.71
1039,2016-07-22,1578.64
1040,2016-07-23,1578.55
1041,2016-07-24,1578.46
1042,2016-07-25,1578.37
1043,2016-07-26,1578.27
1044,2016-07-27,1578.18
1045,2016-07-28,1578.09
1046,2016-07-29,1578.02
1047,2016-07-30,1577.92
1048,2016-07-31,1577.81
1049,2016-08-01,1577.7
1050,2016-08-02,1577.53
1051,2016-08-03,1577.33
1052,2016-08-04,1577.15
1053,2016-08-05,1576.97
1054,2016-08-06,1576.78
1055,2016-08-07,1576.59
1056,2016-08-08,1576.39
1057,2016-08-09,1576.21
1058,2016-08-10,1576.01
1059,2016-08-11,1575.81
1060,2016-08-12,1575.62
1061,2016-08-13,1575.43
1062,2016-08-14,1575.24
1063,2016-08-15,1575.04
1064,2016-08-16,1574.84
1065,2016-08-17,1574.64
1066,2016-08-18,1574.44
1067,2016-08-19,1574.23
1068,2016-08-20,1574.02
1069,2016-08-21,1573.82
1070,2016-08-22,1573.59
1071,2016-08-23,1573.36
1072,2016-08-24,1573.12
1073,2016-08-25,1572.86
1074,2016-08-26,1572.57
1075,2016-08-27,1572.3
1076,2016-08-28,1572.0
1077,2016-08-29,1571.72
1078,2016-08-30,1571.44
1079,2016-08-31,1571.15
1080,2016-09-01,1570.88
1081,2016-09-02,1570.63
1082,2016-09-03,1570.35
1083,2016-09-04,1570.06
1084,2016-09-05,1569.76
1085,2016-09-06,1569.5
1086,2016-09-07,1569.24
1087,2016-09-08,1568.95
1088,2016-09-09,1568.66
1089,2016-09-10,1568.37
1090,2016-09-11,1568.09
1091,2016-09-12,1567.79
1092,2016-09-13,1567.52
1093,2016-09-14,1567.23
1094,2016-09-15,1566.95
1095,2016-09-16,1566.68
1096,2016-09-17,1566.41
1097,2016-09-18,1566.13
1098,2016-09-19,1565.79
1099,2016-09-20,1565.45
1100,2016-09-21,1565.12
1101,2016-09-22,1564.81
1102,2016-09-23,1564.5
1103,2016-09-24,1564.19
1104,2016-09-25,1563.89
1105,2016-09-26,1563.57
1106,2016-09-27,1563.25
1107,2016-09-28,1562.95
1108,2016-09-29,1562.64
1109,2016-09-30,1562.34
1110,2016-10-01,1562.05
1111,2016-10-02,1561.76
1112,2016-10-03,1561.48
1113,2016-10-04,1561.36
1114,2016-10-05,1561.51
1115,2016-10-06,1561.59
1116,2016-10-07,1561.49
1117,2016-10-08,1561.32
1118,2016-10-09,1561.09
1119,2016-10-10,1560.93
1120,2016-10-11,1560.57
1121,2016-10-12,1559.9
1122,2016-10-13,1559.53
1123,2016-10-14,1560.55
1124,2016-10-15,1561.35
1125,2016-10-16,1562.8
1126,2016-10-17,1564.17
1127,2016-10-18,1567.05
1128,2016-10-19,1568.4
1129,2016-10-20,1569.46
1130,2016-10-21,1571.52
1131,2016-10-22,1572.78
1132,2016-10-23,1573.23
1133,2016-10-24,1573.23
1134,2016-10-25,1573.04
1135,2016-10-26,1572.81
1136,2016-10-27,1571.95
1137,2016-10-28,1569.82
1138,2016-10-29,1567.52
1139,2016-10-30,1565.1
1140,2016-10-31,1562.68
1141,2016-11-01,1560.16
1142,2016-11-02,1558.24
1143,2016-11-03,1557.36
1144,2016-11-04,1556.57
1145,2016-11-05,1555.79
1146,2016-11-06,1555.19
1147,2016-11-07,1554.44
1148,2016-11-08,1553.62
1149,2016-11-09,1552.76
1150,2016-11-10,1551.85
1151,2016-11-11,1550.93
1152,2016-11-12,1549.97
1153,2016-11-13,1548.98
1154,2016-11-14,1548.46
1155,2016-11-15,1548.91
1156,2016-11-16,1549.42
1157,2016-11-17,1549.54
1158,2016-11-18,1549.41
1159,2016-11-19,1549.13
1160,2016-11-20,1548.88
1161,2016-11-21,1548.74
1162,2016-11-22,1548.43
1163,2016-11-23,1547.54
1164,2016-11-24,1545.44
1165,2016-11-25,1543.44
1166,2016-11-26,1541.43
1167,2016-11-27,1539.48
1168,2016-11-28,1538.75
1169,2016-11-29,1537.96
1170,2016-11-30,1537.15
1171,2016-12-01,1536.09
1172,2016-12-02,1535.06
1173,2016-12-03,1534.54
1174,2016-12-04,1535.28
1175,2016-12-05,1535.86
1176,2016-12-06,1535.8
1177,2016-12-07,1535.23
1178,2016-12-08,1534.73
1179,2016-12-09,1536.43
1180,2016-12-10,1537.24
1181,2016-12-11,1536.96
1182,2016-12-12,1536.42
1183,2016-12-13,1535.84
1184,2016-12-14,1535.7
1185,2016-12-15,1537.1
1186,2016-12-16,1537.45
1187,2016-12-17,1536.99
1188,2016-12-18,1536.06
1189,2016-12-19,1534.94
1190,2016-12-20,1539.03
1191,2016-12-21,1542.2
1192,2016-12-22,1543.66
1193,2016-12-23,1544.67
1194,2016-12-24,1545.03
1195,2016-12-25,1544.84
1196,2016-12-26,1544.18
1197,2016-12-27,1543.92
1198,2016-12-28,1543.45
1199,2016-12-29,1542.64
1200,2016-12-30,1541.7
1201,2016-12-31,1540.58
1202,2017-01-01,1539.38
1203,2017-01-02,1537.99
1204,2017-01-03,1536.44
1205,2017-01-04,1535.13
1206,2017-01-05,1534.17
1207,2017-01-06,1533.18
1208,2017-01-07,1532.23
1209,2017-01-08,1531.78
1210,2017-01-09,1532.46
1211,2017-01-10,1532.87
1212,2017-01-11,1533.28
1213,2017-01-12,1533.54
1214,2017-01-13,1533.71
1215,2017-01-14,1533.09
1216,2017-01-15,1532.35
1217,2017-01-16,1531.95
1218,2017-01-17,1532.04
1219,2017-01-18,1534.36
1220,2017-01-19,1537.31
1221,2017-01-20,1539.36
1222,2017-01-21,1540.86
1223,2017-01-22,1541.99
1224,2017-01-23,1542.8
1225,2017-01-24,1543.36
1226,2017-01-25,1543.69
1227,2017-01-26,1543.38
1228,2017-01-27,1542.84
1229,2017-01-28,1542.22
1230,2017-01-29,1541.54
1231,2017-01-30,1540.87
1232,2017-01-31,1540.64
1233,2017-02-01,1540.86
1234,2017-02-02,1541.1
1235,2017-02-03,1541.71
1236,2017-02-04,1543.82
1237,2017-02-05,1547.27
1238,2017-02-06,1550.61
1239,2017-02-07,1553.51
1240,2017-02-08,1557.36
1241,2017-02-09,1565.29
1242,2017-02-10,1574.78
1243,2017-02-11,1580.34
1244,2017-02-12,1583.93
1245,2017-02-13,1585.77
1246,2017-02-14,1586.21
1247,2017-02-15,1586.75
1248,2017-02-16,1588.55
1249,2017-02-17,1590.54
1250,2017-02-18,1591.87
1251,2017-02-19,1592.8
1252,2017-02-20,1593.58
1253,2017-02-21,1595.12
1254,2017-02-22,1596.45
1255,2017-02-23,1597.94
1256,2017-02-24,1599.4
1257,2017-02-25,1600.91
1258,2017-02-26,1602.47
1259,2017-02-27,1603.88
1260,2017-02-28,1605.1
1261,2017-03-01,1606.16
1262,2017-03-02,1607.13
1263,2017-03-03,1608.18
1264,2017-03-04,1609.48
1265,2017-03-05,1610.66
1266,2017-03-06,1611.51
1267,2017-03-07,1612.31
1268,2017-03-08,1614.88
1269,2017-03-09,1622.32
1270,2017-03-10,1628.58
1271,2017-03-11,1632.24
1272,2017-03-12,1634.82
1273,2017-03-13,1636.3
1274,2017-03-14,1637.99
1275,2017-03-15,1640.84
1276,2017-03-16,1644.3
1277,2017-03-17,1646.35
1278,2017-03-18,1649.03
1279,2017-03-19,1652.01
1280,2017-03-20,1653.37
1281,2017-03-21,1653.98
1282,2017-03-22,1654.67
1283,2017-03-23,1655.06
1284,2017-03-24,1656.12
1285,2017-03-25,1657.17
1286,2017-03-26,1658.14
1287,2017-03-27,1659.91
1288,2017-03-28,1660.79
1289,2017-03-29,1662.04
1290,2017-03-30,1664.69
1291,2017-03-31,1665.84
1292,2017-04-01,1666.1
1293,2017-04-02,1665.84
1294,2017-04-03,1665.12
1295,2017-04-04,1664.34
1296,2017-04-05,1663.61
1297,2017-04-06,1663.21
1298,2017-04-07,1663.01
1299,2017-04-08,1662.69
1300,2017-04-09,1662.13
1301,2017-04-10,1661.65
1302,2017-04-11,1661.64
1303,2017-04-12,1661.64
1304,2017-04-13,1661.66
1305,2017-04-14,1661.68
1306,2017-04-15,1662.28
1307,2017-04-16,1663.19
1308,2017-04-17,1664.21
1309,2017-04-18,1665.89
1310,2017-04-19,1667.62
1311,2017-04-20,1669.6
1312,2017-04-21,1671.32
1313,2017-04-22,1672.74
1314,2017-04-23,1674.13
1315,2017-04-24,1676.1
1316,2017-04-25,1678.19
1317,2017-04-26,1680.37
1318,2017-04-27,1682.44
1319,2017-04-28,1683.47
1320,2017-04-29,1683.71
1321,2017-04-30,1683.74
1322,2017-05-01,1683.64
1323,2017-05-02,1684.03
1324,2017-05-03,1684.71
1325,2017-05-04,1686.29
1326,2017-05-05,1688.44
1327,2017-05-06,1688.93
1328,2017-05-07,1688.76
1329,2017-05-08,1688.67
1330,2017-05-09,1688.58
1331,2017-05-10,1688.71
1332,2017-05-11,1689.15
1333,2017-05-12,1689.48
1334,2017-05-13,1689.37
1335,2017-05-14,1689.1
1336,2017-05-15,1688.7
1337,2017-05-16,1689.58
1338,2017-05-17,1690.49
1339,2017-05-18,1690.73
1340,2017-05-19,1690.69
1341,2017-05-20,1690.58
1342,2017-05-21,1690.49
1343,2017-05-22,1690.52
1344,2017-05-23,1690.54
1345,2017-05-24,1690.42
1346,2017-05-25,1689.93
1347,2017-05-26,1689.75
1348,2017-05-27,1689.76
1349,2017-05-28,1689.81
1350,2017-05-29,1689.91
1351,2017-05-30,1689.96
1352,2017-05-31,1689.88
1353,2017-06-01,1689.98
1354,2017-06-02,1689.98
1355,2017-06-03,1689.95
1356,2017-06-04,1690.0
1357,2017-06-05,1689.92
1358,2017-06-06,1689.9
1359,2017-06-07,1689.97
1360,2017-06-08,1690.04
1361,2017-06-09,1690.0
1362,2017-06-10,1690.02
1363,2017-06-11,1689.92
1364,2017-06-12,1689.95
1365,2017-06-13,1690.01
1366,2017-06-14,1689.96
1367,2017-06-15,1690.02
1368,2017-06-16,1690.05
1369,2017-06-17,1690.05
1370,2017-06-18,1689.99
1371,2017-06-19,1689.94
1372,2017-06-20,1689.94
1373,2017-06-21,1690.07
1374,2017-06-22,1690.16
1375,2017-06-23,1690.21
1376,2017-06-24,1690.22
1377,2017-06-25,1690.21
1378,2017-06-26,1690.18
1379,2017-06-27,1690.12
1380,2017-06-28,1690.04
1381,2017-06-29,1689.98
1382,2017-06-30,1689.92
1383,2017-07-01,1689.92
1384,2017-07-02,1689.93
1385,2017-07-03,1689.94
1386,2017-07-04,1689.93
1387,2017-07-05,1689.91
1388,2017-07-06,1689.88
1389,2017-07-07,1689.85
1390,2017-07-08,1689.81
1391,2017-07-09,1689.75
1392,2017-07-10,1689.7
1393,2017-07-11,1689.65
1394,2017-07-12,1689.62
1395,2017-07-13,1689.59
1396,2017-07-14,1689.48
1397,2017-07-15,1689.23
1398,2017-07-16,1688.99
1399,2017-07-17,1688.75
1400,2017-07-18,1688.49
1401,2017-07-19,1688.23
1402,2017-07-20,1687.97
1403,2017-07-21,1687.7
1404,2017-07-22,1687.43
1405,2017-07-23,1687.16
1406,2017-07-24,1686.89
1407,2017-07-25,1686.62
1408,2017-07-26,1686.34
1409,2017-07-27,1686.07
1410,2017-07-28,1685.79
1411,2017-07-29,1685.5
1412,2017-07-30,1685.19
1413,2017-07-31,1684.13
1414,2017-08-01,1682.76
1415,2017-08-02,1681.38
1416,2017-08-03,1679.99
1417,2017-08-04,1678.5
1418,2017-08-05,1677.01
1419,2017-08-06,1675.52
1420,2017-08-07,1674.03
1421,2017-08-08,1672.51
1422,2017-08-09,1670.98
1423,2017-08-10,1669.46
1424,2017-08-11,1667.92
1425,2017-08-12,1666.37
1426,2017-08-13,1664.83
1427,2017-08-14,1663.28
1428,2017-08-15,1661.73
1429,2017-08-16,1660.16
1430,2017-08-17,1658.58
1431,2017-08-18,1657.0
1432,2017-08-19,1655.42
1433,2017-08-20,1653.83
1434,2017-08-21,1652.25
1435,2017-08-22,1650.66
1436,2017-08-23,1649.07
1437,2017-08-24,1647.48
1438,2017-08-25,1645.86
1439,2017-08-26,1644.22
1440,2017-08-27,1642.59
1441,2017-08-28,1640.97
1442,2017-08-29,1639.34
1443,2017-08-30,1637.7
1444,2017-08-31,1636.33
1445,2017-09-01,1635.91
1446,2017-09-02,1635.61
1447,2017-09-03,1635.36
1448,2017-09-04,1635.14
1449,2017-09-05,1634.9
1450,2017-09-06,1634.67
1451,2017-09-07,1634.47
1452,2017-09-08,1633.96
1453,2017-09-09,1633.42
1454,2017-09-10,1632.85
1455,2017-09-11,1632.29
1456,2017-09-12,1631.72
1457,2017-09-13,1631.15
1458,2017-09-14,1630.57
1459,2017-09-15,1629.99
1460,2017-09-16,1629.41
1461,2017-09-17,1628.83
1462,2017-09-18,1628.48
1463,2017-09-19,1628.48
1464,2017-09-20,1629.25
1465,2017-09-21,1629.23
1466,2017-09-22,1628.88
1467,2017-09-23,1628.43
1468,2017-09-24,1627.94
1469,2017-09-25,1627.43
1470,2017-09-26,1626.92
1471,2017-09-27,1626.39
1472,2017-09-28,1625.84
1473,2017-09-29,1625.31
1474,2017-09-30,1624.77
1475,2017-10-01,1624.26
1476,2017-10-02,1623.72
1477,2017-10-03,1623.16
1478,2017-10-04,1622.59
1479,2017-10-05,1622.27
1480,2017-10-06,1622.09
1481,2017-10-07,1621.93
1482,2017-10-08,1621.79
1483,2017-10-09,1621.63
1484,2017-10-10,1621.47
1485,2017-10-11,1621.4
1486,2017-10-12,1621.69
1487,2017-10-13,1623.07
1488,2017-10-14,1623.63
1489,2017-10-15,1623.87
1490,2017-10-16,1624.03
1491,2017-10-17,1624.17
1492,2017-10-18,1624.26
1493,2017-10-19,1622.5
1494,2017-10-20,1620.89
1495,2017-10-21,1621.87
1496,2017-10-22,1627.63
1497,2017-10-23,1628.72
1498,2017-10-24,1627.59
1499,2017-10-25,1625.35
1500,2017-10-26,1622.53
1501,2017-10-27,1619.47
1502,2017-10-28,1616.25
1503,2017-10-29,1612.91
1504,2017-10-30,1609.48
1505,2017-10-31,1606.0
1506,2017-11-01,1602.84
1507,2017-11-02,1599.7
1508,2017-11-03,1596.31
1509,2017-11-04,1592.61
1510,2017-11-05,1589.2
1511,2017-11-06,1586.16
1512,2017-11-07,1582.96
1513,2017-11-08,1580.05
1514,2017-11-09,1578.81
1515,2017-11-10,1576.6
1516,2017-11-11,1576.48
1517,2017-11-12,1575.8
1518,2017-11-13,1575.9
1519,2017-11-14,1575.76
1520,2017-11-15,1575.38
1521,2017-11-16,1575.37
1522,2017-11-17,1575.13
1523,2017-11-18,1574.13
1524,2017-11-19,1572.89
1525,2017-11-20,1575.09
1526,2017-11-21,1579.35
1527,2017-11-22,1576.72
1528,2017-11-23,1573.74
1529,2017-11-24,1571.88
1530,2017-11-25,1567.95
1531,2017-11-26,1564.08
1532,2017-11-27,1560.48
1533,2017-11-28,1556.52
1534,2017-11-29,1552.18
1535,2017-11-30,1547.5
1536,2017-12-01,1543.2
1537,2017-12-02,1540.41
1538,2017-12-03,1538.56
1539,2017-12-04,1537.79
1540,2017-12-05,1538.0
1541,2017-12-06,1538.49
1542,2017-12-07,1538.89
1543,2017-12-08,1539.27
1544,2017-12-09,1539.62
1545,2017-12-10,1539.89
1546,2017-12-11,1540.07
1547,2017-12-12,1540.19
1548,2017-12-13,1540.27
1549,2017-12-14,1540.28
1550,2017-12-15,1540.27
1551,2017-12-16,1540.22
1552,2017-12-17,1540.14
1553,2017-12-18,1540.02
1554,2017-12-19,1540.13
1555,2017-12-20,1540.27
1556,2017-12-21,1540.25
1557,2017-12-22,1540.19
1558,2017-12-23,1540.14
1559,2017-12-24,1540.1
1560,2017-12-25,1540.37
1561,2017-12-26,1540.6
1562,2017-12-27,1540.84
1563,2017-12-28,1541.15
1564,2017-12-29,1539.13
1565,2017-12-30,1537.99
1566,2017-12-31,1537.84
1567,2018-01-01,1537.93
