,datetime,LAKE_HAVASU_NEAR_PARKER_DAM__AZ-CA.tsv
980,2015-09-08,587648.94
981,2015-09-09,592949.21
982,2015-09-10,599449.54
983,2015-09-11,598049.47
984,2015-09-12,597049.42
985,2015-09-13,593949.26
986,2015-09-14,594649.3
987,2015-09-15,594649.3
988,2015-09-16,595249.33
989,2015-09-17,599649.55
990,2015-09-18,598449.49
991,2015-09-19,595849.36
992,2015-09-20,595449.34
993,2015-09-21,593349.23
994,2015-09-22,591749.15
995,2015-09-23,588248.97
996,2015-09-24,590349.08
997,2015-09-25,587248.92
998,2015-09-26,587048.91
999,2015-09-27,587448.93
1000,2015-09-28,588048.96
1001,2015-09-29,583848.74
1002,2015-09-30,583048.7
1003,2015-10-01,588048.96
1004,2015-10-02,587248.92
1005,2015-10-03,582848.69
1006,2015-10-04,573948.22
1007,2015-10-05,569948.01
1008,2015-10-06,563447.66
1009,2015-10-07,561747.57
1010,2015-10-08,564547.72
1011,2015-10-09,563947.69
1012,2015-10-10,562047.59
1013,2015-10-11,563247.65
1014,2015-10-12,570948.06
1015,2015-10-13,576248.34
1016,2015-10-14,581748.63
1017,2015-10-15,591949.16
1018,2015-10-16,595849.36
1019,2015-10-17,602649.7
1020,2015-10-18,601449.64
1021,2015-10-19,604249.78
1022,2015-10-20,607049.92
1023,2015-10-21,602849.71
1024,2015-10-22,602249.68
1025,2015-10-23,599449.54
1026,2015-10-24,596449.39
1027,2015-10-25,593149.22
1028,2015-10-26,590949.11
1029,2015-10-27,589949.06
1030,2015-10-28,590349.08
1031,2015-10-29,590549.09
1032,2015-10-30,585548.83
1033,2015-10-31,579648.52
1034,2015-11-01,572248.13
1035,2015-11-02,568647.94
1036,2015-11-03,565047.75
1037,2015-11-04,560247.49
1038,2015-11-05,559247.44
1039,2015-11-06,556247.28
1040,2015-11-07,555147.22
1041,2015-11-08,552847.1
1042,2015-11-09,551547.03
1043,2015-11-10,549546.92
1044,2015-11-11,551047.0
1045,2015-11-12,551247.01
1046,2015-11-13,547946.83
1047,2015-11-14,547646.81
1048,2015-11-15,545946.72
1049,2015-11-16,547046.78
1050,2015-11-17,548146.84
1051,2015-11-18,552547.08
1052,2015-11-19,560547.51
1053,2015-11-20,564147.7
1054,2015-11-21,563547.67
1055,2015-11-22,561347.55
1056,2015-11-23,561947.58
1057,2015-11-24,564347.71
1058,2015-11-25,564747.73
1059,2015-11-26,565647.78
1060,2015-11-27,567547.88
1061,2015-11-28,569647.99
1062,2015-11-29,570748.05
1063,2015-11-30,574148.23
1064,2015-12-01,574748.26
1065,2015-12-02,573948.22
1066,2015-12-03,573348.19
1067,2015-12-04,569948.01
1068,2015-12-05,565647.78
1069,2015-12-06,560747.52
1070,2015-12-07,556247.28
1071,2015-12-08,552647.09
1072,2015-12-09,549946.94
1073,2015-12-10,551947.05
1074,2015-12-11,553047.11
1075,2015-12-12,553647.14
1076,2015-12-13,549246.9
1077,2015-12-14,548546.86
1078,2015-12-15,547446.8
1079,2015-12-16,546146.73
1080,2015-12-17,550446.97
1081,2015-12-18,549546.92
1082,2015-12-19,550646.98
1083,2015-12-20,547046.78
1084,2015-12-21,549046.89
1085,2015-12-22,554547.19
1086,2015-12-23,557947.37
1087,2015-12-24,560247.49
1088,2015-12-25,560547.51
1089,2015-12-26,559247.44
1090,2015-12-27,547446.8
1091,2015-12-28,546746.76
1092,2015-12-29,550646.98
1093,2015-12-30,555147.22
1094,2015-12-31,561747.57
1095,2016-01-01,564947.74
1096,2016-01-02,564547.72
1097,2016-01-03,567547.88
1098,2016-01-04,570748.05
1099,2016-01-05,576448.35
1100,2016-01-06,583048.7
1101,2016-01-07,588248.97
1102,2016-01-08,585348.82
1103,2016-01-09,583048.7
1104,2016-01-10,579648.52
1105,2016-01-11,575848.32
1106,2016-01-12,576248.34
1107,2016-01-13,574148.23
1108,2016-01-14,572048.12
1109,2016-01-15,563947.69
1110,2016-01-16,556647.3
1111,2016-01-17,553447.13
1112,2016-01-18,551347.02
1113,2016-01-19,547946.83
1114,2016-01-20,546746.76
1115,2016-01-21,549046.89
1116,2016-01-22,549246.9
1117,2016-01-23,549546.92
1118,2016-01-24,550646.98
1119,2016-01-25,551347.02
1120,2016-01-26,549746.93
1121,2016-01-27,547946.83
1122,2016-01-28,551047.0
1123,2016-01-29,551947.05
1124,2016-01-30,552347.07
1125,2016-01-31,554947.21
1126,2016-02-01,551947.05
1127,2016-02-02,552347.07
1128,2016-02-03,551047.0
1129,2016-02-04,553847.15
1130,2016-02-05,555847.26
1131,2016-02-06,559047.43
1132,2016-02-07,560047.48
1133,2016-02-08,558347.39
1134,2016-02-09,557347.34
1135,2016-02-10,554147.17
1136,2016-02-11,556647.3
1137,2016-02-12,557747.36
1138,2016-02-13,558847.42
1139,2016-02-14,559647.46
1140,2016-02-15,558547.4
1141,2016-02-16,555647.25
1142,2016-02-17,551547.03
1143,2016-02-18,550346.96
1144,2016-02-19,547046.78
1145,2016-02-20,548146.84
1146,2016-02-21,548646.87
1147,2016-02-22,548646.87
1148,2016-02-23,553847.15
1149,2016-02-24,552647.09
1150,2016-02-25,563247.65
1151,2016-02-26,561547.56
1152,2016-02-27,560747.52
1153,2016-02-28,557947.37
1154,2016-02-29,554147.17
1155,2016-03-01,556647.3
1156,2016-03-02,556847.31
1157,2016-03-03,563547.67
1158,2016-03-04,566047.8
1159,2016-03-05,567947.9
1160,2016-03-06,572648.15
1161,2016-03-07,572048.12
1162,2016-03-08,573748.21
1163,2016-03-09,571648.1
1164,2016-03-10,578948.48
1165,2016-03-11,581048.59
1166,2016-03-12,578948.48
1167,2016-03-13,580848.58
1168,2016-03-14,584248.76
1169,2016-03-15,583248.71
1170,2016-03-16,580248.55
1171,2016-03-17,586148.86
1172,2016-03-18,583848.74
1173,2016-03-19,582348.66
1174,2016-03-20,581948.64
1175,2016-03-21,580448.56
1176,2016-03-22,579048.49
1177,2016-03-23,572248.13
1178,2016-03-24,579648.52
1179,2016-03-25,578148.44
1180,2016-03-26,578148.44
1181,2016-03-27,576648.36
1182,2016-03-28,577048.38
1183,2016-03-29,577048.38
1184,2016-03-30,569647.99
1185,2016-03-31,570948.06
1186,2016-04-01,568647.94
1187,2016-04-02,570348.03
1188,2016-04-03,570748.05
1189,2016-04-04,571348.08
1190,2016-04-05,571348.08
1191,2016-04-06,571448.09
1192,2016-04-07,575848.32
1193,2016-04-08,584948.8
1194,2016-04-09,592749.2
1195,2016-04-10,600649.6
1196,2016-04-11,601849.66
1197,2016-04-12,599249.53
1198,2016-04-13,596449.39
1199,2016-04-14,597849.46
1200,2016-04-15,592549.19
1201,2016-04-16,590149.07
1202,2016-04-17,587448.93
1203,2016-04-18,587848.95
1204,2016-04-19,585348.82
1205,2016-04-20,578748.47
1206,2016-04-21,585148.81
1207,2016-04-22,585148.81
1208,2016-04-23,587848.95
1209,2016-04-24,589949.06
1210,2016-04-25,593549.24
1211,2016-04-26,590549.09
1212,2016-04-27,589949.06
1213,2016-04-28,597249.43
1214,2016-04-29,597649.45
1215,2016-04-30,599249.53
1216,2016-05-01,597249.43
1217,2016-05-02,594649.3
1218,2016-05-03,593949.26
1219,2016-05-04,589149.02
1220,2016-05-05,595249.33
1221,2016-05-06,592749.2
1222,2016-05-07,593349.23
1223,2016-05-08,593349.23
1224,2016-05-09,592149.17
1225,2016-05-10,592349.18
1226,2016-05-11,592349.18
1227,2016-05-12,597849.46
1228,2016-05-13,595249.33
1229,2016-05-14,594349.28
1230,2016-05-15,590149.07
1231,2016-05-16,588749.0
1232,2016-05-17,587848.95
1233,2016-05-18,586348.87
1234,2016-05-19,594149.27
1235,2016-05-20,595449.34
1236,2016-05-21,595449.34
1237,2016-05-22,597249.43
1238,2016-05-23,603849.76
1239,2016-05-24,602249.68
1240,2016-05-25,598449.49
1241,2016-05-26,599849.56
1242,2016-05-27,596049.37
1243,2016-05-28,593949.26
1244,2016-05-29,590549.09
1245,2016-05-30,587648.94
1246,2016-05-31,583648.73
1247,2016-06-01,585548.83
1248,2016-06-02,589949.06
1249,2016-06-03,592949.21
1250,2016-06-04,598649.5
1251,2016-06-05,598849.51
1252,2016-06-06,595649.35
1253,2016-06-07,594649.3
1254,2016-06-08,593349.23
1255,2016-06-09,595249.33
1256,2016-06-10,597849.46
1257,2016-06-11,598049.47
1258,2016-06-12,597849.46
1259,2016-06-13,596649.4
1260,2016-06-14,596449.39
1261,2016-06-15,594649.3
1262,2016-06-16,597649.45
1263,2016-06-17,597449.44
1264,2016-06-18,598049.47
1265,2016-06-19,604449.79
1266,2016-06-20,604449.79
1267,2016-06-21,602849.71
1268,2016-06-22,595049.32
1269,2016-06-23,599049.52
1270,2016-06-24,593549.24
1271,2016-06-25,591749.15
1272,2016-06-26,592349.18
1273,2016-06-27,592549.19
1274,2016-06-28,590949.11
1275,2016-06-29,588648.99
1276,2016-06-30,597849.46
1277,2016-07-01,597049.42
1278,2016-07-02,598449.49
1279,2016-07-03,600849.61
1280,2016-07-04,598049.47
1281,2016-07-05,594649.3
1282,2016-07-06,591749.15
1283,2016-07-07,596249.38
1284,2016-07-08,592749.2
1285,2016-07-09,590149.07
1286,2016-07-10,588448.98
1287,2016-07-11,585548.83
1288,2016-07-12,581548.62
1289,2016-07-13,580048.54
1290,2016-07-14,590949.11
1291,2016-07-15,592149.17
1292,2016-07-16,592949.21
1293,2016-07-17,593349.23
1294,2016-07-18,593949.26
1295,2016-07-19,592149.17
1296,2016-07-20,591149.12
1297,2016-07-21,597049.42
1298,2016-07-22,597849.46
1299,2016-07-23,599049.52
1300,2016-07-24,597449.44
1301,2016-07-25,601249.63
1302,2016-07-26,605249.83
1303,2016-07-27,605849.86
1304,2016-07-28,608650.0
1305,2016-07-29,602849.71
1306,2016-07-30,603249.73
1307,2016-07-31,602449.69
1308,2016-08-01,598649.5
1309,2016-08-02,594449.29
1310,2016-08-03,589949.06
1311,2016-08-04,590949.11
1312,2016-08-05,589949.06
1313,2016-08-06,592149.17
1314,2016-08-07,593349.23
1315,2016-08-08,592949.21
1316,2016-08-09,589749.05
1317,2016-08-10,586648.89
1318,2016-08-11,591349.13
1319,2016-08-12,590149.07
1320,2016-08-13,593549.24
1321,2016-08-14,594449.29
1322,2016-08-15,585548.83
1323,2016-08-16,579248.5
1324,2016-08-17,579248.5
1325,2016-08-18,583048.7
1326,2016-08-19,582548.67
1327,2016-08-20,584948.8
1328,2016-08-21,586548.88
1329,2016-08-22,589949.06
1330,2016-08-23,587448.93
1331,2016-08-24,582848.69
1332,2016-08-25,587448.93
1333,2016-08-26,588048.96
1334,2016-08-27,590749.1
1335,2016-08-28,593149.22
1336,2016-08-29,590149.07
1337,2016-08-30,588949.01
1338,2016-08-31,591749.15
1339,2016-09-01,596049.37
1340,2016-09-02,593949.26
1341,2016-09-03,590949.11
1342,2016-09-04,587648.94
1343,2016-09-05,584848.79
1344,2016-09-06,577948.43
1345,2016-09-07,577748.42
1346,2016-09-08,582748.68
1347,2016-09-09,582348.66
1348,2016-09-10,583848.74
1349,2016-09-11,582848.69
1350,2016-09-12,582148.65
1351,2016-09-13,581048.59
1352,2016-09-14,582748.68
1353,2016-09-15,587048.91
1354,2016-09-16,588949.01
1355,2016-09-17,588949.01
1356,2016-09-18,588448.98
1357,2016-09-19,591749.15
1358,2016-09-20,597449.44
1359,2016-09-21,603849.76
1360,2016-09-22,608249.98
1361,2016-09-23,603049.72
1362,2016-09-24,597649.45
1363,2016-09-25,591949.16
1364,2016-09-26,586148.86
1365,2016-09-27,579448.51
1366,2016-09-28,577948.43
1367,2016-09-29,582748.68
1368,2016-09-30,581548.62
1369,2016-10-01,581048.59
1370,2016-10-02,576448.35
1371,2016-10-03,576248.34
1372,2016-10-04,576248.34
1373,2016-10-05,579248.5
1374,2016-10-06,587648.94
1375,2016-10-07,587048.91
1376,2016-10-08,584648.78
1377,2016-10-09,581948.64
1378,2016-10-10,581348.61
1379,2016-10-11,581748.63
1380,2016-10-12,586548.88
1381,2016-10-13,592149.17
1382,2016-10-14,592549.19
1383,2016-10-15,591549.14
1384,2016-10-16,588648.99
1385,2016-10-17,589349.03
1386,2016-10-18,586548.88
1387,2016-10-19,584948.8
1388,2016-10-20,585348.82
1389,2016-10-21,580448.56
1390,2016-10-22,579248.5
1391,2016-10-23,579448.51
1392,2016-10-24,576248.34
1393,2016-10-25,575448.3
1394,2016-10-26,577948.43
1395,2016-10-27,583048.7
1396,2016-10-28,581148.6
1397,2016-10-29,577748.42
1398,2016-10-30,569748.0
1399,2016-10-31,561747.57
1400,2016-11-01,555847.26
1401,2016-11-02,551947.05
1402,2016-11-03,555347.23
1403,2016-11-04,555347.23
1404,2016-11-05,554047.16
1405,2016-11-06,551947.05
1406,2016-11-07,551347.02
1407,2016-11-08,549246.9
1408,2016-11-09,548346.85
1409,2016-11-10,551247.01
1410,2016-11-11,549546.92
1411,2016-11-12,550346.96
1412,2016-11-13,550146.95
1413,2016-11-14,549546.92
1414,2016-11-15,551947.05
1415,2016-11-16,555547.24
1416,2016-11-17,558547.4
1417,2016-11-18,553847.15
1418,2016-11-19,552847.1
1419,2016-11-20,546746.76
1420,2016-11-21,551247.01
1421,2016-11-22,549546.92
1422,2016-11-23,548846.88
1423,2016-11-24,555847.26
1424,2016-11-25,559247.44
1425,2016-11-26,559847.47
1426,2016-11-27,554947.21
1427,2016-11-28,552547.08
1428,2016-11-29,552547.08
1429,2016-11-30,550846.99
1430,2016-12-01,554147.17
1431,2016-12-02,552547.08
1432,2016-12-03,549546.92
1433,2016-12-04,545446.69
1434,2016-12-05,542546.53
1435,2016-12-06,543846.6
1436,2016-12-07,549246.9
1437,2016-12-08,555547.24
1438,2016-12-09,553647.14
1439,2016-12-10,550646.98
1440,2016-12-11,547746.82
1441,2016-12-12,547446.8
1442,2016-12-13,546746.76
1443,2016-12-14,547246.79
1444,2016-12-15,552347.07
1445,2016-12-16,549946.94
1446,2016-12-17,546346.74
1447,2016-12-18,544746.65
1448,2016-12-19,544546.64
1449,2016-12-20,547746.82
1450,2016-12-21,550846.99
1451,2016-12-22,557047.32
1452,2016-12-23,563947.69
1453,2016-12-24,566647.83
1454,2016-12-25,568647.94
1455,2016-12-26,567347.87
1456,2016-12-27,567947.9
1457,2016-12-28,568647.94
1458,2016-12-29,569247.97
1459,2016-12-30,572648.15
1460,2016-12-31,574948.27
1461,2017-01-01,583048.7
1462,2017-01-02,579648.52
1463,2017-01-03,578948.48
1464,2017-01-04,578548.46
1465,2017-01-05,579848.53
1466,2017-01-06,575848.32
1467,2017-01-07,576248.34
1468,2017-01-08,577548.41
1469,2017-01-09,577048.38
1470,2017-01-10,581948.64
1471,2017-01-11,582148.65
1472,2017-01-12,587648.94
1473,2017-01-13,585748.84
1474,2017-01-14,584848.79
1475,2017-01-15,582548.67
1476,2017-01-16,583248.71
1477,2017-01-17,587248.92
1478,2017-01-18,587648.94
1479,2017-01-19,583848.74
1480,2017-01-20,585748.84
1481,2017-01-21,582748.68
1482,2017-01-22,582148.65
1483,2017-01-23,583448.72
1484,2017-01-24,582848.69
1485,2017-01-25,581948.64
1486,2017-01-26,587248.92
1487,2017-01-27,585748.84
1488,2017-01-28,581548.62
1489,2017-01-29,575848.32
1490,2017-01-30,573048.17
1491,2017-01-31,569447.98
1492,2017-02-01,567947.9
1493,2017-02-02,575848.32
1494,2017-02-03,575848.32
1495,2017-02-04,578548.46
1496,2017-02-05,578748.47
1497,2017-02-06,583848.74
1498,2017-02-07,588648.99
1499,2017-02-08,593149.22
1500,2017-02-09,598849.51
1501,2017-02-10,592949.21
1502,2017-02-11,586648.89
1503,2017-02-12,578948.48
1504,2017-02-13,572048.12
1505,2017-02-14,572048.12
1506,2017-02-15,570948.06
1507,2017-02-16,582348.66
1508,2017-02-17,583048.7
1509,2017-02-18,590349.08
1510,2017-02-19,593349.23
1511,2017-02-20,594649.3
1512,2017-02-21,589149.02
1513,2017-02-22,582748.68
1514,2017-02-23,586548.88
1515,2017-02-24,581948.64
1516,2017-02-25,584648.78
1517,2017-02-26,584448.77
1518,2017-02-27,585348.82
1519,2017-02-28,587848.95
1520,2017-03-01,592149.17
1521,2017-03-02,595449.34
1522,2017-03-03,594349.28
1523,2017-03-04,593749.25
1524,2017-03-05,594349.28
1525,2017-03-06,592149.17
1526,2017-03-07,586648.89
1527,2017-03-08,583848.74
1528,2017-03-09,583048.7
1529,2017-03-10,580448.56
1530,2017-03-11,578548.46
1531,2017-03-12,576848.37
1532,2017-03-13,576648.36
1533,2017-03-14,578948.48
1534,2017-03-15,577748.42
1535,2017-03-16,584948.8
1536,2017-03-17,584848.79
1537,2017-03-18,586148.86
1538,2017-03-19,588448.98
1539,2017-03-20,587648.94
1540,2017-03-21,587248.92
1541,2017-03-22,588749.0
1542,2017-03-23,593349.23
1543,2017-03-24,588448.98
1544,2017-03-25,585348.82
1545,2017-03-26,583048.7
1546,2017-03-27,584948.8
1547,2017-03-28,584448.77
1548,2017-03-29,582748.68
1549,2017-03-30,585348.82
1550,2017-03-31,579048.49
1551,2017-04-01,575848.32
1552,2017-04-02,574748.26
1553,2017-04-03,574748.26
1554,2017-04-04,575148.28
1555,2017-04-05,574748.26
1556,2017-04-06,577348.4
1557,2017-04-07,572448.14
1558,2017-04-08,571648.1
1559,2017-04-09,569748.0
1560,2017-04-10,574948.27
1561,2017-04-11,580048.54
1562,2017-04-12,580848.58
1563,2017-04-13,581548.62
1564,2017-04-14,579648.52
1565,2017-04-15,581548.62
1566,2017-04-16,583648.73
1567,2017-04-17,586848.9
1568,2017-04-18,583848.74
1569,2017-04-19,577048.38
1570,2017-04-20,589549.04
1571,2017-04-21,587248.92
1572,2017-04-22,584448.77
1573,2017-04-23,580248.55
1574,2017-04-24,579048.49
1575,2017-04-25,585348.82
1576,2017-04-26,592749.2
1577,2017-04-27,602849.71
1578,2017-04-28,599449.54
1579,2017-04-29,597449.44
1580,2017-04-30,596249.38
1581,2017-05-01,598649.5
1582,2017-05-02,595649.35
1583,2017-05-03,597449.44
1584,2017-05-04,604249.78
1585,2017-05-05,601249.63
1586,2017-05-06,600849.61
1587,2017-05-07,597249.43
1588,2017-05-08,593149.22
1589,2017-05-09,594449.29
1590,2017-05-10,603249.73
1591,2017-05-11,610050.07
1592,2017-05-12,599849.56
1593,2017-05-13,595649.35
1594,2017-05-14,591149.12
1595,2017-05-15,592949.21
1596,2017-05-16,597649.45
1597,2017-05-17,598249.48
1598,2017-05-18,600849.61
1599,2017-05-19,587048.91
1600,2017-05-20,576048.33
1601,2017-05-21,576448.35
1602,2017-05-22,576848.37
1603,2017-05-23,579048.49
1604,2017-05-24,580448.56
1605,2017-05-25,588648.99
1606,2017-05-26,584948.8
1607,2017-05-27,584648.78
1608,2017-05-28,586848.9
1609,2017-05-29,587248.92
1610,2017-05-30,588648.99
1611,2017-05-31,588949.01
1612,2017-06-01,597049.42
1613,2017-06-02,593749.25
1614,2017-06-03,593149.22
1615,2017-06-04,588749.0
1616,2017-06-05,587648.94
1617,2017-06-06,586148.86
1618,2017-06-07,584848.79
1619,2017-06-08,589349.03
1620,2017-06-09,590149.07
1621,2017-06-10,587648.94
1622,2017-06-11,586148.86
1623,2017-06-12,585148.81
1624,2017-06-13,582748.68
1625,2017-06-14,580048.54
1626,2017-06-15,588949.01
1627,2017-06-16,584248.76
1628,2017-06-17,580648.57
1629,2017-06-18,575148.28
1630,2017-06-19,577948.43
1631,2017-06-20,581948.64
1632,2017-06-21,587048.91
1633,2017-06-22,591949.16
1634,2017-06-23,590549.09
1635,2017-06-24,589349.03
1636,2017-06-25,587448.93
1637,2017-06-26,585948.85
1638,2017-06-27,582848.69
1639,2017-06-28,579848.53
1640,2017-06-29,588648.99
1641,2017-06-30,590149.07
1642,2017-07-01,590749.1
1643,2017-07-02,589749.05
1644,2017-07-03,591549.14
1645,2017-07-04,588248.97
1646,2017-07-05,587648.94
1647,2017-07-06,590749.1
1648,2017-07-07,587848.95
1649,2017-07-08,584848.79
1650,2017-07-09,578148.44
1651,2017-07-10,574348.24
1652,2017-07-11,572048.12
1653,2017-07-12,576048.33
1654,2017-07-13,586148.86
1655,2017-07-14,585148.81
1656,2017-07-15,584848.79
1657,2017-07-16,583048.7
1658,2017-07-17,581548.62
1659,2017-07-18,577248.39
1660,2017-07-19,577748.42
1661,2017-07-20,586148.86
1662,2017-07-21,588448.98
1663,2017-07-22,589149.02
1664,2017-07-23,587648.94
1665,2017-07-24,591549.14
1666,2017-07-25,596849.41
1667,2017-07-26,596049.37
1668,2017-07-27,596649.4
1669,2017-07-28,591149.12
1670,2017-07-29,589149.02
1671,2017-07-30,591149.12
1672,2017-07-31,593549.24
1673,2017-08-01,597849.46
1674,2017-08-02,599049.52
1675,2017-08-03,603249.73
1676,2017-08-04,599449.54
1677,2017-08-05,597449.44
1678,2017-08-06,597649.45
1679,2017-08-07,600449.59
1680,2017-08-08,595049.32
1681,2017-08-09,599249.53
1682,2017-08-10,594849.31
1683,2017-08-11,588448.98
1684,2017-08-12,583448.72
1685,2017-08-13,582548.67
1686,2017-08-14,576648.36
1687,2017-08-15,571648.1
1688,2017-08-16,572048.12
1689,2017-08-17,580648.57
1690,2017-08-18,579648.52
1691,2017-08-19,575648.31
1692,2017-08-20,572248.13
1693,2017-08-21,574148.23
1694,2017-08-22,574748.26
1695,2017-08-23,579648.52
1696,2017-08-24,591549.14
1697,2017-08-25,589349.03
1698,2017-08-26,588448.98
1699,2017-08-27,587248.92
1700,2017-08-28,588648.99
1701,2017-08-29,588248.97
1702,2017-08-30,586648.89
1703,2017-08-31,587648.94
1704,2017-09-01,586648.89
1705,2017-09-02,583048.7
1706,2017-09-03,581748.63
1707,2017-09-04,579448.51
1708,2017-09-05,578948.48
1709,2017-09-06,583248.71
1710,2017-09-07,590349.08
1711,2017-09-08,590949.11
1712,2017-09-09,598249.48
1713,2017-09-10,594649.3
1714,2017-09-11,594149.27
1715,2017-09-12,589549.04
1716,2017-09-13,587248.92
1717,2017-09-14,591749.15
1718,2017-09-15,588749.0
1719,2017-09-16,582748.68
1720,2017-09-17,576448.35
1721,2017-09-18,573048.17
1722,2017-09-19,572448.14
1723,2017-09-20,571848.11
1724,2017-09-21,582548.67
1725,2017-09-22,579048.49
1726,2017-09-23,573048.17
1727,2017-09-24,563947.69
1728,2017-09-25,564747.73
1729,2017-09-26,568647.94
1730,2017-09-27,566247.81
1731,2017-09-28,570748.05
1732,2017-09-29,566747.84
1733,2017-09-30,566247.81
1734,2017-10-01,566247.81
1735,2017-10-02,572448.14
1736,2017-10-03,575648.31
1737,2017-10-04,584648.78
1738,2017-10-05,596049.37
1739,2017-10-06,593749.25
1740,2017-10-07,593749.25
1741,2017-10-08,598649.5
1742,2017-10-09,596249.38
1743,2017-10-10,594649.3
1744,2017-10-11,592549.19
1745,2017-10-12,594849.31
1746,2017-10-13,589949.06
1747,2017-10-14,585348.82
1748,2017-10-15,578148.44
1749,2017-10-16,574748.26
1750,2017-10-17,573048.17
1751,2017-10-18,571348.08
1752,2017-10-19,575148.28
1753,2017-10-20,571148.07
1754,2017-10-21,568847.95
1755,2017-10-22,566247.81
1756,2017-10-23,567147.86
1757,2017-10-24,561547.56
1758,2017-10-25,559047.43
1759,2017-10-26,563747.68
1760,2017-10-27,563547.67
1761,2017-10-28,559047.43
1762,2017-10-29,553847.15
1763,2017-10-30,551347.02
1764,2017-10-31,549946.94
1765,2017-11-01,552347.07
1766,2017-11-02,559247.44
1767,2017-11-03,559047.43
1768,2017-11-04,555647.25
1769,2017-11-05,557347.34
1770,2017-11-06,559247.44
1771,2017-11-07,561547.56
1772,2017-11-08,562247.6
1773,2017-11-09,562447.61
1774,2017-11-10,560547.51
1775,2017-11-11,562847.63
1776,2017-11-12,563947.69
1777,2017-11-13,566447.82
1778,2017-11-14,569647.99
1779,2017-11-15,569647.99
1780,2017-11-16,577548.41
1781,2017-11-17,576648.36
1782,2017-11-18,576648.36
1783,2017-11-19,575248.29
1784,2017-11-20,579648.52
1785,2017-11-21,579648.52
1786,2017-11-22,578348.45
1787,2017-11-23,578748.47
1788,2017-11-24,577548.41
1789,2017-11-25,577248.39
1790,2017-11-26,579648.52
1791,2017-11-27,579248.5
1792,2017-11-28,577248.39
1793,2017-11-29,577048.38
1794,2017-11-30,579048.49
1795,2017-12-01,576048.33
1796,2017-12-02,572848.16
1797,2017-12-03,568647.94
1798,2017-12-04,567547.88
1799,2017-12-05,562447.61
1800,2017-12-06,557547.35
1801,2017-12-07,551547.03
1802,2017-12-08,547446.8
1803,2017-12-09,546346.74
1804,2017-12-10,544946.66
1805,2017-12-11,544046.61
1806,2017-12-12,544046.61
1807,2017-12-13,543646.59
1808,2017-12-14,546746.76
1809,2017-12-15,547246.79
1810,2017-12-16,548346.85
1811,2017-12-17,547246.79
1812,2017-12-18,549246.9
1813,2017-12-19,546346.74
1814,2017-12-20,545046.67
1815,2017-12-21,549946.94
1816,2017-12-22,555847.26
1817,2017-12-23,553247.12
1818,2017-12-24,551947.05
1819,2017-12-25,549946.94
1820,2017-12-26,548846.88
1821,2017-12-27,550846.99
1822,2017-12-28,557547.35
1823,2017-12-29,562647.62
1824,2017-12-30,559247.44
1825,2017-12-31,559247.44
1826,2018-01-01,560547.51
