,datetime,LAKE_H_G_WEST_FOREBAY_AT_LOWER_MONUMENTAL_DAM__WA.tsv
936,2015-10-04,337.8683615819209
937,2015-10-05,337.7661016949152
938,2015-10-06,337.6638418079096
939,2015-10-07,337.56158192090396
940,2015-10-08,337.4593220338983
941,2015-10-09,337.3570621468927
942,2015-10-10,337.254802259887
943,2015-10-11,337.1525423728813
944,2015-10-12,337.0502824858757
945,2015-10-13,336.94802259887
946,2015-10-14,336.8457627118644
947,2015-10-15,336.74350282485875
948,2015-10-16,336.6412429378531
949,2015-10-17,336.5389830508475
950,2015-10-18,336.4367231638418
951,2015-10-19,336.3344632768362
952,2015-10-20,336.2322033898305
953,2015-10-21,336.12994350282486
954,2015-10-22,336.0276836158192
955,2015-10-23,335.9254237288136
956,2015-10-24,335.8231638418079
957,2015-10-25,335.7209039548023
958,2015-10-26,335.6186440677966
959,2015-10-27,335.51638418079096
960,2015-10-28,335.4141242937853
961,2015-10-29,335.31186440677965
962,2015-10-30,335.209604519774
963,2015-10-31,335.10734463276833
964,2015-11-01,335.0050847457627
965,2015-11-02,334.90282485875707
966,2015-11-03,334.80056497175144
967,2015-11-04,334.69830508474575
968,2015-11-05,334.5960451977401
969,2015-11-06,334.49378531073444
970,2015-11-07,334.3915254237288
971,2015-11-08,334.2892655367232
972,2015-11-09,334.18700564971755
973,2015-11-10,334.08474576271186
974,2015-11-11,333.98248587570623
975,2015-11-12,333.88022598870054
976,2015-11-13,333.7779661016949
977,2015-11-14,333.6757062146892
978,2015-11-15,333.57344632768354
979,2015-11-16,333.47118644067797
980,2015-11-17,333.3689265536723
981,2015-11-18,333.2666666666667
982,2015-11-19,333.164406779661
983,2015-11-20,333.06214689265533
984,2015-11-21,332.95988700564976
985,2015-11-22,332.8576271186441
986,2015-11-23,332.7553672316384
987,2015-11-24,332.65310734463276
988,2015-11-25,332.5508474576271
989,2015-11-26,332.4485875706215
990,2015-11-27,332.3463276836158
991,2015-11-28,332.2440677966102
992,2015-11-29,332.1418079096045
993,2015-11-30,332.03954802259886
994,2015-12-01,331.93728813559323
995,2015-12-02,331.8350282485876
996,2015-12-03,331.7327683615819
997,2015-12-04,331.6305084745763
998,2015-12-05,331.5282485875706
999,2015-12-06,331.425988700565
1000,2015-12-07,331.3237288135593
1001,2015-12-08,331.22146892655365
1002,2015-12-09,331.11920903954797
1003,2015-12-10,331.01694915254234
1004,2015-12-11,330.9146892655367
1005,2015-12-12,330.8124293785311
1006,2015-12-13,330.71016949152545
1007,2015-12-14,330.60790960451976
1008,2015-12-15,330.5056497175141
1009,2015-12-16,330.40338983050844
1010,2015-12-17,330.3011299435028
1011,2015-12-18,330.1988700564972
1012,2015-12-19,330.09661016949156
1013,2015-12-20,329.9943502824859
1014,2015-12-21,329.89209039548024
1015,2015-12-22,329.78983050847455
1016,2015-12-23,329.6875706214689
1017,2015-12-24,329.5853107344633
1018,2015-12-25,329.48305084745766
1019,2015-12-26,329.38079096045203
1020,2015-12-27,329.27853107344635
1021,2015-12-28,329.1762711864407
1022,2015-12-29,329.074011299435
1023,2015-12-30,328.9717514124294
1024,2015-12-31,328.8694915254237
1025,2016-01-01,328.7672316384181
1026,2016-01-02,328.66497175141245
1027,2016-01-03,328.56271186440677
1028,2016-01-04,328.46045197740114
1029,2016-01-05,328.3581920903955
1030,2016-01-06,328.2559322033898
1031,2016-01-07,328.1536723163842
1032,2016-01-08,328.0514124293785
1033,2016-01-09,327.9491525423729
1034,2016-01-10,327.84689265536724
1035,2016-01-11,327.7446327683616
1036,2016-01-12,327.6423728813559
1037,2016-01-13,327.54011299435024
1038,2016-01-14,327.43785310734467
1039,2016-01-15,327.335593220339
1040,2016-01-16,327.23333333333335
1041,2016-01-17,327.1310734463277
1042,2016-01-18,327.02881355932203
1043,2016-01-19,326.92655367231646
1044,2016-01-20,326.8242937853108
1045,2016-01-21,326.7220338983051
1046,2016-01-22,326.61977401129946
1047,2016-01-23,326.51751412429377
1048,2016-01-24,326.41525423728814
1049,2016-01-25,326.31299435028245
1050,2016-01-26,326.2107344632768
1051,2016-01-27,326.1084745762712
1052,2016-01-28,326.00621468926556
1053,2016-01-29,325.9039548022599
1054,2016-01-30,325.80169491525425
1055,2016-01-31,325.69943502824856
1056,2016-02-01,325.59717514124293
1057,2016-02-02,325.4949152542373
1058,2016-02-03,325.39265536723167
1059,2016-02-04,325.290395480226
1060,2016-02-05,325.18813559322035
1061,2016-02-06,325.0858757062147
1062,2016-02-07,324.98361581920904
1063,2016-02-08,324.8813559322034
1064,2016-02-09,324.7790960451978
1065,2016-02-10,324.6768361581921
1066,2016-02-11,324.5745762711864
1067,2016-02-12,324.4723163841808
1068,2016-02-13,324.37005649717514
1069,2016-02-14,324.2677966101695
1070,2016-02-15,324.1655367231638
1071,2016-02-16,324.0632768361582
1072,2016-02-17,323.9610169491525
1073,2016-02-18,323.8587570621469
1074,2016-02-19,323.75649717514125
1075,2016-02-20,323.6542372881356
1076,2016-02-21,323.55197740113
1077,2016-02-22,323.4497175141243
1078,2016-02-23,323.3474576271187
1079,2016-02-24,323.245197740113
1080,2016-02-25,323.1429378531073
1081,2016-02-26,323.0406779661017
1082,2016-02-27,322.93841807909604
1083,2016-02-28,322.8361581920904
1084,2016-02-29,322.7338983050848
1085,2016-03-01,322.6316384180791
1086,2016-03-02,322.52937853107346
1087,2016-03-03,322.4271186440678
1088,2016-03-04,322.32485875706215
1089,2016-03-05,322.22259887005646
1090,2016-03-06,322.12033898305083
1091,2016-03-07,322.0180790960452
1092,2016-03-08,321.91581920903957
1093,2016-03-09,321.81355932203394
1094,2016-03-10,321.71129943502825
1095,2016-03-11,321.60903954802257
1096,2016-03-12,321.50677966101694
1097,2016-03-13,321.4045197740113
1098,2016-03-14,321.3022598870057
1099,2016-03-15,321.2
1100,2016-03-16,322.0
1101,2016-03-17,321.4
1102,2016-03-18,320.3
1103,2016-03-19,321.2
1104,2016-03-20,323.7
1105,2016-03-21,327.2
1106,2016-03-22,325.7
1107,2016-03-23,322.9
1108,2016-03-24,324.2
1109,2016-03-25,326.1
1110,2016-03-26,326.9
1111,2016-03-27,329.1
1112,2016-03-28,329.4
1113,2016-03-29,329.9
1114,2016-03-30,329.3
1115,2016-03-31,328.2
1116,2016-04-01,328.5
1117,2016-04-02,330.0
1118,2016-04-03,332.2
1119,2016-04-04,333.0
1120,2016-04-05,334.1
1121,2016-04-06,342.1
1122,2016-04-07,351.0
1123,2016-04-08,360.5
1124,2016-04-09,365.6
1125,2016-04-10,367.2
1126,2016-04-11,368.4
1127,2016-04-12,368.8
1128,2016-04-13,370.2
1129,2016-04-14,374.0
1130,2016-04-15,371.0
1131,2016-04-16,370.1
1132,2016-04-17,373.1
1133,2016-04-18,374.5
1134,2016-04-19,373.9
1135,2016-04-20,377.0
1136,2016-04-21,377.2
1137,2016-04-22,379.3
1138,2016-04-23,375.5
1139,2016-04-24,375.8
1140,2016-04-25,376.8
1141,2016-04-26,376.9
1142,2016-04-27,380.3
1143,2016-04-28,379.5
1144,2016-04-29,376.6
1145,2016-04-30,372.0
1146,2016-05-01,372.5
1147,2016-05-02,374.0
1148,2016-05-03,375.7
1149,2016-05-04,377.9
1150,2016-05-05,378.3
1151,2016-05-06,378.8
1152,2016-05-07,382.2
1153,2016-05-08,384.9
1154,2016-05-09,377.4
1155,2016-05-10,371.1
1156,2016-05-11,376.4
1157,2016-05-12,382.2
1158,2016-05-13,383.0
1159,2016-05-14,382.0
1160,2016-05-15,376.3
1161,2016-05-16,376.1
1162,2016-05-17,377.5
1163,2016-05-18,381.5
1164,2016-05-19,382.5
1165,2016-05-20,377.6
1166,2016-05-21,380.0
1167,2016-05-22,377.7
1168,2016-05-23,372.4
1169,2016-05-24,371.5
1170,2016-05-25,374.2
1171,2016-05-26,376.3
1172,2016-05-27,372.6
1173,2016-05-28,368.5
1174,2016-05-29,368.8
1175,2016-05-30,367.9
1176,2016-05-31,370.7
1177,2016-06-01,375.1
1178,2016-06-02,377.3
1179,2016-06-03,375.3
1180,2016-06-04,375.6
1181,2016-06-05,381.5
1182,2016-06-06,388.0
1183,2016-06-07,389.5
1184,2016-06-08,391.9
1185,2016-06-09,391.2
1186,2016-06-10,387.0
1187,2016-06-11,381.9
1188,2016-06-12,381.5
1189,2016-06-13,385.6
1190,2016-06-14,383.3
1191,2016-06-15,381.5
1192,2016-06-16,377.8
1193,2016-06-17,378.1
1194,2016-06-18,378.3
1195,2016-06-19,374.6
1196,2016-06-20,378.1
1197,2016-06-21,377.5
1198,2016-06-22,384.0
1199,2016-06-23,386.7
1200,2016-06-24,382.6
1201,2016-06-25,378.8
1202,2016-06-26,378.5
1203,2016-06-27,378.9
1204,2016-06-28,382.5
1205,2016-06-29,387.6
1206,2016-06-30,387.8
1207,2016-07-01,392.9
1208,2016-07-02,395.0
1209,2016-07-03,392.9
1210,2016-07-04,393.0
1211,2016-07-05,391.8
1212,2016-07-06,388.4
1213,2016-07-07,389.8
1214,2016-07-08,386.2
1215,2016-07-09,386.2
1216,2016-07-10,384.4
1217,2016-07-11,382.4
1218,2016-07-12,381.6
1219,2016-07-13,379.2
1220,2016-07-14,381.0
1221,2016-07-15,380.7
1222,2016-07-16,381.1
1223,2016-07-17,381.2
1224,2016-07-18,379.0
1225,2016-07-19,376.1
1226,2016-07-20,379.4
1227,2016-07-21,380.0
1228,2016-07-22,374.7
1229,2016-07-23,376.1
1230,2016-07-24,380.0
1231,2016-07-25,380.1
1232,2016-07-26,379.1
1233,2016-07-27,382.8
1234,2016-07-28,383.7
1235,2016-07-29,383.7
1236,2016-07-30,384.1
1237,2016-07-31,381.2
1238,2016-08-01,383.2
1239,2016-08-02,382.2
1240,2016-08-03,377.4
1241,2016-08-04,381.1
1242,2016-08-05,381.2
1243,2016-08-06,378.8
1244,2016-08-07,378.5
1245,2016-08-08,377.3
1246,2016-08-09,375.4
1247,2016-08-10,373.8
1248,2016-08-11,372.0
1249,2016-08-12,370.6
1250,2016-08-13,376.1
1251,2016-08-14,378.5
1252,2016-08-15,379.2
1253,2016-08-16,377.0
1254,2016-08-17,379.2
1255,2016-08-18,378.7
1256,2016-08-19,381.0
1257,2016-08-20,382.7
1258,2016-08-21,381.8
1259,2016-08-22,379.2
1260,2016-08-23,379.5
1261,2016-08-24,379.5
1262,2016-08-25,378.5
1263,2016-08-26,376.9
1264,2016-08-27,376.7
1265,2016-08-28,376.5
1266,2016-08-29,377.9
1267,2016-08-30,376.6
1268,2016-08-31,373.7
1269,2016-09-01,371.6
1270,2016-09-02,373.4
1271,2016-09-03,372.7
1272,2016-09-04,372.6
1273,2016-09-05,369.6
1274,2016-09-06,367.4
1275,2016-09-07,365.4
1276,2016-09-08,363.1
1277,2016-09-09,363.09153439153437
1278,2016-09-10,363.0830687830688
1279,2016-09-11,363.07460317460317
1280,2016-09-12,363.06613756613757
1281,2016-09-13,363.0576719576719
1282,2016-09-14,363.0492063492063
1283,2016-09-15,363.0407407407408
1284,2016-09-16,363.0322751322751
1285,2016-09-17,363.0238095238095
1286,2016-09-18,363.0153439153439
1287,2016-09-19,363.0068783068783
1288,2016-09-20,362.99841269841266
1289,2016-09-21,362.98994708994707
1290,2016-09-22,362.9814814814815
1291,2016-09-23,362.9730158730159
1292,2016-09-24,362.96455026455027
1293,2016-09-25,362.9560846560846
1294,2016-09-26,362.947619047619
1295,2016-09-27,362.9391534391534
1296,2016-09-28,362.9306878306878
1297,2016-09-29,362.9222222222222
1298,2016-09-30,362.9137566137566
1299,2016-10-01,362.905291005291
1300,2016-10-02,362.89682539682536
1301,2016-10-03,362.88835978835976
1302,2016-10-04,362.8798941798941
1303,2016-10-05,362.87142857142857
1304,2016-10-06,362.86296296296297
1305,2016-10-07,362.85449735449737
1306,2016-10-08,362.8460317460317
1307,2016-10-09,362.8375661375661
1308,2016-10-10,362.8291005291005
1309,2016-10-11,362.8206349206349
1310,2016-10-12,362.8121693121694
1311,2016-10-13,362.8037037037037
1312,2016-10-14,362.7952380952381
1313,2016-10-15,362.7867724867725
1314,2016-10-16,362.7783068783069
1315,2016-10-17,362.7698412698413
1316,2016-10-18,362.7613756613756
1317,2016-10-19,362.75291005291
1318,2016-10-20,362.74444444444447
1319,2016-10-21,362.73597883597887
1320,2016-10-22,362.7275132275132
1321,2016-10-23,362.7190476190476
1322,2016-10-24,362.710582010582
1323,2016-10-25,362.7021164021164
1324,2016-10-26,362.69365079365076
1325,2016-10-27,362.6851851851852
1326,2016-10-28,362.6767195767196
1327,2016-10-29,362.66825396825396
1328,2016-10-30,362.65978835978837
1329,2016-10-31,362.6513227513227
1330,2016-11-01,362.64285714285717
1331,2016-11-02,362.6343915343915
1332,2016-11-03,362.6259259259259
1333,2016-11-04,362.6174603174603
1334,2016-11-05,362.6089947089947
1335,2016-11-06,362.6005291005291
1336,2016-11-07,362.59206349206346
1337,2016-11-08,362.5835978835979
1338,2016-11-09,362.5751322751323
1339,2016-11-10,362.56666666666666
1340,2016-11-11,362.558201058201
1341,2016-11-12,362.5497354497354
1342,2016-11-13,362.54126984126987
1343,2016-11-14,362.53280423280427
1344,2016-11-15,362.5243386243386
1345,2016-11-16,362.515873015873
1346,2016-11-17,362.5074074074074
1347,2016-11-18,362.4989417989418
1348,2016-11-19,362.49047619047616
1349,2016-11-20,362.4820105820106
1350,2016-11-21,362.47354497354496
1351,2016-11-22,362.46507936507936
1352,2016-11-23,362.45661375661376
1353,2016-11-24,362.4481481481481
1354,2016-11-25,362.43968253968256
1355,2016-11-26,362.4312169312169
1356,2016-11-27,362.4227513227513
1357,2016-11-28,362.4142857142857
1358,2016-11-29,362.4058201058201
1359,2016-11-30,362.3973544973545
1360,2016-12-01,362.38888888888886
1361,2016-12-02,362.3804232804233
1362,2016-12-03,362.37195767195766
1363,2016-12-04,362.36349206349206
1364,2016-12-05,362.35502645502646
1365,2016-12-06,362.3465608465608
1366,2016-12-07,362.33809523809526
1367,2016-12-08,362.3296296296296
1368,2016-12-09,362.321164021164
1369,2016-12-10,362.3126984126984
1370,2016-12-11,362.3042328042328
1371,2016-12-12,362.2957671957672
1372,2016-12-13,362.2873015873016
1373,2016-12-14,362.278835978836
1374,2016-12-15,362.27037037037036
1375,2016-12-16,362.26190476190476
1376,2016-12-17,362.2534391534391
1377,2016-12-18,362.24497354497356
1378,2016-12-19,362.23650793650796
1379,2016-12-20,362.2280423280423
1380,2016-12-21,362.2195767195767
1381,2016-12-22,362.2111111111111
1382,2016-12-23,362.2026455026455
1383,2016-12-24,362.1941798941799
1384,2016-12-25,362.1857142857143
1385,2016-12-26,362.1772486772487
1386,2016-12-27,362.1687830687831
1387,2016-12-28,362.16031746031746
1388,2016-12-29,362.1518518518518
1389,2016-12-30,362.14338624338626
1390,2016-12-31,362.1349206349206
1391,2017-01-01,362.126455026455
1392,2017-01-02,362.1179894179894
1393,2017-01-03,362.10952380952386
1394,2017-01-04,362.1010582010582
1395,2017-01-05,362.0925925925926
1396,2017-01-06,362.084126984127
1397,2017-01-07,362.07566137566135
1398,2017-01-08,362.0671957671958
1399,2017-01-09,362.05873015873016
1400,2017-01-10,362.05026455026456
1401,2017-01-11,362.04179894179896
1402,2017-01-12,362.0333333333333
1403,2017-01-13,362.0248677248677
1404,2017-01-14,362.0164021164021
1405,2017-01-15,362.0079365079365
1406,2017-01-16,361.9994708994709
1407,2017-01-17,361.9910052910053
1408,2017-01-18,361.9825396825397
1409,2017-01-19,361.97407407407405
1410,2017-01-20,361.96560846560845
1411,2017-01-21,361.95714285714286
1412,2017-01-22,361.94867724867726
1413,2017-01-23,361.94021164021166
1414,2017-01-24,361.931746031746
1415,2017-01-25,361.9232804232804
1416,2017-01-26,361.9148148148148
1417,2017-01-27,361.9063492063492
1418,2017-01-28,361.8978835978836
1419,2017-01-29,361.88941798941795
1420,2017-01-30,361.8809523809524
1421,2017-01-31,361.87248677248675
1422,2017-02-01,361.86402116402115
1423,2017-02-02,361.85555555555555
1424,2017-02-03,361.84708994708996
1425,2017-02-04,361.83862433862436
1426,2017-02-05,361.8301587301587
1427,2017-02-06,361.8216931216931
1428,2017-02-07,361.8132275132275
1429,2017-02-08,361.8047619047619
1430,2017-02-09,361.7962962962963
1431,2017-02-10,361.78783068783065
1432,2017-02-11,361.7793650793651
1433,2017-02-12,361.77089947089945
1434,2017-02-13,361.76243386243385
1435,2017-02-14,361.75396825396825
1436,2017-02-15,361.7455026455026
1437,2017-02-16,361.73703703703706
1438,2017-02-17,361.7285714285714
1439,2017-02-18,361.7201058201058
1440,2017-02-19,361.7116402116402
1441,2017-02-20,361.7031746031746
1442,2017-02-21,361.694708994709
1443,2017-02-22,361.6862433862434
1444,2017-02-23,361.6777777777778
1445,2017-02-24,361.66931216931215
1446,2017-02-25,361.66084656084655
1447,2017-02-26,361.652380952381
1448,2017-02-27,361.64391534391535
1449,2017-02-28,361.6354497354497
1450,2017-03-01,361.62698412698415
1451,2017-03-02,361.6185185185185
1452,2017-03-03,361.6100529100529
1453,2017-03-04,361.6015873015873
1454,2017-03-05,361.5931216931217
1455,2017-03-06,361.5846560846561
1456,2017-03-07,361.5761904761905
1457,2017-03-08,361.56772486772485
1458,2017-03-09,361.55925925925925
1459,2017-03-10,361.5507936507936
1460,2017-03-11,361.54232804232805
1461,2017-03-12,361.5338624338624
1462,2017-03-13,361.5253968253968
1463,2017-03-14,361.5169312169312
1464,2017-03-15,361.5084656084656
1465,2017-03-16,361.5
1466,2017-03-17,383.5
1467,2017-03-18,390.0
1468,2017-03-19,381.0
1469,2017-03-20,390.9
1470,2017-03-21,394.8
1471,2017-03-22,395.6
1472,2017-03-23,388.9
1473,2017-03-24,393.7
1474,2017-03-25,384.6
1475,2017-03-26,391.3
1476,2017-03-27,390.7
1477,2017-03-28,378.6
1478,2017-03-29,375.8
1479,2017-03-30,379.0
1480,2017-03-31,386.3
1481,2017-04-01,391.6
1482,2017-04-02,384.8
1483,2017-04-03,379.6
1484,2017-04-04,386.4
1485,2017-04-05,388.6
1486,2017-04-06,394.9
1487,2017-04-07,394.2
1488,2017-04-08,383.0
1489,2017-04-09,380.1
1490,2017-04-10,375.5
1491,2017-04-11,378.2
1492,2017-04-12,385.3
1493,2017-04-13,391.3
1494,2017-04-14,385.4
1495,2017-04-15,378.4
1496,2017-04-16,392.5
1497,2017-04-17,381.1
1498,2017-04-18,373.9
1499,2017-04-19,371.9
1500,2017-04-20,375.9
1501,2017-04-21,384.6
1502,2017-04-22,396.2
1503,2017-04-23,387.7
1504,2017-04-24,385.5
1505,2017-04-25,384.1
1506,2017-04-26,384.4
1507,2017-04-27,380.7
1508,2017-04-28,381.0
1509,2017-04-29,381.3
1510,2017-04-30,380.7
1511,2017-05-01,376.3
1512,2017-05-02,387.2
1513,2017-05-03,400.3
1514,2017-05-04,406.8
1515,2017-05-05,401.6
1516,2017-05-06,400.5
1517,2017-05-07,416.7
1518,2017-05-08,427.9
1519,2017-05-09,433.3
1520,2017-05-10,432.3
1521,2017-05-11,428.0
1522,2017-05-12,423.6
1523,2017-05-13,426.2
1524,2017-05-14,424.6
1525,2017-05-15,426.0
1526,2017-05-16,417.0
1527,2017-05-17,406.1
1528,2017-05-18,404.0
1529,2017-05-19,400.4
1530,2017-05-20,391.6
1531,2017-05-21,387.0
1532,2017-05-22,387.2
1533,2017-05-23,397.2
1534,2017-05-24,396.1
1535,2017-05-25,404.3
1536,2017-05-26,415.6
1537,2017-05-27,414.5
1538,2017-05-28,409.5
1539,2017-05-29,409.3
1540,2017-05-30,406.5
1541,2017-05-31,405.9
1542,2017-06-01,417.0
1543,2017-06-02,423.5
1544,2017-06-03,432.2
1545,2017-06-04,425.0
1546,2017-06-05,420.2
1547,2017-06-06,427.9
1548,2017-06-07,431.0
1549,2017-06-08,423.7
1550,2017-06-09,413.3
1551,2017-06-10,410.5
1552,2017-06-11,410.1
1553,2017-06-12,410.7
1554,2017-06-13,395.3
1555,2017-06-14,388.4
1556,2017-06-15,393.7
1557,2017-06-16,392.6
1558,2017-06-17,388.1
1559,2017-06-18,390.8
1560,2017-06-19,392.5
1561,2017-06-20,399.3
1562,2017-06-21,396.4
1563,2017-06-22,398.6
1564,2017-06-23,400.0
1565,2017-06-24,398.1
1566,2017-06-25,404.4
1567,2017-06-26,403.7
1568,2017-06-27,397.6
1569,2017-06-28,391.9
1570,2017-06-29,386.8
1571,2017-06-30,389.7
1572,2017-07-01,392.3
1573,2017-07-02,390.1
1574,2017-07-03,389.1
1575,2017-07-04,389.3
1576,2017-07-05,389.5
1577,2017-07-06,389.3
1578,2017-07-07,392.3
1579,2017-07-08,390.8
1580,2017-07-09,391.4
1581,2017-07-10,392.7
1582,2017-07-11,391.6
1583,2017-07-12,389.7
1584,2017-07-13,390.0
1585,2017-07-14,392.0
1586,2017-07-15,392.4
1587,2017-07-16,392.6
1588,2017-07-17,395.4
1589,2017-07-18,394.3
1590,2017-07-19,392.7
1591,2017-07-20,393.6
1592,2017-07-21,390.2
1593,2017-07-22,385.5
1594,2017-07-23,382.7
1595,2017-07-24,384.1
1596,2017-07-25,384.8
1597,2017-07-26,382.9
1598,2017-07-27,379.9
1599,2017-07-28,381.6
1600,2017-07-29,383.3
1601,2017-07-30,381.0
1602,2017-07-31,382.4
1603,2017-08-01,384.0
1604,2017-08-02,382.7
1605,2017-08-03,384.7
1606,2017-08-04,386.5
1607,2017-08-05,385.6
1608,2017-08-06,386.1
1609,2017-08-07,386.2
1610,2017-08-08,385.5
1611,2017-08-09,386.8
1612,2017-08-10,387.9
1613,2017-08-11,389.4
1614,2017-08-12,388.1
1615,2017-08-13,384.9
1616,2017-08-14,384.7
1617,2017-08-15,384.7
1618,2017-08-16,381.1
1619,2017-08-17,377.8
1620,2017-08-18,379.0
1621,2017-08-19,379.0
1622,2017-08-20,378.9
1623,2017-08-21,377.5
1624,2017-08-22,379.3
1625,2017-08-23,378.8
1626,2017-08-24,380.6
1627,2017-08-25,382.4
1628,2017-08-26,380.2
1629,2017-08-27,377.1
1630,2017-08-28,376.8
1631,2017-08-29,379.1
1632,2017-08-30,379.1
1633,2017-08-31,376.1
1634,2017-09-01,375.0
1635,2017-09-02,377.1
1636,2017-09-03,376.5
1637,2017-09-04,375.2
1638,2017-09-05,378.0
1639,2017-09-06,377.4
1640,2017-09-07,374.5
1641,2017-09-08,372.0
1642,2017-09-09,369.6
1643,2017-09-10,364.1
1644,2017-09-11,368.5
1645,2017-09-12,369.1
