,datetime,LAKE_SABRINA_NR_BISHOP_CA.tsv
374,2014-01-10,0.0
375,2014-01-11,0.0
376,2014-01-12,0.0
377,2014-01-13,0.0
378,2014-01-14,0.0
379,2014-01-15,0.0
380,2014-01-16,0.0
381,2014-01-17,0.0
382,2014-01-18,0.0
383,2014-01-19,0.0
384,2014-01-20,0.0
385,2014-01-21,0.0
386,2014-01-22,0.0
387,2014-01-23,0.0
388,2014-01-24,0.0
389,2014-01-25,0.0
390,2014-01-26,0.0
391,2014-01-27,0.0
392,2014-01-28,0.0
393,2014-01-29,0.0
394,2014-01-30,0.0
395,2014-01-31,0.0
396,2014-02-01,0.0
397,2014-02-02,0.0
398,2014-02-03,0.0
399,2014-02-04,0.0
400,2014-02-05,0.0
401,2014-02-06,0.0
402,2014-02-07,0.0
403,2014-02-08,0.0
404,2014-02-09,0.0
405,2014-02-10,0.0
406,2014-02-11,0.0
407,2014-02-12,0.0
408,2014-02-13,0.0
409,2014-02-14,0.0
410,2014-02-15,0.0
411,2014-02-16,0.0
412,2014-02-17,0.0
413,2014-02-18,0.0
414,2014-02-19,0.0
415,2014-02-20,0.0
416,2014-02-21,0.0
417,2014-02-22,0.0
418,2014-02-23,0.0
419,2014-02-24,0.0
420,2014-02-25,0.0
421,2014-02-26,0.0
422,2014-02-27,0.0
423,2014-02-28,0.0
424,2014-03-01,0.0
425,2014-03-02,0.0
426,2014-03-03,0.0
427,2014-03-04,0.0
428,2014-03-05,0.0
429,2014-03-06,0.0
430,2014-03-07,0.0
431,2014-03-08,0.0
432,2014-03-09,0.0
433,2014-03-10,0.0
434,2014-03-11,0.0
435,2014-03-12,0.0
436,2014-03-13,0.0
437,2014-03-14,0.0
438,2014-03-15,0.0
439,2014-03-16,0.0
440,2014-03-17,0.0
441,2014-03-18,0.0
442,2014-03-19,0.0
443,2014-03-20,0.0
444,2014-03-21,0.0
445,2014-03-22,0.0
446,2014-03-23,0.0
447,2014-03-24,0.0
448,2014-03-25,0.0
449,2014-03-26,0.0
450,2014-03-27,0.0
451,2014-03-28,0.0
452,2014-03-29,0.0
453,2014-03-30,0.0
454,2014-03-31,0.0
455,2014-04-01,0.0
456,2014-04-02,0.0
457,2014-04-03,0.0
458,2014-04-04,0.0
459,2014-04-05,0.0
460,2014-04-06,0.0
461,2014-04-07,0.0
462,2014-04-08,0.0
463,2014-04-09,0.0
464,2014-04-10,0.0
465,2014-04-11,0.0
466,2014-04-12,0.0
467,2014-04-13,0.0
468,2014-04-14,0.0
469,2014-04-15,0.0
470,2014-04-16,0.0
471,2014-04-17,0.0
472,2014-04-18,0.0
473,2014-04-19,0.0
474,2014-04-20,0.0
475,2014-04-21,15.0
476,2014-04-22,51.0
477,2014-04-23,69.0
478,2014-04-24,76.0
479,2014-04-25,80.0
480,2014-04-26,88.0
481,2014-04-27,89.0
482,2014-04-28,85.0
483,2014-04-29,85.0
484,2014-04-30,85.0
485,2014-05-01,86.0
486,2014-05-02,87.0
487,2014-05-03,103.0
488,2014-05-04,111.0
489,2014-05-05,120.0
490,2014-05-06,128.0
491,2014-05-07,137.0
492,2014-05-08,138.0
493,2014-05-09,132.0
494,2014-05-10,127.0
495,2014-05-11,127.0
496,2014-05-12,128.0
497,2014-05-13,128.0
498,2014-05-14,127.0
499,2014-05-15,138.0
500,2014-05-16,149.0
501,2014-05-17,168.0
502,2014-05-18,186.0
503,2014-05-19,201.0
504,2014-05-20,217.0
505,2014-05-21,236.0
506,2014-05-22,253.0
507,2014-05-23,258.0
508,2014-05-24,260.0
509,2014-05-25,272.0
510,2014-05-26,312.0
511,2014-05-27,371.0
512,2014-05-28,438.0
513,2014-05-29,514.0
514,2014-05-30,582.0
515,2014-05-31,635.0
516,2014-06-01,686.0
517,2014-06-02,735.0
518,2014-06-03,815.0
519,2014-06-04,862.0
520,2014-06-05,922.0
521,2014-06-06,1000.0
522,2014-06-07,1100.0
523,2014-06-08,1190.0
524,2014-06-09,1300.0
525,2014-06-10,1430.0
526,2014-06-11,1560.0
527,2014-06-12,1680.0
528,2014-06-13,1790.0
529,2014-06-14,1870.0
530,2014-06-15,1920.0
531,2014-06-16,1960.0
532,2014-06-17,1970.0
533,2014-06-18,1990.0
534,2014-06-19,2000.0
535,2014-06-20,2010.0
536,2014-06-21,2020.0
537,2014-06-22,2030.0
538,2014-06-23,2040.0
539,2014-06-24,2070.0
540,2014-06-25,2090.0
541,2014-06-26,2110.0
542,2014-06-27,2140.0
543,2014-06-28,2170.0
544,2014-06-29,2190.0
545,2014-06-30,2220.0
546,2014-07-01,2250.0
547,2014-07-02,2280.0
548,2014-07-03,2300.0
549,2014-07-04,2310.0
550,2014-07-05,2320.0
551,2014-07-06,2340.0
552,2014-07-07,2360.0
553,2014-07-08,2400.0
554,2014-07-09,2440.0
555,2014-07-10,2470.0
556,2014-07-11,2480.0
557,2014-07-12,2490.0
558,2014-07-13,2490.0
559,2014-07-14,2490.0
560,2014-07-15,2520.0
561,2014-07-16,2540.0
562,2014-07-17,2580.0
563,2014-07-18,2610.0
564,2014-07-19,2640.0
565,2014-07-20,2670.0
566,2014-07-21,2700.0
567,2014-07-22,2720.0
568,2014-07-23,2740.0
569,2014-07-24,2750.0
570,2014-07-25,2750.0
571,2014-07-26,2760.0
572,2014-07-27,2760.0
573,2014-07-28,2780.0
574,2014-07-29,2800.0
575,2014-07-30,2840.0
576,2014-07-31,2870.0
577,2014-08-01,2900.0
578,2014-08-02,2930.0
579,2014-08-03,2970.0
580,2014-08-04,3020.0
581,2014-08-05,3060.0
582,2014-08-06,3100.0
583,2014-08-07,3130.0
584,2014-08-08,3160.0
585,2014-08-09,3180.0
586,2014-08-10,3200.0
587,2014-08-11,3220.0
588,2014-08-12,3250.0
589,2014-08-13,3270.0
590,2014-08-14,3290.0
591,2014-08-15,3300.0
592,2014-08-16,3320.0
593,2014-08-17,3330.0
594,2014-08-18,3330.0
595,2014-08-19,3340.0
596,2014-08-20,3340.0
597,2014-08-21,3340.0
598,2014-08-22,3330.0
599,2014-08-23,3330.0
600,2014-08-24,3320.0
601,2014-08-25,3310.0
602,2014-08-26,3300.0
603,2014-08-27,3300.0
604,2014-08-28,3300.0
605,2014-08-29,3300.0
606,2014-08-30,3300.0
607,2014-08-31,3280.0
608,2014-09-01,3270.0
609,2014-09-02,3270.0
610,2014-09-03,3260.0
611,2014-09-04,3260.0
612,2014-09-05,3250.0
613,2014-09-06,3240.0
614,2014-09-07,3230.0
615,2014-09-08,3220.0
616,2014-09-09,3210.0
617,2014-09-10,3200.0
618,2014-09-11,3190.0
619,2014-09-12,3180.0
620,2014-09-13,3180.0
621,2014-09-14,3170.0
622,2014-09-15,3160.0
623,2014-09-16,3150.0
624,2014-09-17,3150.0
625,2014-09-18,3130.0
626,2014-09-19,3120.0
627,2014-09-20,3100.0
628,2014-09-21,3080.0
629,2014-09-22,3060.0
630,2014-09-23,3040.0
631,2014-09-24,3030.0
632,2014-09-25,3000.0
633,2014-09-26,2970.0
634,2014-09-27,2950.0
635,2014-09-28,2930.0
636,2014-09-29,2910.0
637,2014-09-30,2890.0
638,2014-10-01,2870.0
639,2014-10-02,2850.0
640,2014-10-03,2830.0
641,2014-10-04,2820.0
642,2014-10-05,2800.0
643,2014-10-06,2780.0
644,2014-10-07,2770.0
645,2014-10-08,2760.0
646,2014-10-09,2740.0
647,2014-10-10,2730.0
648,2014-10-11,2720.0
649,2014-10-12,2710.0
650,2014-10-13,2700.0
651,2014-10-14,2700.0
652,2014-10-15,2680.0
653,2014-10-16,2680.0
654,2014-10-17,2670.0
655,2014-10-18,2650.0
656,2014-10-19,2640.0
657,2014-10-20,2620.0
658,2014-10-21,2610.0
659,2014-10-22,2590.0
660,2014-10-23,2580.0
661,2014-10-24,2570.0
662,2014-10-25,2560.0
663,2014-10-26,2540.0
664,2014-10-27,2520.0
665,2014-10-28,2510.0
666,2014-10-29,2500.0
667,2014-10-30,2490.0
668,2014-10-31,2470.0
669,2014-11-01,2460.0
670,2014-11-02,2450.0
671,2014-11-03,2440.0
672,2014-11-04,2430.0
673,2014-11-05,2420.0
674,2014-11-06,2400.0
675,2014-11-07,2390.0
676,2014-11-08,2380.0
677,2014-11-09,2370.0
678,2014-11-10,2360.0
679,2014-11-11,2350.0
680,2014-11-12,2330.0
681,2014-11-13,2320.0
682,2014-11-14,2310.0
683,2014-11-15,2290.0
684,2014-11-16,2280.0
685,2014-11-17,2270.0
686,2014-11-18,2250.0
687,2014-11-19,2240.0
688,2014-11-20,2230.0
689,2014-11-21,2220.0
690,2014-11-22,2210.0
691,2014-11-23,2190.0
692,2014-11-24,2180.0
693,2014-11-25,2170.0
694,2014-11-26,2160.0
695,2014-11-27,2150.0
696,2014-11-28,2130.0
697,2014-11-29,2120.0
698,2014-11-30,2100.0
699,2014-12-01,2090.0
700,2014-12-02,2090.0
701,2014-12-03,2080.0
702,2014-12-04,2070.0
703,2014-12-05,2060.0
704,2014-12-06,2050.0
705,2014-12-07,2030.0
706,2014-12-08,2020.0
707,2014-12-09,2010.0
708,2014-12-10,2010.0
709,2014-12-11,1990.0
710,2014-12-12,1990.0
711,2014-12-13,1980.0
712,2014-12-14,1970.0
713,2014-12-15,1960.0
714,2014-12-16,1960.0
715,2014-12-17,1950.0
716,2014-12-18,1940.0
717,2014-12-19,1940.0
718,2014-12-20,1930.0
719,2014-12-21,1920.0
720,2014-12-22,1910.0
721,2014-12-23,1900.0
722,2014-12-24,1900.0
723,2014-12-25,1890.0
724,2014-12-26,1890.0
725,2014-12-27,1880.0
726,2014-12-28,1870.0
727,2014-12-29,1870.0
728,2014-12-30,1860.0
729,2014-12-31,1850.0
730,2015-01-01,1840.0
731,2015-01-02,1840.0
732,2015-01-03,1830.0
733,2015-01-04,1820.0
734,2015-01-05,1810.0
735,2015-01-06,1800.0
736,2015-01-07,1790.0
737,2015-01-08,1780.0
738,2015-01-09,1770.0
739,2015-01-10,1760.0
740,2015-01-11,1740.0
741,2015-01-12,1730.0
742,2015-01-13,1720.0
743,2015-01-14,1710.0
744,2015-01-15,1700.0
745,2015-01-16,1690.0
746,2015-01-17,1680.0
747,2015-01-18,1670.0
748,2015-01-19,1660.0
749,2015-01-20,1640.0
750,2015-01-21,1630.0
751,2015-01-22,1620.0
752,2015-01-23,1600.0
753,2015-01-24,1590.0
754,2015-01-25,1580.0
755,2015-01-26,1560.0
756,2015-01-27,1550.0
757,2015-01-28,1540.0
758,2015-01-29,1530.0
759,2015-01-30,1520.0
760,2015-01-31,1500.0
761,2015-02-01,1490.0
762,2015-02-02,1480.0
763,2015-02-03,1460.0
764,2015-02-04,1450.0
765,2015-02-05,1450.0
766,2015-02-06,1430.0
767,2015-02-07,1440.0
768,2015-02-08,1430.0
769,2015-02-09,1430.0
770,2015-02-10,1420.0
771,2015-02-11,1410.0
772,2015-02-12,1400.0
773,2015-02-13,1390.0
774,2015-02-14,1380.0
775,2015-02-15,1380.0
776,2015-02-16,1370.0
777,2015-02-17,1360.0
778,2015-02-18,1350.0
779,2015-02-19,1340.0
780,2015-02-20,1330.0
781,2015-02-21,1330.0
782,2015-02-22,1330.0
783,2015-02-23,1330.0
784,2015-02-24,1320.0
785,2015-02-25,1320.0
786,2015-02-26,1310.0
787,2015-02-27,1310.0
788,2015-02-28,1300.0
789,2015-03-01,1300.0
790,2015-03-02,1290.0
791,2015-03-03,1290.0
792,2015-03-04,1280.0
793,2015-03-05,1270.0
794,2015-03-06,1260.0
795,2015-03-07,1250.0
796,2015-03-08,1240.0
797,2015-03-09,1240.0
798,2015-03-10,1230.0
799,2015-03-11,1220.0
800,2015-03-12,1210.0
801,2015-03-13,1210.0
802,2015-03-14,1200.0
803,2015-03-15,1190.0
804,2015-03-16,1180.0
805,2015-03-17,1180.0
806,2015-03-18,1170.0
807,2015-03-19,1170.0
808,2015-03-20,1160.0
809,2015-03-21,1160.0
810,2015-03-22,1160.0
811,2015-03-23,1140.0
812,2015-03-24,1140.0
813,2015-03-25,1130.0
814,2015-03-26,1130.0
815,2015-03-27,1120.0
816,2015-03-28,1120.0
817,2015-03-29,1120.0
818,2015-03-30,1120.0
819,2015-03-31,1120.0
820,2015-04-01,1120.0
821,2015-04-02,1120.0
822,2015-04-03,1120.0
823,2015-04-04,1120.0
824,2015-04-05,1120.0
825,2015-04-06,1110.0
826,2015-04-07,1120.0
827,2015-04-08,1110.0
828,2015-04-09,1110.0
829,2015-04-10,1110.0
830,2015-04-11,1110.0
831,2015-04-12,1110.0
832,2015-04-13,1110.0
833,2015-04-14,1100.0
834,2015-04-15,1090.0
835,2015-04-16,1080.0
836,2015-04-17,1080.0
837,2015-04-18,1070.0
838,2015-04-19,1070.0
839,2015-04-20,1060.0
840,2015-04-21,1060.0
841,2015-04-22,1060.0
842,2015-04-23,1060.0
843,2015-04-24,1060.0
844,2015-04-25,1060.0
845,2015-04-26,1050.0
846,2015-04-27,1050.0
847,2015-04-28,1060.0
848,2015-04-29,1060.0
849,2015-04-30,1060.0
850,2015-05-01,1040.0
851,2015-05-02,1010.0
852,2015-05-03,996.0
853,2015-05-04,984.0
854,2015-05-05,974.0
855,2015-05-06,965.0
856,2015-05-07,954.0
857,2015-05-08,950.0
858,2015-05-09,943.0
859,2015-05-10,938.0
860,2015-05-11,934.0
861,2015-05-12,930.0
862,2015-05-13,925.0
863,2015-05-14,916.0
864,2015-05-15,904.0
865,2015-05-16,887.0
866,2015-05-17,875.0
867,2015-05-18,864.0
868,2015-05-19,856.0
869,2015-05-20,855.0
870,2015-05-21,851.0
871,2015-05-22,860.0
872,2015-05-23,889.0
873,2015-05-24,950.0
874,2015-05-25,1010.0
875,2015-05-26,1060.0
876,2015-05-27,1100.0
877,2015-05-28,1140.0
878,2015-05-29,1190.0
879,2015-05-30,1240.0
880,2015-05-31,1310.0
881,2015-06-01,1370.0
882,2015-06-02,1440.0
883,2015-06-03,1500.0
884,2015-06-04,1560.0
885,2015-06-05,1610.0
886,2015-06-06,1660.0
887,2015-06-07,1690.0
888,2015-06-08,1730.0
889,2015-06-09,1780.0
890,2015-06-10,1840.0
891,2015-06-11,1900.0
892,2015-06-12,1990.0
893,2015-06-13,2080.0
894,2015-06-14,2170.0
895,2015-06-15,2260.0
896,2015-06-16,2330.0
897,2015-06-17,2400.0
898,2015-06-18,2470.0
899,2015-06-19,2520.0
900,2015-06-20,2570.0
901,2015-06-21,2610.0
902,2015-06-22,2650.0
903,2015-06-23,2680.0
904,2015-06-24,2710.0
905,2015-06-25,2730.0
906,2015-06-26,2760.0
907,2015-06-27,2780.0
908,2015-06-28,2800.0
909,2015-06-29,2820.0
910,2015-06-30,2850.0
911,2015-07-01,2880.0
912,2015-07-02,2950.0
913,2015-07-03,3040.0
914,2015-07-04,3110.0
915,2015-07-05,3160.0
916,2015-07-06,3210.0
917,2015-07-07,3280.0
918,2015-07-08,3350.0
919,2015-07-09,3410.0
920,2015-07-10,3470.0
921,2015-07-11,3520.0
922,2015-07-12,3570.0
923,2015-07-13,3600.0
924,2015-07-14,3620.0
925,2015-07-15,3640.0
926,2015-07-16,3650.0
927,2015-07-17,3660.0
928,2015-07-18,3660.0
929,2015-07-19,3660.0
930,2015-07-20,3660.0
931,2015-07-21,3660.0
932,2015-07-22,3670.0
933,2015-07-23,3660.0
934,2015-07-24,3660.0
935,2015-07-25,3660.0
936,2015-07-26,3650.0
937,2015-07-27,3640.0
938,2015-07-28,3620.0
939,2015-07-29,3600.0
940,2015-07-30,3590.0
941,2015-07-31,3580.0
942,2015-08-01,3590.0
943,2015-08-02,3600.0
944,2015-08-03,3610.0
945,2015-08-04,3620.0
946,2015-08-05,3610.0
947,2015-08-06,3590.0
948,2015-08-07,3580.0
949,2015-08-08,3570.0
950,2015-08-09,3550.0
951,2015-08-10,3530.0
952,2015-08-11,3500.0
953,2015-08-12,3480.0
954,2015-08-13,3440.0
955,2015-08-14,3410.0
956,2015-08-15,3380.0
957,2015-08-16,3350.0
958,2015-08-17,3310.0
959,2015-08-18,3280.0
960,2015-08-19,3250.0
961,2015-08-20,3220.0
962,2015-08-21,3180.0
963,2015-08-22,3150.0
964,2015-08-23,3110.0
965,2015-08-24,3070.0
966,2015-08-25,3040.0
967,2015-08-26,3010.0
968,2015-08-27,2970.0
969,2015-08-28,2940.0
970,2015-08-29,2900.0
971,2015-08-30,2870.0
972,2015-08-31,2830.0
973,2015-09-01,2790.0
974,2015-09-02,2760.0
975,2015-09-03,2730.0
976,2015-09-04,2700.0
977,2015-09-05,2680.0
978,2015-09-06,2650.0
979,2015-09-07,2620.0
980,2015-09-08,2600.0
981,2015-09-09,2570.0
982,2015-09-10,2540.0
983,2015-09-11,2510.0
984,2015-09-12,2480.0
985,2015-09-13,2450.0
986,2015-09-14,2420.0
987,2015-09-15,2400.0
988,2015-09-16,2380.0
989,2015-09-17,2370.0
990,2015-09-18,2350.0
991,2015-09-19,2330.0
992,2015-09-20,2310.0
993,2015-09-21,2280.0
994,2015-09-22,2270.0
995,2015-09-23,2250.0
996,2015-09-24,2230.0
997,2015-09-25,2200.0
998,2015-09-26,2180.0
999,2015-09-27,2150.0
1000,2015-09-28,2130.0
1001,2015-09-29,2100.0
1002,2015-09-30,2080.0
1003,2015-10-01,2070.0
1004,2015-10-02,2060.0
1005,2015-10-03,2050.0
1006,2015-10-04,2060.0
1007,2015-10-05,2060.0
1008,2015-10-06,2060.0
1009,2015-10-07,2060.0
1010,2015-10-08,2060.0
1011,2015-10-09,2060.0
1012,2015-10-10,2060.0
1013,2015-10-11,2050.0
1014,2015-10-12,2050.0
1015,2015-10-13,2050.0
1016,2015-10-14,2050.0
1017,2015-10-15,2060.0
1018,2015-10-16,2070.0
1019,2015-10-17,2080.0
1020,2015-10-18,2100.0
1021,2015-10-19,2120.0
1022,2015-10-20,2130.0
1023,2015-10-21,2150.0
1024,2015-10-22,2160.0
1025,2015-10-23,2170.0
1026,2015-10-24,2170.0
1027,2015-10-25,2170.0
1028,2015-10-26,2160.0
1029,2015-10-27,2160.0
1030,2015-10-28,2150.0
