,datetime,LAKE_SABRINA_NR_BISHOP_CA.tsv
1031,2015-10-29,2150.0
1032,2015-10-30,2150.0
1033,2015-10-31,2140.0
1034,2015-11-01,2140.0
1035,2015-11-02,2140.0
1036,2015-11-03,2140.0
1037,2015-11-04,2140.0
1038,2015-11-05,2130.0
1039,2015-11-06,2130.0
1040,2015-11-07,2130.0
1041,2015-11-08,2130.0
1042,2015-11-09,2130.0
1043,2015-11-10,2130.0
1044,2015-11-11,2130.0
1045,2015-11-12,2130.0
1046,2015-11-13,2130.0
1047,2015-11-14,2130.0
1048,2015-11-15,2120.0
1049,2015-11-16,2120.0
1050,2015-11-17,2120.0
1051,2015-11-18,2120.0
1052,2015-11-19,2110.0
1053,2015-11-20,2110.0
1054,2015-11-21,2110.0
1055,2015-11-22,2110.0
1056,2015-11-23,2100.0
1057,2015-11-24,2100.0
1058,2015-11-25,2100.0
1059,2015-11-26,2090.0
1060,2015-11-27,2090.0
1061,2015-11-28,2080.0
1062,2015-11-29,2070.0
1063,2015-11-30,2060.0
1064,2015-12-01,2060.0
1065,2015-12-02,2060.0
1066,2015-12-03,2060.0
1067,2015-12-04,2050.0
1068,2015-12-05,2050.0
1069,2015-12-06,2040.0
1070,2015-12-07,2040.0
1071,2015-12-08,2030.0
1072,2015-12-09,2030.0
1073,2015-12-10,2030.0
1074,2015-12-11,2030.0
1075,2015-12-12,2030.0
1076,2015-12-13,2030.0
1077,2015-12-14,2030.0
1078,2015-12-15,2020.0
1079,2015-12-16,2010.0
1080,2015-12-17,2000.0
1081,2015-12-18,2000.0
1082,2015-12-19,1990.0
1083,2015-12-20,1990.0
1084,2015-12-21,1990.0
1085,2015-12-22,1990.0
1086,2015-12-23,1980.0
1087,2015-12-24,1980.0
1088,2015-12-25,1980.0
1089,2015-12-26,1970.0
1090,2015-12-27,1970.0
1091,2015-12-28,1970.0
1092,2015-12-29,1960.0
1093,2015-12-30,1960.0
1094,2015-12-31,1960.0
1095,2016-01-01,1950.0
1096,2016-01-02,1950.0
1097,2016-01-03,1950.0
1098,2016-01-04,1940.0
1099,2016-01-05,1950.0
1100,2016-01-06,1950.0
1101,2016-01-07,1950.0
1102,2016-01-08,1950.0
1103,2016-01-09,1950.0
1104,2016-01-10,1950.0
1105,2016-01-11,1950.0
1106,2016-01-12,1940.0
1107,2016-01-13,1940.0
1108,2016-01-14,1940.0
1109,2016-01-15,1930.0
1110,2016-01-16,1930.0
1111,2016-01-17,1930.0
1112,2016-01-18,1930.0
1113,2016-01-19,1930.0
1114,2016-01-20,1930.0
1115,2016-01-21,1930.0
1116,2016-01-22,1930.0
1117,2016-01-23,1940.0
1118,2016-01-24,1940.0
1119,2016-01-25,1940.0
1120,2016-01-26,1940.0
1121,2016-01-27,1930.0
1122,2016-01-28,1940.0
1123,2016-01-29,1930.0
1124,2016-01-30,1950.0
1125,2016-01-31,1970.0
1126,2016-02-01,1980.0
1127,2016-02-02,1980.0
1128,2016-02-03,1990.0
1129,2016-02-04,1990.0
1130,2016-02-05,1990.0
1131,2016-02-06,1990.0
1132,2016-02-07,1990.0
1133,2016-02-08,1990.0
1134,2016-02-09,1990.0
1135,2016-02-10,1990.0
1136,2016-02-11,2000.0
1137,2016-02-12,1990.0
1138,2016-02-13,1990.0
1139,2016-02-14,1990.0
1140,2016-02-15,1990.0
1141,2016-02-16,1990.0
1142,2016-02-17,2000.0
1143,2016-02-18,2010.0
1144,2016-02-19,2010.0
1145,2016-02-20,2010.0
1146,2016-02-21,2020.0
1147,2016-02-22,2020.0
1148,2016-02-23,2020.0
1149,2016-02-24,2020.0
1150,2016-02-25,2020.0
1151,2016-02-26,2020.0
1152,2016-02-27,2030.0
1153,2016-02-28,2030.0
1154,2016-02-29,2030.0
1155,2016-03-01,2040.0
1156,2016-03-02,2040.0
1157,2016-03-03,2040.0
1158,2016-03-04,2050.0
1159,2016-03-05,2060.0
1160,2016-03-06,2080.0
1161,2016-03-07,2080.0
1162,2016-03-08,2090.0
1163,2016-03-09,2100.0
1164,2016-03-10,2110.0
1165,2016-03-11,2120.0
1166,2016-03-12,2120.0
1167,2016-03-13,2130.0
1168,2016-03-14,2130.0
1169,2016-03-15,2130.0
1170,2016-03-16,2120.0
1171,2016-03-17,2120.0
1172,2016-03-18,2120.0
1173,2016-03-19,2120.0
1174,2016-03-20,2120.0
1175,2016-03-21,2120.0
1176,2016-03-22,2110.0
1177,2016-03-23,2110.0
1178,2016-03-24,2100.0
1179,2016-03-25,2090.0
1180,2016-03-26,2080.0
1181,2016-03-27,2080.0
1182,2016-03-28,2080.0
1183,2016-03-29,2080.0
1184,2016-03-30,2080.0
1185,2016-03-31,2070.0
1186,2016-04-01,2070.0
1187,2016-04-02,2070.0
1188,2016-04-03,2070.0
1189,2016-04-04,2070.0
1190,2016-04-05,2080.0
1191,2016-04-06,2080.0
1192,2016-04-07,2090.0
1193,2016-04-08,2100.0
1194,2016-04-09,2110.0
1195,2016-04-10,2120.0
1196,2016-04-11,2120.0
1197,2016-04-12,2130.0
1198,2016-04-13,2140.0
1199,2016-04-14,2140.0
1200,2016-04-15,2140.0
1201,2016-04-16,2130.0
1202,2016-04-17,2120.0
1203,2016-04-18,2120.0
1204,2016-04-19,2130.0
1205,2016-04-20,2140.0
1206,2016-04-21,2170.0
1207,2016-04-22,2190.0
1208,2016-04-23,2200.0
1209,2016-04-24,2220.0
1210,2016-04-25,2220.0
1211,2016-04-26,2220.0
1212,2016-04-27,2230.0
1213,2016-04-28,2230.0
1214,2016-04-29,2220.0
1215,2016-04-30,2220.0
1216,2016-05-01,2200.0
1217,2016-05-02,2170.0
1218,2016-05-03,2150.0
1219,2016-05-04,2130.0
1220,2016-05-05,2120.0
1221,2016-05-06,2120.0
1222,2016-05-07,2110.0
1223,2016-05-08,2100.0
1224,2016-05-09,2100.0
1225,2016-05-10,2120.0
1226,2016-05-11,2160.0
1227,2016-05-12,2220.0
1228,2016-05-13,2310.0
1229,2016-05-14,2420.0
1230,2016-05-15,2500.0
1231,2016-05-16,2580.0
1232,2016-05-17,2650.0
1233,2016-05-18,2710.0
1234,2016-05-19,2790.0
1235,2016-05-20,2850.0
1236,2016-05-21,2890.0
1237,2016-05-22,2920.0
1238,2016-05-23,2940.0
1239,2016-05-24,2960.0
1240,2016-05-25,2980.0
1241,2016-05-26,3010.0
1242,2016-05-27,3050.0
1243,2016-05-28,3090.0
1244,2016-05-29,3140.0
1245,2016-05-30,3210.0
1246,2016-05-31,3300.0
1247,2016-06-01,3440.0
1248,2016-06-02,3620.0
1249,2016-06-03,3840.0
1250,2016-06-04,4060.0
1251,2016-06-05,4290.0
1252,2016-06-06,4550.0
1253,2016-06-07,4810.0
1254,2016-06-08,5070.0
1255,2016-06-09,5290.0
1256,2016-06-10,5490.0
1257,2016-06-11,5660.0
1258,2016-06-12,5900.0
1259,2016-06-13,6070.0
1260,2016-06-14,6200.0
1261,2016-06-15,6330.0
1262,2016-06-16,6440.0
1263,2016-06-17,6550.0
1264,2016-06-18,6650.0
1265,2016-06-19,6750.0
1266,2016-06-20,6870.0
1267,2016-06-21,7060.0
1268,2016-06-22,7290.0
1269,2016-06-23,7460.0
1270,2016-06-24,7490.0
1271,2016-06-25,7490.0
1272,2016-06-26,7480.0
1273,2016-06-27,7480.0
1274,2016-06-28,7500.0
1275,2016-06-29,7500.0
1276,2016-06-30,7500.0
1277,2016-07-01,7500.0
1278,2016-07-02,7490.0
1279,2016-07-03,7480.0
1280,2016-07-04,7470.0
1281,2016-07-05,7460.0
1282,2016-07-06,7460.0
1283,2016-07-07,7450.0
1284,2016-07-08,7440.0
1285,2016-07-09,7440.0
1286,2016-07-10,7430.0
1287,2016-07-11,7430.0
1288,2016-07-12,7420.0
1289,2016-07-13,7420.0
1290,2016-07-14,7420.0
1291,2016-07-15,7420.0
1292,2016-07-16,7420.0
1293,2016-07-17,7420.0
1294,2016-07-18,7420.0
1295,2016-07-19,7410.0
1296,2016-07-20,7390.0
1297,2016-07-21,7380.0
1298,2016-07-22,7360.0
1299,2016-07-23,7350.0
1300,2016-07-24,7320.0
1301,2016-07-25,7290.0
1302,2016-07-26,7260.0
1303,2016-07-27,7240.0
1304,2016-07-28,7220.0
1305,2016-07-29,7220.0
1306,2016-07-30,7230.0
1307,2016-07-31,7230.0
1308,2016-08-01,7220.0
1309,2016-08-02,7200.0
1310,2016-08-03,7180.0
1311,2016-08-04,7160.0
1312,2016-08-05,7130.0
1313,2016-08-06,7080.0
1314,2016-08-07,7030.0
1315,2016-08-08,6980.0
1316,2016-08-09,6920.0
1317,2016-08-10,6860.0
1318,2016-08-11,6780.0
1319,2016-08-12,6710.0
1320,2016-08-13,6630.0
1321,2016-08-14,6550.0
1322,2016-08-15,6480.0
1323,2016-08-16,6390.0
1324,2016-08-17,6310.0
1325,2016-08-18,6230.0
1326,2016-08-19,6190.0
1327,2016-08-20,6110.0
1328,2016-08-21,6030.0
1329,2016-08-22,5940.0
1330,2016-08-23,5850.0
1331,2016-08-24,5750.0
1332,2016-08-25,5640.0
1333,2016-08-26,5560.0
1334,2016-08-27,5470.0
1335,2016-08-28,5390.0
1336,2016-08-29,5310.0
1337,2016-08-30,5220.0
1338,2016-08-31,5140.0
1339,2016-09-01,5090.0
1340,2016-09-02,5060.0
1341,2016-09-03,5040.0
1342,2016-09-04,5020.0
1343,2016-09-05,5000.0
1344,2016-09-06,4980.0
1345,2016-09-07,4960.0
1346,2016-09-08,4930.0
1347,2016-09-09,4890.0
1348,2016-09-10,4860.0
1349,2016-09-11,4840.0
1350,2016-09-12,4810.0
1351,2016-09-13,4770.0
1352,2016-09-14,4740.0
1353,2016-09-15,4710.0
1354,2016-09-16,4680.0
1355,2016-09-17,4650.0
1356,2016-09-18,4620.0
1357,2016-09-19,4590.0
1358,2016-09-20,4570.0
1359,2016-09-21,4540.0
1360,2016-09-22,4510.0
1361,2016-09-23,4470.0
1362,2016-09-24,4450.0
1363,2016-09-25,4420.0
1364,2016-09-26,4380.0
1365,2016-09-27,4340.0
1366,2016-09-28,4300.0
1367,2016-09-29,4270.0
1368,2016-09-30,4240.0
1369,2016-10-01,4210.0
1370,2016-10-02,4190.0
1371,2016-10-03,4170.0
1372,2016-10-04,4140.0
1373,2016-10-05,4110.0
1374,2016-10-06,4090.0
1375,2016-10-07,4070.0
1376,2016-10-08,4050.0
1377,2016-10-09,4030.0
1378,2016-10-10,4010.0
1379,2016-10-11,3980.0
1380,2016-10-12,3970.0
1381,2016-10-13,3960.0
1382,2016-10-14,3940.0
1383,2016-10-15,3920.0
1384,2016-10-16,3920.0
1385,2016-10-17,3900.0
1386,2016-10-18,3880.0
1387,2016-10-19,3850.0
1388,2016-10-20,3820.0
1389,2016-10-21,3790.0
1390,2016-10-22,3750.0
1391,2016-10-23,3720.0
1392,2016-10-24,3700.0
1393,2016-10-25,3680.0
1394,2016-10-26,3660.0
1395,2016-10-27,3640.0
1396,2016-10-28,3670.0
1397,2016-10-29,3670.0
1398,2016-10-30,3720.0
1399,2016-10-31,3740.0
1400,2016-11-01,3740.0
1401,2016-11-02,3730.0
1402,2016-11-03,3720.0
1403,2016-11-04,3710.0
1404,2016-11-05,3710.0
1405,2016-11-06,3700.0
1406,2016-11-07,3700.0
1407,2016-11-08,3690.0
1408,2016-11-09,3680.0
1409,2016-11-10,3670.0
1410,2016-11-11,3660.0
1411,2016-11-12,3640.0
1412,2016-11-13,3630.0
1413,2016-11-14,3610.0
1414,2016-11-15,3580.0
1415,2016-11-16,3570.0
1416,2016-11-17,3550.0
1417,2016-11-18,3530.0
1418,2016-11-19,3510.0
1419,2016-11-20,3500.0
1420,2016-11-21,3470.0
1421,2016-11-22,3450.0
1422,2016-11-23,3430.0
1423,2016-11-24,3410.0
1424,2016-11-25,3380.0
1425,2016-11-26,3360.0
1426,2016-11-27,3340.0
1427,2016-11-28,3320.0
1428,2016-11-29,3290.0
1429,2016-11-30,3270.0
1430,2016-12-01,3240.0
1431,2016-12-02,3230.0
1432,2016-12-03,3200.0
1433,2016-12-04,3180.0
1434,2016-12-05,3170.0
1435,2016-12-06,3140.0
1436,2016-12-07,3120.0
1437,2016-12-08,3100.0
1438,2016-12-09,3090.0
1439,2016-12-10,3070.0
1440,2016-12-11,3050.0
1441,2016-12-12,3030.0
1442,2016-12-13,3030.0
1443,2016-12-14,3010.0
1444,2016-12-15,3000.0
1445,2016-12-16,3000.0
1446,2016-12-17,2990.0
1447,2016-12-18,2970.0
1448,2016-12-19,2950.0
1449,2016-12-20,2940.0
1450,2016-12-21,2920.0
1451,2016-12-22,2920.0
1452,2016-12-23,2920.0
1453,2016-12-24,2920.0
1454,2016-12-25,2890.0
1455,2016-12-26,2870.0
1456,2016-12-27,2850.0
1457,2016-12-28,2830.0
1458,2016-12-29,2820.0
1459,2016-12-30,2810.0
1460,2016-12-31,2800.0
1461,2017-01-01,2790.0
1462,2017-01-02,2770.0
1463,2017-01-03,2760.0
1464,2017-01-04,2780.0
1465,2017-01-05,2790.0
1466,2017-01-06,2800.0
1467,2017-01-07,2840.0
1468,2017-01-08,2910.0
1469,2017-01-09,2980.0
1470,2017-01-10,3030.0
1471,2017-01-11,3090.0
1472,2017-01-12,3140.0
1473,2017-01-13,3170.0
1474,2017-01-14,3190.0
1475,2017-01-15,3190.0
1476,2017-01-16,3190.0
1477,2017-01-17,3200.0
1478,2017-01-18,3200.0
1479,2017-01-19,3220.0
1480,2017-01-20,3230.0
1481,2017-01-21,3240.0
1482,2017-01-22,3280.0
1483,2017-01-23,3310.0
1484,2017-01-24,3340.0
1485,2017-01-25,3350.0
1486,2017-01-26,3360.0
1487,2017-01-27,3360.0
1488,2017-01-28,3360.0
1489,2017-01-29,3360.0
1490,2017-01-30,3360.0
1491,2017-01-31,3360.0
1492,2017-02-01,3350.0
1493,2017-02-02,3340.0
1494,2017-02-03,3350.0
1495,2017-02-04,3340.0
1496,2017-02-05,3340.0
1497,2017-02-06,3330.0
1498,2017-02-07,3370.0
1499,2017-02-08,3390.0
1500,2017-02-09,3400.0
1501,2017-02-10,3430.0
1502,2017-02-11,3440.0
1503,2017-02-12,3450.0
1504,2017-02-13,3460.0
1505,2017-02-14,3460.0
1506,2017-02-15,3460.0
1507,2017-02-16,3460.0
1508,2017-02-17,3460.0
1509,2017-02-18,3460.0
1510,2017-02-19,3460.0
1511,2017-02-20,3450.0
1512,2017-02-21,3440.0
1513,2017-02-22,3430.0
1514,2017-02-23,3420.0
1515,2017-02-24,3410.0
1516,2017-02-25,3390.0
1517,2017-02-26,3360.0
1518,2017-02-27,3310.0
1519,2017-02-28,3240.0
1520,2017-03-01,3170.0
1521,2017-03-02,3110.0
1522,2017-03-03,3040.0
1523,2017-03-04,2970.0
1524,2017-03-05,2920.0
1525,2017-03-06,2850.0
1526,2017-03-07,2780.0
1527,2017-03-08,2710.0
1528,2017-03-09,2620.0
1529,2017-03-10,2590.0
1530,2017-03-11,2570.0
1531,2017-03-12,2550.0
1532,2017-03-13,2520.0
1533,2017-03-14,2490.0
1534,2017-03-15,2460.0
1535,2017-03-16,2440.0
1536,2017-03-17,2410.0
1537,2017-03-18,2390.0
1538,2017-03-19,2360.0
1539,2017-03-20,2340.0
1540,2017-03-21,2330.0
1541,2017-03-22,2310.0
1542,2017-03-23,2270.0
1543,2017-03-24,2240.0
1544,2017-03-25,2210.0
1545,2017-03-26,2170.0
1546,2017-03-27,2140.0
1547,2017-03-28,2090.0
1548,2017-03-29,2060.0
1549,2017-03-30,2060.0
1550,2017-03-31,2050.0
1551,2017-04-01,2050.0
1552,2017-04-02,2040.0
1553,2017-04-03,2040.0
1554,2017-04-04,2050.0
1555,2017-04-05,2050.0
1556,2017-04-06,2040.0
1557,2017-04-07,2060.0
1558,2017-04-08,2050.0
1559,2017-04-09,2010.0
1560,2017-04-10,1940.0
1561,2017-04-11,1840.0
1562,2017-04-12,1760.0
1563,2017-04-13,1670.0
1564,2017-04-14,1580.0
1565,2017-04-15,1500.0
1566,2017-04-16,1420.0
1567,2017-04-17,1350.0
1568,2017-04-18,1290.0
1569,2017-04-19,1230.0
1570,2017-04-20,1160.0
1571,2017-04-21,1100.0
1572,2017-04-22,1030.0
1573,2017-04-23,966.0
1574,2017-04-24,917.0
1575,2017-04-25,872.0
1576,2017-04-26,851.0
1577,2017-04-27,854.0
1578,2017-04-28,853.0
1579,2017-04-29,846.0
1580,2017-04-30,840.0
1581,2017-05-01,846.0
1582,2017-05-02,866.0
1583,2017-05-03,910.0
1584,2017-05-04,992.0
1585,2017-05-05,1100.0
1586,2017-05-06,1180.0
1587,2017-05-07,1220.0
1588,2017-05-08,1200.0
1589,2017-05-09,1140.0
1590,2017-05-10,1110.0
1591,2017-05-11,1100.0
1592,2017-05-12,1110.0
1593,2017-05-13,1100.0
1594,2017-05-14,1070.0
1595,2017-05-15,1020.0
1596,2017-05-16,887.0
1597,2017-05-17,723.0
1598,2017-05-18,571.0
1599,2017-05-19,434.0
1600,2017-05-20,350.0
1601,2017-05-21,316.0
1602,2017-05-22,326.0
1603,2017-05-23,358.0
1604,2017-05-24,419.0
1605,2017-05-25,509.0
1606,2017-05-26,576.0
1607,2017-05-27,622.0
1608,2017-05-28,693.0
1609,2017-05-29,805.0
1610,2017-05-30,923.0
1611,2017-05-31,1040.0
1612,2017-06-01,1110.0
1613,2017-06-02,1200.0
1614,2017-06-03,1340.0
1615,2017-06-04,1510.0
1616,2017-06-05,1720.0
1617,2017-06-06,1940.0
1618,2017-06-07,2150.0
1619,2017-06-08,2360.0
1620,2017-06-09,2520.0
1621,2017-06-10,2650.0
1622,2017-06-11,2740.0
1623,2017-06-12,2740.0
1624,2017-06-13,2670.0
1625,2017-06-14,2590.0
1626,2017-06-15,2570.0
1627,2017-06-16,2620.0
1628,2017-06-17,2840.0
1629,2017-06-18,3200.0
1630,2017-06-19,3690.0
1631,2017-06-20,4140.0
1632,2017-06-21,4580.0
1633,2017-06-22,4930.0
1634,2017-06-23,5190.0
1635,2017-06-24,5440.0
1636,2017-06-25,5640.0
1637,2017-06-26,5860.0
1638,2017-06-27,6020.0
1639,2017-06-28,6090.0
1640,2017-06-29,6120.0
1641,2017-06-30,6140.0
1642,2017-07-01,6190.0
1643,2017-07-02,6280.0
1644,2017-07-03,6390.0
1645,2017-07-04,6490.0
1646,2017-07-05,6560.0
1647,2017-07-06,6610.0
1648,2017-07-07,6650.0
1649,2017-07-08,6700.0
1650,2017-07-09,6770.0
1651,2017-07-10,6840.0
1652,2017-07-11,6880.0
1653,2017-07-12,6830.0
1654,2017-07-13,6770.0
1655,2017-07-14,6730.0
1656,2017-07-15,6670.0
1657,2017-07-16,6590.0
1658,2017-07-17,6580.0
1659,2017-07-18,6570.0
1660,2017-07-19,6550.0
1661,2017-07-20,6630.0
1662,2017-07-21,6730.0
1663,2017-07-22,6810.0
1664,2017-07-23,6890.0
1665,2017-07-24,7000.0
1666,2017-07-25,7100.0
1667,2017-07-26,7170.0
1668,2017-07-27,7220.0
1669,2017-07-28,7250.0
1670,2017-07-29,7290.0
1671,2017-07-30,7310.0
1672,2017-07-31,7320.0
1673,2017-08-01,7310.0
1674,2017-08-02,7300.0
1675,2017-08-03,7300.0
1676,2017-08-04,7370.0
1677,2017-08-05,7410.0
1678,2017-08-06,7410.0
1679,2017-08-07,7390.0
1680,2017-08-08,7370.0
1681,2017-08-09,7330.0
1682,2017-08-10,7290.0
1683,2017-08-11,7250.0
1684,2017-08-12,7240.0
1685,2017-08-13,7210.0
1686,2017-08-14,7200.0
1687,2017-08-15,7210.0
1688,2017-08-16,7210.0
1689,2017-08-17,7210.0
1690,2017-08-18,7210.0
1691,2017-08-19,7210.0
1692,2017-08-20,7200.0
1693,2017-08-21,7190.0
1694,2017-08-22,7180.0
1695,2017-08-23,7160.0
1696,2017-08-24,7140.0
1697,2017-08-25,7110.0
1698,2017-08-26,7090.0
1699,2017-08-27,7060.0
1700,2017-08-28,7040.0
1701,2017-08-29,7020.0
1702,2017-08-30,7020.0
1703,2017-08-31,7030.0
1704,2017-09-01,7040.0
1705,2017-09-02,7050.0
1706,2017-09-03,7040.0
1707,2017-09-04,7030.0
1708,2017-09-05,7020.0
1709,2017-09-06,7000.0
1710,2017-09-07,6970.0
1711,2017-09-08,6940.0
1712,2017-09-09,6910.0
1713,2017-09-10,6870.0
1714,2017-09-11,6830.0
1715,2017-09-12,6790.0
1716,2017-09-13,6750.0
1717,2017-09-14,6710.0
1718,2017-09-15,6670.0
1719,2017-09-16,6620.0
1720,2017-09-17,6560.0
1721,2017-09-18,6500.0
1722,2017-09-19,6440.0
1723,2017-09-20,6360.0
1724,2017-09-21,6310.0
1725,2017-09-22,6240.0
1726,2017-09-23,6180.0
1727,2017-09-24,6110.0
1728,2017-09-25,6050.0
1729,2017-09-26,6000.0
1730,2017-09-27,5950.0
1731,2017-09-28,5900.0
1732,2017-09-29,5870.0
1733,2017-09-30,5850.0
1734,2017-10-01,5840.0
1735,2017-10-02,5820.0
1736,2017-10-03,5800.0
1737,2017-10-04,5780.0
1738,2017-10-05,5750.0
1739,2017-10-06,5730.0
1740,2017-10-07,5710.0
1741,2017-10-08,5690.0
1742,2017-10-09,5660.0
1743,2017-10-10,5640.0
1744,2017-10-11,5610.0
1745,2017-10-12,5590.0
1746,2017-10-13,5560.0
1747,2017-10-14,5550.0
1748,2017-10-15,5530.0
1749,2017-10-16,5510.0
1750,2017-10-17,5490.0
1751,2017-10-18,5480.0
1752,2017-10-19,5470.0
1753,2017-10-20,5450.0
1754,2017-10-21,5440.0
1755,2017-10-22,5420.0
1756,2017-10-23,5410.0
1757,2017-10-24,5390.0
1758,2017-10-25,5380.0
1759,2017-10-26,5360.0
1760,2017-10-27,5350.0
1761,2017-10-28,5330.0
1762,2017-10-29,5320.0
1763,2017-10-30,5300.0
1764,2017-10-31,5290.0
1765,2017-11-01,5280.0
1766,2017-11-02,5270.0
1767,2017-11-03,5260.0
1768,2017-11-04,5250.0
1769,2017-11-05,5240.0
1770,2017-11-06,5230.0
1771,2017-11-07,5210.0
1772,2017-11-08,5190.0
1773,2017-11-09,5150.0
1774,2017-11-10,5130.0
1775,2017-11-11,5110.0
1776,2017-11-12,5100.0
1777,2017-11-13,5090.0
1778,2017-11-14,5070.0
1779,2017-11-15,5070.0
1780,2017-11-16,5080.0
1781,2017-11-17,5080.0
1782,2017-11-18,5080.0
1783,2017-11-19,5080.0
1784,2017-11-20,5070.0
1785,2017-11-21,5070.0
1786,2017-11-22,5070.0
1787,2017-11-23,5070.0
1788,2017-11-24,5060.0
1789,2017-11-25,5060.0
1790,2017-11-26,5070.0
1791,2017-11-27,5050.0
1792,2017-11-28,5050.0
1793,2017-11-29,5050.0
1794,2017-11-30,5040.0
1795,2017-12-01,5030.0
1796,2017-12-02,5030.0
1797,2017-12-03,5020.0
1798,2017-12-04,5000.0
1799,2017-12-05,4990.0
1800,2017-12-06,4980.0
1801,2017-12-07,4960.0
1802,2017-12-08,4950.0
1803,2017-12-09,4930.0
1804,2017-12-10,4920.0
1805,2017-12-11,4900.0
1806,2017-12-12,4880.0
1807,2017-12-13,4860.0
1808,2017-12-14,4850.0
1809,2017-12-15,4830.0
1810,2017-12-16,4810.0
1811,2017-12-17,4790.0
1812,2017-12-18,4770.0
1813,2017-12-19,4760.0
1814,2017-12-20,4740.0
1815,2017-12-21,4730.0
1816,2017-12-22,4720.0
1817,2017-12-23,4700.0
1818,2017-12-24,4680.0
1819,2017-12-25,4680.0
1820,2017-12-26,4660.0
1821,2017-12-27,4650.0
1822,2017-12-28,4640.0
1823,2017-12-29,4630.0
1824,2017-12-30,4620.0
1825,2017-12-31,4610.0
1826,2018-01-01,4600.0
