,datetime,MOSES_LAKE_AT_MOSES_LAKE__WA.
1131,2014-02-05,1042.75
1132,2014-02-06,1042.74
1133,2014-02-07,1042.73
1134,2014-02-08,1042.72
1135,2014-02-09,1042.73
1136,2014-02-10,1042.73
1137,2014-02-11,1042.72
1138,2014-02-12,1042.74
1139,2014-02-13,1042.75
1140,2014-02-14,1042.76
1141,2014-02-15,1042.77
1142,2014-02-16,1042.77
1143,2014-02-17,1042.77
1144,2014-02-18,1042.77
1145,2014-02-19,1042.77
1146,2014-02-20,1042.77
1147,2014-02-21,1042.77
1148,2014-02-22,1042.77
1149,2014-02-23,1042.78
1150,2014-02-24,1042.79
1151,2014-02-25,1042.81
1152,2014-02-26,1042.82
1153,2014-02-27,1042.84
1154,2014-02-28,1042.86
1155,2014-03-01,1042.88
1156,2014-03-02,1042.91
1157,2014-03-03,1042.95
1158,2014-03-04,1042.98
1159,2014-03-05,1043.01
1160,2014-03-06,1043.07
1161,2014-03-07,1043.11
1162,2014-03-08,1043.1
1163,2014-03-09,1043.09
1164,2014-03-10,1043.08
1165,2014-03-11,1043.06
1166,2014-03-12,1043.04
1167,2014-03-13,1043.02
1168,2014-03-14,1043.01
1169,2014-03-15,1042.99
1170,2014-03-16,1042.97
1171,2014-03-17,1042.97
1172,2014-03-18,1042.92
1173,2014-03-19,1042.92
1174,2014-03-20,1042.89
1175,2014-03-21,1042.87
1176,2014-03-22,1042.85
1177,2014-03-23,1042.93
1178,2014-03-24,1043.0
1179,2014-03-25,1043.19
1180,2014-03-26,1043.5
1181,2014-03-27,1043.77
1182,2014-03-28,1043.98
1183,2014-03-29,1044.26
1184,2014-03-30,1044.56
1185,2014-03-31,1044.81
1186,2014-04-01,1045.04
1187,2014-04-02,1045.27
1188,2014-04-03,1045.5
1189,2014-04-04,1045.75
1190,2014-04-05,1045.97
1191,2014-04-06,1046.17
1192,2014-04-07,1046.32
1193,2014-04-08,1046.39
1194,2014-04-09,1046.4
1195,2014-04-10,1046.4
1196,2014-04-11,1046.45
1197,2014-04-12,1046.49
1198,2014-04-13,1046.51
1199,2014-04-14,1046.65
1200,2014-04-15,1046.73
1201,2014-04-16,1046.72
1202,2014-04-17,1046.72
1203,2014-04-18,1046.74
1204,2014-04-19,1046.74
1205,2014-04-20,1046.73
1206,2014-04-21,1046.74
1207,2014-04-22,1046.76
1208,2014-04-23,1046.75
1209,2014-04-24,1046.77
1210,2014-04-25,1046.77
1211,2014-04-26,1046.72
1212,2014-04-27,1046.67
1213,2014-04-28,1046.65
1214,2014-04-29,1046.71
1215,2014-04-30,1046.74
1216,2014-05-01,1046.76
1217,2014-05-02,1046.76
1218,2014-05-03,1046.75
1219,2014-05-04,1046.77
1220,2014-05-05,1046.76
1221,2014-05-06,1046.74
1222,2014-05-07,1046.7
1223,2014-05-08,1046.67
1224,2014-05-09,1046.68
1225,2014-05-10,1046.7
1226,2014-05-11,1046.73
1227,2014-05-12,1046.75
1228,2014-05-13,1046.74
1229,2014-05-14,1046.7
1230,2014-05-15,1046.72
1231,2014-05-16,1046.69
1232,2014-05-17,1046.7
1233,2014-05-18,1046.74
1234,2014-05-19,1046.77
1235,2014-05-20,1046.76
1236,2014-05-21,1046.76
1237,2014-05-22,1046.75
1238,2014-05-23,1046.78
1239,2014-05-24,1046.79
1240,2014-05-25,1046.78
1241,2014-05-26,1046.78
1242,2014-05-27,1046.76
1243,2014-05-28,1046.76
1244,2014-05-29,1046.74
1245,2014-05-30,1046.73
1246,2014-05-31,1046.72
1247,2014-06-01,1046.74
1248,2014-06-02,1046.75
1249,2014-06-03,1046.76
1250,2014-06-04,1046.79
1251,2014-06-05,1046.79
1252,2014-06-06,1046.77
1253,2014-06-07,1046.74
1254,2014-06-08,1046.72
1255,2014-06-09,1046.71
1256,2014-06-10,1046.68
1257,2014-06-11,1046.69
1258,2014-06-12,1046.76
1259,2014-06-13,1046.76
1260,2014-06-14,1046.72
1261,2014-06-15,1046.72
1262,2014-06-16,1046.74
1263,2014-06-17,1046.75
1264,2014-06-18,1046.74
1265,2014-06-19,1046.71
1266,2014-06-20,1046.72
1267,2014-06-21,1046.71
1268,2014-06-22,1046.72
1269,2014-06-23,1046.73
1270,2014-06-24,1046.74
1271,2014-06-25,1046.74
1272,2014-06-26,1046.75
1273,2014-06-27,1046.75
1274,2014-06-28,1046.75
1275,2014-06-29,1046.75
1276,2014-06-30,1046.75
1277,2014-07-01,1046.76
1278,2014-07-02,1046.76
1279,2014-07-03,1046.76
1280,2014-07-04,1046.75
1281,2014-07-05,1046.76
1282,2014-07-06,1046.76
1283,2014-07-07,1046.77
1284,2014-07-08,1046.77
1285,2014-07-09,1046.78
1286,2014-07-10,1046.78
1287,2014-07-11,1046.78
1288,2014-07-12,1046.78
1289,2014-07-13,1046.78
1290,2014-07-14,1046.79
1291,2014-07-15,1046.78
1292,2014-07-16,1046.78
1293,2014-07-17,1046.77
1294,2014-07-18,1046.75
1295,2014-07-19,1046.73
1296,2014-07-20,1046.72
1297,2014-07-21,1046.71
1298,2014-07-22,1046.72
1299,2014-07-23,1046.73
1300,2014-07-24,1046.72
1301,2014-07-25,1046.73
1302,2014-07-26,1046.74
1303,2014-07-27,1046.76
1304,2014-07-28,1046.77
1305,2014-07-29,1046.76
1306,2014-07-30,1046.76
1307,2014-07-31,1046.76
1308,2014-08-01,1046.75
1309,2014-08-02,1046.75
1310,2014-08-03,1046.74
1311,2014-08-04,1046.74
1312,2014-08-05,1046.74
1313,2014-08-06,1046.73
1314,2014-08-07,1046.72
1315,2014-08-08,1046.71
1316,2014-08-09,1046.7
1317,2014-08-10,1046.71
1318,2014-08-11,1046.71
1319,2014-08-12,1046.71
1320,2014-08-13,1046.72
1321,2014-08-14,1046.73
1322,2014-08-15,1046.75
1323,2014-08-16,1046.69
1324,2014-08-17,1046.7
1325,2014-08-18,1046.71
1326,2014-08-19,1046.73
1327,2014-08-20,1046.73
1328,2014-08-21,1046.74
1329,2014-08-22,1046.74
1330,2014-08-23,1046.73
1331,2014-08-24,1046.75
1332,2014-08-25,1046.75
1333,2014-08-26,1046.75
1334,2014-08-27,1046.75
1335,2014-08-28,1046.76
1336,2014-08-29,1046.76
1337,2014-08-30,1046.75
1338,2014-08-31,1046.74
1339,2014-09-01,1046.74
1340,2014-09-02,1046.75
1341,2014-09-03,1046.75
1342,2014-09-04,1046.75
1343,2014-09-05,1046.78
1344,2014-09-06,1046.79
1345,2014-09-07,1046.77
1346,2014-09-08,1046.75
1347,2014-09-09,1046.71
1348,2014-09-10,1046.69
1349,2014-09-11,1046.7
1350,2014-09-12,1046.77
1351,2014-09-13,1046.73
1352,2014-09-14,1046.69
1353,2014-09-15,1046.68
1354,2014-09-16,1046.69
1355,2014-09-17,1046.74
1356,2014-09-18,1046.77
1357,2014-09-19,1046.77
1358,2014-09-20,1046.78
1359,2014-09-21,1046.77
1360,2014-09-22,1046.77
1361,2014-09-23,1046.78
1362,2014-09-24,1046.77
1363,2014-09-25,1046.76
1364,2014-09-26,1046.75
1365,2014-09-27,1046.76
1366,2014-09-28,1046.75
1367,2014-09-29,1046.74
1368,2014-09-30,1046.73
1369,2014-10-01,1046.71
1370,2014-10-02,1046.7
1371,2014-10-03,1046.73
1372,2014-10-04,1046.77
1373,2014-10-05,1046.78
1374,2014-10-06,1046.75
1375,2014-10-07,1046.76
1376,2014-10-08,1046.73
1377,2014-10-09,1046.72
1378,2014-10-10,1046.74
1379,2014-10-11,1046.77
1380,2014-10-12,1046.79
1381,2014-10-13,1046.81
1382,2014-10-14,1046.76
1383,2014-10-15,1046.77
1384,2014-10-16,1046.78
1385,2014-10-17,1046.78
1386,2014-10-18,1046.79
1387,2014-10-19,1046.8
1388,2014-10-20,1046.81
1389,2014-10-21,1046.8
1390,2014-10-22,1046.78
1391,2014-10-23,1046.84
1392,2014-10-24,1046.83
1393,2014-10-25,1046.8
1394,2014-10-26,1046.76
1395,2014-10-27,1046.72
1396,2014-10-28,1046.7
1397,2014-10-29,1046.7
1398,2014-10-30,1046.71
1399,2014-10-31,1046.74
1400,2014-11-01,1046.8
1401,2014-11-02,1046.75
1402,2014-11-03,1046.68
1403,2014-11-04,1046.36
1404,2014-11-05,1046.06
1405,2014-11-06,1045.77
1406,2014-11-07,1045.51
1407,2014-11-08,1045.28
1408,2014-11-09,1045.08
1409,2014-11-10,1044.89
1410,2014-11-11,1044.71
1411,2014-11-12,1044.54
1412,2014-11-13,1044.4
1413,2014-11-14,1044.27
1414,2014-11-15,1044.16
1415,2014-11-16,1044.06
1416,2014-11-17,1043.97
1417,2014-11-18,1043.88
1418,2014-11-19,1043.81
1419,2014-11-20,1043.75
1420,2014-11-21,1043.7
1421,2014-11-22,1043.67
1422,2014-11-23,1043.62
1423,2014-11-24,1043.57
1424,2014-11-25,1043.54
1425,2014-11-26,1043.51
1426,2014-11-27,1043.47
1427,2014-11-28,1043.43
1428,2014-11-29,1043.42
1429,2014-11-30,1043.36
1430,2014-12-01,1043.32
1431,2014-12-02,1043.29
1432,2014-12-03,1043.26
1433,2014-12-04,1043.24
1434,2014-12-05,1043.22
1435,2014-12-06,1043.21
1436,2014-12-07,1043.2
1437,2014-12-08,1043.18
1438,2014-12-09,1043.17
1439,2014-12-10,1043.16
1440,2014-12-11,1043.16
1441,2014-12-12,1043.14
1442,2014-12-13,1043.12
1443,2014-12-14,1043.11
1444,2014-12-15,1043.09
1445,2014-12-16,1043.08
1446,2014-12-17,1043.07
1447,2014-12-18,1043.06
1448,2014-12-19,1043.05
1449,2014-12-20,1043.06
1450,2014-12-21,1043.06
1451,2014-12-22,1043.04
1452,2014-12-23,1043.03
1453,2014-12-24,1043.02
1454,2014-12-25,1043.01
1455,2014-12-26,1042.99
1456,2014-12-27,1042.98
1457,2014-12-28,1042.97
1458,2014-12-29,1042.96
1459,2014-12-30,1042.93
1460,2014-12-31,1042.92
1461,2015-01-01,1042.91
1462,2015-01-02,1042.9
1463,2015-01-03,1042.89
1464,2015-01-04,1042.88
1465,2015-01-05,1042.88
1466,2015-01-06,1042.87
1467,2015-01-07,1042.87
1468,2015-01-08,1042.86
1469,2015-01-09,1042.86
1470,2015-01-10,1042.85
1471,2015-01-11,1042.85
1472,2015-01-12,1042.84
1473,2015-01-13,1042.84
1474,2015-01-14,1042.83
1475,2015-01-15,1042.83
1476,2015-01-16,1042.84
1477,2015-01-17,1042.85
1478,2015-01-18,1042.89
1479,2015-01-19,1042.89
1480,2015-01-20,1042.88
1481,2015-01-21,1042.87
1482,2015-01-22,1042.87
1483,2015-01-23,1042.86
1484,2015-01-24,1042.86
1485,2015-01-25,1042.85
1486,2015-01-26,1042.85
1487,2015-01-27,1042.84
1488,2015-01-28,1042.84
1489,2015-01-29,1042.83
1490,2015-01-30,1042.83
1491,2015-01-31,1042.82
1492,2015-02-01,1042.82
1493,2015-02-02,1042.83
1494,2015-02-03,1042.83
1495,2015-02-04,1042.84
1496,2015-02-05,1042.86
1497,2015-02-06,1042.88
1498,2015-02-07,1042.93
1499,2015-02-08,1042.96
1500,2015-02-09,1042.98
1501,2015-02-10,1043.0
1502,2015-02-11,1043.02
1503,2015-02-12,1043.05
1504,2015-02-13,1043.08
1505,2015-02-14,1043.12
1506,2015-02-15,1043.14
1507,2015-02-16,1043.17
1508,2015-02-17,1043.2
1509,2015-02-18,1043.23
1510,2015-02-19,1043.26
1511,2015-02-20,1043.29
1512,2015-02-21,1043.31
1513,2015-02-22,1043.33
1514,2015-02-23,1043.36
1515,2015-02-24,1043.39
1516,2015-02-25,1043.42
1517,2015-02-26,1043.45
1518,2015-02-27,1043.48
1519,2015-02-28,1043.48
1520,2015-03-01,1043.52
1521,2015-03-02,1043.56
1522,2015-03-03,1043.52
1523,2015-03-04,1043.51
1524,2015-03-05,1043.52
1525,2015-03-06,1043.53
1526,2015-03-07,1043.54
1527,2015-03-08,1043.54
1528,2015-03-09,1043.53
1529,2015-03-10,1043.52
1530,2015-03-11,1043.5
1531,2015-03-12,1043.5
1532,2015-03-13,1043.48
1533,2015-03-14,1043.46
1534,2015-03-15,1043.49
1535,2015-03-16,1043.48
1536,2015-03-17,1043.45
1537,2015-03-18,1043.42
1538,2015-03-19,1043.39
1539,2015-03-20,1043.34
1540,2015-03-21,1043.29
1541,2015-03-22,1043.25
1542,2015-03-23,1043.2
1543,2015-03-24,1043.36
1544,2015-03-25,1043.59
1545,2015-03-26,1043.76
1546,2015-03-27,1043.69
1547,2015-03-28,1043.6
