,datetime,MOSES_LAKE_AT_MOSES_LAKE__WA.
155,2011-06-05,1046.75
156,2011-06-06,1046.77
157,2011-06-07,1046.79
158,2011-06-08,1046.74
159,2011-06-09,1046.74
160,2011-06-10,1046.74
161,2011-06-11,1046.74
162,2011-06-12,1046.73
163,2011-06-13,1046.72
164,2011-06-14,1046.7
165,2011-06-15,1046.7
166,2011-06-16,1046.69
167,2011-06-17,1046.69
168,2011-06-18,1046.7
169,2011-06-19,1046.7
170,2011-06-20,1046.7
171,2011-06-21,1046.7
172,2011-06-22,1046.7
173,2011-06-23,1046.69
174,2011-06-24,1046.68
175,2011-06-25,1046.69
176,2011-06-26,1046.7
177,2011-06-27,1046.72
178,2011-06-28,1046.73
179,2011-06-29,1046.74
180,2011-06-30,1046.74
181,2011-07-01,1046.76
182,2011-07-02,1046.79
183,2011-07-03,1046.81
184,2011-07-04,1046.81
185,2011-07-05,1046.8
186,2011-07-06,1046.79
187,2011-07-07,1046.77
188,2011-07-08,1046.74
189,2011-07-09,1046.72
190,2011-07-10,1046.74
191,2011-07-11,1046.76
192,2011-07-12,1046.76
193,2011-07-13,1046.76
194,2011-07-14,1046.75
195,2011-07-15,1046.75
196,2011-07-16,1046.75
197,2011-07-17,1046.75
198,2011-07-18,1046.74
199,2011-07-19,1046.75
200,2011-07-20,1046.73
201,2011-07-21,1046.71
202,2011-07-22,1046.71
203,2011-07-23,1046.72
204,2011-07-24,1046.73
205,2011-07-25,1046.75
206,2011-07-26,1046.75
207,2011-07-27,1046.75
208,2011-07-28,1046.76
209,2011-07-29,1046.76
210,2011-07-30,1046.77
211,2011-07-31,1046.77
212,2011-08-01,1046.77
213,2011-08-02,1046.78
214,2011-08-03,1046.77
215,2011-08-04,1046.78
216,2011-08-05,1046.78
217,2011-08-06,1046.78
218,2011-08-07,1046.78
219,2011-08-08,1046.79
220,2011-08-09,1046.79
221,2011-08-10,1046.79
222,2011-08-11,1046.79
223,2011-08-12,1046.8
224,2011-08-13,1046.8
225,2011-08-14,1046.8
226,2011-08-15,1046.79
227,2011-08-16,1046.79
228,2011-08-17,1046.8
229,2011-08-18,1046.81
230,2011-08-19,1046.82
231,2011-08-20,1046.84
232,2011-08-21,1046.85
233,2011-08-22,1046.86
234,2011-08-23,1046.87
235,2011-08-24,1046.89
236,2011-08-25,1046.9
237,2011-08-26,1046.92
238,2011-08-27,1046.94
239,2011-08-28,1046.98
240,2011-08-29,1046.98
241,2011-08-30,1046.99
242,2011-08-31,1047.0
243,2011-09-01,1047.0
244,2011-09-02,1046.97
245,2011-09-03,1046.79
246,2011-09-04,1046.78
247,2011-09-05,1046.78
248,2011-09-06,1046.78
249,2011-09-07,1046.77
250,2011-09-08,1046.74
251,2011-09-09,1046.75
252,2011-09-10,1046.74
253,2011-09-11,1046.74
254,2011-09-12,1046.75
255,2011-09-13,1046.75
256,2011-09-14,1046.75
257,2011-09-15,1046.75
258,2011-09-16,1046.74
259,2011-09-17,1046.73
260,2011-09-18,1046.73
261,2011-09-19,1046.74
262,2011-09-20,1046.73
263,2011-09-21,1046.72
264,2011-09-22,1046.72
265,2011-09-23,1046.72
266,2011-09-24,1046.73
267,2011-09-25,1046.73
268,2011-09-26,1046.73
269,2011-09-27,1046.74
270,2011-09-28,1046.74
271,2011-09-29,1046.74
272,2011-09-30,1046.75
273,2011-10-01,1046.76
274,2011-10-02,1046.76
275,2011-10-03,1046.77
276,2011-10-04,1046.77
277,2011-10-05,1046.78
278,2011-10-06,1046.77
279,2011-10-07,1046.75
280,2011-10-08,1046.73
281,2011-10-09,1046.74
282,2011-10-10,1046.76
283,2011-10-11,1046.76
284,2011-10-12,1046.76
285,2011-10-13,1046.77
286,2011-10-14,1046.78
287,2011-10-15,1046.79
288,2011-10-16,1046.8
289,2011-10-17,1046.8
290,2011-10-18,1046.79
291,2011-10-19,1046.78
292,2011-10-20,1046.76
293,2011-10-21,1046.75
294,2011-10-22,1046.75
295,2011-10-23,1046.74
296,2011-10-24,1046.76
297,2011-10-25,1046.77
298,2011-10-26,1046.78
299,2011-10-27,1046.79
300,2011-10-28,1046.79
301,2011-10-29,1046.78
302,2011-10-30,1046.77
303,2011-10-31,1046.75
304,2011-11-01,1046.72
305,2011-11-02,1046.72
306,2011-11-03,1046.73
307,2011-11-04,1046.71
308,2011-11-05,1046.71
309,2011-11-06,1046.72
310,2011-11-07,1046.59
311,2011-11-08,1046.0
312,2011-11-09,1045.46
313,2011-11-10,1045.04
314,2011-11-11,1044.68
315,2011-11-12,1044.37
316,2011-11-13,1044.13
317,2011-11-14,1043.93
318,2011-11-15,1043.75
319,2011-11-16,1043.6
320,2011-11-17,1043.46
321,2011-11-18,1043.36
322,2011-11-19,1043.29
323,2011-11-20,1043.23
324,2011-11-21,1043.15
325,2011-11-22,1043.07
326,2011-11-23,1043.02
327,2011-11-24,1042.97
328,2011-11-25,1042.92
329,2011-11-26,1042.87
330,2011-11-27,1042.83
331,2011-11-28,1042.79
332,2011-11-29,1042.76
333,2011-11-30,1042.75
334,2011-12-01,1042.71
335,2011-12-02,1042.73
336,2011-12-03,1042.75
337,2011-12-04,1042.76
338,2011-12-05,1042.76
339,2011-12-06,1042.75
340,2011-12-07,1042.74
341,2011-12-08,1042.71
342,2011-12-09,1042.68
343,2011-12-10,1042.64
344,2011-12-11,1042.62
345,2011-12-12,1042.59
346,2011-12-13,1042.57
347,2011-12-14,1042.54
348,2011-12-15,1042.52
349,2011-12-16,1042.51
350,2011-12-17,1042.49
351,2011-12-18,1042.48
352,2011-12-19,1042.46
353,2011-12-20,1042.46
354,2011-12-21,1042.44
355,2011-12-22,1042.4348484848485
356,2011-12-23,1042.429696969697
357,2011-12-24,1042.4245454545455
358,2011-12-25,1042.419393939394
359,2011-12-26,1042.4142424242425
360,2011-12-27,1042.409090909091
361,2011-12-28,1042.4039393939395
362,2011-12-29,1042.398787878788
363,2011-12-30,1042.3936363636365
364,2011-12-31,1042.388484848485
365,2012-01-01,1042.3833333333334
366,2012-01-02,1042.378181818182
367,2012-01-03,1042.3730303030304
368,2012-01-04,1042.367878787879
369,2012-01-05,1042.3627272727274
370,2012-01-06,1042.357575757576
371,2012-01-07,1042.3524242424241
372,2012-01-08,1042.3472727272726
373,2012-01-09,1042.3421212121211
374,2012-01-10,1042.3369696969696
375,2012-01-11,1042.331818181818
376,2012-01-12,1042.3266666666666
377,2012-01-13,1042.321515151515
378,2012-01-14,1042.3163636363636
379,2012-01-15,1042.311212121212
380,2012-01-16,1042.3060606060606
381,2012-01-17,1042.300909090909
382,2012-01-18,1042.2957575757575
383,2012-01-19,1042.290606060606
384,2012-01-20,1042.2854545454545
385,2012-01-21,1042.280303030303
386,2012-01-22,1042.2751515151515
387,2012-01-23,1042.27
388,2012-01-24,1042.27
389,2012-01-25,1042.26
390,2012-01-26,1042.27
391,2012-01-27,1042.27
392,2012-01-28,1042.27
393,2012-01-29,1042.26
394,2012-01-30,1042.26
395,2012-01-31,1042.26
396,2012-02-01,1042.27
397,2012-02-02,1042.27
398,2012-02-03,1042.27
399,2012-02-04,1042.27
400,2012-02-05,1042.27
401,2012-02-06,1042.27
402,2012-02-07,1042.27
403,2012-02-08,1042.28
404,2012-02-09,1042.31
405,2012-02-10,1042.34
406,2012-02-11,1042.39
407,2012-02-12,1042.43
408,2012-02-13,1042.46
409,2012-02-14,1042.5
410,2012-02-15,1042.53
411,2012-02-16,1042.56
412,2012-02-17,1042.59
413,2012-02-18,1042.64
414,2012-02-19,1042.67
415,2012-02-20,1042.69
416,2012-02-21,1042.73
417,2012-02-22,1042.82
418,2012-02-23,1042.8
419,2012-02-24,1042.82
420,2012-02-25,1042.87
421,2012-02-26,1042.91
422,2012-02-27,1042.91
423,2012-02-28,1042.92
424,2012-02-29,1042.96
425,2012-03-01,1043.0
426,2012-03-02,1043.01
427,2012-03-03,1043.06
428,2012-03-04,1043.08
429,2012-03-05,1043.12
430,2012-03-06,1043.18
431,2012-03-07,1043.09
432,2012-03-08,1043.08
433,2012-03-09,1043.07
434,2012-03-10,1043.07
435,2012-03-11,1043.08
436,2012-03-12,1043.08
437,2012-03-13,1043.06
438,2012-03-14,1043.03
439,2012-03-15,1042.99
440,2012-03-16,1042.99
441,2012-03-17,1042.97
442,2012-03-18,1042.95
443,2012-03-19,1042.92
444,2012-03-20,1042.92
445,2012-03-21,1043.01
446,2012-03-22,1043.17
447,2012-03-23,1043.27
448,2012-03-24,1043.33
449,2012-03-25,1043.41
450,2012-03-26,1043.49
451,2012-03-27,1043.56
452,2012-03-28,1043.64
453,2012-03-29,1043.72
454,2012-03-30,1043.82
455,2012-03-31,1043.89
456,2012-04-01,1043.94
457,2012-04-02,1044.12
458,2012-04-03,1044.32
459,2012-04-04,1044.46
460,2012-04-05,1044.64
461,2012-04-06,1044.8
462,2012-04-07,1045.0
463,2012-04-08,1045.26
464,2012-04-09,1045.5
465,2012-04-10,1045.73
466,2012-04-11,1045.99
467,2012-04-12,1046.21
468,2012-04-13,1046.4
469,2012-04-14,1046.5
470,2012-04-15,1046.6
471,2012-04-16,1046.69
472,2012-04-17,1046.72
473,2012-04-18,1046.73
474,2012-04-19,1046.73
475,2012-04-20,1046.72
476,2012-04-21,1046.72
477,2012-04-22,1046.73
478,2012-04-23,1046.74
479,2012-04-24,1046.76
480,2012-04-25,1046.71
481,2012-04-26,1046.71
482,2012-04-27,1046.7
483,2012-04-28,1046.69
484,2012-04-29,1046.69
485,2012-04-30,1046.72
486,2012-05-01,1046.75
487,2012-05-02,1046.78
488,2012-05-03,1046.8
489,2012-05-04,1046.81
490,2012-05-05,1046.81
491,2012-05-06,1046.81
492,2012-05-07,1046.82
493,2012-05-08,1046.76
494,2012-05-09,1046.74
495,2012-05-10,1046.7
496,2012-05-11,1046.71
497,2012-05-12,1046.71
498,2012-05-13,1046.73
499,2012-05-14,1046.74
500,2012-05-15,1046.72
501,2012-05-16,1046.7
502,2012-05-17,1046.69
503,2012-05-18,1046.68
504,2012-05-19,1046.68
505,2012-05-20,1046.69
506,2012-05-21,1046.71
507,2012-05-22,1046.7
508,2012-05-23,1046.71
509,2012-05-24,1046.73
510,2012-05-25,1046.73
511,2012-05-26,1046.7
512,2012-05-27,1046.71
513,2012-05-28,1046.72
514,2012-05-29,1046.72
515,2012-05-30,1046.72
516,2012-05-31,1046.73
517,2012-06-01,1046.74
518,2012-06-02,1046.78
519,2012-06-03,1046.76
520,2012-06-04,1046.81
521,2012-06-05,1046.74
522,2012-06-06,1046.71
523,2012-06-07,1046.71
524,2012-06-08,1046.64
525,2012-06-09,1046.68
526,2012-06-10,1046.69
527,2012-06-11,1046.75
528,2012-06-12,1046.73
529,2012-06-13,1046.75
530,2012-06-14,1046.76
531,2012-06-15,1046.76
532,2012-06-16,1046.76
533,2012-06-17,1046.75
534,2012-06-18,1046.73
535,2012-06-19,1046.7
536,2012-06-20,1046.68
537,2012-06-21,1046.68
538,2012-06-22,1046.69
539,2012-06-23,1046.69
540,2012-06-24,1046.7
541,2012-06-25,1046.71
542,2012-06-26,1046.74
543,2012-06-27,1046.73
544,2012-06-28,1046.69
545,2012-06-29,1046.66
546,2012-06-30,1046.66
547,2012-07-01,1046.68
548,2012-07-02,1046.68
549,2012-07-03,1046.67
550,2012-07-04,1046.66
551,2012-07-05,1046.67
552,2012-07-06,1046.67
553,2012-07-07,1046.68
554,2012-07-08,1046.69
555,2012-07-09,1046.69
556,2012-07-10,1046.71
557,2012-07-11,1046.71
558,2012-07-12,1046.72
559,2012-07-13,1046.72
560,2012-07-14,1046.71
561,2012-07-15,1046.72
562,2012-07-16,1046.72
563,2012-07-17,1046.75
564,2012-07-18,1046.71
565,2012-07-19,1046.67
566,2012-07-20,1046.68
567,2012-07-21,1046.7
568,2012-07-22,1046.69
569,2012-07-23,1046.69
570,2012-07-24,1046.7
571,2012-07-25,1046.65
572,2012-07-26,1046.62
573,2012-07-27,1046.6264285714285
574,2012-07-28,1046.6328571428571
575,2012-07-29,1046.6392857142857
576,2012-07-30,1046.6457142857141
577,2012-07-31,1046.6521428571427
578,2012-08-01,1046.6585714285713
579,2012-08-02,1046.665
580,2012-08-03,1046.6714285714286
581,2012-08-04,1046.6778571428572
582,2012-08-05,1046.6842857142858
583,2012-08-06,1046.6907142857142
584,2012-08-07,1046.6971428571428
585,2012-08-08,1046.7035714285714
586,2012-08-09,1046.71
587,2012-08-10,1046.71
588,2012-08-11,1046.72
589,2012-08-12,1046.73
590,2012-08-13,1046.73
591,2012-08-14,1046.74
592,2012-08-15,1046.74
593,2012-08-16,1046.72
594,2012-08-17,1046.73
595,2012-08-18,1046.74
596,2012-08-19,1046.75
597,2012-08-20,1046.76
598,2012-08-21,1046.77
599,2012-08-22,1046.77
600,2012-08-23,1046.78
601,2012-08-24,1046.77
602,2012-08-25,1046.78
603,2012-08-26,1046.78
604,2012-08-27,1046.79
605,2012-08-28,1046.8
606,2012-08-29,1046.79
607,2012-08-30,1046.78
608,2012-08-31,1046.77
609,2012-09-01,1046.74
610,2012-09-02,1046.71
611,2012-09-03,1046.71
612,2012-09-04,1046.72
613,2012-09-05,1046.72
614,2012-09-06,1046.73
615,2012-09-07,1046.73
616,2012-09-08,1046.74
617,2012-09-09,1046.73
618,2012-09-10,1046.72
619,2012-09-11,1046.71
620,2012-09-12,1046.71
621,2012-09-13,1046.71
622,2012-09-14,1046.72
623,2012-09-15,1046.73
624,2012-09-16,1046.73
625,2012-09-17,1046.73
626,2012-09-18,1046.74
627,2012-09-19,1046.75
628,2012-09-20,1046.75
629,2012-09-21,1046.76
630,2012-09-22,1046.77
631,2012-09-23,1046.79
632,2012-09-24,1046.8
633,2012-09-25,1046.8
634,2012-09-26,1046.8
635,2012-09-27,1046.74
636,2012-09-28,1046.71
637,2012-09-29,1046.69
638,2012-09-30,1046.7
639,2012-10-01,1046.71
640,2012-10-02,1046.73
641,2012-10-03,1046.7
642,2012-10-04,1046.69
643,2012-10-05,1046.69
644,2012-10-06,1046.7
645,2012-10-07,1046.71
646,2012-10-08,1046.72
647,2012-10-09,1046.72
648,2012-10-10,1046.73
649,2012-10-11,1046.73
650,2012-10-12,1046.74
651,2012-10-13,1046.75
652,2012-10-14,1046.76
653,2012-10-15,1046.78
654,2012-10-16,1046.79
655,2012-10-17,1046.75
656,2012-10-18,1046.73
657,2012-10-19,1046.71
658,2012-10-20,1046.71
659,2012-10-21,1046.73
660,2012-10-22,1046.78
661,2012-10-23,1046.71
662,2012-10-24,1046.64
663,2012-10-25,1046.77
664,2012-10-26,1046.8
665,2012-10-27,1046.75
666,2012-10-28,1046.68
667,2012-10-29,1046.64
668,2012-10-30,1046.72
669,2012-10-31,1046.76
670,2012-11-01,1046.73
671,2012-11-02,1046.7
672,2012-11-03,1046.68
673,2012-11-04,1046.69
674,2012-11-05,1046.55
675,2012-11-06,1046.23
676,2012-11-07,1045.35
677,2012-11-08,1045.01
678,2012-11-09,1044.65
679,2012-11-10,1044.36
680,2012-11-11,1044.13
681,2012-11-12,1043.97
682,2012-11-13,1043.79
683,2012-11-14,1043.64
684,2012-11-15,1043.51
685,2012-11-16,1043.39
686,2012-11-17,1043.29
687,2012-11-18,1043.24
688,2012-11-19,1043.15
689,2012-11-20,1043.08
690,2012-11-21,1043.03
691,2012-11-22,1042.97
692,2012-11-23,1042.92
693,2012-11-24,1042.87
694,2012-11-25,1042.83
695,2012-11-26,1042.79
696,2012-11-27,1042.74
697,2012-11-28,1042.69
698,2012-11-29,1042.66
699,2012-11-30,1042.64
700,2012-12-01,1042.61
701,2012-12-02,1042.61
702,2012-12-03,1042.59
703,2012-12-04,1042.6
704,2012-12-05,1042.58
705,2012-12-06,1042.56
706,2012-12-07,1042.56
707,2012-12-08,1042.53
708,2012-12-09,1042.51
709,2012-12-10,1042.5
710,2012-12-11,1042.48
711,2012-12-12,1042.48
712,2012-12-13,1042.47
713,2012-12-14,1042.46
714,2012-12-15,1042.45
715,2012-12-16,1042.45
716,2012-12-17,1042.46
717,2012-12-18,1042.46
718,2012-12-19,1042.44
719,2012-12-20,1042.43
720,2012-12-21,1042.43
721,2012-12-22,1042.42
722,2012-12-23,1042.42
723,2012-12-24,1042.43
724,2012-12-25,1042.43
725,2012-12-26,1042.43
726,2012-12-27,1042.42
727,2012-12-28,1042.41
728,2012-12-29,1042.4
729,2012-12-30,1042.39
730,2012-12-31,1042.38
731,2013-01-01,1042.37
732,2013-01-02,1042.36
733,2013-01-03,1042.34
734,2013-01-04,1042.33
735,2013-01-05,1042.33
736,2013-01-06,1042.32
737,2013-01-07,1042.32
738,2013-01-08,1042.33
739,2013-01-09,1042.33
740,2013-01-10,1042.34
741,2013-01-11,1042.33
742,2013-01-12,1042.3
743,2013-01-13,1042.29
744,2013-01-14,1042.29
745,2013-01-15,1042.28
746,2013-01-16,1042.26
747,2013-01-17,1042.26
748,2013-01-18,1042.25
749,2013-01-19,1042.24
750,2013-01-20,1042.24
751,2013-01-21,1042.24
752,2013-01-22,1042.23
753,2013-01-23,1042.22
754,2013-01-24,1042.21
755,2013-01-25,1042.21
756,2013-01-26,1042.21
757,2013-01-27,1042.22
758,2013-01-28,1042.22
759,2013-01-29,1042.23
760,2013-01-30,1042.23
761,2013-01-31,1042.25
762,2013-02-01,1042.26
763,2013-02-02,1042.28
764,2013-02-03,1042.32
765,2013-02-04,1042.35
766,2013-02-05,1042.39
767,2013-02-06,1042.42
768,2013-02-07,1042.46
769,2013-02-08,1042.5
770,2013-02-09,1042.53
771,2013-02-10,1042.55
772,2013-02-11,1042.58
773,2013-02-12,1042.61
774,2013-02-13,1042.66
775,2013-02-14,1042.69
776,2013-02-15,1042.72
777,2013-02-16,1042.76
778,2013-02-17,1042.8
779,2013-02-18,1042.83
780,2013-02-19,1042.86
781,2013-02-20,1042.89
782,2013-02-21,1042.92
783,2013-02-22,1042.96
784,2013-02-23,1043.01
785,2013-02-24,1043.02
786,2013-02-25,1043.06
787,2013-02-26,1043.08
788,2013-02-27,1043.1
789,2013-02-28,1043.13
790,2013-03-01,1043.18
791,2013-03-02,1043.22
792,2013-03-03,1043.25
793,2013-03-04,1043.26
794,2013-03-05,1043.26
795,2013-03-06,1043.26
796,2013-03-07,1043.3
797,2013-03-08,1043.3
798,2013-03-09,1043.31
799,2013-03-10,1043.32
800,2013-03-11,1043.31
801,2013-03-12,1043.29
802,2013-03-13,1043.3
803,2013-03-14,1043.29
804,2013-03-15,1043.28
805,2013-03-16,1043.27
806,2013-03-17,1043.26
807,2013-03-18,1043.23
808,2013-03-19,1043.18
809,2013-03-20,1043.15
810,2013-03-21,1043.19
811,2013-03-22,1043.24
812,2013-03-23,1043.32
813,2013-03-24,1043.49
814,2013-03-25,1043.62
815,2013-03-26,1043.79
816,2013-03-27,1044.02
817,2013-03-28,1044.21
818,2013-03-29,1044.4
819,2013-03-30,1044.54
820,2013-03-31,1044.67
821,2013-04-01,1044.83
822,2013-04-02,1045.15
823,2013-04-03,1045.51
824,2013-04-04,1045.88
825,2013-04-05,1046.21
826,2013-04-06,1046.5
827,2013-04-07,1046.7
828,2013-04-08,1046.78
829,2013-04-09,1046.8
830,2013-04-10,1046.81
831,2013-04-11,1046.77
832,2013-04-12,1046.73
833,2013-04-13,1046.74
834,2013-04-14,1046.72
835,2013-04-15,1046.73
836,2013-04-16,1046.72
837,2013-04-17,1046.7
838,2013-04-18,1046.68
839,2013-04-19,1046.76
840,2013-04-20,1046.77
841,2013-04-21,1046.78
842,2013-04-22,1046.79
843,2013-04-23,1046.77
844,2013-04-24,1046.69
845,2013-04-25,1046.65
846,2013-04-26,1046.66
847,2013-04-27,1046.69
848,2013-04-28,1046.71
849,2013-04-29,1046.76
850,2013-04-30,1046.68
851,2013-05-01,1046.69
852,2013-05-02,1046.72
853,2013-05-03,1046.67
854,2013-05-04,1046.62
855,2013-05-05,1046.7
856,2013-05-06,1046.76
857,2013-05-07,1046.79
858,2013-05-08,1046.79
859,2013-05-09,1046.78
860,2013-05-10,1046.76
861,2013-05-11,1046.75
862,2013-05-12,1046.74
863,2013-05-13,1046.72
864,2013-05-14,1046.73
865,2013-05-15,1046.76
866,2013-05-16,1046.79
867,2013-05-17,1046.79
868,2013-05-18,1046.78
869,2013-05-19,1046.79
870,2013-05-20,1046.8
871,2013-05-21,1046.81
872,2013-05-22,1046.68
873,2013-05-23,1046.63
874,2013-05-24,1046.71
875,2013-05-25,1046.74
876,2013-05-26,1046.78
877,2013-05-27,1046.81
878,2013-05-28,1046.79
879,2013-05-29,1046.8
880,2013-05-30,1046.81
881,2013-05-31,1046.96
882,2013-06-01,1046.93
883,2013-06-02,1046.82
884,2013-06-03,1046.71
885,2013-06-04,1046.71
886,2013-06-05,1046.72
887,2013-06-06,1046.72
888,2013-06-07,1046.71
889,2013-06-08,1046.68
890,2013-06-09,1046.66
891,2013-06-10,1046.64
892,2013-06-11,1046.65
893,2013-06-12,1046.68
894,2013-06-13,1046.7
895,2013-06-14,1046.72
896,2013-06-15,1046.76
897,2013-06-16,1046.79
898,2013-06-17,1046.8
899,2013-06-18,1046.76
900,2013-06-19,1046.7
901,2013-06-20,1046.74
902,2013-06-21,1046.76
903,2013-06-22,1046.72
904,2013-06-23,1046.69
905,2013-06-24,1046.69
906,2013-06-25,1046.71
907,2013-06-26,1046.72
908,2013-06-27,1046.73
909,2013-06-28,1046.74
910,2013-06-29,1046.75
911,2013-06-30,1046.76
912,2013-07-01,1046.77
913,2013-07-02,1046.75
914,2013-07-03,1046.73
915,2013-07-04,1046.71
916,2013-07-05,1046.7
917,2013-07-06,1046.7
918,2013-07-07,1046.71
919,2013-07-08,1046.71
920,2013-07-09,1046.72
921,2013-07-10,1046.73
922,2013-07-11,1046.72
923,2013-07-12,1046.72
924,2013-07-13,1046.71
925,2013-07-14,1046.72
926,2013-07-15,1046.73
927,2013-07-16,1046.72
928,2013-07-17,1046.72
929,2013-07-18,1046.73
930,2013-07-19,1046.74
931,2013-07-20,1046.74
932,2013-07-21,1046.74
933,2013-07-22,1046.75
934,2013-07-23,1046.75
935,2013-07-24,1046.76
936,2013-07-25,1046.77
937,2013-07-26,1046.77
938,2013-07-27,1046.77
939,2013-07-28,1046.76
940,2013-07-29,1046.77
941,2013-07-30,1046.76
942,2013-07-31,1046.76
943,2013-08-01,1046.74
944,2013-08-02,1046.76
945,2013-08-03,1046.76
946,2013-08-04,1046.76
947,2013-08-05,1046.75
948,2013-08-06,1046.74
949,2013-08-07,1046.73
950,2013-08-08,1046.72
951,2013-08-09,1046.72
952,2013-08-10,1046.72
953,2013-08-11,1046.75
954,2013-08-12,1046.76
955,2013-08-13,1046.77
956,2013-08-14,1046.79
957,2013-08-15,1046.79
958,2013-08-16,1046.77
959,2013-08-17,1046.73
960,2013-08-18,1046.72
961,2013-08-19,1046.72
962,2013-08-20,1046.72
963,2013-08-21,1046.73
964,2013-08-22,1046.74
965,2013-08-23,1046.75
966,2013-08-24,1046.76
967,2013-08-25,1046.78
968,2013-08-26,1046.78
969,2013-08-27,1046.78
970,2013-08-28,1046.78
971,2013-08-29,1046.78
972,2013-08-30,1046.77
973,2013-08-31,1046.76
974,2013-09-01,1046.76
975,2013-09-02,1046.74
976,2013-09-03,1046.75
977,2013-09-04,1046.78
978,2013-09-05,1046.78
979,2013-09-06,1046.83
980,2013-09-07,1046.8
981,2013-09-08,1046.75
982,2013-09-09,1046.71
983,2013-09-10,1046.71
984,2013-09-11,1046.7
985,2013-09-12,1046.69
986,2013-09-13,1046.75
987,2013-09-14,1046.78
988,2013-09-15,1046.72
989,2013-09-16,1046.72
990,2013-09-17,1046.71
991,2013-09-18,1046.69
992,2013-09-19,1046.69
993,2013-09-20,1046.68
994,2013-09-21,1046.67
995,2013-09-22,1046.69
996,2013-09-23,1046.71
997,2013-09-24,1046.74
998,2013-09-25,1046.76
999,2013-09-26,1046.76
1000,2013-09-27,1046.76
1001,2013-09-28,1046.76
1002,2013-09-29,1046.76
1003,2013-09-30,1046.78
1004,2013-10-01,1046.8
1005,2013-10-02,1046.8
1006,2013-10-03,1046.8
1007,2013-10-04,1046.78
1008,2013-10-05,1046.75
1009,2013-10-06,1046.73
1010,2013-10-07,1046.71
1011,2013-10-08,1046.68
1012,2013-10-09,1046.66
1013,2013-10-10,1046.69
1014,2013-10-11,1046.72
1015,2013-10-12,1046.75
1016,2013-10-13,1046.76
1017,2013-10-14,1046.76
1018,2013-10-15,1046.76
1019,2013-10-16,1046.77
1020,2013-10-17,1046.77
1021,2013-10-18,1046.77
1022,2013-10-19,1046.78
1023,2013-10-20,1046.78
1024,2013-10-21,1046.79
1025,2013-10-22,1046.8
1026,2013-10-23,1046.82
1027,2013-10-24,1046.88
1028,2013-10-25,1046.82
1029,2013-10-26,1046.8
1030,2013-10-27,1046.79
1031,2013-10-28,1046.74
1032,2013-10-29,1046.65
1033,2013-10-30,1046.7
1034,2013-10-31,1046.78
1035,2013-11-01,1046.78
1036,2013-11-02,1046.77
1037,2013-11-03,1046.76
1038,2013-11-04,1046.69
1039,2013-11-05,1046.68
1040,2013-11-06,1046.74
1041,2013-11-07,1046.78
1042,2013-11-08,1046.8
1043,2013-11-09,1046.81
1044,2013-11-10,1046.82
1045,2013-11-11,1046.82
1046,2013-11-12,1046.76
1047,2013-11-13,1046.39
1048,2013-11-14,1046.05
1049,2013-11-15,1045.74
1050,2013-11-16,1045.48
1051,2013-11-17,1045.23
1052,2013-11-18,1045.03
1053,2013-11-19,1044.85
1054,2013-11-20,1044.69
1055,2013-11-21,1044.52
1056,2013-11-22,1044.38
1057,2013-11-23,1044.26
1058,2013-11-24,1044.14
1059,2013-11-25,1044.04
1060,2013-11-26,1043.95
1061,2013-11-27,1043.87
1062,2013-11-28,1043.8
1063,2013-11-29,1043.73
1064,2013-11-30,1043.66
1065,2013-12-01,1043.61
1066,2013-12-02,1043.57
1067,2013-12-03,1043.52
1068,2013-12-04,1043.45
1069,2013-12-05,1043.4
1070,2013-12-06,1043.37
1071,2013-12-07,1043.32
1072,2013-12-08,1043.28
1073,2013-12-09,1043.25
1074,2013-12-10,1043.23
1075,2013-12-11,1043.22
1076,2013-12-12,1043.19
1077,2013-12-13,1043.17
1078,2013-12-14,1043.15
1079,2013-12-15,1043.13
1080,2013-12-16,1043.11
1081,2013-12-17,1043.1
1082,2013-12-18,1043.08
1083,2013-12-19,1043.06
1084,2013-12-20,1043.05
1085,2013-12-21,1043.04
1086,2013-12-22,1043.02
1087,2013-12-23,1043.01
1088,2013-12-24,1043.0
1089,2013-12-25,1042.99
1090,2013-12-26,1042.98
1091,2013-12-27,1042.96
1092,2013-12-28,1042.95
1093,2013-12-29,1042.95
1094,2013-12-30,1042.94
1095,2013-12-31,1042.93
1096,2014-01-01,1042.92
1097,2014-01-02,1042.91
1098,2014-01-03,1042.91
1099,2014-01-04,1042.9
1100,2014-01-05,1042.89
1101,2014-01-06,1042.88
1102,2014-01-07,1042.88
1103,2014-01-08,1042.88
1104,2014-01-09,1042.87
1105,2014-01-10,1042.87
1106,2014-01-11,1042.87
1107,2014-01-12,1042.86
1108,2014-01-13,1042.86
1109,2014-01-14,1042.86
1110,2014-01-15,1042.86
1111,2014-01-16,1042.84
1112,2014-01-17,1042.83
1113,2014-01-18,1042.81
1114,2014-01-19,1042.8
1115,2014-01-20,1042.8
1116,2014-01-21,1042.79
1117,2014-01-22,1042.79
1118,2014-01-23,1042.78
1119,2014-01-24,1042.78
1120,2014-01-25,1042.78
1121,2014-01-26,1042.77
1122,2014-01-27,1042.77
1123,2014-01-28,1042.76
1124,2014-01-29,1042.8
1125,2014-01-30,1042.8
1126,2014-01-31,1042.79
1127,2014-02-01,1042.78
1128,2014-02-02,1042.78
1129,2014-02-03,1042.77
1130,2014-02-04,1042.76
