,datetime,BEARDSLEY_LAKE_NEAR_STRAWBERRY_CA.tsv
1138,2016-02-13,31470
1139,2016-02-14,31580
1140,2016-02-15,31650
1141,2016-02-16,31730
1142,2016-02-17,31810
1143,2016-02-18,32330
1144,2016-02-19,32960
1145,2016-02-20,33310
1146,2016-02-21,33530
1147,2016-02-22,34380
1148,2016-02-23,35230
1149,2016-02-24,36100
1150,2016-02-25,37000
1151,2016-02-26,37910
1152,2016-02-27,38830
1153,2016-02-28,39770
1154,2016-02-29,40650
1155,2016-03-01,41250
1156,2016-03-02,41370
1157,2016-03-03,41510
1158,2016-03-04,41960
1159,2016-03-05,43630
1160,2016-03-06,46260
1161,2016-03-07,47490
1162,2016-03-08,48650
1163,2016-03-09,49930
1164,2016-03-10,51320
1165,2016-03-11,52750
1166,2016-03-12,54040
1167,2016-03-13,55570
1168,2016-03-14,57800
1169,2016-03-15,59630
1170,2016-03-16,61230
1171,2016-03-17,62710
1172,2016-03-18,64100
1173,2016-03-19,65280
1174,2016-03-20,66130
1175,2016-03-21,67280
1176,2016-03-22,67820
1177,2016-03-23,68640
1178,2016-03-24,69240
1179,2016-03-25,69810
1180,2016-03-26,70360
1181,2016-03-27,70890
1182,2016-03-28,71460
1183,2016-03-29,71900
1184,2016-03-30,72280
1185,2016-03-31,72620
1186,2016-04-01,73200
1187,2016-04-02,73730
1188,2016-04-03,74190
1189,2016-04-04,74610
1190,2016-04-05,75250
1191,2016-04-06,75740
1192,2016-04-07,76820
1193,2016-04-08,77790
1194,2016-04-09,79000
1195,2016-04-10,80110
1196,2016-04-11,81090
1197,2016-04-12,81790
1198,2016-04-13,82270
1199,2016-04-14,82690
1200,2016-04-15,82960
1201,2016-04-16,83210
1202,2016-04-17,83460
1203,2016-04-18,83700
1204,2016-04-19,83930
1205,2016-04-20,83980
1206,2016-04-21,84150
1207,2016-04-22,84360
1208,2016-04-23,84410
1209,2016-04-24,84520
1210,2016-04-25,84440
1211,2016-04-26,84150
1212,2016-04-27,83820
1213,2016-04-28,83560
1214,2016-04-29,83350
1215,2016-04-30,82820
1216,2016-05-01,82570
1217,2016-05-02,82300
1218,2016-05-03,82090
1219,2016-05-04,81970
1220,2016-05-05,81820
1221,2016-05-06,81630
1222,2016-05-07,81470
1223,2016-05-08,81220
1224,2016-05-09,81290
1225,2016-05-10,82520
1226,2016-05-11,84410
1227,2016-05-12,86730
1228,2016-05-13,88130
1229,2016-05-14,88410
1230,2016-05-15,88150
1231,2016-05-16,87520
1232,2016-05-17,87280
1233,2016-05-18,87560
1234,2016-05-19,88260
1235,2016-05-20,89110
1236,2016-05-21,88850
1237,2016-05-22,88440
1238,2016-05-23,88710
1239,2016-05-24,89370
1240,2016-05-25,89880
1241,2016-05-26,90270
1242,2016-05-27,90670
1243,2016-05-28,91310
1244,2016-05-29,91950
1245,2016-05-30,92530
1246,2016-05-31,93130
1247,2016-06-01,93770
1248,2016-06-02,94050
1249,2016-06-03,93820
1250,2016-06-04,93340
1251,2016-06-05,93050
1252,2016-06-06,92910
1253,2016-06-07,92970
1254,2016-06-08,93100
1255,2016-06-09,92980
1256,2016-06-10,92630
1257,2016-06-11,92360
1258,2016-06-12,92180
1259,2016-06-13,92210
1260,2016-06-14,92580
1261,2016-06-15,93170
1262,2016-06-16,93620
1263,2016-06-17,93910
1264,2016-06-18,94080
1265,2016-06-19,94140
1266,2016-06-20,94300
1267,2016-06-21,94480
1268,2016-06-22,94720
1269,2016-06-23,95270
1270,2016-06-24,95880
1271,2016-06-25,96170
1272,2016-06-26,96300
1273,2016-06-27,96400
1274,2016-06-28,96440
1275,2016-06-29,96420
1276,2016-06-30,96440
1277,2016-07-01,96420
1278,2016-07-02,96420
1279,2016-07-03,96440
1280,2016-07-04,96450
1281,2016-07-05,96470
1282,2016-07-06,96540
1283,2016-07-07,96330
1284,2016-07-08,95970
1285,2016-07-09,95610
1286,2016-07-10,95090
1287,2016-07-11,94640
1288,2016-07-12,94130
1289,2016-07-13,93530
1290,2016-07-14,92940
1291,2016-07-15,92340
1292,2016-07-16,91710
1293,2016-07-17,91120
1294,2016-07-18,90690
1295,2016-07-19,90100
1296,2016-07-20,89750
1297,2016-07-21,89340
1298,2016-07-22,89250
1299,2016-07-23,89150
1300,2016-07-24,88940
1301,2016-07-25,88810
1302,2016-07-26,88730
1303,2016-07-27,88550
1304,2016-07-28,88370
1305,2016-07-29,88200
1306,2016-07-30,87800
1307,2016-07-31,87350
1308,2016-08-01,87110
1309,2016-08-02,86870
1310,2016-08-03,86600
1311,2016-08-04,86300
1312,2016-08-05,85990
1313,2016-08-06,85590
1314,2016-08-07,85230
1315,2016-08-08,84980
1316,2016-08-09,84720
1317,2016-08-10,83890
1318,2016-08-11,83580
1319,2016-08-12,83300
1320,2016-08-13,82920
1321,2016-08-14,82510
1322,2016-08-15,82250
1323,2016-08-16,82070
1324,2016-08-17,81850
1325,2016-08-18,81750
1326,2016-08-19,82050
1327,2016-08-20,82360
1328,2016-08-21,82710
1329,2016-08-22,83070
1330,2016-08-23,83070
1331,2016-08-24,83120
1332,2016-08-25,82470
1333,2016-08-26,81580
1334,2016-08-27,80670
1335,2016-08-28,79770
1336,2016-08-29,78910
1337,2016-08-30,78040
1338,2016-08-31,77180
1339,2016-09-01,76360
1340,2016-09-02,75480
1341,2016-09-03,74590
1342,2016-09-04,73680
1343,2016-09-05,72810
1344,2016-09-06,71970
1345,2016-09-07,71130
1346,2016-09-08,70250
1347,2016-09-09,69420
1348,2016-09-10,68570
1349,2016-09-11,67670
1350,2016-09-12,66770
1351,2016-09-13,65860
1352,2016-09-14,65210
1353,2016-09-15,64680
1354,2016-09-16,64230
1355,2016-09-17,63730
1356,2016-09-18,63220
1357,2016-09-19,62940
1358,2016-09-20,62490
1359,2016-09-21,62070
1360,2016-09-22,61570
1361,2016-09-23,61090
1362,2016-09-24,60650
1363,2016-09-25,60210
1364,2016-09-26,59850
1365,2016-09-27,59530
1366,2016-09-28,59220
1367,2016-09-29,58830
1368,2016-09-30,58400
1369,2016-10-01,57950
1370,2016-10-02,57450
1371,2016-10-03,56940
1372,2016-10-04,56450
1373,2016-10-05,56060
1374,2016-10-06,55680
1375,2016-10-07,55420
1376,2016-10-08,55150
1377,2016-10-09,54890
1378,2016-10-10,54650
1379,2016-10-11,54270
1380,2016-10-12,53940
1381,2016-10-13,53560
1382,2016-10-14,53250
1383,2016-10-15,52960
1384,2016-10-16,52890
1385,2016-10-17,52920
1386,2016-10-18,52770
1387,2016-10-19,52620
1388,2016-10-20,52400
1389,2016-10-21,52720
1390,2016-10-22,53140
1391,2016-10-23,54160
1392,2016-10-24,55330
1393,2016-10-25,55410
1394,2016-10-26,55280
1395,2016-10-27,55160
1396,2016-10-28,55150
1397,2016-10-29,55060
1398,2016-10-30,55160
1399,2016-10-31,55270
1400,2016-11-01,55320
1401,2016-11-02,55270
1402,2016-11-03,55230
1403,2016-11-04,55150
1404,2016-11-05,55060
1405,2016-11-06,54960
1406,2016-11-07,54860
1407,2016-11-08,54770
1408,2016-11-09,54670
1409,2016-11-10,54570
1410,2016-11-11,54460
1411,2016-11-12,54360
1412,2016-11-13,54260
1413,2016-11-14,54160
1414,2016-11-15,54050
1415,2016-11-16,53950
1416,2016-11-17,53970
1417,2016-11-18,55040
1418,2016-11-19,55770
1419,2016-11-20,56430
1420,2016-11-21,57160
1421,2016-11-22,57980
1422,2016-11-23,58830
1423,2016-11-24,59680
1424,2016-11-25,60530
1425,2016-11-26,61410
1426,2016-11-27,62320
1427,2016-11-28,62070
1428,2016-11-29,61410
1429,2016-11-30,60760
1430,2016-12-01,60100
1431,2016-12-02,59440
1432,2016-12-03,58780
1433,2016-12-04,58130
1434,2016-12-05,57480
1435,2016-12-06,56850
1436,2016-12-07,56130
1437,2016-12-08,55320
1438,2016-12-09,54570
1439,2016-12-10,54600
1440,2016-12-11,54700
1441,2016-12-12,54200
1442,2016-12-13,53600
1443,2016-12-14,52980
1444,2016-12-15,53470
1445,2016-12-16,56320
1446,2016-12-17,57670
1447,2016-12-18,58640
1448,2016-12-19,59500
1449,2016-12-20,60250
1450,2016-12-21,61000
1451,2016-12-22,61670
1452,2016-12-23,62370
1453,2016-12-24,62990
1454,2016-12-25,63590
1455,2016-12-26,64170
1456,2016-12-27,64710
1457,2016-12-28,65390
1458,2016-12-29,65950
1459,2016-12-30,66710
1460,2016-12-31,67450
1461,2017-01-01,68200
1462,2017-01-02,68940
1463,2017-01-03,69620
1464,2017-01-04,70940
1465,2017-01-05,72120
1466,2017-01-06,72770
1467,2017-01-07,74560
1468,2017-01-08,81420
1469,2017-01-09,79660
1470,2017-01-10,79250
1471,2017-01-11,79100
1472,2017-01-12,78860
1473,2017-01-13,78720
1474,2017-01-14,78650
1475,2017-01-15,78600
1476,2017-01-16,78550
1477,2017-01-17,78510
1478,2017-01-18,78550
1479,2017-01-19,78580
1480,2017-01-20,78550
1481,2017-01-21,78480
1482,2017-01-22,78550
1483,2017-01-23,78480
1484,2017-01-24,78440
1485,2017-01-25,78420
1486,2017-01-26,78390
1487,2017-01-27,78380
1488,2017-01-28,78360
1489,2017-01-29,78360
1490,2017-01-30,78360
1491,2017-01-31,78370
1492,2017-02-01,78370
1493,2017-02-02,78400
1494,2017-02-03,78600
1495,2017-02-04,78560
1496,2017-02-05,78550
1497,2017-02-06,78700
1498,2017-02-07,80730
1499,2017-02-08,81090
1500,2017-02-09,80430
1501,2017-02-10,81050
1502,2017-02-11,79930
1503,2017-02-12,79520
1504,2017-02-13,79230
1505,2017-02-14,79070
1506,2017-02-15,78960
1507,2017-02-16,78940
1508,2017-02-17,79050
1509,2017-02-18,79000
1510,2017-02-19,78900
1511,2017-02-20,80490
1512,2017-02-21,80010
1513,2017-02-22,79370
1514,2017-02-23,79090
1515,2017-02-24,78900
1516,2017-02-25,78780
1517,2017-02-26,78700
1518,2017-02-27,78660
1519,2017-02-28,78600
1520,2017-03-01,78580
1521,2017-03-02,78560
1522,2017-03-03,78510
1523,2017-03-04,78500
1524,2017-03-05,78520
1525,2017-03-06,78490
1526,2017-03-07,78450
1527,2017-03-08,78440
1528,2017-03-09,78500
1529,2017-03-10,78490
1530,2017-03-11,78520
1531,2017-03-12,78550
1532,2017-03-13,78580
1533,2017-03-14,78640
1534,2017-03-15,78660
1535,2017-03-16,78740
1536,2017-03-17,78760
1537,2017-03-18,79130
1538,2017-03-19,79160
1539,2017-03-20,79180
1540,2017-03-21,79930
1541,2017-03-22,79550
1542,2017-03-23,79180
1543,2017-03-24,79100
1544,2017-03-25,79020
1545,2017-03-26,78970
1546,2017-03-27,78900
1547,2017-03-28,78820
1548,2017-03-29,78830
1549,2017-03-30,79190
1550,2017-03-31,79070
1551,2017-04-01,79000
1552,2017-04-02,79160
1553,2017-04-03,80070
1554,2017-04-04,81350
1555,2017-04-05,83130
1556,2017-04-06,82530
1557,2017-04-07,82870
1558,2017-04-08,82010
1559,2017-04-09,81270
1560,2017-04-10,80840
1561,2017-04-11,81670
1562,2017-04-12,82090
1563,2017-04-13,81520
1564,2017-04-14,80980
1565,2017-04-15,80690
1566,2017-04-16,80740
1567,2017-04-17,81910
1568,2017-04-18,83590
1569,2017-04-19,82520
1570,2017-04-20,81880
1571,2017-04-21,81650
1572,2017-04-22,81780
1573,2017-04-23,82060
1574,2017-04-24,82010
1575,2017-04-25,81570
1576,2017-04-26,81570
1577,2017-04-27,81850
1578,2017-04-28,81850
1579,2017-04-29,81700
1580,2017-04-30,81840
1581,2017-05-01,82310
1582,2017-05-02,82810
1583,2017-05-03,83570
1584,2017-05-04,84440
1585,2017-05-05,85140
1586,2017-05-06,84310
1587,2017-05-07,83350
1588,2017-05-08,83140
1589,2017-05-09,83310
1590,2017-05-10,83430
1591,2017-05-11,83770
1592,2017-05-12,83660
1593,2017-05-13,82870
1594,2017-05-14,82320
1595,2017-05-15,82030
1596,2017-05-16,81960
1597,2017-05-17,81760
1598,2017-05-18,80640
1599,2017-05-19,80530
1600,2017-05-20,80830
1601,2017-05-21,81140
1602,2017-05-22,81410
1603,2017-05-23,81760
1604,2017-05-24,81940
1605,2017-05-25,81860
1606,2017-05-26,81530
1607,2017-05-27,81410
1608,2017-05-28,81400
1609,2017-05-29,81470
1610,2017-05-30,81540
1611,2017-05-31,81400
1612,2017-06-01,81180
1613,2017-06-02,81440
1614,2017-06-03,81620
1615,2017-06-04,81960
1616,2017-06-05,81680
1617,2017-06-06,81370
1618,2017-06-07,81250
1619,2017-06-08,81090
1620,2017-06-09,81390
1621,2017-06-10,81270
1622,2017-06-11,80890
1623,2017-06-12,80270
1624,2017-06-13,79830
1625,2017-06-14,79810
1626,2017-06-15,80210
1627,2017-06-16,80730
1628,2017-06-17,81370
1629,2017-06-18,81980
1630,2017-06-19,82060
1631,2017-06-20,81820
1632,2017-06-21,81680
1633,2017-06-22,81640
1634,2017-06-23,81550
1635,2017-06-24,81300
1636,2017-06-25,81140
1637,2017-06-26,81060
1638,2017-06-27,81250
1639,2017-06-28,81400
1640,2017-06-29,82180
1641,2017-06-30,83360
1642,2017-07-01,84710
1643,2017-07-02,86090
1644,2017-07-03,87760
1645,2017-07-04,89500
1646,2017-07-05,90820
1647,2017-07-06,91560
1648,2017-07-07,92390
1649,2017-07-08,93480
1650,2017-07-09,94640
1651,2017-07-10,95510
1652,2017-07-11,96030
1653,2017-07-12,96350
1654,2017-07-13,96790
1655,2017-07-14,97200
1656,2017-07-15,97450
1657,2017-07-16,97420
1658,2017-07-17,97310
1659,2017-07-18,97150
1660,2017-07-19,97040
1661,2017-07-20,97050
1662,2017-07-21,97100
1663,2017-07-22,97200
1664,2017-07-23,97290
1665,2017-07-24,97120
1666,2017-07-25,97050
1667,2017-07-26,97150
1668,2017-07-27,97170
1669,2017-07-28,97190
1670,2017-07-29,97100
1671,2017-07-30,96970
1672,2017-07-31,96790
1673,2017-08-01,96560
1674,2017-08-02,96460
1675,2017-08-03,96460
1676,2017-08-04,96460
1677,2017-08-05,96460
1678,2017-08-06,96410
1679,2017-08-07,96370
1680,2017-08-08,96330
1681,2017-08-09,96280
1682,2017-08-10,96110
1683,2017-08-11,96070
1684,2017-08-12,96030
1685,2017-08-13,95990
1686,2017-08-14,95960
1687,2017-08-15,95920
1688,2017-08-16,95000
1689,2017-08-17,93700
1690,2017-08-18,92400
1691,2017-08-19,91470
1692,2017-08-20,91420
1693,2017-08-21,91380
1694,2017-08-22,91350
1695,2017-08-23,91290
1696,2017-08-24,91230
1697,2017-08-25,91180
1698,2017-08-26,91120
1699,2017-08-27,91080
1700,2017-08-28,91020
1701,2017-08-29,90980
1702,2017-08-30,90930
1703,2017-08-31,90930
1704,2017-09-01,90940
1705,2017-09-02,90910
1706,2017-09-03,90930
1707,2017-09-04,90960
1708,2017-09-05,89980
1709,2017-09-06,88660
1710,2017-09-07,87320
1711,2017-09-08,86000
1712,2017-09-09,84680
1713,2017-09-10,83360
1714,2017-09-11,82050
1715,2017-09-12,80750
1716,2017-09-13,79410
1717,2017-09-14,78090
1718,2017-09-15,76780
1719,2017-09-16,75450
1720,2017-09-17,74140
1721,2017-09-18,72820
1722,2017-09-19,71480
1723,2017-09-20,70210
1724,2017-09-21,68920
1725,2017-09-22,67600
1726,2017-09-23,66310
1727,2017-09-24,64980
1728,2017-09-25,63660
1729,2017-09-26,62350
1730,2017-09-27,61070
1731,2017-09-28,59780
1732,2017-09-29,58490
1733,2017-09-30,58350
1734,2017-10-01,58030
1735,2017-10-02,57800
1736,2017-10-03,57800
1737,2017-10-04,57780
1738,2017-10-05,57790
1739,2017-10-06,57570
1740,2017-10-07,57260
1741,2017-10-08,56740
1742,2017-10-09,56540
1743,2017-10-10,56140
1744,2017-10-11,55890
1745,2017-10-12,55690
1746,2017-10-13,55450
1747,2017-10-14,55180
1748,2017-10-15,54990
1749,2017-10-16,54890
1750,2017-10-17,54480
1751,2017-10-18,53750
1752,2017-10-19,52830
1753,2017-10-20,51910
1754,2017-10-21,51010
1755,2017-10-22,51110
1756,2017-10-23,51640
1757,2017-10-24,51550
1758,2017-10-25,51380
1759,2017-10-26,51200
1760,2017-10-27,51030
1761,2017-10-28,50860
1762,2017-10-29,50700
1763,2017-10-30,50520
1764,2017-10-31,50560
1765,2017-11-01,50880
1766,2017-11-02,51260
1767,2017-11-03,51640
1768,2017-11-04,52020
1769,2017-11-05,52370
1770,2017-11-06,52810
1771,2017-11-07,53440
1772,2017-11-08,54030
1773,2017-11-09,54200
1774,2017-11-10,54000
1775,2017-11-11,53880
1776,2017-11-12,53710
1777,2017-11-13,53480
1778,2017-11-14,53280
1779,2017-11-15,52960
1780,2017-11-16,53100
1781,2017-11-17,53120
1782,2017-11-18,52710
1783,2017-11-19,52190
1784,2017-11-20,51760
1785,2017-11-21,51530
1786,2017-11-22,51230
1787,2017-11-23,50910
1788,2017-11-24,50560
1789,2017-11-25,50230
1790,2017-11-26,49910
1791,2017-11-27,49730
1792,2017-11-28,49720
1793,2017-11-29,50120
1794,2017-11-30,49670
1795,2017-12-01,49970
1796,2017-12-02,50180
1797,2017-12-03,50110
1798,2017-12-04,49090
1799,2017-12-05,48430
1800,2017-12-06,48780
1801,2017-12-07,49130
1802,2017-12-08,49450
1803,2017-12-09,49280
1804,2017-12-10,49080
1805,2017-12-11,48990
1806,2017-12-12,48910
1807,2017-12-13,48650
1808,2017-12-14,48370
1809,2017-12-15,48100
1810,2017-12-16,47730
1811,2017-12-17,47390
1812,2017-12-18,47430
1813,2017-12-19,47150
1814,2017-12-20,46950
1815,2017-12-21,46780
1816,2017-12-22,46630
1817,2017-12-23,46410
1818,2017-12-24,46220
1819,2017-12-25,45900
1820,2017-12-26,45670
1821,2017-12-27,45380
1822,2017-12-28,45030
1823,2017-12-29,44750
1824,2017-12-30,44410
1825,2017-12-31,44170
1826,2018-01-01,43510
