,datetime,N_BATTLE_C_RES_NR_MANZANITA_LAKE_CA.tsv
1044,2015-11-11,141.0
1045,2015-11-12,142.0
1046,2015-11-13,142.0
1047,2015-11-14,142.0
1048,2015-11-15,146.0
1049,2015-11-16,146.0
1050,2015-11-17,146.0
1051,2015-11-18,146.0
1052,2015-11-19,147.0
1053,2015-11-20,147.0
1054,2015-11-21,148.0
1055,2015-11-22,148.0
1056,2015-11-23,148.0
1057,2015-11-24,151.0
1058,2015-11-25,152.0
1059,2015-11-26,152.0
1060,2015-11-27,151.0
1061,2015-11-28,151.0
1062,2015-11-29,151.0
1063,2015-11-30,151.0
1064,2015-12-01,150.0
1065,2015-12-02,151.0
1066,2015-12-03,154.0
1067,2015-12-04,155.0
1068,2015-12-05,155.0
1069,2015-12-06,159.0
1070,2015-12-07,165.0
1071,2015-12-08,169.0
1072,2015-12-09,179.0
1073,2015-12-10,216.0
1074,2015-12-11,222.0
1075,2015-12-12,226.0
1076,2015-12-13,235.0
1077,2015-12-14,238.0
1078,2015-12-15,239.0
1079,2015-12-16,240.0
1080,2015-12-17,242.0
1081,2015-12-18,250.0
1082,2015-12-19,253.0
1083,2015-12-20,257.0
1084,2015-12-21,266.0
1085,2015-12-22,276.0
1086,2015-12-23,289.0
1087,2015-12-24,298.0
1088,2015-12-25,300.0
1089,2015-12-26,301.0
1090,2015-12-27,303.0
1091,2015-12-28,305.0
1092,2015-12-29,306.0
1093,2015-12-30,308.0
1094,2015-12-31,310.0
1095,2016-01-01,311.0
1096,2016-01-02,313.0
1097,2016-01-03,315.0
1098,2016-01-04,316.0
1099,2016-01-05,318.0
1100,2016-01-06,320.0
1101,2016-01-07,322.0
1102,2016-01-08,322.0
1103,2016-01-09,324.0
1104,2016-01-10,324.0
1105,2016-01-11,324.0
1106,2016-01-12,325.0
1107,2016-01-13,333.0
1108,2016-01-14,340.0
1109,2016-01-15,341.0
1110,2016-01-16,344.0
1111,2016-01-17,361.0
1112,2016-01-18,389.0
1113,2016-01-19,423.0
1114,2016-01-20,440.0
1115,2016-01-21,450.0
1116,2016-01-22,464.0
1117,2016-01-23,482.0
1118,2016-01-24,491.0
1119,2016-01-25,498.0
1120,2016-01-26,504.0
1121,2016-01-27,510.0
1122,2016-01-28,517.0
1123,2016-01-29,568.0
1124,2016-01-30,618.0
1125,2016-01-31,641.0
1126,2016-02-01,654.0
1127,2016-02-02,668.0
1128,2016-02-03,679.0
1129,2016-02-04,688.0
1130,2016-02-05,694.0
1131,2016-02-06,700.0
1132,2016-02-07,706.0
1133,2016-02-08,713.0
1134,2016-02-09,721.0
1135,2016-02-10,726.0
1136,2016-02-11,728.0
1137,2016-02-12,729.0
1138,2016-02-13,729.0
1139,2016-02-14,730.0
1140,2016-02-15,731.0
1141,2016-02-16,731.0
1142,2016-02-17,739.0
1143,2016-02-18,735.0
1144,2016-02-19,735.0
1145,2016-02-20,732.0
1146,2016-02-21,731.0
1147,2016-02-22,731.0
1148,2016-02-23,730.0
1149,2016-02-24,730.0
1150,2016-02-25,730.0
1151,2016-02-26,731.0
1152,2016-02-27,731.0
1153,2016-02-28,730.0
1154,2016-02-29,730.0
1155,2016-03-01,730.0
1156,2016-03-02,732.0
1157,2016-03-03,734.0
1158,2016-03-04,737.0
1159,2016-03-05,762.0
1160,2016-03-06,760.0
1161,2016-03-07,748.0
1162,2016-03-08,744.0
1163,2016-03-09,747.0
1164,2016-03-10,762.0
1165,2016-03-11,755.0
1166,2016-03-12,754.0
1167,2016-03-13,759.0
1168,2016-03-14,754.0
1169,2016-03-15,747.0
1170,2016-03-16,744.0
1171,2016-03-17,743.0
1172,2016-03-18,742.0
1173,2016-03-19,741.0
1174,2016-03-20,751.0
1175,2016-03-21,751.0
1176,2016-03-22,745.0
1177,2016-03-23,742.0
1178,2016-03-24,740.0
1179,2016-03-25,739.0
1180,2016-03-26,739.0
1181,2016-03-27,739.0
1182,2016-03-28,738.0
1183,2016-03-29,736.0
1184,2016-03-30,736.0
1185,2016-03-31,736.0
1186,2016-04-01,736.0
1187,2016-04-02,737.0
1188,2016-04-03,738.0
1189,2016-04-04,739.0
1190,2016-04-05,746.0
1191,2016-04-06,769.0
1192,2016-04-07,796.0
1193,2016-04-08,827.0
1194,2016-04-09,860.0
1195,2016-04-10,891.0
1196,2016-04-11,920.0
1197,2016-04-12,938.0
1198,2016-04-13,934.0
1199,2016-04-14,934.0
1200,2016-04-15,932.0
1201,2016-04-16,931.0
1202,2016-04-17,933.0
1203,2016-04-18,934.0
1204,2016-04-19,936.0
1205,2016-04-20,938.0
1206,2016-04-21,935.0
1207,2016-04-22,942.0
1208,2016-04-23,937.0
1209,2016-04-24,937.0
1210,2016-04-25,934.0
1211,2016-04-26,933.0
1212,2016-04-27,943.0
1213,2016-04-28,961.0
1214,2016-04-29,978.0
1215,2016-04-30,993.0
1216,2016-05-01,1000.0
1217,2016-05-02,1020.0
1218,2016-05-03,1030.0
1219,2016-05-04,1050.0
1220,2016-05-05,1060.0
1221,2016-05-06,1070.0
1222,2016-05-07,1080.0
1223,2016-05-08,1080.0
1224,2016-05-09,1080.0
1225,2016-05-10,1080.0
1226,2016-05-11,1070.0
1227,2016-05-12,1070.0
1228,2016-05-13,1070.0
1229,2016-05-14,1070.0
1230,2016-05-15,1070.0
1231,2016-05-16,1080.0
1232,2016-05-17,1080.0
1233,2016-05-18,1080.0
1234,2016-05-19,1090.0
1235,2016-05-20,1100.0
1236,2016-05-21,1100.0
1237,2016-05-22,1100.0
1238,2016-05-23,1090.0
1239,2016-05-24,1080.0
1240,2016-05-25,1080.0
1241,2016-05-26,1080.0
1242,2016-05-27,1080.0
1243,2016-05-28,1080.0
1244,2016-05-29,1080.0
1245,2016-05-30,1080.0
1246,2016-05-31,1070.0
1247,2016-06-01,1070.0
1248,2016-06-02,1080.0
1249,2016-06-03,1080.0
1250,2016-06-04,1080.0
1251,2016-06-05,1080.0
1252,2016-06-06,1080.0
1253,2016-06-07,1070.0
1254,2016-06-08,1070.0
1255,2016-06-09,1070.0
1256,2016-06-10,1070.0
1257,2016-06-11,1070.0
1258,2016-06-12,1070.0
1259,2016-06-13,1060.0
1260,2016-06-14,1060.0
1261,2016-06-15,1070.0
1262,2016-06-16,1070.0
1263,2016-06-17,1070.0
1264,2016-06-18,1090.0
1265,2016-06-19,1080.0
1266,2016-06-20,1080.0
1267,2016-06-21,1080.0
1268,2016-06-22,1080.0
1269,2016-06-23,1070.0
1270,2016-06-24,1070.0
1271,2016-06-25,1070.0
1272,2016-06-26,1060.0
1273,2016-06-27,1060.0
1274,2016-06-28,1050.0
1275,2016-06-29,1050.0
1276,2016-06-30,1040.0
1277,2016-07-01,1040.0
1278,2016-07-02,1030.0
1279,2016-07-03,1030.0
1280,2016-07-04,1020.0
1281,2016-07-05,1020.0
1282,2016-07-06,1010.0
1283,2016-07-07,1010.0
1284,2016-07-08,997.0
1285,2016-07-09,1000.0
1286,2016-07-10,996.0
1287,2016-07-11,992.0
1288,2016-07-12,984.0
1289,2016-07-13,979.0
1290,2016-07-14,974.0
1291,2016-07-15,968.0
1292,2016-07-16,963.0
1293,2016-07-17,958.0
1294,2016-07-18,952.0
1295,2016-07-19,947.0
1296,2016-07-20,942.0
1297,2016-07-21,937.0
1298,2016-07-22,930.0
1299,2016-07-23,925.0
1300,2016-07-24,920.0
1301,2016-07-25,916.0
1302,2016-07-26,911.0
1303,2016-07-27,906.0
1304,2016-07-28,901.0
1305,2016-07-29,897.0
1306,2016-07-30,893.0
1307,2016-07-31,888.0
1308,2016-08-01,882.0
1309,2016-08-02,876.0
1310,2016-08-03,871.0
1311,2016-08-04,866.0
1312,2016-08-05,861.0
1313,2016-08-06,856.0
1314,2016-08-07,851.0
1315,2016-08-08,845.0
1316,2016-08-09,841.0
1317,2016-08-10,836.0
1318,2016-08-11,828.0
1319,2016-08-12,823.0
1320,2016-08-13,817.0
1321,2016-08-14,812.0
1322,2016-08-15,806.0
1323,2016-08-16,802.0
1324,2016-08-17,796.0
1325,2016-08-18,792.0
1326,2016-08-19,787.0
1327,2016-08-20,782.0
1328,2016-08-21,777.0
1329,2016-08-22,772.0
1330,2016-08-23,770.0
1331,2016-08-24,766.0
1332,2016-08-25,760.0
1333,2016-08-26,756.0
1334,2016-08-27,751.0
1335,2016-08-28,747.0
1336,2016-08-29,742.0
1337,2016-08-30,738.0
1338,2016-08-31,734.0
1339,2016-09-01,729.0
1340,2016-09-02,724.0
1341,2016-09-03,722.0
1342,2016-09-04,717.0
1343,2016-09-05,713.0
1344,2016-09-06,710.0
1345,2016-09-07,705.0
1346,2016-09-08,701.0
1347,2016-09-09,695.0
1348,2016-09-10,691.0
1349,2016-09-11,687.0
1350,2016-09-12,683.0
1351,2016-09-13,670.0
1352,2016-09-14,661.0
1353,2016-09-15,654.0
1354,2016-09-16,647.0
1355,2016-09-17,640.0
1356,2016-09-18,634.0
1357,2016-09-19,627.0
1358,2016-09-20,622.0
1359,2016-09-21,615.0
1360,2016-09-22,610.0
1361,2016-09-23,604.0
1362,2016-09-24,597.0
1363,2016-09-25,591.0
1364,2016-09-26,585.0
1365,2016-09-27,580.0
1366,2016-09-28,574.0
1367,2016-09-29,568.0
1368,2016-09-30,563.0
1369,2016-10-01,559.0
1370,2016-10-02,557.0
1371,2016-10-03,552.0
1372,2016-10-04,548.0
1373,2016-10-05,542.0
1374,2016-10-06,538.0
1375,2016-10-07,534.0
1376,2016-10-08,530.0
1377,2016-10-09,527.0
1378,2016-10-10,522.0
1379,2016-10-11,516.0
1380,2016-10-12,509.0
1381,2016-10-13,501.0
1382,2016-10-14,519.0
1383,2016-10-15,519.0
1384,2016-10-16,528.0
1385,2016-10-17,537.0
1386,2016-10-18,534.0
1387,2016-10-19,525.0
1388,2016-10-20,516.0
1389,2016-10-21,506.0
1390,2016-10-22,496.0
1391,2016-10-23,487.0
1392,2016-10-24,483.0
1393,2016-10-25,502.0
1394,2016-10-26,498.0
1395,2016-10-27,500.0
1396,2016-10-28,499.0
1397,2016-10-29,508.0
1398,2016-10-30,512.0
1399,2016-10-31,515.0
1400,2016-11-01,520.0
1401,2016-11-02,512.0
1402,2016-11-03,497.0
1403,2016-11-04,482.0
1404,2016-11-05,466.0
1405,2016-11-06,451.0
1406,2016-11-07,435.0
1407,2016-11-08,420.0
1408,2016-11-09,404.0
1409,2016-11-10,398.0
1410,2016-11-11,400.0
1411,2016-11-12,405.0
1412,2016-11-13,407.0
1413,2016-11-14,409.0
1414,2016-11-15,418.0
1415,2016-11-16,421.0
1416,2016-11-17,422.0
1417,2016-11-18,423.0
1418,2016-11-19,432.0
1419,2016-11-20,444.0
1420,2016-11-21,450.0
1421,2016-11-22,456.0
1422,2016-11-23,461.0
1423,2016-11-24,463.0
1424,2016-11-25,467.0
1425,2016-11-26,474.0
1426,2016-11-27,478.0
1427,2016-11-28,485.0
1428,2016-11-29,487.0
1429,2016-11-30,491.0
1430,2016-12-01,493.0
1431,2016-12-02,495.0
1432,2016-12-03,497.0
1433,2016-12-04,499.0
1434,2016-12-05,501.0
1435,2016-12-06,503.0
1436,2016-12-07,505.0
1437,2016-12-08,510.0
1438,2016-12-09,528.0
1439,2016-12-10,543.0
1440,2016-12-11,559.0
1441,2016-12-12,576.0
1442,2016-12-13,592.0
1443,2016-12-14,609.0
1444,2016-12-15,626.0
1445,2016-12-16,643.0
1446,2016-12-17,660.0
1447,2016-12-18,678.0
1448,2016-12-19,696.0
1449,2016-12-20,714.0
1450,2016-12-21,732.0
1451,2016-12-22,741.0
1452,2016-12-23,743.0
1453,2016-12-24,739.0
1454,2016-12-25,737.0
1455,2016-12-26,737.0
1456,2016-12-27,736.0
1457,2016-12-28,735.0
1458,2016-12-29,735.0
1459,2016-12-30,735.0
1460,2016-12-31,734.0
1461,2017-01-01,734.0
1462,2017-01-02,735.0
1463,2017-01-03,739.0
1464,2017-01-04,735.0
1465,2017-01-05,734.0
1466,2017-01-06,734.0
1467,2017-01-07,739.0
1468,2017-01-08,770.0
1469,2017-01-09,764.0
1470,2017-01-10,758.0
1471,2017-01-11,759.0
1472,2017-01-12,752.0
1473,2017-01-13,747.0
1474,2017-01-14,744.0
1475,2017-01-15,743.0
1476,2017-01-16,741.0
1477,2017-01-17,739.0
1478,2017-01-18,743.0
1479,2017-01-19,741.0
1480,2017-01-20,740.0
1481,2017-01-21,738.0
1482,2017-01-22,739.0
1483,2017-01-23,737.0
1484,2017-01-24,736.0
1485,2017-01-25,735.0
1486,2017-01-26,735.0
1487,2017-01-27,735.0
1488,2017-01-28,735.0
1489,2017-01-29,733.0
1490,2017-01-30,734.0
1491,2017-01-31,734.0
1492,2017-02-01,733.0
1493,2017-02-02,736.0
1494,2017-02-03,741.0
1495,2017-02-04,739.0
1496,2017-02-05,741.0
1497,2017-02-06,748.0
1498,2017-02-07,772.0
1499,2017-02-08,789.0
1500,2017-02-09,814.0
1501,2017-02-10,782.0
1502,2017-02-11,765.0
1503,2017-02-12,760.0
1504,2017-02-13,755.0
1505,2017-02-14,752.0
1506,2017-02-15,751.0
1507,2017-02-16,755.0
1508,2017-02-17,752.0
1509,2017-02-18,752.0
1510,2017-02-19,750.0
1511,2017-02-20,766.0
1512,2017-02-21,758.0
1513,2017-02-22,752.0
1514,2017-02-23,748.0
1515,2017-02-24,748.0
1516,2017-02-25,746.0
1517,2017-02-26,745.0
1518,2017-02-27,744.0
1519,2017-02-28,742.0
1520,2017-03-01,741.0
1521,2017-03-02,740.0
1522,2017-03-03,740.0
1523,2017-03-04,743.0
1524,2017-03-05,741.0
1525,2017-03-06,739.0
1526,2017-03-07,739.0
1527,2017-03-08,740.0
1528,2017-03-09,739.0
1529,2017-03-10,738.0
1530,2017-03-11,738.0
1531,2017-03-12,739.0
1532,2017-03-13,739.0
1533,2017-03-14,739.0
1534,2017-03-15,741.0
1535,2017-03-16,742.0
1536,2017-03-17,743.0
1537,2017-03-18,745.0
1538,2017-03-19,746.0
1539,2017-03-20,747.0
1540,2017-03-21,754.0
1541,2017-03-22,750.0
1542,2017-03-23,747.0
1543,2017-03-24,748.0
1544,2017-03-25,745.0
1545,2017-03-26,748.0
1546,2017-03-27,743.0
1547,2017-03-28,742.0
1548,2017-03-29,743.0
1549,2017-03-30,745.0
1550,2017-03-31,742.0
1551,2017-04-01,742.0
1552,2017-04-02,743.0
1553,2017-04-03,742.0
1554,2017-04-04,743.0
1555,2017-04-05,743.0
1556,2017-04-06,751.0
1557,2017-04-07,751.0
1558,2017-04-08,747.0
1559,2017-04-09,745.0
1560,2017-04-10,743.0
1561,2017-04-11,745.0
1562,2017-04-12,751.0
1563,2017-04-13,749.0
1564,2017-04-14,745.0
1565,2017-04-15,744.0
1566,2017-04-16,745.0
1567,2017-04-17,746.0
1568,2017-04-18,748.0
1569,2017-04-19,748.0
1570,2017-04-20,748.0
1571,2017-04-21,747.0
1572,2017-04-22,748.0
1573,2017-04-23,748.0
1574,2017-04-24,754.0
1575,2017-04-25,750.0
1576,2017-04-26,758.0
1577,2017-04-27,754.0
1578,2017-04-28,751.0
1579,2017-04-29,751.0
1580,2017-04-30,752.0
1581,2017-05-01,753.0
1582,2017-05-02,758.0
1583,2017-05-03,762.0
1584,2017-05-04,765.0
1585,2017-05-05,766.0
1586,2017-05-06,762.0
1587,2017-05-07,759.0
1588,2017-05-08,759.0
1589,2017-05-09,759.0
1590,2017-05-10,758.0
1591,2017-05-11,785.0
1592,2017-05-12,839.0
1593,2017-05-13,883.0
1594,2017-05-14,921.0
1595,2017-05-15,956.0
1596,2017-05-16,999.0
1597,2017-05-17,1020.0
1598,2017-05-18,1020.0
1599,2017-05-19,1020.0
1600,2017-05-20,1020.0
1601,2017-05-21,1030.0
1602,2017-05-22,1030.0
1603,2017-05-23,1030.0
1604,2017-05-24,1050.0
1605,2017-05-25,1090.0
1606,2017-05-26,1100.0
1607,2017-05-27,1100.0
1608,2017-05-28,1100.0
1609,2017-05-29,1100.0
1610,2017-05-30,1090.0
1611,2017-05-31,1090.0
1612,2017-06-01,1080.0
1613,2017-06-02,1080.0
1614,2017-06-03,1080.0
1615,2017-06-04,1080.0
1616,2017-06-05,1080.0
1617,2017-06-06,1080.0
1618,2017-06-07,1080.0
1619,2017-06-08,1090.0
1620,2017-06-09,1090.0
1621,2017-06-10,1080.0
1622,2017-06-11,1090.0
1623,2017-06-12,1080.0
1624,2017-06-13,1080.0
1625,2017-06-14,1080.0
1626,2017-06-15,1080.0
1627,2017-06-16,1070.0
1628,2017-06-17,1070.0
1629,2017-06-18,1070.0
1630,2017-06-19,1070.0
1631,2017-06-20,1070.0
1632,2017-06-21,1080.0
1633,2017-06-22,1070.0
1634,2017-06-23,1070.0
1635,2017-06-24,1070.0
1636,2017-06-25,1070.0
1637,2017-06-26,1070.0
1638,2017-06-27,1070.0
1639,2017-06-28,1070.0
1640,2017-06-29,1070.0
1641,2017-06-30,1060.0
1642,2017-07-01,1060.0
1643,2017-07-02,1060.0
1644,2017-07-03,1060.0
1645,2017-07-04,1050.0
1646,2017-07-05,1050.0
1647,2017-07-06,1050.0
1648,2017-07-07,1040.0
1649,2017-07-08,1040.0
1650,2017-07-09,1040.0
1651,2017-07-10,1040.0
1652,2017-07-11,1030.0
1653,2017-07-12,1030.0
1654,2017-07-13,1030.0
1655,2017-07-14,1030.0
1656,2017-07-15,1020.0
1657,2017-07-16,1020.0
1658,2017-07-17,1020.0
1659,2017-07-18,1010.0
1660,2017-07-19,1010.0
1661,2017-07-20,1010.0
1662,2017-07-21,1000.0
1663,2017-07-22,1000.0
1664,2017-07-23,999.0
1665,2017-07-24,995.0
1666,2017-07-25,992.0
1667,2017-07-26,990.0
1668,2017-07-27,987.0
1669,2017-07-28,984.0
1670,2017-07-29,981.0
1671,2017-07-30,979.0
1672,2017-07-31,975.0
1673,2017-08-01,973.0
1674,2017-08-02,970.0
1675,2017-08-03,966.0
1676,2017-08-04,963.0
1677,2017-08-05,961.0
1678,2017-08-06,961.0
1679,2017-08-07,962.0
1680,2017-08-08,959.0
1681,2017-08-09,956.0
1682,2017-08-10,952.0
1683,2017-08-11,949.0
1684,2017-08-12,945.0
1685,2017-08-13,941.0
1686,2017-08-14,938.0
1687,2017-08-15,935.0
1688,2017-08-16,932.0
1689,2017-08-17,929.0
1690,2017-08-18,924.0
1691,2017-08-19,922.0
1692,2017-08-20,917.0
1693,2017-08-21,914.0
1694,2017-08-22,911.0
1695,2017-08-23,909.0
1696,2017-08-24,905.0
1697,2017-08-25,902.0
1698,2017-08-26,898.0
1699,2017-08-27,895.0
1700,2017-08-28,891.0
1701,2017-08-29,888.0
1702,2017-08-30,884.0
1703,2017-08-31,881.0
1704,2017-09-01,878.0
1705,2017-09-02,875.0
1706,2017-09-03,872.0
1707,2017-09-04,869.0
1708,2017-09-05,868.0
1709,2017-09-06,865.0
1710,2017-09-07,864.0
1711,2017-09-08,861.0
1712,2017-09-09,858.0
1713,2017-09-10,855.0
1714,2017-09-11,848.0
1715,2017-09-12,827.0
1716,2017-09-13,797.0
1717,2017-09-14,769.0
1718,2017-09-15,742.0
1719,2017-09-16,714.0
1720,2017-09-17,687.0
1721,2017-09-18,660.0
1722,2017-09-19,634.0
1723,2017-09-20,608.0
1724,2017-09-21,576.0
1725,2017-09-22,539.0
1726,2017-09-23,508.0
1727,2017-09-24,471.0
1728,2017-09-25,439.0
1729,2017-09-26,407.0
1730,2017-09-27,376.0
1731,2017-09-28,347.0
1732,2017-09-29,319.0
1733,2017-09-30,291.0
1734,2017-10-01,264.0
1735,2017-10-02,238.0
1736,2017-10-03,205.0
1737,2017-10-04,167.0
1738,2017-10-05,142.0
1739,2017-10-06,137.0
1740,2017-10-07,135.0
1741,2017-10-08,133.0
1742,2017-10-09,129.0
1743,2017-10-10,127.0
1744,2017-10-11,115.0
1745,2017-10-12,104.0
1746,2017-10-13,105.0
1747,2017-10-14,105.0
1748,2017-10-15,105.0
1749,2017-10-16,106.0
1750,2017-10-17,106.0
1751,2017-10-18,106.0
1752,2017-10-19,109.0
1753,2017-10-20,113.0
1754,2017-10-21,116.0
1755,2017-10-22,118.0
1756,2017-10-23,119.0
1757,2017-10-24,120.0
1758,2017-10-25,121.0
1759,2017-10-26,122.0
1760,2017-10-27,122.0
1761,2017-10-28,122.0
1762,2017-10-29,122.0
1763,2017-10-30,121.0
1764,2017-10-31,120.0
1765,2017-11-01,121.0
1766,2017-11-02,124.0
1767,2017-11-03,131.0
1768,2017-11-04,141.0
1769,2017-11-05,146.0
1770,2017-11-06,150.0
1771,2017-11-07,153.0
1772,2017-11-08,164.0
1773,2017-11-09,183.0
1774,2017-11-10,198.0
1775,2017-11-11,206.0
1776,2017-11-12,210.0
1777,2017-11-13,221.0
1778,2017-11-14,227.0
1779,2017-11-15,252.0
1780,2017-11-16,294.0
1781,2017-11-17,306.0
1782,2017-11-18,313.0
1783,2017-11-19,319.0
1784,2017-11-20,340.0
1785,2017-11-21,353.0
1786,2017-11-22,362.0
1787,2017-11-23,371.0
1788,2017-11-24,378.0
1789,2017-11-25,384.0
1790,2017-11-26,401.0
1791,2017-11-27,414.0
1792,2017-11-28,421.0
1793,2017-11-29,427.0
1794,2017-11-30,432.0
1795,2017-12-01,438.0
1796,2017-12-02,445.0
1797,2017-12-03,451.0
1798,2017-12-04,455.0
1799,2017-12-05,459.0
1800,2017-12-06,463.0
1801,2017-12-07,466.0
1802,2017-12-08,469.0
1803,2017-12-09,473.0
1804,2017-12-10,476.0
1805,2017-12-11,479.0
1806,2017-12-12,482.0
1807,2017-12-13,484.0
1808,2017-12-14,487.0
1809,2017-12-15,490.0
1810,2017-12-16,493.0
1811,2017-12-17,494.0
1812,2017-12-18,497.0
1813,2017-12-19,501.0
1814,2017-12-20,505.0
1815,2017-12-21,507.0
1816,2017-12-22,509.0
1817,2017-12-23,511.0
1818,2017-12-24,513.0
1819,2017-12-25,515.0
1820,2017-12-26,516.0
1821,2017-12-27,519.0
1822,2017-12-28,520.0
1823,2017-12-29,522.0
1824,2017-12-30,524.0
1825,2017-12-31,526.0
1826,2018-01-01,529.0
