,datetime,LAKE_MERWIN_AT_ARIEL__WA.tsv
986,2015-09-14,381833.07
987,2015-09-15,383283.54
988,2015-09-16,384733.82
989,2015-09-17,384633.81
990,2015-09-18,383733.56
991,2015-09-19,382233.19
992,2015-09-20,380832.82
993,2015-09-21,380732.8
994,2015-09-22,381432.97
995,2015-09-23,381733.05
996,2015-09-24,382033.12
997,2015-09-25,381933.09
998,2015-09-26,380632.77
999,2015-09-27,379332.43
1000,2015-09-28,379232.41
1001,2015-09-29,378032.08
1002,2015-09-30,378332.18
1003,2015-10-01,379132.37
1004,2015-10-02,377631.98
1005,2015-10-03,377431.93
1006,2015-10-04,378232.15
1007,2015-10-05,377331.9
1008,2015-10-06,378632.25
1009,2015-10-07,380732.79
1010,2015-10-08,382433.24
1011,2015-10-09,383833.59
1012,2015-10-10,382733.3
1013,2015-10-11,382433.22
1014,2015-10-12,381933.11
1015,2015-10-13,381533.16
1016,2015-10-14,381132.9
1017,2015-10-15,380632.77
1018,2015-10-16,378632.24
1019,2015-10-17,375931.55
1020,2015-10-18,375531.45
1021,2015-10-19,373030.79
1022,2015-10-20,370630.17
1023,2015-10-21,368829.68
1024,2015-10-22,367729.41
1025,2015-10-23,367929.45
1026,2015-10-24,367329.28
1027,2015-10-25,369429.85
1028,2015-10-26,368729.67
1029,2015-10-27,368129.5
1030,2015-10-28,368429.58
1031,2015-10-29,368829.68
1032,2015-10-30,370630.15
1033,2015-10-31,375931.54
1034,2015-11-01,377832.05
1035,2015-11-02,379932.58
1036,2015-11-03,380232.67
1037,2015-11-04,378432.2
1038,2015-11-05,377231.87
1039,2015-11-06,377932.07
1040,2015-11-07,376631.72
1041,2015-11-08,376131.6
1042,2015-11-09,375131.34
1043,2015-11-10,373030.79
1044,2015-11-11,370930.23
1045,2015-11-12,375131.33
1046,2015-11-13,381833.07
1047,2015-11-14,392335.78
1048,2015-11-15,390835.39
1049,2015-11-16,388834.87
1050,2015-11-17,393736.14
1051,2015-11-18,384033.64
1052,2015-11-19,378532.22
1053,2015-11-20,380932.83
1054,2015-11-21,384433.76
1055,2015-11-22,384333.72
1056,2015-11-23,381933.09
1057,2015-11-24,380432.72
1058,2015-11-25,387334.5
1059,2015-11-26,389835.15
1060,2015-11-27,394236.28
1061,2015-11-28,396936.95
1062,2015-11-29,397337.07
1063,2015-11-30,397737.16
1064,2015-12-01,393236.01
1065,2015-12-02,387934.65
1066,2015-12-03,383833.59
1067,2015-12-04,380432.7
1068,2015-12-05,378932.31
1069,2015-12-06,371630.41
1070,2015-12-07,361927.86
1071,2015-12-08,360427.47
1072,2015-12-09,367629.37
1073,2015-12-10,364628.59
1074,2015-12-11,357226.62
1075,2015-12-12,350524.85
1076,2015-12-13,349624.61
1077,2015-12-14,350224.76
1078,2015-12-15,351825.18
1079,2015-12-16,352025.23
1080,2015-12-17,355326.13
1081,2015-12-18,362227.96
1082,2015-12-19,363628.32
1083,2015-12-20,364028.43
1084,2015-12-21,359227.15
1085,2015-12-22,352625.4
1086,2015-12-23,356726.49
1087,2015-12-24,364628.59
1088,2015-12-25,368729.66
1089,2015-12-26,375031.31
1090,2015-12-27,381933.11
1091,2015-12-28,386934.4
1092,2015-12-29,384433.75
1093,2015-12-30,380832.81
1094,2015-12-31,379932.59
1095,2016-01-01,378032.1
1096,2016-01-02,379332.43
1097,2016-01-03,381132.88
1098,2016-01-04,386834.36
1099,2016-01-05,387034.41
1100,2016-01-06,386834.37
1101,2016-01-07,386034.15
1102,2016-01-08,385634.07
1103,2016-01-09,384733.82
1104,2016-01-10,383333.45
1105,2016-01-11,381933.1
1106,2016-01-12,377231.88
1107,2016-01-13,372330.61
1108,2016-01-14,369229.79
1109,2016-01-15,369329.82
1110,2016-01-16,371230.32
1111,2016-01-17,373230.85
1112,2016-01-18,374531.18
1113,2016-01-19,374231.1
1114,2016-01-20,375231.35
1115,2016-01-21,375731.48
1116,2016-01-22,375931.55
1117,2016-01-23,374731.23
1118,2016-01-24,371630.43
1119,2016-01-25,369029.74
1120,2016-01-26,367029.22
1121,2016-01-27,365428.8
1122,2016-01-28,365728.87
1123,2016-01-29,366729.13
1124,2016-01-30,368529.62
1125,2016-01-31,370230.06
1126,2016-02-01,372630.68
1127,2016-02-02,373530.92
1128,2016-02-03,371830.48
1129,2016-02-04,371330.33
1130,2016-02-05,370630.16
1131,2016-02-06,373330.87
1132,2016-02-07,375331.39
1133,2016-02-08,375931.55
1134,2016-02-09,375431.41
1135,2016-02-10,375331.38
1136,2016-02-11,374231.09
1137,2016-02-12,372030.52
1138,2016-02-13,370029.99
1139,2016-02-14,370730.18
1140,2016-02-15,372130.56
1141,2016-02-16,372430.63
1142,2016-02-17,372330.59
1143,2016-02-18,371730.45
1144,2016-02-19,373730.97
1145,2016-02-20,377031.82
1146,2016-02-21,378532.23
1147,2016-02-22,380732.8
1148,2016-02-23,382833.33
1149,2016-02-24,382633.28
1150,2016-02-25,377331.9
1151,2016-02-26,376931.81
1152,2016-02-27,371130.3
1153,2016-02-28,370330.07
1154,2016-02-29,370130.04
1155,2016-03-01,368629.64
1156,2016-03-02,367429.32
1157,2016-03-03,366829.17
1158,2016-03-04,365528.83
1159,2016-03-05,363828.36
1160,2016-03-06,361327.72
1161,2016-03-07,364428.53
1162,2016-03-08,367629.36
1163,2016-03-09,371730.44
1164,2016-03-10,374231.09
1165,2016-03-11,374031.04
1166,2016-03-12,373230.83
1167,2016-03-13,372430.63
1168,2016-03-14,371030.26
1169,2016-03-15,370230.06
1170,2016-03-16,368429.59
1171,2016-03-17,367129.23
1172,2016-03-18,367629.38
1173,2016-03-19,369729.93
1174,2016-03-20,371630.41
1175,2016-03-21,372330.6
1176,2016-03-22,370130.04
1177,2016-03-23,370930.24
1178,2016-03-24,370330.09
1179,2016-03-25,372130.55
1180,2016-03-26,375331.39
1181,2016-03-27,376731.75
1182,2016-03-28,381432.98
1183,2016-03-29,388234.73
1184,2016-03-30,395736.64
1185,2016-03-31,397537.12
1186,2016-04-01,398437.34
1187,2016-04-02,389435.03
1188,2016-04-03,385333.97
1189,2016-04-04,381232.92
1190,2016-04-05,375331.39
1191,2016-04-06,372130.54
1192,2016-04-07,372630.68
1193,2016-04-08,375931.53
1194,2016-04-09,377331.9
1195,2016-04-10,377031.84
1196,2016-04-11,376531.69
1197,2016-04-12,375431.4
1198,2016-04-13,370630.17
1199,2016-04-14,368429.58
1200,2016-04-15,370330.08
1201,2016-04-16,371830.47
1202,2016-04-17,373830.99
1203,2016-04-18,378232.14
1204,2016-04-19,381132.9
1205,2016-04-20,383833.59
1206,2016-04-21,386034.16
1207,2016-04-22,385333.99
1208,2016-04-23,382733.31
1209,2016-04-24,380332.69
1210,2016-04-25,380132.64
1211,2016-04-26,382433.24
1212,2016-04-27,382433.23
1213,2016-04-28,380632.77
1214,2016-04-29,376731.75
1215,2016-04-30,375831.51
1216,2016-05-01,371930.51
1217,2016-05-02,374331.13
1218,2016-05-03,371030.26
1219,2016-05-04,369329.82
1220,2016-05-05,367129.23
1221,2016-05-06,366629.11
1222,2016-05-07,365828.91
1223,2016-05-08,366329.03
1224,2016-05-09,370130.02
1225,2016-05-10,373730.98
1226,2016-05-11,375731.49
1227,2016-05-12,378332.17
1228,2016-05-13,381532.99
1229,2016-05-14,383133.41
1230,2016-05-15,380832.81
1231,2016-05-16,386534.3
1232,2016-05-17,392135.74
1233,2016-05-18,393135.99
1234,2016-05-19,393336.04
1235,2016-05-20,394136.25
1236,2016-05-21,391035.45
1237,2016-05-22,388434.79
1238,2016-05-23,388134.69
1239,2016-05-24,389835.15
1240,2016-05-25,388934.91
1241,2016-05-26,392635.87
1242,2016-05-27,393836.17
1243,2016-05-28,394536.35
1244,2016-05-29,392335.77
1245,2016-05-30,392835.91
1246,2016-05-31,392935.94
1247,2016-06-01,389635.08
1248,2016-06-02,387834.62
1249,2016-06-03,388434.78
1250,2016-06-04,389735.11
1251,2016-06-05,389134.95
1252,2016-06-06,388734.85
1253,2016-06-07,388334.75
1254,2016-06-08,389535.06
1255,2016-06-09,390435.29
1256,2016-06-10,392135.74
1257,2016-06-11,389535.06
1258,2016-06-12,388734.85
1259,2016-06-13,389335.02
1260,2016-06-14,389034.92
1261,2016-06-15,387734.61
1262,2016-06-16,387934.66
1263,2016-06-17,389935.16
1264,2016-06-18,389335.02
1265,2016-06-19,389234.98
1266,2016-06-20,388634.82
1267,2016-06-21,389335.0
1268,2016-06-22,391435.56
1269,2016-06-23,392835.92
1270,2016-06-24,392135.73
1271,2016-06-25,391735.62
1272,2016-06-26,391235.51
1273,2016-06-27,390235.25
1274,2016-06-28,389835.14
1275,2016-06-29,390135.22
1276,2016-06-30,389435.03
1277,2016-07-01,390135.22
1278,2016-07-02,388334.75
1279,2016-07-03,387934.66
1280,2016-07-04,386534.3
1281,2016-07-05,387234.47
1282,2016-07-06,387934.65
1283,2016-07-07,391435.54
1284,2016-07-08,395036.47
1285,2016-07-09,393035.95
1286,2016-07-10,391235.51
1287,2016-07-11,391235.51
1288,2016-07-12,390535.31
1289,2016-07-13,389835.13
1290,2016-07-14,386734.34
1291,2016-07-15,383733.57
1292,2016-07-16,380732.79
1293,2016-07-17,377631.99
1294,2016-07-18,375631.46
1295,2016-07-19,375431.4
1296,2016-07-20,375831.52
1297,2016-07-21,377331.92
1298,2016-07-22,378232.15
1299,2016-07-23,379232.41
1300,2016-07-24,381432.98
1301,2016-07-25,381232.93
1302,2016-07-26,381933.11
1303,2016-07-27,379732.54
1304,2016-07-28,378432.19
1305,2016-07-29,375731.49
1306,2016-07-30,376331.65
1307,2016-07-31,376831.78
1308,2016-08-01,377231.89
1309,2016-08-02,376631.72
1310,2016-08-03,378032.1
1311,2016-08-04,378732.26
1312,2016-08-05,377932.07
1313,2016-08-06,377231.88
1314,2016-08-07,377832.03
1315,2016-08-08,378532.23
1316,2016-08-09,378532.23
1317,2016-08-10,378332.16
1318,2016-08-11,379132.38
1319,2016-08-12,380632.77
1320,2016-08-13,381633.01
1321,2016-08-14,381933.1
1322,2016-08-15,381833.08
1323,2016-08-16,381933.1
1324,2016-08-17,379932.57
1325,2016-08-18,379932.57
1326,2016-08-19,379632.51
1327,2016-08-20,380332.68
1328,2016-08-21,378032.1
1329,2016-08-22,377031.83
1330,2016-08-23,377732.0
1331,2016-08-24,378132.11
1332,2016-08-25,378532.23
1333,2016-08-26,379232.39
1334,2016-08-27,381132.9
1335,2016-08-28,381332.95
1336,2016-08-29,382133.14
1337,2016-08-30,380532.73
1338,2016-08-31,379032.35
1339,2016-09-01,379832.55
1340,2016-09-02,379132.37
1341,2016-09-03,379432.45
1342,2016-09-04,378132.12
1343,2016-09-05,377231.89
1344,2016-09-06,376431.67
1345,2016-09-07,376831.78
1346,2016-09-08,377732.01
1347,2016-09-09,378432.2
1348,2016-09-10,376631.73
1349,2016-09-11,376231.62
1350,2016-09-12,376331.64
1351,2016-09-13,376031.56
1352,2016-09-14,375931.54
1353,2016-09-15,376431.66
1354,2016-09-16,375931.55
1355,2016-09-17,377131.86
1356,2016-09-18,377231.87
1357,2016-09-19,377131.86
1358,2016-09-20,374931.28
1359,2016-09-21,372830.74
1360,2016-09-22,373931.01
1361,2016-09-23,374031.05
1362,2016-09-24,374531.18
1363,2016-09-25,374831.25
1364,2016-09-26,375731.5
1365,2016-09-27,375531.44
1366,2016-09-28,376231.62
1367,2016-09-29,376431.66
1368,2016-09-30,376531.71
1369,2016-10-01,378032.08
1370,2016-10-02,377031.83
1371,2016-10-03,375831.52
1372,2016-10-04,376331.65
1373,2016-10-05,376831.77
1374,2016-10-06,377231.88
1375,2016-10-07,379632.51
1376,2016-10-08,381432.97
1377,2016-10-09,383733.57
1378,2016-10-10,386334.25
1379,2016-10-11,390335.26
1380,2016-10-12,387134.45
1381,2016-10-13,384033.64
1382,2016-10-14,383233.44
1383,2016-10-15,382833.34
1384,2016-10-16,382733.31
1385,2016-10-17,381232.93
1386,2016-10-18,378932.31
1387,2016-10-19,375831.51
1388,2016-10-20,374531.17
1389,2016-10-21,373030.79
1390,2016-10-22,370630.17
1391,2016-10-23,367829.42
1392,2016-10-24,366228.99
1393,2016-10-25,366629.11
1394,2016-10-26,367929.45
1395,2016-10-27,369929.98
1396,2016-10-28,371630.43
1397,2016-10-29,373030.78
1398,2016-10-30,374231.11
1399,2016-10-31,372030.53
1400,2016-11-01,369029.74
1401,2016-11-02,367629.37
1402,2016-11-03,368229.52
1403,2016-11-04,367829.43
1404,2016-11-05,368329.55
1405,2016-11-06,368529.6
1406,2016-11-07,370430.11
1407,2016-11-08,376731.75
1408,2016-11-09,387034.43
1409,2016-11-10,382933.37
1410,2016-11-11,378932.31
1411,2016-11-12,374831.26
1412,2016-11-13,367229.27
1413,2016-11-14,368629.64
1414,2016-11-15,378032.08
1415,2016-11-16,390235.24
1416,2016-11-17,385834.1
1417,2016-11-18,381132.9
1418,2016-11-19,376331.64
1419,2016-11-20,368929.71
1420,2016-11-21,366128.97
1421,2016-11-22,371130.28
1422,2016-11-23,377832.03
1423,2016-11-24,372030.53
1424,2016-11-25,376831.78
1425,2016-11-26,377131.86
1426,2016-11-27,377031.83
1427,2016-11-28,377331.92
1428,2016-11-29,376631.72
1429,2016-11-30,375431.42
1430,2016-12-01,374631.19
1431,2016-12-02,373430.88
1432,2016-12-03,382433.24
1433,2016-12-04,396136.75
1434,2016-12-05,397337.06
1435,2016-12-06,392235.75
1436,2016-12-07,388634.84
1437,2016-12-08,379932.59
1438,2016-12-09,371530.39
1439,2016-12-10,369929.97
1440,2016-12-11,367329.29
1441,2016-12-12,370930.24
1442,2016-12-13,375631.46
1443,2016-12-14,380032.62
1444,2016-12-15,381733.05
1445,2016-12-16,380032.6
1446,2016-12-17,377031.84
1447,2016-12-18,374031.04
1448,2016-12-19,372530.66
1449,2016-12-20,376731.76
1450,2016-12-21,379932.57
1451,2016-12-22,381032.87
1452,2016-12-23,380832.81
1453,2016-12-24,379232.4
1454,2016-12-25,375131.34
1455,2016-12-26,377331.91
1456,2016-12-27,377231.87
1457,2016-12-28,373230.85
1458,2016-12-29,371030.26
1459,2016-12-30,372830.74
1460,2016-12-31,372130.54
1461,2017-01-01,373330.87
1462,2017-01-02,374931.27
1463,2017-01-03,374631.21
1464,2017-01-04,374331.13
1465,2017-01-05,375031.3
1466,2017-01-06,374131.07
1467,2017-01-07,372830.73
1468,2017-01-08,372230.58
1469,2017-01-09,373730.97
1470,2017-01-10,375531.43
1471,2017-01-11,374631.19
1472,2017-01-12,377832.05
1473,2017-01-13,382433.22
1474,2017-01-14,379232.4
1475,2017-01-15,375831.51
1476,2017-01-16,374131.08
1477,2017-01-17,376731.75
1478,2017-01-18,382233.17
1479,2017-01-19,389034.94
1480,2017-01-20,394236.28
1481,2017-01-21,395736.64
1482,2017-01-22,397437.08
1483,2017-01-23,398337.32
1484,2017-01-24,397537.11
1485,2017-01-25,397337.05
1486,2017-01-26,398137.26
1487,2017-01-27,396736.91
1488,2017-01-28,389835.13
1489,2017-01-29,385934.14
1490,2017-01-30,383033.39
1491,2017-01-31,377131.85
1492,2017-02-01,375931.54
1493,2017-02-02,377431.93
1494,2017-02-03,383833.59
1495,2017-02-04,390635.35
1496,2017-02-05,399637.65
1497,2017-02-06,403138.54
1498,2017-02-07,399137.53
1499,2017-02-08,391135.46
1500,2017-02-09,385934.13
1501,2017-02-10,385734.09
1502,2017-02-11,384633.79
1503,2017-02-12,377331.91
1504,2017-02-13,373230.85
1505,2017-02-14,370930.25
1506,2017-02-15,370230.06
1507,2017-02-16,372330.61
1508,2017-02-17,373130.82
1509,2017-02-18,372630.67
1510,2017-02-19,369829.95
1511,2017-02-20,368729.65
1512,2017-02-21,368129.49
1513,2017-02-22,363628.31
1514,2017-02-23,362227.95
1515,2017-02-24,361627.8
1516,2017-02-25,361527.77
1517,2017-02-26,361927.87
1518,2017-02-27,363028.15
1519,2017-02-28,366329.03
1520,2017-03-01,367129.23
1521,2017-03-02,369229.8
1522,2017-03-03,371330.35
1523,2017-03-04,374631.22
1524,2017-03-05,377031.82
1525,2017-03-06,380732.78
1526,2017-03-07,388234.72
1527,2017-03-08,391135.47
1528,2017-03-09,393536.09
1529,2017-03-10,397537.1
1530,2017-03-11,396386.81
1531,2017-03-12,395236.52
1532,2017-03-13,394436.33
1533,2017-03-14,396136.75
1534,2017-03-15,392135.72
1535,2017-03-16,373630.94
1536,2017-03-17,363428.27
1537,2017-03-18,365228.74
1538,2017-03-19,366829.16
1539,2017-03-20,367529.36
1540,2017-03-21,371630.41
1541,2017-03-22,371030.26
1542,2017-03-23,367029.2
1543,2017-03-24,365228.75
1544,2017-03-25,363928.4
1545,2017-03-26,364128.44
1546,2017-03-27,362928.13
1547,2017-03-28,362127.92
1548,2017-03-29,365528.83
1549,2017-03-30,370830.22
1550,2017-03-31,372030.52
1551,2017-04-01,376931.8
1552,2017-04-02,378932.32
1553,2017-04-03,377631.97
1554,2017-04-04,374031.06
1555,2017-04-05,373330.86
1556,2017-04-06,376631.74
1557,2017-04-07,379832.56
1558,2017-04-08,376931.81
1559,2017-04-09,379032.34
1560,2017-04-10,382433.23
1561,2017-04-11,392035.7
1562,2017-04-12,396236.77
1563,2017-04-13,398937.47
1564,2017-04-14,400837.94
1565,2017-04-15,396436.82
1566,2017-04-16,391735.63
1567,2017-04-17,390135.22
1568,2017-04-18,384733.84
1569,2017-04-19,384033.65
1570,2017-04-20,375231.36
1571,2017-04-21,371230.33
1572,2017-04-22,367929.46
1573,2017-04-23,364728.61
1574,2017-04-24,364128.44
1575,2017-04-25,369829.94
1576,2017-04-26,377832.04
1577,2017-04-27,384733.82
1578,2017-04-28,390635.35
1579,2017-04-29,393636.12
1580,2017-04-30,395436.58
1581,2017-05-01,395036.47
1582,2017-05-02,391335.52
1583,2017-05-03,388834.88
1584,2017-05-04,388234.73
1585,2017-05-05,390635.36
1586,2017-05-06,388934.91
1587,2017-05-07,386834.38
1588,2017-05-08,392835.92
1589,2017-05-09,395036.47
1590,2017-05-10,396236.78
1591,2017-05-11,394336.28
1592,2017-05-12,393035.96
1593,2017-05-13,389234.98
1594,2017-05-14,390735.36
1595,2017-05-15,393736.15
1596,2017-05-16,395036.48
1597,2017-05-17,396236.79
1598,2017-05-18,401138.04
1599,2017-05-19,400937.99
1600,2017-05-20,395036.46
1601,2017-05-21,392235.77
1602,2017-05-22,390335.26
1603,2017-05-23,390335.26
1604,2017-05-24,393936.2
1605,2017-05-25,394936.44
1606,2017-05-26,396336.81
1607,2017-05-27,396536.85
1608,2017-05-28,394736.39
1609,2017-05-29,393636.11
1610,2017-05-30,392435.8
1611,2017-05-31,393636.12
1612,2017-06-01,394536.34
1613,2017-06-02,398437.35
1614,2017-06-03,397737.15
1615,2017-06-04,393436.07
1616,2017-06-05,390735.38
1617,2017-06-06,391435.56
1618,2017-06-07,392835.91
1619,2017-06-08,393035.96
1620,2017-06-09,395736.65
1621,2017-06-10,394936.45
1622,2017-06-11,390235.23
1623,2017-06-12,387934.66
1624,2017-06-13,388634.83
1625,2017-06-14,392335.78
1626,2017-06-15,397837.18
1627,2017-06-16,398437.34
1628,2017-06-17,395336.54
1629,2017-06-18,395136.5
1630,2017-06-19,393135.98
1631,2017-06-20,396336.81
1632,2017-06-21,389835.14
1633,2017-06-22,385834.1
1634,2017-06-23,389034.92
1635,2017-06-24,390235.23
1636,2017-06-25,389935.17
1637,2017-06-26,390435.29
1638,2017-06-27,389535.06
1639,2017-06-28,391135.48
1640,2017-06-29,392335.79
1641,2017-06-30,394236.27
1642,2017-07-01,394436.32
1643,2017-07-02,394136.23
1644,2017-07-03,394136.25
1645,2017-07-04,396736.9
1646,2017-07-05,398337.32
1647,2017-07-06,400037.74
1648,2017-07-07,402438.36
1649,2017-07-08,403838.72
1650,2017-07-09,403438.62
1651,2017-07-10,404238.81
1652,2017-07-11,404138.79
1653,2017-07-12,403238.57
1654,2017-07-13,401138.04
1655,2017-07-14,399537.62
1656,2017-07-15,397737.17
1657,2017-07-16,396236.79
1658,2017-07-17,397137.02
1659,2017-07-18,398837.45
1660,2017-07-19,399037.5
1661,2017-07-20,398137.27
1662,2017-07-21,398437.33
1663,2017-07-22,400237.8
1664,2017-07-23,400237.79
1665,2017-07-24,401838.21
1666,2017-07-25,402638.41
1667,2017-07-26,404038.75
1668,2017-07-27,403238.57
1669,2017-07-28,402738.43
1670,2017-07-29,401638.15
1671,2017-07-30,401938.23
1672,2017-07-31,401938.22
1673,2017-08-01,401438.1
1674,2017-08-02,401338.09
1675,2017-08-03,402138.29
1676,2017-08-04,402738.44
1677,2017-08-05,403438.6
1678,2017-08-06,403138.54
1679,2017-08-07,403838.7
1680,2017-08-08,403438.6
1681,2017-08-09,402838.45
1682,2017-08-10,402738.44
1683,2017-08-11,402338.34
1684,2017-08-12,401938.24
1685,2017-08-13,400337.83
1686,2017-08-14,400737.93
1687,2017-08-15,399337.56
1688,2017-08-16,398037.23
1689,2017-08-17,397036.98
1690,2017-08-18,395736.66
1691,2017-08-19,395036.46
1692,2017-08-20,394436.32
1693,2017-08-21,394836.42
1694,2017-08-22,395236.51
1695,2017-08-23,395336.56
1696,2017-08-24,395736.65
1697,2017-08-25,397537.11
1698,2017-08-26,397337.06
1699,2017-08-27,398837.45
1700,2017-08-28,398637.38
1701,2017-08-29,398037.24
1702,2017-08-30,395236.53
1703,2017-08-31,395736.66
1704,2017-09-01,396136.75
1705,2017-09-02,395536.59
1706,2017-09-03,395236.53
1707,2017-09-04,393236.0
1708,2017-09-05,392835.91
1709,2017-09-06,392535.84
1710,2017-09-07,394936.44
1711,2017-09-08,397036.98
1712,2017-09-09,395736.65
1713,2017-09-10,394036.22
1714,2017-09-11,395336.54
1715,2017-09-12,395436.57
1716,2017-09-13,395636.63
1717,2017-09-14,392035.7
1718,2017-09-15,392035.71
1719,2017-09-16,389535.07
1720,2017-09-17,387734.6
1721,2017-09-18,386834.36
1722,2017-09-19,386234.2
1723,2017-09-20,386734.35
1724,2017-09-21,388234.73
1725,2017-09-22,389735.11
1726,2017-09-23,390835.39
1727,2017-09-24,391135.48
1728,2017-09-25,391935.68
1729,2017-09-26,388734.86
1730,2017-09-27,392335.77
1731,2017-09-28,393936.19
1732,2017-09-29,395036.47
1733,2017-09-30,391135.48
1734,2017-10-01,387734.59
1735,2017-10-02,388334.74
1736,2017-10-03,389034.92
1737,2017-10-04,390435.28
1738,2017-10-05,393236.02
1739,2017-10-06,393536.09
1740,2017-10-07,395036.48
1741,2017-10-08,399237.54
1742,2017-10-09,399937.71
1743,2017-10-10,400237.8
1744,2017-10-11,400737.92
1745,2017-10-12,401638.16
1746,2017-10-13,402538.39
1747,2017-10-14,402838.45
1748,2017-10-15,400937.97
1749,2017-10-16,397337.07
1750,2017-10-17,395836.68
1751,2017-10-18,399337.56
1752,2017-10-19,402138.27
1753,2017-10-20,399837.7
1754,2017-10-21,396236.78
1755,2017-10-22,391935.68
1756,2017-10-23,388334.74
1757,2017-10-24,387934.66
1758,2017-10-25,386034.17
1759,2017-10-26,379532.48
1760,2017-10-27,378532.22
1761,2017-10-28,381432.97
1762,2017-10-29,384133.67
1763,2017-10-30,386734.33
1764,2017-10-31,386834.36
1765,2017-11-01,392535.83
1766,2017-11-02,396636.88
1767,2017-11-03,396936.96
1768,2017-11-04,395036.46
1769,2017-11-05,391235.5
1770,2017-11-06,390435.29
1771,2017-11-07,389234.99
1772,2017-11-08,386934.38
1773,2017-11-09,387934.65
1774,2017-11-10,386434.26
1775,2017-11-11,384733.82
1776,2017-11-12,387434.53
1777,2017-11-13,386434.27
1778,2017-11-14,383233.44
1779,2017-11-15,379232.39
1780,2017-11-16,380232.66
1781,2017-11-17,380332.69
1782,2017-11-18,378732.28
1783,2017-11-19,377331.9
1784,2017-11-20,379132.38
1785,2017-11-21,380632.75
1786,2017-11-22,382533.25
1787,2017-11-23,385133.94
1788,2017-11-24,386234.22
1789,2017-11-25,386434.27
1790,2017-11-26,385934.14
1791,2017-11-27,384633.79
1792,2017-11-28,376831.77
1793,2017-11-29,374931.27
1794,2017-11-30,372830.74
1795,2017-12-01,370030.0
1796,2017-12-02,368429.59
1797,2017-12-03,366629.1
1798,2017-12-04,364628.58
1799,2017-12-05,362227.96
1800,2017-12-06,360727.55
1801,2017-12-07,363328.23
1802,2017-12-08,363328.24
1803,2017-12-09,363428.27
1804,2017-12-10,363628.31
1805,2017-12-11,363328.24
1806,2017-12-12,363028.17
1807,2017-12-13,364428.54
1808,2017-12-14,372530.66
1809,2017-12-15,383533.52
1810,2017-12-16,387034.41
1811,2017-12-17,389835.14
1812,2017-12-18,393736.15
1813,2017-12-19,391735.63
1814,2017-12-20,390835.39
1815,2017-12-21,389735.12
1816,2017-12-22,388334.75
1817,2017-12-23,390735.36
1818,2017-12-24,392835.91
1819,2017-12-25,390335.26
1820,2017-12-26,387534.55
1821,2017-12-27,388234.72
1822,2017-12-28,392835.9
1823,2017-12-29,403738.69
1824,2017-12-30,399337.57
1825,2017-12-31,397337.05
1826,2018-01-01,394136.23
