,datetime,LAKE_VALLEY_RES_NR_CISCO_CA.tsv
1143,2016-02-18,5360
1144,2016-02-19,5390
1145,2016-02-20,5430
1146,2016-02-21,5460
1147,2016-02-22,5500
1148,2016-02-23,5540
1149,2016-02-24,5570
1150,2016-02-25,5610
1151,2016-02-26,5650
1152,2016-02-27,5680
1153,2016-02-28,5720
1154,2016-02-29,5760
1155,2016-03-01,5790
1156,2016-03-02,5830
1157,2016-03-03,5870
1158,2016-03-04,5900
1159,2016-03-05,5940
1160,2016-03-06,5980
1161,2016-03-07,6020
1162,2016-03-08,6050
1163,2016-03-09,6090
1164,2016-03-10,6130
1165,2016-03-11,6170
1166,2016-03-12,6210
1167,2016-03-13,6240
1168,2016-03-14,6280
1169,2016-03-15,6320
1170,2016-03-16,6360
1171,2016-03-17,6400
1172,2016-03-18,6430
1173,2016-03-19,6470
1174,2016-03-20,6510
1175,2016-03-21,6550
1176,2016-03-22,6590
1177,2016-03-23,6630
1178,2016-03-24,6670
1179,2016-03-25,6700
1180,2016-03-26,6750
1181,2016-03-27,6790
1182,2016-03-28,6820
1183,2016-03-29,6860
1184,2016-03-30,6900
1185,2016-03-31,6930
1186,2016-04-01,6970
1187,2016-04-02,7030
1188,2016-04-03,7100
1189,2016-04-04,7160
1190,2016-04-05,7210
1191,2016-04-06,7260
1192,2016-04-07,7280
1193,2016-04-08,7330
1194,2016-04-09,7340
1195,2016-04-10,7350
1196,2016-04-11,7330
1197,2016-04-12,7320
1198,2016-04-13,7310
1199,2016-04-14,7300
1200,2016-04-15,7300
1201,2016-04-16,7270
1202,2016-04-17,7270
1203,2016-04-18,7280
1204,2016-04-19,7300
1205,2016-04-20,7320
1206,2016-04-21,7330
1207,2016-04-22,7390
1208,2016-04-23,7340
1209,2016-04-24,7310
1210,2016-04-25,7290
1211,2016-04-26,7270
1212,2016-04-27,7270
1213,2016-04-28,7260
1214,2016-04-29,7270
1215,2016-04-30,7270
1216,2016-05-01,7280
1217,2016-05-02,7300
1218,2016-05-03,7310
1219,2016-05-04,7310
1220,2016-05-05,7340
1221,2016-05-06,7350
1222,2016-05-07,7370
1223,2016-05-08,7370
1224,2016-05-09,7360
1225,2016-05-10,7360
1226,2016-05-11,7350
1227,2016-05-12,7350
1228,2016-05-13,7350
1229,2016-05-14,7340
1230,2016-05-15,7350
1231,2016-05-16,7380
1232,2016-05-17,7410
1233,2016-05-18,7430
1234,2016-05-19,7440
1235,2016-05-20,7480
1236,2016-05-21,7470
1237,2016-05-22,7450
1238,2016-05-23,7460
1239,2016-05-24,7510
1240,2016-05-25,7550
1241,2016-05-26,7580
1242,2016-05-27,7590
1243,2016-05-28,7610
1244,2016-05-29,7630
1245,2016-05-30,7640
1246,2016-05-31,7650
1247,2016-06-01,7660
1248,2016-06-02,7660
1249,2016-06-03,7670
1250,2016-06-04,7660
1251,2016-06-05,7660
1252,2016-06-06,7650
1253,2016-06-07,7650
1254,2016-06-08,7650
1255,2016-06-09,7640
1256,2016-06-10,7630
1257,2016-06-11,7620
1258,2016-06-12,7620
1259,2016-06-13,7610
1260,2016-06-14,7590
1261,2016-06-15,7590
1262,2016-06-16,7580
1263,2016-06-17,7570
1264,2016-06-18,7570
1265,2016-06-19,7560
1266,2016-06-20,7550
1267,2016-06-21,7540
1268,2016-06-22,7530
1269,2016-06-23,7520
1270,2016-06-24,7510
1271,2016-06-25,7500
1272,2016-06-26,7490
1273,2016-06-27,7470
1274,2016-06-28,7460
1275,2016-06-29,7450
1276,2016-06-30,7440
1277,2016-07-01,7420
1278,2016-07-02,7410
1279,2016-07-03,7390
1280,2016-07-04,7370
1281,2016-07-05,7360
1282,2016-07-06,7340
1283,2016-07-07,7320
1284,2016-07-08,7310
1285,2016-07-09,7280
1286,2016-07-10,7270
1287,2016-07-11,7250
1288,2016-07-12,7230
1289,2016-07-13,7210
1290,2016-07-14,7200
1291,2016-07-15,7180
1292,2016-07-16,7160
1293,2016-07-17,7140
1294,2016-07-18,7130
1295,2016-07-19,7110
1296,2016-07-20,7090
1297,2016-07-21,7080
1298,2016-07-22,7060
1299,2016-07-23,7040
1300,2016-07-24,7020
1301,2016-07-25,7010
1302,2016-07-26,6990
1303,2016-07-27,6970
1304,2016-07-28,6950
1305,2016-07-29,6930
1306,2016-07-30,6910
1307,2016-07-31,6890
1308,2016-08-01,6870
1309,2016-08-02,6850
1310,2016-08-03,6820
1311,2016-08-04,6810
1312,2016-08-05,6780
1313,2016-08-06,6760
1314,2016-08-07,6740
1315,2016-08-08,6720
1316,2016-08-09,6700
1317,2016-08-10,6680
1318,2016-08-11,6660
1319,2016-08-12,6650
1320,2016-08-13,6630
1321,2016-08-14,6610
1322,2016-08-15,6590
1323,2016-08-16,6570
1324,2016-08-17,6550
1325,2016-08-18,6540
1326,2016-08-19,6520
1327,2016-08-20,6500
1328,2016-08-21,6480
1329,2016-08-22,6460
1330,2016-08-23,6450
1331,2016-08-24,6430
1332,2016-08-25,6410
1333,2016-08-26,6390
1334,2016-08-27,6370
1335,2016-08-28,6350
1336,2016-08-29,6330
1337,2016-08-30,6310
1338,2016-08-31,6290
1339,2016-09-01,6280
1340,2016-09-02,6260
1341,2016-09-03,6240
1342,2016-09-04,6220
1343,2016-09-05,6200
1344,2016-09-06,6190
1345,2016-09-07,6170
1346,2016-09-08,6150
1347,2016-09-09,6130
1348,2016-09-10,6110
1349,2016-09-11,6090
1350,2016-09-12,6070
1351,2016-09-13,6050
1352,2016-09-14,6040
1353,2016-09-15,6020
1354,2016-09-16,6000
1355,2016-09-17,5980
1356,2016-09-18,5970
1357,2016-09-19,5950
1358,2016-09-20,5930
1359,2016-09-21,5910
1360,2016-09-22,5890
1361,2016-09-23,5880
1362,2016-09-24,5860
1363,2016-09-25,5830
1364,2016-09-26,5820
1365,2016-09-27,5800
1366,2016-09-28,5780
1367,2016-09-29,5770
1368,2016-09-30,5740
1369,2016-10-01,5730
1370,2016-10-02,5720
1371,2016-10-03,5710
1372,2016-10-04,5680
1373,2016-10-05,5630
1374,2016-10-06,5580
1375,2016-10-07,5540
1376,2016-10-08,5480
1377,2016-10-09,5430
1378,2016-10-10,5370
1379,2016-10-11,5310
1380,2016-10-12,5260
1381,2016-10-13,5200
1382,2016-10-14,5200
1383,2016-10-15,5200
1384,2016-10-16,5330
1385,2016-10-17,5330
1386,2016-10-18,5290
1387,2016-10-19,5230
1388,2016-10-20,5190
1389,2016-10-21,5130
1390,2016-10-22,5080
1391,2016-10-23,5030
1392,2016-10-24,4990
1393,2016-10-25,4960
1394,2016-10-26,4910
1395,2016-10-27,4910
1396,2016-10-28,5060
1397,2016-10-29,5070
1398,2016-10-30,5130
1399,2016-10-31,5200
1400,2016-11-01,5260
1401,2016-11-02,5260
1402,2016-11-03,5250
1403,2016-11-04,5220
1404,2016-11-05,5200
1405,2016-11-06,5170
1406,2016-11-07,5140
1407,2016-11-08,5100
1408,2016-11-09,5060
1409,2016-11-10,5030
1410,2016-11-11,4980
1411,2016-11-12,4950
1412,2016-11-13,4900
1413,2016-11-14,4860
1414,2016-11-15,4830
1415,2016-11-16,4800
1416,2016-11-17,4760
1417,2016-11-18,4710
1418,2016-11-19,4700
1419,2016-11-20,4730
1420,2016-11-21,4720
1421,2016-11-22,4690
1422,2016-11-23,4680
1423,2016-11-24,4650
1424,2016-11-25,4610
1425,2016-11-26,4590
1426,2016-11-27,4580
1427,2016-11-28,4540
1428,2016-11-29,4500
1429,2016-11-30,4460
1430,2016-12-01,4420
1431,2016-12-02,4380
1432,2016-12-03,4330
1433,2016-12-04,4300
1434,2016-12-05,4260
1435,2016-12-06,4220
1436,2016-12-07,4180
1437,2016-12-08,4210
1438,2016-12-09,4270
1439,2016-12-10,5570
1440,2016-12-11,5750
1441,2016-12-12,5800
1442,2016-12-13,5820
1443,2016-12-14,5900
1444,2016-12-15,6460
1445,2016-12-16,6850
1446,2016-12-17,6890
1447,2016-12-18,6880
1448,2016-12-19,6860
1449,2016-12-20,6840
1450,2016-12-21,6800
1451,2016-12-22,6770
1452,2016-12-23,6760
1453,2016-12-24,6720
1454,2016-12-25,6680
1455,2016-12-26,6630
1456,2016-12-27,6570
1457,2016-12-28,6520
1458,2016-12-29,6470
1459,2016-12-30,6420
1460,2016-12-31,6360
1461,2017-01-01,6320
1462,2017-01-02,6300
1463,2017-01-03,6300
1464,2017-01-04,6420
1465,2017-01-05,6400
1466,2017-01-06,6350
1467,2017-01-07,6460
1468,2017-01-08,7660
1469,2017-01-09,7530
1470,2017-01-10,7440
1471,2017-01-11,7340
1472,2017-01-12,7280
1473,2017-01-13,7230
1474,2017-01-14,7200
1475,2017-01-15,7170
1476,2017-01-16,7130
1477,2017-01-17,7090
1478,2017-01-18,7100
1479,2017-01-19,7110
1480,2017-01-20,7120
1481,2017-01-21,7100
1482,2017-01-22,7100
1483,2017-01-23,7070
1484,2017-01-24,7010
1485,2017-01-25,6960
1486,2017-01-26,6910
1487,2017-01-27,6850
1488,2017-01-28,6790
1489,2017-01-29,6730
1490,2017-01-30,6680
1491,2017-01-31,6620
1492,2017-02-01,6560
1493,2017-02-02,6540
1494,2017-02-03,6650
1495,2017-02-04,6730
1496,2017-02-05,6750
1497,2017-02-06,6880
1498,2017-02-07,7630
1499,2017-02-08,7810
1500,2017-02-09,7750
1501,2017-02-10,7550
1502,2017-02-11,7370
1503,2017-02-12,7290
1504,2017-02-13,7240
1505,2017-02-14,7210
1506,2017-02-15,7190
1507,2017-02-16,7200
1508,2017-02-17,7230
1509,2017-02-18,7240
1510,2017-02-19,7240
1511,2017-02-20,7450
1512,2017-02-21,7400
1513,2017-02-22,7300
1514,2017-02-23,7240
1515,2017-02-24,7200
1516,2017-02-25,7170
1517,2017-02-26,7150
1518,2017-02-27,7110
1519,2017-02-28,7070
1520,2017-03-01,7030
1521,2017-03-02,6990
1522,2017-03-03,6940
1523,2017-03-04,6910
1524,2017-03-05,6910
1525,2017-03-06,6880
1526,2017-03-07,6830
1527,2017-03-08,6770
1528,2017-03-09,6730
1529,2017-03-10,6680
1530,2017-03-11,6630
1531,2017-03-12,6590
1532,2017-03-13,6570
1533,2017-03-14,6550
1534,2017-03-15,6550
1535,2017-03-16,6570
1536,2017-03-17,6590
1537,2017-03-18,6620
1538,2017-03-19,6660
1539,2017-03-20,6700
1540,2017-03-21,7070
1541,2017-03-22,7190
1542,2017-03-23,7200
1543,2017-03-24,7220
1544,2017-03-25,7200
1545,2017-03-26,7200
1546,2017-03-27,7180
1547,2017-03-28,7160
1548,2017-03-29,7140
1549,2017-03-30,7220
1550,2017-03-31,7210
1551,2017-04-01,7190
1552,2017-04-02,7200
1553,2017-04-03,7200
1554,2017-04-04,7190
1555,2017-04-05,7200
1556,2017-04-06,7270
1557,2017-04-07,7350
1558,2017-04-08,7280
1559,2017-04-09,7230
1560,2017-04-10,7190
1561,2017-04-11,7180
1562,2017-04-12,7250
1563,2017-04-13,7320
1564,2017-04-14,7250
1565,2017-04-15,7210
1566,2017-04-16,7210
1567,2017-04-17,7320
1568,2017-04-18,7380
1569,2017-04-19,7300
1570,2017-04-20,7270
1571,2017-04-21,7240
1572,2017-04-22,7240
1573,2017-04-23,7240
1574,2017-04-24,7260
1575,2017-04-25,7240
1576,2017-04-26,7260
1577,2017-04-27,7280
1578,2017-04-28,7260
1579,2017-04-29,7240
1580,2017-04-30,7240
1581,2017-05-01,7260
1582,2017-05-02,7290
1583,2017-05-03,7330
1584,2017-05-04,7370
1585,2017-05-05,7360
1586,2017-05-06,7310
1587,2017-05-07,7300
1588,2017-05-08,7290
1589,2017-05-09,7290
1590,2017-05-10,7300
1591,2017-05-11,7310
1592,2017-05-12,7290
1593,2017-05-13,7260
1594,2017-05-14,7230
1595,2017-05-15,7220
1596,2017-05-16,7220
1597,2017-05-17,7250
1598,2017-05-18,7250
1599,2017-05-19,7260
1600,2017-05-20,7300
1601,2017-05-21,7340
1602,2017-05-22,7400
1603,2017-05-23,7530
1604,2017-05-24,7650
1605,2017-05-25,7700
1606,2017-05-26,7700
1607,2017-05-27,7700
1608,2017-05-28,7710
1609,2017-05-29,7720
1610,2017-05-30,7710
1611,2017-05-31,7700
1612,2017-06-01,7680
1613,2017-06-02,7680
1614,2017-06-03,7680
1615,2017-06-04,7680
1616,2017-06-05,7680
1617,2017-06-06,7670
1618,2017-06-07,7700
1619,2017-06-08,7720
1620,2017-06-09,7740
1621,2017-06-10,7740
1622,2017-06-11,7740
1623,2017-06-12,7740
1624,2017-06-13,7740
1625,2017-06-14,7720
1626,2017-06-15,7710
1627,2017-06-16,7700
1628,2017-06-17,7680
1629,2017-06-18,7670
1630,2017-06-19,7650
1631,2017-06-20,7630
1632,2017-06-21,7600
1633,2017-06-22,7570
1634,2017-06-23,7530
1635,2017-06-24,7500
1636,2017-06-25,7450
1637,2017-06-26,7410
1638,2017-06-27,7360
1639,2017-06-28,7310
1640,2017-06-29,7270
1641,2017-06-30,7220
1642,2017-07-01,7170
1643,2017-07-02,7130
1644,2017-07-03,7080
1645,2017-07-04,7030
1646,2017-07-05,6980
1647,2017-07-06,6930
1648,2017-07-07,6880
1649,2017-07-08,6830
1650,2017-07-09,6780
1651,2017-07-10,6730
1652,2017-07-11,6700
1653,2017-07-12,6680
1654,2017-07-13,6670
1655,2017-07-14,6660
1656,2017-07-15,6640
1657,2017-07-16,6620
1658,2017-07-17,6610
1659,2017-07-18,6590
1660,2017-07-19,6580
1661,2017-07-20,6560
1662,2017-07-21,6550
1663,2017-07-22,6530
1664,2017-07-23,6520
1665,2017-07-24,6500
1666,2017-07-25,6490
1667,2017-07-26,6470
1668,2017-07-27,6460
1669,2017-07-28,6440
1670,2017-07-29,6430
1671,2017-07-30,6410
1672,2017-07-31,6400
1673,2017-08-01,6380
1674,2017-08-02,6370
1675,2017-08-03,6350
1676,2017-08-04,6330
1677,2017-08-05,6320
1678,2017-08-06,6310
1679,2017-08-07,6290
1680,2017-08-08,6280
1681,2017-08-09,6260
1682,2017-08-10,6250
1683,2017-08-11,6230
1684,2017-08-12,6210
1685,2017-08-13,6200
1686,2017-08-14,6180
1687,2017-08-15,6170
1688,2017-08-16,6160
1689,2017-08-17,6140
1690,2017-08-18,6120
1691,2017-08-19,6110
1692,2017-08-20,6090
1693,2017-08-21,6080
1694,2017-08-22,6070
1695,2017-08-23,6050
1696,2017-08-24,6040
1697,2017-08-25,6020
1698,2017-08-26,6010
1699,2017-08-27,5990
1700,2017-08-28,5980
1701,2017-08-29,5960
1702,2017-08-30,5940
1703,2017-08-31,5930
1704,2017-09-01,5910
1705,2017-09-02,5900
1706,2017-09-03,5880
1707,2017-09-04,5870
1708,2017-09-05,5860
1709,2017-09-06,5840
1710,2017-09-07,5830
1711,2017-09-08,5810
1712,2017-09-09,5800
1713,2017-09-10,5780
1714,2017-09-11,5780
1715,2017-09-12,5770
1716,2017-09-13,5750
1717,2017-09-14,5740
1718,2017-09-15,5730
1719,2017-09-16,5710
1720,2017-09-17,5700
1721,2017-09-18,5680
1722,2017-09-19,5670
1723,2017-09-20,5670
1724,2017-09-21,5680
1725,2017-09-22,5670
1726,2017-09-23,5650
1727,2017-09-24,5640
1728,2017-09-25,5610
1729,2017-09-26,5530
1730,2017-09-27,5470
1731,2017-09-28,5410
1732,2017-09-29,5340
1733,2017-09-30,5280
1734,2017-10-01,5220
1735,2017-10-02,5150
1736,2017-10-03,5090
1737,2017-10-04,5030
1738,2017-10-05,4960
1739,2017-10-06,4900
1740,2017-10-07,4840
1741,2017-10-08,4780
1742,2017-10-09,4710
1743,2017-10-10,4650
1744,2017-10-11,4590
1745,2017-10-12,4520
1746,2017-10-13,4460
1747,2017-10-14,4400
1748,2017-10-15,4340
1749,2017-10-16,4280
1750,2017-10-17,4220
1751,2017-10-18,4160
1752,2017-10-19,4110
1753,2017-10-20,4080
1754,2017-10-21,4020
1755,2017-10-22,3960
1756,2017-10-23,3900
1757,2017-10-24,3840
1758,2017-10-25,3790
1759,2017-10-26,3730
1760,2017-10-27,3680
1761,2017-10-28,3620
1762,2017-10-29,3570
1763,2017-10-30,3510
1764,2017-10-31,3460
1765,2017-11-01,3400
1766,2017-11-02,3350
1767,2017-11-03,3330
1768,2017-11-04,3350
1769,2017-11-05,3300
1770,2017-11-06,3250
1771,2017-11-07,3200
1772,2017-11-08,3150
1773,2017-11-09,3160
1774,2017-11-10,3130
1775,2017-11-11,3090
1776,2017-11-12,3040
1777,2017-11-13,3010
1778,2017-11-14,2970
1779,2017-11-15,3000
1780,2017-11-16,3570
1781,2017-11-17,3660
1782,2017-11-18,3660
1783,2017-11-19,3630
1784,2017-11-20,3650
1785,2017-11-21,3650
1786,2017-11-22,3640
1787,2017-11-23,3610
1788,2017-11-24,3580
1789,2017-11-25,3540
1790,2017-11-26,3610
1791,2017-11-27,3710
1792,2017-11-28,3710
1793,2017-11-29,3700
1794,2017-11-30,3680
1795,2017-12-01,3650
1796,2017-12-02,3620
1797,2017-12-03,3610
1798,2017-12-04,3570
1799,2017-12-05,3530
1800,2017-12-06,3490
1801,2017-12-07,3440
1802,2017-12-08,3390
1803,2017-12-09,3350
1804,2017-12-10,3300
1805,2017-12-11,3260
1806,2017-12-12,3220
1807,2017-12-13,3170
1808,2017-12-14,3130
1809,2017-12-15,3080
1810,2017-12-16,3040
1811,2017-12-17,2980
1812,2017-12-18,2940
1813,2017-12-19,2890
1814,2017-12-20,2860
1815,2017-12-21,2810
1816,2017-12-22,2760
1817,2017-12-23,2720
1818,2017-12-24,2670
1819,2017-12-25,2630
1820,2017-12-26,2580
1821,2017-12-27,2530
1822,2017-12-28,2490
1823,2017-12-29,2440
1824,2017-12-30,2400
1825,2017-12-31,2350
1826,2018-01-01,2310
