,datetime,WILLOW_CREEK_LAKE_AT_HEPPNER__OR.
1917,2016-04-01,2073.81
1918,2016-04-02,2073.83
1919,2016-04-03,2073.86
1920,2016-04-04,2074.05
1921,2016-04-05,2074.32
1922,2016-04-06,2074.56
1923,2016-04-07,2074.8
1924,2016-04-08,2075.03
1925,2016-04-09,2075.28
1926,2016-04-10,2075.51
1927,2016-04-11,2075.72
1928,2016-04-12,2075.9
1929,2016-04-13,2076.1
1930,2016-04-14,2076.2
1931,2016-04-15,2076.22
1932,2016-04-16,2076.2
1933,2016-04-17,2076.16
1934,2016-04-18,2076.17
1935,2016-04-19,2076.2
1936,2016-04-20,2076.21
1937,2016-04-21,2076.2
1938,2016-04-22,2076.22
1939,2016-04-23,2076.2
1940,2016-04-24,2076.19
1941,2016-04-25,2076.18
1942,2016-04-26,2076.15
1943,2016-04-27,2076.14
1944,2016-04-28,2076.15
1945,2016-04-29,2076.15
1946,2016-04-30,2076.1
1947,2016-05-01,2076.04
1948,2016-05-02,2075.97
1949,2016-05-03,2075.87
1950,2016-05-04,2075.87
1951,2016-05-05,2075.86
1952,2016-05-06,2075.81
1953,2016-05-07,2075.76
1954,2016-05-08,2075.65
1955,2016-05-09,2075.56
1956,2016-05-10,2075.46
1957,2016-05-11,2075.35
1958,2016-05-12,2075.24
1959,2016-05-13,2075.12
1960,2016-05-14,2075.08
1961,2016-05-15,2075.03
1962,2016-05-16,2075.13
1963,2016-05-17,2075.14
1964,2016-05-18,2075.05
1965,2016-05-19,2074.93
1966,2016-05-20,2074.82
1967,2016-05-21,2074.73
1968,2016-05-22,2074.69
1969,2016-05-23,2074.63
1970,2016-05-24,2074.58
1971,2016-05-25,2074.52
1972,2016-05-26,2074.46
1973,2016-05-27,2074.39
1974,2016-05-28,2074.33
1975,2016-05-29,2074.26
1976,2016-05-30,2074.17
1977,2016-05-31,2074.1
1978,2016-06-01,2074.04
1979,2016-06-02,2073.97
1980,2016-06-03,2073.91
1981,2016-06-04,2073.84
1982,2016-06-05,2073.75
1983,2016-06-06,2073.65
1984,2016-06-07,2073.55
1985,2016-06-08,2073.44
1986,2016-06-09,2073.33
1987,2016-06-10,2073.24
1988,2016-06-11,2073.14
1989,2016-06-12,2073.03
1990,2016-06-13,2072.91
1991,2016-06-14,2072.78
1992,2016-06-15,2072.68
1993,2016-06-16,2072.59
1994,2016-06-17,2072.49
1995,2016-06-18,2072.42
1996,2016-06-19,2072.37
1997,2016-06-20,2072.28
1998,2016-06-21,2072.18
1999,2016-06-22,2072.09
2000,2016-06-23,2071.95
2001,2016-06-24,2071.77
2002,2016-06-25,2071.59
2003,2016-06-26,2071.4
2004,2016-06-27,2071.22
2005,2016-06-28,2071.03
2006,2016-06-29,2070.83
2007,2016-06-30,2070.65
2008,2016-07-01,2070.49
2009,2016-07-02,2070.33
2010,2016-07-03,2070.15
2011,2016-07-04,2069.97
2012,2016-07-05,2069.8
2013,2016-07-06,2069.64
2014,2016-07-07,2069.47
2015,2016-07-08,2069.34
2016,2016-07-09,2069.17
2017,2016-07-10,2068.96
2018,2016-07-11,2068.76
2019,2016-07-12,2068.55
2020,2016-07-13,2068.36
2021,2016-07-14,2068.13
2022,2016-07-15,2067.87
2023,2016-07-16,2067.61
2024,2016-07-17,2067.36
2025,2016-07-18,2067.09
2026,2016-07-19,2066.82
2027,2016-07-20,2066.57
2028,2016-07-21,2066.31
2029,2016-07-22,2066.02
2030,2016-07-23,2065.75
2031,2016-07-24,2065.49
2032,2016-07-25,2065.23
2033,2016-07-26,2064.95
2034,2016-07-27,2064.67
2035,2016-07-28,2064.4
2036,2016-07-29,2064.12
2037,2016-07-30,2063.81
2038,2016-07-31,2063.51
2039,2016-08-01,2063.23
2040,2016-08-02,2062.94
2041,2016-08-03,2062.71
2042,2016-08-04,2062.47
2043,2016-08-05,2062.22
2044,2016-08-06,2061.97
2045,2016-08-07,2061.71
2046,2016-08-08,2061.46
2047,2016-08-09,2061.19
2048,2016-08-10,2060.93
2049,2016-08-11,2060.67
2050,2016-08-12,2060.4
2051,2016-08-13,2060.14
2052,2016-08-14,2059.87
2053,2016-08-15,2059.61
2054,2016-08-16,2059.38
2055,2016-08-17,2059.14
2056,2016-08-18,2058.9
2057,2016-08-19,2058.65
2058,2016-08-20,2058.41
2059,2016-08-21,2058.15
2060,2016-08-22,2057.89
2061,2016-08-23,2057.65
2062,2016-08-24,2057.41
2063,2016-08-25,2057.16
2064,2016-08-26,2056.92
2065,2016-08-27,2056.66
2066,2016-08-28,2056.42
2067,2016-08-29,2056.18
2068,2016-08-30,2055.93
2069,2016-08-31,2055.68
2070,2016-09-01,2055.43
2071,2016-09-02,2055.18
2072,2016-09-03,2054.93
2073,2016-09-04,2054.69
2074,2016-09-05,2054.44
2075,2016-09-06,2054.21
2076,2016-09-07,2053.98
2077,2016-09-08,2053.72
2078,2016-09-09,2053.48
2079,2016-09-10,2053.23
2080,2016-09-11,2052.97
2081,2016-09-12,2052.72
2082,2016-09-13,2052.47
2083,2016-09-14,2052.27
2084,2016-09-15,2052.11
2085,2016-09-16,2051.95
2086,2016-09-17,2051.79
2087,2016-09-18,2051.64
2088,2016-09-19,2051.49
2089,2016-09-20,2051.37
2090,2016-09-21,2051.24
2091,2016-09-22,2051.12
2092,2016-09-23,2050.99
2093,2016-09-24,2050.87
2094,2016-09-25,2050.76
2095,2016-09-26,2050.65
2096,2016-09-27,2050.52
2097,2016-09-28,2050.4
2098,2016-09-29,2050.28
2099,2016-09-30,2050.15
2100,2016-10-01,2050.02
2101,2016-10-02,2049.91
2102,2016-10-03,2049.78
2103,2016-10-04,2049.61
2104,2016-10-05,2049.47
2105,2016-10-06,2049.33
2106,2016-10-07,2049.23
2107,2016-10-08,2049.14
2108,2016-10-09,2049.03
2109,2016-10-10,2048.92
2110,2016-10-11,2048.81
2111,2016-10-12,2048.7
2112,2016-10-13,2048.64
2113,2016-10-14,2048.57
2114,2016-10-15,2048.51
2115,2016-10-16,2048.47
2116,2016-10-17,2048.42
2117,2016-10-18,2048.36
2118,2016-10-19,2048.34
2119,2016-10-20,2048.27
2120,2016-10-21,2048.25
2121,2016-10-22,2048.2
2122,2016-10-23,2048.16
2123,2016-10-24,2048.12
2124,2016-10-25,2048.08
2125,2016-10-26,2048.06
2126,2016-10-27,2048.04
2127,2016-10-28,2048.01
2128,2016-10-29,2048.01
2129,2016-10-30,2048.03
2130,2016-10-31,2048.02
2131,2016-11-01,2048.01
2132,2016-11-02,2048.0
2133,2016-11-03,2047.95
2134,2016-11-04,2047.91
2135,2016-11-05,2047.87
2136,2016-11-06,2047.85
2137,2016-11-07,2047.84
2138,2016-11-08,2047.84
2139,2016-11-09,2047.84
2140,2016-11-10,2047.82
2141,2016-11-11,2047.81
2142,2016-11-12,2047.8
2143,2016-11-13,2047.8
2144,2016-11-14,2047.81
2145,2016-11-15,2047.79
2146,2016-11-16,2047.78
2147,2016-11-17,2047.76
2148,2016-11-18,2047.74
2149,2016-11-19,2047.73
2150,2016-11-20,2047.7
2151,2016-11-21,2047.68
2152,2016-11-22,2047.7
2153,2016-11-23,2047.69
2154,2016-11-24,2047.75
2155,2016-11-25,2047.73
2156,2016-11-26,2047.65
2157,2016-11-27,2047.65
2158,2016-11-28,2047.64
2159,2016-11-29,2047.64
2160,2016-11-30,2047.62
2161,2016-12-01,2047.61
2162,2016-12-02,2047.6
2163,2016-12-03,2047.6
2164,2016-12-04,2047.6
2165,2016-12-05,2047.61
2166,2016-12-06,2047.61
2167,2016-12-07,2047.6791525423728
2168,2016-12-08,2047.7483050847457
2169,2016-12-09,2047.8174576271185
2170,2016-12-10,2047.8866101694914
2171,2016-12-11,2047.9557627118643
2172,2016-12-12,2048.0249152542374
2173,2016-12-13,2048.09406779661
2174,2016-12-14,2048.163220338983
2175,2016-12-15,2048.232372881356
2176,2016-12-16,2048.301525423729
2177,2016-12-17,2048.3706779661015
2178,2016-12-18,2048.4398305084746
2179,2016-12-19,2048.5089830508473
2180,2016-12-20,2048.5781355932204
2181,2016-12-21,2048.647288135593
2182,2016-12-22,2048.716440677966
2183,2016-12-23,2048.785593220339
2184,2016-12-24,2048.854745762712
2185,2016-12-25,2048.9238983050845
2186,2016-12-26,2048.9930508474577
2187,2016-12-27,2049.0622033898303
2188,2016-12-28,2049.1313559322034
2189,2016-12-29,2049.200508474576
2190,2016-12-30,2049.269661016949
2191,2016-12-31,2049.338813559322
2192,2017-01-01,2049.407966101695
2193,2017-01-02,2049.4771186440676
2194,2017-01-03,2049.5462711864407
2195,2017-01-04,2049.6154237288133
2196,2017-01-05,2049.6845762711864
2197,2017-01-06,2049.7537288135595
2198,2017-01-07,2049.822881355932
2199,2017-01-08,2049.8920338983053
2200,2017-01-09,2049.961186440678
2201,2017-01-10,2050.030338983051
2202,2017-01-11,2050.0994915254237
2203,2017-01-12,2050.168644067797
2204,2017-01-13,2050.2377966101694
2205,2017-01-14,2050.3069491525425
2206,2017-01-15,2050.376101694915
2207,2017-01-16,2050.4452542372883
2208,2017-01-17,2050.514406779661
2209,2017-01-18,2050.583559322034
2210,2017-01-19,2050.6527118644067
2211,2017-01-20,2050.72186440678
2212,2017-01-21,2050.7910169491524
2213,2017-01-22,2050.8601694915255
2214,2017-01-23,2050.929322033898
2215,2017-01-24,2050.9984745762713
2216,2017-01-25,2051.067627118644
2217,2017-01-26,2051.136779661017
2218,2017-01-27,2051.2059322033897
2219,2017-01-28,2051.275084745763
2220,2017-01-29,2051.3442372881354
2221,2017-01-30,2051.4133898305085
2222,2017-01-31,2051.482542372881
2223,2017-02-01,2051.5516949152543
2224,2017-02-02,2051.620847457627
2225,2017-02-03,2051.69
2226,2017-02-04,2051.91
2227,2017-02-05,2052.37
2228,2017-02-06,2053.02
2229,2017-02-07,2053.66
2230,2017-02-08,2054.17
2231,2017-02-09,2055.29
2232,2017-02-10,2056.69
2233,2017-02-11,2057.69
2234,2017-02-12,2058.45
2235,2017-02-13,2059.05
2236,2017-02-14,2059.53
2237,2017-02-15,2060.03
2238,2017-02-16,2060.81
2239,2017-02-17,2061.85
2240,2017-02-18,2062.72
2241,2017-02-19,2063.47
2242,2017-02-20,2064.13
2243,2017-02-21,2064.9
2244,2017-02-22,2065.65
2245,2017-02-23,2066.33
2246,2017-02-24,2066.91
2247,2017-02-25,2067.41
2248,2017-02-26,2067.87
2249,2017-02-27,2068.26
2250,2017-02-28,2068.6
2251,2017-03-01,2068.9
2252,2017-03-02,2069.19
2253,2017-03-03,2069.46
2254,2017-03-04,2069.77
2255,2017-03-05,2070.09
2256,2017-03-06,2070.39
2257,2017-03-07,2070.69
2258,2017-03-08,2071.07
2259,2017-03-09,2071.75
2260,2017-03-10,2072.35
2261,2017-03-11,2072.6
2262,2017-03-12,2072.65
2263,2017-03-13,2072.56
2264,2017-03-14,2072.57
2265,2017-03-15,2072.61
2266,2017-03-16,2072.62
2267,2017-03-17,2072.79
2268,2017-03-18,2073.57
2269,2017-03-19,2074.14
2270,2017-03-20,2074.2
2271,2017-03-21,2073.99
2272,2017-03-22,2073.81
2273,2017-03-23,2073.6
2274,2017-03-24,2073.57
2275,2017-03-25,2073.64
2276,2017-03-26,2073.69
2277,2017-03-27,2074.06
2278,2017-03-28,2074.35
2279,2017-03-29,2074.55
2280,2017-03-30,2074.8
2281,2017-03-31,2074.91
2282,2017-04-01,2074.86
2283,2017-04-02,2074.66
2284,2017-04-03,2074.73
2285,2017-04-04,2074.98
2286,2017-04-05,2075.13
2287,2017-04-06,2075.28
2288,2017-04-07,2075.46
2289,2017-04-08,2075.68
2290,2017-04-09,2075.82
2291,2017-04-10,2075.86
2292,2017-04-11,2075.84
2293,2017-04-12,2075.86
2294,2017-04-13,2076.01
2295,2017-04-14,2076.16
2296,2017-04-15,2076.29
2297,2017-04-16,2076.4
2298,2017-04-17,2076.51
2299,2017-04-18,2076.9
2300,2017-04-19,2077.51
2301,2017-04-20,2077.53
2302,2017-04-21,2077.3
2303,2017-04-22,2076.98
2304,2017-04-23,2076.66
2305,2017-04-24,2076.46
2306,2017-04-25,2076.47
2307,2017-04-26,2077.31
2308,2017-04-27,2078.27
2309,2017-04-28,2078.41
2310,2017-04-29,2078.12
2311,2017-04-30,2077.5
2312,2017-05-01,2076.92
2313,2017-05-02,2076.55
2314,2017-05-03,2076.42
2315,2017-05-04,2076.49
2316,2017-05-05,2076.63
2317,2017-05-06,2076.72
2318,2017-05-07,2076.68
2319,2017-05-08,2076.53
2320,2017-05-09,2076.48
2321,2017-05-10,2076.49
2322,2017-05-11,2076.46
2323,2017-05-12,2076.47
2324,2017-05-13,2076.45
2325,2017-05-14,2076.4
2326,2017-05-15,2076.28
2327,2017-05-16,2076.2
2328,2017-05-17,2076.15
2329,2017-05-18,2076.18
2330,2017-05-19,2076.22
2331,2017-05-20,2076.24
2332,2017-05-21,2076.23
2333,2017-05-22,2076.23
2334,2017-05-23,2076.22
2335,2017-05-24,2076.17
2336,2017-05-25,2076.17
2337,2017-05-26,2076.19
2338,2017-05-27,2076.18
2339,2017-05-28,2076.14
2340,2017-05-29,2076.07
2341,2017-05-30,2076.05
2342,2017-05-31,2076.05
2343,2017-06-01,2076.05
2344,2017-06-02,2076.04
2345,2017-06-03,2076.01
2346,2017-06-04,2075.94
2347,2017-06-05,2075.91
2348,2017-06-06,2075.87
2349,2017-06-07,2075.83
2350,2017-06-08,2075.79
2351,2017-06-09,2075.79
2352,2017-06-10,2075.8
2353,2017-06-11,2075.79
2354,2017-06-12,2075.74
2355,2017-06-13,2075.67
2356,2017-06-14,2075.6
2357,2017-06-15,2075.56
2358,2017-06-16,2075.53
2359,2017-06-17,2075.5
2360,2017-06-18,2075.45
2361,2017-06-19,2075.39
2362,2017-06-20,2075.3
2363,2017-06-21,2075.22
2364,2017-06-22,2075.13
2365,2017-06-23,2075.03
2366,2017-06-24,2074.93
2367,2017-06-25,2074.81
2368,2017-06-26,2074.73
2369,2017-06-27,2074.67
2370,2017-06-28,2074.59
2371,2017-06-29,2074.52
2372,2017-06-30,2074.42
2373,2017-07-01,2074.3
2374,2017-07-02,2074.16
2375,2017-07-03,2074.02
2376,2017-07-04,2073.88
2377,2017-07-05,2073.73
2378,2017-07-06,2073.56
2379,2017-07-07,2073.37
2380,2017-07-08,2073.19
2381,2017-07-09,2073.0
2382,2017-07-10,2072.79
2383,2017-07-11,2072.58
2384,2017-07-12,2072.36
2385,2017-07-13,2072.09
2386,2017-07-14,2071.79
2387,2017-07-15,2071.49
2388,2017-07-16,2071.19
2389,2017-07-17,2070.9
2390,2017-07-18,2070.6
2391,2017-07-19,2070.3
2392,2017-07-20,2070.0
2393,2017-07-21,2069.7
2394,2017-07-22,2069.41
2395,2017-07-23,2069.11
2396,2017-07-24,2068.8
2397,2017-07-25,2068.49
2398,2017-07-26,2068.19
2399,2017-07-27,2067.88
2400,2017-07-28,2067.56
2401,2017-07-29,2067.24
2402,2017-07-30,2066.93
2403,2017-07-31,2066.61
2404,2017-08-01,2066.29
2405,2017-08-02,2065.97
2406,2017-08-03,2065.68
2407,2017-08-04,2065.38
2408,2017-08-05,2065.08
2409,2017-08-06,2064.78
2410,2017-08-07,2064.48
2411,2017-08-08,2064.17
2412,2017-08-09,2063.87
2413,2017-08-10,2063.56
2414,2017-08-11,2063.27
2415,2017-08-12,2062.97
2416,2017-08-13,2062.69
2417,2017-08-14,2062.43
2418,2017-08-15,2062.19
2419,2017-08-16,2061.9
2420,2017-08-17,2061.59
2421,2017-08-18,2061.28
2422,2017-08-19,2060.97
2423,2017-08-20,2060.65
2424,2017-08-21,2060.35
2425,2017-08-22,2060.04
2426,2017-08-23,2059.74
2427,2017-08-24,2059.43
2428,2017-08-25,2059.1
2429,2017-08-26,2058.79
2430,2017-08-27,2058.47
2431,2017-08-28,2058.18
2432,2017-08-29,2057.91
2433,2017-08-30,2057.62
2434,2017-08-31,2057.35
2435,2017-09-01,2057.07
2436,2017-09-02,2056.79
2437,2017-09-03,2056.51
2438,2017-09-04,2056.24
2439,2017-09-05,2055.96
2440,2017-09-06,2055.68
2441,2017-09-07,2055.4
2442,2017-09-08,2055.12
2443,2017-09-09,2054.84
2444,2017-09-10,2054.56
2445,2017-09-11,2054.28
2446,2017-09-12,2054.01
2447,2017-09-13,2053.75
2448,2017-09-14,2053.53
2449,2017-09-15,2053.33
2450,2017-09-16,2053.14
2451,2017-09-17,2052.95
2452,2017-09-18,2052.81
2453,2017-09-19,2052.73
2454,2017-09-20,2052.69
2455,2017-09-21,2052.63
2456,2017-09-22,2052.58
2457,2017-09-23,2052.53
2458,2017-09-24,2052.49
2459,2017-09-25,2052.45
2460,2017-09-26,2052.41
2461,2017-09-27,2052.37
2462,2017-09-28,2052.33
2463,2017-09-29,2052.29
2464,2017-09-30,2052.23
2465,2017-10-01,2052.19
2466,2017-10-02,2052.15
2467,2017-10-03,2052.11
2468,2017-10-04,2052.07
2469,2017-10-05,2052.03
2470,2017-10-06,2051.99
2471,2017-10-07,2051.95
2472,2017-10-08,2051.9
2473,2017-10-09,2051.86
2474,2017-10-10,2051.81
2475,2017-10-11,2051.77
2476,2017-10-12,2051.57
2477,2017-10-13,2051.13
2478,2017-10-14,2050.7
2479,2017-10-15,2050.26
2480,2017-10-16,2049.83
2481,2017-10-17,2049.38
2482,2017-10-18,2048.95
2483,2017-10-19,2048.51
2484,2017-10-20,2048.11
2485,2017-10-21,2047.76
2486,2017-10-22,2047.33
2487,2017-10-23,2047.14
2488,2017-10-24,2047.07
2489,2017-10-25,2047.07
2490,2017-10-26,2047.06
2491,2017-10-27,2047.07
2492,2017-10-28,2047.07
2493,2017-10-29,2047.07
2494,2017-10-30,2047.05
2495,2017-10-31,2047.06
2496,2017-11-01,2047.05
2497,2017-11-02,2047.04
2498,2017-11-03,2047.04
2499,2017-11-04,2047.06
2500,2017-11-05,2047.05
2501,2017-11-06,2047.05
2502,2017-11-07,2047.05
2503,2017-11-08,2047.05
2504,2017-11-09,2047.07
2505,2017-11-10,2047.1
2506,2017-11-11,2047.12
2507,2017-11-12,2047.17
2508,2017-11-13,2047.16
2509,2017-11-14,2047.19
2510,2017-11-15,2047.21
2511,2017-11-16,2047.25
2512,2017-11-17,2047.28
2513,2017-11-18,2047.3
2514,2017-11-19,2047.34
2515,2017-11-20,2047.35
2516,2017-11-21,2047.27
2517,2017-11-22,2047.35
2518,2017-11-23,2047.44
2519,2017-11-24,2047.53
2520,2017-11-25,2047.62
2521,2017-11-26,2047.72
2522,2017-11-27,2047.84
2523,2017-11-28,2047.95
2524,2017-11-29,2048.05
2525,2017-11-30,2048.13
2526,2017-12-01,2048.2
2527,2017-12-02,2048.28
2528,2017-12-03,2048.35
2529,2017-12-04,2048.41
2530,2017-12-05,2048.46
2531,2017-12-06,2048.5
2532,2017-12-07,2048.54
2533,2017-12-08,2048.59
2534,2017-12-09,2048.63
2535,2017-12-10,2048.67
2536,2017-12-11,2048.72
2537,2017-12-12,2048.75
2538,2017-12-13,2048.79
2539,2017-12-14,2048.84
2540,2017-12-15,2048.9
2541,2017-12-16,2048.96
2542,2017-12-17,2049.03
2543,2017-12-18,2049.08
2544,2017-12-19,2049.14
2545,2017-12-20,2049.2
2546,2017-12-21,2049.26
2547,2017-12-22,2049.33
2548,2017-12-23,2049.36
2549,2017-12-24,2049.39
2550,2017-12-25,2049.44
2551,2017-12-26,2049.5
2552,2017-12-27,2049.58
2553,2017-12-28,2049.68
2554,2017-12-29,2049.87
2555,2017-12-30,2050.18
2556,2017-12-31,2050.4
2557,2018-01-01,2050.59
