,datetime,BENNINGTON_LAKE_NEAR_WALLA_WALLA__WA.tsv
1388,2016-12-30,1193.3682165605096
1389,2016-12-31,1193.373949044586
1390,2017-01-01,1193.3796815286623
1391,2017-01-02,1193.385414012739
1392,2017-01-03,1193.3911464968153
1393,2017-01-04,1193.3968789808916
1394,2017-01-05,1193.4026114649682
1395,2017-01-06,1193.4083439490446
1396,2017-01-07,1193.414076433121
1397,2017-01-08,1193.4198089171975
1398,2017-01-09,1193.425541401274
1399,2017-01-10,1193.4312738853503
1400,2017-01-11,1193.4370063694269
1401,2017-01-12,1193.4427388535032
1402,2017-01-13,1193.4484713375796
1403,2017-01-14,1193.4542038216562
1404,2017-01-15,1193.4599363057325
1405,2017-01-16,1193.465668789809
1406,2017-01-17,1193.4714012738855
1407,2017-01-18,1193.4771337579618
1408,2017-01-19,1193.4828662420382
1409,2017-01-20,1193.4885987261146
1410,2017-01-21,1193.4943312101911
1411,2017-01-22,1193.5000636942675
1412,2017-01-23,1193.5057961783439
1413,2017-01-24,1193.5115286624205
1414,2017-01-25,1193.5172611464968
1415,2017-01-26,1193.5229936305732
1416,2017-01-27,1193.5287261146498
1417,2017-01-28,1193.5344585987261
1418,2017-01-29,1193.5401910828025
1419,2017-01-30,1193.545923566879
1420,2017-01-31,1193.5516560509554
1421,2017-02-01,1193.5573885350318
1422,2017-02-02,1193.5631210191084
1423,2017-02-03,1193.5688535031848
1424,2017-02-04,1193.5745859872611
1425,2017-02-05,1193.5803184713377
1426,2017-02-06,1193.586050955414
1427,2017-02-07,1193.5917834394904
1428,2017-02-08,1193.597515923567
1429,2017-02-09,1193.6032484076434
1430,2017-02-10,1193.6089808917197
1431,2017-02-11,1193.614713375796
1432,2017-02-12,1193.6204458598727
1433,2017-02-13,1193.626178343949
1434,2017-02-14,1193.6319108280254
1435,2017-02-15,1193.637643312102
1436,2017-02-16,1193.6433757961784
1437,2017-02-17,1193.6491082802547
1438,2017-02-18,1193.6548407643313
1439,2017-02-19,1193.6605732484077
1440,2017-02-20,1193.666305732484
1441,2017-02-21,1193.6720382165606
1442,2017-02-22,1193.677770700637
1443,2017-02-23,1193.6835031847133
1444,2017-02-24,1193.68923566879
1445,2017-02-25,1193.6949681528663
1446,2017-02-26,1193.7007006369427
1447,2017-02-27,1193.7064331210192
1448,2017-02-28,1193.7121656050956
1449,2017-03-01,1193.717898089172
1450,2017-03-02,1193.7236305732486
1451,2017-03-03,1193.729363057325
1452,2017-03-04,1193.7350955414013
1453,2017-03-05,1193.7408280254776
1454,2017-03-06,1193.7465605095542
1455,2017-03-07,1193.7522929936306
1456,2017-03-08,1193.758025477707
1457,2017-03-09,1193.7637579617835
1458,2017-03-10,1193.76949044586
1459,2017-03-11,1193.7752229299363
1460,2017-03-12,1193.7809554140129
1461,2017-03-13,1193.7866878980892
1462,2017-03-14,1193.7924203821656
1463,2017-03-15,1193.7981528662422
1464,2017-03-16,1193.8038853503185
1465,2017-03-17,1193.8096178343949
1466,2017-03-18,1193.8153503184715
1467,2017-03-19,1193.8210828025478
1468,2017-03-20,1193.8268152866242
1469,2017-03-21,1193.8325477707008
1470,2017-03-22,1193.8382802547771
1471,2017-03-23,1193.8440127388535
1472,2017-03-24,1193.84974522293
1473,2017-03-25,1193.8554777070065
1474,2017-03-26,1193.8612101910828
1475,2017-03-27,1193.8669426751592
1476,2017-03-28,1193.8726751592358
1477,2017-03-29,1193.8784076433121
1478,2017-03-30,1193.8841401273885
1479,2017-03-31,1193.889872611465
1480,2017-04-01,1193.8956050955414
1481,2017-04-02,1193.9013375796178
1482,2017-04-03,1193.9070700636944
1483,2017-04-04,1193.9128025477708
1484,2017-04-05,1193.9185350318471
1485,2017-04-06,1193.9242675159237
1486,2017-04-07,1193.93
1487,2017-04-08,1196.22
1488,2017-04-09,1198.03
1489,2017-04-10,1199.81
1490,2017-04-11,1201.37
1491,2017-04-12,1202.92
1492,2017-04-13,1204.44
1493,2017-04-14,1204.94
1494,2017-04-15,1204.97
1495,2017-04-16,1205.15
1496,2017-04-17,1205.32
1497,2017-04-18,1205.42
1498,2017-04-19,1205.59
1499,2017-04-20,1205.65
1500,2017-04-21,1205.65
1501,2017-04-22,1205.55
1502,2017-04-23,1205.62
1503,2017-04-24,1205.68
1504,2017-04-25,1205.68
1505,2017-04-26,1205.7
1506,2017-04-27,1205.54
1507,2017-04-28,1205.35
1508,2017-04-29,1205.22
1509,2017-04-30,1205.04
1510,2017-05-01,1204.93
1511,2017-05-02,1204.81
1512,2017-05-03,1204.86
1513,2017-05-04,1204.86
1514,2017-05-05,1204.86
1515,2017-05-06,1204.85
1516,2017-05-07,1204.97
1517,2017-05-08,1205.55
1518,2017-05-09,1206.22
1519,2017-05-10,1206.42
1520,2017-05-11,1206.5
1521,2017-05-12,1206.57
1522,2017-05-13,1206.63
1523,2017-05-14,1206.61
1524,2017-05-15,1206.44
1525,2017-05-16,1206.36
1526,2017-05-17,1206.24
1527,2017-05-18,1206.03
1528,2017-05-19,1205.95
1529,2017-05-20,1206.19
1530,2017-05-21,1206.06
1531,2017-05-22,1205.96
1532,2017-05-23,1205.99
1533,2017-05-24,1205.98
1534,2017-05-25,1205.98
1535,2017-05-26,1205.97
1536,2017-05-27,1205.97
1537,2017-05-28,1205.95
1538,2017-05-29,1205.93
1539,2017-05-30,1205.9
1540,2017-05-31,1205.87
1541,2017-06-01,1205.83
1542,2017-06-02,1205.79
1543,2017-06-03,1205.79
1544,2017-06-04,1205.72
1545,2017-06-05,1205.67
1546,2017-06-06,1205.64
1547,2017-06-07,1205.61
1548,2017-06-08,1205.6
1549,2017-06-09,1205.54
1550,2017-06-10,1205.48
1551,2017-06-11,1205.41
1552,2017-06-12,1205.51
1553,2017-06-13,1205.66
1554,2017-06-14,1205.84
1555,2017-06-15,1205.92
1556,2017-06-16,1205.8
1557,2017-06-17,1205.67
1558,2017-06-18,1205.54
1559,2017-06-19,1205.42
1560,2017-06-20,1205.28
1561,2017-06-21,1205.29
1562,2017-06-22,1205.09
1563,2017-06-23,1204.89
1564,2017-06-24,1204.77
1565,2017-06-25,1204.65
1566,2017-06-26,1204.59
1567,2017-06-27,1204.42
1568,2017-06-28,1204.29
1569,2017-06-29,1204.23
1570,2017-06-30,1204.05
1571,2017-07-01,1203.93
1572,2017-07-02,1203.87
1573,2017-07-03,1203.68
1574,2017-07-04,1203.57
1575,2017-07-05,1203.45
1576,2017-07-06,1203.33
1577,2017-07-07,1203.21
1578,2017-07-08,1203.17
1579,2017-07-09,1203.02
1580,2017-07-10,1202.9
1581,2017-07-11,1202.7
1582,2017-07-12,1202.65
1583,2017-07-13,1202.47
1584,2017-07-14,1202.36
1585,2017-07-15,1202.24
1586,2017-07-16,1202.11
1587,2017-07-17,1202.0
1588,2017-07-18,1201.89
1589,2017-07-19,1201.84
1590,2017-07-20,1201.77
1591,2017-07-21,1201.6
1592,2017-07-22,1201.5
1593,2017-07-23,1201.34
1594,2017-07-24,1201.24
1595,2017-07-25,1201.12
1596,2017-07-26,1201.05
1597,2017-07-27,1200.91
1598,2017-07-28,1200.81
1599,2017-07-29,1200.71
1600,2017-07-30,1200.58
1601,2017-07-31,1200.57
1602,2017-08-01,1200.4
1603,2017-08-02,1200.27
1604,2017-08-03,1200.17
1605,2017-08-04,1200.07
1606,2017-08-05,1199.96
1607,2017-08-06,1199.86
1608,2017-08-07,1199.76
1609,2017-08-08,1199.65
1610,2017-08-09,1199.55
1611,2017-08-10,1199.44
1612,2017-08-11,1199.33
1613,2017-08-12,1199.22
1614,2017-08-13,1199.1
1615,2017-08-14,1198.98
1616,2017-08-15,1198.88
1617,2017-08-16,1198.75
1618,2017-08-17,1198.69
1619,2017-08-18,1198.59
1620,2017-08-19,1198.48
1621,2017-08-20,1198.4
1622,2017-08-21,1198.26
1623,2017-08-22,1198.21
1624,2017-08-23,1198.16
1625,2017-08-24,1198.06
1626,2017-08-25,1197.97
1627,2017-08-26,1197.89
1628,2017-08-27,1197.79
1629,2017-08-28,1197.72
1630,2017-08-29,1197.66
1631,2017-08-30,1197.56
1632,2017-08-31,1197.46
1633,2017-09-01,1197.38
1634,2017-09-02,1197.38
1635,2017-09-03,1197.22
1636,2017-09-04,1197.14
1637,2017-09-05,1197.07
1638,2017-09-06,1197.0
1639,2017-09-07,1196.92
1640,2017-09-08,1196.84
1641,2017-09-09,1196.76
1642,2017-09-10,1196.66
1643,2017-09-11,1196.64
1644,2017-09-12,1196.48
1645,2017-09-13,1196.46
1646,2017-09-14,1196.38
1647,2017-09-15,1196.32
1648,2017-09-16,1196.27
1649,2017-09-17,1196.17
1650,2017-09-18,1196.13
1651,2017-09-19,1196.07
1652,2017-09-20,1196.03
1653,2017-09-21,1195.98
1654,2017-09-22,1195.92
1655,2017-09-23,1195.86
1656,2017-09-24,1195.79
1657,2017-09-25,1195.77
1658,2017-09-26,1195.62
1659,2017-09-27,1195.55
1660,2017-09-28,1195.5
1661,2017-09-29,1195.44
1662,2017-09-30,1195.38
1663,2017-10-01,1195.38
1664,2017-10-02,1195.3
1665,2017-10-03,1195.24
1666,2017-10-04,1195.13
1667,2017-10-05,1195.14
1668,2017-10-06,1195.04
1669,2017-10-07,1195.0
1670,2017-10-08,1194.94
1671,2017-10-09,1194.88
1672,2017-10-10,1194.8
1673,2017-10-11,1194.78
1674,2017-10-12,1194.74
1675,2017-10-13,1194.7
1676,2017-10-14,1194.66
1677,2017-10-15,1194.62
1678,2017-10-16,1194.56
1679,2017-10-17,1194.53
1680,2017-10-18,1194.49
1681,2017-10-19,1194.48
1682,2017-10-20,1194.43
1683,2017-10-21,1194.45
1684,2017-10-22,1194.38
1685,2017-10-23,1194.32
1686,2017-10-24,1194.29
1687,2017-10-25,1194.24
1688,2017-10-26,1194.2
1689,2017-10-27,1194.15
1690,2017-10-28,1194.12
1691,2017-10-29,1194.04
1692,2017-10-30,1194.02
1693,2017-10-31,1194.02
1694,2017-11-01,1193.93
1695,2017-11-02,1193.85
1696,2017-11-03,1193.78
1697,2017-11-04,1193.71
1698,2017-11-05,1193.72
1699,2017-11-06,1193.67
1700,2017-11-07,1193.57
1701,2017-11-08,1193.56
1702,2017-11-09,1193.56
1703,2017-11-10,1193.54
1704,2017-11-11,1193.5
1705,2017-11-12,1193.45
1706,2017-11-13,1193.42
1707,2017-11-14,1193.35
1708,2017-11-15,1193.3
1709,2017-11-16,1193.26
1710,2017-11-17,1193.15
1711,2017-11-18,1193.06
1712,2017-11-19,1192.94
1713,2017-11-20,1192.94
1714,2017-11-21,1193.0484615384617
1715,2017-11-22,1193.156923076923
1716,2017-11-23,1193.2653846153846
1717,2017-11-24,1193.3738461538462
1718,2017-11-25,1193.4823076923078
1719,2017-11-26,1193.5907692307692
1720,2017-11-27,1193.6992307692308
1721,2017-11-28,1193.8076923076924
1722,2017-11-29,1193.916153846154
1723,2017-11-30,1194.0246153846153
1724,2017-12-01,1194.133076923077
1725,2017-12-02,1194.2415384615385
1726,2017-12-03,1194.3500000000001
1727,2017-12-04,1194.4584615384615
1728,2017-12-05,1194.566923076923
1729,2017-12-06,1194.6753846153847
1730,2017-12-07,1194.7838461538463
1731,2017-12-08,1194.8923076923077
1732,2017-12-09,1195.0007692307693
1733,2017-12-10,1195.1092307692309
1734,2017-12-11,1195.2176923076925
1735,2017-12-12,1195.3261538461538
1736,2017-12-13,1195.4346153846154
1737,2017-12-14,1195.543076923077
1738,2017-12-15,1195.6515384615386
1739,2017-12-16,1195.76
1740,2017-12-17,1195.8684615384616
1741,2017-12-18,1195.9769230769232
1742,2017-12-19,1196.0853846153848
1743,2017-12-20,1196.1938461538462
1744,2017-12-21,1196.3023076923077
1745,2017-12-22,1196.4107692307693
1746,2017-12-23,1196.519230769231
1747,2017-12-24,1196.6276923076923
1748,2017-12-25,1196.736153846154
1749,2017-12-26,1196.8446153846155
1750,2017-12-27,1196.953076923077
1751,2017-12-28,1197.0615384615385
1752,2017-12-29,1197.17
1753,2017-12-30,1205.33
1754,2017-12-31,1205.12
1755,2018-01-01,1204.84
