,datetime,BENNINGTON_LAKE_NEAR_WALLA_WALLA__WA.tsv
0,2013-03-13,1195.57
1,2013-03-14,1197.75
2,2013-03-15,1199.75
3,2013-03-16,1201.57
4,2013-03-17,1203.08
5,2013-03-18,1204.39
6,2013-03-19,1205.78
7,2013-03-20,1206.17
8,2013-03-21,1205.92
9,2013-03-22,1205.67
10,2013-03-23,1205.45
11,2013-03-24,1205.28
12,2013-03-25,1205.31
13,2013-03-26,1205.72
14,2013-03-27,1206.03
15,2013-03-28,1206.43
16,2013-03-29,1206.42
17,2013-03-30,1206.23
18,2013-03-31,1206.25
19,2013-04-01,1206.04
20,2013-04-02,1206.03
21,2013-04-03,1205.9
22,2013-04-04,1205.76
23,2013-04-05,1205.77
24,2013-04-06,1205.56
25,2013-04-07,1205.45
26,2013-04-08,1205.34
27,2013-04-09,1205.16
28,2013-04-10,1205.06
29,2013-04-11,1205.03
30,2013-04-12,1205.18
31,2013-04-13,1205.17
32,2013-04-14,1205.22
33,2013-04-15,1205.24
34,2013-04-16,1205.28
35,2013-04-17,1205.28
36,2013-04-18,1205.23
37,2013-04-19,1205.3
38,2013-04-20,1205.15
39,2013-04-21,1204.95
40,2013-04-22,1204.96
41,2013-04-23,1204.86
42,2013-04-24,1205.09
43,2013-04-25,1205.25
44,2013-04-26,1205.41
45,2013-04-27,1205.56
46,2013-04-28,1205.7
47,2013-04-29,1205.94
48,2013-04-30,1205.95
49,2013-05-01,1206.08
50,2013-05-02,1206.26
51,2013-05-03,1206.52
52,2013-05-04,1206.44
53,2013-05-05,1206.5
54,2013-05-06,1206.47
55,2013-05-07,1206.48
56,2013-05-08,1206.36
57,2013-05-09,1206.32
58,2013-05-10,1206.29
59,2013-05-11,1206.06
60,2013-05-12,1205.95
61,2013-05-13,1205.85
62,2013-05-14,1205.8
63,2013-05-15,1205.79
64,2013-05-16,1205.8
65,2013-05-17,1205.71
66,2013-05-18,1205.45
67,2013-05-19,1205.32
68,2013-05-20,1205.29
69,2013-05-21,1205.11
70,2013-05-22,1205.02
71,2013-05-23,1204.98
72,2013-05-24,1204.77
73,2013-05-25,1204.66
74,2013-05-26,1204.64
75,2013-05-27,1204.45
76,2013-05-28,1204.35
77,2013-05-29,1204.35
78,2013-05-30,1204.16
79,2013-05-31,1204.04
80,2013-06-01,1204.0
81,2013-06-02,1203.84
82,2013-06-03,1203.72
83,2013-06-04,1203.62
84,2013-06-05,1203.6
85,2013-06-06,1203.41
86,2013-06-07,1203.29
87,2013-06-08,1203.17
88,2013-06-09,1203.05
89,2013-06-10,1202.94
90,2013-06-11,1202.82
91,2013-06-12,1202.71
92,2013-06-13,1202.6
93,2013-06-14,1202.57
94,2013-06-15,1202.47
95,2013-06-16,1202.29
96,2013-06-17,1202.27
97,2013-06-18,1202.08
98,2013-06-19,1202.11
99,2013-06-20,1202.03
100,2013-06-21,1201.99
101,2013-06-22,1201.78
102,2013-06-23,1201.69
103,2013-06-24,1201.76
104,2013-06-25,1201.57
105,2013-06-26,1201.49
106,2013-06-27,1201.41
107,2013-06-28,1201.32
108,2013-06-29,1201.22
109,2013-06-30,1201.22
110,2013-07-01,1201.03
111,2013-07-02,1200.97
112,2013-07-03,1200.89
113,2013-07-04,1200.71
114,2013-07-05,1200.67
115,2013-07-06,1200.57
116,2013-07-07,1200.41
117,2013-07-08,1200.33
118,2013-07-09,1200.21
119,2013-07-10,1200.12
120,2013-07-11,1200.0
121,2013-07-12,1199.96
122,2013-07-13,1199.79
123,2013-07-14,1199.68
124,2013-07-15,1199.6
125,2013-07-16,1199.61
126,2013-07-17,1199.45
127,2013-07-18,1199.4
128,2013-07-19,1199.32
129,2013-07-20,1199.16
130,2013-07-21,1199.07
131,2013-07-22,1198.97
132,2013-07-23,1198.89
133,2013-07-24,1198.79
134,2013-07-25,1198.7
135,2013-07-26,1198.61
136,2013-07-27,1198.51
137,2013-07-28,1198.41
138,2013-07-29,1198.31
139,2013-07-30,1198.23
140,2013-07-31,1198.14
141,2013-08-01,1198.06
142,2013-08-02,1197.98
143,2013-08-03,1197.91
144,2013-08-04,1197.84
145,2013-08-05,1197.76
146,2013-08-06,1197.7
147,2013-08-07,1197.59
148,2013-08-08,1197.53
149,2013-08-09,1197.44
150,2013-08-10,1197.37
151,2013-08-11,1197.29
152,2013-08-12,1197.2
153,2013-08-13,1197.13
154,2013-08-14,1197.06
155,2013-08-15,1196.97
156,2013-08-16,1196.9
157,2013-08-17,1196.84
158,2013-08-18,1196.74
159,2013-08-19,1196.66
160,2013-08-20,1196.59
161,2013-08-21,1196.51
162,2013-08-22,1196.46
163,2013-08-23,1196.38
164,2013-08-24,1196.29
165,2013-08-25,1196.24
166,2013-08-26,1196.16
167,2013-08-27,1196.09
168,2013-08-28,1196.05
169,2013-08-29,1195.95
170,2013-08-30,1195.87
171,2013-08-31,1195.84
172,2013-09-01,1195.74
173,2013-09-02,1195.68
174,2013-09-03,1195.62
175,2013-09-04,1195.57
176,2013-09-05,1195.54
177,2013-09-06,1195.48
178,2013-09-07,1195.42
179,2013-09-08,1195.36
180,2013-09-09,1195.31
181,2013-09-10,1195.25
182,2013-09-11,1195.19
183,2013-09-12,1195.13
184,2013-09-13,1195.08
185,2013-09-14,1195.02
186,2013-09-15,1194.97
187,2013-09-16,1194.88
188,2013-09-17,1194.88
189,2013-09-18,1194.82
190,2013-09-19,1194.76
191,2013-09-20,1194.72
192,2013-09-21,1194.67
193,2013-09-22,1194.63
194,2013-09-23,1194.57
195,2013-09-24,1194.55
196,2013-09-25,1194.51
197,2013-09-26,1194.45
198,2013-09-27,1194.42
199,2013-09-28,1194.39
200,2013-09-29,1194.39
201,2013-09-30,1194.32
202,2013-10-01,1194.28
203,2013-10-02,1194.25
204,2013-10-03,1194.19
205,2013-10-04,1194.14
206,2013-10-05,1194.09
207,2013-10-06,1194.04
208,2013-10-07,1193.99
209,2013-10-08,1193.95
210,2013-10-09,1193.9
211,2013-10-10,1193.86
212,2013-10-11,1193.81
213,2013-10-12,1193.77
214,2013-10-13,1193.72
215,2013-10-14,1193.67
216,2013-10-15,1193.62
217,2013-10-16,1193.58
218,2013-10-17,1193.52
219,2013-10-18,1193.47
220,2013-10-19,1193.42
221,2013-10-20,1193.36
222,2013-10-21,1193.32
223,2013-10-22,1193.25
224,2013-10-23,1193.15
225,2013-10-24,1193.06
226,2013-10-25,1192.96
227,2013-10-26,1192.92
228,2013-10-27,1192.9
229,2013-10-28,1192.89
230,2013-10-29,1192.9039726027397
231,2013-10-30,1192.9179452054796
232,2013-10-31,1192.9319178082192
233,2013-11-01,1192.945890410959
234,2013-11-02,1192.9598630136986
235,2013-11-03,1192.9738356164385
236,2013-11-04,1192.987808219178
237,2013-11-05,1193.001780821918
238,2013-11-06,1193.0157534246575
239,2013-11-07,1193.0297260273974
240,2013-11-08,1193.043698630137
241,2013-11-09,1193.0576712328768
242,2013-11-10,1193.0716438356164
243,2013-11-11,1193.0856164383563
244,2013-11-12,1193.099589041096
245,2013-11-13,1193.1135616438357
246,2013-11-14,1193.1275342465754
247,2013-11-15,1193.1415068493152
248,2013-11-16,1193.1554794520548
249,2013-11-17,1193.1694520547946
250,2013-11-18,1193.1834246575343
251,2013-11-19,1193.197397260274
252,2013-11-20,1193.2113698630137
253,2013-11-21,1193.2253424657536
254,2013-11-22,1193.2393150684932
255,2013-11-23,1193.253287671233
256,2013-11-24,1193.2672602739726
257,2013-11-25,1193.2812328767125
258,2013-11-26,1193.295205479452
259,2013-11-27,1193.309178082192
260,2013-11-28,1193.3231506849315
261,2013-11-29,1193.3371232876714
262,2013-11-30,1193.351095890411
263,2013-12-01,1193.3650684931508
264,2013-12-02,1193.3790410958904
265,2013-12-03,1193.3930136986303
266,2013-12-04,1193.40698630137
267,2013-12-05,1193.4209589041097
268,2013-12-06,1193.4349315068494
269,2013-12-07,1193.4489041095892
270,2013-12-08,1193.4628767123288
271,2013-12-09,1193.4768493150686
272,2013-12-10,1193.4908219178083
273,2013-12-11,1193.504794520548
274,2013-12-12,1193.5187671232877
275,2013-12-13,1193.5327397260276
276,2013-12-14,1193.5467123287672
277,2013-12-15,1193.560684931507
278,2013-12-16,1193.5746575342466
279,2013-12-17,1193.5886301369865
280,2013-12-18,1193.602602739726
281,2013-12-19,1193.616575342466
282,2013-12-20,1193.6305479452055
283,2013-12-21,1193.6445205479454
284,2013-12-22,1193.658493150685
285,2013-12-23,1193.6724657534248
286,2013-12-24,1193.6864383561644
287,2013-12-25,1193.7004109589043
288,2013-12-26,1193.714383561644
289,2013-12-27,1193.7283561643837
290,2013-12-28,1193.7423287671234
291,2013-12-29,1193.7563013698632
292,2013-12-30,1193.7702739726028
293,2013-12-31,1193.7842465753426
294,2014-01-01,1193.7982191780823
295,2014-01-02,1193.812191780822
296,2014-01-03,1193.8261643835617
297,2014-01-04,1193.8401369863016
298,2014-01-05,1193.8541095890412
299,2014-01-06,1193.868082191781
300,2014-01-07,1193.8820547945206
301,2014-01-08,1193.8960273972605
302,2014-01-09,1193.91
303,2014-01-10,1193.9239726027397
304,2014-01-11,1193.9379452054795
305,2014-01-12,1193.9519178082192
306,2014-01-13,1193.965890410959
307,2014-01-14,1193.9798630136986
308,2014-01-15,1193.9938356164384
309,2014-01-16,1194.007808219178
310,2014-01-17,1194.021780821918
311,2014-01-18,1194.0357534246575
312,2014-01-19,1194.0497260273974
313,2014-01-20,1194.063698630137
314,2014-01-21,1194.0776712328768
315,2014-01-22,1194.0916438356164
316,2014-01-23,1194.1056164383563
317,2014-01-24,1194.1195890410959
318,2014-01-25,1194.1335616438357
319,2014-01-26,1194.1475342465753
320,2014-01-27,1194.1615068493152
321,2014-01-28,1194.1754794520548
322,2014-01-29,1194.1894520547946
323,2014-01-30,1194.2034246575342
324,2014-01-31,1194.217397260274
325,2014-02-01,1194.2313698630137
326,2014-02-02,1194.2453424657535
327,2014-02-03,1194.2593150684932
328,2014-02-04,1194.273287671233
329,2014-02-05,1194.2872602739726
330,2014-02-06,1194.3012328767124
331,2014-02-07,1194.315205479452
332,2014-02-08,1194.329178082192
333,2014-02-09,1194.3431506849315
334,2014-02-10,1194.3571232876714
335,2014-02-11,1194.371095890411
336,2014-02-12,1194.3850684931508
337,2014-02-13,1194.3990410958904
338,2014-02-14,1194.4130136986303
339,2014-02-15,1194.4269863013699
340,2014-02-16,1194.4409589041097
341,2014-02-17,1194.4549315068493
342,2014-02-18,1194.4689041095892
343,2014-02-19,1194.4828767123288
344,2014-02-20,1194.4968493150686
345,2014-02-21,1194.5108219178082
346,2014-02-22,1194.524794520548
347,2014-02-23,1194.5387671232877
348,2014-02-24,1194.5527397260275
349,2014-02-25,1194.5667123287672
350,2014-02-26,1194.580684931507
351,2014-02-27,1194.5946575342466
352,2014-02-28,1194.6086301369864
353,2014-03-01,1194.622602739726
354,2014-03-02,1194.636575342466
355,2014-03-03,1194.6505479452055
356,2014-03-04,1194.6645205479454
357,2014-03-05,1194.678493150685
358,2014-03-06,1194.6924657534248
359,2014-03-07,1194.7064383561644
360,2014-03-08,1194.7204109589043
361,2014-03-09,1194.7343835616439
362,2014-03-10,1194.7483561643837
363,2014-03-11,1194.7623287671233
364,2014-03-12,1194.7763013698632
365,2014-03-13,1194.7902739726028
366,2014-03-14,1194.8042465753426
367,2014-03-15,1194.8182191780822
368,2014-03-16,1194.832191780822
369,2014-03-17,1194.8461643835617
370,2014-03-18,1194.8601369863015
371,2014-03-19,1194.8741095890412
372,2014-03-20,1194.888082191781
373,2014-03-21,1194.9020547945206
374,2014-03-22,1194.9160273972605
375,2014-03-23,1194.93
376,2014-03-24,1196.85
377,2014-03-25,1198.43
378,2014-03-26,1200.03
379,2014-03-27,1201.59
380,2014-03-28,1203.04
381,2014-03-29,1203.33
382,2014-03-30,1203.09
383,2014-03-31,1203.24
384,2014-04-01,1203.81
385,2014-04-02,1204.35
386,2014-04-03,1204.89
387,2014-04-04,1205.21
388,2014-04-05,1205.03
389,2014-04-06,1205.24
390,2014-04-07,1205.85
391,2014-04-08,1206.52
392,2014-04-09,1206.63
393,2014-04-10,1206.43
394,2014-04-11,1206.24
395,2014-04-12,1206.06
396,2014-04-13,1205.87
397,2014-04-14,1205.72
398,2014-04-15,1205.54
399,2014-04-16,1205.38
400,2014-04-17,1205.49
401,2014-04-18,1205.75
402,2014-04-19,1206.01
403,2014-04-20,1206.09
404,2014-04-21,1205.99
405,2014-04-22,1205.91
406,2014-04-23,1205.82
407,2014-04-24,1205.79
408,2014-04-25,1205.74
409,2014-04-26,1205.69
410,2014-04-27,1205.68
411,2014-04-28,1205.65
412,2014-04-29,1205.63
413,2014-04-30,1205.62
414,2014-05-01,1205.79
415,2014-05-02,1206.05
416,2014-05-03,1206.16
417,2014-05-04,1206.12
418,2014-05-05,1206.06
419,2014-05-06,1206.01
420,2014-05-07,1205.93
421,2014-05-08,1205.9
422,2014-05-09,1205.85
423,2014-05-10,1205.78
424,2014-05-11,1205.69
425,2014-05-12,1205.62
426,2014-05-13,1205.55
427,2014-05-14,1205.48
428,2014-05-15,1205.4
429,2014-05-16,1205.56
430,2014-05-17,1206.14
431,2014-05-18,1206.48
432,2014-05-19,1206.33
433,2014-05-20,1206.19
434,2014-05-21,1206.04
435,2014-05-22,1205.91
436,2014-05-23,1205.77
437,2014-05-24,1205.64
438,2014-05-25,1205.51
439,2014-05-26,1205.36
440,2014-05-27,1205.23
441,2014-05-28,1205.1
442,2014-05-29,1204.96
443,2014-05-30,1204.85
444,2014-05-31,1204.73
445,2014-06-01,1204.6
446,2014-06-02,1204.49
447,2014-06-03,1204.36
448,2014-06-04,1204.23
449,2014-06-05,1204.11
450,2014-06-06,1203.98
451,2014-06-07,1203.87
452,2014-06-08,1203.76
453,2014-06-09,1203.64
454,2014-06-10,1203.51
455,2014-06-11,1203.39
456,2014-06-12,1203.28
457,2014-06-13,1203.16
458,2014-06-14,1203.04
459,2014-06-15,1202.94
460,2014-06-16,1202.83
461,2014-06-17,1202.75
462,2014-06-18,1202.7
463,2014-06-19,1202.6
464,2014-06-20,1202.48
465,2014-06-21,1202.39
466,2014-06-22,1202.28
467,2014-06-23,1202.18
468,2014-06-24,1202.07
469,2014-06-25,1201.96
470,2014-06-26,1201.89
471,2014-06-27,1201.8
472,2014-06-28,1201.69
473,2014-06-29,1201.58
474,2014-06-30,1201.48
475,2014-07-01,1201.38
476,2014-07-02,1201.29
477,2014-07-03,1201.17
478,2014-07-04,1201.07
479,2014-07-05,1200.96
480,2014-07-06,1200.86
481,2014-07-07,1200.76
482,2014-07-08,1200.66
483,2014-07-09,1200.55
484,2014-07-10,1200.45
485,2014-07-11,1200.34
486,2014-07-12,1200.25
487,2014-07-13,1200.15
488,2014-07-14,1200.04
489,2014-07-15,1199.95
490,2014-07-16,1199.85
491,2014-07-17,1199.7
492,2014-07-18,1199.58
493,2014-07-19,1199.47
494,2014-07-20,1199.36
495,2014-07-21,1199.3
496,2014-07-22,1199.21
497,2014-07-23,1199.12
498,2014-07-24,1199.02
499,2014-07-25,1198.93
500,2014-07-26,1198.85
501,2014-07-27,1198.76
502,2014-07-28,1198.68
503,2014-07-29,1198.59
504,2014-07-30,1198.5
505,2014-07-31,1198.4
506,2014-08-01,1198.32
507,2014-08-02,1198.25
508,2014-08-03,1198.15
509,2014-08-04,1198.06
510,2014-08-05,1197.98
511,2014-08-06,1197.89
512,2014-08-07,1197.78
513,2014-08-08,1197.69
514,2014-08-09,1197.61
515,2014-08-10,1197.52
516,2014-08-11,1197.45
517,2014-08-12,1197.37
518,2014-08-13,1197.3
519,2014-08-14,1197.23
520,2014-08-15,1197.16
521,2014-08-16,1197.08
522,2014-08-17,1197.01
523,2014-08-18,1196.93
524,2014-08-19,1196.86
