,datetime,FALL_CREEK_LAKE_NEAR_LOWELL__OR.tsv
1302,2017-02-23,712.02
1303,2017-02-24,711.04
1304,2017-02-25,712.47
1305,2017-02-26,714.88
1306,2017-02-27,716.71
1307,2017-02-28,718.79
1308,2017-03-01,721.54
1309,2017-03-02,723.78
1310,2017-03-03,725.27
1311,2017-03-04,727.23
1312,2017-03-05,731.18
1313,2017-03-06,734.64
1314,2017-03-07,738.41
1315,2017-03-08,745.7
1316,2017-03-09,758.48
1317,2017-03-10,767.38
1318,2017-03-11,772.53
1319,2017-03-12,776.13
1320,2017-03-13,778.97
1321,2017-03-14,781.67
1322,2017-03-15,784.1
1323,2017-03-16,787.14
1324,2017-03-17,789.43
1325,2017-03-18,791.84
1326,2017-03-19,794.29
1327,2017-03-20,796.21
1328,2017-03-21,797.83
1329,2017-03-22,799.2
1330,2017-03-23,800.47
1331,2017-03-24,802.67
1332,2017-03-25,804.94
1333,2017-03-26,807.18
1334,2017-03-27,810.9
1335,2017-03-28,813.59
1336,2017-03-29,815.66
1337,2017-03-30,818.16
1338,2017-03-31,819.76
1339,2017-04-01,820.62
1340,2017-04-02,821.04
1341,2017-04-03,821.2
1342,2017-04-04,821.18
1343,2017-04-05,821.06
1344,2017-04-06,820.84
1345,2017-04-07,820.61
1346,2017-04-08,820.32
1347,2017-04-09,819.96
1348,2017-04-10,819.63
1349,2017-04-11,819.22
1350,2017-04-12,818.87
1351,2017-04-13,818.57
1352,2017-04-14,818.38
1353,2017-04-15,818.22
1354,2017-04-16,818.03
1355,2017-04-17,818.02
1356,2017-04-18,818.46
1357,2017-04-19,818.87
1358,2017-04-20,819.43
1359,2017-04-21,819.93
1360,2017-04-22,820.22
1361,2017-04-23,820.39
1362,2017-04-24,821.12
1363,2017-04-25,822.23
1364,2017-04-26,823.78
1365,2017-04-27,824.75
1366,2017-04-28,825.05
1367,2017-04-29,825.02
1368,2017-04-30,825.09
1369,2017-05-01,825.27
1370,2017-05-02,825.63
1371,2017-05-03,826.04
1372,2017-05-04,826.51
1373,2017-05-05,827.15
1374,2017-05-06,827.76
1375,2017-05-07,827.97
1376,2017-05-08,827.92
1377,2017-05-09,827.85
1378,2017-05-10,827.75
1379,2017-05-11,827.8
1380,2017-05-12,827.96
1381,2017-05-13,828.34
1382,2017-05-14,828.88
1383,2017-05-15,829.15
1384,2017-05-16,830.58
1385,2017-05-17,831.06
1386,2017-05-18,830.6
1387,2017-05-19,830.21
1388,2017-05-20,829.82
1389,2017-05-21,829.54
1390,2017-05-22,829.53
1391,2017-05-23,829.48
1392,2017-05-24,829.41
1393,2017-05-25,829.4
1394,2017-05-26,829.42
1395,2017-05-27,829.42
1396,2017-05-28,829.43
1397,2017-05-29,829.48
1398,2017-05-30,829.52
1399,2017-05-31,829.53
1400,2017-06-01,829.54
1401,2017-06-02,829.53
1402,2017-06-03,829.51
1403,2017-06-04,829.47
1404,2017-06-05,829.42
1405,2017-06-06,829.39
1406,2017-06-07,829.38
1407,2017-06-08,829.46
1408,2017-06-09,829.5
1409,2017-06-10,829.63
1410,2017-06-11,829.68
1411,2017-06-12,829.71
1412,2017-06-13,829.77
1413,2017-06-14,829.78
1414,2017-06-15,829.79
1415,2017-06-16,829.79
1416,2017-06-17,829.8
1417,2017-06-18,829.72
1418,2017-06-19,829.72
1419,2017-06-20,829.67
1420,2017-06-21,829.62
1421,2017-06-22,829.58
1422,2017-06-23,829.53
1423,2017-06-24,829.4
1424,2017-06-25,829.24
1425,2017-06-26,829.09
1426,2017-06-27,828.94
1427,2017-06-28,828.81
1428,2017-06-29,828.66
1429,2017-06-30,828.5
1430,2017-07-01,828.35
1431,2017-07-02,828.2
1432,2017-07-03,828.03
1433,2017-07-04,827.87
1434,2017-07-05,827.68
1435,2017-07-06,827.53
1436,2017-07-07,827.35
1437,2017-07-08,827.17
1438,2017-07-09,826.99
1439,2017-07-10,826.81
1440,2017-07-11,826.62
1441,2017-07-12,826.42
1442,2017-07-13,826.24
1443,2017-07-14,826.05
1444,2017-07-15,825.85
1445,2017-07-16,825.65
1446,2017-07-17,825.45
1447,2017-07-18,825.25
1448,2017-07-19,825.05
1449,2017-07-20,824.85
1450,2017-07-21,824.63
1451,2017-07-22,824.43
1452,2017-07-23,824.21
1453,2017-07-24,824.03
1454,2017-07-25,823.82
1455,2017-07-26,823.6
1456,2017-07-27,823.38
1457,2017-07-28,823.16
1458,2017-07-29,822.94
1459,2017-07-30,822.71
1460,2017-07-31,822.49
1461,2017-08-01,822.26
1462,2017-08-02,822.04
1463,2017-08-03,821.81
1464,2017-08-04,821.58
1465,2017-08-05,821.35
1466,2017-08-06,821.12
1467,2017-08-07,820.89
1468,2017-08-08,820.66
1469,2017-08-09,820.42
1470,2017-08-10,820.19
1471,2017-08-11,819.95
1472,2017-08-12,819.71
1473,2017-08-13,819.48
1474,2017-08-14,819.24
1475,2017-08-15,818.99
1476,2017-08-16,818.75
1477,2017-08-17,818.5
1478,2017-08-18,818.26
1479,2017-08-19,818.01
1480,2017-08-20,817.75
1481,2017-08-21,817.51
1482,2017-08-22,817.27
1483,2017-08-23,817.03
1484,2017-08-24,816.78
1485,2017-08-25,816.52
1486,2017-08-26,816.27
1487,2017-08-27,816.03
1488,2017-08-28,815.78
1489,2017-08-29,815.53
1490,2017-08-30,815.27
1491,2017-08-31,815.01
1492,2017-09-01,814.76
1493,2017-09-02,814.53
1494,2017-09-03,814.27
1495,2017-09-04,814.02
1496,2017-09-05,813.75
1497,2017-09-06,813.53
1498,2017-09-07,813.27
1499,2017-09-08,813.04
1500,2017-09-09,812.79
1501,2017-09-10,812.53
1502,2017-09-11,812.27
1503,2017-09-12,812.02
1504,2017-09-13,811.75
1505,2017-09-14,811.48
1506,2017-09-15,811.21
1507,2017-09-16,810.94
1508,2017-09-17,810.7
1509,2017-09-18,810.52
1510,2017-09-19,810.59
1511,2017-09-20,811.19
1512,2017-09-21,811.35
1513,2017-09-22,810.52
1514,2017-09-23,809.58
1515,2017-09-24,808.59
1516,2017-09-25,807.59
1517,2017-09-26,806.57
1518,2017-09-27,805.56
1519,2017-09-28,804.51
1520,2017-09-29,803.47
1521,2017-09-30,802.42
1522,2017-10-01,801.39
1523,2017-10-02,800.34
1524,2017-10-03,799.27
1525,2017-10-04,798.17
1526,2017-10-05,797.06
1527,2017-10-06,795.95
1528,2017-10-07,794.85
1529,2017-10-08,793.72
1530,2017-10-09,792.57
1531,2017-10-10,790.94
1532,2017-10-11,788.42
1533,2017-10-12,785.55
1534,2017-10-13,784.01
1535,2017-10-14,781.28
1536,2017-10-15,777.85
1537,2017-10-16,773.97
1538,2017-10-17,769.83
1539,2017-10-18,765.52
1540,2017-10-19,760.98
1541,2017-10-20,757.62
1542,2017-10-21,757.13
1543,2017-10-22,760.96
1544,2017-10-23,759.56
1545,2017-10-24,756.13
1546,2017-10-25,751.9
1547,2017-10-26,747.18
1548,2017-10-27,742.07
1549,2017-10-28,736.42
1550,2017-10-29,729.93
1551,2017-10-30,722.72
1552,2017-10-31,713.11
1553,2017-11-01,703.5
1554,2017-11-02,696.26
1555,2017-11-03,689.02
1556,2017-11-04,688.07
1557,2017-11-05,690.65
1558,2017-11-06,689.34
1559,2017-11-07,688.57
1560,2017-11-08,688.09
1561,2017-11-09,690.28
1562,2017-11-10,698.28
1563,2017-11-11,704.77
1564,2017-11-12,706.74
1565,2017-11-13,708.59
1566,2017-11-14,709.51
1567,2017-11-15,710.2
1568,2017-11-16,714.8
1569,2017-11-17,717.28
1570,2017-11-18,717.25
1571,2017-11-19,714.99
1572,2017-11-20,714.29
1573,2017-11-21,715.21
1574,2017-11-22,713.29
1575,2017-11-23,718.37
1576,2017-11-24,724.06
1577,2017-11-25,723.04
1578,2017-11-26,720.37
1579,2017-11-27,717.51
1580,2017-11-28,714.95
1581,2017-11-29,714.46
1582,2017-11-30,714.12
1583,2017-12-01,713.46
1584,2017-12-02,713.85
1585,2017-12-03,714.86
1586,2017-12-04,715.71
1587,2017-12-05,716.05
1588,2017-12-06,715.97
1589,2017-12-07,715.49
1590,2017-12-08,715.56
1591,2017-12-09,716.71
1592,2017-12-10,718.03
1593,2017-12-11,719.29
1594,2017-12-12,719.69
1595,2017-12-13,719.3
1596,2017-12-14,719.02
1597,2017-12-15,718.67
1598,2017-12-16,718.28
1599,2017-12-17,717.82
1600,2017-12-18,717.32
1601,2017-12-19,716.93
1602,2017-12-20,717.47
1603,2017-12-21,717.93
1604,2017-12-22,717.75
1605,2017-12-23,717.43
1606,2017-12-24,717.22
1607,2017-12-25,717.81
1608,2017-12-26,718.29
1609,2017-12-27,717.87
1610,2017-12-28,717.41
1611,2017-12-29,717.43
1612,2017-12-30,720.2
1613,2017-12-31,721.45
1614,2018-01-01,721.1
