,datetime,LOST_CREEK_LAKE_NEAR_MCLEOD__OR.tsv
989,2015-09-17,1785.78
990,2015-09-18,1785.72
991,2015-09-19,1785.62
992,2015-09-20,1785.51
993,2015-09-21,1785.4
994,2015-09-22,1785.28
995,2015-09-23,1785.14
996,2015-09-24,1785.01
997,2015-09-25,1784.88
998,2015-09-26,1784.75
999,2015-09-27,1784.61
1000,2015-09-28,1784.48
1001,2015-09-29,1784.34
1002,2015-09-30,1784.21
1003,2015-10-01,1784.11
1004,2015-10-02,1784.01
1005,2015-10-03,1783.92
1006,2015-10-04,1783.81
1007,2015-10-05,1783.71
1008,2015-10-06,1783.62
1009,2015-10-07,1783.53
1010,2015-10-08,1783.41
1011,2015-10-09,1783.34
1012,2015-10-10,1783.28
1013,2015-10-11,1783.23
1014,2015-10-12,1783.17
1015,2015-10-13,1783.11
1016,2015-10-14,1783.03
1017,2015-10-15,1782.96
1018,2015-10-16,1782.9
1019,2015-10-17,1782.85
1020,2015-10-18,1782.8
1021,2015-10-19,1782.78
1022,2015-10-20,1782.73
1023,2015-10-21,1782.67
1024,2015-10-22,1782.6
1025,2015-10-23,1782.53
1026,2015-10-24,1782.45
1027,2015-10-25,1782.39
1028,2015-10-26,1782.38
1029,2015-10-27,1782.32
1030,2015-10-28,1782.34
1031,2015-10-29,1782.31
1032,2015-10-30,1782.23
1033,2015-10-31,1782.15
1034,2015-11-01,1782.33
1035,2015-11-02,1782.44
1036,2015-11-03,1782.46
1037,2015-11-04,1782.42
1038,2015-11-05,1782.37
1039,2015-11-06,1782.3
1040,2015-11-07,1782.23
1041,2015-11-08,1782.29
1042,2015-11-09,1782.38
1043,2015-11-10,1782.36
1044,2015-11-11,1782.33
1045,2015-11-12,1782.3
1046,2015-11-13,1782.25
1047,2015-11-14,1782.18
1048,2015-11-15,1782.19
1049,2015-11-16,1782.17
1050,2015-11-17,1782.23
1051,2015-11-18,1782.67
1052,2015-11-19,1783.63
1053,2015-11-20,1784.86
1054,2015-11-21,1785.23
1055,2015-11-22,1785.42
1056,2015-11-23,1785.54
1057,2015-11-24,1785.71
1058,2015-11-25,1785.8
1059,2015-11-26,1785.83
1060,2015-11-27,1785.83
1061,2015-11-28,1785.82
1062,2015-11-29,1785.81
1063,2015-11-30,1785.79
1064,2015-12-01,1785.79
1065,2015-12-02,1785.95
1066,2015-12-03,1786.24
1067,2015-12-04,1786.64
1068,2015-12-05,1786.86
1069,2015-12-06,1787.2
1070,2015-12-07,1788.09
1071,2015-12-08,1790.07
1072,2015-12-09,1792.57
1073,2015-12-10,1796.28
1074,2015-12-11,1798.42
1075,2015-12-12,1800.38
1076,2015-12-13,1803.91
1077,2015-12-14,1805.63
1078,2015-12-15,1806.75
1079,2015-12-16,1807.62
1080,2015-12-17,1809.12
1081,2015-12-18,1812.04
1082,2015-12-19,1813.46
1083,2015-12-20,1814.23
1084,2015-12-21,1815.13
1085,2015-12-22,1815.92
1086,2015-12-23,1816.18
1087,2015-12-24,1816.09
1088,2015-12-25,1815.71
1089,2015-12-26,1815.08
1090,2015-12-27,1814.37
1091,2015-12-28,1813.74
1092,2015-12-29,1813.28
1093,2015-12-30,1813.01
1094,2015-12-31,1812.9
1095,2016-01-01,1812.85
1096,2016-01-02,1812.83
1097,2016-01-03,1812.88
1098,2016-01-04,1812.98
1099,2016-01-05,1813.11
1100,2016-01-06,1813.23
1101,2016-01-07,1813.33
1102,2016-01-08,1813.4
1103,2016-01-09,1813.52
1104,2016-01-10,1813.6
1105,2016-01-11,1813.66
1106,2016-01-12,1813.76
1107,2016-01-13,1814.05
1108,2016-01-14,1814.5
1109,2016-01-15,1814.87
1110,2016-01-16,1815.57
1111,2016-01-17,1817.72
1112,2016-01-18,1820.44
1113,2016-01-19,1821.67
1114,2016-01-20,1822.23
1115,2016-01-21,1822.32
1116,2016-01-22,1822.83
1117,2016-01-23,1823.75
1118,2016-01-24,1824.5
1119,2016-01-25,1824.75
1120,2016-01-26,1824.57
1121,2016-01-27,1824.18
1122,2016-01-28,1824.27
1123,2016-01-29,1825.72
1124,2016-01-30,1826.94
1125,2016-01-31,1827.42
1126,2016-02-01,1827.53
1127,2016-02-02,1827.53
1128,2016-02-03,1827.53
1129,2016-02-04,1827.56
1130,2016-02-05,1827.66
1131,2016-02-06,1827.86
1132,2016-02-07,1828.21
1133,2016-02-08,1828.79
1134,2016-02-09,1829.72
1135,2016-02-10,1830.84
1136,2016-02-11,1832.02
1137,2016-02-12,1833.34
1138,2016-02-13,1834.77
1139,2016-02-14,1836.25
1140,2016-02-15,1837.96
1141,2016-02-16,1839.44
1142,2016-02-17,1840.74
1143,2016-02-18,1842.21
1144,2016-02-19,1843.47
1145,2016-02-20,1844.44
1146,2016-02-21,1845.25
1147,2016-02-22,1845.9
1148,2016-02-23,1846.44
1149,2016-02-24,1846.91
1150,2016-02-25,1847.32
1151,2016-02-26,1847.79
1152,2016-02-27,1848.47
1153,2016-02-28,1849.17
1154,2016-02-29,1849.79
1155,2016-03-01,1850.39
1156,2016-03-02,1851.05
1157,2016-03-03,1851.93
1158,2016-03-04,1852.6
1159,2016-03-05,1853.09
1160,2016-03-06,1854.52
1161,2016-03-07,1854.79
1162,2016-03-08,1854.62
1163,2016-03-09,1854.31
1164,2016-03-10,1854.47
1165,2016-03-11,1854.5
1166,2016-03-12,1854.58
1167,2016-03-13,1855.23
1168,2016-03-14,1856.55
1169,2016-03-15,1857.2
1170,2016-03-16,1857.54
1171,2016-03-17,1857.81
1172,2016-03-18,1857.93
1173,2016-03-19,1858.0
1174,2016-03-20,1858.28
1175,2016-03-21,1858.92
1176,2016-03-22,1859.43
1177,2016-03-23,1859.7
1178,2016-03-24,1859.97
1179,2016-03-25,1860.22
1180,2016-03-26,1860.4
1181,2016-03-27,1860.58
1182,2016-03-28,1860.73
1183,2016-03-29,1860.89
1184,2016-03-30,1861.09
1185,2016-03-31,1861.38
1186,2016-04-01,1861.76
1187,2016-04-02,1862.25
1188,2016-04-03,1862.87
1189,2016-04-04,1863.59
1190,2016-04-05,1864.17
1191,2016-04-06,1864.68
1192,2016-04-07,1865.23
1193,2016-04-08,1865.69
1194,2016-04-09,1866.21
1195,2016-04-10,1866.82
1196,2016-04-11,1867.34
1197,2016-04-12,1867.72
1198,2016-04-13,1867.85
1199,2016-04-14,1867.98
1200,2016-04-15,1867.95
1201,2016-04-16,1867.91
1202,2016-04-17,1867.82
1203,2016-04-18,1867.91
1204,2016-04-19,1868.22
1205,2016-04-20,1868.64
1206,2016-04-21,1869.03
1207,2016-04-22,1869.41
1208,2016-04-23,1869.74
1209,2016-04-24,1870.27
1210,2016-04-25,1870.58
1211,2016-04-26,1870.77
1212,2016-04-27,1870.98
1213,2016-04-28,1871.14
1214,2016-04-29,1871.28
1215,2016-04-30,1871.37
1216,2016-05-01,1871.46
1217,2016-05-02,1871.53
1218,2016-05-03,1871.53
1219,2016-05-04,1871.51
1220,2016-05-05,1871.52
1221,2016-05-06,1871.52
1222,2016-05-07,1871.55
1223,2016-05-08,1871.57
1224,2016-05-09,1871.52
1225,2016-05-10,1871.5
1226,2016-05-11,1871.52
1227,2016-05-12,1871.52
1228,2016-05-13,1871.56
1229,2016-05-14,1871.61
1230,2016-05-15,1871.6
1231,2016-05-16,1871.56
1232,2016-05-17,1871.56
1233,2016-05-18,1871.55
1234,2016-05-19,1871.58
1235,2016-05-20,1871.53
1236,2016-05-21,1871.52
1237,2016-05-22,1871.51
1238,2016-05-23,1871.49
1239,2016-05-24,1871.42
1240,2016-05-25,1871.32
1241,2016-05-26,1871.19
1242,2016-05-27,1870.92
1243,2016-05-28,1870.55
1244,2016-05-29,1870.07
1245,2016-05-30,1869.52
1246,2016-05-31,1868.95
1247,2016-06-01,1868.38
1248,2016-06-02,1867.81
1249,2016-06-03,1867.15
1250,2016-06-04,1866.45
1251,2016-06-05,1865.73
1252,2016-06-06,1865.01
1253,2016-06-07,1864.29
1254,2016-06-08,1863.52
1255,2016-06-09,1862.78
1256,2016-06-10,1862.05
1257,2016-06-11,1861.3
1258,2016-06-12,1860.54
1259,2016-06-13,1859.87
1260,2016-06-14,1859.34
1261,2016-06-15,1858.85
1262,2016-06-16,1858.32
1263,2016-06-17,1857.8
1264,2016-06-18,1857.33
1265,2016-06-19,1856.68
1266,2016-06-20,1855.98
1267,2016-06-21,1855.26
1268,2016-06-22,1854.53
1269,2016-06-23,1853.89
1270,2016-06-24,1853.25
1271,2016-06-25,1852.6
1272,2016-06-26,1851.94
1273,2016-06-27,1851.28
1274,2016-06-28,1850.7
1275,2016-06-29,1850.17
1276,2016-06-30,1849.68
1277,2016-07-01,1849.2
1278,2016-07-02,1848.84
1279,2016-07-03,1848.58
1280,2016-07-04,1848.32
1281,2016-07-05,1848.05
1282,2016-07-06,1847.77
1283,2016-07-07,1847.48
1284,2016-07-08,1847.29
1285,2016-07-09,1847.15
1286,2016-07-10,1846.96
1287,2016-07-11,1846.78
1288,2016-07-12,1846.55
1289,2016-07-13,1846.29
1290,2016-07-14,1846.03
1291,2016-07-15,1845.75
1292,2016-07-16,1845.47
1293,2016-07-17,1845.18
1294,2016-07-18,1844.9
1295,2016-07-19,1844.62
1296,2016-07-20,1844.41
1297,2016-07-21,1844.1
1298,2016-07-22,1843.79
1299,2016-07-23,1843.47
1300,2016-07-24,1843.15
1301,2016-07-25,1842.83
1302,2016-07-26,1842.51
1303,2016-07-27,1842.18
1304,2016-07-28,1841.84
1305,2016-07-29,1841.49
1306,2016-07-30,1841.13
1307,2016-07-31,1840.77
1308,2016-08-01,1840.42
1309,2016-08-02,1840.05
1310,2016-08-03,1839.68
1311,2016-08-04,1839.31
1312,2016-08-05,1838.93
1313,2016-08-06,1838.56
1314,2016-08-07,1838.18
1315,2016-08-08,1837.8
1316,2016-08-09,1837.42
1317,2016-08-10,1837.02
1318,2016-08-11,1836.58
1319,2016-08-12,1836.13
1320,2016-08-13,1835.67
1321,2016-08-14,1835.15
1322,2016-08-15,1834.62
1323,2016-08-16,1833.89
1324,2016-08-17,1833.14
1325,2016-08-18,1832.33
1326,2016-08-19,1831.53
1327,2016-08-20,1830.71
1328,2016-08-21,1829.9
1329,2016-08-22,1829.06
1330,2016-08-23,1828.21
1331,2016-08-24,1827.37
1332,2016-08-25,1826.53
1333,2016-08-26,1825.69
1334,2016-08-27,1824.85
1335,2016-08-28,1824.0
1336,2016-08-29,1823.15
1337,2016-08-30,1822.29
1338,2016-08-31,1821.43
1339,2016-09-01,1820.58
1340,2016-09-02,1819.79
1341,2016-09-03,1818.99
1342,2016-09-04,1818.18
1343,2016-09-05,1817.4
1344,2016-09-06,1816.74
1345,2016-09-07,1816.22
1346,2016-09-08,1815.68
1347,2016-09-09,1815.15
1348,2016-09-10,1814.63
1349,2016-09-11,1814.16
1350,2016-09-12,1813.8
1351,2016-09-13,1813.55
1352,2016-09-14,1813.36
1353,2016-09-15,1813.21
1354,2016-09-16,1813.05
1355,2016-09-17,1812.89
1356,2016-09-18,1812.73
1357,2016-09-19,1812.57
1358,2016-09-20,1812.4
1359,2016-09-21,1812.22
1360,2016-09-22,1812.11
1361,2016-09-23,1811.98
1362,2016-09-24,1811.85
1363,2016-09-25,1811.7
1364,2016-09-26,1811.55
1365,2016-09-27,1811.38
1366,2016-09-28,1811.21
1367,2016-09-29,1811.05
1368,2016-09-30,1810.87
1369,2016-10-01,1810.69
1370,2016-10-02,1810.57
1371,2016-10-03,1810.46
1372,2016-10-04,1810.39
1373,2016-10-05,1810.39
1374,2016-10-06,1810.38
1375,2016-10-07,1810.27
1376,2016-10-08,1810.15
1377,2016-10-09,1810.01
1378,2016-10-10,1809.86
1379,2016-10-11,1809.71
1380,2016-10-12,1809.57
1381,2016-10-13,1809.59
1382,2016-10-14,1810.14
1383,2016-10-15,1810.46
1384,2016-10-16,1811.75
1385,2016-10-17,1812.82
1386,2016-10-18,1813.88
1387,2016-10-19,1814.51
1388,2016-10-20,1814.68
1389,2016-10-21,1814.68
1390,2016-10-22,1814.61
1391,2016-10-23,1814.47
1392,2016-10-24,1814.29
1393,2016-10-25,1814.15
1394,2016-10-26,1814.04
1395,2016-10-27,1813.98
1396,2016-10-28,1813.81
1397,2016-10-29,1813.62
1398,2016-10-30,1813.56
1399,2016-10-31,1813.62
1400,2016-11-01,1813.54
1401,2016-11-02,1813.34
1402,2016-11-03,1813.07
1403,2016-11-04,1812.75
1404,2016-11-05,1812.41
1405,2016-11-06,1812.17
1406,2016-11-07,1811.88
1407,2016-11-08,1811.61
1408,2016-11-09,1811.37
1409,2016-11-10,1811.19
1410,2016-11-11,1811.06
1411,2016-11-12,1811.01
1412,2016-11-13,1810.97
1413,2016-11-14,1811.06
1414,2016-11-15,1811.7
1415,2016-11-16,1812.17
1416,2016-11-17,1812.46
1417,2016-11-18,1812.57
1418,2016-11-19,1812.54
1419,2016-11-20,1812.55
1420,2016-11-21,1812.6
1421,2016-11-22,1812.56
1422,2016-11-23,1812.61
1423,2016-11-24,1812.56
1424,2016-11-25,1812.47
1425,2016-11-26,1812.46
1426,2016-11-27,1812.51
1427,2016-11-28,1812.64
1428,2016-11-29,1812.7
1429,2016-11-30,1812.72
1430,2016-12-01,1812.67
1431,2016-12-02,1812.65
1432,2016-12-03,1812.63
1433,2016-12-04,1812.73
1434,2016-12-05,1812.92
1435,2016-12-06,1812.98
1436,2016-12-07,1812.9
1437,2016-12-08,1812.85
1438,2016-12-09,1813.28
1439,2016-12-10,1813.71
1440,2016-12-11,1813.58
1441,2016-12-12,1813.28
1442,2016-12-13,1812.86
1443,2016-12-14,1813.08
1444,2016-12-15,1816.4
1445,2016-12-16,1817.32
1446,2016-12-17,1817.47
1447,2016-12-18,1817.22
1448,2016-12-19,1816.79
1449,2016-12-20,1816.46
1450,2016-12-21,1816.12
1451,2016-12-22,1815.63
1452,2016-12-23,1815.39
1453,2016-12-24,1814.9
1454,2016-12-25,1814.25
1455,2016-12-26,1813.48
1456,2016-12-27,1812.88
1457,2016-12-28,1812.44
1458,2016-12-29,1812.21
1459,2016-12-30,1812.21
1460,2016-12-31,1812.35
1461,2017-01-01,1812.64
1462,2017-01-02,1813.0
1463,2017-01-03,1813.34
1464,2017-01-04,1813.68
1465,2017-01-05,1813.79
1466,2017-01-06,1813.67
1467,2017-01-07,1813.7
1468,2017-01-08,1814.18
1469,2017-01-09,1815.29
1470,2017-01-10,1816.16
1471,2017-01-11,1816.91
1472,2017-01-12,1817.32
1473,2017-01-13,1817.54
1474,2017-01-14,1817.63
1475,2017-01-15,1817.65
1476,2017-01-16,1817.61
1477,2017-01-17,1817.56
1478,2017-01-18,1817.92
1479,2017-01-19,1818.55
1480,2017-01-20,1819.15
1481,2017-01-21,1819.88
1482,2017-01-22,1820.57
1483,2017-01-23,1821.11
1484,2017-01-24,1821.52
1485,2017-01-25,1821.85
1486,2017-01-26,1822.13
1487,2017-01-27,1822.42
1488,2017-01-28,1822.78
1489,2017-01-29,1823.15
1490,2017-01-30,1823.49
1491,2017-01-31,1823.82
1492,2017-02-01,1824.19
1493,2017-02-02,1824.58
1494,2017-02-03,1825.07
1495,2017-02-04,1826.22
1496,2017-02-05,1827.75
1497,2017-02-06,1829.26
1498,2017-02-07,1830.72
1499,2017-02-08,1832.22
1500,2017-02-09,1835.42
1501,2017-02-10,1839.11
1502,2017-02-11,1840.79
1503,2017-02-12,1841.51
1504,2017-02-13,1841.88
1505,2017-02-14,1841.99
1506,2017-02-15,1842.04
1507,2017-02-16,1843.41
1508,2017-02-17,1844.68
1509,2017-02-18,1845.61
1510,2017-02-19,1846.32
1511,2017-02-20,1846.97
1512,2017-02-21,1847.97
1513,2017-02-22,1848.66
1514,2017-02-23,1849.0
1515,2017-02-24,1849.11
1516,2017-02-25,1849.16
1517,2017-02-26,1849.3
1518,2017-02-27,1849.56
1519,2017-02-28,1849.82
1520,2017-03-01,1849.97
1521,2017-03-02,1850.07
1522,2017-03-03,1850.17
1523,2017-03-04,1850.54
1524,2017-03-05,1851.06
1525,2017-03-06,1851.6
1526,2017-03-07,1852.2
1527,2017-03-08,1852.93
1528,2017-03-09,1854.09
1529,2017-03-10,1855.49
1530,2017-03-11,1856.5
1531,2017-03-12,1857.19
1532,2017-03-13,1857.38
1533,2017-03-14,1857.38
1534,2017-03-15,1857.64
1535,2017-03-16,1858.51
1536,2017-03-17,1858.93
1537,2017-03-18,1859.49
1538,2017-03-19,1860.88
1539,2017-03-20,1861.71
1540,2017-03-21,1862.46
1541,2017-03-22,1863.1
1542,2017-03-23,1863.34
1543,2017-03-24,1863.6
1544,2017-03-25,1863.68
1545,2017-03-26,1863.65
1546,2017-03-27,1863.72
1547,2017-03-28,1863.5
1548,2017-03-29,1863.45
1549,2017-03-30,1864.33
1550,2017-03-31,1864.63
1551,2017-04-01,1864.61
1552,2017-04-02,1864.47
1553,2017-04-03,1864.2
1554,2017-04-04,1863.84
1555,2017-04-05,1863.51
1556,2017-04-06,1863.34
1557,2017-04-07,1863.33
1558,2017-04-08,1863.16
1559,2017-04-09,1863.09
1560,2017-04-10,1863.15
1561,2017-04-11,1863.11
1562,2017-04-12,1863.04
1563,2017-04-13,1863.02
1564,2017-04-14,1862.95
1565,2017-04-15,1862.84
1566,2017-04-16,1862.78
1567,2017-04-17,1862.81
1568,2017-04-18,1863.18
1569,2017-04-19,1863.6
1570,2017-04-20,1864.1
1571,2017-04-21,1864.51
1572,2017-04-22,1864.9
1573,2017-04-23,1865.31
1574,2017-04-24,1865.96
1575,2017-04-25,1866.72
1576,2017-04-26,1868.04
1577,2017-04-27,1869.41
1578,2017-04-28,1870.15
1579,2017-04-29,1870.65
1580,2017-04-30,1871.02
1581,2017-05-01,1871.1
1582,2017-05-02,1870.96
1583,2017-05-03,1870.86
1584,2017-05-04,1870.92
1585,2017-05-05,1871.16
1586,2017-05-06,1870.85
1587,2017-05-07,1870.54
1588,2017-05-08,1870.42
1589,2017-05-09,1870.44
1590,2017-05-10,1870.55
1591,2017-05-11,1870.81
1592,2017-05-12,1871.03
1593,2017-05-13,1871.01
1594,2017-05-14,1870.86
1595,2017-05-15,1870.62
1596,2017-05-16,1870.68
1597,2017-05-17,1870.77
1598,2017-05-18,1870.67
1599,2017-05-19,1870.65
1600,2017-05-20,1870.75
1601,2017-05-21,1870.95
1602,2017-05-22,1871.22
1603,2017-05-23,1871.5
1604,2017-05-24,1871.72
1605,2017-05-25,1871.66
1606,2017-05-26,1871.46
1607,2017-05-27,1871.28
1608,2017-05-28,1871.23
1609,2017-05-29,1871.26
1610,2017-05-30,1871.26
1611,2017-05-31,1871.15
1612,2017-06-01,1871.09
1613,2017-06-02,1871.11
1614,2017-06-03,1871.08
1615,2017-06-04,1871.05
1616,2017-06-05,1871.0
1617,2017-06-06,1870.93
1618,2017-06-07,1870.87
1619,2017-06-08,1870.94
1620,2017-06-09,1870.82
1621,2017-06-10,1870.61
1622,2017-06-11,1870.3
1623,2017-06-12,1869.92
1624,2017-06-13,1869.49
1625,2017-06-14,1869.02
1626,2017-06-15,1868.54
1627,2017-06-16,1868.1
1628,2017-06-17,1867.65
1629,2017-06-18,1867.2
1630,2017-06-19,1866.76
1631,2017-06-20,1866.33
1632,2017-06-21,1865.85
1633,2017-06-22,1865.36
1634,2017-06-23,1864.89
1635,2017-06-24,1864.38
1636,2017-06-25,1863.87
1637,2017-06-26,1863.32
1638,2017-06-27,1862.74
1639,2017-06-28,1862.13
1640,2017-06-29,1861.47
1641,2017-06-30,1860.8
1642,2017-07-01,1860.11
1643,2017-07-02,1859.45
1644,2017-07-03,1858.7
1645,2017-07-04,1857.87
1646,2017-07-05,1857.08
1647,2017-07-06,1856.31
1648,2017-07-07,1855.55
1649,2017-07-08,1854.78
1650,2017-07-09,1853.98
1651,2017-07-10,1853.17
1652,2017-07-11,1852.4
1653,2017-07-12,1851.68
1654,2017-07-13,1850.95
1655,2017-07-14,1850.21
1656,2017-07-15,1849.42
1657,2017-07-16,1848.66
1658,2017-07-17,1847.89
1659,2017-07-18,1847.11
1660,2017-07-19,1846.32
1661,2017-07-20,1845.52
1662,2017-07-21,1844.71
1663,2017-07-22,1843.91
1664,2017-07-23,1843.1
1665,2017-07-24,1842.29
1666,2017-07-25,1841.47
1667,2017-07-26,1840.65
1668,2017-07-27,1839.83
1669,2017-07-28,1838.98
1670,2017-07-29,1838.13
1671,2017-07-30,1837.28
1672,2017-07-31,1836.42
1673,2017-08-01,1835.58
1674,2017-08-02,1834.72
1675,2017-08-03,1833.85
1676,2017-08-04,1833.09
1677,2017-08-05,1832.42
1678,2017-08-06,1831.76
1679,2017-08-07,1831.1
1680,2017-08-08,1830.48
1681,2017-08-09,1829.88
1682,2017-08-10,1829.25
1683,2017-08-11,1828.63
1684,2017-08-12,1827.97
1685,2017-08-13,1827.31
1686,2017-08-14,1826.63
1687,2017-08-15,1825.94
1688,2017-08-16,1825.26
1689,2017-08-17,1824.64
1690,2017-08-18,1824.02
1691,2017-08-19,1823.39
1692,2017-08-20,1822.75
1693,2017-08-21,1822.13
1694,2017-08-22,1821.53
1695,2017-08-23,1820.9
1696,2017-08-24,1820.27
1697,2017-08-25,1819.67
1698,2017-08-26,1819.07
1699,2017-08-27,1818.47
1700,2017-08-28,1817.87
1701,2017-08-29,1817.27
1702,2017-08-30,1816.67
1703,2017-08-31,1816.08
1704,2017-09-01,1815.55
1705,2017-09-02,1815.03
1706,2017-09-03,1814.49
1707,2017-09-04,1813.96
1708,2017-09-05,1813.5
1709,2017-09-06,1813.14
1710,2017-09-07,1812.89
1711,2017-09-08,1812.68
1712,2017-09-09,1812.46
1713,2017-09-10,1812.29
1714,2017-09-11,1812.16
1715,2017-09-12,1812.13
1716,2017-09-13,1812.16
1717,2017-09-14,1812.2
1718,2017-09-15,1812.25
1719,2017-09-16,1812.3
1720,2017-09-17,1812.36
1721,2017-09-18,1812.45
1722,2017-09-19,1812.69
1723,2017-09-20,1813.02
1724,2017-09-21,1813.26
1725,2017-09-22,1813.38
1726,2017-09-23,1813.45
1727,2017-09-24,1813.52
1728,2017-09-25,1813.58
1729,2017-09-26,1813.65
1730,2017-09-27,1813.72
1731,2017-09-28,1813.78
1732,2017-09-29,1813.83
1733,2017-09-30,1813.88
1734,2017-10-01,1813.92
1735,2017-10-02,1813.96
1736,2017-10-03,1814.0
1737,2017-10-04,1814.04
1738,2017-10-05,1814.08
1739,2017-10-06,1814.1
1740,2017-10-07,1814.11
1741,2017-10-08,1814.11
1742,2017-10-09,1814.11
1743,2017-10-10,1814.1
1744,2017-10-11,1814.11
1745,2017-10-12,1814.13
1746,2017-10-13,1814.22
1747,2017-10-14,1814.33
1748,2017-10-15,1814.37
1749,2017-10-16,1814.38
1750,2017-10-17,1814.33
1751,2017-10-18,1814.25
1752,2017-10-19,1814.24
1753,2017-10-20,1814.41
1754,2017-10-21,1814.75
1755,2017-10-22,1815.54
1756,2017-10-23,1816.03
1757,2017-10-24,1816.08
1758,2017-10-25,1816.02
1759,2017-10-26,1815.87
1760,2017-10-27,1815.69
1761,2017-10-28,1815.48
1762,2017-10-29,1815.23
1763,2017-10-30,1814.98
1764,2017-10-31,1814.71
1765,2017-11-01,1814.43
1766,2017-11-02,1814.19
1767,2017-11-03,1814.14
1768,2017-11-04,1813.94
1769,2017-11-05,1813.78
1770,2017-11-06,1813.56
1771,2017-11-07,1813.32
1772,2017-11-08,1813.11
1773,2017-11-09,1813.14
1774,2017-11-10,1813.5
1775,2017-11-11,1813.76
1776,2017-11-12,1813.81
1777,2017-11-13,1814.02
1778,2017-11-14,1814.13
1779,2017-11-15,1814.01
1780,2017-11-16,1814.06
1781,2017-11-17,1813.83
1782,2017-11-18,1813.43
1783,2017-11-19,1812.98
1784,2017-11-20,1813.23
1785,2017-11-21,1813.46
1786,2017-11-22,1813.23
1787,2017-11-23,1813.32
1788,2017-11-24,1814.2
1789,2017-11-25,1813.54
1790,2017-11-26,1813.18
1791,2017-11-27,1813.09
1792,2017-11-28,1812.72
1793,2017-11-29,1812.45
1794,2017-11-30,1812.32
1795,2017-12-01,1812.15
1796,2017-12-02,1812.03
1797,2017-12-03,1812.07
1798,2017-12-04,1812.12
1799,2017-12-05,1812.16
1800,2017-12-06,1812.2
1801,2017-12-07,1812.25
1802,2017-12-08,1812.3
1803,2017-12-09,1812.32
1804,2017-12-10,1812.33
1805,2017-12-11,1812.32
1806,2017-12-12,1812.3
1807,2017-12-13,1812.36
1808,2017-12-14,1812.39
1809,2017-12-15,1812.4
1810,2017-12-16,1812.41
1811,2017-12-17,1812.39
1812,2017-12-18,1812.37
1813,2017-12-19,1812.39
1814,2017-12-20,1812.46
1815,2017-12-21,1812.5
1816,2017-12-22,1812.58
1817,2017-12-23,1812.65
1818,2017-12-24,1812.72
1819,2017-12-25,1812.84
1820,2017-12-26,1812.92
1821,2017-12-27,1813.0
1822,2017-12-28,1813.08
1823,2017-12-29,1813.14
1824,2017-12-30,1813.5
1825,2017-12-31,1813.78
1826,2018-01-01,1813.97
