,datetime,BLUE_RIVER_LAKE_NEAR_BLUE_RIVER__OR.tsv
978,2016-06-04,1332.76
979,2016-06-05,1331.65
980,2016-06-06,1330.53
981,2016-06-07,1329.41
982,2016-06-08,1328.26
983,2016-06-09,1327.11
984,2016-06-10,1326.17
985,2016-06-11,1325.28
986,2016-06-12,1324.33
987,2016-06-13,1323.38
988,2016-06-14,1322.61
989,2016-06-15,1321.84
990,2016-06-16,1321.08
991,2016-06-17,1320.42
992,2016-06-18,1319.76
993,2016-06-19,1319.07
994,2016-06-20,1318.5
995,2016-06-21,1318.25
996,2016-06-22,1318.2
997,2016-06-23,1318.2
998,2016-06-24,1318.22
999,2016-06-25,1318.21
1000,2016-06-26,1318.19
1001,2016-06-27,1318.18
1002,2016-06-28,1318.15
1003,2016-06-29,1318.12
1004,2016-06-30,1318.09
1005,2016-07-01,1318.05
1006,2016-07-02,1318.01
1007,2016-07-03,1317.97
1008,2016-07-04,1317.91
1009,2016-07-05,1317.87
1010,2016-07-06,1317.81
1011,2016-07-07,1317.75
1012,2016-07-08,1317.8
1013,2016-07-09,1317.87
1014,2016-07-10,1317.97
1015,2016-07-11,1318.06
1016,2016-07-12,1318.08
1017,2016-07-13,1318.07
1018,2016-07-14,1318.04
1019,2016-07-15,1317.6
1020,2016-07-16,1316.86
1021,2016-07-17,1316.1
1022,2016-07-18,1315.36
1023,2016-07-19,1314.61
1024,2016-07-20,1313.85
1025,2016-07-21,1313.07
1026,2016-07-22,1312.3
1027,2016-07-23,1311.53
1028,2016-07-24,1310.75
1029,2016-07-25,1309.96
1030,2016-07-26,1309.18
1031,2016-07-27,1308.39
1032,2016-07-28,1307.59
1033,2016-07-29,1306.72
1034,2016-07-30,1305.83
1035,2016-07-31,1304.94
1036,2016-08-01,1304.04
1037,2016-08-02,1303.14
1038,2016-08-03,1302.24
1039,2016-08-04,1301.31
1040,2016-08-05,1300.39
1041,2016-08-06,1299.47
1042,2016-08-07,1298.52
1043,2016-08-08,1297.59
1044,2016-08-09,1296.74
1045,2016-08-10,1295.93
1046,2016-08-11,1295.12
1047,2016-08-12,1294.3
1048,2016-08-13,1293.47
1049,2016-08-14,1292.63
1050,2016-08-15,1291.77
1051,2016-08-16,1290.92
1052,2016-08-17,1290.06
1053,2016-08-18,1289.19
1054,2016-08-19,1288.31
1055,2016-08-20,1287.43
1056,2016-08-21,1286.54
1057,2016-08-22,1285.63
1058,2016-08-23,1284.71
1059,2016-08-24,1283.77
1060,2016-08-25,1282.83
1061,2016-08-26,1281.89
1062,2016-08-27,1280.95
1063,2016-08-28,1279.99
1064,2016-08-29,1279.03
1065,2016-08-30,1278.06
1066,2016-08-31,1277.08
1067,2016-09-01,1276.12
1068,2016-09-02,1275.16
1069,2016-09-03,1274.18
1070,2016-09-04,1273.19
1071,2016-09-05,1272.18
1072,2016-09-06,1271.19
1073,2016-09-07,1270.21
1074,2016-09-08,1269.2
1075,2016-09-09,1268.17
1076,2016-09-10,1267.12
1077,2016-09-11,1266.08
1078,2016-09-12,1265.01
1079,2016-09-13,1263.94
1080,2016-09-14,1262.85
1081,2016-09-15,1261.76
1082,2016-09-16,1260.68
1083,2016-09-17,1259.58
1084,2016-09-18,1258.54
1085,2016-09-19,1257.5
1086,2016-09-20,1256.39
1087,2016-09-21,1255.3
1088,2016-09-22,1254.27
1089,2016-09-23,1253.17
1090,2016-09-24,1252.06
1091,2016-09-25,1250.94
1092,2016-09-26,1249.79
1093,2016-09-27,1248.64
1094,2016-09-28,1247.48
1095,2016-09-29,1246.29
1096,2016-09-30,1245.1
1097,2016-10-01,1243.9
1098,2016-10-02,1242.7
1099,2016-10-03,1241.49
1100,2016-10-04,1240.54
1101,2016-10-05,1240.84
1102,2016-10-06,1241.09
1103,2016-10-07,1241.06
1104,2016-10-08,1240.81
1105,2016-10-09,1240.02
1106,2016-10-10,1239.57
1107,2016-10-11,1239.0
1108,2016-10-12,1238.13
1109,2016-10-13,1238.22
1110,2016-10-14,1243.44
1111,2016-10-15,1249.06
1112,2016-10-16,1254.59
1113,2016-10-17,1261.74
1114,2016-10-18,1270.64
1115,2016-10-19,1274.46
1116,2016-10-20,1276.22
1117,2016-10-21,1276.45
1118,2016-10-22,1274.56
1119,2016-10-23,1271.61
1120,2016-10-24,1268.33
1121,2016-10-25,1264.56
1122,2016-10-26,1260.81
1123,2016-10-27,1257.39
1124,2016-10-28,1253.48
1125,2016-10-29,1248.76
1126,2016-10-30,1243.41
1127,2016-10-31,1238.54
1128,2016-11-01,1232.5
1129,2016-11-02,1225.98
1130,2016-11-03,1222.86
1131,2016-11-04,1220.63
1132,2016-11-05,1218.11
1133,2016-11-06,1215.77
1134,2016-11-07,1213.04
1135,2016-11-08,1209.94
1136,2016-11-09,1206.52
1137,2016-11-10,1202.86
1138,2016-11-11,1198.94
1139,2016-11-12,1194.94
1140,2016-11-13,1190.65
1141,2016-11-14,1189.81
1142,2016-11-15,1195.35
1143,2016-11-16,1195.04
1144,2016-11-17,1190.03
1145,2016-11-18,1186.85
1146,2016-11-19,1183.95
1147,2016-11-20,1183.01
1148,2016-11-21,1185.9
1149,2016-11-22,1187.42
1150,2016-11-23,1186.38
1151,2016-11-24,1181.41
1152,2016-11-25,1181.28
1153,2016-11-26,1183.18
1154,2016-11-27,1184.11
1155,2016-11-28,1188.22
1156,2016-11-29,1185.75
1157,2016-11-30,1185.39
1158,2016-12-01,1183.07
1159,2016-12-02,1181.23
1160,2016-12-03,1181.02
1161,2016-12-04,1184.16
1162,2016-12-05,1182.21
1163,2016-12-06,1180.72
1164,2016-12-07,1180.42
1165,2016-12-08,1180.88
1166,2016-12-09,1188.7
1167,2016-12-10,1191.79
1168,2016-12-11,1190.9
1169,2016-12-12,1188.05
1170,2016-12-13,1186.04
1171,2016-12-14,1185.76
1172,2016-12-15,1189.46
1173,2016-12-16,1188.94
1174,2016-12-17,1185.5
1175,2016-12-18,1184.5
1176,2016-12-19,1184.6
1177,2016-12-20,1208.72
1178,2016-12-21,1212.13
1179,2016-12-22,1208.55
1180,2016-12-23,1205.27
1181,2016-12-24,1200.73
1182,2016-12-25,1195.96
1183,2016-12-26,1194.3
1184,2016-12-27,1195.55
1185,2016-12-28,1195.02
1186,2016-12-29,1192.27
1187,2016-12-30,1188.48
1188,2016-12-31,1185.21
1189,2017-01-01,1183.17
1190,2017-01-02,1181.39
1191,2017-01-03,1181.03
1192,2017-01-04,1181.09
1193,2017-01-05,1180.96
1194,2017-01-06,1180.74
1195,2017-01-07,1180.6
1196,2017-01-08,1184.62
1197,2017-01-09,1194.8
1198,2017-01-10,1194.26
1199,2017-01-11,1194.19
1200,2017-01-12,1190.63
1201,2017-01-13,1186.36
1202,2017-01-14,1182.19
1203,2017-01-15,1180.8
1204,2017-01-16,1180.59
1205,2017-01-17,1181.66
1206,2017-01-18,1197.58
1207,2017-01-19,1211.85
1208,2017-01-20,1219.22
1209,2017-01-21,1223.59
1210,2017-01-22,1227.2
1211,2017-01-23,1228.38
1212,2017-01-24,1227.07
1213,2017-01-25,1224.96
1214,2017-01-26,1222.24
1215,2017-01-27,1219.05
1216,2017-01-28,1215.49
1217,2017-01-29,1211.85
1218,2017-01-30,1208.27
1219,2017-01-31,1205.68
1220,2017-02-01,1204.34
1221,2017-02-02,1203.75
1222,2017-02-03,1205.15
1223,2017-02-04,1218.03
1224,2017-02-05,1236.85
1225,2017-02-06,1243.58
1226,2017-02-07,1246.19
1227,2017-02-08,1251.48
1228,2017-02-09,1261.79
1229,2017-02-10,1265.28
1230,2017-02-11,1260.83
1231,2017-02-12,1255.65
1232,2017-02-13,1253.01
1233,2017-02-14,1253.665
1234,2017-02-15,1254.32
1235,2017-02-16,1262.26
1236,2017-02-17,1268.07
1237,2017-02-18,1270.95
1238,2017-02-19,1272.78
1239,2017-02-20,1274.48
1240,2017-02-21,1277.9
1241,2017-02-22,1280.4
1242,2017-02-23,1281.71
1243,2017-02-24,1283.07
1244,2017-02-25,1284.58
1245,2017-02-26,1286.2
1246,2017-02-27,1287.67
1247,2017-02-28,1289.03
1248,2017-03-01,1290.31
1249,2017-03-02,1291.5
1250,2017-03-03,1292.83
1251,2017-03-04,1294.89
1252,2017-03-05,1296.57
1253,2017-03-06,1297.99
1254,2017-03-07,1299.61
1255,2017-03-08,1305.78
1256,2017-03-09,1314.84
1257,2017-03-10,1319.84
1258,2017-03-11,1320.78
1259,2017-03-12,1320.61
1260,2017-03-13,1319.83
1261,2017-03-14,1319.93
1262,2017-03-15,1320.28
1263,2017-03-16,1321.57
1264,2017-03-17,1320.72
1265,2017-03-18,1320.78
1266,2017-03-19,1320.55
1267,2017-03-20,1318.95
1268,2017-03-21,1317.04
1269,2017-03-22,1315.13
1270,2017-03-23,1314.85
1271,2017-03-24,1316.48
1272,2017-03-25,1318.18
1273,2017-03-26,1319.57
1274,2017-03-27,1321.32
1275,2017-03-28,1321.01
1276,2017-03-29,1321.67
1277,2017-03-30,1323.36
1278,2017-03-31,1323.78
1279,2017-04-01,1324.59
1280,2017-04-02,1325.25
1281,2017-04-03,1325.82
1282,2017-04-04,1326.37
1283,2017-04-05,1326.73
1284,2017-04-06,1327.23
1285,2017-04-07,1327.8
1286,2017-04-08,1328.25
1287,2017-04-09,1328.47
1288,2017-04-10,1328.61
1289,2017-04-11,1328.67
1290,2017-04-12,1328.79
1291,2017-04-13,1329.28
1292,2017-04-14,1330.15
1293,2017-04-15,1331.03
1294,2017-04-16,1331.81
1295,2017-04-17,1332.63
1296,2017-04-18,1334.76
1297,2017-04-19,1336.31
1298,2017-04-20,1337.73
1299,2017-04-21,1338.68
1300,2017-04-22,1339.15
1301,2017-04-23,1339.47
1302,2017-04-24,1341.15
1303,2017-04-25,1342.67
1304,2017-04-26,1343.7
1305,2017-04-27,1344.08
1306,2017-04-28,1344.23
1307,2017-04-29,1344.49
1308,2017-04-30,1344.58
1309,2017-05-01,1344.62
1310,2017-05-02,1345.04
1311,2017-05-03,1345.78
1312,2017-05-04,1346.95
1313,2017-05-05,1347.98
1314,2017-05-06,1348.01
1315,2017-05-07,1347.79
1316,2017-05-08,1347.84
1317,2017-05-09,1348.0
1318,2017-05-10,1348.18
1319,2017-05-11,1348.48
1320,2017-05-12,1348.43
1321,2017-05-13,1348.41
1322,2017-05-14,1348.43
1323,2017-05-15,1348.37
1324,2017-05-16,1349.79
1325,2017-05-17,1350.31
1326,2017-05-18,1350.16
1327,2017-05-19,1349.9
1328,2017-05-20,1349.83
1329,2017-05-21,1349.86
1330,2017-05-22,1349.97
1331,2017-05-23,1350.07
1332,2017-05-24,1350.02
1333,2017-05-25,1349.93
1334,2017-05-26,1349.92
1335,2017-05-27,1349.93
1336,2017-05-28,1349.92
1337,2017-05-29,1349.9
1338,2017-05-30,1349.82
1339,2017-05-31,1349.74
1340,2017-06-01,1349.71
1341,2017-06-02,1349.78
1342,2017-06-03,1349.82
1343,2017-06-04,1349.82
1344,2017-06-05,1349.8
1345,2017-06-06,1349.84
1346,2017-06-07,1349.87
1347,2017-06-08,1350.02
1348,2017-06-09,1350.11
1349,2017-06-10,1350.21
1350,2017-06-11,1350.16
1351,2017-06-12,1350.06
1352,2017-06-13,1350.03
1353,2017-06-14,1349.97
1354,2017-06-15,1350.07
1355,2017-06-16,1350.22
1356,2017-06-17,1350.3
1357,2017-06-18,1350.33
1358,2017-06-19,1350.34
1359,2017-06-20,1350.33
1360,2017-06-21,1350.29
1361,2017-06-22,1350.26
1362,2017-06-23,1350.22
1363,2017-06-24,1350.17
1364,2017-06-25,1350.09
1365,2017-06-26,1350.09
1366,2017-06-27,1350.09
1367,2017-06-28,1350.08
1368,2017-06-29,1350.05
1369,2017-06-30,1350.02
1370,2017-07-01,1350.0
1371,2017-07-02,1349.99
1372,2017-07-03,1349.98
1373,2017-07-04,1349.96
1374,2017-07-05,1349.93
1375,2017-07-06,1349.89
1376,2017-07-07,1349.87
1377,2017-07-08,1349.87
1378,2017-07-09,1349.87
1379,2017-07-10,1349.86
1380,2017-07-11,1349.85
1381,2017-07-12,1349.84
1382,2017-07-13,1349.82
1383,2017-07-14,1349.81
1384,2017-07-15,1349.78
1385,2017-07-16,1349.76
1386,2017-07-17,1349.73
1387,2017-07-18,1349.69
1388,2017-07-19,1349.66
1389,2017-07-20,1349.63
1390,2017-07-21,1349.59
1391,2017-07-22,1349.55
1392,2017-07-23,1349.52
1393,2017-07-24,1349.48
1394,2017-07-25,1349.45
1395,2017-07-26,1349.41
1396,2017-07-27,1349.36
1397,2017-07-28,1349.31
1398,2017-07-29,1349.26
1399,2017-07-30,1349.21
1400,2017-07-31,1349.16
1401,2017-08-01,1348.52
1402,2017-08-02,1347.88
1403,2017-08-03,1346.78
1404,2017-08-04,1345.67
1405,2017-08-05,1344.57
1406,2017-08-06,1343.43
1407,2017-08-07,1342.3
1408,2017-08-08,1341.19
1409,2017-08-09,1340.05
1410,2017-08-10,1338.91
1411,2017-08-11,1337.76
1412,2017-08-12,1336.59
1413,2017-08-13,1335.45
1414,2017-08-14,1334.28
1415,2017-08-15,1333.09
1416,2017-08-16,1331.91
1417,2017-08-17,1330.72
1418,2017-08-18,1329.53
1419,2017-08-19,1328.33
1420,2017-08-20,1327.11
1421,2017-08-21,1325.91
1422,2017-08-22,1324.71
1423,2017-08-23,1323.5
1424,2017-08-24,1322.27
1425,2017-08-25,1320.99
1426,2017-08-26,1319.72
1427,2017-08-27,1318.44
1428,2017-08-28,1317.18
1429,2017-08-29,1315.88
1430,2017-08-30,1314.58
1431,2017-08-31,1313.27
1432,2017-09-01,1311.98
1433,2017-09-02,1310.67
1434,2017-09-03,1309.34
1435,2017-09-04,1307.99
1436,2017-09-05,1306.62
1437,2017-09-06,1305.27
1438,2017-09-07,1304.07
1439,2017-09-08,1302.94
1440,2017-09-09,1302.24
1441,2017-09-10,1301.71
1442,2017-09-11,1301.4
1443,2017-09-12,1301.1
1444,2017-09-13,1300.8
1445,2017-09-14,1300.49
1446,2017-09-15,1300.19
1447,2017-09-16,1299.88
1448,2017-09-17,1299.6
1449,2017-09-18,1299.5
1450,2017-09-19,1300.63
1451,2017-09-20,1302.64
1452,2017-09-21,1303.24
1453,2017-09-22,1302.92
1454,2017-09-23,1302.44
1455,2017-09-24,1301.86
1456,2017-09-25,1301.24
1457,2017-09-26,1300.61
1458,2017-09-27,1299.95
1459,2017-09-28,1299.28
1460,2017-09-29,1298.59
1461,2017-09-30,1297.91
1462,2017-10-01,1297.25
1463,2017-10-02,1296.56
1464,2017-10-03,1295.84
1465,2017-10-04,1295.05
1466,2017-10-05,1294.26
1467,2017-10-06,1293.44
1468,2017-10-07,1292.64
1469,2017-10-08,1291.84
1470,2017-10-09,1291.03
1471,2017-10-10,1289.55
1472,2017-10-11,1285.72
1473,2017-10-12,1282.62
1474,2017-10-13,1281.31
1475,2017-10-14,1278.28
1476,2017-10-15,1274.56
1477,2017-10-16,1270.56
1478,2017-10-17,1266.35
1479,2017-10-18,1261.9
1480,2017-10-19,1257.77
1481,2017-10-20,1256.25
1482,2017-10-21,1261.71
1483,2017-10-22,1277.2
1484,2017-10-23,1278.98
1485,2017-10-24,1277.53
1486,2017-10-25,1275.0
1487,2017-10-26,1271.89
1488,2017-10-27,1268.21
1489,2017-10-28,1264.13
1490,2017-10-29,1259.78
1491,2017-10-30,1255.18
1492,2017-10-31,1250.42
1493,2017-11-01,1245.45
1494,2017-11-02,1240.43
1495,2017-11-03,1236.0
1496,2017-11-04,1230.39
1497,2017-11-05,1224.77
1498,2017-11-06,1219.37
1499,2017-11-07,1213.17
1500,2017-11-08,1206.07
1501,2017-11-09,1201.88
1502,2017-11-10,1203.03
1503,2017-11-11,1204.79
1504,2017-11-12,1202.85
1505,2017-11-13,1204.01
1506,2017-11-14,1205.07
1507,2017-11-15,1204.42
1508,2017-11-16,1206.41
1509,2017-11-17,1203.66
1510,2017-11-18,1194.79
1511,2017-11-19,1184.82
1512,2017-11-20,1204.06
1513,2017-11-21,1211.14
1514,2017-11-22,1203.95
1515,2017-11-23,1213.59
1516,2017-11-24,1215.04
1517,2017-11-25,1203.97
1518,2017-11-26,1194.52
1519,2017-11-27,1188.44
1520,2017-11-28,1185.42
1521,2017-11-29,1184.13
1522,2017-11-30,1181.67
1523,2017-12-01,1180.89
1524,2017-12-02,1181.39
1525,2017-12-03,1183.07
1526,2017-12-04,1183.78
1527,2017-12-05,1183.4
1528,2017-12-06,1182.2
1529,2017-12-07,1180.25
1530,2017-12-08,1180.73
1531,2017-12-09,1180.92
1532,2017-12-10,1180.57
1533,2017-12-11,1180.18
1534,2017-12-12,1180.45
1535,2017-12-13,1181.74
1536,2017-12-14,1182.55
1537,2017-12-15,1183.09
1538,2017-12-16,1183.47
1539,2017-12-17,1183.56
1540,2017-12-18,1183.51
1541,2017-12-19,1184.28
1542,2017-12-20,1185.91
1543,2017-12-21,1186.67
1544,2017-12-22,1186.58
1545,2017-12-23,1186.54
1546,2017-12-24,1186.74
1547,2017-12-25,1189.03
1548,2017-12-26,1190.4
1549,2017-12-27,1188.89
1550,2017-12-28,1188.55
1551,2017-12-29,1197.79
1552,2017-12-30,1209.72
1553,2017-12-31,1210.59
1554,2018-01-01,1207.25
