,datetime,LAKE_CHELAN_AT_CHELAN__WA.
1634,2015-06-23,1099.75
1635,2015-06-24,1099.78
1636,2015-06-25,1099.82
1637,2015-06-26,1099.84
1638,2015-06-27,1099.85
1639,2015-06-28,1099.87
1640,2015-06-29,1099.89
1641,2015-06-30,1099.84
1642,2015-07-01,1099.8
1643,2015-07-02,1099.77
1644,2015-07-03,1099.77
1645,2015-07-04,1099.76
1646,2015-07-05,1099.76
1647,2015-07-06,1099.8
1648,2015-07-07,1099.84
1649,2015-07-08,1099.77
1650,2015-07-09,1099.69
1651,2015-07-10,1099.65
1652,2015-07-11,1099.58
1653,2015-07-12,1099.61
1654,2015-07-13,1099.66
1655,2015-07-14,1099.66
1656,2015-07-15,1099.68
1657,2015-07-16,1099.67
1658,2015-07-17,1099.59
1659,2015-07-18,1099.5
1660,2015-07-19,1099.5
1661,2015-07-20,1099.55
1662,2015-07-21,1099.52
1663,2015-07-22,1099.46
1664,2015-07-23,1099.39
1665,2015-07-24,1099.34
1666,2015-07-25,1099.26
1667,2015-07-26,1099.25
1668,2015-07-27,1099.24
1669,2015-07-28,1099.16
1670,2015-07-29,1099.1
1671,2015-07-30,1099.1
1672,2015-07-31,1099.1
1673,2015-08-01,1099.1
1674,2015-08-02,1099.13
1675,2015-08-03,1099.17
1676,2015-08-04,1099.2
1677,2015-08-05,1099.22
1678,2015-08-06,1099.18
1679,2015-08-07,1099.16
1680,2015-08-08,1099.17
1681,2015-08-09,1099.18
1682,2015-08-10,1099.18
1683,2015-08-11,1099.2
1684,2015-08-12,1099.22
1685,2015-08-13,1099.23
1686,2015-08-14,1099.28
1687,2015-08-15,1099.3
1688,2015-08-16,1099.28
1689,2015-08-17,1099.28
1690,2015-08-18,1099.29
1691,2015-08-19,1099.3
1692,2015-08-20,1099.31
1693,2015-08-21,1099.28
1694,2015-08-22,1099.18
1695,2015-08-23,1099.13
1696,2015-08-24,1099.1
1697,2015-08-25,1099.04
1698,2015-08-26,1098.99
1699,2015-08-27,1098.95
1700,2015-08-28,1098.93
1701,2015-08-29,1098.92
1702,2015-08-30,1098.94
1703,2015-08-31,1098.98
1704,2015-09-01,1098.99
1705,2015-09-02,1099.03
1706,2015-09-03,1099.0
1707,2015-09-04,1098.95
1708,2015-09-05,1098.91
1709,2015-09-06,1098.83
1710,2015-09-07,1098.75
1711,2015-09-08,1098.71
1712,2015-09-09,1098.66
1713,2015-09-10,1098.61
1714,2015-09-11,1098.56
1715,2015-09-12,1098.53
1716,2015-09-13,1098.51
1717,2015-09-14,1098.44
1718,2015-09-15,1098.34
1719,2015-09-16,1098.29
1720,2015-09-17,1098.23
1721,2015-09-18,1098.18
1722,2015-09-19,1098.12
1723,2015-09-20,1098.05
1724,2015-09-21,1098.04
1725,2015-09-22,1098.0
1726,2015-09-23,1097.94
1727,2015-09-24,1097.9
1728,2015-09-25,1097.86
1729,2015-09-26,1097.86
1730,2015-09-27,1097.77
1731,2015-09-28,1097.67
1732,2015-09-29,1097.62
1733,2015-09-30,1097.56
1734,2015-10-01,1097.49
1735,2015-10-02,1097.46
1736,2015-10-03,1097.37
1737,2015-10-04,1097.29
1738,2015-10-05,1097.24
1739,2015-10-06,1097.18
1740,2015-10-07,1097.11
1741,2015-10-08,1097.06
1742,2015-10-09,1096.97
1743,2015-10-10,1096.88
1744,2015-10-11,1096.86
1745,2015-10-12,1096.76
1746,2015-10-13,1096.67
1747,2015-10-14,1096.58
1748,2015-10-15,1096.44
1749,2015-10-16,1096.33
1750,2015-10-17,1096.21
1751,2015-10-18,1096.1
1752,2015-10-19,1096.01
1753,2015-10-20,1095.9
1754,2015-10-21,1095.77
1755,2015-10-22,1095.67
1756,2015-10-23,1095.54
1757,2015-10-24,1095.39
1758,2015-10-25,1095.27
1759,2015-10-26,1095.16
1760,2015-10-27,1095.02
1761,2015-10-28,1094.9
1762,2015-10-29,1094.79
1763,2015-10-30,1094.71
1764,2015-10-31,1094.79
1765,2015-11-01,1095.0
1766,2015-11-02,1095.02
1767,2015-11-03,1094.97
1768,2015-11-04,1094.88
1769,2015-11-05,1094.79
1770,2015-11-06,1094.7
1771,2015-11-07,1094.61
1772,2015-11-08,1094.54
1773,2015-11-09,1094.47
1774,2015-11-10,1094.37
1775,2015-11-11,1094.3
1776,2015-11-12,1094.18
1777,2015-11-13,1094.16
1778,2015-11-14,1094.32
1779,2015-11-15,1094.41
1780,2015-11-16,1094.4
1781,2015-11-17,1094.52
1782,2015-11-18,1094.74
1783,2015-11-19,1094.79
1784,2015-11-20,1094.7416666666666
1785,2015-11-21,1094.6933333333334
1786,2015-11-22,1094.645
1787,2015-11-23,1094.5966666666666
1788,2015-11-24,1094.5483333333334
1789,2015-11-25,1094.5
1790,2015-11-26,1094.42
1791,2015-11-27,1094.36
1792,2015-11-28,1094.28
1793,2015-11-29,1094.17
1794,2015-11-30,1094.07
1795,2015-12-01,1093.98
1796,2015-12-02,1093.9
1797,2015-12-03,1093.88
1798,2015-12-04,1093.81
1799,2015-12-05,1093.72
1800,2015-12-06,1093.72
1801,2015-12-07,1093.66
1802,2015-12-08,1093.66
1803,2015-12-09,1093.88
1804,2015-12-10,1094.01
1805,2015-12-11,1094.05
1806,2015-12-12,1094.07
1807,2015-12-13,1094.11
1808,2015-12-14,1094.09
1809,2015-12-15,1094.05
1810,2015-12-16,1094.02
1811,2015-12-17,1093.95
1812,2015-12-18,1093.93
1813,2015-12-19,1093.86
1814,2015-12-20,1093.8
1815,2015-12-21,1093.78
1816,2015-12-22,1093.72
1817,2015-12-23,1093.66
1818,2015-12-24,1093.59
1819,2015-12-25,1093.51
1820,2015-12-26,1093.41
1821,2015-12-27,1093.34
1822,2015-12-28,1093.26
1823,2015-12-29,1093.17
1824,2015-12-30,1093.08
1825,2015-12-31,1092.96
1826,2016-01-01,1092.86
1827,2016-01-02,1092.75
1828,2016-01-03,1092.65
1829,2016-01-04,1092.59
1830,2016-01-05,1092.51
1831,2016-01-06,1092.44
1832,2016-01-07,1092.33
1833,2016-01-08,1092.23
1834,2016-01-09,1092.13
1835,2016-01-10,1092.03
1836,2016-01-11,1091.92
1837,2016-01-12,1091.82
1838,2016-01-13,1091.77
1839,2016-01-14,1091.66
1840,2016-01-15,1091.55
1841,2016-01-16,1091.47
1842,2016-01-17,1091.38
1843,2016-01-18,1091.29
1844,2016-01-19,1091.21
1845,2016-01-20,1091.11
1846,2016-01-21,1091.04
1847,2016-01-22,1091.01
1848,2016-01-23,1090.93
1849,2016-01-24,1090.84
1850,2016-01-25,1090.74
1851,2016-01-26,1090.64
1852,2016-01-27,1090.54
1853,2016-01-28,1090.48
1854,2016-01-29,1090.43
1855,2016-01-30,1090.36
1856,2016-01-31,1090.27
1857,2016-02-01,1090.17
1858,2016-02-02,1090.07
1859,2016-02-03,1089.97
1860,2016-02-04,1089.89
1861,2016-02-05,1089.79
1862,2016-02-06,1089.72
1863,2016-02-07,1089.61
1864,2016-02-08,1089.51
1865,2016-02-09,1089.41
1866,2016-02-10,1089.31
1867,2016-02-11,1089.22
1868,2016-02-12,1089.14
1869,2016-02-13,1089.06
1870,2016-02-14,1088.99
1871,2016-02-15,1088.95
1872,2016-02-16,1088.97
1873,2016-02-17,1088.99
1874,2016-02-18,1089.04
1875,2016-02-19,1089.07
1876,2016-02-20,1089.1
1877,2016-02-21,1089.09
1878,2016-02-22,1089.06
1879,2016-02-23,1089.01
1880,2016-02-24,1088.97
1881,2016-02-25,1088.92
1882,2016-02-26,1088.86
1883,2016-02-27,1088.79
1884,2016-02-28,1088.71
1885,2016-02-29,1088.65
1886,2016-03-01,1088.57
1887,2016-03-02,1088.51
1888,2016-03-03,1088.4
1889,2016-03-04,1088.29
1890,2016-03-05,1088.19
1891,2016-03-06,1088.24
1892,2016-03-07,1088.18
1893,2016-03-08,1088.1
1894,2016-03-09,1088.01
1895,2016-03-10,1088.09
1896,2016-03-11,1088.02
1897,2016-03-12,1087.95
1898,2016-03-13,1087.89
1899,2016-03-14,1087.88
1900,2016-03-15,1087.87
1901,2016-03-16,1087.86
1902,2016-03-17,1087.84
1903,2016-03-18,1087.82
1904,2016-03-19,1087.8
1905,2016-03-20,1087.8
1906,2016-03-21,1087.8
1907,2016-03-22,1087.83
1908,2016-03-23,1087.81
1909,2016-03-24,1087.81
1910,2016-03-25,1087.81
1911,2016-03-26,1087.8
1912,2016-03-27,1087.82
1913,2016-03-28,1087.82
1914,2016-03-29,1087.82
1915,2016-03-30,1087.82
1916,2016-03-31,1087.86
1917,2016-04-01,1087.92
1918,2016-04-02,1088.04
1919,2016-04-03,1088.23
1920,2016-04-04,1088.45
1921,2016-04-05,1088.65
1922,2016-04-06,1088.8
1923,2016-04-07,1088.96
1924,2016-04-08,1089.19
1925,2016-04-09,1089.48
1926,2016-04-10,1089.85
1927,2016-04-11,1090.28
1928,2016-04-12,1090.67
1929,2016-04-13,1090.97
1930,2016-04-14,1091.23
1931,2016-04-15,1091.46
1932,2016-04-16,1091.62
1933,2016-04-17,1091.78
1934,2016-04-18,1091.95
1935,2016-04-19,1092.2
1936,2016-04-20,1092.57
1937,2016-04-21,1093.13
1938,2016-04-22,1093.78
1939,2016-04-23,1094.41
1940,2016-04-24,1094.93
1941,2016-04-25,1095.34
1942,2016-04-26,1095.61
1943,2016-04-27,1095.84
1944,2016-04-28,1095.88
1945,2016-04-29,1095.94
1946,2016-04-30,1096.1
1947,2016-05-01,1096.28
1948,2016-05-02,1096.54
1949,2016-05-03,1096.89
1950,2016-05-04,1097.34
1951,2016-05-05,1097.46
1952,2016-05-06,1097.41
1953,2016-05-07,1097.37
1954,2016-05-08,1097.44
1955,2016-05-09,1097.39
1956,2016-05-10,1097.26
1957,2016-05-11,1097.09
1958,2016-05-12,1096.93
1959,2016-05-13,1096.79
1960,2016-05-14,1096.76
1961,2016-05-15,1096.74
1962,2016-05-16,1096.77
1963,2016-05-17,1096.85
1964,2016-05-18,1096.95
1965,2016-05-19,1097.09
1966,2016-05-20,1097.21
1967,2016-05-21,1097.34
1968,2016-05-22,1097.49
1969,2016-05-23,1097.59
1970,2016-05-24,1097.67
1971,2016-05-25,1097.76
1972,2016-05-26,1097.88
1973,2016-05-27,1097.99
1974,2016-05-28,1098.05
1975,2016-05-29,1098.12
1976,2016-05-30,1098.16
1977,2016-05-31,1098.19
1978,2016-06-01,1098.27
1979,2016-06-02,1098.39
1980,2016-06-03,1098.49
1981,2016-06-04,1098.54
1982,2016-06-05,1098.7
1983,2016-06-06,1098.93
1984,2016-06-07,1099.0
1985,2016-06-08,1098.99
1986,2016-06-09,1099.02
1987,2016-06-10,1099.1
1988,2016-06-11,1099.19
1989,2016-06-12,1099.23
1990,2016-06-13,1099.27
1991,2016-06-14,1099.3
1992,2016-06-15,1099.31
1993,2016-06-16,1099.35
1994,2016-06-17,1099.36
1995,2016-06-18,1099.41
1996,2016-06-19,1099.49
1997,2016-06-20,1099.59
1998,2016-06-21,1099.62
1999,2016-06-22,1099.61
2000,2016-06-23,1099.63
2001,2016-06-24,1099.69
2002,2016-06-25,1099.64
2003,2016-06-26,1099.57
2004,2016-06-27,1099.55
2005,2016-06-28,1099.6
2006,2016-06-29,1099.71
2007,2016-06-30,1099.82
2008,2016-07-01,1099.76
2009,2016-07-02,1099.69
2010,2016-07-03,1099.73
2011,2016-07-04,1099.67
2012,2016-07-05,1099.59
2013,2016-07-06,1099.52
2014,2016-07-07,1099.48
2015,2016-07-08,1099.46
2016,2016-07-09,1099.49
2017,2016-07-10,1099.59
2018,2016-07-11,1099.67
2019,2016-07-12,1099.67
2020,2016-07-13,1099.62
2021,2016-07-14,1099.6
2022,2016-07-15,1099.63
2023,2016-07-16,1099.58
2024,2016-07-17,1099.61
2025,2016-07-18,1099.65
2026,2016-07-19,1099.64
2027,2016-07-20,1099.62
2028,2016-07-21,1099.61
2029,2016-07-22,1099.64
2030,2016-07-23,1099.62
2031,2016-07-24,1099.65
2032,2016-07-25,1099.71
2033,2016-07-26,1099.73
2034,2016-07-27,1099.71
2035,2016-07-28,1099.7
2036,2016-07-29,1099.71
2037,2016-07-30,1099.73
2038,2016-07-31,1099.7
2039,2016-08-01,1099.59
2040,2016-08-02,1099.56
2041,2016-08-03,1099.52
2042,2016-08-04,1099.44
2043,2016-08-05,1099.42
2044,2016-08-06,1099.43
2045,2016-08-07,1099.41
2046,2016-08-08,1099.43
2047,2016-08-09,1099.4
2048,2016-08-10,1099.37
2049,2016-08-11,1099.35
2050,2016-08-12,1099.31
2051,2016-08-13,1099.29
2052,2016-08-14,1099.33
2053,2016-08-15,1099.37
2054,2016-08-16,1099.36
2055,2016-08-17,1099.37
2056,2016-08-18,1099.34
2057,2016-08-19,1099.33
2058,2016-08-20,1099.35
2059,2016-08-21,1099.38
2060,2016-08-22,1099.41
2061,2016-08-23,1099.34
2062,2016-08-24,1099.27
2063,2016-08-25,1099.21
2064,2016-08-26,1099.16
2065,2016-08-27,1099.14
2066,2016-08-28,1099.14
2067,2016-08-29,1099.11
2068,2016-08-30,1099.08
2069,2016-08-31,1099.05
2070,2016-09-01,1099.02
2071,2016-09-02,1098.98
2072,2016-09-03,1098.93
2073,2016-09-04,1098.92
2074,2016-09-05,1098.94
2075,2016-09-06,1098.92
2076,2016-09-07,1098.86
2077,2016-09-08,1098.84
2078,2016-09-09,1098.77
2079,2016-09-10,1098.7
2080,2016-09-11,1098.7
2081,2016-09-12,1098.64
2082,2016-09-13,1098.55
2083,2016-09-14,1098.48
2084,2016-09-15,1098.4
2085,2016-09-16,1098.31
2086,2016-09-17,1098.28
2087,2016-09-18,1098.3
2088,2016-09-19,1098.3
2089,2016-09-20,1098.27
2090,2016-09-21,1098.25
2091,2016-09-22,1098.23
2092,2016-09-23,1098.18
2093,2016-09-24,1098.12
2094,2016-09-25,1098.09
2095,2016-09-26,1098.04
2096,2016-09-27,1097.92
2097,2016-09-28,1097.8
2098,2016-09-29,1097.68
2099,2016-09-30,1097.56
2100,2016-10-01,1097.44
2101,2016-10-02,1097.31
2102,2016-10-03,1097.17
2103,2016-10-04,1097.03
2104,2016-10-05,1096.92
2105,2016-10-06,1096.79
2106,2016-10-07,1096.69
2107,2016-10-08,1096.62
2108,2016-10-09,1096.67
2109,2016-10-10,1096.62
2110,2016-10-11,1096.54
2111,2016-10-12,1096.45
2112,2016-10-13,1096.36
2113,2016-10-14,1096.34
2114,2016-10-15,1096.32
2115,2016-10-16,1096.33
2116,2016-10-17,1096.32
2117,2016-10-18,1096.28
2118,2016-10-19,1096.2
2119,2016-10-20,1096.26
2120,2016-10-21,1096.34
2121,2016-10-22,1096.33
2122,2016-10-23,1096.29
2123,2016-10-24,1096.27
2124,2016-10-25,1096.24
2125,2016-10-26,1096.23
2126,2016-10-27,1096.29
2127,2016-10-28,1096.3
2128,2016-10-29,1096.31
2129,2016-10-30,1096.31
2130,2016-10-31,1096.29
2131,2016-11-01,1096.26
2132,2016-11-02,1096.23
2133,2016-11-03,1096.2
2134,2016-11-04,1096.15
2135,2016-11-05,1096.1
2136,2016-11-06,1096.08
2137,2016-11-07,1096.04
2138,2016-11-08,1096.0
2139,2016-11-09,1095.96
2140,2016-11-10,1095.92
2141,2016-11-11,1095.89
2142,2016-11-12,1095.88
2143,2016-11-13,1095.91
2144,2016-11-14,1095.96
2145,2016-11-15,1096.03
2146,2016-11-16,1096.07
2147,2016-11-17,1096.03
2148,2016-11-18,1096.0
2149,2016-11-19,1095.98
2150,2016-11-20,1095.96
2151,2016-11-21,1095.93
2152,2016-11-22,1095.86
2153,2016-11-23,1095.83
2154,2016-11-24,1095.76
2155,2016-11-25,1095.74
2156,2016-11-26,1095.68
2157,2016-11-27,1095.65
2158,2016-11-28,1095.6
2159,2016-11-29,1095.51
2160,2016-11-30,1095.42
2161,2016-12-01,1095.36
2162,2016-12-02,1095.29
2163,2016-12-03,1095.21
2164,2016-12-04,1095.18
2165,2016-12-05,1095.07
2166,2016-12-06,1094.97
2167,2016-12-07,1094.86
2168,2016-12-08,1094.75
2169,2016-12-09,1094.67
2170,2016-12-10,1094.6
2171,2016-12-11,1094.51
2172,2016-12-12,1094.41
2173,2016-12-13,1094.31
2174,2016-12-14,1094.2
2175,2016-12-15,1094.1
2176,2016-12-16,1093.99
2177,2016-12-17,1093.87
2178,2016-12-18,1093.76
2179,2016-12-19,1093.66
2180,2016-12-20,1093.61
2181,2016-12-21,1093.5
2182,2016-12-22,1093.38
2183,2016-12-23,1093.27
2184,2016-12-24,1093.18
2185,2016-12-25,1093.06
2186,2016-12-26,1092.94
2187,2016-12-27,1092.86
2188,2016-12-28,1092.78
2189,2016-12-29,1092.66
2190,2016-12-30,1092.56
2191,2016-12-31,1092.44
2192,2017-01-01,1092.32
2193,2017-01-02,1092.19
2194,2017-01-03,1092.08
2195,2017-01-04,1091.95
2196,2017-01-05,1091.8
2197,2017-01-06,1091.67
2198,2017-01-07,1091.56
2199,2017-01-08,1091.45
2200,2017-01-09,1091.36
2201,2017-01-10,1091.25
2202,2017-01-11,1091.14
2203,2017-01-12,1091.01
2204,2017-01-13,1090.87
2205,2017-01-14,1090.76
2206,2017-01-15,1090.64
2207,2017-01-16,1090.52
2208,2017-01-17,1090.4
2209,2017-01-18,1090.34
2210,2017-01-19,1090.24
2211,2017-01-20,1090.14
2212,2017-01-21,1090.04
2213,2017-01-22,1089.94
2214,2017-01-23,1089.86
2215,2017-01-24,1089.73
2216,2017-01-25,1089.61
2217,2017-01-26,1089.49
2218,2017-01-27,1089.37
2219,2017-01-28,1089.25
2220,2017-01-29,1089.14
2221,2017-01-30,1089.01
2222,2017-01-31,1088.9
2223,2017-02-01,1088.79
2224,2017-02-02,1088.65
2225,2017-02-03,1088.53
2226,2017-02-04,1088.43
2227,2017-02-05,1088.32
2228,2017-02-06,1088.24
2229,2017-02-07,1088.13
2230,2017-02-08,1088.01
2231,2017-02-09,1087.94
2232,2017-02-10,1087.86
2233,2017-02-11,1087.77
2234,2017-02-12,1087.65
2235,2017-02-13,1087.54
2236,2017-02-14,1087.44
2237,2017-02-15,1087.32
2238,2017-02-16,1087.24
2239,2017-02-17,1087.14
2240,2017-02-18,1087.04
2241,2017-02-19,1086.93
2242,2017-02-20,1086.82
2243,2017-02-21,1086.72
2244,2017-02-22,1086.62
2245,2017-02-23,1086.52
2246,2017-02-24,1086.4
2247,2017-02-25,1086.28
2248,2017-02-26,1086.15
2249,2017-02-27,1086.03
2250,2017-02-28,1085.91
2251,2017-03-01,1085.8
2252,2017-03-02,1085.73
2253,2017-03-03,1085.69
2254,2017-03-04,1085.66
2255,2017-03-05,1085.64
2256,2017-03-06,1085.63
2257,2017-03-07,1085.61
2258,2017-03-08,1085.6
2259,2017-03-09,1085.58
2260,2017-03-10,1085.59
2261,2017-03-11,1085.59
2262,2017-03-12,1085.58
2263,2017-03-13,1085.57
2264,2017-03-14,1085.58
2265,2017-03-15,1085.62
2266,2017-03-16,1085.69
2267,2017-03-17,1085.75
2268,2017-03-18,1085.81
2269,2017-03-19,1085.88
2270,2017-03-20,1085.92
2271,2017-03-21,1085.95
2272,2017-03-22,1086.0
2273,2017-03-23,1086.04
2274,2017-03-24,1086.06
2275,2017-03-25,1086.07
2276,2017-03-26,1086.05
2277,2017-03-27,1086.03
2278,2017-03-28,1086.0
2279,2017-03-29,1085.98
2280,2017-03-30,1085.98
2281,2017-03-31,1085.97
2282,2017-04-01,1085.96
2283,2017-04-02,1085.99
2284,2017-04-03,1086.06
2285,2017-04-04,1086.09
2286,2017-04-05,1086.12
2287,2017-04-06,1086.14
2288,2017-04-07,1086.2
2289,2017-04-08,1086.31
2290,2017-04-09,1086.41
2291,2017-04-10,1086.53
2292,2017-04-11,1086.61
2293,2017-04-12,1086.68
2294,2017-04-13,1086.76
2295,2017-04-14,1086.85
2296,2017-04-15,1086.92
2297,2017-04-16,1086.98
2298,2017-04-17,1087.09
2299,2017-04-18,1087.15
2300,2017-04-19,1087.21
2301,2017-04-20,1087.27
2302,2017-04-21,1087.32
2303,2017-04-22,1087.34
2304,2017-04-23,1087.39
2305,2017-04-24,1087.42
2306,2017-04-25,1087.47
2307,2017-04-26,1087.52
2308,2017-04-27,1087.6
2309,2017-04-28,1087.66
2310,2017-04-29,1087.68
2311,2017-04-30,1087.74
2312,2017-05-01,1087.85
2313,2017-05-02,1087.96
2314,2017-05-03,1088.12
2315,2017-05-04,1088.3
2316,2017-05-05,1088.65
2317,2017-05-06,1089.36
2318,2017-05-07,1089.94
2319,2017-05-08,1090.26
2320,2017-05-09,1090.5
2321,2017-05-10,1090.72
2322,2017-05-11,1091.14
2323,2017-05-12,1091.64
2324,2017-05-13,1092.02
2325,2017-05-14,1092.3
2326,2017-05-15,1092.5
2327,2017-05-16,1092.68
2328,2017-05-17,1092.84
2329,2017-05-18,1092.93
2330,2017-05-19,1093.05
2331,2017-05-20,1093.22
2332,2017-05-21,1093.55
2333,2017-05-22,1094.03
2334,2017-05-23,1094.47
2335,2017-05-24,1094.92
2336,2017-05-25,1095.1
2337,2017-05-26,1095.14
2338,2017-05-27,1095.17
2339,2017-05-28,1095.31
2340,2017-05-29,1095.59
2341,2017-05-30,1095.97
2342,2017-05-31,1096.4
2343,2017-06-01,1096.73
2344,2017-06-02,1096.93
2345,2017-06-03,1097.05
2346,2017-06-04,1097.15
2347,2017-06-05,1097.12
2348,2017-06-06,1097.04
2349,2017-06-07,1097.01
2350,2017-06-08,1097.15
2351,2017-06-09,1097.44
2352,2017-06-10,1097.62
2353,2017-06-11,1097.73
2354,2017-06-12,1097.85
2355,2017-06-13,1097.93
2356,2017-06-14,1097.88
2357,2017-06-15,1097.85
2358,2017-06-16,1097.96
2359,2017-06-17,1098.09
2360,2017-06-18,1098.24
2361,2017-06-19,1098.37
2362,2017-06-20,1098.53
2363,2017-06-21,1098.74
2364,2017-06-22,1098.76
2365,2017-06-23,1098.7
2366,2017-06-24,1098.65
2367,2017-06-25,1098.66
2368,2017-06-26,1098.74
2369,2017-06-27,1098.88
2370,2017-06-28,1098.91
2371,2017-06-29,1098.92
2372,2017-06-30,1099.05
2373,2017-07-01,1099.25
2374,2017-07-02,1099.4
2375,2017-07-03,1099.43
2376,2017-07-04,1099.37
2377,2017-07-05,1099.28
2378,2017-07-06,1099.28
2379,2017-07-07,1099.35
2380,2017-07-08,1099.35
2381,2017-07-09,1099.39
2382,2017-07-10,1099.49
2383,2017-07-11,1099.49
2384,2017-07-12,1099.46
2385,2017-07-13,1099.48
2386,2017-07-14,1099.49
2387,2017-07-15,1099.51
2388,2017-07-16,1099.59
2389,2017-07-17,1099.6
2390,2017-07-18,1099.55
2391,2017-07-19,1099.55
2392,2017-07-20,1099.61
2393,2017-07-21,1099.57
2394,2017-07-22,1099.55
2395,2017-07-23,1099.61
2396,2017-07-24,1099.65
2397,2017-07-25,1099.64
2398,2017-07-26,1099.62
2399,2017-07-27,1099.65
2400,2017-07-28,1099.65
2401,2017-07-29,1099.65
2402,2017-07-30,1099.66
2403,2017-07-31,1099.63
2404,2017-08-01,1099.57
2405,2017-08-02,1099.55
2406,2017-08-03,1099.54
2407,2017-08-04,1099.52
2408,2017-08-05,1099.5
2409,2017-08-06,1099.51
2410,2017-08-07,1099.53
2411,2017-08-08,1099.52
2412,2017-08-09,1099.54
2413,2017-08-10,1099.58
2414,2017-08-11,1099.6
2415,2017-08-12,1099.59
2416,2017-08-13,1099.65
2417,2017-08-14,1099.65
2418,2017-08-15,1099.55
2419,2017-08-16,1099.49
2420,2017-08-17,1099.44
2421,2017-08-18,1099.39
2422,2017-08-19,1099.33
2423,2017-08-20,1099.3
2424,2017-08-21,1099.29
2425,2017-08-22,1099.26
2426,2017-08-23,1099.25
2427,2017-08-24,1099.27
2428,2017-08-25,1099.24
2429,2017-08-26,1099.24
2430,2017-08-27,1099.28
2431,2017-08-28,1099.28
2432,2017-08-29,1099.22
2433,2017-08-30,1099.17
2434,2017-08-31,1099.16
2435,2017-09-01,1099.1
2436,2017-09-02,1099.07
2437,2017-09-03,1099.09
2438,2017-09-04,1099.12
2439,2017-09-05,1099.13
2440,2017-09-06,1099.09
2441,2017-09-07,1099.03
2442,2017-09-08,1098.99
2443,2017-09-09,1098.95
2444,2017-09-10,1098.94
2445,2017-09-11,1098.9
2446,2017-09-12,1098.81
2447,2017-09-13,1098.71
2448,2017-09-14,1098.57
2449,2017-09-15,1098.46
2450,2017-09-16,1098.37
2451,2017-09-17,1098.33
2452,2017-09-18,1098.33
2453,2017-09-19,1098.24
2454,2017-09-20,1098.13
2455,2017-09-21,1098.04
2456,2017-09-22,1097.96
2457,2017-09-23,1097.9
2458,2017-09-24,1097.88
2459,2017-09-25,1097.86
2460,2017-09-26,1097.78
2461,2017-09-27,1097.7
2462,2017-09-28,1097.63
2463,2017-09-29,1097.58
2464,2017-09-30,1097.55
2465,2017-10-01,1097.43
2466,2017-10-02,1097.24
2467,2017-10-03,1097.1
2468,2017-10-04,1096.96
2469,2017-10-05,1096.81
2470,2017-10-06,1096.67
2471,2017-10-07,1096.6
2472,2017-10-08,1096.51
2473,2017-10-09,1096.39
2474,2017-10-10,1096.26
2475,2017-10-11,1096.13
2476,2017-10-12,1095.95
2477,2017-10-13,1095.8
2478,2017-10-14,1095.67
2479,2017-10-15,1095.52
2480,2017-10-16,1095.38
2481,2017-10-17,1095.28
2482,2017-10-18,1095.16
2483,2017-10-19,1095.15
2484,2017-10-20,1095.12
2485,2017-10-21,1095.04
2486,2017-10-22,1095.11
2487,2017-10-23,1095.02
2488,2017-10-24,1094.93
2489,2017-10-25,1094.88
2490,2017-10-26,1094.89
2491,2017-10-27,1094.87
2492,2017-10-28,1094.78
2493,2017-10-29,1094.7
2494,2017-10-30,1094.62
2495,2017-10-31,1094.52
2496,2017-11-01,1094.44
2497,2017-11-02,1094.32
2498,2017-11-03,1094.18
2499,2017-11-04,1094.07
2500,2017-11-05,1093.97
2501,2017-11-06,1093.85
2502,2017-11-07,1093.72
2503,2017-11-08,1093.61
2504,2017-11-09,1093.52
2505,2017-11-10,1093.41
2506,2017-11-11,1093.28
2507,2017-11-12,1093.17
2508,2017-11-13,1093.06
2509,2017-11-14,1092.97
2510,2017-11-15,1092.85
2511,2017-11-16,1092.76
2512,2017-11-17,1092.65
2513,2017-11-18,1092.51
2514,2017-11-19,1092.38
2515,2017-11-20,1092.3
2516,2017-11-21,1092.22
2517,2017-11-22,1092.24
2518,2017-11-23,1092.72
2519,2017-11-24,1093.22
2520,2017-11-25,1093.37
2521,2017-11-26,1093.49
2522,2017-11-27,1093.57
2523,2017-11-28,1093.59
2524,2017-11-29,1093.59
2525,2017-11-30,1093.57
2526,2017-12-01,1093.53
2527,2017-12-02,1093.51
2528,2017-12-03,1093.48
2529,2017-12-04,1093.41
2530,2017-12-05,1093.35
2531,2017-12-06,1093.27
2532,2017-12-07,1093.2
2533,2017-12-08,1093.13
2534,2017-12-09,1093.04
2535,2017-12-10,1092.95
2536,2017-12-11,1092.87
2537,2017-12-12,1092.77
2538,2017-12-13,1092.68
2539,2017-12-14,1092.6
2540,2017-12-15,1092.51
2541,2017-12-16,1092.41
2542,2017-12-17,1092.32
2543,2017-12-18,1092.25
2544,2017-12-19,1092.21
2545,2017-12-20,1092.14
2546,2017-12-21,1092.03
2547,2017-12-22,1091.93
2548,2017-12-23,1091.83
2549,2017-12-24,1091.71
2550,2017-12-25,1091.61
2551,2017-12-26,1091.49
2552,2017-12-27,1091.38
2553,2017-12-28,1091.28
2554,2017-12-29,1091.2
2555,2017-12-30,1091.15
2556,2017-12-31,1091.04
2557,2018-01-01,1090.92
