,datetime,LAKE_CHELAN_AT_CHELAN__WA.
0,2011-01-01,1089.11
1,2011-01-02,1088.99
2,2011-01-03,1088.88
3,2011-01-04,1088.76
4,2011-01-05,1088.64
5,2011-01-06,1088.53
6,2011-01-07,1088.43
7,2011-01-08,1088.33
8,2011-01-09,1088.21
9,2011-01-10,1088.08
10,2011-01-11,1087.95
11,2011-01-12,1087.86
12,2011-01-13,1087.78
13,2011-01-14,1087.7
14,2011-01-15,1087.65
15,2011-01-16,1087.61
16,2011-01-17,1087.83
17,2011-01-18,1088.03
18,2011-01-19,1088.08
19,2011-01-20,1088.11
20,2011-01-21,1088.12
21,2011-01-22,1088.15
22,2011-01-23,1088.14
23,2011-01-24,1088.13
24,2011-01-25,1088.15
25,2011-01-26,1088.18
26,2011-01-27,1088.2
27,2011-01-28,1088.2
28,2011-01-29,1088.22
29,2011-01-30,1088.19
30,2011-01-31,1088.13
31,2011-02-01,1088.08
32,2011-02-02,1088.01
33,2011-02-03,1087.94
34,2011-02-04,1087.89
35,2011-02-05,1087.86
36,2011-02-06,1087.81
37,2011-02-07,1087.79
38,2011-02-08,1087.73
39,2011-02-09,1087.68
40,2011-02-10,1087.61
41,2011-02-11,1087.55
42,2011-02-12,1087.5
43,2011-02-13,1087.5
44,2011-02-14,1087.47
45,2011-02-15,1087.45
46,2011-02-16,1087.42
47,2011-02-17,1087.36
48,2011-02-18,1087.29
49,2011-02-19,1087.21
50,2011-02-20,1087.14
51,2011-02-21,1087.06
52,2011-02-22,1087.0
53,2011-02-23,1086.92
54,2011-02-24,1086.82
55,2011-02-25,1086.73
56,2011-02-26,1086.63
57,2011-02-27,1086.54
58,2011-02-28,1086.5
59,2011-03-01,1086.42
60,2011-03-02,1086.34
61,2011-03-03,1086.27
62,2011-03-04,1086.18
63,2011-03-05,1086.08
64,2011-03-06,1085.99
65,2011-03-07,1085.89
66,2011-03-08,1085.79
67,2011-03-09,1085.7
68,2011-03-10,1085.64
69,2011-03-11,1085.58
70,2011-03-12,1085.48
71,2011-03-13,1085.38
72,2011-03-14,1085.33
73,2011-03-15,1085.25
74,2011-03-16,1085.19
75,2011-03-17,1085.1
76,2011-03-18,1085.01
77,2011-03-19,1084.98
78,2011-03-20,1084.92
79,2011-03-21,1084.86
80,2011-03-22,1084.8
81,2011-03-23,1084.71
82,2011-03-24,1084.63
83,2011-03-25,1084.56
84,2011-03-26,1084.5
85,2011-03-27,1084.44
86,2011-03-28,1084.38
87,2011-03-29,1084.34
88,2011-03-30,1084.33
89,2011-03-31,1084.39
90,2011-04-01,1084.48
91,2011-04-02,1084.59
92,2011-04-03,1084.66
93,2011-04-04,1084.67
94,2011-04-05,1084.69
95,2011-04-06,1084.68
96,2011-04-07,1084.66
97,2011-04-08,1084.6
98,2011-04-09,1084.57
99,2011-04-10,1084.54
100,2011-04-11,1084.56
101,2011-04-12,1084.54
102,2011-04-13,1084.48
103,2011-04-14,1084.42
104,2011-04-15,1084.38
105,2011-04-16,1084.33
106,2011-04-17,1084.29
107,2011-04-18,1084.23
108,2011-04-19,1084.15
109,2011-04-20,1084.06
110,2011-04-21,1084.0
111,2011-04-22,1083.91
112,2011-04-23,1083.79
113,2011-04-24,1083.71
114,2011-04-25,1083.63
115,2011-04-26,1083.57
116,2011-04-27,1083.5
117,2011-04-28,1083.44
118,2011-04-29,1083.39
119,2011-04-30,1083.32
120,2011-05-01,1083.23
121,2011-05-02,1083.15
122,2011-05-03,1083.12
123,2011-05-04,1083.06
124,2011-05-05,1083.02
125,2011-05-06,1083.02
126,2011-05-07,1083.0
127,2011-05-08,1083.0
128,2011-05-09,1083.0
129,2011-05-10,1083.05
130,2011-05-11,1083.09
131,2011-05-12,1083.22
132,2011-05-13,1083.35
133,2011-05-14,1083.54
134,2011-05-15,1083.9
135,2011-05-16,1084.41
136,2011-05-17,1084.81
137,2011-05-18,1085.09
138,2011-05-19,1085.35
139,2011-05-20,1085.61
140,2011-05-21,1085.92
141,2011-05-22,1086.3
142,2011-05-23,1086.7
143,2011-05-24,1087.05
144,2011-05-25,1087.33
145,2011-05-26,1087.68
146,2011-05-27,1087.98
147,2011-05-28,1088.22
148,2011-05-29,1088.48
149,2011-05-30,1088.75
150,2011-05-31,1089.05
151,2011-06-01,1089.34
152,2011-06-02,1089.62
153,2011-06-03,1089.81
154,2011-06-04,1090.0
155,2011-06-05,1090.22
156,2011-06-06,1090.51
157,2011-06-07,1090.96
158,2011-06-08,1091.39
159,2011-06-09,1091.66
160,2011-06-10,1091.98
161,2011-06-11,1092.37
162,2011-06-12,1092.72
163,2011-06-13,1093.02
164,2011-06-14,1093.36
165,2011-06-15,1093.67
166,2011-06-16,1093.87
167,2011-06-17,1093.98
168,2011-06-18,1094.15
169,2011-06-19,1094.38
170,2011-06-20,1094.59
171,2011-06-21,1094.86
172,2011-06-22,1095.17
173,2011-06-23,1095.65
174,2011-06-24,1096.04
175,2011-06-25,1096.35
176,2011-06-26,1096.6
177,2011-06-27,1096.85
178,2011-06-28,1097.15
179,2011-06-29,1097.55
180,2011-06-30,1098.0
181,2011-07-01,1098.16
182,2011-07-02,1098.12
183,2011-07-03,1098.14
184,2011-07-04,1098.15
185,2011-07-05,1098.26
186,2011-07-06,1098.39
187,2011-07-07,1098.62
188,2011-07-08,1098.87
189,2011-07-09,1098.94
190,2011-07-10,1098.93
191,2011-07-11,1098.89
192,2011-07-12,1099.0
193,2011-07-13,1099.04
194,2011-07-14,1099.05
195,2011-07-15,1099.02
196,2011-07-16,1098.96
197,2011-07-17,1098.9
198,2011-07-18,1098.83
199,2011-07-19,1098.81
200,2011-07-20,1098.74
201,2011-07-21,1098.8
202,2011-07-22,1098.95
203,2011-07-23,1099.06
204,2011-07-24,1099.14
205,2011-07-25,1099.26
206,2011-07-26,1099.44
207,2011-07-27,1099.6
208,2011-07-28,1099.7
209,2011-07-29,1099.79
210,2011-07-30,1099.87
211,2011-07-31,1099.92
212,2011-08-01,1099.92
213,2011-08-02,1099.9
214,2011-08-03,1099.93
215,2011-08-04,1099.96
216,2011-08-05,1099.98
217,2011-08-06,1099.95
218,2011-08-07,1099.88
219,2011-08-08,1099.82
220,2011-08-09,1099.83
221,2011-08-10,1099.85
222,2011-08-11,1099.81
223,2011-08-12,1099.76
224,2011-08-13,1099.76
225,2011-08-14,1099.77
226,2011-08-15,1099.77
227,2011-08-16,1099.77
228,2011-08-17,1099.79
229,2011-08-18,1099.81
230,2011-08-19,1099.75
231,2011-08-20,1099.68
232,2011-08-21,1099.66
233,2011-08-22,1099.63
234,2011-08-23,1099.62
235,2011-08-24,1099.61
236,2011-08-25,1099.59
237,2011-08-26,1099.57
238,2011-08-27,1099.53
239,2011-08-28,1099.48
240,2011-08-29,1099.44
241,2011-08-30,1099.42
242,2011-08-31,1099.33
243,2011-09-01,1099.23
244,2011-09-02,1099.13
245,2011-09-03,1099.03
246,2011-09-04,1098.97
247,2011-09-05,1099.02
248,2011-09-06,1099.03
249,2011-09-07,1098.94
250,2011-09-08,1098.86
251,2011-09-09,1098.77
252,2011-09-10,1098.69
253,2011-09-11,1098.62
254,2011-09-12,1098.54
255,2011-09-13,1098.46
256,2011-09-14,1098.37
257,2011-09-15,1098.37
258,2011-09-16,1098.3
259,2011-09-17,1098.22
260,2011-09-18,1098.18
261,2011-09-19,1098.18
262,2011-09-20,1098.12
263,2011-09-21,1098.06
264,2011-09-22,1098.0
265,2011-09-23,1097.95
266,2011-09-24,1097.94
267,2011-09-25,1097.91
268,2011-09-26,1097.87
269,2011-09-27,1097.85
270,2011-09-28,1097.77
271,2011-09-29,1097.66
272,2011-09-30,1097.57
273,2011-10-01,1097.49
274,2011-10-02,1097.38
275,2011-10-03,1097.29
276,2011-10-04,1097.21
277,2011-10-05,1097.16
278,2011-10-06,1097.11
279,2011-10-07,1097.0
280,2011-10-08,1096.84
281,2011-10-09,1096.72
282,2011-10-10,1096.63
283,2011-10-11,1096.54
284,2011-10-12,1096.45
285,2011-10-13,1096.34
286,2011-10-14,1096.22
287,2011-10-15,1096.12
288,2011-10-16,1096.0
289,2011-10-17,1095.87
290,2011-10-18,1095.75
291,2011-10-19,1095.64
292,2011-10-20,1095.53
293,2011-10-21,1095.41
294,2011-10-22,1095.31
295,2011-10-23,1095.24
296,2011-10-24,1095.16
297,2011-10-25,1095.04
298,2011-10-26,1094.93
299,2011-10-27,1094.82
300,2011-10-28,1094.72
301,2011-10-29,1094.61
302,2011-10-30,1094.51
303,2011-10-31,1094.42
304,2011-11-01,1094.31
305,2011-11-02,1094.16
306,2011-11-03,1094.06
307,2011-11-04,1093.96
308,2011-11-05,1093.82
309,2011-11-06,1093.68
310,2011-11-07,1093.54
311,2011-11-08,1093.43
312,2011-11-09,1093.31
313,2011-11-10,1093.19
314,2011-11-11,1093.07
315,2011-11-12,1092.97
316,2011-11-13,1092.85
317,2011-11-14,1092.71
318,2011-11-15,1092.55
319,2011-11-16,1092.41
320,2011-11-17,1092.36
321,2011-11-18,1092.24
322,2011-11-19,1092.11
323,2011-11-20,1091.96
324,2011-11-21,1091.83
325,2011-11-22,1091.76
326,2011-11-23,1091.72
327,2011-11-24,1091.59
328,2011-11-25,1091.51
329,2011-11-26,1091.36
330,2011-11-27,1091.26
331,2011-11-28,1091.14
332,2011-11-29,1091.02
333,2011-11-30,1090.89
334,2011-12-01,1090.76
335,2011-12-02,1090.63
336,2011-12-03,1090.51
337,2011-12-04,1090.44
338,2011-12-05,1090.37
339,2011-12-06,1090.27
340,2011-12-07,1090.14
341,2011-12-08,1090.02
342,2011-12-09,1089.89
343,2011-12-10,1089.77
344,2011-12-11,1089.68
345,2011-12-12,1089.61
346,2011-12-13,1089.5
347,2011-12-14,1089.38
348,2011-12-15,1089.26
349,2011-12-16,1089.13
350,2011-12-17,1089.01
351,2011-12-18,1088.88
352,2011-12-19,1088.75
353,2011-12-20,1088.62
354,2011-12-21,1088.57
355,2011-12-22,1088.55
356,2011-12-23,1088.52
357,2011-12-24,1088.5
358,2011-12-25,1088.51
359,2011-12-26,1088.52
360,2011-12-27,1088.52
361,2011-12-28,1088.58
362,2011-12-29,1088.66
363,2011-12-30,1088.76
364,2011-12-31,1088.78
365,2012-01-01,1088.78
366,2012-01-02,1088.8
367,2012-01-03,1088.83
368,2012-01-04,1088.85
369,2012-01-05,1088.87
370,2012-01-06,1088.81
371,2012-01-07,1088.74
372,2012-01-08,1088.69
373,2012-01-09,1088.69
374,2012-01-10,1088.63
375,2012-01-11,1088.57
376,2012-01-12,1088.49
377,2012-01-13,1088.43
378,2012-01-14,1088.36
379,2012-01-15,1088.31
380,2012-01-16,1088.3
381,2012-01-17,1088.28
382,2012-01-18,1088.25
383,2012-01-19,1088.22
384,2012-01-20,1088.14
385,2012-01-21,1088.1
386,2012-01-22,1088.05
387,2012-01-23,1088.05
388,2012-01-24,1087.97
389,2012-01-25,1087.96
390,2012-01-26,1087.92
391,2012-01-27,1087.81
392,2012-01-28,1087.7
393,2012-01-29,1087.64
394,2012-01-30,1087.65
395,2012-01-31,1087.6
396,2012-02-01,1087.55
397,2012-02-02,1087.46
398,2012-02-03,1087.34
399,2012-02-04,1087.22
400,2012-02-05,1087.11
401,2012-02-06,1086.99
402,2012-02-07,1086.88
403,2012-02-08,1086.76
404,2012-02-09,1086.64
405,2012-02-10,1086.53
406,2012-02-11,1086.42
407,2012-02-12,1086.31
408,2012-02-13,1086.19
409,2012-02-14,1086.08
410,2012-02-15,1085.95
411,2012-02-16,1085.84
412,2012-02-17,1085.71
413,2012-02-18,1085.6
414,2012-02-19,1085.5
415,2012-02-20,1085.38
416,2012-02-21,1085.27
417,2012-02-22,1085.23
418,2012-02-23,1085.15
419,2012-02-24,1085.06
420,2012-02-25,1085.01
421,2012-02-26,1084.9
422,2012-02-27,1084.8
423,2012-02-28,1084.78
424,2012-02-29,1084.81
425,2012-03-01,1084.84
426,2012-03-02,1084.86
427,2012-03-03,1084.87
428,2012-03-04,1084.87
429,2012-03-05,1084.86
430,2012-03-06,1084.88
431,2012-03-07,1084.88
432,2012-03-08,1084.88
433,2012-03-09,1084.89
434,2012-03-10,1084.86
435,2012-03-11,1084.78
436,2012-03-12,1084.68
437,2012-03-13,1084.63
438,2012-03-14,1084.54
439,2012-03-15,1084.46
440,2012-03-16,1084.39
441,2012-03-17,1084.3
442,2012-03-18,1084.21
443,2012-03-19,1084.1
444,2012-03-20,1083.99
445,2012-03-21,1083.9
446,2012-03-22,1083.78
447,2012-03-23,1083.67
448,2012-03-24,1083.56
449,2012-03-25,1083.46
450,2012-03-26,1083.36
451,2012-03-27,1083.31
452,2012-03-28,1083.34
453,2012-03-29,1083.38
454,2012-03-30,1083.44
455,2012-03-31,1083.49
456,2012-04-01,1083.54
457,2012-04-02,1083.56
458,2012-04-03,1083.55
459,2012-04-04,1083.58
460,2012-04-05,1083.57
461,2012-04-06,1083.55
462,2012-04-07,1083.54
463,2012-04-08,1083.53
464,2012-04-09,1083.53
465,2012-04-10,1083.53
466,2012-04-11,1083.56
467,2012-04-12,1083.6
468,2012-04-13,1083.64
469,2012-04-14,1083.72
470,2012-04-15,1083.77
471,2012-04-16,1083.83
472,2012-04-17,1083.9
473,2012-04-18,1083.96
474,2012-04-19,1084.02
475,2012-04-20,1084.12
476,2012-04-21,1084.23
477,2012-04-22,1084.34
478,2012-04-23,1084.51
479,2012-04-24,1084.83
480,2012-04-25,1085.27
481,2012-04-26,1085.78
482,2012-04-27,1086.3
483,2012-04-28,1086.73
484,2012-04-29,1087.08
485,2012-04-30,1087.41
486,2012-05-01,1087.74
487,2012-05-02,1087.96
488,2012-05-03,1088.07
489,2012-05-04,1088.21
490,2012-05-05,1088.38
491,2012-05-06,1088.52
492,2012-05-07,1088.57
493,2012-05-08,1088.62
494,2012-05-09,1088.82
495,2012-05-10,1089.02
496,2012-05-11,1089.11
497,2012-05-12,1089.17
498,2012-05-13,1089.27
499,2012-05-14,1089.43
500,2012-05-15,1089.73
501,2012-05-16,1090.22
502,2012-05-17,1090.79
503,2012-05-18,1091.17
504,2012-05-19,1091.42
505,2012-05-20,1091.66
506,2012-05-21,1091.91
507,2012-05-22,1092.22
508,2012-05-23,1092.54
509,2012-05-24,1092.75
510,2012-05-25,1092.9
511,2012-05-26,1093.04
512,2012-05-27,1093.24
513,2012-05-28,1093.42
514,2012-05-29,1093.64
515,2012-05-30,1093.83
516,2012-05-31,1094.01
517,2012-06-01,1094.25
518,2012-06-02,1094.5
519,2012-06-03,1094.7
520,2012-06-04,1094.77
521,2012-06-05,1094.88
522,2012-06-06,1094.94
523,2012-06-07,1094.9
524,2012-06-08,1094.91
525,2012-06-09,1095.03
526,2012-06-10,1095.11
527,2012-06-11,1095.1
528,2012-06-12,1095.12
529,2012-06-13,1095.32
530,2012-06-14,1095.55
531,2012-06-15,1095.66
532,2012-06-16,1095.75
533,2012-06-17,1096.05
534,2012-06-18,1096.45
535,2012-06-19,1096.66
536,2012-06-20,1096.71
537,2012-06-21,1096.78
538,2012-06-22,1096.95
539,2012-06-23,1097.16
540,2012-06-24,1097.44
541,2012-06-25,1097.67
542,2012-06-26,1097.79
543,2012-06-27,1097.84
544,2012-06-28,1097.88
545,2012-06-29,1097.96
546,2012-06-30,1098.07
547,2012-07-01,1098.24
548,2012-07-02,1098.38
549,2012-07-03,1098.47
550,2012-07-04,1098.41
551,2012-07-05,1098.29
552,2012-07-06,1098.13
553,2012-07-07,1098.08
554,2012-07-08,1098.21
555,2012-07-09,1098.53
556,2012-07-10,1098.93
557,2012-07-11,1099.24
558,2012-07-12,1099.46
559,2012-07-13,1099.72
560,2012-07-14,1099.86
561,2012-07-15,1099.92
562,2012-07-16,1099.84
563,2012-07-17,1099.84
564,2012-07-18,1099.87
565,2012-07-19,1099.91
566,2012-07-20,1099.91
567,2012-07-21,1099.85
568,2012-07-22,1099.87
569,2012-07-23,1099.94
570,2012-07-24,1099.88
571,2012-07-25,1099.84
572,2012-07-26,1099.9
573,2012-07-27,1099.98
574,2012-07-28,1099.95
575,2012-07-29,1099.92
576,2012-07-30,1099.95
577,2012-07-31,1099.97
578,2012-08-01,1099.92
579,2012-08-02,1099.9
580,2012-08-03,1099.85
581,2012-08-04,1099.81
582,2012-08-05,1099.8
583,2012-08-06,1099.85
584,2012-08-07,1099.85
585,2012-08-08,1099.87
586,2012-08-09,1099.87
587,2012-08-10,1099.82
588,2012-08-11,1099.77
589,2012-08-12,1099.71
590,2012-08-13,1099.68
591,2012-08-14,1099.66
592,2012-08-15,1099.57
593,2012-08-16,1099.56
594,2012-08-17,1099.57
595,2012-08-18,1099.57
596,2012-08-19,1099.54
597,2012-08-20,1099.53
598,2012-08-21,1099.52
599,2012-08-22,1099.53
600,2012-08-23,1099.5
601,2012-08-24,1099.4
602,2012-08-25,1099.3
603,2012-08-26,1099.21
604,2012-08-27,1099.18
605,2012-08-28,1099.1
606,2012-08-29,1099.12
607,2012-08-30,1099.12
608,2012-08-31,1099.14
609,2012-09-01,1099.18
610,2012-09-02,1099.17
611,2012-09-03,1099.16
612,2012-09-04,1099.13
613,2012-09-05,1099.06
614,2012-09-06,1098.98
615,2012-09-07,1098.92
616,2012-09-08,1098.85
617,2012-09-09,1098.85
618,2012-09-10,1098.84
619,2012-09-11,1098.72
620,2012-09-12,1098.63
621,2012-09-13,1098.56
622,2012-09-14,1098.49
623,2012-09-15,1098.42
624,2012-09-16,1098.35
625,2012-09-17,1098.3
626,2012-09-18,1098.23
627,2012-09-19,1098.16
628,2012-09-20,1098.09
629,2012-09-21,1098.03
630,2012-09-22,1097.97
631,2012-09-23,1097.94
632,2012-09-24,1097.94
633,2012-09-25,1097.91
634,2012-09-26,1097.81
635,2012-09-27,1097.73
636,2012-09-28,1097.68
637,2012-09-29,1097.62
638,2012-09-30,1097.55
639,2012-10-01,1097.42
640,2012-10-02,1097.32
641,2012-10-03,1097.16
642,2012-10-04,1097.01
643,2012-10-05,1096.89
644,2012-10-06,1096.76
645,2012-10-07,1096.63
646,2012-10-08,1096.5
647,2012-10-09,1096.38
648,2012-10-10,1096.25
649,2012-10-11,1096.12
650,2012-10-12,1096.0
651,2012-10-13,1095.88
652,2012-10-14,1095.78
653,2012-10-15,1095.75
654,2012-10-16,1095.79
655,2012-10-17,1095.68
656,2012-10-18,1095.56
657,2012-10-19,1095.54
658,2012-10-20,1095.56
659,2012-10-21,1095.43
660,2012-10-22,1095.34
661,2012-10-23,1095.24
662,2012-10-24,1095.15
663,2012-10-25,1095.07
664,2012-10-26,1094.96
665,2012-10-27,1094.85
666,2012-10-28,1094.77
667,2012-10-29,1094.79
668,2012-10-30,1094.84
669,2012-10-31,1094.93
670,2012-11-01,1095.04
671,2012-11-02,1095.06
672,2012-11-03,1095.06
673,2012-11-04,1095.08
674,2012-11-05,1095.19
675,2012-11-06,1095.26
676,2012-11-07,1095.3
677,2012-11-08,1095.3
678,2012-11-09,1095.25
679,2012-11-10,1095.18
680,2012-11-11,1095.12
681,2012-11-12,1095.09
