,datetime,LAKE_BRYAN_FOREBAY_AT_LITTLE_GOOSE_DAM__WA.tsv
939,2015-10-14,338.2983050847457
940,2015-10-15,338.1774011299435
941,2015-10-16,338.0564971751412
942,2015-10-17,337.935593220339
943,2015-10-18,337.8146892655367
944,2015-10-19,337.6937853107345
945,2015-10-20,337.57288135593217
946,2015-10-21,337.45197740112997
947,2015-10-22,337.33107344632765
948,2015-10-23,337.21016949152545
949,2015-10-24,337.08926553672313
950,2015-10-25,336.9683615819209
951,2015-10-26,336.8474576271186
952,2015-10-27,336.72655367231636
953,2015-10-28,336.6056497175141
954,2015-10-29,336.4847457627119
955,2015-10-30,336.36384180790964
956,2015-10-31,336.2429378531074
957,2015-11-01,336.12203389830506
958,2015-11-02,336.00112994350286
959,2015-11-03,335.88022598870054
960,2015-11-04,335.7593220338983
961,2015-11-05,335.638418079096
962,2015-11-06,335.5175141242938
963,2015-11-07,335.3966101694915
964,2015-11-08,335.2757062146893
965,2015-11-09,335.154802259887
966,2015-11-10,335.03389830508473
967,2015-11-11,334.9129943502825
968,2015-11-12,334.7920903954803
969,2015-11-13,334.67118644067796
970,2015-11-14,334.5502824858757
971,2015-11-15,334.42937853107344
972,2015-11-16,334.3084745762712
973,2015-11-17,334.1875706214689
974,2015-11-18,334.06666666666666
975,2015-11-19,333.9457627118644
976,2015-11-20,333.82485875706215
977,2015-11-21,333.7039548022599
978,2015-11-22,333.5830508474576
979,2015-11-23,333.46214689265537
980,2015-11-24,333.3412429378531
981,2015-11-25,333.22033898305085
982,2015-11-26,333.0994350282486
983,2015-11-27,332.97853107344633
984,2015-11-28,332.8576271186441
985,2015-11-29,332.7367231638418
986,2015-11-30,332.6158192090395
987,2015-12-01,332.4949152542373
988,2015-12-02,332.374011299435
989,2015-12-03,332.2531073446328
990,2015-12-04,332.1322033898305
991,2015-12-05,332.01129943502826
992,2015-12-06,331.890395480226
993,2015-12-07,331.76949152542375
994,2015-12-08,331.6485875706215
995,2015-12-09,331.5276836158192
996,2015-12-10,331.40677966101697
997,2015-12-11,331.2858757062147
998,2015-12-12,331.16497175141245
999,2015-12-13,331.04406779661014
1000,2015-12-14,330.92316384180793
1001,2015-12-15,330.8022598870057
1002,2015-12-16,330.68135593220336
1003,2015-12-17,330.5604519774011
1004,2015-12-18,330.4395480225989
1005,2015-12-19,330.31864406779664
1006,2015-12-20,330.1977401129943
1007,2015-12-21,330.07683615819207
1008,2015-12-22,329.95593220338986
1009,2015-12-23,329.83502824858755
1010,2015-12-24,329.7141242937853
1011,2015-12-25,329.59322033898303
1012,2015-12-26,329.4723163841808
1013,2015-12-27,329.3514124293785
1014,2015-12-28,329.23050847457625
1015,2015-12-29,329.109604519774
1016,2015-12-30,328.98870056497174
1017,2015-12-31,328.8677966101695
1018,2016-01-01,328.7468926553672
1019,2016-01-02,328.625988700565
1020,2016-01-03,328.5050847457627
1021,2016-01-04,328.3841807909605
1022,2016-01-05,328.2632768361582
1023,2016-01-06,328.1423728813559
1024,2016-01-07,328.02146892655367
1025,2016-01-08,327.9005649717514
1026,2016-01-09,327.77966101694915
1027,2016-01-10,327.6587570621469
1028,2016-01-11,327.53785310734463
1029,2016-01-12,327.4169491525424
1030,2016-01-13,327.2960451977401
1031,2016-01-14,327.17514124293785
1032,2016-01-15,327.0542372881356
1033,2016-01-16,326.93333333333334
1034,2016-01-17,326.8124293785311
1035,2016-01-18,326.69152542372876
1036,2016-01-19,326.57062146892656
1037,2016-01-20,326.44971751412425
1038,2016-01-21,326.32881355932204
1039,2016-01-22,326.2079096045197
1040,2016-01-23,326.0870056497175
1041,2016-01-24,325.96610169491527
1042,2016-01-25,325.845197740113
1043,2016-01-26,325.7242937853107
1044,2016-01-27,325.6033898305085
1045,2016-01-28,325.4824858757062
1046,2016-01-29,325.361581920904
1047,2016-01-30,325.2406779661017
1048,2016-01-31,325.11977401129946
1049,2016-02-01,324.99887005649714
1050,2016-02-02,324.87796610169494
1051,2016-02-03,324.7570621468926
1052,2016-02-04,324.63615819209036
1053,2016-02-05,324.5152542372881
1054,2016-02-06,324.3943502824859
1055,2016-02-07,324.27344632768364
1056,2016-02-08,324.1525423728814
1057,2016-02-09,324.0316384180791
1058,2016-02-10,323.91073446327687
1059,2016-02-11,323.78983050847455
1060,2016-02-12,323.66892655367235
1061,2016-02-13,323.54802259887003
1062,2016-02-14,323.42711864406783
1063,2016-02-15,323.3062146892655
1064,2016-02-16,323.1853107344633
1065,2016-02-17,323.064406779661
1066,2016-02-18,322.9435028248588
1067,2016-02-19,322.8225988700565
1068,2016-02-20,322.7016949152543
1069,2016-02-21,322.58079096045196
1070,2016-02-22,322.45988700564976
1071,2016-02-23,322.33898305084745
1072,2016-02-24,322.21807909604524
1073,2016-02-25,322.09717514124293
1074,2016-02-26,321.97627118644067
1075,2016-02-27,321.8553672316384
1076,2016-02-28,321.73446327683615
1077,2016-02-29,321.6135593220339
1078,2016-03-01,321.49265536723163
1079,2016-03-02,321.3717514124294
1080,2016-03-03,321.2508474576271
1081,2016-03-04,321.12994350282486
1082,2016-03-05,321.0090395480226
1083,2016-03-06,320.88813559322034
1084,2016-03-07,320.7672316384181
1085,2016-03-08,320.6463276836158
1086,2016-03-09,320.52542372881356
1087,2016-03-10,320.4045197740113
1088,2016-03-11,320.283615819209
1089,2016-03-12,320.1627118644068
1090,2016-03-13,320.04180790960453
1091,2016-03-14,319.92090395480227
1092,2016-03-15,319.8
1093,2016-03-16,318.9
1094,2016-03-17,319.5
1095,2016-03-18,319.0
1096,2016-03-19,320.4
1097,2016-03-20,325.6
1098,2016-03-21,326.3
1099,2016-03-22,325.5
1100,2016-03-23,323.0
1101,2016-03-24,326.2
1102,2016-03-25,325.3
1103,2016-03-26,326.5
1104,2016-03-27,329.7
1105,2016-03-28,327.5
1106,2016-03-29,325.7
1107,2016-03-30,326.8
1108,2016-03-31,328.2
1109,2016-04-01,325.1
1110,2016-04-02,331.9
1111,2016-04-03,335.5
1112,2016-04-04,332.1
1113,2016-04-05,328.7
1114,2016-04-06,335.1
1115,2016-04-07,345.4
1116,2016-04-08,356.4
1117,2016-04-09,367.1
1118,2016-04-10,366.5
1119,2016-04-11,366.7
1120,2016-04-12,360.4
1121,2016-04-13,357.5
1122,2016-04-14,356.3
1123,2016-04-15,351.2
1124,2016-04-16,347.0
1125,2016-04-17,348.1
1126,2016-04-18,351.0
1127,2016-04-19,355.2
1128,2016-04-20,360.2
1129,2016-04-21,362.9
1130,2016-04-22,364.8
1131,2016-04-23,359.3
1132,2016-04-24,354.1
1133,2016-04-25,360.9
1134,2016-04-26,368.4
1135,2016-04-27,366.6
1136,2016-04-28,361.5
1137,2016-04-29,355.2
1138,2016-04-30,352.8
1139,2016-05-01,351.6
1140,2016-05-02,354.5
1141,2016-05-03,359.5
1142,2016-05-04,364.6
1143,2016-05-05,366.6
1144,2016-05-06,365.6
1145,2016-05-07,369.7
1146,2016-05-08,370.4
1147,2016-05-09,361.8
1148,2016-05-10,357.4
1149,2016-05-11,362.7
1150,2016-05-12,372.4
1151,2016-05-13,366.9
1152,2016-05-14,362.6
1153,2016-05-15,359.9
1154,2016-05-16,356.7
1155,2016-05-17,354.2
1156,2016-05-18,362.1
1157,2016-05-19,362.6
1158,2016-05-20,359.9
1159,2016-05-21,359.7
1160,2016-05-22,358.0
1161,2016-05-23,354.6
1162,2016-05-24,351.8
1163,2016-05-25,355.2
1164,2016-05-26,358.4
1165,2016-05-27,358.5
1166,2016-05-28,358.2
1167,2016-05-29,360.6
1168,2016-05-30,362.0
1169,2016-05-31,369.4
1170,2016-06-01,377.6
1171,2016-06-02,374.2
1172,2016-06-03,371.7
1173,2016-06-04,375.9
1174,2016-06-05,381.5
1175,2016-06-06,387.4
1176,2016-06-07,391.4
1177,2016-06-08,393.5
1178,2016-06-09,389.0
1179,2016-06-10,385.4
1180,2016-06-11,381.2
1181,2016-06-12,377.7
1182,2016-06-13,380.5
1183,2016-06-14,375.2
1184,2016-06-15,375.4
1185,2016-06-16,372.7
1186,2016-06-17,371.0
1187,2016-06-18,370.2
1188,2016-06-19,369.7
1189,2016-06-20,373.5
1190,2016-06-21,373.3
1191,2016-06-22,376.0
1192,2016-06-23,374.4
1193,2016-06-24,377.1
1194,2016-06-25,372.5
1195,2016-06-26,372.6
1196,2016-06-27,375.7
1197,2016-06-28,382.8
1198,2016-06-29,397.7
1199,2016-06-30,396.4
1200,2016-07-01,402.9
1201,2016-07-02,405.3
1202,2016-07-03,400.8
1203,2016-07-04,395.5
1204,2016-07-05,391.2
1205,2016-07-06,387.2
1206,2016-07-07,385.0
1207,2016-07-08,382.8
1208,2016-07-09,383.2
1209,2016-07-10,380.1
1210,2016-07-11,378.5
1211,2016-07-12,377.7
1212,2016-07-13,372.3
1213,2016-07-14,373.6
1214,2016-07-15,375.5
1215,2016-07-16,378.4
1216,2016-07-17,380.7
1217,2016-07-18,379.9
1218,2016-07-19,380.4
1219,2016-07-20,380.1
1220,2016-07-21,382.0
1221,2016-07-22,381.7
1222,2016-07-23,378.7
1223,2016-07-24,379.0
1224,2016-07-25,378.3
1225,2016-07-26,379.1
1226,2016-07-27,378.2
1227,2016-07-28,378.0
1228,2016-07-29,381.3
1229,2016-07-30,382.8
1230,2016-07-31,382.9
1231,2016-08-01,382.6
1232,2016-08-02,381.6
1233,2016-08-03,377.8
1234,2016-08-04,380.7
1235,2016-08-05,379.7
1236,2016-08-06,375.7
1237,2016-08-07,372.8
1238,2016-08-08,371.3
1239,2016-08-09,373.7
1240,2016-08-10,372.5
1241,2016-08-11,372.7
1242,2016-08-12,372.4
1243,2016-08-13,372.0
1244,2016-08-14,374.4
1245,2016-08-15,376.1
1246,2016-08-16,376.5
1247,2016-08-17,378.2
1248,2016-08-18,379.3
1249,2016-08-19,380.4
1250,2016-08-20,377.2
1251,2016-08-21,375.1
1252,2016-08-22,374.8
1253,2016-08-23,377.3
1254,2016-08-24,376.3
1255,2016-08-25,377.1
1256,2016-08-26,377.6
1257,2016-08-27,375.8
1258,2016-08-28,371.3
1259,2016-08-29,375.0
1260,2016-08-30,373.3
1261,2016-08-31,373.9
1262,2016-09-01,370.1
1263,2016-09-02,370.3
1264,2016-09-03,371.7
1265,2016-09-04,371.8
1266,2016-09-05,366.8
1267,2016-09-06,367.8
1268,2016-09-07,366.7
1269,2016-09-08,366.7643979057592
1270,2016-09-09,366.8287958115184
1271,2016-09-10,366.8931937172774
1272,2016-09-11,366.9575916230367
1273,2016-09-12,367.0219895287958
1274,2016-09-13,367.086387434555
1275,2016-09-14,367.15078534031414
1276,2016-09-15,367.2151832460733
1277,2016-09-16,367.2795811518325
1278,2016-09-17,367.34397905759164
1279,2016-09-18,367.40837696335075
1280,2016-09-19,367.4727748691099
1281,2016-09-20,367.5371727748691
1282,2016-09-21,367.60157068062824
1283,2016-09-22,367.66596858638746
1284,2016-09-23,367.73036649214663
1285,2016-09-24,367.79476439790574
1286,2016-09-25,367.8591623036649
1287,2016-09-26,367.92356020942407
1288,2016-09-27,367.98795811518323
1289,2016-09-28,368.0523560209424
1290,2016-09-29,368.11675392670156
1291,2016-09-30,368.1811518324607
1292,2016-10-01,368.24554973821995
1293,2016-10-02,368.30994764397906
1294,2016-10-03,368.3743455497382
1295,2016-10-04,368.4387434554974
1296,2016-10-05,368.50314136125655
1297,2016-10-06,368.5675392670157
1298,2016-10-07,368.6319371727749
1299,2016-10-08,368.69633507853405
1300,2016-10-09,368.7607329842932
1301,2016-10-10,368.8251308900524
1302,2016-10-11,368.8895287958115
1303,2016-10-12,368.95392670157065
1304,2016-10-13,369.0183246073298
1305,2016-10-14,369.082722513089
1306,2016-10-15,369.14712041884815
1307,2016-10-16,369.21151832460737
1308,2016-10-17,369.27591623036653
1309,2016-10-18,369.3403141361257
1310,2016-10-19,369.4047120418848
1311,2016-10-20,369.469109947644
1312,2016-10-21,369.53350785340314
1313,2016-10-22,369.59790575916236
1314,2016-10-23,369.66230366492147
1315,2016-10-24,369.7267015706807
1316,2016-10-25,369.79109947643974
1317,2016-10-26,369.85549738219896
1318,2016-10-27,369.9198952879581
1319,2016-10-28,369.9842931937173
1320,2016-10-29,370.04869109947646
1321,2016-10-30,370.1130890052356
1322,2016-10-31,370.1774869109948
1323,2016-11-01,370.2418848167539
1324,2016-11-02,370.30628272251306
1325,2016-11-03,370.3706806282722
1326,2016-11-04,370.4350785340314
1327,2016-11-05,370.49947643979056
1328,2016-11-06,370.5638743455497
1329,2016-11-07,370.6282722513089
1330,2016-11-08,370.69267015706805
1331,2016-11-09,370.7570680628272
1332,2016-11-10,370.8214659685864
1333,2016-11-11,370.88586387434555
1334,2016-11-12,370.9502617801047
1335,2016-11-13,371.0146596858639
1336,2016-11-14,371.07905759162304
1337,2016-11-15,371.1434554973822
1338,2016-11-16,371.20785340314137
1339,2016-11-17,371.2722513089005
1340,2016-11-18,371.3366492146597
1341,2016-11-19,371.40104712041887
1342,2016-11-20,371.46544502617803
1343,2016-11-21,371.5298429319372
1344,2016-11-22,371.59424083769636
1345,2016-11-23,371.6586387434555
1346,2016-11-24,371.7230366492147
1347,2016-11-25,371.7874345549738
1348,2016-11-26,371.85183246073296
1349,2016-11-27,371.91623036649213
1350,2016-11-28,371.9806282722513
1351,2016-11-29,372.04502617801046
1352,2016-11-30,372.1094240837697
1353,2016-12-01,372.17382198952873
1354,2016-12-02,372.2382198952879
1355,2016-12-03,372.3026178010471
1356,2016-12-04,372.3670157068063
1357,2016-12-05,372.43141361256545
1358,2016-12-06,372.4958115183246
1359,2016-12-07,372.5602094240837
1360,2016-12-08,372.6246073298429
1361,2016-12-09,372.6890052356021
1362,2016-12-10,372.7534031413613
1363,2016-12-11,372.81780104712044
1364,2016-12-12,372.8821989528796
1365,2016-12-13,372.94659685863877
1366,2016-12-14,373.01099476439794
1367,2016-12-15,373.07539267015704
1368,2016-12-16,373.1397905759162
1369,2016-12-17,373.2041884816754
1370,2016-12-18,373.26858638743454
1371,2016-12-19,373.3329842931937
1372,2016-12-20,373.39738219895287
1373,2016-12-21,373.46178010471203
1374,2016-12-22,373.5261780104712
1375,2016-12-23,373.59057591623036
1376,2016-12-24,373.65497382198953
1377,2016-12-25,373.71937172774864
1378,2016-12-26,373.78376963350786
1379,2016-12-27,373.848167539267
1380,2016-12-28,373.9125654450262
1381,2016-12-29,373.97696335078535
1382,2016-12-30,374.0413612565445
1383,2016-12-31,374.1057591623036
1384,2017-01-01,374.17015706806285
1385,2017-01-02,374.23455497382196
1386,2017-01-03,374.2989528795812
1387,2017-01-04,374.36335078534034
1388,2017-01-05,374.4277486910995
1389,2017-01-06,374.4921465968587
1390,2017-01-07,374.55654450261784
1391,2017-01-08,374.62094240837695
1392,2017-01-09,374.6853403141361
1393,2017-01-10,374.7497382198953
1394,2017-01-11,374.81413612565444
1395,2017-01-12,374.8785340314136
1396,2017-01-13,374.94293193717283
1397,2017-01-14,375.0073298429319
1398,2017-01-15,375.0717277486911
1399,2017-01-16,375.13612565445027
1400,2017-01-17,375.20052356020943
1401,2017-01-18,375.2649214659686
1402,2017-01-19,375.32931937172776
1403,2017-01-20,375.39371727748687
1404,2017-01-21,375.45811518324604
1405,2017-01-22,375.5225130890052
1406,2017-01-23,375.58691099476437
1407,2017-01-24,375.6513089005236
1408,2017-01-25,375.7157068062827
1409,2017-01-26,375.7801047120419
1410,2017-01-27,375.8445026178011
1411,2017-01-28,375.9089005235602
1412,2017-01-29,375.97329842931936
1413,2017-01-30,376.0376963350785
1414,2017-01-31,376.1020942408377
1415,2017-02-01,376.16649214659685
1416,2017-02-02,376.230890052356
1417,2017-02-03,376.2952879581152
1418,2017-02-04,376.35968586387435
1419,2017-02-05,376.4240837696335
1420,2017-02-06,376.4884816753926
1421,2017-02-07,376.55287958115184
1422,2017-02-08,376.61727748691095
1423,2017-02-09,376.6816753926702
1424,2017-02-10,376.74607329842934
1425,2017-02-11,376.8104712041885
1426,2017-02-12,376.87486910994767
1427,2017-02-13,376.9392670157068
1428,2017-02-14,377.00366492146594
1429,2017-02-15,377.06806282722516
1430,2017-02-16,377.1324607329843
1431,2017-02-17,377.1968586387435
1432,2017-02-18,377.26125654450266
1433,2017-02-19,377.3256544502618
1434,2017-02-20,377.390052356021
1435,2017-02-21,377.4544502617801
1436,2017-02-22,377.51884816753926
1437,2017-02-23,377.5832460732984
1438,2017-02-24,377.6476439790576
1439,2017-02-25,377.71204188481676
1440,2017-02-26,377.77643979057586
1441,2017-02-27,377.84083769633503
1442,2017-02-28,377.9052356020942
1443,2017-03-01,377.96963350785336
1444,2017-03-02,378.0340314136126
1445,2017-03-03,378.09842931937175
1446,2017-03-04,378.1628272251309
1447,2017-03-05,378.22722513089
1448,2017-03-06,378.2916230366492
1449,2017-03-07,378.35602094240835
1450,2017-03-08,378.4204188481675
1451,2017-03-09,378.4848167539267
1452,2017-03-10,378.5492146596859
1453,2017-03-11,378.61361256544507
1454,2017-03-12,378.67801047120423
1455,2017-03-13,378.74240837696334
1456,2017-03-14,378.8068062827225
1457,2017-03-15,378.87120418848167
1458,2017-03-16,378.93560209424083
1459,2017-03-17,379.0
1460,2017-03-18,392.0
1461,2017-03-19,380.0
1462,2017-03-20,386.6
1463,2017-03-21,395.7
1464,2017-03-22,393.1
1465,2017-03-23,387.6
1466,2017-03-24,393.8
1467,2017-03-25,387.4
1468,2017-03-26,387.8
1469,2017-03-27,382.8
1470,2017-03-28,375.9
1471,2017-03-29,381.1
1472,2017-03-30,381.5
1473,2017-03-31,381.6
1474,2017-04-01,386.9
1475,2017-04-02,383.9
1476,2017-04-03,381.7
1477,2017-04-04,384.3
1478,2017-04-05,391.0
1479,2017-04-06,393.4
1480,2017-04-07,391.4
1481,2017-04-08,379.8
1482,2017-04-09,375.0
1483,2017-04-10,378.8
1484,2017-04-11,381.5
1485,2017-04-12,385.5
1486,2017-04-13,386.0
1487,2017-04-14,376.8
1488,2017-04-15,372.1
1489,2017-04-16,374.4
1490,2017-04-17,371.1
1491,2017-04-18,363.0
1492,2017-04-19,369.1
1493,2017-04-20,376.0
1494,2017-04-21,374.3
1495,2017-04-22,380.9
1496,2017-04-23,389.3
1497,2017-04-24,387.3
1498,2017-04-25,382.7
1499,2017-04-26,381.9
1500,2017-04-27,377.5
1501,2017-04-28,372.3
1502,2017-04-29,373.7
1503,2017-04-30,375.1
1504,2017-05-01,367.8
1505,2017-05-02,370.3
1506,2017-05-03,371.8
1507,2017-05-04,381.8
1508,2017-05-05,387.1
1509,2017-05-06,367.4
1510,2017-05-07,372.4
1511,2017-05-08,389.4
1512,2017-05-09,396.2
1513,2017-05-10,397.5
1514,2017-05-11,396.3
1515,2017-05-12,392.8
1516,2017-05-13,394.1
1517,2017-05-14,397.6
1518,2017-05-15,399.7
1519,2017-05-16,397.0
1520,2017-05-17,386.5
1521,2017-05-18,379.9
1522,2017-05-19,380.6
1523,2017-05-20,379.0
1524,2017-05-21,376.2
1525,2017-05-22,379.6
1526,2017-05-23,388.2
1527,2017-05-24,391.3
1528,2017-05-25,385.0
1529,2017-05-26,389.1
1530,2017-05-27,394.5
1531,2017-05-28,394.7
1532,2017-05-29,394.5
1533,2017-05-30,394.0
1534,2017-05-31,391.5
1535,2017-06-01,393.8
1536,2017-06-02,399.4
1537,2017-06-03,408.9
1538,2017-06-04,405.0
1539,2017-06-05,401.0
1540,2017-06-06,407.1
1541,2017-06-07,411.9
1542,2017-06-08,406.8
1543,2017-06-09,397.3
1544,2017-06-10,393.7
1545,2017-06-11,390.5
1546,2017-06-12,394.0
1547,2017-06-13,383.2
1548,2017-06-14,371.9
1549,2017-06-15,377.6
1550,2017-06-16,382.4
1551,2017-06-17,380.3
1552,2017-06-18,375.0
1553,2017-06-19,383.0
1554,2017-06-20,387.2
1555,2017-06-21,382.5
1556,2017-06-22,384.7
1557,2017-06-23,384.3
1558,2017-06-24,389.4
1559,2017-06-25,389.7
1560,2017-06-26,387.8
1561,2017-06-27,383.2
1562,2017-06-28,380.0
1563,2017-06-29,376.3
1564,2017-06-30,377.8
1565,2017-07-01,379.7
1566,2017-07-02,380.3
1567,2017-07-03,380.8
1568,2017-07-04,382.4
1569,2017-07-05,382.6
1570,2017-07-06,382.8
1571,2017-07-07,384.1
1572,2017-07-08,380.5
1573,2017-07-09,384.6
1574,2017-07-10,386.6
1575,2017-07-11,386.0
1576,2017-07-12,382.9
1577,2017-07-13,380.1
1578,2017-07-14,387.6
1579,2017-07-15,392.9
1580,2017-07-16,391.6
1581,2017-07-17,393.3
1582,2017-07-18,387.2
1583,2017-07-19,384.2
1584,2017-07-20,381.7
1585,2017-07-21,382.9
1586,2017-07-22,381.4
1587,2017-07-23,381.7
1588,2017-07-24,380.6
1589,2017-07-25,383.4
1590,2017-07-26,382.9
1591,2017-07-27,385.6
1592,2017-07-28,386.7
1593,2017-07-29,387.5
1594,2017-07-30,385.5
1595,2017-07-31,384.3
1596,2017-08-01,385.3
1597,2017-08-02,386.9
1598,2017-08-03,387.1
1599,2017-08-04,391.0
1600,2017-08-05,391.2
1601,2017-08-06,391.2
1602,2017-08-07,390.9
1603,2017-08-08,390.3
1604,2017-08-09,387.9
1605,2017-08-10,390.0
1606,2017-08-11,391.4
1607,2017-08-12,391.5
1608,2017-08-13,389.7
1609,2017-08-14,385.7
1610,2017-08-15,384.0
1611,2017-08-16,382.6
1612,2017-08-17,379.6
1613,2017-08-18,379.9
1614,2017-08-19,381.0
1615,2017-08-20,381.9
1616,2017-08-21,380.5
1617,2017-08-22,381.9
1618,2017-08-23,381.0
1619,2017-08-24,375.0
1620,2017-08-25,377.9
1621,2017-08-26,376.9
1622,2017-08-27,375.1
1623,2017-08-28,377.5
1624,2017-08-29,378.8
1625,2017-08-30,378.3
1626,2017-08-31,374.6
1627,2017-09-01,379.4
1628,2017-09-02,379.8
1629,2017-09-03,376.4
1630,2017-09-04,377.9
1631,2017-09-05,382.3
1632,2017-09-06,377.8
1633,2017-09-07,377.9
1634,2017-09-08,376.4
1635,2017-09-09,374.0
1636,2017-09-10,370.3
1637,2017-09-11,371.8
1638,2017-09-12,372.0
