,datetime,FRANKLIN_ROOSEVELT_LAKE_AT_GRAND_COULEE_DAM__WA.tsv
978,2015-09-06,1280.08
979,2015-09-07,1280.47
980,2015-09-08,1280.77
981,2015-09-09,1280.85
982,2015-09-10,1280.62
983,2015-09-11,1280.19
984,2015-09-12,1280.25
985,2015-09-13,1280.56
986,2015-09-14,1281.12
987,2015-09-15,1281.43
988,2015-09-16,1281.84
989,2015-09-17,1282.14
990,2015-09-18,1282.18
991,2015-09-19,1282.38
992,2015-09-20,1282.19
993,2015-09-21,1281.88
994,2015-09-22,1281.96
995,2015-09-23,1281.78
996,2015-09-24,1281.87
997,2015-09-25,1282.18
998,2015-09-26,1282.29
999,2015-09-27,1281.96
1000,2015-09-28,1281.75
1001,2015-09-29,1282.1
1002,2015-09-30,1282.18
1003,2015-10-01,1282.07
1004,2015-10-02,1282.31
1005,2015-10-03,1282.27
1006,2015-10-04,1281.99
1007,2015-10-05,1281.6
1008,2015-10-06,1281.73
1009,2015-10-07,1282.04
1010,2015-10-08,1282.26
1011,2015-10-09,1282.53
1012,2015-10-10,1283.26
1013,2015-10-11,1283.54
1014,2015-10-12,1283.65
1015,2015-10-13,1283.5
1016,2015-10-14,1283.64
1017,2015-10-15,1283.67
1018,2015-10-16,1283.29
1019,2015-10-17,1283.62
1020,2015-10-18,1283.93
1021,2015-10-19,1284.34
1022,2015-10-20,1284.31
1023,2015-10-21,1284.33
1024,2015-10-22,1284.12
1025,2015-10-23,1283.89
1026,2015-10-24,1284.19
1027,2015-10-25,1284.58
1028,2015-10-26,1284.65
1029,2015-10-27,1284.86
1030,2015-10-28,1285.02
1031,2015-10-29,1285.35
1032,2015-10-30,1285.55
1033,2015-10-31,1286.27
1034,2015-11-01,1287.05
1035,2015-11-02,1287.46
1036,2015-11-03,1287.52
1037,2015-11-04,1287.88
1038,2015-11-05,1287.96
1039,2015-11-06,1287.82
1040,2015-11-07,1287.61
1041,2015-11-08,1287.56
1042,2015-11-09,1287.54
1043,2015-11-10,1287.43
1044,2015-11-11,1287.38
1045,2015-11-12,1287.42
1046,2015-11-13,1287.42
1047,2015-11-14,1287.68
1048,2015-11-15,1288.07
1049,2015-11-16,1288.08
1050,2015-11-17,1287.83
1051,2015-11-18,1288.32
1052,2015-11-19,1288.57
1053,2015-11-20,1288.39
1054,2015-11-21,1288.29
1055,2015-11-22,1287.88
1056,2015-11-23,1287.92
1057,2015-11-24,1287.37
1058,2015-11-25,1286.96
1059,2015-11-26,1286.62
1060,2015-11-27,1286.17
1061,2015-11-28,1285.81
1062,2015-11-29,1285.77
1063,2015-11-30,1285.82
1064,2015-12-01,1285.04
1065,2015-12-02,1284.66
1066,2015-12-03,1284.44
1067,2015-12-04,1284.18
1068,2015-12-05,1283.55
1069,2015-12-06,1283.61
1070,2015-12-07,1283.58
1071,2015-12-08,1284.06
1072,2015-12-09,1284.46
1073,2015-12-10,1285.56
1074,2015-12-11,1286.04
1075,2015-12-12,1287.1
1076,2015-12-13,1287.7
1077,2015-12-14,1288.01
1078,2015-12-15,1287.69
1079,2015-12-16,1287.5
1080,2015-12-17,1287.17
1081,2015-12-18,1286.78
1082,2015-12-19,1286.54
1083,2015-12-20,1286.25
1084,2015-12-21,1286.41
1085,2015-12-22,1286.57
1086,2015-12-23,1286.48
1087,2015-12-24,1286.21
1088,2015-12-25,1286.6
1089,2015-12-26,1286.52
1090,2015-12-27,1286.7
1091,2015-12-28,1286.85
1092,2015-12-29,1286.5
1093,2015-12-30,1285.99
1094,2015-12-31,1285.19
1095,2016-01-01,1284.72
1096,2016-01-02,1284.04
1097,2016-01-03,1283.5
1098,2016-01-04,1283.24
1099,2016-01-05,1282.83
1100,2016-01-06,1282.24
1101,2016-01-07,1281.79
1102,2016-01-08,1281.42
1103,2016-01-09,1280.99
1104,2016-01-10,1280.83
1105,2016-01-11,1280.59
1106,2016-01-12,1280.17
1107,2016-01-13,1280.3
1108,2016-01-14,1279.88
1109,2016-01-15,1279.46
1110,2016-01-16,1280.17
1111,2016-01-17,1280.36
1112,2016-01-18,1280.72
1113,2016-01-19,1281.11
1114,2016-01-20,1281.51
1115,2016-01-21,1281.7
1116,2016-01-22,1281.45
1117,2016-01-23,1281.88
1118,2016-01-24,1282.45
1119,2016-01-25,1282.42
1120,2016-01-26,1281.93
1121,2016-01-27,1281.53
1122,2016-01-28,1281.44
1123,2016-01-29,1281.05
1124,2016-01-30,1281.37
1125,2016-01-31,1281.12
1126,2016-02-01,1280.58
1127,2016-02-02,1279.95
1128,2016-02-03,1279.16
1129,2016-02-04,1279.13
1130,2016-02-05,1279.02
1131,2016-02-06,1278.87
1132,2016-02-07,1278.75
1133,2016-02-08,1278.04
1134,2016-02-09,1277.12
1135,2016-02-10,1276.09
1136,2016-02-11,1275.1
1137,2016-02-12,1274.5
1138,2016-02-13,1273.49
1139,2016-02-14,1272.4
1140,2016-02-15,1271.39
1141,2016-02-16,1271.04
1142,2016-02-17,1271.39
1143,2016-02-18,1271.01
1144,2016-02-19,1270.25
1145,2016-02-20,1269.83
1146,2016-02-21,1269.68
1147,2016-02-22,1269.12
1148,2016-02-23,1268.26
1149,2016-02-24,1267.76
1150,2016-02-25,1267.24
1151,2016-02-26,1266.27
1152,2016-02-27,1265.9
1153,2016-02-28,1265.05
1154,2016-02-29,1264.31
1155,2016-03-01,1263.21
1156,2016-03-02,1262.06
1157,2016-03-03,1260.96
1158,2016-03-04,1260.01
1159,2016-03-05,1259.65
1160,2016-03-06,1258.74
1161,2016-03-07,1257.75
1162,2016-03-08,1256.73
1163,2016-03-09,1256.13
1164,2016-03-10,1255.53
1165,2016-03-11,1254.97
1166,2016-03-12,1254.69
1167,2016-03-13,1254.07
1168,2016-03-14,1253.58
1169,2016-03-15,1253.15
1170,2016-03-16,1253.24
1171,2016-03-17,1253.04
1172,2016-03-18,1252.81
1173,2016-03-19,1252.62
1174,2016-03-20,1252.58
1175,2016-03-21,1252.66
1176,2016-03-22,1253.04
1177,2016-03-23,1252.67
1178,2016-03-24,1253.05
1179,2016-03-25,1253.09
1180,2016-03-26,1252.86
1181,2016-03-27,1253.39
1182,2016-03-28,1252.63
1183,2016-03-29,1252.73
1184,2016-03-30,1252.57
1185,2016-03-31,1253.24
1186,2016-04-01,1252.64
1187,2016-04-02,1253.18
1188,2016-04-03,1252.9
1189,2016-04-04,1252.64
1190,2016-04-05,1252.05
1191,2016-04-06,1251.9
1192,2016-04-07,1252.5
1193,2016-04-08,1253.04
1194,2016-04-09,1253.6
1195,2016-04-10,1253.49
1196,2016-04-11,1253.35
1197,2016-04-12,1252.79
1198,2016-04-13,1251.75
1199,2016-04-14,1250.68
1200,2016-04-15,1249.59
1201,2016-04-16,1248.19
1202,2016-04-17,1246.65
1203,2016-04-18,1245.39
1204,2016-04-19,1244.29
1205,2016-04-20,1244.07
1206,2016-04-21,1243.59
1207,2016-04-22,1243.87
1208,2016-04-23,1243.68
1209,2016-04-24,1244.11
1210,2016-04-25,1244.84
1211,2016-04-26,1244.91
1212,2016-04-27,1245.13
1213,2016-04-28,1245.16
1214,2016-04-29,1245.66
1215,2016-04-30,1246.07
1216,2016-05-01,1245.93
1217,2016-05-02,1246.13
1218,2016-05-03,1246.64
1219,2016-05-04,1247.25
1220,2016-05-05,1247.96
1221,2016-05-06,1248.81
1222,2016-05-07,1250.11
1223,2016-05-08,1251.81
1224,2016-05-09,1253.33
1225,2016-05-10,1253.92
1226,2016-05-11,1254.26
1227,2016-05-12,1254.65
1228,2016-05-13,1254.99
1229,2016-05-14,1255.66
1230,2016-05-15,1257.09
1231,2016-05-16,1257.9
1232,2016-05-17,1258.1
1233,2016-05-18,1259.01
1234,2016-05-19,1260.54
1235,2016-05-20,1261.6
1236,2016-05-21,1263.15
1237,2016-05-22,1264.59
1238,2016-05-23,1265.36
1239,2016-05-24,1266.37
1240,2016-05-25,1267.68
1241,2016-05-26,1268.83
1242,2016-05-27,1269.77
1243,2016-05-28,1270.48
1244,2016-05-29,1272.38
1245,2016-05-30,1274.05
1246,2016-05-31,1275.25
1247,2016-06-01,1275.84
1248,2016-06-02,1276.9
1249,2016-06-03,1277.14
1250,2016-06-04,1277.44
1251,2016-06-05,1278.22
1252,2016-06-06,1278.84
1253,2016-06-07,1279.66
1254,2016-06-08,1280.77
1255,2016-06-09,1281.32
1256,2016-06-10,1282.16
1257,2016-06-11,1282.88
1258,2016-06-12,1283.57
1259,2016-06-13,1284.38
1260,2016-06-14,1284.95
1261,2016-06-15,1285.08
1262,2016-06-16,1285.59
1263,2016-06-17,1286.15
1264,2016-06-18,1287.35
1265,2016-06-19,1287.63
1266,2016-06-20,1288.18
1267,2016-06-21,1288.44
1268,2016-06-22,1288.12
1269,2016-06-23,1287.94
1270,2016-06-24,1287.64
1271,2016-06-25,1287.18
1272,2016-06-26,1286.89
1273,2016-06-27,1286.68
1274,2016-06-28,1286.79
1275,2016-06-29,1286.56
1276,2016-06-30,1286.18
1277,2016-07-01,1286.1
1278,2016-07-02,1286.23
1279,2016-07-03,1286.45
1280,2016-07-04,1286.72
1281,2016-07-05,1286.87
1282,2016-07-06,1286.56
1283,2016-07-07,1286.41
1284,2016-07-08,1286.7
1285,2016-07-09,1286.97
1286,2016-07-10,1287.47
1287,2016-07-11,1287.49
1288,2016-07-12,1287.59
1289,2016-07-13,1287.5
1290,2016-07-14,1287.53
1291,2016-07-15,1287.23
1292,2016-07-16,1287.3
1293,2016-07-17,1287.06
1294,2016-07-18,1287.22
1295,2016-07-19,1287.44
1296,2016-07-20,1287.45
1297,2016-07-21,1287.53
1298,2016-07-22,1287.88
1299,2016-07-23,1288.11
1300,2016-07-24,1288.27
1301,2016-07-25,1288.31
1302,2016-07-26,1288.27
1303,2016-07-27,1288.12
1304,2016-07-28,1287.78
1305,2016-07-29,1287.53
1306,2016-07-30,1287.27
1307,2016-07-31,1287.21
1308,2016-08-01,1286.78
1309,2016-08-02,1286.57
1310,2016-08-03,1286.38
1311,2016-08-04,1285.92
1312,2016-08-05,1285.54
1313,2016-08-06,1285.24
1314,2016-08-07,1285.3
1315,2016-08-08,1285.01
1316,2016-08-09,1284.97
1317,2016-08-10,1284.92
1318,2016-08-11,1284.67
1319,2016-08-12,1284.57
1320,2016-08-13,1284.59
1321,2016-08-14,1284.17
1322,2016-08-15,1283.9
1323,2016-08-16,1283.43
1324,2016-08-17,1283.14
1325,2016-08-18,1282.4
1326,2016-08-19,1282.06
1327,2016-08-20,1281.61
1328,2016-08-21,1281.05
1329,2016-08-22,1280.72
1330,2016-08-23,1280.55
1331,2016-08-24,1280.18
1332,2016-08-25,1279.72
1333,2016-08-26,1278.85
1334,2016-08-27,1278.72
1335,2016-08-28,1278.28
1336,2016-08-29,1277.93
1337,2016-08-30,1277.88
1338,2016-08-31,1277.58
1339,2016-09-01,1277.34
1340,2016-09-02,1277.34
1341,2016-09-03,1277.32
1342,2016-09-04,1277.34
1343,2016-09-05,1277.67
1344,2016-09-06,1277.81
1345,2016-09-07,1277.95
1346,2016-09-08,1278.11
1347,2016-09-09,1277.68
1348,2016-09-10,1277.63
1349,2016-09-11,1278.04
1350,2016-09-12,1278.62
1351,2016-09-13,1278.77
1352,2016-09-14,1279.02
1353,2016-09-15,1279.1
1354,2016-09-16,1279.13
1355,2016-09-17,1279.49
1356,2016-09-18,1279.85
1357,2016-09-19,1280.41
1358,2016-09-20,1280.63
1359,2016-09-21,1280.73
1360,2016-09-22,1281.61
1361,2016-09-23,1281.71
1362,2016-09-24,1281.77
1363,2016-09-25,1282.15
1364,2016-09-26,1282.74
1365,2016-09-27,1283.12
1366,2016-09-28,1283.34
1367,2016-09-29,1283.98
1368,2016-09-30,1283.98
1369,2016-10-01,1284.06
1370,2016-10-02,1283.94
1371,2016-10-03,1283.63
1372,2016-10-04,1283.77
1373,2016-10-05,1283.8
1374,2016-10-06,1283.77
1375,2016-10-07,1283.99
1376,2016-10-08,1283.78
1377,2016-10-09,1283.86
1378,2016-10-10,1283.92
1379,2016-10-11,1283.86
1380,2016-10-12,1283.99
1381,2016-10-13,1284.06
1382,2016-10-14,1284.16
1383,2016-10-15,1283.83
1384,2016-10-16,1283.9
1385,2016-10-17,1284.4
1386,2016-10-18,1284.39
1387,2016-10-19,1284.52
1388,2016-10-20,1284.89
1389,2016-10-21,1285.42
1390,2016-10-22,1285.96
1391,2016-10-23,1285.97
1392,2016-10-24,1286.03
1393,2016-10-25,1285.83
1394,2016-10-26,1285.98
1395,2016-10-27,1286.02
1396,2016-10-28,1286.14
1397,2016-10-29,1286.47
1398,2016-10-30,1286.39
1399,2016-10-31,1286.38
1400,2016-11-01,1286.43
1401,2016-11-02,1286.19
1402,2016-11-03,1286.08
1403,2016-11-04,1286.16
1404,2016-11-05,1286.22
1405,2016-11-06,1286.59
1406,2016-11-07,1286.51
1407,2016-11-08,1286.49
1408,2016-11-09,1286.45
1409,2016-11-10,1286.38
1410,2016-11-11,1286.37
1411,2016-11-12,1286.47
1412,2016-11-13,1286.32
1413,2016-11-14,1286.11
1414,2016-11-15,1286.2
1415,2016-11-16,1286.41
1416,2016-11-17,1286.13
1417,2016-11-18,1285.98
1418,2016-11-19,1286.24
1419,2016-11-20,1285.84
1420,2016-11-21,1285.56
1421,2016-11-22,1285.4
1422,2016-11-23,1285.43
1423,2016-11-24,1285.63
1424,2016-11-25,1285.68
1425,2016-11-26,1285.52
1426,2016-11-27,1285.5
1427,2016-11-28,1285.3
1428,2016-11-29,1284.7
1429,2016-11-30,1284.26
1430,2016-12-01,1283.89
1431,2016-12-02,1283.64
1432,2016-12-03,1284.05
1433,2016-12-04,1284.64
1434,2016-12-05,1284.67
1435,2016-12-06,1284.5
1436,2016-12-07,1284.37
1437,2016-12-08,1284.1
1438,2016-12-09,1283.8
1439,2016-12-10,1283.66
1440,2016-12-11,1283.6
1441,2016-12-12,1283.82
1442,2016-12-13,1284.05
1443,2016-12-14,1283.62
1444,2016-12-15,1283.01
1445,2016-12-16,1282.56
1446,2016-12-17,1282.09
1447,2016-12-18,1281.58
1448,2016-12-19,1281.27
1449,2016-12-20,1281.26
1450,2016-12-21,1280.81
1451,2016-12-22,1280.25
1452,2016-12-23,1279.91
1453,2016-12-24,1279.58
1454,2016-12-25,1279.89
1455,2016-12-26,1280.18
1456,2016-12-27,1280.81
1457,2016-12-28,1280.92
1458,2016-12-29,1281.07
1459,2016-12-30,1281.55
1460,2016-12-31,1281.49
1461,2017-01-01,1281.55
1462,2017-01-02,1281.78
1463,2017-01-03,1281.71
1464,2017-01-04,1281.58
1465,2017-01-05,1281.62
1466,2017-01-06,1281.5
1467,2017-01-07,1281.44
1468,2017-01-08,1281.47
1469,2017-01-09,1281.35
1470,2017-01-10,1281.12
1471,2017-01-11,1281.18
1472,2017-01-12,1280.99
1473,2017-01-13,1280.66
1474,2017-01-14,1280.41
1475,2017-01-15,1280.04
1476,2017-01-16,1279.57
1477,2017-01-17,1279.44
1478,2017-01-18,1279.46
1479,2017-01-19,1279.99
1480,2017-01-20,1280.07
1481,2017-01-21,1280.77
1482,2017-01-22,1281.21
1483,2017-01-23,1281.62
1484,2017-01-24,1281.92
1485,2017-01-25,1282.16
1486,2017-01-26,1282.51
1487,2017-01-27,1282.88
1488,2017-01-28,1283.23
1489,2017-01-29,1283.43
1490,2017-01-30,1283.71
1491,2017-01-31,1284.31
1492,2017-02-01,1284.6
1493,2017-02-02,1284.51
1494,2017-02-03,1284.2
1495,2017-02-04,1284.13
1496,2017-02-05,1283.78
1497,2017-02-06,1283.17
1498,2017-02-07,1282.51
1499,2017-02-08,1281.86
1500,2017-02-09,1281.36
1501,2017-02-10,1280.9
1502,2017-02-11,1280.16
1503,2017-02-12,1279.15
1504,2017-02-13,1278.54
1505,2017-02-14,1277.79
1506,2017-02-15,1277.19
1507,2017-02-16,1276.35
1508,2017-02-17,1275.94
1509,2017-02-18,1275.37
1510,2017-02-19,1274.87
1511,2017-02-20,1274.41
1512,2017-02-21,1274.03
1513,2017-02-22,1273.56
1514,2017-02-23,1272.96
1515,2017-02-24,1271.94
1516,2017-02-25,1270.97
1517,2017-02-26,1269.9
1518,2017-02-27,1268.83
1519,2017-02-28,1267.61
1520,2017-03-01,1266.31
1521,2017-03-02,1264.73
1522,2017-03-03,1263.3
1523,2017-03-04,1261.93
1524,2017-03-05,1260.5
1525,2017-03-06,1259.0
1526,2017-03-07,1258.03
1527,2017-03-08,1257.02
1528,2017-03-09,1256.21
1529,2017-03-10,1255.64
1530,2017-03-11,1254.9
1531,2017-03-12,1254.04
1532,2017-03-13,1253.96
1533,2017-03-14,1254.02
1534,2017-03-15,1253.8
1535,2017-03-16,1254.39
1536,2017-03-17,1253.77
1537,2017-03-18,1253.91
1538,2017-03-19,1253.99
1539,2017-03-20,1253.81
1540,2017-03-21,1253.74
1541,2017-03-22,1252.91
1542,2017-03-23,1252.29
1543,2017-03-24,1251.83
1544,2017-03-25,1251.35
1545,2017-03-26,1250.93
1546,2017-03-27,1250.08
1547,2017-03-28,1249.58
1548,2017-03-29,1248.86
1549,2017-03-30,1248.37
1550,2017-03-31,1247.71
1551,2017-04-01,1246.67
1552,2017-04-02,1245.58
1553,2017-04-03,1244.71
1554,2017-04-04,1243.61
1555,2017-04-05,1242.41
1556,2017-04-06,1241.55
1557,2017-04-07,1240.67
1558,2017-04-08,1239.96
1559,2017-04-09,1239.39
1560,2017-04-10,1238.55
1561,2017-04-11,1237.58
1562,2017-04-12,1236.73
1563,2017-04-13,1235.74
1564,2017-04-14,1234.96
1565,2017-04-15,1234.13
1566,2017-04-16,1233.38
1567,2017-04-17,1232.61
1568,2017-04-18,1232.6
1569,2017-04-19,1232.7
1570,2017-04-20,1232.65
1571,2017-04-21,1232.55
1572,2017-04-22,1232.69
1573,2017-04-23,1232.95
1574,2017-04-24,1233.06
1575,2017-04-25,1233.08
1576,2017-04-26,1232.74
1577,2017-04-27,1232.67
1578,2017-04-28,1232.71
1579,2017-04-29,1232.58
1580,2017-04-30,1232.57
1581,2017-05-01,1233.03
1582,2017-05-02,1233.04
1583,2017-05-03,1232.64
1584,2017-05-04,1232.45
1585,2017-05-05,1232.87
1586,2017-05-06,1233.83
1587,2017-05-07,1234.42
1588,2017-05-08,1234.91
1589,2017-05-09,1234.81
1590,2017-05-10,1234.66
1591,2017-05-11,1235.77
1592,2017-05-12,1237.48
1593,2017-05-13,1239.24
1594,2017-05-14,1240.48
1595,2017-05-15,1240.99
1596,2017-05-16,1241.1
1597,2017-05-17,1240.95
1598,2017-05-18,1241.13
1599,2017-05-19,1241.25
1600,2017-05-20,1241.31
1601,2017-05-21,1241.58
1602,2017-05-22,1243.01
1603,2017-05-23,1244.92
1604,2017-05-24,1247.49
1605,2017-05-25,1249.43
1606,2017-05-26,1251.08
1607,2017-05-27,1252.28
1608,2017-05-28,1253.5
1609,2017-05-29,1255.14
1610,2017-05-30,1256.93
1611,2017-05-31,1259.37
1612,2017-06-01,1261.95
1613,2017-06-02,1264.74
1614,2017-06-03,1266.85
1615,2017-06-04,1268.62
1616,2017-06-05,1270.63
1617,2017-06-06,1272.25
1618,2017-06-07,1273.41
1619,2017-06-08,1274.75
1620,2017-06-09,1276.06
1621,2017-06-10,1277.33
1622,2017-06-11,1278.55
1623,2017-06-12,1279.31
1624,2017-06-13,1279.9
1625,2017-06-14,1280.06
1626,2017-06-15,1280.11
1627,2017-06-16,1280.72
1628,2017-06-17,1281.46
1629,2017-06-18,1281.96
1630,2017-06-19,1282.36
1631,2017-06-20,1282.86
1632,2017-06-21,1283.39
1633,2017-06-22,1283.51
1634,2017-06-23,1283.5
1635,2017-06-24,1283.53
1636,2017-06-25,1283.6
1637,2017-06-26,1283.76
1638,2017-06-27,1284.02
1639,2017-06-28,1284.35
1640,2017-06-29,1284.77
1641,2017-06-30,1285.21
1642,2017-07-01,1285.37
1643,2017-07-02,1285.44
1644,2017-07-03,1285.83
1645,2017-07-04,1286.23
1646,2017-07-05,1286.92
1647,2017-07-06,1287.39
1648,2017-07-07,1288.02
1649,2017-07-08,1288.69
1650,2017-07-09,1289.67
1651,2017-07-10,1289.35
1652,2017-07-11,1289.14
1653,2017-07-12,1288.94
1654,2017-07-13,1289.33
1655,2017-07-14,1288.93
1656,2017-07-15,1288.75
1657,2017-07-16,1288.68
1658,2017-07-17,1288.23
1659,2017-07-18,1287.76
1660,2017-07-19,1287.88
1661,2017-07-20,1288.1
1662,2017-07-21,1288.2
1663,2017-07-22,1287.54
1664,2017-07-23,1287.1
1665,2017-07-24,1286.63
1666,2017-07-25,1286.16
1667,2017-07-26,1285.36
1668,2017-07-27,1284.85
1669,2017-07-28,1284.21
1670,2017-07-29,1284.11
1671,2017-07-30,1283.93
1672,2017-07-31,1283.75
1673,2017-08-01,1283.81
1674,2017-08-02,1284.02
1675,2017-08-03,1283.8
1676,2017-08-04,1283.81
1677,2017-08-05,1283.97
1678,2017-08-06,1284.71
1679,2017-08-07,1285.02
1680,2017-08-08,1285.0
1681,2017-08-09,1284.96
1682,2017-08-10,1284.9
1683,2017-08-11,1284.41
1684,2017-08-12,1284.27
1685,2017-08-13,1283.89
1686,2017-08-14,1283.63
1687,2017-08-15,1283.28
1688,2017-08-16,1283.11
1689,2017-08-17,1282.74
1690,2017-08-18,1282.71
1691,2017-08-19,1282.57
1692,2017-08-20,1282.26
1693,2017-08-21,1281.82
1694,2017-08-22,1281.6
1695,2017-08-23,1281.45
1696,2017-08-24,1281.46
1697,2017-08-25,1281.13
1698,2017-08-26,1281.01
1699,2017-08-27,1281.06
1700,2017-08-28,1280.83
1701,2017-08-29,1280.4
1702,2017-08-30,1279.74
1703,2017-08-31,1279.31
1704,2017-09-01,1279.23
1705,2017-09-02,1279.09
1706,2017-09-03,1279.34
1707,2017-09-04,1279.85
1708,2017-09-05,1279.87
1709,2017-09-06,1280.11
1710,2017-09-07,1280.54
1711,2017-09-08,1280.89
1712,2017-09-09,1280.95
1713,2017-09-10,1280.91
1714,2017-09-11,1281.01
1715,2017-09-12,1281.18
1716,2017-09-13,1281.34
1717,2017-09-14,1281.06
1718,2017-09-15,1280.83
1719,2017-09-16,1280.94
1720,2017-09-17,1281.27
1721,2017-09-18,1281.64
1722,2017-09-19,1282.02
1723,2017-09-20,1282.54
1724,2017-09-21,1282.99
1725,2017-09-22,1283.52
1726,2017-09-23,1283.82
1727,2017-09-24,1284.02
1728,2017-09-25,1284.43
1729,2017-09-26,1284.91
1730,2017-09-27,1285.28
1731,2017-09-28,1285.43
1732,2017-09-29,1285.85
1733,2017-09-30,1286.23
1734,2017-10-01,1286.04
1735,2017-10-02,1285.6
1736,2017-10-03,1285.24
1737,2017-10-04,1285.07
1738,2017-10-05,1284.92
1739,2017-10-06,1284.93
1740,2017-10-07,1284.94
1741,2017-10-08,1284.63
1742,2017-10-09,1284.15
1743,2017-10-10,1283.86
1744,2017-10-11,1283.7
1745,2017-10-12,1283.56
1746,2017-10-13,1283.42
1747,2017-10-14,1283.53
1748,2017-10-15,1283.57
1749,2017-10-16,1283.82
1750,2017-10-17,1284.25
1751,2017-10-18,1284.1
1752,2017-10-19,1284.66
1753,2017-10-20,1284.98
1754,2017-10-21,1285.49
1755,2017-10-22,1285.85
1756,2017-10-23,1286.06
1757,2017-10-24,1286.36
1758,2017-10-25,1286.75
1759,2017-10-26,1287.15
1760,2017-10-27,1287.51
1761,2017-10-28,1287.76
1762,2017-10-29,1288.02
1763,2017-10-30,1287.99
1764,2017-10-31,1288.26
1765,2017-11-01,1288.23
1766,2017-11-02,1288.14
1767,2017-11-03,1287.72
1768,2017-11-04,1287.58
1769,2017-11-05,1287.68
1770,2017-11-06,1287.69
1771,2017-11-07,1287.78
1772,2017-11-08,1287.72
1773,2017-11-09,1287.49
1774,2017-11-10,1287.34
1775,2017-11-11,1287.44
1776,2017-11-12,1286.85
1777,2017-11-13,1286.12
1778,2017-11-14,1285.39
1779,2017-11-15,1284.6
1780,2017-11-16,1283.85
1781,2017-11-17,1283.22
1782,2017-11-18,1282.42
1783,2017-11-19,1281.99
1784,2017-11-20,1281.82
1785,2017-11-21,1281.92
1786,2017-11-22,1282.03
1787,2017-11-23,1282.67
1788,2017-11-24,1283.25
1789,2017-11-25,1283.8
1790,2017-11-26,1284.47
1791,2017-11-27,1285.26
1792,2017-11-28,1285.55
1793,2017-11-29,1285.79
1794,2017-11-30,1285.86
1795,2017-12-01,1285.88
1796,2017-12-02,1285.97
1797,2017-12-03,1286.07
1798,2017-12-04,1285.71
1799,2017-12-05,1285.55
1800,2017-12-06,1285.46
1801,2017-12-07,1285.02
1802,2017-12-08,1284.83
1803,2017-12-09,1284.3
1804,2017-12-10,1284.26
1805,2017-12-11,1284.14
1806,2017-12-12,1283.91
1807,2017-12-13,1284.0
1808,2017-12-14,1283.94
1809,2017-12-15,1283.73
1810,2017-12-16,1283.74
1811,2017-12-17,1284.31
1812,2017-12-18,1284.15
1813,2017-12-19,1284.63
1814,2017-12-20,1284.94
1815,2017-12-21,1285.14
1816,2017-12-22,1284.99
1817,2017-12-23,1285.13
1818,2017-12-24,1284.78
1819,2017-12-25,1284.96
1820,2017-12-26,1284.92
1821,2017-12-27,1284.61
1822,2017-12-28,1284.64
1823,2017-12-29,1284.95
1824,2017-12-30,1285.79
1825,2017-12-31,1285.94
1826,2018-01-01,1285.31
