,datetime,CASTLE_LAKE_NEAR_MOUNT_ST._HELENS__WA.tsv
987,2015-09-15,2577.81
988,2015-09-16,2577.8
989,2015-09-17,2577.85
990,2015-09-18,2577.84
991,2015-09-19,2577.84
992,2015-09-20,2577.85
993,2015-09-21,2577.87
994,2015-09-22,2577.86
995,2015-09-23,2577.84
996,2015-09-24,2577.85
997,2015-09-25,2577.85
998,2015-09-26,2577.84
999,2015-09-27,2577.83
1000,2015-09-28,2577.83
1001,2015-09-29,2577.82
1002,2015-09-30,2577.82
1003,2015-10-01,2577.81
1004,2015-10-02,2577.8
1005,2015-10-03,2577.82
1006,2015-10-04,2577.81
1007,2015-10-05,2577.8
1008,2015-10-06,2577.79
1009,2015-10-07,2577.85
1010,2015-10-08,2577.84
1011,2015-10-09,2577.84
1012,2015-10-10,2577.97
1013,2015-10-11,2577.99
1014,2015-10-12,2577.98
1015,2015-10-13,2577.97
1016,2015-10-14,2577.97
1017,2015-10-15,2577.96
1018,2015-10-16,2577.95
1019,2015-10-17,2577.95
1020,2015-10-18,2577.96
1021,2015-10-19,2577.96
1022,2015-10-20,2577.96
1023,2015-10-21,2577.94
1024,2015-10-22,2577.94
1025,2015-10-23,2577.93
1026,2015-10-24,2577.93
1027,2015-10-25,2577.96
1028,2015-10-26,2578.14
1029,2015-10-27,2578.1
1030,2015-10-28,2578.15
1031,2015-10-29,2578.15
1032,2015-10-30,2578.45
1033,2015-10-31,2579.06
1034,2015-11-01,2579.28
1035,2015-11-02,2579.24
1036,2015-11-03,2579.09
1037,2015-11-04,2578.95
1038,2015-11-05,2578.85
1039,2015-11-06,2578.75
1040,2015-11-07,2578.72
1041,2015-11-08,2578.7
1042,2015-11-09,2578.66
1043,2015-11-10,2578.61
1044,2015-11-11,2578.61
1045,2015-11-12,2578.62
1046,2015-11-13,2578.7
1047,2015-11-14,2578.93
1048,2015-11-15,2579.1
1049,2015-11-16,2579.21
1050,2015-11-17,2579.98
1051,2015-11-18,2580.0
1052,2015-11-19,2579.69
1053,2015-11-20,2579.37
1054,2015-11-21,2579.12
1055,2015-11-22,2578.92
1056,2015-11-23,2578.82
1057,2015-11-24,2578.72
1058,2015-11-25,2578.62
1059,2015-11-26,2578.54
1060,2015-11-27,2578.48
1061,2015-11-28,2578.42
1062,2015-11-29,2578.37
1063,2015-11-30,2578.34
1064,2015-12-01,2578.32
1065,2015-12-02,2578.36
1066,2015-12-03,2578.51
1067,2015-12-04,2578.58
1068,2015-12-05,2578.68
1069,2015-12-06,2578.93
1070,2015-12-07,2579.59
1071,2015-12-08,2580.7
1072,2015-12-09,2580.94
1073,2015-12-10,2580.62
1074,2015-12-11,2580.11
1075,2015-12-12,2579.78
1076,2015-12-13,2579.5
1077,2015-12-14,2579.21
1078,2015-12-15,2579.01
1079,2015-12-16,2578.85
1080,2015-12-17,2578.95
1081,2015-12-18,2579.3
1082,2015-12-19,2579.27
1083,2015-12-20,2579.2
1084,2015-12-21,2579.21
1085,2015-12-22,2579.06
1086,2015-12-23,2579.02
1087,2015-12-24,2578.85
1088,2015-12-25,2578.72
1089,2015-12-26,2578.6
1090,2015-12-27,2578.56
1091,2015-12-28,2578.5
1092,2015-12-29,2578.44
1093,2015-12-30,2578.38
1094,2015-12-31,2578.4
1095,2016-01-01,2578.3
1096,2016-01-02,2578.27
1097,2016-01-03,2578.28
1098,2016-01-04,2578.28
1099,2016-01-05,2578.25
1100,2016-01-06,2578.24
1101,2016-01-07,2578.25
1102,2016-01-08,2578.24
1103,2016-01-09,2578.22
1104,2016-01-10,2578.17
1105,2016-01-11,2578.23
1106,2016-01-12,2578.4
1107,2016-01-13,2578.9
1108,2016-01-14,2578.94
1109,2016-01-15,2578.89
1110,2016-01-16,2579.03
1111,2016-01-17,2579.16
1112,2016-01-18,2579.21
1113,2016-01-19,2579.19
1114,2016-01-20,2579.13
1115,2016-01-21,2579.3
1116,2016-01-22,2579.56
1117,2016-01-23,2579.54
1118,2016-01-24,2579.38
1119,2016-01-25,2579.18
1120,2016-01-26,2579.05
1121,2016-01-27,2579.0
1122,2016-01-28,2579.75
1123,2016-01-29,2579.77
1124,2016-01-30,2579.54
1125,2016-01-31,2579.28
1126,2016-02-01,2579.07
1127,2016-02-02,2578.9
1128,2016-02-03,2578.85
1129,2016-02-04,2578.86
1130,2016-02-05,2578.8
1131,2016-02-06,2578.78
1132,2016-02-07,2578.73
1133,2016-02-08,2578.67
1134,2016-02-09,2578.64
1135,2016-02-10,2578.62
1136,2016-02-11,2578.66
1137,2016-02-12,2578.71
1138,2016-02-13,2578.87
1139,2016-02-14,2579.12
1140,2016-02-15,2579.24
1141,2016-02-16,2579.34
1142,2016-02-17,2579.33
1143,2016-02-18,2579.31
1144,2016-02-19,2579.3
1145,2016-02-20,2579.19
1146,2016-02-21,2579.06
1147,2016-02-22,2578.92
1148,2016-02-23,2578.79
1149,2016-02-24,2578.7
1150,2016-02-25,2578.61
1151,2016-02-26,2578.61
1152,2016-02-27,2578.66
1153,2016-02-28,2578.75
1154,2016-02-29,2578.81
1155,2016-03-01,2579.04
1156,2016-03-02,2579.2
1157,2016-03-03,2579.29
1158,2016-03-04,2579.18
1159,2016-03-05,2579.31
1160,2016-03-06,2579.4
1161,2016-03-07,2579.31
1162,2016-03-08,2579.15
1163,2016-03-09,2579.12
1164,2016-03-10,2579.42
1165,2016-03-11,2579.36
1166,2016-03-12,2579.41
1167,2016-03-13,2579.41
1168,2016-03-14,2579.32
1169,2016-03-15,2579.14
1170,2016-03-16,2578.97
1171,2016-03-17,2578.85
1172,2016-03-18,2578.73
1173,2016-03-19,2578.65
1174,2016-03-20,2578.67
1175,2016-03-21,2578.83
1176,2016-03-22,2578.91
1177,2016-03-23,2578.95
1178,2016-03-24,2579.01
1179,2016-03-25,2578.96
1180,2016-03-26,2578.89
1181,2016-03-27,2578.9
1182,2016-03-28,2578.82
1183,2016-03-29,2578.73
1184,2016-03-30,2578.67
1185,2016-03-31,2578.63
1186,2016-04-01,2578.6
1187,2016-04-02,2578.57
1188,2016-04-03,2578.57
1189,2016-04-04,2578.68
1190,2016-04-05,2578.66
1191,2016-04-06,2578.62
1192,2016-04-07,2578.58
1193,2016-04-08,2578.55
1194,2016-04-09,2578.54
1195,2016-04-10,2578.53
1196,2016-04-11,2578.51
1197,2016-04-12,2578.52
1198,2016-04-13,2578.53
1199,2016-04-14,2578.53
1200,2016-04-15,2578.49
1201,2016-04-16,2578.44
1202,2016-04-17,2578.39
1203,2016-04-18,2578.38
1204,2016-04-19,2578.36
1205,2016-04-20,2578.38
1206,2016-04-21,2578.38
1207,2016-04-22,2578.38
1208,2016-04-23,2578.42
1209,2016-04-24,2578.45
1210,2016-04-25,2578.42
1211,2016-04-26,2578.38
1212,2016-04-27,2578.35
1213,2016-04-28,2578.31
1214,2016-04-29,2578.29
1215,2016-04-30,2578.27
1216,2016-05-01,2578.24
1217,2016-05-02,2578.23
1218,2016-05-03,2578.23
1219,2016-05-04,2578.22
1220,2016-05-05,2578.21
1221,2016-05-06,2578.19
1222,2016-05-07,2578.18
1223,2016-05-08,2578.16
1224,2016-05-09,2578.14
1225,2016-05-10,2578.12
1226,2016-05-11,2578.11
1227,2016-05-12,2578.09
1228,2016-05-13,2578.07
1229,2016-05-14,2578.07
1230,2016-05-15,2578.11
1231,2016-05-16,2578.09
1232,2016-05-17,2578.08
1233,2016-05-18,2578.07
1234,2016-05-19,2578.1
1235,2016-05-20,2578.11
1236,2016-05-21,2578.14
1237,2016-05-22,2578.16
1238,2016-05-23,2578.16
1239,2016-05-24,2578.14
1240,2016-05-25,2578.13
1241,2016-05-26,2578.12
1242,2016-05-27,2578.14
1243,2016-05-28,2578.13
1244,2016-05-29,2578.12
1245,2016-05-30,2578.11
1246,2016-05-31,2578.09
1247,2016-06-01,2578.08
1248,2016-06-02,2578.1
1249,2016-06-03,2578.09
1250,2016-06-04,2578.06
1251,2016-06-05,2578.05
1252,2016-06-06,2578.04
1253,2016-06-07,2578.03
1254,2016-06-08,2578.0
1255,2016-06-09,2578.04
1256,2016-06-10,2578.11
1257,2016-06-11,2578.1
1258,2016-06-12,2578.08
1259,2016-06-13,2578.1
1260,2016-06-14,2578.16
1261,2016-06-15,2578.15
1262,2016-06-16,2578.13
1263,2016-06-17,2578.14
1264,2016-06-18,2578.14
1265,2016-06-19,2578.14
1266,2016-06-20,2578.12
1267,2016-06-21,2578.1
1268,2016-06-22,2578.09
1269,2016-06-23,2578.12
1270,2016-06-24,2578.18
1271,2016-06-25,2578.18
1272,2016-06-26,2578.18
1273,2016-06-27,2578.16
1274,2016-06-28,2578.14
1275,2016-06-29,2578.13
1276,2016-06-30,2578.1
1277,2016-07-01,2578.09
1278,2016-07-02,2578.08
1279,2016-07-03,2578.06
1280,2016-07-04,2578.04
1281,2016-07-05,2578.03
1282,2016-07-06,2578.02
1283,2016-07-07,2578.02
1284,2016-07-08,2578.05
1285,2016-07-09,2578.07
1286,2016-07-10,2578.05
1287,2016-07-11,2578.04
1288,2016-07-12,2578.03
1289,2016-07-13,2578.02
1290,2016-07-14,2578.01
1291,2016-07-15,2577.98
1292,2016-07-16,2577.98
1293,2016-07-17,2577.97
1294,2016-07-18,2577.96
1295,2016-07-19,2577.95
1296,2016-07-20,2577.94
1297,2016-07-21,2577.94
1298,2016-07-22,2577.94
1299,2016-07-23,2577.93
1300,2016-07-24,2577.92
1301,2016-07-25,2577.91
1302,2016-07-26,2577.91
1303,2016-07-27,2577.89
1304,2016-07-28,2577.89
1305,2016-07-29,2577.88
1306,2016-07-30,2577.87
1307,2016-07-31,2577.85
1308,2016-08-01,2577.84
1309,2016-08-02,2577.84
1310,2016-08-03,2577.84
1311,2016-08-04,2577.83
1312,2016-08-05,2577.81
1313,2016-08-06,2577.81
1314,2016-08-07,2577.83
1315,2016-08-08,2577.84
1316,2016-08-09,2577.83
1317,2016-08-10,2577.83
1318,2016-08-11,2577.82
1319,2016-08-12,2577.82
1320,2016-08-13,2577.81
1321,2016-08-14,2577.81
1322,2016-08-15,2577.79
1323,2016-08-16,2577.78
1324,2016-08-17,2577.78
1325,2016-08-18,2577.78
1326,2016-08-19,2577.77
1327,2016-08-20,2577.76
1328,2016-08-21,2577.75
1329,2016-08-22,2577.74
1330,2016-08-23,2577.72
1331,2016-08-24,2577.72
1332,2016-08-25,2577.72
1333,2016-08-26,2577.71
1334,2016-08-27,2577.7
1335,2016-08-28,2577.68
1336,2016-08-29,2577.67
1337,2016-08-30,2577.67
1338,2016-08-31,2577.7
1339,2016-09-01,2577.72
1340,2016-09-02,2577.75
1341,2016-09-03,2577.75
1342,2016-09-04,2577.74
1343,2016-09-05,2577.74
1344,2016-09-06,2577.81
1345,2016-09-07,2577.8
1346,2016-09-08,2577.79
1347,2016-09-09,2577.79
1348,2016-09-10,2577.78
1349,2016-09-11,2577.77
1350,2016-09-12,2577.76
1351,2016-09-13,2577.75
1352,2016-09-14,2577.75
1353,2016-09-15,2577.74
1354,2016-09-16,2577.73
1355,2016-09-17,2577.89
1356,2016-09-18,2577.91
1357,2016-09-19,2577.9
1358,2016-09-20,2577.89
1359,2016-09-21,2577.91
1360,2016-09-22,2577.89
1361,2016-09-23,2577.88
1362,2016-09-24,2577.88
1363,2016-09-25,2577.88
1364,2016-09-26,2577.87
1365,2016-09-27,2577.86
1366,2016-09-28,2577.86
1367,2016-09-29,2577.85
1368,2016-09-30,2577.84
1369,2016-10-01,2577.94
1370,2016-10-02,2577.96
1371,2016-10-03,2577.97
1372,2016-10-04,2578.05
1373,2016-10-05,2578.14
1374,2016-10-06,2578.21
1375,2016-10-07,2578.24
1376,2016-10-08,2578.31
1377,2016-10-09,2578.52
1378,2016-10-10,2578.57
1379,2016-10-11,2578.55
1380,2016-10-12,2578.44
1381,2016-10-13,2578.93
1382,2016-10-14,2579.66
1383,2016-10-15,2580.05
1384,2016-10-16,2580.2
1385,2016-10-17,2580.17
1386,2016-10-18,2579.9
1387,2016-10-19,2579.6
1388,2016-10-20,2579.48
1389,2016-10-21,2579.31
1390,2016-10-22,2579.12
1391,2016-10-23,2578.96
1392,2016-10-24,2578.85
1393,2016-10-25,2578.76
1394,2016-10-26,2579.0
1395,2016-10-27,2579.12
1396,2016-10-28,2579.06
1397,2016-10-29,2578.99
1398,2016-10-30,2578.93
1399,2016-10-31,2579.09
1400,2016-11-01,2579.04
1401,2016-11-02,2578.97
1402,2016-11-03,2578.88
1403,2016-11-04,2578.77
1404,2016-11-05,2578.87
1405,2016-11-06,2578.84
1406,2016-11-07,2578.8
1407,2016-11-08,2578.72
1408,2016-11-09,2578.64
1409,2016-11-10,2578.6
1410,2016-11-11,2578.53
1411,2016-11-12,2578.62
1412,2016-11-13,2578.61
1413,2016-11-14,2578.72
1414,2016-11-15,2578.94
1415,2016-11-16,2578.97
1416,2016-11-17,2578.92
1417,2016-11-18,2578.83
1418,2016-11-19,2578.79
1419,2016-11-20,2578.82
1420,2016-11-21,2578.8
1421,2016-11-22,2578.83
1422,2016-11-23,2578.9
1423,2016-11-24,2579.44
1424,2016-11-25,2579.58
1425,2016-11-26,2579.45
1426,2016-11-27,2579.34
1427,2016-11-28,2579.27
1428,2016-11-29,2579.1
1429,2016-11-30,2579.07
1430,2016-12-01,2578.96
1431,2016-12-02,2578.87
1432,2016-12-03,2578.84
1433,2016-12-04,2578.81
1434,2016-12-05,2578.75
1435,2016-12-06,2578.65
1436,2016-12-07,2578.55
1437,2016-12-08,2578.52
1438,2016-12-09,2578.55
1439,2016-12-10,2578.55
1440,2016-12-11,2578.56
1441,2016-12-12,2578.5
1442,2016-12-13,2578.43
1443,2016-12-14,2578.38
1444,2016-12-15,2578.32
1445,2016-12-16,2578.28
1446,2016-12-17,2578.24
1447,2016-12-18,2578.22
1448,2016-12-19,2578.31
1449,2016-12-20,2578.38
1450,2016-12-21,2578.35
1451,2016-12-22,2578.33
1452,2016-12-23,2578.33
1453,2016-12-24,2578.31
1454,2016-12-25,2578.29
1455,2016-12-26,2578.33
1456,2016-12-27,2578.31
1457,2016-12-28,2578.29
1458,2016-12-29,2578.26
1459,2016-12-30,2578.24
1460,2016-12-31,2578.26
1461,2017-01-01,2578.26
1462,2017-01-02,2578.17
1463,2017-01-03,2578.15
1464,2017-01-04,2578.16
1465,2017-01-05,2578.14
1466,2017-01-06,2578.12
1467,2017-01-07,2578.11
1468,2017-01-08,2578.21
1469,2017-01-09,2578.27
1470,2017-01-10,2578.32
1471,2017-01-11,2578.26
1472,2017-01-12,2578.23
1473,2017-01-13,2578.2
1474,2017-01-14,2578.17
1475,2017-01-15,2578.16
1476,2017-01-16,2578.15
1477,2017-01-17,2578.67
1478,2017-01-18,2580.24
1479,2017-01-19,2580.35
1480,2017-01-20,2579.95
1481,2017-01-21,2579.61
1482,2017-01-22,2579.32
1483,2017-01-23,2579.06
1484,2017-01-24,2578.87
1485,2017-01-25,2578.74
1486,2017-01-26,2578.63
1487,2017-01-27,2578.54
1488,2017-01-28,2578.46
1489,2017-01-29,2578.43
1490,2017-01-30,2578.39
1491,2017-01-31,2578.37
1492,2017-02-01,2578.35
1493,2017-02-02,2578.26
1494,2017-02-03,2578.32
1495,2017-02-04,2578.57
1496,2017-02-05,2578.76
1497,2017-02-06,2578.78
1498,2017-02-07,2578.7
1499,2017-02-08,2578.72
1500,2017-02-09,2580.27
1501,2017-02-10,2580.27
1502,2017-02-11,2579.84
1503,2017-02-12,2579.47
1504,2017-02-13,2579.15
1505,2017-02-14,2578.97
1506,2017-02-15,2579.59
1507,2017-02-16,2580.59
1508,2017-02-17,2580.26
1509,2017-02-18,2579.85
1510,2017-02-19,2579.6
1511,2017-02-20,2579.35
1512,2017-02-21,2579.14
1513,2017-02-22,2578.95
1514,2017-02-23,2578.82
1515,2017-02-24,2578.69
1516,2017-02-25,2578.59
1517,2017-02-26,2578.56
1518,2017-02-27,2578.56
1519,2017-02-28,2578.48
1520,2017-03-01,2578.44
1521,2017-03-02,2578.4
1522,2017-03-03,2578.47
1523,2017-03-04,2578.44
1524,2017-03-05,2578.45
1525,2017-03-06,2578.44
1526,2017-03-07,2578.46
1527,2017-03-08,2578.5
1528,2017-03-09,2578.6
1529,2017-03-10,2578.93
1530,2017-03-11,2579.05
1531,2017-03-12,2579.08
1532,2017-03-13,2579.24
1533,2017-03-14,2579.82
1534,2017-03-15,2580.48
1535,2017-03-16,2580.25
1536,2017-03-17,2580.02
1537,2017-03-18,2580.3
1538,2017-03-19,2580.01
1539,2017-03-20,2579.65
1540,2017-03-21,2579.39
1541,2017-03-22,2579.25
1542,2017-03-23,2579.13
1543,2017-03-24,2579.22
1544,2017-03-25,2579.13
1545,2017-03-26,2579.09
1546,2017-03-27,2579.05
1547,2017-03-28,2579.0
1548,2017-03-29,2579.06
1549,2017-03-30,2579.13
1550,2017-03-31,2579.05
1551,2017-04-01,2578.98
1552,2017-04-02,2578.89
1553,2017-04-03,2578.79
1554,2017-04-04,2578.67
1555,2017-04-05,2578.64
1556,2017-04-06,2578.71
1557,2017-04-07,2578.86
1558,2017-04-08,2578.94
1559,2017-04-09,2578.91
1560,2017-04-10,2578.86
1561,2017-04-11,2578.79
1562,2017-04-12,2578.99
1563,2017-04-13,2579.07
1564,2017-04-14,2579.06
1565,2017-04-15,2578.95
1566,2017-04-16,2578.84
1567,2017-04-17,2578.84
1568,2017-04-18,2578.85
1569,2017-04-19,2578.9
1570,2017-04-20,2578.9
1571,2017-04-21,2578.87
1572,2017-04-22,2578.92
1573,2017-04-23,2579.07
1574,2017-04-24,2579.16
1575,2017-04-25,2579.1
1576,2017-04-26,2579.12
1577,2017-04-27,2579.04
1578,2017-04-28,2578.94
1579,2017-04-29,2578.9
1580,2017-04-30,2578.86
1581,2017-05-01,2578.82
1582,2017-05-02,2578.8
1583,2017-05-03,2578.86
1584,2017-05-04,2579.03
1585,2017-05-05,2579.3
1586,2017-05-06,2579.22
1587,2017-05-07,2579.08
1588,2017-05-08,2578.95
1589,2017-05-09,2578.86
1590,2017-05-10,2578.8
1591,2017-05-11,2578.87
1592,2017-05-12,2578.94
1593,2017-05-13,2578.91
1594,2017-05-14,2578.86
1595,2017-05-15,2578.84
1596,2017-05-16,2578.88
1597,2017-05-17,2578.86
1598,2017-05-18,2578.81
1599,2017-05-19,2578.77
1600,2017-05-20,2578.75
1601,2017-05-21,2578.75
1602,2017-05-22,2578.78
1603,2017-05-23,2578.82
1604,2017-05-24,2578.78
1605,2017-05-25,2578.71
1606,2017-05-26,2578.66
1607,2017-05-27,2578.62
1608,2017-05-28,2578.61
1609,2017-05-29,2578.61
1610,2017-05-30,2578.59
1611,2017-05-31,2578.55
1612,2017-06-01,2578.53
1613,2017-06-02,2578.47
1614,2017-06-03,2578.43
1615,2017-06-04,2578.38
1616,2017-06-05,2578.34
1617,2017-06-06,2578.31
1618,2017-06-07,2578.31
1619,2017-06-08,2578.38
1620,2017-06-09,2578.4
1621,2017-06-10,2578.37
1622,2017-06-11,2578.32
1623,2017-06-12,2578.3
1624,2017-06-13,2578.27
1625,2017-06-14,2578.24
1626,2017-06-15,2578.4
1627,2017-06-16,2578.45
1628,2017-06-17,2578.46
1629,2017-06-18,2578.46
1630,2017-06-19,2578.43
1631,2017-06-20,2578.39
1632,2017-06-21,2578.35
1633,2017-06-22,2578.31
1634,2017-06-23,2578.27
1635,2017-06-24,2578.22
1636,2017-06-25,2578.2
1637,2017-06-26,2578.16
1638,2017-06-27,2578.14
1639,2017-06-28,2578.11
1640,2017-06-29,2578.09
1641,2017-06-30,2578.07
1642,2017-07-01,2578.04
1643,2017-07-02,2578.02
1644,2017-07-03,2578.0
1645,2017-07-04,2577.99
1646,2017-07-05,2577.97
1647,2017-07-06,2577.95
1648,2017-07-07,2577.94
1649,2017-07-08,2577.92
1650,2017-07-09,2577.9
1651,2017-07-10,2577.9
1652,2017-07-11,2577.87
1653,2017-07-12,2577.86
1654,2017-07-13,2577.85
1655,2017-07-14,2577.84
1656,2017-07-15,2577.83
1657,2017-07-16,2577.81
1658,2017-07-17,2577.8
1659,2017-07-18,2577.79
1660,2017-07-19,2577.78
1661,2017-07-20,2577.78
1662,2017-07-21,2577.77
1663,2017-07-22,2577.77
1664,2017-07-23,2577.76
1665,2017-07-24,2577.76
1666,2017-07-25,2577.75
1667,2017-07-26,2577.74
1668,2017-07-27,2577.73
1669,2017-07-28,2577.73
1670,2017-07-29,2577.71
1671,2017-07-30,2577.71
1672,2017-07-31,2577.7
1673,2017-08-01,2577.69
1674,2017-08-02,2577.69
1675,2017-08-03,2577.68
1676,2017-08-04,2577.68
1677,2017-08-05,2577.67
1678,2017-08-06,2577.66
1679,2017-08-07,2577.66
1680,2017-08-08,2577.65
1681,2017-08-09,2577.65
1682,2017-08-10,2577.64
1683,2017-08-11,2577.64
1684,2017-08-12,2577.63
1685,2017-08-13,2577.65
1686,2017-08-14,2577.64
1687,2017-08-15,2577.63
1688,2017-08-16,2577.61
1689,2017-08-17,2577.61
1690,2017-08-18,2577.6
1691,2017-08-19,2577.59
1692,2017-08-20,2577.59
1693,2017-08-21,2577.58
1694,2017-08-22,2577.58
1695,2017-08-23,2577.57
1696,2017-08-24,2577.56
1697,2017-08-25,2577.56
1698,2017-08-26,2577.55
1699,2017-08-27,2577.55
1700,2017-08-28,2577.55
1701,2017-08-29,2577.54
1702,2017-08-30,2577.54
1703,2017-08-31,2577.54
1704,2017-09-01,2577.54
1705,2017-09-02,2577.53
1706,2017-09-03,2577.53
1707,2017-09-04,2577.53
1708,2017-09-05,2577.53
1709,2017-09-06,2577.53
1710,2017-09-07,2577.52
1711,2017-09-08,2577.52
1712,2017-09-09,2577.52
1713,2017-09-10,2577.51
1714,2017-09-11,2577.51
1715,2017-09-12,2577.5
1716,2017-09-13,2577.5
1717,2017-09-14,2577.49
1718,2017-09-15,2577.48
1719,2017-09-16,2577.47
1720,2017-09-17,2577.51
1721,2017-09-18,2577.61
1722,2017-09-19,2577.75
1723,2017-09-20,2577.82
1724,2017-09-21,2577.81
1725,2017-09-22,2577.8
1726,2017-09-23,2577.79
1727,2017-09-24,2577.78
1728,2017-09-25,2577.78
1729,2017-09-26,2577.77
1730,2017-09-27,2577.77
1731,2017-09-28,2577.75
1732,2017-09-29,2577.76
1733,2017-09-30,2577.79
1734,2017-10-01,2577.81
1735,2017-10-02,2577.8
1736,2017-10-03,2577.79
1737,2017-10-04,2577.78
1738,2017-10-05,2577.78
1739,2017-10-06,2577.8
1740,2017-10-07,2577.8
1741,2017-10-08,2577.81
1742,2017-10-09,2577.8
1743,2017-10-10,2577.81
1744,2017-10-11,2577.85
1745,2017-10-12,2577.95
1746,2017-10-13,2577.98
1747,2017-10-14,2577.96
1748,2017-10-15,2577.95
1749,2017-10-16,2577.93
1750,2017-10-17,2577.94
1751,2017-10-18,2577.99
1752,2017-10-19,2578.29
1753,2017-10-20,2578.42
1754,2017-10-21,2578.9
1755,2017-10-22,2579.32
1756,2017-10-23,2579.17
1757,2017-10-24,2578.98
1758,2017-10-25,2578.83
1759,2017-10-26,2578.7
1760,2017-10-27,2578.58
1761,2017-10-28,2578.49
1762,2017-10-29,2578.4
1763,2017-10-30,2578.35
1764,2017-10-31,2578.29
1765,2017-11-01,2578.28
1766,2017-11-02,2578.37
1767,2017-11-03,2578.34
1768,2017-11-04,2578.36
1769,2017-11-05,2578.37
1770,2017-11-06,2578.33
1771,2017-11-07,2578.24
1772,2017-11-08,2578.26
1773,2017-11-09,2578.33
1774,2017-11-10,2578.39
1775,2017-11-11,2578.43
1776,2017-11-12,2578.57
1777,2017-11-13,2578.89
1778,2017-11-14,2578.99
1779,2017-11-15,2579.31
1780,2017-11-16,2579.33
1781,2017-11-17,2579.15
1782,2017-11-18,2578.97
1783,2017-11-19,2578.89
1784,2017-11-20,2579.03
1785,2017-11-21,2579.89
1786,2017-11-22,2580.51
1787,2017-11-23,2580.82
1788,2017-11-24,2580.36
1789,2017-11-25,2579.88
1790,2017-11-26,2579.71
1791,2017-11-27,2579.43
1792,2017-11-28,2579.27
1793,2017-11-29,2579.06
1794,2017-11-30,2578.92
1795,2017-12-01,2578.82
1796,2017-12-02,2578.81
1797,2017-12-03,2578.72
1798,2017-12-04,2578.62
1799,2017-12-05,2578.53
1800,2017-12-06,2578.45
1801,2017-12-07,2578.43
1802,2017-12-08,2578.38
1803,2017-12-09,2578.34
1804,2017-12-10,2578.29
1805,2017-12-11,2578.27
1806,2017-12-12,2578.27
1807,2017-12-13,2578.24
1808,2017-12-14,2578.21
1809,2017-12-15,2578.19
1810,2017-12-16,2578.19
1811,2017-12-17,2578.19
1812,2017-12-18,2578.27
1813,2017-12-19,2578.63
1814,2017-12-20,2578.72
1815,2017-12-21,2578.68
1816,2017-12-22,2578.67
1817,2017-12-23,2578.57
1818,2017-12-24,2578.56
1819,2017-12-25,2578.52
1820,2017-12-26,2578.47
1821,2017-12-27,2578.44
1822,2017-12-28,2578.57
1823,2017-12-29,2579.26
1824,2017-12-30,2579.52
1825,2017-12-31,2579.36
1826,2018-01-01,2579.16
