,datetime,SPADA_LAKE_NEAR_STARTUP__WA.
991,2013-09-18,1416.8
992,2013-09-19,1416.4
993,2013-09-20,1416.0
994,2013-09-21,1416.3
995,2013-09-22,1417.3
996,2013-09-23,1418.0
997,2013-09-24,1418.1
998,2013-09-25,1418.2
999,2013-09-26,1418.3
1000,2013-09-27,1421.8
1001,2013-09-28,1426.2
1002,2013-09-29,1429.6
1003,2013-09-30,1431.3
1004,2013-10-01,1432.9
1005,2013-10-02,1433.7
1006,2013-10-03,1434.1
1007,2013-10-04,1434.2
1008,2013-10-05,1434.3
1009,2013-10-06,1435.2
1010,2013-10-07,1437.5
1011,2013-10-08,1438.1
1012,2013-10-09,1438.5
1013,2013-10-10,1438.5
1014,2013-10-11,1438.5
1015,2013-10-12,1438.3
1016,2013-10-13,1438.1
1017,2013-10-14,1437.9
1018,2013-10-15,1437.2
1019,2013-10-16,1436.2
1020,2013-10-17,1435.2
1021,2013-10-18,1434.1
1022,2013-10-19,1433.1
1023,2013-10-20,1432.0
1024,2013-10-21,1430.8
1025,2013-10-22,1429.7
1026,2013-10-23,1428.5
1027,2013-10-24,1427.4
1028,2013-10-25,1426.2
1029,2013-10-26,1425.1
1030,2013-10-27,1424.2
1031,2013-10-28,1422.8
1032,2013-10-29,1421.5
1033,2013-10-30,1420.3
1034,2013-10-31,1419.4
1035,2013-11-01,1419.8
1036,2013-11-02,1419.8
1037,2013-11-03,1419.0
1038,2013-11-04,1419.0
1039,2013-11-05,1419.2
1040,2013-11-06,1421.3
1041,2013-11-07,1423.7
1042,2013-11-08,1424.4
1043,2013-11-09,1424.4
1044,2013-11-10,1424.2
1045,2013-11-11,1424.6
1046,2013-11-12,1424.9
1047,2013-11-13,1424.6
1048,2013-11-14,1425.1
1049,2013-11-15,1425.8
1050,2013-11-16,1425.8
1051,2013-11-17,1428.0
1052,2013-11-18,1433.0
1053,2013-11-19,1433.2
1054,2013-11-20,1432.7
1055,2013-11-21,1432.0
1056,2013-11-22,1431.2
1057,2013-11-23,1430.2
1058,2013-11-24,1429.1
1059,2013-11-25,1428.1
1060,2013-11-26,1427.5
1061,2013-11-27,1427.0
1062,2013-11-28,1426.8
1063,2013-11-29,1426.8
1064,2013-11-30,1426.9
1065,2013-12-01,1431.6
1066,2013-12-02,1432.2
1067,2013-12-03,1431.6
1068,2013-12-04,1430.9
1069,2013-12-05,1429.5
1070,2013-12-06,1428.3
1071,2013-12-07,1427.0
1072,2013-12-08,1425.6
1073,2013-12-09,1424.1
1074,2013-12-10,1423.2
1075,2013-12-11,1421.6
1076,2013-12-12,1421.0
1077,2013-12-13,1420.9
1078,2013-12-14,1421.2
1079,2013-12-15,1421.6
1080,2013-12-16,1421.6
1081,2013-12-17,1421.4
1082,2013-12-18,1420.5
1083,2013-12-19,1420.3
1084,2013-12-20,1420.2
1085,2013-12-21,1420.4
1086,2013-12-22,1424.0
1087,2013-12-23,1425.3
1088,2013-12-24,1425.7
1089,2013-12-25,1425.8
1090,2013-12-26,1426.0
1091,2013-12-27,1426.2
1092,2013-12-28,1426.4
1093,2013-12-29,1426.4
1094,2013-12-30,1426.4
1095,2013-12-31,1426.4
1096,2014-01-01,1426.3
1097,2014-01-02,1426.6
1098,2014-01-03,1427.0
1099,2014-01-04,1427.0
1100,2014-01-05,1426.8
1101,2014-01-06,1426.2
1102,2014-01-07,1426.0
1103,2014-01-08,1426.7
1104,2014-01-09,1427.8
1105,2014-01-10,1429.9
1106,2014-01-11,1434.7
1107,2014-01-12,1437.2
1108,2014-01-13,1440.8
1109,2014-01-14,1442.2
1110,2014-01-15,1442.2
1111,2014-01-16,1441.7
1112,2014-01-17,1441.2
1113,2014-01-18,1440.5
1114,2014-01-19,1439.8
1115,2014-01-20,1438.9
1116,2014-01-21,1437.9
1117,2014-01-22,1437.0
1118,2014-01-23,1436.2
1119,2014-01-24,1435.6
1120,2014-01-25,1435.2
1121,2014-01-26,1434.6
1122,2014-01-27,1433.8
1123,2014-01-28,1433.3
1124,2014-01-29,1434.0
1125,2014-01-30,1434.6
1126,2014-01-31,1434.6
1127,2014-02-01,1434.2
1128,2014-02-02,1433.3
1129,2014-02-03,1432.2
1130,2014-02-04,1431.1
1131,2014-02-05,1429.6
1132,2014-02-06,1428.2
1133,2014-02-07,1426.8
1134,2014-02-08,1425.3
1135,2014-02-09,1423.8
1136,2014-02-10,1422.5
1137,2014-02-11,1421.2
1138,2014-02-12,1422.0
1139,2014-02-13,1422.2
1140,2014-02-14,1422.4
1141,2014-02-15,1422.8
1142,2014-02-16,1423.1
1143,2014-02-17,1423.4
1144,2014-02-18,1423.9
1145,2014-02-19,1424.0
1146,2014-02-20,1424.1
1147,2014-02-21,1424.0
1148,2014-02-22,1423.7
1149,2014-02-23,1422.9
1150,2014-02-24,1422.2
1151,2014-02-25,1421.6
1152,2014-02-26,1421.4
1153,2014-02-27,1421.2
1154,2014-02-28,1421.2
1155,2014-03-01,1421.1
1156,2014-03-02,1421.0
1157,2014-03-03,1423.5
1158,2014-03-04,1426.3
1159,2014-03-05,1430.5
1160,2014-03-06,1435.1
1161,2014-03-07,1437.6
1162,2014-03-08,1439.1
1163,2014-03-09,1445.8
1164,2014-03-10,1447.5
1165,2014-03-11,1447.7
1166,2014-03-12,1447.4
1167,2014-03-13,1446.9
1168,2014-03-14,1447.8
1169,2014-03-15,1448.2
1170,2014-03-16,1450.6
1171,2014-03-17,1449.7
1172,2014-03-18,1449.3
1173,2014-03-19,1449.2
1174,2014-03-20,1448.7
1175,2014-03-21,1448.0
1176,2014-03-22,1447.1
1177,2014-03-23,1446.1
1178,2014-03-24,1445.2
1179,2014-03-25,1444.3
1180,2014-03-26,1443.5
1181,2014-03-27,1442.8
1182,2014-03-28,1442.4
1183,2014-03-29,1442.6
1184,2014-03-30,1442.5
1185,2014-03-31,1441.9
1186,2014-04-01,1441.1
1187,2014-04-02,1440.2
1188,2014-04-03,1439.2
1189,2014-04-04,1438.4
1190,2014-04-05,1438.2
1191,2014-04-06,1438.5
1192,2014-04-07,1438.1
1193,2014-04-08,1438.4
1194,2014-04-09,1438.9
1195,2014-04-10,1438.5
1196,2014-04-11,1437.9
1197,2014-04-12,1437.5
1198,2014-04-13,1436.7
1199,2014-04-14,1435.8
1200,2014-04-15,1435.3
1201,2014-04-16,1435.6
1202,2014-04-17,1437.2
1203,2014-04-18,1438.5
1204,2014-04-19,1438.9
1205,2014-04-20,1438.9
1206,2014-04-21,1438.6
1207,2014-04-22,1438.8
1208,2014-04-23,1439.1
1209,2014-04-24,1440.2
1210,2014-04-25,1440.6
1211,2014-04-26,1440.8
1212,2014-04-27,1441.1
1213,2014-04-28,1441.2
1214,2014-04-29,1441.3
1215,2014-04-30,1441.0
1216,2014-05-01,1440.9
1217,2014-05-02,1441.2
1218,2014-05-03,1441.6
1219,2014-05-04,1442.6
1220,2014-05-05,1443.7
1221,2014-05-06,1444.0
1222,2014-05-07,1443.9
1223,2014-05-08,1443.6
1224,2014-05-09,1444.3
1225,2014-05-10,1444.3
1226,2014-05-11,1443.9
1227,2014-05-12,1443.4
1228,2014-05-13,1443.0
1229,2014-05-14,1442.7
1230,2014-05-15,1442.6
1231,2014-05-16,1442.4
1232,2014-05-17,1441.8
1233,2014-05-18,1441.2
1234,2014-05-19,1440.5
1235,2014-05-20,1439.7
1236,2014-05-21,1438.7
1237,2014-05-22,1438.7
1238,2014-05-23,1439.4
1239,2014-05-24,1440.2
1240,2014-05-25,1440.6
1241,2014-05-26,1441.0
1242,2014-05-27,1441.1
1243,2014-05-28,1441.4
1244,2014-05-29,1441.7
1245,2014-05-30,1441.7
1246,2014-05-31,1441.8
1247,2014-06-01,1442.0
1248,2014-06-02,1442.3
1249,2014-06-03,1442.5
1250,2014-06-04,1442.6
1251,2014-06-05,1442.8
1252,2014-06-06,1442.8
1253,2014-06-07,1442.9
1254,2014-06-08,1443.0
1255,2014-06-09,1443.0
1256,2014-06-10,1443.0
1257,2014-06-11,1442.9
1258,2014-06-12,1442.8
1259,2014-06-13,1443.0
1260,2014-06-14,1443.2
1261,2014-06-15,1443.6
1262,2014-06-16,1444.0
1263,2014-06-17,1444.3
1264,2014-06-18,1444.5
1265,2014-06-19,1444.8
1266,2014-06-20,1445.2
1267,2014-06-21,1445.4
1268,2014-06-22,1445.5
1269,2014-06-23,1445.7
1270,2014-06-24,1445.8
1271,2014-06-25,1445.6
1272,2014-06-26,1445.6
1273,2014-06-27,1446.0
1274,2014-06-28,1446.8
1275,2014-06-29,1447.2
1276,2014-06-30,1447.3
1277,2014-07-01,1447.3
1278,2014-07-02,1447.5
1279,2014-07-03,1447.5
1280,2014-07-04,1447.5
1281,2014-07-05,1447.4
1282,2014-07-06,1447.3
1283,2014-07-07,1447.2
1284,2014-07-08,1447.1
1285,2014-07-09,1447.1
1286,2014-07-10,1447.0
1287,2014-07-11,1446.8
1288,2014-07-12,1446.7
1289,2014-07-13,1446.5
1290,2014-07-14,1446.4
1291,2014-07-15,1446.2
1292,2014-07-16,1446.0
1293,2014-07-17,1445.8
1294,2014-07-18,1445.5
1295,2014-07-19,1445.2
1296,2014-07-20,1445.0
1297,2014-07-21,1444.7
1298,2014-07-22,1444.4
1299,2014-07-23,1444.5
1300,2014-07-24,1445.5
1301,2014-07-25,1445.6
1302,2014-07-26,1445.5
1303,2014-07-27,1445.4
1304,2014-07-28,1445.0
1305,2014-07-29,1444.7
1306,2014-07-30,1444.5
1307,2014-07-31,1444.1
1308,2014-08-01,1443.9
1309,2014-08-02,1443.6
1310,2014-08-03,1443.3
1311,2014-08-04,1443.0
1312,2014-08-05,1442.7
1313,2014-08-06,1442.2
1314,2014-08-07,1441.7
1315,2014-08-08,1441.1
1316,2014-08-09,1440.6
1317,2014-08-10,1440.0
1318,2014-08-11,1439.4
1319,2014-08-12,1438.9
1320,2014-08-13,1439.2
1321,2014-08-14,1438.8
1322,2014-08-15,1438.5
1323,2014-08-16,1437.9
1324,2014-08-17,1437.0
1325,2014-08-18,1435.8
1326,2014-08-19,1434.7
1327,2014-08-20,1433.5
1328,2014-08-21,1432.3
1329,2014-08-22,1431.1
1330,2014-08-23,1429.8
1331,2014-08-24,1428.5
1332,2014-08-25,1427.2
1333,2014-08-26,1425.7
1334,2014-08-27,1424.6
1335,2014-08-28,1424.0
1336,2014-08-29,1423.5
1337,2014-08-30,1423.3
1338,2014-08-31,1423.0
1339,2014-09-01,1422.6
1340,2014-09-02,1422.4
1341,2014-09-03,1423.0
1342,2014-09-04,1422.9
1343,2014-09-05,1422.7
1344,2014-09-06,1422.5
1345,2014-09-07,1422.2
1346,2014-09-08,1421.9
1347,2014-09-09,1421.6
1348,2014-09-10,1421.3
1349,2014-09-11,1420.9
1350,2014-09-12,1419.6
1351,2014-09-13,1418.9
1352,2014-09-14,1418.4
1353,2014-09-15,1417.9
1354,2014-09-16,1417.4
1355,2014-09-17,1417.0
1356,2014-09-18,1416.6
1357,2014-09-19,1416.4
1358,2014-09-20,1416.0
1359,2014-09-21,1415.6
1360,2014-09-22,1415.2
1361,2014-09-23,1414.9
1362,2014-09-24,1415.0
1363,2014-09-25,1415.0
1364,2014-09-26,1415.1
1365,2014-09-27,1415.1
1366,2014-09-28,1414.9
1367,2014-09-29,1414.8
1368,2014-09-30,1415.4
1369,2014-10-01,1415.8
1370,2014-10-02,1415.8
1371,2014-10-03,1415.6
1372,2014-10-04,1415.5
1373,2014-10-05,1415.2
1374,2014-10-06,1415.0
1375,2014-10-07,1414.7
1376,2014-10-08,1414.4
1377,2014-10-09,1414.1
1378,2014-10-10,1413.8
1379,2014-10-11,1414.1
1380,2014-10-12,1414.7
1381,2014-10-13,1414.8
1382,2014-10-14,1415.8
1383,2014-10-15,1417.1
1384,2014-10-16,1418.2
1385,2014-10-17,1418.6
1386,2014-10-18,1419.7
1387,2014-10-19,1420.2
1388,2014-10-20,1421.2
1389,2014-10-21,1422.8
1390,2014-10-22,1425.9
1391,2014-10-23,1428.9
1392,2014-10-24,1429.8
1393,2014-10-25,1430.6
1394,2014-10-26,1434.5
1395,2014-10-27,1435.1
1396,2014-10-28,1435.2
1397,2014-10-29,1435.7
1398,2014-10-30,1435.5
1399,2014-10-31,1435.6
1400,2014-11-01,1435.3
1401,2014-11-02,1434.7
1402,2014-11-03,1436.3
1403,2014-11-04,1441.5
1404,2014-11-05,1440.6
1405,2014-11-06,1441.3
1406,2014-11-07,1441.5
1407,2014-11-08,1441.1
1408,2014-11-09,1440.8
1409,2014-11-10,1440.2
1410,2014-11-11,1439.4
1411,2014-11-12,1438.4
1412,2014-11-13,1437.3
1413,2014-11-14,1436.1
1414,2014-11-15,1434.9
1415,2014-11-16,1433.7
1416,2014-11-17,1432.4
1417,2014-11-18,1431.1
1418,2014-11-19,1429.7
1419,2014-11-20,1428.4
1420,2014-11-21,1427.9
1421,2014-11-22,1428.3
1422,2014-11-23,1429.2
1423,2014-11-24,1429.2
1424,2014-11-25,1433.7
1425,2014-11-26,1437.2
1426,2014-11-27,1441.3
1427,2014-11-28,1448.6
1428,2014-11-29,1449.5
1429,2014-11-30,1449.3
1430,2014-12-01,1448.6
1431,2014-12-02,1447.8
1432,2014-12-03,1446.8
1433,2014-12-04,1445.8
1434,2014-12-05,1445.1
1435,2014-12-06,1445.0
1436,2014-12-07,1444.7
1437,2014-12-08,1443.9
1438,2014-12-09,1444.0
1439,2014-12-10,1444.1
1440,2014-12-11,1444.1
1441,2014-12-12,1443.6
1442,2014-12-13,1443.0
1443,2014-12-14,1442.2
1444,2014-12-15,1441.1
1445,2014-12-16,1440.0
1446,2014-12-17,1438.9
1447,2014-12-18,1437.9
1448,2014-12-19,1437.0
1449,2014-12-20,1437.1
1450,2014-12-21,1438.9
1451,2014-12-22,1439.3
1452,2014-12-23,1440.6
1453,2014-12-24,1441.3
1454,2014-12-25,1441.2
1455,2014-12-26,1440.8
1456,2014-12-27,1441.2
1457,2014-12-28,1441.3
1458,2014-12-29,1441.2
1459,2014-12-30,1440.7
1460,2014-12-31,1439.6
1461,2015-01-01,1438.5
1462,2015-01-02,1437.2
1463,2015-01-03,1435.9
1464,2015-01-04,1435.7
1465,2015-01-05,1444.1
1466,2015-01-06,1445.6
1467,2015-01-07,1445.5
1468,2015-01-08,1445.0
1469,2015-01-09,1444.3
1470,2015-01-10,1443.4
1471,2015-01-11,1442.6
1472,2015-01-12,1441.5
1473,2015-01-13,1440.4
1474,2015-01-14,1439.2
1475,2015-01-15,1438.0
1476,2015-01-16,1437.1
1477,2015-01-17,1436.3
1478,2015-01-18,1437.6
1479,2015-01-19,1437.4
1480,2015-01-20,1436.8
1481,2015-01-21,1435.9
1482,2015-01-22,1434.8
1483,2015-01-23,1435.9
1484,2015-01-24,1438.3
1485,2015-01-25,1438.5
1486,2015-01-26,1437.9
1487,2015-01-27,1437.2
1488,2015-01-28,1436.3
1489,2015-01-29,1435.1
1490,2015-01-30,1434.0
1491,2015-01-31,1432.7
1492,2015-02-01,1431.5
1493,2015-02-02,1431.1
1494,2015-02-03,1430.5
1495,2015-02-04,1429.6
1496,2015-02-05,1430.8
1497,2015-02-06,1434.8
1498,2015-02-07,1438.1
1499,2015-02-08,1440.1
1500,2015-02-09,1440.3
1501,2015-02-10,1441.1
1502,2015-02-11,1441.0
1503,2015-02-12,1440.4
1504,2015-02-13,1439.5
1505,2015-02-14,1439.3
1506,2015-02-15,1438.5
1507,2015-02-16,1437.4
1508,2015-02-17,1436.1
1509,2015-02-18,1434.8
1510,2015-02-19,1434.2
1511,2015-02-20,1433.8
1512,2015-02-21,1433.4
1513,2015-02-22,1433.1
1514,2015-02-23,1432.9
1515,2015-02-24,1432.6
1516,2015-02-25,1432.5
1517,2015-02-26,1432.2
1518,2015-02-27,1432.0
1519,2015-02-28,1431.8
1520,2015-03-01,1431.5
1521,2015-03-02,1431.2
1522,2015-03-03,1430.8
1523,2015-03-04,1430.5
1524,2015-03-05,1430.1
1525,2015-03-06,1429.8
1526,2015-03-07,1429.6
1527,2015-03-08,1429.2
1528,2015-03-09,1429.0
1529,2015-03-10,1428.5
1530,2015-03-11,1428.5
1531,2015-03-12,1428.5
1532,2015-03-13,1428.4
1533,2015-03-14,1430.3
1534,2015-03-15,1431.8
1535,2015-03-16,1432.9
1536,2015-03-17,1433.3
1537,2015-03-18,1433.5
1538,2015-03-19,1433.5
1539,2015-03-20,1433.5
1540,2015-03-21,1433.9
1541,2015-03-22,1434.2
1542,2015-03-23,1434.4
1543,2015-03-24,1434.6
1544,2015-03-25,1436.3
1545,2015-03-26,1437.8
1546,2015-03-27,1438.5
1547,2015-03-28,1440.2
1548,2015-03-29,1441.0
1549,2015-03-30,1441.5
1550,2015-03-31,1442.3
1551,2015-04-01,1442.8
1552,2015-04-02,1443.1
1553,2015-04-03,1443.2
1554,2015-04-04,1443.4
1555,2015-04-05,1443.4
1556,2015-04-06,1443.4
1557,2015-04-07,1443.4
1558,2015-04-08,1443.4
1559,2015-04-09,1443.3
1560,2015-04-10,1443.2
1561,2015-04-11,1443.7
1562,2015-04-12,1443.9
1563,2015-04-13,1444.1
1564,2015-04-14,1444.4
1565,2015-04-15,1444.4
1566,2015-04-16,1444.6
1567,2015-04-17,1444.8
1568,2015-04-18,1445.0
1569,2015-04-19,1445.3
1570,2015-04-20,1445.2
1571,2015-04-21,1445.1
1572,2015-04-22,1444.7
1573,2015-04-23,1444.3
1574,2015-04-24,1444.1
1575,2015-04-25,1443.8
1576,2015-04-26,1443.4
1577,2015-04-27,1443.4
1578,2015-04-28,1443.4
1579,2015-04-29,1443.5
1580,2015-04-30,1443.5
1581,2015-05-01,1443.4
1582,2015-05-02,1443.4
1583,2015-05-03,1443.0
1584,2015-05-04,1442.8
1585,2015-05-05,1442.8
1586,2015-05-06,1442.8
1587,2015-05-07,1442.6
1588,2015-05-08,1442.6
1589,2015-05-09,1442.5
1590,2015-05-10,1442.4
1591,2015-05-11,1441.3
1592,2015-05-12,1441.1
1593,2015-05-13,1441.0
1594,2015-05-14,1440.9
1595,2015-05-15,1440.7
1596,2015-05-16,1440.6
1597,2015-05-17,1440.4
1598,2015-05-18,1440.2
1599,2015-05-19,1440.0
1600,2015-05-20,1439.8
1601,2015-05-21,1439.7
1602,2015-05-22,1439.5
1603,2015-05-23,1439.3
1604,2015-05-24,1439.0
1605,2015-05-25,1438.8
1606,2015-05-26,1438.5
1607,2015-05-27,1438.2
1608,2015-05-28,1437.9
1609,2015-05-29,1437.6
1610,2015-05-30,1437.2
1611,2015-05-31,1436.9
1612,2015-06-01,1436.7
1613,2015-06-02,1436.4
1614,2015-06-03,1436.3
1615,2015-06-04,1435.9
1616,2015-06-05,1435.8
1617,2015-06-06,1435.5
1618,2015-06-07,1435.2
1619,2015-06-08,1434.9
1620,2015-06-09,1434.6
1621,2015-06-10,1434.4
1622,2015-06-11,1434.0
1623,2015-06-12,1433.6
1624,2015-06-13,1433.2
1625,2015-06-14,1432.9
1626,2015-06-15,1432.4
1627,2015-06-16,1432.1
1628,2015-06-17,1431.6
1629,2015-06-18,1431.2
1630,2015-06-19,1430.8
1631,2015-06-20,1430.3
1632,2015-06-21,1429.8
1633,2015-06-22,1429.3
1634,2015-06-23,1428.8
1635,2015-06-24,1428.3
1636,2015-06-25,1427.8
1637,2015-06-26,1427.4
1638,2015-06-27,1426.8
1639,2015-06-28,1426.4
1640,2015-06-29,1425.9
1641,2015-06-30,1425.3
1642,2015-07-01,1424.8
1643,2015-07-02,1424.3
1644,2015-07-03,1423.8
1645,2015-07-04,1423.3
1646,2015-07-05,1422.7
1647,2015-07-06,1422.2
1648,2015-07-07,1421.8
1649,2015-07-08,1421.2
1650,2015-07-09,1420.6
1651,2015-07-10,1420.1
1652,2015-07-11,1419.5
1653,2015-07-12,1419.0
1654,2015-07-13,1418.6
1655,2015-07-14,1418.1
1656,2015-07-15,1417.8
1657,2015-07-16,1417.3
1658,2015-07-17,1416.8
1659,2015-07-18,1416.4
1660,2015-07-19,1415.8
1661,2015-07-20,1415.3
1662,2015-07-21,1414.9
1663,2015-07-22,1414.3
1664,2015-07-23,1413.8
1665,2015-07-24,1413.3
1666,2015-07-25,1412.9
1667,2015-07-26,1412.5
1668,2015-07-27,1411.9
1669,2015-07-28,1411.5
1670,2015-07-29,1411.2
1671,2015-07-30,1410.8
1672,2015-07-31,1410.4
1673,2015-08-01,1410.0
1674,2015-08-02,1409.6
1675,2015-08-03,1409.2
1676,2015-08-04,1408.6
1677,2015-08-05,1408.2
1678,2015-08-06,1407.7
1679,2015-08-07,1407.2
1680,2015-08-08,1406.8
1681,2015-08-09,1406.4
1682,2015-08-10,1406.0
1683,2015-08-11,1405.5
1684,2015-08-12,1405.0
1685,2015-08-13,1404.5
1686,2015-08-14,1404.2
1687,2015-08-15,1403.8
1688,2015-08-16,1403.4
1689,2015-08-17,1402.9
1690,2015-08-18,1402.4
1691,2015-08-19,1401.9
1692,2015-08-20,1401.4
1693,2015-08-21,1400.9
1694,2015-08-22,1400.5
1695,2015-08-23,1400.1
1696,2015-08-24,1399.7
1697,2015-08-25,1399.3
1698,2015-08-26,1399.0
1699,2015-08-27,1398.6
1700,2015-08-28,1398.2
1701,2015-08-29,1398.2
1702,2015-08-30,1398.9
1703,2015-08-31,1400.1
1704,2015-09-01,1402.1
1705,2015-09-02,1403.6
1706,2015-09-03,1404.3
1707,2015-09-04,1404.7
1708,2015-09-05,1404.8
1709,2015-09-06,1405.1
1710,2015-09-07,1405.2
1711,2015-09-08,1405.1
1712,2015-09-09,1405.0
1713,2015-09-10,1404.9
1714,2015-09-11,1404.7
1715,2015-09-12,1403.9
1716,2015-09-13,1403.4
1717,2015-09-14,1403.1
1718,2015-09-15,1402.8
1719,2015-09-16,1402.4
1720,2015-09-17,1402.2
1721,2015-09-18,1402.0
1722,2015-09-19,1401.7
1723,2015-09-20,1401.9
1724,2015-09-21,1402.4
1725,2015-09-22,1402.5
1726,2015-09-23,1402.4
1727,2015-09-24,1402.2
1728,2015-09-25,1402.0
1729,2015-09-26,1401.8
1730,2015-09-27,1401.6
1731,2015-09-28,1401.4
1732,2015-09-29,1401.1
1733,2015-09-30,1400.8
1734,2015-10-01,1400.6
1735,2015-10-02,1400.3
1736,2015-10-03,1400.0
1737,2015-10-04,1399.8
1738,2015-10-05,1399.5
1739,2015-10-06,1399.2
1740,2015-10-07,1399.1
1741,2015-10-08,1398.9
1742,2015-10-09,1398.7
1743,2015-10-10,1400.9
1744,2015-10-11,1402.8
1745,2015-10-12,1403.2
1746,2015-10-13,1404.0
1747,2015-10-14,1404.4
1748,2015-10-15,1404.6
1749,2015-10-16,1404.7
1750,2015-10-17,1404.5
1751,2015-10-18,1404.4
1752,2015-10-19,1404.3
1753,2015-10-20,1404.5
1754,2015-10-21,1404.4
1755,2015-10-22,1404.4
1756,2015-10-23,1404.3
1757,2015-10-24,1404.3
1758,2015-10-25,1404.2
1759,2015-10-26,1404.2
1760,2015-10-27,1404.2
1761,2015-10-28,1404.3
1762,2015-10-29,1405.2
1763,2015-10-30,1409.9
1764,2015-10-31,1421.4
1765,2015-11-01,1427.4
1766,2015-11-02,1430.1
1767,2015-11-03,1430.2
1768,2015-11-04,1429.8
1769,2015-11-05,1429.2
1770,2015-11-06,1428.4
1771,2015-11-07,1428.1
1772,2015-11-08,1428.4
1773,2015-11-09,1428.0
1774,2015-11-10,1427.2
1775,2015-11-11,1427.0
1776,2015-11-12,1427.0
1777,2015-11-13,1439.1
1778,2015-11-14,1442.8
1779,2015-11-15,1443.8
1780,2015-11-16,1444.0
1781,2015-11-17,1445.06
1782,2015-11-18,1446.12
1783,2015-11-19,1447.18
1784,2015-11-20,1448.24
1785,2015-11-21,1449.3
1786,2015-11-22,1448.4
1787,2015-11-23,1447.5
1788,2015-11-24,1446.5
1789,2015-11-25,1445.5
1790,2015-11-26,1444.4
1791,2015-11-27,1443.2
1792,2015-11-28,1442.0
1793,2015-11-29,1440.7
1794,2015-11-30,1439.5
1795,2015-12-01,1438.2
1796,2015-12-02,1437.0
1797,2015-12-03,1436.5
1798,2015-12-04,1436.3
1799,2015-12-05,1436.1
1800,2015-12-06,1436.8
1801,2015-12-07,1437.2
1802,2015-12-08,1445.0
1803,2015-12-09,1450.7
1804,2015-12-10,1450.4
1805,2015-12-11,1449.7
1806,2015-12-12,1449.3
1807,2015-12-13,1448.9
1808,2015-12-14,1448.2
1809,2015-12-15,1447.5
1810,2015-12-16,1446.5
1811,2015-12-17,1445.6
1812,2015-12-18,1445.0
1813,2015-12-19,1444.1
1814,2015-12-20,1443.4
1815,2015-12-21,1442.5
1816,2015-12-22,1441.5
1817,2015-12-23,1440.7
1818,2015-12-24,1439.7
1819,2015-12-25,1438.4
1820,2015-12-26,1437.2
1821,2015-12-27,1435.9
1822,2015-12-28,1434.5
1823,2015-12-29,1433.1
1824,2015-12-30,1431.6
1825,2015-12-31,1430.2
1826,2016-01-01,1428.8
1827,2016-01-02,1427.2
1828,2016-01-03,1425.8
1829,2016-01-04,1424.3
1830,2016-01-05,1422.9
1831,2016-01-06,1421.2
1832,2016-01-07,1420.3
1833,2016-01-08,1419.6
1834,2016-01-09,1418.8
1835,2016-01-10,1418.0
1836,2016-01-11,1417.3
1837,2016-01-12,1417.1
1838,2016-01-13,1418.4
1839,2016-01-14,1418.8
1840,2016-01-15,1419.1
1841,2016-01-16,1419.6
1842,2016-01-17,1420.8
1843,2016-01-18,1421.8
1844,2016-01-19,1422.2
1845,2016-01-20,1422.5
1846,2016-01-21,1424.4
1847,2016-01-22,1426.8
1848,2016-01-23,1428.0
1849,2016-01-24,1428.8
1850,2016-01-25,1429.0
1851,2016-01-26,1430.5
1852,2016-01-27,1433.0
1853,2016-01-28,1439.3
1854,2016-01-29,1440.4
1855,2016-01-30,1440.4
1856,2016-01-31,1440.0
1857,2016-02-01,1439.3
1858,2016-02-02,1438.5
1859,2016-02-03,1437.5
1860,2016-02-04,1436.9
1861,2016-02-05,1436.1
1862,2016-02-06,1435.5
1863,2016-02-07,1434.8
1864,2016-02-08,1434.1
1865,2016-02-09,1434.0
1866,2016-02-10,1433.7
1867,2016-02-11,1433.5
1868,2016-02-12,1435.3
1869,2016-02-13,1436.0
1870,2016-02-14,1438.2
1871,2016-02-15,1446.8
1872,2016-02-16,1450.6
1873,2016-02-17,1450.9
1874,2016-02-18,1450.8
1875,2016-02-19,1450.5
1876,2016-02-20,1450.2
1877,2016-02-21,1449.6
1878,2016-02-22,1448.8
1879,2016-02-23,1448.0
1880,2016-02-24,1446.7
1881,2016-02-25,1445.7
1882,2016-02-26,1444.7
1883,2016-02-27,1443.9
1884,2016-02-28,1443.3
1885,2016-02-29,1442.6
1886,2016-03-01,1442.8
1887,2016-03-02,1442.8
1888,2016-03-03,1443.1
1889,2016-03-04,1442.6
1890,2016-03-05,1442.4
1891,2016-03-06,1442.4
1892,2016-03-07,1441.9
1893,2016-03-08,1441.3
1894,2016-03-09,1440.9
1895,2016-03-10,1440.8
1896,2016-03-11,1440.2
1897,2016-03-12,1439.9
1898,2016-03-13,1439.3
1899,2016-03-14,1438.7
1900,2016-03-15,1438.1
1901,2016-03-16,1437.3
1902,2016-03-17,1436.3
1903,2016-03-18,1435.3
1904,2016-03-19,1434.2
1905,2016-03-20,1433.3
1906,2016-03-21,1432.8
1907,2016-03-22,1433.0
1908,2016-03-23,1433.5
1909,2016-03-24,1434.1
1910,2016-03-25,1434.2
1911,2016-03-26,1434.1
1912,2016-03-27,1434.5
1913,2016-03-28,1434.8
1914,2016-03-29,1434.8
1915,2016-03-30,1434.6
1916,2016-03-31,1434.2
1917,2016-04-01,1434.1
1918,2016-04-02,1434.3
1919,2016-04-03,1434.4
1920,2016-04-04,1435.2
1921,2016-04-05,1435.0
