,datetime,LEMOLO_LAKE_NEAR_TOKETEE_FALLS__OR.tsv
983,2015-09-11,4143.45
984,2015-09-12,4143.19
985,2015-09-13,4142.86
986,2015-09-14,4142.55
987,2015-09-15,4142.29
988,2015-09-16,4141.92
989,2015-09-17,4141.87
990,2015-09-18,4141.66
991,2015-09-19,4141.38
992,2015-09-20,4141.09
993,2015-09-21,4140.69
994,2015-09-22,4140.39
995,2015-09-23,4140.13
996,2015-09-24,4139.68
997,2015-09-25,4139.38
998,2015-09-26,4139.08
999,2015-09-27,4138.79
1000,2015-09-28,4138.28
1001,2015-09-29,4137.9
1002,2015-09-30,4137.47
1003,2015-10-01,4137.07
1004,2015-10-02,4136.6
1005,2015-10-03,4136.1
1006,2015-10-04,4135.73
1007,2015-10-05,4135.47
1008,2015-10-06,4134.92
1009,2015-10-07,4134.53
1010,2015-10-08,4134.19
1011,2015-10-09,4133.68
1012,2015-10-10,4133.43
1013,2015-10-11,4133.12
1014,2015-10-12,4132.8
1015,2015-10-13,4132.46
1016,2015-10-14,4132.17
1017,2015-10-15,4131.83
1018,2015-10-16,4131.41
1019,2015-10-17,4131.17
1020,2015-10-18,4130.7
1021,2015-10-19,4130.34
1022,2015-10-20,4130.07
1023,2015-10-21,4129.64
1024,2015-10-22,4129.38
1025,2015-10-23,4129.25
1026,2015-10-24,4128.78
1027,2015-10-25,4128.63
1028,2015-10-26,4128.24
1029,2015-10-27,4128.03
1030,2015-10-28,4127.63
1031,2015-10-29,4127.46
1032,2015-10-30,4127.13
1033,2015-10-31,4126.92
1034,2015-11-01,4126.8
1035,2015-11-02,4126.49
1036,2015-11-03,4126.22
1037,2015-11-04,4125.84
1038,2015-11-05,4125.48
1039,2015-11-06,4125.24
1040,2015-11-07,4124.81
1041,2015-11-08,4124.73
1042,2015-11-09,4124.58
1043,2015-11-10,4124.13
1044,2015-11-11,4123.85
1045,2015-11-12,4123.59
1046,2015-11-13,4123.5
1047,2015-11-14,4123.51
1048,2015-11-15,4123.61
1049,2015-11-16,4123.61
1050,2015-11-17,4123.83
1051,2015-11-18,4123.61
1052,2015-11-19,4123.52
1053,2015-11-20,4123.47
1054,2015-11-21,4123.48
1055,2015-11-22,4123.51
1056,2015-11-23,4123.42
1057,2015-11-24,4123.42
1058,2015-11-25,4123.41
1059,2015-11-26,4123.4
1060,2015-11-27,4123.29
1061,2015-11-28,4123.32
1062,2015-11-29,4123.39
1063,2015-11-30,4123.49
1064,2015-12-01,4123.6
1065,2015-12-02,4124.04
1066,2015-12-03,4124.29
1067,2015-12-04,4124.18
1068,2015-12-05,4124.19
1069,2015-12-06,4124.27
1070,2015-12-07,4124.67
1071,2015-12-08,4124.52
1072,2015-12-09,4124.69
1073,2015-12-10,4125.02
1074,2015-12-11,4124.59
1075,2015-12-12,4124.47
1076,2015-12-13,4126.32
1077,2015-12-14,4127.44
1078,2015-12-15,4128.1
1079,2015-12-16,4128.43
1080,2015-12-17,4128.74
1081,2015-12-18,4128.7
1082,2015-12-19,4128.86
1083,2015-12-20,4128.45
1084,2015-12-21,4129.14
1085,2015-12-22,4129.22
1086,2015-12-23,4129.13
1087,2015-12-24,4128.72
1088,2015-12-25,4128.33
1089,2015-12-26,4127.85
1090,2015-12-27,4127.25
1091,2015-12-28,4126.83
1092,2015-12-29,4126.54
1093,2015-12-30,4126.33
1094,2015-12-31,4125.86
1095,2016-01-01,4125.48
1096,2016-01-02,4125.34
1097,2016-01-03,4125.57
1098,2016-01-04,4125.73
1099,2016-01-05,4125.49
1100,2016-01-06,4125.3
1101,2016-01-07,4125.02
1102,2016-01-08,4124.99
1103,2016-01-09,4124.82
1104,2016-01-10,4124.78
1105,2016-01-11,4124.72
1106,2016-01-12,4124.73
1107,2016-01-13,4124.71
1108,2016-01-14,4124.6
1109,2016-01-15,4124.58
1110,2016-01-16,4124.65
1111,2016-01-17,4124.73
1112,2016-01-18,4124.71
1113,2016-01-19,4124.76
1114,2016-01-20,4124.6
1115,2016-01-21,4124.56
1116,2016-01-22,4124.67
1117,2016-01-23,4124.83
1118,2016-01-24,4124.89
1119,2016-01-25,4124.83
1120,2016-01-26,4124.76
1121,2016-01-27,4124.73
1122,2016-01-28,4124.91
1123,2016-01-29,4125.34
1124,2016-01-30,4125.57
1125,2016-01-31,4125.6
1126,2016-02-01,4125.36
1127,2016-02-02,4124.96
1128,2016-02-03,4125.0
1129,2016-02-04,4124.85
1130,2016-02-05,4124.77
1131,2016-02-06,4124.77
1132,2016-02-07,4124.84
1133,2016-02-08,4124.77
1134,2016-02-09,4124.81
1135,2016-02-10,4124.59
1136,2016-02-11,4124.58
1137,2016-02-12,4124.38
1138,2016-02-13,4124.51
1139,2016-02-14,4124.62
1140,2016-02-15,4124.99
1141,2016-02-16,4125.06
1142,2016-02-17,4125.28
1143,2016-02-18,4125.49
1144,2016-02-19,4125.48
1145,2016-02-20,4125.2
1146,2016-02-21,4125.18
1147,2016-02-22,4125.08
1148,2016-02-23,4124.95
1149,2016-02-24,4124.95
1150,2016-02-25,4124.68
1151,2016-02-26,4124.58
1152,2016-02-27,4124.63
1153,2016-02-28,4124.49
1154,2016-02-29,4124.57
1155,2016-03-01,4124.5
1156,2016-03-02,4124.67
1157,2016-03-03,4124.73
1158,2016-03-04,4124.82
1159,2016-03-05,4125.21
1160,2016-03-06,4126.02
1161,2016-03-07,4126.58
1162,2016-03-08,4126.91
1163,2016-03-09,4127.08
1164,2016-03-10,4127.11
1165,2016-03-11,4127.09
1166,2016-03-12,4126.88
1167,2016-03-13,4126.78
1168,2016-03-14,4126.76
1169,2016-03-15,4126.41
1170,2016-03-16,4126.1
1171,2016-03-17,4125.89
1172,2016-03-18,4125.77
1173,2016-03-19,4125.48
1174,2016-03-20,4125.23
1175,2016-03-21,4125.3
1176,2016-03-22,4125.38
1177,2016-03-23,4125.21
1178,2016-03-24,4125.33
1179,2016-03-25,4125.34
1180,2016-03-26,4125.17
1181,2016-03-27,4125.12
1182,2016-03-28,4125.08
1183,2016-03-29,4124.94
1184,2016-03-30,4125.1
1185,2016-03-31,4125.21
1186,2016-04-01,4125.35
1187,2016-04-02,4125.49
1188,2016-04-03,4125.78
1189,2016-04-04,4126.47
1190,2016-04-05,4126.98
1191,2016-04-06,4127.49
1192,2016-04-07,4128.14
1193,2016-04-08,4128.83
1194,2016-04-09,4129.9
1195,2016-04-10,4131.0
1196,2016-04-11,4131.94
1197,2016-04-12,4132.93
1198,2016-04-13,4133.67
1199,2016-04-14,4134.63
1200,2016-04-15,4135.22
1201,2016-04-16,4135.62
1202,2016-04-17,4136.11
1203,2016-04-18,4136.53
1204,2016-04-19,4137.07
1205,2016-04-20,4137.8
1206,2016-04-21,4138.52
1207,2016-04-22,4139.26
1208,2016-04-23,4140.07
1209,2016-04-24,4140.79
1210,2016-04-25,4141.5
1211,2016-04-26,4142.1
1212,2016-04-27,4142.51
1213,2016-04-28,4142.75
1214,2016-04-29,4143.01
1215,2016-04-30,4143.22
1216,2016-05-01,4143.33
1217,2016-05-02,4143.75
1218,2016-05-03,4144.03
1219,2016-05-04,4144.27
1220,2016-05-05,4144.53
1221,2016-05-06,4144.98
1222,2016-05-07,4145.43
1223,2016-05-08,4145.7
1224,2016-05-09,4145.89
1225,2016-05-10,4146.11
1226,2016-05-11,4146.21
1227,2016-05-12,4146.33
1228,2016-05-13,4146.47
1229,2016-05-14,4146.61
1230,2016-05-15,4146.75
1231,2016-05-16,4146.81
1232,2016-05-17,4146.85
1233,2016-05-18,4146.86
1234,2016-05-19,4146.95
1235,2016-05-20,4146.95
1236,2016-05-21,4146.96
1237,2016-05-22,4147.02
1238,2016-05-23,4147.03
1239,2016-05-24,4147.11
1240,2016-05-25,4147.19
1241,2016-05-26,4147.47
1242,2016-05-27,4147.62
1243,2016-05-28,4147.61
1244,2016-05-29,4147.72
1245,2016-05-30,4147.78
1246,2016-05-31,4147.73
1247,2016-06-01,4147.84
1248,2016-06-02,4147.94
1249,2016-06-03,4148.06
1250,2016-06-04,4148.1
1251,2016-06-05,4148.22
1252,2016-06-06,4148.25
1253,2016-06-07,4148.1
1254,2016-06-08,4147.92
1255,2016-06-09,4147.82
1256,2016-06-10,4147.75
1257,2016-06-11,4147.66
1258,2016-06-12,4147.59
1259,2016-06-13,4147.6
1260,2016-06-14,4147.63
1261,2016-06-15,4147.55
1262,2016-06-16,4147.51
1263,2016-06-17,4147.52
1264,2016-06-18,4147.58
1265,2016-06-19,4147.57
1266,2016-06-20,4147.52
1267,2016-06-21,4147.5
1268,2016-06-22,4147.5
1269,2016-06-23,4147.5
1270,2016-06-24,4147.49
1271,2016-06-25,4147.53
1272,2016-06-26,4147.51
1273,2016-06-27,4147.52
1274,2016-06-28,4147.51
1275,2016-06-29,4147.51
1276,2016-06-30,4147.5
1277,2016-07-01,4147.5
1278,2016-07-02,4147.48
1279,2016-07-03,4147.49
1280,2016-07-04,4147.49
1281,2016-07-05,4147.5
1282,2016-07-06,4147.46
1283,2016-07-07,4147.43
1284,2016-07-08,4147.48
1285,2016-07-09,4147.69
1286,2016-07-10,4147.87
1287,2016-07-11,4147.93
1288,2016-07-12,4147.86
1289,2016-07-13,4147.78
1290,2016-07-14,4147.7
1291,2016-07-15,4147.59
1292,2016-07-16,4147.48
1293,2016-07-17,4147.42
1294,2016-07-18,4147.38
1295,2016-07-19,4147.39
1296,2016-07-20,4147.39
1297,2016-07-21,4147.37
1298,2016-07-22,4147.39
1299,2016-07-23,4147.39
1300,2016-07-24,4147.39
1301,2016-07-25,4147.42
1302,2016-07-26,4147.49
1303,2016-07-27,4147.56
1304,2016-07-28,4147.62
1305,2016-07-29,4147.68
1306,2016-07-30,4147.73
1307,2016-07-31,4147.77
1308,2016-08-01,4147.8
1309,2016-08-02,4147.83
1310,2016-08-03,4147.86
1311,2016-08-04,4147.88
1312,2016-08-05,4147.9
1313,2016-08-06,4147.91
1314,2016-08-07,4147.91
1315,2016-08-08,4147.91
1316,2016-08-09,4147.93
1317,2016-08-10,4147.94
1318,2016-08-11,4147.95
1319,2016-08-12,4147.94
1320,2016-08-13,4147.93
1321,2016-08-14,4147.93
1322,2016-08-15,4147.92
1323,2016-08-16,4147.88
1324,2016-08-17,4147.92
1325,2016-08-18,4147.95
1326,2016-08-19,4147.96
1327,2016-08-20,4147.97
1328,2016-08-21,4147.97
1329,2016-08-22,4147.97
1330,2016-08-23,4147.96
1331,2016-08-24,4147.95
1332,2016-08-25,4147.94
1333,2016-08-26,4147.94
1334,2016-08-27,4147.91
1335,2016-08-28,4147.88
1336,2016-08-29,4147.86
1337,2016-08-30,4147.84
1338,2016-08-31,4147.81
1339,2016-09-01,4147.79
1340,2016-09-02,4147.77
1341,2016-09-03,4147.73
1342,2016-09-04,4147.66
1343,2016-09-05,4147.53
1344,2016-09-06,4147.43
1345,2016-09-07,4147.28
1346,2016-09-08,4146.99
1347,2016-09-09,4146.64
1348,2016-09-10,4146.2
1349,2016-09-11,4145.8
1350,2016-09-12,4145.46
1351,2016-09-13,4145.03
1352,2016-09-14,4144.53
1353,2016-09-15,4144.08
1354,2016-09-16,4143.64
1355,2016-09-17,4143.23
1356,2016-09-18,4142.74
1357,2016-09-19,4142.32
1358,2016-09-20,4141.87
1359,2016-09-21,4141.39
1360,2016-09-22,4141.01
1361,2016-09-23,4140.53
1362,2016-09-24,4140.1
1363,2016-09-25,4139.66
1364,2016-09-26,4139.17
1365,2016-09-27,4138.68
1366,2016-09-28,4138.26
1367,2016-09-29,4137.72
1368,2016-09-30,4137.27
1369,2016-10-01,4136.82
1370,2016-10-02,4136.26
1371,2016-10-03,4135.86
1372,2016-10-04,4135.57
1373,2016-10-05,4135.39
1374,2016-10-06,4134.89
1375,2016-10-07,4134.42
1376,2016-10-08,4134.0
1377,2016-10-09,4133.5
1378,2016-10-10,4133.11
1379,2016-10-11,4132.58
1380,2016-10-12,4132.11
1381,2016-10-13,4131.84
1382,2016-10-14,4131.14
1383,2016-10-15,4131.22
1384,2016-10-16,4130.75
1385,2016-10-17,4130.53
1386,2016-10-18,4130.58
1387,2016-10-19,4130.2
1388,2016-10-20,4129.74
1389,2016-10-21,4129.25
1390,2016-10-22,4128.88
1391,2016-10-23,4128.41
1392,2016-10-24,4127.99
1393,2016-10-25,4127.54
1394,2016-10-26,4127.2
1395,2016-10-27,4126.75
1396,2016-10-28,4126.29
1397,2016-10-29,4125.73
1398,2016-10-30,4125.41
1399,2016-10-31,4125.21
1400,2016-11-01,4125.15
1401,2016-11-02,4125.21
1402,2016-11-03,4125.14
1403,2016-11-04,4125.08
1404,2016-11-05,4124.77
1405,2016-11-06,4124.28
1406,2016-11-07,4123.97
1407,2016-11-08,4123.95
1408,2016-11-09,4124.01
1409,2016-11-10,4124.03
1410,2016-11-11,4124.05
1411,2016-11-12,4123.99
1412,2016-11-13,4124.05
1413,2016-11-14,4124.29
1414,2016-11-15,4124.31
1415,2016-11-16,4124.2
1416,2016-11-17,4124.02
1417,2016-11-18,4123.98
1418,2016-11-19,4124.09
1419,2016-11-20,4124.18
1420,2016-11-21,4124.17
1421,2016-11-22,4124.09
1422,2016-11-23,4124.06
1423,2016-11-24,4124.08
1424,2016-11-25,4124.11
1425,2016-11-26,4123.94
1426,2016-11-27,4123.96
1427,2016-11-28,4123.98
1428,2016-11-29,4124.07
1429,2016-11-30,4124.05
1430,2016-12-01,4123.97
1431,2016-12-02,4123.93
1432,2016-12-03,4123.92
1433,2016-12-04,4124.24
1434,2016-12-05,4124.31
1435,2016-12-06,4124.24
1436,2016-12-07,4124.08
1437,2016-12-08,4123.98
1438,2016-12-09,4124.16
1439,2016-12-10,4124.08
1440,2016-12-11,4124.05
1441,2016-12-12,4123.99
1442,2016-12-13,4123.86
1443,2016-12-14,4124.15
1444,2016-12-15,4124.36
1445,2016-12-16,4124.23
1446,2016-12-17,4124.04
1447,2016-12-18,4124.03
1448,2016-12-19,4124.16
1449,2016-12-20,4124.52
1450,2016-12-21,4124.45
1451,2016-12-22,4124.52
1452,2016-12-23,4124.58
1453,2016-12-24,4124.4
1454,2016-12-25,4124.14
1455,2016-12-26,4124.04
1456,2016-12-27,4124.25
1457,2016-12-28,4124.1
1458,2016-12-29,4123.96
1459,2016-12-30,4123.86
1460,2016-12-31,4123.8
1461,2017-01-01,4123.86
1462,2017-01-02,4124.06
1463,2017-01-03,4124.16
1464,2017-01-04,4124.1
1465,2017-01-05,4123.91
1466,2017-01-06,4123.81
1467,2017-01-07,4124.0
1468,2017-01-08,4124.33
1469,2017-01-09,4124.28
1470,2017-01-10,4124.07
1471,2017-01-11,4123.83
1472,2017-01-12,4123.66
1473,2017-01-13,4123.71
1474,2017-01-14,4123.7
1475,2017-01-15,4123.81
1476,2017-01-16,4123.8
1477,2017-01-17,4123.85
1478,2017-01-18,4124.07
1479,2017-01-19,4124.09
1480,2017-01-20,4124.23
1481,2017-01-21,4124.22
1482,2017-01-22,4124.2
1483,2017-01-23,4124.12
1484,2017-01-24,4124.0
1485,2017-01-25,4123.92
1486,2017-01-26,4124.01
1487,2017-01-27,4124.02
1488,2017-01-28,4124.1
1489,2017-01-29,4123.98
1490,2017-01-30,4124.02
1491,2017-01-31,4124.01
1492,2017-02-01,4123.95
1493,2017-02-02,4123.95
1494,2017-02-03,4124.07
1495,2017-02-04,4124.16
1496,2017-02-05,4124.1
1497,2017-02-06,4123.94
1498,2017-02-07,4124.1
1499,2017-02-08,4124.14
1500,2017-02-09,4124.61
1501,2017-02-10,4124.83
1502,2017-02-11,4124.47
1503,2017-02-12,4124.27
1504,2017-02-13,4124.12
1505,2017-02-14,4123.97
1506,2017-02-15,4124.04
1507,2017-02-16,4124.42
1508,2017-02-17,4124.44
1509,2017-02-18,4124.35
1510,2017-02-19,4124.3
1511,2017-02-20,4124.3
1512,2017-02-21,4124.35
1513,2017-02-22,4124.3
1514,2017-02-23,4123.97
1515,2017-02-24,4123.91
1516,2017-02-25,4123.93
1517,2017-02-26,4124.04
1518,2017-02-27,4124.16
1519,2017-02-28,4124.22
1520,2017-03-01,4124.09
1521,2017-03-02,4124.04
1522,2017-03-03,4124.0
1523,2017-03-04,4123.95
1524,2017-03-05,4123.98
1525,2017-03-06,4124.28
1526,2017-03-07,4124.38
1527,2017-03-08,4124.31
1528,2017-03-09,4124.69
1529,2017-03-10,4124.72
1530,2017-03-11,4124.64
1531,2017-03-12,4124.38
1532,2017-03-13,4124.13
1533,2017-03-14,4124.09
1534,2017-03-15,4124.22
1535,2017-03-16,4124.49
1536,2017-03-17,4124.57
1537,2017-03-18,4124.78
1538,2017-03-19,4125.01
1539,2017-03-20,4124.93
1540,2017-03-21,4124.98
1541,2017-03-22,4125.05
1542,2017-03-23,4125.04
1543,2017-03-24,4125.07
1544,2017-03-25,4124.98
1545,2017-03-26,4124.9
1546,2017-03-27,4124.74
1547,2017-03-28,4124.44
1548,2017-03-29,4124.84
1549,2017-03-30,4125.46
1550,2017-03-31,4125.79
1551,2017-04-01,4126.24
1552,2017-04-02,4126.59
1553,2017-04-03,4126.85
1554,2017-04-04,4127.24
1555,2017-04-05,4127.7
1556,2017-04-06,4128.24
1557,2017-04-07,4128.7
1558,2017-04-08,4129.07
1559,2017-04-09,4129.6
1560,2017-04-10,4129.96
1561,2017-04-11,4130.32
1562,2017-04-12,4130.66
1563,2017-04-13,4130.96
1564,2017-04-14,4131.41
1565,2017-04-15,4131.82
1566,2017-04-16,4132.16
1567,2017-04-17,4132.68
1568,2017-04-18,4133.19
1569,2017-04-19,4133.75
1570,2017-04-20,4134.16
1571,2017-04-21,4134.7
1572,2017-04-22,4135.26
1573,2017-04-23,4135.91
1574,2017-04-24,4136.67
1575,2017-04-25,4137.43
1576,2017-04-26,4138.53
1577,2017-04-27,4139.39
1578,2017-04-28,4140.24
1579,2017-04-29,4141.0
1580,2017-04-30,4141.65
1581,2017-05-01,4142.38
1582,2017-05-02,4142.99
1583,2017-05-03,4143.54
1584,2017-05-04,4144.48
1585,2017-05-05,4144.93
1586,2017-05-06,4145.32
1587,2017-05-07,4145.55
1588,2017-05-08,4145.71
1589,2017-05-09,4145.83
1590,2017-05-10,4146.12
1591,2017-05-11,4146.48
1592,2017-05-12,4146.74
1593,2017-05-13,4146.89
1594,2017-05-14,4146.95
1595,2017-05-15,4146.86
1596,2017-05-16,4146.81
1597,2017-05-17,4146.83
1598,2017-05-18,4146.77
1599,2017-05-19,4146.94
1600,2017-05-20,4147.13
1601,2017-05-21,4147.54
1602,2017-05-22,4147.9
1603,2017-05-23,4148.04
1604,2017-05-24,4148.05
1605,2017-05-25,4147.97
1606,2017-05-26,4147.97
1607,2017-05-27,4147.99
1608,2017-05-28,4148.02
1609,2017-05-29,4148.11
1610,2017-05-30,4148.23
1611,2017-05-31,4148.14
1612,2017-06-01,4148.13
1613,2017-06-02,4147.93
1614,2017-06-03,4147.93
1615,2017-06-04,4147.98
1616,2017-06-05,4147.97
1617,2017-06-06,4147.91
1618,2017-06-07,4147.85
1619,2017-06-08,4147.91
1620,2017-06-09,4147.91
1621,2017-06-10,4147.84
1622,2017-06-11,4147.74
1623,2017-06-12,4147.7
1624,2017-06-13,4147.69
1625,2017-06-14,4147.6
1626,2017-06-15,4147.65
1627,2017-06-16,4147.85
1628,2017-06-17,4147.93
1629,2017-06-18,4147.99
1630,2017-06-19,4148.05
1631,2017-06-20,4148.06
1632,2017-06-21,4147.93
1633,2017-06-22,4147.85
1634,2017-06-23,4147.89
1635,2017-06-24,4148.02
1636,2017-06-25,4148.02
1637,2017-06-26,4147.93
1638,2017-06-27,4147.84
1639,2017-06-28,4147.75
1640,2017-06-29,4147.69
1641,2017-06-30,4147.59
1642,2017-07-01,4147.72
1643,2017-07-02,4147.85
1644,2017-07-03,4147.84
1645,2017-07-04,4147.87
1646,2017-07-05,4147.84
1647,2017-07-06,4147.66
1648,2017-07-07,4147.69
1649,2017-07-08,4147.77
1650,2017-07-09,4147.85
1651,2017-07-10,4147.86
1652,2017-07-11,4147.87
1653,2017-07-12,4147.78
1654,2017-07-13,4147.75
1655,2017-07-14,4147.7
1656,2017-07-15,4147.75
1657,2017-07-16,4147.8
1658,2017-07-17,4147.85
1659,2017-07-18,4147.78
1660,2017-07-19,4147.75
1661,2017-07-20,4147.78
1662,2017-07-21,4147.75
1663,2017-07-22,4147.83
1664,2017-07-23,4147.91
1665,2017-07-24,4147.92
1666,2017-07-25,4147.79
1667,2017-07-26,4147.73
1668,2017-07-27,4147.7
1669,2017-07-28,4147.7
1670,2017-07-29,4147.73
1671,2017-07-30,4147.75
1672,2017-07-31,4147.77
1673,2017-08-01,4147.73
1674,2017-08-02,4147.63
1675,2017-08-03,4147.69
1676,2017-08-04,4147.66
1677,2017-08-05,4147.69
1678,2017-08-06,4147.69
1679,2017-08-07,4147.71
1680,2017-08-08,4147.77
1681,2017-08-09,4147.78
1682,2017-08-10,4147.82
1683,2017-08-11,4147.8
1684,2017-08-12,4147.89
1685,2017-08-13,4147.93
1686,2017-08-14,4147.89
1687,2017-08-15,4147.96
1688,2017-08-16,4147.84
1689,2017-08-17,4147.93
1690,2017-08-18,4147.95
1691,2017-08-19,4147.95
1692,2017-08-20,4147.96
1693,2017-08-21,4147.94
1694,2017-08-22,4147.9
1695,2017-08-23,4147.77
1696,2017-08-24,4147.71
1697,2017-08-25,4147.69
1698,2017-08-26,4147.67
1699,2017-08-27,4147.66
1700,2017-08-28,4147.61
1701,2017-08-29,4147.6
1702,2017-08-30,4147.56
1703,2017-08-31,4147.57
1704,2017-09-01,4147.62
1705,2017-09-02,4147.65
1706,2017-09-03,4147.68
1707,2017-09-04,4147.7
1708,2017-09-05,4147.69
1709,2017-09-06,4147.63
1710,2017-09-07,4147.53
1711,2017-09-08,4147.42
1712,2017-09-09,4147.19
1713,2017-09-10,4146.86
1714,2017-09-11,4146.42
1715,2017-09-12,4145.9
1716,2017-09-13,4145.59
1717,2017-09-14,4145.29
1718,2017-09-15,4144.9
1719,2017-09-16,4144.47
1720,2017-09-17,4144.11
1721,2017-09-18,4143.79
1722,2017-09-19,4143.57
1723,2017-09-20,4143.34
1724,2017-09-21,4142.86
1725,2017-09-22,4142.45
1726,2017-09-23,4141.92
1727,2017-09-24,4141.46
1728,2017-09-25,4141.02
1729,2017-09-26,4140.56
1730,2017-09-27,4140.11
1731,2017-09-28,4139.74
1732,2017-09-29,4139.23
1733,2017-09-30,4138.85
1734,2017-10-01,4138.34
1735,2017-10-02,4137.93
1736,2017-10-03,4137.41
1737,2017-10-04,4136.99
1738,2017-10-05,4136.54
1739,2017-10-06,4136.13
1740,2017-10-07,4135.74
1741,2017-10-08,4135.26
1742,2017-10-09,4134.82
1743,2017-10-10,4134.41
1744,2017-10-11,4133.84
1745,2017-10-12,4133.43
1746,2017-10-13,4133.12
1747,2017-10-14,4132.63
1748,2017-10-15,4132.29
1749,2017-10-16,4131.78
1750,2017-10-17,4131.27
1751,2017-10-18,4130.86
1752,2017-10-19,4130.51
1753,2017-10-20,4130.01
1754,2017-10-21,4129.68
1755,2017-10-22,4129.74
1756,2017-10-23,4129.2
1757,2017-10-24,4128.91
1758,2017-10-25,4128.31
1759,2017-10-26,4127.99
1760,2017-10-27,4127.4
1761,2017-10-28,4126.84
1762,2017-10-29,4126.49
1763,2017-10-30,4126.0
1764,2017-10-31,4125.61
1765,2017-11-01,4125.36
1766,2017-11-02,4124.91
1767,2017-11-03,4124.56
1768,2017-11-04,4124.48
1769,2017-11-05,4124.38
1770,2017-11-06,4124.25
1771,2017-11-07,4124.21
1772,2017-11-08,4124.46
1773,2017-11-09,4124.45
1774,2017-11-10,4124.39
1775,2017-11-11,4124.45
1776,2017-11-12,4124.26
1777,2017-11-13,4124.37
1778,2017-11-14,4124.22
1779,2017-11-15,4124.24
1780,2017-11-16,4124.24
1781,2017-11-17,4124.15
1782,2017-11-18,4124.04
1783,2017-11-19,4124.19
1784,2017-11-20,4125.09
1785,2017-11-21,4125.96
1786,2017-11-22,4126.31
1787,2017-11-23,4127.0
1788,2017-11-24,4128.32
1789,2017-11-25,4128.77
1790,2017-11-26,4129.04
1791,2017-11-27,4128.75
1792,2017-11-28,4128.36
1793,2017-11-29,4127.86
1794,2017-11-30,4127.52
1795,2017-12-01,4127.15
1796,2017-12-02,4126.77
1797,2017-12-03,4126.38
1798,2017-12-04,4125.8
1799,2017-12-05,4125.37
1800,2017-12-06,4124.86
1801,2017-12-07,4124.5
1802,2017-12-08,4124.33
1803,2017-12-09,4124.27
1804,2017-12-10,4124.19
1805,2017-12-11,4124.05
1806,2017-12-12,4124.04
1807,2017-12-13,4124.11
1808,2017-12-14,4124.06
1809,2017-12-15,4124.07
1810,2017-12-16,4124.18
1811,2017-12-17,4124.08
1812,2017-12-18,4124.22
1813,2017-12-19,4124.25
1814,2017-12-20,4124.41
1815,2017-12-21,4124.42
1816,2017-12-22,4124.37
1817,2017-12-23,4124.4
1818,2017-12-24,4124.5
1819,2017-12-25,4124.5
1820,2017-12-26,4124.38
1821,2017-12-27,4124.46
1822,2017-12-28,4124.42
1823,2017-12-29,4124.42
1824,2017-12-30,4124.52
1825,2017-12-31,4124.52
1826,2018-01-01,4124.42
