,datetime,ALDER_RESERVOIR_AT_ALDER__WA.
2232,2017-02-10,177394.19
2233,2017-02-11,181095.53
2234,2017-02-12,182496.02
2235,2017-02-13,182395.97
2236,2017-02-14,181795.78
2237,2017-02-15,188998.35
2238,2017-02-16,206904.41
2239,2017-02-17,212306.23
2240,2017-02-18,211305.89
2241,2017-02-19,208605.01
2242,2017-02-20,207304.56
2243,2017-02-21,207204.53
2244,2017-02-22,207304.56
2245,2017-02-23,206804.38
2246,2017-02-24,205804.05
2247,2017-02-25,204403.57
2248,2017-02-26,202803.04
2249,2017-02-27,200902.42
2250,2017-02-28,198901.72
2251,2017-03-01,196600.97
2252,2017-03-02,194400.22
2253,2017-03-03,192699.66
2254,2017-03-04,191799.35
2255,2017-03-05,190198.81
2256,2017-03-06,188398.15
2257,2017-03-07,186797.57
2258,2017-03-08,185196.99
2259,2017-03-09,184396.72
2260,2017-03-10,187197.7
2261,2017-03-11,189198.42
2262,2017-03-12,191799.34
2263,2017-03-13,192999.75
2264,2017-03-14,196200.81
2265,2017-03-15,207104.5
2266,2017-03-16,210405.59
2267,2017-03-17,210005.45
2268,2017-03-18,212106.16
2269,2017-03-19,211105.85
2270,2017-03-20,210705.71
2271,2017-03-21,210505.65
2272,2017-03-22,209805.41
2273,2017-03-23,209205.19
2274,2017-03-24,209105.16
2275,2017-03-25,208304.91
2276,2017-03-26,208605.01
2277,2017-03-27,208504.95
2278,2017-03-28,206804.39
2279,2017-03-29,207004.44
2280,2017-03-30,207504.62
2281,2017-03-31,207804.71
2282,2017-04-01,208104.81
2283,2017-04-02,208004.78
2284,2017-04-03,207504.63
2285,2017-04-04,206404.27
2286,2017-04-05,205203.85
2287,2017-04-06,204203.51
2288,2017-04-07,203703.35
2289,2017-04-08,203403.24
2290,2017-04-09,202402.92
2291,2017-04-10,201202.49
2292,2017-04-11,199701.99
2293,2017-04-12,199401.91
2294,2017-04-13,199601.96
2295,2017-04-14,199501.92
2296,2017-04-15,198701.68
2297,2017-04-16,197601.3
2298,2017-04-17,197101.13
2299,2017-04-18,196600.96
2300,2017-04-19,196100.78
2301,2017-04-20,195900.73
2302,2017-04-21,195600.63
2303,2017-04-22,195400.57
2304,2017-04-23,196200.83
2305,2017-04-24,198301.53
2306,2017-04-25,199802.05
2307,2017-04-26,201202.49
2308,2017-04-27,202002.79
2309,2017-04-28,201802.71
2310,2017-04-29,201102.46
2311,2017-04-30,200402.23
2312,2017-05-01,200102.13
2313,2017-05-02,199501.95
2314,2017-05-03,199101.81
2315,2017-05-04,200502.27
2316,2017-05-05,204503.63
2317,2017-05-06,206604.32
2318,2017-05-07,206904.43
2319,2017-05-08,206504.28
2320,2017-05-09,205804.05
2321,2017-05-10,205103.83
2322,2017-05-11,205003.78
2323,2017-05-12,204703.69
2324,2017-05-13,204003.45
2325,2017-05-14,203003.12
2326,2017-05-15,201902.74
2327,2017-05-16,201902.73
2328,2017-05-17,201702.67
2329,2017-05-18,201202.52
2330,2017-05-19,200702.33
2331,2017-05-20,200302.2
2332,2017-05-21,200002.11
2333,2017-05-22,200402.25
2334,2017-05-23,201702.66
2335,2017-05-24,202803.04
2336,2017-05-25,203303.2
2337,2017-05-26,203003.11
2338,2017-05-27,202803.04
2339,2017-05-28,203103.15
2340,2017-05-29,204003.46
2341,2017-05-30,205103.83
2342,2017-05-31,205503.96
2343,2017-06-01,206404.27
2344,2017-06-02,207204.51
2345,2017-06-03,207504.62
2346,2017-06-04,207604.66
2347,2017-06-05,207504.62
2348,2017-06-06,207204.51
2349,2017-06-07,207104.5
2350,2017-06-08,208004.8
2351,2017-06-09,208705.02
2352,2017-06-10,209105.16
2353,2017-06-11,209105.17
2354,2017-06-12,209105.15
2355,2017-06-13,209105.16
2356,2017-06-14,208004.79
2357,2017-06-15,206804.4
2358,2017-06-16,208204.87
2359,2017-06-17,208604.98
2360,2017-06-18,208604.98
2361,2017-06-19,208705.03
2362,2017-06-20,208504.97
2363,2017-06-21,208104.84
2364,2017-06-22,207704.69
2365,2017-06-23,207304.57
2366,2017-06-24,207004.45
2367,2017-06-25,206904.41
2368,2017-06-26,206904.42
2369,2017-06-27,207204.53
2370,2017-06-28,207304.55
2371,2017-06-29,207204.53
2372,2017-06-30,207304.57
2373,2017-07-01,207404.6
2374,2017-07-02,207404.6
2375,2017-07-03,207404.58
2376,2017-07-04,207204.51
2377,2017-07-05,206904.43
2378,2017-07-06,206804.4
2379,2017-07-07,206904.41
2380,2017-07-08,206504.29
2381,2017-07-09,206304.22
2382,2017-07-10,205904.09
2383,2017-07-11,205203.85
2384,2017-07-12,204503.62
2385,2017-07-13,204003.45
2386,2017-07-14,203303.21
2387,2017-07-15,202602.98
2388,2017-07-16,201902.74
2389,2017-07-17,201202.49
2390,2017-07-18,200302.21
2391,2017-07-19,199301.86
2392,2017-07-20,198401.58
2393,2017-07-21,197501.27
2394,2017-07-22,196600.95
2395,2017-07-23,195800.7
2396,2017-07-24,195200.5
2397,2017-07-25,194500.25
2398,2017-07-26,193800.02
2399,2017-07-27,193099.77
2400,2017-07-28,192099.45
2401,2017-07-29,190999.09
2402,2017-07-30,190098.77
2403,2017-07-31,189398.5
2404,2017-08-01,188698.26
2405,2017-08-02,188198.07
2406,2017-08-03,187797.92
2407,2017-08-04,187297.74
2408,2017-08-05,186697.53
2409,2017-08-06,186197.35
2410,2017-08-07,185597.15
2411,2017-08-08,185096.97
2412,2017-08-09,184696.82
2413,2017-08-10,184096.61
2414,2017-08-11,183696.46
2415,2017-08-12,183096.23
2416,2017-08-13,182896.17
2417,2017-08-14,182095.88
2418,2017-08-15,181195.55
2419,2017-08-16,180295.24
2420,2017-08-17,179594.99
2421,2017-08-18,178794.68
2422,2017-08-19,177994.39
2423,2017-08-20,176994.05
2424,2017-08-21,176093.71
2425,2017-08-22,175193.41
2426,2017-08-23,174393.09
2427,2017-08-24,173392.76
2428,2017-08-25,172392.38
2429,2017-08-26,171292.0
2430,2017-08-27,170591.72
2431,2017-08-28,169791.42
2432,2017-08-29,168991.11
2433,2017-08-30,168290.83
2434,2017-08-31,167390.48
2435,2017-09-01,166590.18
2436,2017-09-02,165889.87
2437,2017-09-03,165189.6
2438,2017-09-04,164689.4
2439,2017-09-05,164189.17
2440,2017-09-06,163588.91
2441,2017-09-07,162988.66
2442,2017-09-08,162388.4
2443,2017-09-09,161588.07
2444,2017-09-10,160787.73
2445,2017-09-11,160087.44
2446,2017-09-12,159387.15
2447,2017-09-13,158386.73
2448,2017-09-14,157186.25
2449,2017-09-15,155885.72
2450,2017-09-16,154785.27
2451,2017-09-17,153684.83
2452,2017-09-18,152684.41
2453,2017-09-19,151583.95
2454,2017-09-20,150583.54
2455,2017-09-21,149383.03
2456,2017-09-22,147882.37
2457,2017-09-23,146681.78
2458,2017-09-24,145581.28
2459,2017-09-25,144380.77
2460,2017-09-26,143280.26
2461,2017-09-27,142079.73
2462,2017-09-28,140879.21
2463,2017-09-29,139678.69
2464,2017-09-30,138178.01
2465,2017-10-01,136477.23
2466,2017-10-02,134676.35
2467,2017-10-03,132875.44
2468,2017-10-04,130974.54
2469,2017-10-05,129073.61
2470,2017-10-06,127172.66
2471,2017-10-07,125271.69
2472,2017-10-08,123370.72
2473,2017-10-09,121269.7
2474,2017-10-10,119268.67
2475,2017-10-11,117267.61
2476,2017-10-12,115466.61
2477,2017-10-13,113865.68
2478,2017-10-14,112164.65
2479,2017-10-15,110263.53
2480,2017-10-16,108262.38
2481,2017-10-17,106161.21
2482,2017-10-18,104660.24
2483,2017-10-19,107361.86
2484,2017-10-20,109863.27
2485,2017-10-21,114265.93
2486,2017-10-22,137577.71
2487,2017-10-23,142780.01
2488,2017-10-24,144580.84
2489,2017-10-25,145481.23
2490,2017-10-26,145781.39
2491,2017-10-27,145681.36
2492,2017-10-28,145381.22
2493,2017-10-29,144880.98
2494,2017-10-30,144180.64
2495,2017-10-31,143380.28
2496,2017-11-01,142379.84
2497,2017-11-02,141779.61
2498,2017-11-03,141279.38
2499,2017-11-04,140379.01
2500,2017-11-05,140078.87
2501,2017-11-06,139378.54
2502,2017-11-07,138578.2
2503,2017-11-08,137977.89
2504,2017-11-09,136277.11
2505,2017-11-10,133675.85
2506,2017-11-11,130874.46
2507,2017-11-12,128173.14
2508,2017-11-13,127572.88
2509,2017-11-14,129273.69
2510,2017-11-15,131674.83
2511,2017-11-16,133075.52
2512,2017-11-17,133775.87
2513,2017-11-18,133575.79
2514,2017-11-19,133375.69
2515,2017-11-20,139178.45
2516,2017-11-21,148682.72
2517,2017-11-22,165189.61
2518,2017-11-23,183096.24
2519,2017-11-24,192799.69
2520,2017-11-25,197001.09
2521,2017-11-26,200102.14
2522,2017-11-27,201802.72
2523,2017-11-28,202502.96
2524,2017-11-29,202502.95
2525,2017-11-30,201902.73
2526,2017-12-01,200902.39
2527,2017-12-02,200102.13
2528,2017-12-03,199301.88
2529,2017-12-04,197901.39
2530,2017-12-05,196000.77
2531,2017-12-06,193900.06
2532,2017-12-07,191599.28
2533,2017-12-08,189198.43
2534,2017-12-09,186697.53
2535,2017-12-10,184096.59
2536,2017-12-11,181395.63
2537,2017-12-12,178594.6
2538,2017-12-13,175593.55
2539,2017-12-14,172592.46
2540,2017-12-15,169591.33
2541,2017-12-16,166590.18
2542,2017-12-17,163688.98
2543,2017-12-18,161788.15
2544,2017-12-19,165189.59
2545,2017-12-20,167390.47
2546,2017-12-21,167390.49
2547,2017-12-22,166690.21
2548,2017-12-23,165189.61
2549,2017-12-24,163488.86
2550,2017-12-25,161488.03
2551,2017-12-26,159187.07
2552,2017-12-27,156686.03
2553,2017-12-28,154785.29
2554,2017-12-29,165089.57
2555,2017-12-30,175893.66
2556,2017-12-31,179895.08
2557,2018-01-01,181095.53
