,datetime,148811_00065_32400,148812_62614_32400,148813_00054_32400
1181,2016-03-27,541.75,541.25,43530.0
1182,2016-03-28,541.74,541.24,43500.0
1183,2016-03-29,541.74,541.24,43500.0
1184,2016-03-30,541.73,541.23,43480.0
1185,2016-03-31,541.75,541.25,43530.0
1186,2016-04-01,541.82,541.32,43700.0
1187,2016-04-02,541.89,541.39,43870.0
1188,2016-04-03,541.96,541.46,44040.0
1189,2016-04-04,541.99,541.49,44110.0
1190,2016-04-05,541.99,541.49,44110.0
1191,2016-04-06,541.99,541.49,44110.0
1192,2016-04-07,541.99,541.49,44110.0
1193,2016-04-08,542.0,541.5,44140.0
1194,2016-04-09,541.99,541.49,44110.0
1195,2016-04-10,541.99,541.49,44110.0
1196,2016-04-11,542.0,541.5,44140.0
1197,2016-04-12,542.05,541.55,44260.0
1198,2016-04-13,542.05,541.55,44260.0
1199,2016-04-14,542.04,541.54,44240.0
1200,2016-04-15,542.04,541.54,44240.0
1201,2016-04-16,542.05,541.55,44260.0
1202,2016-04-17,542.07,541.57,44310.0
1203,2016-04-18,542.09,541.59,44360.0
1204,2016-04-19,542.08,541.58,44340.0
1205,2016-04-20,542.08,541.58,44340.0
1206,2016-04-21,542.1,541.6,44390.0
1207,2016-04-22,542.11,541.61,44410.0
1208,2016-04-23,542.14,541.64,44490.0
1209,2016-04-24,542.17,541.67,44570.0
1210,2016-04-25,542.17,541.67,44570.0
1211,2016-04-26,542.17,541.67,44570.0
1212,2016-04-27,542.17,541.67,44570.0
1213,2016-04-28,542.17,541.67,44570.0
1214,2016-04-29,542.18,541.68,44590.0
1215,2016-04-30,542.21,541.71,44670.0
1216,2016-05-01,542.26,541.76,44790.0
1217,2016-05-02,542.3,541.8,44890.0
1218,2016-05-03,542.33,541.83,44970.0
1219,2016-05-04,542.39,541.89,45120.0
1220,2016-05-05,542.43,541.93,45220.0
1221,2016-05-06,542.49,541.99,45370.0
1222,2016-05-07,542.54,542.04,45500.0
1223,2016-05-08,542.57,542.07,45570.0
1224,2016-05-09,542.6,542.1,45650.0
1225,2016-05-10,542.62,542.12,45700.0
1226,2016-05-11,542.68,542.18,45850.0
1227,2016-05-12,542.75,542.25,46030.0
1228,2016-05-13,542.85,542.35,46280.0
1229,2016-05-14,542.93,542.43,46480.0
1230,2016-05-15,542.99,542.49,46630.0
1231,2016-05-16,542.99,542.49,46630.0
1232,2016-05-17,542.93,542.43,46480.0
1233,2016-05-18,542.87,542.37,46330.0
1234,2016-05-19,542.88,542.38,46350.0
1235,2016-05-20,542.82,542.32,46200.0
1236,2016-05-21,542.81,542.31,46180.0
1237,2016-05-22,542.77,542.27,46080.0
1238,2016-05-23,542.72,542.22,45950.0
1239,2016-05-24,542.71,542.21,45920.0
1240,2016-05-25,542.7,542.2,45900.0
1241,2016-05-26,542.71,542.21,45920.0
1242,2016-05-27,542.7,542.2,45900.0
1243,2016-05-28,542.7,542.2,45900.0
1244,2016-05-29,542.7,542.2,45900.0
1245,2016-05-30,542.7,542.2,45900.0
1246,2016-05-31,542.71,542.21,45920.0
1247,2016-06-01,542.71,542.21,45920.0
1248,2016-06-02,542.73,542.23,45980.0
1249,2016-06-03,542.72,542.22,45950.0
1250,2016-06-04,542.73,542.23,45980.0
1251,2016-06-05,542.74,542.24,46000.0
1252,2016-06-06,542.73,542.23,45980.0
1253,2016-06-07,542.74,542.24,46000.0
1254,2016-06-08,542.72,542.22,45950.0
1255,2016-06-09,542.73,542.23,45980.0
1256,2016-06-10,542.73,542.23,45980.0
1257,2016-06-11,542.75,542.25,46030.0
1258,2016-06-12,542.74,542.24,46000.0
1259,2016-06-13,542.75,542.25,46030.0
1260,2016-06-14,542.79,542.29,46130.0
1261,2016-06-15,542.78,542.28,46100.0
1262,2016-06-16,542.77,542.27,46080.0
1263,2016-06-17,542.76,542.26,46050.0
1264,2016-06-18,542.76,542.26,46050.0
1265,2016-06-19,542.74,542.24,46000.0
1266,2016-06-20,542.76,542.26,46050.0
1267,2016-06-21,542.74,542.24,46000.0
1268,2016-06-22,542.72,542.22,45950.0
1269,2016-06-23,542.73,542.23,45980.0
1270,2016-06-24,542.73,542.23,45980.0
1271,2016-06-25,542.73,542.23,45980.0
1272,2016-06-26,542.7,542.2,45900.0
1273,2016-06-27,542.69,542.19,45870.0
1274,2016-06-28,542.69,542.19,45870.0
1275,2016-06-29,542.69,542.19,45870.0
1276,2016-06-30,542.7,542.2,45900.0
1277,2016-07-01,542.71,542.21,45920.0
1278,2016-07-02,542.71,542.21,45920.0
1279,2016-07-03,542.69,542.19,45870.0
1280,2016-07-04,542.69,542.19,45870.0
1281,2016-07-05,542.69,542.19,45870.0
1282,2016-07-06,542.68,542.18,45850.0
1283,2016-07-07,542.69,542.19,45870.0
1284,2016-07-08,542.69,542.19,45870.0
1285,2016-07-09,542.69,542.19,45870.0
1286,2016-07-10,542.67,542.17,45820.0
1287,2016-07-11,542.68,542.18,45850.0
1288,2016-07-12,542.69,542.19,45870.0
1289,2016-07-13,542.7,542.2,45900.0
1290,2016-07-14,542.69,542.19,45870.0
1291,2016-07-15,542.72,542.22,45950.0
1292,2016-07-16,542.72,542.22,45950.0
1293,2016-07-17,542.73,542.23,45980.0
1294,2016-07-18,542.73,542.23,45980.0
1295,2016-07-19,542.73,542.23,45980.0
1296,2016-07-20,542.73,542.23,45980.0
1297,2016-07-21,542.7,542.2,45900.0
1298,2016-07-22,542.73,542.23,45980.0
1299,2016-07-23,542.73,542.23,45980.0
1300,2016-07-24,542.74,542.24,46000.0
1301,2016-07-25,542.74,542.24,46000.0
1302,2016-07-26,542.72,542.22,45950.0
1303,2016-07-27,542.71,542.21,45920.0
1304,2016-07-28,542.72,542.22,45950.0
1305,2016-07-29,542.72,542.22,45950.0
1306,2016-07-30,542.72,542.22,45950.0
1307,2016-07-31,542.7,542.2,45900.0
1308,2016-08-01,542.7,542.2,45900.0
1309,2016-08-02,542.7,542.2,45900.0
1310,2016-08-03,542.7,542.2,45900.0
1311,2016-08-04,542.7,542.2,45900.0
1312,2016-08-05,542.7,542.2,45900.0
1313,2016-08-06,542.7,542.2,45900.0
1314,2016-08-07,542.71,542.21,45920.0
1315,2016-08-08,542.72,542.22,45950.0
1316,2016-08-09,542.71,542.21,45920.0
1317,2016-08-10,542.68,542.18,45850.0
1318,2016-08-11,542.66,542.16,45800.0
1319,2016-08-12,542.67,542.17,45820.0
1320,2016-08-13,542.65,542.15,45770.0
1321,2016-08-14,542.61,542.11,45670.0
1322,2016-08-15,542.61,542.11,45670.0
1323,2016-08-16,542.61,542.11,45670.0
1324,2016-08-17,542.62,542.12,45700.0
1325,2016-08-18,542.65,542.15,45770.0
1326,2016-08-19,542.65,542.15,45770.0
1327,2016-08-20,542.66,542.16,45800.0
1328,2016-08-21,542.65,542.15,45770.0
1329,2016-08-22,542.63,542.13,45720.0
1330,2016-08-23,542.61,542.11,45670.0
1331,2016-08-24,542.61,542.11,45670.0
1332,2016-08-25,542.63,542.13,45720.0
1333,2016-08-26,542.63,542.13,45720.0
1334,2016-08-27,542.63,542.13,45720.0
1335,2016-08-28,542.63,542.13,45720.0
1336,2016-08-29,542.62,542.12,45700.0
1337,2016-08-30,542.62,542.12,45700.0
1338,2016-08-31,542.64,542.14,45750.0
1339,2016-09-01,542.65,542.15,45770.0
1340,2016-09-02,542.61,542.11,45670.0
1341,2016-09-03,542.58,542.08,45600.0
1342,2016-09-04,542.56,542.06,45550.0
1343,2016-09-05,542.53,542.03,45470.0
1344,2016-09-06,542.53,542.03,45470.0
1345,2016-09-07,542.5,542.0,45400.0
1346,2016-09-08,542.48,541.98,45350.0
1347,2016-09-09,542.46,541.96,45300.0
1348,2016-09-10,542.43,541.93,45220.0
1349,2016-09-11,542.4,541.9,45140.0
1350,2016-09-12,542.37,541.87,45070.0
1351,2016-09-13,542.35,541.85,45020.0
1352,2016-09-14,542.32,541.82,44940.0
1353,2016-09-15,542.29,541.79,44870.0
1354,2016-09-16,542.27,541.77,44820.0
1355,2016-09-17,542.3,541.8,44890.0
1356,2016-09-18,542.28,541.78,44840.0
1357,2016-09-19,542.26,541.76,44790.0
1358,2016-09-20,542.24,541.74,44740.0
1359,2016-09-21,542.2,541.7,44640.0
1360,2016-09-22,542.18,541.68,44590.0
1361,2016-09-23,542.16,541.66,44540.0
1362,2016-09-24,542.14,541.64,44490.0
1363,2016-09-25,542.12,541.62,44440.0
1364,2016-09-26,542.1,541.6,44390.0
1365,2016-09-27,542.07,541.57,44310.0
1366,2016-09-28,542.05,541.55,44260.0
1367,2016-09-29,542.03,541.53,44210.0
1368,2016-09-30,542.0,541.5,44140.0
1369,2016-10-01,541.97,541.47,44060.0
1370,2016-10-02,541.95,541.45,44010.0
1371,2016-10-03,541.93,541.43,43960.0
1372,2016-10-04,541.92,541.42,43940.0
1373,2016-10-05,541.9,541.4,43890.0
1374,2016-10-06,541.89,541.39,43860.0
1375,2016-10-07,541.89,541.39,43860.0
1376,2016-10-08,541.89,541.39,43860.0
1377,2016-10-09,541.9,541.4,43880.0
1378,2016-10-10,541.88,541.38,43830.0
1379,2016-10-11,541.86,541.36,43780.0
1380,2016-10-12,541.83,541.33,43730.0
1381,2016-10-13,541.86,541.36,43810.0
1382,2016-10-14,541.58,541.08,43120.0
1383,2016-10-15,541.25,540.75,42310.0
1384,2016-10-16,541.09,540.59,41920.0
1385,2016-10-17,541.08,540.58,41900.0
1386,2016-10-18,541.1,540.6,41940.0
1387,2016-10-19,541.1,540.6,41940.0
1388,2016-10-20,541.17,540.67,42110.0
1389,2016-10-21,541.19,540.69,42160.0
1390,2016-10-22,541.19,540.69,42160.0
1391,2016-10-23,541.18,540.68,42130.0
1392,2016-10-24,541.17,540.67,42110.0
1393,2016-10-25,541.15,540.65,42060.0
1394,2016-10-26,541.23,540.73,42250.0
1395,2016-10-27,541.23,540.73,42250.0
1396,2016-10-28,541.21,540.71,42200.0
1397,2016-10-29,541.21,540.71,42200.0
1398,2016-10-30,541.21,540.71,42200.0
1399,2016-10-31,541.27,540.77,42340.0
1400,2016-11-01,541.27,540.77,42370.0
1401,2016-11-02,541.3,540.8,42440.0
1402,2016-11-03,541.29,540.79,42410.0
1403,2016-11-04,541.27,540.77,42360.0
1404,2016-11-05,541.38,540.88,42630.0
1405,2016-11-06,541.38,540.88,42630.0
1406,2016-11-07,541.38,540.88,42630.0
1407,2016-11-08,541.37,540.87,42600.0
1408,2016-11-09,541.37,540.87,42600.0
1409,2016-11-10,541.36,540.86,42570.0
1410,2016-11-11,541.34,540.84,42520.0
1411,2016-11-12,541.34,540.84,42520.0
1412,2016-11-13,541.35,540.85,42550.0
1413,2016-11-14,541.38,540.88,42620.0
1414,2016-11-15,541.49,540.99,42890.0
1415,2016-11-16,541.49,540.99,42880.0
1416,2016-11-17,541.48,540.98,42860.0
1417,2016-11-18,541.45,540.95,42780.0
1418,2016-11-19,541.44,540.94,42760.0
1419,2016-11-20,541.46,540.96,42810.0
1420,2016-11-21,541.46,540.96,42830.0
1421,2016-11-22,541.47,540.97,42850.0
1422,2016-11-23,541.46,540.96,42830.0
1423,2016-11-24,541.47,540.97,42850.0
1424,2016-11-25,541.48,540.98,42870.0
1425,2016-11-26,541.49,540.99,42900.0
1426,2016-11-27,541.52,541.02,42970.0
1427,2016-11-28,541.5,541.0,42920.0
1428,2016-11-29,541.49,540.99,42890.0
1429,2016-11-30,541.48,540.98,42870.0
1430,2016-12-01,541.47,540.97,42840.0
1431,2016-12-02,541.47,540.97,42840.0
1432,2016-12-03,541.49,540.99,42890.0
1433,2016-12-04,541.52,541.02,42960.0
1434,2016-12-05,541.53,541.03,42980.0
1435,2016-12-06,541.53,541.03,42980.0
1436,2016-12-07,541.53,541.03,42980.0
1437,2016-12-08,541.51,541.01,42930.0
1438,2016-12-09,541.55,541.05,43030.0
1439,2016-12-10,541.54,541.04,43030.0
1440,2016-12-11,541.55,541.05,43050.0
1441,2016-12-12,541.55,541.05,43050.0
1442,2016-12-13,541.54,541.04,43020.0
1443,2016-12-14,541.53,541.03,43000.0
1444,2016-12-15,541.54,541.04,43020.0
1445,2016-12-16,541.31,540.81,42460.0
1446,2016-12-17,540.93,540.43,41530.0
1447,2016-12-18,540.74,540.24,41080.0
1448,2016-12-19,540.79,540.29,41190.0
1449,2016-12-20,540.77,540.27,41150.0
1450,2016-12-21,540.76,540.26,41120.0
1451,2016-12-22,540.78,540.28,41170.0
1452,2016-12-23,540.8,540.3,41220.0
1453,2016-12-24,540.8,540.3,41220.0
1454,2016-12-25,540.79,540.29,41190.0
1455,2016-12-26,540.79,540.29,41190.0
1456,2016-12-27,540.79,540.29,41190.0
1457,2016-12-28,540.77,540.27,41150.0
1458,2016-12-29,540.77,540.27,41150.0
1459,2016-12-30,540.76,540.26,41120.0
1460,2016-12-31,540.74,540.24,41080.0
1461,2017-01-01,540.75,540.25,41100.0
1462,2017-01-02,540.73,540.23,41050.0
1463,2017-01-03,540.72,540.22,41030.0
1464,2017-01-04,540.69,540.19,40960.0
1465,2017-01-05,540.68,540.18,40940.0
1466,2017-01-06,540.66,540.16,40890.0
1467,2017-01-07,540.65,540.15,40860.0
1468,2017-01-08,540.66,540.16,40890.0
1469,2017-01-09,540.67,540.17,40910.0
1470,2017-01-10,540.67,540.17,40910.0
1471,2017-01-11,540.65,540.15,40870.0
1472,2017-01-12,540.64,540.14,40840.0
1473,2017-01-13,540.6,540.1,40750.0
1474,2017-01-14,540.54,540.04,40600.0
1475,2017-01-15,540.48,539.98,40460.0
1476,2017-01-16,540.42,539.92,40320.0
1477,2017-01-17,540.3,539.8,40030.0
1478,2017-01-18,540.09,539.59,39530.0
1479,2017-01-19,539.75,539.25,38730.0
1480,2017-01-20,539.4,538.9,37910.0
1481,2017-01-21,539.03,538.53,37050.0
1482,2017-01-22,538.91,538.41,36770.0
1483,2017-01-23,538.91,538.41,36770.0
1484,2017-01-24,538.87,538.37,36680.0
1485,2017-01-25,538.85,538.35,36630.0
1486,2017-01-26,538.73,538.23,36360.0
1487,2017-01-27,538.51,538.01,35850.0
1488,2017-01-28,538.28,537.78,35320.0
1489,2017-01-29,538.07,537.57,34820.0
1490,2017-01-30,537.63,537.13,33820.0
1491,2017-01-31,537.1,536.6,32630.0
1492,2017-02-01,536.88,536.38,32140.0
1493,2017-02-02,536.73,536.23,31810.0
1494,2017-02-03,536.67,536.17,31680.0
1495,2017-02-04,536.7,536.2,31740.0
1496,2017-02-05,536.84,536.34,32050.0
1497,2017-02-06,536.82,536.32,32010.0
1498,2017-02-07,536.67,536.17,31680.0
1499,2017-02-08,536.66,536.16,31660.0
1500,2017-02-09,536.67,536.17,31680.0
1501,2017-02-10,536.55,536.05,31420.0
1502,2017-02-11,536.54,536.04,31390.0
1503,2017-02-12,536.54,536.04,31390.0
1504,2017-02-13,536.54,536.04,31400.0
1505,2017-02-14,536.54,536.04,31400.0
1506,2017-02-15,536.69,536.19,31730.0
1507,2017-02-16,536.85,536.35,32080.0
1508,2017-02-17,536.82,536.32,32010.0
1509,2017-02-18,536.77,536.27,31900.0
1510,2017-02-19,536.71,536.21,31770.0
1511,2017-02-20,536.74,536.24,31840.0
1512,2017-02-21,536.78,536.28,31920.0
1513,2017-02-22,536.79,536.29,31950.0
1514,2017-02-23,536.8,536.3,31970.0
1515,2017-02-24,536.79,536.29,31950.0
1516,2017-02-25,536.8,536.3,31970.0
1517,2017-02-26,536.84,536.34,32060.0
1518,2017-02-27,536.9,536.4,32190.0
1519,2017-02-28,537.24,536.74,32950.0
1520,2017-03-01,537.64,537.14,33850.0
1521,2017-03-02,538.03,537.53,34730.0
1522,2017-03-03,538.32,537.82,35400.0
1523,2017-03-04,538.6,538.1,36040.0
1524,2017-03-05,538.88,538.38,36690.0
1525,2017-03-06,539.16,538.66,37340.0
1526,2017-03-07,539.48,538.98,38090.0
1527,2017-03-08,539.78,539.28,38790.0
1528,2017-03-09,540.13,539.63,39620.0
1529,2017-03-10,540.44,539.94,40360.0
1530,2017-03-11,540.74,540.24,41070.0
1531,2017-03-12,541.0,540.5,41690.0
1532,2017-03-13,541.35,540.85,42550.0
1533,2017-03-14,541.48,540.98,42870.0
1534,2017-03-15,541.7,541.2,43410.0
1535,2017-03-16,541.72,541.22,43450.0
1536,2017-03-17,541.78,541.28,43600.0
1537,2017-03-18,541.9,541.4,43900.0
1538,2017-03-19,541.91,541.41,43920.0
1539,2017-03-20,541.94,541.44,43990.0
1540,2017-03-21,541.98,541.48,44090.0
1541,2017-03-22,541.97,541.47,44070.0
1542,2017-03-23,541.95,541.45,44020.0
1543,2017-03-24,541.94,541.44,43990.0
1544,2017-03-25,541.93,541.43,43970.0
1545,2017-03-26,541.93,541.43,43970.0
1546,2017-03-27,541.92,541.42,43950.0
1547,2017-03-28,541.92,541.42,43950.0
1548,2017-03-29,541.98,541.48,44090.0
1549,2017-03-30,541.98,541.48,44090.0
1550,2017-03-31,541.97,541.47,44070.0
1551,2017-04-01,542.0,541.5,44140.0
1552,2017-04-02,541.99,541.49,44120.0
1553,2017-04-03,541.93,541.43,43970.0
1554,2017-04-04,541.91,541.41,43920.0
1555,2017-04-05,541.94,541.44,44000.0
1556,2017-04-06,541.94,541.44,44000.0
1557,2017-04-07,541.95,541.45,44020.0
1558,2017-04-08,541.96,541.46,44050.0
1559,2017-04-09,541.93,541.43,43980.0
1560,2017-04-10,541.95,541.45,44020.0
1561,2017-04-11,541.93,541.43,43980.0
1562,2017-04-12,541.97,541.47,44070.0
1563,2017-04-13,541.99,541.49,44120.0
1564,2017-04-14,542.02,541.52,44200.0
1565,2017-04-15,542.0,541.5,44150.0
1566,2017-04-16,541.99,541.49,44120.0
1567,2017-04-17,541.98,541.48,44100.0
1568,2017-04-18,542.0,541.5,44150.0
1569,2017-04-19,542.03,541.53,44230.0
1570,2017-04-20,542.04,541.54,44230.0
1571,2017-04-21,542.02,541.52,44180.0
1572,2017-04-22,542.02,541.52,44180.0
1573,2017-04-23,542.06,541.56,44280.0
1574,2017-04-24,542.11,541.61,44400.0
1575,2017-04-25,542.13,541.63,44450.0
1576,2017-04-26,542.14,541.64,44480.0
1577,2017-04-27,542.15,541.65,44500.0
1578,2017-04-28,542.15,541.65,44500.0
1579,2017-04-29,542.17,541.67,44560.0
1580,2017-04-30,542.18,541.68,44580.0
1581,2017-05-01,542.19,541.69,44610.0
1582,2017-05-02,542.2,541.7,44630.0
1583,2017-05-03,542.21,541.71,44660.0
1584,2017-05-04,542.28,541.78,44830.0
1585,2017-05-05,542.42,541.92,45190.0
1586,2017-05-06,542.44,541.94,45240.0
1587,2017-05-07,542.44,541.94,45240.0
1588,2017-05-08,542.44,541.94,45240.0
1589,2017-05-09,542.48,541.98,45340.0
1590,2017-05-10,542.48,541.98,45340.0
1591,2017-05-11,542.55,542.05,45520.0
1592,2017-05-12,542.61,542.11,45670.0
1593,2017-05-13,542.64,542.14,45740.0
1594,2017-05-14,542.73,542.23,45970.0
1595,2017-05-15,542.82,542.32,46200.0
1596,2017-05-16,542.92,542.42,46450.0
1597,2017-05-17,542.95,542.45,46530.0
1598,2017-05-18,542.84,542.34,46250.0
1599,2017-05-19,542.79,542.29,46120.0
1600,2017-05-20,542.76,542.26,46050.0
1601,2017-05-21,542.74,542.24,46000.0
1602,2017-05-22,542.71,542.21,45920.0
1603,2017-05-23,542.69,542.19,45870.0
1604,2017-05-24,542.68,542.18,45850.0
1605,2017-05-25,542.67,542.17,45820.0
1606,2017-05-26,542.67,542.17,45820.0
1607,2017-05-27,542.65,542.15,45770.0
1608,2017-05-28,542.66,542.16,45800.0
1609,2017-05-29,542.64,542.14,45750.0
1610,2017-05-30,542.65,542.15,45770.0
1611,2017-05-31,542.66,542.16,45800.0
1612,2017-06-01,542.67,542.17,45830.0
1613,2017-06-02,542.68,542.18,45860.0
1614,2017-06-03,542.67,542.17,45830.0
1615,2017-06-04,542.67,542.17,45830.0
1616,2017-06-05,542.68,542.18,45860.0
1617,2017-06-06,542.7,542.2,45910.0
1618,2017-06-07,542.7,542.2,45890.0
1619,2017-06-08,542.71,542.21,45920.0
1620,2017-06-09,542.71,542.21,45920.0
1621,2017-06-10,542.68,542.18,45840.0
1622,2017-06-11,542.66,542.16,45790.0
1623,2017-06-12,542.64,542.14,45750.0
1624,2017-06-13,542.62,542.12,45700.0
1625,2017-06-14,542.62,542.12,45700.0
1626,2017-06-15,542.7,542.2,45900.0
1627,2017-06-16,542.73,542.23,45980.0
1628,2017-06-17,542.8,542.3,46160.0
1629,2017-06-18,542.87,542.37,46330.0
1630,2017-06-19,542.85,542.35,46290.0
1631,2017-06-20,542.81,542.31,46190.0
1632,2017-06-21,542.77,542.27,46090.0
1633,2017-06-22,542.77,542.27,46060.0
1634,2017-06-23,542.77,542.27,46070.0
1635,2017-06-24,542.78,542.28,46090.0
1636,2017-06-25,542.79,542.29,46120.0
1637,2017-06-26,542.77,542.27,46070.0
1638,2017-06-27,542.76,542.26,46050.0
1639,2017-06-28,542.76,542.26,46050.0
1640,2017-06-29,542.75,542.25,46020.0
1641,2017-06-30,542.75,542.25,46030.0
1642,2017-07-01,542.74,542.24,46000.0
1643,2017-07-02,542.74,542.24,46000.0
1644,2017-07-03,542.74,542.24,46010.0
1645,2017-07-04,542.75,542.25,46030.0
1646,2017-07-05,542.76,542.26,46060.0
1647,2017-07-06,542.77,542.27,46090.0
1648,2017-07-07,542.76,542.26,46060.0
1649,2017-07-08,542.77,542.27,46060.0
1650,2017-07-09,542.77,542.27,46070.0
1651,2017-07-10,542.76,542.26,46040.0
1652,2017-07-11,542.75,542.25,46020.0
1653,2017-07-12,542.75,542.25,46020.0
1654,2017-07-13,542.75,542.25,46020.0
1655,2017-07-14,542.75,542.25,46020.0
1656,2017-07-15,542.74,542.24,46000.0
1657,2017-07-16,542.73,542.23,45980.0
1658,2017-07-17,542.7,542.2,45900.0
1659,2017-07-18,542.66,542.16,45800.0
1660,2017-07-19,542.61,542.11,45680.0
1661,2017-07-20,542.59,542.09,45630.0
1662,2017-07-21,542.55,542.05,45530.0
1663,2017-07-22,542.51,542.01,45430.0
1664,2017-07-23,542.48,541.98,45330.0
1665,2017-07-24,542.49,541.99,45360.0
1666,2017-07-25,542.53,542.03,45460.0
1667,2017-07-26,542.58,542.08,45590.0
1668,2017-07-27,542.65,542.15,45770.0
1669,2017-07-28,542.68,542.18,45850.0
1670,2017-07-29,542.69,542.19,45870.0
1671,2017-07-30,542.69,542.19,45870.0
1672,2017-07-31,542.71,542.21,45920.0
1673,2017-08-01,542.73,542.23,45980.0
1674,2017-08-02,542.74,542.24,46000.0
1675,2017-08-03,542.74,542.24,46000.0
1676,2017-08-04,542.73,542.23,45980.0
1677,2017-08-05,542.73,542.23,45980.0
1678,2017-08-06,542.73,542.23,45980.0
1679,2017-08-07,542.73,542.23,45980.0
1680,2017-08-08,542.75,542.25,46030.0
1681,2017-08-09,542.74,542.24,46000.0
1682,2017-08-10,542.72,542.22,45950.0
1683,2017-08-11,542.72,542.22,45950.0
1684,2017-08-12,542.73,542.23,45980.0
1685,2017-08-13,542.72,542.22,45950.0
1686,2017-08-14,542.71,542.21,45920.0
1687,2017-08-15,542.7,542.2,45900.0
1688,2017-08-16,542.69,542.19,45870.0
1689,2017-08-17,542.68,542.18,45850.0
1690,2017-08-18,542.68,542.18,45850.0
1691,2017-08-19,542.67,542.17,45820.0
1692,2017-08-20,542.66,542.16,45800.0
1693,2017-08-21,542.64,542.14,45750.0
1694,2017-08-22,542.63,542.13,45720.0
1695,2017-08-23,542.63,542.13,45720.0
1696,2017-08-24,542.63,542.13,45720.0
1697,2017-08-25,542.61,542.11,45670.0
1698,2017-08-26,542.59,542.09,45620.0
1699,2017-08-27,542.57,542.07,45570.0
1700,2017-08-28,542.56,542.06,45550.0
1701,2017-08-29,542.56,542.06,45550.0
1702,2017-08-30,542.57,542.07,45570.0
1703,2017-08-31,542.58,542.08,45600.0
1704,2017-09-01,542.55,542.05,45520.0
1705,2017-09-02,542.52,542.02,45450.0
1706,2017-09-03,542.51,542.01,45420.0
1707,2017-09-04,542.48,541.98,45350.0
1708,2017-09-05,542.47,541.97,45320.0
1709,2017-09-06,542.48,541.98,45350.0
1710,2017-09-07,542.5,542.0,45400.0
1711,2017-09-08,542.53,542.03,45470.0
1712,2017-09-09,542.5,542.0,45400.0
1713,2017-09-10,542.47,541.97,45320.0
1714,2017-09-11,542.44,541.94,45240.0
1715,2017-09-12,542.42,541.92,45190.0
1716,2017-09-13,542.38,541.88,45090.0
1717,2017-09-14,542.34,541.84,44990.0
1718,2017-09-15,542.3,541.8,44890.0
1719,2017-09-16,542.27,541.77,44820.0
1720,2017-09-17,542.25,541.75,44770.0
1721,2017-09-18,542.24,541.74,44740.0
1722,2017-09-19,542.21,541.71,44670.0
1723,2017-09-20,542.23,541.73,44720.0
1724,2017-09-21,542.2,541.7,44640.0
1725,2017-09-22,542.17,541.67,44570.0
1726,2017-09-23,542.14,541.64,44490.0
1727,2017-09-24,542.11,541.61,44410.0
1728,2017-09-25,542.09,541.59,44360.0
1729,2017-09-26,542.06,541.56,44290.0
1730,2017-09-27,542.03,541.53,44210.0
1731,2017-09-28,541.98,541.48,44090.0
1732,2017-09-29,541.95,541.45,44010.0
1733,2017-09-30,541.92,541.42,43940.0
1734,2017-10-01,541.9,541.4,43890.0
1735,2017-10-02,541.85,541.35,43770.0
1736,2017-10-03,541.81,541.31,43670.0
1737,2017-10-04,541.77,541.27,43580.0
1738,2017-10-05,541.73,541.23,43480.0
1739,2017-10-06,541.71,541.21,43430.0
1740,2017-10-07,541.67,541.17,43330.0
1741,2017-10-08,541.64,541.14,43260.0
1742,2017-10-09,541.6,541.1,43160.0
1743,2017-10-10,541.58,541.08,43110.0
1744,2017-10-11,541.57,541.07,43090.0
1745,2017-10-12,541.63,541.13,43230.0
1746,2017-10-13,541.62,541.12,43210.0
1747,2017-10-14,541.6,541.1,43160.0
1748,2017-10-15,541.59,541.09,43140.0
1749,2017-10-16,541.56,541.06,43060.0
1750,2017-10-17,541.53,541.03,42990.0
1751,2017-10-18,541.56,541.06,43060.0
1752,2017-10-19,541.64,541.14,43260.0
1753,2017-10-20,541.61,541.11,43180.0
1754,2017-10-21,541.77,541.27,43580.0
1755,2017-10-22,541.76,541.26,43550.0
1756,2017-10-23,541.71,541.21,43430.0
1757,2017-10-24,541.67,541.17,43330.0
1758,2017-10-25,541.63,541.13,43230.0
1759,2017-10-26,541.6,541.1,43160.0
1760,2017-10-27,541.59,541.09,43140.0
1761,2017-10-28,541.58,541.08,43110.0
1762,2017-10-29,541.57,541.07,43090.0
1763,2017-10-30,541.54,541.04,43010.0
1764,2017-10-31,541.47,540.97,42840.0
1765,2017-11-01,541.17,540.67,42110.0
1766,2017-11-02,540.82,540.32,41260.0
1767,2017-11-03,540.65,540.15,40860.0
1768,2017-11-04,540.59,540.09,40720.0
1769,2017-11-05,540.56,540.06,40640.0
1770,2017-11-06,540.48,539.98,40450.0
1771,2017-11-07,540.39,539.89,40240.0
1772,2017-11-08,540.35,539.85,40140.0
1773,2017-11-09,540.26,539.76,39930.0
1774,2017-11-10,540.18,539.68,39740.0
1775,2017-11-11,540.1,539.6,39550.0
1776,2017-11-12,540.01,539.51,39330.0
1777,2017-11-13,540.0,539.5,39310.0
1778,2017-11-14,539.91,539.41,39100.0
1779,2017-11-15,539.85,539.35,38960.0
1780,2017-11-16,539.79,539.29,38820.0
1781,2017-11-17,539.71,539.21,38630.0
1782,2017-11-18,539.62,539.12,38420.0
1783,2017-11-19,539.6,539.1,38370.0
1784,2017-11-20,539.56,539.06,38280.0
1785,2017-11-21,539.56,539.06,38280.0
1786,2017-11-22,539.52,539.02,38180.0
1787,2017-11-23,539.58,539.08,38320.0
