,datetime,149696_62614_00003,149697_00010_00001,149698_00010_00002,149699_00010_00003
551,2014-07-06,911.67,26.8,23.4,24.7
552,2014-07-07,911.7,26.1,23.9,24.9
553,2014-07-08,911.72,27.5,24.3,25.7
554,2014-07-09,911.73,27.9,25.5,26.5
555,2014-07-10,911.73,26.5,24.8,25.9
556,2014-07-11,911.68,27.5,24.0,25.5
557,2014-07-12,911.67,27.8,25.5,26.2
558,2014-07-13,911.67,28.1,25.1,26.4
559,2014-07-14,911.68,27.9,26.0,26.7
560,2014-07-15,911.65,28.2,25.1,26.3
561,2014-07-16,911.65,28.1,26.0,27.0
562,2014-07-17,911.62,28.5,26.1,27.1
563,2014-07-18,911.58,29.0,25.4,26.8
564,2014-07-19,911.57,27.0,25.3,26.3
565,2014-07-20,911.63,27.1,24.4,25.6
566,2014-07-21,911.65,26.0,23.8,24.7
567,2014-07-22,911.6,24.2,22.5,23.4
568,2014-07-23,911.59,24.8,22.4,23.4
569,2014-07-24,911.64,23.6,22.0,22.7
570,2014-07-25,911.65,24.5,21.6,23.0
571,2014-07-26,911.66,24.4,22.8,23.4
572,2014-07-27,911.66,25.1,22.7,23.8
573,2014-07-28,911.65,26.9,23.6,25.0
574,2014-07-29,911.62,27.7,25.1,26.3
575,2014-07-30,911.59,28.5,25.7,26.9
576,2014-07-31,911.56,28.6,26.1,27.3
577,2014-08-01,911.54,27.6,26.3,26.9
578,2014-08-02,911.54,28.1,25.9,26.4
579,2014-08-03,911.55,28.1,25.4,26.4
580,2014-08-04,911.56,27.9,25.6,26.7
581,2014-08-05,911.55,29.1,26.1,27.1
582,2014-08-06,911.56,27.6,25.7,26.8
583,2014-08-07,911.63,28.2,25.6,26.7
584,2014-08-08,911.68,26.8,24.8,25.8
585,2014-08-09,911.67,26.4,24.6,25.4
586,2014-08-10,911.68,26.7,24.6,25.5
587,2014-08-11,911.7,26.6,25.0,25.8
588,2014-08-12,911.72,26.1,25.1,25.6
589,2014-08-13,911.73,25.5,23.9,24.8
590,2014-08-14,911.74,24.7,24.0,24.4
591,2014-08-15,911.71,24.7,23.7,24.1
592,2014-08-16,911.7,26.5,23.9,24.9
593,2014-08-17,911.7,27.3,24.6,25.4
594,2014-08-18,911.69,27.5,24.9,25.9
595,2014-08-19,911.69,26.6,25.3,26.1
596,2014-08-20,911.72,25.8,24.6,25.2
597,2014-08-21,911.63,25.0,23.9,24.4
598,2014-08-22,911.67,24.6,23.3,23.9
599,2014-08-23,911.65,25.4,23.0,24.1
600,2014-08-24,911.63,24.1,23.2,23.7
601,2014-08-25,911.63,25.3,22.7,23.9
602,2014-08-26,911.61,25.1,22.9,23.7
603,2014-08-27,911.6,24.3,22.7,23.5
604,2014-08-28,911.61,25.1,23.4,24.2
605,2014-08-29,911.6,24.7,23.3,23.9
606,2014-08-30,911.58,23.9,22.6,23.2
607,2014-08-31,911.58,23.7,22.1,22.9
608,2014-09-01,911.57,23.3,21.7,22.5
609,2014-09-02,911.58,23.0,21.4,22.2
610,2014-09-03,911.59,21.5,20.4,21.0
611,2014-09-04,911.6,23.1,20.1,21.4
612,2014-09-05,911.63,22.4,20.7,21.5
613,2014-09-06,911.64,23.7,21.0,22.2
614,2014-09-07,911.65,22.5,21.4,21.9
615,2014-09-08,911.67,23.1,20.7,21.5
616,2014-09-09,911.67,21.0,19.0,19.8
617,2014-09-10,911.65,19.2,18.1,18.8
618,2014-09-11,911.61,20.7,18.0,19.3
619,2014-09-12,911.61,20.0,18.4,19.1
620,2014-09-13,911.62,20.9,18.6,19.5
621,2014-09-14,911.63,21.0,18.9,19.8
622,2014-09-15,911.64,21.6,19.1,20.2
623,2014-09-16,911.65,20.4,19.4,20.0
624,2014-09-17,911.66,20.9,19.4,20.1
625,2014-09-18,911.68,20.4,19.8,20.1
626,2014-09-19,911.68,21.1,19.6,20.3
627,2014-09-20,911.68,21.6,19.7,20.4
628,2014-09-21,911.68,21.9,19.6,20.5
629,2014-09-22,911.69,21.0,20.0,20.4
630,2014-09-23,911.7,20.6,19.9,20.3
631,2014-09-24,911.69,19.9,18.7,19.3
632,2014-09-25,911.68,18.7,18.4,18.6
633,2014-09-26,911.68,19.2,18.2,18.6
634,2014-09-27,911.67,19.3,18.1,18.8
635,2014-09-28,911.62,19.9,18.2,19.0
636,2014-09-29,911.59,20.1,18.4,19.2
637,2014-09-30,911.58,19.3,17.8,18.7
638,2014-10-01,911.56,19.0,17.4,18.1
639,2014-10-02,911.58,18.3,17.2,17.8
640,2014-10-03,911.57,18.3,17.0,17.5
641,2014-10-04,911.58,18.1,17.0,17.4
642,2014-10-05,911.6,18.8,16.7,17.7
643,2014-10-06,911.62,18.9,17.6,18.2
644,2014-10-07,911.62,19.6,17.7,18.6
645,2014-10-08,911.6,19.0,18.1,18.6
646,2014-10-09,911.5,19.1,17.3,18.2
647,2014-10-10,911.4,18.6,17.5,18.1
648,2014-10-11,911.34,18.4,17.3,17.9
649,2014-10-12,911.31,17.5,16.6,17.1
650,2014-10-13,911.31,17.3,16.5,16.9
651,2014-10-14,911.31,18.0,16.3,16.9
652,2014-10-15,911.32,16.9,16.0,16.5
653,2014-10-16,911.31,16.5,15.6,16.0
654,2014-10-17,911.27,16.1,15.3,15.8
655,2014-10-18,911.25,16.0,15.5,15.8
656,2014-10-19,911.22,16.1,15.5,15.7
657,2014-10-20,911.21,15.6,15.2,15.4
658,2014-10-21,911.18,15.9,14.9,15.4
659,2014-10-22,911.17,15.3,14.9,15.1
660,2014-10-23,911.17,15.4,14.5,15.0
661,2014-10-24,911.16,15.5,14.2,14.9
662,2014-10-25,911.14,15.0,14.6,14.8
663,2014-10-26,911.11,15.0,13.9,14.5
664,2014-10-27,911.08,14.5,13.3,13.9
665,2014-10-28,911.04,14.1,13.5,13.8
666,2014-10-29,911.02,14.0,13.4,13.7
667,2014-10-30,910.99,13.7,13.4,13.5
668,2014-10-31,911.01,13.7,13.2,13.5
669,2014-11-01,911.0,13.4,12.6,13.0
670,2014-11-02,910.95,13.6,12.0,12.8
671,2014-11-03,910.91,13.1,12.6,12.8
672,2014-11-04,910.87,13.4,12.6,12.9
673,2014-11-05,910.84,13.0,12.4,12.8
674,2014-11-06,910.8,12.9,12.5,12.7
675,2014-11-07,910.77,13.2,12.2,12.6
676,2014-11-08,910.73,12.6,11.9,12.2
677,2014-11-09,910.69,12.2,10.8,11.7
678,2014-11-10,910.65,11.3,10.2,10.7
679,2014-11-11,910.57,10.3,8.7,9.7
680,2014-11-12,910.52,10.0,8.5,9.2
681,2014-11-13,910.46,9.6,8.3,9.0
682,2014-11-14,910.38,9.2,6.4,7.7
683,2014-11-15,910.28,8.2,6.3,7.7
684,2014-11-16,910.2,8.1,6.9,7.6
685,2014-11-17,910.13,8.2,6.4,7.3
686,2014-11-18,910.06,7.6,6.1,7.1
687,2014-11-19,910.01,7.4,6.9,7.2
688,2014-11-20,909.96,7.4,6.3,7.0
689,2014-11-21,909.93,7.4,5.8,6.7
690,2014-11-22,909.94,6.7,5.7,6.4
691,2014-11-23,909.9,6.3,5.6,6.0
692,2014-11-24,909.87,6.2,5.0,5.6
693,2014-11-25,909.88,7.0,5.3,6.3
694,2014-11-26,909.9,6.0,5.4,5.7
695,2014-11-27,909.87,6.8,5.7,6.3
696,2014-11-28,909.85,7.1,4.2,6.0
697,2014-11-29,909.74,4.5,1.0,2.6
698,2014-11-30,909.6,3.8,1.0,1.8
699,2014-12-01,909.56,4.9,3.8,4.4
700,2014-12-02,909.53,4.6,3.5,4.1
701,2014-12-03,909.51,4.0,1.3,2.9
702,2014-12-04,909.48,3.5,2.1,2.8
703,2014-12-05,909.46,4.2,3.2,3.7
704,2014-12-06,909.47,4.0,2.6,3.6
705,2014-12-07,909.48,4.5,3.8,4.1
706,2014-12-08,909.47,4.3,3.7,4.1
707,2014-12-09,909.47,4.5,3.9,4.2
708,2014-12-10,909.48,5.1,4.1,4.6
709,2014-12-11,909.5,4.8,4.3,4.6
710,2014-12-12,909.52,5.3,4.2,4.7
711,2014-12-13,909.53,5.2,4.3,4.6
712,2014-12-14,909.51,4.6,2.8,3.8
713,2014-12-15,909.49,5.0,3.8,4.4
714,2014-12-16,909.47,5.0,3.9,4.4
715,2014-12-17,909.45,4.6,4.0,4.2
716,2014-12-18,909.43,4.5,4.0,4.2
717,2014-12-19,909.45,4.9,4.1,4.5
718,2014-12-20,909.46,4.7,4.3,4.5
719,2014-12-21,909.49,5.2,4.3,4.7
720,2014-12-22,909.49,5.2,4.7,5.0
721,2014-12-23,909.48,5.1,4.2,4.7
722,2014-12-24,909.49,5.2,4.4,4.8
723,2014-12-25,909.49,5.1,4.2,4.6
724,2014-12-26,909.49,4.9,3.9,4.6
725,2014-12-27,909.48,4.8,3.5,4.1
726,2014-12-28,909.49,4.6,3.3,4.0
727,2014-12-29,909.5,3.3,1.0,2.4
728,2014-12-30,909.47,2.0,0.9,1.1
729,2014-12-31,909.45,3.1,1.6,2.3
730,2015-01-01,909.44,3.7,2.4,2.9
731,2015-01-02,909.44,3.8,2.7,3.1
732,2015-01-03,909.46,3.5,2.8,3.0
733,2015-01-04,909.49,2.9,2.3,2.7
734,2015-01-05,909.53,2.4,2.2,2.3
735,2015-01-06,909.53,2.7,2.3,2.5
736,2015-01-07,909.51,3.2,2.5,2.7
737,2015-01-08,909.49,3.5,2.6,2.9
738,2015-01-09,909.47,3.8,2.7,3.1
739,2015-01-10,909.45,4.1,2.9,3.3
740,2015-01-11,909.44,4.1,3.0,3.3
741,2015-01-12,909.43,4.2,2.9,3.3
742,2015-01-13,909.45,3.6,2.8,3.1
743,2015-01-14,909.47,3.7,3.0,3.2
744,2015-01-15,909.49,3.4,2.9,3.1
745,2015-01-16,909.5,4.0,2.9,3.2
746,2015-01-17,909.5,3.4,2.9,3.1
747,2015-01-18,909.52,3.9,2.9,3.3
748,2015-01-19,909.51,4.0,3.1,3.5
749,2015-01-20,909.49,4.4,3.3,3.7
750,2015-01-21,909.48,4.3,3.2,3.6
751,2015-01-22,909.49,4.2,3.2,3.5
752,2015-01-23,909.49,3.3,2.9,3.1
753,2015-01-24,909.5,4.2,2.8,3.4
754,2015-01-25,909.51,4.7,3.1,3.6
755,2015-01-26,909.52,5.1,3.2,3.9
756,2015-01-27,909.52,4.7,3.5,3.9
757,2015-01-28,909.51,4.4,3.4,3.7
758,2015-01-29,909.5,4.5,3.4,3.8
759,2015-01-30,909.49,4.7,3.3,3.8
760,2015-01-31,909.49,5.4,3.3,4.1
761,2015-02-01,909.49,4.6,3.6,4.0
762,2015-02-02,909.5,4.8,3.4,3.9
763,2015-02-03,909.5,5.3,3.6,4.3
764,2015-02-04,909.49,4.3,3.7,4.0
765,2015-02-05,909.51,4.5,3.6,3.9
766,2015-02-06,909.53,5.5,4.0,4.7
767,2015-02-07,909.56,5.3,4.2,4.7
768,2015-02-08,909.58,5.7,4.3,4.9
769,2015-02-09,909.6,5.9,5.1,5.3
770,2015-02-10,909.59,6.7,5.0,5.8
771,2015-02-11,909.59,6.2,5.1,5.6
772,2015-02-12,909.62,6.5,5.4,5.7
773,2015-02-13,909.65,6.3,5.2,5.6
774,2015-02-14,909.66,6.4,5.4,5.8
775,2015-02-15,909.67,7.1,5.1,5.8
776,2015-02-16,909.68,6.0,4.8,5.4
777,2015-02-17,909.67,6.3,4.5,5.5
778,2015-02-18,909.67,6.0,5.1,5.4
779,2015-02-19,909.66,6.5,5.1,5.6
780,2015-02-20,909.66,6.4,5.1,5.7
781,2015-02-21,909.66,6.0,4.6,5.2
782,2015-02-22,909.64,6.5,5.1,5.6
783,2015-02-23,909.63,6.4,5.2,5.7
784,2015-02-24,909.62,6.5,5.0,5.6
785,2015-02-25,909.62,6.9,5.0,5.9
786,2015-02-26,909.62,7.8,5.7,6.5
787,2015-02-27,909.61,6.5,5.1,6.0
788,2015-02-28,909.61,6.7,3.9,5.1
789,2015-03-01,909.59,6.6,5.1,5.6
790,2015-03-02,909.59,7.1,4.2,5.7
791,2015-03-03,909.57,6.0,3.0,4.5
792,2015-03-04,909.57,6.7,4.4,5.6
793,2015-03-05,909.58,7.1,5.3,6.1
794,2015-03-06,909.62,8.0,5.3,6.3
795,2015-03-07,909.67,8.6,5.8,6.8
796,2015-03-08,909.7,8.2,6.1,6.9
797,2015-03-09,909.74,8.2,6.1,6.7
798,2015-03-10,909.77,9.2,5.8,7.0
799,2015-03-11,909.79,7.5,6.2,6.8
800,2015-03-12,909.83,8.1,6.3,6.9
801,2015-03-13,909.85,7.5,6.4,6.9
802,2015-03-14,909.86,8.0,6.4,7.1
803,2015-03-15,909.92,7.6,7.0,7.3
804,2015-03-16,910.01,9.8,6.7,7.9
805,2015-03-17,910.04,9.2,7.2,8.1
806,2015-03-18,910.07,11.4,7.6,9.0
807,2015-03-19,910.1,9.3,7.3,8.0
808,2015-03-20,910.14,7.7,7.0,7.4
809,2015-03-21,910.18,9.7,7.0,7.8
810,2015-03-22,910.26,8.3,7.2,7.7
811,2015-03-23,910.31,9.6,7.2,8.1
812,2015-03-24,910.32,11.7,7.8,9.2
813,2015-03-25,910.31,9.0,8.3,8.6
814,2015-03-26,910.31,8.8,8.1,8.4
815,2015-03-27,910.32,10.4,8.1,8.8
816,2015-03-28,910.34,11.7,8.2,9.6
817,2015-03-29,910.37,10.0,8.9,9.3
818,2015-03-30,910.4,10.0,8.8,9.3
819,2015-03-31,910.44,11.4,8.7,9.7
820,2015-04-01,910.43,11.1,8.5,9.7
821,2015-04-02,910.43,12.4,8.4,10.1
822,2015-04-03,910.42,10.7,9.3,10.1
823,2015-04-04,910.44,12.5,8.8,10.4
824,2015-04-05,910.45,13.1,9.9,11.2
825,2015-04-06,910.45,12.0,10.4,11.1
826,2015-04-07,910.46,11.5,9.7,10.3
827,2015-04-08,910.47,13.7,9.6,11.2
828,2015-04-09,910.46,12.6,10.3,11.2
829,2015-04-10,910.44,10.8,10.0,10.4
830,2015-04-11,910.47,11.3,9.4,10.4
831,2015-04-12,910.47,11.2,9.5,10.5
832,2015-04-13,910.47,10.9,9.7,10.4
833,2015-04-14,910.55,11.8,9.8,10.6
834,2015-04-15,910.58,13.3,9.5,11.3
835,2015-04-16,910.63,13.1,10.5,11.3
836,2015-04-17,910.67,12.0,10.3,11.0
837,2015-04-18,910.72,13.5,10.0,11.8
838,2015-04-19,910.75,14.8,11.7,13.0
839,2015-04-20,910.79,15.9,12.0,13.4
840,2015-04-21,910.82,15.7,11.4,13.0
841,2015-04-22,910.88,15.2,12.1,13.4
842,2015-04-23,910.9,13.7,12.3,13.0
843,2015-04-24,910.95,14.0,11.9,13.0
844,2015-04-25,911.0,14.0,11.8,12.7
845,2015-04-26,911.03,13.8,12.3,12.9
846,2015-04-27,911.06,13.3,12.2,12.7
847,2015-04-28,911.09,13.6,12.0,12.7
848,2015-04-29,911.14,14.4,12.2,13.3
849,2015-04-30,911.16,14.8,12.8,13.8
850,2015-05-01,911.2,16.3,13.4,14.7
851,2015-05-02,911.24,16.4,14.1,15.1
852,2015-05-03,911.26,16.7,13.8,14.8
853,2015-05-04,911.29,15.5,13.4,14.4
854,2015-05-05,911.33,14.6,13.2,13.8
855,2015-05-06,911.36,15.1,13.2,14.1
856,2015-05-07,911.37,16.2,13.3,14.6
857,2015-05-08,911.39,16.3,13.9,14.9
858,2015-05-09,911.38,16.6,14.0,15.3
859,2015-05-10,911.38,16.8,14.3,15.0
860,2015-05-11,911.4,16.7,14.1,15.4
861,2015-05-12,911.44,16.0,15.1,15.5
862,2015-05-13,911.49,15.6,15.0,15.3
863,2015-05-14,911.54,16.7,14.8,15.6
864,2015-05-15,911.6,19.7,15.0,16.8
865,2015-05-16,911.64,19.2,16.8,18.0
866,2015-05-17,911.74,18.7,17.6,18.0
867,2015-05-18,911.72,20.6,17.4,18.9
868,2015-05-19,911.73,22.0,18.5,20.0
869,2015-05-20,911.74,23.0,17.9,20.1
870,2015-05-21,911.79,21.8,18.6,20.1
871,2015-05-22,911.82,22.8,19.3,20.6
872,2015-05-23,911.83,24.8,19.9,21.8
873,2015-05-24,911.83,22.7,20.5,21.5
874,2015-05-25,911.84,22.3,19.9,21.1
875,2015-05-26,911.83,21.4,20.2,20.7
876,2015-05-27,911.8,22.2,19.6,20.6
877,2015-05-28,911.76,23.5,19.8,20.6
878,2015-05-29,911.75,20.7,19.6,20.1
879,2015-05-30,911.79,22.4,20.1,21.3
880,2015-05-31,911.78,23.0,20.7,21.9
881,2015-06-01,911.75,24.0,21.6,22.6
882,2015-06-02,911.76,22.1,21.2,21.7
883,2015-06-03,911.79,22.4,20.8,21.6
884,2015-06-04,911.78,22.9,21.1,22.0
885,2015-06-05,911.76,24.6,21.4,22.7
886,2015-06-06,911.74,24.1,22.0,23.0
887,2015-06-07,911.72,25.0,22.2,23.5
888,2015-06-08,911.72,25.9,23.1,24.4
889,2015-06-09,911.7,27.5,24.6,25.8
890,2015-06-10,911.71,27.8,25.0,26.3
891,2015-06-11,911.73,27.8,24.9,26.1
892,2015-06-12,911.74,25.6,23.3,24.5
893,2015-06-13,911.72,24.5,22.8,23.5
894,2015-06-14,911.75,24.7,22.5,23.6
895,2015-06-15,911.77,25.4,22.9,24.0
896,2015-06-16,911.77,25.7,23.1,24.3
897,2015-06-17,911.76,25.9,23.3,24.5
898,2015-06-18,911.75,24.9,23.9,24.3
899,2015-06-19,911.73,25.5,23.3,24.3
900,2015-06-20,911.72,24.9,22.9,24.0
901,2015-06-21,911.72,23.9,22.3,23.1
902,2015-06-22,911.7,24.4,22.2,23.1
903,2015-06-23,911.73,24.1,22.2,22.9
904,2015-06-24,911.75,23.7,22.4,22.9
905,2015-06-25,911.79,23.8,22.0,22.9
906,2015-06-26,911.83,26.5,22.8,24.6
907,2015-06-27,911.84,27.9,25.4,26.6
908,2015-06-28,911.86,28.6,26.8,27.7
909,2015-06-29,911.83,28.2,26.8,27.3
910,2015-06-30,911.81,27.7,26.2,27.0
911,2015-07-01,911.79,27.5,25.9,26.6
912,2015-07-02,911.76,27.1,25.4,26.2
913,2015-07-03,911.78,28.1,26.0,27.0
914,2015-07-04,911.8,27.6,26.3,27.1
915,2015-07-05,911.78,26.6,25.1,25.9
916,2015-07-06,911.76,26.2,25.0,25.6
917,2015-07-07,911.77,27.0,25.1,25.8
918,2015-07-08,911.77,26.8,25.1,25.9
919,2015-07-09,911.78,26.9,25.4,26.1
920,2015-07-10,911.8,27.7,26.3,27.0
921,2015-07-11,911.79,26.9,25.3,26.1
922,2015-07-12,911.8,26.0,24.4,25.3
923,2015-07-13,911.79,26.5,24.9,25.7
924,2015-07-14,911.79,26.6,24.9,25.8
925,2015-07-15,911.78,26.9,25.3,26.0
926,2015-07-16,911.77,25.8,24.3,25.2
927,2015-07-17,911.74,25.6,24.3,24.9
928,2015-07-18,911.72,26.1,23.9,25.0
929,2015-07-19,911.72,26.3,24.5,25.3
930,2015-07-20,911.73,26.6,24.6,25.3
931,2015-07-21,911.74,26.3,24.0,25.2
932,2015-07-22,911.72,25.8,24.1,25.0
933,2015-07-23,911.72,26.1,24.5,25.2
934,2015-07-24,911.73,25.6,24.4,25.1
935,2015-07-25,911.76,25.1,23.9,24.6
936,2015-07-26,911.78,24.8,23.1,23.9
937,2015-07-27,911.82,24.4,23.1,23.7
938,2015-07-28,911.83,25.4,23.1,24.1
939,2015-07-29,911.85,25.6,23.6,24.5
940,2015-07-30,911.87,26.4,24.4,25.3
941,2015-07-31,911.89,27.1,24.7,25.8
942,2015-08-01,911.88,26.7,25.3,26.1
943,2015-08-02,911.88,27.3,25.3,26.3
944,2015-08-03,911.88,26.8,25.9,26.4
945,2015-08-04,911.88,26.3,24.9,25.5
946,2015-08-05,911.86,25.3,23.8,24.6
947,2015-08-06,911.84,25.5,23.4,24.4
948,2015-08-07,911.84,25.3,23.9,24.5
949,2015-08-08,911.83,25.0,23.5,24.1
950,2015-08-09,911.82,24.9,23.0,23.9
951,2015-08-10,911.82,25.5,23.2,24.2
952,2015-08-11,911.82,26.2,23.9,25.0
953,2015-08-12,911.82,26.3,24.8,25.6
954,2015-08-13,911.81,26.5,24.8,25.5
955,2015-08-14,911.81,25.9,24.5,25.1
956,2015-08-15,911.79,25.3,23.7,24.4
957,2015-08-16,911.78,25.5,23.2,24.4
958,2015-08-17,911.78,26.0,24.0,25.0
959,2015-08-18,911.79,25.4,24.0,24.8
960,2015-08-19,911.8,25.5,24.0,24.8
961,2015-08-20,911.81,25.7,23.9,24.8
962,2015-08-21,911.81,24.7,23.1,23.6
963,2015-08-22,911.78,24.7,22.5,23.4
964,2015-08-23,911.78,23.2,22.4,22.8
965,2015-08-24,911.79,22.7,22.1,22.4
966,2015-08-25,911.8,23.3,21.8,22.5
967,2015-08-26,911.81,23.4,22.3,22.8
968,2015-08-27,911.83,23.3,22.2,22.8
969,2015-08-28,911.84,22.9,22.4,22.6
970,2015-08-29,911.83,22.6,21.9,22.2
971,2015-08-30,911.84,22.3,21.2,21.6
972,2015-08-31,911.86,21.3,20.5,21.0
973,2015-09-01,911.88,21.1,20.2,20.7
974,2015-09-02,911.92,21.5,20.2,20.8
975,2015-09-03,911.93,21.3,20.1,20.7
976,2015-09-04,911.95,20.5,19.7,20.1
977,2015-09-05,911.94,19.7,18.7,19.2
978,2015-09-06,911.94,20.0,18.8,19.4
979,2015-09-07,911.96,20.4,18.7,19.5
980,2015-09-08,911.98,19.9,19.3,19.5
981,2015-09-09,911.99,20.9,19.0,19.8
982,2015-09-10,911.99,21.1,19.6,20.4
983,2015-09-11,911.98,21.4,20.1,20.7
984,2015-09-12,911.96,21.2,20.5,20.9
985,2015-09-13,911.96,21.6,20.4,20.9
986,2015-09-14,911.94,20.4,19.3,19.7
987,2015-09-15,911.91,20.0,19.1,19.5
988,2015-09-16,911.89,19.8,18.9,19.3
989,2015-09-17,911.87,19.0,18.3,18.7
990,2015-09-18,911.85,19.0,18.0,18.5
991,2015-09-19,911.85,18.7,18.1,18.4
992,2015-09-20,911.83,19.1,18.3,18.7
993,2015-09-21,911.84,18.8,17.5,18.2
994,2015-09-22,911.81,19.2,17.8,18.4
995,2015-09-23,911.8,19.5,18.0,18.8
996,2015-09-24,911.78,19.0,18.0,18.5
997,2015-09-25,911.77,18.6,17.9,18.2
998,2015-09-26,911.76,18.2,17.4,17.8
999,2015-09-27,911.74,18.7,17.0,17.9
1000,2015-09-28,911.73,18.6,17.6,18.1
1001,2015-09-29,911.71,18.6,17.4,18.0
1002,2015-09-30,911.69,18.7,17.6,18.2
1003,2015-10-01,911.68,18.7,17.6,18.2
1004,2015-10-02,911.67,18.2,17.4,17.9
1005,2015-10-03,911.68,17.4,16.6,16.9
1006,2015-10-04,911.63,17.1,16.3,16.7
1007,2015-10-05,911.62,17.2,16.4,16.8
1008,2015-10-06,911.59,17.0,16.5,16.8
1009,2015-10-07,911.57,16.8,16.5,16.7
1010,2015-10-08,911.56,16.9,16.6,16.7
1011,2015-10-09,911.54,17.1,16.5,16.8
1012,2015-10-10,911.53,16.9,16.6,16.8
1013,2015-10-11,911.53,17.0,16.2,16.6
1014,2015-10-12,911.52,16.8,16.2,16.5
1015,2015-10-13,911.51,17.1,16.1,16.6
1016,2015-10-14,911.49,16.7,16.2,16.5
1017,2015-10-15,911.46,16.5,15.8,16.2
1018,2015-10-16,911.44,16.5,15.8,16.1
1019,2015-10-17,911.43,16.6,15.8,16.2
1020,2015-10-18,911.42,16.3,16.0,16.2
1021,2015-10-19,911.42,16.6,15.9,16.2
1022,2015-10-20,911.42,16.5,16.0,16.3
1023,2015-10-21,911.39,16.1,15.5,15.8
1024,2015-10-22,911.38,15.9,15.0,15.5
1025,2015-10-23,911.36,15.6,15.1,15.3
1026,2015-10-24,911.34,15.1,14.5,14.8
1027,2015-10-25,911.33,14.8,14.2,14.4
1028,2015-10-26,911.31,14.7,14.2,14.5
1029,2015-10-27,911.3,14.4,13.7,14.1
1030,2015-10-28,911.29,14.1,13.8,13.9
1031,2015-10-29,911.28,14.1,13.7,13.9
1032,2015-10-30,911.27,13.9,13.6,13.8
1033,2015-10-31,911.27,13.7,13.4,13.6
1034,2015-11-01,911.27,13.4,13.1,13.3
1035,2015-11-02,911.26,13.6,13.0,13.2
1036,2015-11-03,911.21,13.1,12.6,12.8
1037,2015-11-04,911.16,12.7,11.9,12.4
1038,2015-11-05,911.1,12.5,12.0,12.3
1039,2015-11-06,911.04,12.1,11.6,11.8
1040,2015-11-07,910.98,11.9,11.6,11.7
1041,2015-11-08,910.96,12.0,11.7,11.8
1042,2015-11-09,910.93,11.8,10.6,11.2
1043,2015-11-10,910.84,11.2,10.6,10.9
1044,2015-11-11,910.78,11.2,10.6,10.8
1045,2015-11-12,910.7,10.6,10.1,10.4
1046,2015-11-13,910.63,10.7,10.0,10.4
1047,2015-11-14,910.6,10.6,10.2,10.5
1048,2015-11-15,910.58,10.4,9.7,10.1
1049,2015-11-16,910.54,10.0,9.3,9.7
1050,2015-11-17,910.53,9.7,9.1,9.5
1051,2015-11-18,910.52,9.4,8.9,9.1
1052,2015-11-19,910.49,9.2,8.5,8.8
1053,2015-11-20,910.45,8.6,8.1,8.4
1054,2015-11-21,910.41,8.2,7.6,7.9
1055,2015-11-22,910.37,8.2,7.5,7.9
1056,2015-11-23,910.33,8.2,7.7,8.0
1057,2015-11-24,910.38,7.7,5.1,6.7
1058,2015-11-25,910.31,5.1,3.7,4.4
1059,2015-11-26,910.25,4.7,3.0,3.8
1060,2015-11-27,910.23,4.1,3.1,3.7
1061,2015-11-28,910.2,4.2,3.1,3.6
1062,2015-11-29,910.17,4.2,2.9,3.6
1063,2015-11-30,910.17,4.2,3.0,3.8
1064,2015-12-01,910.17,4.5,3.8,4.1
1065,2015-12-02,910.18,4.4,3.7,4.1
1066,2015-12-03,910.22,4.3,3.5,4.0
1067,2015-12-04,910.26,4.5,3.9,4.2
1068,2015-12-05,910.24,4.6,4.1,4.3
1069,2015-12-06,910.28,4.6,4.2,4.4
1070,2015-12-07,910.29,4.7,4.4,4.6
1071,2015-12-08,910.27,4.5,4.3,4.4
1072,2015-12-09,910.27,4.7,4.3,4.5
1073,2015-12-10,910.25,4.5,4.3,4.4
1074,2015-12-11,910.23,4.7,4.3,4.5
1075,2015-12-12,910.21,4.4,3.9,4.2
1076,2015-12-13,910.19,4.9,4.1,4.4
1077,2015-12-14,910.14,4.4,3.3,3.9
1078,2015-12-15,910.09,4.4,3.3,3.9
1079,2015-12-16,910.12,3.8,3.0,3.6
1080,2015-12-17,910.12,3.9,3.2,3.5
1081,2015-12-18,910.15,3.8,3.1,3.4
1082,2015-12-19,910.19,4.1,3.3,3.6
1083,2015-12-20,910.22,4.0,2.7,3.4
1084,2015-12-21,910.26,3.8,1.9,2.8
1085,2015-12-22,910.26,3.7,2.7,3.2
1086,2015-12-23,910.26,4.3,3.1,3.5
1087,2015-12-24,910.26,4.4,3.2,3.6
1088,2015-12-25,910.26,3.8,2.4,3.0
1089,2015-12-26,910.24,3.0,2.1,2.6
1090,2015-12-27,910.23,2.7,2.2,2.5
1091,2015-12-28,910.25,3.0,2.2,2.5
1092,2015-12-29,910.23,3.1,2.0,2.5
1093,2015-12-30,910.22,2.6,1.1,1.6
1094,2015-12-31,910.19,2.7,2.0,2.4
1095,2016-01-01,910.18,3.2,2.1,2.5
1096,2016-01-02,910.17,3.2,2.0,2.4
1097,2016-01-03,910.16,2.9,1.9,2.2
1098,2016-01-04,910.17,2.0,1.7,1.8
1099,2016-01-05,910.18,1.7,1.5,1.7
1100,2016-01-06,910.19,3.0,1.6,2.0
1101,2016-01-07,910.19,2.8,1.7,2.1
1102,2016-01-08,910.18,3.4,1.8,2.4
1103,2016-01-09,910.18,2.9,2.2,2.4
1104,2016-01-10,910.17,2.9,2.1,2.4
