,datetime,148463_62614_32400,225215_00054_32400,225215_00054_32400_cd
0,2013-01-01,764.62,26970.0,
1,2013-01-02,764.27,26970.0,
2,2013-01-03,763.94,26970.0,
3,2013-01-04,763.71,26970.0,
4,2013-01-05,763.51,26970.0,
5,2013-01-06,763.42,26970.0,
6,2013-01-07,763.7,26970.0,
7,2013-01-08,765.68,26970.0,
8,2013-01-09,769.68,26970.0,
9,2013-01-10,769.04,26970.0,
10,2013-01-11,767.59,26970.0,
11,2013-01-12,767.16,26970.0,
12,2013-01-13,767.49,26970.0,
13,2013-01-14,767.67,26970.0,
14,2013-01-15,767.75,26970.0,
15,2013-01-16,767.75,26970.0,
16,2013-01-17,767.71,26970.0,
17,2013-01-18,767.65,26970.0,
18,2013-01-19,767.58,26970.0,
19,2013-01-20,767.58,26970.0,
20,2013-01-21,767.73,26970.0,
21,2013-01-22,767.87,26970.0,
22,2013-01-23,768.36,26970.0,
23,2013-01-24,768.86,26970.0,
24,2013-01-25,769.25,26970.0,
25,2013-01-26,769.62,26970.0,
26,2013-01-27,769.81,26970.0,
27,2013-01-28,769.95,26970.0,
28,2013-01-29,770.09,26970.0,
29,2013-01-30,770.29,26970.0,
30,2013-01-31,770.59,26970.0,
31,2013-02-01,770.86,26970.0,
32,2013-02-02,771.03,26970.0,
33,2013-02-03,771.0,26970.0,
34,2013-02-04,770.81,26970.0,
35,2013-02-05,771.03,26970.0,
36,2013-02-06,771.7,26970.0,
37,2013-02-07,772.33,26970.0,
38,2013-02-08,772.52,26970.0,
39,2013-02-09,772.52,26970.0,
40,2013-02-10,772.38,26970.0,
41,2013-02-11,772.15,26970.0,
42,2013-02-12,771.88,26970.0,
43,2013-02-13,771.62,26970.0,
44,2013-02-14,771.32,26970.0,
45,2013-02-15,770.99,26970.0,
46,2013-02-16,770.73,26970.0,
47,2013-02-17,770.44,26970.0,
48,2013-02-18,770.14,26970.0,
49,2013-02-19,769.78,26970.0,
50,2013-02-20,769.08,26970.0,
51,2013-02-21,767.72,26970.0,
52,2013-02-22,767.1,26970.0,
53,2013-02-23,766.6,26970.0,
54,2013-02-24,766.1,26970.0,
55,2013-02-25,765.7,26970.0,
56,2013-02-26,765.15,26970.0,
57,2013-02-27,764.51,26970.0,
58,2013-02-28,764.75,26970.0,
59,2013-03-01,766.7,26970.0,
60,2013-03-02,769.24,26970.0,
61,2013-03-03,770.63,26970.0,
62,2013-03-04,771.26,26970.0,
63,2013-03-05,771.66,26970.0,
64,2013-03-06,771.87,26970.0,
65,2013-03-07,771.62,26970.0,
66,2013-03-08,770.61,26970.0,
67,2013-03-09,769.52,26970.0,
68,2013-03-10,768.45,26970.0,
69,2013-03-11,767.32,26970.0,
70,2013-03-12,767.18,26970.0,
71,2013-03-13,768.32,26970.0,
72,2013-03-14,768.56,26970.0,
73,2013-03-15,769.12,26970.0,
74,2013-03-16,769.34,26970.0,
75,2013-03-17,769.17,26970.0,
76,2013-03-18,768.66,26970.0,
77,2013-03-19,768.09,26970.0,
78,2013-03-20,769.92,26970.0,
79,2013-03-21,769.51,26970.0,
80,2013-03-22,768.24,26970.0,
81,2013-03-23,766.57,26970.0,
82,2013-03-24,765.16,26970.0,
83,2013-03-25,764.14,26970.0,
84,2013-03-26,764.13,26970.0,
85,2013-03-27,764.38,26970.0,
86,2013-03-28,764.64,26970.0,
87,2013-03-29,764.89,26970.0,
88,2013-03-30,765.17,26970.0,
89,2013-03-31,765.54,26970.0,
90,2013-04-01,766.04,26970.0,
91,2013-04-02,766.46,26970.0,
92,2013-04-03,766.74,26970.0,
93,2013-04-04,767.53,26970.0,
94,2013-04-05,772.33,26970.0,
95,2013-04-06,776.79,26970.0,
96,2013-04-07,778.93,26970.0,
97,2013-04-08,779.08,26970.0,
98,2013-04-09,777.85,26970.0,
99,2013-04-10,777.24,26970.0,
100,2013-04-11,776.19,26970.0,
101,2013-04-12,775.82,26970.0,
102,2013-04-13,775.42,26970.0,
103,2013-04-14,775.8,26970.0,
104,2013-04-15,776.41,26970.0,
105,2013-04-16,776.91,26970.0,
106,2013-04-17,777.34,26970.0,
107,2013-04-18,777.75,26970.0,
108,2013-04-19,778.44,26970.0,
109,2013-04-20,779.11,26970.0,
110,2013-04-21,779.67,26970.0,
111,2013-04-22,780.12,26970.0,
112,2013-04-23,780.51,26970.0,
113,2013-04-24,780.86,26970.0,
114,2013-04-25,781.24,26970.0,
115,2013-04-26,781.7,26970.0,
116,2013-04-27,782.21,26970.0,
117,2013-04-28,782.77,26970.0,
118,2013-04-29,783.36,26970.0,
119,2013-04-30,783.72,26970.0,
120,2013-05-01,783.99,26970.0,
121,2013-05-02,784.22,26970.0,
122,2013-05-03,784.5,26970.0,
123,2013-05-04,784.91,26970.0,
124,2013-05-05,785.43,26970.0,
125,2013-05-06,786.06,26970.0,
126,2013-05-07,786.7,26970.0,
127,2013-05-08,787.27,26970.0,
128,2013-05-09,787.81,26970.0,
129,2013-05-10,788.4,26970.0,
130,2013-05-11,788.95,26970.0,
131,2013-05-12,789.84,26970.0,
132,2013-05-13,790.95,26970.0,
133,2013-05-14,791.61,26970.0,
134,2013-05-15,792.03,26970.0,
135,2013-05-16,792.41,26970.0,
136,2013-05-17,792.79,26970.0,
137,2013-05-18,793.18,26970.0,
138,2013-05-19,793.47,26970.0,
139,2013-05-20,793.7,26970.0,
140,2013-05-21,793.93,26970.0,
141,2013-05-22,794.11,26970.0,
142,2013-05-23,794.33,26970.0,
143,2013-05-24,794.5,26970.0,
144,2013-05-25,794.75,26970.0,
145,2013-05-26,795.18,26970.0,
146,2013-05-27,796.43,26970.0,
147,2013-05-28,797.77,26970.0,
148,2013-05-29,798.69,26970.0,
149,2013-05-30,799.39,26970.0,
150,2013-05-31,799.68,26970.0,
151,2013-06-01,799.99,26970.0,
152,2013-06-02,799.81,26970.0,
153,2013-06-03,799.79,26970.0,
154,2013-06-04,799.74,26970.0,
155,2013-06-05,799.68,26970.0,
156,2013-06-06,799.61,26970.0,
157,2013-06-07,799.5,26970.0,
158,2013-06-08,799.59,26970.0,
159,2013-06-09,799.65,26970.0,
160,2013-06-10,799.68,26970.0,
161,2013-06-11,799.69,26970.0,
162,2013-06-12,799.71,26970.0,
163,2013-06-13,799.71,26970.0,
164,2013-06-14,799.66,26970.0,
165,2013-06-15,799.6,26970.0,
166,2013-06-16,799.53,26970.0,
167,2013-06-17,799.47,26970.0,
168,2013-06-18,799.45,26970.0,
169,2013-06-19,799.4,26970.0,
170,2013-06-20,799.33,26970.0,
171,2013-06-21,799.26,26970.0,
172,2013-06-22,799.17,26970.0,
173,2013-06-23,799.15,26970.0,
174,2013-06-24,799.29,26970.0,
175,2013-06-25,799.62,26970.0,
176,2013-06-26,799.9,26970.0,
177,2013-06-27,799.77,26970.0,
178,2013-06-28,799.68,26970.0,
179,2013-06-29,799.64,26970.0,
180,2013-06-30,799.68,26970.0,
181,2013-07-01,799.75,26970.0,
182,2013-07-02,799.76,26970.0,
183,2013-07-03,799.72,26970.0,
184,2013-07-04,799.66,26970.0,
185,2013-07-05,799.57,26970.0,
186,2013-07-06,799.46,26970.0,
187,2013-07-07,799.33,26970.0,
188,2013-07-08,799.19,26970.0,
189,2013-07-09,799.03,26970.0,
190,2013-07-10,798.86,26970.0,
191,2013-07-11,798.67,26970.0,
192,2013-07-12,798.48,26970.0,
193,2013-07-13,798.27,26970.0,
194,2013-07-14,798.05,26970.0,
195,2013-07-15,797.83,26970.0,
196,2013-07-16,797.6,26970.0,
197,2013-07-17,797.37,26970.0,
198,2013-07-18,797.16,26970.0,
199,2013-07-19,796.94,26970.0,
200,2013-07-20,796.72,26970.0,
201,2013-07-21,796.48,26970.0,
202,2013-07-22,796.24,26970.0,
203,2013-07-23,796.0,26970.0,
204,2013-07-24,795.75,26970.0,
205,2013-07-25,795.49,26970.0,
206,2013-07-26,795.23,26970.0,
207,2013-07-27,794.96,26970.0,
208,2013-07-28,794.7,26970.0,
209,2013-07-29,794.42,26970.0,
210,2013-07-30,794.15,26970.0,
211,2013-07-31,793.87,26970.0,
212,2013-08-01,793.59,26970.0,
213,2013-08-02,793.31,26970.0,
214,2013-08-03,793.03,26970.0,
215,2013-08-04,792.74,26970.0,
216,2013-08-05,792.45,26970.0,
217,2013-08-06,792.17,26970.0,
218,2013-08-07,791.88,26970.0,
219,2013-08-08,791.58,26970.0,
220,2013-08-09,791.25,26970.0,
221,2013-08-10,790.93,26970.0,
222,2013-08-11,790.6,26970.0,
223,2013-08-12,790.27,26970.0,
224,2013-08-13,789.94,26970.0,
225,2013-08-14,789.68,26970.0,
226,2013-08-15,789.4,26970.0,
227,2013-08-16,789.08,26970.0,
228,2013-08-17,788.76,26970.0,
229,2013-08-18,788.43,26970.0,
230,2013-08-19,788.1,26970.0,
231,2013-08-20,787.76,26970.0,
232,2013-08-21,787.42,26970.0,
233,2013-08-22,787.07,26970.0,
234,2013-08-23,786.74,26970.0,
235,2013-08-24,786.4,26970.0,
236,2013-08-25,786.05,26970.0,
237,2013-08-26,785.74,26970.0,
238,2013-08-27,785.45,26970.0,
239,2013-08-28,785.18,26970.0,
240,2013-08-29,785.24,26970.0,
241,2013-08-30,785.33,26970.0,
242,2013-08-31,785.12,26970.0,
243,2013-09-01,784.84,26970.0,
244,2013-09-02,784.54,26970.0,
245,2013-09-03,784.22,26970.0,
246,2013-09-04,783.9,26970.0,
247,2013-09-05,783.54,26970.0,
248,2013-09-06,783.04,26970.0,
249,2013-09-07,782.55,26970.0,
250,2013-09-08,782.04,26970.0,
251,2013-09-09,781.52,26970.0,
252,2013-09-10,781.0,26970.0,
253,2013-09-11,780.48,26970.0,
254,2013-09-12,779.96,26970.0,
255,2013-09-13,779.43,26970.0,
256,2013-09-14,778.9,26970.0,
257,2013-09-15,778.4066666666666,26970.0,
258,2013-09-16,777.9133333333333,26970.0,
259,2013-09-17,777.42,26970.0,
260,2013-09-18,776.88,26970.0,
261,2013-09-19,776.35,26970.0,
262,2013-09-20,775.86,26970.0,
263,2013-09-21,775.35,26970.0,
264,2013-09-22,775.46,26970.0,
265,2013-09-23,774.74,26970.0,
266,2013-09-24,774.25,26970.0,
267,2013-09-25,773.93,26970.0,
268,2013-09-26,773.49,26970.0,
269,2013-09-27,773.1,26970.0,
270,2013-09-28,772.99,26970.0,
271,2013-09-29,773.12,26970.0,
272,2013-09-30,772.36,26970.0,
273,2013-10-01,772.49,26970.0,
274,2013-10-02,772.05,26970.0,
275,2013-10-03,770.91,26970.0,
276,2013-10-04,769.32,26970.0,
277,2013-10-05,768.16,26970.0,
278,2013-10-06,767.77,26970.0,
279,2013-10-07,767.55,26970.0,
280,2013-10-08,767.71,26970.0,
281,2013-10-09,767.74,26970.0,
282,2013-10-10,767.7,26970.0,
283,2013-10-11,767.59,26970.0,
284,2013-10-12,767.44,26970.0,
285,2013-10-13,767.24,26970.0,
286,2013-10-14,767.01,26970.0,
287,2013-10-15,766.76,26970.0,
288,2013-10-16,766.48,26970.0,
289,2013-10-17,766.18,26970.0,
290,2013-10-18,765.87,26970.0,
291,2013-10-19,765.53,26970.0,
292,2013-10-20,765.18,26970.0,
293,2013-10-21,764.82,26970.0,
294,2013-10-22,764.44,26970.0,
295,2013-10-23,764.05,26970.0,
296,2013-10-24,763.65,26970.0,
297,2013-10-25,763.23,26970.0,
298,2013-10-26,762.8,26970.0,
299,2013-10-27,762.37,26970.0,
300,2013-10-28,761.98,26970.0,
301,2013-10-29,761.6,26970.0,
302,2013-10-30,761.27,26970.0,
303,2013-10-31,760.95,26970.0,
304,2013-11-01,760.6,26970.0,
305,2013-11-02,760.75,26970.0,
306,2013-11-03,760.65,26970.0,
307,2013-11-04,760.41,26970.0,
308,2013-11-05,760.17,26970.0,
309,2013-11-06,759.91,26970.0,
310,2013-11-07,762.86,26970.0,
311,2013-11-08,764.14,26970.0,
312,2013-11-09,764.51,26970.0,
313,2013-11-10,764.64,26970.0,
314,2013-11-11,764.62,26970.0,
315,2013-11-12,765.04,26970.0,
316,2013-11-13,765.52,26970.0,
317,2013-11-14,765.69,26970.0,
318,2013-11-15,765.97,26970.0,
319,2013-11-16,766.37,26970.0,
320,2013-11-17,766.66,26970.0,
321,2013-11-18,768.99,26970.0,
322,2013-11-19,769.48,26970.0,
