,datetime,5401_00054_32400,5402_00065_32400
0,2013-01-01,553800,47.15
1,2013-01-02,555800,47.26
2,2013-01-03,556800,47.31
3,2013-01-04,554300,47.18
4,2013-01-05,554900,47.21
5,2013-01-06,554700,47.2
6,2013-01-07,555100,47.22
7,2013-01-08,554500,47.19
8,2013-01-09,555600,47.25
9,2013-01-10,559200,47.44
10,2013-01-11,558800,47.42
11,2013-01-12,557500,47.35
12,2013-01-13,557500,47.35
13,2013-01-14,560200,47.49
14,2013-01-15,557900,47.37
15,2013-01-16,557000,47.32
16,2013-01-17,560000,47.48
17,2013-01-18,559400,47.45
18,2013-01-19,558100,47.38
19,2013-01-20,557700,47.36
20,2013-01-21,556600,47.3
21,2013-01-22,555300,47.23
22,2013-01-23,554500,47.19
23,2013-01-24,555800,47.26
24,2013-01-25,560700,47.52
25,2013-01-26,569900,48.01
26,2013-01-27,578500,48.46
27,2013-01-28,586600,48.89
28,2013-01-29,584200,48.76
29,2013-01-30,582700,48.68
30,2013-01-31,582300,48.66
31,2013-02-01,578300,48.45
32,2013-02-02,577700,48.42
33,2013-02-03,579000,48.49
34,2013-02-04,578900,48.48
35,2013-02-05,577000,48.38
36,2013-02-06,581100,48.6
37,2013-02-07,589500,49.04
38,2013-02-08,591300,49.13
39,2013-02-09,592700,49.2
40,2013-02-10,591700,49.15
41,2013-02-11,590700,49.1
42,2013-02-12,588000,48.96
43,2013-02-13,585700,48.84
44,2013-02-14,587800,48.95
45,2013-02-15,587400,48.93
46,2013-02-16,587000,48.91
47,2013-02-17,589100,49.02
48,2013-02-18,588700,49.0
49,2013-02-19,586300,48.87
50,2013-02-20,588200,48.97
51,2013-02-21,590900,49.11
52,2013-02-22,588700,49.0
53,2013-02-23,588000,48.96
54,2013-02-24,583800,48.74
55,2013-02-25,582700,48.68
56,2013-02-26,582500,48.67
57,2013-02-27,582700,48.68
58,2013-02-28,584600,48.78
59,2013-03-01,584900,48.8
60,2013-03-02,585900,48.85
61,2013-03-03,586800,48.9
62,2013-03-04,586100,48.86
63,2013-03-05,585500,48.83
64,2013-03-06,587000,48.91
65,2013-03-07,590700,49.1
66,2013-03-08,592700,49.2
67,2013-03-09,590900,49.11
68,2013-03-10,590300,49.08
69,2013-03-11,588700,49.0
70,2013-03-12,584900,48.8
71,2013-03-13,581900,48.64
72,2013-03-14,582500,48.67
73,2013-03-15,580800,48.58
74,2013-03-16,578500,48.46
75,2013-03-17,574300,48.24
76,2013-03-18,573000,48.17
77,2013-03-19,571300,48.08
78,2013-03-20,572600,48.15
79,2013-03-21,577000,48.38
80,2013-03-22,577300,48.4
81,2013-03-23,576200,48.34
82,2013-03-24,573900,48.22
83,2013-03-25,571100,48.07
84,2013-03-26,570300,48.03
85,2013-03-27,569900,48.01
86,2013-03-28,575100,48.28
87,2013-03-29,574900,48.27
88,2013-03-30,575400,48.3
89,2013-03-31,573900,48.22
