,datetime,102485_00062_00011,226905_00054_00011
0,2013-01-02,7207.18,2130.0
1,2013-01-03,7207.139310344828,2116.896551724138
2,2013-01-04,7207.098620689655,2103.793103448276
3,2013-01-05,7207.057931034483,2090.689655172414
4,2013-01-06,7207.017241379311,2077.5862068965516
5,2013-01-07,7206.9765517241385,2064.4827586206898
6,2013-01-08,7206.935862068965,2051.3793103448274
7,2013-01-09,7206.895172413793,2038.2758620689656
8,2013-01-10,7206.854482758621,2025.1724137931035
9,2013-01-11,7206.813793103449,2012.0689655172414
10,2013-01-12,7206.773103448276,1998.9655172413793
11,2013-01-13,7206.732413793104,1985.8620689655172
12,2013-01-14,7206.6917241379315,1972.7586206896551
13,2013-01-15,7206.651034482758,1959.655172413793
14,2013-01-16,7206.610344827586,1946.551724137931
15,2013-01-17,7206.569655172414,1933.4482758620688
16,2013-01-18,7206.528965517242,1920.344827586207
17,2013-01-19,7206.488275862069,1907.2413793103449
18,2013-01-20,7206.447586206897,1894.1379310344828
19,2013-01-21,7206.4068965517245,1881.0344827586207
20,2013-01-22,7206.366206896551,1867.9310344827586
21,2013-01-23,7206.325517241379,1854.8275862068965
22,2013-01-24,7206.284827586207,1841.7241379310344
23,2013-01-25,7206.244137931035,1828.6206896551723
24,2013-01-26,7206.203448275862,1815.5172413793102
25,2013-01-27,7206.16275862069,1802.4137931034484
26,2013-01-28,7206.122068965517,1789.3103448275863
27,2013-01-29,7206.081379310345,1776.2068965517242
28,2013-01-30,7206.040689655172,1763.103448275862
29,2013-01-31,7206.0,1750.0
30,2013-02-01,7206.033571428571,1760.7142857142858
31,2013-02-02,7206.067142857143,1771.4285714285713
32,2013-02-03,7206.100714285714,1782.142857142857
33,2013-02-04,7206.134285714285,1792.857142857143
34,2013-02-05,7206.167857142857,1803.5714285714287
35,2013-02-06,7206.201428571429,1814.2857142857142
36,2013-02-07,7206.235,1825.0
37,2013-02-08,7206.268571428572,1835.7142857142858
38,2013-02-09,7206.302142857143,1846.4285714285713
39,2013-02-10,7206.335714285714,1857.142857142857
40,2013-02-11,7206.369285714286,1867.857142857143
41,2013-02-12,7206.402857142857,1878.5714285714284
42,2013-02-13,7206.436428571428,1889.2857142857142
43,2013-02-14,7206.469999999999,1900.0
44,2013-02-15,7206.503571428571,1910.7142857142858
45,2013-02-16,7206.5371428571425,1921.4285714285713
46,2013-02-17,7206.570714285714,1932.142857142857
47,2013-02-18,7206.604285714286,1942.857142857143
48,2013-02-19,7206.637857142857,1953.5714285714284
49,2013-02-20,7206.671428571428,1964.2857142857142
50,2013-02-21,7206.705,1975.0
51,2013-02-22,7206.738571428571,1985.7142857142858
52,2013-02-23,7206.772142857142,1996.4285714285713
53,2013-02-24,7206.805714285714,2007.142857142857
54,2013-02-25,7206.839285714285,2017.857142857143
55,2013-02-26,7206.872857142856,2028.5714285714284
56,2013-02-27,7206.9064285714285,2039.2857142857142
57,2013-02-28,7206.94,2050.0
58,2013-03-01,7206.954705882353,2054.705882352941
59,2013-03-02,7206.969411764706,2059.4117647058824
60,2013-03-03,7206.984117647058,2064.1176470588234
61,2013-03-04,7206.998823529411,2068.823529411765
62,2013-03-05,7207.0135294117645,2073.529411764706
63,2013-03-06,7207.028235294118,2078.235294117647
64,2013-03-07,7207.04294117647,2082.9411764705883
65,2013-03-08,7207.057647058823,2087.6470588235293
66,2013-03-09,7207.072352941176,2092.3529411764707
67,2013-03-10,7207.087058823529,2097.0588235294117
68,2013-03-11,7207.101764705882,2101.764705882353
69,2013-03-12,7207.116470588235,2106.470588235294
70,2013-03-13,7207.131176470588,2111.176470588235
71,2013-03-14,7207.145882352941,2115.8823529411766
72,2013-03-15,7207.160588235293,2120.5882352941176
73,2013-03-16,7207.175294117646,2125.294117647059
74,2013-03-17,7207.19,2130.0
75,2013-03-18,7207.204705882353,2134.705882352941
76,2013-03-19,7207.219411764706,2139.4117647058824
77,2013-03-20,7207.234117647058,2144.1176470588234
78,2013-03-21,7207.248823529411,2148.823529411765
79,2013-03-22,7207.2635294117645,2153.529411764706
80,2013-03-23,7207.278235294118,2158.235294117647
81,2013-03-24,7207.29294117647,2162.9411764705883
82,2013-03-25,7207.307647058823,2167.6470588235293
83,2013-03-26,7207.322352941176,2172.3529411764707
84,2013-03-27,7207.337058823529,2177.0588235294117
85,2013-03-28,7207.351764705882,2181.764705882353
86,2013-03-29,7207.366470588235,2186.470588235294
87,2013-03-30,7207.381176470588,2191.176470588235
88,2013-03-31,7207.395882352941,2195.8823529411766
89,2013-04-01,7207.410588235293,2200.5882352941176
90,2013-04-02,7207.425294117646,2205.294117647059
91,2013-04-03,7207.44,2210.0
92,2013-04-04,7207.4564,2215.2
93,2013-04-05,7207.4728,2220.4
94,2013-04-06,7207.4892,2225.6
95,2013-04-07,7207.5055999999995,2230.8
96,2013-04-08,7207.522,2236.0
97,2013-04-09,7207.5383999999995,2241.2
98,2013-04-10,7207.5548,2246.4
99,2013-04-11,7207.571199999999,2251.6
100,2013-04-12,7207.5876,2256.8
101,2013-04-13,7207.604,2262.0
102,2013-04-14,7207.6204,2267.2
103,2013-04-15,7207.6368,2272.4
104,2013-04-16,7207.6532,2277.6
105,2013-04-17,7207.6696,2282.8
106,2013-04-18,7207.686,2288.0
107,2013-04-19,7207.7024,2293.2
108,2013-04-20,7207.718800000001,2298.4
109,2013-04-21,7207.7352,2303.6
110,2013-04-22,7207.7516000000005,2308.8
111,2013-04-23,7207.768,2314.0
112,2013-04-24,7207.7844000000005,2319.2
113,2013-04-25,7207.8008,2324.4
